Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371),S(309)
2.2641157624298207e-07,0.3179301689182413,8.9027258522824509e-09,4.7827302121504897e-09,1.9148043525953519e-06,1.1236311306842031e-11,4.3837179060106341e-06,0.0,0.0,0.00059744684245164399,0.00035112942552026382,154.0,0.0,0.94420669200017249,1.0,18.9873366581221,0.0032032069131940196,8.3957138605431946e-09,0.0077229679255096332,0.016450424773308412,0.0013153503438542073,0.0065375094227363376,1.6498104140297667e-08,0.00010966917268686659,0.0014873976191450546,1.3510548954127198e-10,0.0082619916737490338,2.0087834696816153e-06,0.00071612313952905079,0.00070386551823330167,5.6727949749417258e-07,6.1768286408396478e-08,3.8072702752434797e-07,0.0049241350807564992,1.0151023382597382e-06,1.907417742754863e-06,1.9432218550304822e-06,0.0050557742378639046,5.2850483890072649e-08,1.4696306124537597e-12,3.5141192499035559e-12,3.1192242934637293e-11,2.7207080218139335e-07,2.7984517952994318e-06,1.7030346923709023e-06,1.9769454246774266e-07,4.6544946117131181e-07,5.7930342473015229e-07,6.2859673703600388e-14,3.0144944423971407e-07,2.8278307442841728e-08,5.319888638628681e-08,4.3997161957523988e-09,3.71958435387004e-09,5.7813059115401181e-13,1.7741028876854728e-12,8.2730107563164339e-09,1.1179344484425643e-16,6.3315765910306335e-17,1.1376696145615914e-08,1.2922690340058511e-13,3.4091490181561515e-10,2.071217380055149e-14,8.4727320405069019e-17,1.584145688884733e-13,8.2963516368866014e-10,4.1290496850900762e-11,1.6063287396326528e-10,1.5430418966425935e-06,6.1232507811617905e-11,2.6717399427520184e-10,2.3751218204056483e-09,8.5113525504121754e-12,1.585903117809144e-13,3.945893356044979e-09,4.1319695674722919e-11,8.5953611014936033e-16,1.1433960486767338e-11,6.2771179287449389e-10,4.5208309133056153e-12,2.0598189651665627e-12,1.0470258784145905e-10,2.9571417744844201e-09,2.066662481830893e-07
2.3095804028357078e-07,0.31792974083989933,8.9900414400250924e-09,5.2622637596892487e-09,2.0094947940029612e-06,1.1904351195365094e-11,4.7254684994728046e-06,0.0,0.0,0.00060827646512301642,0.00037131398196538391,154.0,0.0,0.94311679598421894,1.0,18.987047014524993,0.003259530526736349,8.3866207694307852e-09,0.0077656856913485743,0.01660925833900492,0.0013409380719605023,0.0065736063639896597,1.66571663909151e-08,0.00011072653697603414,0.0015164527087017255,1.3585147621780891e-10,0.0085401624249124442,2.0199592644201251e-06,0.00073912184573697484,0.00072586921218342759,5.8500523179785001e-07,6.2989429763420489e-08,3.9262360261747751e-07,0.0051420512586665586,1.0923005026279837e-06,2.0772918033036503e-06,2.1171821082217377e-06,0.0052764468140633894,5.5194197816609619e-08,1.4837999080757164e-12,3.6695170498088843e-12,3.255443730077499e-11,2.8420839741174868e-07,2.9797944554059356e-06,1.8136244496693724e-06,2.1147638520292739e-07,4.9899517476598828e-07,6.3831741148621136e-07,6.7241798703920027e-14,3.296993600365671e-07,3.1408449305689294e-08,5.4245968351461847e-08,4.7598422622604465e-09,4.0242245780309265e-09,6.2545195209458402e-13,1.9255926155921166e-12,8.9799339099621369e-09,1.209495162952115e-16,6.8501433795151691e-17,1.2525353002703909e-08,1.4227439887115143e-13,3.7223079953947108e-10,2.2614446546119704e-14,9.2510236618837961e-17,1.7296388165956322e-13,9.2565669679411954e-10,4.5174950021842679e-11,1.7943343851581399e-10,1.6625321979854417e-06,6.5991157948771508e-11,2.9034071331763218e-10,2.5818455388025904e-09,9.249296928347709e-12,1.7239357592528603e-13,4.3947191156735328e-09,4.6029689571126676e-11,9.6419250634856614e-16,1.3010442272226964e-11,7.010483082564627e-10,5.0412576680395839e-12,2.2973873232527072e-12,1.1955698304518029e-10,3.3590028657005723e-09,2.1474963112807138e-07
2.355045043241595e-07,0.31792931196996865,9.0744841233093139e-09,5.7802606596090609e-09,2.1058792065604446e-06,1.259147226459996e-11,5.0842042448788984e-06,0.0,0.0,0.00061879824743362366,0.00039202307727371458,154.0,0.0,0.94202895397924369,1.0,18.986756601448864,0.0033155615643880821,8.3775451802925472e-09,0.0078055385181422425,0.016762862528664744,0.0013664941238867641,0.0066072750886397363,1.6810979183697161e-08,0.00011174900563955393,0.0015454765084756479,1.3654728087982716e-10,0.0088206394583211084,2.0303871764408063e-06,0.0007622438473502914,0.00074794022854634515,6.0278470720408939e-07,6.4209257613231997e-08,4.0455624640635644e-07,0.0053633971913094377,1.173028294875439e-06,2.2576865452598602e-06,2.3020220631311527e-06,0.0055001004562464442,5.7574936080789477e-08,1.4975015820452234e-12,3.8273556612174196e-12,3.3935058676370541e-11,2.9651896368454827e-07,3.167688692816698e-06,1.9282193184107335e-06,2.2581278419410186e-07,5.3395119113310061e-07,7.0162312228306242e-07,7.1800252450293606e-14,3.5982902053906908e-07,3.479233419794381e-08,5.5291753645776775e-08,5.1400875912101859e-09,4.3458948294343131e-09,6.7541703903191211e-13,2.0860318680638486e-12,9.7286565685455344e-09,1.3061743133726501e-16,7.3976991387252881e-17,1.3760130771545193e-08,1.5630013462002229e-13,4.0558356674240423e-10,2.464041134603994e-14,1.0079937445698106e-16,1.8845923945932592e-13,1.0303880851272426e-09,4.9321366018966874e-11,1.9996061404774996e-10,1.7877384516844764e-06,7.0978582432080797e-11,3.1480717085945583e-10,2.8002191624266076e-09,1.0028631404908399e-11,1.8697472394838771e-13,4.881636813015296e-09,5.1140332948486696e-11,1.0793770881143202e-15,1.4777026002100569e-11,7.8110610506052566e-10,5.6064480108846728e-12,2.5554304349210342e-12,1.3609837415970227e-10,3.8045320762961078e-09,2.2302588930262091e-07
2.400509683647482e-07,0.3179288823600626,9.1561396095962026e-09,6.3387605127049519e-09,2.2038958511065424e-06,1.3297386329691424e-11,5.4602248009554464e-06,0.0,0.0,0.00062901404637903961,0.00041324523218894051,154.0,0.0,0.94094316124106392,1.0,18.986465465778647,0.0033713012844190701,8.3684870523763094e-09,0.0078426411570131759,0.016911379864823314,0.0013920185580073214,0.0066386129480129601,1.6959685689230633e-08,0.0001127375303936579,0.001574469070470537,1.3719491540941211e-10,0.0091033306990555753,2.0400971229628047e-06,0.00078548077720371336,0.00077006867480760536,6.206099482921167e-07,6.5427772140396335e-08,4.1651960621247104e-07,0.0055880568988311155,1.2573119480778734e-06,2.4489415105014736e-06,2.498103151263896e-06,0.0057265991031300433,5.9991448853946544e-08,1.5107483879128597e-12,3.9875522704220372e-12,3.5333266923690044e-11,3.0899492973566114e-07,3.3621341611135186e-06,2.0468192726521337e-06,2.4070569435137006e-07,5.7032439975469901e-07,7.6939696357081803e-07,7.6535656533582103e-14,3.9190846068935172e-07,3.8442497205982879e-08,5.6336244659011301e-08,5.5409475907990033e-09,4.6850146860960145e-09,7.2809095044885203e-13,2.2556681259713394e-12,1.0520336550935786e-08,1.4080980053853495e-16,7.9749580856529828e-17,1.5084975778299874e-08,1.7134893664918202e-13,4.4104114782369041e-10,2.6794190621338291e-14,1.0961162008965627e-16,2.0493217220838386e-13,1.1443872740936962e-09,5.3739279515302842e-11,2.2232664665034399e-10,1.9187298964587759e-06,7.6197603980323279e-11,3.4059911093497166e-10,3.0304755272155953e-09,1.0850174558368824e-11,2.0234930276955388e-13,5.4087064657878642e-09,5.6673350450901223e-11,1.2058767687150795e-15,1.6752606255076647e-11,8.6832134792804944e-10,6.2188645446303169e-12,2.8350772690046051e-12,1.5446972794637115e-10,4.2972319703831612e-09,2.3149075332608288e-07
2.4459743240533693e-07,0.31792845206142384,9.2350922090230872e-09,6.9398355756723313e-09,2.3034836835140396e-06,1.4021793626306258e-11,5.8538175997029736e-06,0.0,0.0,0.0006389263743890876,0.00043496868323618956,154.0,0.0,0.93985941212329416,1.0,18.986173653486112,0.0034267509399500645,8.3594463369336844e-09,0.0078771058544927688,0.017054951364547426,0.0014175114325500656,0.0066677151636086009,1.7103427562028779e-08,0.00011369305287727204,0.0016034304467396068,1.3779634767321831e-10,0.0093881467634442974,2.0491183714378396e-06,0.00080882460601994959,0.00079224502260645741,6.3847327368442701e-07,6.6644975530027559e-08,4.2850852670307056e-07,0.0058159157377912713,1.345172845498911e-06,2.6513931218510564e-06,2.7057843744974581e-06,0.0059558093975707856,6.2442500529623349e-08,1.5235529441879804e-12,4.1500250228548814e-12,3.674823856579919e-11,3.2162886176565839e-07,3.5631246753413903e-06,2.1694207045669412e-06,2.5615650018007692e-07,6.0812016352939658e-07,8.4181532387608208e-07,8.1448451176634266e-14,4.2600767318162045e-07,4.2371605530790702e-08,5.7379443775583038e-08,5.9629017404663384e-09,5.0419902140960898e-09,7.8353669174915756e-13,2.4347421913472274e-12,1.1356100511010212e-08,1.5153882836105216e-16,8.5826114369095392e-17,1.6503857082769837e-08,1.8746588919072845e-13,4.7867022178508379e-10,2.907982967801409e-14,1.1896354519874115e-16,2.2241362002243279e-13,1.2682303465648287e-09,5.843811492824924e-11,2.4664750895474164e-10,2.0555696510487035e-06,8.1650799757672315e-11,3.6774079917074416e-10,3.2728341727499118e-09,1.1714697814962996e-11,2.1853197148712472e-13,5.9780227728097755e-09,6.2650834446918035e-11,1.344512512994015e-15,1.8957468762432731e-11,9.6314472268183802e-10,6.8810132774193157e-12,3.1374767809721033e-12,1.7482173136716704e-10,4.8407737324865631e-09,2.4013960608057918e-07
2.4914389644592565e-07,0.3179280211247891,9.3114247194224088e-09,7.5855880212897201e-09,2.40458248695474e-06,1.4764384456254014e-11,6.2652579647541731e-06,0.0,0.0,0.00064853833441841174,0.00045718143654230531,154.0,0.0,0.93877770023456864,1.0,18.985881209574568,0.0034819117789125272,8.3504229786157048e-09,0.0079090422211364527,0.017193716297424631,0.001442972805574055,0.0066946747160336805,1.724234469780531e-08,0.00011461650303843053,0.0016323606893696562,1.3835349922741483e-10,0.0096750009195912309,2.0574795049505365e-06,0.00083226763479103357,0.00081446010137403051,6.5636729089829094e-07,6.7860869969043043e-08,4.4051804643601374e-07,0.0060468605982491692,1.4366276012669941e-06,2.8653743077305483e-06,2.9254219227760576e-06,0.0061876008652625358,6.492687186479391e-08,1.5359277127132201e-12,4.3146931634945291e-12,3.817916789320387e-11,3.3441347453701718e-07,3.7706484901294595e-06,2.2960165945256e-06,2.7216603733063826e-07,6.473423716007435e-07,9.1905434896953753e-07,8.6538902086350304e-14,4.6219653692240562e-07,4.6592442243293703e-08,5.8421353373527667e-08,6.4064131775851257e-09,5.4172136156870114e-09,8.4181512094205432e-13,2.6234879047703455e-12,1.2237042610611282e-08,1.6281630258452324e-16,9.2213268097257835e-17,1.8020759754358294e-08,2.0469625832902218e-13,5.1853608847593668e-10,3.1501289803954805e-14,1.2887137870641673e-16,2.4093388041456685e-13,1.4025111664648321e-09,6.3427170711467133e-11,2.7304282721194552e-10,2.198314838742413e-06,8.7340506206861884e-11,3.9625501699169381e-10,3.527501282771589e-09,1.2622925267586064e-11,2.3553649740657509e-13,6.591712492682717e-09,6.9095217299598999e-11,1.4961391902567362e-15,2.1413349254549988e-11,1.0660411685414194e-09,7.5954404729190709e-12,3.4637964647956809e-12,1.9731292120674026e-10,5.4389977745951692e-09,2.489675242904457e-07
2.5369036048651436e-07,0.3179275896002718,9.3852183284441831e-09,8.2781472068742501e-09,2.5071329880414478e-06,1.552484074052661e-11,6.6948092595675448e-06,0.0,0.0,0.00065785355829324282,0.00047987131829491802,154.0,0.0,0.93769801858069557,1.0,18.985588178032309,0.0035367850440194896,8.3414169167207238e-09,0.0079385571230277431,0.017327811971345503,0.0014684027349512062,0.0067195822534206542,1.7376575018450883e-08,0.00011550879770485548,0.0016612598504679688,1.388682434245305e-10,0.0099638090443100943,2.0652083936198663e-06,0.00085580248679704009,0.00083670509148464503,6.742848908011842e-07,6.9075457645544196e-08,4.5254339413816259e-07,0.0062807800778320972,1.5316881538262086e-06,3.0912141481331513e-06,3.1573688123741205e-06,0.0064218460650897358,6.7443361872163624e-08,1.5478849795127138e-12,4.4814771608600445e-12,3.9625267895308795e-11,3.4734164083596615e-07,3.9846885768116865e-06,2.4265966806375774e-06,2.8873461462972678e-07,6.8799349397547599e-07,1.0012897283592428e-06,9.1807107458795216e-14,5.005447491049887e-07,5.1117890420203357e-08,5.9461975823655819e-08,6.8719283695866052e-09,5.8110629502131985e-09,9.0298490556079735e-13,2.822131905253864e-12,1.3164223391343124e-08,1.7465358591847155e-16,9.8917477468938169e-17,1.9639678302388617e-08,2.2308541737619502e-13,5.6070256585103153e-10,3.4062442033206113e-14,1.3935098124073755e-16,2.6052256060186096e-13,1.547840993150799e-09,6.8715604928777758e-11,3.0163580189960783e-10,2.3470167270633131e-06,9.3268824504395491e-11,4.2616306229250329e-10,3.7946696845577026e-09,1.3575533700683922e-11,2.5337575599844834e-13,7.2519318263549255e-09,7.6029243669842786e-11,1.661645591708447e-15,2.4143492183186084e-11,1.1774895863224132e-09,8.3647294983896027e-12,3.8152209034698693e-12,2.2210980388130283e-10,6.0959139961785624e-09,2.579693190687049e-07
2.582368245271031e-07,0.3179271575372581,9.4565525314494346e-09,9.0196669618529369e-09,2.6110769578940048e-06,1.6302837478996774e-11,7.1427230620482269e-06,0.0,0.0,0.00066687614837624082,0.00050302602184125684,154.0,0.0,0.93662035969262702,1.0,18.985294601794184,0.0035913719727463486,8.3324280863356138e-09,0.0079657545945014431,0.017457373544449251,0.0014938012783516778,0.0067425260177863006,1.7506254283352012e-08,0.0001163708393296803,0.0016901279821517261,1.3934240389176662e-10,0.010254489576941746,2.0723321715486321e-06,0.00087942209932835764,0.00085897151699167965,6.922192417349971e-07,7.0288740748310726e-08,4.6457998476186489e-07,0.0065175646341377744,1.6303618708090789e-06,3.329237541739032e-06,3.4019745445993378e-06,0.0066584207132144675,6.999078947789494e-08,1.5594368379838993e-12,4.6502988155881502e-12,4.1085771029519632e-11,3.6040639941416999e-07,4.2052228983263557e-06,2.5611476269874897e-06,3.0586203644061933e-07,7.3007463749847848e-07,1.0886964932342316e-06,9.7253005088979254e-14,5.4112176090377785e-07,5.5960917701006695e-08,6.0501313488870178e-08,7.3598768666994322e-09,6.2239019239629692e-09,9.6710249017132184e-13,3.0308934308923357e-12,1.413866883708633e-08,1.8706160968615907e-16,1.0594493359047327e-16,2.1364610286808626e-08,2.4267877429663383e-13,6.0523189817217267e-10,3.6767061576312984e-14,1.5041782232103902e-16,2.8120853490629571e-13,1.7048480695332073e-09,7.4312422115552545e-11,3.3255312247116982e-10,2.5017208805146115e-06,9.9437626552781662e-11,4.574847560962942e-10,4.074518902680936e-09,1.4573152805510375e-11,2.7206173448784452e-13,7.9608638141686151e-09,8.3475942965862795e-11,1.841954284916553e-15,2.7172709223132822e-11,1.2979825249464846e-09,9.1914976838784078e-12,4.1929503243321001e-12,2.4938696544670481e-10,6.8157017069178344e-09,2.6713957514215324e-07
2.627832885676918e-07,0.3179267249843171,9.5255050638958838e-09,9.8123229045926465e-09,2.7163572991902891e-06,1.709804411679806e-11,7.6092393622891171e-06,0.0,0.0,0.00067561062257971108,0.00052663315145393781,154.0,0.0,0.9355447157411495,1.0,18.985000522710724,0.0036456737973205294,8.323456419358279e-09,0.0079907357703617836,0.017582533861564675,0.0015191684932325544,0.006763591787844859,1.7631515925484583e-08,0.00011720351490181806,0.0017189651365396347,1.3977775334957751e-10,0.010546963470513027,2.0788772188642729e-06,0.00090311971517438724,0.0008812512380164452,7.1016378336171643e-07,7.1500721466394426e-08,4.7662341535491796e-07,0.0067571067168556934,1.7326516639915809e-06,3.5797648939050048e-06,3.6595847847101473e-06,0.0068972037829795408,7.2567994960015452e-08,1.5705951742919659e-12,4.8210813544763903e-12,4.2559929840859159e-11,3.7360096152601805e-07,4.4322246808031789e-06,2.6996531898437e-06,3.2354762521010432e-07,7.735856027750331e-07,1.1814488259056534e-06,1.0287637953995725e-13,5.8399671677375368e-07,6.1134561301396458e-08,6.1539368723626193e-08,7.8706711310527465e-09,6.6560797441989476e-09,1.0342220739089017e-12,3.2499841582587601e-12,1.5161369617840381e-08,2.0005086943741466e-16,1.1330158076188198e-16,2.3199550132625522e-08,2.6352170144562125e-13,6.5218467499051023e-10,3.9618822908371196e-14,1.6208696022267432e-16,3.0301990718607331e-13,1.8741771869166871e-09,8.0226461425025066e-11,3.659248768724913e-10,2.6624673243371064e-06,1.0584856142688371e-10,4.9023845468822756e-10,4.3672152625867229e-09,1.5616365570121069e-11,2.9160553877026998e-13,8.7207157573365729e-09,9.1458602045704644e-11,2.0380212515118856e-15,3.052743745931595e-11,1.4280258486191707e-09,1.0078393204977306e-11,4.5981991649952083e-12,2.7932717186280238e-10,7.602709223615441e-09,2.7647268851094652e-07
2.673297526082805e-07,0.3179262919891217,9.5921518470203618e-09,1.065830979755801e-08,2.8229181202334696e-06,1.7910125818248846e-11,8.094586780376459e-06,0.0,0.0,0.00068406186272257352,0.00055068026281770153,154.0,0.0,0.93447107863917933,1.0,18.984705981524044,0.003699691744719041,8.3145018453883601e-09,0.0080135988358482867,0.017703423313519456,0.0015445044368294775,0.0067828628369613359,1.7752490910202795e-08,0.00011800769500720935,0.0017477713657454961,1.4017601274207683e-10,0.010841154140655788,2.0848691484224052e-06,0.0009268888739352465,0.00090353644285222335,7.2811222027448064e-07,7.2711401988801507e-08,4.8866946077220833e-07,0.0069993008809620914,1.838556113067369e-06,3.8431118251908447e-06,3.9305410607534995e-06,0.0071380775826174504,7.5173841182056736e-08,1.5813716547940164e-12,4.9937495110274274e-12,4.4047017444376575e-11,3.8691871617210262e-07,4.6656626808457025e-06,2.8420943812846561e-06,3.4179024407613871e-07,8.1852494167328661e-07,1.2797198807085974e-06,1.0867686933123764e-13,6.2923839732057677e-07,6.6651913512158798e-08,6.2576143873521289e-08,8.4047064367162053e-09,7.1079310335796751e-09,1.1043955973463017e-12,3.4796080784805156e-12,1.6233280505243642e-08,2.1363142237655192e-16,1.2099311502012752e-16,2.5148483167867666e-08,2.8565946784700934e-13,7.0161976064990182e-10,4.2621295493697812e-14,1.7437302445654116e-16,3.2598397813613292e-13,2.0564892294582297e-09,8.6466386042699355e-11,4.0188445643783197e-10,2.8292907173890895e-06,1.1250306219927939e-10,5.2444106670676331e-10,4.6729120394828419e-09,1.6705708827595673e-11,3.1201740335308544e-13,9.5337166727705677e-09,1.0000073826717568e-10,2.2508357700932951e-15,3.4235797170763721e-11,1.5681383869776988e-09,1.1028092000452969e-11,5.0321946550365271e-12,3.1212145960681846e-10,8.4614531538924507e-09,2.8596290235641542e-07
2.7187621664886923e-07,0.31792585859838124,9.6565669456741979e-09,1.1559838948783761e-08,2.9307047970290656e-06,1.8738744649924619e-11,8.5989828014586285e-06,0.0,0.0,0.00069223506619520852,0.00057515490031454148,154.0,0.0,0.93339944013253184,1.0,18.984411017850089,0.0037534270366730293,8.3055642925388029e-09,0.0080344389928467645,0.017820169717732287,0.0015698091661508985,0.0068004199048440125,1.7869307615436654e-08,0.00011878423303243008,0.0017765467218734854,1.4053885065215877e-10,0.01113698741266542,2.0903327967629409e-06,0.00095072340320691534,0.000925819639839419,7.4605851542848126e-07,7.3920784504251936e-08,5.007140692667937e-07,0.0072440438823058772,1.9480695970541252e-06,4.1195889000214362e-06,4.2151804819638749e-06,0.0073809278126566215,7.7807214635818253e-08,1.5917777153677506e-12,5.1682295934996067e-12,4.5546327882020787e-11,4.0035323415460759e-07,4.9055014477002427e-06,2.988449629754647e-06,3.6058831942534211e-07,8.6489001508171587e-07,1.383681616254948e-06,1.1465397411124903e-13,6.7691516568946405e-07,7.2526107706386463e-08,6.3611641274999089e-08,8.9623608352469405e-09,7.579775800959917e-09,1.1776727379679426e-12,3.7199614078903069e-12,1.7355319949967522e-08,2.2781288648475812e-16,1.2902498364207157e-16,2.7215379901397167e-08,3.0913717419532999e-13,7.5359423397487158e-10,4.577794012978664e-14,1.8729020077977382e-16,3.501272173251764e-13,2.252460701030601e-09,9.3040673838437187e-11,4.4056845675794234e-10,3.0022205324102475e-06,1.1940235307448498e-10,5.6010807472302255e-10,4.991749648101478e-09,1.7841673946637949e-11,3.3330670402610567e-13,1.0402114789148057e-08,1.0912607296882049e-10,2.4814201654204841e-15,3.8327649129605642e-11,1.7188515704342217e-09,1.2043294734737164e-11,5.4961754180713255e-12,3.4796921676172137e-10,9.3966173802781731e-09,2.9560434105913364e-07
2.7642268068945794e-07,0.31792542485778585,9.7188225372100917e-09,1.2519135666714791e-08,3.0396640243253625e-06,1.9583560675065728e-11,9.1226340254905581e-06,0.0,0.0,0.00070013570087179751,0.00060004463120301899,154.0,0.0,0.93232979187999465,1.0,18.98411567016662,0.0038068808896785035,8.2966436881571976e-09,0.0080533484408958807,0.017932898218548446,0.0015950827379746591,0.0068163411816661926,1.7982091731995839e-08,0.00011953396450190134,0.0018052912570149166,1.4086788297402066e-10,0.011434391467046594,2.0952922189252399e-06,0.00097461740968534478,0.00094809364906284709,7.639968834314261e-07,7.5128871201007356e-08,5.1275335798744929e-07,0.0074912347568646597,2.061182432206807e-06,4.4095013750301632e-06,4.513835476309529e-06,0.0076256436048253995,8.046702630734117e-08,1.6018245525240192e-12,5.3444495412318403e-12,4.7057176365117052e-11,4.1389827104617827e-07,5.1517015796753013e-06,3.1386949370908395e-06,3.7993986330161136e-07,9.1267705063083725e-07,1.4935046388660658e-06,1.2080706178246892e-13,7.2709491740657854e-07,7.8770304872672821e-08,6.4645863255155481e-08,9.5439951824647382e-09,8.0719194634298722e-09,1.2541009136792457e-12,3.9712325310877319e-12,1.8528369810857964e-08,2.4260444118248601e-16,1.3740238551963159e-16,2.940419055394364e-08,3.3399969073421794e-13,8.081633377593825e-10,4.9092105890453936e-14,2.008522186422215e-16,3.7547523981546843e-13,2.4627832371659068e-09,9.9957609219388609e-11,4.8211657509175121e-10,3.1812812420716754e-06,1.2654745676643402e-10,5.9725356083404178e-10,5.3238558690446447e-09,1.902470765028543e-11,3.554819729749579e-13,1.1328175091210773e-08,1.1885850545759564e-10,2.7308292405134045e-15,4.2834651338474551e-11,1.8807090528547673e-09,1.3126723814113347e-11,5.9913900983933515e-12,3.8707825473399407e-10,1.0413051759125357e-08,3.0539104222469892e-07
2.8096914473004666e-07,0.3179249908119594,9.7789888903690609e-09,1.3538436774679827e-08,3.1497438565376643e-06,2.0444232961936761e-11,9.6657364292338408e-06,0.0,0.0,0.00070776946319192049,0.00062533707680081192,154.0,0.0,0.93126212552352683,1.0,18.983819975806355,0.0038600545150124827,8.2877399594270715e-09,0.00807041637143769,0.018041731205819509,0.0016203252088466192,0.0068307023035233689,1.8090966181859193e-08,0.00012025770653466431,0.0018340050232463006,1.4116467281846605e-10,0.011733296783869392,2.0997706867524892e-06,0.00099856527023123244,0.00097035159391836495,7.8192178372170586e-07,7.6335664266757464e-08,5.2478360839972594e-07,0.0077407748849219428,2.1778810153613279e-06,4.7131489665796947e-06,4.8268335467220088e-06,0.0078721175441838261,8.3152212379701514e-08,1.6115231161318972e-12,5.5223389702009019e-12,4.8578899413127673e-11,4.2754776917018776e-07,5.4042199742071035e-06,3.2928040316894505e-06,3.9984249557798528e-07,9.6188120011552136e-07,1.6093580569639052e-06,1.2713537555126575e-13,7.7984503359546079e-07,8.5397680687548831e-08,6.5678812131635003e-08,1.0149953221066444e-08,8.5846529157030816e-09,1.3337252936661421e-12,4.2336019741688753e-12,1.9753275225359554e-08,2.5801482941494101e-16,1.4613027234092163e-16,3.1718839853239104e-08,3.602915981347539e-13,8.6538043763745632e-10,5.2567027635526366e-14,2.1507234096460066e-16,4.0205278711589419e-13,2.6881631046552758e-09,1.0722527614358598e-10,5.2667150487404799e-10,3.3664925093300164e-06,1.3393920206001117e-10,6.3589023578590076e-10,5.6693461075743751e-09,2.0255212947519393e-11,3.7855091606083549e-13,1.2314176918536587e-08,1.292220875696192e-10,3.0001500442294648e-15,4.7790315133446319e-11,2.0542663236376421e-09,1.4281120464645957e-11,6.5190960158304603e-12,4.2966487078134801e-10,1.1515770549484604e-08,3.1531698664293053e-07
2.855156087706354e-07,0.3179245565044199,9.8371343531802213e-09,1.4619988190506609e-08,3.2608937394404544e-06,2.1320420509093107e-11,1.0228475638258932e-05,0.0,0.0,0.00071514223931869918,0.00065101994078977602,154.0,0.0,0.93019643274937258,1.0,18.983523970954771,0.0039129491187538355,8.2788530339153319e-09,0.0080857289740072641,0.018146788250265999,0.0016455366350810647,0.0068435763580093623,1.8196051053288639e-08,0.00012095625741306284,0.0018626880726285064,1.4143073062812799e-10,0.012033636086235071,2.1037906903283303e-06,0.0010225616229334784,0.00099258689259228779,7.998279136809069e-07,7.7541165888557979e-08,5.3680126166317683e-07,0.0079925680413802085,2.2981479716866304e-06,5.0308256369158252e-06,5.1544970455036531e-06,0.0081202456761355329,8.5861734785369312e-08,1.6208841036411919e-12,5.7018292087930419e-12,5.0110854898888057e-11,4.4129585868600317e-07,5.6630100710590632e-06,3.4507485175325872e-06,4.2029346581357793e-07,1.0124965963808091e-06,1.7314093461579033e-06,1.3363804087761202e-13,8.3523233748133532e-07,9.2421413136468251e-08,6.6710490212606273e-08,1.0780561713553741e-08,9.1182526432951002e-09,1.4165888158664393e-12,4.507242405857784e-12,2.103084461065245e-08,2.7405236105370425e-16,1.5521335051680889e-16,3.4163222101756031e-08,3.8805713147027306e-13,9.2529698988226504e-10,5.6205824062453697e-14,2.2996335613562471e-16,4.2988371227985546e-13,2.9293206912748284e-09,1.1485155224859494e-10,5.7437882785128245e-10,3.5578693807190312e-06,1.4157823150176089e-10,6.7602947120517962e-10,6.0283236808103289e-09,2.1533550163057051e-11,4.025204319970869e-13,1.3362411624298903e-08,1.4024099886206809e-10,3.2905015668379333e-15,5.323006058533199e-11,2.2400903111749511e-09,1.5509241878971891e-11,7.0805578520822061e-12,4.759539015544498e-10,1.2709950587599951e-08,3.253761261347461e-07
