Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371),S(309)
5.825747561513226e-12,0.31795014923662746,3.5054815742771553e-14,6.5344384085006657e-20,6.3188653062948695e-20,1.5053204971987283e-30,3.9715575120724664e-24,0.0,0.0,1.0848855561086166e-12,4.5373249060346473e-21,154.0,0.0,0.99999860539111884,1.0,18.999999987010394,9.3150114529288337e-08,8.8593667565837063e-09,6.0347575016660793e-07,6.1060539539605218e-07,3.0813291377503986e-08,1.0058452926448343e-08,6.1272678724810585e-13,2.9294620418104816e-09,3.4707788256518436e-08,2.078625902856642e-16,6.9784718745338431e-12,1.1534076362327103e-12,5.6469724199197649e-15,5.6408708260162504e-15,4.1039567483508684e-18,1.4515931164340624e-15,1.9976371465700716e-18,5.0588703511796064e-13,2.0885434943493908e-33,1.9934193404650139e-33,1.993419999268308e-33,6.3724051271487968e-17,3.1298466478384847e-20,3.9256183363474734e-17,3.7983343943216903e-20,3.1881777930636412e-22,1.8355282462152332e-21,8.6672096570113686e-25,1.2820382008502588e-27,1.9667803915305826e-29,8.2535494068813105e-33,3.9230538092607309e-36,6.1919093039287091e-36,1.3926665159646692e-30,2.9325290872391486e-37,1.2886890626966431e-15,1.154150414202007e-21,1.2836916243713442e-23,1.2363452869035256e-25,7.7934935681985427e-27,5.6927062497080854e-25,3.8580216473802622e-31,2.185037396771491e-31,3.4170077400990292e-29,3.8051367107766626e-34,2.6852351216597446e-30,1.6206110935288994e-34,6.6683591657283097e-37,1.1531097526549684e-33,1.8484361395916022e-34,1.8475498895696103e-34,1.7912536183119112e-38,8.5912020351624383e-27,1.570810245736554e-30,4.2597143183412466e-33,5.4730980849393029e-35,1.0275097261209336e-35,2.7980273149376838e-39,1.7609181679894475e-39,3.2082067540627392e-44,9.9816944714025432e-32,4.4666261178173e-32,7.0712466016017905e-38,9.8484475297188047e-46,7.9244298089949336e-49,4.0865734032754978e-49,1.2999703705349803e-37,4.4530578558901315e-16
5.9652398834823366e-12,0.3179501492355813,3.5897412089716945e-14,6.8568128623302283e-20,6.6254857121206815e-20,1.6511027517799852e-30,4.2639216297449478e-24,0.0,0.0,1.1354647079098471e-12,4.8744758461396711e-21,154.0,0.0,0.99999857200292597,1.0,18.999999986434535,9.5380503671529636e-08,8.8596819039293585e-09,6.176848542234648e-07,6.2520147578913e-07,3.1648546213081748e-08,1.0539816061965431e-08,6.2737401508523009e-13,3.0238924704479969e-09,3.5648611164859395e-08,2.1781036673329521e-16,7.3163457701611954e-12,1.2088454893312132e-12,6.0606709152461015e-15,6.0540929712435524e-15,4.4150404543594334e-18,1.5299755278396589e-15,2.1629035386279317e-18,5.3038117683137765e-13,2.4635182168586388e-33,2.3513164675726655e-33,2.3513172633066861e-33,6.8520591938056309e-17,3.359610924245658e-20,4.0521605160304724e-17,3.9215132388314927e-20,3.3494544830625629e-22,1.9769054342252862e-21,9.5678754544699445e-25,1.4504176212725479e-27,2.2251675096691737e-29,9.569346958492932e-33,4.5587606275630899e-36,7.007058990043749e-36,1.5756576671695838e-30,3.396083345889235e-37,1.3582744227186735e-15,1.2097472745161017e-21,1.377500995880717e-23,1.3020289542450119e-25,8.1736452903743642e-27,6.1120259162126383e-25,4.1399614466226771e-31,2.3447175914074742e-31,3.7570665099076189e-29,4.1857641944684705e-34,2.9524611541742124e-30,1.7821921753777754e-34,7.3321083068353789e-37,1.270187238332897e-33,2.081313931245478e-34,2.0802920203336203e-34,2.0654460725054522e-38,9.5598267631654044e-27,1.7440418473020018e-30,4.8468487745743555e-33,6.3831459822785219e-35,1.1964257132620999e-35,3.2825762280839237e-39,2.1047607969905087e-39,3.9292896088857197e-44,1.093765619400132e-31,5.0216866150995303e-32,8.1536630460624487e-38,1.2062099443277902e-45,9.9441333060868784e-49,5.1283194599310294e-49,1.4670238000483217e-37,4.7202538927486657e-16
6.1047322054514474e-12,0.31795014923451476,3.6740159816579413e-14,7.1872150312850858e-20,6.939389511046453e-20,1.8072180056866675e-30,4.5703024371340159e-24,0.0,0.0,1.1871888635883961e-12,5.2285767351455746e-21,154.0,0.0,0.99999853861472898,1.0,18.999999985847477,9.7610892479326355e-08,8.8599386186610175e-09,6.3188299228093485e-07,6.397973223310673e-07,3.2483827902528352e-08,1.1032142349574559e-08,6.4202100822648719e-13,3.1185551900909182e-09,3.6589464325375881e-08,2.2798471019537743e-16,7.6622008276364482e-12,1.2655629137301672e-12,6.4940128436896368e-15,6.4869342386929e-15,4.741415633083448e-18,1.6104521708206194e-15,2.3371893530410565e-18,5.5545396803950445e-13,2.8947124671471933e-33,2.7628728758939887e-33,2.762873832823476e-33,7.3557023350492278e-17,3.6003331807663601e-20,4.1790139854811903e-17,4.0450332999912849e-20,3.5146325855450477e-22,2.1253405628241955e-21,1.0536976696742077e-24,1.6360564240974709e-27,2.5100516919658712e-29,1.1055735914628374e-32,5.2787419793624385e-36,7.9059705103119547e-36,1.7774185934810398e-30,3.9194593428788561e-37,1.4297189227899104e-15,1.2666376537746267e-21,1.4757438110661305e-23,1.3694175246288602e-25,8.5628971622445554e-27,6.5513875571326161e-25,4.4352259461946863e-31,2.5119444074398006e-31,4.1218659812538518e-29,4.5942233975114883e-34,3.2391282471424311e-30,1.9555501236508807e-34,8.0441557311159785e-37,1.3959542513100077e-33,2.3370781303361279e-34,2.3359036850818103e-34,2.3737424870543101e-38,1.0610263292315733e-26,1.9314022473265576e-30,5.4975843143391384e-33,7.4169169409940027e-35,1.3879466435508877e-35,3.8358121708999943e-39,2.5050074380231573e-39,4.789226903151151e-44,1.1957222978508814e-31,5.6291799628924556e-32,9.3707100561094353e-38,1.4702044060092315e-45,1.2411479326417018e-48,6.4010105976529213e-49,1.6509763514758326e-37,4.9959358408702272e-16
6.244224527420558e-12,0.317950149233428,3.7583058918811983e-14,7.52566296767323e-20,7.2605780420490944e-20,1.9741429237199473e-30,4.891029011292474e-24,0.0,0.0,1.2400576657727705e-12,5.6001020932747057e-21,154.0,0.0,0.99999850522652811,1.0,18.999999985249268,9.984128095267852e-08,8.8601477268505709e-09,6.4607018354221966e-07,6.5439295352618808e-07,3.3319131464618252e-08,1.1535412587418634e-08,6.5666778524294481e-13,3.2134316964042217e-09,3.7530342127265048e-08,2.3838522384193043e-16,8.016036923693852e-12,1.3235584579065665e-12,6.9474461709535195e-15,6.9398419890958834e-15,5.083443654416798e-18,1.6930229951755303e-15,2.5207381914696237e-18,5.8110540241130025e-13,3.3889691773785288e-33,3.2346198996989354e-33,3.2346210456805923e-33,7.8839654550914038e-17,3.8522669482429781e-20,4.3061539473118135e-17,4.16887069507303e-20,3.6837056715645147e-22,2.2810020104053401e-21,1.1577882265951115e-24,1.8402479978252573e-27,2.8234200421372536e-29,1.2729985172454106e-32,6.0918092736057292e-36,8.8949380188363496e-36,1.9993574569833786e-30,4.5087148249744315e-37,1.5030225156601262e-15,1.3248206458366589e-21,1.5785198419553882e-23,1.4385098011145591e-25,8.9612528574629236e-27,7.0112538078845759e-25,4.7441150148046921e-31,2.6868876796769612e-31,4.5125745049753886e-29,5.0318351525994176e-34,3.5461544185569685e-30,2.1412420518494867e-34,8.8067825561431257e-37,1.5308293930970834e-33,2.6173735507294378e-34,2.616028060083023e-34,2.7194527091030638e-38,1.1747204478368811e-26,2.1336509647519896e-30,6.2170020358824106e-33,8.5876309745986608e-35,1.6044318942064557e-35,4.4653987550078462e-39,2.9692251673466482e-39,5.8104862318575084e-44,1.3042805752682881e-31,6.2925470575040065e-32,1.0735453755044368e-37,1.7837263497506129e-45,1.5411492624720258e-48,7.9485256046929717e-49,1.8531001206314108e-37,5.2801236387783702e-16
6.383716849389669e-12,0.317950149232321,3.8426109392071159e-14,7.8721746944368564e-20,7.5890526457090228e-20,2.1523649028222301e-30,5.2264304900423414e-24,0.0,0.0,1.2940707584053641e-12,5.9895304405181419e-21,154.0,0.0,0.9999984718383228,1.0,18.999999984639935,1.0207166909158613e-07,8.8603180453275719e-09,6.6024644717688936e-07,6.689883864047552e-07,3.4154452842606156e-08,1.2049607607269454e-08,6.7131436322629082e-13,3.3085049591137459e-09,3.8471240001049399e-08,2.4901151153795578e-16,8.3778539447778405e-12,1.3828306726020325e-12,7.4214183546848241e-15,7.4132630757659779e-15,5.4414854781022066e-18,1.7776879393708163e-15,2.7137934277679187e-18,6.0733547433400654e-13,3.9537799462813819e-33,3.7737080066620315e-33,3.7737093735763442e-33,8.4374824897507725e-17,4.1156656498484042e-20,4.4335575795018635e-17,4.2930034438589469e-20,3.8566673259257035e-22,2.4440578692266598e-21,1.269404007100154e-24,2.0643484693841647e-27,3.1673561957141942e-29,1.4610642338121273e-32,7.0074608434920842e-36,9.9805620402288379e-36,2.2429508814934294e-30,5.1703591641455983e-37,1.5781851440187071e-15,1.3842953478972288e-21,1.6859286933097298e-23,1.5093045885115979e-25,9.3687160652386765e-27,7.4920869721256725e-25,5.0669280184346881e-31,2.8697169582013506e-31,4.9303870838997657e-29,5.4999505707214376e-34,3.874478623869574e-30,2.3398378023448107e-34,9.6223219355073569e-37,1.6752410062063573e-33,2.9239217559643649e-34,2.9223849550284343e-34,3.1061215472657884e-38,1.2975490652413062e-26,2.3515676469571766e-30,7.0104486390173822e-33,9.9095496828718878e-35,1.8484196335874922e-35,5.1796313067633893e-39,3.5057791051333017e-39,7.0185087288970069e-44,1.4196836718339478e-31,7.0153573665145979e-32,1.2261887812038921e-37,2.1545870443009487e-45,1.9042770915139497e-48,9.8217506968836212e-49,2.0747319297493938e-37,5.5728356305684518e-16
6.52320917135878e-12,0.3179501492311939,3.92693112322007e-14,8.2267682052053915e-20,7.924814664219749e-20,2.3423820716559566e-30,5.5768360720473733e-24,0.0,0.0,1.3492277866852964e-12,6.3973442923086223e-21,154.0,0.0,0.99999843845011316,1.0,18.999999984019507,1.0430205689604926e-07,8.8604567585072205e-09,6.7441180232094257e-07,6.8358363664046866e-07,3.4989788730843184e-08,1.2574708274468812e-08,6.8596075790675519e-13,3.4037593045099339e-09,3.9412154223279028e-08,2.598631778422204e-16,8.7476517862690591e-12,1.4433781108189446e-12,7.9163763452671613e-15,7.9076438453971111e-15,5.8159016543784653e-18,1.8644469326671619e-15,2.9165982013693017e-18,6.3414417885742234e-13,4.5973298179631174e-33,4.3879495384452345e-33,4.3879511626687348e-33,9.0168903958394809e-17,4.390782601438605e-20,4.5612038779431759e-17,4.4174113169948099e-20,4.0335111471609818e-22,2.614675946019028e-21,1.3888976897552785e-24,2.3097781475254711e-27,3.5440425512588435e-29,1.6717595064975361e-32,8.0359182080555745e-36,1.1169756565202148e-35,2.5097455389038943e-30,5.9113753558197955e-37,1.6552067423824906e-15,1.4450608603540264e-21,1.7980698030426636e-23,1.5818006939211689e-25,9.7852904894536525e-27,7.9943490229386712e-25,5.4039638215990873e-31,3.0606015090822279e-31,5.3765253537542421e-29,5.9999510194616061e-34,4.2250607408197137e-30,2.5519199371525882e-34,1.0493159021110113e-36,1.8296271670755084e-33,3.2585227893379703e-34,3.2567725377586821e-34,3.5375396008316896e-38,1.4300110673948173e-26,2.5859520453126962e-30,7.8835430643725407e-33,1.1398029897483087e-34,2.1226353275619802e-35,5.987471009720811e-39,4.1238944759506032e-39,8.4420183968313856e-44,1.5421768679036264e-31,7.8013100404635864e-32,1.3964976192045399e-37,2.5916058129596338e-45,2.341925722527861e-48,1.2079495059196222e-48,2.3172751521378203e-37,5.874088692998338e-16
6.662701493327891e-12,0.3179501492300467,4.011266443521658e-14,8.5894614643483359e-20,8.2678654413972787e-20,2.5447032901923436e-30,5.9425750168860134e-24,0.0,0.0,1.4055283970157483e-12,6.8240301551933161e-21,154.0,0.0,0.9999984050618993,1.0,18.99999998338803,1.0653244436606789e-07,8.8605697221732323e-09,6.8856626807686326e-07,6.9817871865855523e-07,3.5825136435002255e-08,1.3110695487869692e-08,7.0060698376159171e-13,3.4991803073560899e-09,4.0353081759090724e-08,2.7093982800604106e-16,9.1254303517723027e-12,1.5051993278165765e-12,8.4327665866119014e-15,8.4234301388598622e-15,6.2070523246255164e-18,1.9532998968337494e-15,3.1293954116847795e-18,6.6153151164263666e-13,5.3285440459084332e-33,5.0858633461509766e-33,5.0858652690716954e-33,9.6228291405836279e-17,4.677871011881043e-20,4.6890735115877467e-17,4.5420756964811346e-20,4.2142307475037876e-22,2.7930237625936928e-21,1.5166298258313667e-24,2.5780229630046587e-27,3.9557624971104556e-29,1.9072133792673856e-32,9.1881633948911473e-36,1.2469756131942685e-35,2.8013597325364264e-30,6.7392425319340799e-37,1.7340872386176588e-15,1.5071162866845702e-21,1.9150424426282708e-23,1.655996927118896e-25,1.0210979847849796e-26,8.5185016039701749e-25,5.7555207885719238e-31,3.2597103150707506e-31,5.8522375641427654e-29,6.5332481013751469e-34,4.5988815543159807e-30,2.7780837287398923e-34,1.1421730925588564e-36,1.9944356790171398e-33,3.6230569027371764e-34,3.6210690576183846e-34,4.0177543301452965e-38,1.5726202978620581e-26,2.8376239902398765e-30,8.8421831089386866e-33,1.3069578644918773e-34,2.4300004043358066e-35,6.8985799329714137e-39,4.8337218257100038e-39,1.0113355164547149e-43,1.6720074400937086e-31,8.6542349896275831e-32,1.5860696857779011e-37,3.1047123199823021e-45,2.8672194196708832e-48,1.4789500453776734e-48,2.5822015516814864e-37,6.1838983524066303e-16
6.9416861372661125e-12,0.31795014922769227,4.1799824914753673e-14,9.339218939250694e-20,8.9758386551842036e-20,2.9883469704272326e-30,6.7213703383930774e-24,0.0,0.0,1.5215589551836388e-12,7.7359838700533669e-21,154.0,0.0,0.99999833828545714,1.0,18.999999982092032,1.1099321830277185e-07,8.8607364817278957e-09,7.1684260766702906e-07,7.273684300685319e-07,3.7495858971877102e-08,1.4215253315892164e-08,7.2989898120869435e-13,3.6904702586820452e-09,4.2234967400785835e-08,2.9376650437309867e-16,9.9049293066123201e-12,1.632657330452473e-12,9.5316270696074001e-15,9.521000136402152e-15,7.0409956721093948e-18,2.1372873947371339e-15,3.5859375142337167e-18,7.1804204742976607e-13,7.0936677849998485e-33,6.7706022329919005e-33,6.7706049003819166e-33,1.091687400385655e-16,5.2889745116143919e-20,4.945413064247705e-17,4.7921068260183137e-20,4.5872718027849401e-22,3.173577281370598e-21,1.7982909373391368e-24,3.1892384492765783e-27,4.8939549795587022e-29,2.4616534816729512e-32,1.1911982131899553e-35,1.5432753632668273e-35,3.4658875703310911e-30,8.688067061817276e-37,1.8974246094302854e-15,1.6350933096285491e-21,2.1638785674159236e-23,1.8094850306041501e-25,1.1089718303179537e-26,9.6343232905227573e-25,6.5033891769279364e-31,3.6832752108008628e-31,6.8975097607941916e-29,7.7055296207566532e-34,5.4202668561968262e-30,3.2751008695124234e-34,1.3462087221145885e-36,2.3571595616712796e-33,4.4498567810982723e-34,4.447312640603055e-34,5.1421167030715222e-38,1.8904112301126175e-26,3.3962100833759197e-30,1.1041124989626222e-32,1.7034003201810328e-34,3.1568977040082598e-35,9.0729767926593277e-39,6.5741639877786624e-39,1.4349192699205258e-43,1.954679446853256e-31,1.057698130157389e-31,2.0299288249113987e-37,4.4051478947260045e-45,4.2432560793317636e-48,2.1888988272821164e-48,3.1854440702609456e-37,6.8292434299426678e-16
7.220670781204334e-12,0.31795014922525827,4.348759080175847e-14,1.0121590250895192e-19,9.7129830703955457e-20,3.4875814344512896e-30,7.5654517522840061e-24,0.0,0.0,1.6421596264660683e-12,8.7293632954181244e-21,154.0,0.0,0.99999827150899623,1.0,18.999999980752193,1.1545399090169822e-07,8.8608468581092956e-09,7.4507561809921714e-07,7.5655761464748921e-07,3.9166607324288681e-08,1.5363128950157208e-08,7.5919044991943761e-13,3.8822808002259707e-09,4.4116882137825329e-08,3.1748839645463146e-16,1.0716350179033776e-11,1.7651931675755212e-12,1.072156125549791e-14,1.07095297090087e-14,7.946188498806973e-18,2.3296497040178626e-15,4.0853579678446539e-18,7.7686705751148226e-13,9.3372665673568132e-33,8.9120279564193427e-33,8.9120316089757433e-33,1.2324796625792211e-16,5.9509996913471708e-20,5.2024502522201481e-17,5.0429754944779481e-20,4.9757396626264663e-22,3.5870529246627319e-21,2.1174286390691963e-24,3.9112493348116978e-27,6.0023048744935516e-29,3.1444698729197448e-32,1.5283470994452091e-35,1.8934109976310883e-35,4.2509734253965823e-30,1.1087477072205113e-36,2.0681965877563401e-15,1.768219302064363e-21,2.4332279255979674e-23,1.9697594387909331e-25,1.2004961423427235e-26,1.0843238632856717e-24,7.3129101377339835e-31,4.1417578664385345e-31,8.0767212293978161e-29,9.0286918316711092e-34,6.3468983808503299e-30,3.835905266031326e-34,1.5763925518073904e-36,2.7671893517832922e-33,5.4210331932225997e-34,5.4178087282851201e-34,6.517161769330657e-38,2.2553357139661422e-26,4.034285179211827e-30,1.3660283639106093e-32,2.1960056408141563e-34,4.0567413609007879e-35,1.1795523960771148e-38,8.8295065130087195e-39,2.0071378166057481e-43,2.2697155960542792e-31,1.2816889630555321e-31,2.5727487605458155e-37,6.1619355606279533e-45,6.1807364390112194e-48,3.188604059347231e-48,3.8976722635917431e-37,7.5089719382980457e-16
7.499655425142555e-12,0.31795014922274495,4.5175962069284036e-14,1.0936718066221317e-19,1.0479309496895312e-19,4.0468638493286899e-30,8.4774555356519463e-24,0.0,0.0,1.7673276209362621e-12,9.8082037227950343e-21,154.0,0.0,0.99999820473251577,1.0,18.999999979368752,1.1991476216284725e-07,8.8609199139816916e-09,7.7326545099278614e-07,7.8574635204841202e-07,4.0837372721241861e-08,1.6554170781918628e-08,7.8848146983403113e-13,4.0745322789501037e-09,4.5998816090647899e-08,3.421023710695346e-16,1.1559692433366069e-11,1.9027953621158054e-12,1.2006122542970481e-14,1.1992567454734672e-14,8.9254972822093658e-18,2.5303860422603307e-15,4.6295909268767373e-18,8.3800652482041042e-13,1.216263511690904e-32,1.1608732093042068e-32,1.1608737035209845e-32,1.385182404769052e-16,6.6659683992425594e-20,5.4600783336380897e-17,5.2945788975702843e-20,5.3795837153787352e-22,4.0347806715419499e-21,2.477209238917502e-24,4.7584516205048118e-27,7.3029410249919024e-29,3.9784169551595956e-32,1.9421919423776594e-35,2.3043960221940805e-35,5.1723032731373955e-30,1.4017580610144295e-36,2.2464024575339379e-15,1.9064871921911011e-21,2.7238787367289391e-23,2.1368107442860067e-25,1.2956739380279536e-26,1.2148929027412027e-24,8.1864526954928702e-31,4.6365000119186474e-31,9.4008141402801772e-29,1.0515113824254949e-33,7.387373534790214e-30,4.4657157434358465e-34,1.8348609499263795e-36,3.2284569296045135e-33,6.5546917180430061e-34,6.5506417180940633e-34,8.1857007583762616e-38,2.6720535535521887e-26,4.7591281429074425e-30,1.6757549565520645e-32,2.8027108235977897e-34,5.1608763178864511e-35,1.5172524889532705e-38,1.1721679464484666e-38,2.7708808518186664e-43,2.6191601264615781e-31,1.5409409190920205e-31,3.2314298731041597e-37,8.5067712529554954e-45,8.8717339376886013e-48,4.5772311366281799e-48,4.7333133349392305e-37,8.2231694201905663e-16
7.778640069080777e-12,0.3179501492201528,4.6864938692057937e-14,1.1784744589012933e-19,1.1274828771363352e-19,4.670823046675752e-30,9.4600189473694625e-24,0.0,0.0,1.8970601641079301e-12,1.0976603886873775e-20,154.0,0.0,0.99999813795601555,1.0,18.999999977941908,1.2437553208621919e-07,8.8609683055190604e-09,8.0141225743648673e-07,8.1493470974704477e-07,4.2508149339456471e-08,1.7788227733000475e-08,8.1777210867150638e-13,4.2671572190640191e-09,4.7880762699968884e-08,3.6760530600158931e-16,1.2434955614154649e-11,2.0454524727453025e-12,1.3388856302654013e-14,1.3373653954204218e-14,9.9817820193809472e-18,2.7394955909918869e-15,5.2205663989528152e-18,9.0146043836997229e-13,1.5690118747483553e-32,1.4975580612696543e-32,1.4975587226125839e-32,1.5503230473294118e-16,7.4359007965641303e-20,5.7182068851850001e-17,5.5468299477530594e-20,5.7987535660307696e-22,4.5180860002735133e-21,2.8809235818124309e-24,5.7464284226936225e-27,8.8198203560462921e-29,4.9891435883678246e-32,2.4462739472184397e-35,2.7838243159399972e-35,6.2468601757541839e-30,1.756876016908177e-36,2.4320414706944296e-15,2.049889948560159e-21,3.0366165936090687e-23,2.3106295928633487e-25,1.3945082508442595e-26,1.355507069603171e-24,9.1263779798929468e-31,5.1688389058381507e-31,1.0881154680347584e-28,1.2177656396071062e-33,8.5506228042105416e-30,5.1699536215124607e-34,2.1238330652831068e-36,3.7450491363874355e-33,7.8703868144730693e-34,7.865342287479164e-34,1.0195799840200712e-37,3.1454737828778481e-26,5.5783366038145124e-30,2.0395901900675912e-32,3.543865451840171e-34,6.5046662636654951e-35,1.932516010556186e-38,1.5394831806096421e-38,3.7789496848486817e-43,3.0050840615677564e-31,1.839217428443319e-31,4.0249470098837306e-37,1.1601789137876333e-44,1.2562388290952427e-47,6.4818734138396112e-48,5.7080703882151408e-37,8.9719082467387518e-16
8.057624713018999e-12,0.3179501492174822,4.855452064622651e-14,1.2665811561543711e-19,1.209955175756629e-19,5.3642595115942034e-30,1.0515780230520567e-23,0.0,0.0,2.0313544960214971e-12,1.2238725827872983e-20,154.0,0.0,0.99999807117949557,1.0,18.999999976471884,1.2883630067181416e-07,8.861000334423084e-09,8.2951618799031738e-07,8.4412274488547407e-07,4.4178933359205355e-08,1.9065149253940527e-08,8.4706242377995425e-13,4.4600984784418475e-09,4.9762717663285884e-08,3.9399408996109597e-16,1.3342139334016622e-11,2.1931530937559213e-12,1.4873299902113434e-14,1.4856321795631445e-14,1.1117896247201805e-17,2.9569775072622758e-15,5.8602101979674232e-18,9.6722879237929005e-13,2.0059131982782883e-32,1.9145640632468894e-32,1.9145649391654135e-32,1.7284336938322215e-16,8.2628153640414589e-20,5.9767593315365729e-17,5.7996548947949984e-20,6.2331990353539655e-22,5.0382899074658507e-21,3.3319865783563426e-24,6.8919952882604792e-27,1.0578798058126311e-28,6.2054274676935432e-32,3.0558925843660749e-35,3.3398924503113693e-35,7.4929742324128816e-30,2.1842516300081177e-36,2.6251128574426073e-15,2.1984205779404261e-21,3.3722244735070156e-23,2.4912066826608381e-25,1.4970021291704821e-26,1.5065334714284234e-24,1.0135039259538739e-30,5.7401073545598932e-31,1.2529532458303421e-28,1.4029661376112767e-33,9.8459092821862283e-30,5.9542424272141245e-34,2.4456107097044408e-36,4.3212075540361703e-33,9.3891768448196162e-34,9.3829422132677943e-34,1.2601192551990408e-37,3.6807579214236917e-26,6.4998260993609157e-30,2.4643614319435295e-32,4.4424389319806302e-34,8.1278062801385038e-35,2.4390819029852418e-38,2.0018261253693396e-38,5.0958275725189806e-43,3.4295838073279427e-31,2.1805031906222341e-31,4.9745122966239417e-37,1.5644999295495914e-44,1.7565159478116329e-47,9.0638864925839709e-48,6.8389848576822772e-37,9.7552496115868069e-16
8.33660935695722e-12,0.3179501492147336,5.0244707909135909e-14,1.3580060266213285e-19,1.295348934662301e-19,6.1321453720843042e-30,1.1647378614856205e-23,0.0,0.0,2.1702078704562124e-12,1.3598794754297995e-20,154.0,0.0,0.99999800440295572,1.0,18.999999974958865,1.3329706791963252e-07,8.8610214475408517e-09,8.5757739268737528e-07,8.7331050585227551e-07,4.5849722274319489e-08,2.0384785322140048e-08,8.763524637223711e-13,4.6533076684725958e-09,5.1644678157675216e-08,4.2126562254663661e-16,1.4281243263231715e-11,2.3458858549379559e-12,1.6462982730760977e-14,1.6444095599744657e-14,1.2336687062528729e-17,3.1828309321059181e-15,6.5504439109512536e-18,1.0353115855229279e-12,2.5430323674492087e-32,2.4272247006086712e-32,2.427225849643578e-32,1.920051098205891e-16,9.1487289075589076e-20,6.2356708278253246e-17,6.0529912863483396e-20,6.6828701590461117e-22,5.5967089271467483e-21,3.8339367354257095e-24,8.2132453138345444e-27,1.2607697498151582e-28,7.6594180499108361e-32,3.7882586832226452e-35,3.9814219219022722e-35,8.9303723471205315e-30,2.6952342457230456e-36,2.8256158337694964e-15,2.3520721234762602e-21,3.7314827490710218e-23,2.6785327629914873e-25,1.6031586350965927e-26,1.6683387038442868e-24,1.1214781974745097e-30,6.3516337307860489e-31,1.4358159912920943e-28,1.6084950952297013e-33,1.1282828198282169e-29,6.8244076086465221e-34,2.8025782411241941e-36,4.9613282859024146e-33,1.1133679022426848e-33,1.1126029107887851e-33,1.5461707115593812e-37,4.2833232106814356e-26,7.5318292150403931e-30,2.9574459479724029e-32,5.5242356280709724e-34,1.0074643710471665e-34,3.052448492848437e-38,2.5789584463767096e-38,6.7996737229377671e-43,3.8947798778075632e-31,2.5690068000896664e-31,6.1037438274375977e-37,2.0876412644995132e-44,2.4273187591828206e-47,1.2526312237736045e-47,8.1444998455118856e-37,1.0573245240085223e-15
8.615594000895442e-12,0.3179501492119071,5.1935500459144758e-14,1.4527631527174584e-19,1.383665245726512e-19,6.9796243889212267e-30,1.2857454319272863e-23,0.0,0.0,2.313617554252005e-12,1.5061098906162665e-20,154.0,0.0,0.99999793762639555,1.0,18.999999973403057,1.3775783382967445e-07,8.8610352805864619e-09,8.8559602103570022e-07,9.0249803363298772e-07,4.7520514411957236e-08,2.174698644001984e-08,9.0564226963200765e-13,4.8467438035872736e-09,5.3526642298864946e-08,4.494168142069673e-16,1.5252267120846207e-11,2.5036394214589502e-12,1.8161426224684556e-14,1.8140492044616463e-14,1.3640995142277561e-17,3.41705499643157e-15,7.293184876211417e-18,1.1057088202894761e-12,3.1987893660163503e-32,3.0531213561466036e-32,3.0531228500065019e-32,2.1257166321000538e-16,1.0095656563254003e-19,6.4948864498917237e-17,6.3067862249458839e-20,7.1477171868798425e-22,6.1946551497656577e-21,4.3904356887277694e-24,9.7295940693567062e-27,1.4936379858232348e-28,9.3868880195129356e-32,4.6626547343714862e-35,4.7178812985767964e-35,1.058022781454838e-29,3.3024631004220865e-36,3.033549606681191e-15,2.5108376631007558e-21,4.1151691989644894e-23,2.8725986328339397e-25,1.7129808433980388e-26,1.8412888531286033e-24,1.2367943769503031e-30,7.0047419916624189e-31,1.6379671724256769e-28,1.8357827002314211e-33,1.2871306450480761e-29,7.7864762504662215e-34,3.1972024472510366e-36,5.6699617386818836e-33,1.312812428370414e-33,1.3118801072597483e-33,1.8843708663927272e-37,4.9588458323994674e-26,8.6828947219206662e-30,3.5267911987138281e-32,6.8181178563176679e-34,1.2394506971822915e-34,3.7900172743599219e-38,3.2938156710516767e-38,8.9845587533489871e-43,4.4028157366888984e-31,3.0091632479584872e-31,7.4388402402601876e-37,2.7584907790630664e-44,3.3177015540666396e-47,1.7122525749833971e-47,9.6445243663614003e-37,1.1425938850039772e-15
