Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533)
3.6720103435118573e-07,0.637403612087955,9.6372343187681733e-07,1.5367034708220273e-07,7.4136843357693487e-08,4.8608512707766315e-09,2.6970662923601519e-07,0.0,0.0,0.0018037271796629978,0.0036578046894052163,154.0,0.0,0.73233837806437163,1.0,18.97971944944511,0.016065654548443827,1.1552164819924051e-07,0.022665527753856805,0.04662531748875632,0.034287272274653377,0.0039397441125577142,1.475100832595417e-08,9.6432554504116398e-05,0.050718838850574238,5.4031213431613533e-11,0.039095052231092935,1.6056684344296411e-05,0.025393650233545048,0.019313136542387355,5.5124242574000496e-06,3.6924610439040171e-06,3.4742241981103417e-06,0.01798014274999191,0.00012038568280593418,0.0012952479012713666,0.0016201299372737919,0.010773591808339667,5.1785723573879361e-07
3.7170944365528727e-07,0.6374039379419806,9.6667731631743076e-07,1.5663962991801479e-07,7.5481991586280321e-08,4.991733238511618e-09,2.7820249917766691e-07,0.0,0.0,0.0018082769470558369,0.0037431875292596502,154.0,0.0,0.72977708879912706,1.0,18.979450611281976,0.016171836243442501,1.1517956538305262e-07,0.02258243138274002,0.046715214405628779,0.034634682363961458,0.0039252463821410968,1.4779232439472679e-08,9.6617068385394461e-05,0.051262496056777435,5.3832386126719731e-11,0.039726507458437817,1.5997877382112739e-05,0.02576701211555198,0.019476413159318782,5.5589457196770925e-06,3.7321664852007692e-06,3.5035446034512976e-06,0.018353750734489308,0.00012256246473739339,0.0013382959211559759,0.0016799098470616713,0.010966728305716924,5.2862710202902015e-07
3.762178529593888e-07,0.6374042575037072,9.6952125715312971e-07,1.5961656845652623e-07,7.6832055723844536e-08,5.123643046175698e-09,2.868340693498132e-07,0.0,0.0,0.0018126087392207383,0.0038287842248076035,154.0,0.0,0.72723032535650967,1.0,18.979182741786641,0.016276397130170355,1.1483947968885619e-07,0.022497840029743831,0.04679958925713202,0.034980578558880947,0.0039104894768525302,1.4805709570109046e-08,9.6790161406664577e-05,0.051804544239110378,5.3630003472524535e-11,0.04035693338159356,1.5938008484645243e-05,0.026138991509153626,0.019635689665569809,5.6043244605139365e-06,3.7717543344913301e-06,3.5321448055037841e-06,0.018727969382029287,0.00012470585477768905,0.0013817460340182573,0.0017406307983629573,0.011159172641106085,5.3941467178522616e-07
3.8072626226349034e-07,0.6374045708900838,9.7225814567698991e-07,1.6260079856335354e-07,7.8186980927701736e-08,5.2565567634857014e-09,2.9560101230312931e-07,0.0,0.0,0.0018167330920555291,0.0039145762167155781,154.0,0.0,0.72469797188691698,1.0,18.97891586209256,0.016379354239282638,1.1450138149621917e-07,0.02241185828163874,0.046878598067486642,0.035324969144057569,0.0038954915860115098,1.483048929981513e-08,9.695215792487068e-05,0.052344992782699329,5.3424316648759627e-11,0.040986261094684638,1.5877151865552547e-05,0.026509564547335412,0.019791027930930495,5.6485782052919613e-06,3.8112252780405365e-06,3.5600359711158215e-06,0.019102725069473414,0.00012681523014146858,0.0014255750167008079,0.0018022737542719826,0.01135089316222964,5.5021781927819737e-07
3.852346715675919e-07,0.6374048782205922,9.7489078963734223e-07,1.6559196593997575e-07,7.9546715435078158e-08,5.3904511234185002e-09,3.0450299091346749e-07,0.0,0.0,0.0018206600747325238,0.0040005456924211581,154.0,0.0,0.72217991387174263,1.0,18.978649992082776,0.016480724434069258,1.1416525256908919e-07,0.022324585950617783,0.046952392722043115,0.035667862340606767,0.0038802700676785376,1.4853619733011162e-08,9.7103372407356602e-05,0.052883850996146516,5.3215563248761479e-11,0.041614424487827893,1.5815378351435533e-05,0.026878709052216225,0.019942491422854605,5.6917251291676186e-06,3.8505799965128572e-06,3.587229556408304e-06,0.019477946612107836,0.00012889005321805862,0.0014697597819044146,0.0018648195022155515,0.011541860027610339,5.6103448915290117e-07
3.892922399412833e-07,0.6374051497407517,9.771732954981271e-07,1.6828966281553658e-07,8.0774548009889158e-08,5.511775788357866e-09,3.1262994127394762e-07,0.0,0.0,0.0018240335657771225,0.004078055829595419,154.0,0.0,0.719925790680502,1.0,18.978411587815518,0.016570614601616764,1.1386440203988389e-07,0.022245016201700392,0.047014472075609583,0.0359751926943409,0.0038663932022916805,1.4873065635216756e-08,9.7230499331531529e-05,0.05336747128856513,5.3025249911744612e-11,0.042178723588860954,1.5759054158611487e-05,0.027209700680376932,0.020075549203699992,5.7296263654817457e-06,3.8859004288043389e-06,3.6111170214640312e-06,0.019815987391399066,0.00013072747321529935,0.0015098113210585003,0.0019218665723712033,0.011713062570913533,5.7077941030731484e-07
3.933498083149747e-07,0.637405416543744,9.7937550661930155e-07,1.7099245462101386e-07,8.2006202804065234e-08,5.6338603909488065e-09,3.208657321864541e-07,0.0,0.0,0.0018272616917891756,0.0041556839021609608,154.0,0.0,0.71768307346446802,1.0,18.978174029345311,0.016659244954695732,1.1356512213057597e-07,0.022164544636643409,0.047072552783207801,0.036281322676642511,0.003852360161828799,1.4891246864200179e-08,9.7349358589549092e-05,0.053849817572220009,5.2832794998283831e-11,0.042741983790832189,1.5702089149559005e-05,0.027539504592980706,0.020205569020973119,5.7666598817000361e-06,3.9211277540843239e-06,3.6344576008593222e-06,0.020154301202968985,0.00013253625695699008,0.0015501159153150884,0.0019796150549904359,0.011883612546543345,5.8053227271595741e-07
3.9740737668866613e-07,0.6374056787202983,9.814993066977244e-07,1.7370010238621645e-07,8.3241647816249495e-08,5.7566892824317518e-09,3.29210100466885e-07,0.0,0.0,0.0018303508846670953,0.0042334183795163715,154.0,0.0,0.7154516814316213,1.0,18.977937328745295,0.016746627445659995,1.1326740237802887e-07,0.022083234838169676,0.047126737322096747,0.036586258151502397,0.0038381820019092986,1.4908195915479902e-08,9.7460162737558203e-05,0.054330896477553202,5.2638350439655461e-11,0.043304162350836839,1.5644528444003252e-05,0.027868107831230397,0.020332599620263868,5.8028396322666192e-06,3.9562624571758875e-06,3.6572600885080522e-06,0.020492840986453275,0.00013431617484892095,0.0015906571533150298,0.0020380507274589295,0.012053491689373128,5.9029171752384277e-07
4.0146494506235755e-07,0.6374059363616378,9.835465309713164e-07,1.7641237290828468e-07,8.4480852664070939e-08,5.8802472080277802e-09,3.3766277818904175e-07,0.0,0.0,0.0018333073084444895,0.0043112481609742792,154.0,0.0,0.71323153461605249,1.0,18.977701497378664,0.016832773921238067,1.1297122661137362e-07,0.02200114770773429,0.047177125676859985,0.036890004942961664,0.0038238693113160456,1.4923944385759934e-08,9.7563118123452196e-05,0.054810714586948875,5.24420601992237e-11,0.043865218141559567,1.5586415259407172e-05,0.028195498362366459,0.020456690291776217,5.8381797232160431e-06,3.9913050193850992e-06,3.6795333782000432e-06,0.020831561135549813,0.00013606704396184344,0.0016314187938972109,0.0020971593408853572,0.012222682754968704,6.0005642784530553e-07
4.0552251343604897e-07,0.6374061895596288,9.8551896761485996e-07,1.7912903859928917e-07,8.5723788498314213e-08,6.0045192970067581e-09,3.462234930213149e-07,0.0,0.0,0.0018361368683455393,0.0043891625619331869,154.0,0.0,0.71102255386616331,1.0,18.977466545921285,0.016917696123500452,1.1267658686496636e-07,0.021918341565301463,0.047223815389905506,0.037192568835503918,0.0038094322293085355,1.4938523247174093e-08,9.7658427219776e-05,0.055289278435218872,5.2244064084256351e-11,0.044425111602594922,1.5527790981673008e-05,0.028521665040123632,0.020577890764899381,5.8726943889529232e-06,4.0262559185371666e-06,3.7012864393125201e-06,0.021170417463650313,0.0001377887258694218,0.0016723847824784473,0.0021569266388501247,0.012391169482126343,6.0982512777283387e-07
4.095800818097404e-07,0.6374064384062968,9.8741835908035851e-07,1.8184987733964833e-07,8.6970427921811905e-08,6.1294910527167449e-09,3.5489196853932945e-07,0.0,0.0,0.0018388452197646123,0.0044671513003299388,154.0,0.0,0.70882466083257367,1.0,18.977232484386491,0.01700140569081288,1.1238347438536994e-07,0.021834872244578592,0.047266901615016628,0.037493955574448734,0.0037948804625386732,1.4951962695641116e-08,9.7746287717907722e-05,0.055766594510091631,5.2044495949027107e-11,0.044983804693627755,1.5468695232984828e-05,0.028846597567243459,0.020696251111412996,5.9063979594560195e-06,4.0611156290118972e-06,3.722528301189649e-06,0.02150936716968932,0.00013948112442834708,0.0017135392656875414,0.0022173383746690195,0.012558936556734891,6.1959658139280322e-07
4.1323189334606266e-07,0.6374066587241939,9.8906676208707277e-07,1.8430202087546035e-07,8.8095548437054176e-08,6.2425521600494342e-09,3.6278550036289874e-07,0.0,0.0,0.0018411835826377895,0.0045373965391692517,154.0,0.0,0.70685597298088843,1.0,18.97702259765116,0.017075717034796548,1.1212096514186945e-07,0.021759227054744253,0.047302674997799839,0.03776420189042571,0.0037816935034064147,1.4963108237724887e-08,9.7819151808355322e-05,0.0561951174557681,5.186364470476223e-11,0.045485571907891292,1.5415137329654143e-05,0.02913797378786703,0.02080038870325181,5.9360495845730414e-06,4.0924117914460476e-06,3.741216403815305e-06,0.021814467457990191,0.00014097919876695172,0.001750726533461086,0.0022722481770853812,0.012709299699301011,6.2839225403279728e-07
4.1688370488238493e-07,0.6374068756595264,9.906585823739606e-07,1.8675721446646307e-07,8.922362969793471e-08,6.3561584887620276e-09,3.7076588468313041e-07,0.0,0.0,0.0018434319412175063,0.0046076870225334509,154.0,0.0,0.7048961473448706,1.0,18.976813445762502,0.017149063828517341,1.1185967362517345e-07,0.021683125365743041,0.04733567084811259,0.038033503468239131,0.0037684276735462032,1.4973375580781493e-08,9.7886274690691584e-05,0.056622639586503765,5.1681711722753463e-11,0.045986311521497493,1.5361254786446624e-05,0.029428336280278376,0.020902303354584029,5.9650664147120305e-06,4.1236348135772527e-06,3.7595044238602791e-06,0.022119580489103459,0.00014245349329133395,0.0017880425679554809,0.0023276581161810733,0.012859058356224634,6.3718834103998066e-07
4.205355164187072e-07,0.6374070892794527,9.9219500026911028e-07,1.8921530698983647e-07,9.0354654448903156e-08,6.4703002087981626e-09,3.7883291263114859e-07,0.0,0.0,0.001845593934084162,0.0046780160389203818,154.0,0.0,0.70294512842628532,1.0,18.976605034736277,0.017221454344615,1.1159959339510754e-07,0.0216066030770319,0.047365953777255235,0.038301864416373677,0.0037550892129796826,1.4982785223057647e-08,9.7947790541501973e-05,0.057049165535910051,5.1498783021413301e-11,0.046485998782675265,1.530707308008021e-05,0.029717679160951565,0.021002031926667789,5.9934589964036817e-06,4.1547850342078383e-06,3.7773990070119965e-06,0.022424677805914825,0.00014390401729826027,0.0018254762815951273,0.0023835578892467974,0.013008203193452805,6.4598402066613931e-07
4.2418732795502947e-07,0.6374072996509724,9.9367716921140459e-07,1.9167615056742869e-07,9.1488606205563759e-08,6.5849677111714699e-09,3.8698637334533848e-07,0.0,0.0,0.0018476730574461175,0.0047483771087539249,154.0,0.0,0.70100286122302669,1.0,18.976397370210989,0.017292896790008231,1.1134071364046662e-07,0.021529694678409702,0.047393586958657231,0.038569288818559283,0.0037416841163454458,1.4991357124468897e-08,9.8003829748442593e-05,0.05747469990787394,5.1314940048413741e-11,0.04698460982736094,1.5252616687119826e-05,0.030005997017589797,0.021099611294123882,6.0212378772294647e-06,4.1858627899649573e-06,3.7949068029719997e-06,0.022729731777282266,0.00014533080257841195,0.0018630167491453375,0.0024399372376691093,0.013156725413779432,6.5477849500626104e-07
4.2783913949135174e-07,0.6374075068408663,9.9510621643914201e-07,1.9413960048903958e-07,9.2625469215757057e-08,6.7001516023195285e-09,3.9522605411815523e-07,0.0,0.0,0.0018496726700507054,0.0048187639771048825,154.0,0.0,0.69906929122199901,1.0,18.976190457459595,0.017363399306432364,1.1108302734503359e-07,0.021452433299195831,0.047418632156542198,0.038835780733983354,0.0037282181413028784,1.4999110868309091e-08,9.8054520102586209e-05,0.057899247276820762,5.1130261784202832e-11,0.047482121654675816,1.5197909118707619e-05,0.030293284890350384,0.021195078300986346,6.0484135976165642e-06,4.2168684153201527e-06,3.8120344550992962e-06,0.023034715578831258,0.00014673390222651002,0.0019006532136518557,0.0024967859547772955,0.013304616737970721,6.6357098944412647e-07
4.31490951027674e-07,0.6374077109155235,9.9648324364679965e-07,1.9660551513919115e-07,9.376522842361371e-08,6.8158426985713474e-09,4.0355174053007411e-07,0.0,0.0,0.0018515959979360298,0.0048891706066859775,154.0,0.0,0.69714436439201022,1.0,18.975984301400278,0.017432969970967747,1.1082653313263713e-07,0.021374850754317293,0.047441149754251608,0.039101344197500332,0.0037146968169404619,1.5006065701297186e-08,9.8099987817024193e-05,0.058322812187973506,5.0944825766940384e-11,0.047978512103546644,1.5142972953594932e-05,0.030579538254242006,0.021288469721766661,6.0749966794888725e-06,4.2478022426084709e-06,3.8287885901192258e-06,0.023339603174146805,0.00014811338945239672,0.0019383750913670159,0.0025540938927834573,0.013451869386793738,6.7236075211030153e-07
4.351427625639963e-07,0.6374079119410538,9.9780932763366774e-07,1.9907375592437802e-07,9.4907869434134753e-08,6.9320320206673201e-09,4.1196321658213288e-07,0.0,0.0,0.0018534461391269603,0.0049595911709170177,154.0,0.0,0.69522802717676624,1.0,18.975778906612028,0.017501616796566651,1.1057121414778584e-07,0.021296977590284576,0.047461198786870107,0.039365983219849535,0.003701125451835075,1.5012240152262291e-08,9.814035403417652e-05,0.058745399157624528,5.0758702645269593e-11,0.048473759829452984,1.5087829870811767e-05,0.030864753001672483,0.021379822222693898,6.1009976051068577e-06,4.2786646020474698e-06,3.8451758199655537e-06,0.023644369296108324,0.00014946935646111979,0.0019761719766311636,0.0026118509696844774,0.01359847606319543,6.8114705334382056e-07
4.3842939294668633e-07,0.6374080903112607,9.9896011717369336e-07,2.012970493089095e-07,9.5938698893781383e-08,7.0370211327910398e-09,4.1960671547255092e-07,0.0,0.0,0.0018550511525162673,0.0050229769416983054,154.0,0.0,0.69351062391659857,1.0,18.975594705707543,0.017562615628753355,1.1034242731113148e-07,0.021226667523072562,0.047477180019028876,0.039603371238361468,0.0036888726537284739,1.5017145083854344e-08,9.8172420536928788e-05,0.05912489499991648,5.0590662323868323e-11,0.048918488753748969,1.5038041398791437e-05,0.031120555185650836,0.021460326386846838,6.1239093306475191e-06,4.3063798917645463e-06,3.8596160658549099e-06,0.023918534668378313,0.00015066970761998296,0.0020102448513019547,0.0026642080777818126,0.013729864109591358,6.8905117934329783e-07
4.4171602332937637e-07,0.6374082663122972,1.0000712464570838e-06,2.0352202007098057e-07,9.697184183098949e-08,7.1424004268871028e-09,4.2731936839648689e-07,0.0,0.0,0.0018566013815636368,0.0050863654807102527,154.0,0.0,0.69180009685489174,1.0,18.975411127753535,0.017622878342553112,1.1011458828986983e-07,0.021156166378301321,0.047491249651802667,0.039840016579118918,0.0036765870242113949,1.5021445903826959e-08,9.8200537801141404e-05,0.059503605596676619,5.0422172761540036e-11,0.049362260970668211,1.4988116780336596e-05,0.031375510647342592,0.021539235115917162,6.1463655556501501e-06,4.3340377960840289e-06,3.8737692274146823e-06,0.024192564415277441,0.00015185118822957314,0.0020443628743896749,0.0027169136357019404,0.013860718708894739,6.9695142638550814e-07
4.450026537120664e-07,0.6374084399913396,1.0011434511953362e-06,2.0574857317961134e-07,9.8007288996204619e-08,7.2481637606750353e-09,4.3510101508579539e-07,0.0,0.0,0.0018580988365816669,0.0051497529518926503,154.0,0.0,0.69009640790833549,1.0,18.975228175424181,0.017682410648230722,1.0988768600828945e-07,0.021085493961439182,0.047503448028590488,0.040075922116644236,0.0036642720045725135,1.5025155285529864e-08,9.8224788642513897e-05,0.059881534181157839,5.0253279803151527e-11,0.04980506252883897,1.4938070071929745e-05,0.031629617194897881,0.021616574780661688,6.1683738184727145e-06,4.3616385514086126e-06,3.8876400591858149e-06,0.02446644164323698,0.00015301390062071323,0.0020785188454954147,0.0027699604540631462,0.013991035476387919,7.0484730660574448e-07
4.4828928409475646e-07,0.637408611395139,1.0021774522578936e-06,2.0797661541872083e-07,9.9045031496053521e-08,7.3543051130610054e-09,4.4295149452297169e-07,0.0,0.0,0.0018595454547692669,0.0052131356414052534,154.0,0.0,0.68839951928833065,1.0,18.975045851196892,0.017741218215244194,1.0966171543987043e-07,0.021014669350663075,0.047513814675355703,0.040311090710128741,0.0036519309093323679,1.5028285756399044e-08,9.8245254828556984e-05,0.060258683968238254,5.0084028900941227e-11,0.05024687995908908,1.4887914813841499e-05,0.031882872871084211,0.021692371600761803,6.189941617426035e-06,4.3891823927968462e-06,3.9012332871665319e-06,0.024740149919153305,0.00015415795694462828,0.0021127056899682343,0.0028233414007960431,0.014120810302913588,7.1273834543231243e-07
4.515759144774465e-07,0.6374087805700689,1.0031739560892527e-06,2.1020605534003056e-07,1.0008506077303019e-07,7.4608185804343593e-09,4.5087064501616019e-07,0.0,0.0,0.0018609431032691184,0.0052765099531295965,154.0,0.0,0.68670939349608962,1.0,18.974864157359939,0.017799306672615648,1.0943667445570752e-07,0.020943710925591198,0.047522388320763574,0.040545525203577654,0.0036395669314646848,1.5030849643545539e-08,9.8262017009444053e-05,0.060635058154600824,4.9914464626466604e-11,0.05068770025943261,1.483766405069472e-05,0.032135275942559716,0.021766651624582807,6.2110764027517801e-06,4.4166695539761796e-06,3.914553604856366e-06,0.025013673257651855,0.00015528347848319145,0.002146916460814672,0.0028770494046867915,0.014250039343517845,7.2062408121920094e-07
4.5486254486013655e-07,0.637408947561941,1.0041336548580035e-06,2.1243680324542108e-07,1.0112736859670713e-07,7.5676983753601856e-09,4.588583042291383e-07,0.0,0.0,0.0018622935802550585,0.0053398724070402399,154.0,0.0,0.68502599332085978,1.0,18.974683096016292,0.017856681609072292,1.0921255570919922e-07,0.020872636377787412,0.047529206904733286,0.0407792284258678,0.0036271831443916531,1.5032858924487394e-08,9.8275153634205242e-05,0.061010659918805367,4.9744628733062222e-11,0.051127510889453519,1.4787330339076266e-05,0.032386824895910056,0.021839440723447495,6.2317855706720098e-06,4.4441002673478829e-06,3.9276056745996184e-06,0.025286996116371651,0.00015639059518312402,0.0021811443390573402,0.0029310774563681774,0.014378719013281457,7.2850406511008582e-07
4.581491752428266e-07,0.6374091124163337,1.0050572269343527e-06,2.1466877113369289e-07,1.02171947043102e-07,7.674938822273262e-09,4.6691430926014839e-07,0.0,0.0,0.0018635986184289061,0.005403219634082611,154.0,0.0,0.68334928183420862,1.0,18.974502669092413,0.017913348573475537,1.0898935073359766e-07,0.020801462743465466,0.047534307601380298,0.041012203190911152,0.0036147825074245394,1.5034325313655409e-08,9.8284741134077418e-05,0.061385492421490495,4.9574560953928631e-11,0.051566299753363638,1.4736925770509815e-05,0.032637518425681099,0.02191076456889569,6.2520764598145663e-06,4.4714747640020259e-06,3.9403941239236737e-06,0.02556010338131413,0.00015747944507785153,0.0022153826357487064,0.002985418612274277,0.014506845974504376,7.3637786061562588e-07
4.6143580562551664e-07,0.63740927517811,1.0059453370883991e-06,2.1690187267688232e-07,1.0321878848312187e-07,7.7825343557390425e-09,4.7503849668108876e-07,0.0,0.0,0.0018648598864564883,0.0054665483740116063,154.0,0.0,0.68167922238763556,1.0,18.97432287834075,0.017969313075015338,1.0876705909600258e-07,0.020730206417695171,0.047537726827728152,0.041244452297725484,0.0036023678681117986,1.5035260435752565e-08,9.8290855342760062e-05,0.061759558805460288,4.9404301354340884e-11,0.052004055192469735,1.4686461981418576e-05,0.032887355429157564,0.021980648625889023,6.2719563539027285e-06,4.4987932737242247e-06,3.9529235410440546e-06,0.025832980360467332,0.00015855017369818998,0.0022496247922130196,0.0030400659957755876,0.014634417131167631,7.4424504342915139e-07
4.647224360082067e-07,0.6374094358917982,1.00679863681572e-06,2.1913602318398642e-07,1.0426788556945372e-07,7.8904795174878163e-09,4.8323070258840771e-07,0.0,0.0,0.0018660789913438891,0.0055298554719087076,154.0,0.0,0.68001577860859597,1.0,18.974143725346099,0.018024580583509867,1.0854567791850161e-07,0.020658883175914113,0.047539500260446912,0.041475978530553154,0.0035899419664552068,1.5035675630922287e-08,9.8293570755466017e-05,0.062132862195831966,4.9233888263849131e-11,0.052440765973659188,1.4635950168791882e-05,0.033136334998332247,0.022049118138354418,6.2914324709105052e-06,4.5260560250060112e-06,3.9651984728210114e-06,0.02610561277369941,0.00015960293367866147,0.0022838643811580995,0.0030950127996802932,0.014761429620263474,7.5210520113508988e-07
4.680090663908967e-07,0.6374095946013687,1.007617764784366e-06,2.2137113955009028e-07,1.053192312167609e-07,7.9987689523572804e-09,4.9149076267574004e-07,0.0,0.0,0.0018672574816870084,0.0055931378733807841,154.0,0.0,0.67835891439500884,1.0,18.973965211535809,0.018079156529833683,1.0832519506857296e-07,0.020587508204475316,0.047539662860137444,0.041706784659026656,0.003577507440015192,1.5035581840341197e-08,9.8292958720006676e-05,0.062505405700240768,4.90633560975114e-11,0.052876421273231,1.4585401111684262e-05,0.033384456408803415,0.022116198111456334,6.3105119559901309e-06,4.5532632450595689e-06,3.9772234271666726e-06,0.026377986738606543,0.00016063788405030528,0.0023180951076775293,0.0031502522892541281,0.014887880799770594,7.5995793280083365e-07
4.7129569677358677e-07,0.6374097513502291,1.0084033470118673e-06,2.236071402354132e-07,1.0637281859273601e-07,8.1073974067029873e-09,4.9981851226399877e-07,0.0,0.0,0.0018683968489365689,0.005656392622657231,154.0,0.0,0.67670859391304539,1.0,18.973787338180408,0.018133046306102876,1.0810560881725171e-07,0.020516096113008454,0.047538248877632958,0.041936873438229834,0.0035650668257883903,1.5034989974655258e-08,9.8289090479733603e-05,0.062877192408914401,4.8892740380650349e-11,0.053311010670230662,1.4534825179740488e-05,0.033631719115374874,0.022181913306621705,6.3292018899607936e-06,4.5804151598240096e-06,3.9890028650420865e-06,0.026650088764675842,0.00016165518985749696,0.0023523108091342711,0.0032057778030073134,0.015013768243835903,7.6780284880775173e-07
4.742536641180078e-07,0.6374098907832252,1.0090821967776986e-06,2.2562023079508467e-07,1.0732295845881905e-07,8.2054486154837776e-09,5.0737122503502271e-07,0.0,0.0,0.0018693900169985608,0.0057132958891912633,154.0,0.0,0.67522887096731377,1.0,18.973627800676926,0.018180964854862976,1.0790874530140519e-07,0.020451805113810902,0.047535656061328313,0.042143342271304958,0.0035538670858440186,1.5034040258917048e-08,9.8282882780855921e-05,0.063211155926493873,4.8739142944809864e-11,0.053701221486546429,1.448929211137634e-05,0.033853521049308846,0.022239910361107281,6.3456955579215354e-06,4.6048047828081653e-06,3.999398092650183e-06,0.02689473724110206,0.00016255581991773835,0.0023830871071950713,0.0032559898701626849,0.0151265831146056,7.7485627777255947e-07
4.772116314624289e-07,0.637410028693655,1.0097348105917742e-06,2.2763391555257427e-07,1.0827490414003929e-07,8.3037665633414558e-09,5.1497851214742685e-07,0.0,0.0,0.0018703536690942825,0.0057701724195991953,154.0,0.0,0.6737543938820213,1.0,18.97346878356538,0.018228335819085454,1.0771259966437271e-07,0.02038750530014093,0.047531837391614311,0.042349234259553378,0.0035426661052332139,1.5032703296619938e-08,9.8274143564942542e-05,0.063544511157122424,4.8585528375992602e-11,0.054090553751022424,1.4443752359681368e-05,0.03407462697393062,0.022296839489398576,6.3618844213906966e-06,4.6291499534287822e-06,4.0096012157730535e-06,0.027139145531186498,0.00016344242394782639,0.0024138420443447508,0.0033064235311548625,0.015238938086521228,7.819028008560661e-07
4.801695988068499e-07,0.6374101651119716,1.0103616195136345e-06,2.2964813820457518e-07,1.0922865113888299e-07,8.4023476224272037e-09,5.2264025292898486e-07,0.0,0.0,0.001871288780743486,0.0058270202536174409,154.0,0.0,0.67228513707940718,1.0,18.97331028746704,0.018275163050084739,1.075171667595894e-07,0.020323206189379377,0.047526816416527611,0.042554551381585856,0.0035314655363838459,1.5030986517119245e-08,9.8262921207983568e-05,0.063877260317881948,4.8431918859704472e-11,0.05447900066788907,1.4398212680233988e-05,0.034295036840266399,0.02235271820506337,6.3777734861093519e-06,4.6534508337840461e-06,4.0196153907227848e-06,0.02738330458295388,0.00016431513301555105,0.0024445714031306231,0.0033570740870169295,0.015350831814175602,7.8894215662112842e-07
4.83127566151271e-07,0.6374103000683378,1.0109630470473123e-06,2.316628433897834e-07,1.1018419509411132e-07,8.5011882247155197e-09,5.3035632657298095e-07,0.0,0.0,0.0018721962952710854,0.0058838374878081171,154.0,0.0,0.67082107514832889,1.0,18.973152312913772,0.018321450374500108,1.0732244692521526e-07,0.020258916969780872,0.047520616256778676,0.042759295606750639,0.0035202669744089626,1.5028897315846495e-08,9.824926407624381e-05,0.064209405614782222,4.8278337206893882e-11,0.054866555678769559,1.4352679595016335e-05,0.034514750699065913,0.022407563838095505,6.393367707872213e-06,4.6777075851624169e-06,4.029443738526608e-06,0.027627205577520762,0.00016517408102330257,0.0024752710530553178,0.0034079368906833811,0.015462263074343162,7.9597409036030041e-07
4.860855334956921e-07,0.6374104335924043,1.0115395091287145e-06,2.336779766888257e-07,1.111415317787817e-07,8.600284862144477e-09,5.3812661214238005e-07,0.0,0.0,0.0018730771237165634,0.005940622275644826,154.0,0.0,0.6693621828444225,1.0,18.972994860348621,0.018367201594295758,1.0712843844293131e-07,0.020194646500127963,0.047513259606357126,0.042963468895136518,0.0035090719572535849,1.502644291172757e-08,9.8233219697732208e-05,0.064540949242765544,4.8124805146568016e-11,0.055253212462665131,1.4307159392343585e-05,0.034733768700811921,0.02246139353688734,6.408671988710862e-06,4.7019203680426244e-06,4.0390893467316231e-06,0.027870839929258821,0.0001660194044752242,0.0025059369502049011,0.0034590073466144447,0.015573230766085926,8.0299835410055333e-07
4.890435008401131e-07,0.637410565713588,1.0120914144652384e-06,2.356934845870347e-07,1.1210065709025257e-07,8.6996340834791809e-09,5.4595098860988132e-07,0.0,0.0,0.0018739321472136395,0.0059973728240052815,154.0,0.0,0.66790843508574371,1.0,18.972837930133377,0.018412420487107499,1.0693513065431035e-07,0.020130403331174353,0.047504768751476946,0.043167073197703756,0.0034978819693750368,1.5023630227980397e-08,9.8214833245822931e-05,0.064871893385868351,4.797134131127471e-11,0.055638964924200299,1.4261658142042302e-05,0.034952091088102211,0.022514224257666991,6.423691171293797e-06,4.7260893421052346e-06,4.0485552719158558e-06,0.028114199274924406,0.00016685124225803067,0.0025365651372319695,0.0035102809125060019,0.015683733902154124,8.1001470628969475e-07
4.920014681845342e-07,0.6374106964607609,1.0126191644841074e-06,2.3770931447835725e-07,1.1306156704878727e-07,8.799232494828114e-09,5.5382933485868409e-07,0.0,0.0,0.0018747622166193864,0.0060540873936585438,154.0,0.0,0.66645980695344176,1.0,18.972681522546075,0.018457110806206514,1.0674252189335866e-07,0.020066195703478066,0.047495165566295329,0.043370110456263294,0.0034866984409319475,1.5020466229348151e-08,9.819414967660759e-05,0.065202240217194465,4.7817965403422897e-11,0.056023807194860872,1.4216181693563555e-05,0.03516971819649909,0.022566072768016504,6.4384300500852484e-06,4.7502146662314478e-06,4.0578445362271727e-06,0.02835727547502705,0.0001676697354257997,0.0025671517428871825,0.0035617530986351482,0.015793771610046296,8.170229118354923e-07
