Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75)
7.5056929914739e-12,0.439118922817926,154.0,0.0,0.0,0.0,0.99999688832812639,1.0,18.999999976753841,2.3969688828309005e-07,1.2315266160373973e-06,1.2160787440488495e-06,1.9347011257894399e-08,7.2063409773746036e-13,3.359108877710834e-08,1.6317745666439297e-07,3.332952544280197e-11,2.043030003466143e-07,3.8984189643723458e-09,3.2912115451271564e-16,1.859865444385567e-11
7.806066970454709e-12,0.43911892281356446,154.0,0.0,0.0,0.0,0.99999676382918978,1.0,18.999999975015665,2.4928937538751878e-07,1.2807779928594918e-06,1.2639710807342401e-06,2.0895618863545393e-08,7.4945431114931026e-13,3.3591152079293873e-08,1.7029236197147316e-07,3.3333257815799909e-11,2.132110747833227e-07,4.087957639450254e-09,3.5546548617368704e-16,2.0112865781615674e-11
8.106440949435518e-12,0.4391189228090592,154.0,0.0,0.0,0.0,0.99999663933022642,1.0,18.999999973220156,2.5888185793074094e-07,1.3300292242499966e-06,1.3118062064774709e-06,2.2501425099440249e-08,7.7827443944502424e-13,3.3591189366641603e-08,1.7740727760731944e-07,3.333599002238225e-11,2.2211916237330191e-07,4.2776294352604088e-09,3.8278286817669031e-16,2.1686270798210324e-11
8.406814928416326e-12,0.4391189228044106,154.0,0.0,0.0,0.0,0.99999651483123631,1.0,18.999999971367608,2.684743359127577e-07,1.3792803367045509e-06,1.3595843791230172e-06,2.4164172121097682e-08,8.0709449813026629e-13,3.3591210796026602e-08,1.8452219915446196e-07,3.3337990079632989e-11,2.31027257585751e-07,4.4674078561371447e-09,4.1106891412891123e-16,2.3318869204764964e-11
8.707188907397134e-12,0.4391189227996196,154.0,0.0,0.0,0.0,0.99999639033221899,1.0,18.99999996945828,2.7806680933357054e-07,1.4285313514549186e-06,1.4073058553530933e-06,2.5883603246294938e-08,8.3591449963015211e-13,3.3591222598880151e-08,1.9163712390270099e-07,3.3339454423831286e-11,2.3993535702742085e-07,4.65727167029177e-09,4.4031925740961834e-16,2.5010660771883578e-11
9.007562886377943e-12,0.4391189227946869,154.0,0.0,0.0,0.0,0.99999626583317391,1.0,18.999999967492457,2.876592781931809e-07,1.4777822854984362e-06,1.4549708906928947e-06,2.7659462949829694e-08,8.6473445389171205e-13,3.359122847970134e-08,1.9875205024086054e-07,3.3340526474717245e-11,2.4884345868107208e-07,4.8472038803662659e-09,4.7052955108105376e-16,2.6761645316042864e-11
9.307936865358751e-12,0.43911892278961306,154.0,0.0,0.0,0.0,0.99999614133410142,1.0,18.999999965470412,2.9725174249158993e-07,1.5270331524409153e-06,1.5025797395158106e-06,2.9491496858304814e-08,8.9355436887717676e-13,3.3591230650210224e-08,2.0586697720701008e-07,3.3341310920746312e-11,2.5775156134233973e-07,5.0371908805290621e-09,5.0169546779971289e-16,2.8571822688847528e-11
9.60831084433956e-12,0.43911892278439874,154.0,0.0,0.0,0.0,0.99999601683500117,1.0,18.999999963392398,3.0684420222879901e-07,1.5762839631823118e-06,1.5501326550486178e-06,3.1379451744936116e-08,9.2237425096524452e-13,3.3591230506793219e-08,2.1298190419382736e-07,3.3341884499285475e-11,2.6665966425083841e-07,5.2272217708065386e-09,5.3381269972801446e-16,3.0441192768653058e-11
9.908684823320368e-12,0.4391189227790448,154.0,0.0,0.0,0.0,0.99999589233587283,1.0,18.999999961258677,3.1643665740480963e-07,1.6255347264601078e-06,1.5976298893766489e-06,3.332307552438358e-08,9.5119410526908381e-13,3.35912289568304e-08,2.2009683080667072e-07,3.3342303623282552e-11,2.7556776691246547e-07,5.4172878136987195e-09,5.6687695844637109e-16,3.2369755454323162e-11
1e-11,0.43911892277355163,154.0,0.0,0.0,0.0,0.99999585448751604,1.0,18.99999996059902,3.1935281036385633e-07,1.6405071940201419e-06,1.612058285307583e-06,3.3924942785917961e-08,9.5995547879577703e-13,3.3591228298482777e-08,2.2225980360704806e-07,3.3342407028532585e-11,2.7827587412434538e-07,5.4750746949985112e-09,5.7711571846274693e-16,3.2967780728872027e-11
1.0209058802301177e-11,0.43911892277355163,154.0,0.0,0.0,0.0,0.99999576783671684,1.0,18.999999959069516,3.2602910801962285e-07,1.67478544927614e-06,1.6450716934489368e-06,3.5322117247606198e-08,9.8001393588612461e-13,3.3591226557305088e-08,2.2721175680329449e-07,3.3342609668074159e-11,2.8447586902392208e-07,5.6073820073536509e-09,6.0088397486566082e-16,3.435751066063057e-11
1.0509432781281985e-11,0.4391189227679199,154.0,0.0,0.0,0.0,0.99999564333753288,1.0,18.99999995682516,3.356215540732402e-07,1.7240361372379166e-06,1.6924583170833377e-06,3.737632709674022e-08,1.0088337460978015e-12,3.3591223625466692e-08,2.3432668204571912e-07,3.3342832860620996e-11,2.9338397041245375e-07,5.7974987442474782e-09,6.3582949914009705e-16,3.6404458314725505e-11
1.0809806760262794e-11,0.43911892276215037,154.0,0.0,0.0,0.0,0.99999551883832105,1.0,18.999999954525865,3.4521399556566294e-07,1.7732867948361562e-06,1.7397900089716292e-06,3.9485456380000267e-08,1.0376535385319799e-12,3.3591220350025675e-08,2.4144160645186971e-07,3.3342995291996793e-11,3.0229207097530045e-07,5.9876335336470895e-09,6.717093005804868e-16,3.8510598353328933e-11
1.1110180739243602e-11,0.43911892275624365,154.0,0.0,0.0,0.0,0.99999539433908102,1.0,18.999999952171887,3.5480643249689252e-07,1.8225374256690292e-06,1.7870670166845869e-06,4.1649257526603325e-08,1.0664733152941843e-12,3.3591216860557935e-08,2.485565299653904e-07,3.3343113176576557e-11,3.1120017064190281e-07,6.1777827773671012e-09,7.0851916756787958e-16,4.0675930720540383e-11
1.141055471822441e-11,0.4391189227502004,154.0,0.0,0.0,0.0,0.99999526983981313,1.0,18.999999949763474,3.6439886486693008e-07,1.8717880326203627e-06,1.8342895866770358e-06,4.3867484081715724e-08,1.0952930780718915e-12,3.3591213246248291e-08,2.5567145254749222e-07,3.3343198437812626e-11,3.2010826936369614e-07,6.3679435915680622e-09,7.4625490746760627e-16,4.2900455366186388e-11
1.1710928697205219e-11,0.43911892274402115,154.0,0.0,0.0,0.0,0.99999514534051726,1.0,18.999999947300864,3.7399129267577718e-07,1.9210386180008034e-06,1.8814579642928829e-06,4.6139890701422894e-08,1.1241128282171388e-12,3.359120955832318e-08,2.6278637417589551e-07,3.3343259814531572e-11,3.2901636711278537e-07,6.5581136655887593e-09,7.8491234654370607e-16,4.5184172244577103e-11
1.2011302676186027e-11,0.4391189227377065,154.0,0.0,0.0,0.0,0.9999950208411934,1.0,18.999999944784321,3.8358371592343487e-07,1.9702891836610519e-06,1.9285723937701225e-06,4.8466233147721802e-08,1.1529325668127956e-12,3.3591205821938228e-08,2.6990129483965946e-07,3.3343303687835297e-11,3.3792446387547217e-07,6.7482911487160739e-09,8.2448732987373847e-16,4.7527081313534951e-11
1.2612050634147643e-11,0.43911892272467357,154.0,0.0,0.0,0.0,0.99999477184246188,1.0,18.999999939590367,4.0276854873518794e-07,2.0687902614115192e-06,2.0226403797610341e-06,5.3279754067811683e-08,1.2105720126262358e-12,3.359119826205055e-08,2.8413113324792837e-07,3.3343355984497094e-11,3.5574065440991151e-07,7.128662751689751e-09,9.0637340316600031e-16,5.2390475867923822e-11
1.3212798592109258e-11,0.43911892271110653,154.0,0.0,0.0,0.0,0.99999452284361812,1.0,18.99999993418356,4.2195336330220003e-07,2.1672912745418384e-06,2.1164954766243345e-06,5.8306114867354865e-08,1.2682114205845203e-12,3.3591190638543411e-08,2.983609677410013e-07,3.3343379753946381e-11,3.7355684092782802e-07,7.5090497303136421e-09,9.9188026102282325e-16,5.7490638736697419e-11
1.3813546550070873e-11,0.43911892269701025,154.0,0.0,0.0,0.0,0.99999427384466244,1.0,18.999999928565828,4.4113815962448164e-07,2.2657922286698215e-06,2.2101395989567729e-06,6.3543400949538344e-08,1.3258507939737218e-12,3.3591183007515698e-08,3.1259079829447794e-07,3.3343388648832558e-11,3.9137302339867188e-07,7.8894464666739788e-09,1.0809753327501941e-15,6.2827569648400816e-11
1.4414294508032489e-11,0.4391189226823893,154.0,0.0,0.0,0.0,0.99999402484559474,1.0,18.999999922739047,4.6032293770204356e-07,2.3642931274036753e-06,2.3035746441335633e-06,6.8989714939080698e-08,1.3834901349038596e-12,3.3591175388474409e-08,3.2682062489987271e-07,3.3343389969836921e-11,4.0918920181181849e-07,8.2698493524633287e-09,1.1736263406229548e-15,6.8401268345216435e-11
1.5015042465994105e-11,0.43911892266724883,154.0,0.0,0.0,0.0,0.99999377584641502,1.0,18.999999916705125,4.7950769753489654e-07,2.4627939730168737e-06,2.3968024924632438e-06,7.4643176527377581e-08,1.4411294447038568e-12,3.3591167767487769e-08,3.4105044756324354e-07,3.334338717300703e-11,4.2700537617485213e-07,8.6502561141077426e-09,1.2698012972504516e-15,7.42117345782221e-11
1.5615790423955722e-11,0.43911892265159286,154.0,0.0,0.0,0.0,0.99999352684712328,1.0,18.999999910465913,4.986924391230511e-07,2.5612947669415011e-06,2.4898250073411756e-06,8.0501922319000334e-08,1.4987687242102563e-12,3.3591160133508126e-08,3.5528026628939363e-07,3.3343381886953619e-11,4.4482154649378673e-07,9.0306653194218078e-09,1.3694685029652037e-15,8.0258968103844708e-11
1.621653838191734e-11,0.4391189226354268,154.0,0.0,0.0,0.0,0.99999327784771952,1.0,18.999999904023262,5.178771624665178e-07,2.6597955101061687e-06,2.582644035401698e-06,8.6564105679540008e-08,1.5564079739649697e-12,3.3591152493815055e-08,3.6951008107515565e-07,3.3343375150217215e-11,4.6263771276465601e-07,9.4110760396951999e-09,1.4725965432344592e-15,8.6542968681493634e-11
1.6817286339878956e-11,0.43911892261875457,154.0,0.0,0.0,0.0,0.99999302884820374,1.0,18.999999897379002,5.3706186756530753e-07,2.7582962031248347e-06,2.6752614066689159e-06,9.2827896584825344e-08,1.614047194325791e-12,3.359114485824266e-08,3.8373989191625094e-07,3.334336771111228e-11,4.8045387498210311e-07,9.791487660869402e-09,1.5791542860951271e-15,9.3063736072407809e-11
1.7418034297840573e-11,0.43911892260158114,154.0,0.0,0.0,0.0,0.99999277984857571,1.0,18.999999890534944,5.5624655441943088e-07,2.8567968463936121e-06,2.7676789347060954e-06,9.9291481471518502e-08,1.6716863855230402e-12,3.3591137225950717e-08,3.9796969881304329e-07,3.3343359954259735e-11,4.9827003314658296e-07,1.0171899786730682e-08,1.6891108796121419e-15,9.9821270039162472e-11
1.801878225580219e-11,0.4391189225839109,154.0,0.0,0.0,0.0,0.99999253084883577,1.0,18.999999883492897,5.7543122302889833e-07,2.9552974401584628e-06,2.8598984167637244e-06,1.059530630890616e-07,1.7293255476991861e-12,3.3591129591387741e-08,4.1219950176794584e-07,3.3343351982480018e-11,5.1608618726111675e-07,1.0552312171214931e-08,1.8024357493598139e-15,1.0681557034526713e-10
1.922027817172542e-11,0.43911892254709767,154.0,0.0,0.0,0.0,0.99999203284901983,1.0,18.999999868821909,6.1380050551390864e-07,3.1522984797193554e-06,3.0437503512540078e-06,1.1986310820273846e-07,1.844603785300117e-12,3.3591114314392229e-08,4.4065909585253514e-07,3.3343335661527637e-11,5.5171848334091315e-07,1.1313137172677906e-08,2.039069392495266e-15,1.2151446903200824e-10
2.042177408764865e-11,0.4391189225083504,154.0,0.0,0.0,0.0,0.99999153484875569,1.0,18.999999853380107,6.5216971502042368e-07,3.3492993225121171e-06,3.2268312674291308e-06,1.3454397463591409e-07,1.9598819075294913e-12,3.359109903523145e-08,4.6911867416653813e-07,3.3343318910282745e-11,5.8735076321713244e-07,1.2073961959839321e-08,2.2888160760198752e-15,1.3716043024780767e-10
2.162327000357188e-11,0.4391189224677035,154.0,0.0,0.0,0.0,0.99999103684804358,1.0,18.999999837181285,6.905388515485289e-07,3.54629996890514e-06,3.4091549708318666e-06,1.4998185684523102e-07,2.07515991459174e-12,3.3591083768463438e-08,4.9757823670361147e-07,3.3343302213301967e-11,6.2298302688183017e-07,1.283478616348664e-08,2.5514409431087897e-15,1.5375345210950079e-10
2.2824765919495112e-11,0.43911892242519107,154.0,0.0,0.0,0.0,0.99999053884688327,1.0,18.999999820239005,7.2890791509830944e-07,3.7433004190510216e-06,3.5907350197653636e-06,1.6616319652694285e-07,2.1904378065652764e-12,3.3591068505022882e-08,5.2603778346768572e-07,3.3343285765960608e-11,6.5861527433992635e-07,1.3595609630194414e-08,2.8267133429222791e-15,1.7129353273519364e-10
2.4026261835418343e-11,0.4391189223808464,154.0,0.0,0.0,0.0,0.99999004084527487,1.0,18.999999802566581,7.6727690566985083e-07,3.9403006729498044e-06,3.771584729717896e-06,1.8307467819216794e-07,2.3057155834395035e-12,3.35910532331035e-08,5.544973144638842e-07,3.3343269325549491e-11,6.9424750559783259e-07,1.4356432359084969e-08,3.1144067553329473e-15,1.8978067024398543e-10
2.6429253667264804e-11,0.4391189222867917,154.0,0.0,0.0,0.0,0.99998904484071338,1.0,18.999999765083398,8.4401466787855627e-07,4.3343005919692474e-06,4.1311452063731426e-06,2.1903599377760939e-07,2.5362707918272884e-12,3.3591022672505819e-08,6.1141632914883176e-07,3.3343236406402144e-11,7.6551191950828409e-07,1.5878075636885892e-08,3.7261707518499848e-15,2.2959610838695399e-10
2.859194631592662e-11,0.43911892219619975,154.0,0.0,0.0,0.0,0.99998814843507566,1.0,18.9999997289802,9.13078404281668e-07,4.6888998478742186e-06,4.4523806375599268e-06,2.5376950186987014e-07,2.7437700856075806e-12,3.3590995185606169e-08,6.6264338841874701e-07,3.3343206277536325e-11,8.296498365974781e-07,1.7247552102542562e-08,4.3170477495639775e-15,2.6866891838559657e-10
3.0754638964588436e-11,0.4391189221001647,154.0,0.0,0.0,0.0,0.99998725202798577,1.0,18.999999690707789,9.8214190423660982e-07,5.0434984680422746e-06,4.7714462064424958e-06,2.90672233984711e-07,2.9512690063731661e-12,3.3590967711009149e-08,7.1387039658326067e-07,3.3343176137982253e-11,8.9378770117613773e-07,1.8617026060756524e-08,4.9448271025994782e-15,3.1081016343050998e-10
3.291733161325025e-11,0.4391189219988606,154.0,0.0,0.0,0.0,0.99998635561944438,1.0,18.999999650335582,1.0512051677438798e-06,5.398096452499887e-06,5.0884113444909089e-06,3.2967475864818049e-07,3.1587675540864896e-12,3.3590940221117131e-08,7.6509735365430682e-07,3.3343146349526097e-11,9.5792551325919259e-07,1.9986497479978314e-08,5.608327658205372e-15,3.5601983255058076e-10
3.508002426191206e-11,0.43911892189245644,154.0,0.0,0.0,0.0,0.99998545920945103,1.0,18.9999996079308,1.120268194803975e-06,5.7526938011497172e-06,5.4033432609499341e-06,3.707098666115146e-07,3.3662657286398624e-12,3.3590912724512091e-08,8.1632425962808397e-07,3.3343116606738266e-11,1.0220632728418717e-06,2.1355966452413087e-08,6.3064060676298719e-15,4.0429791477544255e-10
3.7242716910573876e-11,0.4391189217811152,154.0,0.0,0.0,0.0,0.99998456279800563,1.0,18.99999956355849,1.1893309854173918e-06,6.1072905139464261e-06,5.7163070140073116e-06,4.1371249968288572e-07,3.5737635299582914e-12,3.3590885238265768e-08,8.6755111449709746e-07,3.3343086658808046e-11,1.0862009799147805e-06,2.2725433018200067e-08,7.0379555754220876e-15,4.5564439913421848e-10
3.940540955923569e-11,0.43911892166499483,154.0,0.0,0.0,0.0,0.99998366638510849,1.0,18.99999951728164,1.2583935395846288e-06,6.4618865909335681e-06,6.0273655796575049e-06,4.5861968186364837e-07,3.7812609580210045e-12,3.3590857753161563e-08,9.1877791826528674e-07,3.3343056679244773e-11,1.1503386344828399e-06,2.4094897128534902e-08,7.801904847937187e-15,5.1005927465516729e-10
