Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398),S(1815),S(1443),C7H15(32),C7H15(31),S(1930),S(1932),C4H9(23),C3H6(1916),S(1984),S(87)
6.360609163784143e-09,0.4980579325613965,154.0,0.0,0.0,0.0,0.98086066472027844,0.99999999001934237,18.999362856102533,0.00093087066359616357,0.0049746016538524656,0.0042563730671273687,0.00060263021718452269,1.607729498262234e-09,6.2990428683559237e-07,0.0031253866202804099,2.0835131412052546e-09,0.0049767711813949386,1.0390637661057165e-05,6.7637582921786592e-12,0.00012188178980287804,8.0673647050427667e-14,4.3101435950648136e-06,0.00011730102691907372,0.00011740727099182673,3.6151106420843216e-08,2.2056989786110546e-08,1.1110216272354553e-05,6.7139014135090443e-10,8.0930822187783803e-10,8.1561468555590458e-10,2.3496275014480233e-06,1.7741866277808888e-05,5.1227426530087892e-08,1.2740371013561887e-14,4.3274284510181457e-07,2.6586373240502581e-07,4.344037177477831e-08,4.9975687762009581e-10,2.7942084067592696e-12,1.4057575167599673e-13,1.8650053898734169e-09,1.0885692328527912e-09,7.3212737259208802e-10,6.1463834728759474e-11,5.4233047397917157e-11,8.1450684139986057e-11,6.9262673680505166e-12,1.0665196530131099e-13,3.0084116869166156e-17,1.2785077152084646e-12,9.0187836664464324e-13,1.804640325948168e-12,2.5354344211029373e-13,9.447300649499774e-16,3.7276368241622405e-15,1.0776170697531827e-11,4.0989528318904889e-15,1.0145568173578079e-10,2.907134087237017e-12,1.8433575173926957e-09,9.6003139119402493e-13,6.2760683678888466e-13,2.5378663220067147e-12,4.017928305952057e-21,3.6323835898776082e-19,1.2452232505019008e-12,6.4752773108228723e-22,3.3797401796323275e-16,9.2232622622196895e-14,2.3053549869674734e-21,2.1006962627219729e-13,4.3491045894188399e-18,5.1600359611196122e-16,1.1881680803622614e-09,5.7794955405679233e-09,2.8971720271547994e-09,9.2620037292099499e-12,1.0455260921344268e-10,1.0655920359454742e-10,2.0065943811047649e-12,3.9155698473598719e-06
6.4062686032091895e-09,0.4980579251080907,154.0,0.0,0.0,0.0,0.98072459933484035,0.99999998990857264,18.999358289720124,0.00093743465569232109,0.0050095017361002888,0.0042854258507953593,0.0006067667183099391,1.6190083839494247e-09,6.2982434011987219e-07,0.0031475759609667698,2.0832241145710378e-09,0.0050121818088854379,1.0463542333633995e-05,6.8101853152305743e-12,0.00012361339149751917,8.1239688276422272e-14,4.3401399272507267e-06,0.00011899320102722855,0.00011910170626444857,3.6672621384299075e-08,2.2375205772330097e-08,1.1284904119272759e-05,6.9478549688486289e-10,8.3891910337995134e-10,8.4550485592695208e-10,2.3995743761114963e-06,1.7993551126546132e-05,5.2693680198502276e-08,1.2937065738248462e-14,4.3617544907359863e-07,2.6796263931353487e-07,4.4695918025379899e-08,5.0779859926794062e-10,2.8814290827633405e-12,1.4357929118942321e-13,1.9178892752381044e-09,1.1160247757922286e-09,7.5605180541374485e-10,6.3505340988583035e-11,5.622526154665637e-11,8.4389355066219467e-11,7.2034628844720974e-12,1.1180072342124957e-13,3.1189238473348671e-17,1.339457039252873e-12,9.3888155535402105e-13,1.8361353839183221e-12,2.5799087545580362e-13,9.6121835454847512e-16,3.7843766385433825e-15,1.0939946122649489e-11,4.1287413413366087e-15,1.0219220654792275e-10,2.9282510025710396e-12,1.8704499113992688e-09,9.7414153389204073e-13,6.3683107173264015e-13,2.5751806436365475e-12,4.0884072276045429e-21,3.6857906301979585e-19,1.2628095842665992e-12,6.5667278905905227e-22,3.4274724675057899e-16,9.5848251545563816e-14,2.3457934719431199e-21,2.147557860416952e-13,4.4461232053554682e-18,5.3479682151488333e-16,1.2035712631838982e-09,5.8346898081608342e-09,2.9353799600838642e-09,9.5136741624586399e-12,1.062194480715857e-10,1.0827178268269818e-10,2.0523346111125029e-12,3.9685007047984363e-06
6.451928042634236e-09,0.4980579176939264,154.0,0.0,0.0,0.0,0.98058855317682792,0.99999998979725313,18.999353723602031,0.00094399697747138834,0.0050443900423698396,0.0043144577232572473,0.00061090023828326448,1.6302835135512249e-09,6.2974442693317312e-07,0.0031697617944367227,2.0829351328494931e-09,0.0050475879413365184,1.0536422372739176e-05,6.8565787467495667e-12,0.00012535685539265322,8.1805528204386229e-14,4.3701146922230655e-06,0.00012069708511230939,0.00012080788879350315,3.7197745166069466e-08,2.2695623933002737e-08,1.1461149789367087e-05,7.1880866075837557e-10,8.6938480517612945e-10,8.7626004266213739e-10,2.4502094724027903e-06,1.824694751991225e-05,5.4190898241861211e-08,1.3135472554747036e-14,4.3960763003643341e-07,2.7006122082731715e-07,4.5978235251349048e-08,5.1591361044114367e-10,2.9706732971225224e-12,1.4662454234829424e-13,1.9718718177874631e-09,1.1439507454604886e-09,7.8056711830829976e-10,6.5598127011211473e-11,5.8274046439255245e-11,8.7411826448707308e-11,7.4893360062801792e-12,1.1715640285097191e-13,3.2325741075694412e-17,1.4028245041556529e-12,9.7711180077914567e-13,1.8679637779334686e-12,2.6248558542352428e-13,9.7788115773909685e-16,3.8415952016568888e-15,1.1105099181718695e-11,4.1585228927512351e-15,1.0292854635025978e-10,2.9493626138350164e-12,1.8977371538437152e-09,9.8835315533777663e-13,6.4612164595484772e-13,2.6127634122806629e-12,4.1596353464973616e-21,3.7395818918788259e-19,1.2805168893879169e-12,6.6588075323540122e-22,3.4755330926790039e-16,9.9576399959905426e-14,2.3866618216608124e-21,2.1951235546265662e-13,4.5445995325054503e-18,5.5413383032670861e-16,1.2190713991001181e-09,5.8900913252889126e-09,2.9738123666160803e-09,9.7703219431814329e-12,1.0790187057415695e-10,1.1000066981045123e-10,2.0987992362943353e-12,4.0217350116862763e-06
6.497587482059283e-09,0.4980579103188686,154.0,0.0,0.0,0.0,0.98045252625290802,0.99999998968538339,18.999349157745325,0.00095055762925374317,0.0050792665680288564,0.0043434686887125597,0.00061503077770731773,1.6415547868202294e-09,6.2966453265937573e-07,0.0031919441211990473,2.0826461869929493e-09,0.0050829895793881108,1.0609277768691918e-05,6.902938830519421e-12,0.00012711217409528498,8.2371184805830548e-14,4.4000678942958629e-06,0.00012241267026471905,0.00012252581013067252,3.7726475017147863e-08,2.301824259094843e-08,1.163895751259238e-05,7.4347140248490614e-10,9.0072346913501704e-10,9.0789868168423759e-10,2.5015370888613257e-06,1.8502054060754422e-05,5.5719503268147499e-08,1.3335622277581643e-14,4.4303938718532078e-07,2.7215947655834038e-07,4.7287692427692109e-08,5.2410211259732383e-10,3.0619717251260674e-12,1.4971176965216946e-13,2.0269674981419668e-09,1.1723512488648927e-09,8.056831315612533e-10,6.7743060551836846e-11,6.0380526545951711e-11,9.0519861148240141e-11,7.7840806322152982e-12,1.2272565567776269e-13,3.3494248445077627e-17,1.468686820756969e-12,1.0166001922978954e-12,1.9001270850303616e-12,2.670277957262122e-13,9.9471930015412513e-16,3.8992940901889696e-15,1.1271634381501578e-11,4.1882974846886732e-15,1.0366470103316622e-10,2.9704689178855009e-12,1.9252191796366454e-09,1.0026662215566838e-12,6.5547853724310227e-13,2.6506145380721904e-12,4.2316162080589736e-21,3.7937572463459963e-19,1.2983451251946603e-12,6.7515160252796232e-22,3.5239219449204363e-16,1.0341966447548811e-13,2.4279620703165299e-21,2.2433991178613072e-13,4.6445455218915653e-18,5.7402638833796024e-16,1.2346685813067889e-09,5.9457000755569331e-09,3.0124689979233326e-09,1.0032009171278803e-11,1.0959993113779548e-10,1.1174592609595065e-10,2.145994958155203e-12,4.0752717793545908e-06
6.543246921484329e-09,0.4980579029828818,154.0,0.0,0.0,0.0,0.98031651856973778,0.9999999895729641,18.999344592147068,0.00095711661135977285,0.0051141313084526862,0.0043724587513688839,0.00061915833718606452,1.6528222431681536e-09,6.295846351501866e-07,0.0032141229417654914,2.0823572825796199e-09,0.0051183867236848828,1.0682108511831889e-05,6.9492654751248131e-12,0.00012887934021324341,8.2936650528968265e-14,4.4299995377914704e-06,0.00012413994757298712,0.00012425546182938659,3.8258808188590209e-08,2.3343060068635307e-08,1.1818331515502258e-05,7.687856172142468e-10,9.3295349147000335e-10,9.4043946970728831e-10,2.5535615154440619e-06,1.8758869348984563e-05,5.7279920527268985e-08,1.353750886076042e-14,4.4647071977481583e-07,2.7425740614923374e-07,4.8624660868809666e-08,5.3236430703320359e-10,3.1553552612196966e-12,1.5284123728353817e-13,2.0831908766004551e-09,1.2012303890620153e-09,8.3140974834075412e-10,6.994101684808857e-11,6.2545838911379529e-11,9.3715246717274245e-11,8.0878932127413005e-12,1.28515299974466e-13,3.469539132568933e-17,1.5371225871180036e-12,1.0573783803103741e-12,1.9326268894032483e-12,2.7161773108667198e-13,1.0117336111780937e-15,3.9574748942233679e-15,1.1439556267777569e-11,4.2180651139224117e-15,1.0440067048723321e-10,2.9915699115852129e-12,1.9528959236637982e-09,1.0170806985634649e-12,6.6490172338094492e-13,2.6887339311099666e-12,4.3043533733989726e-21,3.8483165649054746e-19,1.3162942510003946e-12,6.8448531575206083e-22,3.572638913736786e-16,1.0738068184491291e-13,2.4696962611801685e-21,2.2923903401255266e-13,4.7459731607538342e-18,5.9448643884844321e-16,1.2503629067555618e-09,6.001516039841118e-09,3.0513496078940676e-09,1.0298798282197883e-11,1.1131368415017939e-10,1.1350761265172635e-10,2.1939285015469902e-12,4.1291100213710833e-06
6.588906360909376e-09,0.49805789568593095,154.0,0.0,0.0,0.0,0.98018053013396333,0.9999999894599948,18.99934002680433,0.00096367392410987409,0.0051489842590243607,0.0044014279154417938,0.0006232829173246061,1.6640859057828626e-09,6.2950474687841978e-07,0.0032362982566347923,2.0820684213570825e-09,0.0051537793748508368,1.0754914592517723e-05,6.9955586281258414e-12,0.00013065834635517883,8.350192078910937e-14,4.4599096270404523e-06,0.00012587890812379494,0.00012599683544481185,3.8794741930891344e-08,2.3670074688184944e-08,1.1999276021277113e-05,7.9476332374284747e-10,9.6609352189440644e-10,9.7390136347784984e-10,2.6062870336130242e-06,1.9017391981616061e-05,5.8872577878836739e-08,1.3741130420762373e-14,4.4990162711192894e-07,2.7635500926955603e-07,4.9989514200321403e-08,5.4070039488585766e-10,3.2508550161267331e-12,1.5601320891532771e-13,2.1405565918191048e-09,1.2305922650473274e-09,8.5775695369476516e-10,7.2192878530179067e-11,6.4771133036147665e-11,9.6999795394389485e-11,8.4009727310804656e-12,1.3453232075028737e-13,3.5929807371346212e-17,1.6082122989252866e-12,1.0994785787771899e-12,1.9654647823691557e-12,2.7625561723690018e-13,1.0289249239264511e-15,4.0161392172553399e-15,1.1608869425025053e-11,4.2478257773990974e-15,1.0513645460326471e-10,3.012665591802978e-12,1.98076732078638e-09,1.0315965523603845e-12,6.7439118214386376e-13,2.7271215014589901e-12,4.3778504196574236e-21,3.9032597188231136e-19,1.3343642261036243e-12,6.9388187172603522e-22,3.6216838886172072e-16,1.1146212901391861e-13,2.5118664467104608e-21,2.342103029019851e-13,4.8488944727624719e-18,6.155261024953385e-16,1.2661544761393687e-09,6.0575391964492055e-09,3.0904539529921259e-09,1.0570752042802629e-11,1.1304318396901363e-10,1.1528579058343211e-10,2.2426066144185347e-12,4.1832487535112354e-06
6.6345658003344226e-09,0.4980578884279805,154.0,0.0,0.0,0.0,0.98004456095222381,0.99999998934647594,18.999335461714175,0.00097022956782444965,0.0051838254151323942,0.0044303761851525215,0.00062740451872884539,1.6753457503908868e-09,6.294248830763307e-07,0.0032584700663047207,2.0817796001899977e-09,0.0051891675335084524,1.0827696001118011e-05,7.0418183510154775e-12,0.00013244918513032224,8.4066999675951085e-14,4.4897981663792676e-06,0.00012762954300251115,0.00012774992253334339,3.9334273493926601e-08,2.3999284771472817e-08,1.2181795250707226e-05,8.2141662964120464e-10,1.0001623901887919e-09,1.0083035043986291e-09,2.6597179188166106e-06,1.927762055361234e-05,6.049790502805257e-08,1.3946497595868424e-14,4.5333210854273056e-07,2.7845228560894653e-07,5.1382627682651097e-08,5.4911057717935193e-10,3.3485022539073736e-12,1.5922794779402048e-13,2.1990793380681145e-09,1.2604409729809366e-09,8.8473479068468856e-10,7.4499533465722831e-11,6.7057567240459036e-11,1.0037533686000125e-10,8.7235199624537061e-12,1.4078382261038547e-13,3.719813912830337e-17,1.6820378110589515e-12,1.1429333998215554e-12,1.9986423603819263e-12,2.8094168062895111e-13,1.0462940742018875e-15,4.075288672307715e-15,1.1779578465120798e-11,4.2775794726939368e-15,1.0587205327221509e-10,3.0337559554119482e-12,2.0088333058481998e-09,1.0462137489398802e-12,6.8394689129991844e-13,2.7657771591602437e-12,4.4521109354957277e-21,3.9585865793544158e-19,1.3525550097921677e-12,7.0334124929440221e-22,3.6710567590967259e-16,1.1566671129208512e-13,2.5544746859506742e-21,2.3925430045269329e-13,4.9533215072228235e-18,6.3715762609892073e-16,1.2820433927949232e-09,6.1137695218338387e-09,3.1297817915369246e-09,1.0847933454541523e-11,1.1478848493113133e-10,1.1708052099221283e-10,2.2920360610815324e-12,4.2376869931161823e-06
6.680225239759469e-09,0.49805788120899536,154.0,0.0,0.0,0.0,0.97990861103114724,0.99999998923240718,18.999330896873694,0.00097678354282391229,0.0052186547721738688,0.0044593035647311971,0.00063152314200595186,1.686601759392858e-09,6.2934503070669857e-07,0.0032806383712839057,2.0814908182703128e-09,0.0052245512002974705,1.0900452728016629e-05,7.0880446892748106e-12,0.00013425184914882528,8.4631890058818102e-14,4.5196651601535314e-06,0.00012939184329244425,0.00012951471465331752,3.9877400126897707e-08,2.4330688639986991e-08,1.2365893420814159e-05,8.487577807336448e-10,1.0351792107536903e-09,1.0436653258769129e-09,2.7138584370305193e-06,1.9539553656711935e-05,6.2156334584361993e-08,1.4153619359544958e-14,4.5676216346821232e-07,2.8054923488519743e-07,5.2804379148785598e-08,5.5759505475940368e-10,3.4483284794322898e-12,1.6248571658912341e-13,2.2587738966826795e-09,1.2907806044023859e-09,9.1235339358282236e-10,7.6861877757649346e-11,6.9406313742892013e-11,1.0384372850007233e-10,9.05573851123487e-12,1.4727709949775503e-13,3.850103685257557e-17,1.7586831301454852e-12,1.1877760902130344e-12,2.0321612279392756e-12,2.856761488528517e-13,1.0638419020164555e-15,4.1349248873699287e-15,1.1951688043168731e-11,4.3073261973725785e-15,1.0660746638527651e-10,3.0548409992920955e-12,2.0370938136657599e-09,1.0609322542797447e-12,6.9356882860737481e-13,2.8047008142170428e-12,4.5271385275934006e-21,4.0142970176975454e-19,1.3708665613370806e-12,7.1286342728850539e-22,3.720757414656304e-16,1.1999717912426849e-13,2.5975230482859432e-21,2.4437161064284373e-13,5.0592663544306211e-18,6.5939345607400545e-16,1.2980297642469466e-09,6.1702069896626708e-09,3.1693328846528635e-09,1.1130405887754303e-11,1.1654964133915286e-10,1.1889186497075503e-10,2.3422236316022452e-12,4.2924237599861921e-06
6.725884679184516e-09,0.49805787402894064,154.0,0.0,0.0,0.0,0.97977268037735155,0.99999998911778865,18.999326332279967,0.0009833358494286831,0.0052534723255529643,0.0044882100584153718,0.00063563878776414764,1.697853953016289e-09,6.2926517765794253e-07,0.0033028031720807316,2.0812020783652955e-09,0.005259930375857264,1.0973184763613705e-05,7.134237597609166e-12,0.0001360663310216086,8.5196587894502073e-14,4.5495106127164884e-06,0.00013116580007518564,0.00013129120336468985,4.0424119078657174e-08,2.4664284614892953e-08,1.2551574745475675e-05,8.767991390028435e-10,1.0711633367980801e-09,1.0800065063298373e-09,2.7687128463463658e-06,1.9803189879976237e-05,6.3848301568567289e-08,1.4362494690755409e-14,4.6019179133323497e-07,2.8264585683856501e-07,5.4255148568348029e-08,5.6615402832302481e-10,3.5503653978511113e-12,1.6578677755243082e-13,2.3196551213091577e-09,1.3216152469562683e-09,9.4062297253421153e-10,7.9280814359341825e-11,7.1818556338376593e-11,1.0740685088039866e-10,9.3978343399187006e-12,1.5401960663419814e-13,3.9839157221855455e-17,1.8382340949997557e-12,1.2340404294578786e-12,2.0660229963753586e-12,2.9045925046364168e-13,1.0815692509629559e-15,4.1950495028843416e-15,1.2125202850311399e-11,4.337065948528944e-15,1.0734269383383989e-10,3.0759207203290752e-12,2.0655487790328423e-09,1.0757520343465768e-12,7.0325697181801788e-13,2.8438923766013708e-12,4.6029368178345257e-21,4.0703909049866785e-19,1.389298839995482e-12,7.2244838450714867e-22,3.7707857446792034e-16,1.2445632072112715e-13,2.6410136118460366e-21,2.4956281910749274e-13,5.1667411389844452e-18,6.8224620688634538e-16,1.3141137015155352e-09,6.2268515713257675e-09,3.2091069957652933e-09,1.1418233019370152e-11,1.1832670746680186e-10,1.2071988360429205e-10,2.3931761374902381e-12,4.3474580759678418e-06
6.7715441186095625e-09,0.498057866887781,154.0,0.0,0.0,0.0,0.979636768997447,0.99999998900262055,18.999321767930088,0.00098988648795919078,0.0052882780706800091,0.0045170956704489642,0.00063975145661256106,1.709102341618921e-09,6.2918533983566007e-07,0.0033249644691930578,2.0809133807238275e-09,0.0052953050608104887,1.1045892098324655e-05,7.18039705444231e-12,0.00013789262336025702,8.5761090945342495e-14,4.5793345284279848e-06,0.00013295140443085263,0.0001330793802288113,4.097442759763035e-08,2.5000071017080166e-08,1.2738843435863058e-05,9.0555316603383078e-10,1.1081343277198192e-09,1.1173469357661948e-09,2.8242853980764557e-06,2.0068527810167935e-05,6.5574243072396803e-08,1.457312506807976e-14,4.6362099161774315e-07,2.8474215122723593e-07,5.5735317746097213e-08,5.7478769843918704e-10,3.6546448862446386e-12,1.691313925343677e-13,2.381737927540791e-09,1.3529489848718252e-09,9.6955380285225813e-10,8.1757252108415268e-11,7.4295488779911904e-11,1.1106660461123463e-10,9.7500154417080631e-12,1.6101893910998816e-13,4.1213162437813583e-17,1.9207781332372305e-12,1.2817606589295001e-12,2.1002292829261802e-12,2.9529121484829108e-13,1.0994769677254766e-15,4.2556641700477216e-15,1.2300127608719193e-11,4.3667987233506269e-15,1.0807773550946669e-10,3.0969951154134325e-12,2.0941981367237358e-09,1.0906730550971681e-12,7.1301129867738036e-13,2.8833517562583128e-12,4.6795094413097723e-21,4.1268681123225403e-19,1.4078518050125246e-12,7.320960997495112e-22,3.8211416385297825e-16,1.2904695697289027e-13,2.684948462332794e-21,2.5482851291933764e-13,5.2757580152468553e-18,7.0572863827496471e-16,1.3302953186372192e-09,6.2837032363128706e-09,3.2491038902286261e-09,1.1711478789568643e-11,1.2011973756238536e-10,1.2256463797107335e-10,2.4449004086880331e-12,4.4027889646646335e-06
6.817203558034609e-09,0.4980578597854808,154.0,0.0,0.0,0.0,0.97950087689802967,0.99999998888690267,18.999317203821143,0.00099643545873587432,0.0053230720029757159,0.0045459604050866326,0.00064386114916184674,1.7203469015820836e-09,6.2910552631082506e-07,0.0033471222631215,2.0806247228299509e-09,0.0053306752557841985,1.1118574722584782e-05,7.2265231197713703e-12,0.00013973071877747953,8.6325403183552986e-14,4.6091369116589681e-06,0.00013474864743708465,0.00013487923680938855,4.1528322931303259e-08,2.5338046166972448e-08,1.2927703698583111e-05,9.3503249086533179e-10,1.146112092161569e-09,1.1557068626840816e-09,2.8805803321199409e-06,2.0335566030187986e-05,6.7334599667544457e-08,1.4785520962654673e-14,4.6704976385604318e-07,2.8683811783712096e-07,5.7245271571109812e-08,5.8349626546085852e-10,3.761199110538798e-12,1.7251982264700001e-13,2.4450373347877102e-09,1.3847858964988125e-09,9.9915626941022231e-10,8.4292109735524836e-11,7.6838321592815294e-11,1.1482492429335976e-10,1.0112493234598439e-11,1.6828293110568065e-13,4.2623724006124762e-17,2.0064053877708733e-12,1.330971806054088e-12,2.1347817148349488e-12,3.0017227281244244e-13,1.1175659042254278e-15,4.3167705582186164e-15,1.2476467092908097e-11,4.3965245195104431e-15,1.0881259130400546e-10,3.1180641814439576e-12,2.12304182147998e-09,1.1056952824705473e-12,7.2283178691854997e-13,2.9230788630877904e-12,4.7568600556708167e-21,4.1837285107584018e-19,1.4265254156132574e-12,7.4180655182703957e-22,3.8718249855720546e-16,1.3377196424789467e-13,2.7293296983741832e-21,2.6016928159795701e-13,5.3863291882390693e-18,7.2985375662812039e-16,1.3465747347494498e-09,6.3407619510279172e-09,3.2893233365492671e-09,1.2010207581000223e-11,1.2192878583031472e-10,1.2442618913647655e-10,2.4974033061618858e-12,4.4584154526329387e-06
6.862862997459656e-09,0.4980578527220056,154.0,0.0,0.0,0.0,0.97936500408568827,0.99999998877063512,18.999312639950233,0.0010029827620791805,0.0053578541178668521,0.0045748042665893062,0.00064796786602354969,1.7315876140224425e-09,6.290257110308695e-07,0.0033692765543800905,2.0803361045281826e-09,0.0053660409614267861,1.119123262683876e-05,7.2726158422245376e-12,0.00014158060988664499,8.6889527714686977e-14,4.6389177667868352e-06,0.00013655752017007147,0.00013669076467150824,4.2085802326645385e-08,2.567820838472077e-08,1.3118159737568571e-05,9.6524984134080028e-10,1.1851167446550163e-09,1.1951067469296212e-09,2.9376018817064017e-06,2.0604303120687257e-05,6.9129813953780891e-08,1.4999691727024066e-14,4.7047810761248966e-07,2.8893375646943244e-07,5.8785396730629941e-08,5.9227992961454008e-10,3.870060405309777e-12,1.7595232858389034e-13,2.5095684229679989e-09,1.4171300567020984e-09,1.0294408210586359e-09,8.6886311748301451e-11,7.9448275111681481e-11,1.1868376451115778e-10,1.0485481141201976e-11,1.7581956011825594e-13,4.4071518873903718e-17,2.095207628473893e-12,1.3817093621309298e-12,2.1696819253366989e-12,3.0510265600457818e-13,1.1358369155185219e-15,4.3783703473742111e-15,1.265422610804236e-11,4.4262433347060248e-15,1.0954726110947299e-10,3.1391279153242634e-12,2.1520797680240002e-09,1.1208186823951775e-12,7.3271841426733441e-13,2.963073606963342e-12,4.834992331914978e-21,4.2409719713073103e-19,1.4453196310109942e-12,7.5157971954191737e-22,3.9228356751333193e-16,1.3863425152591744e-13,2.7741594262580794e-21,2.6558571610218666e-13,5.4984668927795931e-18,7.5463471432522173e-16,1.3629520719802779e-09,6.398027680112086e-09,3.3297651050419064e-09,1.2314484034492431e-11,1.2375390644893287e-10,1.2630459815794688e-10,2.5506917090140255e-12,4.5143365681540869e-06
6.908522436884702e-09,0.49805784569731976,154.0,0.0,0.0,0.0,0.97922915056699766,0.9999999886538179,18.999308076314477,0.0010095283983095678,0.0053926244107900733,0.0046036272592282108,0.00065207160781068096,1.7428245155799311e-09,6.2894588500672166e-07,0.0033914273434765565,2.0800475296786668e-09,0.0054014021783766368,1.1263865801555315e-05,7.3186751371932599e-12,0.00014344228930221164,8.7453457498591405e-14,4.6686770981995682e-06,0.00013837801370363367,0.00013851395538252919,4.2646863030200335e-08,2.6020555990031593e-08,1.3310215752360306e-05,9.9621810510420267e-10,1.2251687383453532e-09,1.2355673961124204e-09,2.9953542691187334e-06,2.087473765862709e-05,7.0960331857335175e-08,1.5215631986350641e-14,4.7390602249535134e-07,2.9102906694767712e-07,6.035608286117376e-08,6.0113889091879756e-10,3.9812613810390089e-12,1.7942917047198011e-13,2.5753463706710205e-09,1.4499855344682889e-09,1.060418011429622e-09,8.954079211690846e-11,8.2126585768807076e-11,1.2264511290584058e-10,1.0869195879461268e-11,1.8363703929155531e-13,4.5557232918044036e-17,2.187279300378385e-12,1.4340095881445593e-12,2.2049315573869697e-12,3.1008259745262689e-13,1.1542908617528569e-15,4.4404652349107177e-15,1.2833409509695841e-11,4.4559551659119074e-15,1.1028174481816338e-10,3.1601863139658933e-12,2.1813119110469474e-09,1.136043220784465e-12,7.4267115844113032e-13,3.003335897715391e-12,4.9139099627704464e-21,4.2985983648925295e-19,1.4642344103998751e-12,7.6141558164923135e-22,3.9741735963998251e-16,1.43636781839363e-13,2.8194397647712607e-21,2.7107840978842666e-13,5.6121834133240926e-18,7.8008490394063775e-16,1.3794274573924907e-09,6.4555003854569543e-09,3.3704289688679625e-09,1.2624373214016172e-11,1.2559515355245754e-10,1.2819992607853925e-10,2.6047725260816726e-12,4.5705513423317335e-06
6.954181876309749e-09,0.49805783871138853,154.0,0.0,0.0,0.0,0.97909331634852637,0.999999988536451,18.999303512910966,0.0010160723677474987,0.0054273828771865323,0.0046324293872792074,0.0006561723751369083,1.7540576289272254e-09,6.2886609630810439e-07,0.0034135746308970559,2.0797589978380071e-09,0.0054367589072378767,1.1336474237217629e-05,7.3647009536341765e-12,0.00014531574963913291,8.8017188050904009e-14,4.6984149102900104e-06,0.0001402101191105195,0.00014034880051083808,4.3211502288270826e-08,2.6365087302411401e-08,1.3503875940508577e-05,1.0279502443154887e-09,1.2662886825231628e-09,1.2771097781863685e-09,3.0538417117127953e-06,2.1146868219321707e-05,7.2826600790205599e-08,1.5433339827612834e-14,4.773335081307538e-07,2.9312404910440146e-07,6.1957720917972428e-08,6.100733492981396e-10,4.0948347722639383e-12,1.8295060816317002e-13,2.6423864007021693e-09,1.4833563960746789e-09,1.092098441266201e-09,9.2256489065733209e-11,8.487449725783573e-11,1.2671097219547851e-10,1.1263855655883154e-11,1.9174369535754864e-13,4.7081556043481413e-17,2.282716136671085e-12,1.4879090992676131e-12,2.2405322586369321e-12,3.1511233084200254e-13,1.1729286055384368e-15,4.5030569261394078e-15,1.3014022176247766e-11,4.4856600101838129e-15,1.1101604232249553e-10,3.1812393742839685e-12,2.2107381852259115e-09,1.1513688635453512e-12,7.5268999715359951e-13,3.0438656451549418e-12,4.9936166514170107e-21,4.3566075624167194e-19,1.4832697129654038e-12,7.7131411690891058e-22,4.0258386385521045e-16,1.4878254285311637e-13,2.8651728386895928e-21,2.766479571043748e-13,5.7274910569218551e-18,8.062178300133432e-16,1.3960010202847213e-09,6.5131800277661359e-09,3.4113147024301728e-09,1.2939940373197702e-11,1.2745258125471212e-10,1.3011223393431815e-10,2.6596526796060512e-12,4.6270588075405911e-06
