Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664)
1.7823358838438796e-13,0.4874105565773702,154.0,0.0,0.0,0.0,0.99999990738238742,1.0,18.999999999980222,7.2634877068101054e-09,3.4651188502831114e-08,3.4646489595310986e-08,1.2198200865438925e-11,1.6927923782036131e-14,1.3886743795525711e-08,9.2993873981234981e-10,1.1257442099623255e-11,1.208744259760346e-09,7.5271932191111217e-12,1.9383394788293333e-19,1.3127636429936503e-14,7.9701978823896085e-20,6.0238209086595604e-15,1.6086191610875002e-18,1.6087916138079245e-18,1.4976466080633231e-22,2.2688005644845842e-23,9.1866686611361262e-16,3.3990718398303207e-42,3.2174377375510978e-42,3.2174378450652654e-42,2.2968108737450438e-21,4.0639583137623282e-14,6.844933555853517e-24,1.1637131371010243e-22,2.9980244317202847e-18,2.3065067560694594e-18,5.3973651157365478e-29,4.4478443926731859e-24,7.8451684913350965e-38,6.5522951335663891e-30,7.7099187158889606e-30,1.1571183672144196e-30,1.4730318910481775e-35,3.3990298965944257e-40,1.68841675001267e-41,6.4173613599749204e-36,1.1359812519582849e-46,2.4668382114583751e-50,4.7235165225924202e-48,1.218985393969277e-46,3.6005529901071964e-43,1.3061164417819805e-23,3.0661732018893182e-27
1.9189001914682027e-13,0.4874105565773617,154.0,0.0,0.0,0.0,0.99999990028928187,1.0,18.99999999997711,7.8200230960882867e-09,3.7305605770267324e-08,3.7300131274577034e-08,1.4138026936910953e-11,1.8225561916951806e-14,1.4789007106780456e-08,1.0701068823070455e-09,1.2033997277273607e-11,1.3909363022040982e-09,8.6940651659139198e-12,2.2466828177575579e-19,1.5213260522570281e-14,9.2058781258033821e-20,6.9820169852952923e-15,2.0073637189945264e-18,2.0075924692870968e-18,1.9836621940821756e-22,3.0384000638297352e-23,1.0648271441642329e-15,5.6878070744064757e-42,5.3838717880437833e-42,5.3838719809908055e-42,2.8667976823927091e-21,4.3904972862517904e-14,7.9555748152607213e-24,1.349559170504665e-22,3.7208692003019201e-18,2.8626215691231996e-18,7.2524284646846902e-29,5.5504532989662762e-24,1.1346301488240493e-37,8.7022729771850578e-30,1.036015024725757e-29,1.6572424603787398e-30,2.2724013302007321e-35,5.6392854858471003e-40,2.8012459135681463e-41,9.2815529788633255e-36,2.0230235685604268e-46,4.3943504354371232e-50,8.0097138250244065e-48,2.0281689753406162e-46,5.973673713237744e-43,1.5138948843861179e-23,3.8261105242602601e-27
2.0554644990925258e-13,0.4874105565773523,154.0,0.0,0.0,0.0,0.9999998931966001,1.0,18.999999999973774,8.3765584714180323e-09,3.9959943499637505e-08,3.9953629922045225e-08,1.622076563981553e-11,1.9523151984732912e-14,1.5670805541757197e-08,1.2189941711519556e-09,1.2799196075946711e-11,1.5844615839791938e-09,9.9404267729000324e-12,2.5777494087226009e-19,1.7452120513804082e-14,1.0525744267399678e-19,8.0108623901994238e-15,2.4670803044366492e-18,2.4673776710510272e-18,2.574938675153497e-22,3.9872651370951816e-23,1.2217707349547825e-15,9.1903016319216256e-42,8.6992069321518722e-42,8.6992072650857541e-42,3.5241398148837271e-21,4.7191929817759586e-14,9.152949018781444e-24,1.5484532681777135e-22,4.5482682939796792e-18,3.4991743567631496e-18,9.5491377729531929e-29,6.8216847074495734e-24,1.5999442820971449e-37,1.132640142766701e-29,1.3641482175091624e-29,2.314294562114463e-30,3.4013954570361019e-35,9.0360190142738078e-40,4.488557492360034e-41,1.3088310583256932e-35,3.4644199345370465e-46,7.5274828371143882e-50,1.308600103028357e-47,3.2590933970504666e-46,9.5718914247315722e-43,1.7369970916199286e-23,4.7022169408739048e-27
2.192028806716849e-13,0.48741055657734234,154.0,0.0,0.0,0.0,0.99999988610433255,1.0,18.999999999970221,8.9330938327995755e-09,4.2614202550556161e-08,4.2606985569954048e-08,1.8446384741975793e-11,2.0820755787249587e-14,1.6532603320215838e-08,1.3764028234702926e-09,1.3553204577900582e-11,1.7890630248192742e-09,1.1265418366272155e-11,2.9315341257677884e-19,1.9844130999220231e-14,1.192888584399142e-19,9.1103489279176332e-15,2.9921037312647408e-18,2.9924835670296202e-18,3.2842865381948561e-22,5.1406987533888194e-23,1.3894973239453986e-15,1.4405138427469085e-41,1.3635384127409133e-41,1.3635384682806826e-41,4.27508993347197e-21,5.050045339273254e-14,1.0437717353713647e-23,1.7602550322628813e-22,5.4864568239889745e-18,4.220962036738113e-18,1.2352635071663041e-28,8.2735313802585151e-24,2.2068676451569795e-37,1.4484575598828786e-29,1.7647044139790524e-29,3.1615069544180345e-30,4.9595059360014202e-35,1.4048719768611597e-39,6.9786100746270081e-41,1.8053760495616409e-35,5.7363650132900525e-46,1.2467553113915328e-49,2.0703346326613891e-47,5.081545989586631e-46,1.4881976742610113e-42,1.9754218514940667e-23,5.7027442967706529e-27
2.328593114341172e-13,0.487410556577332,154.0,0.0,0.0,0.0,0.99999987901246989,1.0,18.999999999966445,9.489629180233148e-09,4.5268383773451842e-08,4.526019825053469e-08,2.0814852018494647e-11,2.2118304367378766e-14,1.7374854085892583e-08,1.5421395623468242e-09,1.4296186429713149e-11,2.0044894013542673e-09,1.2668189588900805e-11,3.3080318463324576e-19,2.2389207809987595e-14,1.3414402259446188e-19,1.0280468405240142e-14,3.5867682486833909e-18,3.5872460003317009e-18,4.1249616226385176e-22,6.52553287231954e-23,1.5680066000417049e-15,2.197869664012094e-41,2.0804243145859532e-41,2.0804244044713437e-41,5.1259054425909172e-21,5.3830542980366558e-14,1.1810541912824662e-23,1.9848257743020369e-22,6.5415277702207562e-18,5.0326721778875671e-18,1.5732559140487162e-28,9.9179850621196371e-24,2.9855135118678319e-37,1.8239134170868205e-29,2.2476403147639717e-29,4.2361055400208589e-30,7.0660200208091633e-35,2.1265783399333423e-39,1.0563701262185349e-40,2.4424364731235827e-35,9.2160935051144971e-46,2.0036275400247271e-49,3.1834819844029332e-47,7.7139920567092387e-46,2.2527267709509666e-42,2.2291679571406774e-23,6.8359423647730889e-27
2.4651574219654947e-13,0.48741055657732085,154.0,0.0,0.0,0.0,0.99999987192100337,1.0,18.999999999962448,1.0046164513718971e-08,4.7922488009579149e-08,4.7913267996011011e-08,2.3326135251747718e-11,2.3415716904653965e-14,1.8198001217082284e-08,1.7160154845028918e-09,1.5028302888461132e-11,2.2304951751129869e-09,1.4147899269412325e-11,3.7072374490720065e-19,2.5087267989670775e-14,1.4981402646080932e-19,1.1521212631174736e-14,4.2554075471350676e-18,4.2560003101868174e-18,5.1106189747718987e-22,8.1700956642674674e-23,1.7572982555465547e-15,3.274177867099643e-41,3.0992192429254197e-41,3.0992193845428327e-41,6.082848486656196e-21,5.7182197977088322e-14,1.327208569435695e-23,2.2220282174056846e-22,7.7194361551457273e-18,5.9388862113549671e-18,1.9763048331514079e-28,1.1767036487396748e-23,3.9700208102296014e-37,2.2654662987437842e-29,2.8235569023267676e-29,5.5795116706649658e-30,9.8629921983381224e-35,3.1436382317573777e-39,1.5616001626757434e-40,3.2479551328551332e-35,1.4416817002095894e-45,3.1351952322078552e-49,4.7733513916477592e-47,1.1435760338086015e-45,3.3301437437423667e-42,2.4982342067440816e-23,8.110058851078039e-27
2.6017217295898175e-13,0.4874105565773092,154.0,0.0,0.0,0.0,0.99999986482992376,1.0,18.999999999958231,1.0602699833257264e-08,5.0576516090796924e-08,5.0566194838599563e-08,2.5980202231371103e-11,2.4713190356332263e-14,1.9002477987720475e-08,1.8978459916667132e-09,1.5749712845748603e-11,2.4668404033175214e-09,1.5703715354358821e-11,4.129145809079879e-19,2.7938229782166911e-14,1.6629005792909214e-19,1.2832573416930886e-14,5.0023547627424438e-18,5.0030813340364096e-18,6.2552910378985672e-22,1.0104194494859968e-22,1.9573719861351761e-15,4.7741011315590566e-41,4.5189932386119718e-41,4.5189934563839829e-41,7.1521859533070079e-21,6.0555417782796238e-14,1.4823012602663893e-23,2.4717264270089127e-22,9.0260012086034911e-18,6.9440810960706965e-18,2.4522743962337324e-28,1.3832675388440576e-23,5.19873391238913e-37,2.7797899624779824e-29,3.5037000049923581e-29,7.2374432019905578e-30,1.3517015437739219e-34,4.5492197308359823e-39,2.2598351850595427e-40,4.2533189093370962e-35,2.201472099317547e-45,4.7888784641076587e-49,6.9972488249592175e-47,1.6595940065058559e-45,4.819152043085911e-42,2.7826194035048521e-23,9.5333394008642978e-27
2.7382860372141404e-13,0.48741055657729676,154.0,0.0,0.0,0.0,0.99999985773922229,1.0,18.999999999953801,1.1159235138848239e-08,5.3230468840148083e-08,5.321897881050955e-08,2.8777020754260475e-11,2.6010758714782294e-14,1.9788707889273668e-08,2.0874506534305786e-09,1.6460572876325265e-11,2.7132905606235832e-09,1.7334814769157379e-11,4.5737518056954519e-19,3.0942012607281555e-14,1.8356339998220554e-19,1.4214542575893155e-14,5.8319424818009248e-18,5.8328234073139901e-18,7.5733439700202341e-22,1.2359081511730086e-22,2.1682274908037248e-15,6.828526998264389e-41,6.4636399032105095e-41,6.4636402308822429e-41,8.3401894680503286e-21,6.3950201800808491e-14,1.6463987447801153e-23,2.7337860416824197e-22,1.0466910693692187e-17,8.0526326468801583e-18,3.0094792277650555e-28,1.6126890499545716e-23,6.7145437743804507e-37,3.3737542968544989e-29,4.2999607264636643e-29,9.2601091813033616e-30,1.8222556209130032e-34,6.4587490278986999e-39,3.2084172404753196e-40,5.4936385687814565e-35,3.2898084227931781e-45,7.1584044668278514e-49,1.0051830544404495e-46,2.362878938989691e-45,6.8420372513194738e-42,3.0823223555661717e-23,1.1114027602121647e-26
2.8748503448384633e-13,0.4874105565772839,154.0,0.0,0.0,0.0,0.99999985064889052,1.0,18.99999999994915,1.1715770430492101e-08,5.5884347072210307e-08,5.5871619943942946e-08,3.1716558624569796e-11,2.7308002423494265e-14,2.0557104768570638e-08,2.2846531485272543e-09,1.7161037259174656e-11,2.9696164627909515e-09,1.9040383357914929e-11,5.0410503269916038e-19,3.4098537050135777e-14,2.0162543005773896e-19,1.566711192360943e-14,6.7485027426956478e-18,6.749560363698535e-18,9.0794624970854855e-22,1.4967438751169477e-22,2.3898644718470505e-15,9.5985411879156975e-41,9.0856374112759373e-41,9.0856378946499957e-41,9.653135394661134e-21,6.7366549437840424e-14,1.8195675945821474e-23,3.0080742625756001e-22,1.204772275908466e-17,9.2688169596253213e-18,3.6566847394919363e-28,1.8661669559922287e-23,8.5650531805599513e-37,4.0544182651529188e-29,5.2248759383877702e-29,1.1702285319035676e-29,2.4203734939190433e-34,9.0124912612205215e-39,4.4770286736871993e-40,7.0078843784306252e-35,4.8204152940667489e-45,1.0491929271041869e-48,1.4177904289640955e-46,3.3064621164759215e-45,9.5474018303273581e-42,3.3973418759819655e-23,1.28603649876136e-26
3.011414652462786e-13,0.4874105565772702,154.0,0.0,0.0,0.0,0.99999984355892035,1.0,18.999999999944283,1.2272305708189057e-08,5.8538151592141526e-08,5.852411827109437e-08,3.4798783653716069e-11,2.8605138957897069e-14,2.1308073135274779e-08,2.4892811338299957e-09,1.78512580247065e-11,3.2355940964083107e-09,2.0819615747482898e-11,5.5310362506596881e-19,3.7407724837452946e-14,2.2046761861171413e-19,1.719027327776662e-14,7.7563670387640276e-18,7.7576255339558599e-18,1.0788613032496281e-21,1.7963344827290909e-22,2.6222826348083743e-15,1.328106602742462e-40,1.2571385662866455e-40,1.2571386363270223e-40,1.1097304828481506e-20,7.0804460103953784e-14,2.0018744718220127e-23,3.2944596098041345e-22,1.3773870071152793e-17,1.0596813590199261e-17,4.403107325705517e-28,2.1448999314953342e-23,1.0802918169148271e-36,4.8290132478780453e-29,6.2916287064509474e-29,1.4623484791884829e-29,3.1717874492957205e-34,1.2380371851529702e-38,6.1500876318386138e-40,8.8391662490172601e-35,6.9385185708545258e-45,1.5106455519842915e-48,1.9669359046013469e-46,4.5548456558609818e-45,1.3115273888631524e-41,3.7276767826450092e-23,1.4780591036848463e-26
3.147978960087109e-13,0.4874105565772562,154.0,0.0,0.0,0.0,0.99999983646930357,1.0,18.999999999939199,1.282884097193931e-08,6.1191883195880348e-08,6.117647382415112e-08,3.8023663660375509e-11,2.9902872888246964e-14,2.2042008274181957e-08,2.7011661965075766e-09,1.8531384972364226e-11,3.5110045567038594e-09,2.2671715296807237e-11,6.0437044479037238e-19,4.0869498828712778e-14,2.4008152858131817e-19,1.8784018458180441e-14,8.8598663201094676e-18,8.8613517466831077e-18,1.2716034220747559e-21,2.1382262572735874e-22,2.8654816884606277e-15,1.8113767369867003e-40,1.714585101471804e-40,1.7145852013085668e-40,1.2678983598374818e-20,7.4263933212537577e-14,2.1933861292427744e-23,3.5928119586703073e-22,1.5650661323140768e-17,1.204070671563032e-17,5.2584146974618917e-28,2.4500865520277917e-23,1.3485997264399623e-36,5.7049382362381551e-29,7.5140488318357908e-29,1.8088011706442302e-29,4.1057237006127197e-34,1.6764936407056833e-38,8.3282187978136844e-40,1.1034856280316584e-34,9.825671230744568e-45,2.139849186237463e-48,2.6878726429958745e-46,6.1852946207440321e-45,1.7760243795421554e-41,4.0733258982601035e-23,1.688294317860434e-26
3.284543267711432e-13,0.4874105565772413,154.0,0.0,0.0,0.0,0.99999982938003229,1.0,18.999999999933905,1.3385376221743047e-08,6.3845542672394521e-08,6.3828686635293247e-08,4.1391166470483982e-11,3.1200286405554257e-14,2.2759296553336913e-08,2.9201437227499266e-09,1.9201565718521958e-11,3.7956338769135029e-09,2.459589395808826e-11,6.579049820029132e-19,4.4483782992079102e-14,2.6045881390780189e-19,2.044833928677019e-14,1.0063330996877263e-17,1.0065071327853901e-17,1.4877202998886946e-21,2.5261005348044189e-22,3.1194613447550312e-15,2.4381859390548659e-40,2.3079007484370196e-40,2.3079008886296706e-40,1.4404462260929421e-20,7.774496818025639e-14,2.3941694101361665e-23,3.903002700936794e-22,1.768328537594609e-17,1.3604488319796677e-17,6.2327260928219476e-28,2.782925294508837e-23,1.6677706343691936e-36,6.6897441543661837e-29,8.9066133030001749e-29,2.2165122359351563e-29,5.2552854793834261e-34,2.2407095468751392e-38,1.1131107788013742e-39,1.3646880013270226e-34,1.3708415124983553e-44,2.9862970616275634e-48,3.6227892418507255e-46,8.290071077288838e-45,2.3737551659407534e-41,4.4342880502704486e-23,1.9175656794327107e-26
3.4211075753357547e-13,0.4874105565772261,154.0,0.0,0.0,0.0,0.99999982229109852,1.0,18.999999999928395,1.3941911457600467e-08,6.6499130801991481e-08,6.6480756736693472e-08,4.4901259917230426e-11,3.2496574545772059e-14,2.3460315522336354e-08,3.1460528558856626e-09,1.9861945712258608e-11,4.089272973841589e-09,2.6591372230956852e-11,7.1370672653173616e-19,4.8250502396474423e-14,2.8159121905752634e-19,2.2183227587549184e-14,1.1371090941259173e-17,1.1373116102042153e-17,1.7287827889252516e-21,2.963772603962207e-22,3.3842213188043138e-15,3.2424083329259039e-40,3.0691496036499881e-40,3.0691497978114723e-40,1.6280036103368763e-20,8.1247564427033207e-14,2.6042912484025426e-23,4.2249046620023158e-22,1.9876812579219292e-17,1.5292059209815867e-17,7.3366126179694806e-28,3.1446145377391167e-23,2.0447159949072064e-36,7.7911302179166072e-29,1.0484446843427035e-28,2.6929067112764631e-29,6.6576251979286612e-34,2.9589477589062494e-38,1.4699167325792494e-39,1.6731832527494165e-34,1.8864418449228729e-44,4.110684485713103e-48,4.8214442607200824e-46,1.0977950675508682e-44,3.1346640803212843e-41,4.8105620708334712e-23,2.1666965221404526e-26
3.5576718829600776e-13,0.48741055657721005,154.0,0.0,0.0,0.0,0.99999981520249503,1.0,18.999999999922672,1.4498446679511746e-08,6.9152648353360564e-08,6.9132684160517197e-08,4.8553911841058408e-11,3.3794146127513287e-14,2.4145434223934006e-08,3.3787363636213882e-09,2.0512668284434682e-11,4.3917174752971367e-09,2.8657379019266652e-11,7.7177516265997831e-19,5.2169583186912204e-14,3.034705775146885e-19,2.3988675186599442e-14,1.2787475490291703e-17,1.2789817391718169e-17,1.996381741992194e-21,3.4551882636806358e-22,3.6597613288297823e-15,4.2640794177879254e-40,4.0362279189390456e-40,4.0362281844492799e-40,1.8312005136804535e-20,8.4771721375995935e-14,2.8238186684935498e-23,4.5583919324332765e-22,2.223619895902777e-17,1.7107232237828745e-17,8.5810974363033728e-28,3.53635256267085e-23,2.4869541817974029e-36,9.0169290215236985e-29,1.2263322338367141e-28,3.2459243748885648e-29,8.3543576416960908e-34,3.8643195047701445e-38,1.9196899036118855e-39,2.0351282630326059e-34,2.5633591513156512e-44,5.5873374255522378e-48,6.3424346621207848e-46,1.4376862908436159e-44,4.0938327413552511e-41,5.2021467967451558e-23,2.4365099756295976e-26
3.6942361905844004e-13,0.4874105565771935,154.0,0.0,0.0,0.0,0.99999980811421407,1.0,18.999999999916735,1.5054981887477072e-08,7.1806096089234079e-08,7.1784468938922568e-08,5.2349090089661173e-11,3.5093001084521032e-14,2.4815013272411307e-08,3.6180406046515106e-09,2.1153874660724961e-11,4.7027676766929401e-09,3.0793151592732909e-11,8.3210977953020549e-19,5.6240952577942598e-14,3.2608881135539486e-19,2.5864673912064057e-14,1.431681344726364e-17,1.431950601824853e-17,2.2921276950484628e-21,4.0044229207905205e-22,3.9460810961471199e-15,5.5501083079542767e-40,5.2535382854014503e-40,5.2535386442272252e-40,2.0506674099143873e-20,8.8317438453463e-14,3.0528187854719047e-23,4.9033399562558853e-22,2.476628727108299e-17,1.905373311130097e-17,9.9776561090365885e-28,3.9593375528485263e-23,3.0026232089251075e-36,1.0375104398699042e-28,1.4259661375518439e-28,3.8840224262360639e-29,1.0391724539157751e-33,4.995154806690036e-38,2.4814734195448218e-39,2.4571877435857865e-34,3.4425674583338705e-44,7.5058990967833095e-48,8.2539014929533181e-46,1.8635634653538615e-44,5.2918726395337421e-41,5.6090410694194313e-23,2.727828965714647e-26
3.8308004982087233e-13,0.4874105565771765,154.0,0.0,0.0,0.0,0.99999980102624841,1.0,18.999999999910585,1.5611517081496623e-08,7.4459474769008167e-08,7.4436111104060431e-08,5.6286762517984576e-11,3.6388255744788807e-14,2.5469405165011274e-08,3.8638153959704655e-09,2.17857040113351e-11,5.022228368576595e-09,3.2997935440904236e-11,8.9471007477200494e-19,6.046453882865503e-14,3.4943792969521668e-19,2.7811215594122269e-14,1.5963433083944695e-17,1.5966512300903759e-17,2.6176479939723513e-21,4.6156781127320456e-22,4.2431803451122655e-15,7.1552243165574089e-40,6.7728856405607655e-40,6.7728861202360528e-40,2.2870352447542339e-20,9.1884715088888656e-14,3.2913588049448371e-23,5.2596256145961891e-22,2.7471811186103256e-17,2.1135203613036642e-17,1.1538216775243189e-27,4.4147675946055192e-23,3.6005191129815444e-36,1.1873737496043058e-28,1.6490534662724049e-28,4.6161898254108605e-29,1.2821036166865516e-33,6.3957889668061405e-38,3.1772941799272697e-39,2.9465657557683262e-34,4.5734230771114617e-44,9.9743878931375347e-48,1.0635011450458592e-45,2.3927066309461974e-44,6.775758612358458e-41,6.0312437348107262e-23,3.0414762146502525e-26
3.967364805833046e-13,0.48741055657715876,154.0,0.0,0.0,0.0,0.9999997939385914,1.0,18.999999999904229,1.6168052261570573e-08,7.7112785135690904e-08,7.708761068807436e-08,6.0366896988221406e-11,3.7683224420886976e-14,2.6108954338978705e-08,4.1159139885704932e-09,2.2408293460986301e-11,5.349908805042205e-09,3.5270984243289629e-11,9.5957553063631546e-19,6.484027123766376e-14,3.7351002841752659e-19,2.9828292064983353e-14,1.7731662141829918e-17,1.7735166058026835e-17,2.9745867869879265e-21,5.293280824168242e-22,4.5510588031107157e-15,9.1428127392911566e-40,8.6542683954031396e-40,8.6542690301443992e-40,2.5409354362113045e-20,9.5473550714852159e-14,3.5395060231334866e-23,5.6271271170292412e-22,3.0357396056380244e-17,2.3355202190937085e-17,1.3275160507851977e-27,4.9038406775269751e-23,4.2901070416655057e-36,1.3521026022020638e-28,1.89736625836163e-28,5.4519485985647564e-29,1.5698823877682573e-33,8.1169626953411498e-38,4.0323617045458429e-39,3.5110148343761348e-34,6.0145800013937189e-44,1.3121239675990385e-47,1.3576723831488196e-45,3.0449903583246292e-44,8.5992529444453399e-41,6.4687536433988224e-23,3.3782742413947466e-26
4.103929113457369e-13,0.48741055657714055,154.0,0.0,0.0,0.0,0.99999978685123558,1.0,18.999999999897661,1.6724587427699086e-08,7.9766027919907738e-08,7.9738967723100602e-08,6.4589461369814227e-11,3.8985564405040326e-14,2.6733997486479935e-08,4.3741929332686759e-09,2.3021778139803405e-11,5.6856225293309692e-09,3.7611559718983413e-11,1.0267056229275609e-18,6.9368080117515893e-14,3.9829728856219628e-19,3.1915895158861407e-14,1.9625827834194208e-17,1.9629796606046251e-17,3.3646023381456066e-21,6.0416799376904577e-22,4.8697162005017988e-15,1.1586011928638971e-39,1.0966916891879889e-39,1.0966917723901845e-39,2.8129998737944394e-20,9.9083944767001332e-14,3.7973278268000692e-23,6.0057239041408831e-22,3.3427563147989024e-17,2.5717207214056462e-17,1.5201321487546893e-27,5.427754694658976e-23,5.081561335981694e-36,1.5325270956402721e-28,2.1727415612065984e-28,6.4013675385199671e-29,1.9087312468412861e-33,1.0216728778088398e-37,5.0755186729144131e-39,4.1588689109750305e-34,7.8357243268052067e-44,1.7099098520128308e-47,1.7183505240083366e-45,3.8432386192885635e-44,1.0823866243276114e-40,6.9215696501090212e-23,3.7390453619006696e-26
4.240493421081692e-13,0.4874105565771216,154.0,0.0,0.0,0.0,0.99999977976417465,1.0,18.999999999890882,1.7281122579882336e-08,8.2419203863838015e-08,8.2390182241268147e-08,6.8954423539448414e-11,4.0283361267664835e-14,2.7344863591758334e-08,4.6385120648766963e-09,2.3626291190387038e-11,6.0291873532548464e-09,4.0018931604966998e-11,1.0960998639009855e-18,7.4047896791121059e-14,4.2379197601622941e-19,3.4074016711970617e-14,2.165025684729638e-17,2.1654732760854789e-17,3.7893672495366271e-21,6.8654457587175198e-22,5.1991522706103232e-15,1.4568682559314722e-39,1.3790210880079504e-39,1.3790211961079142e-39,3.1038609189637002e-20,1.0271589668404422e-13,4.0648916933280365e-23,6.3952967488869517e-22,3.6686730140123669e-17,2.8224617356766168e-17,1.7329987370253627e-27,5.9877074430055735e-23,5.9857749627035292e-36,1.7294876908309557e-28,2.4770814877463855e-28,7.4750624107058846e-29,2.3054557924024689e-33,1.2760876118000572e-37,6.3394516695482464e-39,4.8990510829882984e-34,1.0118655419701987e-43,2.2087239045070165e-47,2.1574146838034177e-45,4.8134450300284068e-44,1.3519306920896283e-40,7.3896906142994024e-23,4.1246116893897347e-26
4.3770577287060147e-13,0.48741055657710214,154.0,0.0,0.0,0.0,0.99999977267740159,1.0,18.999999999883894,1.7837657718120482e-08,8.5072313697329991e-08,8.5041254274698736e-08,7.346175138105571e-11,4.1569169261054317e-14,2.7941874251491844e-08,4.9087343657110624e-09,2.4221963820191987e-11,6.380425179785719e-09,4.2492377500422889e-11,1.1677577544619181e-18,7.887965356541938e-14,4.4998643995859314e-19,3.6302648562499828e-14,2.3809275342131412e-17,2.381430283666036e-17,4.250565924289374e-21,7.7692663716940388e-22,5.53936674966937e-15,1.8186667094828777e-39,1.7214871692142197e-39,1.7214873085029679e-39,3.4141514042515675e-20,1.0636940590769113e-13,4.3422651906400056e-23,6.7957277737292101e-22,4.0139215430386194e-17,3.0880754911033736e-17,1.9674899447292612e-27,6.584896623706086e-23,7.0144015313432033e-36,1.9438339318563899e-28,2.8123532565931777e-28,8.6842091473048533e-29,2.7674952871207295e-33,1.5823968052412965e-37,7.8612071583698836e-39,5.7411081344837988e-34,1.2959408159037454e-43,2.8296204615773412e-47,2.6883734583469924e-45,5.9851787991290821e-44,1.676458163347689e-40,7.8731153996796249e-23,4.5357951346351798e-26
4.5136220363303376e-13,0.48741055657708215,154.0,0.0,0.0,0.0,0.99999976559091031,1.0,18.999999999876703,1.8394192842413684e-08,8.772535810572181e-08,8.7692183855506775e-08,7.8111412785807394e-11,4.2872203175636989e-14,2.8525343690345817e-08,5.1847259589667852e-09,2.4808925305359729e-11,6.7391619944424335e-09,4.503118285427531e-11,1.2416787288536849e-18,8.3863283729466524e-14,4.7687311282812686e-19,3.8601782550609439e-14,2.610720895548526e-17,2.6112834647460374e-17,4.7498950105966351e-21,8.7579473950122271e-22,5.8903593768164049e-15,2.2548901161131339e-39,2.1344014235294082e-39,2.1344016016129965e-39,3.7445046337854915e-20,1.1004447188265077e-13,4.6295159772834049e-23,7.2069003487717015e-22,4.3789238343803225e-17,3.3688865947230069e-17,2.2250253023730945e-27,7.2205198425314862e-23,8.1798627778772288e-36,2.1764245916175069e-28,3.1805892493307566e-28,1.0040542962627389e-28,3.3029345133360636e-33,1.9489782234520372e-37,9.6824101154207111e-39,6.6952167099533127e-34,1.6469504972910722e-43,3.5970626180407721e-47,3.3264501572783081e-45,7.3918277844944706e-44,2.0648461594962514e-40,8.3718428743059882e-23,4.9734174062228757e-26
4.65018634395466e-13,0.4874105565770616,154.0,0.0,0.0,0.0,0.99999975850469436,1.0,18.999999999869303,1.8950727952762096e-08,9.0378337800594163e-08,9.0342971015799379e-08,8.2903375652118094e-11,4.4187746788605542e-14,2.9095579087478072e-08,5.4663559696084406e-09,2.538730304472033e-11,7.1052276844755243e-09,4.7634640803722835e-11,1.3178622908337364e-18,8.8998721527232633e-14,5.044445083507273e-19,4.0971410518405668e-14,2.8548382801362743e-17,2.8554655505695046e-17,5.2890610018782008e-21,9.8364082336701422e-22,6.2521298940321901e-15,2.7778847044392319e-39,2.6294503899383709e-39,2.6294506159616429e-39,4.0955543823196194e-20,1.1374109405656837e-13,4.926711802337266e-23,7.6286990482656884e-22,4.7640923520730935e-17,3.6652123689969036e-17,2.5070697565213664e-27,7.895774610021357e-23,9.4953926757730646e-36,2.4281264368952461e-28,3.5838870494200194e-28,1.1556371086508294e-28,3.9205578234282422e-33,2.3852492920218279e-37,1.1849851564194559e-38,7.772219564082546e-34,2.0778524283536834e-43,4.5394834517074549e-47,4.0888077955680067e-45,9.0710593568060309e-44,2.5270735647871687e-40,8.8858719104922562e-23,5.4383000108203342e-26
4.786750651578983e-13,0.4874105565770403,154.0,0.0,0.0,0.0,0.99999975141874742,1.0,18.999999999861696,1.950726304916587e-08,9.3031253537173312e-08,9.2993615787676516e-08,8.7837607885638344e-11,4.545975241485717e-14,2.9652880569313306e-08,5.7534965274486583e-09,2.5957222560118346e-11,7.4784560428686888e-09,5.0302052171877558e-11,1.3963080338172511e-18,9.4285902157424439e-14,5.3269322148930876e-19,4.3411524309939194e-14,3.1137121471996811e-17,3.114409222389699e-17,5.8697808768662729e-21,1.1009682081862921e-21,6.6246780461397452e-15,3.4015755917481578e-39,3.2198151343332046e-39,3.2198154192284806e-39,4.4679348958566746e-20,1.1745927188002482e-13,5.2339205055160134e-23,8.0610097405704819e-22,5.1698300819753276e-17,3.9773628443402162e-17,2.8151337091374584e-27,8.6118583419996004e-23,1.0975042709302227e-35,2.6998144762842726e-28,4.0244095007785728e-28,1.324457086985941e-28,4.6298586191875078e-33,2.9017116570477063e-37,1.4415710069728692e-38,8.9836299247441165e-34,2.6035523468632357e-43,5.6896082224753736e-47,4.9946359128835305e-45,1.1065085693862196e-43,3.0742682691161293e-40,9.4152013848074575e-23,5.9312642534351195e-26
