Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505)
1.212662069589904e-07,1.2765744471868388,154.0,0.0,0.0,0.0,0.1032326560905,1.0,18.998334197302036,0.016954716910624928,0.028634208758982427,0.0013681008547115482,3.6216347701461448e-05,2.5089225862608663e-09,1.0742415269712439e-06,0.22652609507584895,6.652034942837655e-09,0.58560968005128378,1.5800696003001802e-05,2.9604434009470417e-13,0.0053852110587885062,9.2772754168882575e-14,3.2878267330956448e-06,0.027046646933556073,0.029604727397984972,2.4596707094646521e-06,1.4213206544614072e-06,0.0024440831793245462,1.2495120751099268e-05,0.00027024972101380028,0.00066182531693052599,4.3528377634986704e-05,0.0013566352134719,0.00019813494454353354,1.7767236381891479e-12,9.0814283192669308e-05,3.4324518337632451e-05,0.00066496047822041772,2.6596122261858924e-07,9.8677453724646579e-08,1.024320981150917e-11,9.7644462578548456e-06,2.9853504719752433e-07,7.9347258488115492e-06,1.2224903350803092e-07,1.648690810894155e-06,2.0047926397822107e-06,4.2139745225058295e-08,1.4199171433866058e-08,1.2698973856191607e-12,8.1386875906949283e-07,2.050748674062551e-07,3.8219775820579303e-09,1.0112063382997403e-10,4.3604377041276594e-12,1.6047386881590129e-11,3.5406216191171123e-08,4.9564679017524627e-13,7.0713171311179509e-09,1.6244463220883216e-10,4.0725674657589345e-06,5.6023341136253225e-10
1.2215339327906373e-07,1.2765747286935936,154.0,0.0,0.0,0.0,0.10164737752159306,1.0,18.998323974004332,0.016932547666929528,0.028616673426306822,0.0013327628588604193,3.5280881365743457e-05,2.507384242383937e-09,1.0630673984486621e-06,0.22656806837895646,6.5498837853440868e-09,0.58714209921897753,1.5791007949525483e-05,2.8839753052912361e-13,0.0054005976783490306,9.2715871395915367e-14,3.2029141833365683e-06,0.027068187195835453,0.029651470206459602,2.4616277629603744e-06,1.4224515563743477e-06,0.0024685337376184743,1.251606703077754e-05,0.00027164687724044815,0.00066952309770951669,4.3506292511703837e-05,0.0013649594529883138,0.00020086066284472672,1.7944940896271504e-12,9.1052967238647054e-05,3.4331295333114322e-05,0.00067192713228758215,2.6862496692969515e-07,9.9715055768228328e-08,1.0243190471574982e-11,9.8762472878103205e-06,2.996626072958215e-07,8.020691976816521e-06,1.2357426764221581e-07,1.6667040916635586e-06,2.0362323913671167e-06,4.2601692991629704e-08,1.4491599268177553e-08,1.2837720438331693e-12,8.298918143924249e-07,2.0943921113080783e-07,3.8605129916561134e-09,1.0214025155762223e-10,4.4044022422519347e-12,1.620340754346602e-11,3.5750326347310068e-08,4.9759766381357865e-13,7.0972002508568854e-09,1.6303923537928859e-10,4.1085672604556861e-06,5.6518521928859561e-10
1.239277659192104e-07,1.276575266467135,154.0,0.0,0.0,0.0,0.098554135542757007,1.0,18.998303529478285,0.016886295061637004,0.028580574142546993,0.0012646491039617655,3.3477775331210453e-05,2.5042174843150971e-09,1.0412300359700936e-06,0.22662708177041924,6.3505634566803031e-09,0.59015920342932937,1.5771064585049597e-05,2.7365834864070605e-13,0.0054306392792898448,9.2598775234497163e-14,3.0392445196598555e-06,0.027108080383526339,0.029741360843719589,2.465252047648813e-06,1.4245458848153034e-06,0.0025174394073886972,1.2554972932928425e-05,0.00027433794769841018,0.00068483171576380131,4.3454439716956342e-05,0.0013815114712881346,0.00020634726596452472,1.8300382998077976e-12,9.1522888282880379e-05,3.4341048233854257e-05,0.00068583960228853214,2.7395297632763243e-07,1.0178718198735958e-07,1.0241383046830021e-11,1.0099824051478128e-05,3.0187470490534228e-07,8.1920115386906374e-06,1.2621530092957864e-07,1.7026047342007706e-06,2.0995685111400201e-06,4.3522383473879647e-08,1.5085419192767074e-08,1.3114243716814311e-12,8.6236920901929192e-07,2.1830880824838084e-07,3.9378346244192151e-09,1.0418612448407891e-10,4.492617469750056e-12,1.6516499891706474e-11,3.6440865544698773e-08,5.0148977230220808e-13,7.1488003377465071e-09,1.6422462458886056e-10,4.1805221358963273e-06,5.7508267309218884e-10
1.2570213855935705e-07,1.2765757720288213,154.0,0.0,0.0,0.0,0.095561093690020735,1.0,18.998283088992412,0.01683758671798757,0.028543180209991505,0.0011998298272853116,3.1761879692672286e-05,2.5009373629647651e-09,1.0200549098023437e-06,0.22665386207083033,6.1576997615625224e-09,0.59311427387329541,1.575040726527019e-05,2.596320532184602e-13,0.0054597314962965045,9.2477487131163416e-14,2.8834895343221092e-06,0.027143921582932762,0.02982665132477727,2.4685078894011208e-06,1.4264273064981638e-06,0.0025663469431012192,1.2590069090883634e-05,0.00027689412160513749,0.00070001969008119983,4.3392805381281083e-05,0.001397936835025565,0.000211880256016498,1.8655838624467099e-12,9.1983131505970179e-05,3.4345887107424652e-05,0.00069972319005573924,2.7928122040220547e-07,1.0385503843743406e-07,1.0237319421119881e-11,1.0323334135974532e-05,3.0403098620504712e-07,8.3624781730069773e-06,1.2884319846530401e-07,1.7383297947838676e-06,2.1635037034057272e-06,4.4438601847996719e-08,1.5691139662894433e-08,1.3389414582663254e-12,8.9541671557577382e-07,2.2736536944364395e-07,4.0154762516012623e-09,1.0624046566977462e-10,4.5811977764627019e-12,1.6830939749431248e-11,3.7134377909298827e-08,5.0536949741418979e-13,7.200187018265459e-09,1.6540511107980796e-10,4.2524148114939911e-06,5.8497155581297916e-10
1.274765111995037e-07,1.2765762470406954,154.0,0.0,0.0,0.0,0.092664894252279709,1.0,18.998262654050027,0.016786534724931142,0.028504578722655934,0.0011381627839166524,3.0129429117216566e-05,2.4975515066468739e-09,9.9951997276041975e-07,0.2266495867089891,5.9710763377940829e-09,0.59600918820801085,1.5729084032796853e-05,2.4628786519249307e-13,0.0054879048838282355,9.2352289164957332e-14,2.7353076394168772e-06,0.027175938358418323,0.02990756470908635,2.4714159821318461e-06,1.4281077794967847e-06,0.0026152515527570605,1.2621555899983462e-05,0.00027931881293965578,0.000715081744598896,4.3321922701423426e-05,0.0014142378321060456,0.00021745904630860366,1.9011272933649582e-12,9.2433989989003238e-05,3.4345991377849358e-05,0.00071357668158773943,2.846091752831875e-07,1.0591844160720215e-07,1.0231117540136779e-11,1.0546740187555373e-05,3.0613324854187385e-07,8.5320510564110595e-06,1.3145733002879652e-07,1.7738705505234051e-06,2.2280267840717986e-06,4.5350122685099867e-08,1.6308696708047202e-08,1.366316584814536e-12,9.2902836579448027e-07,2.3660775582969726e-07,4.0934206307909925e-09,1.0830281881008995e-10,4.6701234907348819e-12,1.7146662225917452e-11,3.7830720433660242e-08,5.0923736342069802e-13,7.2513694904791456e-09,1.6658090617027164e-10,4.3242423763891299e-06,5.9485146708972156e-10
1.2925088383965036e-07,1.2765766930897282,154.0,0.0,0.0,0.0,0.089862296989148396,1.0,18.998242226113927,0.016733247172235694,0.028464851266049394,0.0010795102894843476,2.8576778977929204e-05,2.4940670611221983e-09,9.7960395100269414e-07,0.22661539325602065,5.7904843926614006e-09,0.59884576164466774,1.5707139891150192e-05,2.3359599218345007e-13,0.0055151890903818003,9.2223445571109561e-14,2.5943681842737512e-06,0.027204347453087342,0.029984314372699387,2.4739960356088681e-06,1.4295986931923596e-06,0.0026641487202471162,1.2649626242352727e-05,0.00028161553296612878,0.00073001302783658401,4.3242301543623733e-05,0.00143041667863136,0.00022308306659221143,1.9366653088822365e-12,9.2875747062941017e-05,3.4341534394384418e-05,0.00072739897356845814,2.8993634725658025e-07,1.0797722466721526e-07,1.0222890239153871e-11,1.0770007248792609e-05,3.081832230680359e-07,8.7006919758237884e-06,1.3405710567909146e-07,1.8092188327442575e-06,2.2931271391944843e-06,4.6256734843974268e-08,1.693802437427463e-08,1.3935434594342291e-12,9.6319814094091339e-07,2.4603478539640489e-07,4.1716506297183929e-09,1.1037273050650691e-10,4.7593750665666701e-12,1.7463602301223328e-11,3.8529749812272096e-08,5.130938542438376e-13,7.3023563521915076e-09,1.677522073879687e-10,4.3960021203492757e-06,6.04722034146939e-10
1.3102525647979702e-07,1.2765771116904363,154.0,0.0,0.0,0.0,0.087150174735622685,1.0,18.998221806604999,0.016677828290621134,0.028424074270504605,0.0010237392344152132,2.7100405732878733e-05,2.4904907205569697e-09,9.6028631493407262e-07,0.22655238080959186,5.6157224197541728e-09,0.60162574913137479,1.5684616999737778e-05,2.2152763160045719e-13,0.0055416128761117964,9.2091203885827113e-14,2.4603514916268108e-06,0.027229355192769207,0.030057104324603519,2.4762668122035316e-06,1.4309108895094871e-06,0.0027130341901707004,1.267446550890318e-05,0.0002837878695806748,0.00074480909372062634,4.3154429229020837e-05,0.0014464755202918669,0.00022875176183961932,1.972194814789013e-12,9.3308676649600414e-05,3.4332683642571578e-05,0.00074118906527595669,2.9526227110560795e-07,1.1003123625139125e-07,1.0212745413039754e-11,1.0993102647978948e-05,3.1018257646953171e-07,8.8683652115503179e-06,1.3664197395159813e-07,1.8443670022536089e-06,2.3587947037451401e-06,4.7158240834376616e-08,1.7579054820946207e-08,1.4206161980653159e-12,9.979199766277656e-07,2.5564523613088731e-07,4.2501492620901757e-09,1.1244975121561382e-10,4.8489331244977481e-12,1.7781695004475201e-11,3.9231322835535725e-08,5.1693941635077524e-13,7.3531556404522369e-09,1.6891919937768364e-10,4.4676915205865942e-06,6.1458290998283621e-10
1.3279962911994368e-07,1.2765775042874157,154.0,0.0,0.0,0.0,0.084525509181983899,1.0,18.998201396901045,0.016620378586937774,0.028382319342321129,0.00097072107746224367,2.5696906755993854e-05,2.4868287565369869e-09,9.415472512782429e-07,0.22646161132890599,5.4465959270191766e-09,0.60435084745729428,1.5661554856583074e-05,2.1005496925865826e-13,0.0055672041311175136,9.1955796019173883e-14,2.332948843815921e-06,0.027251157885351675,0.03012612952284361,2.4782461632165127e-06,1.4320546839071272e-06,0.0027619039533977085,1.2696251655364377e-05,0.00028583946822733367,0.00075946588275838871,4.305877131554665e-05,0.0014624164338902289,0.00023446459110243274,2.0077128958586049e-12,9.3733043590328496e-05,3.4319600947781847e-05,0.00075494605102333155,3.0058650853296695e-07,1.1208033931849643e-07,1.0200786185758267e-11,1.1215995892827748e-05,3.1213291274742066e-07,9.0350374243460004e-06,1.3921142011586966e-07,1.8793079254394269e-06,2.4250199403752551e-06,4.8054456201644724e-08,1.8231718413023622e-08,1.447529306069398e-12,1.0331877673306449e-06,2.6543784898881128e-07,4.3288997206606255e-09,1.1453343612500747e-10,4.9387784893377684e-12,1.8100875580163335e-11,3.9935296757273231e-08,5.2077446146474657e-13,7.4037748685788371e-09,1.7008205475186122e-10,4.5393082294045988e-06,6.2443377167119407e-10
1.3457400176009034e-07,1.2765778722579317,154.0,0.0,0.0,0.0,0.08198538682082547,1.0,18.998180998336085,0.016560994974581487,0.028339653574226964,0.00092033182118095552,2.4362999689693861e-05,2.4830870452691306e-09,9.2336763626428057e-07,0.22634411092240811,5.2829171755980885e-09,0.60702269728120828,1.5637990469638872e-05,1.9915117408740366e-13,0.0055919898942463561,9.181743926092672e-14,2.2118624254728916e-06,0.027269942214284602,0.030191576189199168,2.4799510646723327e-06,1.433039886062519e-06,0.0028107542333454835,1.2715155290218904e-05,0.00028777401432465407,0.00077397970361238802,4.2955772373334484e-05,0.0014782414289721932,0.00024022102644712055,2.0432168058781797e-12,9.414910396286445e-05,3.4302442671544248e-05,0.0007686691130992288,3.0590864666112068e-07,1.1412441008887419e-07,1.0187111078676575e-11,1.1438658568339774e-05,3.1403577503726002e-07,9.2006775463870021e-06,1.4176496449358301e-07,1.9140349511895614e-06,2.4917938182830668e-06,4.8945208932395147e-08,1.8895943809315838e-08,1.4742776604517862e-12,1.0689953706396719e-06,2.75411330722309e-07,4.4078854076117958e-09,1.1662334595793612e-10,5.0288922248270107e-12,1.8421079642724808e-11,4.0641529636383675e-08,5.2459936910448995e-13,7.4542210608603159e-09,1.7124093488789552e-10,4.6108500626220751e-06,6.3427431877009765e-10
1.36348374400237e-07,1.276578216914451,154.0,0.0,0.0,0.0,0.079526995061662914,1.0,18.998160612199751,0.016499770899108607,0.028296139835406981,0.00087245197029164911,2.3095521344253265e-05,2.4792710929921401e-09,9.0572900993037162e-07,0.22620087108784856,5.1245049294624907e-09,0.60964288508399211,1.5613958516822803e-05,1.8879038913329424e-13,0.0056159963723453775,9.1676337220213125e-14,2.0968052249409497e-06,0.027285885625505761,0.030253622121723601,2.481397652514592e-06,1.4338758202088086e-06,0.0028595814729740058,1.2731339790109702e-05,0.00028959521720209406,0.000788347215110153,4.2845856751982517e-05,0.0014939524495544111,0.00024602055196795345,2.0787039582013547e-12,9.4557105386307262e-05,3.4281359900606481e-05,0.00078235751520335634,3.1122829661103938e-07,1.1616333705569666e-07,1.0171814177310492e-11,1.1661064238874974e-05,3.15892647460116e-07,9.3652566762193764e-06,1.4430216083784816e-07,1.9485418886464898e-06,2.5591077922427919e-06,4.9830338881669579e-08,1.9571658046888745e-08,1.5008564927271832e-12,1.1053366112603758e-06,2.8556435656395204e-07,4.4870899622662047e-09,1.1871904770731124e-10,5.1192556652536871e-12,1.8742243319266443e-11,4.1349880652317713e-08,5.2841448895381035e-13,7.5045007849711603e-09,1.7239599067281394e-10,4.6823149887678351e-06,6.4410427183662083e-10
1.3812274704038365e-07,1.2765785395071283,154.0,0.0,0.0,0.0,0.077147618508781157,1.0,18.998140239737133,0.016436796459147949,0.028251837041965266,0.00082696647472088017,2.1891426191464872e-05,2.4753860596727089e-09,8.8861355151529311e-07,0.22603284990569036,4.9711842155674567e-09,0.6122129450466206,1.5589491495253861e-05,1.7894771924688804e-13,0.0056392489598653906,9.1532680701743953e-14,1.9875008987503747e-06,0.027299156706875001,0.030312437004179422,2.4826012571189166e-06,1.4345713450784301e-06,0.0029083823224816817,1.2744961436814534e-05,0.00029130679550151765,0.00080256540872436055,4.2729429337395277e-05,0.0015095513759318402,0.00025186266287482631,2.1141719168095629e-12,9.4957287314443916e-05,3.4256498628877749e-05,0.00079601059635678372,3.1654509215748163e-07,1.1819702006760272e-07,1.0154985295987619e-11,1.1883188354379543e-05,3.1770495699356221e-07,9.5287479776871688e-06,1.4682259477387368e-07,1.9828229857983689e-06,2.6269537818660806e-06,5.070969722154493e-08,2.0258786621878171e-08,1.5272613724295175e-12,1.1422052847826539e-06,2.9589557276990168e-07,4.5664972861990513e-09,1.2082011530088635e-10,5.2098504441043945e-12,1.9064303380605109e-11,4.2060210394759442e-08,5.3222014306790256e-13,7.5546201821909356e-09,1.7354736319754941e-10,4.7537011190135189e-06,6.5392337104296502e-10
1.398971196805303e-07,1.2765788412262473,154.0,0.0,0.0,0.0,0.074844635391892692,1.0,18.998119882148721,0.016372158522875657,0.028206800409501725,0.00078376466010732985,2.0747784526296073e-05,2.4714367811341602e-09,8.7200405586770401e-07,0.22584097318852456,4.8227860938519537e-09,0.61473436085802657,1.5564619860617393e-05,1.695992160554738e-13,0.0056617722586851009,9.138664852408575e-14,1.8836836058566114e-06,0.027309915559104215,0.030368182711180455,2.4835764370316585e-06,1.4351348733990921e-06,0.0029571536276583317,1.275616957180507e-05,0.00029291246394723538,0.00081663159155554062,4.2606876295472774e-05,0.0015250400265394821,0.00025774686465039804,2.1496183878506472e-12,9.5349881318113714e-05,3.4227999932660628e-05,0.00080962776524718511,3.2185868845606869e-07,1.2022536947678513e-07,1.0136710139799027e-11,1.2105008160589549e-05,3.1947407534723449e-07,9.691126582729942e-06,1.4932588229929935e-07,2.0168729088848692e-06,2.6953241511778772e-06,5.1583145910681394e-08,2.0957253567104547e-08,1.5534881912493707e-12,1.1795951612468729e-06,3.0640359903021009e-07,4.6460915658752173e-09,1.2292613020089762e-10,5.300658519890625e-12,1.9387197361195715e-11,4.2772381128774869e-08,5.3601662792956247e-13,7.6045849956137534e-09,1.7469518440503094e-10,4.8250066977801288e-06,6.6373137488520632e-10
1.4167149232067697e-07,1.2765791232046264,154.0,0.0,0.0,0.0,0.072615514139515225,1.0,18.998099540590633,0.016305940840311336,0.028161081689415293,0.0007427401482673862,1.9661780362628626e-05,2.4674277897590414e-09,8.5588391080555132e-07,0.2256261355890786,4.6791474364357475e-09,0.61720856745700781,1.5539372157548747e-05,1.6072186076215612e-13,0.00568359009803651,9.1238408285199944e-14,1.7850978176462161e-06,0.027318314157407861,0.030421013608076784,2.4843370118639069e-06,1.4355743909016661e-06,0.0030058924188529172,1.2765106766037894e-05,0.00029441592138754641,0.00083054336984153434,4.247856580052615e-05,0.0015404201598468248,0.00026367267227112934,2.1850412116238732e-12,9.573511135726498e-05,3.419600013956659e-05,0.00082320849497058521,3.2716876083751382e-07,1.2224830534679532e-07,1.0117070463349529e-11,1.2326502613018906e-05,3.2120132083065039e-07,9.8523694979200079e-06,1.5181166834219988e-07,2.0506867225913277e-06,2.7642116885771011e-06,5.2450557184138013e-08,2.1666981526859875e-08,1.5795331477785952e-12,1.2174999885341112e-06,3.1708703075429212e-07,4.7258572929574012e-09,1.2503668194203666e-10,5.39166219931827e-12,1.9710863668539533e-11,4.3486257036733942e-08,5.3980421636803497e-13,7.6544005965257675e-09,1.7583957769618554e-10,4.8962300939578431e-06,6.7352805897633886e-10
1.4344586496082363e-07,1.276579386519974,154.0,0.0,0.0,0.0,0.070457810088654205,1.0,18.998079216174951,0.016238224151595811,0.028114729390010709,0.00070379076924331947,1.8630709106057059e-05,2.4633633338600419e-09,8.4023707538250498e-07,0.2253892016684271,4.5401107155994825e-09,0.61963695271078234,1.5513775141630091e-05,1.5229354512254371e-13,0.0057047255544511758,9.1088117078739007e-14,1.6914981076193685e-06,0.027324496703419097,0.030471076844984093,2.484896094299536e-06,1.4358974748161233e-06,0.0030545959005280213,1.2771909002205106e-05,0.00029582084003686415,0.00084429863300877707,4.2344848747205154e-05,0.0015556934762715677,0.000269639609488531,2.2204383549910414e-12,9.6113194043111229e-05,3.4160630991360926e-05,0.00083675231814347539,3.324750036659562e-07,1.2426575671611032e-07,1.0096144226024856e-11,1.254765229459776e-05,3.2288796020601039e-07,1.0012455514648663e-05,1.5427962537536203e-07,2.0842598710122201e-06,2.8336095872300279e-06,5.3311813062961955e-08,2.2387891829105875e-08,1.6053927328475049e-12,1.2559134955982402e-06,3.2794444123697756e-07,4.8057792824041182e-09,1.2715136861090874e-10,5.482844157935611e-12,2.0035241682497539e-11,4.4201704437941695e-08,5.4358315934915616e-13,7.7040720090711195e-09,1.7698065849661936e-10,4.9673697926998768e-06,6.8331321491821742e-10
1.4522023760097029e-07,1.2765796321971796,154.0,0.0,0.0,0.0,0.068369162326156349,1.0,18.998058909970208,0.016169086291364619,0.028067788983208844,0.00066681846612408292,1.7651975035255197e-05,2.4592473957893601e-09,8.2504805903027295e-07,0.22513100692554708,4.40552380024932e-09,0.62202085903206272,1.5487853893442055e-05,1.4429305085661103e-13,0.0057252009716685899,9.0935922163693375e-14,1.6026489236162995e-06,0.027328599967067636,0.030518512644527377,2.4852661211897112e-06,1.4361113118395871e-06,0.0031032614413797652,1.2776705866265933e-05,0.00029713085585913172,0.00085789553827481622,4.2206059445127079e-05,0.0015708616201030566,0.00027564720816773393,2.2558079041982254e-12,9.6484338890678737e-05,3.4122019800911564e-05,0.00085025882236538434,3.3777712925907224e-07,1.2627766091445203e-07,1.0074005743586138e-11,1.2768439336859587e-05,3.245352105206664e-07,1.0171365122891475e-05,1.5672945208576097e-07,2.1175881593695717e-06,2.9035114259308876e-06,5.4166804883186605e-08,2.3119904555244596e-08,1.6310637154435475e-12,1.2948293955520093e-06,3.3897438370926435e-07,4.8858426884481599e-09,1.2926979726937311e-10,5.5741874583631428e-12,2.0360271844868383e-11,4.4918591986771485e-08,5.4735368764328995e-13,7.7536039332960005e-09,1.7811853478603651e-10,5.038424387761223e-06,6.9308664924839464e-10
1.4699461024111694e-07,1.276579861210541,154.0,0.0,0.0,0.0,0.066347290656363744,1.0,18.998038623002046,0.016098602289353649,0.028020303097732218,0.00063172919389966112,1.6723088625301297e-05,2.4550837088629409e-09,8.1030190154075802e-07,0.22485235878958529,4.2752397605200976e-09,0.6243615849368539,1.5461631925151485e-05,1.3670002776867726e-13,0.0057450379804486369,9.078196159021442e-14,1.518324345624622e-06,0.027330753618132333,0.030563454582864556,2.4854588837078551e-06,1.43622271556147e-06,0.0031518865649981247,1.2779620745831558e-05,0.00029834956002570138,0.00087133249580849945,4.206251629538604e-05,0.0015859261814251894,0.00028169500768009386,2.291148058089982e-12,9.6848748562091509e-05,3.4080289603450222e-05,0.00086372764600997447,3.4307486686723292e-07,1.2828396292858063e-07,1.0050725835898197e-11,1.2988847344561048e-05,3.261442409135945e-07,1.0329080428467875e-05,1.5916087209792883e-07,2.1506677364689829e-06,2.9739111504612412e-06,5.5015432843801701e-08,2.3862938607625017e-08,1.6565431291981261e-12,1.3342413886193673e-06,3.5017539327850136e-07,4.9660330185542271e-09,1.313915843243733e-10,5.6656755662178513e-12,2.0685895739654009e-11,4.5636790850233553e-08,5.5111601337815218e-13,7.8030007666679456e-09,1.7925330759262836e-10,5.10939257434943e-06,7.0284818245733736e-10
1.487689828812636e-07,1.2765800744859392,154.0,0.0,0.0,0.0,0.064389992688840325,1.0,18.998018356253898,0.016026844467398584,0.02797231169973359,0.0005984328136839673,1.5841663748312423e-05,2.4508757731843861e-09,7.9598415384630428e-07,0.22455403757645459,4.1491166801156654e-09,0.62666038654560186,1.5435131280169441e-05,1.29494970864471e-13,0.0057642575182295618,9.0626364784749917e-14,1.438307832382693e-06,0.027331080547219434,0.030606029863570902,2.4854855565424207e-06,1.4362381433326113e-06,0.0032004689410387887,1.2780771033710584e-05,0.00029948049137322328,0.00088460815445128005,4.1914522448164191e-05,0.0016008886980281504,0.00028778255434611588,2.3264571216950553e-12,9.7206619101003404e-05,3.403555930239324e-05,0.0008771584743203631,3.4836796170855577e-07,1.3028461481390915e-07,1.0026371970607606e-11,1.3208861323598532e-05,3.2771617439028845e-07,1.0485585073690256e-05,1.6157363274960082e-07,2.1834950778715251e-06,3.0448030554772952e-06,5.5857605573138292e-08,2.4616911774958473e-08,1.6818282594248154e-12,1.3741431649667884e-06,3.6154598876344833e-07,5.0463361454747229e-09,1.3351635584740628e-10,5.7572923638676916e-12,2.1012056164499313e-11,4.6356174866052229e-08,5.5487033148440668e-13,7.8522666241779735e-09,1.8038507145490422e-10,5.1802731424505304e-06,7.125976480709453e-10
1.5054335552141026e-07,1.2765802729029363,154.0,0.0,0.0,0.0,0.062495141040288173,1.0,18.997998110667876,0.015953882532981706,0.027923852261770334,0.00056684298347565976,1.500541478235339e-05,2.446626870447708e-09,7.8208085955861602e-07,0.22423679741129299,4.027017476007341e-09,0.6289184790301634,1.5408372626377991e-05,1.2265919671840078e-13,0.0057828798485808873,9.0469253097418977e-14,1.3623919595954974e-06,0.027329697176021874,0.030646359584069298,2.4853567261144628e-06,1.4361637125708966e-06,0.0032490063768789794,1.2780268334910464e-05,0.00030052712978961583,0.00089772138799932416,4.1762366440918385e-05,0.0016157506573001026,0.00029390940092514787,2.3617335001635853e-12,9.7558140158564716e-05,3.3987943809955731e-05,0.00089055103578589991,3.536561740568384e-07,1.3227957514850686e-07,1.0001008402643525e-11,1.3428467612085728e-05,3.2925208956171945e-07,1.0640864161294116e-05,1.6396750391797058e-07,2.2160669697588189e-06,3.1161817669476503e-06,5.6693239713087032e-08,2.5381740795790675e-08,1.7069166306915019e-12,1.4145284074245604e-06,3.7308467442947876e-07,5.1267383175219141e-09,1.3564374784676606e-10,5.849022162151135e-12,2.1338697193789287e-11,4.7076620682317785e-08,5.5861682104145264e-13,7.9014053571263348e-09,1.8151391485327909e-10,5.2510649705959794e-06,7.2233489179369069e-10
1.5231772816155692e-07,1.2765804572968233,154.0,0.0,0.0,0.0,0.060660680645658785,1.0,18.997977887145623,0.015879783669456929,0.027874959920888117,0.00053687704637513881,1.4212153652935475e-05,2.4423400777857951e-09,7.6857853723288229e-07,0.22390136711809269,3.9088097251686272e-09,0.63113703800871113,1.5381375343346933e-05,1.1617481928979228e-13,0.0058009245804123109,9.0310740314099435e-14,1.2903781519752655e-06,0.027326713756823887,0.030684558994410166,2.4850824178167225e-06,1.4360052165014538e-06,0.0032974968097331842,1.2778218675319919e-05,0.00030149289046334064,0.00091067128204257728,4.1606322816893687e-05,0.0016305134980924149,0.00030007510614873457,2.3969756930383277e-12,9.7903495211253068e-05,3.3937554182758904e-05,0.00090390509878096788,3.5893927837975058e-07,1.3426880852656887e-07,9.9746963094776034e-12,1.3647653814469778e-05,3.3075302234436079e-07,1.0794904181547751e-05,1.6634227689498797e-07,2.2483804934701391e-06,3.1880422251560827e-06,5.7522259520607755e-08,2.615734142013942e-08,1.7318059949101434e-12,1.4553907941062128e-06,3.8478994162856128e-07,5.2072261671609537e-09,1.3777340649532231e-10,5.9408497101810023e-12,2.1665764233852094e-11,4.7798007879702705e-08,5.6235564652976917e-13,7.9504205706776071e-09,1.8263992061338863e-10,5.3217670200420415e-06,7.3205977070843931e-10
1.5409210080170358e-07,1.2765806284605914,154.0,0.0,0.0,0.0,0.058884626173951682,1.0,18.997957686549267,0.015804612623071677,0.027825667626493161,0.00050845591702646453,1.3459786827461702e-05,2.4380182807241619e-09,7.5546416332691261e-07,0.22354845107768334,3.7943654980557449e-09,0.63331720089048726,1.5354157603915699e-05,1.1002472535449531e-13,0.005818410686907245,9.0150933135430595e-14,1.2220764109592344e-06,0.027322234661278064,0.030720737748273923,2.4846721222767922e-06,1.4357681393329174e-06,0.0033459382992066821,1.2774722710655601e-05,0.00030238111893533847,0.00092345712135439922,4.1446652723866455e-05,0.0016451786125533392,0.00030627923429478882,2.4321822888438473e-12,9.8242861770868721e-05,3.3884497752611172e-05,0.00091722046844838366,3.6421706252486746e-07,1.3625228508873358e-07,9.9474939221135309e-12,1.3866408738571608e-05,3.3221996761900149e-07,1.0947692942443831e-05,1.686977633101952e-07,2.2804330106911754e-06,3.2603796682786193e-06,5.8344596486010321e-08,2.6943628469385009e-08,1.7564943199284727e-12,1.4967240009326384e-06,3.9666027034830231e-07,5.2877867180227392e-09,1.3990498831645597e-10,6.0327602033454847e-12,2.1993204070697047e-11,4.852021907718918e-08,5.660869589955391e-13,7.9993156402616158e-09,1.8376316628288675e-10,5.3923783293360594e-06,7.417721525294457e-10
