Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505)
2.020709864400288e-12,1.2763661376748086,154.0,0.0,0.0,0.0,0.99995839389412566,1.0,18.999999994712724,1.0661806127591931e-06,2.5393613157202573e-06,2.5360031357704391e-06,4.252621154036012e-09,2.2252536706695099e-13,7.0480926078218603e-06,9.6444097093121968e-06,6.2167674052580113e-08,1.8704235220614788e-05,1.0132452916929392e-09,3.4762008499007145e-17,2.7566047209658411e-10,5.9491844502041065e-18,9.8891423864538229e-11,1.0846154046939047e-12,1.0847361543323668e-12,8.6005982390955547e-17,3.4742775379260914e-17,1.0643400450495259e-12,6.6648367552498958e-30,6.1689600513056025e-30,6.1690167737120857e-30,1.5199689082941524e-17,2.1182695366761676e-11,6.6484104033384138e-20,3.9277539176510254e-20,8.4489695809714906e-12,4.3563107582264757e-12,8.8069191953775314e-22,7.528875795301317e-19,1.8704036934044463e-28,2.8766923209245852e-24,2.5266750148080297e-23,2.237970076550932e-23,6.6641901962825737e-27,7.8128835470791185e-31,8.2447656827251318e-31,1.2646147501188698e-28,2.5954824887160296e-35,1.1630187677001551e-39,6.1645294282738699e-37,2.1132003476679822e-36,7.826018096207018e-34,1.8342878381293973e-18,2.0732184087465811e-21,1.8008221133992744e-21,2.1633537877699185e-22,3.2544107188714731e-19,2.3471453104896842e-19,3.5706111589794747e-15,2.2485485162337118e-17,2.471537292816868e-17,2.771696301757205e-21
2.0380177167395633e-12,1.2763661376742022,154.0,0.0,0.0,0.0,0.99995803894787072,1.0,18.999999994629352,1.0753124643798477e-06,2.5611076511107981e-06,2.557687717031994e-06,4.324141497554031e-09,2.2446914215552482e-13,7.0500060301017493e-06,9.7465796729882121e-06,6.2231724145260197e-08,1.8902382819060048e-05,1.0248917316299214e-09,3.5346636737775007e-17,2.7894721481016267e-10,6.0175752858735926e-18,1.0058233799931629e-10,1.1126380543754913e-12,1.1127621528009727e-12,8.8328404304654661e-17,3.5769109787856117e-17,1.0826494050422019e-12,7.0738728978311184e-30,6.5475787719056463e-30,6.5476394922454015e-30,1.5596438539094642e-17,2.1382604136652802e-11,6.7714999312184747e-20,3.9734275456604111e-20,8.6201852192907214e-12,4.4445879037201407e-12,9.113888360186107e-22,7.723664861368825e-19,1.9521099555718102e-28,2.9540421083549081e-24,2.6147442635681792e-23,2.3182646575881611e-23,6.9637139177693072e-27,8.2349960463331481e-31,8.6906673661180284e-31,1.3198726609200037e-28,2.7597477241373096e-35,1.2372502436295144e-39,6.4995844555373253e-37,2.2339694972369381e-36,8.2493895551154421e-34,1.8658034395443321e-18,2.1263212113378448e-21,1.8340829043379956e-21,2.2136052414740181e-22,3.3392293642260497e-19,2.3876396537623445e-19,3.6316678028126233e-15,2.3022082926621947e-17,2.5353863838661981e-17,2.8480287003760206e-21
2.0553255690788386e-12,1.2763661376735917,154.0,0.0,0.0,0.0,0.9999576840048745,1.0,18.999999994545409,1.0844443120217526e-06,2.5828539604372195e-06,2.5793716991075319e-06,4.3962307876959887e-09,2.2634817421999337e-13,7.0518382645485469e-06,9.848776769602688e-06,6.2293963384120468e-08,1.9100583051369192e-05,1.0365486974884521e-09,3.5935915827580621e-17,2.8223924990508094e-10,6.0860115009463261e-18,1.0228740974364618e-10,1.1411377828268034e-12,1.1412652919304775e-12,9.0692230722511866e-17,3.6815930067803358e-17,1.1011148991103831e-12,7.5042226364112221e-30,6.9459272211714181e-30,6.9459921837293216e-30,1.6000078684142307e-17,2.158282739030867e-11,6.895868480675313e-20,4.0191528101630986e-20,8.7932005202281207e-12,4.5337928749009587e-12,9.4288360855366854e-22,7.9217793899606498e-19,2.0366507880679995e-28,3.0327764965873965e-24,2.7051023987543226e-23,2.4007084243988376e-23,7.2739355421524203e-27,8.6759663998727968e-31,9.1565181435421271e-31,1.377048298351768e-28,2.9328551465310552e-35,1.3155222215229063e-39,6.8497037805125126e-37,2.3605464720590458e-36,8.6917094337972664e-34,1.8975868158684729e-18,2.1803125061313425e-21,1.8676493623310682e-21,2.26461507872575e-22,3.4255049206379901e-19,2.4284765962995891e-19,3.693236397451438e-15,2.3566447197876151e-17,2.6003225637005198e-17,2.9257528121164734e-21
2.072633421418114e-12,1.2763661376729767,154.0,0.0,0.0,0.0,0.99995732906503076,1.0,18.999999994460882,1.0935761556849386e-06,2.6046002438977907e-06,2.6010550826598322e-06,4.4688883622190187e-09,2.2827558648231873e-13,7.0535927516000476e-06,9.9509998475901584e-06,6.2354442946657805e-08,1.929883368422247e-05,1.0482158780211939e-09,3.6529840194752849e-17,2.8553649052349837e-10,6.1545201428433052e-18,1.0400663471014339e-10,1.1701185671845325e-12,1.1702495494294786e-12,9.3097824041125034e-17,3.7883445715167326e-17,1.1197365271756773e-12,7.9568023685844522e-30,7.3648537626301453e-30,7.3649232243652349e-30,1.6410670335831305e-17,2.1783365145010528e-11,7.0215201434018306e-20,4.0649285192569056e-20,8.9680158482508014e-12,4.6239258583217961e-12,9.7519004091360949e-22,8.1232473385346447e-19,2.1240995079533635e-28,3.112908083527359e-24,2.7977890044149678e-23,2.4853396712551393e-23,7.5951401244556105e-27,9.136463621084863e-31,9.6430272539398803e-31,1.4361912911373256e-28,3.1151984802332146e-35,1.3980173929153121e-39,7.2154256231161056e-37,2.4931592640868446e-36,9.153651782449909e-34,1.9296379506681993e-18,2.2351993127282213e-21,1.9015214685739072e-21,2.3163888011678357e-22,3.5132496588065934e-19,2.4696560520919988e-19,3.75531681471708e-15,2.4118613541368065e-17,2.6663549080365133e-17,3.004881151629337e-21
2.089941273757389e-12,1.276366137672358,154.0,0.0,0.0,0.0,0.99995697412823614,1.0,18.999999994375777,1.102707995369434e-06,2.6263465018808797e-06,2.6227378683509004e-06,4.5421135596494986e-09,2.3016520914061383e-13,7.0552727860283275e-06,1.005324780414162e-05,6.2413212565192295e-08,1.949713257885735e-05,1.059892971169257e-09,3.7128404555626199e-17,2.8883885226022331e-10,6.2230771634882696e-18,1.0574000851312088e-10,1.1995843833537529e-12,1.1997189017748245e-12,9.5545546544816975e-17,3.8971866204837557e-17,1.1385142891618931e-12,8.4325596551424567e-30,7.805235612796995e-30,7.8053098438847631e-30,1.6828274347164069e-17,2.198421741802126e-11,7.1484590164946662e-20,4.1107535162268871e-20,9.1446315478637076e-12,4.7149870302422585e-12,1.0083220584149889e-21,8.3280966598512286e-19,2.2145306930584477e-28,3.1944494744740655e-24,2.8928440122718821e-23,2.5721970388597733e-23,7.9276177721227799e-27,9.6171743918885162e-31,1.0150922733529068e-30,1.4973521220753219e-28,3.3071853708906795e-35,1.4849250550524848e-39,7.5973025381688271e-37,2.6320428518477214e-36,9.6359085329305722e-34,1.9619568275211408e-18,2.2909886422944419e-21,1.9356992042685909e-21,2.3689319090468973e-22,3.6024758463210423e-19,2.5111779353822209e-19,3.8179089268038866e-15,2.4678617179639495e-17,2.7334924903219573e-17,3.0854262303623093e-21
2.1072491260966644e-12,1.2763661376717343,154.0,0.0,0.0,0.0,0.99995661919439194,1.0,18.999999994290093,1.1118398310752661e-06,2.6480927346136891e-06,2.6444200568419685e-06,4.615905719282525e-09,2.3208311238644703e-13,7.0568815230327176e-06,1.0155519583165159e-05,6.2470320566957505e-08,1.9695477687113298e-05,1.0715796837954611e-09,3.7731603413762497e-17,2.9214625309467438e-10,6.2916981211033011e-18,1.0748752676858818e-10,1.2295392060078221e-12,1.2296773242115098e-12,9.8035760405626187e-17,4.0081400988579443e-17,1.157448184994945e-12,8.9324740185993965e-30,8.2679795806459627e-30,8.2680588650392227e-30,1.7252951606339914e-17,2.2185384226585382e-11,7.2766892024594977e-20,4.1566266785239636e-20,9.3230479444448456e-12,4.8069765570593769e-12,1.0422937080583906e-21,8.5363553019723514e-19,2.3080201935871574e-28,3.2774132821072917e-24,2.9903077020852177e-23,2.6613195147077263e-23,8.2716636928418402e-27,1.011880338022244e-30,1.0680951755884589e-30,1.5605821359065581e-28,3.5092377587730671e-35,1.5764412947227703e-39,7.9959016759787598e-37,2.7774393607455997e-36,1.0139189822864343e-33,1.9945434300162429e-18,2.3476874975666679e-21,1.9701825506245307e-21,2.4222499012168719e-22,3.6931957476678555e-19,2.5530421606627865e-19,3.8810126062761425e-15,2.524649299546752e-17,2.8017443817412381e-17,3.1674005565681977e-21
2.1245569784359397e-12,1.276366137671107,154.0,0.0,0.0,0.0,0.99995626426340212,1.0,18.99999999420384,1.1209716628024621e-06,2.6698389424302994e-06,2.6661016487934952e-06,4.6902641811812159e-09,2.3397982492113827e-13,7.0584219841030011e-06,1.0257814173323406e-05,6.2525813913355849e-08,1.9893867047625775e-05,1.0832757314237133e-09,3.8339431447100837e-17,2.9545861332425963e-10,6.3603682228136794e-18,1.0924918509425015e-10,1.2599870085885473e-12,1.260128790752843e-12,1.0056882768332277e-16,4.1212259493177904e-17,1.1765382146028199e-12,9.4575577477752191e-30,8.7540228126970207e-30,8.7541074487057481e-30,1.7684763036678973e-17,2.2386865587928966e-11,7.4062148092108112e-20,4.2025469167662583e-20,9.5032653450490501e-12,4.8998945957220604e-12,1.0771191586392678e-21,8.7480512082614827e-19,2.4046451434475956e-28,3.3618121264722609e-24,3.0902207019410218e-23,2.7527464333706629e-23,8.62757824127594e-27,1.0642073556357592e-30,1.123388097085169e-30,1.6259335469959589e-28,3.7217922554862813e-35,1.6727691738211211e-39,8.4118050420556808e-37,2.9295982234250093e-36,1.0664224318661149e-33,2.0273977417538109e-18,2.4053028728600262e-21,2.0049714888590689e-21,2.4763482751426924e-22,3.7854216242389472e-19,2.5952486426738829e-19,3.9446277260647989e-15,2.5822275534873945e-17,2.8711196512212918e-17,3.2508166353137412e-21
2.141864830775215e-12,1.2763661376704756,154.0,0.0,0.0,0.0,0.99995590933517431,1.0,18.999999994117008,1.1301034905510482e-06,2.6915851255735907e-06,2.6877826448652349e-06,4.7651882861095295e-09,2.3588938343513124e-13,7.0598970736102481e-06,1.036013060248039e-05,6.257973835229356e-08,2.0092298775056497e-05,1.0949808372630886e-09,3.8951883216302444e-17,2.9877585530584395e-10,6.4290950076169359e-18,1.1102497910935898e-10,1.290931763413055e-12,1.2910772742873242e-12,1.0314511033515055e-16,4.2364651121021464e-17,1.1957843779153248e-12,1.000885380549921e-29,9.2643308559310854e-30,9.2644211567692515e-30,1.8123769593515896e-17,2.2588661519261213e-11,7.5370399496057356e-20,4.2485131710013725e-20,9.685284040681766e-12,4.9937412949035626e-12,1.1128126902951665e-21,8.9632123177907457e-19,2.5044838591059536e-28,3.4476586343279857e-24,3.1926239583230939e-23,2.8465174466742711e-23,8.9956665146770665e-27,1.1187724890808694e-30,1.1810495121066387e-30,1.6934593708179274e-28,3.9452992135240714e-35,1.7741182990464342e-39,8.8456084429839699e-37,3.0887757085473208e-36,1.1211757899890037e-33,2.0605197463445753e-18,2.4638417548047527e-21,2.0400660001972772e-21,2.5312325270239008e-22,3.8791657346068974e-19,2.6377972963799455e-19,4.0087541594328038e-15,2.64059990389608e-17,2.9416273656324682e-17,3.3356869687634768e-21
2.1591726831144903e-12,1.2763661376698396,154.0,0.0,0.0,0.0,0.99995555440961958,1.0,18.999999994029601,1.1392353143210484e-06,2.7133312843240722e-06,2.7094630457160949e-06,4.8406773756731218e-09,2.3779918399913592e-13,7.0613095601350624e-06,1.0462467943951202e-05,6.2632138207453641e-08,2.0290771072213963e-05,1.1066947335324688e-09,3.9568953358690662e-17,3.020979038133804e-10,6.497873395377759e-18,1.1281490443502533e-10,1.3223774414468836e-12,1.3225267463517114e-12,1.0576497019514263e-16,4.3538785243610143e-17,1.215186674864418e-12,1.0587442806349933e-29,9.7999041184745323e-30,9.8000004129357533e-30,1.8570032270586334e-17,2.2790772037771021e-11,7.6691687424426794e-20,4.2945244157813101e-20,9.8691043037406308e-12,5.0885167936822574e-12,1.1493887170905397e-21,9.1818665644744852e-19,2.6076160888136519e-28,3.5349654404885893e-24,3.297558800659131e-23,2.942672588010643e-23,9.3762393535860029e-27,1.1756518083649565e-30,1.241160101318655e-30,1.7632135927972212e-28,4.1802258602494873e-35,1.8807063067161594e-39,9.2979245167956062e-37,3.255236414102906e-36,1.1782557437998254e-33,2.0939094274118364e-18,2.523311120801837e-21,2.0754660658739731e-21,2.5869081515425076e-22,3.9744403339630518e-19,2.680688037012916e-19,4.0733917800391663e-15,2.6997697385079267e-17,3.0132765893787094e-17,3.4220240556018202e-21
2.1764805354537655e-12,1.2763661376691997,154.0,0.0,0.0,0.0,0.99995519948665224,1.0,18.999999993941618,1.1483671341124886e-06,2.7350774189506457e-06,2.7311428520041882e-06,4.9167307922679686e-09,2.3970003314385177e-13,7.0626620906236937e-06,1.0564825311763776e-05,6.2683056505627924e-08,2.0489282220864184e-05,1.1184171606428661e-09,4.0190636511965258e-17,3.0542468582181092e-10,6.5666994848629881e-18,1.1461895669410548e-10,1.3543280123853882e-12,1.3544811772124329e-12,1.0842876898154237e-16,4.4734871201525582e-17,1.2347451053840079e-12,1.1194441681917054e-29,1.0361776633987125e-29,1.0361879267102944e-29,1.9023612097648806e-17,2.2993197160628139e-11,7.8026053121066515e-20,4.3405796570282471e-20,1.0054726389955623e-11,5.1842212225420714e-12,1.1868617790911634e-21,9.4040418773791571e-19,2.7141229396262143e-28,3.623745187321984e-24,3.405066918640613e-23,3.041252249737345e-23,9.7696130505509276e-27,1.2349233691022799e-30,1.3038026590993975e-30,1.8352511188744906e-28,4.4270557372994288e-35,1.9927586114316747e-39,9.7693820273074926e-37,3.4292529769822327e-36,1.2377409915182207e-33,2.1275667685907643e-18,2.5837179395864494e-21,2.1111716671336537e-21,2.6433806419582997e-22,4.0712576743297083e-19,2.723920780053695e-19,4.1385404619114963e-15,2.7597404112058969e-17,3.0860763845524075e-17,3.5098403912520625e-21
2.2110962401323157e-12,1.2763661376679072,154.0,0.0,0.0,0.0,0.99995448964815081,1.0,18.999999993763947,1.1666307617597799e-06,2.7785696167962434e-06,2.7745006835207939e-06,5.0705279798484084e-09,2.4351308158921781e-13,7.0651973438888221e-06,1.0769596759050686e-05,6.278061475538401e-08,2.0886414542055132e-05,1.1418866054671477e-09,4.1447820322958304e-17,3.1209216805527212e-10,6.7044991634249262e-18,1.1826942451213634e-10,1.4197597057814998e-12,1.4199207904115454e-12,1.1388962966173785e-16,4.7193735826037937e-17,1.274330366879007e-12,1.2498315460830048e-29,1.1568720995539431e-29,1.1568837409302441e-29,1.9952967489674311e-17,2.3398991287972901e-11,8.0734183057584689e-20,4.4328182921434689e-20,1.0431376982507852e-11,5.3784173551778058e-12,1.2645577629746045e-21,9.8590673953008637e-19,2.9375914325675619e-28,3.8057741078925693e-24,3.6279714384541688e-23,3.2458483958011529e-23,1.0596054279925312e-26,1.3609650847392241e-30,1.4370251299840905e-30,1.9864001103792117e-28,4.9584398617514356e-35,2.2341962137083165e-39,1.077231479237188e-36,3.8010835887556372e-36,1.3642519354658766e-33,2.1956843658805876e-18,2.7073717697460912e-21,2.1834994014291835e-21,2.7587381868597067e-22,4.2695695713405258e-19,2.8114119364343674e-19,4.2703705072702651e-15,2.8820975297424457e-17,3.2351639267254474e-17,3.6899607754118594e-21
2.245711944810866e-12,1.2763661376665982,154.0,0.0,0.0,0.0,0.99995377981904221,1.0,18.999999993583991,1.1848943734931016e-06,2.822061721044277e-06,2.817856144664781e-06,5.2265746031141831e-09,2.4732484845175803e-13,7.067521879670568e-06,1.0974438569274532e-05,6.2872733919669034e-08,2.1283683374970963e-05,1.1653872424097022e-09,4.2723391774931373e-17,3.1877775751213272e-10,6.8424816012523858e-18,1.2197634757965795e-10,1.4872585768636513e-12,1.4874278517126425e-12,1.1953058390645657e-16,4.9742919065457544e-17,1.3145401619067704e-12,1.3930141107767659e-29,1.2894112591056296e-29,1.2894244377217673e-29,2.0912324694107324e-17,2.38060440382858e-11,8.3495120326068891e-20,4.5252216881320686e-20,1.0815237572408589e-11,5.5763305862353469e-12,1.3460193783022079e-21,1.0328512211310832e-18,3.1755646693621181e-28,3.9938466789272015e-24,3.8616779415004093e-23,3.460635904954753e-23,1.1477626822647609e-26,1.4975614452955361e-30,1.5814211945492847e-30,2.1473635284266521e-28,5.5436490522297445e-35,2.5003916339042623e-39,1.1859756673835208e-36,4.2066095034801084e-36,1.5013780897920013e-33,2.26487240752442e-18,2.8348588296473509e-21,2.2570490532407914e-21,2.8773490807350157e-22,4.4741993814908858e-19,2.9002700940458594e-19,4.4042432946542945e-15,3.0076974546896202e-17,3.3889624448899855e-17,3.876148022571698e-21
2.280327649489416e-12,1.2763661376652726,154.0,0.0,0.0,0.0,0.99995306999874223,1.0,18.999999993401754,1.2031579693126224e-06,2.8655537335120885e-06,2.8612092406737252e-06,5.3848654284227837e-09,2.5113656300251072e-13,7.0696531736181855e-06,1.1179344893077103e-05,6.2959717057176532e-08,2.1681077375500167e-05,1.1889172537310284e-09,4.4017308084267182e-17,3.2548093983827719e-10,6.9806365089308834e-18,1.2573969093961453e-10,1.5568563393953256e-12,1.5570340794425853e-12,1.2535452146892616e-16,5.2384094422879441e-17,1.3553744900004198e-12,1.5500199035645332e-29,1.4347468992606513e-29,1.4347617897810498e-29,2.1902173184155483e-17,2.421435554826099e-11,8.630919680599466e-20,4.6177828840973661e-20,1.1206309698521255e-11,5.777961698171268e-12,1.4313673039032791e-21,1.0812599590697869e-18,3.4287395870077853e-28,4.1880642983836554e-24,4.1065324034461103e-23,3.6859503290720871e-23,1.2417054069263916e-26,1.6454089010759264e-30,1.7377298866356012e-30,2.3186131930114814e-28,6.1871581058192466e-35,2.7934381181936602e-39,1.3037322908966622e-36,4.6483073028273574e-36,1.649822002823327e-33,2.3351307630177634e-18,2.9662345710480977e-21,2.3318204728965467e-21,2.9992572209712651e-22,4.6852450124497315e-19,2.9904945851008021e-19,4.5401578286704511e-15,3.1365658797314235e-17,3.5475443566433842e-17,4.0685019845123328e-21
2.314943354167966e-12,1.2763661376639304,154.0,0.0,0.0,0.0,0.99995236018670564,1.0,18.999999993217255,1.2214215492185002e-06,2.9090456559126375e-06,2.9045599767730147e-06,5.5453952342646247e-09,2.5494827382482561e-13,7.0716072565794267e-06,1.1384310364696698e-05,6.3041850387387423e-08,2.2078586137407156e-05,1.2124749272082316e-09,4.5329526568586463e-17,3.3220122925787036e-10,7.1189538342114296e-18,1.2955941966178957e-10,1.6285846875477521e-12,1.6287711723335823e-12,1.3136433031636743e-16,5.5118934789251332e-17,1.3968333507183384e-12,1.721941733102234e-29,1.5938907464052149e-29,1.5939075402159594e-29,2.2923002982150682e-17,2.4623925954294022e-11,8.9176745240722786e-20,4.7104953232134746e-20,1.1604594701750248e-11,5.983311371367855e-12,1.5207241745711398e-21,1.1311552723904036e-18,3.6978352098047922e-28,4.3885284793898799e-24,4.3628863893147884e-23,3.9221327890333296e-23,1.3417148155356047e-26,1.805237816347764e-30,1.906726368744044e-30,2.5006358875082375e-28,6.893734687968508e-35,3.1155693310125609e-39,1.4310904491246134e-36,5.1287947434061623e-36,1.8103206040341809e-33,2.4064593020434844e-18,3.1015543126788071e-21,2.4078135109052574e-21,3.1245064833366949e-22,4.9028043237015898e-19,3.0820847454528607e-19,4.6781131193167905e-15,3.2687280036067858e-17,3.7109820444426974e-17,4.2671224634820626e-21
2.3495590588465163e-12,1.276366137662572,154.0,0.0,0.0,0.0,0.99995165038242562,1.0,18.999999993030496,1.2396851132108844e-06,2.9525374898592235e-06,2.9479083581758392e-06,5.7081588112750176e-09,2.5875997376233508e-13,7.073398830826822e-06,1.1589330063065448e-05,6.3119404181578804e-08,2.2476200116885448e-05,1.23605865028596e-09,4.6660004644804366e-17,3.3893816706120149e-10,7.2574241088467074e-18,1.334354988428485e-10,1.7024752958498708e-12,1.7026708094731154e-12,1.3756289662543866e-16,5.7949112404576202e-17,1.4389167436428145e-12,1.909940422900465e-29,1.7679175036166684e-29,1.7679364101396854e-29,2.3975304658802748e-17,2.5034755392480087e-11,9.20980992404434e-20,4.8033528303264164e-20,1.2010093740974093e-11,6.1923801923489816e-12,1.6142145901752273e-21,1.1825594726309683e-18,3.9835930805378284e-28,4.5953408500900466e-24,4.6310970784198414e-23,4.1695299994984149e-23,1.4480811732406853e-26,1.977813680070591e-30,2.0892232309057391e-30,2.6939336508793838e-28,7.6684546308321036e-35,3.4691669659489815e-39,1.5686678124404226e-36,5.6508371293594014e-36,1.9836464424113383e-33,2.4788578944735498e-18,3.2408732401143629e-21,2.4850280179639822e-21,3.253140722026863e-22,5.1269751266453132e-19,3.175039914542809e-19,4.8181081819028075e-15,3.4042085375330338e-17,3.8793478556786899e-17,4.4721092123154798e-21
2.3841747635250665e-12,1.2763661376611968,154.0,0.0,0.0,0.0,0.99995094058542955,1.0,18.999999992841477,1.2579486612899147e-06,2.9960292368711572e-06,2.9912543900832197e-06,5.8731509622078276e-09,2.6257166642176861e-13,7.0750413786903174e-06,1.1794399475448374e-05,6.3192633640109781e-08,2.2873910562039993e-05,1.2596669043490091e-09,4.8008699828893323e-17,3.4569132011581853e-10,7.3960384164112079e-18,1.3736789360629847e-10,1.7785598192006579e-12,1.7787646503162314e-12,1.4395310478336414e-16,6.087629882502303e-17,1.4816246683787057e-12,2.1152479036101363e-29,1.9579677145271049e-29,1.9579889626151371e-29,2.5059569330755086e-17,2.5446843998613423e-11,9.5073593282357394e-20,4.896349590021681e-20,1.2422807807937248e-11,6.4051686614590331e-12,1.7119651184829386e-21,1.2354948638256521e-18,4.2867776174879892e-28,4.8086031531311313e-24,4.9115272713467986e-23,4.428494275795309e-23,1.561103944007659e-26,2.1639382144160349e-30,2.2860716811729334e-30,2.8990240196128952e-28,8.5167166203999915e-35,3.8567680869610939e-39,1.7171115350172221e-36,6.2173533284203724e-36,2.1706088218117741e-33,2.5523264103700704e-18,3.3842464060663196e-21,2.5634638449636103e-21,3.3852037697761346e-22,5.3578551848387423e-19,3.2693594353351443e-19,4.9601420369557256e-15,3.54303171392975e-17,4.0527141028561998e-17,4.6835619347018078e-21
2.4534061728821668e-12,1.2763661376583975,154.0,0.0,0.0,0.0,0.99994952101155932,1.0,18.999999992456708,1.2944757097084318e-06,3.0830124757295935e-06,3.0779394261551543e-06,6.2098002572077134e-09,2.7019502925863271e-13,7.0779277896438174e-06,1.2204671243943899e-05,6.3327069796992352e-08,2.3669589434740258e-05,1.3069513694884556e-09,5.0760572077912842e-17,3.5924465918925792e-10,7.6736660390380629e-18,1.4540149050818594e-10,1.9374371327084447e-12,1.937661482985199e-12,1.5731997526705068e-16,6.702838072508829e-17,1.5689141118097438e-12,2.5830908743230454e-29,2.3910468958754114e-29,2.3910735988447681e-29,2.7325954838658904e-17,2.6274799256392885e-11,1.0118834373138032e-19,5.0827392847843338e-20,1.3269884233809658e-11,6.8419061544675864e-12,1.9207626259376646e-21,1.3460483977622277e-18,4.9486006625815876e-28,5.2548850955393276e-24,5.5105254770799011e-23,4.9825612898437719e-23,1.8083633688095413e-26,2.5802277145453792e-30,2.7264281099138174e-30,3.346731509040119e-28,1.045716335166485e-34,4.7449498961504709e-39,2.0493393407087159e-36,7.4962859156276922e-36,2.5888707197448785e-33,2.7024726937657205e-18,3.683375002713422e-21,2.7239988633421425e-21,3.6597915168715589e-22,5.8401338837362378e-19,3.462088921119601e-19,5.2503222320917508e-15,3.8308005827958703e-17,4.4147369819019308e-17,5.1262638710428749e-21
2.522637582239267e-12,1.2763661376555333,154.0,0.0,0.0,0.0,0.99994810146192059,1.0,18.999999992063,1.3310026944750136e-06,3.169995382963548e-06,3.1646151263550772e-06,6.5553017823331303e-09,2.7781836342798384e-13,7.0803535882631975e-06,1.2615096516921925e-05,6.3446929922931288e-08,2.4465566216339342e-05,1.3543178518491787e-09,5.3584805413758418e-17,3.7285824055578975e-10,7.9517752232391168e-18,1.5365993189012084e-10,2.1054694756710721e-12,2.1057145543386097e-12,1.7148798116855038e-16,7.3588538200352741e-17,1.6587016782549536e-12,3.1368699525590823e-29,2.9036821815369113e-29,2.9037155266116831e-29,2.9726099250089075e-17,2.7107792807954356e-11,1.0752368972863865e-19,5.2696243105518152e-20,1.41458290694941e-11,7.2935263867899287e-12,2.1481686503108824e-21,1.4629941566874858e-18,5.6898901994950497e-28,5.7281905153319465e-24,6.1628959462759198e-23,5.5872644737552825e-23,2.0860781436879019e-26,3.0612870826719439e-30,3.2354231697617144e-30,3.8482174055862165e-28,1.2765301488476014e-34,5.8038099688222712e-39,2.4335756611233668e-36,8.9922498034277607e-36,3.0723592184831271e-33,2.856897116560455e-18,3.9993778817923533e-21,2.8894173772031791e-21,3.948619961983276e-22,6.3504215823940211e-19,3.6602680145652672e-19,5.5486459697006571e-15,4.1322192292056597e-17,4.7976284915251917e-17,5.5960249303839769e-21
2.5918689915963674e-12,1.2763661376526045,154.0,0.0,0.0,0.0,0.9999466819337528,1.0,18.999999991660406,1.3675296155905152e-06,3.2569779678660824e-06,3.2512815318568057e-06,6.9096143924708952e-09,2.8544166910464116e-13,7.0823920564175179e-06,1.3025650765860607e-05,6.3553793451880885e-08,2.5261793336782661e-05,1.40175706268024e-09,5.6481063502527469e-17,3.8652938351497744e-10,8.2303114304006202e-18,1.6214293970091973e-10,2.2829093830334077e-12,2.2831764356784186e-12,1.8648013338816099e-16,8.0570116354857486e-17,1.7509873652441516e-12,3.7893344062462674e-29,3.507677486577768e-29,3.5077188756995758e-29,3.2263950870396518e-17,2.7945825728783147e-11,1.140823382707065e-19,5.4569690968788366e-20,1.5050645512641459e-11,7.7600309190154324e-12,2.3952667492225464e-21,1.5865103034108728e-18,6.5176204154634044e-28,6.2293374169470064e-24,6.87174382226259e-23,6.2456243385494655e-23,2.3969897146403681e-26,3.6149498851065162e-30,3.8213808189766514e-30,4.4082038451081909e-28,1.5497535993187621e-34,7.060039018545126e-39,2.876154276269348e-36,1.0734768309662122e-35,3.6289902548544847e-33,3.0155986461768948e-18,4.3326907196792257e-21,3.0597182010463499e-21,4.2520390066375847e-22,6.8894986939445491e-19,3.863891579819749e-19,5.8551055923385575e-15,4.447465163238714e-17,5.2019658957133432e-17,6.093641002372886e-21
