Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398),S(1815),S(1443),C7H15(32),C7H15(31)
4.4484509633240144e-13,0.8159851675283704,154.0,0.0,0.0,0.0,0.99999999484764535,1.0,18.999999999998398,9.8670350908415456e-10,2.034159859281631e-09,2.033919441048216e-09,9.159805143958923e-13,1.4952148323989964e-15,7.5876298750093773e-11,1.0945781893569869e-11,6.514149527713891e-15,9.1511023985294621e-12,6.7430091677437704e-13,3.3504247595631087e-20,2.6812268308221427e-16,1.5150000500437152e-20,2.9661591506732582e-17,4.730428581740889e-21,4.731158034941667e-21,6.3850890070978224e-25,9.0944261106433586e-26,1.8433298806905442e-17,4.4435182120152993e-47,4.3159454192290878e-47,4.315945427317592e-47,7.9491679154466838e-23,3.3248790475908907e-16,1.9455769057297287e-26,8.1923948647504427e-25,3.1311490656737969e-21,3.7452167665954342e-21,3.8960594629588818e-32,1.2127789605094609e-26,7.7696391384041403e-42,7.7042070115069912e-33,8.5505599233678578e-33,8.4632239970533673e-34,1.4211994300688844e-38,4.6652216731493143e-43,3.8287637380699597e-45,9.800658294652562e-39,3.9914939977394595e-50,1.620699749634696e-53,6.4265115112868925e-52,3.1206462192932119e-50,5.3094752178858428e-46,5.8455832999811033e-27,1.7556425864770484e-30,2.3193804674414962e-32,1.2151280238560521e-32,2.2701310559363492e-31,2.9267055595623087e-29,1.6684523586540666e-23,5.5025318208900297e-27,2.3693356330660996e-27,3.7012028344801415e-31,2.462793632120445e-31,2.4966902517258717e-32,9.596053733046321e-38,6.0333812500155499e-38,1.1744045101670865e-29,7.5793841340583606e-39,1.5037590135401258e-33,1.1151837118356972e-56,5.3671081236493377e-38,1.0282091053211643e-37,4.8132650688546189e-43,6.8870141904961046e-47,2.2438705627125116e-18,8.9211628604051638e-17
4.784356040471001e-13,0.8159851675283691,154.0,0.0,0.0,0.0,0.99999999445862287,1.0,18.999999999998149,1.0612100495399289e-09,2.1877083496073464e-09,2.187427516013539e-09,1.0594875775736444e-12,1.6081733507639363e-15,8.0206570309501088e-11,1.2515617676015846e-11,6.9315658757234019e-15,1.0463546601856989e-11,7.7729972912971029e-13,3.8758644284164903e-20,3.1013697402356128e-16,1.7464876636265423e-20,3.4308971961898295e-17,5.88440604189717e-21,5.8853664613026341e-21,8.3922447695512662e-25,1.2119487642382693e-25,2.1321827310794838e-17,7.3414497103111128e-47,7.1306777635155469e-47,7.1306777776954992e-47,9.8888343222380301e-23,3.6058740082298933e-16,2.2637269701414729e-26,9.4693010656725382e-25,3.8614068389279752e-21,4.6186894729752463e-21,5.2084728042729736e-32,1.5086483468471404e-26,1.1143107612112901e-41,1.0224167648610173e-32,1.1430736681698021e-32,1.2065287728414095e-33,2.1701867149799347e-38,7.6040245011629304e-43,6.2406564022195287e-45,1.4055845904202449e-38,6.9175528609328869e-50,2.8089431116083812e-53,1.0579609462968916e-51,5.0912613454728996e-50,8.6541364718975051e-46,6.761446864607727e-27,2.1839081143641625e-30,2.8677529496210661e-32,1.419386639480283e-32,2.9665779702498128e-31,3.5885735582003894e-29,1.9298326653233132e-23,6.8427348373410702e-27,2.9472645438641447e-27,4.910111659940349e-31,3.2727816686915717e-31,3.3367499861077559e-32,1.1938586764479352e-37,8.0676712811175553e-38,1.4608788948592033e-29,9.4282363938663033e-39,1.88695077822866e-33,1.9550272359407335e-56,6.6774794437738165e-38,1.4437474428184297e-37,6.9113188203801577e-43,1.0364076901458931e-46,2.413308434518976e-18,9.5948052259226073e-17
5.456166194764975e-13,0.8159851675283666,154.0,0.0,0.0,0.0,0.99999999368058889,1.0,18.999999999997605,1.2102231279253401e-09,2.4947846223818697e-09,2.494412369024519e-09,1.3777966193739544e-12,1.8340751519332686e-15,8.8390560394851749e-11,1.5908455730351735e-11,7.7387044783803109e-15,1.3300092110202669e-11,1.0040042565773981e-12,5.0414347637872146e-20,4.0333290551504379e-16,2.256015530075071e-20,4.4617393628354751e-17,8.7262896231819213e-21,8.7278642286138691e-21,1.3711401689357864e-24,2.0346517501151348e-25,2.772919284686381e-17,1.8333782679680966e-46,1.7807422783838898e-46,1.7807422823767082e-46,1.4666090765577346e-22,4.1804693628797425e-16,2.9785368297850893e-26,1.2285082951900104e-24,5.6286055246355018e-21,6.7324632427381871e-21,8.7999722126054576e-32,2.237294644065128e-26,2.140345711933247e-41,1.7022760630644764e-32,1.9312321364998376e-32,2.2894921594037789e-33,4.6772598576121256e-38,1.8546966136438393e-42,1.5221612987015259e-44,2.6997698545272687e-38,1.9028193590901962e-49,7.7274704525098638e-53,2.6259261422142886e-51,1.2442538136711616e-49,2.1108388695499518e-45,8.7929236800997645e-27,3.2385698520552658e-30,4.2016863639323851e-32,1.8759746379377326e-32,4.8046628224248633e-31,5.1723626909635345e-29,2.5095823359255252e-23,1.014112020736946e-26,4.3704574665461404e-27,8.1694432606428193e-31,5.4637140240045477e-31,5.6343122627910795e-32,1.7708140150267444e-37,1.3634498506282022e-37,2.1663558399996648e-29,1.3981253430951046e-38,2.8384619371750041e-33,5.5049968789923988e-56,9.9049459747589499e-38,2.6651909107183481e-37,1.325049864704916e-42,2.1739940169300954e-46,2.7521850925760534e-18,1.0942090143435462e-16
6.060795333629552e-13,0.8159851675283641,154.0,0.0,0.0,0.0,0.99999999298037134,1.0,18.999999999997058,1.3443348955924154e-09,2.7711300562411378e-09,2.7706630656408602e-09,1.6999435659188249e-12,2.0373696953153833e-15,9.5244618095644997e-11,1.9233759605766916e-11,8.4346719895873105e-15,1.6080176399942307e-11,1.2312488583070814e-12,6.2211687025965657e-20,4.9765915184890659e-16,2.7667718223934861e-20,5.5050353326528206e-17,1.195938379164507e-20,1.1961717190161024e-20,2.0255465837429411e-24,3.0785179829400926e-25,3.4214322670674627e-17,3.8206257524602595e-46,3.7109362757135558e-46,3.7109362849101666e-46,2.0101630971529045e-22,4.7119742198362912e-16,3.7135161249145491e-26,1.5112946365077028e-24,7.5964419887470321e-21,9.0862227965014275e-21,1.3391523337798405e-31,3.0662631753653646e-26,3.6126714066213698e-41,2.5565893037988995e-32,2.9388221784185286e-32,3.8222202778402007e-33,8.661809639554028e-38,3.801156762204091e-42,3.1196403101234767e-44,4.5568416724080097e-38,4.3045858800461778e-49,1.7482929347019924e-52,5.4519710138747086e-51,2.554528467639276e-49,4.326132242842223e-45,1.0848927299821737e-26,4.438383735524498e-30,5.6964499636385319e-32,2.3418182569611531e-32,7.0596900814092292e-31,6.9122814829690331e-29,3.0963089122933935e-23,1.3890585238250037e-26,5.9894757492722048e-27,1.2261835275951382e-30,8.2254312532788514e-31,8.5695837271106108e-32,2.4272605357636098e-37,2.0750299229358898e-37,2.9689202346873217e-29,1.9160855253291807e-38,3.9299425672183469e-33,1.2679580617159593e-55,1.3577175423139862e-37,4.3524241011337174e-37,2.225143830460988e-42,3.9387220967405483e-46,3.0571751625638917e-18,1.2154646808492199e-16
6.665424472494129e-13,0.8159851675283614,154.0,0.0,0.0,0.0,0.99999999228016467,1.0,18.999999999996451,1.4784466605312656e-09,3.0474539299322318e-09,3.0468799767627319e-09,2.055873842776319e-12,2.2406483760718862e-15,1.0164713601297506e-10,2.2798941802021883e-11,9.1029739725914631e-15,1.9060808362018168e-11,1.4800525756525106e-12,7.5247132925260066e-20,6.0188436715074962e-16,3.3259966734946497e-20,6.6577670379260499e-17,1.5906073670180642e-20,1.5909398524517655e-20,2.8772231776746749e-24,4.4763096349502915e-25,4.1380082189853416e-17,7.4272964341534081e-46,7.2140602155905791e-46,7.2140602352007783e-46,2.6737631519274494e-22,5.2570905807403593e-16,4.5376994544859079e-26,1.8213592744517477e-24,9.9506794128124993e-21,1.1902162297463878e-20,1.9584157619334971e-31,4.0782178700712277e-26,5.8051455878200132e-41,3.6902087305812237e-32,4.2977203963409017e-32,6.0749481444393537e-33,1.5135014117089483e-37,7.2889869136016151e-42,5.9821441238397353e-44,7.3221910617091187e-38,9.0407142931288433e-49,3.6722125778380761e-52,1.0569092831093298e-50,4.9069671438294093e-49,8.2956994836050621e-45,1.3120578461206357e-26,5.902977960040033e-30,7.4952422977865104e-32,2.8598188265576359e-32,9.9918891059623445e-31,8.9681537676163327e-29,3.7445516448421725e-23,1.8464163749032705e-26,7.9657337867964596e-27,1.7688094155181888e-30,1.1900726529413042e-30,1.2525759935463785e-31,3.2286543018107592e-37,3.034499013254831e-37,3.9485906190259039e-29,2.5483466708488106e-38,5.2707756648119149e-33,2.7037011613910089e-55,1.8060340785998015e-37,6.7816752366073771e-37,3.5493059747466495e-42,6.746912960697726e-46,3.3621662925481201e-18,1.3367203729771239e-16
7.270053611358706e-13,0.8159851675283583,154.0,0.0,0.0,0.0,0.99999999157996844,1.0,18.999999999995794,1.6125584227418922e-09,3.3237566499848769e-09,3.3230631102702162e-09,2.4455795700712459e-12,2.4439114933033768e-15,1.0762786686794216e-10,2.6588196329865664e-11,9.7447103401052945e-15,2.2228773570341798e-11,1.750008878655001e-12,8.9520396550584648e-20,7.1600766145660829e-16,3.9327761348868678e-20,7.9199139098192448e-17,2.0637461680053138e-20,2.0642048427084051e-20,3.9569485045493966e-24,6.2979824923372647e-25,4.9226419090568822e-17,1.3625961309842897e-45,1.323476286973116e-45,1.3234762908890974e-45,3.4693920782163774e-22,5.8158172325917534e-16,5.453380901105916e-26,2.1581894920014862e-24,1.2717321664480141e-20,1.5211385299998535e-20,2.7712613456806772e-31,5.2913962910444765e-26,8.9543158328311992e-41,5.1544365528584797e-32,6.0813568877808438e-32,9.2689461765381359e-33,2.5191049636848027e-37,1.3214498646848332e-41,1.0845294640650485e-43,1.1294126720730749e-37,1.7822163718765383e-48,7.2398145839288828e-52,1.933902123896872e-50,8.9113187714291897e-49,1.5039672163784975e-44,1.5607835004610131e-26,7.6587225637086959e-30,9.6213185290653848e-32,3.430111870718619e-32,1.3710547438597164e-30,1.1355332912307043e-28,4.4542940661744402e-23,2.3942942113937298e-26,1.0334797063416332e-26,2.4691691765448468e-30,1.6661424654824986e-30,1.7715192022601823e-31,4.1894381258267569e-37,4.2934927179582323e-37,5.1230033398166364e-29,3.3062909586820651e-38,6.8866117120271307e-33,5.3990441976790277e-55,2.343525301813857e-37,1.0162642363589483e-36,5.4258332664084774e-42,1.1028699289511077e-45,3.6671585201148509e-18,1.4579760935736022e-16
8.149417114714564e-13,0.8159851675283534,154.0,0.0,0.0,0.0,0.99999999056163069,1.0,18.999999999994735,1.8076085427808845e-09,3.7255702229412439e-09,3.7246794250918284e-09,3.0726282825502274e-12,2.7395071302713961e-15,1.1563008886740867e-10,3.2469010960241535e-11,1.0632789076001593e-14,2.7145364950171355e-11,2.1795645497408484e-12,1.1248789232839374e-19,8.9965126753219036e-16,4.8983038584598408e-20,9.9508043398105577e-17,2.9065353957147638e-20,2.907233939704597e-20,5.9994025558793654e-24,9.8603690496726493e-25,6.1852609372667408e-17,3.0298932655357652e-45,2.9429057510155712e-45,2.9429057607654362e-45,4.8868190930035534e-22,6.6527101672002529e-16,6.9531589657455167e-26,2.694810108597353e-24,1.7526744939253597e-20,2.0964009325526901e-20,4.3750424960760958e-31,7.4524455042999152e-26,1.5838197355633664e-40,7.9865374901807896e-32,9.600415361550339e-32,1.6138317913103233e-32,4.9217329382539628e-37,2.8930287950401484e-41,2.3743505781535564e-43,1.997627512800692e-37,4.365014494462912e-48,1.7734340562264782e-51,4.2817156327034956e-50,1.9558605498666351e-48,3.2926316716301371e-44,1.960999222015762e-26,1.0786076364823146e-29,1.3342986606577012e-31,4.3531627672374255e-32,2.075699633018456e-30,1.5446226230764539e-28,5.5962644284009452e-23,3.369298900218225e-26,1.4554475812816841e-26,3.8225794743462379e-30,2.5901577281972456e-30,2.7945671218560308e-31,5.9009413446857707e-37,6.7763468823251025e-37,7.2148626647014873e-29,4.6563384201339906e-38,9.7801852498976326e-33,1.3442320137526797e-54,3.3010069071897733e-37,1.7283466312294934e-36,9.4532505735403165e-42,2.1043036720135038e-45,4.1107366536158708e-18,1.6343286420527278e-16
9.028780618070421e-13,0.8159851675283479,154.0,0.0,0.0,0.0,0.99999998954331171,1.0,18.999999999993562,2.0026586570490481e-09,4.1273410920932476e-09,4.1262243331983285e-09,3.7710791339571855e-12,3.0350713484478566e-15,1.2287735159996164e-10,3.875089403825293e-11,1.1469994652088206e-14,3.2397265262554362e-11,2.6518217971260701e-12,1.3807216544290474e-19,1.1042271964592488e-15,5.9598319884442961e-20,1.2213026889251443e-16,3.9522074589032724e-20,3.9532238885170635e-20,8.6910206663015732e-24,1.4732748124711256e-24,7.5918118454479778e-17,6.2126188284280972e-45,6.0342561773302582e-45,6.0342561995227181e-45,6.6457404665246934e-22,7.5183858662628405e-16,8.6584001486850993e-26,3.285472115336914e-24,2.3328428486159985e-20,2.7903490146939576e-20,6.591304161946725e-31,1.0133785653688245e-25,2.6429691309289703e-40,1.1811857969999102e-31,1.4463168659747574e-31,2.6512311353118633e-32,8.9730375373180563e-37,5.8507671789142093e-41,4.8018254774013825e-43,3.3334121743801338e-37,9.793594102983568e-48,3.979554667723972e-51,8.7398106872242743e-50,3.9654972341376739e-48,6.6589539570199965e-44,2.4067989734481568e-26,1.4666113098001227e-29,1.7868206385434374e-31,5.3875843708841162e-32,3.0072239124823553e-30,2.0302712532239983e-28,6.8682366451569527e-23,4.5776863608561844e-26,1.9789563675904114e-26,5.6487598158149589e-30,3.8431455031825937e-30,4.2069487390785139e-31,8.0245342854749452e-37,1.02052133379182e-36,9.8101580129102298e-29,6.3312943011197412e-38,1.3388548350753804e-32,3.0597108692206098e-54,4.4890459176614321e-37,2.7806143043302972e-36,1.5512806963501274e-41,3.756056751527167e-45,4.5543173038220076e-18,1.8106812655208405e-16
9.90814412142628e-13,0.8159851675283417,154.0,0.0,0.0,0.0,0.99999998852500982,1.0,18.999999999992276,2.1977087655463872e-09,4.5290704233860698e-09,4.5276978588108621e-09,4.5409079037789515e-12,3.3306050056626684e-15,1.2944088099338533e-10,4.539600713409186e-11,1.2259241371757827e-14,3.7952840098150033e-11,3.1656146749627786e-12,1.6627232824997999e-19,1.3297329230945985e-15,7.1147392802645005e-20,1.4706518355551268e-16,5.22261950013075e-20,5.2240448195498852e-20,1.2134088251282906e-23,2.1191049841474024e-24,9.1422796320097284e-17,1.1908198240004927e-44,1.1566317300408296e-44,1.1566317347115195e-44,8.7830333695648711e-22,8.412840709547901e-16,1.0576177824616456e-25,3.9287049946511031e-24,3.0184620170455207e-20,3.610428309735583e-20,9.5591668332853865e-31,1.3391487180437515e-25,4.2056255786894056e-40,1.6820569405243015e-31,2.0974718506625016e-31,4.1540166445965119e-32,1.5454998598149624e-36,1.1070608535290812e-40,9.085869767421872e-43,5.3041456437366336e-37,2.0347311587499907e-47,8.2691565760546074e-51,1.6664267943426663e-49,7.5221473463154212e-48,1.2599910856135846e-43,2.8981701529841039e-26,1.9379865695501128e-29,2.3257205286302209e-31,6.5338571300538883e-32,4.203548080468565e-30,2.5955079296892715e-28,8.2701613056459398e-23,6.0441723924000368e-26,2.6149337061620364e-26,8.0374999376369533e-30,5.4900290636634126e-30,6.0964871522134748e-31,1.0604598508198438e-36,1.479371158792476e-36,1.2963080742371849e-28,8.366132723245183e-38,1.7790517458692605e-32,6.4395469492768449e-54,5.9324748662400719e-37,4.2755898217231604e-36,2.4250297270267148e-41,6.3474917655588017e-45,4.9979005862679481e-18,1.9870339727267985e-16
1e-12,0.8159851675283355,154.0,0.0,0.0,0.0,0.99999998841864157,1.0,18.999999999992138,2.2180831598905022e-09,4.5710316079402947e-09,4.5696305558484128e-09,4.6254384907022416e-12,3.3614739049121957e-15,1.3008971824002863e-10,4.6109671610993903e-11,1.2339030091252879e-14,3.8549491554948095e-11,3.2216338332579501e-12,1.6936889902173696e-19,1.3544958478581704e-15,7.2406603963166812e-20,1.4980319598104318e-16,5.3691714174415462e-20,5.3706452362103157e-20,1.2541285369912276e-23,2.1969013259073718e-24,9.3125383536788624e-17,1.2703220236469441e-44,1.2338514477720248e-44,1.2338514528011996e-44,9.0296075287953443e-22,8.5079329465898654e-16,1.0789050003668464e-25,3.9988695973313518e-24,3.0963960730958604e-20,3.7036463889702446e-20,9.918615357201692e-31,1.3767293070087171e-25,4.4041673499641559e-40,1.7420058284359302e-31,2.1763335533399558e-31,4.3431378253732038e-32,1.6311505376668462e-36,1.1794094072271048e-40,9.6796522319032869e-43,5.554530666567302e-37,2.188057189058802e-47,8.8924074198688023e-51,1.7766215765540142e-49,8.0158313046910174e-48,1.3423348285316099e-43,2.9521256760417891e-26,1.9923621352712235e-29,2.3872263771624522e-31,6.6600656865354263e-32,4.3453613110625197e-30,2.6592489778500025e-28,8.424096704673361e-23,6.2132429713192611e-26,2.6882958217688524e-26,8.3232575679385762e-30,5.6875358590005118e-30,6.3252187644723587e-31,1.0902231341441828e-36,1.5349225521471266e-36,1.3326784672201033e-28,8.6008605643393282e-38,1.8299301645106941e-32,6.9337939418650309e-54,6.0989879277438102e-37,4.4619416918691997e-36,2.5346958903542428e-41,6.6866731007636712e-45,5.0442362251769179e-18,2.0054552937803822e-16
1.0787507624782137e-12,0.8159851675283355,154.0,0.0,0.0,0.0,0.99999998750672281,1.0,18.999999999990884,2.392758868272904e-09,4.9307593508339915e-09,4.9291000261418929e-09,5.3820903801901067e-12,3.6261089362559276e-15,1.3538514140420575e-10,5.2370103869993759e-11,1.3003275929385814e-14,4.3783458143816137e-11,3.7198091683241056e-12,1.9708749342387434e-19,1.5761660014214888e-15,8.3604762754861418e-20,1.7431215565277759e-16,6.7396218303360539e-20,6.7415604389267536e-20,1.6432738816888965e-23,2.9533457469052865e-24,1.083664970706567e-16,2.1584197260186551e-44,2.0964521711394218e-44,2.0964521803548623e-44,1.1335579612536496e-21,9.3360711188904451e-16,1.2713571543279599e-25,4.6230785800885098e-24,3.8151657057383531e-20,4.5633773485985997e-20,1.3432040801046272e-30,1.7281605905184884e-25,6.4330347602249869e-40,2.3213493179021028e-31,2.9471469260290416e-31,6.2577629217658216e-32,2.5390505909998185e-36,1.9820239961586601e-40,1.6266921734899543e-42,8.113129486111711e-37,3.967392149125989e-47,1.6125762096988702e-50,3.0027401944708838e-49,1.3500602426313281e-47,2.2558367310404312e-43,3.4351002976022492e-26,2.5008330022618503e-29,2.9566230976153684e-31,7.7924800150507255e-32,5.7038436168655505e-30,3.2428663498352115e-28,9.8019894728375836e-23,7.7933823524210327e-26,3.3743018896085e-26,1.1083438441419988e-29,7.5998457262072194e-30,8.5598409154829068e-31,1.3685495270920491e-36,2.077697143849538e-36,1.6727796029723085e-28,1.0795810911183742e-37,2.306487091225912e-32,1.2705440800333731e-53,7.6561149264729967e-37,6.331877118871687e-36,3.6418536939660217e-41,1.0249911948995822e-44,5.4414866164489378e-18,2.1633867724163141e-16
1.1666871128137994e-12,0.8159851675283283,154.0,0.0,0.0,0.0,0.9999999864884499,1.0,18.999999999989377,2.5878089652286028e-09,5.3324089774973768e-09,5.3304308593957556e-09,6.2946023594857131e-12,3.9215839517884315e-15,1.4076851999864326e-10,5.9642166346165093e-11,1.3704687698290577e-14,4.9863187220444287e-11,4.3133022162132867e-12,2.3051677393644983e-19,1.8435240615511961e-15,9.6945631053745788e-20,2.038705537189525e-16,8.5250585297584165e-20,8.52762856776166e-20,2.169243832719039e-23,4.0079398674859499e-24,1.267490787990501e-16,3.7324911213591851e-44,3.6253325606010884e-44,3.6253325778183063e-44,1.4340266507423847e-21,1.0288073556888877e-15,1.5077667192361014e-25,5.3672018139509378e-24,4.7280563681607816e-20,5.6552992199928442e-20,1.8377605350289029e-30,2.1860184562229957e-25,9.5176758387929863e-40,3.1200963519168006e-31,4.0321074849527407e-31,9.1197788799545175e-32,4.0082731124550121e-36,3.3863777028265276e-40,2.7792864589708963e-42,1.2003029702709222e-36,7.3294805795533092e-47,2.9795382117451069e-50,5.158474342575067e-49,2.3123069317249767e-47,3.8542236472253274e-43,4.0175770785500127e-26,3.1632467145736643e-29,3.6847829578499713e-31,9.1639673279112002e-32,7.5483110141305867e-30,3.9744722518108483e-28,1.1463672669754632e-22,9.8498523209902733e-26,4.2679782639871181e-26,1.4885514139862333e-29,1.0245389998491373e-29,1.1702457153891801e-30,1.7311566771985438e-36,2.8411518482328102e-36,2.1158444423835654e-28,1.3655270195294761e-37,2.9290351248670467e-32,2.3737552656373373e-53,9.6847766074965411e-37,9.0846520969933104e-36,5.2880987418648115e-41,1.5928350555475599e-44,5.8850755098235701e-18,2.3397396733321706e-16
1.2546234631493852e-12,0.8159851675283207,154.0,0.0,0.0,0.0,0.99999998547018931,1.0,18.999999999987761,2.7828590564134855e-09,5.7340203763348748e-09,5.7316903827684955e-09,7.2784196462521208e-12,4.2170308416720606e-15,1.4564391353995908e-10,6.7184093412841991e-11,1.4365917969543585e-14,5.6168533666191579e-11,4.9450208593631994e-12,2.6655928306342914e-19,2.1318048070666787e-15,1.1114587575003252e-19,2.3573974655511282e-16,1.0600767328791544e-19,1.0604100981730576e-19,2.8019665566772679e-23,5.3168613657587449e-24,1.4657040347988928e-16,6.2016062197337422e-44,6.0235603483740104e-44,6.0235603790970986e-44,1.7833986598416595e-21,1.1268844525814575e-15,1.7675556959446084e-25,6.159721481524992e-24,5.7617565002251511e-20,6.8917229259769393e-20,2.4577825115045092e-30,2.7183252545963223e-25,1.368621840281254e-39,4.1001854096950222e-31,5.3922466881112709e-31,1.2920108831694626e-31,6.1160809266114656e-36,5.560320436998153e-40,4.5635118291092508e-42,1.7259598604997028e-36,1.2938302840229268e-46,5.2603370557671873e-50,8.5101366964467818e-49,3.8060174060050321e-47,6.3285482036154536e-43,4.6455882976277525e-26,3.9333202970528124e-29,4.5151093827180114e-31,1.0648846179281434e-31,9.778011091511599e-30,4.7921091466458571e-28,1.3255162868727552e-22,1.2238029247398468e-25,5.3068752648671826e-26,1.9546499891359479e-29,1.3502897955820495e-29,1.563854622521335e-30,2.1527135951874119e-36,3.7975212080629354e-36,2.6309141638058281e-28,1.6979435877540281e-37,3.6545664771893472e-32,4.2358171432508872e-53,1.2043259643171448e-36,1.2686074211480527e-35,7.4614773269034222e-41,2.395483019328734e-44,6.3286673818128821e-18,2.5160926842141556e-16
1.342559813484971e-12,0.8159851675283127,154.0,0.0,0.0,0.0,0.99999998445194016,1.0,18.999999999986034,2.9779091418275551e-09,6.1355945908840123e-09,6.132878620448064e-09,8.3335180531671973e-12,4.5124503736825764e-15,1.500591546034848e-10,7.4970474245616552e-11,1.4989266879273778e-14,6.267825303658487e-11,5.6139215596535621e-12,3.0521413437707095e-19,2.4410060129574081e-15,1.2618203633187774e-19,2.6991910321860665e-16,1.2988579825250009e-19,1.299282359996597e-19,3.5521698666544459e-23,6.9160452702020824e-24,1.6783033688197264e-16,9.9509735607731511e-44,9.6652849476881221e-44,9.6652850003320872e-44,2.1853637959322676e-21,1.2278380566717087e-15,2.0514339391992361e-25,6.9993214248268324e-24,6.9204458989735799e-20,8.2776479478008517e-20,3.2228946396610706e-30,3.3306826508552165e-25,1.9201685993762921e-39,5.2842877793071681e-31,7.0705840622591133e-31,1.7862218390154813e-31,9.0614103034954224e-36,8.8190041913333187e-40,7.2380293630368942e-42,2.421439762403113e-36,2.1940761991224893e-46,8.92170443065724e-50,1.3553074703098867e-48,6.0511874241863368e-47,1.0037522964291741e-42,5.3191218841328623e-26,4.8191429128909939e-29,5.4521847556237413e-31,1.2247654756408467e-31,1.2434747725507763e-29,5.6972642642772605e-28,1.5176412482306571e-22,1.4982271509978015e-25,6.5019005978490083e-26,2.5172668234363849e-29,1.74518173602494e-29,2.0491053135698277e-30,2.6376506978997049e-36,4.976717553416905e-36,3.2233979170472804e-28,2.0803217631787119e-37,4.4909482445899542e-32,7.2580557481876963e-53,1.4756353263896666e-36,1.7305551786149848e-35,1.0271263891609902e-40,3.5018207365762446e-44,6.7722623478013065e-18,2.6924458137991423e-16
1.4304961638205567e-12,0.8159851675283042,154.0,0.0,0.0,0.0,0.99999998343370122,1.0,18.999999999984205,3.1729592214708132e-09,6.5371326364226369e-09,6.5339955966142921e-09,9.4598734010307027e-12,4.8078432948018924e-15,1.5405769611808913e-10,8.2978224686091637e-11,1.5576905077317144e-14,6.9373046071064808e-11,6.3189890386502089e-12,3.464804417472942e-19,2.7711255221064591e-15,1.420312876132471e-19,3.0640799301574977e-16,1.5710321493461059e-19,1.5715636455350011e-19,4.4306348281881341e-23,8.8432664534963892e-24,1.9052874841848886e-16,1.5497182754364509e-43,1.5052264986191761e-43,1.5052265073395346e-43,2.6436124128594637e-21,1.3316678257923031e-15,2.3601119397765465e-25,7.8847212730906747e-24,8.2079215035110519e-20,9.8176158228208131e-20,4.1541508084493614e-30,4.0286910490338408e-25,2.6367537795532386e-39,6.6957467469820772e-31,9.1132667877496342e-31,2.4174125947585859e-31,1.3085977519128378e-35,1.3577272435996695e-39,1.1143324052281513e-41,3.324993265700609e-36,3.5971929399120969e-46,1.4629181581407784e-49,2.094117860835315e-48,9.338639418495579e-47,1.5453336982709268e-42,6.0381658897635937e-26,5.8288003187302998e-29,6.5002953673302435e-31,1.3960939880329935e-31,1.5560897540458094e-29,6.6911950467456167e-28,1.7227374348473012e-22,1.8106849405504128e-25,7.8639573663980258e-26,3.1873260403373834e-29,2.2174429675805532e-29,2.6391615487497053e-30,3.1903965363774698e-36,6.4107693311818584e-36,3.8987024491607479e-28,2.5161509624953607e-37,5.4460440288229333e-32,1.2022794442954995e-52,1.7848836260441813e-36,2.3130144442989504e-35,1.383859061046122e-40,4.9943151573076903e-44,7.2158605231364371e-18,2.8687990708210691e-16
