Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359)
9.671737880871587e-20,0.40232008578751116,154.0,0.0,0.0,0.0,0.99999999999956446,1.0,19.0,1.7251167918750766e-14,1.1704646583505765e-13,1.1704646585803733e-13,3.9136993836578864e-23,3.9107443701384288e-23,1.8377483968876213e-13,9.2890488447853403e-21,4.6085457081534262e-16,1.518216848581739e-20,2.3091809390160566e-23,1.181705180428091e-33,1.2075219190803589e-25,1.3876201192800826e-33,8.2576862908678298e-26,4.2893344916169771e-35,4.289334492387556e-35,6.7720599075205729e-45,9.3372677085507526e-46,1.537339178748077e-38,3.1719958401283442e-81,2.9634933939469155e-81,2.9634933939482732e-81
1.9351878661726554e-19,0.40232008578751116,154.0,0.0,0.0,0.0,0.99999999999912847,1.0,19.0,3.451732382003866e-14,2.3419462265404877e-13,2.3419462274590923e-13,1.5664996896249732e-22,1.5641355485460191e-22,3.6770929487198856e-13,3.718039901651161e-20,9.2210945449320579e-16,6.0768232751355437e-20,9.2427410109064338e-23,9.4359890720418123e-33,4.8332344419210793e-25,1.1026300463254956e-32,3.3052265288060539e-25,3.4340756890630261e-34,3.4340756902969547e-34,1.0844114667426832e-43,1.49517924681387e-44,1.2311181787130775e-37,4.0683998106865636e-79,3.8009747082796295e-79,3.8009747082831154e-79
3.871216022343649e-19,0.4023200857875111,154.0,0.0,0.0,0.0,0.99999999999825651,1.0,19.0,6.9049635622566164e-14,4.6849093591900217e-13,4.6849093628562019e-13,6.2680391921659095e-22,6.24914549825911e-22,7.3557805555000545e-13,1.4876999118672212e-19,1.8446189755229988e-15,2.4315202875681489e-19,3.6982998114880238e-22,7.5122052551177379e-32,1.9339232328039549e-24,8.6942331880958144e-32,1.3225211350574791e-24,2.7483042317858592e-33,2.7483042337609483e-33,1.7357631157398671e-42,2.3932600670053486e-43,9.8539351953134166e-37,5.2128351606256113e-77,4.8701837396985104e-77,4.8701837397074426e-77
7.743272334685636e-19,0.40232008578751116,154.0,0.0,0.0,0.0,0.99999999999651268,1.0,19.0,1.3811425922742804e-13,9.3708356096171762e-13,9.3708356242091147e-13,2.507623805731547e-21,2.4925484062623329e-21,1.4713149781527809e-12,5.9517656116845335e-19,3.6896370322793784e-15,9.7276599374805659e-19,1.4795603308567229e-21,5.948715970941043e-31,7.7369514110535215e-24,6.7570959323354831e-31,5.2909456970130267e-24,2.1990609406550172e-32,2.1990609438157981e-32,2.7777814580917598e-41,3.829993817480554e-42,7.8851445266273756e-36,6.6758124431077488e-75,6.2369962237333139e-75,6.2369962237561884e-75
1.548738495936961e-18,0.40232008578751116,154.0,0.0,0.0,0.0,0.99999999999302502,1.0,19.0,2.7624350643637928e-13,1.8742688051373594e-12,1.8742688109149721e-12,1.0031311410828858e-20,9.911370145887862e-21,2.9427864283491996e-12,2.3808977903737514e-18,7.3796692045835173e-15,3.8913770403180149e-18,5.9187196948185221e-21,4.6628444761075997e-30,3.0950317890787076e-23,5.1120404798023569e-30,2.1165505120689087e-23,1.7594157825246188e-31,1.7594157875823679e-31,4.4448876216648133e-40,6.1286088285963358e-41,6.3089142298032055e-35,1.4963007034350502e-72,1.3979454811842232e-72,1.3979454811944607e-72
3.097561020873756e-18,0.40232008578751116,154.0,0.0,0.0,0.0,0.99999999998604971,1.0,19.0,5.5250200085119183e-13,3.7486392701548288e-12,3.7486392927970054e-12,4.0126877054481153e-20,3.917790316536724e-20,5.8857197487366928e-12,9.5239609792022878e-18,1.4759717784391001e-14,1.5566112597199161e-17,2.367581575690491e-20,3.5846900960901078e-29,1.2380625710129294e-22,3.6866777984727073e-29,8.46654644419633e-23,1.4075994256943153e-30,1.4075994337870753e-30,7.1121343815174941e-39,9.8062578524463002e-40,5.047450788044362e-34,1.9218638522020548e-70,1.7955354041827045e-70,1.7955354042090458e-70
6.195206070747346e-18,0.40232008578751116,154.0,0.0,0.0,0.0,0.9999999999720991,1.0,19.0,1.1050189896684567e-12,7.4973801091980882e-12,7.4973801961367287e-12,1.6051076292907741e-19,1.5308309262484235e-19,1.1771548069739782e-11,3.8096477266741452e-17,2.9519751885072184e-14,6.2265485546046719e-17,9.4704978672945003e-20,2.6592586643827307e-28,4.9523468666888994e-22,2.4603495378108365e-28,3.3866873917909844e-22,1.1261062357080657e-29,1.1261062486566545e-29,1.1379552238235523e-37,1.5690363459046614e-38,4.0380883043806401e-33,2.4601674465476217e-68,2.2984550896662758e-68,2.2984550897337162e-68
1.2390496170494525e-17,0.4023200857875112,154.0,0.0,0.0,0.0,0.99999999994419775,1.0,19.0,2.2100529672535464e-12,1.4994861440603459e-11,1.499486176111885e-11,6.4204949600042228e-19,5.8509749822088287e-19,2.3543051434654193e-11,1.5238632539671955e-16,5.9039567852854655e-14,2.4906262264088091e-16,3.788220798567219e-19,1.8557895103002017e-27,1.9809555606763425e-21,1.4736609219861257e-27,1.3546886666229142e-21,9.0089562608099225e-29,9.00895646798495e-29,1.8207028165607231e-36,2.5104746741082619e-37,3.2305215739909101e-32,3.1490899311117089e-66,2.9420931479668806e-66,2.9420931481395323e-66
1.8585786270241707e-17,0.4023200857875111,154.0,0.0,0.0,0.0,0.9999999999162964,1.0,19.0,3.3150869447891955e-12,2.2492342441264415e-11,2.249234308440371e-11,1.3643591334772653e-18,1.205380304332977e-18,3.531440152447262e-11,3.2382024500665735e-16,8.8559131589212417e-14,5.2925693480548742e-16,8.0499684899499817e-19,4.9238742041647162e-27,4.2095382608936359e-21,3.6292057692647608e-27,2.8787219256302463e-21,2.5760061935200548e-28,2.5760062697735502e-28,6.7013282563425894e-36,9.240212869996223e-37,9.590653744733888e-32,1.6248153011240425e-65,1.5180125276088996e-65,1.5180125277148986e-65
2.4781076369988886e-17,0.40232008578751116,154.0,0.0,0.0,0.0,0.99999999988839505,1.0,19.0,4.4201209222754049e-12,2.9989823125874109e-11,2.9989824165991367e-11,2.3274396185267774e-18,1.9992394651450061e-18,4.7085598341190852e-11,5.5239749203130344e-16,1.1807844309630068e-13,9.0284720592833465e-16,1.3732281790341009e-18,9.7348844647261709e-27,7.1809805996356632e-21,6.7747572019227203e-27,4.9107684697950812e-21,5.4335521135587835e-28,5.433552306952441e-28,1.6995849947048246e-35,2.3435156828633169e-36,2.0897580427560228e-31,8.8639754946947437e-65,8.2813263985889876e-65,8.2813263991790622e-65
3.717165656948325e-17,0.40232008578751116,154.0,0.0,0.0,0.0,0.99999999983259247,1.0,19.0,6.6301888771317896e-12,4.498478379449979e-11,4.4984785761918284e-11,4.8186748507457798e-18,3.9531750411230422e-18,7.0627632258236051e-11,1.1436615688690315e-15,1.7711647415050956e-13,1.8692185733635214e-15,2.8430854572078751e-18,2.403163724135539e-26,1.4867304584704216e-20,1.5477495718619217e-26,1.0167137491590916e-20,1.4840740828476665e-27,1.4840741504772827e-27,5.9434250486814661e-35,8.1953656309372581e-36,6.0659379519521014e-31,1.2310580480571768e-63,1.150137827110694e-63,1.1501378272039094e-63
4.956223676897761e-17,0.4023200857875111,154.0,0.0,0.0,0.0,0.99999999977678988,1.0,19.0,8.8402568318063659e-12,5.9979743407024737e-11,5.9979746469038864e-11,8.1953098907778993e-18,6.4392895038702909e-18,9.416910255200454e-11,1.9450558602956773e-15,2.36153577685638e-13,3.179030090082284e-15,4.8353261828928892e-18,4.6128559864314151e-26,2.5285370245875918e-20,2.8007533481911865e-26,1.7291652163897968e-20,3.1051823947131085e-27,3.1051825636987985e-27,1.4850775728061153e-34,2.0477932422291117e-35,1.3265540069942401e-30,5.6590087746642266e-63,5.2870293714457389e-63,5.2870293719291052e-63
6.195281696847197e-17,0.40232008578751116,154.0,0.0,0.0,0.0,0.9999999997209873,1.0,19.0,1.1050324786286144e-11,7.497470196291531e-11,7.4974706223867272e-11,1.2520587203213236e-17,9.4207008839361728e-18,1.1770996897703028e-10,2.9715846941197093e-15,2.9518968746472845e-13,4.8568050669907475e-15,7.387256065534001e-18,7.7297861755199617e-26,3.8630287384132606e-20,4.4689429948070295e-26,2.6417751151569729e-20,5.6528696113450689e-27,5.6528699698615605e-27,3.1507045683357265e-34,4.34460349832408e-35,2.488797989453896e-30,2.0893185611240166e-62,1.9519829429237293e-62,1.9519829431176467e-62
8.673397736746069e-17,0.40232008578751116,154.0,0.0,0.0,0.0,0.99999999960938213,1.0,19.0,1.5470460694649079e-11,1.0496461623272409e-10,1.0496462281683272e-10,2.4076654275077855e-17,1.6506273780786035e-17,1.6478985237972669e-10,5.7141539302287618e-15,4.1325886343043723e-13,9.3393036439511821e-15,1.420528963979496e-17,1.6959959975981375e-25,7.4284425007393161e-20,9.0826007603823063e-26,5.0800427865155159e-20,1.4925255858387272e-26,1.4925257171818099e-26,1.1542598115578545e-33,1.591710191355413e-34,6.8098119577681363e-30,2.5613462978064555e-61,2.3929832381289903e-61,2.3929832385275471e-61
1.3629629816543814e-16,0.4023200857875111,154.0,0.0,0.0,0.0,0.9999999993861719,1.0,19.0,2.4310732509003048e-11,1.6494443486819413e-10,1.6494444440736818e-10,5.8739741714467031e-17,3.3747023606200893e-17,2.5894226715704648e-10,1.3940277915274544e-14,6.4938511600867552e-13,2.2784210912680113e-14,3.465583018993442e-17,4.7617737837887761e-25,1.812300432267687e-19,2.3386492805449446e-25,1.2393770523294834e-19,5.7713638424206804e-26,5.7713646752634123e-26,7.3190398984407188e-33,1.009387433918036e-33,2.7045074742194693e-29,7.1608412703844861e-60,6.69014308460236e-60,6.6901430867376166e-60
1.8585861896341557e-16,0.40232008578751116,154.0,0.0,0.0,0.0,0.99999999916296189,1.0,19.0,3.3151004320191768e-11,2.2492424161924834e-10,2.2492425052410347e-10,1.0881732214957635e-16,5.3752017126348765e-17,3.530848715024183e-10,2.5823930349856763e-14,8.8549522300191825e-13,4.2207040581972478e-14,6.4199759600889772e-17,9.4716975232248299e-25,3.3573220787585796e-19,4.4464493105529418e-25,2.2959880440794198e-19,1.4323088832580902e-25,1.4323091545568863e-25,2.3841600350823463e-32,3.2882792701431718e-33,6.7711113295164679e-29,4.7830491170371446e-59,4.4686485606226633e-59,4.4686485622991569e-59
2.8498326055937047e-16,0.4023200857875112,154.0,0.0,0.0,0.0,0.99999999871654244,1.0,19.0,5.0831547933076334e-11,3.4488382467687428e-10,3.4488381635031237e-10,2.5520187695844338e-16,9.6857121562838185e-17,5.4134066301766712e-10,6.0558556210055084e-14,1.3576670205014775e-12,9.8977862974187384e-14,1.5055665831965622e-16,2.384646616430577e-24,7.8735745018031122e-19,1.0693366098791907e-24,5.3846294142467203e-19,5.2021614629356054e-25,5.2021630158901361e-25,1.364697455605922e-31,1.8825707404636314e-32,2.4751538543149336e-28,1.174975802889849e-57,1.0977420157632546e-57,1.0977420164700466e-57
4.832325437512802e-16,0.40232008578751116,154.0,0.0,0.0,0.0,0.99999999782370586,1.0,19.0,8.6192635120874653e-11,5.848028774143337e-10,5.848027623777535e-10,7.3288450550183995e-16,1.8706821836458988e-16,9.1773461316026954e-10,1.7388373964563711e-13,2.3018169893516941e-12,2.8419833685446257e-13,4.3232606533039988e-16,7.2404905598356271e-24,2.2610451115352208e-18,3.1310929657988424e-24,1.5463516483026207e-18,2.599604861276494e-24,2.5996062560695306e-24,1.225646063859317e-30,1.6914697321000226e-31,1.2408415239325158e-27,5.6962924477162861e-56,5.3218625207313731e-56,5.3218625274551441e-56
8.797311101350997e-16,0.40232008578751116,154.0,0.0,0.0,0.0,0.99999999603804191,1.0,19.0,1.5691480934459109e-10,1.0646405434760885e-09,1.0646399119536238e-09,2.4278830023843504e-15,3.6955500005953281e-16,1.6700522636573009e-09,5.7585278600888003e-13,4.1893427315623735e-12,9.4118290998382391e-13,1.4319283052290033e-15,2.4874782730620578e-23,7.4898304759689223e-18,1.0502913226584346e-23,5.1227368379670704e-18,1.611523474545441e-23,1.611525132100627e-23,1.4563879945409801e-29,2.0116719137011166e-30,7.7012372938197364e-27,4.336077669115891e-54,4.0510578496949862e-54,4.051057859881105e-54
1.2762296765189192e-15,0.40232008578751105,154.0,0.0,0.0,0.0,0.99999999425238995,1.0,18.999999999999993,2.2763698336580144e-10,1.544477626410689e-09,1.5444760715682785e-09,5.1090483651198563e-15,5.5223474888032045e-16,2.4217432705353544e-09,1.2114473105879006e-12,6.0758365981513496e-12,1.9800086635047423e-12,3.0127512066023525e-15,5.3072173641699958e-23,1.5760105683453979e-17,2.2204341209962026e-23,1.0779922658676456e-17,4.7384223511634164e-23,4.7384288606415244e-23,5.7191118936574194e-29,7.9036621475779241e-30,2.2649950908086203e-26,3.6975280817079446e-53,3.4544815605310009e-53,3.454481570502509e-53
1.6727282429027387e-15,0.4023200857875111,154.0,0.0,0.0,0.0,0.99999999246675031,1.0,18.999999999999989,2.9835915718450681e-10,2.0243141271663294e-09,2.0243112412375356e-09,8.7763647973392948e-15,7.3443528128674556e-16,3.1728081316643057e-09,2.0804816969315556e-12,7.9612991277982166e-12,3.4003722230741144e-12,5.1745187738488931e-15,9.1832480608693818e-23,2.7071323349020924e-17,3.8233320991815445e-23,1.8517893982369377e-17,1.0378237316798075e-22,1.0378254955343023e-22,1.5496022529864372e-28,2.1425224171206282e-29,4.9613543829834428e-26,2.0343952366685451e-52,1.9006700549687201e-52,1.9006700610046397e-52
2.0692268092865582e-15,0.40232008578751116,154.0,0.0,0.0,0.0,0.99999999068112289,1.0,18.999999999999979,3.6908133080070821e-10,2.5041500457009706e-09,2.5041454209765638e-09,1.3429817148205962e-14,9.1648313346844083e-16,3.9232473605787815e-09,3.1827644884366752e-12,9.8457308758511256e-12,5.2019606691159684e-12,7.9169465214857422e-15,1.4115555165354626e-22,4.1422921529835261e-17,5.8587733391361664e-23,2.833663765687443e-17,1.9293428608322267e-22,1.9293467626730968e-22,3.4276965373835852e-28,4.7414433269903332e-29,9.2237549819143865e-26,8.2599475308434846e-52,7.717003469916591e-52,7.717003496878582e-52
2.8622239420541972e-15,0.4023200857875111,154.0,0.0,0.0,0.0,0.99999998710990456,1.0,18.999999999999961,5.1052567742560226e-10,3.4638201367352173e-09,3.4638108107184125e-09,2.5695075186559899e-14,1.2805459405244888e-15,5.4222508225426133e-09,6.0863666364539422e-12,1.361150408291145e-11,9.9476539915293505e-12,1.5142729496510395e-14,2.7148940802616308e-22,7.9245182842178326e-17,1.1226501161605811e-22,5.4216396999243138e-17,4.9776996211300894e-22,4.9777128841591443e-22,1.1649977372830209e-27,1.6130516825531452e-28,2.3798380850463013e-25,7.7738625332114839e-51,7.2628701023634221e-51,7.2628701341170196e-51
3.655221074821836e-15,0.40232008578751105,154.0,0.0,0.0,0.0,0.99999998353873487,1.0,18.999999999999929,6.5197002324049055e-10,4.4234879016428297e-09,4.4234722409117204e-09,4.190470471579572e-14,1.6445710069208809e-15,6.9187577657458482e-09,9.9207217133388621e-12,1.7373160664514345e-11,1.6214584639207493e-11,2.4687822987253167e-14,4.4407247561962402e-22,1.2922239922795161e-16,1.8321921306454291e-22,8.8419103110511612e-17,1.0230425329242266e-21,1.0230458957323012e-21,2.953510638467773e-27,4.0929743614977351e-28,4.891270651299599e-25,3.7426086217337529e-50,3.4965991065965927e-50,3.4965991238322617e-50
4.4482182075894744e-15,0.4023200857875109,154.0,0.0,0.0,0.0,0.99999997996761392,1.0,18.999999999999901,7.9341436824538002e-10,5.3831533426092531e-09,5.3831297116801436e-09,6.2058582211019136e-14,2.008767961257793e-15,8.4127725097343881e-09,1.4684219300740673e-11,2.1130705295495684e-11,2.4000120519973965e-11,3.6549832014580861e-14,6.5890344700334242e-22,1.9134984922337383e-16,2.7143249714166244e-22,1.3094465422537445e-16,1.8331315476172596e-21,1.8331387190925352e-21,6.2979530497128465e-27,8.7352222611414391e-28,8.764493995894601e-25,1.3614191988180604e-49,1.2719302836999786e-49,1.2719302906770438e-49
5.241215340357113e-15,0.40232008578751083,154.0,0.0,0.0,0.0,0.99999997639654126,1.0,18.999999999999861,9.3485871244027799e-10,6.3428164623367631e-09,6.3427832231458673e-09,8.6156585621054513e-14,2.3728063896250878e-15,9.9042993289670114e-09,2.0375265789742365e-11,2.4884142604876688e-11,3.3301657015245919e-11,5.0726384815420157e-14,9.1598098655422671e-22,2.656228585018525e-16,3.7688719620428497e-22,1.8179295034447424e-16,2.9918731441224854e-21,2.9918867656235348e-21,1.1961026392156849e-26,1.6604746577290631e-27,1.4304733364294887e-24,4.1398217731568916e-49,3.8677027681671337e-49,3.8677027919589684e-49
6.827209605892391e-15,0.40232008578751066,154.0,0.0,0.0,0.0,0.99999996925454127,1.0,18.999999999999766,1.2177473984001263e-09,8.2621357465068734e-09,8.2620783686377002e-09,1.4618450219640019e-13,3.1010568021612905e-15,1.2879905534890389e-08,3.4533912930453697e-11,3.237871297789762e-11,5.6442774106111097e-11,8.6014041126402909e-14,1.5568708402990315e-21,4.5058766298578323e-16,6.3945319630436371e-22,3.084573945279098e-16,6.6002413869723988e-21,6.6002805748484759e-21,3.4401514380281099e-26,4.7863616976527544e-27,3.1557370295494151e-24,2.9771621222946996e-48,2.7814674496128344e-48,2.7814674759781056e-48
8.167935277754888e-15,0.4023200857875105,154.0,0.0,0.0,0.0,0.99999996321717788,1.0,18.999999999999666,1.4568883132065783e-09,9.8846316399658175e-09,9.8845487265273586e-09,2.0923372160304225e-13,3.7166368290948375e-15,1.538761943147937e-08,4.9383002222087418e-11,3.8701499376348947e-11,8.0712360796803416e-11,1.2304515822369903e-13,2.2304451383377403e-21,6.4480108601347332e-16,9.150525314593549e-22,4.4149930272205153e-16,1.1296455049559528e-20,1.1296535109053097e-20,7.0266154901458355e-26,9.7933386684213122e-27,5.4011433619235028e-24,1.0194849882946194e-47,9.524723045843928e-48,9.5247231513899936e-48
9.508660949617385e-15,0.40232008578751016,154.0,0.0,0.0,0.0,0.99999995717995194,1.0,18.999999999999549,1.6960292256977692e-09,1.1507120928480132e-08,1.1507007768378674e-08,2.8355559836924118e-13,4.3321791657481875e-15,1.7888276846460472e-08,6.6862891189604153e-11,4.5012604951551029e-11,1.0928176815594183e-10,1.6666166772600346e-13,3.0247638742635855e-21,8.7367196332548416e-16,1.2397075313059827e-21,5.9833039104223507e-16,1.7818271954462701e-20,1.7818418527642455e-20,1.2861635375637471e-25,1.7956826001311981e-26,8.5194422451732408e-24,2.9082111156860351e-47,2.7170490366483764e-47,2.7170490713358302e-47
1.0849386621479883e-14,0.4023200857875099,154.0,0.0,0.0,0.0,0.999999951142863,1.0,18.999999999999414,1.9351701358737318e-09,1.3129603623031519e-08,1.3129455494765025e-08,3.691495597235251e-13,4.947759233503769e-15,2.0381897625617093e-08,8.696618090392125e-11,5.1312051270093072e-11,1.4213890326162017e-10,2.168525129555583e-13,3.9398209246322111e-21,1.1371785162172263e-15,1.6133358328404156e-21,7.7895018958382049e-16,2.6465041549380697e-20,2.6465289103659866e-20,2.1718102683765511e-25,3.0373252331950659e-26,1.2653770344095508e-23,7.206484316085532e-47,6.7327891709599986e-47,6.7327892672152303e-47
1.3530837965204878e-14,0.40232008578750905,154.0,0.0,0.0,0.0,0.99999993906909534,1.0,18.999999999999087,2.4134519492801022e-09,1.6374549274494785e-08,1.6374317003436773e-08,5.741514446993135e-13,6.1788989581187455e-15,2.5348108304756596e-08,1.3501349914625111e-10,6.3876052159091814e-11,2.2066820124114219e-10,3.3691309667432302e-13,6.132125402651641e-21,1.7680117808287078e-15,2.5071837291614327e-21,1.2115540374876456e-15,5.1331145490352596e-20,5.1331742510676408e-20,5.2354151444850697e-25,7.3478809366679263e-26,2.4543220152007714e-23,3.4814853606501656e-46,3.2526415342441012e-46,3.2526415938309917e-46
1.6212289308929873e-14,0.40232008578750816,154.0,0.0,0.0,0.0,0.99999992699587192,1.0,18.999999999998689,2.891733753425952e-09,1.9619468682515173e-08,1.961913325713104e-08,8.242347929567295e-13,7.4100244189411724e-15,3.0286409196735583e-08,1.9346615266499454e-10,7.6393673862451014e-11,3.1620414412162964e-10,4.8313878491514884e-13,8.8073094718698872e-21,2.5371273709117429e-15,3.5959397668774226e-21,1.739307086346939e-15,8.8290560345888251e-20,8.8291785177908914e-20,1.073629281388573e-24,1.5120273928289029e-25,4.2215097455828437e-23,1.2210622106059417e-45,1.1407998920717053e-45,1.1407999167970348e-45
1.8893740652654866e-14,0.4023200857875071,154.0,0.0,0.0,0.0,0.99999991492318974,1.0,18.99999999999822,3.3700155483115396e-09,2.2864361934943828e-08,2.286390426043659e-08,1.1193950205929616e-12,8.6411373351687416e-15,3.5196957185621126e-08,2.6226565175165625e-10,8.8865087606391942e-11,4.2865113543645291e-10,6.5544172829206703e-13,1.1965324033841095e-20,3.4443523761022217e-15,4.8789495415492683e-21,2.3622055759112272e-15,1.3973940827386802e-19,1.397416555550938e-19,1.9690411227697494e-24,2.7824010300285776e-25,6.6815190972492958e-23,3.5010892582879355e-45,3.2709575618546161e-45,3.2709576427533561e-45
