Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507)
1.699770083161689e-11,0.4697621242933355,154.0,0.0,0.0,0.0,0.99948790759563932,1.0,18.999998111327741,9.9952255716111844e-06,6.5265500082008646e-05,6.353724845352514e-05,1.7951969988814211e-06,1.5078833853236052e-11,8.7093912587564752e-06,0.00012194370969162617,8.6338923504574895e-08,0.00024062797821103579,9.158966316521683e-08,1.4298637070632471e-14,1.3699103277903732e-08,5.2570023887978547e-16,2.1920825312262192e-08,2.1908763750099591e-09,2.1916827800892929e-09,5.2054183401919003e-13,2.8579423688506216e-13,6.6112080933135029e-10,6.3187722027919139e-22,5.8570914113534213e-22,5.8576174231525566e-22,3.7746031418043349e-13,1.8693094716075845e-09,3.3354829516362368e-16,1.1592602520721289e-17,1.1525358386051993e-09,5.83798863957855e-10,6.9004693287530496e-17,4.2242145697594472e-15,1.296148241378558e-22,8.6341776662793655e-20,5.7965771441931779e-18,5.696463264288064e-18,1.4218683844181474e-20,3.5713641807740879e-23,1.5899856833013705e-23,6.4086906473660352e-22,1.1233359023605139e-26,3.1613985095829586e-30,1.2557277792764229e-29,9.5082900751596544e-28,3.7890030242280668e-26,4.8031912223870298e-16,9.8612232449946415e-18,5.7603745358019344e-19,3.8595327950243865e-19,7.9737294602769342e-16,6.222348414977091e-17,8.9236875189955782e-13,1.6328479283450907e-14,5.5234441943634194e-14,1.950468790551168e-17,1.1873544118026576e-17
1.778730123686378e-11,0.46976212390729766,154.0,0.0,0.0,0.0,0.9994641372489419,1.0,18.999997967055023,1.0459392717956697e-05,6.829550139858107e-05,6.6429624874111273e-05,1.9349197262393288e-06,1.577888227991538e-11,8.7091940765098178e-06,0.00012774064070515277,8.633687038075234e-08,0.00025206732343489537,9.5986490023220033e-08,1.5411520940074069e-14,1.4800401433340425e-08,5.5093685720729593e-16,2.3883776564027324e-08,2.5009202295148872e-09,2.5018421063677538e-09,5.9463660788501845e-13,3.2715634644638686e-13,7.2398596234419345e-10,8.6227899685501378e-22,7.9937771066083174e-22,7.9945288752906061e-22,4.3841333194497146e-13,2.0215945755380496e-09,3.8821280392876031e-16,1.2213418060642194e-17,1.2634822804153188e-09,6.3998179962979299e-10,8.38934482839049e-17,4.8313796182455206e-15,1.6459620677326829e-22,1.0033696970497882e-19,7.0425280598191771e-18,6.9246862874692737e-18,1.8077792016245007e-20,4.7374823329277101e-23,2.1141082312718677e-23,8.1436766854993141e-22,1.5617339394631598e-26,4.5128474465772797e-30,1.6699306988464595e-29,1.3183924431686401e-27,5.0414792599417578e-26,5.2541059790501843e-16,1.1159407445642789e-17,6.3059365468641828e-19,4.4033737671306127e-19,9.1174149778865547e-16,6.7946507530477173e-17,9.7435932038018327e-13,1.7996159609497658e-14,6.3151033350289329e-14,2.2324345205277895e-17,1.3585080425024649e-17
1.857690164211067e-11,0.4697621235133126,154.0,0.0,0.0,0.0,0.99944036757638788,1.0,18.99999781978881,1.092354701898719e-05,7.1325355729794429e-05,6.9318765010269558e-05,2.077630301151197e-06,1.6478896735443724e-11,8.7089968989362089e-06,0.00013353741809003141,8.6334817219851845e-08,0.00026350640453227123,1.0038310352138203e-07,1.6548202873042485e-14,1.5942309486194841e-08,5.761722509059923e-16,2.5920734554345588e-08,2.8380473036616975e-09,2.839094859426687e-09,6.7524096123323076e-13,3.7221363221831009e-13,7.8970781464827023e-10,1.1605912220940333e-21,1.0760649750921323e-21,1.0761707373946031e-21,5.0590649932229443e-13,2.1797221861676247e-09,4.4925377274274075e-16,1.2840102666569352e-17,1.3794157149135317e-09,6.9868803583217402e-10,1.0116470458684039e-16,5.4932287433691474e-15,2.0692086993327605e-22,1.1583950471830545e-19,8.4847860335681504e-18,8.3469256263438522e-18,2.2747402724505166e-20,6.2076393348500515e-23,2.7766710740144883e-23,1.0242381976653762e-21,2.1405533692410079e-26,6.3460884873192929e-30,2.1936069857091891e-29,1.8026677699471631e-27,6.6260291011646554e-26,5.7248611882469247e-16,1.2555327145502695e-17,6.8757090022161818e-19,4.9951548303162539e-19,1.0363694204620416e-15,7.3904484428047453e-17,1.0597123366250922e-12,1.9741152575830631e-14,7.1777521139254684e-14,2.5398976859634542e-17,1.5450949004926483e-17
1.936650204735756e-11,0.4697621231118459,154.0,0.0,0.0,0.0,0.99941659857795806,1.0,18.999997669701539,1.1387688475065737e-05,7.4355063082486733e-05,7.2204841408975387e-05,2.2231562921512856e-06,1.7178877221245004e-11,8.7087997271346502e-06,0.00013933404185764527,8.6332763873353686e-08,0.00027494522152428483,1.0477950367028559e-07,1.7707309461126635e-14,1.7124823536152092e-08,6.0140642003661064e-16,2.8030592836395332e-08,3.2032522238464896e-09,3.2044360455355492e-09,7.6259543277477406e-13,4.2110516753956637e-13,8.5828664530618792e-10,1.5425042525830226e-21,1.4303444537809068e-21,1.4304911120276063e-21,5.8031001117909665e-13,2.3436949050098187e-09,5.1714322229182204e-16,1.3472656917116959e-17,1.5003217109287859e-09,7.5991008665316872e-10,1.2107968056532977e-16,6.21197253949915e-15,2.5773175436138535e-22,1.3293506404520545e-19,1.0143915249996787e-17,9.983539160967202e-18,2.8352285575332049e-20,8.0428551928737245e-23,3.6059893903221058e-23,1.2760760064635489e-21,2.895856567501584e-26,8.801862448731953e-30,2.8491603748639604e-29,2.4333930893453015e-27,8.610940996049238e-26,6.2154231440561659e-16,1.4050928083659157e-17,7.4696503324646042e-19,5.6367580740874294e-19,1.1716667492542955e-15,8.0095432243236974e-17,1.1483994226613624e-12,2.1562807442469139e-14,8.1142309076061441e-14,2.8738873085624617e-17,1.7477360172760822e-17
2.015610245260445e-11,0.46976212270333667,154.0,0.0,0.0,0.0,0.99939283025363224,1.0,18.99999751695573,1.185181708655538e-05,7.7384623463495989e-05,7.508801671173361e-05,2.3713351675265507e-06,1.7878823738757641e-11,8.7086025615341672e-06,0.00014513051201957728,8.6330710567188681e-08,0.0002863837744324533,1.0917569047333822e-07,1.8887546146974107e-14,1.834793968254215e-08,6.2663936461870771e-16,3.0212265691353104e-08,3.5975147748043712e-09,3.5988458236495654e-09,8.5693697028834526e-13,4.7396794669269601e-13,9.2972273558724938e-10,2.026415018332857e-21,1.879307204063983e-21,1.8795078883246613e-21,6.6199628852600909e-13,2.5135151634254209e-09,5.9236987130392231e-16,1.4111081394650123e-17,1.6261858787059611e-09,8.2364048818353802e-10,1.4391632442307604e-16,6.9898043718863062e-15,3.1829339789721121e-22,1.5170985493890782e-19,1.2041615109442821e-17,1.1856007115700049e-17,3.5029957877452094e-20,1.0313022806316938e-22,4.6346225373887269e-23,1.5760491550549091e-21,3.8708762593240171e-26,1.2053752364904328e-29,3.6623546229613721e-29,3.2461783833158294e-27,1.1074827146896304e-25,6.7257600874312695e-16,1.5648039267609768e-17,8.0877213617601577e-19,6.3300494180694858e-19,1.3180399807970239e-15,8.6517385057097248e-17,1.2403924392645585e-12,2.3460478281170368e-14,9.1273560961700849e-14,3.235423716513493e-17,1.9670471776661052e-17
2.0945702857851342e-11,0.46976212228819836,154.0,0.0,0.0,0.0,0.99936906260338998,1.0,18.999997361704576,1.2315932853819164e-05,8.0414036879650368e-05,7.7968444223447912e-05,2.5220137267750722e-06,1.85787362894313e-11,8.7084054014922413e-06,0.00015092682858774284,8.6328657458182294e-08,0.00029782206327895119,1.1357166393705752e-07,2.0087692695884517e-14,1.9611654025132754e-08,6.5187108468970283e-16,3.2464687514784376e-08,4.0218001761474823e-09,4.0232897820540681e-09,9.5849899761692763e-13,5.3093692384785918e-13,1.0040163687611905e-09,2.6337464716625676e-21,2.4428597350944152e-21,2.4431310012329692e-21,7.513396910493765e-13,2.689185232374625e-09,6.7543913703696403e-16,1.475537668602513e-17,1.756993869786959e-09,8.8987179845193593e-10,1.6996969147688057e-16,7.8289005149154418e-15,3.8999941825052529e-22,1.722505425792442e-19,1.4200726567684043e-17,1.3986937802611077e-17,4.2931364810541832e-20,1.3097738916806367e-22,5.8997952267056673e-23,1.9309292781879447e-21,5.1170583338643426e-26,1.6314072220399975e-29,4.662647132000854e-29,4.283354669012884e-27,1.4107664279308759e-25,7.2558421267548081e-16,1.7348379958030393e-17,8.7298852098905448e-19,7.0768787467810079e-19,1.4758921032410954e-15,9.3168393469309016e-17,1.3356634836476393e-12,2.5433524237085107e-14,1.0219920265190534e-13,3.6255186176625786e-17,2.203638963943868e-17
2.1735303263098232e-11,0.46976212186682126,154.0,0.0,0.0,0.0,0.99934529562721142,1.0,18.999997204092491,1.2780035777220119e-05,8.3443303337766601e-05,8.0846268448521297e-05,2.6750475648144827e-06,1.9278614874724707e-11,8.708208246695367e-06,0.00015672299157392636,8.6326604459770459e-08,0.00030926008808569662,1.1796742407317198e-07,2.1306598928255375e-14,2.0915962664440892e-08,6.7710158031690723e-16,3.4786812230585667e-08,4.4770593507553169e-09,4.4787192068579962e-09,1.0675114796867478e-12,5.9214505085067693e-13,1.0811678299082799e-09,3.3892882387719474e-21,3.1440418225915616e-21,3.1444043560620897e-21,8.4871625567992312e-13,2.8707072316076418e-09,7.6687313571904238e-16,1.540554338242161e-17,1.8927313768924035e-09,9.5859659736054352e-10,1.9955231429882891e-16,8.7314202890768096e-15,4.7438014720241071e-22,1.9464418919127395e-19,1.6645237633936577e-17,1.6400072513999611e-17,5.2221562293353765e-20,1.6487171182549989e-22,7.4438403466225644e-23,2.3481226167890429e-21,6.6952047524021138e-26,2.1840516789773866e-29,5.8835397302648192e-29,5.5949043458827878e-27,1.7811890138179322e-25,7.8056411626387395e-16,1.9153566247762328e-17,9.3961071996089139e-19,7.8790800431882453e-19,1.6456226260453165e-15,1.00046524448173e-16,1.4341848873153291e-12,2.7481309645025092e-14,1.1394692405662333e-13,4.0451751719600092e-17,2.4581167995793467e-17
2.2524903668345123e-11,0.46976212143957335,154.0,0.0,0.0,0.0,0.99932152932507656,1.0,18.999997044255572,1.3244125857121261e-05,8.6472422844655945e-05,8.3721625596181148e-05,2.8303005669481792e-06,1.9978459496106591e-11,8.7080110975126424e-06,0.00016251900098966448,8.6324551453359734e-08,0.00032069784887411992,1.2236297089307408e-07,2.2543180697011902e-14,2.2260861701354797e-08,7.0233085156570219e-16,3.7177612730905576e-08,4.9642291854094481e-09,4.9660713427288202e-09,1.1842009856438832e-12,6.5772331390995191e-13,1.1611774057445064e-09,4.3215586820748257e-21,4.0093644352095986e-21,4.0098438631605776e-21,9.545034589612026e-13,3.0580831383279886e-09,8.6721068292129809e-16,1.6061582078354155e-17,2.033384133803524e-09,1.02980748662081e-09,2.3299456591560875e-16,9.6995061966862064e-15,5.7311041193052074e-22,2.1897819870822169e-19,1.9400288104831134e-17,1.9120289642717658e-17,6.3080402054664561e-20,2.0582960702677838e-22,9.3146633850138817e-23,2.8357011901286337e-21,8.6767210009571337e-26,2.8943634103043235e-29,7.3629465737444322e-29,7.2394765147175146e-27,2.2303555807297243e-25,8.375130816714384e-16,2.1065117259768987e-17,1.0086354768882602e-18,8.7384715210903517e-19,1.8276276094730268e-15,1.0714986118986076e-16,1.5359292140499699e-12,2.9603204033473159e-14,1.2654418112054813e-13,4.4953880632142704e-17,2.7310809925355484e-17
2.3314504073592014e-11,0.46976212100680176,154.0,0.0,0.0,0.0,0.99929776369696499,1.0,18.999996882322129,1.37082030938856e-05,8.9501395407127175e-05,8.6594644056648201e-05,2.9876444329707025e-06,2.0678270155055981e-11,8.7078139541642197e-06,0.00016831485684652128,8.6322498454601342e-08,0.00033213534566570722,1.2675830440506396e-07,2.3796416097128886e-14,2.364634723683653e-08,7.2755889848374784e-16,3.9636080340778418e-08,5.4842327839803482e-09,5.4862696461766697e-09,1.3087907501832932e-12,7.2780076922913218e-13,1.2440453844608495e-09,5.4631886718944792e-21,5.0691680687417899e-21,5.0697958918603905e-21,1.0690800014747379e-12,3.2513147953561757e-09,9.7700729385518885e-16,1.6723493371050366e-17,2.1789379152442026e-09,1.1034970896892932e-09,2.7064501618515004e-16,1.0735284056372413e-14,6.8801746041229908e-22,2.4534026651061979e-19,2.2492173600265732e-17,2.217360809707102e-17,7.5703218478045261e-20,2.5499159578430617e-22,1.1566228551605566e-22,3.4024340898782074e-21,1.1144973134615919e-25,3.7995185087647654e-29,9.1435792471065547e-29,9.2854913202805817e-27,2.7713534319973786e-25,8.9642863642046782e-16,2.3084460984173995e-17,1.080059738780621e-18,9.6568557564428314e-19,2.0222996938216633e-15,1.1447650298107539e-16,1.6408692579458635e-12,3.1798582097621181e-14,1.4001819778638018e-13,4.9771435702185818e-17,3.0231267781944724e-17
2.4104104478838904e-11,0.46976212056883304,154.0,0.0,0.0,0.0,0.99927399874285594,1.0,18.99999671841309,1.4172267487876135e-05,9.2530221031984528e-05,8.9465444849992534e-05,3.1469582285704909e-06,2.1378046853059725e-11,8.7076168164405769e-06,0.00017411055915618113,8.6320445538118821e-08,0.00034357257848218386,1.3115342461687997e-07,2.5065341892575304e-14,2.5072415372056497e-08,7.5278572111545349e-16,4.2161224306016005e-08,6.037979713529559e-09,6.0402240317510913e-09,1.4415007331585515e-12,8.0250457763324969e-13,1.3297720555755115e-09,6.8513272441206691e-21,6.3580016707917791e-21,6.3588163269795872e-21,1.1928256123750289e-12,3.4504039188253933e-09,1.0968351835805284e-15,1.7391277860416566e-17,2.3293785367634356e-09,1.1796580517037303e-09,3.1287078152441651e-16,1.1840863136358846e-14,8.2108902679393514e-22,2.7381833387803227e-19,2.5948348971517673e-17,2.5587190081475552e-17,9.0301516778576059e-20,3.1363202832472952e-22,1.4259066555568859e-22,4.0578188764528884e-21,1.4196759042051886e-25,4.9437456573021426e-29,1.1273349029156348e-28,1.1812337171199165e-26,3.4188785668676443e-25,9.5730846700423607e-16,2.5212939777257584e-17,1.1538806479887514e-18,1.0636019817691686e-18,2.2300281284031341e-15,1.2202456506151762e-16,1.7489780414410145e-12,3.4066823691355177e-14,1.5439596794199668e-13,5.4914196372955864e-17,3.3348443619316759e-17
2.4893704884085795e-11,0.469762120125976,154.0,0.0,0.0,0.0,0.99925023446272843,1.0,18.99999655264245,1.463631903945585e-05,9.5558899726025747e-05,9.2334142049240833e-05,3.3081279624663418e-06,2.207778959161162e-11,8.7074196841905304e-06,0.0001799061079302874,8.6318392716860208e-08,0.00035500954734519536,1.3554833153800923e-07,2.6349050148226324e-14,2.6539062208609071e-08,7.7801131951525114e-16,4.4752071303126889e-08,6.6263662436316334e-09,6.6288311114549767e-09,1.5825476775462348e-12,8.8196003823471413e-13,1.4183577097981491e-09,8.5280693507801263e-21,7.915022367418531e-21,7.916070440077265e-21,1.3261208723988935e-12,3.6553521054359816e-09,1.2272832671169868e-15,1.8064936149001639e-17,2.4846918546182583e-09,1.2582830394193565e-09,3.6005786812313648e-16,1.3018336286559979e-14,9.7448153333063488e-22,3.0450054678155431e-19,2.9797431141281987e-17,2.9389343303267579e-17,1.0710366214044523e-19,3.8316914124003184e-22,1.7460804054665743e-22,4.812113061262497e-21,1.7943898789339325e-25,6.3793596176980157e-29,1.3805786335822856e-28,1.4911664810578896e-26,4.1893678474142229e-25,1.0201504128333601e-15,2.7451815541833178e-17,1.230095534745887e-18,1.1677735395107545e-18,2.451198800274673e-15,1.2979217848686345e-16,1.860228813356284e-12,3.6407313828226658e-14,1.6970425735146102e-13,6.0391859442570797e-17,3.6668189613377106e-17
2.5683305289332686e-11,0.4697621196785213,154.0,0.0,0.0,0.0,0.99922647085656247,1.0,18.999996385117644,1.5100357748987721e-05,9.8587431496043184e-05,9.5200843179235495e-05,3.4710461877782922e-06,2.2777498372213321e-11,8.7072225575306727e-06,0.000185701503180373,8.6316339950606484e-08,0.00036644625227617145,1.3994302517880903e-07,2.7646685054800903e-14,2.8046283848497245e-08,8.0323569374261912e-16,4.7407664970079057e-08,7.2502755792117424e-09,7.2529744276716439e-09,1.7321451658368366e-12,9.6629062118010101e-13,1.5098026389051926e-09,1.0540905862662092e-20,9.7844161588321817e-21,9.7857537432181938e-21,1.4693470538052559e-12,3.8661608392943966e-09,1.3689571594507747e-15,1.8744468841673877e-17,2.6448637656569514e-09,1.3393647411453859e-09,4.1261150878391539e-16,1.4269780069513379e-14,1.1505284253946211e-21,3.3747521854806109e-19,3.4069201430196354e-17,3.3609522661020327e-17,1.2635556948441283e-19,4.651754462815484e-22,2.1246714748497518e-22,5.6763656601551094e-21,2.2514948736670032e-25,8.1679039558407315e-29,1.6800477319017164e-28,1.8688782154410813e-26,5.1011368462755364e-25,1.0849524604974811e-15,2.980227460762309e-17,1.3087019100977046e-18,1.2783758929090197e-18,2.6861942627156048e-15,1.3777748999409769e-16,1.9745950469680915e-12,3.8819442665637151e-14,1.859696055695137e-13,6.6214039757643103e-17,4.0196308480779915e-17
2.6472905694579576e-11,0.4697621192267431,154.0,0.0,0.0,0.0,0.9992027079243363,1.0,18.999996215939952,1.5564383616834715e-05,0.00010161581634882571,9.8065649592586512e-05,3.6356116262922285e-06,2.3477173196372214e-11,8.7070254365623343e-06,0.00019149674491795437,8.6314287219744629e-08,0.00037788269329651054,1.4433750554889742e-07,2.8957439936147867e-14,2.9594076394000666e-08,8.2845884385276369e-16,5.0127065456848167e-08,7.9105780871625324e-09,7.9135246798687644e-09,1.8905036749162776e-12,1.0556179995154888e-12,1.6041071356254572e-09,1.2943195982019259e-20,1.2015839750576767e-20,1.2017533992377278e-20,1.6228859758933707e-12,4.0828314983596414e-09,1.5224791754319603e-15,1.942987654519404e-17,2.80988020720252e-09,1.4228958666816464e-09,4.7095649351001807e-16,1.5597254890165211e-14,1.3517486363851395e-21,3.7283079615133241e-19,3.8794607417686414e-17,3.8278331462724781e-17,1.483213935788012e-19,5.6138844493724705e-22,2.5700292109249763e-22,6.662448805337387e-21,2.8057044199811046e-25,1.0381410247196814e-28,2.0323517616218525e-28,2.3264153852152045e-26,6.1745233952591463e-25,1.1517127383250726e-15,3.2265432328281141e-17,1.3896974591999484e-18,1.3955831737439286e-18,2.9353937634507496e-15,1.4597866186959924e-16,2.0920504381202796e-12,4.1302605466619293e-14,2.0321832783955532e-13,7.2390270900889081e-17,4.3938553893912173e-17
2.7262506099826467e-11,0.46976211877089996,154.0,0.0,0.0,0.0,0.99917894566602994,1.0,18.999996045204838,1.6028396643359782e-05,0.00010464405429115891,0.0001009286568240271,3.8017288143086148e-06,2.4176814065600858e-11,8.7068283212215914e-06,0.00019729183315458104,8.6312234542196418e-08,0.000389318870427678,1.4873177265723211e-07,3.0280554428447952e-14,3.1182435947645318e-08,8.5368076989705687e-16,5.2909348994715569e-08,8.6081315170003539e-09,8.6113399453393949e-09,2.0578306295012122e-12,1.1500620802073865e-12,1.7012714935352796e-09,1.5794662187260787e-20,1.4664883653228917e-20,1.4667014474206685e-20,1.7871198748163815e-12,4.3053653605196464e-09,1.6884883295577356e-15,2.0121159867970284e-17,2.9797271569365178e-09,1.5088691472554074e-09,5.3553749396545959e-16,1.7002805124527358e-14,1.580855179280517e-21,4.106558299089976e-19,4.4005764382400246e-17,4.3427522219585414e-17,1.7328421922788283e-19,6.7372166250960792e-22,3.0913843716343083e-22,7.783089403884407e-21,3.4737875343308484e-25,1.3103781195021093e-28,2.4447983224248775e-28,2.8775009487919839e-26,7.4320368480032693e-25,1.2204295112245761e-15,3.4842337411322316e-17,1.4730800349629767e-18,1.5195680141614557e-18,3.199173272627114e-15,1.5439387181893038e-16,2.2125689033603089e-12,4.3856202553608451e-14,2.2147651697554066e-13,7.8930005872904378e-17,4.7900630892358559e-17
2.8052106505073358e-11,0.46976211831123565,154.0,0.0,0.0,0.0,0.99915518408162185,1.0,18.999995873002273,1.6492396828925867e-05,0.00010767214532982446,0.00010378995492441253,3.9693077688360085e-06,2.4876420981418842e-11,8.7066312114411793e-06,0.00020308676790178209,8.6310181934882908e-08,0.00040075478369110048,1.5312582651308014e-07,3.1615311821460267e-14,3.2811358612272257e-08,8.7890147192872752e-16,5.5753607483334749e-08,9.3437812158078489e-09,9.347265894227121e-09,2.234330454188089e-12,1.249741034354423e-12,1.8012960069624573e-09,1.9161907814417549e-20,1.7793556667999737e-20,1.7796218694253987e-20,1.9624312865025426e-12,4.5337636093187994e-09,1.8676403356387853e-15,2.0818319420016991e-17,3.1543906327832618e-09,1.5972773354584176e-09,6.0681938192636094e-16,1.8488459247223522e-14,1.8407638616531175e-21,4.5103894617206735e-19,4.9735956364249674e-17,4.9089997058100373e-17,2.0154675129499151e-19,8.0427599542287571e-22,3.6989107158921032e-22,9.0519008319747338e-21,4.2747801000873748e-25,1.6432305275423094e-28,2.9254418468723488e-28,3.5377064341972752e-26,8.8985130692375734e-25,1.2911011757909697e-15,3.7533975996345106e-17,1.5588476520236157e-18,1.6505015592006868e-18,3.4779055105500145e-15,1.6302131283738708e-16,2.3361245780863891e-12,4.647963926722594e-14,2.4077004522817187e-13,8.5842617768254261e-17,5.2088196290934199e-17
2.8841706910320248e-11,0.46976211784798033,154.0,0.0,0.0,0.0,0.99913142317109105,1.0,18.999995699417088,1.69563841738959e-05,0.00011070008947159996,0.00010664962877554772,4.1382636729449789e-06,2.5575993945349846e-11,8.7064341072548641e-06,0.00020888154917103179,8.6308129392254975e-08,0.00041219043310809778,1.5751966712622875e-07,3.2961036552381865e-14,3.4480840491076045e-08,9.0412095000397548e-16,5.865894809462696e-08,1.0118360337700681e-08,1.0122135999073286e-08,2.4202046241737903e-12,1.3547713266236643e-12,1.9041809708983251e-09,2.3118957354799362e-20,2.147079185220282e-20,2.1474096561296861e-20,2.149202941573433e-12,4.7680273393569679e-09,2.0606076063462095e-15,2.1521355812803659e-17,3.3338566927943553e-09,1.6881132051841254e-09,6.8528754184170138e-16,2.0056229957941264e-14,2.1346021209708173e-21,4.9406882275760202e-19,5.6019636887076289e-17,5.5299807789910164e-17,2.3343200434040156e-19,9.5535136529933569e-22,4.4037887455235473e-22,1.0483414654951127e-20,5.2302105065429888e-25,2.0479310706529449e-28,3.4831341028873339e-28,4.3246356614060205e-26,1.0601275159338988e-24,1.3637262556625663e-15,4.034127549624853e-17,1.6469984810255862e-18,1.78855347922261e-18,3.7719599751813148e-15,1.7185919308125889e-16,2.4626918147047749e-12,4.9172325930671374e-14,2.6112456613553963e-13,9.3137400445932638e-17,5.6506859084318134e-17
2.963130731556714e-11,0.46976211738135054,154.0,0.0,0.0,0.0,0.99910766293441611,1.0,18.999995524529218,1.7420358678632794e-05,0.00011372788672325983,0.00010950775838694628,4.3085165791800907e-06,2.6275532958919973e-11,8.7062370087061986e-06,0.00021467617697377978,8.6306076902664407e-08,0.00042362581869994287,1.6191329450646438e-07,3.4317091843538911e-14,3.6190877687575283e-08,9.2933920417889596e-16,6.1624492892630565e-08,1.09326900480408e-08,1.0936771739108686e-08,2.6156517147018456e-12,1.4652677439432153e-12,2.0099266809173499e-09,2.7747819532675732e-20,2.5772974044242855e-20,2.5777052148155332e-20,2.3478176712439419e-12,5.0081575613788891e-09,2.2680792526377486e-15,2.2230269658956307e-17,3.5181114350335308e-09,1.7813695515650653e-09,7.7144817761567795e-16,2.1708114306806066e-14,2.4657179771167484e-21,5.3983416704125178e-19,6.2892429377218009e-17,6.2092155674965743e-17,2.6928399168045709e-19,1.129458673397462e-21,5.2182715935935709e-22,1.2093112364461791e-20,6.3643400076282396e-25,2.5373966712775895e-28,4.1275763975793233e-28,5.2581205007598371e-26,1.2570299922225691e-24,1.4383033971139071e-15,4.3265108215125366e-17,1.7375308431910625e-18,1.9338919822402325e-18,4.0817029694003713e-15,1.8090573574023472e-16,2.5922451808035158e-12,5.1933677813449113e-14,2.8256551635821944e-13,1.0082356919418925e-16,6.1162180848288318e-17
3.042090772081403e-11,0.4697621169115509,154.0,0.0,0.0,0.0,0.99908390337157615,1.0,18.999995348414021,1.7884320343499469e-05,0.00011675553709157573,0.00011236441917555604,4.4799911299955227e-06,2.6975038023662091e-11,8.706039915777568e-06,0.00022047065132147446,8.6304024465918768e-08,0.0004350609404879079,1.6630670866330365e-07,3.5682877475668174e-14,3.7941466305581256e-08,9.5455623450815032e-16,6.4649378468481224e-08,1.1787579722606179e-08,1.1791982799499826e-08,2.8208674492852251e-12,1.5813434234809999e-12,2.1185334331036618e-09,3.3139073207990248e-20,3.078448901040405e-20,3.078949309196907e-20,2.5586583232724516e-12,5.2541552070716656e-09,2.490761083062676e-15,2.2945061572135024e-17,3.7071409974618145e-09,1.8770391909104346e-09,8.6582861372026454e-16,2.3446093818692394e-14,2.8376890991251108e-21,5.8842369637206532e-19,7.0391127310005048e-17,6.9503390910552303e-17,3.094684136972741e-19,1.3293320489854492e-21,6.1557530531668444e-22,1.3897457124926128e-20,7.7044182591615286e-25,3.1264240226999506e-28,4.8693734776937609e-28,6.3604290561539013e-26,1.4838390082800521e-24,1.5148313648714776e-15,4.6306294755668998e-17,1.8304432051669913e-18,2.0866838261500109e-18,4.407497628029044e-15,1.9015917891119551e-16,2.7247594573459934e-12,5.4763115091008055e-14,3.051181174988879e-13,1.0891026138974541e-16,6.6059676137570574e-17
3.121050812606092e-11,0.4697621164387741,154.0,0.0,0.0,0.0,0.99906014448254943,1.0,18.999995171142526,1.834826916885881e-05,0.00011978304058331649,0.00011521968222942354,4.6526162942424786e-06,2.7674509141112881e-11,8.7058428284406745e-06,0.00022626497222554673,8.6301972088838475e-08,0.00044649579849323202,1.70699909606225e-07,3.7057827689052515e-14,3.9732602449205727e-08,9.7977204104621413e-16,6.7732755589749072e-08,1.2683827141915436e-08,1.2688567265748164e-08,3.0360447467539001e-12,1.7031098799379531e-12,2.230001523984001e-09,3.9392476132845827e-20,3.6598294260722411e-20,3.6604401681934085e-20,2.7821076871053303e-12,5.506021133587045e-09,2.7293756029455938e-15,2.3665732166968819e-17,3.9009315578230401e-09,1.975114960643855e-09,9.6897759074258244e-16,2.5272134616486366e-14,3.2543319832029017e-21,6.3992612052005402e-19,7.8553694113379115e-17,7.7571011875803466e-17,3.5437334524787789e-19,1.557941385258533e-21,7.2308377402014539e-22,1.5913925522419388e-20,9.2809544908373798e-25,3.8319016336193253e-28,5.7200891216994662e-28,7.6564866607236522e-26,1.7441352259143151e-24,1.5933090381397678e-15,4.9465607228152309e-17,1.9257341741307808e-18,2.2470943308653983e-18,4.7497039446235807e-15,1.9961777547325253e-16,2.8602096368822211e-12,5.7660062802172907e-14,3.2880737790662148e-13,1.1740653715145973e-16,7.1204812880337748e-17
