Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398),S(1815)
4.956244745983158e-10,0.3630289870273059,154.0,0.0,0.0,0.0,0.99998609257391824,1.0,18.999996897324444,1.315586490817245e-06,6.1540628144309467e-06,3.1806400505744534e-06,3.0379096364377754e-06,9.6012497345792503e-12,2.7301780067874261e-10,8.1773211215618667e-08,4.0944125829764178e-14,7.0229619265339154e-08,6.4501587211732642e-08,1.0559547848353644e-13,2.2087532172140281e-09,1.3821771477510972e-15,6.1574119708168406e-11,1.3880999179814906e-11,1.3906766874437308e-11,1.4996718863673154e-14,1.0770129227908272e-14,1.5381606412341149e-10,1.0566167766420161e-24,1.0248447289634164e-24,1.0248475742754835e-24,1.7569397549396264e-12,2.5284910921895919e-10,1.1038984304093911e-16,2.5503133628233293e-19,4.5192114751438309e-14,5.2589561349994255e-14,8.4652439150661142e-19,1.1107952003379158e-16,2.1389333600929559e-25,1.6847884964892863e-21,2.7086638902257959e-19,2.6393116115403548e-19,5.4094121520234386e-21,4.7517718388976228e-22,2.0189044340820643e-24,6.3694030741537163e-22,5.6258800886514443e-26,1.0945190479428047e-28,4.1834335979890202e-31,9.9911607472028594e-28,5.6280378457431604e-25,1.9988143987127566e-20,1.2460625700138152e-20,8.4469710797423806e-25,8.0172770765789823e-25,5.2792762351940777e-21,5.1013864069595625e-22,6.458772969899127e-17,3.4445010398810167e-18,1.1388446446791219e-17,2.9870349033542352e-20,2.5090813766544219e-20,5.7809842627687715e-20,6.4567129797985094e-28,1.2419335715147992e-25,1.0836547617508989e-19,6.9137447466485961e-29,1.6167931506313583e-23,3.6701537452943184e-31,3.6167580252291493e-28,7.2369488305881547e-24,5.1272412595623553e-29
5.097765531980968e-10,0.36302898677833007,154.0,0.0,0.0,0.0,0.99998569540700599,1.0,18.999996777289542,1.353148137800439e-06,6.3297679966712053e-06,3.2400306438695913e-06,3.1560774308876742e-06,9.8753759823465896e-12,2.7301769796726485e-10,8.4112239144126189e-08,4.0944109567898983e-14,7.2238457593020993e-08,6.6354434018215893e-08,1.0970290698353307e-13,2.3366812205126223e-09,1.4218810253148645e-15,6.4199340403430902e-11,1.4923463963983659e-11,1.495117113410133e-11,1.6123755735207238e-14,1.1582463101898283e-14,1.6276086682241314e-10,1.2587087574688963e-24,1.2208669610832296e-24,1.2208704534433089e-24,1.9129085434859431e-12,2.6666851194461994e-10,1.219916627849611e-16,2.637834152006054e-19,4.778677952152963e-14,5.5608022943949462e-14,9.5127291668015295e-19,1.2026524487503122e-16,2.4717472583563791e-25,1.8346179979560487e-21,3.0356536865760139e-19,2.9567652955103218e-19,6.2235070601826156e-21,5.620765445138987e-22,2.3887785097308613e-24,7.3465950063336837e-22,6.8514442385106926e-26,1.3552572263580099e-28,4.9498814357073951e-31,1.2118100462905836e-27,6.6657678705181186e-25,2.1078325257879279e-20,1.3417270599723077e-20,8.9087040240765626e-25,8.676980390836955e-25,5.7238662346554772e-21,5.373313156215315e-22,6.802713038147121e-17,3.6379430027436732e-18,1.2349609771606773e-17,3.2395408254931003e-20,2.721279992274164e-20,6.2956525726163719e-20,6.9524172259554986e-28,1.352500247227494e-25,1.172042978964126e-19,7.4776638048402944e-29,1.7486722798280453e-23,4.5034261613715062e-31,3.8944291099240219e-28,8.0753404541398947e-24,5.7212750762266135e-29
5.239286317978778e-10,0.36302898652855164,154.0,0.0,0.0,0.0,0.99998529823707938,1.0,18.999996656867268,1.3907095818185957e-06,6.5054727877659976e-06,3.2990338931090382e-06,3.2746322512582817e-06,1.0149501616596555e-11,2.7301759525496327e-10,8.645126601693552e-08,4.0944093305910504e-14,7.4247295095956804e-08,6.820727667835407e-08,1.1382378826450783e-13,2.4682102436784208e-09,1.4615848140283402e-15,6.6848332021136107e-11,1.6009646073125491e-11,1.6039374244766634e-11,1.7298090373274528e-14,1.2429015704533187e-14,1.7196070073950555e-10,1.4917730329365478e-24,1.4469328005222147e-24,1.4469370616690833e-24,2.0776764119494233e-12,2.8083563758075665e-10,1.3446014482804646e-16,2.7261582795390626e-19,5.0452301709909754e-14,5.8708838384142713e-14,1.0655542855083193e-18,1.2991229270264033e-16,2.8449818227318252e-25,1.9929162569083556e-21,3.3911988918528704e-19,3.3017382745023617e-19,7.1315602034047058e-21,6.6170232543205509e-22,2.8129583966083925e-24,8.4399477498442807e-22,8.2978575488100605e-26,1.6683056485622469e-28,5.8288639652022973e-31,1.4618945964088675e-27,7.8572547622775681e-25,2.2199314981752524e-20,1.4417191611363615e-20,9.3835025460079592e-25,9.3704822278516336e-25,6.1916936109590518e-21,5.6510984835861064e-22,7.1540547298083865e-17,3.8358253095313386e-18,1.3361187919554918e-17,3.505312677026494e-20,2.9446320114423136e-20,6.8388625203048892e-20,7.4705458469221516e-28,1.469198553386532e-25,1.2647407098642532e-19,8.0690776692080884e-29,1.8869816752850787e-23,5.4931317502097224e-31,4.1846613157325292e-28,8.9832720578254788e-24,6.3645847554940641e-29
5.380807103976587e-10,0.36302898627804264,154.0,0.0,0.0,0.0,0.99998490106413807,1.0,18.999996536092457,1.4282708228726178e-06,6.6811771875086755e-06,3.3576846371980517e-06,3.393539259266593e-06,1.0423626637008826e-11,2.730174925418374e-10,8.8790291834188182e-08,4.0944077043799127e-14,7.6256131774282866e-08,7.0060115189968513e-08,1.1795691136935105e-13,2.603340275902126e-09,1.5012885138448387e-15,6.9520282152981152e-11,1.7139932754939981e-11,1.7171764179003217e-11,1.8520142141559852e-14,1.3310091969460561e-14,1.814157520077228e-10,1.759432980593979e-24,1.7065572630435764e-24,1.7065624330776305e-24,2.2514669479901742e-12,2.9535000572062692e-10,1.4783572739210043e-16,2.8152863301557497e-19,5.3188557134196864e-14,6.1891859168182913e-14,1.1899415591883526e-18,1.4002893974587048e-16,3.2622411461859446e-25,2.1598989976022703e-21,3.7768828499767889e-19,3.6757305838152494e-19,8.1412566897789212e-21,7.7547546100017674e-22,3.2975312602830725e-24,9.6594535181679736e-22,9.9970186017965834e-26,2.0422992089368111e-28,6.8329955855624204e-31,1.7546302207647155e-27,9.2199768068122283e-25,2.3351528595182447e-20,1.546112890610672e-20,9.8715425036616078e-25,1.0098489584481333e-24,6.6832486253758138e-21,5.9346612232416843e-22,7.5126955007185826e-17,4.0380864428476496e-18,1.4424248807462395e-17,3.7846319908519181e-20,3.179374259600052e-20,7.4112568770131758e-20,8.0114823770611157e-28,1.59216657731826e-25,1.3618147329310175e-19,8.6884123881397023e-29,2.031820984175719e-23,6.6627912406454993e-31,4.4876694812748624e-28,9.9643234666745125e-24,7.0597071608996813e-29
5.522327889974397e-10,0.3630289860268689,154.0,0.0,0.0,0.0,0.99998450388818194,1.0,18.999996414996804,1.4658318609634085e-06,6.8568811956921767e-06,3.4160145807359191e-06,3.5127667508552677e-06,1.0697751043262578e-11,2.7301738982788627e-10,9.1129316596025417e-08,4.0944060781563836e-14,7.8264967628134678e-08,7.191294955087164e-08,1.2210117428469254e-13,2.7420713063701967e-09,1.5409921247174869e-15,7.221442954506214e-11,1.8314698219824069e-11,1.8348715847659486e-11,1.979031627582732e-14,1.4225986521466025e-14,1.9112620664605914e-10,2.0656095409959448e-24,2.0035440701074305e-24,2.0035503096056282e-24,2.4345028899389903e-12,3.1021117910608482e-10,1.6215972376994628e-16,2.905218888231166e-19,5.5995421829597946e-14,6.5156937061395832e-14,1.3250256145665471e-18,1.5062328461867252e-16,3.7273405428535617e-25,2.335781131336086e-21,4.1943282610792272e-19,4.080277275699963e-19,9.2606593518699518e-21,9.0492782818357323e-22,3.8490628474749378e-24,1.1015650432311686e-21,1.1984342796754816e-25,2.487006862471968e-28,7.9758824830998357e-31,2.0958420641279226e-27,1.0772820867942948e-24,2.453539554962572e-20,1.6549828397804626e-20,1.0373005734293432e-24,1.086170074616612e-24,7.1990151459828671e-21,6.2239213335645612e-22,7.8785342270331117e-17,4.24466573736957e-18,1.5539845677232304e-17,4.0777764311366173e-20,3.4257403078135348e-20,8.0134692277071748e-20,8.5756133264770366e-28,1.7215404328648326e-25,1.4633297170414663e-19,9.3360805507043772e-29,2.1832867057551921e-23,8.0386213567242544e-31,4.8036701120467195e-28,1.1022148752012716e-23,7.8092317759252908e-29
5.663848675972207e-10,0.3630289857750903,154.0,0.0,0.0,0.0,0.99998410670921012,1.0,18.999996293609172,1.5033926960918699e-06,7.0325848121090375e-06,3.474052576027924e-06,3.6322858741879009e-06,1.0971874835036728e-11,2.7301728711311048e-10,9.3468340302588137e-08,4.0944044519204858e-14,8.0273802657647039e-08,7.3765779758911947e-08,1.2625557413859467e-13,2.8844033242648456e-09,1.5806956466001785e-15,7.4930059857877591e-11,1.9534304453265636e-11,1.9570591913780899e-11,2.1109004764686724e-14,1.5176984320740117e-14,2.0109225054969044e-10,2.4145355664131743e-24,2.3419995752163683e-24,2.3420070675182698e-24,2.6270061875227506e-12,3.2541875974510823e-10,1.7747432373995049e-16,2.9959565377520518e-19,5.8872772048527579e-14,6.8503924096341524e-14,1.4714152244728295e-18,1.6170325241923078e-16,4.2443128277402356e-25,2.520776815062912e-21,4.6451970217481747e-19,4.5169481599093253e-19,1.049821496885278e-20,1.0517072415679086e-21,4.474619389345112e-24,1.2519635899064503e-21,1.4299034063153218e-25,3.0134440810375155e-28,9.2721680238912843e-31,2.4919625347178967e-27,1.2536150632887451e-24,2.5751358548348695e-20,1.7684042450809163e-20,1.0888079727545391e-24,1.1660805425915411e-24,7.739470759603838e-21,6.5187998815790001e-22,8.2514711855548476e-17,4.4555033680394916e-18,1.6709017297369862e-17,4.3850198464455473e-20,3.6839605174651328e-20,8.6461241024168191e-20,9.163328547723226e-28,1.8574542885865411e-25,1.5693482677120298e-19,1.0012481581678531e-28,2.3414722603621768e-23,9.6497510175502743e-31,5.1328815858318958e-28,1.2160475265339695e-23,8.6158000192795119e-29
5.805369461970017e-10,0.3630289855227611,154.0,0.0,0.0,0.0,0.99998370952722293,1.0,18.999996171955804,1.5409533282589056e-06,7.2082880365514891e-06,3.531824879682667e-06,3.7520703730582759e-06,1.1245998012009732e-11,2.730171843975101e-10,9.5807362954017015e-08,4.0944028256723019e-14,8.2282636862953924e-08,7.5618605811925146e-08,1.3041919828161427e-13,3.0303363187640282e-09,1.6203990794465336e-15,7.7666501802429654e-11,2.0799101960998334e-11,2.0837743539163702e-11,2.2476587157452142e-14,1.6163361253776378e-14,2.1131406948287874e-10,2.8107703768414099e-24,2.7263468918456927e-24,2.726355845518731e-24,2.8291980587968794e-12,3.4097238537921008e-10,1.9382259489126463e-16,3.0874998622935379e-19,6.1820484260227236e-14,7.1932672572332409e-14,1.629737137103756e-18,1.7327659873400986e-16,4.8174146138604897e-25,2.7150995064235164e-21,5.1311900758398159e-19,4.987347555615566e-19,1.1862760353728584e-20,1.2175825009510027e-21,5.181789763287387e-24,1.4183079936791211e-21,1.6984368753394947e-25,3.6339929809786206e-28,1.0737578682065254e-30,2.9500758233343329e-27,1.453187596933398e-24,2.6999872853729316e-20,1.8864530520548579e-20,1.141695732887434e-24,1.2496484901979255e-24,8.3050868815230975e-21,6.8192190275956895e-22,8.631408034334288e-17,4.6705403384218233e-18,1.7932788161741147e-17,4.7066323221398845e-20,3.954262084331032e-20,9.3098371056360012e-20,9.7750215677298995e-28,2.0000403955609307e-25,1.6799309724552324e-19,1.0718002030922686e-28,2.5064680570991673e-23,1.1528447608850024e-30,5.4755243386335417e-28,1.3383102689107992e-23,9.4821045721562428e-29
5.946890247967827e-10,0.3630289852699312,154.0,0.0,0.0,0.0,0.99998331234221982,1.0,18.999996050060609,1.5785137574654184e-06,7.3839908688115171e-06,3.5893553861114264e-06,3.8720963533969963e-06,1.1520120573859588e-11,2.730170816810841e-10,9.8146384550452461e-08,4.0944011994117499e-14,8.4291470244188741e-08,7.7471427707718255e-08,1.3459121617071767e-13,3.1798702790414425e-09,1.6601024232095653e-15,8.0423123618239525e-11,2.2109430452947026e-11,2.2150511069584204e-11,2.3893431305630918e-14,1.7185384675687056e-14,2.217918490741527e-10,3.2592145183711602e-24,3.1613402181775067e-24,3.1613508696697444e-24,3.0412990434301186e-12,3.5687172626884156e-10,2.1124848386045907e-16,3.1798494450037681e-19,6.4838435150385328e-14,7.5443035054952588e-14,1.8006361543930041e-18,1.8535091354873052e-16,5.4511326264063733e-25,2.9189620151449762e-21,5.6540472751904422e-19,5.4931140539982567e-19,1.3363528311752097e-20,1.4044484889667941e-21,5.9787079027271896e-24,1.6018238452258879e-21,2.0087991850432445e-25,4.3625304120215077e-28,1.2388970482084305e-30,3.4779643539366227e-27,1.6783523370601484e-24,2.8281405658634793e-20,2.0092059733310844e-20,1.1959836470481421e-24,1.3369412154179273e-24,8.8963288630760536e-21,7.125102010068607e-22,9.0182477935378734e-17,4.8897184692268593e-18,1.9212168685603145e-17,5.0428802320561947e-20,4.236869082053744e-20,1.0005215043869325e-19,1.0411089888231104e-27,2.1494291147838126e-25,1.7951364452669946e-19,1.1453015857211527e-28,2.6783615602155183e-23,1.3710353453951196e-30,5.8318210329598162e-28,1.4693902104067777e-23,1.0410888717233659e-28
6.088411033965636e-10,0.3630289850166455,154.0,0.0,0.0,0.0,0.99998291515420068,1.0,18.999995927945331,1.6160739837123105e-06,7.5596933086808575e-06,3.6466658400354745e-06,3.9923420707696161e-06,1.1794242520264208e-11,2.7301697896383272e-10,1.0048540509203462e-07,4.0943995731388034e-14,8.6300302801484315e-08,7.932424544411407e-08,1.3877087198285137e-13,3.3330051942665212e-09,1.6998056778426178e-15,8.3199329862203079e-11,2.3465619471446183e-11,2.3509224664196418e-11,2.5359894043987924e-14,1.8243313908288836e-14,2.3252577481340824e-10,3.765124719183814e-24,3.6520793540552309e-24,3.6520919705439703e-24,3.2635290524972532e-12,3.7311648226779282e-10,2.2979681748108128e-16,3.2730058685952391e-19,6.7926501620758155e-14,7.9034864375577586e-14,1.9847752093149778e-18,1.979336250686086e-16,6.1501900335192803e-25,3.1325765510797897e-21,6.2155472495886855e-19,6.0359202908296414e-19,1.5010153475872633e-20,1.6143313163069271e-21,6.8740754448906016e-24,1.803796647177842e-21,2.3662225619443012e-25,5.2145642991879401e-28,1.4244375934220405e-30,4.0841571917352142e-27,1.9316307466291757e-24,2.9596435516008409e-20,2.1367405410976154e-20,1.2516919927111146e-24,1.4280251998879242e-24,9.5136560972098247e-21,7.4363731306614118e-22,9.4118948265810087e-17,5.1129803869959634e-18,2.054815539894321e-17,5.3940262894762417e-20,4.5320025050178869e-20,1.0732856051354451e-19,1.1071935257665851e-27,2.3057489441783013e-25,1.9150213702601962e-19,1.2217884706617229e-28,2.8572373542165615e-23,1.6234732607890993e-30,6.2019967101306879e-28,1.6096815072856182e-23,1.1404945689186434e-28
6.229931819963446e-10,0.36302898476294504,154.0,0.0,0.0,0.0,0.99998251796316528,1.0,18.999995805629755,1.6536340070004849e-06,7.7353953559510324e-06,3.7037760298907024e-06,4.1127877369769706e-06,1.2068363850901117e-11,2.7301687624575669e-10,1.0282442457890339e-07,4.0943979468535557e-14,8.8309134534972718e-08,8.1177059018946911e-08,1.4295747789248592e-13,3.489741053604427e-09,1.739508843299276e-15,8.5994558480405135e-11,2.4867988968651409e-11,2.4914204874027406e-11,2.6876321816519424e-14,1.9337400697864229e-14,2.4351603205062204e-10,4.3341290386944158e-24,4.2040244058218968e-24,4.2040392882666186e-24,3.4961074149441849e-12,3.8970638016058336e-10,2.4951330384853147e-16,3.3669697153412427e-19,7.1084560788791004e-14,8.2708013630895365e-14,2.1828354420756998e-18,2.1103200345009136e-16,6.9195527932221503e-25,3.3561547691502313e-21,6.8175072853949347e-19,6.6174727284133805e-19,1.6812678024630694e-20,1.8493935122337039e-21,7.8771846070275126e-24,2.0255731329713899e-21,2.7764390827888732e-25,6.2073785312525681e-28,1.6323051443501231e-30,4.7779804344216034e-27,2.2157203577077478e-24,3.0945451821378751e-20,2.2691351545845158e-20,1.3088415094461527e-24,1.5229661222580738e-24,1.0157522122100266e-20,7.7529577395209064e-22,9.8122548215226437e-17,5.3402695129411671e-18,2.1941731137164524e-17,5.760329597397154e-20,4.8398803106374451e-20,1.1493349713989061e-19,1.1757963917220278e-27,2.4691265452181552e-25,2.0396405444597502e-19,1.3012958185543093e-28,3.0431772077215722e-23,1.9144728095276913e-30,6.5862789280996675e-28,1.7595852739528099e-23,1.2467118036496256e-28
6.371452605961256e-10,0.36302898450886734,154.0,0.0,0.0,0.0,0.99998212076911341,1.0,18.999995683131868,1.6911938273308442e-06,7.9110970104134092e-06,3.7607039638342876e-06,4.2334153440530189e-06,1.2342484565447292e-11,2.7301677352685462e-10,1.0516344301119834e-07,4.0943963205559696e-14,9.0317965444785505e-08,8.3029868430029833e-08,1.4715040795388903e-13,3.6500778462160544e-09,1.7792119195326871e-15,8.8808278137735397e-11,2.631684983758541e-11,2.6365763174019978e-11,2.8443051252153143e-14,2.0467889636124441e-14,2.5476280599591335e-10,4.9722422055903777e-24,4.8230106749274901e-24,4.8230281613357239e-24,3.7392529208951258e-12,4.066411712393691e-10,2.7044453330338831e-16,3.4617415670755703e-19,7.4312489987240415e-14,8.6462336182427871e-14,2.3955162751539341e-18,2.2465316444623501e-16,7.7644360160557926e-25,3.5899078111418217e-21,7.4617832122238883e-19,7.23951144626697e-19,1.8781557287619343e-20,2.1119392581929918e-21,8.9979412820381053e-24,2.2685625817196351e-21,3.2457140653520341e-25,7.3601866909078271e-28,1.8645525173369804e-30,5.569609611714076e-27,2.5335021293360881e-24,3.2328954343501231e-20,2.4064691230198649e-20,1.367453378827282e-24,1.6218288714129824e-24,1.082837472290442e-20,8.0747822207546167e-22,1.0219234772717784e-16,5.5715300519368555e-18,2.3393865229153995e-17,6.1420456981115205e-20,5.160717461062521e-20,1.2287277191488244e-19,1.2469586823413037e-27,2.6396867691709968e-25,2.169046919774094e-19,1.3838574128502618e-28,3.2362601360927576e-23,2.2487629709462596e-30,6.9848978861361291e-28,1.9195094944740077e-23,1.3600296994355949e-28
6.512973391959066e-10,0.36302898425444613,154.0,0.0,0.0,0.0,0.99998172357204529,1.0,18.999995560468093,1.7287534447042913e-06,8.0867982718592289e-06,3.817466029909775e-06,4.3542085041038709e-06,1.2616604663579878e-11,2.7301667080712676e-10,1.0750246038905884e-07,4.0943946942459782e-14,9.2326795531053647e-08,8.4882673675171138e-08,1.5134909253403462e-13,3.8140155612580186e-09,1.8189149064958855e-15,9.1639985782335123e-11,2.7812504400874353e-11,2.7864202452686304e-11,3.0060409694572951e-14,2.1635018547593651e-14,2.66266281720723e-10,5.6858811406902073e-24,5.5152637263599673e-24,5.5152841952747675e-24,3.9931838619730201e-12,4.2392062909894289e-10,2.9263797933679342e-16,3.5573220051954276e-19,7.7610166763796818e-14,9.0297685656053822e-14,2.6235354871630294e-18,2.3880407296780523e-16,8.6903103429513765e-25,3.8340463445710667e-21,8.150269297137663e-19,7.9038099399685083e-19,2.0927665243332429e-20,2.4044196624305534e-21,1.0246888344832788e-23,2.5342381293684657e-21,3.7808807394887014e-25,8.6942949231687969e-28,2.1233645346088931e-30,6.4701241178805341e-27,2.8880479058393709e-24,3.374745279874684e-20,2.5488227044810661e-20,1.4275492062133006e-24,1.7246775595523431e-24,1.1526656031721665e-20,8.4017739781095336e-22,1.0632742962724165e-16,5.806706981663985e-18,2.4905513682768209e-17,6.5394266221068191e-20,5.4947259643135313e-20,1.3115211337796002e-19,1.3207219849411523e-27,2.8175526829664149e-25,2.3032916441577729e-19,1.4695058860737938e-28,3.4365624628572485e-23,2.631515248732366e-30,7.3980865375936414e-28,2.0898689356310215e-23,1.4807421868471177e-28
6.654494177956876e-10,0.36302898399971273,154.0,0.0,0.0,0.0,0.99998132637196024,1.0,18.999995437653318,1.7663128591217293e-06,8.2624991400795728e-06,3.8740771417976906e-06,4.4751523035609046e-06,1.2890724144975682e-11,2.730165680865739e-10,1.0984147671262394e-07,4.094393067923659e-14,9.4335624793907548e-08,8.6735474752193607e-08,1.5555301324652848e-13,3.9815541878826575e-09,1.8586178041422043e-15,9.4489204423811345e-11,2.9355246860895355e-11,2.9409817463100287e-11,3.1728715690201163e-14,2.2839018846368162e-14,2.780266441599067e-10,6.4818806606782065e-24,6.287414633082268e-24,6.2874385073001176e-24,4.2581180688025627e-12,4.4154454763017998e-10,3.1614199942172446e-16,3.6537116106692333e-19,8.0977468880707943e-14,9.4213915941531875e-14,2.8676292855097082e-18,2.5349154656212442e-16,9.7029083378615144e-25,4.0887805989769898e-21,8.8848981458283911e-19,8.6121749276202778e-19,2.3262299913963479e-20,2.7294380735997843e-21,1.1635229161092516e-23,2.8241380763839993e-21,4.3893762093865183e-25,1.0233274239765293e-27,2.4110628962620255e-30,7.4915637013634042e-27,3.2826279737184464e-24,3.520146646521431e-20,2.6962771410274976e-20,1.4891510042221002e-24,1.8315755351309066e-24,1.2252802625832045e-20,8.7338614208491795e-22,1.1052688944459387e-16,6.0457460419060893e-18,2.6477619367773139e-17,6.9527209362935512e-20,5.842114914850684e-20,1.3977716819774886e-19,1.3971283967079007e-27,3.0028455946941547e-25,2.4424241019795953e-19,1.5582727455769691e-28,3.6441578799436655e-23,3.0683725970566008e-30,7.8260806918845475e-28,2.2710850614886159e-23,1.6091479429569885e-28
6.796014963954685e-10,0.3630289837446949,154.0,0.0,0.0,0.0,0.99998092916885861,1.0,18.999995314701128,1.8038720705840602e-06,8.4381996148654386e-06,3.9305508714542226e-06,4.5962331705454858e-06,1.3164843009310858e-11,2.730164653651952e-10,1.1218049198203247e-07,4.0943914415890255e-14,9.6344453233477083e-08,8.8588271658914648e-08,1.5976169834128408e-13,4.1526937152380292e-09,1.8983206124248858e-15,9.7355481105991805e-11,3.0945363714732497e-11,3.1002895238632237e-11,3.3448279438023568e-14,2.4080115864947469e-14,2.9004407811456891e-10,7.367509358891115e-24,7.1465153927739018e-24,7.1465431433019395e-24,4.5342729458615668e-12,4.5951273919399501e-10,3.4100583577407677e-16,3.7509109640458965e-19,8.4414274314402954e-14,9.8210881192025106e-14,3.1285523778307596e-18,2.6872225881163537e-16,1.0808230894664883e-24,4.3543203995828036e-21,9.6676406102996411e-19,9.3664461634175108e-19,2.5797188661468838e-20,3.0897554314326388e-21,1.3174851290431756e-23,3.1398671922012032e-21,5.0792787174960594e-25,1.2003142558441156e-27,2.730111092540252e-30,8.6469870351405055e-27,3.7207187153260545e-24,3.669152383289169e-20,2.8489146904657704e-20,1.5522811777540013e-24,1.9425853956571596e-24,1.3007245624275293e-20,9.0709739498261309e-22,1.1478983523605116e-16,6.2885937239942336e-18,2.8111112196272416e-17,7.3821737915713123e-20,6.2030905335865652e-20,1.4875350234198713e-19,1.4762205411573029e-27,3.1956850787378277e-25,2.586491953610613e-19,1.6501883987969191e-28,3.8591175067544989e-23,3.5654794361329971e-30,8.2691191066805683e-28,2.4635859494462526e-23,1.7455503318435579e-28
6.937535749952495e-10,0.3630289834894186,154.0,0.0,0.0,0.0,0.99998053196273995,1.0,18.999995191623867,1.8414310790921871e-06,8.6138996960077465e-06,3.9868995698200146e-06,4.7174387541632577e-06,1.3438961256261903e-11,2.7301636264299009e-10,1.1451950619742303e-07,4.0943898152419904e-14,9.8353280849891648e-08,9.0441064393139175e-08,1.6397471850887527e-13,4.3274341324679043e-09,1.9380233312968965e-15,1.0023838505677096e-10,3.2583134137026086e-11,3.2643715476516619e-11,3.5219403204602632e-14,2.5358529157586172e-14,3.0231876825548689e-10,8.350485659454027e-24,8.1000545132932417e-24,8.1000866635548039e-24,4.8218655038419124e-12,4.7782503295953972e-10,3.6727961604754101e-16,3.8489206454636026e-19,8.7920461255116952e-14,1.02288435823626e-13,3.40707804219333e-18,2.8450274265408952e-16,1.2012553657854261e-24,4.6308751984537706e-21,1.0500505702584993e-18,1.0168496257839468e-18,2.8544493388962135e-20,3.4882956526299564e-21,1.4878350376305565e-23,3.4830980166472299e-21,5.8593462201748628e-25,1.4032556777222565e-27,3.0831193548156674e-30,9.9505323910217484e-27,4.2060103576116755e-24,3.8218162286531684e-20,3.0068186550654196e-20,1.6169625104182534e-24,2.0577690003501677e-24,1.3790410782829526e-20,9.4130419437475502e-22,1.1911538741255072e-16,6.5351972603976874e-18,2.9806909300658685e-17,7.8280269697418834e-20,6.577856207349411e-20,1.5808660223073486e-19,1.5580415830141781e-27,3.3961890005493854e-25,2.7355411742459337e-19,1.7452821780242647e-28,4.0815099480952342e-23,4.1295127676917831e-30,8.7274435712619121e-28,2.6678062077499063e-23,1.8902573461288742e-28
7.079056535950305e-10,0.36302898323390675,154.0,0.0,0.0,0.0,0.99998013475360448,1.0,18.999995068432781,1.878989884647013e-06,8.789599383297337e-06,4.0431344766708768e-06,4.8387578146562589e-06,1.3713078885505132e-11,2.7301625991995982e-10,1.1685851935893383e-07,4.0943881888825992e-14,1.0036210764328005e-07,9.2293852952678137e-08,1.6819168306228888e-13,4.5057754287117703e-09,1.9777259607113078e-15,1.031375059992237e-10,3.4268830333513431e-11,3.433255089205616e-11,3.7042381707311248e-14,2.6674472780387858e-14,3.1485089912699532e-10,9.4389940411811872e-24,9.15597276339112e-24,9.1560098936887294e-24,5.1211123896758028e-12,4.9648127339188408e-10,3.9501435396631442e-16,3.9477412346630965e-19,9.1495908106516486e-14,1.0644643451488253e-13,3.7039981960493229e-18,3.008393936262109e-16,1.3322433456514471e-24,4.9186541035530999e-21,1.1385540514070403e-18,1.1020230504006743e-18,3.1516815651271804e-20,3.928151050208315e-21,1.6759054215327695e-23,3.8555721585375444e-21,6.7390562846682391e-25,1.6353015184786662e-27,3.4728496437520149e-30,1.1417480440680123e-26,4.7424148142918205e-24,3.9781927818212969e-20,3.170073407512264e-20,1.6832181522228907e-24,2.1771874826546773e-24,1.4602718587444245e-20,9.7599967456310034e-22,1.235026785680338e-16,6.7855046144581444e-18,3.1565915209122203e-17,8.2905189297783215e-20,6.9666125278046339e-20,1.677818758731038e-19,1.6426352416606818e-27,3.6044735410695757e-25,2.8896160919740817e-19,1.8435823646914802e-28,4.3114013509807336e-23,4.7677144005676808e-30,9.2012989818483956e-28,2.884186894439975e-23,2.0435815495346564e-28
