Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398),S(1815)
2.298591055448651e-06,0.36298752206047696,154.0,0.0,0.0,0.0,0.93046659501340012,1.0,18.978037383349964,0.0040101503535151291,0.00692237826102436,0.0016940546548127645,0.0037581530420022738,1.078869315217082e-08,2.5493289641967643e-10,0.00036599641785982541,3.8097671368794221e-14,0.0003155201115622466,7.2921826715315659e-05,1.3063073913213294e-10,0.018309118997614858,1.5626112581730383e-12,1.1622289372765953e-07,0.00020433091568851545,0.00028427306521448082,2.2087885350461569e-07,1.5996601077260864e-07,0.01735320190149273,7.8610174248599071e-07,2.2142834895610872e-06,2.2716915889806221e-06,0.016427684403796067,0.00036944292448561262,0.0013031386173790638,5.4471087886657623e-12,6.7364626448888619e-09,7.5953885858618399e-09,6.9015702621275671e-05,5.5697347541713265e-08,1.2887881602476836e-09,1.60355949917062e-11,8.0633956475851331e-07,9.1130166715784374e-08,2.0104205668000223e-06,3.5630421112922569e-06,9.5525952356247091e-08,1.872417032391183e-05,1.1413295871266323e-06,6.4615179322022335e-06,1.9797070587440601e-14,3.640591130548634e-06,2.5135940834224714e-06,1.587460710336607e-08,3.5237784260521207e-08,6.7394653197499673e-13,3.4917401267589037e-12,2.4299348526124205e-08,1.654589246503789e-15,3.7268359850579884e-12,2.181017441210758e-13,2.8318742992094893e-09,7.4523537752561255e-12,6.2676158556770019e-12,1.6237099911132345e-11,1.8259161895748602e-15,3.4882365550201748e-17,7.0527118638751559e-12,4.4996479843877535e-21,1.0523640142255588e-15,7.9805098375564588e-11,1.0227957719401552e-15,1.5906013939607729e-07,1.1272529590841518e-12
2.333969838478475e-06,0.36298691238975955,154.0,0.0,0.0,0.0,0.92945542422825866,1.0,18.977707912253088,0.0040470712555551814,0.0069198604298812624,0.0016910842162753965,0.0037515058638414229,1.0784599931057302e-08,2.5467008882750203e-10,0.00037141671277341625,3.805626928776308e-14,0.00032020965364047596,7.2894160459027925e-05,1.3039968792729399e-10,0.018639037312387988,1.5620184096856195e-12,1.1601911552492983e-07,0.0002065309000882276,0.00028909427423219944,2.2325350538324691e-07,1.6168579551229448e-07,0.017689262195659573,8.0824688307615914e-07,2.310052095326314e-06,2.3711286457816933e-06,0.016732433420301413,0.00036975161204713338,0.0013330605598564195,5.5525019007683493e-12,6.8369505112188184e-09,7.7082732928333747e-09,7.1198083252955031e-05,5.6776362577868913e-08,1.3297161815710862e-09,1.6333084242762087e-11,8.2217652183517004e-07,9.282653553757422e-08,2.0592754393175059e-06,3.6496682853624327e-06,9.8084600860461079e-08,1.9450043045039164e-05,1.1725514327896871e-06,6.7540250162065026e-06,2.0327332199229429e-14,3.8052851849254431e-06,2.6265631551155097e-06,1.6480479703910998e-08,3.6582457806535283e-08,6.9966849258062402e-13,3.6267675230915583e-12,2.5239164337494208e-08,1.718479791334681e-15,3.8579165951846224e-12,2.2577292373504882e-13,2.9687066470369956e-09,7.8123190535356989e-12,6.5703556785842089e-12,1.7021384617748857e-11,1.8955931357613675e-15,3.6567254230435917e-17,7.3929839853911779e-12,4.7167424574456423e-21,1.1031374110610951e-15,8.3312785659416448e-11,1.0618256498570781e-15,1.6814399294455288e-07,1.1916298736354634e-12
2.369348621508299e-06,0.3629863040158913,154.0,0.0,0.0,0.0,0.92844666107470764,1.0,18.977379083691098,0.004083438700803679,0.0069171011574401661,0.0016881599489429317,0.0037449615351577651,1.0780130884115998e-08,2.544079235617679e-10,0.00037683084538373657,3.8014965785884466e-14,0.00032489435908795105,7.2863953947314774e-05,1.3017221169401905e-10,0.018968471690717942,1.5613711269403838e-12,1.1581850519033606e-07,0.00020869275365198475,0.00029390708854409609,2.2558687199892737e-07,1.6337568038677774e-07,0.018024797762681587,8.3034773198270766e-07,2.4077801977151517e-06,2.4726819781916612e-06,0.017036437273855506,0.00037003705029406008,0.0013629871580306645,5.6577271629151727e-12,6.9373347039623758e-09,7.821029627856196e-09,7.3402207678252687e-05,5.7853693313985963e-08,1.3710546394151841e-09,1.6629846132407457e-11,8.3799677191722477e-07,9.4518777715406819e-08,2.1081875478587701e-06,3.7363945948952245e-06,1.0064843280679289e-07,2.0189551216555869e-05,1.2038412549335918e-06,7.0533696158179472e-06,2.085866804241995e-14,3.9738267708326574e-06,2.7422263396040252e-06,1.7097495042037272e-08,3.7951837580424925e-08,7.2586351185981341e-13,3.7643324533896773e-12,2.6196646337315267e-08,1.7835714919175529e-15,3.9914830408675395e-12,2.3358958306539384e-13,3.1102945662031855e-09,8.1847876521709377e-12,6.8836111083949173e-12,1.7832911150559827e-11,1.9665502845067217e-15,3.8310666867925641e-17,7.7450589213554462e-12,4.9413671559370035e-21,1.1556719541945805e-15,8.689552726255337e-11,1.1015726394181537e-15,1.7756931406930804e-07,1.25842675558691e-12
2.404727404538123e-06,0.36298569693842253,154.0,0.0,0.0,0.0,0.92744030333070449,1.0,18.977050897897126,0.0041192597973398618,0.006914113597545176,0.0016852809525154677,0.0037385180521787697,1.0775306524195316e-08,2.5414639998770715e-10,0.00038223883005435633,3.7973760772717125e-14,0.00032957423982980295,7.283134582871413e-05,1.2994824078597166e-10,0.019297412076781442,1.5606723811528885e-12,1.1562100115054996e-07,0.00021081717307083864,0.00029871163841878009,2.2787970846067136e-07,1.6503621226706229e-07,0.018359800995333447,8.5239386669965543e-07,2.507449415717379e-06,2.5763363553055935e-06,0.01733969822391063,0.00037030115242243374,0.0013929159217080226,5.7627822068101245e-12,7.0376154786466027e-09,7.9336578900554414e-09,7.5627596251711334e-05,5.8929315283294539e-08,1.4127944832771961e-09,1.6925882863992532e-11,8.5380029007290241e-07,9.6206904866624798e-08,2.1571511190658942e-06,3.8232107648865747e-06,1.0321698643794146e-07,2.0942661604901368e-05,1.2351930051219943e-06,7.3595436257230076e-06,2.1390982421073091e-14,4.1462113759593365e-06,2.8605855421806785e-06,1.7725617944329699e-08,3.9345844430285038e-08,7.5253009654474974e-13,3.9044280230732244e-12,2.7171746616069335e-08,1.8498611067674427e-15,4.1275305993062174e-12,2.4155144572208294e-13,3.256726213151947e-09,8.5699909986889628e-12,7.2075767814692726e-12,1.8672183732957518e-11,2.038783534394235e-15,4.0113686692062424e-17,8.1091547293579727e-12,5.1736612011534261e-21,1.2100001808920951e-15,9.0552786938005411e-11,1.142034443196786e-15,1.8734208097665764e-07,1.327685972254439e-12
2.440106187567947e-06,0.3629850911566485,154.0,0.0,0.0,0.0,0.92643634836701749,1.0,18.976723354969241,0.0041545415646115592,0.0069109100221223423,0.0016824462533309148,0.0037321732523527959,1.0770145983312084e-08,2.5388551732245884e-10,0.00038764068113397027,3.7932654141424961e-14,0.00033424930777819947,7.2796465420219128e-05,1.2972770003875762e-10,0.019625849053092167,1.5599249436639119e-12,1.1542653687492126e-07,0.00021290484333652508,0.00030350805146012183,2.3013275715487527e-07,1.6666792880995564e-07,0.018694265000694894,8.743754207690511e-07,2.6090409444638206e-06,2.6820760917257627e-06,0.017642218799111334,0.00037054567393256189,0.0014228445519326924,5.8676648899388205e-12,7.1377930905326873e-09,8.0461583782576624e-09,7.7873779028844625e-05,6.000320632425397e-08,1.4549268457817669e-09,1.7221196903805508e-11,8.6958706947583834e-07,9.7890930191992151e-08,2.2061608319702246e-06,3.9101073260402592e-06,1.0578983390236056e-07,2.1709341064560297e-05,1.2666010755270686e-06,7.672538091657727e-06,2.1924186665948021e-14,4.3224340115131047e-06,2.9816423665802609e-06,1.8364813235410367e-08,4.0764399203840132e-08,7.7966675328441795e-13,4.0470473299634786e-12,2.8164417210764092e-08,1.9173453903900814e-15,4.2660544930384728e-12,2.4965823211698652e-13,3.4080895269006991e-09,8.9681599361169496e-12,7.5424468425653566e-12,1.9539705314696423e-11,2.1122887839863797e-15,4.1977394196047274e-17,8.4854889157884995e-12,5.4137633627196583e-21,1.2661545461724523e-15,9.4284012096021464e-11,1.1832087637559243e-15,1.9746824075849699e-07,1.3994496704472446e-12
2.475484970597771e-06,0.36298448666984734,154.0,0.0,0.0,0.0,0.92543479316922372,1.0,18.976396454886597,0.0041892909345005542,0.0069075018998976893,0.0016796548275938843,0.0037259248468148056,1.0764667163867934e-08,2.536252749540975e-10,0.00039303641295408362,3.7891645767120849e-14,0.00033891957483005636,7.2759433726264281e-05,1.2951050988461153e-10,0.01995377379761875,1.5591314069564983e-12,1.1523504197664285e-07,0.00021495643766383208,0.00030829645242611567,2.3234674810814249e-07,1.6827135871675003e-07,0.019028183531870784,8.9628306493348989e-07,2.7125355913137896e-06,2.7898850829948394e-06,0.017944001750131899,0.00037077222557134346,0.0014527709255540478,5.9723732667176092e-12,7.2378677945660298e-09,8.1585313909420298e-09,8.0140295556665732e-05,6.1075346341106753e-08,1.4974430386946356e-09,1.7515790935163908e-11,8.8535711847501069e-07,9.9570868205311545e-08,2.2552117855668919e-06,3.9970755568468594e-06,1.0836657904654176e-07,2.2489556552024133e-05,1.2980602706191269e-06,7.9923432796823821e-06,2.245819867716796e-14,4.502489251036949e-06,3.105398138973914e-06,1.9015045743863398e-08,4.2207422781730252e-08,8.0727198889936078e-13,4.192183467467535e-12,2.9174610127210114e-08,1.9860210948351857e-15,4.4070498969296451e-12,2.5790965986333147e-13,3.5644722272797206e-09,9.3795247202028035e-12,7.8884149426818773e-12,2.0435977565759932e-11,2.1870619335628044e-15,4.390286712393822e-17,8.8742784317278585e-12,5.6618120559766241e-21,1.3241674221973747e-15,9.8088635071665908e-11,1.2250933046123052e-15,2.0795370944419981e-07,1.4737597768363557e-12
2.5108637536275947e-06,0.36298388347699256,154.0,0.0,0.0,0.0,0.92443563435870635,1.0,18.976070197511309,0.0042235147523767063,0.0069038999671178266,0.0016769056082645815,0.0037197704608964359,1.0758886808642839e-08,2.5336567194458806e-10,0.00039842603982682159,3.7850735511909491e-14,0.00034358505286491577,7.2720363912564371e-05,1.2929658778469709e-10,0.020281178044677009,1.5582941961544832e-12,1.1504644334274876e-07,0.00021697261746307303,0.00031307696309327567,2.3452239814164556e-07,1.6984702112944357e-07,0.019361550927190135,9.1810798832149338e-07,2.8179138100635623e-06,2.8997468392072784e-06,0.018245050009071364,0.00037098228523438614,0.001482693081093037,6.0769055790352169e-12,7.3378398453299752e-09,8.2707772261941533e-09,8.2426694669049077e-05,6.2145717122050974e-08,1.5403345490484888e-09,1.7809667818602901e-11,9.011104580913981e-07,1.0124673450044411e-07,2.3042994684349924e-06,4.0841074295900331e-06,1.1094685532230849e-07,2.32832751373638e-05,1.3295657802940728e-06,8.3189487404507362e-06,2.2992942490213583e-14,4.6863712664239674e-06,3.2318539302517105e-06,1.9676280320119e-08,4.3674836092897365e-08,8.3534431113405583e-13,4.3398295272754234e-12,3.0202277358750978e-08,2.05588497098329e-15,4.5505119443141677e-12,2.663054441503903e-13,3.7259618134302095e-09,9.8043150125076307e-12,8.2456742329646801e-12,2.1361500861964389e-11,2.263098885896627e-15,4.5891180439338512e-17,9.2757396693618816e-12,5.9179453396838469e-21,1.3840710977312986e-15,1.0196607432736338e-10,1.2676857706858724e-15,2.1880437206019578e-07,1.5506579983755183e-12
2.5462425366574187e-06,0.36298328157678883,154.0,0.0,0.0,0.0,0.92343886821269916,1.0,18.975744582597333,0.0042572197781408656,0.0069001142904797173,0.0016741974978987828,0.0037137076614516245,1.0752820603850686e-08,2.5310670714686929e-10,0.00040380957604286053,3.7809923224721468e-14,0.00034824575374297468,7.2679362005726095e-05,1.2908584917200098e-10,0.020608054049195051,1.557415583692413e-12,1.1486066598534141e-07,0.00021895403235321705,0.00031784970215979584,2.3666041114516788e-07,1.7139542582563376e-07,0.019694362056024164,9.3984187975992531e-07,2.9251557333784321e-06,3.0116445168984642e-06,0.018545366654580689,0.00037117720891242923,0.0015126092057926744,6.1812602388157713e-12,7.4377094970028924e-09,8.3828961816624461e-09,8.4732534285027869e-05,6.321430217541962e-08,1.5835930353730242e-09,1.8102830557790146e-11,9.1684711998457414e-07,1.029185455506222e-07,2.3534197306531602e-06,4.1711955604224212e-06,1.1353032380861483e-07,2.4090464013642445e-05,1.3611131544088874e-06,8.6523433683288867e-06,2.3528347866014174e-14,4.8740738610471353e-06,3.3610105767369605e-06,2.0348481848706753e-08,4.5166560140603263e-08,8.6388222917994884e-13,4.4899786017388009e-12,3.1247370902777993e-08,2.1269337696972941e-15,4.6964357324105379e-12,2.748452980572028e-13,3.8926455624984824e-09,1.0242759877927417e-11,8.6144173626814289e-12,2.2316774279004727e-11,2.3403955476070432e-15,4.7943406312709449e-17,9.6900884587583162e-12,6.1823009139672776e-21,1.4458977776614925e-15,1.0591573559359579e-10,1.3109838690545056e-15,2.3002608269610018e-07,1.6301858227702104e-12
2.5816213196872426e-06,0.3629826809680289,154.0,0.0,0.0,0.0,0.9224444906833591,1.0,18.975419609807009,0.0042904126872566556,0.0068961543231887733,0.0016715293883692527,0.0037077339711828034,1.074648331114467e-08,2.5284837971571905e-10,0.00040918703586947225,3.7769208737944229e-14,0.00035290168930325735,7.2636527781529513e-05,1.2887820792649127e-10,0.02093439455400143,1.5564977070203555e-12,1.1467763363607569e-07,0.00022090132020369973,0.00032261478518165048,2.3876147886972413e-07,1.7291707378541915e-07,0.020026612270442518,9.6147690928087106e-07,3.0342412035327543e-06,3.1255609492932033e-06,0.018844954881881072,0.00037135824073825368,0.0015425176237655422,6.2854358014691539e-12,7.5374770033183208e-09,8.494888554516915e-09,8.7057381216731891e-05,6.4281086548372517e-08,1.6272103240317858e-09,1.8395282270464272e-11,9.3256714451799634e-07,1.0458631853573075e-07,2.4025687570865695e-06,4.2583331615744491e-06,1.1611667134101192e-07,2.4911090504776741e-05,1.3926982786907462e-06,8.9925154573913287e-06,2.4064349903612039e-14,5.0655905011450802e-06,3.4928686993062542e-06,2.1031615246164645e-08,4.6682516028727215e-08,8.9288425359238568e-13,4.6426237859097009e-12,3.2309842775060967e-08,2.199164242831976e-15,4.8448163270754029e-12,2.8352893281536534e-13,4.0646105285069015e-09,1.0695087784772468e-11,8.9948364795780445e-12,2.3302295592362677e-11,2.4189478305433189e-15,5.0060614121541389e-17,1.0117540065358826e-11,6.4550161187269001e-21,1.5096795826290434e-15,1.0993701295097318e-10,1.3549853097143207e-15,2.4162466457650173e-07,1.7123845189876868e-12
2.6170001027170666e-06,0.3629820816492439,154.0,0.0,0.0,0.0,0.9214524974159527,1.0,18.97509527870913,0.004323100071771147,0.0068920289557870221,0.0016689001604657128,0.0037018468977038522,1.0739888797058754e-08,2.5259068847838351e-10,0.00041455843354867855,3.7728591873458792e-14,0.00035755287136191803,7.2591954964209256e-05,1.2867357741625576e-10,0.021260192759818837,1.5555425745771103e-12,1.1449726949687394e-07,0.0002228151072079974,0.00032737232453639541,2.4082627995729569e-07,1.7441245650022293e-07,0.020358297362035711,9.8300570988395682e-07,3.1451498015424779e-06,3.2414786749953812e-06,0.019143817977084442,0.00037152652221609942,0.0015724167851351471,6.3894309640414671e-12,7.6371426175279671e-09,8.6067546414101985e-09,8.9400810982111467e-05,6.5346056699480827e-08,1.671178405663237e-09,1.8687026163172169e-11,9.4827057909653686e-07,1.0625007119420837e-07,2.4517430423576756e-06,4.3455139968672005e-06,1.1870560874616527e-07,2.5745122071879367e-05,1.4243173519782242e-06,9.3394527533878303e-06,2.4600888673892214e-14,5.2609143449520043e-06,3.6274287211034948e-06,2.1725645475211749e-08,4.8222624964860306e-08,9.2234889688319171e-13,4.7977581792615575e-12,3.3389645021688205e-08,2.2725731440474284e-15,4.9956487670179156e-12,2.9235605807478701e-13,4.2419435414158143e-09,1.1161526598471927e-11,9.3871232242268466e-12,2.4318561264552438e-11,2.4987516519187021e-15,5.2243870422462784e-17,1.0558309187808356e-11,6.736227932239164e-21,1.575448548698549e-15,1.1402928985673557e-10,1.3996878056729966e-15,2.5360591013760939e-07,1.7972951377984727e-12
2.6523788857468905e-06,0.36298148361864396,154.0,0.0,0.0,0.0,0.92046288376623009,1.0,18.974771588783309,0.0043552884413245105,0.0068877465614864981,0.0016663086892140643,0.0036960439521411185,1.073305009823329e-08,2.5233363194458502e-10,0.00041992378329550864,3.7688072443223186e-14,0.00036219931171066033,7.2545731671874242e-05,1.284718711415421e-10,0.02158544229768268,1.5545520752868365e-12,1.1431949677699304e-07,0.00022469600798340523,0.00033212242941026507,2.4285548017037428e-07,1.7588205613638126e-07,0.020689413523315669,1.0044213596166903e-06,3.2578608747815801e-06,3.3593799652076366e-06,0.019441959295303891,0.00037168310070872563,0.0016023052560768351,6.4932445554704868e-12,7.7367065923673191e-09,8.7184947384408528e-09,9.1762407618029303e-05,6.6409200394188785e-08,1.7154894317122684e-09,1.8978065509799874e-11,9.6395747696216877e-07,1.0790982169625461e-07,2.5009393680831669e-06,4.4327323413293444e-06,1.2129686918132128e-07,2.659252631807675e-05,1.4559668647506442e-06,9.6931425008307326e-06,2.5137908875438546e-14,5.4600382690918201e-06,3.7646908840226189e-06,2.243053755760961e-08,4.9786808278177008e-08,9.5227467406866553e-13,4.9553748872773189e-12,3.4486729730016887e-08,2.3471572295729128e-15,5.1489280675739195e-12,3.0132638212472979e-13,4.4247312063161496e-09,1.164230357977592e-11,9.7914687285114235e-12,2.5366066440575722e-11,2.5798029352363724e-15,5.4494238941508496e-17,1.1012609955845301e-11,7.0260729698139617e-21,1.6432366270432332e-15,1.1819194011843837e-10,1.445089073468729e-15,2.6597558110809111e-07,1.8849585123493582e-12
2.6877576687767145e-06,0.3629808868746319,154.0,0.0,0.0,0.0,0.91947564481692912,1.0,18.97444853943863,0.004386984224148691,0.0068833150364350027,0.0016637538634377822,0.003690322649606865,1.072597955066638e-08,2.520772090824163e-10,0.00042528309929635639,3.7647650243595656e-14,0.00036684102211527193,7.2497941285213437e-05,1.2827300271582365e-10,0.021910137203543789,1.5535279951366162e-12,1.1414423893135436e-07,0.00022654462568325715,0.00033686520580482457,2.4484973368299402e-07,1.7732634645855835e-07,0.021019957313160056,1.0257173640069667e-06,3.3723535631507658e-06,3.4792468495470127e-06,0.019739382241928071,0.00037182893721604673,0.0016321817097008015,6.5968755090738856e-12,7.8361691800236817e-09,8.8301091411186606e-09,9.414176350364764e-05,6.74705065621234e-08,1.7601357110557488e-09,1.9268403633594362e-11,9.7962789592708135e-07,1.0956558853528514e-07,2.5501547810528383e-06,4.5199829420826366e-06,1.238902065694348e-07,2.7453270992479019e-05,1.4876435789022047e-06,1.0053571488069378e-05,2.567535951070849e-14,5.6629548938503512e-06,3.9046552638497402e-06,2.314625656550192e-08,5.1374987445205362e-08,9.826601023112083e-13,5.1154670228473042e-12,3.560104903857678e-08,2.4229132589166309e-15,5.3046492240527998e-12,3.1043961206621492e-13,4.61305990273338e-09,1.2137645387668998e-11,1.0208063618517224e-11,2.6445304953690701e-11,2.6620976116572311e-15,5.6812780587082116e-17,1.1480655928919531e-11,7.3246874829254559e-21,1.7130756837466614e-15,1.2242432881744327e-10,1.4911868339137017e-15,2.7873940859362154e-07,1.9754152587645753e-12
2.7231364518065384e-06,0.3629802914154089,154.0,0.0,0.0,0.0,0.91849077539349577,1.0,18.974126130009115,0.0044181937680551463,0.0068787418367438841,0.0016612345805687404,0.0036846805309890193,1.0718688788805263e-08,2.5182141855695699e-10,0.00043063639570743191,3.7607325062386805e-14,0.00037147801431426273,7.2448662440765228e-05,1.2807688666111473e-10,0.022234271894833249,1.5524720190967073e-12,1.1397142016985872e-07,0.00022836155212876342,0.00034160075655975414,2.4680968192692079e-07,1.7874579200893201e-07,0.021349925625832902,1.0468876388767394e-06,3.4886068238654871e-06,3.601061140521338e-06,0.0200360902566835,0.0003719649135129766,0.0016620449176964452,6.7003228663177296e-12,7.9355306321064993e-09,8.9415981443319864e-09,9.6538479189194648e-05,6.852996520350452e-08,1.8051097067240194e-09,1.9558043891399121e-11,9.9528189722693252e-07,1.1121739043540904e-07,2.5993865726553981e-06,4.6072609817498212e-06,1.2648539412692006e-07,2.8327323993254106e-05,1.5193445087102804e-06,1.0420726089364161e-05,2.6213193580456658e-14,5.8696566067681753e-06,4.0473217842410821e-06,2.3872767632369133e-08,5.2987084083858337e-08,1.0135037013727914e-12,5.2780277074289266e-12,3.6732555145132342e-08,2.4998379954059581e-15,5.4628072147299742e-12,3.1969545401003882e-13,4.8070157840841729e-09,1.2647778073229605e-11,1.0637098008937678e-11,2.7556769313399436e-11,2.7456316196588048e-15,5.920055342354985e-17,1.1962660095071429e-11,7.6322073584808386e-21,1.7849974996277622e-15,1.2672581318476764e-10,1.5379788119250283e-15,2.9190309316468127e-07,2.0687057767659506e-12
2.7585152348363624e-06,0.36297969723875956,154.0,0.0,0.0,0.0,0.91750827007913105,1.0,18.973804359752545,0.0044489233414117622,0.0068740340116599276,0.0016587497446408361,0.0036791151784334266,1.0711188773698608e-08,2.5156625854359465e-10,0.00043598368665330261,3.7567096680945589e-14,0.00037611030001759391,7.2397969227805387e-05,1.2788343895212817e-10,0.022557841148791731,1.5513857358021222e-12,1.1380096582354731e-07,0.00023014736795949167,0.00034632918138893082,2.4873595360121718e-07,1.8014084811369054e-07,0.021679315663176987,1.067926493580765e-06,3.6065994549477772e-06,3.7248044567486458e-06,0.020332086800209485,0.00037209183871792564,0.0016918937426563089,6.8035857751713593e-12,8.0347911996197204e-09,9.0529620423169781e-09,9.8952163221650277e-05,6.9587567331051861e-08,1.850404032699625e-09,1.9846989660352715e-11,1.0109195449030717e-06,1.1286524627288911e-07,2.6486322606906834e-06,4.6945620462937693e-06,1.2908222298606613e-07,2.9214653369513903e-05,1.5510669029469734e-06,1.0794592301963247e-05,2.6751367798104487e-14,6.0801355834284221e-06,4.1926902297782307e-06,2.461003596987459e-08,5.4623019964621523e-08,1.0448039943301321e-12,5.443050072195936e-12,3.7881200314494907e-08,2.5779282067282215e-15,5.6233970035884682e-12,3.2909361324346592e-13,5.006684777224702e-09,1.3172927077527965e-11,1.1078761501190001e-11,2.8700950700230681e-11,2.8304009056065353e-15,6.1658612659925886e-17,1.2458834869521365e-11,7.9487681179208716e-21,1.8590337700282423e-15,1.3109574343169199e-10,1.5854627368508951e-15,3.0547230494721046e-07,2.164870250314974e-12
2.7938940178661863e-06,0.36297910434276365,154.0,0.0,0.0,0.0,0.91652812322905819,1.0,18.973483227872883,0.004479179134108972,0.0068691982327362122,0.001656298288289408,0.0036736242044064283,1.0703489933565158e-08,2.5131172785706226e-10,0.0004413249862255204,3.7526964865451464e-14,0.00038073789090550114,7.2345932132539178e-05,1.2769257658376239e-10,0.022880840082400423,1.5502706548024293e-12,1.1363280232085945e-07,0.00023190264278473099,0.00035105057692751823,2.5062916657772142e-07,1.8151196224517044e-07,0.022008124909628522,1.0888286146819491e-06,3.7263101174772077e-06,3.850458244972877e-06,0.020627375342656511,0.00037221045530481652,0.0017217271310475068,6.9066634587779396e-12,8.133951132936118e-09,9.1642011286285951e-09,0.00010138243198132247,7.0643304853633343e-08,1.8960114507953966e-09,2.0135244327177012e-11,1.0265409049971543e-06,1.1450917500948601e-07,2.6978895717196532e-06,4.7818820933091044e-06,1.3168050090010614e-07,3.0115227322830006e-05,1.5828082280892854e-06,1.1175155782146084e-05,2.7289842322076007e-14,6.2943838076720872e-06,4.3407602578909518e-06,2.5358026853549132e-08,5.6282717041038363e-08,1.0765595069812765e-12,5.6105272591027829e-12,3.9046936886136791e-08,2.6571806654904753e-15,5.7864135427873229e-12,3.3863379434062701e-13,5.2121525820610164e-09,1.3713317237651949e-11,1.1533243189123241e-11,2.9878338977792251e-11,2.9164014253806861e-15,6.4188010676603227e-17,1.2969392094103365e-11,8.274504916877791e-21,1.9352161047396118e-15,1.355334635373165e-10,1.6336363433488983e-15,3.194526837159049e-07,2.2639486482769112e-12
2.8292728008960103e-06,0.3629785127253923,154.0,0.0,0.0,0.0,0.91555032898408673,1.0,18.973162733514403,0.0045089672585151529,0.0068642408212171296,0.001653879165090769,0.0036682052682923353,1.0695602141835964e-08,2.5105782508130993e-10,0.00044666030848132987,3.748692937481536e-14,0.00038536079862740087,7.229261788760407e-05,1.2750421819217966e-10,0.023203264133757541,1.5491282057066139e-12,1.1346685753954194e-07,0.00023362793534586969,0.00035576503678782969,2.524899265535715e-07,1.8285957306428345e-07,0.02233635110972448,1.1095890500665006e-06,3.8477173566498296e-06,3.9780038009227408e-06,0.020921959354058221,0.00037232144461133793,0.0017515441067695902,7.0095552228463621e-12,8.2330106817734508e-09,9.2753156961133497e-09,0.00010382890952557246,7.1697170500348124e-08,1.9419248676210019e-09,2.0422811278582045e-11,1.0421460446789599e-06,1.1614919563612261e-07,2.747156424087579e-06,4.8692174217795849e-06,1.342800510270503e-07,3.1029014208345774e-05,1.614566152574473e-06,1.1562401879502015e-05,2.7828580503232241e-14,6.5123930908274062e-06,4.4915314097900649e-06,2.6116705629428952e-08,5.7966097436638065e-08,1.1087687681132848e-12,5.7804524217212809e-12,4.0229717280069852e-08,2.7375921496037548e-15,5.9518517748731551e-12,3.4831570131778421e-13,5.4235046712930959e-09,1.4269172780597161e-11,1.2000731653392127e-11,3.1089422681332458e-11,3.0036291436627814e-15,6.6789797000085048e-17,1.3494543037018671e-11,8.6095525449985859e-21,2.0135760279576543e-15,1.4003831199513636e-10,1.6824973710112963e-15,3.3384983898989446e-07,2.3659807250964683e-12
2.8646515839258342e-06,0.36297792238405524,154.0,0.0,0.0,0.0,0.91457488128364073,1.0,18.972842875753443,0.0045382937504213966,0.0068591677728136215,0.001651491339231639,0.0036628560935652501,1.0687534703076824e-08,2.508045480556443e-10,0.00045198966744245571,3.7446989965358984e-14,0.00038997903480086991,7.2238089386262086e-05,1.2731828467229409e-10,0.023525109044756173,1.5479597376637418e-12,1.1330306110920185e-07,0.00023532379369504844,0.00036047265162211567,2.5431882661336286e-07,1.8418411010726114e-07,0.022663992247805263,1.1302031935347753e-06,3.9707996217268487e-06,4.1074222890936239e-06,0.021215842296385012,0.00037242543191764744,0.0017813437652216579,7.1122604637626186e-12,8.3319700951722631e-09,9.3863060368836845e-09,0.00010629122742505947,7.2749157800687472e-08,1.9881373316163808e-09,2.0709693893167472e-11,1.0577350320544781e-06,1.177853271256281e-07,2.796430913641709e-06,4.9565646469495281e-06,1.3688071079859246e-07,3.195598253481308e-05,1.6463385320466379e-06,1.1956315665668237e-05,2.8367548650117466e-14,6.7341550878256268e-06,4.6450031207683511e-06,2.688603773804431e-08,5.9673083448262625e-08,1.1414303105169085e-12,5.9528187261430721e-12,4.1429494002831405e-08,2.8191594426878538e-15,6.1197066348604009e-12,3.5813903777135965e-13,5.640826290231063e-09,1.4840717319711353e-11,1.2481414958162897e-11,3.23346890094749e-11,3.0920800340857898e-15,6.9465018284885793e-17,1.4034498391821663e-11,8.9540454252936612e-21,2.0941449781256105e-15,1.4460962252071436e-10,1.7320435644649537e-15,3.486693501305311e-07,2.4710060214895954e-12
