Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429)
6.393937209988e-08,0.9836872245175908,154.0,0.0,0.0,0.0,0.78712313364323938,1.0,18.998139829553406,0.010568707858190893,0.028245320062872496,0.018116533096255254,0.0010820818755831125,4.2094968804053025e-09,9.4952930401760227e-07,0.051596752881995715,3.9406679802400469e-09,0.089140091959177284,2.7056937905776125e-05,1.1188245434006796e-11,0.0039232509187535208,1.953485753997542e-13,2.3073112666434915e-05,0.009106194345499875,0.0093292792489571928,1.3234535883681731e-06,7.9663825486646535e-07,0.00066235393386146566,4.7359584000516783e-06,2.5479527738407016e-05,2.8884122900860099e-05,0.00014383753010840131,0.00055448629183713278,4.8279068478782103e-05,4.2377322719863265e-13,9.6403198854858698e-06,5.4467045483762189e-06,0.00010275529712155737,3.8588078923588268e-08,1.0296413892152392e-08,1.2239234393469802e-11,1.8131095910682982e-06,1.9228429046673386e-07,1.5896119621173007e-06,5.8587044868891759e-08,2.4912946427155762e-07,4.1672337130912673e-07,1.8977483956612683e-08,3.3434009452374424e-09,1.4994414627156428e-13,8.9228297289117467e-08,1.5987947893909306e-08,4.0224253451302241e-10,2.3996356159017793e-11,2.5613004958787399e-13,8.840084346068842e-13,2.3840910140758418e-09,4.8272956948543149e-14,1.0310310985444763e-09,2.7953757280549315e-11,2.2260386022100076e-07
6.510194662142629e-08,0.9836886482981192,154.0,0.0,0.0,0.0,0.78379522446392669,1.0,18.998107959960436,0.010719580945402565,0.028617419389365028,0.018227171531732127,0.0010886938823706095,4.2649387912119893e-09,9.4601068442295757e-07,0.052404914563431743,3.9240070635455142e-09,0.090593731156310794,2.7413301934260512e-05,1.125661064412732e-11,0.0040435096351507799,1.9792149054361066e-13,2.3214657964222106e-05,0.0093615692905041851,0.009600080659192262,1.3605644801093077e-06,8.1897692712774651e-07,0.00069035037334803169,5.019069087695072e-06,2.743164432815945e-05,3.1172547059747016e-05,0.0001497775552683543,0.00057025439926313207,5.1266505239123183e-05,4.4166364324354165e-13,9.7989854294166946e-06,5.5328208246171761e-06,0.00010907437067151755,4.0222861612517484e-08,1.0935658123748975e-08,1.2746377919964028e-11,1.9204471485609499e-06,2.0069125379748147e-07,1.6900719831853086e-06,6.2295053783878326e-08,2.6519106536178318e-07,4.507892927892364e-07,2.0213847939682052e-08,3.6711468783380658e-09,1.5961118246585913e-13,9.7936806317359882e-08,1.7422761968284287e-08,4.2875990703186714e-10,2.5578363150438161e-11,2.7301513903013419e-13,9.3817940889470726e-13,2.5300562707697672e-09,4.9047519651649735e-14,1.0465776081490693e-09,2.837528443500994e-11,2.3007652786792272e-07
6.626452114297258e-08,0.9836900810366278,154.0,0.0,0.0,0.0,0.78048470327205433,1.0,18.998076119566356,0.010869156129840454,0.028985092220363207,0.018332627026463027,0.0010949960769335478,4.3197206311067054e-09,9.4251046695854074e-07,0.053208884680688878,3.9074331984466001e-09,0.092041982358924815,2.7765423236899133e-05,1.1321772533651669e-11,0.0041648186495907109,2.0046377360186682e-13,2.3349586734938924e-05,0.0096178426909272214,0.0098724993690449177,1.3978057077196697e-06,8.413940570741347e-07,0.0007189952457891147,5.3116999337657499e-06,2.9485622907675405e-05,3.3588135726714133e-05,0.00015581627507516222,0.0005860870843885298,5.4369337753573625e-05,4.5996800909613055e-13,9.9570624590379634e-06,5.6184904483012606e-06,0.00011563496160708013,4.1895606471741831e-08,1.1599609513058049e-08,1.3262025300183712e-11,2.0315777499429254e-06,2.0925914568344037e-07,1.7944924504835384e-06,6.6149482319777192e-08,2.819010562055367e-07,4.8685316011868358e-07,2.150073610731876e-08,4.0230905997987095e-09,1.6966846672110132e-13,1.0728424727365917e-07,1.8953926386189186e-08,4.5690698549749329e-10,2.7257611071511966e-11,2.9093795476271512e-13,9.9563735888079692e-13,2.6848769497998477e-09,4.9821521679399601e-14,1.0620299295082724e-09,2.8794257699258217e-11,2.3764837479731933e-07
6.742709566451888e-08,0.9836915222427207,154.0,0.0,0.0,0.0,0.77719146913196646,1.0,18.998044307961624,0.011017441912710148,0.029348371494425707,0.018433008819356639,0.001100994991998789,4.3738473160256062e-09,9.3902854367227239e-07,0.054008685107908148,3.8909458797031343e-09,0.093484873728260046,2.8113333411503467e-05,1.138379864798986e-11,0.0042871489718991898,2.0297565270804687e-13,2.3478038381179705e-05,0.0098749225489389893,0.010146458779406248,1.4351638993132252e-06,8.6388159551687448e-07,0.00074828976063086425,5.6138444136256571e-06,3.1643975026623115e-05,3.6134686428347855e-05,0.00016195148898861714,0.00060197890734610057,5.7588974843815932e-05,4.7868709384579199e-13,1.0114554051218775e-05,5.7037157508533991e-06,0.00012243988467177056,4.3606385668645771e-08,1.2288563466275249e-08,1.3785990501492874e-11,2.1465288339280847e-06,2.1798535684405104e-07,1.9029222023770928e-06,7.0152141764423823e-08,2.9926786801364321e-07,5.2498330970745649e-07,2.2838822764566504e-08,4.4004095386442747e-09,1.8012107355506674e-13,1.1730136546149665e-07,2.0585677760514202e-08,4.8676894649578204e-10,2.9039184318920853e-11,3.0995273376604938e-13,1.0565682525802249e-12,2.8490545514555413e-09,5.0595251975745553e-14,1.0773897246677197e-09,2.9210722134518197e-11,2.4531837590433437e-07
6.858967018606517e-08,0.9836929714362739,154.0,0.0,0.0,0.0,0.77391542148872794,1.0,18.998012524795929,0.011164446742578295,0.02970729010522662,0.018528424396312651,0.0011066970553934923,4.4273237552503547e-09,9.35564806917742e-07,0.054804337594002418,3.8745446038378024e-09,0.094922433260023822,2.8457064013316822e-05,1.1442755448030369e-11,0.0044104720703732362,2.0545735568614268e-13,2.3600150069098232e-05,0.010132718784412147,0.010421883909137257,1.4726259619423722e-06,8.8643166117107214e-07,0.00077823494238309554,5.9254861962630035e-06,3.3909160700873375e-05,3.8815974744001646e-05,0.00016818097483539002,0.0006179245588151149,6.092676389357593e-05,4.9782154846964022e-13,1.0271463264761427e-05,5.7884990503615504e-06,0.00012949182101806982,4.5355260524069517e-08,1.3002801652763383e-08,1.4318085576657784e-11,2.2653254939855544e-06,2.2686722886240964e-07,2.015407816445916e-06,7.4304759725851903e-08,3.1729955788642029e-07,5.6524833811575151e-07,2.4228752895921881e-08,4.8043043697171938e-09,1.9097385231862496e-13,1.2801948961562741e-07,2.2322328690154738e-08,5.1843357877825006e-10,3.0928323325278816e-11,3.3011537635312669e-13,1.1211648062017824e-12,3.023108806922531e-09,5.1369009013976427e-14,1.0926586948415355e-09,2.9624723863875252e-11,2.5308552229044379e-07
6.975224470761147e-08,0.9836944281473042,154.0,0.0,0.0,0.0,0.77065646017442291,1.0,18.997980769774848,0.011310179015641578,0.030061880898112361,0.018618979511011637,0.0011121085912902263,4.4801548509219689e-09,9.3211914942175692e-07,0.055595863763165373,3.858228869319416e-09,0.096354688784992884,2.8796646551717171e-05,1.1498708322990915e-11,0.004534759866110372,2.0790911003250992e-13,2.3716056754918471e-05,0.010391143222655538,0.010698701369056769,1.5101790798064005e-06,9.0903653957764342e-07,0.00080883163299221559,6.2465993299934494e-06,3.6283585230199484e-05,4.1635750371899209e-05,0.00017450249184286054,0.0006339188589672243,6.438399096515436e-05,5.1737190735124451e-13,1.0427793140466499e-05,5.8728426516305039e-06,0.00013679331832565559,4.7142281650815416e-08,1.374259200971902e-08,1.4858120923105357e-11,2.3879905119562551e-06,2.3590205854285205e-07,2.1319936108465755e-06,7.8608980178092111e-08,3.3600380856159707e-07,6.0771704790826297e-07,2.5671142126597919e-08,5.2359982160410181e-09,2.0223142704401406e-13,1.3947051015043127e-07,2.4168265613734061e-08,5.5199125981413893e-10,3.2930423161852099e-11,3.5148343123984623e-13,1.189626470805389e-12,3.207577643496172e-09,5.2143100778759443e-14,1.107838580334648e-09,3.0036310070234132e-11,2.6094882152176354e-07
7.091481922915776e-08,0.9836958919158387,154.0,0.0,0.0,0.0,0.76741448541424817,1.0,18.997949042656664,0.011454647075996223,0.030412176666691854,0.018704778205580759,0.0011172358214451114,4.5323454974725875e-09,9.2869146443299917e-07,0.056383285115386511,3.8419981767514371e-09,0.097781667969627215,2.9132112486258275e-05,1.155172160296219e-11,0.0046599847273859178,2.1033114288301173e-13,2.3825891211288222e-05,0.010650109581789319,0.010976839336238629,1.5478107123968082e-06,9.3168868199253619e-07,0.00084008049427462502,6.5771484401404707e-06,3.8769596156139517e-05,4.4597733296576632e-05,0.00018091378353819206,0.00064995675633601003,6.7961880993216498e-05,5.3733858983727799e-13,1.0583546701199202e-05,5.9567488462363447e-06,0.00014434679108044711,4.896748909572018e-08,1.4508188763745809e-08,1.5405905530750249e-11,2.5145443936432104e-06,2.4508710209658701e-07,2.2527216486133846e-06,8.306636361606762e-08,3.5538792867415231e-07,6.5245839437353926e-07,2.7166576724948482e-08,5.696735829678083e-09,2.1389819660122889e-13,1.5168685688647422e-07,2.612794661258875e-08,5.8753492891016739e-10,3.505103193470156e-11,3.7411607842915269e-13,1.2621594094099982e-12,3.4030171239718666e-09,5.2917844735248322e-14,1.1229311604162993e-09,3.0445528993213881e-11,2.6890729788579331e-07
7.207739375070406e-08,0.9836973622917866,154.0,0.0,0.0,0.0,0.76418939783240258,1.0,18.997917343249345,0.011597859215908024,0.030758210149459123,0.01878592283113574,0.0011220848664278747,4.583900581131119e-09,9.252816455171084e-07,0.057166623026972535,3.8258520285608192e-09,0.099203398316695682,2.946349322400318e-05,1.1601858571908458e-11,0.0047861194640782308,2.127236809909938e-13,2.3929784053473904e-05,0.0109095334597581,0.011256227528616297,1.5855085926257718e-06,9.5438070425421853e-07,0.00087198201040715136,6.9170889377714609e-06,4.136948036195669e-05,4.7705610061510808e-05,0.00018741258051701608,0.0006660333266152198,7.166159805144191e-05,5.5772190183081581e-13,1.0738726951956953e-05,6.040219912581586e-06,0.00015215452100637459,5.0830912485089647e-08,1.5299832468492663e-08,1.5961247218731206e-11,2.6450054061937978e-06,2.544195791605322e-07,2.3776317447404769e-06,8.7678387313718783e-08,3.7545885350111011e-07,6.9954143316545601e-07,2.8715613643908911e-08,6.1877827531601831e-09,2.2597833514629186e-13,1.6470147631085478e-07,2.8205899167195766e-08,6.2516005699535069e-10,3.7295848980983355e-11,3.9807410997060264e-13,1.3389764647046603e-12,3.6100013606457894e-09,5.3693567783589577e-14,1.1379382531464304e-09,3.0852429924056796e-11,2.7695999264622265e-07
7.323996827225035e-08,0.9836988388348087,154.0,0.0,0.0,0.0,0.76098109845777562,1.0,18.997885671407619,0.011739823676082825,0.031100014026450906,0.018862514068197743,0.0011266617468444452,4.6348249794731842e-09,9.2188958659930126e-07,0.057945898751074476,3.8097899291678383e-09,0.10061990716591203,2.9790820116503633e-05,1.1649181480346706e-11,0.0049131373221418711,2.1508695071343745e-13,2.402786376539625e-05,0.011169332320979981,0.011536797179893038,1.6232607248796778e-06,9.7710538561100391e-07,0.00090453649047109771,7.2663672385898157e-06,4.4085461316245643e-05,5.0963030150413599e-05,0.00019399660308598164,0.00068214377139056521,7.5484245687761474e-05,5.7852203741934465e-13,1.0893336879938163e-05,6.1232581159509216e-06,0.00016021865764200891,5.2732571173299538e-08,1.6117750057538504e-08,1.6523952861455602e-11,2.779389617100525e-06,2.6389667665437672e-07,2.506761475890739e-06,9.2446445679675746e-08,3.9622314616505661e-07,7.4903526891910177e-07,3.0318780599365481e-08,6.7104244635286943e-09,2.3847579284561124e-13,1.7854780842561588e-07,3.0406717871147904e-08,6.649646131721782e-10,3.9670722874038889e-11,4.2341990866259138e-13,1.4202971175521935e-12,3.82912240440801e-09,5.4470606202015765e-14,1.1528617151546335e-09,3.1257063199625302e-11,2.851059642954351e-07
7.440254279379665e-08,0.9837003211141943,154.0,0.0,0.0,0.0,0.75778948872943142,1.0,18.997854027030201,0.011880548645937444,0.031437620915941163,0.018934650946983593,0.0011309723845526626,4.6851235608539877e-09,9.1851518219539217e-07,0.058721133418220238,3.7938113852911374e-09,0.1020312216945809,3.0114124455656667e-05,1.1693751557533352e-11,0.0050410119781286863,2.1742117797660309e-13,2.4120256725506254e-05,0.011429425482630382,0.011818481014755775,1.6610553829971263e-06,9.9985566751224441e-07,0.00093774407104654973,7.6249209911128384e-06,4.6919696461359019e-05,5.4373602480312726e-05,0.00020066356378332722,0.00069828341680979063,7.943086732403913e-05,5.997390805339528e-13,1.1047379454612128e-05,6.2058657085675992e-06,0.00016854121905440477,5.4672474394363863e-08,1.6962154911727348e-08,1.7093828604299697e-11,2.9177109346553474e-06,2.7351555248076689e-07,2.6401461925821554e-06,9.7371850704893571e-08,4.1768699927090061e-07,8.0100900488871902e-07,3.1976576183425414e-08,7.26596550097314e-09,2.5139429686110248e-13,1.9325976323710415e-07,3.2735062106704262e-08,7.0704902814493599e-10,4.2181649240509483e-11,4.5021742476555822e-13,1.5063474364823353e-12,4.060990109455979e-09,5.5249305578195484e-14,1.1677034413724647e-09,3.1659480195630645e-11,2.9334428880435095e-07
7.556511731534294e-08,0.9837018087087311,154.0,0.0,0.0,0.0,0.75461447050189834,1.0,18.997822410057079,0.012020042263870915,0.031771063371170506,0.019002430867570214,0.0011350226038697364,4.7348011839196728e-09,9.1515832715415763e-07,0.059492348036852931,3.7779159055288252e-09,0.10343736891825496,3.0433437471208498e-05,1.1735629024279388e-11,0.0051697175337567557,2.1972658825263314e-13,2.4207087232499328e-05,0.011689734100560603,0.012101213224390799,1.6988811082425888e-06,1.0226246523816506e-06,0.0009716047188536237,7.9926793132921624e-06,4.9874274747468053e-05,5.7940892009188259e-05,0.00020741116978151056,0.00071444771219556543,8.3502446716190936e-05,6.2137300663863759e-13,1.1200857627790089e-05,6.2880449296503718e-06,0.0001771240926827364,5.6650621416274028e-08,1.7833246940180311e-08,1.7670680069261326e-11,3.059981149700988e-06,2.8327333907338218e-07,2.7778190337067984e-06,1.0245583249686977e-07,4.3985623695118467e-07,8.5553169365077519e-07,3.368947001062161e-08,7.8557285840048289e-09,2.6473735258120577e-13,2.0887169693763789e-07,3.51956536858537e-08,7.5151615463523604e-10,4.4834768396125733e-11,4.7853215079510072e-13,1.5973600183732237e-12,4.3062319741988621e-09,5.6030020726102708e-14,1.1824653647215084e-09,3.2059733317723199e-11,3.0167405986925881e-07
7.672769183688924e-08,0.9837033012065813,154.0,0.0,0.0,0.0,0.75145594605025534,1.0,18.997790820467031,0.012158312617536081,0.032100373877113557,0.019065949619931733,0.0011388181327718838,4.7838626972027143e-09,9.1181891664879008e-07,0.060259563493874152,3.7621030004820095e-09,0.10483837569140067,3.0748790328128684e-05,1.1774873105497892e-11,0.0052992285105272156,2.2200340655132256e-13,2.4288477530867359e-05,0.011950181154852428,0.012384929442299337,1.7367267072064177e-06,1.0454056023498932e-06,0.0010061182334373856,8.3695630367562569e-06,5.2951214312725927e-05,6.1668416460592174e-05,0.00021423712517581369,0.00073063222860558145,8.7699908470869592e-05,6.4342368444829e-13,1.1353774333697329e-05,6.3697980054710086e-06,0.00018596903630453221,5.866700169791933e-08,1.8731212674234651e-08,1.82543125509446e-11,3.2062099785310006e-06,2.9316714679753969e-07,2.9198109432424331e-06,1.0769953989529523e-07,4.6273631729605592e-07,9.1267228891083964e-07,3.5457902895148741e-08,8.4810537130475703e-09,2.7850824508341125e-13,2.2541838782925266e-07,3.7793274460735056e-08,7.9847122489405834e-10,4.7636362810544385e-11,5.0843109446845585e-13,1.6935739205591525e-12,4.5654929589612511e-09,5.6813115592417381e-14,1.1971494557569959e-09,3.2457875991688662e-11,3.1009438915529669e-07
7.789026635843553e-08,0.983704798205158,154.0,0.0,0.0,0.0,0.74831381807502917,1.0,18.997759258275092,0.012295367744111441,0.032425584847286686,0.019125301403847619,0.0011423646040871851,4.8323129385569211e-09,9.08496846520453e-07,0.061022800555192151,3.7463721832274172e-09,0.10623426870807395,3.1060214122216503e-05,1.1811542041991392e-11,0.0054295198443888391,2.242518573844183e-13,2.4364547836288089e-05,0.012210691435010924,0.012669566720411186,1.7745812496127913e-06,1.0681919379469003e-06,0.0010412842498932382,8.7554849578770431e-06,5.6152460309674255e-05,6.5559643167348969e-05,0.00022113913316274583,0.00074683265734408282,9.2024118614977715e-05,6.6589087767138272e-13,1.1506132489046321e-05,6.4511271494123586e-06,0.00019507767911753309,6.0721595048401546e-08,1.9656225373583269e-08,1.8844531203206279e-11,3.3564051067981247e-06,3.0319406720784371e-07,3.0661506890214106e-06,1.1310404116408861e-07,4.8633233514477497e-07,9.7249959844877312e-07,3.7282287057288529e-08,9.14329726427129e-09,2.9271004081439356e-13,2.429350120376784e-07,4.0532763907164905e-08,8.480218054298135e-10,5.0592854404825296e-11,5.3998274987806574e-13,1.7952345846070689e-12,4.8394352811285701e-09,5.7598963152835798e-14,1.2117577222675733e-09,3.2853962653293394e-11,3.1860440653624963e-07
7.905284087998183e-08,0.9837062993109982,154.0,0.0,0.0,0.0,0.74518798970689326,1.0,18.9977277235303,0.012431215630573245,0.032746728620593281,0.019180578848682441,0.0011456675566801041,4.8801567346663363e-09,9.0519201297042136e-07,0.061782079866274972,3.7307229687810248e-09,0.10762507450260467,3.1367739877722904e-05,1.1845693103060862e-11,0.0055605668804503917,2.2647216473923045e-13,2.4435416360849964e-05,0.012471191524798506,0.012955063505494425,1.8124340661395609e-06,1.0909772367820103e-06,0.001077102241629627,9.150350094886692e-06,5.9479882877720467e-05,6.9617986036119191e-05,0.00022811489811195659,0.00076304480842889874,9.6475885214400927e-05,6.8877424677644417e-13,1.1657934993110869e-05,6.5320345620269095e-06,0.00020445152293040858,6.2814371788555995e-08,2.0608445143909536e-08,1.9441141216711991e-11,3.5105722342979483e-06,3.1335117616727722e-07,3.2168648834259786e-06,1.1867032475493152e-07,5.106490252163915e-07,1.0350822382327517e-06,3.9163006357241386e-08,9.8438310754367024e-09,3.0734558947428234e-13,2.6145711906306451e-07,4.341901668492782e-08,9.0027774907183658e-10,5.3710801687446709e-11,5.7325706696588163e-13,1.9025937519928889e-12,5.128738188407733e-09,5.838794529403922e-14,1.2262922088344337e-09,3.3248048735832743e-11,3.2720326033034363e-07
8.021541540152812e-08,0.9837078041396443,154.0,0.0,0.0,0.0,0.7420783645111787,1.0,18.997696216313429,0.012565864213967711,0.03306383745820942,0.01923187303303649,0.0011487324366277103,4.9273989006970798e-09,9.0190431246107304e-07,0.062537421952708186,3.7151548741226917e-09,0.10901081945028999,3.1671398545278101e-05,1.1877382598980235e-11,0.0056923453677406735,2.2866455207761684e-13,2.450119933811154e-05,0.012731609786714494,0.013241359615859313,1.8502747461717016e-06,1.1137552321846681e-06,0.0011135715231649431,9.5540559502967574e-06,6.2935275261217485e-05,7.384680263430327e-05,0.00023516212753526435,0.00077926460901788929,0.00010105595903848077,7.1207335078159402e-13,1.1809184727801201e-05,6.6125224310958549e-06,0.00021409194345577267,6.4945292914497193e-08,2.1588019065333534e-08,2.0043947987763611e-11,3.6687151205020546e-06,3.2363553683201925e-07,3.371978005883528e-06,1.2439930013765898e-07,5.3569076555796418e-07,1.1004885877288726e-06,4.1100416554639521e-08,1.0584041525460954e-08,3.2241752609204132e-13,2.8102060721230864e-07,4.64569801783873e-08,9.5535114448384555e-10,5.6996896740920036e-11,6.0832541937659858e-13,2.0159093719513702e-12,5.4340977109048574e-09,5.918045268612803e-14,1.2407549963496931e-09,3.3640190656719891e-11,3.3589011753172522e-07
8.137798992307442e-08,0.9837093123155171,154.0,0.0,0.0,0.0,0.73898484649219331,1.0,18.997664736734855,0.012699321381683414,0.033376943540513453,0.01927927350426472,0.0011515645983892402,4.9740442397378298e-09,8.986336422076151e-07,0.063288847220756589,3.6996674189001914e-09,0.11039152976809562,3.197122099718285e-05,1.1906665892338422e-11,0.0058248314540161588,2.3082924229954506e-13,2.4562011047995407e-05,0.012991876346125171,0.013528396218354404,1.8880931354400683e-06,1.1365198117992294e-06,0.0011506912529556088,9.9664927778979555e-06,6.652035207239536e-05,7.8249391400469343e-05,0.00024227853395632012,0.00079548810179857598,0.00010576503426687477,7.3578764906263604e-13,1.1959884557740015e-05,6.6925929316886386e-06,0.00022400019169914391,6.7114310263013445e-08,2.2595081331007139e-08,2.0652757278720255e-11,3.8308356307217954e-06,3.3404420250616274e-07,3.5315124270397105e-06,1.3029179869296818e-07,5.6146158128942779e-07,1.1687867464294507e-06,4.3094845592075815e-08,1.136532860935461e-08,3.3792827327940512e-13,3.0166169895615354e-07,4.9651652020875751e-08,1.0133562632515299e-09,6.0457962063150539e-11,6.4526057076661963e-13,2.1354455017785611e-12,5.7562263927464108e-09,5.9976884647126954e-14,1.2551482014941607e-09,3.4030445804284812e-11,3.4466416403732496e-07
8.254056444462071e-08,0.9837108234717973,154.0,0.0,0.0,0.0,0.73590734009735481,1.0,18.997633284932519,0.01283159497172376,0.0336860789640556,0.019322868297864833,0.0011541693059673188,5.0200975422935322e-09,8.9537989983309689e-07,0.064036375957930367,3.6842601247772567e-09,0.1117672315153653,3.2267238025044012e-05,1.1933597410401715e-11,0.0059580016806161937,2.329664577113498e-13,2.4617963841514662e-05,0.013251923075050074,0.013816115805652984,1.9258793336911403e-06,1.1592650161749807e-06,0.0011884604362523542,1.0387543853643659e-05,7.0236747698127814e-05,8.2828988979205632e-05,0.00024946183668432927,0.00081171144334456246,0.00011060374923557737,7.599165031787772e-13,1.2110037330339355e-05,6.7722482262229225e-06,0.00023417739543770015,6.9321366678633195e-08,2.3629753395216227e-08,2.1267375370208455e-11,3.9969337827905508e-06,3.4457421937039679e-07,3.6954884344917854e-06,1.3634857466303583e-07,5.8796514862495331e-07,1.2400444916196405e-06,4.5146593901040006e-08,1.2189105010118887e-08,3.538800436512302e-13,3.2341691625250465e-07,5.3008077606220761e-08,1.0744095046692582e-09,6.4100947267941288e-11,6.841366396441275e-13,2.2614721998379127e-12,6.0958530039915567e-09,6.0777648993268689e-14,1.269473976178582e-09,3.4418872522128058e-11,3.5352460486881983e-07
8.48657134877133e-08,0.9837138533013695,154.0,0.0,0.0,0.0,0.72979998220838738,1.0,18.997570465334888,0.013092622525501035,0.034292565784143268,0.01939898554996378,0.0011587169691886139,5.1104471351089989e-09,8.8892279075366912e-07,0.065519824399355345,3.653684116870944e-09,0.11450371275189147,3.2847978559854817e-05,1.198061822607658e-11,0.0062263026576447646,2.3715935036404181e-13,2.4715732585722126e-05,0.013771093162323776,0.014393380400932864,2.001316811649362e-06,1.2046742171303711e-06,0.0012659424357107341,1.125498861620246e-05,7.8069623603735586e-05,9.2531833381981926e-05,0.00026402005199237819,0.0008441428583193792,0.00012067237733287085,8.0941484718344694e-13,1.2408713007584063e-05,6.9303217838916617e-06,0.00025534257402645873,7.3849324144282837e-08,2.5782350013649368e-08,2.2513266507545383e-11,4.3410541300548946e-06,3.6598647099681941e-07,4.0368361112241574e-06,1.4895759632482826e-07,6.4318352494117123e-07,1.3917079981549475e-06,4.9423114532435688e-08,1.3969834354749724e-08,3.8711447037594619e-13,3.7041716485886731e-07,6.0226595369775304e-08,1.2061362389939713e-09,7.1961090334688674e-11,7.6801455390449724e-13,2.5341068318041682e-12,6.8305943182784993e-09,6.2393847617410679e-14,1.2979320142625712e-09,3.5190478717168404e-11,3.7150158650129781e-07
8.695834762649663e-08,0.9837165868361046,154.0,0.0,0.0,0.0,0.72435717048733239,1.0,18.99751402457343,0.013323577117603987,0.034825144440898938,0.019455328555022376,0.0011620829697967783,5.1897847910270265e-09,8.83168267476795e-07,0.066841802974157594,3.6264351073904363e-09,0.11694967477917466,3.3357937651382799e-05,1.2015421175718513e-11,0.0064698858387979659,2.4084120758007553e-13,2.478819543819834e-05,0.014236946129793121,0.014914703790161937,2.0690062437680754e-06,1.2454195281146212e-06,0.0013378843524714384,1.2063845528257188e-05,8.5583027731442573e-05,0.00010190088132059893,0.00027732854762533855,0.00087329432932762218,0.00013018279933379992,8.5537279564592009e-13,1.2675678396631076e-05,7.071189417555005e-06,0.00027531991036051744,7.8053827967372506e-08,2.7815075823307325e-08,2.3652506782080059e-11,4.6643300017540459e-06,3.8564282950312507e-07,4.3594011114956147e-06,1.6087356836238694e-07,6.9541596670281155e-07,1.5389988642898321e-06,5.3470477639385975e-08,1.5732203183097736e-08,4.1855174527203698e-13,4.1689934703893625e-07,6.7327963966811377e-08,1.3363240847338485e-09,7.9729582293437925e-11,8.5091258937946283e-13,2.8045036585655353e-12,7.5593363985445424e-09,6.3867502571203483e-14,1.3233359237986441e-09,3.5879275329106096e-11,3.8796876244909179e-07
8.905098176527997e-08,0.9837193247101457,154.0,0.0,0.0,0.0,0.71896477104534984,1.0,18.997457677016406,0.013550816586297426,0.035345353186399926,0.019500643213982812,0.0011647898712955687,5.2672781330187011e-09,8.7746701880859371e-07,0.068151466933192031,3.5994384834773246e-09,0.11937980718522251,3.3856042072425441e-05,1.2043409333184867e-11,0.0067153382605952003,2.4443747517179176e-13,2.4846577100985867e-05,0.014701105366971187,0.015437403953447087,2.136448758234715e-06,1.286016213968876e-06,0.0014119083327945657,1.2898507592568849e-05,9.3543517753980974e-05,0.00011189069475369198,0.0002908187964431755,0.00090239056304450597,0.00014012071518793888,9.0265970147794158e-13,1.294091482453491e-05,7.2107448416811218e-06,0.00029618074272176387,8.2380296444913388e-08,2.9938581451532091e-08,2.4807592995773142e-11,5.0004142760169755e-06,4.0564636560638393e-07,4.6965801670507167e-06,1.7333011478600348e-07,7.5006422585954432e-07,1.6969139411504022e-06,5.7707006612761915e-08,1.7654689162041253e-08,4.5144303472837887e-13,4.6757037260524037e-07,7.5033798975353307e-08,1.4782890543273614e-09,8.8201009767301432e-11,9.4130981181096203e-13,3.1003914020461365e-12,8.3568128537266562e-09,6.5361907605533218e-14,1.3485563686751002e-09,3.6563097037232477e-11,4.0470438892897793e-07
9.11436159040633e-08,0.983722065085152,154.0,0.0,0.0,0.0,0.71362224312035261,1.0,18.997401424229089,0.013774384893032029,0.035853375793479247,0.01953539079026383,0.0011668652526816193,5.3429545899236744e-09,8.7181846380767145e-07,0.069448930375190537,3.5726915368519117e-09,0.12179425634491665,3.4342468128101527e-05,1.2064867854378846e-11,0.0069625366826677184,2.4794942606002473e-13,2.4891466255880756e-05,0.015163234451330412,0.015961190558513711,2.2035954729952248e-06,1.326434850099074e-06,0.0014880034199324784,1.3758078337385611e-05,0.00010195756589208594,0.00012251760996713398,0.00030447794429366929,0.00093141303664449253,0.00015048793852632392,9.5126855013300424e-13,1.3204438285523345e-05,7.3490002180736284e-06,0.00031792741532991745,8.6828093586670777e-08,3.2153137081235943e-08,2.597743143484278e-11,5.3492465114425953e-06,4.2597991193481621e-07,5.0484201432764332e-06,1.8632898810932724e-07,8.0713774116792214e-07,1.8658317531181347e-06,6.2133506036847747e-08,1.9745867665463809e-08,4.8579401968474266e-13,5.2265083464503978e-07,8.3374922107755057e-08,1.6327789099226397e-09,9.7420020686532712e-11,1.0396823672520943e-12,3.4235455177165694e-12,9.2278160725647344e-09,6.6879725557125372e-14,1.3736070863141002e-09,3.724231629706488e-11,4.2170454837875899e-07
