Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011)
7.409207456756203e-13,0.3889951668779852,154.0,0.0,0.0,0.0,0.99999137640178348,1.0,18.999999994869292,2.4033666700622244e-07,1.7909716262255556e-06,1.7888103482631456e-06,3.6287116166526992e-09,5.9080923832144149e-13,2.3111333261264838e-06,8.8549877600477212e-07,1.1743036042865389e-08,1.5899484088441442e-06,1.4907218851585037e-09,3.3403088580971485e-17,2.0463968881863254e-11,9.714370966293619e-18,1.4564423776077343e-11,4.5694944078671121e-14,4.5708011683216287e-14,1.0276996297938431e-17,2.7905762552804046e-18,7.0628615874181386e-13,1.4215557254352455e-32,1.3211781956977532e-32,1.3211806295700853e-32,1.168087299943831e-17,1.0681434062329766e-11,3.0120833907445206e-20,1.3246366068440547e-19,1.4322491483987045e-13,7.9766078925104097e-14,3.199194188092448e-23,1.1300711816497153e-19,1.5318307211762461e-30,1.1012095175791108e-24,3.4748017290113534e-24,2.3730908097332842e-24,2.2019035326681194e-28,2.954803294817024e-32
7.512993890133669e-13,0.3889951668776802,154.0,0.0,0.0,0.0,0.99999125602480421,1.0,18.999999994731951,2.4370322712088108e-07,1.816044311583428e-06,1.8138162909726345e-06,3.7303966903599272e-09,5.9913832670419265e-13,2.3231914848977258e-06,9.0504687405313333e-07,1.1831026622417359e-08,1.6250478127590986e-06,1.5261977211741528e-09,3.4339138722725111e-17,2.099403118701006e-11,9.9455528601671017e-18,1.4974365120868113e-11,4.7639876424799095e-14,4.7653581525007168e-14,1.076613694098776e-17,2.9389294345109286e-18,7.2620735633071421e-13,1.5668044517361984e-32,1.4561719674454786e-32,1.456174687604278e-32,1.2185683098243436e-17,1.0851127623117128e-11,3.1043572512566372e-20,1.3563907823266007e-19,1.4863286864184435e-13,8.2777908577785266e-14,3.3832572382578082e-23,1.1781978806001657e-19,1.6425679523021001e-30,1.1531851548592153e-24,3.6753426396216564e-24,2.5216263676072202e-24,2.3739003786026605e-28,3.2318283185993455e-32
7.616780323511135e-13,0.3889951668773716,154.0,0.0,0.0,0.0,0.99999113565405295,1.0,18.999999994592965,2.4706978670246535e-07,1.8411167250728798e-06,1.8388208356495991e-06,3.8334677568286875e-09,6.0746416774420502e-13,2.3349638149822176e-06,9.2469548554927614e-07,1.1917635192976174e-08,1.6603276931895264e-06,1.5619391072174242e-09,3.5287947687544885e-17,2.1529834306632735e-11,1.0178465254044054e-17,1.5389969583890496e-11,4.9639163941221409e-14,4.9653527621251645e-14,1.1270802881977491e-17,3.0928413964475602e-18,7.4640551460638562e-13,1.7245886902423339e-32,1.6028163494047506e-32,1.6028193848867876e-32,1.2705026284195547e-17,1.1021375693066621e-11,3.1982287232294667e-20,1.3883869876312621e-19,1.5415915084084776e-13,8.5855637546500554e-14,3.5751794984764979e-23,1.2276710910064857e-19,1.7596304071621918e-30,1.2068074862616876e-24,3.8844894988459473e-24,2.6771197305139641e-24,2.55658137443787e-28,3.5303208261594535e-32
7.720566756888601e-13,0.3889951668770595,154.0,0.0,0.0,0.0,0.99999101528939305,1.0,18.999999994452327,2.5043634575099602e-07,1.866188870997645e-06,1.8638239830655067e-06,3.9379240452178034e-09,6.1558961001030912e-13,2.3464570914780698e-06,9.4444222791058761e-07,1.200288346023772e-08,1.6957837721190661e-06,1.5979419370152525e-09,3.6249508380871009e-17,2.207134904278029e-11,1.0413081384445052e-17,1.5811236096489857e-11,5.1693552214639324e-14,5.1708595927006197e-14,1.1791241893117346e-17,3.2524327219168302e-18,7.6688063094768116e-13,1.8957968553819677e-32,1.761937055221391e-32,1.7619404375511823e-32,1.3239119370219676e-17,1.1192178272797638e-11,3.2937069468817051e-20,1.4206215637454891e-19,1.5980435870810863e-13,8.8999598429432321e-14,3.7751835443857049e-23,1.2785093458939182e-19,1.8832862332058656e-30,1.2621037384535144e-24,4.1024883749341853e-24,2.8397896837963959e-24,2.7504432312624655e-28,3.8516035886857957e-32
7.824353190266068e-13,0.38899516687674357,154.0,0.0,0.0,0.0,0.99999089493069171,1.0,18.999999994310045,2.5380290426649336e-07,1.8912607530369595e-06,1.8888257339913907e-06,4.0437647851144522e-09,6.2387854744280894e-13,2.3576779290752354e-06,9.6428477496481273e-07,1.2086792789241592e-08,1.7314118728182651e-06,1.6342021677419334e-09,3.7223813706441894e-17,2.2618546655704694e-11,1.0649374918830765e-17,1.6238163590376771e-11,5.380378669043742e-14,5.3819532256575388e-14,1.2327701717394439e-17,3.4178245856155779e-18,7.8763270277759161e-13,2.0813670628097159e-32,1.93440599321675e-32,1.9344097565819809e-32,1.3788179597263912e-17,1.1363535362972453e-11,3.3908010836564561e-20,1.4530909081932044e-19,1.6556907528498845e-13,9.2210115899424574e-14,3.9834951673691033e-23,1.3307311765382535e-19,2.0138111225297446e-30,1.3191011932405913e-24,4.3295889838095812e-24,3.0098586037423706e-24,2.9559981732461104e-28,4.197060439634299e-32
7.928139623643534e-13,0.38899516687642405,154.0,0.0,0.0,0.0,0.99999077457781871,1.0,18.999999994166132,2.5716946224897737e-07,1.9163323750964029e-06,1.913826089197849e-06,4.1509892065339494e-09,6.3240596555018794e-13,2.3686327854903684e-06,9.842208557421207e-07,1.2169384209223714e-08,1.767207917675696e-06,1.6707158191290508e-09,3.8210856576763957e-17,2.3171398857333092e-11,1.0887319916477908e-17,1.6670750997625878e-11,5.5970612672741966e-14,5.5987082283555552e-14,1.2880430067145718e-17,3.5891387429920659e-18,8.0866172756264289e-13,2.2822890425251225e-32,2.1211430446044346e-32,2.1211472260404206e-32,1.4352424633961067e-17,1.1535446964295618e-11,3.4895203162206117e-20,1.4857914742418222e-19,1.7145386968769235e-13,9.5487506873691763e-14,4.2003433785343447e-23,1.3843551124686383e-19,2.151488410715705e-30,1.3778271875047257e-24,4.5660446956349137e-24,3.1875524641908529e-24,3.1737741685447296e-28,4.5681380108491624e-32
8.031926057021e-13,0.388995166876101,154.0,0.0,0.0,0.0,0.99999065423064659,1.0,18.99999999402058,2.6053601969846733e-07,1.9414037417755146e-06,1.9388250494550448e-06,4.2595965399194735e-09,6.4049144224835392e-13,2.3793279657660582e-06,1.0042482529632064e-06,1.2250678419695988e-08,1.8031679254832795e-06,1.7074789723504432e-09,3.9210629913767412e-17,2.3729877803090168e-11,1.1126890821092712e-17,1.710899725067445e-11,5.8194775324494205e-14,5.8211991540889914e-14,1.3449674622255701e-17,3.7664975138252662e-18,8.299677028121326e-13,2.4996065153081723e-32,2.3231182723607192e-32,2.3231229119463224e-32,1.493207257621558e-17,1.1707913077513174e-11,3.5898738484661968e-20,1.5187197699087683e-19,1.7745929748865809e-13,9.8832080726233955e-14,4.425960413713353e-23,1.4393996814710997e-19,2.2966092010226015e-30,1.4383091131239247e-24,4.8121125430596063e-24,3.3731008448295531e-24,3.4043152194747731e-28,4.9663479205853021e-32
8.135712490398466e-13,0.3889951668757742,154.0,0.0,0.0,0.0,0.99999053388905101,1.0,18.999999993873399,2.6390257661498218e-07,1.9664748564572534e-06,1.9638226155327064e-06,4.3695860161418638e-09,6.4861049579035506e-13,2.3897696253371227e-06,1.0243648019609737e-06,1.2330695794856634e-08,1.8392880095001288e-06,1.7444877692133248e-09,4.0223126631960276e-17,2.4293956085967766e-11,1.136806250653874e-17,1.7552901282321349e-11,6.0477019667504006e-14,6.04950054209094e-14,1.4035683029057895e-17,3.9500237705052383e-18,8.5155062607754078e-13,2.7344190885474463e-32,2.5413536833816176e-32,2.5413588244444818e-32,1.552734194688414e-17,1.1880933703412049e-11,3.6918709055095481e-20,1.5518723572403604e-19,1.8358590098857018e-13,1.0224413943933515e-13,4.6605817372055589e-23,1.4958834095911062e-19,2.4494724577402086e-30,1.5005744169172894e-24,5.0680532273911061e-24,3.5667369373994927e-24,3.6481815809356395e-28,5.3932684677515131e-32
8.229120280438186e-13,0.38899516687547697,154.0,0.0,0.0,0.0,0.99999042558628282,1.0,18.99999999373955,2.6693247738416741e-07,1.9890386470854979e-06,1.9863192336149329e-06,4.4697576415267574e-09,6.562146702814773e-13,2.3989553278809669e-06,1.0425441733450971e-06,1.2401636318626257e-08,1.8719298126031321e-06,1.7780025711819339e-09,4.1145246318635059e-17,2.480639167021766e-11,1.1586465231001192e-17,1.795725142975404e-11,6.2581315069073803e-14,6.2600013318803175e-14,1.4577628340219435e-17,4.1205725927580691e-18,8.7121204557991844e-13,2.9616639413611358e-32,2.7525558257820396e-32,2.752561458076713e-32,1.6076621654735631e-17,1.203712637574652e-11,3.7850811122104416e-20,1.581898656760064e-19,1.8920388707511269e-13,1.0537293557867289e-13,4.8796368104127863e-23,1.5479645563204368e-19,2.5939226934517177e-30,1.5581607076997462e-24,5.3070595492620215e-24,3.7481200625843129e-24,3.8795307515324503e-28,5.8034039669977587e-32
8.322528070477906e-13,0.388995166875177,154.0,0.0,0.0,0.0,0.99999031728784604,1.0,18.999999993604394,2.6996237772167108e-07,2.0116022395296837e-06,2.0088147235953874e-06,4.5710476198679241e-09,6.6371850090873804e-13,2.4079448298425565e-06,1.0607925394916793e-06,1.2471573254172795e-08,1.904695499078869e-06,1.8117105386512083e-09,4.2077661058082129e-17,2.532332148979436e-11,1.180612674734508e-17,1.8366182736227813e-11,6.4733802916170158e-14,6.4753232808022097e-14,1.5133533421002885e-17,4.2963073673582975e-18,8.9109778929874821e-13,3.2049023013382287e-32,2.9786225815682178e-32,2.9786287456757129e-32,1.6638891972518726e-17,1.2193768204652874e-11,3.8796368185372776e-20,1.612101459059494e-19,1.9492083151155916e-13,1.0855684329538239e-13,5.1063549119213652e-23,1.6012399296654181e-19,2.7451221771184734e-30,1.6172338971793433e-24,5.5544722480847343e-24,3.9364211507842706e-24,4.1225724241494976e-28,6.2393775334013104e-32
8.415935860517626e-13,0.38899516687487395,154.0,0.0,0.0,0.0,0.99999020899365643,1.0,18.99999999346792,2.7299227762750637e-07,2.0341656366236685e-06,2.0313090860343036e-06,4.6734553913577901e-09,6.7097865971287114e-13,2.4167423216051328e-06,1.0791084267786319e-06,1.2540520798484217e-08,1.9375824229836579e-06,1.8456089812871164e-09,4.3020365697671804e-17,2.5844726447082238e-11,1.2027029521736888e-17,1.8779694424499639e-11,6.6935026036716606e-14,6.6955206987620132e-14,1.5703578731105661e-17,4.477318763259784e-18,9.1120785553419219e-13,3.4650607484982848e-32,3.2204151442442133e-32,3.2204218835840952e-32,1.7214313088992235e-17,1.2350859190787175e-11,3.9755447936936476e-20,1.6424783668391702e-19,2.0073710329447368e-13,1.1179606806410666e-13,5.3409144200244878e-23,1.6557230315085925e-19,2.9033056153324154e-30,1.6778141079874312e-24,5.8104890256350491e-24,4.1318177318437165e-24,4.3777497962584221e-28,6.7024861360799408e-32
8.509343650557345e-13,0.38899516687456803,154.0,0.0,0.0,0.0,0.99999010070363026,1.0,18.999999993330146,2.7602217710168611e-07,2.0567288405409539e-06,2.0538023214916298e-06,4.7769803964687493e-09,6.7847478025464158e-13,2.425351904343347e-06,1.0974903929556371e-06,1.2608492948137238e-08,1.9705879947030103e-06,1.8796952461460102e-09,4.3973355082418285e-17,2.6370587714031567e-11,1.2249156278606962e-17,1.9197785717560744e-11,6.9185527166200772e-14,6.9206478864518869e-14,1.6287944705352347e-17,4.6636977777638895e-18,9.3154224261243659e-13,3.7431084766908988e-32,3.4788343150817583e-32,3.4788416760766718e-32,1.7803045472074803e-17,1.2508399334830628e-11,4.0728118208060929e-20,1.6730270161172616e-19,2.0665306350670373e-13,1.1509081095193661e-13,5.5834958425278068e-23,1.7114273625980957e-19,3.0687131551612669e-30,1.7399214986436826e-24,6.0753100093328127e-24,4.3344897242046917e-24,4.6455173911014918e-28,7.194075735378526e-32
8.602751440597065e-13,0.3889951668742592,154.0,0.0,0.0,0.0,0.99998999241768605,1.0,18.999999993191061,2.7905207614422262e-07,2.0792918539650464e-06,2.076294430527028e-06,4.8816220759530578e-09,6.8613948293986511e-13,2.4337775914350196e-06,1.1159370266476802e-06,1.2675503501408895e-08,2.0037096800601981e-06,1.9139667172865019e-09,4.4936624065505456e-17,2.6900886729317349e-11,1.2472489966159506e-17,1.9620455838636082e-11,7.1485848947700835e-14,7.1507591353528129e-14,1.688681175335147e-17,4.8555357311150497e-18,9.5210094888543945e-13,4.0400584109029828e-32,3.7548215416564136e-32,3.7548295739023586e-32,1.8405249868686157e-17,1.2666388637489314e-11,4.1714446969245504e-20,1.703745075883942e-19,2.1266906544261857e-13,1.184412686881629e-13,5.8342818186795429e-23,1.7683664225488911e-19,3.2415904326290017e-30,1.8035762635314873e-24,6.349137755414134e-24,4.5446194380923324e-24,4.9263411714723215e-28,7.715542221252907e-32
8.696159230636785e-13,0.3889951668739476,154.0,0.0,0.0,0.0,0.99998988413574386,1.0,18.999999993050686,2.8208197475512819e-07,2.1018546800301223e-06,2.0987854136998822e-06,4.9873798708426706e-09,6.9341833095852035e-13,2.4420233107075225e-06,1.1344469465650696e-06,1.2741566061630334e-08,2.0369449988978205e-06,1.9484208151534099e-09,4.5910167505901947e-17,2.7435605193828416e-11,1.2697013760635147e-17,2.0047704011183599e-11,7.3836533931927763e-14,7.3859087277379165e-14,1.7500360258930814e-17,5.0529242579020047e-18,9.7288397273050626e-13,4.3569689277144827e-32,4.0493605170165285e-32,4.0493692734621833e-32,1.9021087304499699e-17,1.2824827099493771e-11,4.2714502330237736e-20,1.7346302475524579e-19,2.1878545480738774e-13,1.218476337752641e-13,6.0934571222300405e-23,1.8265537098447251e-19,3.4221886494914837e-30,1.8687986328584419e-24,6.6321772539564036e-24,4.7623915805612997e-24,5.2206987198867145e-28,8.2683328966268217e-32
8.789567020676505e-13,0.388995166873633,154.0,0.0,0.0,0.0,0.99998977585772542,1.0,18.999999992909011,2.8511187293441499e-07,2.1244173209199761e-06,2.1212752715692876e-06,5.0942532224491132e-09,7.0067131287923407e-13,2.4500929059983512e-06,1.1530188009546324e-06,1.2806694039549486e-08,2.0702915240924025e-06,1.9830549961438313e-09,4.6893980256530165e-17,2.7974725067490789e-11,1.2922711098948747e-17,2.0479529458893692e-11,7.6238124577255249e-14,7.626150936674822e-14,1.8128770579795901e-17,5.2559553010807707e-18,9.9389131254996574e-13,4.6949451773948152e-32,4.3634784085761553e-32,4.3634879457091697e-32,1.9650719083747065e-17,1.2983714721598644e-11,4.3728352540015459e-20,1.7656802645722034e-19,2.2500256985542136e-13,1.2531009456601128e-13,6.3612086636395877e-23,1.8860027218395089e-19,3.6107646289092602e-30,1.9356088726288364e-24,6.9246359325089944e-24,4.9879932591408598e-24,5.5290793693713097e-28,8.8539475768106907e-32
8.882974810716224e-13,0.3889951668733154,154.0,0.0,0.0,0.0,0.99998966758355357,1.0,18.999999992766043,2.8814177068209462e-07,2.1469797787295377e-06,2.1437640046940228e-06,5.2022415724003249e-09,7.0830715243053877e-13,2.4579901281427113e-06,1.1716512707690898e-06,1.2870900631031166e-08,2.1037468872451294e-06,2.01786675677926e-09,4.7888057174744179e-17,2.8518228599261755e-11,1.3149565673757918e-17,2.0915931405719238e-11,7.8691163237540763e-14,7.8715400248106359e-14,1.8772223043613055e-17,5.4647211447299865e-18,1.0151229667740924e-12,5.0551469409168851e-32,4.6982531610013122e-32,4.6982635390686975e-32,2.0294306825837594e-17,1.314305150458549e-11,4.4756066005194834e-20,1.796892896146556e-19,2.3132074059087839e-13,1.2882883481819064e-13,6.6377257756441444e-23,1.9467269546096598e-19,3.8075816346197708e-30,2.0040272893437694e-24,7.2267239835680625e-24,5.2216143044329258e-24,5.8519859352987752e-28,9.4739470279374364e-32
8.976382600755944e-13,0.38899516687299523,154.0,0.0,0.0,0.0,0.99998955931315392,1.0,18.999999992621785,2.9117166799817877e-07,2.1695420564446663e-06,2.166251613632618e-06,5.3113443625678639e-09,7.158134583141932e-13,2.4657186589178107e-06,1.190343061246626e-06,1.2934198870349197e-08,2.1373087635626399e-06,2.0528536237659159e-09,4.8892393126883404e-17,2.90660982554479e-11,1.3377561354865985e-17,2.1356909075814506e-11,8.119619218615223e-14,8.1221302467664411e-14,1.9430897954388532e-17,5.6793143257978378e-18,1.0365789338542013e-12,5.4387783516003511e-32,5.0548039429670382e-32,5.0548152261577005e-32,2.0952012392759381e-17,1.3302837449256103e-11,4.5797711253881794e-20,1.8282659383760121e-19,2.3774029089177137e-13,1.3240403487762519e-13,6.9231996612817707e-23,2.0087399032494928e-19,4.0129079901748021e-30,2.0740742206652071e-24,7.538653736602138e-24,5.4634466517667046e-24,6.1899318499507946e-28,1.0129940931226084e-31
9.069790390795664e-13,0.3889951668726721,154.0,0.0,0.0,0.0,0.99998945104645209,1.0,18.999999992476241,2.9420156488267862e-07,2.1921041565282373e-06,2.1887380989433434e-06,5.4215610350812264e-09,7.2316895750038451e-13,2.4732821073203111e-06,1.209092903219985e-06,1.2996601621223129e-08,2.1709748742075694e-06,2.0880131556708185e-09,4.9906982977342903e-17,2.9618316731762531e-11,1.3606682232735605e-17,2.1802461693546874e-11,8.3753753611234253e-14,8.3779758486651186e-14,2.0104975591037939e-17,5.8998276476715032e-18,1.0582592122637956e-12,5.8470912251756415e-32,5.4342942423192298e-32,5.4343064989595805e-32,2.1623997903280565e-17,1.3463072556433595e-11,4.685335694284206e-20,1.8597972157514718e-19,2.4426153817973919e-13,1.3603587149425477e-13,7.2178235052156006e-23,2.0720550618136942e-19,4.227017391767231e-30,2.1457700372448501e-24,7.8606397848802896e-24,5.7136844661306383e-24,6.5434418227585831e-28,1.0823591081879092e-31
9.163198180835384e-13,0.38899516687234603,154.0,0.0,0.0,0.0,0.99998934278337592,1.0,18.999999992329414,2.9723146133560549e-07,2.2146660811359338e-06,2.2112234611841767e-06,5.5328910323567287e-09,7.3062456169721069e-13,2.4806840029212462e-06,1.227899555453333e-06,1.3058121560026346e-08,2.2047429904944658e-06,2.1233429460655224e-09,5.0931821591282319e-17,3.0174866975911715e-11,1.3836912631300047e-17,2.2252588483520273e-11,8.6364389606154582e-14,8.6391310671781037e-14,2.0794636204294886e-17,6.1263542042375514e-18,1.0801638005007612e-12,6.2813918055910176e-32,5.8379381361540053e-32,5.8379514389337925e-32,2.2310425761625593e-17,1.3623756826964511e-11,4.7923071871932312e-20,1.8914845839555567e-19,2.5088479283056156e-13,1.3972451749382142e-13,7.5217926987411113e-23,2.1366859232018011e-19,4.4501895717837845e-30,2.2191351464063483e-24,8.1928992439151371e-24,5.9725243967896615e-24,6.9130532482111441e-28,1.155661846784474e-31
9.256605970875102e-13,0.38899516687201724,154.0,0.0,0.0,0.0,0.9999892345238548,1.0,18.999999992181309,3.0026135735697014e-07,2.2372278327137325e-06,2.23370770091281e-06,5.6453337970958466e-09,7.3810655167364134e-13,2.4879277979729002e-06,1.2467618039013366e-06,1.311877117940942e-08,2.2386109325594393e-06,2.1588406228566478e-09,5.1966903839174427e-17,3.073573218272021e-11,1.406823709023451e-17,2.270728867057337e-11,8.9028642170038342e-14,8.9056501295779843e-14,2.1500060016581264e-17,6.3589873718768554e-18,1.1022926970869113e-12,6.7430421900897079e-32,6.2670016154562195e-32,6.2670160416626487e-32,2.3011458655757915e-17,1.378489026171835e-11,4.9006924983358123e-20,1.9233259292661914e-19,2.5761035836106227e-13,1.4347014188196549e-13,7.8353048307912624e-23,2.2026459791658404e-19,4.6827103332773632e-30,2.2941899919208547e-24,8.5356517424515512e-24,6.2401655684894931e-24,7.2993162950880765e-28,1.2330804331850629e-31
9.350013760914821e-13,0.38899516687168556,154.0,0.0,0.0,0.0,0.999989126267819,1.0,18.999999992031917,3.032912529467832e-07,2.2597894136839418e-06,2.2561908186866452e-06,5.7588887722830692e-09,7.4553128897555712e-13,2.4950168697200813e-06,1.2656784608963631e-06,1.3178562792370289e-08,2.2725765679007529e-06,2.1945038475333563e-09,5.301222459399038e-17,3.1300895788657129e-11,1.4300640368494023e-17,2.3166561479777274e-11,9.174705320846911e-14,9.1775872538077328e-14,2.2221427221932875e-17,6.5978208006985257e-18,1.1246459005674608e-12,7.233461736921335e-32,6.7228038936130356e-32,6.7228195253735748e-32,2.3727259555157326e-17,1.3946472861587051e-11,5.0104985360676104e-20,1.9553191678860046e-19,2.644385316341441e-13,1.4727290995841984e-13,8.1585596751606252e-23,2.2699487203200461e-19,4.9248715779077976e-30,2.3709550537173955e-24,8.8891194093165469e-24,6.5168095685886362e-24,7.7027939830618273e-28,1.314799122683775e-31
9.44342155095454e-13,0.38899516687135105,154.0,0.0,0.0,0.0,0.99998901801520035,1.0,18.999999991881253,3.0632114810505531e-07,2.2823508262856132e-06,2.2786728150628516e-06,5.8735554011363343e-09,7.5297103180709742e-13,2.5019545347299564e-06,1.2846483601091417e-06,1.3237508565577472e-08,2.3066378023304925e-06,2.2303303089439141e-09,5.4067778729617734e-17,3.1870341427014309e-11,1.453410740695796e-17,2.3630406136394511e-11,9.452016454985456e-14,9.454996650112493e-14,2.2958917990779768e-17,6.8429483620153696e-18,1.1472234095066894e-12,7.7541185652847394e-32,7.2067095059014076e-32,7.2067264303917298e-32,2.4457991661449525e-17,1.4108504627480814e-11,5.1217322204091074e-20,1.9874622403967044e-19,2.7136960412999062e-13,1.5113298402500717e-13,8.4917588111052357e-23,2.3386076363407524e-19,5.1769702908161463e-30,2.4494508415437145e-24,9.2535264399383645e-24,6.8026600201337975e-24,8.1240600561764665e-28,1.4010073366502758e-31
9.536829340994259e-13,0.3889951668710137,154.0,0.0,0.0,0.0,0.9999889097659328,1.0,18.999999991729318,3.093510428317967e-07,2.3049120727703124e-06,2.3011536905982539e-06,5.9893331272140008e-09,7.604461476625078e-13,2.5087440228936054e-06,1.3036703656915741e-06,1.3295620455171784e-08,2.3407925963908374e-06,2.2663177353072873e-09,5.5133561123595395e-17,3.2444053014257046e-11,1.476862340147735e-17,2.4098821865966224e-11,9.73485179100551e-14,9.7379325175107809e-14,2.371271245887248e-17,7.0944642427677598e-18,1.1700252224963156e-12,8.3065537409245926e-32,7.7201507894403162e-32,7.7201690991997535e-32,2.5203818514707611e-17,1.4270985560336101e-11,5.2344004883977009e-20,2.0197531224623938e-19,2.7840385963974375e-13,1.5505052210113141e-13,8.835106454325906e-23,2.4086362155377865e-19,5.4393109506987906e-30,2.529697908612986e-24,9.6291000495602831e-24,7.0979235209065468e-24,8.5637040865986554e-28,1.4919021991943822e-31
9.630237131033978e-13,0.3889951668706735,154.0,0.0,0.0,0.0,0.99998880151995051,1.0,18.999999991576114,3.1238093712701731e-07,2.3274731554661357e-06,2.3236334458493993e-06,6.1062213943453384e-09,7.6786959178140153e-13,2.5153884966673335e-06,1.3227433655101893e-06,1.335291025219866e-08,2.3750389532044647e-06,2.3024638857242444e-09,5.6209566656801009e-17,3.302201468891469e-11,1.50041737466634e-17,2.4571807894254839e-11,1.0023265491534677e-13,1.0026449046084415e-13,2.4482990734149892e-17,7.3524628751442477e-18,1.1930513381495864e-12,8.8923684353837382e-32,8.2646159481302094e-32,8.2646357413237809e-32,2.5964903924264346e-17,1.4433915661109957e-11,5.3485102906212075e-20,2.052189817265337e-19,2.8554157597240343e-13,1.5902567887443718e-13,9.1888089227554919e-23,2.4800479451343572e-19,5.7122040710637233e-30,2.6117168427184312e-24,1.0016069862392263e-23,7.4028090417732032e-24,9.0223284102120695e-28,1.5876871145442528e-31
9.723644921073696e-13,0.38899516687033053,154.0,0.0,0.0,0.0,0.99998869327718987,1.0,18.999999991421646,3.1541083099072715e-07,2.3500340765491432e-06,2.3461120813725428e-06,6.2242196466529556e-09,7.7527346735764073e-13,2.521891047377023e-06,1.3418662724457812e-06,1.3409389571958815e-08,2.4093749208081061e-06,2.3387665521785037e-09,5.729579021173714e-17,3.3604210825904977e-11,1.5240744054667863e-17,2.5049363447261831e-11,1.0317311709499149e-13,1.032060041623661e-13,2.5269932894196594e-17,7.6170389496296764e-18,1.2163017551026702e-12,9.5132308520653302e-32,8.8416554904244564e-32,8.8416768711405474e-32,2.6741411990952578e-17,1.4597294930781309e-11,5.464068592347522e-20,2.0847703572890954e-19,2.9278302462698806e-13,1.6305860551821929e-13,9.5530748144959071e-23,2.5528563111782585e-19,5.9959667881535786e-30,2.6955282690805893e-24,1.0414668117959651e-23,7.7175281300576254e-24,9.5005493909311823e-28,1.6885724755203284e-31
9.817052711113415e-13,0.3889951668699847,154.0,0.0,0.0,0.0,0.99998858503758825,1.0,18.999999991265906,3.1844072442293585e-07,2.3725948381018515e-06,2.3685895977236773e-06,6.3433273285169319e-09,7.8275503288685639e-13,2.5282547055180855e-06,1.3610380207712534e-06,1.3465069878083442e-08,2.4437985856488193e-06,2.3752235550399063e-09,5.8392226672829856e-17,3.4190626004151374e-11,1.5478320123896988e-17,2.553148775119807e-11,1.0617044589308324e-13,1.0620440799873143e-13,2.6073718989766682e-17,7.8882873772575054e-18,1.2397764720115255e-12,1.0170870545794727e-31,9.4528769495471783e-32,9.4529000280716575e-32,2.7533507071329256e-17,1.4761123370347968e-11,5.5810823717367715e-20,2.1174928003114792e-19,3.0012847170624479e-13,1.6714945020031482e-13,9.9281147337198228e-23,2.6270747986865349e-19,6.2909221290068685e-30,2.7811528457586078e-24,1.0825129357494252e-23,8.0422946006775225e-24,9.9989958884845235e-28,1.7947749771267838e-31
9.910460501153134e-13,0.388995166869636,154.0,0.0,0.0,0.0,0.99998847680108438,1.0,18.999999991108908,3.2147061742365295e-07,2.3951554423610706e-06,2.3910659954585123e-06,6.4635438845966697e-09,7.9022680170569381e-13,2.5344824367382268e-06,1.3802575675643451e-06,1.3519962471536025e-08,2.4783080751206093e-06,2.4118327451283764e-09,5.9498870928687708e-17,3.4781245021376121e-11,1.5716887946348728e-17,2.6018180032501248e-11,1.0922518266130671e-13,1.0926024359679445e-13,2.6894529042388856e-17,8.1663033039185595e-18,1.2634754875533459e-12,1.0867085007020775e-31,1.0099951003482551e-31,1.0099975896606083e-31,2.8341353799360566e-17,1.4925400980827974e-11,5.6995586209420306e-20,2.150355231243745e-19,3.0757817756028247e-13,1.7129835788462362e-13,1.0314141463590135e-22,2.7027168915586706e-19,6.5973995695552182e-30,2.8686112664296886e-24,1.1247690623896134e-23,8.3773247332049185e-24,1.0518310455840161e-27,1.9065182793137067e-31
1e-12,0.3889951668692846,154.0,0.0,0.0,0.0,0.99998837304982424,1.0,18.999999990957232,3.2437503324265189e-07,2.4167816000409219e-06,2.4126105299117975e-06,6.5798223482746556e-09,7.9731709087487611e-13,2.5403273481502274e-06,1.3987251011602516e-06,1.3571852664069582e-08,2.5114672943428643e-06,2.4470667421863681e-09,6.0569263508386105e-17,3.5351337191712409e-11,1.5946494178339767e-17,2.648900437409631e-11,1.1220780593841374e-13,1.1224394278694258e-13,2.769749460893224e-17,8.4392469729409346e-18,1.2864036136574138e-12,1.1572405064980998e-31,1.0755488508902225e-31,1.0755515257417301e-31,2.9130684553368801e-17,1.5083297027315011e-11,5.8145077821832855e-20,2.1819863952829777e-19,3.1481747685720695e-13,1.7533008445026765e-13,1.0694694365979662e-22,2.7765752977107402e-19,6.9023119335568845e-30,2.9541884655598513e-24,1.1664332826570035e-23,8.708317602547729e-24,1.1036315519628436e-27,2.019048700860842e-31
