Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810)
1.3957696889026555e-17,0.9248091893144569,154.0,0.0,0.0,0.0,0.99999999999950151,1.0,19.0,9.2028723192381979e-14,1.8872955857072682e-13,1.887295026200533e-13,3.3238703253673147e-21,3.2173600854299973e-21,2.899861561486679e-14,1.7280289794082311e-19,5.2985307291494256e-18,1.7017319689839324e-19,2.3982569045941009e-21,3.4451341200033095e-30,1.5467265611777607e-24,4.6079693298422854e-30,4.1036324976494713e-25,5.9952733723772644e-33,5.9952734406703278e-33,6.0965645492739255e-41,7.3274113436570821e-42,1.0959927476830788e-25,3.890447787843428e-75,3.7424522031077672e-75,3.7424522031116238e-75,1.720436211969963e-35,5.8242229016188614e-20,2.1525063242206357e-34,6.503146185772894e-36,8.9548793865658806e-33,9.0932599072137815e-33,5.6410345946555319e-48,1.1534690690993952e-38,2.6816003442811822e-61
2.792752036092803e-17,0.9248091893144569,154.0,0.0,0.0,0.0,0.99999999999900258,1.0,19.0,1.8413740183397736e-13,3.7762307637855649e-13,3.7762296861364072e-13,1.3304142941657001e-20,1.2476247240270081e-20,5.8021722826200728e-14,6.9165474933797322e-19,1.0601585849064796e-17,6.8112920123084934e-19,9.5992432645243148e-21,2.6612364774966706e-29,6.190936779564153e-24,3.3309788670496295e-29,1.6425223874057189e-24,4.7998638920501806e-32,4.7998640014051864e-32,9.7621650218528026e-40,1.1733346342329136e-40,4.3868271435628724e-25,4.9898855040739515e-73,4.8000664749603113e-73,4.8000664749702024e-73,1.3773950870360875e-34,1.1653549822546531e-19,8.6156634281475744e-34,5.2009208426417964e-35,7.1692789878061958e-32,7.280066471723921e-32,9.0330050929631676e-47,9.2347658151544851e-38,8.5883416378429659e-60
5.586716730473097e-17,0.9248091893144569,154.0,0.0,0.0,0.0,0.99999999999800471,1.0,19.0,3.6835475911417538e-13,7.5541008160497383e-13,7.554098806277296e-13,5.3233896296873126e-20,4.69738656651513e-20,1.1606582837207782e-13,2.7674624641542008e-18,2.1207458919131275e-17,2.7253474359140212e-18,3.840920154797852e-20,1.9894623646630362e-28,2.4771808435147218e-23,2.2293426541085504e-28,6.5722286408049348e-24,3.8413495881977108e-31,3.841349763227738e-31,1.5624920531239604e-38,1.8780807461958775e-39,1.755302201325537e-24,1.1194805918852071e-70,1.0768947012276291e-70,1.0768947012320598e-70,1.1023347180063714e-33,2.3312335354894335e-19,3.4474104511430484e-33,4.1534608575105834e-34,5.7374908870192696e-31,5.826152825916937e-31,1.4458690905519631e-45,7.3906187782305281e-37,2.7494252259380211e-58
1.1174646119233687e-16,0.9248091893144569,154.0,0.0,0.0,0.0,0.99999999999600897,1.0,19.0,7.3678947366260055e-13,1.5109839825088867e-12,1.5109836247635887e-12,2.1297020979526526e-19,1.6788187471006567e-19,2.3214560456958719e-13,1.1071192230009432e-17,4.2418256422634216e-17,1.0902711688918355e-17,1.5365961705607775e-19,1.4055625602892743e-27,9.9103342905762586e-23,1.3398109547797475e-27,2.6293190994554746e-23,3.0736628224910273e-30,3.0736631025666179e-30,2.500207632396914e-37,3.0054804768501029e-38,7.0223512893796063e-24,1.438284368691918e-68,1.3835709409111155e-68,1.3835709409225196e-68,8.8203530589463852e-33,4.6630433181510142e-19,1.3792069355296617e-32,3.3093136437394585e-33,4.5906865017546397e-30,4.6616267732503312e-30,2.3138612923168752e-44,5.9136171297489434e-36,8.8000106497293563e-57
2.2350504896754867e-16,0.9248091893144567,154.0,0.0,0.0,0.0,0.99999999999201761,1.0,19.0,1.4736589027115669e-12,3.0221314118066516e-12,3.0221307934662347e-12,8.5194985935735489e-19,5.5167489151114759e-19,4.6427142229026255e-13,4.4284695762421099e-17,8.4836057222506094e-17,4.3610774711390742e-17,6.1467090899757392e-19,9.0961646510412195e-27,3.9644547319464998e-22,7.123040865459749e-27,1.0518129856572684e-22,2.4591629636160718e-29,2.4591634116884287e-29,3.9998166578636942e-36,4.8090654294503335e-37,2.8091687680741976e-23,1.8414032413465451e-66,1.7713548668208684e-66,1.7713548668500693e-66,7.0569532350295695e-32,9.3268735882054378e-19,5.5174229413323091e-32,2.625436793122916e-32,3.6726132269981589e-29,3.7293664322246553e-29,3.7025547432139035e-43,4.731341711574943e-35,2.8162994291782722e-55
4.470222245179722e-16,0.9248091893144569,154.0,0.0,0.0,0.0,0.99999999998403477,1.0,19.0,2.9473977606179642e-12,6.0444250533660721e-12,6.0444238525968604e-12,3.4079356198186517e-18,1.6142569675277869e-18,9.2838815824392471e-13,1.7711657768657175e-16,1.6965648470831606e-16,1.7442123140215291e-16,2.4586431540877688e-18,5.245734112043315e-26,1.5858452063883859e-21,3.393357128755398e-26,4.2074211297003897e-22,1.9674225301840286e-28,1.9674232468350834e-28,6.3970819613048873e-35,7.6942799620233252e-36,1.1237129785028606e-22,2.3572192458473622e-64,2.2675488416866956e-64,2.2675488417614571e-64,5.6458318758178156e-31,1.8655376946969439e-18,2.2071759454438764e-31,2.0656765128692061e-31,2.9377746433293775e-28,2.9831723231089141e-28,5.9243890468745561e-42,3.7852512559904521e-34,9.0126317979950792e-54
6.705394000683958e-16,0.9248091893144569,154.0,0.0,0.0,0.0,0.99999999997605193,1.0,19.0,4.4211366183328261e-12,9.066717619743912e-12,9.0667156334544441e-12,7.2419462163404847e-18,2.8300726845010238e-18,1.3923700339081906e-12,3.7633403893498394e-16,2.5446174079430886e-16,3.7060701684175845e-16,5.2244729311656463e-18,1.2702352257909416e-25,3.3699596672900721e-21,7.6215630434963271e-26,8.9408739444467208e-22,5.6256653546641348e-28,5.6256679919130347e-28,2.3540557739511711e-34,2.8319290772881456e-35,2.3879183121905932e-22,1.2162421826599295e-63,1.1699754099187792e-63,1.1699754099646791e-63,1.6143750880640509e-30,2.7984723124131397e-18,4.6904774640946467e-31,5.8505524149864913e-31,8.3995538513533866e-28,8.529352863125058e-28,2.180593441338412e-41,1.0823581896967963e-33,4.1148882424630896e-53
8.940565756188194e-16,0.9248091893144567,154.0,0.0,0.0,0.0,0.9999999999680691,1.0,19.0,5.8948754758561532e-12,1.208900918466986e-11,1.2089006136040607e-11,1.2353980025359539e-17,4.1254844524115375e-18,1.8562170884699628e-12,6.4191778957937393e-16,3.3925182819411581e-16,6.321491346546917e-16,8.9120681428576308e-18,2.343085378047509e-25,5.7487881255226489e-21,1.3401772347287314e-25,1.5252170107983207e-21,1.1866233702103826e-27,1.1866240389561053e-27,5.9692383743372197e-34,7.1821830011712281e-35,4.0735327426435392e-22,6.6351552813368424e-63,6.3827489550751427e-63,6.38274895533066e-63,3.4052086669953944e-30,3.7314912119440778e-18,8.0017242677260859e-31,1.2234879695038246e-30,1.7715780424836097e-27,1.7989543862161484e-27,5.5304948066503538e-41,2.2830217549923993e-33,1.226539267104105e-52
1.3410909267196664e-15,0.9248091893144569,154.0,0.0,0.0,0.0,0.99999999995210354,1.0,19.0,8.8423531904532824e-12,1.8133590068110615e-11,1.8133584141193198e-11,2.5577484843257394e-17,6.7994655269884113e-18,2.7835949022350637e-12,1.3287830926551438e-15,5.087964114318396e-16,1.3085617750479481e-15,1.8450299994167644e-17,5.2756411406289116e-25,1.1902200143847178e-20,2.8606862705667451e-25,3.1577860071421669e-21,3.2410570536121097e-27,3.241059391544528e-27,2.0867807570917953e-33,2.5115146743849926e-34,8.4337825461760354e-22,9.2152829003049519e-62,8.864726570224206e-62,8.8647265706278606e-62,9.3007535769411643e-30,5.5977268151885427e-18,1.6567597068348975e-30,3.2945735540536325e-30,4.8381117036863239e-27,4.9128754455696278e-27,1.9340561225930117e-40,6.2356810998240072e-33,5.3688434096111121e-52
1.7881252778205136e-15,0.9248091893144569,154.0,0.0,0.0,0.0,0.99999999993613797,1.0,19.0,1.1789830904346068e-11,2.4178167488725302e-11,2.4178157445699344e-11,4.3500723350966806e-17,9.5470447449971915e-18,3.710477256085673e-12,2.2595407498228801e-15,6.7828523653579602e-16,2.2251552346869482e-15,3.1377427304195231e-17,9.4505014335358175e-25,2.0242581656645587e-20,4.9522874975317938e-25,5.3705831795996322e-21,6.7813996416005492e-27,6.7814054819956029e-27,5.2128632585038414e-33,6.2753131212718618e-34,1.4343702812864724e-21,4.2361605542931536e-61,4.0750138047197973e-61,4.0750138049291125e-61,1.9460382463553629e-29,7.464272352521215e-18,2.817876737628158e-30,6.8073553019811422e-30,1.0121781364832988e-26,1.0278194086927534e-26,4.832702422310063e-40,1.3047179024100795e-32,1.5642299490854344e-51
2.6821939800222076e-15,0.9248091893144569,154.0,0.0,0.0,0.0,0.99999999990420685,1.0,19.0,1.7684786329818822e-11,3.626731117612358e-11,3.6267288619498941e-11,9.4779415903211202e-17,1.5070803976081278e-17,5.5626166663924188e-12,4.9211159600837988e-15,1.0170799087517633e-15,4.8462268007219013e-15,6.8355820555726701e-17,2.191020105473372e-24,4.4104558454334703e-20,1.1010180814477611e-24,1.1701438568876166e-20,2.1413655919392844e-26,2.1413682941787137e-26,2.4116841497754695e-32,2.9055505540063434e-33,3.1252114156493988e-21,7.9509883139858173e-60,7.6485267247922879e-60,7.6485267254899477e-60,6.1450344085101614e-29,1.1198381141387969e-17,6.1404005789682213e-30,2.0757870436639865e-29,3.1950705645578854e-26,3.2444442482264106e-26,2.2379848221899298e-39,4.1199152925762663e-32,1.0839967560408972e-50
3.576262682223902e-15,0.9248091893144567,154.0,0.0,0.0,0.0,0.99999999987227572,1.0,19.0,2.3579741752242809e-11,4.8356440190803472e-11,4.8356399446623535e-11,1.6640083258721153e-16,2.0605825930197e-17,7.4126152432900781e-12,8.6365259702053017e-15,1.3556334924026686e-15,8.5050959907368332e-15,1.1999423042360293e-16,3.9790266433877786e-24,7.7432802539097137e-20,1.9538655253106139e-24,2.0543809155626719e-20,4.8706223827461154e-26,4.8706302132274724e-26,6.9880543453853024e-32,8.424263620153678e-33,5.4868289216595892e-21,4.6254674636676504e-59,4.449511198603006e-59,4.4495111990850051e-59,1.3977169151202585e-28,1.4933831483101979e-17,1.0781833934139723e-29,4.5829914852631928e-29,7.2651778812529021e-26,7.3774472519506592e-26,6.489593025623183e-39,9.3709169454778519e-32,3.9435782099489821e-50
5.36440008662729e-15,0.9248091893144569,154.0,0.0,0.0,0.0,0.99999999980841392,1.0,19.0,3.5369652587902351e-11,7.2534654078076679e-11,7.2534559780174933e-11,3.7095245655968218e-16,3.1661114393297649e-17,1.110617311076968e-11,1.9237113416761408e-14,2.0320149498355532e-15,1.8944364523387437e-14,2.6742355517343113e-16,9.1890546076984641e-24,1.7261868883696396e-19,4.4036399845876595e-24,4.5797763403951618e-20,1.6262005072035731e-25,1.6262044788619407e-25,3.5437353779094831e-31,4.2792266000120216e-32,1.2231659442404109e-20,9.1373983973312105e-58,8.7898049172968267e-58,8.7898049189005917e-58,4.6667196431076855e-28,2.2408775358260439e-17,2.4042196743773064e-29,1.4291581087582375e-28,2.4239662751395359e-25,2.4614240101537086e-25,3.2976566354958667e-38,3.1287590397394463e-31,3.1125339365825262e-49
8.940674895434066e-15,0.9248091893144567,154.0,0.0,0.0,0.0,0.99999999968069064,1.0,19.0,5.8949474222458342e-11,1.208909053814368e-10,1.208906351054359e-10,1.0253499057358053e-15,5.3765194771739774e-17,1.846760759129564e-11,5.308000041406621e-14,3.3818800118566895e-15,5.2272233103473638e-14,7.387425351260289e-16,2.6146039098320931e-23,4.771356180001376e-19,1.227698356525085e-23,1.2658995746153288e-19,7.6467688105480159e-25,7.646801540353727e-25,2.9191247122470246e-30,3.5385558589430677e-31,3.3809735633170719e-20,3.882685400158009e-56,3.7349851736893056e-56,3.7349851750175618e-56,2.1944288601935761e-27,3.7374839944225119e-17,6.6493373609930166e-29,5.8611031536892547e-28,1.1380091352449725e-24,1.1555948682246309e-24,2.7291110934088902e-37,1.4712174545184738e-30,4.6872032683297655e-48
1.2516949704240844e-14,0.9248091893144569,154.0,0.0,0.0,0.0,0.99999999955296814,1.0,19.0,8.2529295807987552e-11,1.6924692159523719e-10,1.6924638325029808e-10,2.0068642209853883e-15,7.586738798560441e-17,2.5794902513839005e-11,1.0372823718320509e-13,4.7278880869681132e-15,1.0214970895290332e-13,1.4451298210887439e-15,5.182039780362932e-23,9.3387317051785752e-19,2.4111811669388837e-23,2.477685419287561e-19,2.0467085901509089e-24,2.0467201828432557e-24,1.0336645499542636e-29,1.2560458784407239e-30,6.6174389827310165e-20,2.9045488995210103e-55,2.7940577182112307e-55,2.7940577193665774e-55,5.8736001367834939e-27,5.2362477696551251e-17,1.3021090806026903e-28,1.421373570818137e-27,3.0423263357799149e-24,3.0893395951517304e-24,9.69226374894096e-37,3.9378175399007426e-30,2.1381964127627755e-47
1.609322451304762e-14,0.9248091893144569,154.0,0.0,0.0,0.0,0.99999999942524642,1.0,19.0,1.0610911734448579e-10,2.1760270305455729e-10,2.1760180419331496e-10,3.3155168437487361e-15,9.7970054914702228e-17,3.308820573534009e-11,1.711090404827407e-13,6.0700493421661697e-15,1.6850511644048431e-13,2.3862479709146586e-15,8.6212681266422115e-23,1.542841500542649e-18,3.990243756127923e-23,4.0933642948215285e-19,4.2605326335480403e-24,4.2605622750209148e-24,2.6423481899431058e-29,3.2179884911349944e-30,1.093264880936824e-19,1.4304171521738362e-54,1.37600303259842e-54,1.3760030332300636e-54,1.2226917001747393e-26,6.737169035176702e-17,2.152268035985633e-28,2.711034316775144e-27,6.3259758409411606e-24,6.4237315075078239e-24,2.4843430468377276e-36,8.1971729616066829e-30,6.60004231986009e-47
1.96694993218544e-14,0.9248091893144569,154.0,0.0,0.0,0.0,0.99999999929752548,1.0,18.999999999999993,1.2968893883195173e-10,2.659582501220448e-10,2.6595689793176694e-10,4.9513104923418577e-15,1.2007274056196555e-16,4.0347671449816624e-11,2.5514650761651361e-13,7.4083744866458353e-15,2.5126370795193729e-13,3.561734791357641e-15,1.2932296768948301e-22,2.3040420619646599e-18,5.9642757388687707e-23,6.1129423011177271e-19,7.6663604541189031e-24,7.6664235143428038e-24,5.6200835459577185e-29,6.8593831440665904e-30,1.6326628453365518e-19,5.3666476063623464e-54,5.1624964008871405e-54,5.162496403499284e-54,2.2001232879644083e-26,8.2402478422494796e-17,3.2157287419610667e-28,4.4968550322083941e-27,1.1370355373066245e-23,1.1546062064465369e-23,5.2980448106785546e-36,1.4749933175612295e-29,1.6415778151053391e-46
2.6822048939467954e-14,0.9248091893144564,154.0,0.0,0.0,0.0,0.99999999904208603,1.0,18.999999999999986,1.7684858165978595e-10,3.6266864244257712e-10,3.626661038138864e-10,9.2043019569712724e-15,1.6427774693990187e-16,5.4765661346133997e-11,4.7291036176972125e-13,1.0073556330264972e-14,4.6571364875745479e-13,6.6144538103038591e-15,2.4169704942591594e-22,4.2831318170465897e-18,1.1094954879366872e-22,1.1363782532462243e-18,1.9018687790361076e-23,1.901889161647725e-23,1.8156782553451902e-28,2.2258273432492868e-29,3.0350895862454317e-19,4.5563953768363829e-53,4.3830667884372779e-53,4.3830667911918077e-53,5.4581796033208488e-26,1.1252878079967838e-16,5.9837161953434038e-28,9.6330083808677715e-27,2.814612363077827e-23,2.8581066841911509e-23,1.7208138801955276e-35,3.659169928842314e-29,6.8696263451032387e-46
3.397459855708151e-14,0.9248091893144569,154.0,0.0,0.0,0.0,0.99999999878664969,1.0,18.999999999999975,2.2400822429148851e-10,4.5937810149613557e-10,4.5937400093670183e-10,1.4765798570314664e-14,2.0848255261935616e-16,6.9050103438577078e-11,7.5641371831026205e-13,1.272351972376077e-14,7.4490267333986458e-13,1.0600347431158621e-14,3.889415731891032e-22,6.8711254347789312e-18,1.7798264890630388e-22,1.8230178679254578e-18,3.8190309774163334e-23,3.819081075575882e-23,4.4607746856516929e-28,5.4904084434208595e-29,4.8690241209506913e-19,2.0974973832365758e-52,2.017707068594236e-52,2.0177070700250745e-52,1.0960484551227332e-25,1.42741384861798e-16,9.608583003369521e-28,1.6957894665473915e-26,5.6399106265859424e-23,5.7270643405094561e-23,4.248379785453163e-35,7.3477839820053082e-29,2.0428678376438358e-45
4.1127148174695065e-14,0.9248091893144567,154.0,0.0,0.0,0.0,0.99999999853121646,1.0,18.999999999999961,2.7116786672705872e-10,5.5608663037460091e-10,5.5608058934987765e-10,2.1635750670041797e-14,2.5268641532844591e-16,8.3202283945311698e-11,1.105023430582723e-12,1.5358354941756673e-14,1.0882072702249009e-12,1.551632451598653e-14,5.7105522481752618e-22,1.0068001633216344e-17,2.6068996438433531e-22,2.671209259588405e-18,6.737793292829254e-23,6.7378977847215814e-23,9.2999900620400017e-28,1.149198280662479e-28,7.1344639878488476e-19,7.3883363389041285e-52,7.1072787213857422e-52,7.1072787269927043e-52,1.9337643595920994e-25,1.7304029015061023e-16,1.4092968781493673e-27,2.6510443143055821e-26,9.9292136607488571e-23,1.0082650004977045e-22,8.8999119419554784e-35,1.2963493349994493e-28,4.9985236581437156e-45
5.543224740992217e-14,0.9248091893144563,154.0,0.0,0.0,0.0,0.99999999802035877,1.0,18.999999999999932,3.6548715100980505e-10,7.4950090957881376e-10,7.4948984027902743e-10,3.9300789627766216e-14,3.4109367491831815e-16,1.1111476925186148e-10,1.9951454203631521e-12,2.0582988285859776e-14,1.9647834530989809e-12,2.8126554159064374e-14,1.0398837078494424e-21,1.8288302087877682e-17,4.7292543431295543e-22,4.8522277861336892e-18,1.6435056987225558e-22,1.6435397536607284e-22,3.0275546150781154e-27,3.7793890884487549e-28,1.2959837587081382e-18,6.8415689706214125e-51,6.5813109493542569e-51,6.5813109577684184e-51,4.7171254905069032e-25,2.3389700010273243e-16,2.5650549372013624e-27,5.2203196578624492e-26,2.4105987289734329e-22,2.4478497056355794e-22,2.9334546886092968e-34,3.1621184753994523e-28,2.2655882099274485e-44
6.973734664514928e-14,0.9248091893144561,154.0,0.0,0.0,0.0,0.99999999750951307,1.0,18.99999999999989,4.5980643450802635e-10,9.4291150382763236e-10,9.4289385702900823e-10,6.2198991183026397e-14,4.2949909532555362e-16,1.3851284036638911e-10,3.1384900912707129e-12,2.5748145531286605e-14,3.0907287941997027e-12,4.4421370760846638e-14,1.6481711080891345e-21,2.8943850820268803e-17,7.4725534172760505e-22,7.6793989843751721e-18,3.269520351088775e-22,3.2696045276269073e-22,7.4757111669008771e-27,9.4194191376751624e-28,2.0511177431401261e-18,3.3152650139318102e-50,3.1891500859702657e-50,3.1891500909579969e-50,9.3844763545149031e-25,2.95098904300906e-16,4.0676885746629564e-27,8.6695024529304065e-26,4.7734761660731209e-22,4.8472405743601121e-22,7.3260791963574587e-34,6.2906198992285949e-28,7.0798721514556191e-44
