Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398),S(1815),S(1443),C7H15(32),C7H15(31),S(1930),S(1932),C4H9(23),C3H6(1916),S(1984),S(87),S(2214)
2.370749886907309e-08,0.8766300026167576,154.0,0.0,0.0,0.0,0.9369821700973493,0.99999997246570393,18.999157533974657,0.0036602051908088329,0.011195777018792265,0.009322632521350736,0.00070998685453550433,1.9962315524804606e-09,7.3133227692515985e-07,0.01378885387608283,2.6031002837120957e-09,0.022458153492998435,1.2880909277264109e-05,7.7653683304434853e-12,0.00060384310077037995,9.7742867122756554e-14,1.0228989887504156e-05,0.0011547358072325755,0.0011579908312174061,1.9773638678876173e-07,1.2014383779087491e-07,6.4342638209967623e-05,7.84655201437979e-08,1.6828561828356487e-07,1.7407467337535525e-07,1.3883803996739377e-05,8.9356395207342251e-05,1.2552684445568172e-06,4.2517044008431914e-14,2.1990140387057181e-06,1.3181740278444911e-06,2.0952570500529928e-06,3.2161355814383556e-09,1.8077655983003672e-10,9.3579722326667183e-13,4.6731506078740381e-08,1.1880507355528217e-08,3.2814894996994141e-08,1.5475115562982455e-09,4.2262634708372302e-09,4.6296908184406399e-09,4.0500107005143663e-10,1.3889577178244604e-11,2.4048975088030272e-15,2.9334912316064402e-10,1.0072988727546646e-10,1.8970328833779293e-11,1.4422024350000046e-12,1.0559574338152331e-14,4.2803698333754744e-14,1.2116508247569252e-10,1.1614875359022847e-14,2.7540739182847761e-10,7.7580740513336096e-12,1.9863959166475758e-08,5.6979315502478903e-12,3.7031797079951685e-12,1.5120530430467709e-11,2.2243233111449671e-20,2.0289955732622145e-18,6.982224918519038e-12,3.6175952745124609e-21,1.92476559067541e-15,2.7155016380393117e-11,1.2769584619230922e-20,4.96430399793573e-12,1.0561485444658235e-16,5.7678699268103568e-14,3.8649005763530486e-09,1.570976837599213e-08,6.7103557923428398e-09,1.0692784572965147e-10,1.0992186776034999e-09,1.1423441802190854e-09,4.3125502615585232e-11,1.4710331825395172e-05,1.239080108114857e-08
2.431654711341018e-08,0.8766302029153047,154.0,0.0,0.0,0.0,0.9354261532753807,0.99999997131655405,18.999136287956325,0.0037481228868841425,0.011461537189850032,0.009516968003392778,0.0007248099701478983,2.0436144207142345e-09,7.3025276844698818e-07,0.014129330843914737,2.5987773952161883e-09,0.023018151688137662,1.3186664043449235e-05,7.9274938006875304e-12,0.00063378596485072979,1.0006299428535904e-13,1.0443447188161731e-05,0.001211180847106669,0.0012147698834587676,2.0740178218308064e-07,1.2601660586077786e-07,6.8114692695638186e-05,8.7223177665693073e-08,1.8994016164372171e-07,1.9664896367496101e-07,1.4897547726959769e-05,9.3728996482753905e-05,1.3826362555714887e-06,4.4998465943567784e-14,2.2553390943485938e-06,1.3515947411701918e-06,2.3077322703497839e-06,3.4058376765367915e-09,1.9957281380621999e-10,1.0043736297537803e-12,5.1362411252951271e-08,1.2817454777115369e-08,3.6343411634146335e-08,1.7146472532938371e-09,4.7044451324411831e-09,5.2316974118837784e-09,4.522391533162722e-10,1.6174187884092695e-11,2.6770003912952168e-15,3.4140198429680625e-10,1.1500426756731715e-10,2.0074771840604267e-11,1.5262569981937589e-12,1.1174352483253073e-14,4.5128422926869375e-14,1.2774092108777823e-10,1.1901637541993867e-14,2.8217400019747185e-10,7.9487146639035654e-12,2.0879311068082673e-08,5.989177493124122e-12,3.8924648599001791e-12,1.589347709421268e-11,2.3539615088737572e-20,2.1327158339101263e-18,7.3351974956399656e-12,3.8004756517456099e-21,2.0220683618709789e-15,3.075746129089279e-11,1.3513822620708147e-20,5.3550951130145298e-12,1.1392888632957286e-16,6.5236093906099707e-14,4.0781731996171907e-09,1.6290612419503048e-08,6.9861797466258028e-09,1.1669295717210876e-10,1.1650114422255231e-09,1.2117884801542329e-09,4.6777037928709654e-11,1.5291955544141628e-05,1.2880716286057618e-08
2.492559535774727e-08,0.8766304096134981,154.0,0.0,0.0,0.0,0.93387324262342442,0.99999997014154485,18.999115054169856,0.0038357452171775708,0.011726210964770492,0.0097092419350038386,0.00073947577995582374,2.0908034411104882e-09,7.2917541834163975e-07,0.014469136675979094,2.5944631361993264e-09,0.023577322869113404,1.3491167943227948e-05,8.0878987637058754e-12,0.00066437902982000659,1.0237362962821824e-13,1.065563092500866e-05,0.0012687721657554335,0.001272720722137503,2.1726344014940535e-07,1.3200862721849736e-07,7.2013189462358809e-05,9.6671248027687541e-08,2.1370237098594726e-07,2.2144750850129715e-07,1.5955266623573452e-05,9.8190682044508131e-05,1.5190969513416218e-06,4.7562773945990203e-14,2.3115809247662657e-06,1.3849495755037547e-06,2.5353528691306298e-06,3.6019350382642404e-09,2.1974413775809543e-10,1.0759391785787958e-12,5.6310614068709933e-08,1.379907269886595e-08,4.0140028329724254e-08,1.894538894058523e-09,5.2210152318865958e-09,5.8933962466622005e-09,5.0339268567538917e-10,1.8758000476280002e-11,2.970947712534511e-15,3.9571994482433746e-10,1.308491963375877e-10,2.1220015542040658e-11,1.6134174797151855e-12,1.1811842010639669e-14,4.7526832206485796e-14,1.3452481370556032e-10,1.2187713423996792e-14,2.8892235548593259e-10,8.1388410271480163e-12,2.1918632859836172e-08,6.2872984254490068e-12,4.0862181621191436e-12,1.6684671168495956e-11,2.4883899956607333e-20,2.238884680293522e-18,7.6964053497558323e-12,3.9876228492959099e-21,2.1216413256158713e-15,3.4723201937623083e-11,1.4285561121402385e-20,5.7661272273762122e-12,1.2267354325068468e-16,7.3557014492002246e-14,4.3005261327792058e-09,1.6880508536571155e-08,7.2665740754244224e-09,1.2707377907247816e-10,1.2331318183524821e-09,1.2837735134953883e-09,5.0641695142906471e-11,1.5877034589597937e-05,1.3373542033149894e-08
2.5534643602084362e-08,0.8766306226409529,154.0,0.0,0.0,0.0,0.93232343441197052,0.99999996894014953,18.999093832066642,0.0039230729619301958,0.011989799228705082,0.0098994682332652559,0.00075398534629967534,2.1377987714472033e-09,7.2810022421503576e-07,0.014808272710109172,2.5901574963004084e-09,0.024135668690300142,1.3794421994677311e-05,8.2465948386776886e-12,0.00069561721640454917,1.046747808767029e-13,1.0865556441793687e-05,0.0013274960426091457,0.001331830900481723,2.2731901018684886e-07,1.3811847365776747e-07,7.6039494729515094e-05,1.068413873827614e-07,2.3971282338979211e-07,2.4862205530308078e-07,1.7057514585574506e-05,0.00010274032559530486,1.665029302566043e-06,5.021086336548017e-14,2.3677396962940219e-06,1.4182386620792059e-06,2.7787483519273155e-06,3.8044971185582927e-09,2.4134937443598256e-10,1.1505319891930336e-12,6.1588122896039165e-08,1.4826055278598613e-08,4.4216746854529629e-08,2.0877602650244445e-09,5.7778065832532149e-09,6.6189156576835351e-09,5.5865548187069298e-10,2.1670490553771228e-11,3.2877824120084461e-15,4.5691698575238303e-10,1.4838963659422418e-10,2.2407357063054336e-11,1.7037824634985912e-12,1.2472764946021964e-14,5.00006917355094e-14,1.4152172488962963e-10,1.2473104855680915e-14,2.9565245608318457e-10,8.3284530955099609e-12,2.298182773650533e-08,6.5922665449627655e-12,4.284421545576546e-12,1.749403886201779e-11,2.6277608184986381e-20,2.3474922104965306e-18,8.0658151364512926e-12,4.1790195909225048e-21,2.2234752899619675e-15,3.9077640126189682e-11,1.5085673005633147e-20,6.1979829988011478e-12,1.3186122119331824e-16,8.2697012217739152e-14,4.532358686003342e-09,1.7479514181327346e-08,7.551547094139336e-09,1.3809266712477816e-10,1.3036119794933882e-09,1.3583386916506296e-09,5.4726712157241764e-11,1.6465234956531843e-05,1.3868996980506525e-08
2.6143691846421452e-08,0.8766308419277243,154.0,0.0,0.0,0.0,0.93077672487728247,0.99999996771181521,18.999072621109168,0.0040101068997679228,0.012252302889760138,0.010087660751292698,0.00076833972664383911,2.1846005736119197e-09,7.2702718364591071e-07,0.015146740282369795,2.5858604650632325e-09,0.024693190804215552,1.4096427242392779e-05,8.4035935914516116e-12,0.00072749546866428011,1.0696645595740879e-13,1.10732390117391e-05,0.0013873388128961229,0.0013920880558104046,2.3756615135652947e-07,1.4434472278235119e-07,8.019496219604895e-05,1.1776553893177517e-07,2.6811709257640421e-07,2.7833007983057144e-07,1.8204824217743627e-05,0.00010737680039824964,1.8208157683757318e-06,5.294362133575521e-14,2.4238155750828202e-06,1.4514621319585107e-06,3.0385544751458923e-06,4.0135927355902205e-09,2.6444798937284969e-10,1.2281887315190751e-12,6.7206984769065215e-08,1.5899074459420628e-08,4.8585706225875478e-08,2.2948917745158085e-09,6.3766760925710611e-09,7.4125454621121317e-09,6.1822409174556304e-10,2.4943093490989272e-11,3.6285611384368813e-15,5.2564761941946002e-10,1.6775677881510009e-10,2.3638172836209987e-11,1.797456567348639e-12,1.315788746085896e-14,5.2551888719839358e-14,1.4873696189649459e-10,1.2757813868608482e-14,3.0236430153310069e-10,8.5175508559557245e-12,2.4068799005166812e-08,6.9040540815626864e-12,4.4870569620962316e-12,1.8321506468817015e-11,2.7722353304791193e-20,2.4585285340546985e-18,8.4433935505009512e-12,4.3746486206894235e-21,2.3275610737644925e-15,4.3847165199643008e-11,1.5915084582964774e-20,6.6512578212412404e-12,1.4150458710105331e-16,9.2714241604786351e-14,4.7740832151474889e-09,1.8087695455048263e-08,7.8411110378932608e-09,1.4977224149186709e-10,1.3764842788229171e-09,1.4355236941008944e-09,5.9039415277977743e-11,1.705623422157167e-05,1.4366809541926633e-08
2.6752740090758543e-08,0.8766310674043036,154.0,0.0,0.0,0.0,0.92923311022172606,0.99999996645596267,18.999051420770943,0.0040968478077006336,0.012513722878890795,0.010273833278539105,0.0007825399735994045,2.2312090135827018e-09,7.2595629418609004e-07,0.01548454072704532,2.5815720319374551e-09,0.025249890861499771,1.4397184757365495e-05,8.5589065347940094e-12,0.00076000875396915366,1.0924866299722612e-13,1.1278693837876066e-05,0.0014482868676514112,0.0014534799091468992,2.4800253228324615e-07,1.506859580070559e-07,8.4480932944993331e-05,1.2947590474886917e-07,2.9906574062654264e-07,3.1073480313315933e-07,1.9397707176209079e-05,0.00011209897952603221,1.9868422667517341e-06,5.5761926711912946e-14,2.4798087270971822e-06,1.4846201160303747e-06,3.3154128898291192e-06,4.2292900688931865e-09,2.8910003669476514e-10,1.3089446493559722e-12,7.3179276872765959e-08,1.701878029722995e-08,5.3259174962783133e-08,2.5165200807188351e-09,7.0195035048960406e-09,8.2787378327968742e-09,6.8229766348470609e-10,2.8609269539568586e-11,3.9943535368110362e-15,6.0260821537808333e-10,1.8908816145876332e-10,2.4913921839454515e-11,1.8945506896615096e-12,1.3868021674659656e-14,5.5182437893199594e-14,1.5617619129616659e-10,1.3041842682778756e-14,3.0905789256037135e-10,8.7061343287150251e-12,2.5179450089422355e-08,7.2226332985182176e-12,4.6941063851911745e-12,1.9167000371495541e-11,2.9219845713132396e-20,2.5719837723877043e-18,8.8291073273407283e-12,4.5744927037279726e-21,2.4338895070876729e-15,4.9059157660014094e-11,1.677477777273108e-20,7.1265608843678883e-12,1.5161660141940207e-16,1.0366953162669987e-13,5.0261248507897539e-09,1.8705127295311574e-08,8.1352821703169516e-09,1.6213538956359056e-10,1.4517812866952109e-09,1.5153685063425311e-09,6.3587219647320503e-11,1.7649721195202235e-05,1.4866717593794039e-08
2.7361788335095633e-08,0.8766312990016167,154.0,0.0,0.0,0.0,0.92769258661410092,0.99999996517198642,18.999030230536491,0.0041832964611213845,0.012774060149793759,0.010457999541088439,0.00079658713494619839,2.2776242614089448e-09,7.2488755336069997e-07,0.015821675376627722,2.5772921862794598e-09,0.025805770510894967,1.4696695636858214e-05,8.7125451286301545e-12,0.00079315206297489254,1.1152141032240011e-13,1.1481936053369829e-05,0.0015103266537377616,0.0015159942648342631,2.5862583115926252e-07,1.5714076856003372e-07,8.8898735350347917e-05,1.4200491812483138e-07,3.3271430533641954e-07,3.4600520412126148e-07,2.0636654510250763e-05,0.00011690573610601769,2.1634979484315034e-06,5.8666650009412147e-14,2.5357193181130684e-06,1.5177127450090404e-06,3.6099707915084817e-06,4.4516566546091096e-09,3.1536612551177626e-10,1.3928335835308648e-12,7.9517098271932736e-08,1.8185801284892743e-08,5.8249543460749142e-08,2.7532377253950027e-09,7.7081901700778726e-09,9.2221080526378892e-09,7.5107780885731639e-10,3.2704568290694468e-11,4.3862415460691059e-15,6.8853831197702184e-10,2.1252778865379909e-10,2.6236148863888656e-11,1.9951822584448998e-12,1.4604027473977488e-14,5.7894487540286744e-14,1.6384545598330276e-10,1.3325193714333062e-14,3.1573323109744158e-10,8.8942035680398166e-12,2.631368453371034e-08,7.5479764937129563e-12,4.9055518108706251e-12,2.0030447044514757e-11,3.077189651397552e-20,2.687848059241663e-18,9.2229232445719333e-12,4.7785346270159502e-21,2.5424514316193092e-15,5.4741992008246328e-11,1.7665792308914318e-20,7.6245162830577753e-12,1.6221054169998386e-16,1.1562645971932098e-13,5.2889212188264686e-09,1.9331893656481785e-08,8.4340808895505935e-09,1.7520526949924828e-10,1.5295358288380754e-09,1.5979134586350465e-09,6.8377629796971248e-11,1.8245395583839163e-05,1.5368468190433216e-08
2.7970836579432723e-08,0.8766315366510229,154.0,0.0,0.0,0.0,0.92615515018997052,0.9999999638592546,18.999009049901282,0.0042694536338056255,0.013033315678799146,0.010640173201940594,0.00081048225365414354,2.3238464911919146e-09,7.2382095866842722e-07,0.016158145561804862,2.5730209173532754e-09,0.026360831399224981,1.4994961004279849e-05,8.8645207802778181e-12,0.00082692040959801965,1.137847064575788e-13,1.1682980721835049e-05,0.0015734446738784721,0.0015796190101523466,2.6943373575011908e-07,1.6370774948631239e-07,9.3449684986302562e-05,1.5538521642844258e-07,3.6922328332830803e-07,3.8431602778711821e-07,2.1922137000375062e-05,0.00012179594356123724,2.3511749743167227e-06,6.165865334459399e-14,2.5915475137158144e-06,1.5507401494331251e-06,3.9228805760862712e-06,4.680759380854521e-09,3.4330738688352465e-10,1.4798879947987787e-12,8.6232561878695989e-08,1.9400744673106839e-08,6.3569316486132736e-08,3.0056427733396968e-09,8.4446578272514957e-09,1.0247435152206133e-08,8.2476847046855785e-10,3.7266692431000669e-11,4.8053187074262395e-15,7.8422191227509383e-10,2.3822624503777003e-10,2.7606487807740821e-11,2.0994754823390409e-12,1.5366814345989841e-14,6.0690325650868259e-14,1.7175119256108542e-10,1.3607869583430098e-14,3.22390320312085e-10,9.0817586629808968e-12,2.7471406007713815e-08,7.8800560009141925e-12,5.1213752584651804e-12,2.0911773057564944e-11,3.2380421389663269e-20,2.8061115411412712e-18,9.6248081234988148e-12,4.986757200174284e-21,2.6532377010946125e-15,6.092503881899877e-11,1.858922796274173e-20,8.1457641776970989e-12,1.7330002728585835e-16,1.2865142893771263e-13,5.5629221533382304e-09,1.9968087681743469e-08,8.7375318311056537e-09,1.8900531455652334e-10,1.6097810251874841e-09,1.6831992655158584e-09,7.341824032837453e-11,1.8842967661694673e-05,1.5871817287712991e-08
2.8579884823769814e-08,0.8766317802843132,154.0,0.0,0.0,0.0,0.92462079705199363,0.99999996251710954,18.998987878371722,0.0043553200979104725,0.013291490464761144,0.010820367861287794,0.00082422636790397883,2.3698758810651401e-09,7.2275650758181579e-07,0.016493952611448811,2.5687582143315509e-09,0.026915075171375296,1.5291982009059088e-05,9.0148448446736935e-12,0.00086130883099019145,1.1603856012485165e-13,1.1881842837641707e-05,0.0016376274867016634,0.0016443421149365889,2.8042394340239129e-07,1.703855016525056e-07,9.8135084538810802e-05,1.6964961448497739e-07,4.0875810903847831e-07,4.2584778918500395e-07,2.3254605492692678e-05,0.00012676847584727242,2.5502682963904379e-06,6.4738790376747839e-14,2.647293479298108e-06,1.5837024596644767e-06,4.2547995016808528e-06,4.9166644832055387e-09,3.7298544135326037e-10,1.5701389864927572e-12,9.3337786654643591e-08,2.0664196787971238e-08,6.9231105790044495e-08,3.2743384575806467e-09,9.2308474080519211e-09,1.1359662433103618e-08,9.0357579102085043e-10,4.2335560727053645e-11,5.2526894833589231e-15,8.904887629657393e-10,2.6634080772099036e-10,2.9026664992631617e-11,2.2075616033589297e-12,1.6157343224487851e-14,6.3572386197117711e-14,1.7990024907603995e-10,1.3889873122281582e-14,3.2902916463557773e-10,9.268799738181687e-12,2.8652518310867213e-08,8.218844191070873e-12,5.3415587714704141e-12,2.1810905079009613e-11,3.4047444498984164e-20,2.9267643778520168e-18,1.0034728830700331e-11,5.1991432562814538e-21,2.7662391817295668e-15,6.7638666067734852e-11,1.954624678052226e-20,8.6909620060691266e-12,1.848990450942871e-16,1.4281374852726613e-13,5.8485894024169132e-09,2.0613811866857172e-08,9.0456639673019847e-09,2.0355923820709098e-10,1.6925503293218012e-09,1.771267066043123e-09,7.8716736721322358e-11,1.9442157952140101e-05,1.6376529474649408e-08
2.9188933068106904e-08,0.8766320298337076,154.0,0.0,0.0,0.0,0.92308952327025784,0.99999996114486622,18.998966715465084,0.0044408966239739833,0.013548585528947738,0.010998597056782732,0.00083782051110738338,2.4157126131746844e-09,7.2169419754746749e-07,0.016829097852604349,2.5645040662964379e-09,0.027468503470273086,1.5587759826516804e-05,9.1635286245937035e-12,0.00089631238751183482,1.1828298024278412e-13,1.2078537326211932e-05,0.0017028617067955728,0.0017101516311984711,2.9159416105334009e-07,1.7717263175267904e-07,0.00010295622371951724,1.8483107847077489e-07,4.5148912969930431e-07,4.7078677326653971e-07,2.4634491229628675e-05,0.00013182220768502629,2.7611754421517074e-06,6.7907906251722974e-14,2.7029573800579919e-06,1.6165998058870404e-06,4.6063893563738333e-06,5.1594375403022013e-09,4.0446236704442492e-10,1.6636163269263548e-12,1.0084489004377441e-07,2.1976723345289619e-08,7.5247622841651183e-08,3.5599328303120652e-09,1.0068717858553177e-08,1.2563897879449473e-08,9.8770798458588455e-10,4.7953370176680086e-11,5.7294685872439904e-15,1.008215615059e-09,2.9703555535071914e-10,3.0498502498318506e-11,2.3195791510616306e-12,1.6976628346154048e-14,6.6543255526538376e-14,1.882999030821634e-10,1.4171207383339865e-14,3.3564976979143606e-10,9.4553269546878225e-12,2.9856925376963695e-08,8.5643134736403738e-12,5.5660844184091305e-12,2.2727769879406848e-11,3.5775102397220782e-20,3.0497967428526816e-18,1.045265227963684e-11,5.4156756527058687e-21,2.8814467526637795e-15,7.4914239726736795e-11,2.0538075334100741e-20,9.2607857475268464e-12,1.9702197651185714e-16,1.5818571818416046e-13,6.1463963276041493e-09,2.1269178215699865e-08,9.3585107031216812e-09,2.1889104003808829e-10,1.7778775684577114e-09,1.8621584647301927e-09,8.4280896272481855e-11,2.0042696918289102e-05,1.6882377712775611e-08
2.9797981312443995e-08,0.8766322852318528,154.0,0.0,0.0,0.0,0.92156132488261011,0.99999995974181444,18.998945560709441,0.0045261839809144977,0.0138046019149293,0.0111748742637988,0.00085126571192649207,2.4613568736591031e-09,7.2063402598629237e-07,0.017163582610477568,2.5602584622404776e-09,0.028021117936867519,1.588229565773685e-05,9.3105833708664925e-12,0.00093192616270510245,1.2051797592543721e-13,1.2273079044307979e-05,0.0017691340047744709,0.0017770356927475702,3.0294210524238181e-07,1.8406775231531887e-07,0.00010791437918204397,2.0096270032252627e-07,4.9759157642718735e-07,5.1932503066249126e-07,2.6062206176991352e-05,0.00013695601478937397,2.9842963025759891e-06,7.1166837547087176e-14,2.7585393809968498e-06,1.6494323181057264e-06,4.9783161318024828e-06,5.4091434695723498e-09,4.3780066831439458e-10,1.7603484715502491e-12,1.0876598063272018e-07,2.3338869761637249e-08,8.1631671680833976e-08,3.8630384195611177e-09,1.0960244979934607e-08,1.3865414459786689e-08,1.0773752098883038e-09,5.4164657268664596e-11,6.2367803236542107e-15,1.138327465135854e-09,3.3048147425197999e-10,3.202392151222756e-11,2.4356741978409785e-12,1.7825739115070249e-14,6.9605678862879788e-14,1.9695788001288505e-10,1.4451875647626358e-14,3.4225214282468464e-10,9.6413405107714895e-12,3.108453127886502e-08,8.9164362979444297e-12,5.7949342937125827e-12,2.3662294335108274e-11,3.7565647973585424e-20,3.1751988238182637e-18,1.0878545432292297e-11,5.636337271956713e-21,2.9988513064131492e-15,8.2784123646014002e-11,2.1566006981294714e-20,9.8559312400829598e-12,2.096836254154145e-16,1.7484271628784333e-13,6.456827597550336e-09,2.1934308387594483e-08,9.6761099683948139e-09,2.3502501243762689e-10,1.8657969839715432e-09,1.9559155731368611e-09,9.0118589165317707e-11,2.0644324662543409e-05,1.7389143083061064e-08
3.040702955678108e-08,0.8766325464118229,154.0,0.0,0.0,0.0,0.9200361978949918,0.99999995830721711,18.998924413643625,0.0046111829360300002,0.014059540688466137,0.01134921289568267,0.00086456299429282855,2.5068088526292469e-09,7.1957599029383181e-07,0.017497408208424624,2.5560213910676195e-09,0.028572920210110243,1.6175590729435962e-05,9.4560202825802247e-12,0.00096814526326614121,1.2274355648137732e-13,1.2465482780311771e-05,0.0018364311073548216,0.0018449825148151723,3.1446550212429184e-07,1.9106948171135097e-07,0.00011301081444063957,2.1807767265949279e-07,5.472455315252622e-07,5.716603695004081e-07,2.7538143347425509e-05,0.00014216877409368761,3.2200329236083905e-06,7.4516412218838506e-14,2.8140396469174228e-06,1.6822001261452875e-06,5.371249702542979e-06,5.6658465230753165e-09,4.7306324496016712e-10,1.8603625848647207e-12,1.1711315103473186e-07,2.4751161462217511e-08,8.8396141890117597e-08,4.1842718915827228e-09,1.1907420287875993e-08,1.5269650321679967e-08,1.1727894456019906e-09,6.1016358295259035e-11,6.7757579393113543e-15,1.2817987760511702e-09,3.6685656162273407e-10,3.3604945690118624e-11,2.5560006150895915e-12,1.8705801973425291e-14,7.2762566907430753e-14,2.0588237183931889e-10,1.4731881433190439e-14,3.4883629213161908e-10,9.8268406427699634e-12,3.2335240233315862e-08,9.2751851545552596e-12,6.028090518621382e-12,2.4614405431937097e-11,3.9421454402032376e-20,3.3029608231135731e-18,1.1312375300852599e-11,5.8611110225536041e-21,3.1184437493326319e-15,9.1281678734707578e-11,2.2631404134010614e-20,1.0477115550975527e-11,2.2289924733068735e-16,1.9286329239537419e-13,6.7803788764742126e-09,2.2609333836444146e-08,9.9985043062378036e-09,2.5198574806144068e-10,1.9563432724099156e-09,2.0525810520826918e-09,9.623777967277652e-11,2.124679063485319e-05,1.7896614540171215e-08
3.101607780111817e-08,0.876632813307115,154.0,0.0,0.0,0.0,0.91851413828177131,0.99999995684031107,18.998903273817167,0.0046958942549975144,0.014313402937395019,0.011521626303999468,0.00087771337742571667,2.5520687441480019e-09,7.185200878404478e-07,0.017830575967940559,2.5517928415940992e-09,0.029123911926936082,1.6467646293832674e-05,9.5998505072841513e-12,0.0010049648190166886,1.2495973141268382e-13,1.2655763254496218e-05,0.001904739797441293,0.0019139803936794027,3.2616208748410691e-07,1.9817644416319697e-07,0.00011824677979119438,2.3620926421640043e-07,6.0063589211022671e-07,6.2799634334829225e-07,2.9062677120276648e-05,0.00014745936397023241,3.468789301194415e-06,7.7957449549671187e-14,2.8694583424218475e-06,1.7149033596492193e-06,5.785863511228595e-06,5.9296102834656057e-09,5.10313361970674e-10,1.9636845620898523e-12,1.258984709938481e-07,2.6214104185532485e-08,9.5554001685714331e-08,4.5242537189752721e-09,1.291224989067232e-08,1.6782208881323138e-08,1.2741643676589568e-09,6.8557868664451274e-11,7.34754298469135e-15,1.4396546760148715e-09,4.0634592576365546e-10,3.5243704524267213e-11,2.680720329954171e-12,1.9618002276408259e-14,7.6017002532966833e-14,2.1508205599296128e-10,1.5011228503691257e-14,3.5540222749002646e-10,1.0011827625937051e-11,3.3608956605864131e-08,9.6405325767120456e-12,6.2655352421060636e-12,2.5584030268947514e-11,4.1345019101221134e-20,3.4330729582976736e-18,1.1754108949420604e-11,6.0899798399150923e-21,3.24021500208895e-15,1.0044126145868907e-10,2.3735700531612731e-20,1.1125078401181363e-11,2.3668457973864348e-16,2.1232926429454188e-13,7.1175565079860951e-09,2.3294395941718145e-08,1.0325740957653421e-08,2.6979814807651724e-10,2.049551626953061e-09,2.152198154447023e-09,1.0264652749396284e-10,2.1849853349446404e-05,1.8404588673860978e-08
3.1625126045455256e-08,0.8766330858516476,154.0,0.0,0.0,0.0,0.91699514198607757,0.99999995534030728,18.998882140790197,0.0047803187018725388,0.014566189771514594,0.011692127778770826,0.00089071787585014205,2.5971367462096692e-09,7.1746631597155728e-07,0.018163087208648312,2.5475728025492989e-09,0.029674094722243877,1.6758463628514267e-05,9.7420851411841499e-12,0.0010423799828749968,1.2716651041394156e-13,1.284393511928867e-05,0.0019740469142222406,0.0019840177062918217,3.3802960675364938e-07,2.0538726975481664e-07,0.00012362351223462419,2.5539079578443127e-07,6.5795233017275424e-07,6.8854223537509356e-07,3.0636163557893652e-05,0.00015282666444643437,3.7309711798504792e-06,8.1490760098794116e-14,2.9247956319097213e-06,1.747542148078668e-06,6.2228342593459857e-06,6.2004976600766339e-09,5.4961461982031086e-10,2.0703390505952389e-12,1.351339807056033e-07,2.7728184284892783e-08,1.031182911274629e-07,4.88360785450647e-09,1.3976753386047825e-08,1.8408858810512074e-08,1.3817152285695832e-09,7.6841101161387111e-11,7.9532846862700247e-15,1.6129721350328293e-09,4.4914188332510245e-10,3.6942436715589581e-11,2.810003582389555e-12,2.0563586169295004e-14,7.9372247562552274e-14,2.2456611453075791e-10,1.5289920877090522e-14,3.6194996008982835e-10,1.0196301775306144e-11,3.4905584915888839e-08,1.001245114176787e-11,6.5072506418074705e-12,2.6571096062265479e-11,4.3338967699086756e-20,3.5655254626392354e-18,1.2203713495768335e-11,6.3229266872664824e-21,3.3641560001435582e-15,1.1029822167014731e-10,2.4880403516937586e-20,1.1800583644263491e-11,2.5105587353779808e-16,2.333258199194805e-13,7.4688771948202491e-09,2.39896461313436e-08,1.0657871942212245e-08,2.8848743117636827e-10,2.1454577792940991e-09,2.2548107685199959e-09,1.0935298922589726e-10,2.2453280109784692e-05,1.8912869477297639e-08
