Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436)
5.925563550009035e-11,0.7504036441637035,154.0,0.0,0.0,0.0,0.99958989566353085,1.0,18.999997413261241,1.6285818727655209e-05,6.185277992393139e-05,5.9375827646889398e-05,2.5144889498052131e-06,1.1093173450820581e-11,2.0587012814112529e-06,9.7434593693949555e-05,1.1097018423014925e-08,0.00017045155595110605,7.0057069006680154e-08,2.4123875201137075e-14,1.4186174133808954e-08,4.7346044494591947e-16,2.5877420871089181e-08,6.3345021711186641e-09,6.3362843675919124e-09,1.124581789982922e-12,6.5729321325731258e-13,9.3116917154463719e-10,1.1790218162656072e-20,1.1017853410209181e-20,1.1019221667389637e-20,1.0047686278315881e-12,2.178841622551899e-09,6.8379268981211387e-16,3.7434313392531829e-18,1.3190716521170852e-09,7.5321954559644897e-10,3.2140138864049852e-16,9.0507529199251482e-15,9.6470807713172849e-22,1.0806651351845625e-19,1.8050056662590854e-17,1.7813321600691767e-17,1.3141618421319341e-19,6.7401803334408184e-22,2.7015139176640358e-22,3.9617324803555678e-21,4.1785770772814915e-25,1.0968740003283155e-28,1.753060351858305e-28,1.7754813540337193e-26,7.7808038769210972e-25,3.3639615367659162e-16,1.1152443054364412e-17,2.5522828690568661e-19,3.5010312373186756e-19,8.7208298692956878e-16,3.2056368739715778e-17,6.2197986379532522e-13,1.4730518974997295e-14,9.7762885637656865e-14,2.769774114348236e-17,1.7511212720476338e-17,5.7334944334943094e-17,1.4990216475067773e-25,5.5269195639703276e-24,7.6890877591214513e-17
6.074485148151443e-11,0.7504036437721043,154.0,0.0,0.0,0.0,0.99957959262019469,1.0,18.999997321373076,1.6694986920327684e-05,6.3406568866452936e-05,6.0839762010877627e-05,2.6044915557255174e-06,1.1371842664687444e-11,2.0586817616400262e-06,9.9901217009933316e-05,1.1096904042889481e-08,0.00017476685365654449,7.183804478323371e-08,2.4987355748257962e-14,1.4877515785363633e-08,4.8549665584473012e-16,2.7041198605070469e-08,6.7944464767205406e-09,6.7963586495447829e-09,1.2063985965914579e-12,7.0541624280327451e-13,9.7858896174477263e-10,1.391746334797551e-20,1.3007114542176543e-20,1.300877170156547e-20,1.0870548584656599e-12,2.2829294496359954e-09,7.4773815839899194e-16,3.8610415778570394e-18,1.385191853358485e-09,7.9095408387318246e-10,3.5790388054463622e-16,9.7244771130978681e-15,1.1000071343582106e-21,1.1693196355329698e-19,2.002672683903339e-17,1.9763421284181408e-17,1.4947971761523783e-19,7.8380710901113901e-22,3.1496165087748945e-22,4.5069290522559577e-21,4.9924274877053482e-25,1.3309145975181311e-28,2.0438949431091999e-28,2.1195548011980167e-26,9.0770701003815795e-25,3.5325204087369678e-16,1.187273598163358e-17,2.6806006179658634e-19,3.7591039527012739e-19,9.3694316374033884e-16,3.3569755296445575e-17,6.5132919495924723e-13,1.5459284819719677e-14,1.0503557292029436e-13,2.9764620870969069e-17,1.8816831848734969e-17,6.2031272318682551e-17,1.5958376501902612e-25,5.9796310058196714e-24,8.2477348842864935e-17
6.223406746293851e-11,0.7504036433788849,154.0,0.0,0.0,0.0,0.99956928970214087,1.0,18.999997229084197,1.7104148841796131e-05,6.4960324594412372e-05,6.2303225196781107e-05,2.6948924786033863e-06,1.1650505918957013e-11,2.0586622421063559e-06,0.0001023678103912399,1.1096789664287348e-08,0.00017908210887517762,7.361898247210626e-08,2.5854657731320623e-14,1.5585247427522509e-08,4.9753260933893973e-16,2.82241017783976e-08,7.2747887672095674e-09,7.2768367079216768e-09,1.2918512514249421e-12,7.5569182279298269e-13,1.0271878822533938e-09,1.6360027821289784e-20,1.5291521623918267e-20,1.5293519109182552e-20,1.1737708180354176e-12,2.3894469093690402e-09,8.1605078734184924e-16,3.9797645063083656e-18,1.4528537227558827e-09,8.295668663987238e-10,3.9754275139475375e-16,1.0429573790440603e-14,1.2503805115642659e-21,1.262755944470369e-19,2.2163118505752278e-17,2.1870852389272959e-17,1.6949053974325372e-19,9.0807536031216205e-22,3.658314240065417e-22,5.1110439492959757e-21,5.9389657612014695e-25,1.6074277367281804e-28,2.3740649595967455e-28,2.5194832198613705e-26,1.0549676148993539e-24,3.7051359606611571e-16,1.2618157837513175e-17,2.8120165449707153e-19,4.0290698522651172e-19,1.0048193231754061e-15,3.5112622083874388e-17,6.8124990936372744e-13,1.6203062512282227e-14,1.1264679332728032e-13,3.1928013988114535e-17,2.0183364404375775e-17,6.6971222505143616e-17,1.6960312829619624e-25,6.4558268333945764e-24,8.8311582472396547e-17
6.372328344436259e-11,0.7504036429841607,154.0,0.0,0.0,0.0,0.99955898690936862,1.0,18.9999971364213,1.7513304492143325e-05,6.6514047108275025e-05,6.3766243911176357e-05,2.7856650248962812e-06,1.1929163213711828e-11,2.0586427228107671e-06,0.00010483437384125787,1.1096675287043111e-08,0.00018339732161270667,7.5399882073836943e-08,2.6725525053615759e-14,1.6309368372589738e-08,5.0956830543219177e-16,2.9425787953002311e-08,7.7758585345619924e-09,7.7780481289098324e-09,1.3809986332798486e-12,8.0815509813666577e-13,1.0769660435252361e-09,1.9154903796472261e-20,1.7905748654277714e-20,1.7908145412865862e-20,1.2650332321933128e-12,2.4983942737484619e-09,8.889243937083058e-16,4.0996002289785359e-18,1.5220520637977738e-09,8.6905485766431332e-10,4.4050506940795036e-16,1.1166643725370778e-14,1.4170946832608928e-21,1.3611004256562763e-19,2.4467714406693891e-17,2.414393284983597e-17,1.9160320083432652e-19,1.0483008950450974e-21,4.2340264543117736e-22,5.7787764491407297e-21,7.0358092963841501e-25,1.9328290547832242e-28,2.7477382601102663e-28,2.9826587447245472e-26,1.2217466558747745e-24,3.8818071293723616e-16,1.338880737442746e-17,2.9465298155673656e-19,4.311153500279024e-19,1.0757689749662804e-15,3.6684638410093347e-17,7.1173559671200113e-13,1.6961683643650912e-14,1.2060303623841481e-13,3.4189777232674395e-17,2.1611981087492172e-17,7.2160152374861425e-17,1.7996158193431689e-25,6.9560234893914938e-24,9.4397523484160068e-17
6.670171540721075e-11,0.7504036421906246,154.0,0.0,0.0,0.0,0.9995383816996638,1.0,18.999996950071434,1.8331596979804947e-05,6.9621392495568656e-05,6.669104600018702e-05,2.9682269617403395e-06,1.2486459925009599e-11,2.058603684932623e-06,0.00010976741096093116,1.1096446536685429e-08,0.00019202761966717263,7.8961567017989134e-08,2.8477015258764644e-14,1.780677542077436e-08,5.3363892543012032e-16,3.1884172425518196e-08,8.8414690973305643e-09,8.8439600246867539e-09,1.5706078443227627e-12,9.1978218037518379e-13,1.1800605302555397e-09,2.5965921878084543e-20,2.4277732127665035e-20,2.4281138815044849e-20,1.4616632385635405e-12,2.7235796892534082e-09,1.0491507985919369e-15,4.342610474533204e-18,1.6650374620094224e-09,9.5064437659913274e-10,5.3718063452864059e-16,1.2739072588781238e-14,1.8049801717941108e-21,1.5730182243820956e-19,2.9616550918186207e-17,2.9221374840559177e-17,2.4279251237642114e-19,1.383081964408102e-21,5.6146952456381611e-22,7.3251295859600411e-21,9.760179510422602e-25,2.7599547226551278e-28,3.6439048883169868e-28,4.1322162005320061e-26,1.622149379850738e-24,4.2473131525114063e-16,1.500615219266611e-17,3.2248458841384013e-19,4.912559431257804e-19,1.2271154914827798e-15,3.9914815379883722e-17,7.7437660705863078e-13,1.8522791991963257e-14,1.3757618376467248e-13,3.9015737100110637e-17,2.4660084091350736e-17,8.3306072705358745e-17,2.0170063543800184e-25,8.0304553305947738e-24,1.0733991407307482e-16
6.93823041737741e-11,0.7504036414723111,154.0,0.0,0.0,0.0,0.99951983743938022,1.0,18.999996781310642,1.9068038772295901e-05,7.2417889756580487e-05,6.9322081164884355e-05,3.1335703972530812e-06,1.2988006584471742e-11,2.0585685516519482e-06,0.00011420704203741423,1.1096240665988814e-08,0.00019979474268765955,8.2166953215055232e-08,3.0063312019702227e-14,1.9210486281568106e-08,5.5530160315316419e-16,3.4157653838177779e-08,9.8745930019736943e-09,9.8773761695774556e-09,1.7544614993646544e-12,1.0280683439649156e-12,1.27687968003082e-09,3.3740858447949508e-20,3.1553196563775191e-20,3.1557808269191603e-20,1.6553456481224704e-12,2.9345591110705779e-09,1.2109834357562829e-15,4.5651264990265077e-18,1.7989272786261072e-09,1.0270379187476167e-09,6.3756450097409395e-16,1.4269496201928984e-14,2.2242040888198999e-21,1.7817932174263805e-19,3.4915365236805806e-17,3.4445378049308313e-17,2.9776867954960561e-19,1.7560735915636568e-21,7.1614895167218553e-22,8.9867013099029271e-21,1.2942448563971129e-24,3.7530723470455793e-28,4.6479340951194621e-28,5.4738594837380495e-26,2.0713297650457918e-24,4.5901324937828861e-16,1.6548905056391998e-17,3.4859182464015412e-19,5.497467919826581e-19,1.3744021929442378e-15,4.2918423752460429e-17,8.3262287303900143e-13,1.997690287214102e-14,1.5409561599527608e-13,4.37137304496239e-17,2.7627182165254594e-17,9.4241402352075106e-17,2.2243708392522028e-25,9.0845867566380229e-24,1.1988688315817592e-16
7.206289294033744e-11,0.7504036407506067,154.0,0.0,0.0,0.0,0.99950129358499018,1.0,18.99999661167897,1.9804460247640969e-05,7.5214279411135398e-05,7.1952017386282021e-05,3.2997769222904125e-06,1.3489533936402355e-11,2.0585334191404106e-06,0.00011864657618874924,1.1096034799833389e-08,0.00020756172815724364,8.5372216018060232e-08,3.1657889224843712e-14,2.0667287789735176e-08,5.7696344695305363e-16,3.6486959057548561e-08,1.0979735420109449e-08,1.0982831288252454e-08,1.9511547924683607e-12,1.1439611745323394e-12,1.3775212879833239e-09,4.3391812596462684e-20,4.0586170061053497e-20,4.0592339359884063e-20,1.8655639490687334e-12,3.1534146772134741e-09,1.3907997640378365e-15,4.7912496002650539e-18,1.9377152417186308e-09,1.1062204044896035e-09,7.5192414198462903e-16,1.5912550697129543e-14,2.7195622160917792e-21,2.0084255274820616e-19,4.0901128348740449e-17,4.0345115492130682e-17,3.6233657391464387e-19,2.2089893771502455e-21,9.0496094374547576e-22,1.0939117090052952e-20,1.6977918647590694e-24,5.0447606369382739e-28,5.8735548613752408e-28,7.174047787609575e-26,2.6203237530021904e-24,4.9460850883447097e-16,1.817466059033662e-17,3.7570203788779273e-19,6.1250141779545915e-19,1.5325115849420243e-15,4.6011500436553858e-17,8.9260319033738881e-13,2.1476572303994466e-14,1.7183056399534712e-13,4.8758380533322466e-17,3.0813047824087727e-17,1.060639614642416e-16,2.4428918809341821e-25,1.0224244191983822e-23,1.3330720314634862e-16
7.474348170690079e-11,0.7504036400259534,154.0,0.0,0.0,0.0,0.99948275013648635,1.0,18.999996441278334,2.0540861406322781e-05,7.8010561461933282e-05,7.458095663623741e-05,3.4667446202196397e-06,1.3991041981291484e-11,2.0584982874000783e-06,0.000123086013434324,1.1095828938322967e-08,0.00021532857610854589,8.8577355430100478e-08,3.3259769090359775e-14,2.217717593542246e-08,5.9862445685070411e-16,3.887031522628924e-08,1.2158615263221695e-08,1.2162044784024359e-08,2.1609948825288344e-12,1.2676440099039469e-12,1.4819859982276157e-09,5.5270013692689577e-20,5.1706253015252076e-20,5.1714415697117007e-20,2.09299109870765e-12,3.3801472656460023e-09,1.5898819174096239e-15,5.0209803868878548e-18,2.081371670963658e-09,1.1881745051994599e-09,8.8158955065170854e-16,1.7671501596004517e-14,3.3013213335839203e-21,2.2536439833605906e-19,4.7631237177557366e-17,4.6976717778903234e-17,4.3770621464719624e-19,2.7548296506041858e-21,1.133704048453788e-21,1.3219294583723303e-20,2.2049664475554074e-24,6.7084401657621139e-28,7.3584178012968055e-28,9.3095814998791611e-26,3.286261071534309e-24,5.3151720122454397e-16,1.9883801183832756e-17,4.038152995312197e-19,6.7964173305300331e-19,1.7017558271865389e-15,4.9192246787398882e-17,9.5428269313327989e-13,2.3020884304808165e-14,1.9081631731800307e-13,5.4159784379755041e-17,3.4224047390340874e-17,1.1880282484511408e-16,2.6726208771788332e-25,1.1452230347738962e-23,1.4762114506189606e-16
7.742407047346413e-11,0.7504036392987471,154.0,0.0,0.0,0.0,0.99946420709386108,1.0,18.999996270198807,2.1277242248823926e-05,8.0806735911671037e-05,7.7208989037919296e-05,3.6343834185025718e-06,1.4492530719628781e-11,2.0584631564282671e-06,0.00012752535379342077,1.1095623081280914e-08,0.00022309528657400983,9.1782371454335162e-08,3.4868087464157727e-14,2.3740146709006513e-08,6.2028463286747571e-16,4.1306008797940978e-08,1.3412896898396109e-08,1.3416681500312682e-08,2.3842791809731382e-12,1.3992943684316206e-12,1.5902744546570861e-09,6.9774602616061867e-20,6.528813355143841e-20,6.5298823883683753e-20,2.3382979074546246e-12,3.6147575980578747e-09,1.8095560906935193e-15,5.2543194673277089e-18,2.229867065297603e-09,1.2728829994919564e-09,1.0279624625622457e-15,1.9549548357409206e-14,3.9806862372634878e-21,2.5181751757164792e-19,5.516537271973959e-17,5.4398502797230357e-17,5.2518535952583999e-19,3.4080765876839252e-21,1.4088872408778024e-21,1.5867173250617602e-20,2.8370948072447174e-24,8.8318605716870525e-28,9.1447871289025094e-28,1.1969937338354585e-25,4.0884047462128792e-24,5.6973962098585657e-16,2.167666883743012e-17,4.3293182418582058e-19,7.5128713694806996e-19,1.8824406297400082e-15,5.2458900239696477e-17,1.0176272149901234e-12,2.4608941265922711e-14,2.1108745571102257e-13,5.9927835928689178e-17,3.7866419135941838e-17,1.3248646510392831e-16,2.9136037969969389e-25,1.277128988559877e-23,1.6284823540069704e-16
8.010465924002748e-11,0.7504036385693343,154.0,0.0,0.0,0.0,0.99944566445710725,1.0,18.999996098519993,2.2013602775627e-05,8.3602802763043177e-05,7.9836194246697231e-05,3.8026137083351874e-06,1.4994000151904737e-11,2.0584280262245826e-06,0.00013196459728521419,1.1095417228653891e-08,0.00023086185958589802,9.4987264093916598e-08,3.6482080582764693e-14,2.5356196101092921e-08,6.4194397502467765e-16,4.3792383169080335e-08,1.474419196867077e-08,1.4748353541515246e-08,2.621295677158889e-12,1.5390841434383441e-12,1.7023873008883414e-09,8.735682505982232e-20,8.1755556342251499e-20,8.1769424371596899e-20,2.6021531179099001e-12,3.8572462579762133e-09,2.0511925345959652e-15,5.4912674497559397e-18,2.3831721018338383e-09,1.3603287725585266e-09,1.192517346501264e-15,2.1549825733111329e-14,4.7698468273802784e-21,2.8027435415278841e-19,6.3565492754036003e-17,6.2670964717835192e-17,6.2618315980458228e-19,4.1847934117292739e-21,1.737785142557767e-21,1.8925832213086823e-20,3.6188782442552447e-24,1.1519209485258011e-27,1.1279899312928541e-27,1.5258775415351158e-25,5.0483222120463095e-24,6.0927623989573556e-16,2.355357091135417e-17,4.6305196241124307e-19,8.2755456596518281e-19,2.0748653832683953e-15,5.5809733583595647e-17,1.0826032748205872e-12,2.623986358397932e-14,2.3267786335385618e-13,6.6072230104593107e-17,4.1746275850647541e-17,1.4714276496905689e-16,3.1658819533196794e-25,1.4184110604792295e-23,1.7900727779474017e-16
8.278524800659082e-11,0.7504036378380249,154.0,0.0,0.0,0.0,0.99942712222621688,1.0,18.999995926312248,2.2749942987214591e-05,8.6398762018742237e-05,8.2462642669186664e-05,3.9713651260695758e-06,1.549545027861188e-11,2.0583928967914004e-06,0.00013640374392877202,1.1095211380578442e-08,0.00023862829517629333,9.8192033351961695e-08,3.8101073380342816e-14,2.7025320102516181e-08,6.6360248334335731e-16,4.6327836448255153e-08,1.615406114052585e-08,1.6158622020997902e-08,2.8723232507387764e-12,1.687179789856413e-12,1.8183251802213727e-09,1.085243883179584e-19,1.0158544933018356e-19,1.0160328040085235e-19,2.8852234925251635e-12,4.1076137067574605e-09,2.3162055501907235e-15,5.731824942043581e-18,2.541257634786548e-09,1.4504948155076915e-09,1.3768023513313684e-15,2.3675405095184289e-14,5.6820256138855952e-21,3.1080714581658666e-19,7.2895824846165713e-17,7.1856763313259155e-17,7.422137919593441e-19,5.1027254687108428e-21,2.1284951820175585e-21,2.244160775251212e-20,4.5787762819764515e-24,1.4893439619866968e-27,1.3816334344022199e-27,1.9295562086894595e-25,6.1900630383871621e-24,6.5012769837695536e-16,2.5514785173555157e-17,4.9417619402933325e-19,9.0855854344829677e-19,2.279323286620988e-15,5.9243054255410136e-17,1.1491780631374459e-12,2.7912789299624705e-14,2.5562074280502996e-13,7.260246680725536e-17,4.5869607358189905e-17,1.6279902938344382e-16,3.4294926815175487e-25,1.5693324608039794e-23,1.9611637409916128e-16
8.546583677315417e-11,0.7504036371050913,154.0,0.0,0.0,0.0,0.99940858040118208,1.0,18.999995753637776,2.3486262884069272e-05,8.9194613681458813e-05,8.5088396541138246e-05,4.1405754757380908e-06,1.5996881100241138e-11,2.0583577681278022e-06,0.00014084279374305774,1.1095005537055575e-08,0.00024639459337710341,1.0139667923160643e-07,3.9724469151429017e-14,2.8747514704340054e-08,6.8526015784471879e-16,4.8910819348108041e-08,1.7644015783943611e-08,1.764899874163514e-08,3.1376319719635615e-12,1.8437425036421358e-12,1.9380887356124893e-09,1.3384597347744805e-19,1.2531220091199877e-19,1.253349375811638e-19,3.18817390678191e-12,4.3658602977304664e-09,2.6060534828322962e-15,5.9759925517377624e-18,2.7040946944010206e-09,1.5433642247095383e-09,1.5824402118291003e-15,2.5929295736323924e-14,6.7315255971791902e-21,3.434879343544365e-19,8.3222859655974766e-17,8.202071359631998e-17,8.7490006754157724e-19,6.1814030290895789e-21,2.5899966336327321e-21,2.6464210466469537e-20,5.7494167329730186e-24,1.9098822995670717e-27,1.6812399204095088e-27,2.4217310315907826e-25,7.5403430937642476e-24,6.9229479750506772e-16,2.7560564237475923e-17,5.2630512198260198e-19,9.9441122818987219e-19,2.4961014718511223e-15,6.2757203642454143e-17,1.2173194285780784e-12,2.962687374348397e-14,2.7994862867202629e-13,7.9527854822999999e-17,5.0242282982356802e-17,1.7948199738475555e-16,3.7044699358900621e-25,1.7301509446757792e-23,2.1419294492861743e-16
8.814642553971751e-11,0.7504036363707756,154.0,0.0,0.0,0.0,0.9993900389819953,1.0,18.999995580551545,2.4222562466673595e-05,9.1990357753882093e-05,8.771351087516733e-05,4.3101897816872198e-06,1.6498292617283119e-11,2.0583226402321881e-06,0.00014528174674693052,1.1094799697988916e-08,0.00025416075422006034,1.0460120173600952e-07,4.1351740461946083e-14,3.0522775897857478e-08,7.0691699855012001e-16,5.1539833194632481e-08,1.9215519586756296e-08,1.9220947810619825e-08,3.4174833902313322e-12,2.0089283941527272e-12,2.061678609658231e-09,1.6395590304267142e-19,1.5353208792064161e-19,1.5356085446178774e-19,3.5116674459734248e-12,4.6319862886347165e-09,2.9222387155958706e-15,6.2237708860468446e-18,2.8716544858905085e-09,1.6389202011443142e-09,1.8111291139074443e-15,2.8314446142992429e-14,7.933778504288134e-21,3.7838857600549711e-19,9.4615344563909282e-17,9.3229775795315826e-17,1.0259770212783196e-18,7.4422457647104229e-21,3.1322115594818581e-21,3.1046842093664168e-20,7.1680339989077506e-24,2.4303747903617381e-27,2.0332523697892538e-27,3.0180443385521386e-25,9.1287352719271987e-24,7.3577849166826172e-16,2.9691139437626792e-17,5.5943946669518983e-19,1.0852224620360626e-18,2.7254811266682914e-15,6.6350556402054006e-17,1.2869958647038237e-12,3.1381289189404502e-14,3.0569340100240894e-13,8.6857515656143291e-17,5.4870053962783853e-17,1.9721785375909438e-16,3.990844810589972e-25,1.9011189244436168e-23,2.3325374964307181e-16
9.082701430628086e-11,0.7504036356352922,154.0,0.0,0.0,0.0,0.99937149796864844,1.0,18.999995407102158,2.4958841735510117e-05,9.4785994238699977e-05,9.0338034297890945e-05,4.4801594517620352e-06,1.6999684830230745e-11,2.0582875131060953e-06,0.00014972060295914428,1.1094593863408063e-08,0.00026192677773671948,1.0780560086830994e-07,4.2982421120832163e-14,3.235109967459016e-08,7.2857300548075094e-16,5.4213428040879982e-08,2.0869990108241789e-08,2.0875887193503226e-08,3.7121308117710838e-12,2.1828886500188537e-12,2.1890954445878507e-09,1.9955895714958876e-19,1.8690784817312116e-19,1.8694397786233904e-19,3.8563655035378861e-12,4.9059918526098691e-09,3.2663076622694811e-15,6.4751605518316174e-18,3.0439083883795054e-09,1.7371460497550519e-09,2.0646435215383376e-15,3.0833745242409693e-14,9.3053933403373565e-21,4.1558075203734426e-19,1.0714427762797006e-16,1.0555304567647795e-16,1.1972954784776744e-18,8.9086687647637308e-21,3.7660676056782153e-21,3.6246312028555419e-20,8.8769360663319375e-24,3.0703769528222989e-27,2.4447668331685929e-27,3.7362784570321367e-25,1.0987866658330389e-23,7.8057988178912655e-16,3.1906724228241792e-17,5.9358006086650477e-19,1.1810998165426192e-18,2.9677376144170985e-15,7.0021519794225004e-17,1.3581764970642766e-12,3.3175224514633346e-14,3.3288629840633229e-13,9.4600387283594404e-17,5.9758555822286628e-17,2.1603224046291302e-16,4.2886459964438392e-25,2.0824835797670549e-23,2.533149058062351e-16
9.35076030728442e-11,0.7504036348988312,154.0,0.0,0.0,0.0,0.99935295736113339,1.0,18.999995233332552,2.5695100691061389e-05,9.7581523138599158e-05,9.2962009790722427e-05,4.650441536795836e-06,1.7501057739574567e-11,2.0582523867501143e-06,0.00015415936239834979,1.1094388033374779e-08,0.00026969266395846268,1.1100987663163408e-07,4.4616099075612165e-14,3.4232482026288792e-08,7.5022817865775139e-16,5.6930200876074443e-08,2.2608800275388e-08,2.2615190210887443e-08,4.0218195670733145e-12,2.3657696988809512e-12,2.3203398822623027e-09,2.4143533404141253e-19,2.2617339375765112e-19,2.2621845914430859e-19,4.222927878917607e-12,5.1878770879231883e-09,3.6398507599788759e-15,6.7301621556043087e-18,3.2208279538534028e-09,1.8380251788042028e-09,2.3448349669549075e-15,3.3490023623978828e-14,1.0864205223817645e-20,4.5513597929335673e-19,1.208829018777371e-16,1.1906174521987862e-16,1.3908256024794498e-18,1.0606189991242483e-20,4.5035626329035571e-21,4.2123153542992314e-20,1.0924000980029231e-23,3.8524927266471542e-27,2.9235744107347968e-27,4.596567664906479e-25,1.3153622109409222e-23,8.267002090426856e-16,3.4207517167144562e-17,6.2872784464697636e-19,1.282148638700978e-18,3.2231405916378287e-15,7.3768533027729944e-17,1.4308310705208556e-12,3.5007884866766381e-14,3.6155793091620076e-13,1.0276522783424954e-16,6.4913310686775019e-17,2.3595026781261485e-16,4.5979001820197043e-25,2.2744869654800754e-23,2.7439190813075697e-16
9.618819183940755e-11,0.7504036341615614,154.0,0.0,0.0,0.0,0.99933441715944238,1.0,18.999995059280682,2.643133933380993e-05,0.0001003769444562655,9.5585475345970499e-05,4.820998074763383e-06,1.8002411345803803e-11,2.0582172611626552e-06,0.00015859802508309603,1.1094182207848702e-08,0.00027745841291650054,1.1421402902912304e-07,4.6252410120232796e-14,3.6166918944933011e-08,7.7188251810236745e-16,5.9688793922460188e-08,2.4433279824903375e-08,2.4440186980848303e-08,4.34678726861843e-12,2.5577133613201867e-12,2.4554125641782652e-09,2.9044575000717801e-19,2.7213866076813423e-19,2.7219450713696441e-19,4.6120128736782578e-12,5.4776420265873562e-09,4.0445024614791644e-15,6.9887763035336824e-18,3.4023849061144673e-09,1.9415410992342337e-09,2.6536328057225477e-15,3.6286054735757995e-14,1.2629324476080017e-20,4.971256205327336e-19,1.3590669994144249e-16,1.3382921364428878e-16,1.6086604229432209e-18,1.2562539080126966e-20,5.3578311577129364e-21,4.8741739733387932e-20,1.3363203468084987e-23,4.8027341495435187e-27,3.4782044079590141e-27,5.6216234861746087e-25,1.5665354203580687e-23,8.7414084901677529e-16,3.6593704535545032e-17,6.6488386115434316e-19,1.3884720957553122e-18,3.4919541232659089e-15,7.7590066619198165e-17,1.5049299368236135e-12,3.6878491337351706e-14,3.917382925895506e-13,1.1136061919491736e-16,7.0339729558844169e-17,2.569965254477197e-16,4.9186324057595111e-25,2.477366117272145e-23,2.9649964692453899e-16
9.886878060597089e-11,0.7504036334236318,154.0,0.0,0.0,0.0,0.99931587736356686,1.0,18.999994884980115,2.7167557664238266e-05,0.00010317225819438392,9.8208464546776757e-05,4.9917955110662165e-06,1.8503745649410821e-11,2.0581821363439886e-06,0.000163036591031829,1.1093976386796428e-08,0.00028522402464187095,1.174180580639186e-07,4.7891032333308439e-14,3.8154406422731369e-08,7.9353602383580134e-16,6.2487893014247603e-08,2.6344716693241444e-08,2.6352165809357527e-08,4.6872640593089948e-12,2.7588569992279155e-12,2.5943141314760851e-09,3.4753667506185415e-19,3.2569459221652881e-19,3.2576337445438824e-19,5.0242773849144129e-12,5.7752866419804219e-09,4.4819412271626079e-15,7.2510036014521485e-18,3.5885511397441287e-09,2.0476774240321814e-09,2.9930449379077256e-15,3.9224556056394103e-14,1.4621185940378377e-20,5.4162089449024058e-19,1.5229338899634308e-16,1.4993089877078085e-16,1.8530193456037286e-18,1.4807767414097288e-20,6.3432125935063839e-21,5.617039920934709e-20,1.6255172504089402e-23,5.9509103342558315e-27,4.1179686604219737e-27,6.8369737383463926e-25,1.8566099562398161e-23,9.2290330627533374e-16,3.9065462630929293e-17,7.0204925230010889e-19,1.5001712191245378e-18,3.7744367955091518e-15,8.1484621765093705e-17,1.5804440424371961e-12,3.8786280642062472e-14,4.2345677385927245e-13,1.2039497054395269e-16,7.6043114545783781e-17,2.791950930726738e-16,5.2508663641713168e-25,2.6913531552354928e-23,3.196524260484054e-16
9.999999999999999e-11,0.7504036326851747,154.0,0.0,0.0,0.0,0.99930805361584207,1.0,18.999994811357247,2.7478238708319652e-05,0.00010435185971625328,9.931524107617311e-05,5.0639376978040737e-06,1.8715304979002616e-11,2.0581673137581834e-06,0.00016490965494701313,1.1093889530820524e-08,0.0002885011032985206,1.1877013437264113e-07,4.8583160929172886e-14,3.9009050870236401e-08,8.0267364143695167e-16,6.3680968330934055e-08,2.7177745593157921e-08,2.7185430928852578e-08,4.8356543354525466e-12,2.8465332249685169e-12,2.6540801555413599e-09,3.7430182602528911e-19,3.5080650452026192e-19,3.5088147561367944e-19,5.2053684564837445e-12,5.9032581300491055e-09,4.6767954944680512e-15,7.3627488478650399e-18,3.6684902720928635e-09,2.0932496787509612e-09,3.1459667228765469e-15,4.0508010068972249e-14,1.5535026288296385e-20,5.6116710985321803e-19,1.5963685649606336e-16,1.5714491337328744e-16,1.964662704584113e-18,1.5849721028647567e-20,6.8021235237283302e-21,5.9565775484530054e-20,1.7627619499109634e-23,6.5029195245503372e-27,4.4159221347793295e-27,7.4137673662898285e-25,1.9918177066397368e-23,9.4387825808136385e-16,4.0134270767539012e-17,7.1803635392213977e-19,1.54894568957081e-18,3.8978085273131015e-15,8.3149692909948467e-17,1.6127290228032969e-12,3.960235034702295e-14,4.3731060519150955e-13,1.2434121361014686e-16,7.8534330985710064e-17,2.8891445414617658e-16,5.3945270079891389e-25,2.7850446603703703e-23,3.2973989980479083e-16
