Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620)
6.660216951806616e-14,0.5207024686751345,154.0,0.0,0.0,0.0,0.99999999059882061,1.0,18.99999999999924,9.6966158722047771e-10,3.8586895770395601e-09,3.8585454302260653e-09,4.5015160737520699e-13,2.4287957164391445e-15,6.8062760504933226e-10,1.5475770659548783e-11,2.3601431388914254e-13,1.7184798434622911e-11,3.0572683308677095e-13,9.5219455396723162e-21,2.9585884925348712e-16,4.1918030646332522e-21,7.554567562420768e-17,4.5356412859194838e-21,4.5358349981943731e-21,1.7135424974417278e-25,2.2358025144340043e-26,2.1257327785385827e-17,9.4147087698993888e-48,8.9932327887259453e-48,8.9932328189011216e-48,1.7276218283688092e-23,2.1177940013506385e-15,7.3670492039282682e-26
7.805376688989553e-14,0.5207024686751336,154.0,0.0,0.0,0.0,0.99999998898252129,1.0,18.999999999998959,1.1363854906137674e-09,4.5220931392452738e-09,4.5218942008523204e-09,6.1823330799253802e-13,2.8474979546452644e-15,7.9117558720702327e-10,2.1140006661123424e-11,2.7517170083180821e-13,2.3474550082837001e-11,4.1898329031975796e-13,1.3083825045771492e-20,4.0633105048701294e-16,5.7455773948255732e-21,1.0375505130913126e-16,7.2972645283486083e-21,7.2976260543949825e-21,3.1948617413234356e-25,4.203987223908336e-26,2.9195421560496346e-17,2.8767050993847851e-47,2.7479213680579442e-47,2.7479213789970682e-47,2.7798088078136219e-23,2.490494334889985e-15,1.0143183177863294e-25
8.836020452454197e-14,0.5207024686751328,154.0,0.0,0.0,0.0,0.9999999875278861,1.0,18.999999999998668,1.2864370021336221e-09,5.11914137355265e-09,5.1188853436176217e-09,7.922509095834478e-13,3.2243205094135969e-15,8.8911171199574726e-10,2.6959553213730982e-11,3.1006584792024488e-13,2.9936763612924149e-11,5.3588288058590118e-13,1.6772246141388325e-20,5.207054029123002e-16,7.3494377600966143e-21,1.3296123554880831e-16,1.058407466101129e-20,1.0584662969922137e-20,5.1944034006406518e-25,6.8868570783905433e-26,3.7414190666151851e-17,6.8599591589254522e-47,6.5528541142800535e-47,6.5528541438968525e-47,4.0322550739353235e-23,2.8280735960398169e-15,1.302752129372442e-25
9.86666421591884e-14,0.5207024686751318,154.0,0.0,0.0,0.0,0.999999986073283,1.0,18.999999999998341,1.4364885122001193e-09,5.7161755112827843e-09,5.7158549352754437e-09,9.8781324563183878e-13,3.6011341398846207e-15,9.8559542478401754e-10,3.3452327458554375e-11,3.4463397465473195e-13,3.7146551042206414e-11,6.6687630169062628e-13,2.0917941563195659e-20,6.4924103807910317e-16,9.1467519408054788e-21,1.6578399058272428e-16,1.4734525074836385e-20,1.473543164257282e-20,7.9974007663008529e-25,1.0682765979995677e-25,4.6650867764191047e-17,1.4837926232253083e-46,1.4173665787841491e-46,1.4173665859402228e-46,5.6139874533570929e-23,3.1676886635182434e-15,1.6279821466075203e-25
1.0897307979383484e-13,0.5207024686751308,154.0,0.0,0.0,0.0,0.99999998461871131,1.0,18.999999999997979,1.5865400208132625e-09,6.3131956358501876e-09,6.3128029780225739e-09,1.2049181195445672e-12,3.9779389689310385e-15,1.0806482547377101e-09,4.0608350111183356e-11,3.7887912571549285e-13,4.5092831049345642e-11,8.1188013906274799e-13,2.552086468968155e-20,7.9193673401161704e-16,1.1136374977342401e-20,2.022230839483924e-16,1.9849253647343446e-20,1.985059095082535e-20,1.1786842568865088e-24,1.5861922501487846e-25,5.6905429023730377e-17,2.9696877685248975e-46,2.8367416253705697e-46,2.8367416411645649e-46,7.5634443132114675e-23,3.5093394879287294e-15,1.9902446148738466e-25
1.1927951742848128e-13,0.5207024686751294,154.0,0.0,0.0,0.0,0.9999999831641706,1.0,18.999999999997581,1.7365915279730573e-09,6.9102018301413135e-09,6.9097294740547242e-09,1.4435633358023169e-12,4.3547349999043991e-15,1.1742914019785851e-09,4.8417794407042679e-11,4.1280431603453527e-13,5.3764691675979187e-11,9.7081150630821712e-13,3.0580968922319287e-20,9.4879127954131934e-16,1.3317169159927739e-20,2.4227828330863038e-16,2.6028851497463965e-20,2.6030754856215573e-20,1.6761289859109268e-24,2.272297657070038e-25,6.8177850766030702e-17,5.5810241285605278e-46,5.3311745486379593e-46,5.3311745810553268e-46,9.9190602188743977e-23,3.8530260200396806e-15,2.3897758232247193e-25
1.3989239269777415e-13,0.5207024686751268,154.0,0.0,0.0,0.0,0.99999998025518022,1.0,18.999999999996678,2.0366945379326187e-09,8.104172757259604e-09,8.103517834762273e-09,1.9854660079335439e-12,5.1083008544842739e-15,1.3574319676809233e-09,6.5958327408477239e-11,4.7970674422608629e-13,7.3242269308721003e-11,1.3301274656011733e-12,4.2072534198271158e-20,1.3049721213789878e-15,1.8247750057505082e-20,3.3323607014968698e-16,4.1985273368671213e-20,4.1988814725709668e-20,3.1131083042939413e-24,4.2824873416863587e-25,9.377618160946634e-17,1.7103420627678083e-45,1.6337740791212458e-45,1.6337740908475407e-45,1.6002673467045018e-22,4.5465060109985982e-15,3.3015909676095001e-25
1.6050526796706702e-13,0.5207024686751237,154.0,0.0,0.0,0.0,0.99999997734630874,1.0,18.999999999995634,2.3367975420788404e-09,9.2980889464050459e-09,9.2972200349700674e-09,2.6135036915823971e-12,5.8618321627717965e-15,1.5351806458149941e-09,8.5998129204642712e-11,5.4536483680674003e-13,9.5495116204519209e-11,1.7441704121954181e-12,5.5392264468641803e-20,1.7177740697877638e-15,2.3929520934734881e-20,4.3865549195185865e-16,6.3408848661998345e-20,6.3414885867574194e-20,5.2978540144570692e-24,7.3935156139456866e-25,1.23445673542295e-16,4.4806648186370124e-45,4.2800762342625463e-45,4.2800762695631798e-45,2.4172706883809192e-22,5.2481282451445026e-15,4.3653216997025168e-25
1.811181432363599e-13,0.52070246867512,154.0,0.0,0.0,0.0,0.99999997443755184,1.0,18.999999999994447,2.6369005404117571e-09,1.0491951043772978e-08,1.0490836092250213e-08,3.3276588161739636e-12,6.6153293325550213e-15,1.7076961828416491e-09,1.0846361700598492e-10,6.0980173821211292e-13,1.204415236453444e-10,2.2122941508107303e-12,7.0539786808312494e-20,2.187187787739551e-15,3.0353612028391888e-20,5.5853468970786634e-16,9.1104676226541676e-20,9.1114308737452341e-20,8.4381211850366164e-24,1.1943897256281705e-24,1.5718614198654907e-16,1.0422208127607789e-44,9.955631442917909e-45,9.9556315353980693e-45,3.4737277275608104e-22,5.9578923333977026e-15,5.5828646633307071e-25
2.0173101850565277e-13,0.5207024686751163,154.0,0.0,0.0,0.0,0.99999997152890696,1.0,18.999999999993129,2.9370035329314035e-09,1.1685759687948742e-08,1.1684366024171713e-08,4.1279138142135944e-12,7.3687927613747549e-15,1.8751326569557439e-09,1.3328337187613096e-10,6.7304016314715374e-13,1.4800218572597878e-10,2.7338600961643731e-12,8.7514728357540388e-20,2.7132040941404324e-15,3.7511258031098674e-20,6.9287180489104808e-16,1.2587775117843527e-19,1.25892342913672e-19,1.2760216436264087e-23,1.8315188004733483e-24,1.9499740454961538e-16,2.2113247609896656e-44,2.112329281684827e-44,2.1123293034714053e-44,4.8004682711548048e-22,6.6757978888981243e-15,6.956118684956806e-25
2.2234389377494564e-13,0.520702468675112,154.0,0.0,0.0,0.0,0.99999996862037033,1.0,18.999999999991669,3.2371065196378124e-09,1.2879515509946946e-08,1.2877809848299197e-08,5.0142511225868862e-12,8.1222228484170464e-15,2.0376396038341661e-09,1.6038808044466475e-10,7.3510240276690132e-13,1.781001346299899e-10,3.3082372337008956e-12,1.0631671634954378e-19,3.2958139618730077e-15,4.5393797552297577e-20,8.4166497958713115e-16,1.6853290770618506e-19,1.6855410802566e-19,1.8507200375651286e-23,2.6931190993115337e-24,2.3687928101338127e-16,4.360456171095053e-44,4.1652496574643925e-44,4.1652497046638908e-44,6.428337998067277e-22,7.4018445270099454e-15,8.4869846363243428e-25
2.429567690442385e-13,0.5207024686751072,154.0,0.0,0.0,0.0,0.99999996571193905,1.0,18.999999999990063,3.5372095005310147e-09,1.4073219133310739e-08,1.407116758219315e-08,5.9866531823109813e-12,8.8756199873393682e-15,2.1953621525124354e-09,1.8971047192506496e-10,7.9601033290506739e-13,2.106606706924046e-10,3.9348020203083722e-12,1.2694537810523161e-19,3.9350085149963273e-15,5.3992671755468436e-20,1.0049123564619018e-15,2.1987483221623032e-19,2.1990459525835583e-19,2.59373231895538e-23,3.8257189360430457e-24,2.8283159330587127e-16,8.097597866517446e-44,7.7350894189756084e-44,7.7350895144885368e-44,8.3881988876826758e-22,8.1360318652904407e-15,1.0177365461293328e-24
2.8418251958282426e-13,0.5207024686750964,154.0,0.0,0.0,0.0,0.99999995989537993,1.0,18.999999999986454,4.1374154448779274e-09,1.6460472241570648e-08,1.645762484950457e-08,8.1895813376673933e-12,1.0382316971865355e-14,2.497013304112108e-09,2.5474907837798305e-10,9.1444873981594121e-13,2.8288165216759264e-10,5.3420371053358522e-12,1.7368123256882063e-19,5.3831169129124157e-15,7.330569311929281e-20,1.3747622899718941e-15,3.518371306715177e-19,3.518911891924419e-19,4.6948181411128515e-23,7.1103395131968118e-24,3.8694682364105401e-16,2.4224105610360536e-43,2.3139657560865833e-43,2.3139657894550731e-43,1.3427428487553131e-21,9.6288271233391477e-15,1.4044294172298157e-24
3.2540827012141e-13,0.5207024686750841,154.0,0.0,0.0,0.0,0.99999995407920594,1.0,18.999999999982293,4.7376213659723804e-09,1.8847523855403235e-08,1.8843737966518471e-08,1.0736557879639723e-11,1.1888886771285844e-14,2.781163930806295e-09,3.2789959627055571e-10,1.0285223889476332e-12,3.6411036368622379e-10,6.9507226767435485e-12,2.277193118271771e-19,7.0574611997448468e-15,9.5383850921782385e-20,1.8024067569150078e-15,5.2819975548998987e-19,5.2829000528158186e-19,7.8112039219152751e-23,1.2137752372777586e-23,5.0734171282124444e-16,6.2475911964530676e-43,5.9679039388532272e-43,5.9679040372718957e-43,2.0165398345998343e-21,1.1154180646148614e-14,1.8572171023638813e-24
3.6663402065999575e-13,0.52070246867507,154.0,0.0,0.0,0.0,0.99999994826339478,1.0,18.999999999977589,5.337827263814601e-09,2.1234378703890647e-08,2.1229507073591901e-08,1.3627442462927663e-11,1.3395332371016104e-14,3.0488293638739794e-09,4.0869139521878252e-10,1.1383921348140082e-12,4.5382420199317134e-10,8.7561296525743468e-12,2.8905663713378872e-19,8.9579755377934256e-15,1.2016223314869595e-19,2.2878309165565663e-15,7.5539602408463619e-19,7.5553735849952827e-19,1.2191240031392883e-22,1.9422014578052845e-23,6.4401491073993535e-16,1.4387687352292361e-42,1.3743592025558843e-42,1.3743592280538742e-42,2.8849628589174221e-21,1.2712089450074152e-14,2.3776296518257602e-24
4.078597711985815e-13,0.5207024686750544,154.0,0.0,0.0,0.0,0.99999994244792545,1.0,18.999999999972356,5.938033138404797e-09,2.3621041405102838e-08,2.3614932311024666e-08,1.686209479937052e-11,1.4901656685886328e-14,3.3009660315781989e-09,4.9668114779838439e-10,1.2442129041531966e-12,5.5153088192604089e-10,1.0753639962970749e-11,3.5769023095489808e-19,1.1084596264373275e-14,1.4757745155278492e-19,2.8310199359562422e-15,1.039857411234611e-18,1.0400679157152199e-18,1.8096782230168308e-22,2.9536658307524826e-23,7.9696509917712628e-16,3.0310856709610499e-42,2.8953929815018987e-42,2.8953930411690381e-42,3.9727914779610656e-21,1.4302550584001987e-14,2.9672005266462472e-24
4.4908552173716724e-13,0.5207024686750372,154.0,0.0,0.0,0.0,0.99999993663277842,1.0,18.999999999966587,6.5382389897431726e-09,2.6007516468651608e-08,2.600001381905823e-08,2.0440374659032377e-11,1.640786256239027e-14,3.5384748483831659e-09,5.9145125856143219e-10,1.3461339119400549e-12,6.5676669194424123e-10,1.2938743996215194e-11,4.3361711699253436e-19,1.3437261818479108e-14,1.775676065977996e-19,3.4319589899258988e-15,1.3880135257974948e-18,1.3883146462810455e-18,2.5800792817077102e-22,4.3112555380569393e-23,9.6619099106661848e-16,5.943438399972979e-42,5.6773689033367509e-42,5.6773690319933632e-42,5.3048325761925077e-21,1.59255611286295e-14,3.6274665872818201e-24
4.90311272275753e-13,0.5207024686750187,154.0,0.0,0.0,0.0,0.99999993081793481,1.0,18.999999999960295,7.1384448178299156e-09,2.8393808298263579e-08,2.8384751737876343e-08,2.4362141869615894e-11,1.7913952780205111e-14,3.7622044466025499e-09,6.9260836608991003e-10,1.444298873053501e-12,7.6909483076063702e-10,1.5307038025690016e-11,5.1683432017207167e-19,1.601591266864096e-14,2.1007225214059579e-19,4.0906332608182469e-15,1.8062921597104271e-18,1.8067088488419863e-18,3.5585328472431265e-22,6.0835846834726419e-23,1.1516913297576092e-15,1.0985300670479052e-41,1.0493523512579303e-41,1.049352377194588e-41,6.9059204406867292e-21,1.7581118195720133e-14,4.3599681000186899e-24
5.315370228143388e-13,0.5207024686749984,154.0,0.0,0.0,0.0,0.99999992500337709,1.0,18.999999999953484,7.7386506226652006e-09,3.077992119430452e-08,3.0769146207605826e-08,2.8627256315639602e-11,1.9419930053751358e-14,3.9729542301221647e-09,7.9978192752205352e-10,1.5388462067854836e-12,8.8810383555364779e-10,1.7854221685588122e-11,6.0733886662476799e-19,1.8820491243062729e-14,2.4503236078240053e-19,4.807027938298311e-15,2.3011193439550562e-18,2.3016801885919297e-18,4.7739869281846975e-22,8.3445944055120072e-23,1.3534648882899064e-15,1.9322747211915517e-41,1.845773077886351e-41,1.8457731273073347e-41,8.8009168753884368e-21,1.9269218927368833e-14,5.1662487457927648e-24
5.727627733529245e-13,0.5207024686749765,154.0,0.0,0.0,0.0,0.99999991918908904,1.0,18.999999999946152,8.3388564042491954e-09,3.3165859356208111e-08,3.3153197368316672e-08,3.3235577938376757e-11,2.0925797033744887e-14,4.1714772342683943e-09,9.1262289293479189e-10,1.6299092321872354e-12,1.0134061099584829e-09,2.0576095542122664e-11,7.0512778368646612e-19,2.1850941862820819e-14,2.8239029053091e-19,5.581128219204087e-15,2.878919366405651e-18,2.8796566996464966e-18,6.2559963430789015e-22,1.1173360653803353e-22,1.5715104686965163e-15,3.258509303213168e-41,3.1126367680165413e-41,3.1126368577739518e-41,1.1014711182969011e-20,2.0989860495303779e-14,6.0478556208791499e-24
6.139885238915103e-13,0.5207024686749532,154.0,0.0,0.0,0.0,0.99999991337505467,1.0,18.999999999938304,8.9390621625820629e-09,3.5551626884826564e-08,3.5536905360021682e-08,3.8186966736230378e-11,2.2431556308675759e-14,4.3584828074349848e-09,1.030802462345451e-09,1.7176163551896322e-12,1.1446365438014849e-09,2.346855874296873e-11,8.1019809990555507e-19,2.5107210677783033e-14,3.220897525362101e-19,6.4129193074616864e-15,3.546114767189847e-18,3.5470647676119545e-18,8.034613300564712e-22,1.4653909205129773e-22,1.8058269013288648e-15,5.2991059446288518e-41,5.0618832434251437e-41,5.0618833998377725e-41,1.3572220071608511e-20,2.2743040100215931e-14,7.0063392329574381e-24
6.55214274430096e-13,0.5207024686749283,154.0,0.0,0.0,0.0,0.99999990756125978,1.0,18.999999999929944,9.5392678976639456e-09,3.7937227784735494e-08,3.7920270322676233e-08,4.348128276490352e-11,2.3937210406263184e-14,4.5346391402755056e-09,1.1540109133704263e-09,1.8020912492178892e-12,1.281451211294264e-09,2.6527606712353993e-11,9.2254684504658352e-19,2.8589245604613389e-14,3.6407577945328101e-19,7.3023864139860753e-15,4.3091263414717041e-18,4.3103291215983408e-18,1.0140297547350806e-21,1.887503719010764e-22,2.0564130441952136e-15,8.3496075579687275e-41,7.9758252115983146e-41,7.9758254745264267e-41,1.6498387597847334e-20,2.452875497109946e-14,8.0432534993566049e-24
6.964400249686818e-13,0.5207024686749021,154.0,0.0,0.0,0.0,0.99999990174769027,1.0,18.999999999921087,1.0139473609494991e-08,4.0322665966499512e-08,4.0303292396178532e-08,4.9118386137260509e-11,2.5442761794886062e-14,4.7005756556566363e-09,1.2819564934245506e-09,1.8834530298334079e-12,1.423526140895918e-09,2.9749328885445387e-11,1.0421710500873146e-18,3.2296996266679777e-14,4.0829469434388486e-19,8.2495147565556283e-15,5.1743731547351344e-18,5.1758728403105345e-18,1.260384167676208e-21,2.3930140772493484e-22,2.3232677823103129e-15,1.279622725329851e-40,1.222338671534033e-40,1.2223387143558342e-40,1.9818185163095326e-20,2.6347002364599784e-14,9.1601557485585287e-24
7.376657755072675e-13,0.520702468674874,154.0,0.0,0.0,0.0,0.99999989593433303,1.0,18.999999999911726,1.0739679298075325e-08,4.2707945248886133e-08,4.2685971720369655e-08,5.5098137023158995e-11,2.6948212884980235e-14,4.8568852614298757e-09,1.4143643755074125e-09,1.9618164230272261e-12,1.5705561557842646e-09,3.3129906494483281e-11,1.1690677472151607e-18,3.623041393602366e-14,4.5469408028874512e-19,9.2542895596899059e-15,6.1482725579495821e-18,6.1501173593874172e-18,1.5456309483610392e-21,2.9917048947459491e-22,2.6063900270598339e-15,1.913527717659977e-40,1.8278662257823812e-40,1.827866293597893e-40,2.3556611515025635e-20,2.8197779564376008e-14,1.0358606721976537e-23
7.788915260458533e-13,0.5207024686748447,154.0,0.0,0.0,0.0,0.99999989012117585,1.0,18.99999999990186,1.133988496340507e-08,4.5093069361020825e-08,4.5068308435033682e-08,6.1420395649424612e-11,2.845356603039872e-14,5.0041264692800575e-09,1.5509756760662826e-09,2.0372919270015303e-12,1.7222537832589535e-09,3.666561041374707e-11,1.3032339698266467e-18,4.0389451477468788e-14,5.0322275080725567e-19,1.0316696054548623e-14,7.2372401950132775e-18,7.2394824722206892e-18,1.8728985736303362e-21,3.6937863378462589e-22,2.9057787155816949e-15,2.7995191313834028e-40,2.6741953782528934e-40,2.6741954830013581e-40,2.7738692724328873e-20,3.0081083880481859e-14,1.1640170574201736e-23
8.20117276584439e-13,0.520702468674814,154.0,0.0,0.0,0.0,0.99999988430820752,1.0,18.999999999891504,1.1940090605484352e-08,4.7478041944487853e-08,4.7450302679897645e-08,6.8085022299899362e-11,2.9958823529737891e-14,5.1428253885497928e-09,1.6915465308106908e-09,2.1099859678154397e-12,1.8783482284959768e-09,4.0352799058698425e-11,1.4446667525284359e-18,4.4774063294740751e-14,5.5383072102083864e-19,1.1436719478844288e-14,8.447690005842013e-18,8.4503863274101875e-18,2.2453335280198497e-21,4.5098804015667132e-22,3.2214328101629655e-15,4.0161306317486271e-40,3.8363442222420382e-40,3.8363443804528753e-40,3.2389482148825893e-20,3.1996912648763156e-14,1.3006414872451218e-23
8.613430271230247e-13,0.5207024686747818,154.0,0.0,0.0,0.0,0.99999987849541638,1.0,18.999999999880657,1.2540296224313275e-08,4.9862866555383726e-08,4.9831954594631434e-08,7.5091877315449592e-11,3.1463987627633596e-14,5.2734776051672479e-09,1.8358472237843733e-09,2.1800010493797597e-12,2.0385844074408833e-09,4.4187916332470736e-11,1.5933631311375002e-18,4.9384205278428337e-14,6.0646917946618173e-19,1.261434507675588e-14,9.7860342305316594e-18,9.7892454280742346e-18,2.6660969405805723e-21,5.4510060199697533e-22,3.5533512976503768e-15,5.6603561831873182e-40,5.4069647867847502e-40,5.4069650209631437e-40,3.7534060404767819e-20,3.3945263230268414e-14,1.4458910596432182e-23
9.025687776616105e-13,0.520702468674748,154.0,0.0,0.0,0.0,0.99999987268279311,1.0,18.999999999869324,1.3140501819891945e-08,5.224754666632529e-08,5.2213264318847941e-08,8.2440821093919823e-11,3.2969060516028649e-14,5.3965499529624489e-09,1.983661366317702e-09,2.2474358980477649e-12,2.2027220350909101e-09,4.816748961792351e-11,1.7493201426801397e-18,5.4219834755706722e-14,6.6109046053390868e-19,1.3849558098841864e-14,1.1258683415344102e-17,1.1262474633618749e-17,3.1383618042624986e-21,6.5285647038430931e-22,3.9015331888739093e-15,7.8507280768064989e-40,7.4992832823244198e-40,7.4992836226531083e-40,4.3197535347608944e-20,3.5926133010671818e-14,1.5999232138762694e-23
9.437945282001963e-13,0.5207024686747129,154.0,0.0,0.0,0.0,0.9999998668703276,1.0,18.999999999857508,1.3740707392220459e-08,5.463208566841048e-08,5.4594231992103079e-08,9.0131714090084257e-11,3.4474044335410462e-14,5.5124821824044455e-09,2.1347851235280184e-09,2.3123856018860303e-12,2.3705347665758429e-09,5.228812781672437e-11,1.9125348253909537e-18,5.9280910441803722e-14,7.176480175527543e-19,1.5142343801957637e-14,1.2872046418238909e-17,1.2876487161596916e-17,3.6653106889285713e-21,7.754326690758262e-22,4.2659775180838604e-15,1.0730719069208583e-39,1.0250349950373201e-39,1.025035043678175e-39,4.9405042053245463e-20,3.7939519399709748e-14,1.7628957305398776e-23
