Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398),S(1815),S(1443),C7H15(32),C7H15(31),S(1930),S(1932),C4H9(23),C3H6(1916),S(1984),S(87),S(2214),S(2218),S(2260)
1.7459200706607934e-16,0.49115403209533476,154.0,0.0,0.0,0.0,0.99999999999932332,1.0,19.0,9.7432597595372183e-14,2.8847497316325774e-13,2.8847503472571939e-13,1.0515884431672392e-19,9.0282946950364049e-20,2.1543818124720224e-15,1.3801321444925802e-19,5.7959379786626365e-20,9.3967650224248131e-20,8.8004072612310226e-20,4.6191990954024354e-28,1.7530395435694313e-23,6.5580953356688167e-28,4.3963757164700216e-25,2.4171208106566261e-32,2.4171214653802632e-32,5.8999056882308221e-39,6.4733055694631283e-40,1.1306629982496458e-24,1.4894414584174842e-72,1.4644800654269096e-72,1.4644800654275696e-72,5.1506649366568899e-33,1.637665544709556e-20,4.4334818558013915e-34,6.4200846302693999e-34,5.235163801918952e-33,7.6890481208201777e-33,1.2139975199803434e-46,1.2598310782710547e-37,6.109898203426192e-60,5.7637611118685962e-47,5.8221356717097619e-47,3.1768324967053886e-51,4.5730586542044045e-59,3.1871351396094942e-66,5.3138297939780662e-69,9.9616105853388003e-56,1.3595127239723166e-76,1.3715757219035983e-79,5.2615143565081565e-78,9.5996636402611044e-74,3.752453956693143e-69,2.8220676155040734e-35,8.8196725187867911e-42,1.994216355587339e-44,9.4468047738604403e-44,3.1195835174337644e-46,3.0202875380714023e-41,8.5484910990990909e-32,1.2532426143789579e-38,4.5576287371633356e-39,1.1126084173429903e-45,6.6474942442933972e-46,6.4130401937655678e-47,8.0867219669985274e-50,8.1897498026054741e-54,6.2285871240781055e-41,4.3910846690770642e-50,3.084136225975926e-47,1.4336982579991572e-85,3.5778782165863822e-50,2.0534329469243718e-55,1.7297280022868421e-63,1.4610207788561306e-67,9.9387512266788345e-23,4.709732317744827e-21,1.5996509483432877e-28,1.2788792310979888e-40,1.4700190312547007e-32,1.470019032325784e-32,1.0710833153688285e-41,6.8296542697288931e-31,6.3097319316885993e-38,1.893468321058231e-41,5.4086188053519055e-49
3.4933570136679476e-16,0.4911540320953347,154.0,0.0,0.0,0.0,0.99999999999864619,1.0,19.0,1.9494984557567582e-13,5.7720026481678341e-13,5.7720048886478287e-13,4.2090926544736391e-19,3.1586115953933392e-19,4.3101584199729698e-15,5.5236014014680332e-19,1.1596185552030727e-19,3.760798170976322e-19,3.5223846047808307e-19,3.4409374126555965e-27,7.0167234336590768e-23,4.3120833269694745e-27,1.7596953669199357e-24,1.9351651720571957e-31,1.9351662202732898e-31,9.445618812150808e-38,1.036541935026979e-38,4.5255965119644419e-24,1.9103547561987981e-70,1.8783393215308383e-70,1.8783393215325306e-70,4.1236631665405576e-32,3.2772065669288554e-20,1.7747590066743025e-33,5.0969430282115029e-33,4.1909432245442423e-32,6.1553688366015613e-32,1.9439771210182154e-45,1.0086303654073698e-36,1.9568119532094156e-58,9.2290174135023959e-46,9.5792673939211283e-46,1.0173864571331408e-49,2.9291016577589837e-57,4.0828288426001752e-64,6.8071971689879717e-67,3.2759787088820407e-54,3.4831764844994515e-74,3.5140836683638963e-77,1.3388975647530043e-75,1.2297555080615341e-71,4.8070216232660426e-67,1.1295616731582784e-34,7.0610953662829367e-41,1.5965172376117105e-43,7.5426441274401768e-43,4.9842935234944836e-45,2.4178737433934323e-40,3.4216219488989588e-31,1.003353707531273e-37,3.6488704603399904e-38,1.7814932354187419e-44,1.0644152384949699e-44,1.0269187575909097e-45,1.170866551757278e-48,2.5725055757100797e-52,4.9866511180476449e-40,3.5263458491560236e-49,4.9189072183824139e-46,3.6777465739928796e-83,5.2831513868951799e-49,6.5621084468218564e-54,1.1036119960342481e-61,9.3381757043066339e-66,1.9886137412870858e-22,9.4235561763403074e-21,6.4027724168254631e-28,1.0238809837810635e-39,5.8839069294066935e-32,5.8839069379818727e-32,8.5751789289511466e-41,5.4678736438598028e-30,1.0092015987485841e-36,6.0572410863083637e-40,3.4605330097161467e-47
6.988230899682255e-16,0.49115403209533487,154.0,0.0,0.0,0.0,0.99999999999729194,1.0,19.0,3.8998434152444658e-13,1.1546500812810615e-12,1.1546507653579904e-12,1.684184014007894e-18,1.0052038120406796e-18,8.6202806978641374e-15,2.2097408940688598e-18,2.3194502302630977e-19,1.5045237533862639e-18,1.4093554112849616e-18,2.4156861870707621e-26,2.8076010454734127e-22,2.5337721229042016e-26,7.041068389393185e-24,1.5487183705533149e-30,1.5487200477585733e-30,1.5113007334524475e-36,1.6590449389285853e-37,1.8108266380301138e-23,2.4477301062500523e-68,2.406708854745829e-68,2.4067088547501653e-68,3.3001828303616747e-31,6.5576471725029332e-20,7.1030352325199831e-33,4.0118769422482971e-32,3.3534345867660749e-31,4.9252938156148487e-31,3.1116273749410179e-44,8.0721007434813529e-36,6.2644278426965626e-57,1.4770805864689046e-44,1.6987263417536103e-44,3.2566516782552294e-48,1.8752235723411297e-55,5.2277091706901907e-62,8.7160269574793557e-65,1.1593116626964042e-52,8.919829173299501e-72,8.9989816390634516e-75,3.3828032485059656e-73,1.5746105270657699e-69,6.1549756150585988e-65,4.5197119547155725e-34,5.6510143318735545e-40,1.2775896515744811e-42,6.0037838076302691e-42,7.9435160644290175e-44,1.9347256007806467e-39,1.3690927968105734e-30,8.0298413809149305e-37,2.9201996338600486e-37,2.8511340542020873e-43,1.7035978898444212e-43,1.6437286428992628e-44,1.5717943882734062e-47,7.9304551143147573e-51,3.990827596074348e-39,2.8264851574743934e-48,7.8110361453325413e-45,9.4246022449296172e-81,7.3137523002297371e-48,2.0917884844664798e-52,7.0114511858539196e-60,5.9536550093592742e-64,3.9780910012892818e-22,1.8851202931895279e-20,2.5619428166281609e-27,8.1941594227843512e-39,2.3543290454729288e-31,2.3543290523356777e-31,6.8627489324052794e-40,4.37595672909415e-29,1.6116228586342036e-35,1.9346938862753136e-38,2.2106560257478617e-45
1.3977978671710872e-15,0.49115403209533476,154.0,0.0,0.0,0.0,0.99999999999458344,1.0,19.0,7.8005333337464248e-13,2.3095471550766525e-12,2.3095487912115409e-12,6.7378222940898612e-18,2.8286950642983205e-18,1.723480530318831e-14,8.8370505161705339e-18,4.6382425491230012e-19,6.0167924878166227e-18,5.6378828398213099e-18,1.5488388206478406e-25,1.1232216792643883e-21,1.3172006309934388e-25,2.8168816918153246e-23,1.2392069565612279e-29,1.2392096386435915e-29,2.4166122148443912e-35,2.6547009875283891e-36,7.2444757833961481e-23,5.4879840599594815e-66,5.3960115129884838e-66,5.3960115130078962e-66,2.6406461368354073e-30,1.312396261657636e-19,2.8430268161057703e-32,3.1075124247639948e-31,2.682307551329774e-30,3.9395886352489071e-30,4.9796103743117978e-43,6.458896269876087e-35,2.0050358006731393e-55,2.3632875487700961e-43,3.7732571375977116e-43,1.042120946770862e-46,1.200140133882859e-53,6.6914677941585693e-60,1.1156514090846073e-62,5.1205864790427102e-51,2.2834790754084157e-69,2.3037443665366278e-72,8.4342177989575163e-71,2.0155398198601563e-67,7.8783694441072867e-63,1.8081746900579679e-33,4.5216583968155577e-39,1.0220911142765452e-41,4.7525431798019789e-41,1.2603691133286235e-42,1.5475817487744494e-38,5.477250694042878e-30,6.4250343168070589e-36,2.3365948083708835e-36,4.5614150487552378e-42,2.7258009103202835e-42,2.6304692273486564e-43,1.8991210891284002e-46,2.3630844630134891e-49,3.1932551571777097e-38,2.2633489992040958e-47,1.2305027629087972e-43,4.2190579753102849e-78,9.2041934625435322e-47,6.6388724573779853e-51,4.4197749330637221e-58,3.7793781288264927e-62,7.9570456125792362e-22,3.7706492596664427e-20,1.0249438304697766e-26,6.5565721482239801e-38,9.418848103490199e-31,9.4188481584026121e-31,5.4912412250342167e-39,3.5014238863419242e-28,2.5671788024619639e-34,6.1641024349681889e-37,1.4087237906967884e-43
2.79574742157681e-15,0.49115403209533487,154.0,0.0,0.0,0.0,0.99999999998916644,1.0,19.0,1.560191316885651e-12,4.6193323059483067e-12,4.6193347344416784e-12,2.6953399380705289e-17,7.0174771280675854e-18,3.4441005055586394e-14,3.5324289586672204e-17,9.2723456773909619e-19,2.4050888906167281e-17,2.2549723684495965e-17,8.8342478360384795e-25,4.4932415876602587e-21,6.1669286508791627e-25,1.1268410596132924e-22,9.9145483021925544e-29,9.9145911562724413e-29,3.8607120511112967e-34,4.2469585783432639e-35,2.8980192594828295e-22,7.0494279317825284e-64,6.9312873137113761e-64,6.9312873137613282e-64,2.112715045581083e-29,2.6278330349033854e-19,1.1383835326018752e-31,2.3364211046080409e-30,2.1445318129228483e-29,3.1497406570296939e-29,7.9681664290888118e-42,5.1675921727031864e-34,6.4167723821690882e-54,3.7799743857597268e-42,1.2719455086177222e-41,3.3336874399982426e-45,7.6783992285323554e-52,8.5623141303183889e-58,1.4275727320860844e-60,3.4252928222405404e-49,5.843826391729473e-67,5.8957002882905156e-70,2.0514911108313721e-68,2.5791563178798293e-65,1.0081059375273294e-60,7.2332549280752895e-33,3.6176528997720225e-38,8.1747138369023472e-41,3.7226598156306105e-40,1.9831424491615442e-41,1.2373957488570208e-37,2.1910698128613223e-29,5.1404232455158947e-35,1.8694402786241539e-35,7.2947636759829769e-41,4.3600942440067838e-41,4.2090794576096196e-42,2.0350816337827899e-45,6.6441278803515668e-48,2.5548268109432176e-37,1.8115340894211108e-46,1.9093383024779361e-42,1.0856910727612873e-75,1.0299453063921234e-45,2.0897638385571508e-49,2.744501162999198e-56,2.3796346124499969e-60,1.5914955202144591e-21,7.5417056542464713e-20,4.1001080339666406e-26,5.245755172607548e-37,3.7678449722707267e-30,3.7678450162048183e-30,4.3934091212900188e-38,2.8013949484712029e-27,4.0702018883734239e-33,1.9549003530289586e-35,8.9359842121384695e-42
5.591646530388257e-15,0.49115403209533476,154.0,0.0,0.0,0.0,0.99999999997833244,1.0,19.0,3.1204672831501362e-12,9.2388684179007003e-12,9.2388661874300552e-12,1.0781731944240053e-16,1.5784233350865267e-17,6.8762248833018929e-14,1.4108903837509525e-16,1.852664678943599e-18,9.6061855101525241e-17,9.0173468264070531e-17,4.4670090861200879e-24,1.7973618436801453e-20,2.6879340950338284e-24,4.5075210841860515e-22,7.9319374686897829e-28,7.9320058361185682e-28,6.1575130405648057e-33,6.7922971051625071e-34,1.1592497915738112e-21,9.0241904583381327e-62,8.8729550096265599e-62,8.8729550097544511e-62,1.6902483719759581e-28,5.2674012508146859e-19,4.5623618235966514e-31,1.6671286393638349e-29,1.713282996292883e-28,2.5163520850353063e-28,1.2749648696612993e-40,4.1342467832479654e-33,2.053464455343673e-52,6.0429281902250882e-41,6.2239841889464529e-40,1.0659091094984919e-43,4.9101960728572891e-50,1.0950925496766151e-55,1.8258194681237211e-58,3.3363226686060763e-47,1.4948159035431162e-64,1.5080907843770126e-67,4.7742962995630564e-66,3.2989092147413125e-63,1.2893355885885446e-58,2.8933948589022079e-32,2.8942332572076394e-37,6.5356218909891601e-40,2.8581622877262365e-39,3.071696509035456e-40,9.8870669834876052e-37,8.7645691287309282e-29,4.112387809468202e-34,1.4956029249705734e-34,1.165866527851457e-39,6.9712949000633876e-40,6.7345569088079137e-41,1.9563695663959384e-44,1.7098894044280937e-46,2.0439287396351069e-36,1.4495539477428494e-45,2.880292470568822e-41,2.7797081563833584e-73,1.0266638954692683e-44,6.4770016496659547e-48,1.6560242586745368e-54,1.4754541920813929e-58,3.1830775863963134e-21,1.5083812291211412e-19,1.6401091830445139e-25,4.1968024215158099e-36,1.5071985971458764e-29,1.5071986322948024e-29,3.5148925867642293e-37,2.241206227971273e-26,6.3952129748846368e-32,6.1449692771242662e-34,5.6186127188053975e-40
1.1183444748011148e-14,0.49115403209533476,154.0,0.0,0.0,0.0,0.99999999995666444,1.0,19.0,6.2410192126489757e-12,1.8477805438501865e-11,1.84777673630068e-11,4.3127273516614343e-16,3.3471109869184548e-17,1.3704204008953791e-13,5.6266387600648155e-16,3.697979508130374e-18,3.8309521668266287e-16,3.6046875326592078e-16,2.0495409013883992e-23,7.189532477956429e-20,1.1236677780222347e-23,1.8030238626441166e-21,6.3455767257190582e-27,6.3456854741409676e-27,9.7890637015464526e-32,1.0857782854387625e-32,4.6370542402994894e-21,1.1551069627701246e-59,1.1357486494793844e-59,1.1357486495121242e-59,1.3522245634315793e-27,1.0581315816683301e-18,1.8318959840784272e-30,1.0946974678067313e-28,1.3667964615921423e-27,2.007456513994258e-27,2.0399746758366773e-39,3.3074398111953497e-32,6.5711913566841801e-51,9.6518919449718166e-40,3.5704937169386339e-38,3.4050815178101453e-42,3.137193598807513e-48,1.3993491157350938e-53,2.3330977440095329e-56,3.8219394521567023e-45,3.8202721619549803e-62,3.8542283875984672e-65,1.0336577687030583e-63,4.2161074686937963e-61,1.6475609295284412e-56,1.1573619751340602e-31,2.3154000349466669e-36,5.221501641871111e-39,2.1153377592584562e-38,4.624655567365729e-39,7.8898066100842917e-36,3.5058466690128593e-28,3.289755789124744e-33,1.1964786944737228e-33,1.8611130221861585e-38,1.113772085847457e-38,1.0774577962357923e-39,1.7378289471914993e-43,3.9284026636850219e-45,1.6351380929840122e-35,1.1597512952334514e-44,4.1342872248608064e-40,7.1161200843203438e-71,9.3474990917823462e-44,1.9521603289251219e-46,9.4781084342726111e-53,8.89810716070683e-57,6.3662423236317659e-21,3.0168000966761364e-19,6.5605640725928877e-25,3.357520119412703e-35,6.028911287937659e-29,6.0289115691354898e-29,2.8119783066919983e-36,1.7929819556431632e-25,9.8761090324055001e-31,1.8990006721494093e-32,3.4736336214807616e-38
1.6775242965634042e-14,0.49115403209533476,154.0,0.0,0.0,0.0,0.99999999993499644,1.0,19.0,9.3615711391176857e-12,2.7716607546546735e-11,2.7716506811671033e-11,9.1645223890619517e-16,5.1172884945769005e-17,2.0496105147890386e-13,1.1931742065684098e-15,5.5377655587400427e-18,8.1238435715849295e-16,7.656595523350894e-16,4.5446006243478385e-23,1.5277758913287676e-19,2.4187063739451999e-23,3.831417418424465e-21,1.8144291198371983e-26,1.8144690338066587e-26,3.5919358887673068e-31,3.9946098221845163e-32,9.8537420719559668e-21,5.9599144573930401e-59,5.8600328953168984e-59,5.8600328955179044e-59,3.8665329151844265e-27,1.5930007973505168e-18,3.902962860390108e-30,2.8159128033693214e-28,3.9018830178502365e-27,5.7308170469046171e-27,7.5084710650443123e-39,9.4572094513163821e-32,3.0001756085602167e-50,3.5495488781337251e-39,1.9215785524561424e-37,1.5535502208181129e-41,1.7226433514645039e-47,9.0230877852116585e-53,1.5043953858442564e-55,2.4211407679300975e-44,2.8357228880431532e-61,2.8609340214993967e-64,7.3619248311661625e-63,2.7187010937821515e-60,1.0623574510571377e-55,2.4593803830514474e-31,6.6205694431551122e-36,1.4918645401331765e-38,5.7908358328024914e-38,1.6548264547235087e-38,2.2527238312794554e-35,7.4498923225258311e-28,9.4063212749522393e-33,3.4211496976057212e-33,6.8425422120642897e-38,4.0965047548773644e-38,3.9656089474792941e-39,5.1109137679265745e-43,1.5919215320574561e-44,4.6754334665944352e-35,3.3162178026259884e-44,1.4470886630145541e-39,4.3689180012007912e-70,2.7685730101896391e-43,8.705751023689741e-46,5.0124271743688257e-52,4.7921657711451139e-56,9.5494076775353323e-21,4.5252165054331682e-19,1.394127306854903e-24,9.6004655101265804e-35,1.281150469205894e-28,1.2811505496113476e-28,8.0405453691816766e-36,5.126797250408403e-25,3.5743627095048624e-30,8.5494645384434933e-32,1.8859276498256594e-37
2.2367041183256935e-14,0.4911540320953347,154.0,0.0,0.0,0.0,0.99999999991332844,1.0,19.0,1.2482123062556267e-11,3.6955274907806527e-11,3.6955084536910185e-11,1.5633523432043512e-15,6.8875897252729154e-17,2.7252118930618357e-13,2.0315160471975798e-15,7.3720393956383126e-18,1.3831776189726784e-15,1.3055937556112036e-15,7.9329132113128868e-23,2.6062001734936208e-19,4.1534148841750051e-23,6.5359188284029058e-21,3.8271306919216763e-26,3.8272316650905326e-26,9.0846057930241693e-31,1.0127109021607629e-31,1.6809287988182731e-20,3.2513094907669392e-58,3.1968211467125089e-58,3.1968211468244038e-58,8.1556577159786014e-27,2.1313477178504477e-18,6.6739799532130881e-30,5.4306194568074885e-28,8.2181584616478708e-27,1.2070265122113644e-26,1.9043129116489275e-38,1.9947948599602959e-31,8.9426802127698036e-50,8.9955699615973357e-39,6.5049383637416222e-37,4.6277444163416233e-41,5.919568956832104e-47,3.522075554281493e-52,5.8722621590645911e-55,9.3233948513586219e-44,1.2413487016658858e-60,1.2523899345084633e-63,3.1048398993137235e-62,1.0613095100078053e-59,4.1468108543152886e-55,4.1953820204284414e-31,1.3964615837793179e-35,3.1445535458180388e-38,1.1753645784548748e-37,4.0943953530248039e-38,4.7453984698083591e-35,1.2708559903057743e-27,1.9839993104911622e-32,7.2161197744636935e-33,1.7336763868584587e-37,1.0382924728225989e-37,1.0057278965955483e-38,1.0954288359753509e-42,4.3010212159819522e-44,9.8617512232946841e-35,6.9948941832734774e-44,3.5125086884366044e-39,2.4320603008307065e-69,5.958736038643003e-43,2.5415580419049197e-45,1.6651710001719311e-51,1.6184710252925279e-55,1.2732573659903137e-20,6.0336304564322433e-19,2.3782232148764326e-24,2.0250227625818456e-34,2.1854975033444003e-28,2.1854976729432822e-28,1.6959888206415471e-35,1.0813857093858055e-24,8.9298759504560389e-30,2.5164396188022568e-31,6.4145201858571858e-37
3.355063761850272e-14,0.4911540320953347,154.0,0.0,0.0,0.0,0.99999999986999255,1.0,18.999999999999996,1.8723226902321902e-11,5.5432293862239042e-11,5.5431860443229128e-11,3.2366900821345015e-15,1.0428163696595099e-16,4.0680508469371904e-13,4.1925657900558783e-15,1.1027701431877962e-17,2.8545495246676149e-15,2.7012255032323855e-15,1.6806327769808818e-22,5.395775068451667e-19,8.6531730827876754e-23,1.3531662124148844e-20,1.0452941338258155e-25,1.0453292936881943e-25,3.1620779174140075e-30,3.5390825389018086e-31,3.4801294947330693e-20,4.5153507915933462e-57,4.4396785180986088e-57,4.4396785182753638e-57,2.2275736536324644e-26,3.2162033508808189e-18,1.3872866288555151e-29,1.2943267853741611e-27,2.2391687616663736e-26,3.2887368419506474e-26,6.6595130516609395e-38,5.4483712131374021e-31,3.9144021650324084e-49,3.1417560119084382e-38,3.4176315141088141e-36,2.0234392034701286e-40,3.1806125970519292e-46,2.2889421263691978e-51,3.8162911900516395e-54,5.9351957706356999e-43,9.6238892105270264e-60,9.7096548496023941e-63,2.2574805323840712e-61,6.8996356786863892e-59,2.6949486886351496e-54,8.6858780313499334e-31,3.8141239473569287e-35,8.5786458268546925e-38,3.0180204739621757e-37,1.3755767747545325e-37,1.2932786027609728e-34,2.6311126954118685e-27,5.4186043598912408e-32,1.9709074661675772e-32,6.0524901858671822e-37,3.6270044798156132e-37,3.5168579034000164e-38,3.0422064317374473e-42,1.6216317812633767e-43,2.6935048684319936e-34,1.9105171947937382e-43,1.1445971162612957e-38,3.8418361396405927e-68,1.6622354390565409e-42,1.0748354089042429e-44,8.4454844287564515e-51,8.4449133362152451e-55,1.9098907136196924e-20,9.0504525934489873e-19,4.9238194159172292e-24,5.5309839379218833e-34,4.5248043759533669e-28,4.5248048391817554e-28,4.6322838736189799e-35,2.9535739353192446e-24,3.0456702695799528e-29,1.078224682645352e-30,3.3860120291457232e-36
4.4734234053748505e-14,0.4911540320953346,154.0,0.0,0.0,0.0,0.99999999982665666,1.0,18.999999999999993,2.4964330730944671e-11,7.3908818571339914e-11,7.3908041663803607e-11,5.5047031786182793e-15,1.3968637720248451e-16,5.3978496426556076e-13,7.1087995440619544e-15,1.4663229979984326e-17,4.8400958686473637e-15,4.5910956992936255e-15,2.8965180467232651e-22,9.176738666725233e-19,1.4765639824641605e-22,2.3013579282220863e-20,2.1870768973890235e-25,2.1871644426413354e-25,7.8707035404652377e-30,8.8382152432293351e-31,5.9187493588873428e-20,2.0756114054126984e-56,2.0408264602732574e-56,2.0408264603649122e-56,4.6608450767443041e-26,4.3138472944100738e-18,2.368349782728464e-29,2.4162695700112024e-27,4.674972581179736e-26,6.8662776898160633e-26,1.6640362994974256e-37,1.1399743531369034e-30,1.1404718597572225e-48,7.8420723418757471e-38,1.1212141593772548e-35,5.8903449814738904e-40,1.0592935304026406e-45,8.5882917215730282e-51,1.4319024375163005e-53,2.197773041216538e-42,4.0176163627141474e-59,4.0534486469363368e-62,9.0406226825796147e-61,2.5892170639637696e-58,1.0111662531403376e-53,1.4772179858446971e-30,7.9803300234379734e-35,1.7930650418694585e-37,5.9850692916850005e-37,3.3283731257789233e-37,2.7007176876169205e-34,4.4747745843716632e-27,1.1336940150631929e-31,4.1237218044384685e-32,1.5102390840807629e-36,9.0547419292158522e-37,8.7872070399289844e-38,6.4285354003137719e-42,4.243967579591468e-43,5.6356270190805119e-34,3.9974127445171298e-43,2.7023472588165285e-38,1.9921428734446402e-67,3.5219545094922283e-42,3.0512783549460329e-44,2.6979488321002752e-50,2.7543372793656733e-54,2.5465243021565776e-20,1.2067265701052221e-18,8.374133980690896e-24,1.1572691395925481e-33,7.6955131995875048e-28,7.6955141688175358e-28,9.6923003079181841e-35,6.1798106104913741e-24,7.4560744598257476e-29,3.0904015642327555e-30,1.1133133667257526e-35
5.591783048899429e-14,0.4911540320953347,154.0,0.0,0.0,0.0,0.99999999978332077,1.0,18.999999999999989,3.1205434547628658e-11,9.2384814744580355e-11,9.2383585744389272e-11,8.4098451349387111e-15,1.7509022523851908e-16,6.7138020181268536e-13,1.0826909706005947e-14,1.8277296547686044e-17,7.3716076270696771e-15,7.0094942024567861e-15,4.4644024905253798e-22,1.4019878201830187e-18,2.260270348212584e-22,3.5159160932508684e-20,3.9814355387011226e-25,3.9816206131397375e-25,1.6633393264192458e-29,1.8740502443193355e-30,9.0424443485591971e-20,7.6630314874250737e-56,7.5346075813222682e-56,7.534607581689964e-56,8.4849152520530735e-26,5.4251926370439179e-18,3.6322802962940405e-29,3.9522230536839363e-27,8.4919313933674465e-26,1.2472363818350482e-25,3.5304452416265793e-37,2.0752651864246396e-30,2.7690091186927923e-48,1.6619931873185874e-37,3.0235247212060741e-35,1.4289168086383002e-39,2.89805299108474e-45,2.6180178098404761e-50,4.3649491045539923e-53,6.6155330874691195e-42,1.351085113323019e-58,1.3631479490598052e-61,2.918244452625466e-60,7.8944389203791523e-58,3.0823962526165438e-53,2.2568188982323454e-30,1.4527704250624718e-34,3.2607386954353751e-37,1.0335104931860408e-36,6.8427032462009717e-37,4.9068508994150959e-34,6.8363479447850912e-27,2.0637355849926528e-31,7.5069328660855462e-32,3.1995976616709159e-36,1.9193089451849461e-36,1.8642011370585172e-37,1.1784589571702519e-41,9.3314438799602155e-43,1.0259284001910289e-33,7.2770656221787393e-43,5.4249624042165525e-38,7.9919631975405274e-67,6.4687193684594858e-42,7.2214685268419468e-44,7.0807516512166951e-50,7.381157640334782e-54,3.1831581566928113e-20,1.508406914123486e-18,1.2793786964797357e-23,2.1067671411767472e-33,1.175700730740273e-27,1.1757009071850225e-27,1.764447494590264e-34,1.1250002384096357e-23,1.5497933009180828e-28,7.3810952930493405e-30,3.0067624922297617e-35
7.828502335948586e-14,0.4911540320953347,154.0,0.0,0.0,0.0,0.99999999969664921,1.0,18.999999999999972,4.3687642144430351e-11,1.2933519512374044e-10,1.2933272262211645e-10,1.6171378404953987e-14,2.4589469745761113e-16,9.3041316882114125e-13,2.0670833674562388e-14,2.5440431303417374e-17,1.4073939777032049e-14,1.3458235887796998e-14,8.6781959722744037e-22,2.6959227588428081e-18,4.3536633941378003e-22,6.7608001954604922e-20,1.0511756121626914e-24,1.0512426406503964e-24,6.0175369088595884e-29,6.8531173229233669e-30,1.7387978437381077e-19,9.3934242083574248e-55,9.2360008683618496e-55,9.236000869117496e-55,2.2402755412822454e-25,7.6898457118975138e-18,7.0470956687791991e-29,8.3238965834797218e-27,2.2287759374928593e-25,3.2734725257301511e-25,1.2934478936088999e-36,5.4791972305899315e-30,1.4324910597614743e-47,6.0677308795641854e-37,2.1202953074511006e-34,7.3674142409048943e-39,2.1575363734276634e-44,2.8876745805414406e-49,4.8145371618897379e-52,6.8617564814818943e-41,2.2709621373146811e-57,2.2913448854041706e-60,3.9341025919368388e-59,8.7151885026274905e-57,3.3998882141681917e-52,4.3396150414979826e-30,3.8356045037494297e-34,8.5844069380808394e-37,2.4034991497490282e-36,2.2921314531646888e-36,1.2886142587021444e-33,1.3145608081153063e-26,5.4480602393455258e-31,1.9819438314654656e-31,1.166839013885088e-35,7.010856745932752e-36,6.828637744163143e-37,3.1425440144742061e-41,3.6490776290231785e-42,2.7086427100096613e-33,1.9212969378725087e-42,1.705196982610569e-37,1.6424199083591211e-65,1.7297786286662512e-41,3.42157295999799e-43,4.4363771091680568e-49,5.0459491993578516e-53,4.4564267338993491e-20,2.1117646459190905e-18,2.4601978227958921e-23,5.5624962005429172e-33,2.2608288271717636e-27,2.2608292930379838e-27,4.6586621990574044e-34,2.9702510813528296e-23,5.3317229591943542e-28,3.5935832453115374e-29,2.1141545706507179e-34
1.23019409100469e-13,0.49115403209533454,154.0,0.0,0.0,0.0,0.99999999952330643,1.0,18.999999999999929,6.8652057192663207e-11,2.0322958617287758e-10,2.0322323988174761e-10,3.9450805250253013e-14,3.8749145943106089e-16,1.4324104337009444e-12,4.9664398508034397e-14,3.9512412752012836e-17,3.3814492665029744e-14,3.2725337801757074e-14,2.139100582790481e-21,6.5769619559173785e-18,1.0618866938863635e-21,1.6493321919462391e-19,4.0643639628682629e-24,4.0647776340074685e-24,3.7040583639773848e-28,4.3265294604284861e-29,4.2419649246900595e-19,2.6256689293972271e-53,2.5816656570688112e-53,2.5816656574735713e-53,8.6627878870690046e-25,1.2385960905980497e-17,1.7520269772371411e-28,2.2224551411288296e-26,8.5023502063602358e-25,1.2487665875457158e-24,8.2025515285626664e-36,2.11861179582514e-29,1.5485482742771797e-46,3.8157251360446956e-36,3.5239806408502268e-33,7.8980356712471433e-38,4.0936742313427154e-43,1.0025099389264982e-47,1.6714532526214309e-50,2.080574524410524e-39,1.4822569023742984e-55,1.4956558400980213e-58,1.7098949462035139e-57,3.0295262401732659e-55,1.1803380225184132e-50,1.0586449783444977e-29,1.4830417341330581e-33,3.2975864097425698e-36,7.3183550783698826e-36,1.224173364656563e-35,4.922437666799481e-33,3.2068908687207192e-26,2.10595579318163e-30,7.6628952508501829e-31,7.3184238727695067e-35,4.4143945236896359e-35,4.3286535050664467e-36,1.2271730382263132e-40,2.4784130896209407e-41,1.0472976444427906e-32,7.4287610133403353e-42,8.0947895066643136e-37,8.7975855067786789e-64,6.7736269157854856e-41,3.1037595878790924e-42,5.8546404275614827e-48,8.0615773219270058e-52,7.0029676443064276e-20,3.3184683837323369e-18,6.0021166328838913e-23,2.1509313219041392e-32,5.515717787488235e-27,5.5157195889147811e-27,1.8014265463708336e-33,1.1484755357971879e-22,2.9494941395346899e-27,3.3877703121423575e-28,3.5200880085471882e-33
