Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398),S(1815),S(1443),C7H15(32),C7H15(31),S(1930),S(1932),C4H9(23),C3H6(1916),S(1984),S(87),S(2214),S(2218),S(2260)
2.96516961834203e-08,0.49115391974317885,154.0,0.0,0.0,0.0,0.99988479489535231,0.99999999941634454,18.999959914608873,1.6504856580168412e-05,4.8325940451538079e-05,9.558747602196555e-06,3.9378626169170071e-05,9.2602060788841769e-11,1.2989708308490954e-11,2.1189570128647518e-07,6.1768369245321595e-16,1.4427204121782712e-07,6.3527550969592817e-07,2.1755747145465427e-12,3.7395592082732833e-07,2.0727712393365855e-14,2.1274487147506669e-10,1.6967524293083366e-09,1.7002845112319857e-09,1.980507132193432e-12,1.5320299127758823e-12,2.8229007009758455e-08,8.4902497831407456e-19,8.3672682075180174e-19,8.3674851431515489e-19,4.7021727895708102e-09,3.0038161175051868e-08,2.6141627661982799e-12,4.2001786439748635e-18,7.8990109193242532e-13,1.1472434545146218e-12,1.9539783165512524e-14,2.9186200524996199e-14,5.0506064227657995e-20,9.2805788196097589e-19,1.9128103760973821e-08,2.0434502541644315e-15,6.9788781042430973e-16,1.5115870910619136e-15,1.9567727251372833e-18,3.0328669043416505e-09,2.9610093242738951e-18,8.0895569211191348e-20,2.8317956905588757e-25,3.8517904707185723e-20,3.7898744882028173e-18,1.4212715116064452e-16,4.9002967868845924e-16,2.2225802081837751e-21,2.1473146794891298e-21,1.9787444679453746e-17,8.8439479006502981e-22,2.1191660366674988e-16,1.6324986113220811e-17,1.5685454518399211e-15,5.1545389786525003e-18,4.8208548197309565e-18,1.0195333752640975e-17,4.1244993584350272e-23,6.5393183499347569e-23,6.5045098175968999e-18,4.6138853999466084e-27,7.7755739566725448e-22,3.6312591358958248e-24,2.2875656784898515e-23,6.0812890874288555e-19,2.8751291557486132e-24,4.1045465537233234e-23,4.9469862215381548e-10,2.1461654647480689e-11,6.7481030696100102e-11,9.3357636570254361e-15,5.8957337191673054e-15,6.2515123361153382e-15,3.5577861694803436e-16,8.5686609777886371e-09,6.6137120455010641e-13,5.8504113365137406e-09,2.2160966460981745e-08
3.03221001050782e-08,0.4911539171834319,154.0,0.0,0.0,0.0,0.99988218282600083,0.99999999937097184,18.999958999835179,1.6877038022682734e-05,4.9417814056334804e-05,9.7667362855678333e-06,4.0275671326433547e-05,9.4694302566080884e-11,1.2989676081185057e-11,2.1668637436716331e-07,6.1768207883521229e-16,1.4753385361060202e-07,6.4963129262116494e-07,2.2251343114415023e-12,3.9105227478278967e-07,2.1196111597430847e-14,2.1766312894041174e-10,1.7760414724432323e-09,1.7797395338025367e-09,2.0730573462565547e-12,1.603629256281291e-12,2.9617882707938709e-08,9.5161919254189737e-19,9.3788478946135639e-19,9.3790968476545818e-19,5.0220712719297713e-09,3.140374961056585e-08,2.855570567563074e-12,4.393156515494109e-18,8.1922533565219712e-13,1.1896051130025442e-12,2.1369045732512018e-14,3.0667791409634381e-14,5.6197693707151789e-20,9.9124348740322979e-19,2.0159162852104144e-08,2.2039122061364827e-15,7.6516440145146382e-16,1.6740683336679361e-15,2.1628444090760307e-18,3.2828614890358348e-09,3.348244035662171e-18,9.3681614652866848e-20,3.1300179497169707e-25,4.416184662153374e-20,4.2507362865093252e-18,1.5956007405249368e-16,5.5284190464443503e-16,2.4952185124707033e-21,2.4546235704364164e-21,2.2652566461893998e-17,9.0589929876396074e-22,2.1704949874074041e-16,1.6721151549049123e-17,1.6451306694454776e-15,5.4062237921811377e-18,5.0562526194093482e-18,1.0692755321366739e-17,4.65317956838763e-23,6.8583661267524725e-23,6.7727393965429254e-18,4.8041503965201286e-27,8.0962192497235982e-22,4.1447797463406535e-24,2.5807868935631701e-23,7.1181201370634764e-19,3.3653259617927994e-24,4.9684644878755038e-23,5.3486607329498898e-10,2.2421826918654529e-11,7.1724782431310706e-11,1.0245396179082957e-14,6.2602454731450961e-15,6.6457545656697077e-15,3.8550909252461235e-16,8.7938325925443205e-09,6.7876678444748979e-13,6.0246468832788385e-09,2.3442019753718393e-08
3.0992504026736104e-08,0.49115391462380487,154.0,0.0,0.0,0.0,0.99987957042821662,0.99999999932329453,18.999958085034493,1.7249176129122663e-05,5.0509654366101527e-05,9.9747122560334662e-06,4.1172661551073564e-05,9.6786480363660437e-11,1.2989643849610034e-11,2.2147703406004144e-07,6.1768046501435572e-16,1.50795657699554e-07,6.6398663656040412e-07,2.2746908734408405e-12,4.0853053794101677e-07,2.1664496478298494e-14,2.2258108840914985e-10,1.8571424430903552e-09,1.8610103608401592e-09,2.167722560614772e-12,1.676864971951584e-12,3.1044376463862728e-08,1.063901555117188e-18,1.0486023413540021e-18,1.0486308238260368e-18,5.3561405553304869e-09,3.2799663526857178e-08,3.1133192423304685e-12,4.5910453408742444e-18,8.4884449759698975e-13,1.2323814778917864e-12,2.3323832579346854e-14,3.219069282260796e-14,6.2379166488099205e-20,1.0572309423690635e-18,2.1214538634891362e-08,2.3727923557713139e-15,8.372157025261472e-16,1.8495749582992542e-15,2.3850768789887712e-18,3.5461372401247802e-09,3.7753666816520138e-18,1.0812574909817775e-19,3.4516277420921722e-25,5.0480350000233436e-20,4.7555547646013605e-18,1.7864521528579625e-16,6.2189122429428288e-16,2.7936984957911767e-21,2.7973812226877742e-21,2.5852292374295949e-17,9.2741480671091279e-22,2.2218225990905679e-16,1.7117306644636616e-17,1.7235499412451098e-15,5.6639361792050539e-18,5.2972880796099952e-18,1.1202075916083244e-17,5.2343563751921805e-23,7.185045978086801e-23,7.0460451950305797e-18,4.9980161402503239e-27,8.4229327286178021e-22,4.7166060757016639e-24,2.9031242279057353e-23,8.3031827708780742e-19,3.9256043713992564e-24,5.991108012209161e-23,5.7712001280421736e-10,2.3412282961369136e-11,7.6156340493700518e-11,1.122436610199469e-14,6.6404608769637537e-15,7.0575220074138244e-15,4.1706113045007222e-16,9.0190120899179225e-09,6.9616300687555105e-13,6.1989323558355695e-09,2.4760670879084773e-08
3.166290794839401e-08,0.4911539120642977,154.0,0.0,0.0,0.0,0.99987695770184382,0.99999999927326089,18.999957170206798,1.7621270904297489e-05,5.1601461314624693e-05,1.0182675446075041e-05,4.2069596551891117e-05,9.8878594054690146e-11,1.2989611613762974e-11,2.2626768037674729e-07,6.1767885099056378e-16,1.5405745349337598e-07,6.7834154064337272e-07,2.3242443844563412e-12,4.2639069671214176e-07,2.2132867007574129e-14,2.2749874827614615e-10,1.9400552255542327e-09,1.9440968820259908e-09,2.2645026399479653e-12,1.7517369550924159e-12,3.2508775286240313e-08,1.1865423937975904e-18,1.1695417241155274e-18,1.1695742155689345e-18,5.7046868135551525e-09,3.4225901044584409e-08,3.3881295995604688e-12,4.7938825342818123e-18,8.7874945845405713e-13,1.2755593388737102e-12,2.5409756309497995e-14,3.3755223587898313e-14,6.9079970556077783e-20,1.126080877294178e-18,2.2293932985622641e-08,2.5503163002961099e-15,9.1426403322918225e-16,2.0388049916246549e-15,2.6243191918250059e-18,3.8230020633187845e-09,4.24541917303868e-18,1.2439773402260185e-19,3.7978538047530027e-25,5.7536613917112107e-20,5.307418926502106e-18,1.9949389296838634e-16,6.9761949454100757e-16,3.1197613899675159e-21,3.1786929604247648e-21,2.9416316368311488e-17,9.4894234347737676e-22,2.2731488809620352e-16,1.751345147065332e-17,1.8038032168888064e-15,5.9276759734705791e-18,5.5439610448326806e-18,1.17232952083344e-17,5.8717488162020334e-23,7.5193576932649795e-23,7.3244270684289519e-18,5.1954825285452001e-27,8.7557142204609947e-22,5.3517909423049426e-24,3.2566403663884505e-23,9.6535643837587872e-19,4.5640430561897291e-24,7.1973687519351123e-23,6.2150557914697518e-10,2.4433631255290929e-11,8.0781557799453239e-11,1.2276714848113233e-14,7.036851627490951e-15,7.4873643337311901e-15,4.505127062402412e-16,9.2441961760773457e-09,7.1355961247130931e-13,6.3732588083761376e-09,2.6116929617994274e-08
3.300371579170982e-08,0.49115390694564365,154.0,0.0,0.0,0.0,0.99987173126272377,0.99999999916592175,18.999955340470343,1.8365330480085908e-05,5.3784974847700866e-05,1.0598563214856727e-05,4.3863299717464135e-05,1.0306262858002951e-10,1.2989547129235292e-11,2.358489329260976e-07,6.176756223335123e-16,1.6058102022899731e-07,7.0705002555700543e-07,2.4233421891940458e-12,4.6325664661243377e-07,2.3069564891170535e-14,2.3733316279879451e-10,2.1113157595839342e-09,2.1157165626062106e-09,2.464406848095595e-12,1.9063893017874665e-12,3.5552436062083981e-08,1.4657323882993554e-18,1.444885099147957e-18,1.4449270323314706e-18,6.446434713196621e-09,3.716933926932462e-08,3.9918961880460468e-12,5.2145516681933531e-18,9.393817010936545e-13,1.3630687988716064e-12,2.999807712767256e-14,3.7010448360548056e-14,8.4162639477580838e-20,1.272610663461058e-18,2.4523594944669454e-08,2.9321985188062259e-15,1.0842665998618482e-15,2.4613228439420064e-15,3.157346576174755e-18,4.418711724398232e-09,5.3272510704311304e-18,1.6316951345419991e-19,4.5692390122337157e-25,7.4137208864588561e-20,6.5653565596788029e-18,2.4694947577819269e-16,8.7097422642914652e-16,3.861950399914609e-21,4.0703322985813224e-21,3.7765076179253469e-17,9.9203793635874685e-22,2.3757974976658351e-16,1.8305710638734917e-17,1.9698115800629867e-15,6.4732371244768074e-18,6.0542188737350981e-18,1.2801428583469144e-17,7.3308471921693258e-23,8.2108758800639084e-23,7.8964184891786403e-18,5.6012168481410852e-27,9.4394805845841513e-22,6.8339876716243427e-24,4.0658981970396108e-23,1.2926211190271072e-18,6.1112982704802138e-24,1.0276887092782988e-22,7.1684845620165004e-10,2.6571391530547377e-11,9.0636950062385115e-11,1.4618610575825199e-14,7.8800883575630999e-15,8.4035264116671662e-15,5.2343805410406546e-16,9.6945673320716166e-09,7.4835312405381516e-13,6.7220052872664559e-09,2.8942300284126662e-08
3.434452363502563e-08,0.49115390182746926,154.0,0.0,0.0,0.0,0.99986650350745554,0.99999999904855374,18.999953510625662,1.9109216788510164e-05,5.596835406461695e-05,1.101439905195262e-05,4.5656778494404261e-05,1.0724640500975129e-10,1.2989482627591712e-11,2.454301321001249e-07,6.1767239286343335e-16,1.6710455388151445e-07,7.3575673959467345e-07,2.5224275969973485e-12,5.0165001526496053e-07,2.4006204994783192e-14,2.4716635971231501e-10,2.2898221347167386e-09,2.2945976811635316e-09,2.6727688715023539e-12,2.0675854459403614e-12,3.8751160686419604e-08,1.7951673419119079e-18,1.7698226126836995e-18,1.7698761770165694e-18,7.2497634115971138e-09,4.0234048858503941e-08,4.672947129751778e-12,5.6554631751394377e-18,1.0010545922436303e-12,1.4520359860137594e-12,3.5181357898092219e-14,4.0436015869190593e-14,1.0170217925495567e-19,1.4313177069713516e-18,2.6845807400281353e-08,3.3513656433891317e-15,1.2770527881546814e-15,2.9475879916034022e-15,3.7691881663764453e-18,5.0723787787472078e-09,6.62120755050923e-18,2.1162496641193991e-19,5.4546824109228168e-25,9.4559925577665961e-20,8.0521718224794157e-18,3.0290747606831388e-16,1.0768199472703086e-15,4.7371250054374858e-21,5.1581930382433289e-21,4.7973350320487963e-17,1.0351955990239698e-21,2.4784409319048389e-16,1.9097929777090811e-17,2.1431553637437847e-15,7.0429059400561052e-18,6.5870248853897354e-18,1.3927152869759318e-17,9.0634169067513406e-23,8.9329190342453892e-23,8.48871259739497e-18,6.0213526024203814e-27,1.0147517073282579e-21,8.6381012666119298e-24,5.0268310810599616e-23,1.7104313065161805e-18,8.0866389727434572e-24,1.4477140769914861e-22,8.2124113852569517e-10,2.8839788609423576e-11,1.0134002879065866e-10,1.7307077168749433e-14,8.7938959066859641e-15,9.3988521475953008e-15,6.0495624090933777e-16,1.0144928194212576e-08,7.8314591224619764e-13,7.0708376401756359e-09,3.1918178720520833e-08
3.568533147834144e-08,0.49115389670977394,154.0,0.0,0.0,0.0,0.9998612744349028,0.99999999892076696,18.999951680672638,1.9852929868022807e-05,5.8151598326286214e-05,1.1430182417575588e-05,4.7450030554706566e-05,1.1142992211921017e-10,1.2989418108816279e-11,2.5501127797761915e-07,6.176691625796001e-16,1.736280545108608e-07,7.6446167435597337e-07,2.6215004792494138e-12,5.4157069301550168e-07,2.4942787044325383e-14,2.5699832623770815e-10,2.4755733997579763e-09,2.4807393338771382e-09,2.8895875976887934e-12,2.2353245268485108e-12,4.2107244460212693e-08,2.1813399946366239e-18,2.150771836615342e-18,2.1508396115786251e-18,8.1171205804872341e-09,4.3420014070402876e-08,5.4376073898484401e-12,6.1169162667417372e-18,1.0637047666992354e-12,1.5423695031998732e-12,4.1008906728454501e-14,4.403447587848791e-14,1.2197178904426767e-19,1.6026867201811237e-18,2.9258270075440609e-08,3.8096256136244683e-15,1.4945849312601288e-15,3.503872149457942e-15,4.46748358052564e-18,5.7863325908436895e-09,8.1573909561369956e-18,2.7163064686205855e-19,6.4652398933902202e-25,1.1948042701836337e-19,9.7979253466781222e-18,3.6842229200157471e-16,1.3193813430440321e-15,5.7617782902817818e-21,6.4741636480954159e-21,6.0347080565410857e-17,1.0784259453564372e-21,2.5810792930968769e-16,1.9890109725681352e-17,2.3238341799665781e-15,7.6366811389216229e-18,7.1423778813811702e-18,1.510046553794973e-17,1.1105016451726179e-22,9.6854855335366824e-23,9.1013083887400678e-18,6.4558890789696713e-27,1.0879822485955255e-21,1.081627028303467e-23,6.1591607787254904e-23,2.2384492491343467e-18,1.0583025472707633e-23,2.0137557186430249e-22,9.3501855203214712e-10,3.1243356618851665e-11,1.1294159705058548e-10,2.0381229438621434e-14,9.7823409221748881e-15,1.0478118469840498e-14,6.9577754766561216e-16,1.0595265684760255e-08,8.1793694723148051e-13,7.4197202837848849e-09,3.5044594005187591e-08
3.7026139321657246e-08,0.4911538915925577,154.0,0.0,0.0,0.0,0.99985604404397821,0.99999999878218093,18.999949850611124,2.059646975706679e-05,6.033470694640358e-05,1.1845912772121173e-05,4.924305357116417e-05,1.1561317859329253e-10,1.2989353572894755e-11,2.6459237063163161e-07,6.176659314813362e-16,1.8015152217310418e-07,7.9316482081963562e-07,2.7205607073776355e-12,5.8301856974095042e-07,2.5879310745451928e-14,2.6682904960604516e-10,2.668568592144523e-09,2.6741406074951483e-09,3.114861900905437e-12,2.4096056735423173e-12,4.5622982320259821e-08,2.6312787194463305e-18,2.5946812532414122e-18,2.5947662586174551e-18,9.0509531135210755e-09,4.6727218845816987e-08,6.2924500134765985e-12,6.5992101064915399e-18,1.1272727158002906e-12,1.6339836808523046e-12,4.7531989437030837e-14,4.7808377760319667e-14,1.4526161698522524e-19,1.7872022642637454e-18,3.1758727390433103e-08,4.3087871924252788e-15,1.7389069478708175e-15,4.1367526586008743e-15,5.2602529702777313e-18,6.5628446822636842e-09,9.968660320399178e-18,3.4531429004705655e-19,7.6125180524927943e-25,1.4966052457675825e-19,1.1835220026323924e-17,4.4462353497002049e-16,1.6032007327622757e-15,6.9535799373647037e-21,8.0535485439514911e-21,7.5225413640040645e-17,1.1217407425757117e-21,2.683712705700182e-16,2.068225144049944e-17,2.5118476490972272e-15,8.2545614671602986e-18,7.7202766888953726e-18,1.6321364113262796e-17,1.3493877784301658e-22,1.046857379060716e-22,9.7342049095687645e-18,6.9048256013337527e-27,1.1636395682600063e-21,1.3426388753022286e-23,7.4840918309964095e-23,2.8994905977311416e-18,1.3708326945527619e-23,2.7680717203704826e-22,1.0585043556635158e-09,3.3786486076989352e-11,1.2549413220039291e-10,2.3883489736332786e-14,1.0849610032372247e-14,1.1646262667735285e-14,7.9665263536303661e-16,1.1045570206470014e-08,8.5272547337300102e-13,7.7686272430757714e-09,3.8321562070195e-08
3.8366947164973055e-08,0.49115388647582015,154.0,0.0,0.0,0.0,0.99985081233364204,0.99999999863242428,18.999948020440996,2.1339836494075555e-05,6.2517679192428872e-05,1.2261589576175852e-05,5.1035845217409654e-05,1.1979617302828952e-10,1.2989289019813695e-11,2.7417341012983406e-07,6.1766269956800051e-16,1.8667495692068156e-07,8.2186616935645594e-07,2.819608152855785e-12,6.2599353481662581e-07,2.6815775783982021e-14,2.7665851705672825e-10,2.8688067379504343e-09,2.8748005793396867e-09,3.3485906421393781e-12,2.5904280047902728e-12,4.9300668825104216e-08,3.1525685561317749e-18,3.1090512808286747e-18,3.1091570311317764e-18,1.0053707117111673e-08,5.0155646806055547e-08,7.2442960355022064e-12,7.1026438079211945e-18,1.1917025533306584e-12,1.7267982189713236e-12,5.480382885694635e-14,5.1760270478058172e-14,1.7187897181738186e-19,1.9853487468502404e-18,3.434497073384554e-08,4.8506596964844444e-15,2.0121442770908707e-15,4.8531124355500972e-15,6.1558995048261046e-18,7.4041299052713413e-09,1.2090753326284123e-17,4.3508851434613335e-19,8.9086777761367683e-25,1.8595523966500696e-19,1.4199305247875649e-17,5.327174050418953e-16,1.9331444243619635e-15,8.3313977481989368e-21,9.9352447502459777e-21,9.2982447254213646e-17,1.1651529717670003e-21,2.7863413097157785e-16,2.1474355997346833e-17,2.7071954009168938e-15,8.8965457017982791e-18,8.3207201640542735e-18,1.7589846182311691e-17,1.627095982362886e-22,1.1282182257502398e-22,1.0387401255105416e-17,7.3681615277223528e-27,1.241723558163424e-21,1.6532458951200324e-23,9.0243412302199105e-23,3.7198583085992309e-18,1.7586900082992315e-23,3.7628242692926187e-22,1.1920111935008255e-09,3.6473427199726874e-11,1.3905172805640153e-10,2.7859778601213122e-14,1.2000003605993993e-14,1.2908377291539944e-14,9.0837368554595144e-16,1.1495834701937126e-08,8.8751093515566378e-13,8.1175396101550225e-09,4.1749089146256131e-08
3.9707755008288865e-08,0.49115388135956056,154.0,0.0,0.0,0.0,0.99984557930290108,0.99999999847113541,18.999946190162117,2.2083030117472991e-05,6.4700514286598321e-05,1.2677212290527282e-05,5.2828403167945653e-05,1.2397890393383559e-10,1.2989224449560205e-11,2.837543965348554e-07,6.1765946683897899e-16,1.9319835880261939e-07,8.5056570974258931e-07,2.9186426872056995e-12,6.7049547708428516e-07,2.7752181826332966e-14,2.8648671583603828e-10,3.0762868518924157e-09,3.0827183173117873e-09,3.5907726691206728e-12,2.7777906291039144e-12,5.3142598141040567e-08,3.7533722210832486e-18,3.7019552883971427e-18,3.7020858516630665e-18,1.1127827901175869e-08,5.3705281250987116e-08,8.3002143885528163e-12,7.6275164327876882e-18,1.2569417951403581e-12,1.8207378507858892e-12,6.2879604131077634e-14,5.5892702570947782e-14,2.0214851961622107e-19,2.1976104197495218e-18,3.7014839880992049e-08,5.437052773810022e-15,2.3165038100502262e-15,5.6601398751442232e-15,7.1632118272328251e-18,8.3123476513511476e-09,1.4562408052525522e-17,5.4367553588526694e-19,1.0366437802029243e-24,2.2932013449088132e-19,1.6928181079013011e-17,6.3398797725249809e-16,2.3144086760398046e-15,9.9153177684189428e-21,1.2161916033762832e-20,1.1402895194493542e-16,1.2086768876218583e-21,2.8889652613018894e-16,2.2266424596504573e-17,2.9098770757604753e-15,9.5626326545423016e-18,8.9437071954150974e-18,1.8905909400397027e-17,1.94799986263876e-22,1.2126309430324309e-22,1.1060896569317131e-17,7.8458962509202063e-27,1.3222341159742776e-21,2.0204948073980807e-23,1.0804166248950827e-22,4.7296930262212742e-18,2.2361245659654358e-23,5.0618847674916362e-22,1.3358409512884931e-09,3.9308293253887871e-11,1.536700384335241e-10,3.2359709117609236e-14,1.3237929689854977e-14,1.426970517234096e-14,1.0317754824859859e-15,1.1946053938706015e-08,9.2229292089491767e-13,8.4664436038934749e-09,4.532717438968813e-08
4.1048562851604674e-08,0.4911538762437791,154.0,0.0,0.0,0.0,0.99984034495080754,0.99999999829796193,18.999944359774339,2.2826050665673552e-05,6.6883211406954025e-05,1.3092780376171296e-05,5.4620725098171375e-05,1.2816136973488063e-10,1.2989159862122004e-11,2.9333532990459778e-07,6.1765623329368652e-16,1.9972172786474164e-07,8.7926343117308124e-07,3.0176641819987524e-12,7.1652428482083955e-07,2.8688528519961663e-14,2.9631363319541657e-10,3.2910079373356956e-09,3.2978928798966914e-09,3.8414068163291884e-12,2.9716926447431284e-12,5.7151064028208547e-08,4.4424510928249801e-18,4.3820605995555589e-18,4.3822206606580373e-18,1.2275759969791902e-08,5.7376105157132639e-08,9.4675218093144106e-12,8.1741269892680768e-18,1.3229411517470005e-12,1.9157320267954754e-12,7.1816449997435519e-14,6.0208222138583582e-14,2.364124665797196e-19,2.4244713767336613e-18,3.9766223732909202e-08,6.0697762208304415e-15,2.6542738186982037e-15,6.5653287142361893e-15,8.2913664862964128e-18,9.2896030817015456e-09,1.7425484498705543e-17,6.7413289619432524e-19,1.1999078237027433e-24,2.8081891206646659e-19,2.006270241271186e-17,7.4979840548901948e-16,2.7525252796412409e-15,1.1726663123054272e-20,1.4780164283413362e-20,1.3881406639895184e-16,1.2523280773093094e-21,2.9915847334998889e-16,2.3058458568291122e-17,3.1198923257075872e-15,1.0252821175693631e-17,9.5892367076310203e-18,2.0269551499187689e-17,2.3167554381262923e-22,1.3000953854157647e-22,1.1754690046790531e-17,8.3380291996183056e-27,1.4051711454121873e-21,2.4521148559540476e-23,1.2849390504437919e-22,5.9633397273022006e-18,2.8193741980481341e-23,6.7428739389991161e-22,1.4902850152334503e-09,4.2295063933527591e-11,1.6940622204710345e-10,3.7436784804380609e-14,1.4567898122344631e-14,1.5735634560867385e-14,1.1677364385227477e-15,1.2396223976953321e-08,9.5707112081146992e-13,8.8153291116962748e-09,4.9055811851901059e-08
4.238937069492048e-08,0.49115387112847453,154.0,0.0,0.0,0.0,0.99983510927645813,0.99999999811255991,18.99994252927754,2.3568898177082228e-05,6.9065769688385947e-05,1.3508293294315884e-05,5.6412808684405845e-05,1.3234356877368749e-10,1.2989095257487366e-11,3.0291621029253308e-07,6.1765299893156476e-16,2.0624506414986435e-07,9.0795932227557514e-07,3.1166725088571351e-12,7.6407984570779075e-07,2.9624815493811902e-14,3.0613925639085e-10,3.5129689862989263e-09,3.5203233161681623e-09,4.1004919050003532e-12,3.1721331397205909e-12,6.1328359826774272e-08,5.2291861724971864e-18,5.1586494849433495e-18,5.1588444136105732e-18,1.3499947011770128e-08,6.1168101175807225e-08,1.0753782743025473e-11,8.7427744301666526e-18,1.3896543336547549e-12,2.0117146187643377e-12,8.1673456064665898e-14,6.470937682548881e-14,2.7503072824300524e-19,2.6664155513800627e-18,4.259706045376228e-08,6.7506398352173316e-15,3.0278238819853559e-15,7.5764778597522653e-15,9.5499303453719597e-18,1.033794837331598e-08,2.0725085879071455e-17,8.2988022989581254e-19,1.382044404313374e-24,3.4163129262166883e-19,2.3646683062991677e-17,8.8159204442941348e-16,3.2533667704601939e-15,1.3788011570450151e-20,1.7840697891298756e-20,1.6782696380831761e-16,1.2961235184123338e-21,3.0941999171184316e-16,2.3850459379875955e-17,3.3372408158220219e-15,1.0967110158221364e-17,1.0257307665260884e-17,2.1680770294759528e-17,2.7383055258982178e-22,1.3906114128226053e-22,1.2468780936625139e-17,8.8445598411756303e-27,1.4905345567133165e-21,2.9565541926978994e-23,1.5187428279113758e-22,7.4597308377017626e-18,3.5268456210523299e-23,8.8994605611878473e-22,1.6556245320016057e-09,4.5437588750428679e-11,1.8631888879217455e-10,4.3148600983008596e-14,1.5994514824233209e-14,1.7311694386655353e-14,1.3171795624221403e-15,1.2846341800827432e-08,9.9184529798067236e-13,9.1641886601008199e-09,5.2934991862885352e-08
4.373017853823629e-08,0.49115386601364686,154.0,0.0,0.0,0.0,0.99982987227899411,0.99999999791459449,18.999940698671566,2.4311572690094642e-05,7.1248188223675788e-05,1.3923750506385619e-05,5.8204651603905863e-05,1.3652549931183131e-10,1.2989030635645157e-11,3.1249703774798073e-07,6.1764976375208322e-16,2.1276836769797862e-07,9.3665337112402967e-07,3.2156675394548467e-12,8.1316204680140558e-07,3.0561042358761867e-14,3.1596357268338031e-10,3.742168979458067e-09,3.7500086657917621e-09,4.3680267431296673e-12,3.3791111918052663e-12,6.5676778443197233e-08,6.1235990188603315e-18,6.0416401429949497e-18,6.0418760667011574e-18,1.4802831891139494e-08,6.5081251631311479e-08,1.2166809246131654e-11,9.3337576511332605e-18,1.4570378688005699e-12,2.1086236427081016e-12,9.2511666077446733e-14,6.9398713805790843e-14,3.183810858714524e-19,2.9239267149580848e-18,4.5505337169672168e-08,7.4814532981404422e-15,3.4396048097927501e-15,8.7016911870093606e-15,1.0948862970760914e-17,1.1459383967895511e-08,2.450967967658657e-17,1.014727082552928e-18,1.584494849392446e-24,4.1306116912766012e-19,2.772699980873424e-17,1.0308934911723306e-15,3.8231512756899089e-15,1.6123211799439887e-20,2.1398496901399014e-20,2.0159848691005302e-16,1.3400816358127325e-21,3.1968110216898814e-16,2.464242864267028e-17,3.5619222254497356e-15,1.1705498542027939e-17,1.0947919076758656e-17,2.3139563696028608e-17,3.2178838220937123e-22,1.4841788911301166e-22,1.3203168547160747e-17,9.3654876849724383e-27,1.5783242671954866e-21,3.5430165911311647e-23,1.7847307154228515e-22,9.2627857249981323e-18,4.3793033126722903e-23,1.1643941613583782e-21,1.8321306677943124e-09,4.8739590398971524e-11,2.0446804741705843e-10,4.9557049494259829e-14,1.7522476267444758e-14,1.9003549639184081e-14,1.4810733717393241e-15,1.3296405069250974e-08,1.0266152686860434e-12,9.5130167063985821e-09,5.6964701978951283e-08
