Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999)
1.6143521127421652e-20,0.49858292890422784,154.0,0.0,0.0,0.0,0.99999999999958367,1.0,19.0,8.7022821291977721e-15,5.3188975535240395e-14,5.3188570087790737e-14,2.5432440330372655e-24,2.542796034371079e-24,2.9941357595856311e-13,2.7032672007315217e-21,1.8321743633321961e-15,5.2605361045931121e-21,1.401208276856448e-24,2.0613301950338446e-35,6.4981316606000249e-26,2.2676316409895411e-35,2.2903409885189358e-26,3.4699749204822831e-36,3.4699749205660535e-36,7.3154111793735393e-47,1.0616245077615094e-47,6.1472858965205001e-28,2.795976458146427e-84,2.5867391109340995e-84,2.5867391109348822e-84,3.0183246597821318e-40,4.0544882874922423e-19,3.3450259151545306e-35,4.0887147142377148e-40,2.6176287527897253e-35,1.3451385582022294e-35,1.2157270007727472e-52,6.1177461645310054e-42,5.4648861037178638e-67,8.8670558377398744e-54,2.8332013207730444e-50,1.1889127092162614e-60,7.4525050702046224e-72,5.6064093340307107e-83,2.3383749206201678e-83,7.7868411724596086e-63
3.2301067903086067e-20,0.49858292890422784,154.0,0.0,0.0,0.0,0.999999999999167,1.0,19.0,1.7412124885782695e-14,1.0642416216203677e-13,1.06423350917637e-13,1.0179604010635178e-23,1.0175940325155363e-23,5.9908726914272072e-13,1.0820113469736503e-20,3.665940471929305e-15,2.1055853282998559e-20,5.6084846708815716e-24,1.6487833789355695e-34,2.6009460916530777e-25,1.8108026039736225e-34,9.1673327531550053e-26,2.7780898291144724e-35,2.7780898292486142e-35,1.17141881353143e-45,1.6999823697658221e-46,2.4605163876036488e-27,3.5861175991043817e-82,3.3177499127610538e-82,3.3177499127630622e-82,2.4164950220347782e-39,8.1124991784696753e-19,1.3388821115376003e-34,3.273448901070428e-39,2.0956945871705136e-34,1.076928725057861e-34,1.946747178198288e-51,4.897916782890673e-41,1.7502350418305669e-65,1.4198840510335491e-52,2.2689937554026395e-49,3.8077215016904124e-59,4.7736807260753523e-70,7.1823874777199212e-81,2.9956989849302169e-81,1.247286844934708e-61
6.461616145441491e-20,0.4985829289042278,154.0,0.0,0.0,0.0,0.99999999999833367,1.0,19.0,3.4831810398935363e-14,2.1289453539177043e-13,2.1289291256173149e-13,4.0731675536817389e-23,4.0702054663555026e-23,1.1984346068818527e-12,4.3294545722100414e-20,7.3334724920873117e-15,8.4250835744782993e-20,2.2441243347276582e-23,1.3170788388004876e-33,1.0407171979125933e-24,1.4417549657569421e-33,3.6681272002122045e-25,2.2233161805834707e-34,2.2233161807981852e-34,1.8750326537267133e-44,2.721078778460442e-45,9.8452705218758346e-27,4.5948876278641929e-80,4.2510284745206167e-80,4.2510284745257628e-80,1.9339304517763396e-38,1.6228521034281008e-18,5.3572724733895135e-34,2.6197396092059376e-38,1.6771925214276117e-33,8.6187024332278656e-34,3.1160633009594187e-50,3.9198220027195037e-40,5.6031077777226287e-64,2.2727385819963696e-51,1.8170210151750099e-48,1.2189830476705274e-57,3.0564605828718064e-68,9.1974138614561178e-79,3.8361454967449827e-79,1.997680395900642e-60
1.2924634855707257e-19,0.49858292890422784,154.0,0.0,0.0,0.0,0.99999999999666689,1.0,19.0,6.9671181425172037e-14,4.2583528175587939e-13,4.25832035787528e-13,1.6295322458966386e-22,1.627151345370306e-22,2.3971290878434146e-12,1.7320635854244145e-19,1.4668535744258553e-14,3.3705817257401488e-19,8.9779580441660368e-23,1.0499651401267561e-32,4.1635462446282542e-24,1.141896495549208e-32,1.4674897330330306e-24,1.778990742455653e-33,1.7789907427992657e-33,3.0006616454082972e-43,4.3546115640993504e-44,3.9387492946241852e-26,5.8844385448388819e-78,5.4440756417844618e-78,5.4440756417976416e-78,1.547438201930769e-37,3.2460565041329525e-18,2.1432578760182769e-33,2.096166706047301e-37,1.3420087250217003e-32,6.8962708311372161e-33,4.9867157935042104e-49,3.1364531593994082e-39,1.7933714946908139e-62,3.6371197417887486e-50,1.4557114942304845e-47,3.9015639038315867e-56,1.9565516983396272e-66,1.1775218917262263e-76,4.9113211316965554e-77,3.2008090970859935e-59
2.5850672276238794e-19,0.49858292890422784,154.0,0.0,0.0,0.0,0.99999999999333344,1.0,19.0,1.3934992347737061e-13,8.5171677410329066e-13,8.5171028198955175e-13,6.5186594442995524e-22,6.4995869565980861e-22,4.7945172716999877e-12,6.9288169311118396e-19,2.9338659096022642e-14,1.3483421697413356e-18,3.5914750310382751e-22,8.3388093357849936e-32,1.665553865259669e-23,8.9538318098680707e-32,5.8704366651439163e-24,1.4233277258265874e-32,1.4233277263764238e-32,4.8015436710117899e-42,6.968086072132425e-43,1.5756279443693049e-25,7.5339906356065861e-76,6.9701832375688836e-76,6.9701832376026324e-76,1.2380681168116325e-36,6.4924654237129957e-18,8.57372957929988e-33,1.6770557716188783e-36,1.0737087344664852e-31,5.5175395573334664e-32,7.9795570007856673e-48,2.5094007749107923e-38,5.7393920863349746e-61,5.8199774158731291e-49,1.1675898301657587e-46,1.248630388431912e-54,1.2523255437339959e-64,1.5073887373129132e-74,6.2871613867922596e-75,5.1342010599390839e-58
5.170274711730187e-19,0.49858292890422784,154.0,0.0,0.0,0.0,0.99999999998666644,1.0,19.0,2.7870740758066885e-13,1.7034797572798679e-12,1.7034667733953217e-12,2.6075698529161666e-21,2.5923330438441414e-21,9.5892905271489451e-12,2.7716385232862064e-18,5.8678893189242631e-14,5.3935861452018938e-18,1.4366480983975714e-21,6.574701930497756e-31,6.662485142792771e-23,6.8881365126562713e-31,2.348270210537386e-23,1.13871623346283e-31,1.1387162343426112e-31,7.6828497940486602e-41,1.1149500818836994e-41,6.3027682413397007e-25,1.6883842770358673e-73,1.5620337689920373e-73,1.5620337690071388e-73,9.9050152847975802e-36,1.2985283735554447e-17,3.4296316535052388e-32,1.3416493983724822e-35,8.5900746818312735e-31,4.4142396662566455e-31,1.2767940692076909e-46,2.0076159224525117e-37,1.8367020112146126e-59,9.3124176677944789e-48,9.3877252074446175e-46,3.9958188715959305e-53,8.015294855950704e-63,1.9295574437313887e-72,8.0479831034959832e-73,8.2547751466994544e-57
1.0340689679942801e-18,0.49858292890422784,154.0,0.0,0.0,0.0,0.99999999997333244,1.0,19.0,5.5742237578286952e-13,3.4070057175994994e-12,3.4069797522137518e-12,1.0430491400137977e-20,1.0309177789219685e-20,1.9178824589006274e-11,1.1086771430395771e-17,1.1735931093449329e-13,2.1574767517364234e-17,5.7467063377473358e-21,5.111558321340769e-30,2.6650471442650747e-22,5.1160572881962081e-30,9.3932718903139301e-23,9.1099460393973428e-31,9.1099460534741653e-31,1.2292837585948422e-39,1.78396422468035e-40,2.5211585915492513e-24,2.1684743185157819e-71,2.0061961958409259e-71,2.0061961958797803e-71,7.9242005396446805e-35,2.5970922249962814e-17,1.3718807876729568e-31,1.07325074625617e-34,6.8722180987026797e-30,3.5314731069674784e-30,2.0429224925482799e-45,1.6061308575383965e-36,5.8776009658918462e-58,1.4900183673622565e-46,7.5848612052533636e-45,1.2786902762426146e-51,5.1299043335355083e-61,2.469889746711814e-70,1.030165291350503e-70,1.3334813318024339e-55
2.0681519616368027e-18,0.49858292890422784,154.0,0.0,0.0,0.0,0.99999999994666444,1.0,19.0,1.1148523121696871e-12,6.8140576144139372e-12,6.8140056938781727e-12,4.1722388257074988e-20,4.0761996428766878e-20,3.8357842916687848e-11,4.434747105264005e-17,2.3471994466058404e-13,8.6299819920772382e-17,2.2987035406147671e-20,3.8704290905454095e-29,1.0660287951039756e-21,3.5773692771124888e-29,3.757346930740754e-22,7.2880432288935198e-30,7.2880432514166068e-30,1.9668679176637049e-38,2.8543749757273574e-39,1.0084736967354649e-23,2.7757858480103847e-69,2.5680594713337487e-69,2.5680594714332247e-69,6.3394360242917544e-34,5.1942206841681402e-17,5.4875806950660159e-31,8.5846002485764258e-34,5.4978321034490783e-29,2.8252080973219662e-29,3.2687176411592368e-44,1.2849199300964437e-35,1.880857069568751e-56,2.3840393734141629e-45,6.1871668423797606e-44,4.0918283091414437e-50,3.2831552700925933e-59,3.1614751603234678e-68,1.31861838002379e-68,2.1741856807476192e-54
4.1363179489218486e-18,0.4985829289042278,154.0,0.0,0.0,0.0,0.99999999989332844,1.0,19.0,2.2297121848729885e-12,1.362816131511982e-11,1.3628057513317268e-11,1.6689038776963957e-19,1.5936796476964024e-19,7.6715680388953024e-11,1.7739026009891962e-16,4.6944040505789824e-13,3.452000111603617e-16,9.1948419098705945e-20,2.7956604042008183e-28,4.2641296143806879e-21,2.2814230512392451e-28,1.5029463789670378e-21,5.8304690263649892e-29,5.8304690624017894e-29,3.1469731369758393e-37,4.5670159447978185e-38,4.0339153148170506e-23,3.5530489192425811e-67,3.2871559405056849e-67,3.2871559407603456e-67,5.0715794841236346e-33,1.0388480627672626e-16,2.1950448200197075e-30,6.8653099702566319e-33,4.3982795844843037e-28,2.260173621413065e-28,5.22998176292123e-43,1.0279420352513628e-34,6.0187824654521473e-55,3.8144221967619955e-44,5.1404933910080008e-43,1.3093716841311483e-48,2.1011984072809496e-57,4.0466482071082407e-66,1.6878148820014215e-66,3.6086029964109615e-53
6.204483936206894e-18,0.49858292890422784,154.0,0.0,0.0,0.0,0.99999999983999244,1.0,19.0,3.3445720575059566e-12,2.044226492518504e-11,2.0442109268866633e-11,3.546425838433022e-19,3.3339206306526412e-19,1.1507331867915451e-10,3.7695409351847425e-16,7.0416005840312007e-13,7.3354961663265387e-16,1.9539040357278609e-19,7.5535288287806553e-28,9.0612783308624558e-21,5.7859399326636478e-28,3.1937657776627181e-21,1.6671522526211534e-28,1.6671522658850425e-28,1.1582904460705279e-36,1.6809652205422116e-37,8.5720828818683445e-23,1.8332425468746296e-66,1.6960515512158546e-66,1.6960515513722033e-66,1.4501590340293891e-32,1.55827435963379e-16,4.6644793850131906e-30,1.962656693485537e-32,1.257632981810864e-27,6.4626835019263535e-28,1.9249833831704877e-42,2.9392762222672565e-34,2.7479649559289078e-54,1.403952537983075e-43,1.5011912407351458e-42,5.9780954883730484e-48,1.1544578544903335e-56,2.6106377801198251e-65,1.0888698749074668e-65,1.3511964351834035e-52
8.272649923491939e-18,0.49858292890422784,154.0,0.0,0.0,0.0,0.99999999978665643,1.0,19.0,4.4594319300685912e-12,2.7256368446801652e-11,2.7256160960526264e-11,6.0497896725166047e-19,5.6064235730219587e-19,1.5343075778832657e-10,6.4303862588458163e-16,9.3887890469902455e-13,1.251347964141069e-15,3.3331286407605916e-19,1.5161250469025386e-27,1.5457470183918182e-20,1.1037936606690763e-27,5.448192864412748e-21,3.5165098545223152e-28,3.5165098881622879e-28,2.9376633624555159e-36,4.2632899801045658e-37,1.4622976403402199e-22,1.0000998619730997e-65,9.2525723083318753e-66,9.2525723092022328e-66,3.0588119576413972e-32,2.0777009590163979e-16,7.9570628099335843e-30,4.1390576949518729e-32,2.6527105950945829e-27,1.3631663009312193e-27,4.8821789002574016e-42,6.199790019880083e-34,8.1909102430512805e-54,3.5607076329079049e-43,3.2263921938070587e-42,1.7818923457663539e-47,3.969248419394854e-56,1.0195197562209651e-64,4.2523109292620848e-65,3.4796479544435972e-52
1.240898189806203e-17,0.4985829289042278,154.0,0.0,0.0,0.0,0.99999999967998454,1.0,19.0,6.6891516750287912e-12,4.0884575288914358e-11,4.0884264193900291e-11,1.2525329614717656e-18,1.1335990107476022e-18,2.3014516854419779e-10,1.3313266268277389e-15,1.4083147032041045e-12,2.5907508461159443e-15,6.9008096435295507e-19,3.8273326636995245e-27,3.2002695463600416e-20,2.592971273636163e-27,1.1279799698419819e-20,9.6046870936563028e-28,9.6046872112961384e-28,1.0273075085415567e-35,1.4908913571437734e-36,3.0275038661116662e-22,1.3889673102481381e-64,1.285023722695938e-64,1.2850237228334296e-64,8.3545930955975571e-32,3.1165548677683409e-16,1.6474113342250018e-29,1.130161700696029e-31,7.2453641637541588e-27,3.7232241931865274e-27,1.7073233521662625e-41,1.6933563838157216e-33,3.5853248603837588e-53,1.2451846357757923e-42,9.0849632919276589e-42,7.7996267455288424e-47,2.1347210323182047e-55,6.6312874260952828e-64,2.7658410878368655e-64,1.2479657570319278e-51
1.654531387263212e-17,0.49858292890422784,154.0,0.0,0.0,0.0,0.99999999957331265,1.0,19.0,8.9188714197303477e-12,5.4512781822749765e-11,5.4512367192329086e-11,2.1302312570821342e-18,1.8853086378724586e-18,3.0685884684897644e-10,2.2642320934005263e-15,1.8777475339240553e-12,4.4061773374012088e-15,1.1736450365937342e-18,7.4825028237878354e-27,5.4428133120442825e-20,4.7883116046412631e-27,1.9183992810427959e-20,2.0096227875713404e-27,2.0096228169661651e-27,2.5669455115649592e-35,3.7253270341400949e-36,5.1489933816676731e-22,6.3848914410042105e-64,5.9070770862572588e-64,5.9070770869702177e-64,1.7480647658159982e-31,4.1554098889798238e-16,2.8018185420860236e-29,2.3640387399663682e-31,1.5159700673567917e-26,7.7902177212113173e-27,4.2661388184604518e-41,3.5430697425896546e-33,1.0445919276023143e-52,3.1113516908341783e-42,1.9514872011555131e-41,2.2724215728385597e-46,7.114553705164225e-55,2.4895713348070785e-63,1.0383743458400385e-63,3.1825143561180026e-51
2.068164584720221e-17,0.4985829289042278,154.0,0.0,0.0,0.0,0.99999999946664075,1.0,19.0,1.1148591164154788e-11,6.8140988039090551e-11,6.8140469939030905e-11,3.2545126712457358e-18,2.815737642901023e-18,3.835717403916406e-10,3.4592253928722793e-15,2.3471771848927728e-12,6.7316246313853315e-15,1.7930611023999008e-18,1.2749292338989843e-26,8.3153766505207372e-20,7.7633279536146596e-27,2.9308813912016765e-20,3.6584427026400742e-27,3.6584427650040315e-27,5.4460189745465644e-35,7.903676477790462e-36,7.8665007102983845e-22,2.3573144372040732e-63,2.180904441395299e-63,2.1809044416813246e-63,3.1822910275753639e-31,5.1942661021122546e-16,4.2805501956360327e-29,4.3024614336146329e-31,2.759760556555396e-26,1.4181767869494322e-26,9.0510828979667655e-41,6.4500253001584149e-33,2.5362122539074037e-52,6.6010139013812933e-42,3.6463160610089347e-41,5.5172755785972585e-46,1.9477959465484698e-54,7.593639045194741e-63,3.1672279999231851e-63,6.8901643552330917e-51
2.8954309796342395e-17,0.4985829289042278,154.0,0.0,0.0,0.0,0.99999999925329697,1.0,19.0,1.5608030652154916e-11,9.5397399575686253e-11,9.5396674661442008e-11,6.2583133573816871e-18,5.1476444644740491e-18,5.3699512394328029e-10,6.6519226781802838e-15,3.2860267479687118e-12,1.2944587721650632e-14,3.4479769999783792e-18,2.8857948400675127e-26,1.5990114651200254e-19,1.6141429437262591e-26,5.6359825907763508e-20,9.6593719138660651e-27,9.659372142343685e-27,1.9952082192839799e-34,2.8956467536662325e-35,1.5127007193317988e-21,2.8898854133621282e-62,2.6736203921556582e-62,2.6736203927435235e-62,8.4022087838924687e-31,7.2719821790095856e-16,8.2313637590064255e-29,1.1351258612404499e-30,7.2865421771933174e-26,3.7443846155959021e-26,3.3160386514017871e-40,1.7029977124285068e-32,1.3120554394725647e-51,2.4183309439020616e-41,1.0302973718980355e-40,2.8541585744492298e-45,1.4548865296881229e-53,8.4038233168789262e-62,3.5051476051694586e-62,2.6895893609002629e-50
4.549963769462276e-17,0.4985829289042278,154.0,0.0,0.0,0.0,0.99999999882660995,1.0,19.0,2.4526909624780904e-11,1.4991021942610271e-10,1.499090810411584e-10,1.5268387281393501e-17,1.1344515148299156e-17,8.4383233598024059e-10,1.6228432845549285e-14,5.1636871576477829e-12,3.1580399039833835e-14,8.4119323838095842e-18,8.4457412405462187e-26,3.9010706015791407e-19,4.256217961954353e-26,1.375009306468957e-19,3.7351273507279888e-26,3.7351274956147412e-26,1.2652343893839754e-33,1.8363103865397615e-34,3.6905327747628429e-21,8.0793428223136603e-61,7.4747240000088301e-61,7.4747240031583012e-61,3.2490100904767693e-30,1.1427428846023664e-15,2.0082117134090351e-28,4.3818289689127033e-30,2.8175534607859318e-25,1.447875215795299e-25,2.1029373954030339e-39,6.5852251203613984e-32,1.4183747046286088e-50,1.533512770441391e-40,4.5825890768591215e-40,3.0851922490025536e-44,2.7837159171538376e-52,2.9424734679066482e-60,1.2272753280332558e-60,1.9587115889456612e-49
6.204496559290312e-17,0.4985829289042278,154.0,0.0,0.0,0.0,0.99999999839992282,1.0,19.0,3.3445788592904015e-11,2.0442303535755779e-10,2.0442148333055656e-10,2.8285196696503181e-17,1.9205496742354289e-17,1.1506567973380445e-09,3.0063300804916742e-14,7.041295901953248e-12,5.8502940174823496e-14,1.558323840829736e-17,1.7207411791445341e-25,7.2268078154322015e-19,8.1886046586651045e-26,2.5472513144899639e-19,9.2696558194636222e-26,9.269656291454407e-26,4.1216802410475384e-33,5.9822075995873902e-34,6.8368378021816833e-21,5.396556819022034e-60,4.992704697629171e-60,4.9927047001019727e-60,8.0632454670512679e-30,1.5582894880635122e-15,3.7202936068335409e-28,1.0859677675865898e-29,6.9923905664377175e-25,3.593226938683343e-25,6.8508743550261622e-39,1.634288969484727e-31,5.9209054769455931e-50,4.995544900553331e-40,1.2563136176675989e-39,1.2878320973918336e-43,1.4512946436553661e-51,1.868556207424378e-59,7.7935555403368025e-60,6.9421775321394845e-49
