Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999)
1.910212571177257e-09,0.49858244754483483,154.0,0.0,0.0,0.0,0.95289428171114288,1.0,18.999618227909107,0.00100067908151544,0.0059830865962921089,0.0054186033013330628,0.00035997416711858887,1.3343646184666047e-09,7.0568405316560038e-06,0.011518691810853902,6.505187938452088e-08,0.022498090926060199,8.3966763842935811e-06,2.9274927759997262e-12,8.6319403284762123e-05,4.9079822383511877e-14,1.2798898172889194e-05,0.00019991672340722132,0.00020002125035716812,4.6333249253010275e-08,2.6740959444655386e-08,6.9047417176871679e-06,5.4683901262408272e-10,6.9029100764842039e-10,6.9834979209383481e-10,5.2868251717347215e-07,1.2783414129645889e-05,1.3852946954691266e-08,1.3779949283073757e-14,2.9943104993087769e-06,1.5036502340841199e-06,2.7579258481641629e-08,6.8328754555551025e-10,2.5231427487387358e-12,1.1482112337504734e-13,8.6899451450191068e-10,6.7230308839896841e-10,1.8509094525991403e-10,6.5210096223426783e-12,1.5432137315276344e-11,1.0961442061591173e-11
1.968979903502246e-09,0.4985824533645838,154.0,0.0,0.0,0.0,0.95148753141488629,1.0,18.999606966902515,0.0010305620679683131,0.0061578825036877035,0.0055705746853639626,0.00037015730910209432,1.3733472591079134e-09,7.0469816348740708e-06,0.011863500113126691,6.495584353144953e-08,0.023174213178620798,8.6420575595949514e-06,3.01030725958142e-12,9.1520284106277015e-05,5.051411185364272e-14,1.3170802308310238e-05,0.00021243253560938784,0.00021254578660664174,4.9234073255386114e-08,2.841541872543223e-08,7.350325036897425e-06,6.3155761222790856e-10,8.0423430055159676e-10,8.1392443781152086e-10,5.7706462399151765e-07,1.35610517705281e-05,1.5590493997819619e-08,1.4639923471594254e-14,3.1006927445663887e-06,1.556680456605516e-06,3.1099190423356166e-08,7.2970603038881764e-10,2.8821485428554631e-12,1.253998717504061e-13,9.780368496347037e-10,7.5122562599996567e-10,2.1317665763460036e-10,7.5335377478383143e-12,1.8132169701052175e-11,1.272978659264731e-11
2.0277472358272347e-09,0.49858246035673304,154.0,0.0,0.0,0.0,0.95008325488710343,1.0,18.999595737804537,0.0010603922562198271,0.0063321427373263395,0.0057217114718052121,0.00038028451551871327,1.4122103843688994e-09,7.0371401424009287e-06,0.012207745099954126,6.4859976557820872e-08,0.023849390413401794,8.8866864319635427e-06,3.0926668467184984e-12,9.6862491750210642e-05,5.19440040012254e-14,1.3540667095322681e-05,0.00022530555024384577,0.00022542805408804262,5.2217688813118944e-08,3.0137676097606026e-08,7.810638498824157e-06,7.2600767564484947e-10,9.3257212778121745e-10,9.4415809539382138e-10,6.2819007675845053e-07,1.4360429010583556e-05,1.7483797373258255e-08,1.5527454238402477e-14,3.2069515051661262e-06,1.6096351022194693e-06,3.4939725397510632e-08,7.7773904432160264e-10,3.2780908987255917e-12,1.3658589187190644e-13,1.0968375023830463e-09,8.3645140240143485e-10,2.4444711476533909e-10,8.663601893027873e-12,2.1193961193764253e-11,1.4717481805452522e-11
2.0865145681522236e-09,0.4985824685148647,154.0,0.0,0.0,0.0,0.94868144703279145,1.0,18.99958454042352,0.0010901697391727332,0.0065058688099272725,0.0058720169816496989,0.00039035600914673498,1.4509543317624081e-09,7.0273160181216694e-06,0.012551427757452842,6.4764278115809229e-08,0.02452362430294661,9.1305651259096769e-06,3.1745733491568838e-12,0.00010234514455922081,5.3369511244340884e-14,1.3908500644573059e-05,0.00023853378020934922,0.00023866608968744669,5.5283635186390348e-08,3.1907465564585597e-08,8.2857474165638133e-06,8.3092956623317065e-10,1.0765940599664739e-09,1.0903731549449746e-09,6.821209079195966e-07,1.51814420866844e-05,1.9541493951493571e-08,1.6442664540908216e-14,3.313082340528942e-06,1.6625122249857823e-06,3.9118870418696564e-08,8.2739391523164939e-10,3.7133654628315619e-12,1.4839342925554819e-13,1.2259337711838648e-09,9.282494550000843e-10,2.7914586318812564e-10,9.9204143369769264e-12,2.4651604421915154e-11,1.6943995157871692e-11
2.1452819004772125e-09,0.4985824778325873,154.0,0.0,0.0,0.0,0.94728210276817115,1.0,18.99957337456927,0.0011198946095428387,0.0066790622300201318,0.0060214945246460988,0.00040037201200856886,1.4895794378669621e-09,7.0175092260006687e-06,0.012894549069346867,6.4668747858353665e-08,0.025196916515476474,9.3736957600637151e-06,3.2560285724958228e-12,0.00010796736530406695,5.4790645966697527e-14,1.4274311039257245e-05,0.00025211524547942858,0.00025225793810070219,5.8431453276042285e-08,3.3724522076970168e-08,8.7757165268784982e-06,9.4709101486709188e-10,1.2376596043505344e-09,1.2539648298985815e-09,7.3891812441282578e-07,1.6023987361554782e-05,2.1772408956053187e-08,1.7385676252794792e-14,3.4190816704911061e-06,1.7153102708902029e-06,4.3655024590008261e-08,8.7867790680651405e-10,4.1904322795394974e-12,1.6083651358368193e-13,1.3658742575222251e-09,1.0268892205534376e-09,3.1752614419065317e-10,1.1313564907454775e-11,2.8541046799649785e-11,1.9429864357562898e-11
2.2040492328022014e-09,0.49858248830353696,154.0,0.0,0.0,0.0,0.94588521702066586,1.0,18.999562240053042,0.0011495669598594149,0.0068517245019554512,0.0061701473993303769,0.00041033274537287574,1.5280860383291721e-09,7.0077197300813677e-06,0.013237110017045167,6.4573385439157876e-08,0.025869268715055148,9.6160804471903343e-06,3.3370343162046019e-12,0.00011372828116232471,5.6207420517717855e-14,1.4638106335198755e-05,0.00026604797307842415,0.00026620165180699112,6.1660685618019227e-08,3.558858152934392e-08,9.280609992854372e-06,1.0752868539189391e-09,1.4171995109143215e-09,1.4364026164791947e-09,7.9864171785255453e-07,1.6887961326517576e-05,2.4185552624070461e-08,1.8356610169015842e-14,3.5249466181661881e-06,1.7680280047228287e-06,4.8566971642434873e-08,9.3159821883945743e-10,4.7118146289439783e-12,1.7392896000681147e-13,1.5172186393678847e-09,1.1326403238233826e-09,3.5985088227315606e-10,1.2853020732460173e-11,3.290010921999036e-11,2.2196720482143544e-11
2.2628165651271903e-09,0.4985824999213756,154.0,0.0,0.0,0.0,0.94449078472887948,1.0,18.999551136687533,0.0011791868824656021,0.0070238571259151833,0.0063179788930572437,0.00042023842975669651,1.5664744678661912e-09,6.9979474944863537e-06,0.013579111579705348,6.447819051269077e-08,0.026540682561724569,9.8577212942018827e-06,3.417592373639407e-12,0.00011962702369720061,5.761984721262074e-14,1.4999894560927876e-05,0.00028032999705770024,0.00028049529104246277,6.4970876377853583e-08,3.749938075709516e-08,9.8004914065489527e-06,1.2163387317987674e-09,1.6167170396184611e-09,1.639231717033058e-09,8.6135067463005776e-07,1.7773260604209078e-05,2.6790116896685225e-08,1.9355586010771563e-14,3.6306748819242125e-06,1.8206644508065016e-06,5.3873872552835563e-08,9.8616198752413842e-10,5.2800978738299305e-12,1.8768437047337849e-13,1.6805374470559022e-09,1.2457723774893131e-09,4.0639266687787004e-10,1.4549125717826435e-11,3.7768502516190969e-11,2.5267310669828757e-11
2.3215838974521792e-09,0.49858251267979187,154.0,0.0,0.0,0.0,0.94309880084257547,1.0,18.999540064286855,0.001208754469518818,0.0071954615979232042,0.0064649922820315476,0.00043008928492757641,1.6047450602678762e-09,6.9881924834173537e-06,0.013920554734286581,6.4383162734181365e-08,0.027211159711617663,1.0098620402175084e-05,3.4977045320617977e-12,0.00012566272883644781,5.902793833251095e-14,1.5359683717758279e-05,0.00029495935847204482,0.00029513692377394513,6.836157134520197e-08,3.9456657533255197e-08,1.0335423791627511e-05,1.3710948098900999e-09,1.8377891892959413e-09,1.8640744276696708e-09,9.2710298593075433e-07,1.8679781951261949e-05,2.95954721391253e-08,2.0382722430465678e-14,3.7362646301403342e-06,1.8732188444730134e-06,5.9595258239792905e-08,1.0423762857482934e-09,5.8979283163643919e-12,2.0211613508545077e-13,1.8564118415909375e-09,1.3665547927804494e-09,4.5743372781047759e-10,1.6412599768088215e-11,4.3187841782849221e-11,2.8665520382816992e-11
2.380351229777168e-09,0.4985825265725008,154.0,0.0,0.0,0.0,0.94170926032265523,1.0,18.999529022666536,0.0012382698129911583,0.0073665394098557926,0.0066111908313396441,0.0004398855299056853,1.6428981483991725e-09,6.9784546611549197e-06,0.014261440455593778,6.4288301759618425e-08,0.027880701817052683,1.0338779866365572e-05,3.5773725726553218e-12,0.00013183453685138087,6.0431706124467177e-14,1.5717481779862131e-05,0.00030993410535624092,0.00031012462567272945,7.1832317928412686e-08,4.1460150565364883e-08,1.0885469605988556e-05,1.5404294435581596e-09,2.0820678888144487e-09,2.1126314907398723e-09,9.9595565766932528e-07,1.9607422260956629e-05,3.261116389024194e-08,2.1438137016640458e-14,3.8417144144861833e-06,1.9256905922541165e-06,6.5751022336456314e-08,1.1002481233861775e-09,6.5680120648505326e-12,2.172374334783294e-13,2.0454333953500198e-09,1.4952566002982524e-09,5.1326590474953197e-10,1.845453776667131e-11,4.9201658651485876e-11,3.2416395246575034e-11
2.439118562102157e-09,0.4985825415932439,154.0,0.0,0.0,0.0,0.94032215814113584,1.0,18.999518011643492,0.0012677330046698026,0.0075370920494521121,0.0067565777949806808,0.0004496273829659359,1.680934064202628e-09,6.9687339920584414e-06,0.014601769716314298,6.41936072457522e-08,0.028549310526611499,1.057820177622045e-05,3.6565982705418925e-12,0.00013814159233599041,6.1831162801622067e-14,1.6073296694345849e-05,0.0003252522927018101,0.00032545648008842925,7.538266514913096e-08,4.3509599492365289e-08,1.1450690744378495e-05,1.725242848558055e-09,2.3512811508649589e-09,2.3866834124355001e-09,1.0679647203430008e-06,2.0556078565841219e-05,3.5846909641453866e-08,2.252194629889132e-14,3.9470230991674056e-06,1.978079239557276e-06,7.2361414039991722e-08,1.1597844475895974e-09,7.2931139107654576e-12,2.3306123622248748e-13,2.2482038751737246e-09,1.6321462806195405e-09,5.7419061115476067e-10,2.0686408328001643e-11,5.585541159701063e-11,3.6546162465670315e-11
2.497885894427146e-09,0.4985825577357884,154.0,0.0,0.0,0.0,0.93893748928112886,1.0,18.99950703103606,0.0012971441361574174,0.0077071210003246682,0.0069011564158978729,0.00045931506164009783,1.7188531387004987e-09,6.9590304405661984e-06,0.014941543487048393,6.4099078850088568e-08,0.029216987485204588,1.0816888215395249e-05,3.7353833948005904e-12,0.00014458304418615652,6.3226320543251415e-14,1.6427136381326893e-05,0.0003409119824339216,0.00034113057802291104,7.9012163636956152e-08,4.5604744881504477e-08,1.2031148540995539e-05,1.9264607541639021e-09,2.6472341888253345e-09,2.6880917458811589e-09,1.1431852388035365e-06,2.1525648040320094e-05,3.9312595644984966e-08,2.3634265752763291e-14,4.0521898035277417e-06,2.0303844445950364e-06,7.9447031037070281e-08,1.2209921430776139e-09,8.0760562162761559e-12,2.4960030624624128e-13,2.4653350278300047e-09,1.7774916042538345e-09,6.4051879289256909e-10,2.3120052334430392e-11,6.3196494356105032e-11,4.1082251817826895e-11
2.556653226752135e-09,0.49858257499392844,154.0,0.0,0.0,0.0,0.93755524873681917,1.0,18.999496080663924,0.0013265032988725586,0.0078766277419697484,0.0070449299260096883,0.00046894878271890809,1.7566557019970837e-09,6.9493439711949489e-06,0.015280762736334601,6.4004716230887892e-08,0.029883734334125243,1.1054841261768995e-05,3.8137297084842764e-12,0.00015115804557896118,6.4617191494863529e-14,1.6779008734010405e-05,0.00035691124338846364,0.00035714501810429883,8.2720365624125126e-08,4.774532822527012e-08,1.2626903772082885e-05,2.1450340443192867e-09,2.9718104971832296e-09,3.018800340120999e-09,1.221671321948481e-06,2.2516028003211348e-05,4.3018273751253121e-08,2.4775209804625313e-14,4.1572138554007996e-06,2.0826059573098549e-06,8.7028812504759279e-08,1.2838780324250707e-09,8.9197178124239687e-12,2.6686720027750698e-13,2.6974483678325312e-09,1.9315594805234979e-09,7.1257088189833943e-10,2.57676812709232e-11,7.1274242540247978e-11,4.60533162283502e-11
2.6154205590771238e-09,0.49858259336148286,154.0,0.0,0.0,0.0,0.93617543151344274,1.0,18.999485160348144,0.0013558105840500714,0.0080456137497778631,0.007187901546241016,0.00047852876225417702,1.7943420832813281e-09,6.9396745485398796e-06,0.015619428430671262,6.391051904716851e-08,0.030549552711095267,1.1292062987455774e-05,3.8916389686352959e-12,0.00015786575395209846,6.6003787768278037e-14,1.7128921618765105e-05,0.0003732481512892755,0.00037349790656105223,8.6506824940227885e-08,4.9931091938346968e-08,1.3238016658511262e-05,2.3819383880646027e-09,3.3269728960448345e-09,3.3808365554429202e-09,1.3034761323324299e-06,2.3527115920273231e-05,4.6974158275234441e-08,2.5944891836524179e-14,4.2620947529271926e-06,2.1347436022021839e-06,9.512803218609335e-08,1.3484488763500114e-09,9.8270329081158758e-12,2.8487427030304202e-13,2.9451749675927081e-09,2.0946158149363013e-09,7.9067674519061641e-10,2.8641875370277576e-11,8.0139938527548185e-11,5.1489251927565102e-11
2.6741878914021127e-09,0.49858261283229716,154.0,0.0,0.0,0.0,0.93479803262726546,1.0,18.999474269911147,0.0013850660827414924,0.0082140804950441501,0.0073300744865542567,0.00048805521556089313,1.8319126108288645e-09,6.9300221372747486e-06,0.015957541534534901,6.3816486958700037e-08,0.03121444425030389,1.1528555458821802e-05,3.9691129263046677e-12,0.00016470533098338275,6.7386121441712858e-14,1.7476882875198696e-05,0.00038992078872553544,0.00039018735719611867,9.0371097006977954e-08,5.2161779354587202e-08,1.386454686835094e-05,2.6381738603775385e-09,3.7147645402237049e-09,3.7763124454538936e-09,1.3886518956988865e-06,2.4558809406699845e-05,5.11906228916465e-08,2.7143424191021624e-14,4.366832133204106e-06,2.186797264291111e-06,1.0376629153966147e-07,1.4147113739999312e-09,1.0800990009994627e-11,3.0363366504371375e-13,3.2091552498863039e-09,2.2669253746512924e-09,8.7517562952735825e-10,3.1755581580617314e-11,8.9846814713742564e-11,5.742121819366481e-11
2.7329552237271016e-09,0.49858263340024245,154.0,0.0,0.0,0.0,0.9334230471055619,1.0,18.999463409176698,0.001414269885815448,0.0083820294449787891,0.0074714519459803917,0.0004975283572193226,1.8693676120042777e-09,6.9203867021514064e-06,0.01629510301039595,6.3722619626001184e-08,0.031878410582440911,1.1764320736501368e-05,4.0461533265688627e-12,0.00017167594257035351,6.8764204559876321e-14,1.7822900316233583e-05,0.00040692724512929925,0.00040721149136115791,9.4312738833005732e-08,5.4437134724004253e-08,1.4506553519433245e-05,2.9147645544515223e-09,4.1373098933757718e-09,4.2074259062952251e-09,1.4772499104333247e-06,2.5611006229586246e-05,5.5678197558809047e-08,2.8370918176009173e-14,4.4714257466274931e-06,2.2387668776782198e-06,1.1296551296259563e-07,1.4826721632368168e-09,1.1844630853211235e-11,3.2315733144439313e-13,3.4900387826171523e-09,2.4487516616683478e-09,9.6641610197112514e-10,3.5122111365964841e-11,1.0045005519881264e-10,6.3881656683164231e-11
2.7917225560520905e-09,0.4985826550592155,154.0,0.0,0.0,0.0,0.93205046998659313,1.0,18.999452577969908,0.0014434220839580558,0.0085494620627173806,0.0076120371126499695,0.00050694840107710448,1.9067074132638175e-09,6.9107682079996551e-06,0.016632113818732336,6.3628916710344944e-08,0.032541453334725107,1.1999360875407261e-05,4.1227619085445948e-12,0.00017877675880997762,7.0138049134044844e-14,1.8166981728182609e-05,0.00042426561675319068,0.00042456843793083949,9.8331309008675501e-08,5.6756903209793559e-08,1.5164095181901646e-05,3.2127581863571896e-09,4.5968156676330717e-09,4.6764617933748135e-09,1.569320556937993e-06,2.6683604310363057e-05,6.0447565471047698e-08,2.9627484069502471e-14,4.575875435995077e-06,2.2906524162829146e-06,1.2274793308636912e-07,1.5523378209209933e-09,1.2961049343104535e-11,3.4345701617716096e-13,3.7884840758609616e-09,2.6403567933916359e-09,1.0647559866142824e-09,3.8755138350050041e-11,1.1200679598279509e-10,7.090431035110387e-11
2.8504898883770794e-09,0.49858267780313753,154.0,0.0,0.0,0.0,0.93068029631958504,1.0,18.999441776117195,0.0014725227676733194,0.0087163798073313162,0.0077518331638240599,0.0005163155602513445,1.943932340157393e-09,6.9011666197275219e-06,0.016968574918041265,6.3535377873751765e-08,0.03320357413092876,1.2233677924747658e-05,4.1989404054084264e-12,0.00018600695397844722,7.1507667142146487e-14,1.8509134870824678e-05,0.00044193400664823508,0.00044225633327721288,1.024263677009625e-07,5.9120830885362249e-08,1.5837229880752469e-05,3.533225692979743e-09,5.095571729194901e-09,5.1857930059997075e-09,1.6649133069290481e-06,2.7776501727200825e-05,6.5509560039497041e-08,3.0913231124420268e-14,4.6801811195017996e-06,2.3424538863440498e-06,1.3313609614479688e-07,1.6237148631938166e-09,1.4153390507784537e-11,3.6454426715661464e-13,4.1051583811717019e-09,2.8420013902277204e-09,1.1705622977062551e-09,4.2668695813147593e-11,1.2457612374282847e-10,7.8524241963297515e-11
2.9092572207020683e-09,0.498582701625957,154.0,0.0,0.0,0.0,0.92931252116470853,1.0,18.999431003446304,0.0015015720272835294,0.0088827841338381414,0.007890843265925155,0.00052563004713070322,1.9810427173307069e-09,6.8915819023207256e-06,0.017304487264849587,6.3442002778985259e-08,0.033864774591398972,1.2467273928043395e-05,4.2746905444139663e-12,0.0001933657065110742,7.2873070528856364e-14,1.884936747748003e-05,0.00045993052464183908,0.0004602733212441511,1.0659747664835023e-07,6.1528664731379816e-08,1.6526015098365338e-05,3.8772608240738602e-09,5.6359519703396388e-09,5.7378815402969887e-09,1.7640767326566028e-06,2.8889596717384256e-05,7.0875161901154203e-08,3.2228267573340914e-14,4.7843427768579913e-06,2.3941713203285129e-06,1.4415284741361723e-07,1.6968097457592361e-09,1.5424849461603961e-11,3.8643043506603862e-13,4.4407374931325982e-09,3.0539444698899839e-09,1.2842111694156282e-09,4.6877174051359736e-11,1.3821907326185534e-10,8.6777852203043977e-11
2.968024553027057e-09,0.4985827265216462,154.0,0.0,0.0,0.0,0.92794713959305564,1.0,18.999420259786284,0.0015305699529296576,0.0090486764932119056,0.0080290705745680192,0.00053489207337748164,2.0180388685281305e-09,6.8820140208424098e-06,0.017639851813723084,6.3348791089559722e-08,0.034525056333076516,1.2700150923137159e-05,4.350014046905459e-12,0.00020085219898227955,7.4234271205674324e-14,1.9187687255085365e-05,0.00047825328731590955,0.00047861755312186605,1.108441991557417e-07,6.3980152632858817e-08,1.7230507777023349e-05,4.2459797292185932e-09,6.2204151483172313e-09,6.3352795108087342e-09,1.8668585160482692e-06,3.0022787679656558e-05,7.6555495956031829e-08,3.357270063323805e-14,4.888360437922496e-06,2.4458047719656747e-06,1.5582132672103938e-07,1.7716288641642192e-09,1.6778670379484813e-11,4.0912667489326704e-13,4.795905553133744e-09,3.2764433480954064e-09,1.4060877824482334e-09,5.1395317607288776e-11,1.5299862357717344e-10,9.5702897374766108e-11
3.026791885352046e-09,0.49858275248420303,154.0,0.0,0.0,0.0,0.9265841466866197,1.0,18.999409544967474,0.0015595166345717529,0.0092140583323934676,0.0081665182345904679,0.0005441018499297034,2.0549211165946593e-09,6.8724629404335789e-06,0.017974669517274697,6.3255742469733593e-08,0.035184420969512568,1.2932310942209737e-05,4.4249126283377779e-12,0.0002084656180856779,7.5591281051003303e-14,1.9524101884268981e-05,0.00049690041798511168,0.00049728718762149767,1.1516610008943683e-07,6.6475043376241251e-08,1.7950764321423127e-05,4.6405205403932536e-09,6.8515056915735942e-09,6.9806301411395359e-09,1.9733054577767801e-06,3.1175973176533979e-05,8.2561828432262638e-08,3.4946636510202561e-14,4.9922341733991063e-06,2.4973543122018122e-06,1.6816496202864993e-07,1.8481785540780309e-09,1.8218145482051423e-11,4.326439474752069e-13,5.1713548553587318e-09,3.5097535453559985e-09,1.5365862877296535e-09,5.6238222380527567e-11,1.6897969291438713e-10,1.0533850670702752e-10
3.1443265500020243e-09,0.49858280758603607,154.0,0.0,0.0,0.0,0.92386530725174798,1.0,18.999388201181269,0.0016172566247818023,0.0095432962178393921,0.0084390871344249916,0.00056236549409363699,2.1283451902309987e-09,6.8534110437744615e-06,0.018642668189143327,6.3070133099608336e-08,0.03650040536400239,1.3394488152808177e-05,4.5734418604991949e-12,0.00022407000344088781,7.8292775595894672e-14,2.0191246288791682e-05,0.00053516031010218961,0.00053559533628392392,1.2403370447798723e-07,7.1594033024331233e-08,1.9438791953266044e-05,5.5117277825251082e-09,8.2641794752610906e-09,8.4262234745165478e-09,2.1973776663501854e-06,3.3541922856640474e-05,9.5598242856967014e-08,3.7783436513411204e-14,5.1995503139071907e-06,2.6002020107701588e-06,1.9497281530620765e-07,2.0064946933856149e-09,2.1367461365161286e-11,4.8218447283155888e-13,5.9859059838933612e-09,4.0098204980612366e-09,1.825069946610791e-09,6.6960437587080681e-11,2.0481571638150046e-10,1.2690489942930311e-10
3.2501077481870047e-09,0.49858286076667124,154.0,0.0,0.0,0.0,0.92142647188039217,1.0,18.999369088734728,0.0016690482602659527,0.0098378787691815791,0.0086817640754417915,0.000578626181260287,2.1940405282430834e-09,6.8363214483135902e-06,0.019242006299709336,6.2903639011525305e-08,0.037681670937365998,1.3808015855816586e-05,4.7056820288688039e-12,0.00023853996389229458,8.070990653230107e-14,2.0785237161322626e-05,0.00057068486173177189,0.00057116722628188215,1.322673251765832e-07,7.6347059606879192e-08,2.0832484176088047e-05,6.3959780795720546e-09,9.7223578964909171e-09,9.9196710621319973e-09,2.4120292730428227e-06,3.5738644689537441e-05,1.0856174467829361e-07,4.0438501078692442e-14,5.3856439203315607e-06,2.6924789231021881e-06,2.2164962249165094e-07,2.1549601166067044e-09,2.4528758970877125e-11,5.2968491668501947e-13,6.7954691328442241e-09,4.4993791240865022e-09,2.1183270423477194e-09,7.7879642114704638e-11,2.418680521864917e-10,1.4916602538774408e-10
3.355888946371985e-09,0.4985829173117511,154.0,0.0,0.0,0.0,0.91899529979546091,1.0,18.999350067153227,0.0017206752560082602,0.010130829554675322,0.0089219633741247015,0.0005947208270404863,2.2593718001319766e-09,6.8192857497154345e-06,0.01983958735795446,6.2737668081319202e-08,0.038859990030228594,1.4219251903802976e-05,4.8365718643344856e-12,0.00025340870427567835,8.3113642404233052e-14,2.1373173607571482e-05,0.00060723148490957393,0.00060776512155694931,1.4073782761531346e-07,8.1236845420491013e-08,2.2278104222293467e-05,7.3825514789624155e-09,1.1375174022452762e-08,1.1613855151303079e-08,2.6392445012880916e-06,3.7998578982591482e-05,1.2276284884563693e-07,4.3190760780256338e-14,5.5712735028170397e-06,2.7844855633686512e-06,2.5089079216684723e-07,2.3091284163880818e-09,2.8020867686086693e-11,5.8000726056596116e-13,7.6818626451094607e-09,5.0278495641065963e-09,2.4460502735399314e-09,9.0101575301154957e-11,2.8391077920694257e-10,1.7440241222743947e-10
3.4616701445569656e-09,0.49858297718716693,154.0,0.0,0.0,0.0,0.91657176270646912,1.0,18.999331135492756,0.001772138130165765,0.010422156868402078,0.0091597029855306177,0.00061065063570908814,2.3243408565112139e-09,6.802303747464486e-06,0.020435416849781916,6.2572218377634508e-08,0.040035371931968836,1.4628207945671908e-05,4.9661211606762078e-12,0.00026867162774110774,8.5504051301230801e-14,2.1955099479544996e-05,0.0006447894754351769,0.00064537854871842795,1.494427298989932e-07,8.6261957604953324e-08,2.377596193296976e-05,8.4788243306158549e-09,1.3240659387558773e-08,1.3527604949948865e-08,2.8792655956949066e-06,4.0321140368500151e-05,1.3827199346951545e-07,4.6040799075161329e-14,5.7564402173650832e-06,2.8762226527371301e-06,2.8284255381617734e-07,2.4690344136711517e-09,3.1864595134195511e-11,6.3320861376886183e-13,8.6493939938110695e-09,5.596646811735038e-09,2.810851706825146e-09,1.0372656269447369e-10,3.3139155905949073e-10,2.0289404055445714e-10
3.567451342741946e-09,0.49858304035906553,154.0,0.0,0.0,0.0,0.91415583243565601,1.0,18.99931229282209,0.001823437399027564,0.010711868962923218,0.0093950007540229037,0.0006264168041025625,2.3889495387375112e-09,6.7853752418470852e-06,0.021029500241076356,6.2407287976837047e-08,0.041207825897308564,1.5034895572033147e-05,5.0943396511717422e-12,0.00028432417912398379,8.7881200972164789e-14,2.2531058359021864e-05,0.00068334819809673136,0.00068399711027525463,1.5837956613176501e-07,9.1420972536898186e-08,2.5326361702621889e-05,9.6923695879889756e-09,1.5337798313613151e-08,1.568077477156581e-08,3.1323262474455979e-06,4.2705745373683645e-05,1.5516087567792728e-07,4.8989189178573827e-14,5.9411453123632135e-06,2.9676909493510893e-06,3.1765367333238396e-07,2.6347123227189678e-09,3.6081176024454335e-11,6.8934417262839741e-13,9.7024415075095591e-09,6.2071614037168889e-09,3.2154306688072753e-09,1.1885835416189446e-10,3.8477764996364801e-10,2.3493654723659058e-10
3.6732325409269265e-09,0.498583106793848,154.0,0.0,0.0,0.0,0.91174748091758018,1.0,18.999293538222613,0.0018745735770221608,0.010999974049472495,0.0096278744138442677,0.00064202052165770096,2.453199678951788e-09,6.768500033948793e-06,0.021621842977796037,6.2242874962959772e-08,0.04237736114648237,1.5439326315487885e-05,5.221237008922626e-12,0.00030036184458444401,9.0245158826827501e-14,2.3101093558949966e-05,0.00072289708628158096,0.00072361048416800383,1.6754588632691675e-07,9.6712475777678566e-08,2.6929602524931389e-05,1.1030948653975027e-08,1.7686537982575037e-08,1.8094257825064885e-08,3.3986517532503825e-06,4.5151812457128696e-05,1.735024007674085e-07,5.2036494149807909e-14,6.1253900974761348e-06,3.0588912353010195e-06,3.5547534314063955e-07,2.8061957562069366e-09,4.0692254748057969e-11,7.48467250389495e-13,1.0845451063622415e-08,6.860758474725863e-09,3.6625719554115912e-09,1.3560405494335464e-10,4.4455565421554874e-10,2.7084148667303376e-10
3.7790137391119065e-09,0.4985831764581667,154.0,0.0,0.0,0.0,0.90934668019871701,1.0,18.999274870788106,0.0019255471767247834,0.01128648029814798,0.0098583415896877549,0.00065746297045019366,2.5170931001201147e-09,6.751677925650952e-06,0.02221245048606069,6.2078977427643462e-08,0.043543986865397066,1.5841511650918712e-05,5.3468228471767494e-12,0.00031678015124989381,9.2595991937553575e-14,2.3665248124839029e-05,0.00076342564159090809,0.00076420842330335022,1.7693925631761697e-07,1.021350620217779e-07,2.8585978038185831e-05,1.2502503246946219e-08,2.030779753319074e-08,2.0789999063782791e-08,3.6784591718758764e-06,4.7658762048267171e-05,1.9337063226620377e-07,5.5183266977742166e-14,6.3091759219167013e-06,3.1498243076021071e-06,3.9646107454687462e-07,2.983517730276699e-09,4.5719868321318903e-11,8.1062930708032147e-13,1.208293285196385e-08,7.5587769396526928e-09,4.1551439963294235e-09,1.5407405483711613e-10,5.1123124267508033e-10,3.1093657917293109e-10
3.884794937296887e-09,0.4985832493189241,154.0,0.0,0.0,0.0,0.90695340243705613,1.0,18.999256289624608,0.0019763587088646776,0.011571395838103475,0.010086419797265898,0.00067274532523307299,2.5806316160805513e-09,6.7349087196281356e-06,0.022801328172235936,6.1915593470172811e-08,0.04470771220578347,1.6241462995718488e-05,5.471106719618265e-12,0.00033357466686056671,9.4933767040732766e-14,2.4223564836148744e-05,0.00080492343345821239,0.00080578075509092531,1.8655725766837128e-07,1.0768733504581914e-07,3.0295776570389957e-05,1.4115147305420108e-08,2.3223476229947239e-08,2.3791007137670743e-08,3.9719574783374625e-06,5.0226016583922762e-05,2.1484074287899672e-07,5.8430050665624209e-14,6.4925041601167592e-06,3.2404909723365749e-06,4.4076659222336886e-07,3.1667106695544574e-09,5.118642966298919e-11,8.7587997935462497e-13,1.3419458205851399e-08,8.3025287904713826e-09,4.696096982146552e-09,1.7438195582561419e-10,5.853288591478811e-10,3.5556594688714011e-10
