Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344)
1.8219159055435383e-12,0.9409348633199697,154.0,0.0,0.0,0.0,0.99999944907291294,1.0,18.999999999551086,6.9409362596586784e-08,1.7014276007411805e-07,1.6996332718290588e-07,3.1382022874596632e-10,4.3989124883998361e-14,4.4874194540137437e-08,4.2005621187210356e-08,4.5978691971633334e-11,5.4036525249466688e-08,1.3480443403497439e-10,5.0832421607164699e-18,3.4379565404065923e-13,1.4516482897855183e-18,2.7871745925582949e-13,7.3633644679476101e-16,7.3650188798504798e-16,1.2615412112979162e-19,3.9286942817473915e-20,2.308803778497615e-14,3.7522222963463393e-36,3.5538791076778377e-36,3.5538802072961266e-36,3.0648667728714038e-19,2.2780488315065116e-13,1.893605164462986e-22,1.0852127210287585e-21,1.4957648252346695e-15,1.1627316917498333e-15,1.2633964490556882e-25,1.0665505786555726e-21,1.7513620276148679e-33,3.2192674965504366e-27,9.4986944987145076e-27,6.2784744917940621e-27,8.7254928691955591e-31,1.1281669811050879e-34,1.0255909469604071e-35,4.1474406963395809e-32,3.7985305980042034e-40,4.4175515833420233e-44,3.8867400450844585e-42,4.4827606546821425e-41,1.1981394268706243e-37,5.7234535753481172e-22,7.0572141262521862e-25,8.2453384743081781e-26,7.349838229064961e-27,5.984619086760097e-24,2.9132847217877122e-23,1.3757291935448511e-18,4.1604442860029127e-21,2.7090157254725963e-21,7.1966010826769115e-25,5.2754610421672139e-25,1.0239105161495218e-25,1.6430873655182825e-32
1.855983291691824e-12,0.9409348633198842,154.0,0.0,0.0,0.0,0.99999943878636044,1.0,18.99999999953517,7.0707222774176822e-08,1.7332260032138474e-07,1.7313548015192183e-07,3.2561421061594351e-10,4.4811305783164287e-14,4.4999611195833062e-08,4.3096880966992248e-08,4.6252917220269608e-11,5.5440334756526947e-08,1.3892425397369727e-10,5.2742864772384626e-18,3.5652248751299836e-13,1.496013323503775e-18,2.8921721733912625e-13,7.7837561189243702e-16,7.78551619882483e-16,1.3395960206061184e-19,4.2048251909507978e-20,2.3959360583729332e-14,4.2713557891628919e-36,4.0455720957728939e-36,4.045573370946998e-36,3.240626714889476e-19,2.3294409179664384e-13,1.9713123385280677e-22,1.1185444757767263e-21,1.5667732526522778e-15,1.2179298240732489e-15,1.3607578637303928e-25,1.1274601944569493e-21,1.9215485041641681e-33,3.4226697975918914e-27,1.0230838241229709e-26,6.807120695644735e-27,9.645536914999599e-31,1.2713745741413725e-34,1.1557961209844542e-35,4.5505368051080721e-32,4.3636449351738952e-40,5.076500511528224e-44,4.3832926213975866e-42,5.0674589483451878e-41,1.3502556559733904e-37,5.9392850852805745e-22,7.4595746500949179e-25,8.6203513056737157e-26,7.6633638567287232e-27,6.3419397938633631e-24,3.0283351974060914e-23,1.4275199596686099e-18,4.3926487498893395e-21,2.8636139007874104e-21,7.6643392053620696e-25,5.6159603037675185e-25,1.1020060155869557e-25,1.7367688667692278e-32
1.9241180639883954e-12,0.940934863319709,154.0,0.0,0.0,0.0,0.99999941821369687,1.0,18.999999999502581,7.3302942920404152e-08,1.7968217989783388e-07,1.7947913849012223e-07,3.4984894446819989e-10,4.6455641735341616e-14,4.5230094981920038e-08,4.5288120351124724e-08,4.6772354404877153e-11,5.8259171069810712e-08,1.4726456704821222e-10,5.6668521182899591e-18,3.8265287299334797e-13,1.5858275297132005e-18,3.107967454812773e-13,8.6718881581394699e-16,8.6738732500164001e-16,1.5053013562633112e-19,4.7978894839266538e-20,2.575040735984799e-14,5.4964638108476619e-36,5.2059235079059812e-36,5.2059252090997961e-36,3.6121206512614057e-19,2.4331935907079358e-13,2.1321133984511098e-22,1.1860359580088855e-21,1.7142633955238052e-15,1.3325806826751624e-15,1.5722731291324026e-25,1.2561438458065505e-21,2.3016173444901866e-33,3.8552190343297013e-27,1.1821442719092148e-26,7.9649620286934431e-27,1.1720394751466851e-30,1.6038486985030781e-34,1.4580920867147397e-35,5.4507767508719284e-32,5.7142206374761016e-40,6.6522699039571995e-44,5.5371593686644658e-42,6.4321533665322087e-41,1.7034245868925899e-37,6.3829098310605682e-22,8.3094882136984405e-25,9.39703253526264e-26,8.3136439675466258e-27,7.0987325006852962e-24,3.2651040979171781e-23,1.5339574639815444e-18,4.8820234250432487e-21,3.1902093116201766e-21,8.6611368753623947e-25,6.341168699175487e-25,1.2714318909988726e-25,1.9346542980816529e-32
1.9854393590553094e-12,0.9409348633195468,154.0,0.0,0.0,0.0,0.99999939969876039,1.0,18.999999999472411,7.5639090813803542e-08,1.8540569122969252e-07,1.8518769329570238e-07,3.7239695793353282e-10,4.7935514918639229e-14,4.5416335680952688e-08,4.7269317779979976e-08,4.7208636791030867e-11,6.0807806938121119e-08,1.5488085659494197e-10,6.0320958330863471e-18,4.0694078715142898e-13,1.6678449771851882e-18,3.3087930484072461e-13,9.5267503914063843e-16,9.5289541360894181e-16,1.6657242220404111e-19,5.3801867807196206e-20,2.7417525934356491e-14,6.8451091911140016e-36,6.4832830329847745e-36,6.4832852191534011e-36,3.9699138386339626e-19,2.5276750728995931e-13,2.2830474475381205e-22,1.2476838126898553e-21,1.8532691445592934e-15,1.4406361778684895e-15,1.7829226211020393e-25,1.3800120128901091e-21,2.6930338958105708e-33,4.2748469715153562e-27,1.3405586491146589e-26,9.129256020220554e-27,1.3882124294968931e-30,1.9626165289279039e-34,1.7843066092844313e-35,6.3779281912131092e-32,7.223386507001633e-40,8.4143678647098948e-44,6.7836212319507522e-42,7.9144848554041549e-41,2.0845403835228494e-37,6.7958065014898967e-22,9.1274121372641103e-25,1.0126475416692466e-25,8.9257471149023948e-27,7.8293587025605477e-24,3.4857944019293679e-23,1.6330056823130301e-18,5.3516344102233125e-21,3.5045544202150931e-21,9.63060079044388e-25,7.0459878943787984e-25,1.4398721635961635e-25,2.1250918838815897e-32
2.0467606541222235e-12,0.9409348633193803,154.0,0.0,0.0,0.0,0.9999993811842175,1.0,18.999999999441435,7.7975238481535913e-08,1.9112910311497492e-07,1.908955498527235e-07,3.9564232402087867e-10,4.9415363172846449e-14,4.5584514798320517e-08,4.9258254634590922e-08,4.761729143134261e-11,6.336639891047025e-08,1.6259632824811702e-10,6.4086359403195218e-18,4.3195778361945396e-13,1.7509305060364043e-18,3.5158780594102498e-13,1.0435962726907808e-15,1.0438401027790526e-15,1.8372265830695238e-19,6.0107228555326335e-20,2.9136916043509159e-14,8.4679091617449604e-36,8.0203068308528371e-36,8.0203096188857252e-36,4.3506720083292165e-19,2.6232025084995244e-13,2.4399476472841253e-22,1.3101489349313327e-21,1.9982350198107401e-15,1.5533246961944953e-15,2.0140909540413196e-25,1.5117605486842418e-21,3.1360150362385003e-33,4.7243017196101915e-27,1.514408937591361e-26,1.0418051450436793e-26,1.6354239330954948e-30,2.3863527692055752e-34,2.1696074541875754e-35,7.4272564054351186e-32,9.0640434648296926e-40,1.0565016203976621e-43,8.2572161261065413e-42,9.6761495132342106e-41,2.5346900875118042e-37,7.2216178084176363e-22,9.997185132266504e-25,1.0884787061783767e-25,9.5636970497507932e-27,8.6085050515196976e-24,3.7136796104568916e-23,1.735135602047355e-18,5.849664714423445e-21,3.8388690889943878e-21,1.0671299409165207e-24,7.8021093958380266e-25,1.6244163591866283e-25,2.3276017994791518e-32
2.1080819491891376e-12,0.9409348633192096,154.0,0.0,0.0,0.0,0.9999993626700312,1.0,18.999999999409674,8.0311385923602162e-08,1.9685242017709522e-07,1.9660270876235528e-07,4.1958444164269011e-10,5.0895186517228061e-14,4.57363842396056e-08,5.1254180214825206e-08,4.8000067957374668e-11,6.5933981277511469e-08,1.7040635859871226e-10,6.7964627029915523e-18,4.5770302484400526e-13,1.8350343272750156e-18,3.7292200432768939e-13,1.1401192747024346e-15,1.1403882098121181e-15,2.0201800615201065e-19,6.6916876824317545e-20,3.09085768478175e-14,1.0409795206879648e-35,9.859551729987923e-36,9.859555260131517e-36,4.7551197626883722e-19,2.7197758844420364e-13,2.6028914283094309e-22,1.3733940548562517e-21,2.1491828974539292e-15,1.6706632382915062e-15,2.2670737028424352e-25,1.6516317363841026e-21,3.6355025334246872e-33,5.2046354446241921e-27,1.704670379192558e-26,1.1840045385764877e-26,1.9169356831917661e-30,2.8842202873639229e-34,2.6223306182244711e-35,8.6104758166775968e-32,1.129517669349811e-39,1.3173722999688002e-43,9.9901784912361868e-42,1.1758820818899291e-40,3.0636138468659692e-37,7.6603416794985555e-22,1.0920384193910415e-24,1.1672000588149502e-25,1.0227887944102074e-26,9.4377265037061137e-24,3.94875639363366e-23,1.8403458107366526e-18,6.3768601001595985e-21,4.1937648571210445e-21,1.1785832595501647e-24,8.6113788416212148e-25,1.8260440426701647e-25,2.542551234681658e-32
2.1694032442560517e-12,0.9409348633190346,154.0,0.0,0.0,0.0,0.99999934415616742,1.0,18.999999999377117,8.2647533140003098e-08,2.0257564682382661e-07,2.0230917062524915e-07,4.4422271022949146e-10,5.2374985504059425e-14,4.5873525729256677e-08,5.3256416744000664e-08,4.8358605109713046e-11,6.850968213946913e-08,1.7830653987771463e-10,7.1955663924968915e-18,4.8417572614889381e-13,1.9201089741131567e-18,3.948816556852203e-13,1.2424107381315907e-15,1.2427064868596414e-15,2.2149561346745119e-19,7.4252860262873744e-20,3.2732507548684793e-14,1.2721399933879639e-35,1.2048974408199857e-35,1.2048978847821471e-35,5.1839826057978498e-19,2.8173951880775547e-13,2.7719564444554952e-22,1.4373836408856958e-21,2.3061325044401748e-15,1.792667134067983e-15,2.5432066473241599e-25,1.7998677965056989e-21,4.1967452531230334e-33,5.7169016567448587e-27,1.9123485300013547e-26,1.3404236473464366e-26,2.2362333205822683e-30,3.4663276664313314e-34,3.1516729334468563e-35,9.9400294617171273e-32,1.3983947800455002e-39,1.6319707365487097e-43,1.2018090964894296e-41,1.4208859884619844e-40,3.6820577720957921e-37,8.1119760546343274e-22,1.1898584896984073e-24,1.2488144059263425e-25,1.0918713799957369e-26,1.0318577298611435e-23,4.1910214451960604e-23,1.9486349057659854e-18,6.933959247784923e-21,4.5698529814573066e-21,1.2976799836283511e-24,9.4756413745867341e-25,2.0457618997873398e-25,2.7703070485643859e-32
2.2307245393229657e-12,0.9409348633188555,154.0,0.0,0.0,0.0,0.99999932564259619,1.0,18.999999999343789,8.4983680130739435e-08,2.0829878725743801e-07,2.0801493604153813e-07,4.6955652972937259e-10,5.3854763628435898e-14,4.599736748668199e-08,5.5264352223097696e-08,4.8694437822832871e-11,7.1092714213714772e-08,1.8629266981693003e-10,7.6059372886148411e-18,5.1137515236634918e-13,2.0061091927790615e-18,4.1746651583629577e-13,1.3506372907078097e-15,1.3509616209689772e-15,2.4219261348158538e-19,8.2137363299341519e-20,3.4608707386486822e-14,1.5459583128194829e-35,1.4642429653517529e-35,1.4642435201339609e-35,5.6379869419874103e-19,2.9160604071532197e-13,2.9472205727584641e-22,1.5020838180059139e-21,2.4691016291003585e-15,1.9193502064185651e-15,2.8438658146131087e-25,1.9567108870960148e-21,4.8253085484477096e-33,6.2621552027511336e-27,2.1384792947048804e-26,1.5119925285531541e-26,2.597034072251892e-30,4.1437930886838937e-34,3.7677502794766326e-35,1.1429111321361518e-31,1.72065261157356e-39,2.0092899436052977e-43,1.4380112104077143e-41,1.7077683436049029e-40,4.4018419790964724e-37,8.5765188854246646e-22,1.2933361398578051e-24,1.3333241171099786e-25,1.1636568450021479e-26,1.1252610964161048e-23,4.4404714820283953e-23,2.0600014941680221e-18,7.5216938226708332e-21,4.9677444385776261e-21,1.424680009647269e-24,1.0396741574987744e-24,2.2846035857832557e-25,3.0112357701036596e-32
2.2920458343898798e-12,0.9409348633186719,154.0,0.0,0.0,0.0,0.99999930712928931,1.0,18.999999999309679,8.7319826895811862e-08,2.1402184548432598e-07,2.1372000561083797e-07,4.955853006075352e-10,5.5334520488675838e-14,4.6109199226349643e-08,5.7277434003142674e-08,4.9009003834771423e-11,7.3682366566206613e-08,1.9436074202410838e-10,8.0275656795003018e-18,5.3930061469372518e-13,2.0929918388678277e-18,4.4067634074103849e-13,1.4649654949820036e-15,1.4653202341208018e-15,2.6414612491719986e-19,9.0592696833945597e-20,3.653717563874997e-14,1.8687989618932059e-35,1.7700198755695609e-35,1.7700205646543707e-35,6.1178600744261798e-19,3.0157715297944765e-13,3.1287619134446449e-22,1.5674622901812661e-21,2.638106310582687e-15,2.0507249184862199e-15,3.1704675256205611e-25,2.1224031039274332e-21,5.5270836794618294e-33,6.8414522599198624e-27,2.3841289640117531e-26,1.6996714691517585e-26,3.0032944167410849e-30,4.9288104109445353e-34,4.4816577984341914e-35,1.309168872556354e-31,2.1048976016051013e-39,2.4595009416403561e-43,1.7119211983620146e-41,2.0422149459593277e-40,5.2359309744640336e-37,9.053968134652221e-22,1.402628644058378e-24,1.4207311844694112e-25,1.2381845558406617e-26,1.2241380321621562e-23,4.6971032437265907e-23,2.1744441924451514e-18,8.1407885409060421e-21,5.388049926708976e-21,1.5598431701405177e-24,1.1376523406944518e-24,2.5436295779277593e-25,3.2657035987586241e-32
2.353367129456794e-12,0.9409348633184845,154.0,0.0,0.0,0.0,0.99999928861622223,1.0,18.999999999274795,8.9655973435220934e-08,2.1974482532416942e-07,2.1942437993224731e-07,5.223084238458552e-10,5.6814255491747184e-14,4.6210185666766321e-08,5.9295162996544415e-08,4.930364986560787e-11,7.6277997164885649e-08,2.02506936824579e-10,8.4604418616777173e-18,5.6795146775484019e-13,2.180715778715967e-18,4.6451088649635215e-13,1.5855618483716429e-15,1.5859488832647554e-15,2.873932519912345e-19,9.964128867430305e-20,3.8517911618417624e-14,2.247763883761334e-35,2.1289547917108312e-35,2.1289556427217545e-35,6.6243302037444418e-19,3.1165285444875401e-13,3.316658789930282e-22,1.6334882665277525e-21,2.8131610094589321e-15,2.1868025062854259e-15,3.5244684424348218e-25,2.2971864806820051e-21,6.3082972410875446e-33,7.4558503310539932e-27,2.650394252715831e-26,1.9044510236680934e-26,3.4592177563465543e-30,5.8347173418590182e-34,5.3055320316695452e-35,1.4942524780973541e-31,2.5608200745479898e-39,2.9940666448326203e-43,2.0282415355804757e-41,2.430496025336831e-40,6.1985062888903193e-37,9.5443217757976485e-22,1.5178931352089724e-24,1.5110372737329868e-25,1.3154938621339274e-26,1.3286437490393107e-23,4.9609134921773876e-23,2.2919616263978799e-18,8.7919612341115973e-21,5.8313798676238258e-21,1.7034292241707156e-24,1.2416830176476596e-24,2.8239270296785232e-25,3.5340764050291744e-32
2.414688424523708e-12,0.940934863318293,154.0,0.0,0.0,0.0,0.9999992701033722,1.0,18.999999999239151,9.1992119748967287e-08,2.2546773041860216e-07,2.251280596043483e-07,5.4972530094245492e-10,5.8293972766593004e-14,4.630137860157297e-08,6.131708850457044e-08,4.9579637362585124e-11,7.8879026225681357e-08,2.1072761258375045e-10,8.9045561400355552e-18,5.9732710686701412e-13,2.2692417959543547e-18,4.889699093353197e-13,1.7125927832037377e-15,1.713014060353604e-15,3.1197108441834702e-19,1.0930567471125797e-19,4.0550914672207595e-14,2.6907546439489484e-35,2.5485317032962554e-35,2.5485327485889787e-35,7.158126426679063e-19,3.2183314400628013e-13,3.5109897488242642e-22,1.7001323913628501e-21,2.9942787601714952e-15,2.3275930972090837e-15,3.9073656162469605e-25,2.4813029891256612e-21,7.1755205753170547e-33,8.1064082404275405e-27,2.938402338119456e-26,2.1273520522829923e-26,3.9692620767645419e-30,6.8760656162109758e-34,6.2526148831935476e-35,1.6997200763852885e-31,3.099294371336976e-39,3.6258628733223564e-43,2.3921052000356186e-41,2.8795082740713092e-40,7.305041247613412e-37,1.0047577792584875e-21,1.6392866051680051e-24,1.6042437678323969e-25,1.3956240967868473e-26,1.4389333892679822e-23,5.2318990111537604e-23,2.412552430959774e-18,9.4759229132525212e-21,6.298344408483557e-21,1.8556978498298597e-24,1.3519504499618069e-24,3.1266096266760607e-25,3.8167197309911947e-32
2.476009719590622e-12,0.9409348633180973,154.0,0.0,0.0,0.0,0.99999925159071912,1.0,18.999999999202739,9.432826583705137e-08,2.3119056423950151e-07,2.3083104522520686e-07,5.7783533391126058e-10,5.977367196897457e-14,4.6383727803423935e-08,6.334280354498125e-08,4.9838147884670637e-11,8.1484930201926211e-08,2.1901929742750649e-10,9.3598988278164914e-18,6.2742696547923764e-13,2.3585325023460732e-18,5.1405316562664984e-13,1.8462246667589589e-15,1.8466821923791551e-15,3.3791669741668665e-19,1.1960849070963894e-19,4.2636184179044826e-14,3.2065379609207314e-35,3.0370540377010012e-35,3.0370553150201863e-35,7.7199787346949149e-19,3.3211802056789774e-13,3.711833559923323e-22,1.7673666774628181e-21,3.1814713087395842e-15,2.4731058170763675e-15,4.3206965340705524e-25,2.6749945392767204e-21,8.1356791856156532e-33,8.7941861302127818e-27,3.2493108975139514e-26,2.3694257579252303e-26,4.5381476099025977e-30,8.0686932807796957e-34,7.3373195144507037e-35,1.9272138520869889e-31,3.7324850137668563e-39,4.3693068574209596e-43,2.8091014673820498e-41,3.3968186958773131e-40,8.5723780003182015e-37,1.0563734178550898e-21,1.7669659049717996e-24,1.7003518046529881e-25,1.478614576058408e-26,1.5551620258096195e-23,5.5100566059228427e-23,2.5362152500374088e-18,1.0193377832040435e-20,6.7895534236557362e-21,2.0169086381869297e-24,1.4686388277594221e-24,3.4528174427387399e-25,4.1139987908282381e-32
2.537331014657536e-12,0.9409348633178976,154.0,0.0,0.0,0.0,0.99999923307824412,1.0,18.999999999165567,9.6664411699473607e-08,2.3691333009689615e-07,2.3653333739237332e-07,6.0663792528155258e-10,6.1253351282263469e-14,4.6458090907862771e-08,6.5371940616741185e-08,5.0080288158660035e-11,8.4095236336030618e-08,2.2737868133189842e-10,9.8264602466110418e-18,6.5825051276625779e-13,2.4485522526011494e-18,5.3976041187416138e-13,1.9866238013159987e-15,1.9871196414089721e-15,3.6526715171462463e-19,1.3057246465464653e-19,4.4773719548564086e-14,3.8048147402821153e-35,3.6037100473394565e-35,3.6037116005464623e-35,8.3106180125949343e-19,3.4250748308079771e-13,3.9192692162032681e-22,1.8351644422969062e-21,3.3747492375836626e-15,2.6233488871667924e-15,4.7660391649214383e-25,2.8785029795683459e-21,9.196062166559871e-33,9.5202454572207524e-27,3.5843081452209285e-26,2.6317537228926414e-26,5.1708645100426276e-30,9.4297991529788597e-34,8.5752982266026242e-35,2.178462290873285e-31,4.4739591498152299e-39,5.2404935545940298e-43,3.2853024877558622e-41,3.9907103391685529e-40,1.0018806876240771e-36,1.1092788936637803e-21,1.901087745059789e-24,1.7993623099504892e-25,1.5645045996341731e-26,1.6774846628206043e-23,5.7953831028656019e-23,2.6629487363550074e-18,1.0945023549887745e-20,7.3056165165044464e-21,2.1873210883514594e-24,1.5919322677287047e-24,3.803716796135624e-25,4.4262784713558877e-32
2.59865230972445e-12,0.9409348633176935,154.0,0.0,0.0,0.0,0.99999921456593066,1.0,18.999999999127631,9.9000557336234488e-08,2.4263603114651252e-07,2.4223493670288279e-07,6.3613247809751648e-10,6.2733015656161142e-14,4.652524237235557e-08,6.7404167861028628e-08,5.0307094825941368e-11,8.6709517720962001e-08,2.3580260856798084e-10,1.0304230726352561e-17,6.8979725136952319e-13,2.5392670630158107e-18,5.6609140471631119e-13,2.1339564241953299e-15,2.1344927046230073e-15,3.9405949355816105e-19,1.4222040961728993e-19,4.6963520219679757e-14,4.4962927041427883e-35,4.2586416021640595e-35,4.2586434820411732e-35,8.9307760371308154e-19,3.5300153052204454e-13,4.1333759338092716e-22,1.9035002471244333e-21,3.5741220786699744e-15,2.7783297121747254e-15,5.2450120060032616e-25,3.0920700970044128e-21,1.0364331652580697e-32,1.0285648989907421e-26,3.9446128696032229e-26,2.9154479454147151e-26,5.8726805461391499e-30,1.0978019466502184e-33,9.9835123436692662e-35,2.4552824281817851e-31,5.3388054726282458e-39,6.257340035642812e-43,3.8272906496391792e-41,4.6702299533140199e-40,1.1664148080181253e-36,1.16347400788057e-21,2.0418086954949264e-24,1.9012760260549834e-25,1.6533334506991266e-26,1.8060562360987023e-23,6.0878753491080623e-23,2.7927515513037281e-18,1.1731550994322147e-20,7.8471430211509809e-21,2.3671946034671315e-24,1.7220148116045185e-24,4.1805001065032721e-25,4.7539233325349753e-32
2.6599736047913642e-12,0.9409348633174858,154.0,0.0,0.0,0.0,0.99999919605376353,1.0,18.999999999088953,1.0133670274733433e-07,2.4835867039698616e-07,2.479358437532557e-07,6.6631839591779858e-10,6.4212665093696914e-14,4.6585881560344855e-08,6.9439185597179245e-08,5.0519538886234744e-11,8.9327388844042214e-08,2.442880705025883e-10,1.0793200605306729e-17,7.2206671528201206e-13,2.6306445339448503e-18,5.9304590092575641e-13,2.2883887078016903e-15,2.288967614349461e-15,4.2433075471899847e-19,1.5457521712417698e-19,4.9205585659223081e-14,5.2927626756511642e-35,5.0130164443253332e-35,5.0130187094624081e-35,9.5811854756250894e-19,3.6360016189719822e-13,4.3542331520475271e-22,1.9723498389611271e-21,3.7795984156048658e-15,2.9380549595738581e-15,5.7592741292632969e-25,3.3159376173081499e-21,1.1648532279248778e-32,1.109146080564717e-26,4.3314744703179251e-26,3.2216508764294937e-26,6.6491488046397806e-30,1.2733506667736512e-33,1.1580304063930696e-34,2.7595821012162833e-31,6.343759758532466e-39,7.4397381418337449e-43,4.442186718061749e-41,5.4452375814908526e-40,1.3529835691437459e-36,1.2189585625666352e-21,2.1892851861777648e-24,2.0060935367017517e-25,1.7451403960105475e-26,1.9410316135209502e-23,6.3875302121644239e-23,2.9256223647957392e-18,1.2553644522720413e-20,8.4147420042007206e-21,2.5567884875414177e-24,1.8590704250384831e-24,4.5843857528421659e-25,5.0972976079700677e-32
2.7212948998582783e-12,0.9409348633172735,154.0,0.0,0.0,0.0,0.99999917754172918,1.0,18.999999999049521,1.0367284793277352e-07,2.5408125071671591e-07,2.5363605913949826e-07,6.9719508281506441e-10,6.5692296060483567e-14,4.6640640022970076e-08,7.1476723202433158e-08,5.0718529853991731e-11,9.1948501573017856e-08,2.5283219874237153e-10,1.1293360230064839e-17,7.5505846786951e-13,2.7226537759704662e-18,6.2062365740895337e-13,2.4500867596656442e-15,2.4507105381002023e-15,4.5611795250315713e-19,1.6765985100233933e-19,5.1499915360644377e-14,6.2071785904376308e-35,5.8791039729498017e-35,5.8791066907194359e-35,1.0262579884600238e-18,3.7430337623900307e-13,4.5819205333771016e-22,2.0416900953124957e-21,3.9911859755963497e-15,3.10253063110485e-15,6.3105252280865407e-25,3.5503472050641118e-21,1.3057100652289179e-32,1.1938746288219815e-26,4.7461729956368006e-26,3.5515354564058525e-26,7.5061153990381115e-30,1.4718010343097265e-33,1.3385470261917336e-34,3.0933622030371799e-31,7.5073371846054041e-39,8.8097156337397664e-43,5.1376787402522477e-41,6.3264581125128913e-40,1.5639003945113618e-36,1.2757323606136379e-21,2.343673507055106e-24,2.1138152884330726e-25,1.8399646859709133e-26,2.0825655954734217e-23,6.6943445795916365e-23,3.0615598551229128e-18,1.3411981983381933e-20,9.0090222664379751e-21,2.7563619429876915e-24,2.0032829967965498e-24,5.0166179324947185e-25,5.4567652053952767e-32
2.7826161949251924e-12,0.9409348633170578,154.0,0.0,0.0,0.0,0.99999915902981529,1.0,18.999999999009344,1.0600899289255234e-07,2.5980377484038465e-07,2.5933558345710282e-07,7.2876194337555888e-10,6.7171914381414376e-14,4.6690088065313299e-08,7.351653629826638e-08,5.0904919648683776e-11,9.4572541536524762e-08,2.6143225860093683e-10,1.1804699955540319e-17,7.8877210001827116e-13,2.8152653395505882e-18,6.4882443120578743e-13,2.6192166224847026e-15,2.6198875786061736e-15,4.8945808975983472e-19,1.814973416608956e-19,5.3846508842776377e-14,7.2537413254859319e-35,6.8703546447817842e-35,6.8703578924095007e-35,1.0975693708409055e-18,3.8511117260613656e-13,4.8165179634007162e-22,2.1114989715117695e-21,4.208891712379887e-15,3.2717621272388529e-15,6.9005056638890556e-25,3.7955404638542059e-21,1.4598874824158138e-32,1.2828572125434489e-26,5.1900191796554407e-26,3.9063051520401273e-26,8.4497271861650876e-30,1.6954960280992873e-33,1.542033824476291e-34,3.4587189387010339e-31,8.8499716105805125e-39,1.0391606082770885e-42,5.9220517202242001e-41,7.3255348272381977e-40,1.8016575800322891e-36,1.3337952057108675e-21,2.5051298083243854e-24,2.2244416090826884e-25,1.9378455547008714e-26,2.2308129152736524e-23,7.0083153586547956e-23,3.2005627088198555e-18,1.4307234776005948e-20,9.6305923444920969e-21,2.9661740687352172e-24,2.1548363382105924e-24,5.4784665209039552e-25,5.8326897071501691e-32
2.8439374899921064e-12,0.9409348633168377,154.0,0.0,0.0,0.0,0.99999914051801009,1.0,18.999999998968423,1.0834513762667107e-07,2.6552624537520289e-07,2.6503441730104861e-07,7.6101838269866149e-10,6.8651520939191396e-14,4.673474068046338e-08,7.5558404207615177e-08,5.1079506240299676e-11,9.7199224853031675e-08,2.7008564286833512e-10,1.2327210144957404e-17,8.2320722839895097e-13,2.9084511479232238e-18,6.7764797948922792e-13,2.7959442741641785e-15,2.7966647738529405e-15,5.2438815489030139e-19,1.9611078077154237e-19,5.6245365648654834e-14,8.447986443586135e-35,8.0014830836660974e-35,8.0014869494023039e-35,1.1721262277863791e-18,3.96023550082018e-13,5.0581055508539481e-22,2.1817554504951195e-21,4.4327218811602673e-15,3.4457543054346589e-15,7.5309965125389811e-25,4.0517589363882982e-21,1.6283103780765723e-32,1.3762006306834003e-26,5.6643544793380839e-26,4.2871939927794934e-26,9.4864394913630691e-30,1.9469551684355102e-33,1.7707843477831027e-34,3.8578460840609108e-31,1.0394162022261447e-38,1.2212227771994238e-42,6.8042180681262376e-41,8.4550849812096426e-40,2.0689353812817398e-36,1.3931469023140459e-21,2.6738101006344572e-24,2.3379727238126709e-25,2.0388222201122856e-26,2.3859282395863288e-23,7.329439476002548e-23,3.3426296205309653e-18,1.5240067911619867e-20,1.0280060512477324e-20,3.1864838587802915e-24,2.3139141828207245e-24,5.971226932033556e-25,6.2254343706472873e-32
