Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398)
4.661738826791562e-12,0.46723231107777474,154.0,0.0,0.0,0.0,0.99999922952593634,1.0,18.999999996144339,7.2009359185519299e-08,3.2053751143136234e-07,3.1861677875463414e-07,2.8876285410211197e-09,2.212758172387589e-13,8.2809340894263739e-09,2.2243544992729481e-08,4.639045147748026e-12,2.4923545129911904e-08,9.6732385436142219e-10,6.0261777911025761e-17,1.9653862701848494e-12,1.3077469654206761e-17,4.6718464752776697e-13,2.0232335323777338e-15,2.0246276246500869e-15,9.8371167108883681e-19,4.1037956723433154e-19,1.4202081586732416e-13,1.461533794997095e-34,1.3953887837786341e-34,1.3953891115498301e-34,9.3801036528796292e-18,4.6403349712324061e-13,1.1202303789361143e-21,8.3147299573379317e-21,7.8772366502661571e-16,7.0301077847854193e-16,1.0340296626047653e-24,6.7973020305183233e-21,1.4825490849740016e-32,4.442950618609518e-26,1.9253891042517977e-25,1.4806914030349583e-25,4.3796668123171667e-29,2.9045134580406166e-32,6.3676643490797849e-34,3.9237530820508419e-30,1.2350524624471273e-37,3.8578257732112068e-41,1.9777918944187393e-40,9.2564399730108381e-39,3.1554335053045573e-35,4.5434640071948327e-22,2.7491312006780031e-24,4.5148033857246258e-26,4.0203217386865163e-27,5.1509175475526791e-24,1.7597660914334636e-23,1.1601119209287228e-18,6.5475980393133146e-21,3.9592323794641646e-21,3.49961795777545e-24,2.6079922964781518e-24,7.6879370603930744e-25,8.3475374198061236e-32,4.9420952287195494e-31,1.6541999771850905e-23,9.5264950288111343e-33,3.1550295801045242e-27,2.5153747509552485e-42,4.7267445482603354e-32,5.3576065339227215e-29
4.796702200207081e-12,0.4672323110772192,154.0,0.0,0.0,0.0,0.99999920722496816,1.0,18.999999995936243,7.4094118411144518e-08,3.2980559211761255e-07,3.2775654115491414e-07,3.0558094273954777e-09,2.2767406969495551e-13,8.2825632078144962e-09,2.2997383015840274e-08,4.6465901323856533e-12,2.5768208925936435e-08,1.0072127258034471e-09,6.3771619666624044e-17,2.0806576816953667e-12,1.3616741328435475e-17,4.9447971727156275e-13,2.2035911313097467e-15,2.2051195872224147e-15,1.0752134409302031e-18,4.5324131182707909e-19,1.5035789185487365e-13,1.7840111048258784e-34,1.7032722518433104e-34,1.7032726635362832e-34,1.0228981484077899e-17,4.858967798624702e-13,1.2061546515914204e-21,8.659335300244362e-21,8.4052300682516435e-16,7.5013167594675991e-16,1.1599106891035916e-24,7.4039488105045855e-21,1.7109641296548291e-32,4.8714409340277108e-26,2.1600044132836464e-25,1.6723917444645326e-25,5.095137287768785e-29,3.4800178848925214e-32,7.6295883381959005e-34,4.5287260021808871e-30,1.5239784597797982e-37,4.7677739184426019e-41,2.3707759964353523e-40,1.1217183974050058e-38,3.7808127848666985e-35,4.8093715817125379e-22,2.9937327804631146e-24,4.8129264431807916e-26,4.2926400160189023e-27,5.6247959367528446e-24,1.8660683601919656e-23,1.2279134243310337e-18,7.110093464509076e-21,4.3121315682518239e-21,3.8378305386457838e-24,2.8605130672784815e-24,8.6021031065122891e-25,9.090265984741509e-32,5.5297484988054832e-31,1.8015432095937874e-23,1.0375040913774345e-32,3.4370288561812101e-27,3.1593828509060969e-42,5.1473108596066421e-32,6.0246674064576038e-29
4.9316655736226e-12,0.4672323110766507,154.0,0.0,0.0,0.0,0.9999991849240053,1.0,18.999999995723268,7.6178877359053336e-08,3.390734705550272e-07,3.3689162477661027e-07,3.2286676647511568e-09,2.3407218081203026e-13,8.2839005588888635e-09,2.3751355631553654e-08,4.6532543629241044e-12,2.6613023534380476e-08,1.0473031934570081e-09,6.7379077426076932e-17,2.1992098494819989e-12,1.4158738512411144e-17,5.2254119228731425e-13,2.3943313552828841e-15,2.3960026595283971e-15,1.1722160874547827e-18,4.9908686105843721e-19,1.5893260109218941e-13,2.1656023142912923e-34,2.0675945419638555e-34,2.0675950557999259e-34,1.112818517048017e-17,5.0823317631095582e-13,1.2963319690260795e-21,9.005782649507923e-21,8.9508074060181824e-16,7.9882182203869751e-16,1.2969998564517115e-24,8.0456054495792067e-21,1.9667661081587013e-32,5.3270615283945478e-26,2.4155404656042548e-25,1.8822913741262209e-25,5.9017584710475687e-29,4.1480017252246806e-32,9.0943449784675556e-34,5.2063119797681478e-30,1.8692305813071604e-37,5.8570375251332839e-41,2.8270877139468514e-40,1.352124002460718e-38,4.5067211916128562e-35,5.0827900511175736e-22,3.2523638938435418e-24,5.1207279901107166e-26,4.5757706851598331e-27,6.1268434807611436e-24,1.9754639615769271e-23,1.2976230292598419e-18,7.7026418241674395e-21,4.6853491826116896e-21,4.1972768720542994e-24,3.1289235436069672e-24,9.5945595166897672e-25,9.8755957532981121e-32,6.1677282729538494e-31,1.9573573388329198e-23,1.1272370476088316e-32,3.7352954312769443e-27,3.9432133983197861e-42,5.591999920421213e-32,6.7521597126903372e-29
5.066628947038119e-12,0.4672323110760691,154.0,0.0,0.0,0.0,0.99999916262304656,1.0,18.999999995505434,7.8263636029245846e-08,3.4834116210871386e-07,3.4602203628450799e-07,3.4061965887852873e-09,2.404701635922324e-13,8.2849984083785974e-09,2.4505438726028769e-08,4.6591406609618991e-12,2.745796193606384e-08,1.0875798922068257e-09,7.1084012105814297e-17,2.3210426735762767e-12,1.4703253475190286e-17,5.5136838673427802e-13,2.5957415370692583e-15,2.5975644397502687e-15,1.2748787927841518e-18,5.4802244227598966e-19,1.6774493918578719e-13,2.6150643785397865e-34,2.4967163616742009e-34,2.4967169991634337e-34,1.2079229147958743e-17,5.3104259573235753e-13,1.390870985771194e-21,9.3539403057393008e-21,9.5139706341174233e-16,8.490813904735055e-16,1.4459505047459277e-24,8.7232486920047329e-21,2.2523578487338054e-32,5.8106850699536506e-26,2.6932201129894141e-25,2.111525086339417e-25,6.8080489011508656e-29,4.9200584986016105e-32,1.0787371473788447e-33,5.9628925147282649e-30,2.2797196382581553e-37,7.1544057565885468e-41,3.3546888550628146e-40,1.6216900702433143e-38,5.3457679561033083e-35,5.3637155680564911e-22,3.5254087304499714e-24,5.4382037012583688e-26,4.8698801067541169e-27,6.6578670774683711e-24,2.0879508296353058e-23,1.3692394752513457e-18,8.325894435530834e-21,5.0794486156995438e-21,4.5786039163396864e-24,3.4137092225685142e-24,1.0669530042243476e-24,1.0704693352285775e-31,6.8587495892983684e-31,2.1218761428316951e-23,1.2219830036856396e-32,4.0502797439035662e-27,4.8921012682123991e-42,6.061472329024473e-32,7.543622498876125e-29
5.201592320453638e-12,0.46723231107547475,154.0,0.0,0.0,0.0,0.99999914032209092,1.0,18.99999999528276,8.034839442172198e-08,3.5760868097283646e-07,3.5514778233389732e-07,3.5883895446894894e-09,2.4686802727541746e-13,8.2858996684819057e-09,2.525961250086359e-08,4.664339848202254e-12,2.8303001947187819e-08,1.1280286278849074e-09,7.4886284820431196e-17,2.4461560628546734e-12,1.5250094316622663e-17,5.8096061559643706e-13,2.8081087521922752e-15,2.8100922687439041e-15,1.3833605964371674e-18,6.0015434775629808e-19,1.7679490212157567e-13,3.1421604379067097e-34,2.9999590795908144e-34,2.9999598660118351e-34,1.3083633055026903e-17,5.5432494789116365e-13,1.4898810581551423e-21,9.7036866061030353e-21,1.0094721212059435e-15,9.0091050936124827e-16,1.6074352408281654e-24,9.4378548775423857e-21,2.5702802537813809e-32,6.3231872717405458e-26,2.9943025212889276e-25,2.3612636362549348e-25,7.8230500883176858e-29,5.8088479760764798e-32,1.2736445910298524e-33,6.8052169487186656e-30,2.765456685371232e-37,8.6922995744165644e-41,3.9622757127214451e-40,1.9357694109707752e-38,6.3117229720702247e-35,5.6521443030590284e-22,3.8132509326373315e-24,5.7653491304919148e-26,5.1751345397173307e-27,7.2186730828700415e-24,2.2035269192289383e-23,1.4427615142373237e-18,8.9804937152097176e-21,5.4949928808043032e-21,4.9824581814572816e-24,3.7153552649610932e-24,1.183133663471722e-24,1.1578723746660187e-31,7.6055906068957857e-31,2.2953331805631376e-23,1.3218764656218875e-32,4.3824318103500765e-27,6.0349626722213162e-42,6.5563877427178957e-32,8.4026947210219751e-29
5.336555693869157e-12,0.4672323110748674,154.0,0.0,0.0,0.0,0.99999911802113728,1.0,18.999999995055276,8.2433152536481873e-08,3.6687604025936127e-07,3.6426886957058696e-07,3.7752398871363748e-09,2.5326578075090755e-13,8.2866395477588502e-09,2.6013860711883833e-08,4.6689321353448282e-12,2.9148125366410115e-08,1.1686362885203902e-09,7.8785756882387738e-17,2.5745499342237344e-12,1.5799083767482218e-17,6.1131719468129496e-13,3.0317198192534279e-15,3.0338732303476375e-15,1.4978203955134515e-18,6.555889165506278e-19,1.8608248623636443e-13,3.757743811361823e-34,3.5876849193736959e-34,3.587685884307874e-34,1.4142921718475148e-17,5.7808014302381456e-13,1.5934722438610297e-21,1.0054909163614841e-20,1.0693060178464448e-15,9.5430926924874257e-16,1.7821459983008584e-24,1.0190399943124745e-20,2.9232163082533601e-32,6.8654468831562519e-26,3.320083294461987e-25,2.6327138632055206e-25,8.9563427975048349e-29,6.8281605452882465e-32,1.4971828735601162e-33,7.7404132296581095e-30,3.3376527922730189e-37,1.0507112593844522e-40,4.6593235615334857e-40,2.3002793923502178e-38,7.4195869791496102e-35,5.9480724435981587e-22,4.116273596890184e-24,6.1021597386683983e-26,5.4917001417084929e-27,7.8100673162978833e-24,2.3221902054115887e-23,1.5181879101862223e-18,9.6670732978728203e-21,5.9325446150351615e-21,5.409485733147767e-24,4.0343464982921423e-24,1.3084398543971534e-24,1.2498850243790853e-31,8.4110920259986898e-31,2.4779617937434929e-23,1.4270518143139834e-32,4.7322012279670666e-27,7.4048123184972106e-42,7.0774048802005416e-32,9.3331151782339795e-29
5.471519067284676e-12,0.4672323110742473,154.0,0.0,0.0,0.0,0.9999990957201853,1.0,18.999999994822989,8.4517910373525496e-08,3.7614325208061575e-07,3.7338530463091683e-07,3.9667409802660276e-09,2.5966343241797149e-13,8.2872469336496024e-09,2.6768170031290492e-08,4.6729883621377403e-12,2.999331726014113e-08,1.2093907617817995e-09,8.2782289801728766e-17,2.7062242118777152e-12,1.6350058073315247e-17,6.4243744061868373e-13,3.2668613002576181e-15,3.2691941516915338e-15,1.6184169448758155e-18,7.1443251824468041e-19,1.9560768819135875e-13,4.4738465984767803e-34,4.2713815538192397e-34,4.2713827317437787e-34,1.5258625139002189e-17,6.023080918118308e-13,1.7017553014798257e-21,1.040750415951643e-20,1.1308988226605035e-15,1.0092777298615239e-15,1.9707940976047659e-24,1.0981859424423769e-20,3.3139951113006342e-32,7.4383456815460976e-26,3.6718945986325068e-25,2.9271188140663767e-25,1.0218063430278982e-28,7.9929836631712702e-32,1.752640884106005e-33,8.7759987423091751e-30,4.0088248707088031e-37,1.2639573932790317e-40,5.4561326053383665e-40,2.7217450652081267e-38,8.685664031913496e-35,6.2514961932154697e-22,4.4348592751853868e-24,6.4486309163345912e-26,5.8197429696179769e-27,8.4328550655167932e-24,2.4439386828376962e-23,1.5955174387621383e-18,1.0386258153648483e-20,6.3926660829195363e-21,5.8603321971033805e-24,4.3711674198191372e-24,1.4433231421751422e-24,1.3466234497599003e-31,9.2781565118487708e-31,2.6699951084935057e-23,1.5376433064974384e-32,5.1000371783771978e-27,9.039215180748634e-42,7.6251815239121621e-32,1.033872244648913e-28
5.606482440700195e-12,0.4672323110736143,154.0,0.0,0.0,0.0,0.99999907341923433,1.0,18.999999994585917,8.660266793285293e-08,3.8541032762581005e-07,3.8249709414177249e-07,4.1628861976724865e-09,2.660609899957381e-13,8.2877455415486745e-09,2.7522529517511405e-08,4.6765710992215616e-12,3.0838565368521006e-08,1.2502808584551621e-09,8.6875745285802662e-17,2.8411788266248274e-12,1.690286595989137e-17,6.7432067085958438e-13,3.5138195009364324e-15,3.5163416035063747e-15,1.7453088573313176e-18,7.7679153850050505e-19,2.0537050494759219e-13,5.303772842837257e-34,5.0637510541461551e-34,5.0637524850907092e-34,1.6432278476874521e-17,6.2700870535689034e-13,1.8148416900604753e-21,1.076137568738447e-20,1.1942505767192639e-15,1.0658159257074043e-15,2.1741103060191005e-24,1.1813208457316368e-20,3.7455959219951337e-32,8.0427684638017976e-26,4.0511052858730387e-25,3.2457578663360711e-25,1.1618920467833816e-28,9.3195702762658282e-32,2.0435853984341347e-33,9.9198911802915739e-30,4.7929075606327629e-37,1.513513322244113e-40,6.3638752928569298e-40,3.2073443848762957e-38,1.0127636125012692e-34,6.5624117707101746e-22,4.7693899763113557e-24,6.8047580020085836e-26,6.159428980068175e-27,9.0878410916808413e-24,2.56877036520252e-23,1.6747488870015348e-18,1.1138664703968962e-20,6.8759191799069654e-21,6.3356427631034747e-24,4.7263021995886396e-24,1.5882446432843284e-24,1.4482036512563719e-31,1.0209748123348223e-30,2.8716660369591567e-23,1.6537850756802439e-32,5.4863884306070592e-27,1.0980773974419147e-41,8.2003745223016637e-32,1.1423454812977775e-28
5.741445814115714e-12,0.46723231107296864,154.0,0.0,0.0,0.0,0.99999905111828358,1.0,18.99999999434409,8.8687425214464188e-08,3.9467727723152593e-07,3.9160424472059843e-07,4.3636689223902809e-09,2.7245846062138362e-13,8.2881548482278185e-09,2.8276930184547909e-08,4.6797356168217116e-12,3.1683859622879289e-08,1.2912962419551831e-09,9.1065985238980273e-17,2.9794137152805505e-12,1.7457367680219539e-17,7.0696620367496272e-13,3.7728804710688385e-15,3.7756019004318143e-15,1.8786546038106817e-18,8.4277236631885581e-19,2.1537093374329509e-13,6.2621963412236412e-34,5.9788032749940039e-34,5.9788050052657637e-34,1.7665422037641004e-17,6.5218189515785982e-13,1.9328435686578335e-21,1.1116435148950663e-20,1.259361297938069e-15,1.1239238706283877e-15,2.3928448974714733e-24,1.2685421779247348e-20,4.2211522122048368e-32,8.6796030380023545e-26,4.4591210174815208e-25,3.5899468507031076e-25,1.3170210947089952e-28,1.0825509159122161e-31,2.3738765444583305e-33,1.1180419441027736e-29,5.7053713352093436e-37,1.8044368511607001e-40,7.3946449677022677e-40,3.7649555638245533e-38,1.1764639921286549e-34,6.88081540939175e-22,5.1202471671424826e-24,7.170536296428457e-26,6.5109240299252131e-27,9.7758296341403333e-24,2.6966832847140855e-23,1.7558810530079465e-18,1.192490093561334e-20,7.3828654357731246e-21,6.8360621891022349e-24,5.1002346834586668e-24,1.7436749375650381e-24,1.5547414647591883e-31,1.1208891747785221e-30,3.0832072788891124e-23,1.7756111330513239e-32,5.8917033441351309e-27,1.3277654261227478e-41,8.8036397920184533e-32,1.2591350211143782e-28
5.876409187531233e-12,0.4672323110723106,154.0,0.0,0.0,0.0,0.99999902881733305,1.0,18.999999994097514,9.0772182218359296e-08,4.0394411044660112e-07,4.0070676297541122e-07,4.5690825468809857e-09,2.7885585088798214e-13,8.2884908456721592e-09,2.9031364654177466e-08,4.6825307346756672e-12,3.2529191756033449e-08,1.3324273634406811e-09,9.5352871762374155e-17,3.1209288201217607e-12,1.8013434137331552e-17,7.4037335815461852e-13,4.0443300047996514e-15,4.0472611013238056e-15,2.0186125135462646e-18,9.1248138284035988e-19,2.256089720730623e-13,7.3652632834571735e-34,7.0319538516766563e-34,7.0319559346590876e-34,1.8959601257896216e-17,6.7782757308963745e-13,2.0558737958784253e-21,1.1472600697957533e-20,1.326230985195497e-15,1.1836015614768114e-15,2.6277677121822723e-24,1.3599473730496991e-20,4.7439557283915324e-32,9.3497402150880803e-26,4.8973843868019111e-25,3.9610381731491178e-25,1.4883836977029699e-28,1.2529797218499137e-31,2.7476837016013971e-33,1.2566334548364127e-29,6.7633470898516037e-37,2.1423418148932558e-40,8.5615058860652932e-40,4.4032066411025293e-38,1.3617345635528851e-34,7.2067033563915575e-22,5.4878117738720989e-24,7.5459610735325075e-26,6.8743938768204931e-27,1.0497624415108597e-23,2.827675491594773e-23,1.8389127456634512e-18,1.2745566513016419e-20,7.9140660179297412e-21,7.3622348052527788e-24,5.4934483960880229e-24,1.9100939811776387e-24,1.666352561976227e-31,1.2278672541349564e-30,3.3048513231713468e-23,1.9032553683654681e-32,6.3164298718606207e-27,1.5984149486524752e-41,9.435632320032524e-32,1.3846546156382083e-28
6.011372560946752e-12,0.46723231107163965,154.0,0.0,0.0,0.0,0.99999900651638229,1.0,18.99999999384621,9.285693894453828e-08,4.1321083609206543e-07,4.0980465550481329e-07,4.7791204730197959e-09,2.8525316688565842e-13,8.2887666595310991e-09,2.9785826870618894e-08,4.6849995724934005e-12,3.3374554982575731e-08,1.3736654018788866e-09,9.9736267153558583e-17,3.2657240883929369e-12,1.8570946073972473e-17,7.7454145420604184e-13,4.3284536409563287e-15,4.3316050095616847e-15,2.1653407742489599e-18,9.8602495144047359e-19,2.3608461766860905e-13,8.6306998805320368e-34,8.2401269601898574e-34,8.2401294572205718e-34,2.0316366691075725e-17,7.0394565138359736e-13,2.1840459294238764e-21,1.1829796726432021e-20,1.3948596217126376e-15,1.2448489811312779e-15,2.8796682162124444e-24,1.4556338255364659e-20,5.3174605666448025e-32,1.0054073800555265e-25,5.3673750417336433e-25,4.360420936733249e-25,1.6772322312660252e-28,1.4452913815556682e-31,3.1695018455501556e-33,1.408682061436115e-29,7.9857574435820671e-37,2.533443758858197e-40,9.8785446383678469e-40,5.1315273434787343e-38,1.5708038131348033e-34,7.5400718720265577e-22,5.8724641832095146e-24,7.9310275890899335e-26,7.2500041796807757e-27,1.1254028644204521e-23,2.9617450536090979e-23,1.923842784354958e-18,1.3601252889031225e-20,8.4700817346511412e-21,7.9148045178548176e-24,5.9064265438776311e-24,2.0879910203395428e-24,1.7831524507960502e-31,1.3422235374653344e-30,3.5368304493336502e-23,2.0368515508074737e-32,6.7610155630022803e-27,1.9161288037080846e-41,1.0097006165692735e-31,1.5193279682292252e-28
6.146335934362271e-12,0.46723231107095614,154.0,0.0,0.0,0.0,0.99999898421543088,1.0,18.99999999359018,9.4941695393001208e-08,4.2247746231662045e-07,4.1889792889800578e-07,4.9937761120821165e-09,2.9165041424049359e-13,8.2889930629588837e-09,3.054031186346181e-08,4.6871802155338101e-12,3.4219943733239315e-08,1.4150022085653873e-09,1.0421603390628949e-16,3.4137994718578441e-12,1.912979332252987e-17,8.0946981255327739e-13,4.6255366633644141e-15,4.6289191733549888e-15,2.3189974322841863e-18,1.0635094089326947e-18,2.4679786848095688e-13,1.0077925075212754e-33,9.6218629299013556e-34,9.6218659112348459e-34,2.1737273993279114e-17,7.3053604260947341e-13,2.3174742256322383e-21,1.2187953389149599e-20,1.4652471778607656e-15,1.3076661010024386e-15,3.1493555609327882e-24,1.5556988903276733e-20,5.945287261927988e-32,1.0793500586167809e-25,5.8706098069687585e-25,4.7895210630965792e-25,1.8848828990459287e-28,1.6616897111221408e-31,3.6441683396195717e-33,1.5751505842797356e-29,9.3934549134082257e-37,2.9846081838940036e-40,1.1360922978690244e-39,5.9602032832493072e-38,1.8060700237308847e-34,7.8809172292098537e-22,6.2745842435448566e-24,8.325731087596929e-26,7.6379204992654574e-27,1.2045845022880817e-23,3.0988900556152168e-23,2.0106699987139341e-18,1.4492543414223548e-20,9.051473038224022e-21,8.4944148132201322e-24,6.3396520178563671e-24,2.2778645057986867e-24,1.9052564756416263e-31,1.4642784282985438e-30,3.7793767290108175e-23,2.1765333298370946e-32,7.2259075659326806e-27,2.2877484170948275e-41,1.078841446272975e-31,1.6635887277447289e-28
6.28129930777779e-12,0.46723231107026014,154.0,0.0,0.0,0.0,0.99999896191447868,1.0,18.99999999332945,9.7026451563748038e-08,4.3174399664793755e-07,4.2798658973480275e-07,5.2130428847301571e-09,2.980475981497754e-13,8.2891789010123812e-09,3.1294815551862156e-08,4.6891063036804714e-12,3.5065353435502506e-08,1.4564302558261395e-09,1.0879203471022493e-16,3.5651549263929423e-12,1.9689874111503075e-17,8.4515775473579492e-13,4.9358641011615872e-15,4.9394888860498661e-15,2.4797403928469866e-18,1.1450410577730587e-18,2.5774872266396184e-13,1.1728168415654722e-33,1.1197430785847378e-33,1.1197434331708589e-33,2.322388390912699e-17,7.5759865965859881e-13,2.4562736390175914e-21,1.2547006163944028e-20,1.5373936134802936e-15,1.3720528831026071e-15,3.4376586423885441e-24,1.6602398829823591e-20,6.6312268897940107e-32,1.156892034168962e-25,6.4086428059023982e-25,5.2498014136325527e-25,2.1127174018171168e-28,1.9045422417611104e-31,4.1768801690541495e-33,1.7570473569683628e-29,1.1009367112720297e-36,3.5034014256767694e-40,1.3024932050445117e-39,6.900432530531981e-38,2.0701098264322186e-34,8.2292357129051691e-22,6.6945512660833143e-24,8.7300668077149807e-26,8.038308298709717e-27,1.2873875748741043e-23,3.2391085991388819e-23,2.0993932283688339e-18,1.5420013444667929e-20,9.6588000280223293e-21,9.1017087614557341e-24,6.7936073965101593e-24,2.4802220080769908e-24,2.0327798178147607e-31,1.5943581921515345e-30,4.0327220273792641e-23,2.3224342360152316e-32,7.7115526309493568e-27,2.7209234725263238e-41,1.1510509421206358e-31,1.8178804822694845e-28
6.416262681193309e-12,0.46723231106955154,154.0,0.0,0.0,0.0,0.99999893961352537,1.0,18.999999993064037,9.9111207456778878e-08,4.4101044604000736e-07,4.3707064458564381e-07,5.4369142209995681e-09,3.0444472341470751e-13,8.2893314368055821e-09,3.2049334584836888e-08,4.6908075508116513e-12,3.5910780334641408e-08,1.49794258966836e-09,1.1346413245064595e-16,3.7197904116194453e-12,2.0251094425359924e-17,8.8160460310736469e-13,5.2597207291102809e-15,5.2635991864350231e-15,2.6477274201362256e-18,1.230726159178932e-18,2.6893717855911064e-13,1.3604593198331806e-33,1.2988945822122153e-33,1.2988950023857112e-33,2.4777762257656502e-17,7.8513341572841945e-13,2.6005598218082368e-21,1.2906895445863998e-20,1.6112988797721908e-15,1.4380092817338086e-15,3.7454261605397111e-24,1.76935407977294e-20,7.3792451793392863e-32,1.2381235806640639e-25,6.9830655821758455e-25,5.7427619102827945e-25,2.362184611390931e-28,2.1763882552184119e-31,4.7732116176280289e-33,1.9554273337465942e-29,1.2858649154527166e-36,4.0981442503238697e-40,1.4888048006319001e-39,7.9643846100089542e-38,2.3656869721305235e-34,8.5850236196228313e-22,7.1327440259501933e-24,9.1440299864484942e-26,8.4513329440725215e-27,1.3738922519748258e-23,3.3823988019687939e-23,2.1900113227096634e-18,1.6384230448222019e-20,1.0292622453508871e-20,9.73732902016523e-24,7.2687749485541269e-24,2.6955801335096077e-24,2.1658374958316538e-31,1.7327949025612107e-30,4.2970980045597243e-23,2.4746876818117454e-32,8.2183971129841018e-27,3.2241863693501274e-41,1.2263942329417587e-31,1.9826567529003006e-28
6.551226054608828e-12,0.46723231106883045,154.0,0.0,0.0,0.0,0.99999891731257118,1.0,18.999999992793946,1.011959630720937e-07,4.5027681691683913e-07,4.4615010001160811e-07,5.6653835602860906e-09,3.1084179447058204e-13,8.2894566334100274e-09,3.2803866211203626e-08,4.6923102025322272e-12,3.6756221347999313e-08,1.5395327860803153e-09,1.1823219020817808e-16,3.8777058905702332e-12,2.0813367413725294e-17,9.1880968083494155e-13,5.5973910679090569e-15,5.6015348590471705e-15,2.823116137527981e-18,1.3206709270586591e-18,2.8036323468148685e-13,1.5732425003845031e-33,1.5020492324355108e-33,1.5020497285685157e-33,2.6400479918254157e-17,8.1314022430819068e-13,2.7504491234836134e-21,1.3267566172605405e-20,1.6869629208383177e-15,1.5055352448624922e-15,4.0735266783822949e-24,1.8831387177759925e-20,8.1934866377321977e-32,1.3231352682075291e-25,7.59550722086336e-25,6.2699396559695703e-25,2.6348022495868724e-28,2.4799470208020299e-31,5.4391323895808406e-33,2.1713932003787294e-29,1.4968843458188809e-36,4.7779682543750938e-40,1.6968989032048838e-39,9.1652619809127177e-38,2.6957613244359389e-34,8.9482772569540676e-22,7.5895407632689376e-24,9.5676158623231153e-26,8.877159704888531e-27,1.4641786538330813e-23,3.5287587977718531e-23,2.2825231406638229e-18,1.7385754109312985e-20,1.0953499717167355e-20,1.0401917838068323e-23,7.7656366356464209e-24,2.9244644410648786e-24,2.3045443657502638e-31,1.8799263876181443e-30,4.5727361169895822e-23,2.633426962395775e-32,8.7468869742534642e-27,3.8070316862360728e-41,1.304936355574436e-31,2.1583809875832591e-28
6.821152801439866e-12,0.4672323110673511,154.0,0.0,0.0,0.0,0.9999988727106589,1.0,18.999999992239776,1.0536547346957546e-07,4.6880934640220866e-07,4.6429523878649797e-07,6.1360900522138936e-09,3.236357900264524e-13,8.2896436076145605e-09,3.4312958663294313e-08,4.694809620351239e-12,3.8447136102699533e-08,1.6229234891856784e-09,1.2805563907213071e-16,4.2033766971208661e-12,2.1940756711360267e-17,9.9549182108517719e-13,6.3153096923895769e-15,6.3200201896682624e-15,3.1967284330432367e-18,1.5137640513413683e-18,3.0392814246196749e-13,2.0854347866017327e-33,1.9910648980513193e-33,1.9910655828658231e-33,2.9858741910870182e-17,8.7056965433782277e-13,3.0675059648728598e-21,1.3991052442150189e-20,1.8435670750160812e-15,1.645295630878816e-15,4.794300634011994e-24,2.1251080702387371e-20,1.0038135845869657e-31,1.5048628227149035e-25,8.9411518569036335e-25,7.4332819304104972e-25,3.2559140745214969e-28,3.1940312006447487e-31,7.0057108740863366e-33,2.6607387042508787e-29,2.0095107763208189e-36,6.4338068527783355e-40,2.18657849603498e-39,1.2036160529467172e-37,3.4722777716326444e-34,9.6971670067569557e-22,8.5604564619861991e-24,1.0443636679843465e-25,9.7678801717344668e-27,1.656416867399062e-23,3.8306807802179627e-23,2.4732234295604956e-18,1.9502921839688111e-20,1.2358654651017208e-20,1.1820568122857304e-23,8.8263687420424176e-24,3.4249581097004005e-24,2.5993642951280097e-31,2.2016534506334101e-30,5.158723562895532e-23,2.9708956266865212e-32,9.8705847351684786e-27,5.254786781650245e-41,1.4718767847426715e-31,2.5445767386341001e-28
