Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398)
7.0910795482709036e-12,0.4672323110658221,154.0,0.0,0.0,0.0,0.99999882810874097,1.0,18.999999991667046,1.0953498275619358e-07,4.8734162735400376e-07,4.8242205836139476e-07,6.6251100623749364e-09,3.3642961398777833e-13,8.289769389605039e-09,3.5822079267278292e-08,4.6967593843110212e-12,4.01380824152382e-08,1.7065601151696371e-09,1.3826128984340851e-16,4.5421671077454876e-12,2.3071470799665472e-17,1.0751987770435562e-12,7.0918910706780511e-15,7.0972180807487845e-15,3.6018354564916286e-18,1.7251690069134296e-18,3.2844343712995298e-13,2.73422311343912e-33,2.6104961520004679e-33,2.6104970854787208e-33,3.361133759669985e-17,9.2988626301984268e-13,3.4083888863787152e-21,1.4717102834414134e-20,2.0072055298063896e-15,1.7913335365125753e-15,5.6073285137185378e-24,2.3869250561707917e-20,1.2202063658000882e-31,1.7028051504910713e-25,1.0459364807178191e-24,8.752873234717287e-25,3.9896357966859694e-28,4.0724748009692122e-31,8.9329992591727206e-33,3.2349024332569082e-29,2.6662816182821788e-36,8.5625198345372897e-40,2.7892164174906108e-39,1.5641908565937627e-37,4.4276164581664783e-34,1.0475875629096742e-21,9.6103136226478411e-24,1.1358091278792125e-25,1.0711789946170487e-26,1.8647422014475595e-23,4.1448599198781587e-23,2.6714851493449472e-18,2.1775842333100942e-20,1.387873321720602e-20,1.3362789560299907e-23,9.9796533671940698e-24,3.9860834256781689e-24,2.9181552172300334e-31,2.5623550962106191e-30,5.7925319932971728e-23,3.3359042732329975e-32,1.1086205854391843e-26,7.1627555284676421e-41,1.6523906912873467e-31,2.9803736249526371e-28
7.36100629510194e-12,0.46723231106424373,154.0,0.0,0.0,0.0,0.99999878350681648,1.0,18.999999991075839,1.1370449093194825e-07,5.0587369583575341e-07,5.0053061088930019e-07,7.1323914415404335e-09,3.4922329125368653e-13,8.2898540224402866e-09,3.7331218775889573e-08,4.6982804152418189e-12,4.1829049924199028e-08,1.7904066004908605e-09,1.4884805417107583e-16,4.8940769219862279e-12,2.4205022112269225e-17,1.1579251632071206e-12,7.9294022535854748e-15,7.9353976865752621e-15,4.0396931427978859e-18,1.9557333267070751e-18,3.5390911185105277e-13,3.5486524877188054e-33,3.3880739730580654e-33,3.3880752308182971e-33,3.7671014756444927e-17,9.910893675429367e-13,3.7740537374159332e-21,1.5445408237299954e-20,2.1778776870390491e-15,1.9436484107524647e-15,6.5202798965620487e-24,2.6693661691929271e-20,1.472528566237033e-31,1.9176973905072618e-25,1.2164542529067444e-24,1.0242361114171218e-24,4.8507602700636576e-28,5.1443985060963063e-31,1.1284942166388706e-32,3.9045383524313624e-29,3.4996343039322579e-36,1.127278784537265e-39,3.5248727764046961e-39,2.0132178733092228e-37,5.5934850369102012e-34,1.1284373943530358e-21,1.0742119010897051e-23,1.2310941809579648e-25,1.1710207766402611e-26,2.0897938737674715e-23,4.4712818223739563e-23,2.8772994941413873e-18,2.4208723225145354e-20,1.5518198429104897e-20,1.5033705771383226e-23,1.1229335413855303e-23,4.6123588425010858e-24,3.2618301638235483e-31,2.964935769569692e-30,6.4760058608054486e-23,3.7295151175670976e-32,1.239730415012295e-26,9.6508942571725087e-41,1.8469950762292584e-31,3.4698359792887063e-28
7.630933041932979e-12,0.4672323110626165,154.0,0.0,0.0,0.0,0.99999873890488566,1.0,18.999999990466247,1.1787399799683975e-07,5.2440558262632457e-07,5.1862094837471929e-07,7.6578821889674739e-09,3.6201684307464202e-13,8.2899110259685494e-09,3.8840370951476015e-08,4.6994670842999237e-12,4.3520031640390738e-08,1.8744321662711013e-09,1.5981484680308728e-16,5.2591059709830767e-12,2.5340994529582637e-17,1.2436656069777162e-12,8.830106256453332e-15,8.8368241225874866e-15,4.5115551901551257e-18,2.2063034028514176e-18,3.8032516154228322e-13,4.56249677006117e-33,4.3560442916077467e-33,4.3560459681565897e-33,4.2050600797756887e-17,1.0541782887150422e-12,4.1654674786606307e-21,1.6175704835443509e-20,2.355582912971571e-15,2.1022396708432025e-15,7.5411478089719801e-24,2.9732072828071816e-20,1.7651078023219627e-31,2.1502793419565085e-25,1.407169366338287e-24,1.1915999455373915e-24,5.8553449411629549e-28,6.4426633751832663e-31,1.4133704946897684e-32,4.6811720109183899e-29,4.5476313877550021e-36,1.4692720761319342e-39,4.4161910012786252e-39,2.5679974296327134e-37,7.0056689916542401e-34,1.212263291269741e-21,1.1958870928404551e-23,1.3302150573479889e-25,1.2764450879820388e-26,2.3322103456621381e-23,4.8099323160165805e-23,3.090657792319054e-18,2.6805657197359601e-20,1.7281508009176001e-20,1.6838434156039315e-23,1.2579255113022613e-23,5.3084383243788196e-24,3.6312995965128569e-31,3.4123870192012128e-30,7.2109864817676294e-23,4.1527885690544954e-32,1.3807427393992481e-26,1.2864108146836152e-40,2.0562054852434854e-31,4.0171863888301424e-28
7.900859788764017e-12,0.46723231106094004,154.0,0.0,0.0,0.0,0.99999869430294797,1.0,18.999999989838344,1.2204350395086818e-07,5.429373139872627e-07,5.366931226740825e-07,8.2015304519762565e-09,3.7481028758223829e-13,8.2899494223503562e-09,4.0349531631483781e-08,4.7003929329597147e-12,4.5211022899737171e-08,1.9586105509562426e-09,1.7116058557746464e-16,5.6372541123237511e-12,2.6479033004647408e-17,1.3324147486269716e-12,9.7962620688990002e-15,9.803758475053929e-15,5.0186730654374552e-18,2.477724411238023e-18,4.0769158262556082e-13,5.8148120220550418e-33,5.5516963142197941e-33,5.5516985267250185e-33,4.6763002313489606e-17,1.1191523507097497e-12,4.583608167072324e-21,1.6907767533097884e-20,2.5403205493568182e-15,2.2671067121631596e-15,8.6782505903966994e-24,3.2992236522288544e-20,2.1026112388819808e-31,2.4012954384368208e-25,1.6196442831895447e-24,1.3788652257911894e-24,7.0207668433570853e-28,8.004183977077321e-31,1.7560363117205442e-32,5.5772369551696377e-29,5.8546706257027767e-36,1.8972431078232246e-39,5.4886148446178973e-39,3.2484253503425887e-37,8.7043738706769541e-34,1.299062363403845e-21,1.3263559242644734e-23,1.4331680030927092e-25,1.3875835060834175e-26,2.5926293330735561e-23,5.160797443060659e-23,3.3115515013460805e-18,2.9570624999555899e-20,1.9173114469051012e-20,1.8782085991288257e-23,1.4033248097708017e-23,6.0791088616016546e-24,4.0274714157812213e-31,3.9077858998037566e-30,7.9993120741491101e-23,4.6067832527106866e-32,1.5320117384197658e-26,1.6976241720692717e-40,2.2805360137793233e-31,4.6268055092909003e-28
8.170786535595055e-12,0.4672323110592152,154.0,0.0,0.0,0.0,0.99999864970100283,1.0,18.999999989192208,1.2621300879403391e-07,5.6146891232475511e-07,5.5474718549616884e-07,8.7632845255285442e-09,3.8760364024623379e-13,8.2899752289234873e-09,4.1858698039694248e-08,4.7011152598028178e-12,4.6902020591528951e-08,2.0429193483504687e-09,1.8288419141349954e-16,6.0285212257056038e-12,2.7618834613590999e-17,1.424167241261396e-12,1.0830124664520302e-14,1.0838457810721575e-14,5.5622960095880116e-18,2.7708402514550284e-18,4.3600837281501862e-13,7.3505297224164904e-33,7.0179289154056232e-33,7.0179318080476689e-33,5.1821204642110055e-17,1.1860108808467959e-12,5.0294649409131871e-21,1.7641404280216098e-20,2.7320899216001576e-15,2.4382489155044339e-15,9.940233752225093e-24,3.6481899160391345e-20,2.4900591539397752e-31,2.6714947222601921e-25,1.8555034414319908e-24,1.5875797385040785e-24,8.3657779102284241e-28,9.8702544377940244e-31,2.1655620365725978e-32,6.6061113603081005e-29,7.4722520824419522e-36,2.4286832882484948e-39,6.7706143937115735e-39,4.0772739506933345e-37,1.0734581731065246e-33,1.3888317332617936e-21,1.4659165415859783e-23,1.5399492805290039e-25,1.5045674628584169e-26,2.8716878172953894e-23,5.5238634515924686e-23,3.5399722030056073e-18,3.2507498393622145e-20,2.1197465186769812e-20,2.0869766525652511e-23,1.5595145473909708e-23,6.9292880292469391e-24,4.451250969786156e-31,4.4542934030744122e-30,8.8428177941592124e-23,5.0925560302936829e-32,1.6938910016207381e-26,2.2194517767518883e-40,2.5204993120405834e-31,5.3032318816080283e-28
8.440713282426092e-12,0.4672323110574417,154.0,0.0,0.0,0.0,0.99999860509905059,1.0,18.999999988527893,1.30382512526337e-07,5.8000039675930893e-07,5.7278318840252408e-07,9.3430928518072527e-09,4.0039691426787104e-13,8.2899925165509934e-09,4.3367868297933813e-08,4.7016787683297273e-12,4.8593022611302114e-08,2.1273394379396579e-09,1.9498458830297895e-16,6.4329072092925942e-12,2.8760140853799643e-17,1.5189177507875996e-12,1.1933945010561829e-14,1.1943175186440374e-14,6.1436710429841835e-18,3.0864934994915389e-18,4.6527553093394446e-13,9.2210912386638907e-33,8.8038564205220649e-33,8.8038601694870007e-33,5.7238271430270368e-17,1.2547532094024226e-12,5.5040380047741601e-21,1.8376451189558881e-20,2.9308903445423709e-15,2.6156656522339655e-15,1.13360718300142e-23,4.0208800976805646e-20,2.9328385775422806e-31,2.961630818887378e-25,2.1164336304836624e-24,1.8193530293471384e-24,9.9105606074039189e-28,1.2086887501457718e-30,2.652055536301703e-32,7.7821548794221221e-29,9.4598046354012945e-36,3.0838677907448554e-39,8.2939211612731506e-39,5.0804922842779869e-37,1.3146421911545328e-33,1.4815685354914838e-21,1.6148662533304575e-23,1.6505551682933452e-25,1.6275282464484746e-26,3.1700220553008408e-23,5.8991167879870426e-23,3.7759115989371365e-18,3.5620043020769841e-20,2.3359002481350047e-20,2.3106575070096801e-23,1.7268773888973042e-23,7.8640215885228947e-24,4.9035410629362979e-31,5.0551529159056351e-30,9.7433357716938295e-23,5.611162020715346e-32,1.8667335351178657e-26,2.8764456297379634e-40,2.7766065898422269e-31,6.0511617511638247e-28
8.71064002925713e-12,0.46723231105562,154.0,0.0,0.0,0.0,0.99999856049709079,1.0,18.999999987845481,1.3455201514777776e-07,5.9853178360997782e-07,5.908011828078821e-07,9.9409040197972249e-09,4.1319012091420013e-13,8.2900040673601443e-09,4.4877041122612997e-08,4.7021183707649399e-12,5.0284027520814871e-08,2.2118545006643796e-09,2.074607033014366e-16,6.8504119767081801e-12,2.9902731097339925e-17,1.6166609558776335e-12,1.3109970077543731e-14,1.3120159658761515e-14,6.7640429707806061e-18,3.4255253719315095e-18,4.9549305675914712e-13,1.1485125865323026e-32,1.0965455986504184e-32,1.0965460805686158e-32,6.3027344197602755e-17,1.3253786694473827e-12,6.0083386146148454e-21,1.9112768386222519e-20,3.1367211260535987e-15,2.7993562875010485e-15,1.2875070228854918e-23,4.4180676068069311e-20,3.4367170064861524e-31,3.2724619114920767e-25,2.4041843647639157e-24,2.0758567741734651e-24,1.1676783890288913e-27,1.4705167035761463e-30,3.2267398338470842e-32,9.120745715973345e-29,1.1885575565321081e-35,3.8861845428261965e-39,1.009377255946685e-38,6.2875267803081052e-37,1.5995556614513264e-33,1.5772699163509267e-21,1.7735015330818751e-23,1.7649819609703386e-25,1.7565970029575285e-26,3.4882675896943487e-23,6.2865440899022036e-23,4.0193615064852323e-18,3.8911921191810745e-20,2.5662163684742653e-20,2.5497605085587969e-23,1.9057955597414315e-23,8.8884811313145267e-24,5.3852419642639771e-31,5.7136887063514186e-30,1.0702695144617313e-22,6.1636546197842415e-32,2.050891768212794e-26,3.6975315505109463e-40,3.0493676213512976e-31,6.875448889535393e-28
8.980566776088168e-12,0.46723231105375007,154.0,0.0,0.0,0.0,0.99999851589512367,1.0,18.999999987145038,1.3872151665835639e-07,6.1706308680407929e-07,6.0880121998058196e-07,1.0556666764867271e-08,4.2598326980095729e-13,8.2900117635560656e-09,4.6386215645339396e-08,4.7024613174031212e-12,5.1975034347047198e-08,2.2964506092011829e-09,2.2031146651942975e-16,7.2810354545641464e-12,3.1046417051706117e-17,1.7173915479344443e-12,1.4360442848854838e-14,1.4371656293509314e-14,7.4246543882312273e-18,3.7887756993830652e-18,5.2666095088923738e-13,1.4209174189540085e-32,1.3566258261856172e-32,1.3566264409342613e-32,6.9201641903757057e-17,1.3978865967090586e-12,6.5433890628253357e-21,1.9850236495801073e-20,3.3495815691578476e-15,2.9893201821334075e-15,1.4566867061819921e-23,4.8405252405061388e-20,4.0078561954298044e-31,3.6047507156558203e-25,2.7205682551352292e-24,2.3588251476967626e-24,1.3687659489100948e-27,1.7781614198493872e-30,3.9020337913184025e-32,1.0638317920418863e-28,1.482758628663204e-35,4.8624900540866475e-39,1.2209165911724235e-38,7.7316631606656772e-37,1.9343581542975112e-33,1.6759330332550292e-21,1.9421180221802587e-23,1.8832259685624188e-25,1.8919047381644168e-26,3.8270592583076189e-23,6.6861321797552686e-23,4.2703138548250221e-18,4.2386694601716205e-20,2.8111381211306897e-20,2.804794426745294e-23,2.0966508524336873e-23,1.0007961767637808e-23,5.8972514156167214e-31,6.4333044371739318e-30,1.1722722091940155e-22,6.7510855193125724e-32,2.2467175597967183e-26,4.7166094140193471e-40,3.3392907497253385e-31,7.7811044187154335e-28
9.250493522919206e-12,0.4672323110518321,154.0,0.0,0.0,0.0,0.999998471293149,1.0,18.999999986426619,1.428910170580731e-07,6.3559431822626837e-07,6.2678335104298431e-07,1.1190329968353354e-08,4.3877636913357254e-13,8.2900168571182346e-09,4.789539128848785e-08,4.7027288547002138e-12,5.366604244277922e-08,2.3811158788912041e-09,2.3353581111384045e-16,7.724777580402279e-12,3.2191038040497987e-17,1.8211042310574307e-12,1.5687602330313233e-14,1.56999061753271e-14,8.1267456859924876e-18,4.1770829064355443e-18,5.5877921463237783e-13,1.7468457808507722e-32,1.6678082304160664e-32,1.6678090089577907e-32,7.5774460517655032e-17,1.4722763294532082e-12,7.1102226633187841e-21,2.0588753652373231e-20,3.5694709735066317e-15,3.1855566939523851e-15,1.642143498159373e-23,5.2890251844195805e-20,4.6528260233275991e-31,3.9592644541919594e-25,3.0674613782632648e-24,2.6700551900439009e-24,1.5967998515814197e-27,2.1378567213906943e-30,4.6916358087410777e-32,1.2352398907512628e-28,1.8374656319401529e-35,6.0434931894276486e-39,1.4683121970354378e-38,9.4503901953287098e-37,2.3258441544225974e-33,1.777555054385973e-21,2.121010532369549e-23,2.0052835159757409e-25,2.0335823192094322e-26,4.1870312034709713e-23,7.0978680586110228e-23,4.5287606813242113e-18,4.6047826971600147e-20,3.0711082625010088e-20,3.0762674626808289e-23,2.2998246326640615e-23,1.1227879854693192e-23,6.4404646396977299e-31,7.217481706129262e-30,1.2805239865980632e-22,7.3745047256379986e-32,2.4545622045575634e-26,5.9732129345007353e-40,3.6468828916652827e-31,8.7732966376844842e-28
9.520420269750244e-12,0.4672323110498665,154.0,0.0,0.0,0.0,0.99999842669116712,1.0,18.999999985690295,1.4706051634692814e-07,6.5412548801795544e-07,6.447476269718889e-07,1.1841842657142989e-08,4.5156942591389769e-13,8.2900201835918799e-09,4.9404567666563461e-08,4.7029375475055827e-12,5.5357051376070013e-08,2.4658401683191644e-09,2.4713267327920184e-16,8.1816383009589238e-12,3.3336456955354321e-17,1.9277937220081034e-12,1.709368355969649e-14,1.7107146417197299e-14,8.8715550554091157e-18,4.5912839963156626e-18,5.9184784990996678e-13,2.1347696377815744e-32,2.0381815690124065e-32,2.0381825482925514e-32,8.2759172588933715e-17,1.5485472083817871e-12,7.7098837366616777e-21,2.1328232932059412e-20,3.7963886365471396e-15,3.388065178815515e-15,1.8449083005394111e-23,5.7643390137766844e-20,5.3786184341555778e-31,4.3367748320970693e-25,3.4468036439281663e-24,3.0114071712151e-24,1.8544268387788065e-27,2.5564574701244674e-30,5.6106105266466565e-32,1.4281647190852525e-28,2.2627497526745783e-35,7.4641679804020168e-39,1.756295790336611e-38,1.1485785840049531e-36,2.7814861204817167e-33,1.8821331583556497e-21,2.3104730484035667e-23,2.1311509425745188e-25,2.1817604762528574e-26,4.5688168809861878e-23,7.5217389004235504e-23,4.7946941281091107e-18,4.9898686621116475e-20,3.3465690704526529e-20,3.36468725693068e-23,2.5156978452209895e-23,1.2553770766238099e-23,7.0157743479791609e-31,8.0697786121692674e-30,1.3952068823585706e-22,8.0349605776036621e-32,2.6747764390053343e-26,7.5132324094079049e-40,3.9726495418963244e-31,9.8573508512242005e-28
9.790347016581282e-12,0.4672323110478532,154.0,0.0,0.0,0.0,0.99999838208917735,1.0,18.999999984936121,1.5123001452492165e-07,6.7265660483372125e-07,6.6269409859894568e-07,1.2511154003260795e-08,4.6436244611724001e-13,8.2900223137047472e-09,5.0913744516250203e-08,4.7031003232051984e-12,5.7048060851878182e-08,2.5506148229009726e-09,2.6110099223904901e-16,8.6516175707054217e-12,3.4482556789347668e-17,2.0374547501758396e-12,1.8580917616242343e-14,1.8595610169936021e-14,9.6603184937830415e-18,5.0322145394366172e-18,6.2586685917412985e-13,2.5941973314709371e-32,2.4768241082460306e-32,2.4768253321244268e-32,9.0169226821572334e-17,1.6266985765446914e-12,8.3434275952463469e-21,2.2068600155219826e-20,4.0303338543506865e-15,3.5968449913558762e-15,2.0660458333218949e-23,6.2672376943558924e-20,6.1926614517035969e-31,4.738058011629553e-25,3.8605991602970869e-24,3.38480495346188e-24,2.1444650066386185e-27,3.0414802630079264e-30,6.6754785501089881e-32,1.6445890333645764e-28,2.7699881098579471e-35,9.1641967606275214e-39,2.0900569806010848e-38,1.3884926465715744e-36,3.3094790486538639e-33,1.9896645339132217e-21,2.5107987306148185e-23,2.2608246017586221e-25,2.3365698041042264e-26,4.9730490688168691e-23,7.9577320465970325e-23,5.0681064388150013e-18,5.3942548973141732e-20,3.6379623506342423e-20,3.6705608971359053e-23,2.74465101972012e-23,1.3991286701549542e-23,7.6240707485025693e-31,8.993828347091113e-30,1.516502645645708e-22,8.7334997640228916e-32,2.9077104473245358e-26,9.3897042155767708e-40,4.3170947775848921e-31,1.1038749200903317e-27
1e-11,0.46723231104579216,154.0,0.0,0.0,0.0,0.9999983474466615,1.0,18.999999984338068,1.544684765734027e-07,6.870497518243259e-07,6.7662092922688478e-07,1.3043258750146459e-08,4.7429880462248935e-13,8.2900233977622739e-09,5.2085927298537775e-08,4.7032015951590076e-12,5.8361473661851512e-08,2.6164895681305117e-09,2.7220585529003383e-16,9.0257035852095388e-12,3.5373141783803825e-17,2.1246757874533125e-12,1.9793473883469757e-14,1.9809171637721521e-14,1.0304069323241425e-17,5.3936624167133197e-18,6.5294528068392115e-13,3.0071229013422812e-32,2.8710686251783688e-32,2.8710700743419449e-32,9.6226754446126034e-17,1.6886960910606018e-12,8.8595623794830163e-21,2.2644217690121937e-20,4.216888328489987e-15,3.7633316649222089e-15,2.2511814512235686e-23,6.6773658814109638e-20,6.8908377722751408e-31,5.0666372076545905e-25,4.2070865324325966e-24,3.6982025538433397e-24,2.394008198813675e-27,3.4692528592949966e-30,7.6147111781750853e-32,1.8302397443572579e-28,3.2286338087221589e-35,1.0705819691097799e-38,2.3844834264712929e-38,1.6032653338150447e-36,3.7751897754423875e-33,2.0752204290403999e-21,2.6740744935935286e-23,2.3641664802801747e-25,2.4614694465175692e-26,5.3029090007778021e-23,8.304725572617696e-23,5.2856220854803074e-18,5.7218636287085512e-20,3.8755635053183254e-20,3.920500363580114e-23,2.9317474513725616e-23,1.5188508528531873e-23,8.1198638938446673e-31,9.76341394681529e-30,1.6153921425638679e-22,9.3030018378337222e-32,3.097630818912414e-26,1.1117988289160055e-39,4.5978355348227593e-31,1.2027106723772667e-27
1.006027376341232e-11,0.46723231104579216,154.0,0.0,0.0,0.0,0.99999833748718014,1.0,18.999999984164152,1.5539951159205393e-07,6.9118767605968186e-07,6.8062281661107176e-07,1.3198213323455252e-08,4.7715543484312712e-13,8.2900236406160498e-09,5.2422921656156809e-08,4.7032272758064001e-12,5.873907066695771e-08,2.6354324565172467e-09,2.7543971023729414e-16,9.134715350630759e-12,3.5629237684746516e-17,2.1500820575437418e-12,2.015153163012041e-14,2.0167526631661887e-14,1.0494269809625831e-17,5.50070866530451e-18,6.6083624533742381e-13,3.1357651641636902e-32,2.9938910672026562e-32,2.9938925874976115e-32,9.8018147649706006e-17,1.70672977926382e-12,9.0119205285094063e-21,2.2809792014756066e-20,4.2713059220894286e-15,3.81189548540757e-15,2.306654815941575e-23,6.7984915833805159e-20,7.102833268538785e-31,5.1638945875158332e-25,4.3109165971571168e-24,3.792236351581946e-24,2.4699095610335728e-27,3.6011455036588581e-30,7.9043092249825498e-32,1.886616311565231e-28,3.3719880013349463e-35,1.1188445025833181e-38,2.4752724834025565e-38,1.6700319970652415e-36,3.9187865558566063e-33,2.1001463796925912e-21,2.7222799174496216e-23,2.3943008605422186e-25,2.4981407638213556e-26,5.4003598755082539e-23,8.405835000839557e-23,5.3489899555061504e-18,5.8182598992133026e-20,3.9457294425946362e-20,3.9943949253943687e-23,2.9870642761517146e-23,1.5546194533489518e-23,8.2662415535770666e-31,9.9933378123211443e-30,1.6445927420616647e-22,9.4711673406482858e-32,3.1537138670603003e-26,1.1663671122213062e-39,4.6807212626977056e-31,1.2323130498186043e-27
1.0330200510243358e-11,0.46723231104368407,154.0,0.0,0.0,0.0,0.99999829288517539,1.0,18.999999983374448,1.5956900754832513e-07,7.0971870799918383e-07,6.9853383155086128e-07,1.3902970078786612e-08,4.8994839644351528e-13,8.2900244290000933e-09,5.3932098964171146e-08,4.7033262823133895e-12,6.0430080684483928e-08,2.720286765818402e-09,2.901477725296267e-16,9.6309316072266632e-12,3.677641442248549e-17,2.2656703986545897e-12,2.1807748791875558e-14,2.18251210572392e-14,1.1374640627895076e-17,5.9975990570661502e-18,6.9675601171302708e-13,3.7713341342596762e-32,3.6007069805864744e-32,3.6007088582407376e-32,1.0631953481562496e-16,1.7886401640677208e-12,9.7164397881999124e-21,2.3551754484451461e-20,4.5193041343045662e-15,4.0332160142450716e-15,2.5678681477593498e-23,7.3588704303585446e-20,8.117476408984298e-31,5.6150695622839157e-25,4.7998895471146817e-24,4.2357534911371897e-24,2.8339386042434114e-27,4.2444208593672963e-30,9.3168164880148325e-32,2.1564745915488777e-28,4.0831189606155118e-35,1.3587469396860479e-38,2.9181363026918997e-38,1.9990363522623505e-36,4.6191884935816524e-33,2.2135759039941606e-21,2.9452081279733501e-23,2.5315760991619291e-25,2.6666036842782254e-26,5.8513807483499689e-23,8.8660354242815126e-23,5.6373371157493554e-18,6.2621933557835446e-20,4.2703112257195427e-20,4.3366953454127466e-23,3.2433173302556875e-23,1.7224373695029553e-23,8.9431719873867534e-31,1.107208626041947e-29,1.7796583565050164e-22,1.0249006746667516e-31,3.4131357946457431e-26,1.4405117528190863e-39,5.0640302523094571e-31,1.3716290059603111e-27
