Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398),S(1815),S(1443),C7H15(32),C7H15(31),S(1930),S(1932),C4H9(23),C3H6(1916),S(1984)
2.0879809667673257e-12,0.684780237514416,154.0,0.0,0.0,0.0,0.99999997446277278,1.0,18.999999999957328,4.2833209914515027e-09,1.0420762250722692e-08,1.0411210153314618e-08,2.6110215146241515e-11,9.367354432746522e-15,1.4919175853104739e-10,1.2596189210867678e-10,1.5330069991365134e-14,1.0408599690514085e-10,1.6550395546584585e-11,9.7878261557718548e-19,7.407999470065293e-15,3.7987182562797348e-19,6.5064207883624762e-16,4.6880172495551262e-19,4.6903218198484726e-19,1.870352760004365e-22,4.3421732731539336e-23,5.0786996422088302e-16,2.3950788156219375e-42,2.3279281960486063e-42,2.3279282137077906e-42,1.2221502533319394e-20,2.4527647695416016e-15,6.951404158062129e-25,2.3398212686012613e-23,1.7254688824432535e-19,2.0881093447940747e-19,2.0602661417895009e-29,1.449472096836995e-24,1.764388876612725e-38,3.6080688916499093e-30,5.4661778000610049e-30,1.8579939616017409e-30,1.4576988833540685e-34,2.6403793550505462e-38,1.7099073525115391e-40,3.4442173341263389e-35,9.6082562748405893e-45,4.7688993035982469e-48,3.2110002694308446e-47,1.7820695284897025e-45,3.0111251948635674e-41,1.2027799772822976e-25,2.0112003422507583e-28,1.588606553665803e-30,2.7292190011340698e-31,4.9345588385236517e-29,1.5174085446139006e-27,3.4445410398595493e-22,5.1344028240759158e-25,2.2198199842700595e-25,1.3955113119451872e-28,9.9054430637044779e-29,1.2875897406039011e-29,1.1279225311745394e-35,3.3042985608876635e-35,1.350188123766331e-27,8.7580574354621932e-37,1.8883771904937561e-31,2.4957096874268623e-51,6.3073194199303752e-36,1.289458989906266e-34,7.8505219073272527e-40,4.7360192498263408e-43,1.0777975009890213e-17,4.327235229810149e-16,9.4517326466098712e-20,6.390559982397956e-28,4.3156961925919328e-23,4.3157131070932362e-23,1.6914501304180935e-28
2.214100758323906e-12,0.6847802375143959,154.0,0.0,0.0,0.0,0.99999997292042497,1.0,18.999999999952237,4.5420452636848667e-09,1.1049358713786474e-08,1.1038408507688169e-08,2.9354618505998993e-11,9.9325090495683301e-15,1.5130302170204089e-10,1.3725516000261053e-10,1.5741359403850685e-14,1.1341795460221115e-10,1.839626608168117e-11,1.1004315597665747e-18,8.329442978741431e-15,4.2224222152593749e-19,7.3151099728208669e-16,5.5891821158625001e-19,5.5920036413788269e-19,2.2783266336896377e-22,5.4319862210717571e-23,5.7104388265128735e-16,3.6099228830305355e-42,3.508711900300692e-42,3.508711928520638e-42,1.4573557896017192e-20,2.6658846437992959e-15,7.970796119803681e-25,2.6020952323016551e-23,2.0067835767689254e-19,2.4285474542100836e-19,2.6052976060720978e-29,1.7281495332886174e-24,2.3658380292396174e-38,4.4658743543819708e-30,6.9117559305008661e-30,2.4457194574740746e-30,2.0390717534313743e-34,3.9228716948183084e-38,2.5404581767770189e-40,4.618050077897438e-35,1.5155267137628575e-44,7.5237908208327526e-48,4.7812782686978434e-47,2.6579567516311513e-45,4.4737366971151541e-41,1.3522654552002823e-25,2.3976890933154664e-28,1.8591132243391389e-30,3.0799483773201409e-31,6.0393769617535526e-29,1.7484640011891599e-27,3.8725125914138165e-22,6.1144625082662968e-25,2.6463582728078535e-25,1.7254475549362206e-28,1.2297888603287234e-28,1.6264157492722493e-29,1.3447083932983787e-35,4.1742175202006543e-35,1.6096521522576547e-27,1.0441082982131865e-36,2.2548267835050396e-31,3.9882163720877298e-51,7.5196202639763609e-36,1.6782181257260133e-34,1.0267900802533921e-39,6.5498523472642272e-43,1.1429073030024241e-17,4.5885552922707876e-16,1.0627943372726001e-19,7.6199823032539552e-28,4.852757988552234e-23,4.8527781568055094e-23,2.0168253276807053e-28
2.3402205498804863e-12,0.6847802375143751,154.0,0.0,0.0,0.0,0.99999997137808383,1.0,18.999999999946883,4.8007695253033271e-09,1.1677880248122137e-08,1.1665417521459642e-08,3.2788352088834431e-11,1.0497596292212854e-14,1.5313712492935013e-10,1.486964331963264e-10,1.611968268140508e-14,1.2287221341106093e-10,2.0317059767023084e-11,1.2291809542124286e-18,9.3048340652471866e-15,4.6633256735708888e-19,8.1710286760569265e-16,6.5989287927642514e-19,6.6023423996513009e-19,2.7427959479591274e-22,6.7081061389433193e-23,6.3791678537049918e-16,5.3186644037098129e-42,5.1695458070253405e-42,5.1695458509667746e-42,1.7209661885003004e-20,2.8863965562880012e-15,9.0771863509444957e-25,2.8750907333268747e-23,2.3124003692358612e-19,2.7983951287899964e-19,3.2519677095658911e-29,2.040416595655957e-24,3.1211880503269826e-38,5.4581925065738015e-30,8.626758105665776e-30,3.1683414562532325e-30,2.7978620186562669e-34,5.6983614558191147e-38,3.690282707599022e-40,6.0921515592181252e-35,2.3296292654573228e-44,1.1568030530774504e-47,6.9590965469195973e-47,3.8758970172957143e-45,6.4986051685568989e-41,1.5104812090053658e-25,2.8307171873454794e-28,2.1551007953096335e-30,3.4527127925693942e-31,7.3037520190490625e-29,1.9970600734066983e-27,4.3254569918611528e-22,7.2109595416781474e-25,3.1242545527077882e-25,2.1066623091713241e-28,1.5074792833796832e-28,2.0278751831405731e-29,1.5876026703247399e-35,5.2050123750918389e-35,1.9003602026041652e-27,1.2326774357008671e-36,2.6658154164074631e-31,6.2100612968736932e-51,8.8779279022820216e-36,2.1510363529197151e-34,1.3218885933455218e-39,8.8914913456427342e-43,1.2080183106954552e-17,4.8498691159855147e-16,1.1873101982116519e-19,8.9977682474431317e-28,5.4213015535166888e-23,5.4213253681100153e-23,2.3814593326769489e-28
2.4663403414370667e-12,0.6847802375143532,154.0,0.0,0.0,0.0,0.99999996983574879,1.0,18.99999999994127,5.0594937763068865e-09,1.2306329701479244e-08,1.2292237293532748e-08,3.6411316993419343e-11,1.1062618721310554e-14,1.5473045173294416e-10,1.6026628263894788e-10,1.6467682142977204e-14,1.3243271853854049e-10,2.2309928851005517e-11,1.3650270898188005e-18,1.0334166133027148e-14,5.120774895998084e-19,9.0741564152810666e-16,7.7234161370845562e-19,7.7275025441168464e-19,3.2675205830574728e-22,8.1888604801337011e-23,7.084882427969389e-16,7.6783838649720576e-42,7.4631064141458782e-42,7.4631064809963645e-42,2.0146034144845622e-20,3.1142991169118982e-15,1.0273619388025535e-24,3.1584023806919403e-23,2.6426140882638142e-19,3.1980091499469441e-19,4.0122026549252971e-29,2.3881805784400815e-24,4.0582612761338088e-38,6.5961531559371634e-30,1.0642761817572836e-29,4.0463042387480971e-30,3.7734250514388725e-34,8.1121704960033951e-38,5.2534961354816349e-40,7.9207747738754727e-35,3.4993749344148524e-44,1.7380510711023675e-47,9.924656468763837e-47,5.5389912865349002e-45,9.2514771154341657e-41,1.6774237518172071e-25,3.3129195726174109e-28,2.4771049419298275e-30,3.8476579064574573e-31,8.7391499140111685e-29,2.2632464839662532e-27,4.8033620383018593e-22,8.4302212484177185e-25,3.656417211522783e-25,2.5433206296256968e-28,1.8269511532592884e-28,2.4991903518302671e-29,1.8580837729910919e-35,6.4152407478943864e-35,2.224081383229243e-27,1.4426606966795719e-36,3.1238875157587259e-31,9.4476836258640346e-51,1.0390510327917486e-35,2.7196519514361711e-34,1.6779541735637431e-39,1.1871290140248269e-42,1.2731305739294551e-17,5.1111767391932814e-16,1.3187206801151956e-19,1.0532371223461269e-27,6.0213261157996614e-23,6.0213539916785036e-23,2.787587884155476e-28
2.592460132993647e-12,0.6847802375143303,154.0,0.0,0.0,0.0,0.99999996829341875,1.0,18.99999999993539,5.3182180166955464e-09,1.2934709813370319e-08,1.2918867922759395e-08,4.0223414370232559e-11,1.1627578800167644e-14,1.5611461152381964e-10,1.71947828686753e-10,1.678778834452816e-14,1.4208552184121659e-10,2.4372133819128367e-11,1.5079662594326715e-18,1.1417432848414574e-14,5.5941409944381697e-19,1.0024472718533274e-15,8.9688002748909041e-19,8.9736458468172346e-19,3.8562599303988311e-22,9.8931150607329297e-23,7.8275784173585787e-16,1.0883805207507191e-41,1.0578658291735745e-41,1.0578658391333854e-41,2.3398898521122849e-20,3.3495909525164019e-15,1.1563144126782383e-24,3.4516401913663989e-23,2.997680829649372e-19,3.6276994258537748e-19,4.8985931717613681e-29,2.7733481908117973e-24,5.208051164816142e-38,7.8910056123560203e-30,1.2993097778635504e-29,5.1016852881508761e-30,5.0108860419778438e-34,1.1340808388687609e-37,7.3444125995618876e-40,1.0164349298792961e-34,5.1484412572038217e-44,2.5576858909795978e-47,1.3897066663580929e-46,7.7732381632929769e-45,1.2933673161201538e-40,1.8530896378789704e-25,3.8469295671938236e-28,2.825612195966881e-30,4.2649298455128851e-31,1.0357062328894618e-28,2.547060643971727e-27,5.3062156727789536e-22,9.7785432914342496e-25,4.245753095091264e-25,3.0396246929912169e-28,2.1915895419871167e-28,3.0479654184048095e-29,2.1576291973414166e-35,7.8244417031528864e-35,2.5825837372209024e-27,1.6752049307847011e-36,3.6315859735791521e-31,1.4075731636875262e-50,1.2065630418522772e-35,3.3966184484361856e-34,2.1031330754445344e-39,1.5614522054169018e-42,1.338244142540485e-17,5.3724782001121228e-16,1.4570256166319733e-19,1.2232244888976563e-27,6.6528309083351293e-23,6.652863282801775e-23,3.2374466647124029e-28
2.7185799245502273e-12,0.6847802375143062,154.0,0.0,0.0,0.0,0.99999996675109337,1.0,18.999999999929258,5.5769422464693085e-09,1.3563023219183177e-08,1.3545309507939729e-08,4.4224545421508651e-11,1.219247889846381e-14,1.5731706406414927e-10,1.8372640763714336e-10,1.7082237031607838e-14,1.5181850627263522e-10,2.6501039281680051e-11,1.6579947578420195e-18,1.2554628129669282e-14,6.0828189838707014e-19,1.1021957124587874e-15,1.0341234607675645e-18,1.0346931405046821e-18,4.512772594900965e-22,1.1840241838352276e-22,8.6072518475695784e-16,1.5173685638685767e-41,1.4748264751756977e-41,1.4748264897361591e-41,2.6984483054761343e-20,3.5922707062630304e-15,1.2948813826536277e-24,3.7544290049829956e-23,3.3778230228487996e-19,4.0877351225303678e-19,5.9243949463835964e-29,3.1978255654244674e-24,6.6048941998733677e-38,9.3541029436881097e-30,1.5712850379922956e-29,6.3582114512541946e-30,6.5615853194065733e-34,1.5596400010304088e-37,1.0100412950314513e-39,1.2889814940725286e-34,7.4336447246427529e-44,3.6937932097683432e-47,1.9139899780409523e-46,1.0730987435518866e-44,1.7787139163974783e-40,2.0374754610194569e-25,4.4353788720378e-28,3.2010643584609531e-30,4.7046751101127201e-31,1.2169000223162204e-28,2.8485302272258448e-27,5.8340059778082981e-22,1.1262189854625377e-24,4.8951675362194286e-25,3.5998081896063637e-28,2.6048233741317522e-28,3.68218459003746e-29,2.4877155320851579e-35,9.4531310910125039e-35,2.9776342531347504e-27,1.9314563036241368e-36,4.1914521631091446e-31,2.0577572555742651e-50,1.3911545977463325e-35,4.1953061673438112e-34,2.6061124967865164e-39,2.0262382978847812e-42,1.4033590663393189e-17,5.6337735369391739e-16,1.6022248424216755e-19,1.4105843153611801e-27,7.3158151686732848e-23,7.3158525013863e-23,3.7332713015751268e-28
2.8446997161068076e-12,0.6847802375142814,154.0,0.0,0.0,0.0,0.99999996520877166,1.0,18.999999999922874,5.8356664656281744e-09,1.4191272454136238e-08,1.4171562147822304e-08,4.841461140106854e-11,1.2757321295808729e-14,1.5836166311606812e-10,1.9558928141643864e-10,1.735308473639589e-14,1.6162114598985314e-10,2.8694110018417917e-11,1.8151088817694633e-18,1.3745746136489243e-14,6.5862268743669844e-19,1.2066589182841531e-15,1.1846869820788944e-18,1.1853515646457678e-18,5.2408160990543342e-22,1.4050088593327259e-22,9.4238988959424933e-16,2.0837889074771236e-41,2.025366298122906e-41,2.0253663190457758e-41,3.091901998307211e-20,3.8423370370246744e-15,1.4433686115660491e-24,4.0664079207699588e-23,3.7832338416222498e-19,4.5783500014936563e-19,7.1035290666422444e-29,3.6635182676722568e-24,8.2866419386177885e-38,1.0996888340691921e-29,1.8838858189057055e-29,7.841273029775573e-30,8.4835277038132602e-34,2.1131443482188742e-37,1.3685026524074434e-39,1.6170955543404413e-34,1.0551428704676003e-43,5.2442250356927497e-47,2.5967166523778106e-46,1.4594690910605707e-44,2.4099874372346925e-40,2.2305778531715892e-25,5.0808975847090147e-28,3.6038625180110003e-30,5.1670404922109811e-31,1.4186488614101777e-28,3.1676752431535702e-27,6.3867211720646313e-22,1.2887393824969342e-24,5.6075643825935929e-25,4.2281315092487294e-28,3.070120405152076e-28,4.4102103292214552e-29,2.8498184662824092e-35,1.1322796944115842e-34,3.4109988761827562e-27,2.2125603040358933e-36,4.8060259549330425e-31,2.9569186298722782e-50,1.593650977681003e-35,5.1299034177623093e-34,3.1961214521466386e-39,2.5972996206816887e-42,1.4684753951114584e-17,5.8950627878507134e-16,1.7543181931513039e-19,1.6161620185155724e-27,8.0102781389639555e-23,8.0103209119376388e-23,4.2772973682906185e-28
2.970819507663388e-12,0.6847802375142553,154.0,0.0,0.0,0.0,0.9999999636664535,1.0,18.999999999916241,6.0943906741721443e-09,1.4819459957085722e-08,1.4797625941104171e-08,5.2793513614244966e-11,1.3322108185165439e-14,1.5926913055739805e-10,2.0752538439880603e-10,1.7602223145643293e-14,1.7148429714251198e-10,3.0948907171367818e-11,1.9793049298694699e-18,1.4990781259998728e-14,7.1038047971019801e-19,1.3158348453232397e-15,1.3491853888839798e-18,1.3499552331370886e-18,6.0441466512809844e-22,1.6542950347531964e-22,1.0277515885692947e-15,2.822517754862368e-41,2.7433837012880379e-41,2.7433837308843353e-41,3.5218745733397653e-20,4.0997886188057527e-15,1.6020822995421754e-24,4.387229755542583e-23,4.2140810505591215e-19,5.0997470747253044e-19,8.4505824549100792e-29,4.1723313037842934e-24,1.0294833186469606e-37,1.2830883278515101e-29,2.2409714416340306e-29,9.577936042996472e-30,1.0841835386589032e-33,2.8243901160693676e-37,1.8291228680459709e-39,2.0088732915564645e-34,1.4745192859111765e-43,7.3302657877751722e-47,3.4749710432965384e-46,1.9580958396244662e-44,3.2211739717125988e-40,2.4323934829515989e-25,5.7861142114405559e-28,4.0343707147126773e-30,5.6521730113663569e-31,1.6421062388068343e-28,3.5045097030345388e-27,6.9643496062373588e-22,1.4660356970192184e-24,6.3858460216795826e-25,4.9288775981217721e-28,3.5909827419658266e-28,5.2407815683793846e-29,3.2454127961205505e-35,1.345589488386526e-34,3.8844425183300754e-27,2.5196617506374695e-36,5.4778457315014514e-31,4.1826795354290981e-50,1.8148769595238155e-35,6.2154173670522745e-34,3.8829314186003875e-39,3.2922418624583005e-42,1.5335931786171238e-17,6.1563459910021792e-16,1.9133055054934241e-19,1.8408030411919638e-27,8.7362190659485735e-23,8.7362677835524271e-23,4.871760385394989e-28
3.0969392992199682e-12,0.6847802375142282,154.0,0.0,0.0,0.0,0.99999996212413822,1.0,18.99999999990936,6.3531148721012213e-09,1.5447588074189417e-08,1.5423500986430829e-08,5.7361153417907035e-11,1.3886841676144678e-14,1.6005746840042014e-10,2.1952510338539116e-10,1.7831392324029931e-14,1.8140001606315756e-10,3.3263084581052982e-11,2.1505792027292756e-18,1.6289728113196366e-14,7.6350141632921152e-19,1.4297214506190809e-15,1.5282332078405076e-18,1.5291192552675926e-18,6.9265190292554591e-22,1.9339542435173759e-22,1.1168099280373244e-15,3.7751755079009992e-41,3.6693322062403393e-41,3.6693322475061864e-41,3.9899900910359612e-20,4.3646241401868634e-15,1.7713290842384253e-24,4.7165605221699781e-23,4.6705103478156212e-19,5.6521026499681395e-19,9.9808082882753137e-29,4.7261691278807159e-24,1.2674866268320904e-37,1.4867677277960389e-29,2.6465767346640189e-29,1.1596952856068816e-29,1.3709203897044039e-33,3.7282626206689288e-37,2.4144955748139236e-39,2.4731620823577302e-34,2.0313521209399218e-43,1.0100750210052891e-46,4.5922026655718558e-46,2.5944926612722667e-44,4.2520649150667606e-40,2.6429190542972612e-25,6.5536556777735844e-28,4.492919276951149e-30,6.1602198677139037e-31,1.8884263033290845e-28,3.8590429225837374e-27,7.5668797590514652e-22,1.6587250112450041e-24,7.2329134029295733e-25,5.706348410791598e-28,4.1709428554902213e-28,6.1830119274107127e-29,3.6759724308817001e-35,1.587584353480732e-34,4.3997290674179923e-27,2.8539047977434909e-36,6.2094484003506825e-31,5.8318600503837558e-50,2.0556568251400846e-35,7.4676746249786083e-34,4.676856776345011e-39,4.1305647935397042e-42,1.5987124665912262e-17,6.4176231845281655e-16,2.0791866171266536e-19,2.0853528521752753e-27,9.4936372009624523e-23,9.4936923899206541e-23,5.5188958202002603e-28
3.2230590907765485e-12,0.6847802375142005,154.0,0.0,0.0,0.0,0.9999999605818255,1.0,18.999999999902233,6.6118390594154039e-09,1.6075659062430601e-08,1.6049187382396234e-08,6.2117432220478897e-11,1.4451523798173532e-14,1.6074231582245057e-10,2.3158008694752513e-10,1.8042192869727016e-14,1.9136140172195391e-10,3.5634385262571362e-11,2.3289280028695826e-18,1.7642581521829659e-14,8.1793368552369526e-19,1.5483166922596172e-15,1.7224446950890952e-18,1.7234584736111636e-18,7.891686533422529e-22,2.2460975162520106e-22,1.209564567854523e-15,4.9910598400662984e-41,4.8511273667189598e-41,4.8511274234970706e-41,4.4978730284195581e-20,4.6368423037906244e-15,1.9514160410819331e-24,5.0540789279348132e-23,5.1526482617297151e-19,6.2355698361362797e-19,1.1710126418997366e-28,5.3269356488646096e-24,1.5476171393437516e-37,1.7118919082011364e-29,3.1049120771652447e-29,1.3928771393171034e-29,1.7166360737435695e-33,4.8653126924930232e-37,3.1508838803885588e-39,3.0195939041728435e-34,2.7619366436246683e-43,1.3736662448582939e-46,5.9989507535010907e-46,3.3984948624022981e-44,5.5489146557309347e-40,2.8621513051597725e-25,7.3861473389485421e-28,4.9798078560125073e-30,6.6913284033632356e-31,2.1587636131462377e-28,4.2312805267656804e-27,8.1943002334374895e-22,1.867421330054375e-24,8.1516660587434273e-25,6.5648618844916921e-28,4.8135600396917702e-28,7.2463879422720199e-29,4.1429703987735398e-35,1.8607019967886834e-34,4.9586213961172183e-27,3.2164329411733069e-36,7.0033694070618094e-31,8.0241009491416642e-50,2.3168143636538605e-35,8.9033216065527916e-34,5.5887550899934549e-39,5.1337630565488301e-42,1.6638333087433469e-17,6.6788944065424248e-16,2.2519613667361546e-19,2.3506569461591424e-27,1.0282531799937014e-22,1.0282594009327883e-22,6.2209390867217811e-28
3.349178882333129e-12,0.6847802375141715,154.0,0.0,0.0,0.0,0.99999995903951511,1.0,18.999999999894865,6.8705632361146953e-09,1.6703675093007124e-08,1.6674685227542799e-08,6.7062251481906015e-11,1.5016156503542818e-14,1.6133725888345189e-10,2.4368308003538198e-10,1.8236097088753114e-14,2.0136245905897828e-10,3.8060638016510333e-11,2.5143476347432995e-18,1.904933651566693e-14,8.7362744483144186e-19,1.6716185293728165e-15,1.9324338366603085e-18,1.933587464191135e-18,8.9434009458317007e-22,2.592872996925325e-22,1.3060151808651299e-15,6.5281608767643741e-41,6.3451334880073182e-41,6.3451335651775825e-41,5.0471482782831215e-20,4.9164418257666043e-15,2.1426506835640414e-24,5.3994758920729315e-23,5.6606046635787956e-19,6.8502815841908918e-19,1.365512380117595e-28,5.9765342374656324e-24,1.8752383126935307e-37,1.9596309044138676e-29,3.6203634438402048e-29,1.660554315488902e-29,2.1302526314460503e-33,6.282367066666108e-37,4.0686157452744958e-39,3.6586187485567416e-34,3.7100248320856695e-43,1.845624585113784e-46,7.7536117321576105e-46,4.4047611137497989e-44,7.165137030576616e-40,3.0900870062453585e-25,8.2862129904852816e-28,5.4953081861775271e-30,7.2456460700943961e-31,2.4542729401674497e-28,4.6212252384851075e-27,8.8465997528391647e-22,2.0927355981534683e-24,9.1450021247951295e-25,7.5087493556115839e-28,5.5224172665821684e-28,8.4407673079748942e-29,4.6478788528661313e-35,2.167475518121027e-34,5.5628813710015287e-27,3.6083890241366535e-36,7.8621427483447755e-31,1.0905976297055928e-49,2.599172874768142e-35,1.0539824742136952e-33,6.630027279687682e-39,6.3254269983694249e-42,1.7289557547577285e-17,6.9401596951378915e-16,2.4316295940130003e-19,2.6375608438912527e-27,1.1102902123396892e-22,1.1102971924652353e-22,6.9801255461079881e-28
3.475298673889709e-12,0.6847802375141417,154.0,0.0,0.0,0.0,0.99999995749720638,1.0,18.999999999887248,7.1292874021990972e-09,1.7331638254591597e-08,1.7299994620361492e-08,7.2195512713602628e-11,1.5580741670338565e-14,1.6185409987360078e-10,2.5582778014451747e-10,1.8414459274875597e-14,2.1139798013042427e-10,4.0539754168750852e-11,2.7068344047335654e-18,2.0509988320148746e-14,9.3053474625640911e-19,1.7996249221218975e-15,2.1588143489059324e-18,2.1601205366822541e-18,1.0085412481042691e-21,2.9764636988730568e-22,1.4061614524077976e-15,8.4542618955288977e-41,8.217233468679425e-41,8.2172335723823633e-41,5.6394411485033084e-20,5.2034214352952685e-15,2.3453409635363346e-24,5.7524540816727076e-23,6.1944749528108999e-19,7.496353331651723e-19,1.5833054919609517e-28,6.6768677331403699e-24,2.2561512975577867e-37,2.2311592542174309e-29,4.1974924503395725e-29,1.9661130215479065e-29,2.6215876861880388e-33,8.0331728801442405e-37,5.2025014591080147e-39,4.4015380443433148e-34,4.9279524496492888e-43,2.4520653231118226e-46,9.9232497955781314e-46,5.6533086858521826e-44,9.1620407186759748e-40,3.3267229598054051e-25,9.2564748785484751e-28,6.039666597419676e-30,7.8233204045037175e-31,2.7761091144042743e-28,5.0288775102638606e-27,9.5237671576556597e-22,2.335275717091186e-24,1.0215818359397304e-24,8.5423533461561193e-28,6.301118388413666e-28,9.7763771331447226e-29,5.1921690769082225e-35,2.5105329610921673e-34,6.2142698614706483e-27,4.0309152430215233e-36,8.7883009849233388e-31,1.4655637916952392e-49,2.9035551720176976e-35,1.2395470575157808e-33,7.812617711226735e-39,7.7313435276321502e-42,1.7940798542932662e-17,7.2014190883866812e-16,2.6181911396530612e-19,2.9469100923719716e-27,1.1954747436454859e-22,1.195482542335993e-22,7.7986905072102853e-28
3.6014184654462894e-12,0.6847802375141111,154.0,0.0,0.0,0.0,0.99999995595489932,1.0,18.999999999879396,7.3880115576686087e-09,1.7959550556468117e-08,1.792511565929183e-08,7.7517117478417334e-11,1.6145281105262504e-14,1.6230309165157454e-10,2.680087121776063e-10,1.8578525169594078e-14,2.2146344070319402e-10,4.3069724433763466e-11,2.9063846211524632e-18,2.20245323484054e-14,9.8860946426195348e-19,1.9323338317014449e-15,2.4021996788623705e-18,2.40367173455923e-18,1.1321469750809372e-21,3.3990853916088744e-22,1.5100030798408279e-15,1.0848128959151786e-40,1.0543985082124148e-40,1.0543985220021297e-40,6.2763773612194936e-20,5.4977798741111407e-15,2.5597952714628234e-24,6.1127274651543882e-23,6.7543419582448634e-19,8.1738853033814347e-19,1.8261842216159296e-28,7.4298384505578773e-24,2.696612208468781e-37,2.5276554275523662e-29,4.8410363980045466e-29,2.3131111329887308e-29,3.2014009103595969e-33,1.0179076409581442e-36,6.5922733025244028e-39,5.2605380899867853e-34,6.4778791919833873e-43,3.2240167509182862e-46,1.2584450764470615e-45,7.1900828996442838e-44,1.1609603728728586e-39,3.5720559984743009e-25,1.0299553709727797e-27,6.6131063036514816e-30,8.4244990085777411e-31,3.1254269008427682e-28,5.45423602749763e-27,1.0225791401816661e-21,2.5956465620565411e-24,1.13670101615855e-24,9.670025666271733e-28,7.1532856473776335e-28,1.1263812203026524e-28,5.7773114908151916e-35,2.8925968664143622e-34,6.9145467482732986e-27,4.485153152922682e-36,9.7843752538601135e-31,1.9488035585075054e-49,3.2307835858382402e-35,1.4489365763678179e-33,9.1490142171878885e-39,9.3795969877033606e-42,1.8592056569835001e-17,7.4626726243401109e-16,2.8116458453562651e-19,3.279550264979783e-27,1.2838067008808424e-22,1.2838153797500696e-22,8.678869226959243e-28
3.72753825700287e-12,0.6847802375140795,154.0,0.0,0.0,0.0,0.99999995441259393,1.0,18.99999999987131,7.6467357025232324e-09,1.8587413931549917e-08,1.8550048442721903e-08,8.3026967390616073e-11,1.6709776546345444e-14,1.6269314121212592e-10,2.8022111973795147e-10,1.8729440664934428e-14,2.3155491042754523e-10,4.5648615896912805e-11,3.112994594240382e-18,2.3592964193623612e-14,1.047807226496045e-18,2.0697432203343474e-15,2.6632030045575995e-18,2.6648548352034891e-18,1.2655319751769975e-21,3.8629846111232357e-22,1.6175397720856184e-15,1.3800792894034883e-40,1.3413867014483877e-40,1.3413867196059524e-40,6.9595830519059936e-20,5.7995158960445173e-15,2.7863224366345496e-24,6.4800208826861875e-23,7.3402775896273228e-19,8.8829645102580988e-19,2.0960076513639381e-28,8.237348185715065e-24,3.2033494040631412e-37,2.8503013335796058e-29,5.5559083179428416e-29,2.7052787260532671e-29,3.8814406436951914e-33,1.2789736169938839e-36,8.2830474729933188e-39,6.2487234940075869e-34,8.4331477698468406e-43,4.1981022811132217e-46,1.5824219378441557e-45,9.0675614940796357e-44,1.4587287119677915e-39,3.826082984153185e-25,1.1418068660295711e-27,7.2158294856834912e-30,9.0493295333232102e-31,3.5033809042169145e-28,5.8972981014649929e-27,1.0952661549485406e-21,2.8744499984729349e-24,1.2601471588063972e-24,1.0896125791723692e-27,8.0825574609303138e-28,1.2914033250852576e-28,6.4047756558638461e-35,3.3164838273727363e-34,7.6654709316722238e-27,4.9722436729379518e-36,1.0852895280350009e-30,2.5660758531871869e-49,3.5816799664716758e-35,1.6841436999543398e-33,1.0652248058893101e-38,1.1300670035251864e-41,1.9243332124366035e-17,7.7239203410287123e-16,3.0119935538262521e-19,3.6363269615393451e-27,1.375286011473828e-22,1.3752956343707388e-22,9.622896910588831e-28
