Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398),S(1815),S(1443),C7H15(32),C7H15(31),S(1930),S(1932),C4H9(23),C3H6(1916),S(1984)
7.49114555719947e-06,0.6846900791307179,154.0,0.0,0.0,0.0,0.90954793129345568,0.99998684877432409,18.973511727992772,0.0055518839664665453,0.0064146091901805518,0.0018761848689103238,0.002586631260475938,5.7599232230752383e-09,1.5157331476508436e-10,0.00070078620418849099,1.8610593118694476e-14,0.00058367609014812409,3.9025034808636144e-05,9.7006233966307053e-11,0.027416407818396202,8.9582764681406478e-13,1.0803757177097292e-07,0.00043071053359783557,0.00081747024371948138,2.6257090654751331e-07,1.9224782893145262e-07,0.023258214133847124,3.0170932463916076e-06,2.0844778444341274e-05,2.2338560344290606e-05,0.021145989789959949,0.00032905169648261021,0.0022871117756229626,3.5127787224714668e-12,1.1336336471128084e-08,1.3225496164899915e-08,0.00029389761513292376,6.2692844765021663e-08,4.982834039471564e-09,1.5850826871803172e-11,1.1565451054903968e-06,8.4576520316939052e-08,4.8623351782728551e-06,5.4388979124966719e-06,2.3434537529292698e-07,5.9106860242331212e-05,1.9291599829591039e-06,1.9060342567167687e-05,4.5732484269654612e-14,1.6991221232547825e-05,1.1607026028850949e-05,3.3849557075594193e-08,4.6691495955496198e-08,1.219842615142224e-12,7.1342329813661028e-12,5.2627181377042873e-08,3.2025154974303628e-15,6.5913325245552767e-12,4.0381770606637593e-13,1.3937698921469243e-08,2.1185081026110739e-11,1.8126706442905737e-11,4.5443034013541432e-11,2.6197516469357252e-15,1.1678918523730262e-16,1.9640458132514294e-11,1.2739877426465576e-20,2.8245314430453032e-15,7.1467457825636697e-10,1.4650922908191505e-15,1.8886253970281371e-07,1.2515289579063199e-12,4.4479009054912565e-07,4.3143060223313582e-07,6.1401037527656101e-08,2.5317219174222316e-06,1.0106304019228838e-05,1.1374876648782006e-09,2.0368100591393083e-08,1.9230612926514877e-08
7.645237551592806e-06,0.6846883355198504,154.0,0.0,0.0,0.0,0.90788529526519091,0.99998631033444407,18.972988822326649,0.005570832967733831,0.0064043665896230265,0.0018719411597075339,0.0025807186825499112,5.7505821553772469e-09,1.5132291018854632e-10,0.00071447525260024325,1.8576573314087838e-14,0.00059517126471924622,3.8961746584764221e-05,9.6784495009374959e-11,0.028027393649202766,8.9437485270538459e-13,1.0779322188936229e-07,0.00043377224838100144,0.00083468310536526005,2.6443078305932304e-07,1.9360958465412349e-07,0.023801058409799458,3.0680608324928412e-06,2.1750237930324684e-05,2.3351882157338535e-05,0.021611034347121975,0.0003291346839714999,0.0023462733784614686,3.5946741707863784e-12,1.155989311435939e-08,1.3484173979168081e-08,0.00030410580430687614,6.41562546041606e-08,5.1561796585839429e-09,1.6199427990252092e-11,1.1833038747514356e-06,8.6440098964796398e-08,4.9911552801889427e-06,5.5829237647643216e-06,2.4068878622799015e-07,6.1906196176904284e-05,1.9817056812385903e-06,2.0053744334312633e-05,4.6970400490830882e-14,1.7876718227228566e-05,1.2217742020489688e-05,3.5418242998252308e-08,4.8854300321743591e-08,1.2763736470458858e-12,7.4662166647654031e-12,5.5076239438947888e-08,3.351496529694299e-15,6.8908734419095678e-12,4.2216914771245627e-13,1.487528730944694e-08,2.2609635097147205e-11,1.9345605459609462e-11,4.8498766027459048e-11,2.7411015883935605e-15,1.2464245604142369e-16,2.096047326197674e-11,1.3596111575229768e-20,3.014365316757675e-15,7.4714484902999648e-10,1.5329570687384861e-15,1.9903219909656468e-07,1.3189198938345279e-12,4.8004355209674109e-07,4.414601093355987e-07,6.2829315837298624e-08,2.5933005838037817e-06,1.0570793144499467e-05,1.1675040547005018e-09,2.1282403716216141e-08,2.0114899661515635e-08
7.799329545986141e-06,0.6846865986589,154.0,0.0,0.0,0.0,0.90622984587063404,0.99998576138518658,18.972467731401526,0.0055883775370614,0.0063939082732934523,0.0018677790444727913,0.0025749191471264561,5.7410483498332111e-09,1.5107364505743118e-10,0.00072813717475737189,1.8542700557835339e-14,0.00060664746459444514,3.8897152506905979e-05,9.6566995476756053e-11,0.02863627750070908,8.9289208245166072e-13,1.0755357182605327e-07,0.00043670032670630881,0.0008518573714333664,2.6620912525331516e-07,1.9491164295732359e-07,0.024342199054279291,3.1171935652110851e-06,2.2664934315925085e-05,2.4379033952586858e-05,0.022074145869517208,0.0003292154483831481,0.0024053458972840679,3.6763085426739324e-12,1.1783080673888603e-08,1.3742339130023836e-08,0.00031436670974847506,6.5615071884421155e-08,5.3304239772402991e-09,1.6546580187352981e-11,1.2099999602835018e-06,8.8295973393106753e-08,5.1198907899318856e-06,5.7268495724666946e-06,2.4702803450255648e-07,6.4766953001103335e-05,2.034214419595198e-06,2.1071318665995466e-05,4.8207504369088686e-14,1.8783768417892999e-05,1.2844250506746136e-05,3.7018309790302919e-08,5.1060293822518609e-08,1.3340355576214266e-12,7.8048781631351579e-12,5.7574562978461151e-08,3.5034763089967635e-15,7.1966970601369762e-12,4.4090550242146513e-13,1.5854478045970064e-08,2.4097351699809512e-11,2.0618548582076012e-11,5.1689984192184819e-11,2.8648747721143826e-15,1.3284392800580868e-16,2.2338983019615352e-11,1.4490288545288818e-20,3.2126114136665479e-15,7.8005947424683699e-10,1.6021770413620684e-15,2.094696756692867e-07,1.3880855647647998e-12,5.1710505821509366e-07,4.5146734678372281e-07,6.4259851969446847e-08,2.6550378610296165e-06,1.1045632007690585e-05,1.1977011169040844e-09,2.2217747104861825e-08,2.1020045987957736e-08
7.953421540379476e-06,0.6846848685206146,154.0,0.0,0.0,0.0,0.90458150381266123,0.9999852019471156,18.971948447621021,0.0056045860256260212,0.0063832570806353975,0.0018636928172834708,0.0025692247716722874,5.7313423233336096e-09,1.5082550646604264e-10,0.00074177208297551071,1.8508973227409256e-14,0.00061810477604437759,3.8831391582800455e-05,9.63534397504084e-11,0.029243048298853453,8.913825270039418e-13,1.0731829288848633e-07,0.00043950107102611827,0.0008689937649876458,2.6790978141536555e-07,1.961568214612377e-07,0.024881631405125244,3.1645437938515128e-06,2.3588291677513514e-05,2.5419483641263148e-05,0.022535340941880529,0.00032929440500058835,0.0024643280242408134,3.7576811734645897e-12,1.2005900828522708e-08,1.3999993740988354e-08,0.00032467685682285998,6.7069284022322549e-08,5.5055078081067183e-09,1.689229589429309e-11,1.2366338148713824e-06,9.0144209687289541e-08,5.2485418154682614e-06,5.8706754852066204e-06,2.5336312157500316e-07,6.7688875974924914e-05,2.086686214747632e-06,2.2112941117908672e-05,4.9443796189030182e-14,1.9712261416342231e-05,1.3486531807375487e-05,3.8649458514071507e-08,5.3309061364670733e-08,1.3928175739939033e-12,8.150154166335157e-12,6.0121684950273114e-08,3.6584265095068393e-15,7.5087582586035175e-12,4.6002400585297257e-13,1.6876095913624645e-08,2.5649480041662626e-11,2.1946604676727352e-11,5.5019368100611701e-11,2.991047908183346e-15,1.4140048771885802e-16,2.3777143498719243e-11,1.5423158242103047e-20,3.4194359937366993e-15,8.1340136319482967e-10,1.6727391838389604e-15,2.2017426604402915e-07,1.4590213096530147e-12,5.5601594025966553e-07,4.6145245219551907e-07,6.5692592489300037e-08,2.7169308492245537e-06,1.1530802828145119e-05,1.2280781113247227e-09,2.3174163594354121e-08,2.1946085483029393e-08
8.107513534772812e-06,0.6846831450769602,154.0,0.0,0.0,0.0,0.90294019116307367,0.99998463204083998,18.971430963160085,0.00561952354111397,0.0063724338449574897,0.0018596772285113632,0.0025636283039893442,5.7214827893827857e-09,1.505784817327785e-10,0.00075538008836135398,1.8475389728291939e-14,0.00062954328434917874,3.8764590601734649e-05,9.6143555851703811e-11,0.029847697069700013,8.8984909683621457e-13,1.0708708266845828e-07,0.00044218047837516633,0.00088609295879200315,2.6953641323272826e-07,1.9734780116313351e-07,0.025419352064160339,3.2101644366149077e-06,2.4519754559676271e-05,2.6472716707386612e-05,0.022994635641839276,0.00032937189834144676,0.0025232186373696209,3.8387915891018875e-12,1.2228355237784842e-08,1.4257139912716941e-08,0.00033503294911210794,6.8518881843328685e-08,5.6813749995919081e-09,1.7236587162156608e-11,1.2632058704783453e-06,9.1984871913164113e-08,5.377108484798678e-06,6.0144016750180297e-06,2.5969405190949845e-07,7.0671712533933984e-05,2.1391211137727187e-06,2.3178488302683391e-05,5.0679276821837483e-14,2.0662087768123599e-05,1.4144566333865938e-05,4.0311393027194369e-08,5.5600191770186042e-08,1.4527090240235115e-12,8.5019819518408662e-12,6.2717142643621959e-08,3.8163190678384547e-15,7.8270122734730879e-12,4.7952191552579826e-13,1.7940957971475452e-08,2.7267257497540275e-11,2.3330832485479756e-11,5.8489571964016863e-11,3.1195979263548469e-15,1.5031895653789127e-16,2.5276099841524589e-11,1.639546346767974e-20,3.6350037420412456e-15,8.4715398890928193e-10,1.7446305941679281e-15,2.3114525549110083e-07,1.5317223922242294e-12,5.9681713961671068e-07,4.7141555744932964e-07,6.7127486889987436e-08,2.7789767964396826e-06,1.2026287635192057e-05,1.2586343498090321e-09,2.4151685257074667e-08,2.2893050907265627e-08
8.261605529166147e-06,0.6846814282992189,154.0,0.0,0.0,0.0,0.90130583140124509,0.99998405168700566,18.970915269996016,0.0056332521009414089,0.0063614575743682362,0.0018557274501220301,0.0025581230742591152,5.7114868207983352e-09,1.5033255840655589e-10,0.00076896130083390019,1.8441948494766581e-14,0.00064096307381729411,3.8696865236878174e-05,9.5937093642949618e-11,0.030450216743288589,8.8829444724971937e-13,1.0685966304350761e-07,0.00044474425512076518,0.00090315557933521402,2.710925048117931e-07,1.9848713303994158e-07,0.025955358772010259,3.2541086581279699e-06,2.5458787680987288e-05,2.7538236018068749e-05,0.023452045565995137,0.00032944821457230478,0.0025820167781047676,3.9196394872206603e-12,1.245044554228004e-08,1.4513779723399756e-08,0.00034543185928718415,6.9963859244221418e-08,5.857972280380307e-09,1.7579465681467184e-11,1.2897165396428621e-06,9.3818022217699578e-08,5.5055909144238639e-06,6.1580283009960929e-06,2.6602083089112285e-07,7.3715212223037437e-05,2.1915191753577841e-06,2.4267837901364022e-05,5.1913947318408684e-14,2.1633138963045899e-05,1.481833459003693e-05,4.2003820005315276e-08,5.7933277806496987e-08,1.5136993371235118e-12,8.860299389820682e-12,6.5360477719770794e-08,3.977126185378127e-15,8.1514147090232607e-12,4.9939651151129438e-13,1.9049873619072844e-08,2.8951909709053797e-11,2.4772280710887154e-11,6.2103224825512342e-11,3.2505019777531371e-15,1.5960609113771786e-16,2.683698633137582e-11,1.7407939980353928e-20,3.8594777820155283e-15,8.8130138218280307e-10,1.817838494148505e-15,2.4238191904899911e-07,1.6061840084007015e-12,6.3954921049082708e-07,4.813567889684888e-07,6.8564487286216043e-08,2.8411730830168639e-06,1.2532068292656365e-05,1.2893691900082842e-09,2.5150343441589851e-08,2.3860974251581566e-08
8.415697523559482e-06,0.6846797181580758,154.0,0.0,0.0,0.0,0.8996783494426277,0.99998346090628765,18.97040135993592,0.0056458307782631528,0.0063503456143016689,0.0018518390427587602,0.0025527029495561954,5.7013699958535063e-09,1.5008772427156153e-10,0.00078251582914620115,1.8408647990500503e-14,0.0006523642278046186,3.8628321035439596e-05,9.5733823121514259e-11,0.031050601975712799,8.8672100110219237e-13,1.066357782809913e-07,0.0004471978310742618,0.00092018221055081687,2.7258137130491367e-07,1.9957724436460583e-07,0.026489650296500585,3.2964295922592023e-06,2.6404875589324498e-05,2.8615561581696876e-05,0.023907585856118505,0.00032952359167814834,0.0026407216319194945,4.0002247202788073e-12,1.2672173364067137e-08,1.476991522917226e-08,0.00035587062042896476,7.1404212892102667e-08,6.0352491116096436e-09,1.7920942801817115e-11,1.3161662168612388e-06,9.5643720931247884e-08,5.6339891877313151e-06,6.3015554850587156e-06,2.7234346332835558e-07,7.6819126633551339e-05,2.2438804561948702e-06,2.5380868664351334e-05,5.3147808617118215e-14,2.2625307436286865e-05,1.5507817169100174e-05,4.3726448958394415e-08,6.0307916208023417e-08,1.5757780448479585e-12,9.2250449470633934e-12,6.8051236241018964e-08,4.1408203300936789e-15,8.4819215473596431e-12,5.1964509702853087e-13,2.0203644661852105e-08,3.070465068617928e-11,2.627198810306266e-11,6.5862930777953315e-11,3.3837374360809368e-15,1.6926858407066436e-16,2.8460926486802999e-11,1.8461316555812148e-20,4.0930196889865469e-15,9.158281238892094e-10,1.8923502300569116e-15,2.5388352259163574e-07,1.6824012933740395e-12,6.8425232276633073e-07,4.9127626806285636e-07,7.0003548162562918e-08,2.9035172087977322e-06,1.3048126519692305e-05,1.3202820302278354e-09,2.6170168809372148e-08,2.4849886779144303e-08
8.569789517952818e-06,0.6846780146237037,154.0,0.0,0.0,0.0,0.89805767165826011,0.99998285971938117,18.969889224641392,0.0056573158410822928,0.0063391137938298772,0.0018480079247648372,0.0025473622910428908,5.6911465298378223e-09,1.4984396735051514e-10,0.00079604378090748133,1.8375486708944321e-14,0.0006637468287338385,3.8559054310027085e-05,9.5533532814499664e-11,0.031648848987662057,8.8513096926923086e-13,1.0641519325373818e-07,0.00044954637297363591,0.00093717339724790939,2.7400616715240756e-07,2.0062044474067346e-07,0.027022226332895773,3.3371801050658265e-06,2.7357522275133002e-05,2.9704230262173399e-05,0.024361271224913762,0.00032959822776981463,0.0026993325116356163,4.0805472804798612e-12,1.2893540307034685e-08,1.5025548464532806e-08,0.00036634641778141773,7.2839941955338425e-08,6.2131575464058139e-09,1.826102955117674e-11,1.3425552798768955e-06,9.7462026668863065e-08,5.7623033410592212e-06,6.4449832963206347e-06,2.7866195243086901e-07,7.9983209343635075e-05,2.2962050015845018e-06,2.6517460404323654e-05,5.4380861344333437e-14,2.3638486562328551e-05,1.62129947482371e-05,4.5478992238068851e-08,6.2723707685371159e-08,1.6389347811569548e-12,9.596157688942372e-12,7.0788968685224656e-08,4.3073742374581581e-15,8.8184891558761847e-12,5.4026499890137886e-13,2.1403065377677331e-08,3.2526682910546311e-11,2.7830983548056122e-11,6.977126918549662e-11,3.5192818981355489e-15,1.7931306433598283e-16,3.0149033157163875e-11,1.9556315049131112e-20,4.3357895039274358e-15,9.5071933588523405e-10,1.9681532729346865e-15,2.6564932383183599e-07,1.7603693282550536e-12,7.3096626494412027e-07,5.0117411129701556e-07,7.1444626165820459e-08,2.966006782632091e-06,1.357444390858286e-05,1.3513723051874411e-09,2.7211191368094753e-08,2.5859819062907304e-08
8.723881512346153e-06,0.684676317665835,154.0,0.0,0.0,0.0,0.89644372588639376,0.99998224814699621,18.969378855650525,0.0056677608848032445,0.0063277765581570989,0.0018442303433872287,0.0025420959141805692,5.6808293941906319e-09,1.4960127590663097e-10,0.00080954526260548906,1.8342463173569798e-14,0.00067511095811385977,3.8489152945812032e-05,9.533602828655073e-11,0.032244955417565488,8.8352636917289891e-13,1.0619769178131808e-07,0.00045179479734842138,0.00095412964826589882,2.7536989394661574e-07,2.0161893186016478e-07,0.027553087414076381,3.3764125926892442e-06,2.8316250750703189e-05,3.0803795457073003e-05,0.024813115980659436,0.00032967228792616239,0.0027578488429109279,4.1606072861982944e-12,1.3114547957278719e-08,1.5280681442764745e-08,0.00037685658091730174,7.427104786130838e-08,6.391652096441427e-09,1.8599736654361831e-11,1.3688840909163577e-06,9.9272996427704407e-08,5.8905333553688258e-06,6.5883117417567412e-06,2.8497629914582617e-07,8.3207215862118604e-05,2.3484928392397988e-06,2.7677493983546118e-05,5.5613105684893202e-14,2.4672570643867649e-05,1.6933848081720324e-05,4.7261165037442819e-08,6.5180256924066697e-08,1.7031592824090906e-12,9.9735772795913371e-12,7.357322994711929e-08,4.4767609105672995e-15,9.1610742926849336e-12,5.6125356789117912e-13,2.2648922584215397e-08,3.4419197439950133e-11,2.9450286157278444e-11,7.3830794907783235e-11,3.6571131837378653e-15,1.8974609795600239e-16,3.19024086194086e-11,2.0693650457544591e-20,4.5879457473733716e-15,9.8596067074371381e-10,2.0452352185489864e-15,2.7767857325410501e-07,1.8400831462548915e-12,7.7973044714987162e-07,5.1105043083646752e-07,7.2887679931708804e-08,3.0286395137218548e-06,1.4111001940071719e-05,1.3826394825450745e-09,2.8273440502118434e-08,2.6890801019573355e-08
8.877973506739488e-06,0.6846746272538256,154.0,0.0,0.0,0.0,0.89483644143725838,0.99998162620985032,18.968870244397834,0.0056772169585555332,0.0063163470890466077,0.0018405028481708991,0.0025368990519699878,5.6704304247827095e-09,1.4935963844444536e-10,0.00082302037962896579,1.8309575937967424e-14,0.00068645669655923911,3.8418697134167604e-05,9.5141130761260095e-11,0.032838920187815687,8.8190904162255102e-13,1.0598307509747614e-07,0.00045394778278531401,0.00097105143937171589,2.7667540792929851e-07,2.0257479699298257e-07,0.028082234829295175,3.4141788099162067e-06,2.9280602602546592e-05,3.1913826746639482e-05,0.025263134050453412,0.00032974590986755082,0.0028162701515360225,4.240404969702027e-12,1.3335197883480634e-08,1.5535316156360897e-08,0.0003873985762970684,7.5697534077294454e-08,6.5706896051895335e-09,1.8937074550456375e-11,1.3951529978914021e-06,1.0107668567930456e-07,6.0186791521732388e-06,6.7315407616384382e-06,2.9128650175943775e-07,8.6490903575597977e-05,2.4007439754430919e-06,2.8860851297148742e-05,5.6844541304351685e-14,2.5727454897110431e-05,1.7670357993290155e-05,4.9072685386423413e-08,6.7677172577159879e-08,1.76844138719336e-12,1.0357243981147136e-11,7.6403579332739948e-08,4.6489536198356898e-15,9.5096341108287717e-12,5.8260817895484899e-13,2.3941995706868352e-08,3.6383374013674475e-11,3.1130905357619485e-11,7.804403852585968e-11,3.7972093353173194e-15,2.0057418855675048e-16,3.3722144675589236e-11,2.1874030983693462e-20,4.8496454334446072e-15,1.0215383005415966e-09,2.1235837871604693e-15,2.8997051499150776e-07,1.9215377384958251e-12,8.3058390418884652e-07,5.2090533476835178e-07,7.4332669940127518e-08,3.0914132044806685e-06,1.465778199661182e-05,1.4140830600294852e-09,2.9356945000668172e-08,2.7942861940638683e-08
9.032065501132824e-06,0.6846729433567134,154.0,0.0,0.0,0.0,0.89323574909184889,0.99998099392866369,18.968363382232045,0.0056857326855780438,0.0063048374142809999,0.0018368222663601155,0.0025317673209659798,5.6599604203349488e-09,1.4911904370965652e-10,0.00083646923629013346,1.8276823585821519e-14,0.00069778412380954444,3.8347760039483258e-05,9.494867584661947e-11,0.033430743382929951,8.8028066612169454e-13,1.0577116043315539e-07,0.00045600978161723454,0.00098793921592144692,2.7792542713632448e-07,2.034900302180769e-07,0.028609670550696187,3.4505297260318377e-06,3.0250137522731172e-05,3.3033909519366885e-05,0.025711339002161392,0.00032981920864841931,0.0028745960523025855,4.3199406660487691e-12,1.3555491637283784e-08,1.5789454577448435e-08,0.00039797000020366086,7.7119405912307137e-08,6.7502291275778479e-09,1.9273053409264087e-11,1.4213623355195651e-06,1.028731484570095e-07,6.1467405928544714e-06,6.8746702287703888e-06,2.9759255570534245e-07,8.9834031698601081e-05,2.4529583930263205e-06,3.006741525330953e-05,5.807516731158381e-14,2.6803035434288927e-05,1.842250536819426e-05,5.0913274143017995e-08,7.0214067252288129e-08,1.8347710360155417e-12,1.0747098652228866e-11,7.9279580548235528e-08,4.8239259023482372e-15,9.8641261614648809e-12,6.0432623143993646e-13,2.5283056847095108e-08,3.8420381158368312e-11,3.2873840982040041e-11,8.2413506569287615e-11,3.9395486171860883e-15,2.1180377795162703e-16,3.5609322750877198e-11,2.3098158099205153e-20,5.1210440839425416e-15,1.057438904888239e-09,2.2031868231173965e-15,3.0252438766647566e-07,2.004728059582997e-12,8.8356529862170948e-07,5.3073892741724602e-07,7.5779558395190334e-08,3.15432574467034e-06,1.5214765373811348e-05,1.4457025630631151e-09,3.0461733084079888e-08,2.9016030521016778e-08
9.186157495526159e-06,0.6846712659432718,154.0,0.0,0.0,0.0,0.89164158109549729,0.99998035132415286,18.96785826043218,0.0056933543779305136,0.0062932585071097617,0.001833185680141519,0.0025266966898377604,5.6494292318318474e-09,1.4887948068810179e-10,0.00084989193584712275,1.8244204730778771e-14,0.00070909331874858292,3.8276408404966466e-05,9.4758512355939318e-11,0.034020426138641417,8.7864277477429305e-13,1.0556177970559223e-07,0.00045798503105783062,0.001004793395306017,2.7912253820313488e-07,2.0436652540623877e-07,0.029135397166896213,3.4855154049396491e-06,3.1224432824150996e-05,3.4163644579052783e-05,0.026157744065161026,0.00032989228051651277,0.002932826239250869,4.399214803050414e-12,1.3775430753667583e-08,1.6043098658212798e-08,0.00040856857203715787,7.8536670337960102e-08,6.9302318157703821e-09,1.9607683146857921e-11,1.447512426340836e-06,1.0466243743887838e-07,6.2747174805362745e-06,7.0176999505938453e-06,3.0389445353812777e-07,9.3236361226623618e-05,2.5051360508282386e-06,3.1297069751201982e-05,5.9304982253617894e-14,2.7899209244165961e-05,1.9190271145193098e-05,5.2782654979505657e-08,7.2790557491680366e-08,1.9021382707998596e-12,1.114308274528657e-11,8.2200801680330221e-08,5.0016515607019632e-15,1.0224508395722376e-11,6.2640514919844399e-13,2.6672870850987177e-08,4.0531376294272644e-11,3.4680083360463254e-11,8.694168174400408e-11,4.0841095144171652e-15,2.2344124672700882e-16,3.7565013991898493e-11,2.4366726608479282e-20,5.4022957424914951e-15,1.0936496583518261e-09,2.2840322942281909e-15,3.1533942519847967e-07,2.0896490329566006e-12,9.3871292385391454e-07,5.4055130965346277e-07,7.7228309125420662e-08,3.2173751065694022e-06,1.5781933290370412e-05,1.4774975428009745e-09,3.1587832428426569e-08,3.0110334885625598e-08
9.340249489919494e-06,0.684669594982057,154.0,0.0,0.0,0.0,0.89005387114692192,0.99997969841702661,18.967354870221936,0.0057001261457940988,0.0062816203767329278,0.0018295904056544697,0.0025216834503717922,5.638845843873245e-09,1.4864093860398782e-10,0.00086328858052626641,1.8211718016224116e-14,0.00072038435942344675,3.8204703103823815e-05,9.4570501220371437e-11,0.034607970540908348,8.7699676493723976e-13,1.0535477830920155e-07,0.00045987756380159545,0.00102161436919681,2.8026920284334367e-07,2.0520608496357137e-07,0.02965941782284116,3.5191849066013695e-06,3.2203082944177924e-05,3.5302647737702696e-05,0.026602362149831887,0.00032996520608691407,0.0029909604771005309,4.4782278921862758e-12,1.3995016751318107e-08,1.6296250331319061e-08,0.00041919212795319782,7.9949335826268895e-08,7.110660810803319e-09,1.9940973440189776e-11,1.4736035816598274e-06,1.0644460402575722e-07,6.402609563678129e-06,7.1606296732190953e-06,3.1019218502898566e-07,9.6697654891858041e-05,2.5572768842672635e-06,3.2549699657626665e-05,6.0533984134302721e-14,2.9015874171349859e-05,1.9973636308819071e-05,5.4680554364021437e-08,7.5406263745829909e-08,1.9705332342253312e-12,1.1545138302883779e-11,8.5166815168914041e-08,5.1821046613669093e-15,1.0590739165321155e-11,6.4884238062475137e-13,2.8112195377931814e-08,4.2717505841544109e-11,3.6550613410748835e-11,9.1631023160389623e-11,4.2308707313671992e-15,2.3549291482838703e-16,3.9590279365152692e-11,2.5680424712527619e-20,5.6935529886925394e-15,1.1301582174253132e-09,2.3661082909353429e-15,3.2841485756847177e-07,2.1762955559575775e-12,9.9606470724278385e-07,5.5034257917552029e-07,7.8678887498950832e-08,3.2805593409243669e-06,1.6359266896809206e-05,1.5094675745173589e-09,3.2735270188783006e-08,3.1225802614265654e-08
9.49434148431283e-06,0.6846679304414531,154.0,0.0,0.0,0.0,0.88847255438339379,0.99997903522798037,18.966853202782595,0.0057060900016186657,0.0062699321508209241,0.0018260339737061523,0.0025167241908307858,5.6282184488641976e-09,1.4840340691747817e-10,0.00087665927154419242,1.8179362114977268e-14,0.00073165732306332461,3.8132699641918314e-05,9.4384514489793619e-11,0.035193379533883629,8.7534391075896032e-13,1.0515001400465862e-07,0.00046169121811003852,0.0010384025056058238,2.8136776401299409e-07,2.0601042434480743e-07,0.030181736165186324,3.5515862070830817e-06,3.3185698940682019e-05,3.6450549398221597e-05,0.027045205865732138,0.00033003805296671066,0.0030489985936830071,4.5569805203515173e-12,1.4214251132994203e-08,1.6548911510329644e-08,0.00042983861482889986,8.1357412202347361e-08,7.2914811397982658e-09,2.0272933740716177e-11,1.4996361024287601e-06,1.0821969841422458e-07,6.5304165407629485e-06,7.3034590866829835e-06,3.1648573734175359e-07,0.00010021767712147057,2.6093808066536583e-06,3.382519078306166e-05,6.1762170448662123e-14,3.0152928895075084e-05,2.0772581882115805e-05,5.6606701539052945e-08,7.8060810342922823e-08,2.039946168950845e-12,1.1953207953330929e-11,8.8177197774845222e-08,5.3652595327539789e-15,1.0962777222353319e-11,6.7163539864223081e-13,2.9601780969193345e-08,4.4979905326418316e-11,3.8486402729530188e-11,9.6483966560992238e-11,4.3798111899611946e-15,2.4796504214562077e-16,4.1686169755279694e-11,2.703993407271524e-20,5.9949669522554064e-15,1.1669527071589728e-09,2.4494030253561287e-15,3.417499115355532e-07,2.2646625045767398e-12,1.0556582132207142e-06,5.6011283076385918e-07,8.0131260350072081e-08,3.343876573489128e-06,1.6946747283219947e-05,1.5416122562605745e-09,3.3904073021333065e-08,3.2362460765072474e-08
9.648433478706165e-06,0.6846662722897077,154.0,0.0,0.0,0.0,0.88689756736259562,0.99997836177769339,18.966353249264728,0.0057112859593620889,0.0062582021508635049,0.0018225141120777504,0.002511815771511567,5.6175545147561673e-09,1.4816687532173402e-10,0.00089000410912966289,1.8147135728921485e-14,0.00074291228609803825,3.8060448616735135e-05,9.4200434416158327e-11,0.03577665683601939,8.7368537371506392e-13,1.0494735589963148e-07,0.0004634296474056334,0.0010551581507753656,2.824204517737816e-07,2.0678117634621631e-07,0.030702356292620081,3.5827661348940462e-06,3.4171907983871143e-05,3.7606994130312805e-05,0.02748628753850621,0.00033011087793293392,0.00310694047323386,4.6354733423530736e-12,1.4433135385888311e-08,1.6801084090117271e-08,0.00044050608454042258,8.2760910510436732e-08,7.4726596184829149e-09,2.0603573287072854e-11,1.5256102800552692e-06,1.0998776966454727e-07,6.6581380656990768e-06,7.4461878310067631e-06,3.2277509525996021e-07,0.00010379619399827919,2.6614477109674587e-06,3.5123429857563711e-05,6.2989538227202745e-14,3.131027290783527e-05,2.1587088919982958e-05,5.8560828497285111e-08,8.0753825454634489e-08,2.1103674167446734e-12,1.2367234905792613e-11,9.1231530543873802e-08,5.5510907630451844e-15,1.1340581718361731e-11,6.9478170064680694e-13,3.1142371116287e-08,4.7319699487022915e-11,4.0488413682751894e-11,1.0150292454750028e-10,4.5309100277734362e-15,2.6086382909626075e-16,4.3853726062998962e-11,2.8445929874289337e-20,6.3066873270833355e-15,1.204021707570004e-09,2.5339048302093687e-15,3.5534381131221636e-07,2.3547447379293722e-12,1.1175306464239553e-06,5.6986215651634258e-07,8.1585395915228816e-08,3.4073250020331662e-06,1.7544355486189737e-05,1.5739312077070785e-09,3.5094267104471851e-08,3.3520335896764775e-08
