Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65)
3.502662478738019e-11,1.1980158787454636,154.0,0.0,0.0,0.0,0.99991660786765912,1.0,18.99999971745741,5.615306060205468e-06,1.2642067949103836e-05,1.237837734158025e-05,2.7206386159696356e-07,1.6620678382108684e-12,7.3777902431092513e-07,1.9839898919183977e-05,2.5910286338049404e-09,3.1890608396347259e-05,1.0477002686639026e-08,2.995639061473896e-15,8.5564622092446021e-10,7.9974799828915194e-17,1.9019667015887368e-09,2.0342625675346155e-10,2.03466546628541e-10,2.5379031156412761e-14,1.4910843923073023e-14,1.2741393151667551e-14
3.567394831553462e-11,1.1980158786857857,154.0,0.0,0.0,0.0,0.99991506707556144,1.0,18.999999708728804,5.7190727872668676e-06,1.2875680223224125e-05,1.2603579590290044e-05,2.805941539894063e-07,1.6928132463140242e-12,7.3777801821437349e-07,2.0211674819775943e-05,2.5910247166056796e-09,3.2488207909203591e-05,1.0675280954054324e-08,3.0895622804456631e-15,8.8544526921398444e-10,8.1487758592395418e-17,1.9688564453899217e-09,2.1457766368613836e-10,2.1462018030477876e-10,2.6775329981321568e-14,1.57412886591683e-14,1.3460900300956726e-14
3.632127184368905e-11,1.1980158786255437,154.0,0.0,0.0,0.0,0.99991352628622887,1.0,18.999999699917442,5.822839181221639e-06,1.3109291777540715e-05,1.2828696957069837e-05,2.8920720124234401e-07,1.7235441297600241e-12,7.3777701476845825e-07,2.0583450035517237e-05,2.5910205169534283e-09,3.308580660735205e-05,1.0873558407583063e-08,3.1843976470064163e-15,9.1575016498065067e-10,8.3000966528767325e-17,2.0367642445859735e-09,2.2611742668903723e-10,2.2616224825182211e-10,2.8220435251174438e-14,1.660112753372656e-14,1.420699592559522e-14
3.696859537184348e-11,1.19801587856475,154.0,0.0,0.0,0.0,0.99991198549966176,1.0,18.999999691025042,5.9266052420706225e-06,1.3342902611372795e-05,1.3053731156283355e-05,2.9790128952868314e-07,1.754220368194239e-12,7.3777601619331323e-07,2.0955224565572946e-05,2.5910163341513531e-09,3.3683404489450075e-05,1.1071835769263679e-08,3.2801289894025602e-15,9.4656090482669934e-10,8.4515158415241266e-17,2.10568371577105e-09,2.380513934259127e-10,2.3809859932201801e-10,2.971508485839977e-14,1.7490811247009151e-14,1.4980162353719505e-14
3.7615918899997914e-11,1.1980158785034154,154.0,0.0,0.0,0.0,0.9999104447158601,1.0,18.999999682053282,6.0303709698146601e-06,1.3576512725007398e-05,1.3278683866653799e-05,3.0667474065113659e-07,1.7849292563030265e-12,7.3777501406845842e-07,2.1326998413115653e-05,2.5910124420710711e-09,3.4281001560596663e-05,1.1270112665852895e-08,3.3767319801532729e-15,9.7787748537564278e-10,8.6028752213606642e-17,2.1756085229389534e-09,2.5038537488659992e-10,2.5043504568633648e-10,3.1260012066675541e-14,1.8410787669941327e-14,1.5780881908570339e-14
3.8263242428152346e-11,1.1980158784415518,154.0,0.0,0.0,0.0,0.99990890393482346,1.0,18.999999673003803,6.1341363644545954e-06,1.3810122119061469e-05,1.3503556732005241e-05,3.1552591130103743e-07,1.8156714130994592e-12,7.3777400679302464e-07,2.1698771578749502e-05,2.5910086375956633e-09,3.4878597821762431e-05,1.1468388480872689e-08,3.4741884816435669e-15,1.0096999037057136e-09,8.7541731359971682e-17,2.2465323769905796e-09,2.631251456573418e-10,2.631773631047519e-10,3.2855945545067875e-14,1.9361501864958584e-14,1.6609636909016996e-14
3.891056595630678e-11,1.19801587837917,154.0,0.0,0.0,0.0,0.99990736315655238,1.0,18.999999663878217,6.2379014259912729e-06,1.4043730793312308e-05,1.3728351362390212e-05,3.2445319193108366e-07,1.8463624954703772e-12,7.3777300114827434e-07,2.2070544059921752e-05,2.5910047019517133e-09,3.5476193268843587e-05,1.1666663522428987e-08,3.5724864537531726e-15,1.0420281569126564e-09,8.9055634190293885e-17,2.318449035047715e-09,2.7627644426912367e-10,2.7633129127464864e-10,3.4503609412028461e-14,2.0343396112943339e-14,1.7466909669822244e-14
3.955788948446121e-11,1.1980158783162802,154.0,0.0,0.0,0.0,0.99990582238104697,1.0,18.999999654678092,6.3416661544255363e-06,1.4277338747363829e-05,1.3953069334555667e-05,3.3345500628954711e-07,1.8770755244111663e-12,7.3777199883829561e-07,2.244231585599184e-05,2.5910006570253385e-09,3.6073787900809956e-05,1.1864938114679217e-08,3.6716036179731869e-15,1.0748622418625171e-09,9.0569132314333716e-17,2.3913523001146529e-09,2.8984497339634783e-10,2.89902534029537e-10,3.6203723260481219e-14,2.1356909928637671e-14,1.8353182501254898e-14
4.020521301261564e-11,1.1980158782528945,154.0,0.0,0.0,0.0,0.99990428160830658,1.0,18.999999645404987,6.4454305497582282e-06,1.4510945981236932e-05,1.4177712192592117e-05,3.4252981077132417e-07,1.9077884911795617e-12,7.3777099725008784e-07,2.2814086967945109e-05,2.5909966122706586e-09,3.6671381719244892e-05,1.2063212259808929e-08,3.7715244618851521e-15,1.1082021553368664e-09,9.2082626968392594e-17,2.4652360206183946e-09,3.0383640012201627e-10,3.0389675960428879e-10,3.7957002191308059e-14,2.2402480081151471e-14,1.9268937708995509e-14
4.085253654077007e-11,1.1980158781890218,154.0,0.0,0.0,0.0,0.99990274083833186,1.0,18.999999636060391,6.5491946119901874e-06,1.4744552495071792e-05,1.4402281448645809e-05,3.5167609370594124e-07,1.938501346554135e-12,7.3776999459418774e-07,2.3185857396456749e-05,2.5909926120207747e-09,3.7268974725233113e-05,1.2261485818767715e-08,3.8722323416943484e-15,1.1420478941790686e-09,9.3596117177256781e-17,2.5400940899185602e-09,3.1825635621431013e-10,3.1831960091177371e-10,3.9764156848275481e-14,2.3480540615332851e-14,2.0214657594217221e-14
4.1499860068924503e-11,1.198015878124673,154.0,0.0,0.0,0.0,0.99990120007112238,1.0,18.99999962664581,6.6529583411222633e-06,1.4978158288941839e-05,1.4626778583605882e-05,3.6089237467064403e-07,1.9692141121633619e-12,7.3776899123827409e-07,2.3557627141389518e-05,2.590988633590484e-09,3.7866566918553497e-05,1.2459758719177888e-08,3.9737109563444662e-15,1.1763994552966685e-09,9.5109602350542441e-17,2.6159204458380374e-09,3.3311043838996361e-10,3.3317665580628714e-10,4.1625893451293758e-14,2.459152287212819e-14,2.1190824453651789e-14
4.2147183597078935e-11,1.1980158780598578,154.0,0.0,0.0,0.0,0.99989965930667823,1.0,18.999999617162668,6.7567217371552929e-06,1.5211763362830884e-05,1.485120504775105e-05,3.7017720384388126e-07,1.999926782448041e-12,7.3776798803846565e-07,2.3929396202422203e-05,2.590984648849962e-09,3.8464158298689237e-05,1.2658030978304492e-08,4.0759443422316888e-15,1.2112568356026694e-09,9.6623082629816829e-17,2.6927090702170647e-09,3.4840420856631189e-10,3.4847348733564838e-10,4.3542913828245344e-14,2.5735855508077312e-14,2.2197920579598071e-14
4.2794507125233367e-11,1.1980158779945864,154.0,0.0,0.0,0.0,0.99989811854499944,1.0,18.999999607612409,6.8604848000901223e-06,1.5445367716705045e-05,1.5075562261373518e-05,3.7952916138158743e-07,2.0306393580311454e-12,7.3776698516684182e-07,2.4301164579491247e-05,2.5909806535035651e-09,3.9061748865537599e-05,1.285630263110096e-08,4.1789168657123827e-15,1.2466200319873824e-09,9.8136558280766275e-17,2.7704539884775355e-09,3.6414319410994452e-10,3.6421562398990557e-10,4.5515915446384246e-14,2.6913964514545625e-14,2.3236428259902718e-14
4.34418306533878e-11,1.1980158779288679,154.0,0.0,0.0,0.0,0.99989657778608598,1.0,18.99999959799641,6.9642475299275935e-06,1.5678971350556221e-05,1.5299851615393727e-05,3.8894685680261346e-07,2.0613518389185301e-12,7.377659823479442e-07,2.4672932272701607e-05,2.5909766562925166e-09,3.9659338619266803e-05,1.3054573686729654e-08,4.2826132164643039e-15,1.2824890413286155e-09,9.9650029373329608e-17,2.8491492691900443e-09,3.8033288808534739e-10,3.8040855995002819e-10,4.7545591443733447e-14,2.8126273236949432e-14,2.4306829777947639e-14
4.473647770969667e-11,1.1980158777961274,154.0,0.0,0.0,0.0,0.99989349627655522,1.0,18.999999578572616,7.1717719903138375e-06,1.6146176458214086e-05,1.5748232166358291e-05,4.0797404127816616e-07,2.1227765166039423e-12,7.3776397675191372e-07,2.5416465607595074e-05,2.5909686593628265e-09,4.0854515687444006e-05,1.3451113986306027e-08,4.492117721016421e-15,1.3557444864222158e-09,1.0267695772927417e-16,3.0093674045128219e-09,4.1408620409166104e-10,4.1416863697953445e-10,5.1777717736160752e-14,3.0655170137091079e-14,2.6545243438465109e-14
4.603112476600554e-11,1.1980158776617091,154.0,0.0,0.0,0.0,0.99989041477808582,1.0,18.999999558901848,7.3792951183207638e-06,1.6613378685866551e-05,1.6196357263466148e-05,4.2724819779353545e-07,2.1842008155100307e-12,7.3776197067869294e-07,2.615999620732779e-05,2.5909606790296047e-09,4.2049689503578585e-05,1.3847651823475729e-08,4.7043415875047256e-15,1.4310231459525933e-09,1.057038672888214e-16,3.1733168714392813e-09,4.4970742448022017e-10,4.4979699511341622e-10,5.6244752414736652e-14,3.3325880781206164e-14,2.8917019738961141e-14
4.732577182231441e-11,1.1980158775256826,154.0,0.0,0.0,0.0,0.9998873332906778,1.0,18.999999538994235,7.5868169139551201e-06,1.7080578033527201e-05,1.664423703631666e-05,4.4675919996329263e-07,2.2456247356377585e-12,7.3775996457989727e-07,2.6903524071739513e-05,2.5909527029657987e-09,4.3244860067408753e-05,1.4244187193126424e-08,4.919173316234464e-15,1.50832499502101e-09,1.0873075801294674e-16,3.3409517293587222e-09,4.872392835447279e-10,4.8733637733115686e-10,6.0952087844417051e-14,3.6141698584439455e-14,3.1426016785889938e-14
4.8620418878623277e-11,1.1980158773881142,154.0,0.0,0.0,0.0,0.99988425181433094,1.0,18.999999518859504,7.7943373772236485e-06,1.7547774501179854e-05,1.70918811999275e-05,4.6649733585886544e-07,2.3070482769839145e-12,7.37757958711598e-07,2.7647049200743663e-05,2.5909447200504271e-09,4.4440027378791164e-05,1.4640720119913872e-08,5.1365059710161265e-15,1.5876500087278757e-09,1.1175763008985769e-16,3.5122266882637271e-09,5.2672398992052191e-10,5.2682900084698934e-10,6.5905050048858411e-14,3.9105876418413434e-14,3.4076092614350549e-14
4.9915065934932146e-11,1.1980158772490686,154.0,0.0,0.0,0.0,0.99988117034904545,1.0,18.999999498506948,8.0018565081330932e-06,1.8014968088823201e-05,1.7539299072145967e-05,4.8645329060236281e-07,2.3684714395473939e-12,7.3775595291852765e-07,2.8390571594408582e-05,2.5909367327197999e-09,4.5635191437831427e-05,1.5037250613582254e-08,5.3562369875093762e-15,1.6689981621608309e-09,1.1478448359393567e-16,3.6870970959215274e-09,5.6820323419211906e-10,5.6831656471898944e-10,7.110889967100818e-14,4.2221627199287519e-14,3.6871105188081701e-14
5.1209712991241016e-11,1.1980158771086076,154.0,0.0,0.0,0.0,0.99987808889482122,1.0,18.999999477945511,8.2093743066901983e-06,1.8482158796473431e-05,1.7986499589749964e-05,5.0661813027050957e-07,2.4298942233294569e-12,7.3775394706533003e-07,2.9134091252795097e-05,2.5909287465585931e-09,4.6830352244623115e-05,1.5433778666352233e-08,5.5782679959923478e-15,1.7523694304046811e-09,1.1781131846579772e-16,3.8655189258251248e-09,6.1171819611364448e-10,6.1184025707097532e-10,7.6568832884797389e-14,4.5492124445841811e-14,3.9814912399462049e-14
5.2504360047549886e-11,1.1980158769667886,154.0,0.0,0.0,0.0,0.99987500745165825,1.0,18.999999457183762,8.4168907729017045e-06,1.894934662414706e-05,1.8433491322465536e-05,5.2698328788125142e-07,2.4913166283314748e-12,7.3775194117819e-07,2.9877608175903222e-05,2.5909207628126917e-09,4.8025509799162027e-05,1.5830304270110407e-08,5.8025046670628341e-15,1.83776378854859e-09,1.2083813464351094e-16,4.0474487665621425e-09,6.5730955103602432e-10,6.5744076152100733e-10,8.2289982206662055e-14,4.892050277621482e-14,4.2911372069511428e-14
5.3799007103858755e-11,1.1980158768236695,154.0,0.0,0.0,0.0,0.99987192601955632,1.0,18.999999436229906,8.6244059067743592e-06,1.9416531571850846e-05,1.8880282490442207e-05,5.4754054592368547e-07,2.5527386545535815e-12,7.3774993533159289e-07,3.0621122363714759e-05,2.5909127788251356e-09,4.9220664101414702e-05,1.6226827426459226e-08,6.028856519278689e-15,1.9251812116856898e-09,1.2386493213930753e-16,4.2328438084139948e-09,7.0501747806661851e-10,7.0515826534268293e-10,8.8277417525794658e-14,5.2509858538500803e-14,4.616434194789261e-14
5.5093654160167625e-11,1.1980158766793036,154.0,0.0,0.0,0.0,0.99986884459851566,1.0,18.999999415091839,8.8319197083149014e-06,1.9883713639588984e-05,1.9326880978213036e-05,5.6828202240218546e-07,2.6141603019956334e-12,7.3774792951110831e-07,3.1364633816244992e-05,2.5909047935102545e-09,5.0415815151401515e-05,1.6623348139556838e-08,6.2572367654923664e-15,2.0146216749078388e-09,1.2689171098492825e-16,4.4216618324697594e-09,7.5488166676810689e-10,7.5503246616538545e-10,9.4536146949943746e-14,5.6263250328413587e-14,4.9577679712911539e-14
5.6388301216476495e-11,1.1980158765337436,154.0,0.0,0.0,0.0,0.99986576318853615,1.0,18.99999939377712,9.0394321775300804e-06,2.035089282737029e-05,1.9773294347613756e-05,5.8920015792114076e-07,2.6755815706581482e-12,7.3774592367536762e-07,3.2108142533519362e-05,2.5908968082502854e-09,5.1610962949159154e-05,1.7019866408925467e-08,6.4875621706434309e-15,2.1060851533047394e-09,1.2991847117672607e-16,4.6138612003702084e-09,8.0694132353910434e-10,8.0710257835619799e-10,1.0107111761101283e-13,6.0183699482312131e-14,5.315524297151852e-14
5.897759532909423e-11,1.198015876239238,154.0,0.0,0.0,0.0,0.99985960040176014,1.0,18.999999350646387,9.454453119011311e-06,2.12852425630962e-05,2.0665594440658514e-05,6.3153770602334126e-07,2.7984229716466476e-12,7.3774191199385821e-07,3.3595151762326535e-05,2.5908808379143721e-09,5.4001248788011778e-05,1.7812895615887213e-08,6.9537324469139886e-15,2.2950810559879727e-09,1.3597193559436051e-16,5.0082402559097908e-09,9.1780148953171547e-10,9.1798501647476767e-10,1.1498927114905675e-13,6.8537671902845627e-14,6.0818476040517735e-14
6.156688944171197e-11,1.198015875940528,154.0,0.0,0.0,0.0,0.99985343765922829,1.0,18.999999306892246,9.8694687312719987e-06,2.221958077911201e-05,2.1557237290905272e-05,6.7449868662038076e-07,2.9212628575257878e-12,7.3773790037301064e-07,3.5082150050182756e-05,2.5908648710232425e-09,5.6391521618013657e-05,1.8605915030190531e-08,7.4267672192576088e-15,2.492168720464831e-09,1.4202532526126762e-16,5.4156590897337233e-09,1.0379022092348065e-09,1.0381098747217077e-09,1.3007026664630565e-13,7.7595220254869493e-14,6.9184900583398943e-14
6.415618355432971e-11,1.198015875637959,154.0,0.0,0.0,0.0,0.99984727496094028,1.0,18.999999262564803,1.0284479014366089e-05,2.315390747547417e-05,2.2448273047883856e-05,7.1803296658168568e-07,3.0441012282993523e-12,7.3773388882979789e-07,3.6569137397160532e-05,2.5908489025181331e-09,5.8781781439247605e-05,1.9398924661398956e-08,7.9061144813542314e-15,2.6973479474761948e-09,1.4807864025044986e-16,5.8358044563634266e-09,1.1675403967995553e-09,1.1677741275931567e-09,1.4635156895957131e-13,8.7379224641649442e-14,7.8285374887025305e-14
6.674547766694745e-11,1.198015875331848,154.0,0.0,0.0,0.0,0.99984111230689587,1.0,18.999999217710183,1.0699483968347528e-05,2.4088222652238112e-05,2.3338747842892592e-05,7.620944297946809e-07,3.1669380839715556e-12,7.3772987728226855e-07,3.8056113803369604e-05,2.5908329319553949e-09,6.1172028251856329e-05,2.0191924519849649e-08,8.3912664575013164e-15,2.9106185377620117e-09,1.5413188064081499e-16,6.2683714468704271e-09,1.3070058445079975e-09,1.3072676262682313e-09,1.6386974418835442e-13,9.7912016044957877e-14,8.8150756096618041e-14
6.933477177956519e-11,1.1980158750224876,154.0,0.0,0.0,0.0,0.99983494969709485,1.0,18.999999172370813,1.1114483593270265e-05,2.502252630947615e-05,2.4228704109131191e-05,8.0664065712793303e-07,3.2897734245493198e-12,7.3772586573648102e-07,3.954307926888653e-05,2.5908169627468502e-09,6.3562262055929242e-05,2.0984914598773951e-08,8.8817560787491649e-15,3.1319802920619748e-09,1.6018504638069512e-16,6.7130632045843993e-09,1.4565814109803234e-09,1.4568732868546196e-09,1.8266048343485777e-13,1.0921539086080263e-13,9.8811900215795913e-14
7.192406589218293e-11,1.1980158747101468,154.0,0.0,0.0,0.0,0.999828787131537,1.0,18.999999126585706,1.1529477889188245e-05,2.5956818447259689e-05,2.5118180875842572e-05,8.5163263237763103e-07,3.4126072500398823e-12,7.3772185423808478e-07,4.1030033793773029e-05,2.5908009948891679e-09,6.595248285153181e-05,2.177789489209471e-08,9.3771537451338041e-15,3.3614330111225126e-09,1.6623813742370081e-16,7.1695906553821657e-09,1.6165432025868178e-09,1.6168672718374323e-09,2.0275862570553112e-13,1.2131062490869587e-13,1.1029966210660084e-13
7.451336000480067e-11,1.1980158743950735,154.0,0.0,0.0,0.0,0.99982262461022176,1.0,18.99999908039074,1.1944466856155412e-05,2.6891099065649676e-05,2.6007214041486433e-05,8.9703446917600904e-07,3.535439560449483e-12,7.3771784277670102e-07,4.2516977378111866e-05,2.5907850263810471e-09,6.83426906387634e-05,2.2570865403992517e-08,9.8770643187178293e-15,3.598976495695458e-09,1.7229115380174422e-16,7.6376722493651464e-09,1.7871607497516503e-09,1.7875191664188631e-09,2.2419818016723598e-13,1.3421848704501489e-13,1.2264489548950852e-13
7.710265411741841e-11,1.198015874077495,154.0,0.0,0.0,0.0,0.99981646213314923,1.0,18.999999033818927,1.2359450494225712e-05,2.7825368164707785e-05,2.6895836626221506e-05,9.4281315858491212e-07,3.6582703557847932e-12,7.3771383133214516e-07,4.4003910021989539e-05,2.5907690573823341e-09,7.0732885417729369e-05,2.3363826137761691e-08,1.0381124344391392e-14,3.8446105465340543e-09,1.7834409553997222e-16,8.1170337139524061e-09,1.968697178038791e-09,1.9690921496389077e-09,2.4701234774419715e-13,1.4795925237203257e-13,1.3587845294345189e-13
7.969194823003615e-11,1.1980158737576212,154.0,0.0,0.0,0.0,0.99981029970031909,1.0,18.999998986900639,1.2774428803453086e-05,2.8759625744501391e-05,2.7784079003245888e-05,9.889383378249038e-07,3.7810996360535227e-12,7.3770981991478678e-07,4.5490831725480988e-05,2.590753089005249e-09,7.3123067188516453e-05,2.4156777090818089e-08,1.0888999503392597e-14,4.0983349643940856e-09,1.8439696261865906e-16,8.6074078191166947e-09,2.1614093734284248e-09,2.1618431596854026e-09,2.7123354198107464e-13,1.6255271499698703e-13,1.5003118590585357e-13
8.228124234265389e-11,1.1980158734356445,154.0,0.0,0.0,0.0,0.99980413731173112,1.0,18.99999893966379,1.3189401783891482e-05,2.9693871805096801e-05,2.8671969110557181e-05,1.0353820785787565e-06,3.903927401263497e-12,7.3770580853278843e-07,4.6977742488662039e-05,2.5907371210386821e-09,7.5513235951212853e-05,2.4949718261490669e-08,1.1400382282357697e-14,4.3601495500360737e-09,1.9044975502504884e-16,9.1085341541877063e-09,2.3655481418924639e-09,2.3660230535019992e-09,2.968934091859229e-13,1.7801820034973461e-13,1.6513394467264528e-13
8.487053645527163e-11,1.198015873111743,154.0,0.0,0.0,0.0,0.99979797496738476,1.0,18.999998892134084,1.3604369435594842e-05,3.062810634655681e-05,2.9559532645749233e-05,1.0821186922532298e-06,4.0267536514222963e-12,7.3770179717878663e-07,4.8464642311614306e-05,2.5907211528639539e-09,7.7903391705916105e-05,2.5742649651487938e-08,1.1914989829095736e-14,4.6300541042244104e-09,1.9650247277218345e-16,9.6201589148135909e-09,2.5813583638942836e-09,2.5818767613193227e-09,3.240228479320208e-13,1.9437457710744325e-13,1.8121757839828199e-13
8.745983056788937e-11,1.19801587278608,154.0,0.0,0.0,0.0,0.99979181266728012,1.0,18.999998844335135,1.4019331758617105e-05,3.1562329368944825e-05,3.0446793245718328e-05,1.1291245503268724e-06,4.1495783865377749e-12,7.3769778585017497e-07,4.9951531194417652e-05,2.5907051846657433e-09,8.0293534452720875e-05,2.653557126176225e-08,1.2432561974472545e-14,4.9080484277261815e-09,2.025551158673325e-16,1.0142034699054903e-08,2.8090791442775936e-09,2.8096434365743339e-09,3.5265202797730775e-13,2.1164026876235419e-13,1.9831293509576708e-13
9.00491246805071e-11,1.1980158724588061,154.0,0.0,0.0,0.0,0.99978565041141687,1.0,18.999998796288683,1.4434288753012219e-05,3.2496540872326102e-05,3.1333772652167683e-05,1.1763779188952546e-06,4.2724016066181884e-12,7.3769377455140491e-07,5.1438409137149281e-05,2.5906892167815901e-09,8.2683664191717543e-05,2.7328483091336602e-08,1.2952859410619914e-14,5.1941323213117965e-09,2.0860768430303821e-16,1.0673920312226847e-08,3.048943957662502e-09,3.0495566013359605e-09,3.8281040861635905e-13,2.298332648418084e-13,2.164508616366819e-13
9.263841879312484e-11,1.1980158721300587,154.0,0.0,0.0,0.0,0.99977948819979479,1.0,18.999998748014718,1.4849240418834122e-05,3.3430740856765187e-05,3.2220490863654221e-05,1.2238588066699577e-06,4.3952233116718555e-12,7.3768976328281908e-07,5.2925276139887926e-05,2.5906732490713457e-09,8.5073780922999026e-05,2.8121385139802931e-08,1.3475662017281487e-14,5.4883055857555825e-09,2.1466017807618555e-16,1.1215580580228085e-08,3.3011807893879715e-09,3.3018442872762255e-09,4.1452675646987959e-13,2.4897113178364261e-13,2.3566220375120479e-13
9.522771290574258e-11,1.1980158717999663,154.0,0.0,0.0,0.0,0.99977332603241353,1.0,18.999998699531627,1.5264186756136761e-05,3.4364929322325411e-05,3.3106966275258793e-05,1.2715488253502901e-06,4.5180435017070383e-12,7.3768575204200778e-07,5.4412132202713363e-05,2.5906572813551329e-09,8.7463884646659854e-05,2.8914277407847055e-08,1.4000767324392453e-14,5.7905680218353786e-09,2.2071259719200974e-16,1.1766786170864095e-08,3.5660122721689624e-09,3.5667291723551759e-09,4.4782916273298755e-13,2.6907102348004075e-13,2.5597780602812938e-13
9.781700701836032e-11,1.1980158714686455,154.0,0.0,0.0,0.0,0.99976716390927289,1.0,18.99999865085633,1.5679127764974067e-05,3.5299106269070463e-05,3.3993215807076587e-05,1.3194310611715567e-06,4.6408621767321595e-12,7.3768174082934604e-07,5.589897732570434e-05,2.5906413137317024e-09,8.985397536279286e-05,2.9707159895752125e-08,1.4527989097722068e-14,6.1009194303322203e-09,2.2676494165267213e-16,1.2327313422557621e-08,3.843655818717427e-09,3.8444287134688485e-09,4.8274505991378742e-13,2.9014969150917631e-13,2.7742851191488766e-13
9.999999999999999e-11,1.198015871136205,154.0,0.0,0.0,0.0,0.9997619687549244,1.0,18.999998609681111,1.6028953837800312e-05,3.6086687152952519e-05,3.4740234794944544e-05,1.3599376673403773e-06,4.744407485288639e-12,7.3767835906204464e-07,5.7152504472243626e-05,2.5906278518278424e-09,9.1869013000289604e-05,3.0375619002987308e-08,1.4973999281285106e-14,6.3688562825317937e-09,2.3186751969742595e-16,1.2806966663622839e-08,4.0878433593391789e-09,4.0886655080543762e-09,5.1345542698512876e-13,3.0869328821325733e-13,2.9641787722800356e-13
1.0040630113097806e-10,1.198015871136205,154.0,0.0,0.0,0.0,0.99976100183037264,1.0,18.999998602004379,1.6094063445399991e-05,3.6233271697064529e-05,3.487925502250759e-05,1.3674899566502128e-06,4.7636793367557852e-12,7.3767772964600952e-07,5.7385811508939244e-05,2.5906253462944703e-09,9.2244053071490473e-05,3.0500032603188161e-08,1.5057156036792121e-14,6.4193596120306148e-09,2.3281721145565378e-16,1.2896944179947364e-08,4.1343237505325412e-09,4.1351552752656993e-09,5.1930123808817482e-13,3.1222349507057472e-13,3.000451637175774e-13
1.029955952435958e-10,1.1980158708027435,154.0,0.0,0.0,0.0,0.99975483979571256,1.0,18.999998552990082,1.6508993797468467e-05,3.7167425606371447e-05,3.5765098237094505e-05,1.4157112017786754e-06,4.8864949817865158e-12,7.3767371849153142e-07,5.8872634752497141e-05,2.5906093789772046e-09,9.463411777284603e-05,3.1292895530101452e-08,1.5588110576843839e-14,6.7458883677186815e-09,2.3886940660054487e-16,1.3475465636016062e-08,4.4382234229952404e-09,4.4391162552665621e-09,5.5752386068795327e-13,3.353084106346896e-13,3.2385860260098158e-13
1.0558488935621354e-10,1.198015870468353,154.0,0.0,0.0,0.0,0.9997486778052922,1.0,18.999998503826617,1.6923918821233437e-05,3.810156799705463e-05,3.6650758618594026e-05,1.4640816339841918e-06,5.0093091118329536e-12,7.3766970736540277e-07,6.0359447056457103e-05,2.5905934117328904e-09,9.7024169466952879e-05,3.2085748676779986e-08,1.6120707787304073e-14,7.0805054981879858e-09,2.4492152708954361e-16,1.4062670180424899e-08,4.7555573468848213e-09,4.7565142054059742e-09,5.9743847983715033e-13,3.5942004131584179e-13,3.4889966858858888e-13
1.0817418346883128e-10,1.1980158701331176,154.0,0.0,0.0,0.0,0.99974251585911156,1.0,18.999998454526072,1.7338838516748839e-05,3.9035698869177632e-05,3.7536248278990697e-05,1.5125891461426901e-06,5.1321217269037638e-12,7.3766569626798451e-07,6.1846248420897843e-05,2.5905774446043637e-09,9.9414208153904019e-05,3.287859204332841e-08,1.6654814358943401e-14,7.4232108042334772e-09,2.5097357292344881e-16,1.4658355253704953e-08,5.0865233064544611e-09,5.0875469501316931e-09,6.3907005125382209e-13,3.8457362597914452e-13,3.7519920056261772e-13
1.1076347758144902e-10,1.198015869797114,154.0,0.0,0.0,0.0,0.99973635395717031,1.0,18.999998405099586,1.7753752884068614e-05,3.996981822280411e-05,3.8421578359139183e-05,1.561222601962021e-06,5.2549328270076713e-12,7.3766168519946003e-07,6.3333038845898163e-05,2.5905614776143228e-09,0.00010180423383379228,3.3671425629663684e-08,1.7190307672177162e-14,7.7740040866535751e-09,2.5702554410162658e-16,1.5262323206955697e-08,5.4313144742103615e-09,5.4324077012071894e-09,6.8244294873564288e-13,4.1078404809264051e-13,4.0278803626403916e-13
1.1335277169406676e-10,1.1980158694604146,154.0,0.0,0.0,0.0,0.99973019209946823,1.0,18.999998355557413,1.8168661923246699e-05,4.0903926057997556e-05,3.9306759106639235e-05,1.6099717581304671e-06,5.3777424121534043e-12,7.3765767415959777e-07,6.4819818331536991e-05,2.5905455107358412e-09,0.00010419424650671097,3.4464249435822592e-08,1.7727074939857589e-14,8.1328851462502163e-09,2.6307744062435776e-16,1.5874381166739362e-08,5.7901195225246518e-09,5.7912851693472304e-09,7.2758097824571422e-13,4.380658443347458e-13,4.3169701229259861e-13
1.159420658066845e-10,1.198015869123085,154.0,0.0,0.0,0.0,0.99972403028600487,1.0,18.99999830590896,1.8583565634337035e-05,4.1838022374821283e-05,4.0191799947471052e-05,1.6588271927029919e-06,5.5005504823496935e-12,7.3765366314835474e-07,6.6306586877893273e-05,2.5905295439585913e-09,0.00010658424617275318,3.5257063461944307e-08,1.8265012418748468e-14,8.4998537838287743e-09,2.6912926249270474e-16,1.6494340904900797e-08,6.1631227321944772e-09,6.1643636727990572e-09,7.7450739161280875e-13,4.6643321296572116e-13,4.6195696410683767e-13
