Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237)
3.719111491764482e-11,0.875145367399128,154.0,0.0,0.0,0.0,0.99753660261644916,1.0,18.999997384635048,3.5231046523042968e-05,0.00012891517009926568,0.00012629190466509341,2.523959994657424e-06,1.4029355082238468e-11,2.1446184023174948e-05,0.00068634074173055427,3.1263893793304828e-07,0.0014619649110446616,8.5823752266515041e-08,1.7984333287964805e-14,7.5464857528137052e-08,4.4707453699126543e-16,1.4228403613200622e-07,4.1200253549418766e-08,4.1207692128139973e-08,4.7882503869579759e-12,2.6503268022235995e-12,1.9547275591411965e-09,2.6780662945225981e-19,2.4905468697072581e-19,2.4914485029871672e-19,1.1630697950886219e-12,5.5586002207281646e-09,2.0583236265823461e-15,9.8301584122118774e-18,2.4076255438842987e-08
3.8131009145674244e-11,0.8751453669793537,154.0,0.0,0.0,0.0,0.99747445014046854,1.0,18.999997297456773,3.612017454531173e-05,0.00013216480706309056,0.00012944960621310729,2.6086990045235412e-06,1.4383001239263797e-11,2.144490108857133e-05,0.00070383286087068132,3.1261945859470151e-07,0.001499229868798787,8.8015878895608096e-08,1.8588136407752383e-14,7.8119420049777348e-08,4.5849380070410785e-16,1.4863540451700034e-07,4.4190948310618806e-08,4.4198929470569212e-08,5.1366764771814751e-12,2.8444816643832251e-12,2.0547534077997056e-09,3.1614131808928834e-19,2.9408300057564443e-19,2.94192249216514e-19,1.2562757931418657e-12,5.8047450384662124e-09,2.2426195432336255e-15,1.0148704497356486e-17,2.5282443389995433e-08
3.907090337370367e-11,0.8751453665593478,154.0,0.0,0.0,0.0,0.99741230191625352,1.0,18.999997210095366,3.7009241922762284e-05,0.00013541403658481638,0.00013260649102911552,2.6936161679536585e-06,1.4736603052797994e-11,2.144361824177607e-05,0.00072132379674191794,3.1259998058891746e-07,0.0015364925683549256,9.0207730654636993e-08,1.9193208951771201e-14,8.0809827288053355e-08,4.6991163255908773e-16,1.5508574879089065e-07,4.7313257581849809e-08,4.732180532159417e-08,5.5004749072137766e-12,3.0472627104676601e-12,2.1572740021302274e-09,3.7162652020393012e-19,3.4578868211456211e-19,3.459204173364845e-19,1.3543211511876838e-12,6.0561166742171498e-09,2.4389179697353713e-15,1.0470586328158209e-17,2.6516225456605197e-08
4.001079760173309e-11,0.875145366139207,154.0,0.0,0.0,0.0,0.99735015794346937,1.0,18.999997122567923,3.7898248659542212e-05,0.00013866285871709508,0.00013576257632249994,2.7786943894664933e-06,1.5090160528573483e-11,2.1442335482782229e-05,0.00073881354942514183,3.125805039155913e-07,0.0015737530099948064,9.2399307579135187e-08,1.9799429107039186e-14,8.353607025453175e-08,4.8132803274130677e-16,1.6163299355362061e-07,5.056919503689395e-08,5.0578333724608372e-08,5.8798816459656224e-12,3.2588035781176961e-12,2.2622892688719464e-09,4.3509625824596352e-19,4.0495334070984535e-19,4.0511146107309129e-19,1.4573244724183364e-12,6.3127148869745326e-09,2.6477246245164684e-15,1.0795803813542365e-17,2.7777472607781513e-08
4.095069182976252e-11,0.8751453657190174,154.0,0.0,0.0,0.0,0.99728801822178259,1.0,18.999997034890029,3.8787194759798708e-05,0.00014191127351257082,0.00013891787780432132,2.8639180706950379e-06,1.5443673672321937e-11,2.1441052811582869e-05,0.00075630211900122428,3.1256102857461832e-07,0.0016110111939995502,9.4590609704631476e-08,2.0406685728185885e-14,8.6298139962665131e-08,4.9274300143584177e-16,1.6827510688774596e-07,5.396073212510888e-08,5.3970486490830985e-08,6.2751277143491045e-12,3.4792351027451524e-12,2.3697991346651678e-09,5.0745647684708944e-19,4.7242638605485272e-19,4.7261534480850454e-19,1.5654040466874564e-12,6.5745393846550061e-09,2.8695555335550554e-15,1.1124356862298944e-17,2.9066056406844048e-08
4.189058605779194e-11,0.8751453652988609,154.0,0.0,0.0,0.0,0.99722588275085866,1.0,18.999996947075935,3.9676080227678705e-05,0.00014515928102388034,0.00014207240981850116,2.9492729793064203e-06,1.5797142489774201e-11,2.1439770228171061e-05,0.0007737895055510305,3.125415545658937e-07,0.0016482671206496733,9.6781637066649574e-08,2.1014877403447545e-14,8.9096027427791659e-08,5.0415653882774394e-16,1.7501009936879393e-07,5.7489798955261195e-08,5.7500194083302634e-08,6.6864392888655216e-12,3.7086853762265043e-12,2.4798035260505677e-09,5.8968907751560417e-19,5.4912887791082133e-19,5.4935374529789355e-19,1.6786778629402102e-12,6.841589828527992e-09,3.1049370248863173e-15,1.1456245383081484e-17,3.038184900858707e-08
4.2830480285821367e-11,0.8751453648788116,154.0,0.0,0.0,0.0,0.99716375153036418,1.0,18.999996859138626,4.0564905067328801e-05,0.00014840688130365279,0.00014522618546151223,3.0347461294034298e-06,1.6150566986660286e-11,2.1438487732539866e-05,0.00079127570915541888,3.1252208188931305e-07,0.0016855207902250916,9.8972389700708207e-08,2.1623911602474306e-14,9.1929723667134641e-08,5.1556864510203774e-16,1.8183602310486492e-07,6.1158285159308407e-08,6.1169346480826016e-08,7.1140378028416899e-12,3.9472798042616854e-12,2.5923023694689602e-09,6.8285605236069001e-19,6.3605747423955924e-19,6.3632400498499634e-19,1.7972636214158989e-12,7.1138658372584236e-09,3.354405723077314e-15,1.1791469284406804e-17,3.1724723156556281e-08
4.377037451385079e-11,0.8751453644589383,154.0,0.0,0.0,0.0,0.99710162455996443,1.0,18.999996771089933,4.1453669282895236e-05,0.00015165407440450982,0.00014837921669160145,3.1203256723863567e-06,1.6503947168709352e-11,2.1437205324682344e-05,0.00080876072989524228,3.1250261054477148e-07,0.0017227722030051212,1.0116286764232079e-07,2.2233703898671797e-14,9.4799219699802078e-08,5.2697932044372041e-16,1.887509708040592e-07,6.4968040736731803e-08,6.497979402245361e-08,7.5581400453854388e-12,4.195141162438426e-12,2.707295591261481e-09,7.8810371503568274e-19,7.3428847648430163e-19,7.346031827472107e-19,1.9212787455665116e-12,7.3913669905969551e-09,3.6185085436739508e-15,1.2130028474655203e-17,3.3094552180338042e-08
4.4710268741880216e-11,0.8751453640393035,154.0,0.0,0.0,0.0,0.99703950183932577,1.0,18.999996682940672,4.2342372878523979e-05,0.00015490086037906573,0.00015153151442845561,3.2060007973639808e-06,1.6857283041649732e-11,2.1435923004591568e-05,0.00082624456785134652,3.1248314053216429e-07,0.0017600213592684816,1.0335307092699559e-07,2.2844177259584673e-14,9.7704506546786391e-08,5.383885650377621e-16,1.9575307486844427e-07,6.8920876879976188e-08,6.8933348233079331e-08,8.0189582581256195e-12,4.4523896510393859e-12,2.8247831176701259e-09,9.0666702705472747e-19,8.4498197047563527e-19,8.4535220055389306e-19,2.0508403936494816e-12,7.6740928327482835e-09,3.8978026876244533e-15,1.2471922862071204e-17,3.4491209992861215e-08
4.565016296990964e-11,0.8751453636199662,154.0,0.0,0.0,0.0,0.99697738336811403,1.0,18.999996594700718,4.3231015858360625e-05,0.00015814723927992717,0.00015468308864413792,3.2917616402878588e-06,1.7210574611208853e-11,2.1434640772260598e-05,0.00084372722310457155,3.1246367185138692e-07,0.0017972682592933015,1.0554299959023548e-07,2.3455261399437633e-14,1.0064557523096395e-07,5.4979637906910512e-16,2.0284050651337755e-07,7.3018566781521355e-08,7.3031782630657923e-08,8.4967002297982086e-12,4.7191429486271788e-12,2.9447648748385798e-09,1.0398740176074102e-18,9.6938606140853774e-19,9.6982008449059066e-19,2.1860654699614058e-12,7.9620428754454521e-09,4.1928556356832459e-15,1.2817152354764654e-17,3.591457108771136e-08
4.6590057197939065e-11,0.8751453632009794,154.0,0.0,0.0,0.0,0.99691526914599515,1.0,18.999996506379063,4.41195982265505e-05,0.00016139321115969364,0.00015783394844605638,3.3775992010478159e-06,1.7563821883113319e-11,2.1433358627682496e-05,0.00086120869573575094,3.1244420450233444e-07,0.001834512903357115,1.0773265366753797e-07,2.4066892188403536e-14,1.0362241677709456e-07,5.6120276272266361e-16,2.1001147491106992e-07,7.7262846423092155e-08,7.7276833515559985e-08,8.9915693887381354e-12,4.9955162644412531e-12,3.0672407888132839e-09,1.1891502949726423e-18,1.108841201311621e-18,1.1093482985768538e-18,2.3270706356856428e-12,8.2552166007557582e-09,4.5042451427988413e-15,1.3165716860712161e-17,3.7364510536457226e-08
4.846984565399791e-11,0.8751453623642522,154.0,0.0,0.0,0.0,0.9967910534476998,1.0,18.999996329522762,4.5896581144569461e-05,0.00016788393406630211,0.00016413355734552261,3.5494723650972831e-06,1.8270183556860122e-11,2.1430794601757161e-05,0.00089616809345527621,3.1240527379898604e-07,0.0019089954247089322,1.1211113820629354e-07,2.5291564908529367e-14,1.096833825636701e-07,5.8401123963594224e-16,2.2459704351821161e-07,8.6197937369561757e-08,8.6213548431862231e-08,1.0033481715343588e-11,5.5775717444889478e-12,3.3196747908893966e-09,1.5421289654358593e-18,1.4387550060784558e-18,1.4394406397939334e-18,2.6268867264575593e-12,8.8572328937262893e-09,5.1783961911325721e-15,1.3872850543620946e-17,4.0343627655905247e-08
5.0161655264450867e-11,0.875145361612857,154.0,0.0,0.0,0.0,0.99667927384778066,1.0,18.999996170147821,4.7495658520533573e-05,0.00017372419319763098,0.0001698008382564227,3.704345454992899e-06,1.8905757622684255e-11,2.1428487278469607e-05,0.00092762750764624675,3.1237024071942183e-07,0.0019760219813111705,1.1605083556326707e-07,2.6395104542033593e-14,1.1526050495840948e-07,6.045339788203484e-16,2.3799253354674887e-07,9.4757536547656621e-08,9.4774703720338703e-08,1.1031732460419857e-11,6.1354291468352092e-12,3.5553946651902421e-09,1.9312309772102507e-18,1.8026484271869931e-18,1.803538745453307e-18,2.9176548429352913e-12,9.4169068344045536e-09,5.8470093629956366e-15,1.4520675677726004e-17,4.3114489491750435e-08
5.179625673892387e-11,0.8751453608885801,154.0,0.0,0.0,0.0,0.99657128711993181,1.0,18.999996016012759,4.9040477006626274e-05,0.00017936571352880664,0.00017527438644530499,3.8541155620932867e-06,1.9519703661602335e-11,2.1426258246723876e-05,0.00095801949095039671,3.1233639637189691e-07,0.0020407751122955985,1.198564684797843e-07,2.7462283154787005e-14,1.2075899779111325e-07,6.2435834721733403e-16,2.5116735499741785e-07,1.0350283517499103e-07,1.0352159256059219e-07,1.2051750130427823e-11,6.7056218051879658e-12,3.7908184357177563e-09,2.3822655274735104e-18,2.2246973179109414e-18,2.2258334625333425e-18,3.2180855747808476e-12,9.9737228220248367e-09,6.552229864549007e-15,1.5156856946634756e-17,4.5871637492029649e-08
5.343085821339687e-11,0.8751453601661614,154.0,0.0,0.0,0.0,0.99646331323721926,1.0,18.999995861758237,5.0585112249597791e-05,0.00018500600382981343,0.00018074590354962204,4.0039900677743099e-06,2.0133515831689363e-11,2.1424029480257018e-05,0.00098840789891180346,3.1230255605021711e-07,0.0021055214253793823,1.2366127158943391e-07,2.8530205654542739e-14,1.2636551131637568e-07,6.4417839297012288e-16,2.6456209691058865e-07,1.1272320997193852e-07,1.1274364428922948e-07,1.3127285513743104e-11,7.307015030718857e-12,4.0337845260846971e-09,2.918444060665331e-18,2.7266945278667275e-18,2.728132960398105e-18,3.5382899022075324e-12,1.0546326302349228e-08,7.3190586308501598e-15,1.5803123417278627e-17,4.8706745945455081e-08
5.506545968786987e-11,0.8751453594457529,154.0,0.0,0.0,0.0,0.99635535219788707,1.0,18.999995707407212,5.2129564271239639e-05,0.00019064506437702796,0.00018621541308288796,4.1539460021085074e-06,2.074719416303129e-11,2.1421800979032548e-05,0.0010187927319554027,3.1226871975383194e-07,0.0021702609219983234,1.2746524507871091e-07,2.959870837025133e-14,1.3207999840130809e-07,6.639941170502076e-16,2.7816877194041886e-07,1.2242638140721661e-07,1.2244858079213857e-07,1.4259243326189101e-11,7.9401212061827189e-12,4.2842925435154924e-09,3.5522207444304476e-18,3.3203953915556985e-18,3.3222030705892625e-18,3.8788731305683531e-12,1.1134713708885205e-08,8.1509611076468634e-15,1.6459474600431862e-17,5.1619181262207177e-08
5.670006116234287e-11,0.8751453587274912,154.0,0.0,0.0,0.0,0.99624740400017819,1.0,18.999995552979293,5.3673833093340406e-05,0.00019628289544676067,0.00019168293516888752,4.3039637818621089e-06,2.1360738685706039e-11,2.1419572743014012e-05,0.001049173990506073,3.1223488748219116e-07,0.0022349936035830423,1.3126838913406019e-07,3.0667651762576896e-14,1.379024119302192e-07,6.8380552042882033e-16,2.919796764009901e-07,1.3261978942993641e-07,1.3264384338412343e-07,1.5448495412506237e-11,8.6054341001069639e-12,4.5423420944789475e-09,4.2973623437414225e-18,4.0188052768352599e-18,4.0210611730892713e-18,4.2404390792247138e-12,1.1738881356936634e-08,9.051496250822959e-15,1.7125910005830986e-17,5.4608314918346546e-08
5.833466263681587e-11,0.8751453580114952,154.0,0.0,0.0,0.0,0.99613946864233682,1.0,18.999995398491173,5.5217918737685698e-05,0.00020191949731525579,0.00019714848704797532,4.454026704593756e-06,2.1974149429783569e-11,2.1417344772164948e-05,0.0010795516749886346,3.1220105923474415e-07,0.0022997194715590197,1.3507070394187736e-07,3.1736916819123293e-14,1.4383270480460893e-07,7.0361260407693643e-16,3.0598737987596804e-07,1.4331060344284174e-07,1.4333660278397422e-07,1.6695881915075588e-11,9.3034295287240651e-12,4.8079327847140803e-09,5.1690334965125459e-18,4.8362623905481602e-18,4.8390591597593069e-18,4.6235901850806916e-12,1.2358825460821661e-08,1.0024316436517623e-14,1.7802429142209838e-17,5.7673523415307719e-08
5.996926411128887e-11,0.8751453572978707,154.0,0.0,0.0,0.0,0.99603154612260658,1.0,18.999995243957077,5.6761821226058199e-05,0.0002075548702586914,0.00020261208349851389,4.6041205275492968e-06,2.2587426425325834e-11,2.1415117066448895e-05,0.001109925785827851,3.1216723501094054e-07,0.0023644385273466346,1.3887218968850845e-07,3.2806402053870439e-14,1.4987082994316223e-07,7.2341536896527252e-16,3.2018471528367282e-07,1.5450573188833957e-07,1.5453376870225774e-07,1.8002212397255686e-11,1.0034565992179835e-11,5.0810642192549464e-09,6.1838839956882696e-18,5.7885227161785337e-18,5.7919685404613095e-18,5.0289275951395981e-12,1.2994542148228433e-08,1.1073167371343318e-14,1.8489031517333089e-17,6.0814188239733007e-08
6.160386558576186e-11,0.8751453565867114,154.0,0.0,0.0,0.0,0.99592363643923132,1.0,18.999995089389181,5.8305540580237656e-05,0.00021318901455317978,0.00020807373719455337,4.7542331102656297e-06,2.3200569702387027e-11,2.1412889625829388e-05,0.001140296323448428,3.1213341481022997e-07,0.0024291507723612068,1.4267284656025085e-07,3.3876020960566143e-14,1.5601674028174277e-07,7.4321381606429239e-16,3.3456476934592914e-07,1.6621183148207163e-07,1.6624199907658441e-07,1.9368266925408243e-11,1.0799285287331328e-11,5.3617360024543422e-09,7.3601378891429067e-18,6.8928469074437891e-18,6.8970675157109921e-18,5.4570512501108822e-12,1.3646027472419281e-08,1.2201888002692436e-14,1.9185716638028484e-17,6.4029695823630436e-08
6.323846706023486e-11,0.8751453558781016,154.0,0.0,0.0,0.0,0.99581573959045566,1.0,18.999994934797815,5.9849076822000837e-05,0.00021882193047476745,0.00021353345901550878,4.9043541051404837e-06,2.381357929101343e-11,2.1410662450269983e-05,0.0011706632882750132,3.1209959863206209e-07,0.0024938562080130365,1.4647267474335328e-07,3.4945699807896873e-14,1.6227038877338673e-07,7.6300794634420619e-16,3.4912087341960814e-07,1.7843531612251416e-07,1.7846770898284413e-07,2.0794797112953313e-11,1.1598013099030364e-11,5.6499477380061045e-09,8.7176842337899205e-18,8.1680889861925981e-18,8.1732298642218724e-18,5.9085599601856601e-12,1.4313277422813947e-08,1.3414410429159034e-14,1.9892484010216953e-17,6.7319437504843368e-08
6.487306853470785e-11,0.8751453551721161,154.0,0.0,0.0,0.0,0.99570785557452435,1.0,18.999994780191805,6.1392429973121599e-05,0.00022445361829943506,0.00021899125831298909,5.0544746908160569e-06,2.442645522124358e-11,2.1408435539734241e-05,0.0012010266807321978,3.1206578647588696e-07,0.0025585548357074397,1.50271674424016e-07,3.601537573972637e-14,1.686317283882966e-07,7.8279776077497116e-16,3.6384659467776135e-07,1.9118236548557977e-07,1.9121707923138566e-07,2.2282527127506474e-11,1.2431159570490173e-11,5.9456990289658185e-09,1.0278169432991756e-17,9.6347867859487139e-18,9.6410155869521108e-18,6.3840514731643571e-12,1.499628793412547e-08,1.4714759811100834e-14,2.0609333138940673e-17,7.0682809487831891e-08
6.650767000918085e-11,0.8751453544688226,154.0,0.0,0.0,0.0,0.99559998438968189,1.0,18.999994625578687,6.2935600055370836e-05,0.0002300840783030977,0.00022444714313698058,5.2045873461788304e-06,2.5039197523108309e-11,2.1406208894185727e-05,0.001231386501244515,3.1203197834115443e-07,0.0026232466568447935,1.5406984578839163e-07,3.708499516474286e-14,1.7510071211383497e-07,8.0258326032629705e-16,3.7873572763527447e-07,2.0445893330753293e-07,2.044960646514536e-07,2.3832154661486513e-11,1.3299119852955769e-11,6.2489894777699373e-09,1.2065091114185003e-17,1.1315254110251244e-17,1.1322763277159126e-17,6.8841225351783651e-12,1.5695054894122817e-08,1.6107054281345646e-14,2.1336263528389059e-17,7.4119212804768734e-08
6.814227148365384e-11,0.8751453537682811,154.0,0.0,0.0,0.0,0.9954921260341737,1.0,18.999994470964854,6.4478587090516503e-05,0.00023571331076160487,0.00022990112042670354,5.3546856596568337e-06,2.5651806226630778e-11,2.1403982513587993e-05,0.0012617427502364404,3.1199817422731445e-07,0.0026879316728205685,1.5786718902258517e-07,3.8154512397616462e-14,1.8167729295451838e-07,8.2236444596764529e-16,3.9378228600459246e-07,2.1827075536641234e-07,2.1831040207407558e-07,2.5444351867388789e-11,1.4202274635356269e-11,6.559818686253373e-09,1.4103893470674817e-17,1.323367454142172e-17,1.324268415233097e-17,7.4093689446831312e-12,1.6409574150199471e-08,1.7595504856041522e-14,2.2073274681922562e-17,7.7628053276949736e-08
6.977687295812684e-11,0.8751453530705473,154.0,0.0,0.0,0.0,0.99538428050624472,1.0,18.999994316355782,6.6021391100323619e-05,0.00024134131595074051,0.00023535319617324049,5.5047641667249679e-06,2.6264281361826559e-11,2.1401756397904622e-05,0.0012920954281323924,3.1196437413381705e-07,0.0027526098850253746,1.6166370431265428e-07,3.9223888501151535e-14,1.8836142393201097e-07,8.4214131866822991e-16,4.0898049486054873e-07,2.3262335717724498e-07,2.326656180286899e-07,2.7119766259516605e-11,1.5140990654956131e-11,6.878186255665582e-09,1.6422063965741364e-17,1.5416196808898174e-17,1.5426957657273517e-17,7.9603856005422707e-12,1.7139841514986988e-08,1.9184415345653744e-14,2.2820366102094413e-17,8.1208741476512661e-08
7.141147443259983e-11,0.8751453523756709,154.0,0.0,0.0,0.0,0.9952764478041406,1.0,18.999994161756135,6.7564012106554209e-05,0.00024696809414622312,0.00024080337555921355,5.6548182103422897e-06,2.6876622958703652e-11,2.1399530547099183e-05,0.0013224445353567323,3.1193057806011239e-07,0.00281728129484499,1.6545939184460979e-07,4.0293090291839733e-14,1.9515305808511839e-07,8.6191387939702266e-16,4.2432478309677136e-07,2.4752206141435067e-07,2.4756703616681243e-07,2.8859021583729915e-11,1.6115621189889727e-11,7.2040917866852209e-09,1.9049231304989099e-17,1.7891031633586387e-17,1.7903828554948656e-17,8.5377665448741979e-12,1.7885852771191448e-08,2.0878182266106321e-14,2.3577537290670605e-17,8.4860692688461169e-08
7.304607590707283e-11,0.8751453516836972,154.0,0.0,0.0,0.0,0.9951686279261075,1.0,18.999994007169875,6.9106450130967438e-05,0.00025259364562370577,0.00024625166307835791,5.8048438214780259e-06,2.7488831047262548e-11,2.1397304961135262e-05,0.0013527900723337629,3.1189678600565063e-07,0.0028819459036604081,1.6925425180441573e-07,4.136208948855417e-14,2.0205214846978173e-07,8.8168212912275016e-16,4.3980977616206763e-07,2.6297199507005541e-07,2.6301978442206492e-07,3.0662718656303631e-11,1.7126506534198561e-11,7.5375348794334561e-09,2.201726460133135e-17,2.068854998280986e-17,2.0703705439832693e-17,9.1421050011601051e-12,1.8647603675748583e-08,2.2681294750058678e-14,2.4344787748647893e-17,8.8583326872991329e-08
7.468067738154582e-11,0.8751453509946678,154.0,0.0,0.0,0.0,0.99506082087039116,1.0,18.999993852600397,7.0648705195319503e-05,0.00025821797065877627,0.00025169806263714581,5.9548376175733876e-06,2.8100905657496295e-11,2.1395079639976445e-05,0.0013831320394877308,3.1186299796988227e-07,0.0029466037128478674,1.7304828437799012e-07,4.2430861989044241e-14,2.0905864815907108e-07,9.0144606881389971e-16,4.5543028906690034e-07,2.789780963579683e-07,2.79028801914719e-07,3.2531436172851401e-11,1.8173974455913006e-11,7.8785151334860264e-09,2.5360373663212569e-17,2.3841382676295221e-17,2.385926061442505e-17,9.77399340803274e-12,1.9425089963370341e-08,2.4598334458310974e-14,2.5122116976270126e-17,9.2376068628119652e-08
7.631527885601882e-11,0.8751453503086212,154.0,0.0,0.0,0.0,0.99495302663523821,1.0,18.999993698050588,7.2190777321363606e-05,0.00026384106952695685,0.00025714257764105611,6.1047967163449719e-06,2.871284681939046e-11,2.1392854583586335e-05,0.001413470437242824,3.1182921395225737e-07,0.0030112547237788959,1.7684148975120439e-07,4.3499387255746144e-14,2.1617251024317973e-07,9.2120569943871582e-16,4.7118131964866305e-07,2.9554512137003223e-07,2.9559884560996988e-07,3.4465731488394837e-11,1.9258340638790798e-11,8.2270321478841458e-09,2.9115210332421399e-17,2.7384521278945874e-17,2.7405531264826337e-17,1.0434023449156624e-11,2.0218307349570333e-08,2.6633975491338042e-14,2.5909524473043061e-17,9.6238347152610395e-08
7.794988033049181e-11,0.875145349625592,154.0,0.0,0.0,0.0,0.99484524521889528,1.0,18.999993543522883,7.3732666530850063e-05,0.00026946294250370447,0.00026258521106815695,6.2547186622659698e-06,2.9324654562923213e-11,2.1390629791928525e-05,0.0014438052660231745,3.1179543395222663e-07,0.0030758989378203393,1.8063386810988418e-07,4.4567647791928483e-14,2.2339368782941733e-07,9.4096102196520499e-16,4.8705804208381985e-07,3.1267765049714689e-07,3.1273449673973783e-07,3.6466141369726411e-11,2.0379909108363275e-11,8.5830855211442938e-09,3.3320970795351193e-17,3.1355420213206273e-17,3.1380021868330785e-17,1.1122786079623446e-11,2.102725153325805e-08,2.8792984300950948e-14,2.670700973774761e-17,1.0016959620919933e-07
8.121908327943782e-11,0.875145348268715,154.0,0.0,0.0,0.0,0.99462972083562717,1.0,18.999993234541908,7.6815896287136525e-05,0.00028070301188440317,0.00027346484331248588,6.5544430621985987e-06,3.0547869914780472e-11,2.1386181002664234e-05,0.001504464218355882,3.117278860027499e-07,0.0032051669806787042,1.882161445267147e-07,4.6703317431453337e-14,2.3815780202306659e-07,9.8045874659403761e-16,5.1917010422062658e-07,3.4865670052592386e-07,3.4872010394182405e-07,4.0667353217689526e-11,2.2735813131990241e-11,9.3177997357434405e-09,4.3255391942119703e-17,4.0743254706514904e-17,4.077664284508562e-17,1.258886941826187e-11,2.2692303018004575e-08,3.3500632284778726e-14,2.8332211562519671e-17,1.0823676357163059e-07
8.448828622838382e-11,0.8751453469242696,154.0,0.0,0.0,0.0,0.99441424770656572,1.0,18.99999292567076,7.989839463812246e-05,0.00029193818100322374,0.00028433697681804751,6.8539975386182291e-06,3.1770551952746777e-11,2.1381733271892466e-05,0.0015651088998777562,3.1166035411705788e-07,0.0033344078522655881,1.95795115114176e-07,4.8837776290539099e-14,2.5335061594059979e-07,1.0199392504397019e-15,5.5173116394665166e-07,3.8694860523645986e-07,3.870189884388526e-07,4.5138981000802829e-11,2.5243900807353763e-11,1.0082654555234425e-08,5.5532036698371679e-17,5.2357731095871072e-17,5.2402469631004011e-17,1.4176957316743831e-11,2.4420209754107868e-08,3.87612537012002e-14,2.9997718426763065e-17,1.1657313071806616e-07
8.775748917732982e-11,0.8751453455924616,154.0,0.0,0.0,0.0,0.99419882581769381,1.0,18.999992616919112,8.2980161757704408e-05,0.00030316845206147472,0.00029520162539697827,7.1533724409519346e-06,3.2992700916384302e-11,2.1377286599322242e-05,0.0016257393139797803,3.1159283829075679e-07,0.0034636215633510924,2.033707813572398e-07,5.0970955604518931e-14,2.6897175505607244e-07,1.0594025412377381e-15,5.8470835329163377e-07,4.2758428701519943e-07,4.2766207829610782e-07,4.98846485112946e-11,2.7906224753898768e-11,1.0877646749649623e-08,7.0566698503806073e-17,6.6597815340498645e-17,6.6657061271541185e-17,1.5891753249715507e-11,2.6210936927079488e-08,4.4616295828192849e-14,3.170352629570476e-17,1.2517432836922153e-07
9.102669212627583e-11,0.875145344273463,154.0,0.0,0.0,0.0,0.99398345515499942,1.0,18.999992308293976,8.6061197819731883e-05,0.00031439382725942302,0.00030605880019505421,7.4525607783200949e-06,3.4214317045139319e-11,2.1372840984662678e-05,0.0016863554640520187,3.1152533851945504e-07,0.0035928081246339237,2.1094314474015865e-07,5.3102805560235291e-14,2.8502084511681817e-07,1.0988486267199402e-15,6.1807107853498386e-07,4.7059240015618436e-07,4.7067803307050998e-07,5.4907713772198582e-11,3.0724687098172848e-11,1.1702773081274665e-08,8.8825971675578358e-17,8.3912043290566084e-17,8.3989650366968527e-17,1.7737950696783645e-11,2.8064449607169122e-08,5.110867512186608e-14,3.3449631123855106e-17,1.3403605683814616e-07
9.429589507522183e-11,0.875145342967437,154.0,0.0,0.0,0.0,0.99376813570447475,1.0,18.999991999800418,8.9141502998007387e-05,0.00032561430879629344,0.00031690851039521445,7.7515575167271364e-06,3.5435400578342877e-11,2.1368396427622956e-05,0.0017469573534836206,3.1145785479876277e-07,0.0037219675467425085,2.1851220674646994e-07,5.5233290288208372e-14,3.0149751214325124e-07,1.1382775146143763e-15,6.5179086301211929e-07,5.1599948728518197e-07,5.1609340026347257e-07,6.0211287366807276e-11,3.3701049853077255e-11,1.2558030304783502e-08,1.1083069310389685e-16,1.0480202360396907e-16,1.049026585796432e-16,1.9720233466038613e-11,2.9980712775923681e-08,5.8282774414290611e-14,3.5236028855191317e-17,1.4315408492274848e-07
9.756509802416783e-11,0.8751453416745214,154.0,0.0,0.0,0.0,0.99355286745211657,1.0,18.999991691442077,9.2221077466286461e-05,0.00033682989887027072,0.00032775076375606932,8.0503590411304829e-06,3.6655951755211086e-11,2.1363952927912365e-05,0.0018075449856628169,3.1139038712429109e-07,0.0038510998402360814,2.2607796885899907e-07,5.736238402963577e-14,3.1840138242867202e-07,1.1776892126454065e-15,6.8584120046733488e-07,5.6383012538271205e-07,5.6393276137074955e-07,6.5798249549323871e-11,3.6836944606925272e-11,1.3443415167350308e-08,1.3715940891571281e-16,1.2982598502337492e-16,1.2995525734345591e-16,2.1843275955481414e-11,3.1959691347002016e-08,6.6184440115833013e-14,3.7062715423309303e-17,1.525242488154316e-07
9.999999999999999e-11,0.8751453403948452,154.0,0.0,0.0,0.0,0.99339256894118866,1.0,18.999991461866266,9.4514269486467358e-05,0.00034518009206463012,0.00033582123164936813,8.2727779661059847e-06,3.7564672366166284e-11,2.1360644096686121e-05,0.0018526613852306575,3.1134014763183574e-07,0.0039472599364577627,2.3171080433074713e-07,5.894721778204841e-14,3.3126874206784137e-07,1.2070318759976377e-15,7.114019357771071e-07,6.0104270245912685e-07,6.0115212565064448e-07,7.014514638060692e-11,3.927711885335493e-11,1.4122423608467922e-08,1.5995650644972026e-16,1.5151520644641021e-16,1.5167009281357087e-16,2.351875201973091e-11,3.3474363640115159e-08,7.2570414151852898e-14,3.8449407154028851e-17,1.5966453600528954e-07
