Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237)
4.510158730808142e-21,0.8751453802442551,154.0,0.0,0.0,0.0,0.99999999999969424,1.0,19.0,4.2782326850515391e-15,1.568279048451115e-14,1.5682604974726948e-14,1.2309365727342406e-25,1.2308750228378212e-25,2.6749257478540901e-13,6.9849303396498609e-22,2.5881181925542459e-15,1.4876482119035163e-21,6.5469230432333484e-26,3.5549750842793809e-37,3.2559281911128332e-26,3.7790532270817969e-37,3.6689614968787787e-27,2.0703029443738496e-37,2.0703029443817977e-37,6.9163849014831901e-49,1.0315855370924829e-49,3.8389294336127861e-29,1.5841612956776105e-87,1.4582976432619303e-87,1.4582976432621776e-87,3.2329868610945548e-42,1.855098460757421e-19,3.3781137447622543e-36,5.0334302146682734e-42,3.6392302451237608e-36
9.024235931408471e-21,0.875145380244255,154.0,0.0,0.0,0.0,0.99999999999938827,1.0,19.0,8.5601823402880089e-15,3.1379206329609e-14,3.1378835148991556e-14,4.9269542029703619e-25,4.9264031715877815e-25,5.3521754527871773e-13,2.7957924413437825e-21,5.1784849388424906e-15,5.9544697283652675e-21,2.6204753807289001e-25,2.8450651091731111e-36,1.3032197897698733e-25,3.0224135817690945e-36,1.4685407576173656e-26,1.6575011882140231e-36,1.6575011882267502e-36,1.1075226924244373e-47,1.6518809045512974e-48,1.5365722273646548e-28,2.0318442549949276e-85,1.8704116156816016e-85,1.8704116156822366e-85,2.588355330344244e-41,3.7118086506450345e-19,1.3521258608954638e-35,4.0298012773375343e-41,2.9135969844984823e-35
1.805239033260913e-20,0.875145380244255,154.0,0.0,0.0,0.0,0.99999999999877631,1.0,19.0,1.7124081650755226e-14,6.2772038018633506e-14,6.2771295496720551e-14,1.971423445687386e-24,1.9709591870795885e-24,1.0706674729276802e-12,1.1186811294440243e-20,1.0359218345774358e-14,2.3825634630325117e-20,1.0485314738529994e-24,2.275195540704933e-35,5.2145766330481308e-25,2.4138596038932824e-35,5.8760758926275046e-26,1.3265046988491188e-35,1.3265046988694906e-35,1.7727574804303656e-46,2.6440851906649959e-47,6.1482903877580771e-28,2.603399296148918e-83,2.3965558737341039e-83,2.3965558737357312e-83,2.0714709373639173e-40,7.4252290350306734e-19,5.4102646782093885e-35,3.2250602619462199e-40,2.3317630581700866e-34
3.610869913501045e-20,0.8751453802442549,154.0,0.0,0.0,0.0,0.9999999999975524,1.0,19.0,3.4251880271666759e-14,1.2555770139199907e-13,1.2555621618897772e-13,7.8869774885623858e-24,7.8831703153632805e-24,2.1415672748749848e-12,4.4754528317748791e-20,2.0720684817059637e-14,9.5318050129373959e-20,4.1948085687818031e-24,1.8177536759553562e-34,2.0861701673172998e-24,1.9235168219930269e-34,2.3508129835255194e-25,1.0614053012493564e-34,1.0614053012819575e-34,2.8369888147505216e-45,4.2313970206502743e-46,2.4597165079599408e-27,3.3340408778181835e-81,3.0691470420913634e-81,3.069147042095532e-81,1.6574914867689547e-39,1.4852069822243602e-18,2.1644581738705427e-34,2.5805294092642973e-39,1.8657646732098659e-33
7.222131673981309e-20,0.875145380244255,154.0,0.0,0.0,0.0,0.99999999999510447,1.0,19.0,6.8507477513398221e-14,2.5112902812000643e-13,2.5112605756068849e-13,3.1550477500466615e-23,3.1519658403653847e-23,4.2833666653671379e-12,1.7903267294291027e-19,4.1443616389316422e-14,3.8130320965986013e-19,1.6780599183102743e-23,1.4499623227993209e-33,8.3453595133488564e-24,1.5264085799834711e-33,9.4040172378962111e-25,8.4920486615261477e-34,8.4920486620478218e-34,4.5396428832491445e-44,6.7709235914430617e-45,9.8396667959550153e-27,4.2686541134012244e-79,3.9295040542313428e-79,3.9295040542420174e-79,1.3261190982431687e-38,2.9705751470436058e-18,8.65853739469014e-34,2.0646054667212979e-38,1.492753384772111e-32
1.4444655194941836e-19,0.8751453802442551,154.0,0.0,0.0,0.0,0.99999999999020861,1.0,19.0,1.3701867199649472e-13,5.0227168150120805e-13,5.0226574025289616e-13,1.2620704489115082e-22,1.2595921757996675e-22,8.5669645927417873e-12,7.1615975098807669e-19,8.2889474052575706e-14,1.5252747288653836e-18,6.7125122357637695e-23,1.1530795793535802e-32,3.3382793930072548e-23,1.2015706890794002e-32,3.7617599584435792e-24,6.7939614418173671e-33,6.7939614426520867e-33,7.2637948447288023e-43,1.0834027507667371e-43,3.9360268780073164e-26,5.464569710438517e-77,5.0304026194189702e-77,5.0304026194462969e-77,1.0609456458189451e-37,5.9413115061887362e-18,3.4635559378195826e-33,1.6517402552596385e-37,1.1942592739594516e-31
2.888970223686289e-19,0.8751453802442549,154.0,0.0,0.0,0.0,0.99999999998041689,1.0,19.0,2.7404106096122204e-13,1.0045569879650098e-12,1.0045451054324558e-12,5.0483844643875836e-22,5.0285348068997322e-22,1.7134157033053832e-11,2.8646966341032813e-18,1.6578116745408278e-13,6.1012216559749739e-18,2.6850590647652997e-22,9.1156377903377859e-32,1.3353387264324062e-22,9.3131694379641464e-32,1.5047345942404824e-23,5.4352981535512524e-32,5.4352981548868377e-32,1.1622357017340525e-41,1.7334880764051946e-42,1.5744427845747897e-25,1.2245257704575872e-74,1.1272356234073098e-74,1.127235623419537e-74,8.4877666568911335e-37,1.1882784342505554e-17,1.3854505996855271e-32,1.3213875222024544e-36,9.554298936413588e-31
5.777979632070501e-19,0.875145380244255,154.0,0.0,0.0,0.0,0.99999999996083355,1.0,19.0,5.480858388848142e-13,2.0091275997033816e-12,2.0091038349721524e-12,2.0193742949989968e-21,2.0035289257720327e-21,3.4268528255939755e-11,1.1458897883199889e-17,3.315644665570976e-13,2.4405123769956885e-17,1.0740341857113335e-21,7.1237234359908415e-31,5.3414076543715977e-22,7.0122237181802858e-31,6.0189995805213056e-23,4.3482901101509001e-31,4.3482901122878592e-31,1.8595974712417427e-40,2.7736148802093929e-41,6.2978352125732088e-25,1.5726806193710467e-72,1.447729122336349e-72,1.4477291223678084e-72,6.7902939484569012e-36,2.3765730487245411e-17,5.5418590728968454e-32,1.0570648921737465e-35,7.643526606823135e-30
1.1555998448838923e-18,0.8751453802442549,154.0,0.0,0.0,0.0,0.99999999992166688,1.0,19.0,1.0961753947085483e-12,4.0182688184640228e-12,4.0182212907738554e-12,8.0775380013294215e-21,7.9516037789307063e-21,6.8537216070846054e-11,4.5835782911035282e-17,6.6313071396350064e-13,9.7620902676812923e-17,4.2961556678728153e-21,5.446228715990543e-30,2.136572659286092e-21,5.0163704285500114e-30,2.4076120580055198e-22,3.4786527017135942e-30,3.4786527051327393e-30,2.9753643188344706e-39,4.4378078301894571e-40,2.5191469054265119e-24,2.0131077396937397e-70,1.8531637428784156e-70,1.8531637429589566e-70,5.4322674494273537e-35,4.7531624665150057e-17,2.2167551436699217e-31,8.4556467159342743e-35,6.1148523625207252e-29
2.3112036082375767e-18,0.875145380244255,154.0,0.0,0.0,0.0,0.99999999984333343,1.0,19.0,2.1923545062622147e-12,8.036551237438697e-12,8.0364561892665029e-12,3.2310232071650686e-20,3.1316864768429942e-20,1.3707437317789326e-10,1.8334326387139282e-16,1.3262618055807696e-12,3.9048389232631356e-16,1.7184642968634088e-20,4.0006538731629753e-29,8.5463022143728757e-21,3.3072529875504676e-29,9.6304725639155657e-22,2.7829303724853923e-29,2.7829303779560071e-29,4.7605642773458713e-38,7.1005016827577134e-39,1.0076613305152433e-23,2.5767937559764837e-68,2.3720641837308577e-68,2.3720641839370446e-68,4.3458269421466166e-34,9.5063420574659185e-17,8.8670450407928296e-31,6.7630617413569877e-34,4.891888070896841e-28
3.466807371591261e-18,0.875145380244255,154.0,0.0,0.0,0.0,0.99999999976499998,1.0,19.0,3.2885336177220796e-12,1.2054833638175996e-11,1.2054691074648396e-11,6.8659291422163952e-20,6.5842020209472583e-20,2.0561131176287176e-10,3.8960423652325406e-16,1.9893914940054709e-12,8.2977784693331086e-16,3.6517359250371034e-20,1.0907555307018916e-28,1.8160890871209294e-20,8.5250443980485449e-29,2.0464769271050395e-21,7.9574475222762887e-29,7.9574475424117358e-29,1.7521990517250339e-37,2.6134556159206067e-38,2.1412819372286847e-23,1.3295304917670855e-67,1.2238975877895005e-67,1.2238975879160882e-67,1.2426392567454282e-33,1.4259522403786818e-16,1.8842487862682629e-30,1.9335721035988609e-33,1.3987739423487024e-27
4.6224111349449456e-18,0.8751453802442551,154.0,0.0,0.0,0.0,0.99999999968666653,1.0,19.0,4.384712729088144e-12,1.6073116020976814e-11,1.6072925946919528e-11,1.1712471467684867e-19,1.1122619001423467e-19,2.7414803182647827e-10,6.6461848165413494e-16,2.6525197792405729e-12,1.4155022996210011e-15,6.2294289159699222e-20,2.2062162530556388e-28,3.098033196417428e-20,1.6468686157204736e-28,3.4910502074631533e-21,1.6784568374670545e-28,1.6784568425738278e-28,4.443944293933852e-37,6.6282865726063916e-38,3.6527765141709283e-23,7.2530585738354231e-67,6.676793761491625e-67,6.676793762196309e-67,2.621093679614417e-33,1.9012703505477713e-16,3.2143085109744092e-30,4.0780017077225151e-33,2.9504179790779366e-27
6.9336186616523144e-18,0.875145380244255,154.0,0.0,0.0,0.0,0.99999999952999974,1.0,19.0,6.5770709516001241e-12,2.4109680745384413e-11,2.4109395660691658e-11,2.4249192118728608e-19,2.2657823635994908e-19,4.1122095909957124e-10,1.3760060130367914e-15,3.9787730565199092e-12,2.930613170594166e-15,1.2897227619756671e-19,5.634761375473889e-28,6.4140785925277957e-20,3.9346543180148886e-28,7.2277786766817109e-21,4.5843880935972666e-28,4.5843881114558232e-28,1.5540614411404664e-36,2.3179417276443626e-37,7.5626127514559924e-23,1.0073239766516558e-65,9.2729079427668604e-66,9.2729079438800585e-66,7.1590578174507285e-33,2.8519067481666664e-16,6.6548218906629297e-30,1.1136183967286462e-32,8.0584981093415907e-27
9.244826188359683e-18,0.875145380244255,154.0,0.0,0.0,0.0,0.99999999937333295,1.0,19.0,8.7694291737671649e-12,3.214624540621688e-11,3.2145865326250875e-11,4.1241530774433003e-19,3.7947918296509705e-19,5.4829308279742996e-10,2.3402220276485252e-15,5.3050211737952961e-12,4.9841973300966123e-15,2.1934780759544122e-19,1.1124067745649678e-27,1.0908656995522166e-19,7.3597859375019441e-28,1.2292560915905559e-20,9.5920756508376363e-28,9.5920756954611442e-28,3.8831607067358104e-36,5.7919000960182053e-37,1.286202637609286e-22,4.6305277383019206e-65,4.2626263702260867e-65,4.2626263708033336e-65,1.4979203618116124e-32,3.8025434235620567e-16,1.131811455114296e-29,2.3296715826954055e-32,1.6861055725054524e-26
1.1556033715067052e-17,0.875145380244255,154.0,0.0,0.0,0.0,0.99999999921666616,1.0,19.0,1.0961787395564623e-11,4.0182810000768551e-11,4.0182334940153406e-11,6.3007744946213034e-19,5.7077576526826172e-19,6.8536434552648021e-10,3.575324237627324e-15,6.6312637625148702e-12,7.6147140352348292e-15,3.3511346249520915e-19,1.9127513866870451e-27,1.6665944879096453e-19,1.2059562546091011e-27,1.8780257838671414e-20,1.7462010016039978e-27,1.746201011071326e-27,8.2385143499374715e-36,1.2288135414710826e-36,1.9650272936662418e-22,1.7095993204441851e-64,1.573769462168293e-64,1.5737694623998732e-64,2.726914560233056e-32,4.7531803965751255e-16,1.7291528889322565e-29,4.2403546813211244e-32,3.069487207524577e-26
1.617844876848179e-17,0.8751453802442549,154.0,0.0,0.0,0.0,0.99999999890333269,1.0,19.0,1.5346503838027592e-11,5.6255938998265554e-11,5.6255274009743729e-11,1.2116166074438539e-18,1.0595689307551374e-18,9.5950423402865793e-10,6.8751928103647424e-15,9.2837320071493253e-12,1.4642763483565906e-14,6.44409307583206e-19,4.4091270929271869e-27,3.2047934965323684e-19,2.5483877075724123e-27,3.611377449119978e-20,4.6104865973766587e-27,4.610486632061571e-27,3.0182937034562526e-35,4.5019754041107774e-36,3.7786784825588064e-22,2.0958353608384373e-63,1.9293185593023465e-63,1.9293185597783103e-63,7.1998846166197341e-32,6.6544552541489421e-16,3.3251023636676535e-29,1.1190572372660773e-31,8.1043239421515751e-26
2.080086382189653e-17,0.875145380244255,154.0,0.0,0.0,0.0,0.99999999858999933,1.0,19.0,1.9731220278989495e-11,7.2329067750905909e-11,7.2328212869529002e-11,1.987048014789092e-18,1.679963924475832e-18,1.2336406257504659e-09,1.1275251681048822e-14,1.1936177797687917e-11,2.4013994681900521e-14,1.0568263531636438e-18,8.151631740729542e-27,5.255839026707222e-19,4.4261471106632694e-27,5.9226500802337281e-20,9.558694139327199e-27,9.5586942293912056e-27,7.8373939290527549e-35,1.1690067696573724e-35,6.1970236661502775e-22,1.0448074897650755e-62,9.6179619896720414e-63,9.6179619925196151e-63,1.4927190755535468e-31,8.5557313205059693e-16,5.4531632077188065e-29,2.3191091860946263e-31,1.6802239762124065e-25
3.0045693928726004e-17,0.875145380244255,154.0,0.0,0.0,0.0,0.99999999796333272,1.0,19.0,2.8500653156410768e-11,1.0447532458759488e-10,1.0447408995977339e-10,4.1195053867507702e-18,3.2496339758867242e-18,1.7819029205571396e-09,2.337540413300815e-14,1.7241002026923756e-11,4.9784860367634482e-14,2.1909755068124076e-18,1.9641758903364283e-26,1.0896231443630954e-18,9.7934695411568446e-27,1.2278714260882814e-19,2.87211145212269e-26,2.8721114920429947e-26,3.4738654445440922e-34,5.1816506963881356e-35,1.2847541166906789e-21,1.5910836566540662e-61,1.4646700339425803e-61,1.464670034656822e-61,4.4851977012036861e-31,1.2358287079060289e-15,1.1305399637432947e-28,6.9613431089685008e-31,5.0485488561407493e-25
4.8535354142384955e-17,0.875145380244255,154.0,0.0,0.0,0.0,0.9999999967100005,1.0,19.0,4.6039518893243298e-11,1.6876783589806337e-10,1.6876584162298009e-10,1.0710777293015589e-17,7.3930801289612907e-18,2.8783855574281785e-09,6.0775279816256156e-14,2.7850381086431805e-11,1.2943899503916742e-13,5.6964918606053527e-18,5.9029321457055614e-26,2.8330032265110131e-18,2.6973618459565745e-26,3.1924861932397019e-19,1.2348131962544168e-25,1.2348132256957494e-25,2.5619677422204974e-33,3.8216550309675919e-34,3.3403828346256261e-21,5.5686495838838661e-60,5.1262133486488196e-60,5.1262133534719238e-60,1.928334168410073e-30,1.9963413099417988e-15,2.9394313443749634e-28,2.9863274042023143e-30,2.1704966667037057e-24
8.551467456970286e-17,0.875145380244255,154.0,0.0,0.0,0.0,0.99999999420333974,1.0,19.0,8.1117250294868979e-11,2.9735285064011443e-10,2.9734933488037241e-10,3.3198649600553494e-17,1.8123953180251432e-17,5.0711830335301905e-09,1.8836912045214411e-13,4.9068061669385994e-11,4.011879455599401e-13,1.7656092962947618e-17,2.0403679578381248e-25,8.7808352057491885e-18,8.7112828568222236e-26,9.8952987953851002e-19,6.9533801519745326e-25,6.9533804631159909e-25,2.7074962887204199e-32,4.0391829095980934e-33,1.0353717330245815e-20,3.474046980986807e-58,3.1980296488687639e-58,3.1980296548352692e-58,1.0858700940026845e-29,3.5173723152660293e-15,9.1109951675412607e-28,1.6738982903658305e-29,1.2221886505480262e-23
1.5947331542433866e-16,0.875145380244255,154.0,0.0,0.0,0.0,0.99999998919003275,1.0,18.999999999999996,1.5127271280996378e-10,5.5452285419385362e-10,5.5451628111930093e-10,1.1539548790178948e-16,4.3778562862733029e-17,9.4561068910329136e-09,6.547029979583745e-13,9.1499113100885344e-11,1.3943843350152424e-12,6.1367454184651452e-17,7.592903479692051e-25,3.0519866194146084e-17,3.1049343431718418e-25,3.4395232048372905e-18,4.6172977477865527e-24,4.6172981502773003e-24,3.5022998133124849e-31,5.2260766037624099e-32,3.598868411132299e-20,3.0456645082418412e-56,2.8036828407671574e-56,2.8036828511978051e-56,7.2105969037860553e-29,6.5594575309106334e-15,3.1669443164014832e-27,1.1012345939965777e-28,8.1151865411515111e-23
2.3343195627897444e-16,0.875145380244255,154.0,0.0,0.0,0.0,0.99999998417674518,1.0,18.999999999999993,2.2142817494085089e-10,8.1169282636528951e-10,8.1168317365735777e-10,2.4722018978075368e-16,7.1834897474195097e-17,1.3840136080268416e-08,1.402525911904339e-12,1.3392441875185607e-10,2.9870951675255953e-12,1.3146561436532035e-16,1.6681833390582453e-24,6.5382192113211232e-17,6.7132925170673866e-25,7.3687552242636359e-18,1.3874226595257402e-23,1.3874228211643402e-23,1.406485862306291e-30,2.0990013696435219e-31,7.7101375274296165e-20,2.6710788072137716e-55,2.4588584566401483e-55,2.4588584671124652e-55,2.1666726399865619e-28,9.6015736865468328e-15,6.7848581554915434e-27,3.287861129132851e-28,2.438358293327529e-22
3.0739059713361024e-16,0.875145380244255,154.0,0.0,0.0,0.0,0.99999997916347683,1.0,18.999999999999989,2.9158363668753174e-10,1.0688627692307488e-09,1.0688500124949038e-09,4.2867240456892398e-16,1.0022046892489094e-16,1.822327077512579e-08,2.4317831502192462e-12,1.7634397936383724e-10,5.1792039178078579e-12,2.2794674473050917e-16,2.930700334586871e-24,1.1336614818329626e-16,1.1696003349176348e-24,1.2777223044560362e-17,3.0744276753049157e-23,3.0744281189203883e-23,3.8600264498567907e-30,5.7612827056501849e-31,1.3369178660905547e-19,1.5089460466124056e-54,1.3890585260463008e-54,1.3890585325393221e-54,4.8012020592384014e-28,1.2643720782178735e-14,1.1764878210581927e-26,7.2416306126948621e-28,5.4029665294048884e-22
3.8134923798824604e-16,0.875145380244255,154.0,0.0,0.0,0.0,0.99999997415022801,1.0,18.999999999999986,3.6173909805000758e-10,1.3260326832891354e-09,1.3260167976323059e-09,6.5975177629942115e-16,1.2844033791716472e-16,2.2605511155225786e-08,3.7424181974369573e-12,2.1875779570260186e-10,7.9705902197236814e-12,3.508068910999052e-16,4.5468332693061168e-24,1.7447001524897663e-16,1.8052860987975611e-24,1.9664923870212615e-17,5.7582667594684735e-23,5.7582677493365558e-23,8.6129966271670201e-30,1.2856841866659116e-30,2.0575991558559914e-19,6.2412707374051717e-54,5.7453945850585966e-54,5.7453946145916066e-54,8.9924635565217793e-28,1.5685898817814468e-14,1.8107043096393236e-26,1.3482051339428923e-27,1.0119036481938467e-21
5.292665196975177e-16,0.875145380244255,154.0,0.0,0.0,0.0,0.99999996412378855,1.0,18.999999999999979,5.0205001962234937e-10,1.8403724247339221e-09,1.8403502068080251e-09,1.2707906804654472e-15,1.846484255570144e-16,3.1367309636817576e-08,7.2076122755843029e-12,3.0356819839828299e-10,1.5350749408620702e-11,6.7564957827338939e-16,8.8399362910012127e-24,3.3603111156807824e-16,3.4888253389496822e-24,3.7878014463526463e-17,1.4989754947971461e-22,1.4989758350792113e-22,2.9607545009205478e-29,4.4206615558618814e-30,3.9632931985410995e-19,6.0152929366683772e-53,5.5373711850367911e-53,5.5373712207170462e-53,2.3409055349765704e-27,2.1770347709133355e-14,3.4877950813300994e-26,3.4680314865956076e-27,2.6339089334694761e-21
6.771838014067893e-16,0.875145380244255,154.0,0.0,0.0,0.0,0.9999999540974267,1.0,18.999999999999972,6.4236093965788729e-10,2.3547120506645882e-09,2.3546834011874317e-09,2.0803340681012707e-15,2.4052599441091118e-16,4.0125532964741173e-08,1.1797655163216534e-11,3.8835563297678161e-10,2.5126607974766488e-11,1.1059619819906037e-15,1.4547474477836757e-23,5.5005170166204318e-16,5.7217818616079381e-24,6.2008005204633746e-17,3.0970921212238124e-22,3.0970929900121424e-22,7.5590103542295432e-29,1.1288729516385929e-29,6.4880957376909761e-19,2.9253040912830821e-52,2.6928854718040438e-52,2.6928854913622112e-52,4.8366635597666733e-27,2.7854920360581081e-14,5.7097891601207424e-26,7.0832822318160171e-27,5.4415216568763196e-21
