Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398),S(1815),S(1443),C7H15(32)
1.5254321332974643e-07,0.5047089569571579,154.0,0.0,0.0,0.0,0.85541094021151332,0.99999722681497483,18.98851304800505,0.0086460227956847505,0.03642242357348844,0.023088155621781289,0.0050775401647529042,1.457088721461874e-08,1.3104192764699671e-07,0.015570873773824614,2.3546141290600311e-10,0.022408030119894,9.5258041432392797e-05,6.9684268180816829e-11,0.015034160303824543,8.8449467702308988e-13,1.4336554219265151e-05,0.007254808016076527,0.0081751576859974018,2.6178663281955966e-06,1.6500955366735727e-06,0.005848310748933128,1.9140289475732664e-05,8.5210503238172493e-05,9.2512610794830984e-05,0.004173674631944054,0.0012963368752897996,0.00080376089293565526,4.7119188740086016e-12,1.623404304751571e-06,1.0999792531882559e-06,0.00052229778919444571,1.6779741724497885e-07,3.4596730376225991e-08,1.1753062345467669e-10,1.2969339599629461e-05,1.4705758992348467e-06,1.6939293197817169e-05,2.4605006578302072e-06,2.0364980576589471e-06,1.8965534189832982e-05,8.1073169223029831e-07,9.1377625396588849e-07,9.3228653178022386e-13,6.2409529783642305e-06,9.7092021207247356e-07,2.2615358820506952e-08,4.9687624617071675e-09,7.420036786466917e-12,2.5737834663441092e-11,8.7416302071770588e-08,3.3837616583766269e-14,3.495389804166298e-10,1.1451898916571459e-11,1.0022354520891155e-07,6.5372672432340714e-11,4.4705515383070491e-11,1.6815005535099948e-10,9.7232841126213153e-17,3.9486983634664039e-17,7.5722037833619132e-11,4.0581553875170195e-20,1.828699366098475e-14,1.1257556854856075e-08,5.5548797091320506e-17,1.5545595919724103e-08,2.6195857524307752e-13,3.7827876146403449e-09,2.773185025884062e-06
1.5522830029291357e-07,0.5047090441898047,154.0,0.0,0.0,0.0,0.85314809451707596,0.9999970437623571,18.988268336741072,0.0087661915237649424,0.036760469693283115,0.023195297733882167,0.0051010458637354766,1.4705931398630736e-08,1.3073373211016565e-07,0.015820752148439164,2.3483853905406375e-10,0.022775266748173144,9.6140913531573356e-05,7.0006860889488596e-11,0.015468601399112091,8.9269236469626283e-13,1.440335295293098e-05,0.007425106687452116,0.0084018793345493527,2.6792829795687222e-06,1.6888079634701315e-06,0.0060829605976603154,2.0130933581941885e-05,9.1181589487616279e-05,9.9163449543826778e-05,0.0043317972084014325,0.0013162326171912706,0.00084379207330097131,4.9008225632989094e-12,1.6502051894167211e-06,1.1177606903436932e-06,0.00055139192372555387,1.7454170117677668e-07,3.654059973965074e-08,1.2198880984817132e-10,1.3557282187587908e-05,1.5279660656902226e-06,1.7826772770946217e-05,2.5895479010665687e-06,2.1457793877880796e-06,2.0299998565258845e-05,8.5483094440704578e-07,9.9189741166107937e-07,9.8231433430674817e-13,6.7735416865363398e-06,1.048609637051689e-06,2.4565507930185362e-08,5.3973539084927864e-09,8.0598770886388093e-12,2.8077025638404671e-11,9.536640009501386e-08,3.6290883559097828e-14,3.603714415667166e-10,1.1806792304968059e-11,1.0403942908071908e-07,6.7860769220055657e-11,4.6407015923917925e-11,1.7454990254533367e-10,1.0561987197849919e-16,4.098987140296021e-17,7.8600529017205325e-11,4.2124217654417585e-20,1.8982153926503797e-14,1.2073301066437216e-08,6.034027977983306e-17,1.719302697426689e-08,2.897194134320803e-13,4.300981698972783e-09,2.9562376437277034e-06
1.579133872560807e-07,0.5047091316717668,154.0,0.0,0.0,0.0,0.85089549068564108,0.99999685283750828,18.988022831687058,0.0088853865623798132,0.037089510533641477,0.023295652057653233,0.0051230576031938068,1.4837368930182736e-08,1.3042697907532985e-07,0.016069859158628942,2.3421848436203862e-10,0.023141640864291286,9.7000206692268782e-05,7.0308950465846771e-11,0.015905846770036553,9.0067111604634651e-13,1.4465928304810271e-05,0.0075943530783082009,0.0086296213876459402,2.7403182099814458e-06,1.7272799752240032e-06,0.0063215420501475479,2.1142070265593479e-05,9.7414611597967677e-05,0.00010612309503934831,0.0044917713987808593,0.0013356084800876221,0.00088472225700757733,5.0928857433954173e-12,1.6769430713560523e-06,1.1354872105917105e-06,0.00058137675806207404,1.8139931061543146e-07,3.8544688944913406e-08,1.2649939151423352e-10,1.4155977740832932e-05,1.5860866461717952e-06,1.873710461462579e-05,2.7219218308105418e-06,2.2579789740028104e-06,2.169569003084839e-05,9.0013125294048126e-07,1.0746701921866e-06,1.0336780828803314e-12,7.3377746582079826e-06,1.1306255577866584e-06,2.6637259178925743e-08,5.8526770840908163e-09,8.7396149556551683e-12,3.0571938428973163e-11,1.0384615182771612e-07,3.8900585542640578e-14,3.7169029084003338e-10,1.2177620686821465e-11,1.0797305772101754e-07,7.0425597171158694e-11,4.8160989561440466e-11,1.8114711507154951e-10,1.145300113436466e-16,4.2539106831458863e-17,8.156800469264264e-11,4.3714570706770638e-20,1.9698804088779039e-14,1.2927297846568906e-08,6.54306126130175e-17,1.8975673675873488e-08,3.197587691253809e-13,4.8775614528514768e-09,3.1471624924989541e-06
1.6059847421924785e-07,0.5047092192989135,154.0,0.0,0.0,0.0,0.84865307973468718,0.99999665391268899,18.987776582783965,0.0090036142900250544,0.037409688582869915,0.023389414077572522,0.0051436184720217428,1.4965256976454107e-08,1.3012166159875615e-07,0.016318198158335753,2.3360123531659916e-10,0.023507156485350296,9.7836294650517367e-05,7.0591128262557586e-11,0.016345775188003033,9.0843440130901111e-13,1.4524401818557785e-05,0.0077624706049476307,0.0088583181733548691,2.8009444006312914e-06,1.7654941629637703e-06,0.0065639746303875418,2.2172829151906538e-05,0.00010391236459267778,0.00011339634773574945,0.0046535173973496829,0.0013544680749203726,0.00092653336115452241,5.2880434911482887e-12,1.7036182440080316e-06,1.1531590527436866e-06,0.00061224979772102036,1.8836793151387596e-07,4.0608848122511128e-08,1.310601181458918e-10,1.4765151770508272e-05,1.6449086072181056e-06,1.9670003076494639e-05,2.8575808563878835e-06,2.373062775628559e-06,2.3153706364691077e-05,9.4661910775061744e-07,1.1622355051637332e-06,1.0863621940529677e-12,7.9346073696207152e-06,1.2170915303967066e-06,2.8834888624541136e-08,6.3356720362885468e-09,9.4606533653339216e-12,3.3228637094037943e-11,1.1287620571051354e-07,4.167292667699505e-14,3.8351803420122918e-10,1.2565121460012596e-11,1.1202982497237426e-07,7.3070671241655496e-11,4.9969840020734298e-11,1.8795073398446224e-10,1.2398165485194875e-16,4.4136813047522342e-17,8.4628541553539457e-11,4.5354797845995264e-20,2.0437928675763252e-14,1.3820156916118102e-08,7.083030495296464e-17,2.0901066288220699e-08,3.5220353475408467e-13,5.5175977357937869e-09,3.34608731169592e-06
1.63283561182415e-07,0.5047093069739244,154.0,0.0,0.0,0.0,0.84642081084151943,0.99999644686424904,18.987529639448471,0.0091208810465952233,0.037721147146262277,0.023476776524910595,0.0051627709499580433,1.5089653034559487e-08,1.2981777245775418e-07,0.01656577248527388,2.3298677808252861e-10,0.023871817608720671,9.8649553287679951e-05,7.0853977273923633e-11,0.016788268053392588,9.1598571062155539e-13,1.4578893331053518e-05,0.0079293865744957271,0.0090879059240062329,2.8611353387341752e-06,1.8034340039644039e-06,0.0068101770486826158,2.3222315014387807e-05,0.00011067733507740323,0.00012098771821017699,0.0048169561735915082,0.0013728158405257704,0.00096920686903242362,5.4862302335664233e-12,1.7302309993946764e-06,1.1707764544728464e-06,0.00064400780578317048,1.9544522605964069e-07,4.2732876561549694e-08,1.3566876105270879e-10,1.5384528859212849e-05,1.7044031227941667e-06,2.0625167898414145e-05,2.9964812560643942e-06,2.4909947415046477e-06,2.4675110341405704e-05,9.9428013806911546e-07,1.2547323399872251e-06,1.1403501639981422e-12,8.5649821941401523e-06,1.3081297545195382e-06,3.1162657677657465e-08,6.8472755642074592e-09,1.0224390489914737e-11,3.6053189936894844e-11,1.2247722551477227e-07,4.461411714282082e-14,3.9587724240692259e-10,1.2970034147215334e-11,1.1621536888173002e-07,7.5799665489547684e-11,5.1836079830100344e-11,1.9497020958626463e-10,1.3399313456110647e-16,4.5785209282854113e-17,8.7786399479049655e-11,4.7047182060853577e-20,2.1200556455352929e-14,1.4752452069316015e-08,7.6549829842958846e-17,2.2976910811908548e-08,3.8718356409283059e-13,6.2264557773401898e-09,3.5531357518008194e-06
1.6596864814558214e-07,0.5047093946060146,154.0,0.0,0.0,0.0,0.84419863152033303,0.99999623157261952,18.987282050513222,0.0092371931332332537,0.038024030128806396,0.023557929243110027,0.0051805568780363652,1.5210614833687893e-08,1.2951530417732515e-07,0.016812585460411936,2.3237509809845872e-10,0.024235628211323627,9.9440360020466682e-05,7.1098071725992988e-11,0.01723320937706966,9.2332854840287704e-13,1.4629520888340717e-05,0.0080950321313592536,0.009318322748590525,2.9208661981391851e-06,1.8410838495313038e-06,0.0070600673548833533,2.4289611047781015e-05,0.00011771170017830104,0.00012890142367120937,0.0049820095712035852,0.0013906569700587103,0.0010127238941809961,5.6873798713656857e-12,1.7567816280671133e-06,1.1883396522759741e-06,0.00067664683142299234,2.0262883710128815e-07,4.4916524623992468e-08,1.4032311596669787e-10,1.6013833259901217e-05,1.7645416149122343e-06,2.1602285519630743e-05,3.1385773671434358e-06,2.6117369788735476e-06,2.6260929501849387e-05,1.043099182627911e-06,1.352297599863e-06,1.1956246458252804e-12,9.2298272815278103e-06,1.403860958865643e-06,3.3624807562820451e-08,7.3884199992989392e-09,1.1032217878890312e-11,3.9051661045149256e-11,1.3266986151429372e-07,4.773036453026e-14,4.087905206687693e-10,1.339309940190049e-11,1.20535571793671e-07,7.8616413125135172e-11,5.3762330354572867e-11,2.0221540155355467e-10,1.4458269510179913e-16,4.7486610903227004e-17,9.1046021549187293e-11,4.8794104521528827e-20,2.1987760438286249e-14,1.572472070020956e-08,8.2599610379513324e-17,2.5211081712936706e-08,4.2483154972741986e-13,7.0098014992654843e-09,3.7684273813696531e-06
1.6865373510874928e-07,0.5047094821106684,154.0,0.0,0.0,0.0,0.84198648779010876,0.9999960079222987,18.987033864172421,0.0093525568122129303,0.038318481828957571,0.023633059067414194,0.0051970174321751498,1.5328200259543208e-08,1.2921424905325705e-07,0.017058640387506641,2.3176618042935798e-10,0.024598592248983725,0.00010020909328592536,7.1323976717295433e-11,0.017680485759604871,9.3046642854318022e-13,1.4676400670434092e-05,0.0082593421984598608,0.0095495086038999769,2.980113517970271e-06,1.8784289115417608e-06,0.0073135630842687867,2.5373782084695822e-05,0.0001250173273943137,0.00013714138537922313,0.0051486003984026847,0.0014079973405285075,0.001057065241393257,5.8914258963736371e-12,1.7832704190563884e-06,1.2058488814388839e-06,0.00071016223887156215,2.0991639236323465e-07,4.7159495691277824e-08,1.4502100560369633e-10,1.6652789450381002e-05,1.8252957909933521e-06,2.2601030339534893e-05,3.2838217701732739e-06,2.735249917564103e-06,2.7912156010395886e-05,1.0930603580110287e-06,1.4550659475534578e-06,1.2521675247417856e-12,9.9300555163805109e-06,1.504404294646163e-06,3.6225553973665825e-08,7.9600320285150747e-09,1.1885518705252503e-11,4.2230102049506275e-11,1.4347472240032262e-07,5.1027865430373982e-14,4.2228047907199288e-10,1.3835058039062874e-11,1.2499656010516913e-07,8.1524906340796663e-11,5.5751321680093936e-11,2.0969657850102427e-10,1.5576847064848505e-16,4.9243429306115364e-17,9.4412033807005707e-11,5.0598044453305508e-20,2.2800657821231822e-14,1.6737463443892829e-08,8.8990006555873769e-17,2.7611614410390152e-08,4.6528289646484339e-13,7.8736074092881055e-09,3.9920777021723764e-06
1.7133882207191642e-07,0.5047095694093751,154.0,0.0,0.0,0.0,0.83978432433353445,0.99999577580182919,18.986785127932659,0.0094669783068524523,0.038604646743402353,0.02370234971813669,0.0052121930997654419,1.5442467282184861e-08,1.2891459917813568e-07,0.017303940552685606,2.3116001006333921e-10,0.024960713655848288,0.0001009561320538635,7.1532247899715107e-11,0.018129986368383859,9.3740286985099786e-13,1.4719646924625488e-05,0.0084222554136664275,0.0097814052645506938,3.0388551795558039e-06,1.915455247896141e-06,0.0075705813961166801,2.6473877743278358e-05,0.00013259577532512244,0.00014571122694717021,0.0053166525099008792,0.001424843445516687,0.0011022114646211715,6.098301503062648e-12,1.8096976598292534e-06,1.2233043760054553e-06,0.00074454873668967827,2.1730550844955545e-07,4.9461448134844435e-08,1.497602819895053e-10,1.7301122645086865e-05,1.8866376780890621e-06,2.3621065937569752e-05,3.4321654669064136e-06,2.8614924690977838e-06,2.9629746594228457e-05,1.1441471250018486e-06,1.5631696627627506e-06,1.3099599908909439e-12,1.0666563555258367e-05,1.6098772367949665e-06,3.8969081929320265e-08,8.5630315620439164e-09,1.2785666077780886e-11,4.5594544119333825e-11,1.5491234800107287e-07,5.4512797266601779e-14,4.3636970381154866e-10,1.4296650092682224e-11,1.2960470369133573e-07,8.4529295926563162e-11,5.7805892351109334e-11,2.1742441699486879e-10,1.6756846276228258e-16,5.105817168904638e-17,9.7889244775112644e-11,5.2461578878521699e-20,2.3640409870492705e-14,1.7791143928698854e-08,9.573130260373297e-17,3.0186697556640927e-08,5.0867559124699417e-13,8.8241580536836653e-09,4.2241981717298548e-06
1.7402390903508356e-07,0.5047096564293808,154.0,0.0,0.0,0.0,0.83759208464715773,0.99999553510376826,18.986535888568646,0.0095804638014573475,0.038882669382712266,0.023765981706940317,0.0052261236591269683,1.5553473867366657e-08,1.2861634646451189e-07,0.017548489224076636,2.305565713295365e-10,0.025321996343869967,0.00010168185528858624,7.1723431190492776e-11,0.018581602912767513,9.4414139111521271e-13,1.4759371906891045e-05,0.0085837140618436145,0.010013956292017148,3.0970703818635005e-06,1.9521497470364233e-06,0.00783103920504046,2.7588935494615655e-05,0.00014044829523440013,0.00015461427348809143,0.005486090880917574,0.0014412023311200367,0.0011481429217611522,6.3079396944655511e-12,1.8360636362486604e-06,1.240706368750038e-06,0.00077980040723584496,2.2479379463955796e-07,5.1821997302602251e-08,1.5453882856003324e-10,1.7958559265873185e-05,1.9485396540858156e-06,2.4662046248306829e-05,3.5835580517180187e-06,2.9904221804081765e-06,3.141462255919027e-05,1.1963423527853975e-06,1.6767385110386099e-06,1.3689826097213933e-12,1.1440230941649429e-05,1.7203954928744078e-06,4.1859540838196247e-08,9.1983306473253175e-09,1.3734021421673297e-11,4.9150990210652648e-11,1.6700318285935963e-07,5.8191310384193569e-14,4.5108072930067577e-10,1.4778613901846342e-11,1.3436661501239401e-07,8.7633890677298454e-11,5.9928988963968217e-11,2.2541000002474431e-10,1.8000051913960772e-16,5.2933440690621001e-17,1.0148264473442228e-10,5.4387382227593941e-20,2.4508221746725512e-14,1.8886188635238541e-08,1.0283369485238623e-16,3.2944665142436456e-08,5.551500701135771e-13,9.8680550184339487e-09,4.4648962326200215e-06
1.767089959982507e-07,0.5047097431034399,154.0,0.0,0.0,0.0,0.83540971118300478,0.99999528572465279,18.986286192083661,0.009693019441290909,0.039152694097522499,0.023824132255499623,0.0052388481616945388,1.5661277913880932e-08,1.2831948266307478e-07,0.017792289651480827,2.2995584824044471e-10,0.025682444202348755,0.00010238664151785389,7.1898062531037996e-11,0.019035229617462745,9.5068550707519717e-13,1.4795685831007935e-05,0.0087436640029243048,0.010247107002803969,3.1547396153913337e-06,1.9885001114957487e-06,0.0080948533051933835,2.8717983639874379e-05,0.00014857583340639242,0.0001638535515737427,0.0056568416735954009,0.001457081535136911,0.0011948398263198607,6.5202733820834715e-12,1.8623686325386938e-06,1.2580550911530482e-06,0.00081591073622153197,2.323788564782541e-07,5.4240717513890887e-08,1.593545620478491e-10,1.862482737361704e-05,2.0109744760167802e-06,2.572361669016092e-05,3.7379478762625873e-06,3.1219953819240338e-06,3.3267669876867049e-05,1.2496283808911694e-06,1.7958996240146686e-06,1.4292153897786245e-12,1.2251919297567085e-05,1.8360729195251712e-06,4.4901039775491792e-08,9.8668324294528355e-09,1.4731932928978403e-11,5.2905407579979799e-11,1.7976755071412764e-07,6.2069520407226577e-14,4.6643601119914937e-10,1.5281685226988695e-11,1.392891479125928e-07,9.0843156599288754e-11,6.21236656249188e-11,2.3366481496411881e-10,1.9308231326842682e-16,5.4871933911641256e-17,1.0519740477295964e-10,5.6378225830340502e-20,2.5405342275736051e-14,2.0022986857951022e-08,1.1030728010642491e-16,3.589398845810691e-08,6.0484908274043726e-13,1.1012221470739013e-08,4.7142753479554036e-06
1.7939408296141784e-07,0.5047098293695739,154.0,0.0,0.0,0.0,0.8332371454819103,0.99999502756495839,18.98603608367436,0.0098046513325704722,0.039414864915065316,0.023876975225931719,0.0052504049167876096,1.5765937199172277e-08,1.2802399938510113e-07,0.018035345066086905,2.2935782499306401e-10,0.026042061097530204,0.0001030708684476995,7.2056667682081594e-11,0.019490763194256768,9.5703872479803141e-13,1.4828696825003784e-05,0.0089020545964027236,0.010480804435873372,3.2118446347702145e-06,2.0244948406201507e-06,0.0083619404874613352,2.9860044188345164e-05,0.00015697903425257421,0.00017343178996707668,0.0058288322961867096,0.0014724890294923515,0.0012422822959802485,6.7352354801157592e-12,1.8886129312536896e-06,1.2753507733795611e-06,0.00085287264225368379,2.4005829916432759e-07,5.6717144055985606e-08,1.6420543416472372e-10,1.9299657062452383e-05,2.0739153056073964e-06,2.680541524663367e-05,3.8952822072075613e-06,3.2561673298237364e-06,3.5189739337723874e-05,1.3039870787853671e-06,1.9207773907707829e-06,1.4906378478289029e-12,1.3102471590264819e-05,1.9570214462949861e-06,4.8097642977741801e-08,1.0569430159457916e-08,1.5780734080189748e-11,5.6863720575301117e-11,1.9322562992453121e-07,6.6153500876342388e-14,4.8245790040052164e-10,1.5806596397461526e-11,1.4437939612225995e-07,9.4161715923866189e-11,6.4393083276463044e-11,2.4220075103656917e-10,2.0683132502149026e-16,5.6876443320194817e-17,1.0903887561333347e-10,5.8436977289498162e-20,2.6333063666154712e-14,2.1201890764597512e-08,1.1816204455872307e-16,3.9043267940880998e-08,6.5791755505869239e-13,1.2263906234838167e-08,4.9724350424639393e-06
1.8207916992458498e-07,0.5047099151708436,154.0,0.0,0.0,0.0,0.83107432829881656,0.99999476052905223,18.985785607699938,0.0099153655424879077,0.039669325385937156,0.023924681062364613,0.0052608314788342974,1.5867509298340412e-08,1.2772988812281391e-07,0.018277658680224441,2.2876248517568838e-10,0.026400850872256288,0.00010373491248835883,7.2199762040204375e-11,0.019948102812261566,9.6320453935588509e-13,1.485851089454664e-05,0.0090588386226338451,0.010714997319440549,3.2683684303486023e-06,2.0601232126588357e-06,0.0086322176497861548,3.1014135628647492e-05,0.00016565824412412538,0.00018335142108997414,0.0060019914553758975,0.0014874331658780797,0.0012904503981047712,6.9527589944748873e-12,1.9147968132513012e-06,1.2925936442607283e-06,0.00089067850627192922,2.4782973073996315e-07,5.9250775175721276e-08,1.6908943308863213e-10,1.9982780818458748e-05,2.1373357321819303e-06,2.7907073499333216e-05,4.0555073769303446e-06,3.3928923423197898e-06,3.7181646765278963e-05,1.3593999030433137e-06,2.0514933600504305e-06,1.5532290712466794e-12,1.3992711472297012e-05,2.0833510066600337e-06,5.1453365556503298e-08,1.130700625173778e-08,1.6881742238174923e-11,6.103180371352669e-11,2.0739742986871194e-07,7.0449276180197474e-14,4.9916861801100751e-10,1.635407549169968e-11,1.4964469147459489e-07,9.7594345934412511e-11,6.6740508893607755e-11,2.5103009629452977e-10,2.2126482221139836e-16,5.8949854541967085e-17,1.130125862279471e-10,6.0566599735356921e-20,2.7292721173553513e-14,2.2423215548929142e-08,1.2640785325289043e-16,4.2401224936985486e-08,7.1450245043793098e-13,1.363068739812089e-08,5.2394709486331779e-06
1.8476425688775213e-07,0.5047100004551224,154.0,0.0,0.0,0.0,0.82892119972031508,0.99999448452514339,18.985534807655139,0.010025168099252748,0.039916218440619926,0.023967416743023023,0.0052701646369169037,1.5966051532255819e-08,1.2743714026268957e-07,0.018519233687153486,2.2816981204583146e-10,0.026758817345665795,0.00010437914839667314,7.2327850497253638e-11,0.020407150066809175,9.6918643048428399e-13,1.4885231892884134e-05,0.0092139722013140721,0.010949636037243526,3.3242951986286012e-06,2.0953752661397936e-06,0.0089056019007769192,3.2179275586430674e-05,0.00017461351578526238,0.00019361458318656406,0.0061762492020998559,0.0015019226245669606,0.0013393241922269351,7.1727771060887109e-12,1.940920557669255e-06,1.309783931277855e-06,0.00092932020079476902,2.5569076508766813e-07,6.1841074060275693e-08,1.7400458476810268e-10,2.0673933844626881e-05,2.2012097930583331e-06,2.9028217612342226e-05,4.2185689271174752e-06,3.5321239298765863e-06,3.9244173286456797e-05,1.4158479520528224e-06,2.1881661530396551e-06,1.6169677776273383e-12,1.4923442692923224e-05,2.2151694760342212e-06,5.4972169434214171e-08,1.2080431389661036e-08,1.8036257314634616e-11,6.5415475052053788e-11,2.2230276834324547e-07,7.4962814783077812e-14,5.1659023134724547e-10,1.6924845550768327e-11,1.5509260184907833e-07,1.011459776153755e-10,6.9169314560449061e-11,2.6016553414468455e-10,2.3639984308832786e-16,6.1095146044395086e-17,1.1712424225052968e-10,6.2770150975288281e-20,2.8285692717228692e-14,2.3687239671628321e-08,1.3505444008429066e-16,4.5976693405873843e-08,7.7475262989418717e-13,1.5120475445419093e-08,5.5154748574054684e-06
1.8744934385091927e-07,0.5047100851748751,154.0,0.0,0.0,0.0,0.82677769927470568,0.99999419946522805,18.985283726147049,0.01013406499215639,0.040155686255508714,0.024005345742236513,0.0052784404064919787,1.6061620932294939e-08,1.2714574710451516e-07,0.018760073260888407,2.2757978933163432e-10,0.027115964312941124,0.00010500394899566003,7.2441427333818366e-11,0.020867808947133536,9.7498785990226114e-13,1.4908961496964849e-05,0.0093674147075051926,0.011184672594388014,3.379610311786155e-06,2.1302417806463568e-06,0.0091820106567793332,3.3354483362996045e-05,0.00018384461350205527,0.00020422312314171027,0.0063515369712234433,0.0015159663663471519,0.0013888837695946775,7.3952232488197558e-12,1.9669844419055872e-06,1.3269218605489619e-06,0.00096878911889569826,2.6363902473816915e-07,6.448747080160944e-08,1.7894895405353664e-10,2.137285435391243e-05,2.2655119915581296e-06,3.0168469267810479e-05,4.3844117452498769e-06,3.6738149193059668e-06,4.1378065653433037e-05,1.4733120182170335e-06,2.3309113863819115e-06,1.6818323715990175e-12,1.5895448578651217e-05,2.3525826165450913e-06,5.8657959502492891e-08,1.2890563679967908e-08,1.924556050936891e-11,7.0020489860292884e-11,2.379612499834053e-07,7.9700022755763949e-14,5.3474463097364411e-10,1.7519623825845521e-11,1.6073092885364522e-07,1.0482169413190916e-10,7.168297643194886e-11,2.6962013944241797e-10,2.522531797925482e-16,6.3315388219666751e-17,1.2137972419316412e-10,6.505078254132099e-20,2.9313398450996939e-14,2.4994205184528296e-08,1.4411139834653273e-16,4.9778611592554217e-08,8.3881871176032728e-13,1.6741515921183204e-08,5.8005347729393825e-06
1.901344308140864e-07,0.5047101692869498,154.0,0.0,0.0,0.0,0.82464376603485801,0.99999390526502985,18.985032404875444,0.010242062171655922,0.040387870128357366,0.024038628001764168,0.0052856940231614594,1.6154274165399252e-08,1.2685569987980587e-07,0.019000180556053559,2.2699240020167594e-10,0.02747229554509838,0.00010560968475630499,7.2540976123203509e-11,0.021329985802967084,9.8061226753013144e-13,1.4929799189370037e-05,0.009519128685549343,0.011420060582861831,3.434300286626861e-06,2.1647142572479292e-06,0.0094613617325869492,3.4538782350317871e-05,0.00019335101870123929,0.00021517859991376375,0.0065277876154208056,0.0015295735875080472,0.0014391092898403076,7.6200311827235531e-12,1.9929887416021175e-06,1.3440076568176809e-06,0.0010090762028373646,2.7167214349457427e-07,6.7189364339526014e-08,1.8392064566252044e-10,2.2079283832154519e-05,2.3302173127568416e-06,3.1327446552909315e-05,4.5529801939910835e-06,3.8179175717233507e-06,4.3584036612479522e-05,1.531772637641337e-06,2.4798416050804042e-06,1.7478009988189184e-12,1.690949158056285e-05,2.4956940283428968e-06,6.2514580001560658e-08,1.3738247857070775e-08,2.051091312271413e-11,7.485253459535714e-11,2.5439224571887404e-07,8.4666737619462449e-14,5.5365350879389505e-10,1.8139121060363914e-11,1.6656770525797397e-07,1.0862672914651002e-10,7.4285073580725266e-11,2.7940737415697506e-10,2.6884136278364001e-16,6.5613742366493093e-17,1.257850854785963e-10,6.7411738631509193e-20,3.0377300286140164e-14,2.6344318133034826e-08,1.5358817183591145e-16,5.3816013692518677e-08,9.068529312318305e-13,1.8502391621006147e-08,6.09473497098036e-06
1.9281951777725355e-07,0.5047102527523744,154.0,0.0,0.0,0.0,0.82251933871416305,0.99999360184394037,18.984780884616487,0.010349165549476146,0.040612910362572051,0.024067419910843647,0.0052919599383734845,1.6244067489780838e-08,1.2656698976034014e-07,0.019239558707768892,2.2640762738871022e-10,0.027827814788818,0.00010619672349837772,7.2626969674099105e-11,0.02179358931017443,9.8606306870517967e-13,1.4947842245680715e-05,0.0096690797612095387,0.011655755146807643,3.4883527527515766e-06,2.1987848984495112e-06,0.0097435734259879517,3.5731202318925821e-05,0.00020313193615366886,0.00022648228854045075,0.0067049354336061739,0.0015427536777993191,0.0014899810148608782,7.8471350620033661e-12,2.0189337306309612e-06,1.3610415434443177e-06,0.0010501719722983724,2.7978776887919669e-07,6.9946124378776772e-08,1.8891780499215946e-10,2.2792967272604483e-05,2.3953012370988381e-06,3.2504764798530285e-05,4.7242182335340365e-06,3.9643836943815198e-06,4.5862765315508933e-05,1.5912101373039744e-06,2.6350662249183627e-06,1.8148515971696077e-12,1.7966312885926244e-05,2.6446051071984467e-06,6.654581112139632e-08,1.4624314535440851e-08,2.1833555440335205e-11,7.991722118470404e-11,2.7161487327433161e-07,8.9868722498955825e-14,5.7333833720703041e-10,1.8784040807067132e-11,1.7261119219031239e-07,1.1256646498162833e-10,7.6979286740721049e-11,2.8954108264436414e-10,2.8618064621057123e-16,6.7993459580121082e-17,1.3034655029676093e-10,6.9856354961391976e-20,3.1478901373881129e-14,2.7737749031628842e-08,1.634940464933883e-16,5.8098021532312732e-08,9.7900900017608053e-13,2.0412024315582641e-08,6.3981560604109857e-06
