Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398),S(1815),S(1443),C7H15(32)
5.639067081499028e-12,0.5047129272071437,154.0,0.0,0.0,0.0,0.999994232867771,0.99999999999996159,18.999999975414969,3.9383106922555263e-07,1.9221701184524369e-06,1.9057406990333104e-06,2.0492156639647822e-08,7.6941449158380625e-13,1.5078102219187293e-07,5.6776193156848898e-07,2.749036851026989e-10,8.0194368523409817e-07,4.0848346770182616e-09,2.8123113399155491e-16,2.9025840118577638e-11,3.7928604735024974e-17,1.9504671952581286e-11,2.1629723389950814e-13,2.1640447194511234e-13,7.2322217146952222e-17,3.4915491202905325e-17,2.0454210791942853e-12,1.8731082651694635e-30,1.7647168827424344e-30,1.7647203425531938e-30,1.9056701793957157e-16,7.2745569588419782e-12,5.0215360795974471e-20,9.5524775577069521e-20,1.4395065228522991e-13,1.0191017143251203e-13,3.3725444716160508e-22,5.3349300872015881e-19,2.6284588049672902e-29,4.7216110678077328e-24,4.4331165539112122e-23,3.9590339448195548e-23,2.0395506569447754e-26,1.6017446452330945e-29,1.2765779888625482e-30,1.4413362544134779e-27,2.8304116514460076e-34,6.2524423851014143e-38,5.7770422063580296e-37,1.9467673884066985e-35,1.6824784707874933e-32,6.6741445606575372e-20,4.8178852804196049e-22,1.9443662046268915e-23,2.2212919457607757e-24,4.3972690193643956e-21,4.4511017055266088e-21,1.5271636756520091e-16,1.4279333767693859e-18,1.2135158610462168e-18,6.9045650815522498e-22,4.8144349605216728e-22,2.6432715175273847e-22,9.4278824379940208e-30,6.2077122924790331e-29,2.6182732351897669e-21,1.4032057076324935e-30,6.2786283328278122e-25,1.7409564878701685e-37,5.3861186167728063e-30,5.6201316593185145e-26,9.3169302017313114e-31,7.3858823478169417e-34,3.83880776460026e-14
5.756571265507898e-12,0.5047129272044055,154.0,0.0,0.0,0.0,0.99999411276142824,0.99999999999996081,18.999999974465364,4.0203746817412911e-07,1.9622039457903286e-06,1.9450328476773327e-06,2.1337231277027216e-08,7.8543969290661561e-13,1.5078201973487953e-07,5.8086944778187752e-07,2.7494970960864655e-10,8.2045760057105538e-07,4.1891074956177839e-09,2.9282888461991338e-16,3.023028690999007e-11,3.8896803812463021e-17,2.0318353074978575e-11,2.300367082112039e-13,2.3015111669976169e-13,7.7035730487437999e-17,3.7372391378166125e-17,2.131528149331582e-12,2.1629243230397893e-30,2.0377655451648685e-30,2.0377696237727515e-30,2.0307167556436367e-16,7.5130151648873453e-12,5.3025724736594236e-20,9.7992918609871591e-20,1.5059121778737264e-13,1.066112715973689e-13,3.6669229667352751e-22,5.6745495396269847e-19,2.9168426665046222e-29,5.0399905133445179e-24,4.8210192533659906e-23,4.3148822587684728e-23,2.2697579654471092e-26,1.8200469179831288e-29,1.4506852499648584e-30,1.5997866651480349e-27,3.2844571218517136e-34,7.2742978753160697e-38,6.5665110638249353e-37,2.2397850630424617e-35,1.9119859092105369e-32,6.9539919802578546e-20,5.1220405780805038e-22,2.0308064666960401e-23,2.3431018158058624e-24,4.6797383783380586e-21,4.6390844851674215e-21,1.5909564331532195e-16,1.5112797448020305e-18,1.2906244123953666e-18,7.3633819041683983e-22,5.1324293279711646e-22,2.8637207883655675e-22,1.0023072309790311e-29,6.7254271109192379e-29,2.784338895375453e-21,1.4922049303222866e-30,6.6778214559132365e-25,2.0522999888363521e-37,5.7261486378023541e-30,6.107310956415529e-26,1.0127970736468374e-30,8.2042851452870854e-34,3.9188648673988083e-14
5.8740754495167675e-12,0.5047129272016203,154.0,0.0,0.0,0.0,0.99999399265509825,0.99999999999996003,18.999999973499364,4.1024386448575448e-07,2.0022377102185145e-06,1.9843086201409422e-06,2.2198653802911138e-08,8.0146486904318169e-13,1.5078282207929035e-07,5.9397704144536229e-07,2.7498977373219861e-10,8.3897162582416604e-07,4.2934318069769007e-09,3.0465099419722576e-16,3.1459064862378288e-11,3.9865481018713472e-17,2.1148348267099514e-11,2.4434329516077711e-13,2.4446518746127651e-13,8.194891367529675e-17,3.9942988789387695e-17,2.2194103240067685e-12,2.490307461766693e-30,2.3462084270062585e-30,2.3462132190830077e-30,2.1612526112942001e-16,7.7550158737374641e-12,5.5940991421354038e-20,1.004636836465128e-19,1.5738296278152656e-13,1.1141939030880251e-13,3.9803475348926692e-22,6.0282497770461443e-19,3.2301242000507356e-29,5.3727283187525778e-24,5.2341110887970156e-23,4.6944646545127047e-23,2.5204267311665699e-26,2.0626894804075863e-29,1.6442240651951419e-30,1.7719548736879299e-27,3.7997275791065161e-34,8.4373110409487756e-38,7.4442610198830729e-37,2.569770393132541e-35,2.1671143076091667e-32,7.239541024473907e-20,5.4385969967457427e-22,2.1191198981282097e-23,2.4691540707949029e-24,4.9740083686008862e-21,4.8309018445377171e-21,1.6560362845737518e-16,1.5975200039822556e-18,1.3709195706137084e-18,7.842055608129469e-22,5.4640964583744023e-22,3.0974014152558972e-22,1.0642529596185946e-29,7.2742145355402703e-29,2.9572424193830672e-21,1.5848687551076143e-30,7.0934909731569096e-25,2.4112707030945565e-37,6.0800425523816786e-30,6.6254493663867555e-26,1.0990764948589741e-30,9.0940174591112025e-34,3.9989255901554813e-14
6.1090838175345074e-12,0.5047129271959083,154.0,0.0,0.0,0.0,0.99999375244247124,0.99999999999995848,18.999999971518331,4.2665664919815447e-07,2.0823050713319059e-06,2.0628112035731703e-06,2.3970375502949936e-08,8.3351515415882147e-13,1.5078398315870451e-07,6.2019240340371303e-07,2.7505500068004419e-10,8.7599992455298842e-07,4.5022139218120413e-09,3.2896599804868952e-16,3.3989612188939238e-11,4.1804074953583994e-17,2.2857207658848394e-11,2.7470279763137799e-13,2.7484062423617234e-13,9.2390556860212784e-17,4.5435581169690206e-17,2.4005000104610476e-12,3.2739643165940047e-30,3.0845301713087794e-30,3.0845367241716446e-30,2.4393067663870286e-16,8.2496439093510072e-12,6.2095097510926038e-20,1.0541259487204437e-19,1.7141992624655838e-13,1.2135663610273223e-13,4.6676445781155365e-22,6.7790253991083882e-19,3.9378225121717976e-29,6.0826602222653303e-24,6.1402664243727601e-23,5.5290927000452132e-23,3.0886073027699629e-26,2.6296812807964963e-29,2.0965407805143015e-30,2.1610092671996134e-27,5.0415654518388439e-34,1.1252670605315341e-37,9.4962148423644144e-37,3.3561762276010232e-35,2.763393833940942e-32,7.827733646614472e-20,6.109860294522172e-22,2.3013628470165352e-23,2.734261092709834e-24,5.5989025304503096e-21,5.2260290513223105e-21,1.7900535083724808e-16,1.7788011732159749e-18,1.5413240747141912e-18,8.8606366568054682e-22,6.1695859706970861e-22,3.6064333330376287e-22,1.1956099772394615e-29,8.469648950228131e-29,3.3241028523384312e-21,1.7814795013562845e-30,7.9755629729656491e-25,3.2971591691667103e-37,6.8304808803370961e-30,7.7597481783385802e-26,1.2880249990408759e-30,1.1106093010167753e-33,4.1590581117229866e-14
6.320591348750474e-12,0.5047129271906072,154.0,0.0,0.0,0.0,0.99999353625113829,0.99999999999995703,18.999999969679767,4.4142814642094816e-07,2.1543655296313177e-06,2.1334079402312122e-06,2.5620416778219634e-08,8.6236034402099704e-13,1.5078466750711012e-07,6.4378636926478619e-07,2.751000686699334e-10,9.0932559307386805e-07,4.6902454817829565e-09,3.5161107201587395e-16,3.6350312668209994e-11,4.3549994832642427e-17,2.4450791882527029e-11,3.0407861158759001e-13,3.0423191737594825e-13,1.0251166870727379e-16,5.0793583671024008e-17,2.5695516466919382e-12,4.1510159316308737e-30,3.9108467309527841e-30,3.9108553277813793e-30,2.7096243058027728e-16,8.7069222737355441e-12,6.8014939795306103e-20,1.0987446288785432e-19,1.8457006314122545e-13,1.3066604144097917e-13,5.3598000966554408e-22,7.5057195136302834e-19,4.6766052314270952e-29,6.7741817507567361e-24,7.05320092509645e-23,6.3723153237343322e-23,3.6841171557715469e-26,3.2461317292873711e-29,2.588404021909344e-30,2.5673179569563502e-27,6.4427111087029272e-34,1.4446499831397474e-37,1.1728304301305541e-36,4.2318461354552498e-35,3.4118373324502365e-32,8.3765806880565106e-20,6.7587795417714695e-22,2.4717791777913061e-23,2.988056566131968e-24,6.2040523747138216e-21,5.5947297737328289e-21,1.9150615023840627e-16,1.9521438773836135e-18,1.7062239048801954e-18,9.8494384551299094e-22,6.8541371958160798e-22,4.1148261822334588e-22,1.3225946175134339e-29,9.6635802627400795e-29,3.6790153011459908e-21,1.9716869894215408e-30,8.8290439380520789e-25,4.3254875412385396e-37,7.5559399573504776e-30,8.899602752416472e-26,1.4779783749579474e-30,1.320920682340968e-33,4.3031903024751261e-14
6.53209887996644e-12,0.504712927185155,154.0,0.0,0.0,0.0,0.99999332005982999,0.99999999999995559,18.999999967788778,4.5619963510002964e-07,2.226425852616151e-06,2.2039522647442951e-06,2.7322778644949585e-08,8.9120547970695002e-13,1.5078512363178465e-07,6.6738042174479594e-07,2.7513517119837557e-10,9.4265138562793986e-07,4.8783753653233434e-09,3.749741954672744e-16,3.8789839591331581e-11,4.5296827681448358e-17,2.6096949885529919e-11,3.3546646325853796e-13,3.3563636667006247e-13,1.1334283826467501e-16,5.6559960556765339e-17,2.7443547192323031e-12,5.2219069475041871e-30,4.9197931033602172e-30,4.919804281079584e-30,2.9997438574436168e-16,9.1756749048564422e-12,7.4309619535369332e-20,1.1434324330455269e-19,1.9820976566408212e-13,1.4032200081975037e-13,6.1270305096324739e-22,8.2824354557874837e-19,5.5229383627774983e-29,7.517637918156297e-24,8.0655424034628811e-23,7.3096677507812915e-23,4.3687518200807736e-26,3.979050207186744e-29,3.1732994099156462e-30,3.0329540133044659e-27,8.1662019257015567e-34,1.8395329578134072e-37,1.4383345927295597e-36,5.2963168434873864e-35,4.1829635354238501e-32,8.943860982843443e-20,7.4515446226973194e-22,2.6482513382615703e-23,3.2566666424528984e-24,6.8511341541096688e-21,5.9758114152479935e-21,2.0442252659556985e-16,2.1353062614343055e-18,1.8824360962760899e-18,1.0909034126859118e-21,7.5874031250706519e-22,4.6739562697958938e-22,1.4581593331722037e-29,1.0976662822027324e-28,4.0581770664834624e-21,2.174890363117358e-30,9.7409676685788339e-25,5.6239048115691078e-37,8.3304167204939912e-30,1.0160437943002094e-25,1.6881704902747328e-30,1.562117752834538e-33,4.4473350587812864e-14
6.743606411182406e-12,0.5047129271795522,154.0,0.0,0.0,0.0,0.99999310386854268,0.99999999999995415,18.999999965845618,4.7097111523540264e-07,2.2984860580623282e-06,2.2744444176013382e-06,2.9077220655973241e-08,9.2005056833271124e-13,1.5078542524671231e-07,6.9097453087830505e-07,2.7516251288253803e-10,9.7597725989011139e-07,5.0665857964663625e-09,3.9905206849822525e-16,4.130819138449028e-11,4.7044408443750919e-17,2.7795575818575361e-11,3.6893158600456871e-13,3.691192440103179e-13,1.2490765186073983e-16,6.2749656417435884e-17,2.9249092686094319e-12,6.5210136051316677e-30,6.1437584476719841e-30,6.1437728596469665e-30,3.3104331728606669e-16,9.6559005255835937e-12,8.099259662974062e-20,1.1881852544617157e-19,2.1233893616264461e-13,1.5032444328189153e-13,6.9747109541422227e-22,9.1108202114015919e-19,6.4882815282267935e-29,8.3150899979896087e-24,9.1844529962467405e-23,8.3480968124328245e-23,5.1522814475639219e-26,4.8455204487985533e-29,3.864895409084508e-30,3.5642671040131285e-27,1.0271867780675896e-33,2.3244494562461777e-37,1.7523589879444625e-36,6.5823689590357445e-35,5.0948047518102724e-32,9.5295596635478143e-20,8.189518747861904e-22,2.8307744103978781e-23,3.5404913625819831e-24,7.5415312897275342e-21,6.3692582405965819e-21,2.177539537588392e-16,2.3284413334391374e-18,2.0703301832075581e-18,1.2041839446801191e-21,8.3710353994910164e-22,5.2869033233204244e-22,1.6025708886816465e-29,1.2416128904993398e-28,4.4623707178202588e-21,2.3915090232680706e-30,1.0713224326142136e-24,7.2509718639606332e-37,9.155435186232709e-30,1.1550491188988229e-25,1.9199845444768846e-30,1.8375179718718399e-33,4.5914926918669677e-14
6.955113942398372e-12,0.5047129271737998,154.0,0.0,0.0,0.0,0.99999288767727368,0.9999999999999527,18.999999963850545,4.8574258682707046e-07,2.3705461605261999e-06,2.3448846381863716e-06,3.0883503468820412e-08,9.4889561572542259e-13,1.5078562171304296e-07,7.1456867659955924e-07,2.7518380799468154e-10,1.0093031875182336e-06,5.2548622188196349e-09,4.238414063649495e-16,4.3905366803386084e-11,4.8792601958206725e-17,2.9546564149594946e-11,4.0453908191294395e-13,4.0474568993822103e-13,1.3722964832690072e-16,6.9377586108220787e-17,3.1112153370578323e-12,8.0874075037924214e-30,7.6195560510348831e-30,7.619574487356957e-30,3.6424662598299136e-16,1.0147597865875067e-11,8.8077525412379278e-20,1.2329997302516765e-19,2.2695747646765151e-13,1.6067329750511962e-13,7.9084193904016471e-22,9.9925190886623426e-19,7.5849007269213072e-29,9.1686162749349524e-24,1.0417368342401711e-22,9.4948204746924107e-23,6.0451846525498517e-26,5.8644612270383471e-29,4.678332597312537e-30,4.1680570070807621e-27,1.2828173497100768e-33,2.9161414998492262e-37,2.1218002081012406e-36,8.1271999783299528e-35,6.1673367184530582e-32,1.0133661936080958e-19,8.9740587631527606e-22,3.0193435010297196e-23,3.8399302611861741e-24,8.2766254274035654e-21,6.7750547388400174e-21,2.3149991301710979e-16,2.5316952290123435e-18,2.2702752284261152e-18,1.3250267053321833e-21,9.2066835213596073e-22,5.9568159558788469e-22,1.7560948030147607e-29,1.3989372551173385e-28,4.8923772423491693e-21,2.6219615227117995e-30,1.1747700248275216e-24,9.2754495267334254e-37,1.0032512255572597e-29,1.3078267114433986e-25,2.1748487667040869e-30,2.1506738869614644e-33,4.7356635115279942e-14
7.1666214736143384e-12,0.5047129271678983,154.0,0.0,0.0,0.0,0.99999267148602111,0.99999999999995126,18.999999961803791,5.0051404987503665e-07,2.4426061719311287e-06,2.4152731647836135e-06,3.2741388840641415e-08,9.777406266581633e-13,1.507857462791568e-07,7.3816284539281469e-07,2.7520039046793268e-10,1.0426291494218086e-06,5.4431927089754404e-09,4.4933893941489577e-16,4.6581364860054161e-11,5.0541297511682843e-17,3.1349809662485586e-11,4.4235392219120889e-13,4.4258071403846433e-13,1.5033231914013093e-16,7.6458634721492399e-17,3.3032729682844656e-12,9.9653165897707027e-30,9.388857717726733e-30,9.3888811282185703e-30,3.9966233334639701e-16,1.0650765662515245e-11,9.5578254501436358e-20,1.2778731058938143e-19,2.4206528807472276e-13,1.7136849193063595e-13,8.9339381922891585e-22,1.0929175720320882e-18,8.8258982288844969e-29,1.0080311912086782e-23,1.1771999793072582e-22,1.0757330035982816e-22,7.0586756751901355e-26,7.0567563674347196e-29,5.6303284989299019e-30,4.8515905435783539e-27,1.5913131446664968e-33,3.6338121171731468e-37,2.5542743236879851e-36,9.9728593780865868e-35,7.4226171763074999e-32,1.0756153078611247e-19,9.8065151797987659e-22,3.2139537413819974e-23,4.1553823736321369e-24,9.057796462028242e-21,7.1931856139407479e-21,2.4565989278614751e-16,2.7452074988415563e-18,2.4826398297752685e-18,1.4536726494193455e-21,1.0095994885304284e-21,6.6869100694833738e-22,1.9189953555254511e-29,1.5703945813612781e-28,5.3489760631910358e-21,2.8666655760568535e-30,1.2846277992517548e-24,1.177766444352092e-36,1.0963157747617206e-29,1.4752537187612242e-25,2.4542363582098107e-30,2.5053818992120447e-33,4.8798478261369826e-14
7.378129004830304e-12,0.5047129271618488,154.0,0.0,0.0,0.0,0.99999245529478342,0.99999999999994982,18.999999959705626,5.1528550437930432e-07,2.5146661020477975e-06,2.485610234582522e-06,3.4650639623154904e-08,1.00658560504223e-12,1.5078582167516467e-07,7.6175702801811468e-07,2.7521329961055922e-10,1.0759551325497329e-06,5.6315674962073379e-09,4.7554141301740595e-16,4.9336184765717935e-11,5.2290404379467273e-17,3.3205207455867294e-11,4.8244094755895887e-13,4.8268919533083896e-13,1.6423910856479303e-16,8.400765758970327e-17,3.5010822072760583e-12,1.220461523717844e-29,1.1498655575726658e-29,1.1498685095931423e-29,4.3736907676861492e-16,1.1165402658895735e-11,1.0350882664920113e-19,1.3228031242468188e-19,2.5766227226769363e-13,1.8240995485044539e-13,1.0057255732369119e-21,1.1922432065817635e-18,1.0225242700144591e-28,1.1052288819201634e-23,1.3256336604052375e-22,1.2143392306946373e-22,8.2047317623232293e-26,8.4453896736032092e-29,6.7392864317493226e-30,5.6226186483227361e-27,1.9615279145594e-33,4.4993983307547347e-37,3.0581666219435254e-36,1.216671249301103e-34,8.8849297707254996e-32,1.1397018440623811e-19,1.068823220418709e-21,3.4146002866725508e-23,4.4872462426493299e-24,9.8864225608284198e-21,7.623635775808665e-21,2.6023338831235922e-16,2.9691113840357887e-18,2.7077921265588359e-18,1.5903624270502825e-21,1.1040614808077758e-21,7.4804672944025067e-22,2.0915355917833577e-29,1.7567555093936577e-28,5.8329450569240673e-21,3.1260380690761643e-30,1.4010836378848063e-24,1.4851009014470403e-36,1.1948874432901896e-29,1.658233938471945e-25,2.7596654356103726e-30,2.9056910980564717e-33,5.024045942649789e-14
7.58963653604627e-12,0.5047129271556515,154.0,0.0,0.0,0.0,0.99999223910355928,0.99999999999994837,18.99999995755628,5.3005695033987655e-07,2.5867259588866568e-06,2.5558960836828261e-06,3.6611019757618798e-08,1.035430554084251e-12,1.5078586363064392e-07,7.8535121808129346e-07,2.752233462717793e-10,1.109281127870479e-06,5.8199785700165507e-09,5.0244558749469355e-16,5.2169825886556265e-11,5.4039848181195131e-17,3.5112652941846749e-11,5.248648686380561e-13,5.2513588266061918e-13,1.7897341379392255e-16,9.2039480312229909e-17,3.7046431001411757e-12,1.4861343657082395e-29,1.4001751523589391e-29,1.40017885040218e-29,4.7744610470554831e-16,1.1691507604831599e-11,1.1188347859310748e-19,1.3677879348731909e-19,2.7374833019616384e-13,1.9379761446226038e-13,1.1284567961557899e-21,1.2973928413355565e-18,1.1797799553316858e-28,1.2086675521897099e-23,1.4878648111195239e-22,1.3661051772902926e-22,9.4961207592859799e-26,1.0055584688090538e-28,8.0254083092025387e-30,6.4893935742986858e-27,2.4034722746329055e-33,5.5378652687658962e-37,3.6426831553575598e-36,1.4761933625663187e-34,1.0580933198841642e-31,1.2056243442097391e-19,1.1620547767495166e-21,3.621278315761805e-23,4.8359199247308185e-24,1.0763880185693261e-20,8.0663903317845079e-21,2.7521990139092451e-16,3.2035340800454136e-18,2.9460998056501203e-18,1.7353363878750473e-21,1.2042186557113198e-21,8.3408334627361942e-22,2.273977329372491e-29,1.9588057557868602e-28,6.3450605704817301e-21,3.4004950677633437e-30,1.5243250530589001e-24,1.8603580474165122e-36,1.2991158066521213e-29,1.8576977857962644e-25,3.0926989748749975e-30,3.3559121636106993e-33,5.1682581666119597e-14
7.801144067262235e-12,0.5047129271493073,154.0,0.0,0.0,0.0,0.99999202291234812,0.99999999999994693,18.999999955356,5.4482838775675693e-07,2.6587857490140605e-06,2.6261309470995305e-06,3.8622294269824557e-08,1.0642754764127381e-12,1.5078588291868749e-07,8.0894541120304754e-07,2.7523116272368701e-10,1.1426071291984391e-06,6.0084193640013641e-09,5.3004823805314347e-16,5.5082287710245069e-11,5.5789567945462549e-17,3.7072041844786392e-11,5.6969026634126714e-13,5.699853950873861e-13,1.9455858508993949e-16,1.0056889880111544e-16,3.9139556939825041e-12,1.7998257957575053e-29,1.6957275564491543e-29,1.6957321603448943e-29,5.1997327189491681e-16,1.2229079256408337e-11,1.2071664090784289e-19,1.4128260209978345e-19,2.9032336292055696e-13,2.0553139890140242e-13,1.2622279983336049e-21,1.4085303381925762e-18,1.3559361528095039e-28,1.3185617031820709e-23,1.6647485888502676e-22,1.5318632738678159e-22,1.0946428915964382e-25,1.1914949429011005e-28,9.5108115154283652e-30,7.4606862329836533e-27,2.9284250066820935e-33,6.7775227657809542e-37,4.3179041540286848e-36,1.7818029881550205e-34,1.253981576143529e-31,1.273381357278321e-19,1.2604793555141522e-21,3.8339830308509526e-23,5.2018009962751534e-24,1.1691544114562793e-20,8.5214345785441547e-21,2.9061894009777317e-16,3.4485969893135353e-18,3.1979301073468609e-18,1.8888345851178561e-21,1.310235137788053e-21,9.271417116333043e-22,2.4665811636544202e-29,2.1773457631395892e-28,6.8860974374298269e-21,3.6904518270560378e-30,1.6545391913806051e-24,2.3159969703248826e-36,1.4091497421053811e-29,2.0746022607965897e-25,3.4549447560470776e-30,3.860626338173211e-33,5.3124848021651477e-14
8.0126515984782e-12,0.5047129271428169,154.0,0.0,0.0,0.0,0.99999180672114929,0.99999999999994549,18.999999953105021,5.5959981662994897e-07,2.7308454778108099e-06,2.6963150587679016e-06,4.0684229265114628e-08,1.0931203741815899e-12,1.5078588677859893e-07,8.3253960444059643e-07,2.752372414076047e-10,1.1759331323770406e-06,6.1968844973152939e-09,5.5834615471493485e-16,5.8073569819896969e-11,5.7539513709173288e-17,3.908327020007907e-11,6.1698159225936558e-13,6.173022222723294e-13,2.1101792592480171e-16,1.0961067933797392e-16,4.1290200367919412e-12,2.1685411278024007e-29,2.0431233426743439e-29,2.04312904069892e-29,5.6503103460938896e-16,1.2778116375852053e-11,1.3002293785854805e-19,1.4579161397723082e-19,3.0738727144348198e-13,2.1761123626300544e-13,1.4077007622626573e-21,1.5258193923296262e-18,1.5526679497201533e-28,1.4351274717765907e-23,1.8571685889287207e-22,1.7124741456213455e-22,1.2570088901827469e-25,1.4053626062937779e-28,1.1219649824731341e-29,8.5458036673254968e-27,3.5490514780364584e-33,8.2503652746625182e-37,5.0948392888136824e-36,2.1401396386097297e-34,1.4793455282615741e-31,1.3429714391561162e-19,1.3642295036068864e-21,4.0527096572188034e-23,5.5852865594849346e-24,1.2670787461944885e-20,8.9887539943839705e-21,3.0643001853411606e-16,3.7044159633625763e-18,3.4636498309896076e-18,2.0510967794453465e-21,1.4222748520128621e-21,1.0275688047634689e-21,2.6696064734986298e-29,2.413190357425536e-28,7.4568289936640031e-21,3.9963227992486377e-30,1.7919128375304736e-24,2.8663206886427453e-36,1.5251374319299774e-29,2.3099309160230698e-25,3.8480553086516593e-30,4.424694465724018e-33,5.456726152053514e-14
8.224159129694165e-12,0.5047129271361812,154.0,0.0,0.0,0.0,0.99999159052996234,0.99999999999994404,18.999999950803581,5.7437123695945562e-07,2.802905149685507e-06,2.7664486515484266e-06,4.2796591923422575e-08,1.1219652491555102e-12,1.5078588005595216e-07,8.5613379582423562e-07,2.7524196567003288e-10,1.2092591346241483e-06,6.3853695613055077e-09,5.8733614224997142e-16,6.1143671873343095e-11,5.9289644536398686e-17,4.1146234352928071e-11,6.6680316904671011e-13,6.6715072486402578e-13,2.2837469311960571e-16,1.1917955863789786e-16,4.3498361773635682e-12,2.6000766769807139e-29,2.4497084199054218e-29,2.4497154328703775e-29,6.127004459443446e-16,1.3338617731417872e-11,1.3981718725511539e-19,1.5030572729771303e-19,3.2493995673486284e-13,2.3003705461980727e-13,1.5655578989377242e-21,1.6494235323971611e-18,1.7717493496749962e-28,1.5585826177727906e-23,2.0660370570555712e-22,1.908826823510237e-22,1.4382408027943783e-25,1.6504445543884534e-28,1.3178238393414088e-29,9.7546066561824896e-27,4.2795294245131935e-33,9.9924361660129614e-37,5.9854847980942429e-36,2.5585903883396313e-34,1.737658443569168e-31,1.4143931525857036e-19,1.4734371491867097e-21,4.2774534429881923e-23,5.9867732480326801e-24,1.3702981698605347e-20,9.4683342318605607e-21,3.2265265658266061e-16,3.9711015347952737e-18,3.7436253403554604e-18,2.2223624426788806e-21,1.5405015263070911e-21,1.1357175872615657e-21,2.8833114269815587e-29,2.6671684128789681e-28,8.0580270925554533e-21,4.3185216421092864e-30,1.9366324179290563e-24,3.5276872942696255e-36,1.6472263666839055e-29,2.5646938245471473e-25,4.2737278577588687e-30,5.0532660992952583e-33,5.6009825176301204e-14
8.647174192126098e-12,0.5047129271224761,154.0,0.0,0.0,0.0,0.99999115814762252,0.99999999999994116,18.99999994605027,6.0391405198742568e-07,2.9470243363926901e-06,2.9065652065435428e-06,4.7171674292239505e-08,1.1796549362118927e-12,1.5078584655725973e-07,9.0332216827622967e-07,2.7524846735423656e-10,1.2759111296096513e-06,6.7623857571729688e-09,6.4737962235255652e-16,6.752033472958814e-11,6.2790333947795724e-17,4.5426956973891381e-11,7.74293723463578e-13,7.7469955609927922e-13,2.6587330145150995e-16,1.399574129857823e-16,4.8087240505890585e-12,3.6871476391916977e-29,3.473932710206414e-29,3.4739431689303798e-29,7.1620138302328036e-16,1.4494008253545233e-11,1.6092978148536368e-19,1.5934894133344574e-19,3.6151126143361209e-13,2.5592634656477522e-13,1.9212636101713952e-21,1.9162303534474972e-18,2.2845703851632158e-28,1.8270401198870261e-23,2.5369128909582296e-22,2.3524570006277749e-22,1.8638797428172028e-25,2.2488256246783983e-28,1.7961522886326364e-29,1.2585587954076366e-26,6.1351405397507373e-33,1.4451112613268697e-36,8.1611853811315525e-36,3.6095048120208268e-34,2.3685560442322396e-31,1.5627257590386471e-19,1.7087495690953581e-21,4.7449735982475081e-23,6.8453342250940148e-24,1.5931700614900925e-20,1.0464220612185895e-20,3.563307185941434e-16,4.5374893074686858e-18,4.3478070239109508e-18,2.5928606398107621e-21,1.7961696956935807e-21,1.3766211517733547e-21,3.3437869171133274e-29,3.2329087040964959e-28,9.3549030051183718e-21,5.0135536443368768e-30,2.2488533166571093e-24,5.2606935577043859e-36,1.910294493973886e-29,3.1366951080546813e-25,5.2297710057461389e-30,6.5260169302160323e-33,5.8895414943428379e-14
