Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448)
7.758614345671371e-07,0.6458901739966526,154.0,0.0,0.0,0.0,0.0082259999535384196,1.0,18.979743133797275,0.0047339667221727938,0.012413951201801979,6.9001933259870905e-06,4.7729883181015479e-07,2.4603316141324035e-09,1.3560534535064574e-07,0.13132063013272854,1.4475725295094525e-10,0.6655334435686262,1.5667920914805318e-05,4.3879573727532651e-15,0.044231363393390268,1.0198273078054018e-13,1.2358692340133423e-08,0.031253992492869198,0.073440144075852962,6.2340305994690891e-06,3.6780002381487326e-06,0.057567230000619043,5.6744156136336035e-05,0.0015148143789472822,0.010572903403518909,0.0024025730667997913,0.0042232252800260472,0.013605008077163722,6.7728535063691197e-11,8.6296350793929225e-05,1.6627758763784359e-05,0.017887315674941145,4.5777248779997908e-06
7.790213991790614e-07,0.6458902004268742,154.0,0.0,0.0,0.0,0.00812123285332139,1.0,18.979718161567511,0.004687785877013107,0.012329135637429076,6.7211780553714195e-06,4.6491539737280211e-07,2.4435186188608113e-09,1.3492309155230403e-07,0.13086233555951712,1.429136130440801e-10,0.66614521838990226,1.5560852185105489e-05,4.2741200221157558e-15,0.044234251697003207,1.0128581880085545e-13,1.2046870621001828e-08,0.031244144838435222,0.07344062115178876,6.232057895904828e-06,3.6768363662757195e-06,0.057646427311442081,5.6708163454726967e-05,0.0015136179846787926,0.010567579570276348,0.0024025654523904772,0.0042236560515392808,0.013629679755290348,6.7821618552421775e-11,8.6375737388118596e-05,1.6569738081087141e-05,0.01791075598227166,4.5840247636616113e-06
7.821813637909857e-07,0.6458902267773273,154.0,0.0,0.0,0.0,0.0080181093227703927,1.0,18.979693359849119,0.0046420307329390819,0.012244980603621732,6.5475256267371889e-06,4.5290295847928546e-07,2.4268366131043773e-09,1.34246407672528e-07,0.13040510918198389,1.4109889698361403e-10,0.66675384469233023,1.5454617562572412e-05,4.1636857240046228e-15,0.044237083541990137,1.0059433605940397e-13,1.1744387548564705e-08,0.031234435904940527,0.073441085880163903,6.230112924449731e-06,3.6756888557253581e-06,0.057725037872057731,5.6672689996703852e-05,0.0015124400895306126,0.010562244926346715,0.002402557653538054,0.0042240813983339719,0.013654185281882074,6.7914012106841999e-11,8.6454715260887163e-05,1.6511852473871389e-05,0.017934028761695194,4.5902779725459628e-06
7.850253319417176e-07,0.645890250423444,154.0,0.0,0.0,0.0,0.0079266782470226553,1.0,18.979671182993222,0.0046012124017242376,0.012169800702282491,6.3956775079674059e-06,4.4239885299757559e-07,2.4119337785005369e-09,1.3364208985828692e-07,0.12999452505427214,1.3948993894337385e-10,0.66729893754573921,1.5359713084010429e-05,4.0671176400985115e-15,0.044239584940667404,9.9976601395070168e-14,1.1479882826857987e-08,0.031225814348551043,0.073441493884015982,6.2283857369508448e-06,3.6746698351679447e-06,0.05779529002480812,5.6641199652941188e-05,0.0015113955031195022,0.010557435422002765,0.0024025504818725738,0.0042244596435223568,0.013676099233863561,6.7996581493727443e-11,8.6525448639233432e-05,1.6459871718136259e-05,0.017954832230342475,4.5958662955614919e-06
7.878693000924494e-07,0.6458902740029515,154.0,0.0,0.0,0.0,0.00783653208653819,1.0,18.979649142218634,0.0045607339101519815,0.012095146339711991,6.2479056567520553e-06,4.3217673882434763e-07,2.3971351459788397e-09,1.3304216457633593e-07,0.12958481772513974,1.3790359142167248e-10,0.66784151924538804,1.5265472230791767e-05,3.9731473229818366e-15,0.044242042468055319,9.9363186262451397e-14,1.1222476403522124e-08,0.03121730124073116,0.073441892446412804,6.2266802300838644e-06,3.6736636061526713e-06,0.057865074910821809,5.6610114820459701e-05,0.0015103653523355102,0.010552618848702667,0.0024025431699631226,0.0042248336260765646,0.013697880527226194,6.8078601446325526e-11,8.6595856038995867e-05,1.6408001842649889e-05,0.017975502230128195,4.601417446931863e-06
7.907132682431813e-07,0.6458902975149435,154.0,0.0,0.0,0.0,0.0077476495155359001,1.0,18.979627236575077,0.0045205929070786261,0.012021013092834315,6.1040896203331073e-06,4.2222828205617819e-07,2.3824398595941522e-09,1.3244657140858042e-07,0.12917599241694427,1.3633948132178186e-10,0.66838160796183244,1.5171889430207137e-05,3.8816833122675008e-15,0.044244456975668221,9.8754054431983095e-14,1.0971958543552086e-08,0.031208894779242765,0.073442281820419703,6.2249960446016155e-06,3.6726699561289327e-06,0.057934396259798307,5.6579428575865546e-05,0.0015093493848435957,0.01054779597448764,0.0024025357219281465,0.0042252034065344704,0.01371953006206476,6.8160076354557365e-11,8.6665939820790321e-05,1.6356243511136234e-05,0.017996039799362065,4.606931723386977e-06
7.936312092762973e-07,0.6458903215673992,154.0,0.0,0.0,0.0,0.007657746449218795,1.0,18.979604900617158,0.0044797561289085259,0.011945488641942661,5.9605221337695977e-06,4.1229703335910898e-07,2.3674688240191263e-09,1.3183993525064655e-07,0.12875745542054254,1.3475741240275454e-10,0.66893317233962757,1.5076550637253693e-05,3.7903821110110218e-15,0.044246890446306898,9.8133492807571458e-14,1.0721871443694425e-08,0.031200378650295697,0.073442672029658346,6.2232898421090068e-06,3.671663316516629e-06,0.058005042779206602,5.6548351321975832e-05,0.0015083214734722265,0.010542841890926765,0.0024025279428616349,0.0042255785000353732,0.013741606703322945,6.8243108519486032e-11,8.6737512602397235e-05,1.6303255530700118e-05,0.018016974994762132,4.6125514104569813e-06
7.965491503094133e-07,0.6458903455469348,154.0,0.0,0.0,0.0,0.0075691293564067877,1.0,18.97958270491042,0.0044392696257744141,0.011870503481772121,5.8208743060579178e-06,4.0263694040216e-07,2.3526047240417574e-09,1.3123774538446646e-07,0.12833985755808647,1.3319797341061137e-10,0.66948215036845848,1.4981892833247055e-05,3.7015737020904775e-15,0.044249280387525833,9.7517363750456429e-14,1.0478609987739285e-08,0.031191971048858656,0.073443053082173332,6.2216053375209279e-06,3.6706694784209897e-06,0.058075209167404683,5.6517679314352987e-05,0.0015073079697626294,0.010537882750020974,0.0024025200288565539,0.0042259492957307842,0.013763546539396609,6.8325576132558682e-11,8.6808749649923869e-05,1.6250386323755912e-05,0.018037772960302883,4.6181329025832559e-06
7.991752972392177e-07,0.6458903670654292,154.0,0.0,0.0,0.0,0.0074904554937180361,1.0,18.97956284786213,0.0044031291733253458,0.011803474104138834,5.698445040898482e-06,3.9416794762124102e-07,2.3393177050303445e-09,1.306995284118287e-07,0.12796482668819514,1.3181351041502485e-10,0.66997403487316665,1.4897278220793809e-05,3.6237152992245613e-15,0.044251394828991687,9.6966605977345626e-14,1.0265340784777047e-08,0.031184495476105328,0.073443388406896667,6.2201075310700685e-06,3.669785790051029e-06,0.058137951633704152,5.6490415157741582e-05,0.0015064079221556658,0.010533415833543083,0.0024025127942115831,0.0042262793884957134,0.013783176207883536,6.8399318091710779e-11,8.6872577967592844e-05,1.6202906128652382e-05,0.018056374695757303,4.623123845722402e-06
8.018014441690222e-07,0.6458903885234997,154.0,0.0,0.0,0.0,0.0074127900760083158,1.0,18.979543102883564,0.0043672685662681267,0.011736874460816874,5.5790118575026535e-06,3.859062183690965e-07,2.3261158950846076e-09,1.3016482539644366e-07,0.12759056430663351,1.3044679333076908e-10,0.67046385332156744,1.4813206249954062e-05,3.5477637578027806e-15,0.044253475323882317,9.6419380262445155e-14,1.0057288951232705e-08,0.031177105000325483,0.073443716693715855,6.2186267386438614e-06,3.6689121398194525e-06,0.058200311177605199,5.6463468483119673e-05,0.0015055191520189544,0.010528945987325058,0.0024025054563758907,0.0042266060947037404,0.013802696519345748,6.8472609804018997e-11,8.6936138093288997e-05,1.6155523130266868e-05,0.018074866938857723,4.6280843270247065e-06
8.044275910988266e-07,0.6458904099205309,154.0,0.0,0.0,0.0,0.0073361178013050671,1.0,18.979523469256996,0.004331685974762369,0.011670701242544868,5.4624939053482432e-06,3.778461591523915e-07,2.3129986427776009e-09,1.296335947979819e-07,0.1272170739368079,1.2909755338198733e-10,0.67095161914905621,1.4729672743695289e-05,3.4736641798394295e-15,0.044255522474668858,9.5875659427521448e-14,9.8543137087672749e-09,0.031169798325164089,0.073444038114617499,6.2171627015108198e-06,3.6680483749383827e-06,0.058262290592550905,5.6436834328854085e-05,0.0015046414783329608,0.010524473743537627,0.0024024980181106092,0.0042269294580828233,0.013822108155216055,6.8545454556458277e-11,8.6999431772383972e-05,1.6108237776503106e-05,0.018093250465978129,4.6330145687314136e-06
8.070537380286311e-07,0.6458904312559253,154.0,0.0,0.0,0.0,0.0072604236299310936,1.0,18.979503946270206,0.0042963795735809314,0.011604951171350276,5.3488126960731437e-06,3.6998234002027506e-07,2.2999652954360661e-09,1.2910579713536341e-07,0.12684435899843649,1.2776552567171851e-10,0.67143734563634949,1.464667355950375e-05,3.4013683243511676e-15,0.044257536871967103,9.5335416503996763e-14,9.6562783919850467e-09,0.03116257417602579,0.073444352836953095,6.2157151650588395e-06,3.6671943452562168e-06,0.058323892646193642,5.6410507819814794e-05,0.0015037747232071288,0.010519999621622615,0.0024024904820957212,0.0042272495216676776,0.013841411791963822,6.8617855605065196e-11,8.7062460730141092e-05,1.6061050502105262e-05,0.018111526046117907,4.6379147910316579e-06
8.096798849584355e-07,0.6458904525291026,154.0,0.0,0.0,0.0,0.0071856927796317511,1.0,18.979484533216475,0.0042613475422869258,0.011539621000197554,5.2378920299407741e-06,3.623094894822281e-07,2.2870152043093859e-09,1.2858139400794025e-07,0.12647242280946863,1.2645044960029134e-10,0.67192104591199375,1.4564204592375715e-05,3.3308309395156638e-15,0.044259519094792941,9.479862476297851e-14,9.4630503205175496e-09,0.031155431299714886,0.073444661023574304,6.2142838788803774e-06,3.6663499031644915e-06,0.058385120080698273,5.6384484165841277e-05,0.0015029187118269225,0.010515524128546071,0.0024024828509326304,0.0042275663278126888,0.013860608101137687,6.8689816175700059e-11,8.7125226672041261e-05,1.6013961728901398e-05,0.018129694440999756,4.6427852120866066e-06
8.123060318882399e-07,0.6458904737394984,154.0,0.0,0.0,0.0,0.007111910720807065,1.0,18.979465229394485,0.004226588065404397,0.011474707512634569,5.1296579253476875e-06,3.5482248924751735e-07,2.2741477384451746e-09,1.2806034543264757e-07,0.12610126858796553,1.2515207018607381e-10,0.67240273295482456,1.4482261783951512e-05,3.2620000748483113e-15,0.044261469710811178,9.4265257802820563e-14,9.2745006758989613e-09,0.031148368464080863,0.073444962832963478,6.2128685971225917e-06,3.6655149034168934e-06,0.058445975613040831,5.6358758660237725e-05,0.0015020732724017141,0.010511047759046264,0.0024024751271466455,0.0042278799182045206,0.013879697749407841,6.8761339465472839e-11,8.7187731284102586e-05,1.5966971866042127e-05,0.018147756405165676,4.6476260480532045e-06
8.149321788180444e-07,0.6458904948865675,154.0,0.0,0.0,0.0,0.0070390631718290743,1.0,18.979446034108303,0.0041920993325838445,0.011410207522465923,5.0240385497038959e-06,3.4751636979805299e-07,2.2613622646034105e-09,1.275426135994423e-07,0.12573089945394647,1.2387013599740398e-10,0.67288241959637807,1.4400841108561738e-05,3.1948308792171014e-15,0.044263389276579163,9.3735289417944966e-14,9.0905043814702619e-09,0.031141384457669504,0.073445258419360226,6.2114690778148407e-06,3.6646892032859843e-06,0.058506461935303053,5.6333326678292887e-05,0.001501238236113394,0.010506570995877387,0.0024024673131893752,0.0042281903338744816,0.013898681398607917,6.8832428641546099e-11,8.7249976233194466e-05,1.5920081310235105e-05,0.018165712686071499,4.6524375131076305e-06
8.175583257478488e-07,0.6458905159697785,154.0,0.0,0.0,0.0,0.0069671360944441301,1.0,18.979426946667314,0.0041578795387626601,0.011346117873415157,4.9209641525494012e-06,3.4038630589055677e-07,2.2486581494201363e-09,1.2702816247411298e-07,0.12536131843120579,1.2260439926550529e-10,0.67336011852326783,1.4319938574118812e-05,3.1292840175554391e-15,0.04426527833778518,9.3208693609141859e-14,8.9109399861461593e-09,0.031134478089378484,0.07344554793288495,6.2100850828658438e-06,3.663872662502456e-06,0.058566581714963158,5.6308183675823801e-05,0.001500413437065711,0.010502094310049085,0.0024024594114410614,0.0042284976152106449,0.013917559705776539,6.8903086841651323e-11,8.7311963167346448e-05,1.5873290445975514e-05,0.018183564024179911,4.6572198194684288e-06
8.201844726776533e-07,0.6458905369886186,154.0,0.0,0.0,0.0,0.0068961156892642815,1.0,18.979407966386166,0.0041239268843202264,0.011282435438777083,4.8203670014551139e-06,3.3342761157691933e-07,2.2360347814203233e-09,1.2651695360050132e-07,0.12499252844909693,1.2135461802047496e-10,0.67383584227951543,1.4239550236787095e-05,3.0653103618718818e-15,0.044267137429481435,9.2685444723563386e-14,8.7356895522645665e-09,0.031127648188117613,0.073445831519658278,6.2087163786619286e-06,3.663065142995213e-06,0.05862633759518248,5.6283325187744072e-05,0.0014995987122343789,0.01049761816106148,0.0024024514242128245,0.0042288018019697258,0.013936333323198406,6.8973317176127475e-11,8.7373693716051243e-05,1.5826599645772416e-05,0.018201311153051864,4.6619731774193245e-06
8.228106196074577e-07,0.6458905579425903,154.0,0.0,0.0,0.0,0.0068259883913504762,1.0,18.97938909258475,0.0040902395752274966,0.011219157121105869,4.7221813192974551e-06,3.266357362300099e-07,2.2234915464839954e-09,1.260089506805658e-07,0.1246245323442801,1.2012055359733198e-10,0.67430960326883527,1.4159672184112885e-05,3.0028678699692938e-15,0.044268967076311463,9.2165517295592826e-14,8.5646385466754477e-09,0.031120893602475348,0.073446109321916642,6.2073627352640652e-06,3.6622665090931609e-06,0.058685732195087909,5.6258746826657546e-05,0.0014987939014179648,0.01049314299713567,0.0024024433537488464,0.0042291029332886931,0.013955002898445043,6.9043122726366328e-11,8.7435169490561823e-05,1.5780009270370687e-05,0.018218954799436426,4.6666977953316865e-06
8.254367665372621e-07,0.6458905788312124,154.0,0.0,0.0,0.0,0.0067567408658848428,1.0,18.9793703245881,0.0040568158231912609,0.011156279851892789,4.6263432237074841e-06,3.2000626065704701e-07,2.2110278249036286e-09,1.2550412015757298e-07,0.12425733286243724,1.1890197023225943e-10,0.67478141375687628,1.4080300532378344e-05,2.9419235394289156e-15,0.044270767792732063,9.1648886023820133e-14,8.39767573567686e-09,0.031114213200390088,0.073446381478124337,6.2060239262536535e-06,3.6614766275177921e-06,0.05874476811005018,5.6234444281477212e-05,0.0014979988471895554,0.010488669255439741,0.0024024352022284567,0.0042294010476961229,0.01397356907441509,6.9112506544920577e-11,8.7496392084183429e-05,1.5733519668968759e-05,0.018236495683358986,4.6713938796866847e-06
8.280629134670666e-07,0.6458905996540186,154.0,0.0,0.0,0.0,0.0066883600039276377,1.0,18.979351661726401,0.0040236538457933905,0.011093800591223269,4.5327906694418564e-06,3.1353489238246141e-07,2.1986430241535435e-09,1.2500242499435797e-07,0.12389093265995837,1.1769863827065587e-10,0.67525128587342598,1.4001431448556376e-05,2.8824306666680433e-15,0.044272540083230207,9.1135525980130349e-14,8.2346930839036861e-09,0.03110760586882565,0.073446648123081867,6.2046997296577171e-06,3.6606953670187527e-06,0.05880344791195824,5.6210413316067839e-05,0.0014972133948491662,0.010484197362310549,0.0024024269717681634,0.0042296961831233279,0.013992032489374228,6.9181471658357292e-11,8.7557363072559622e-05,1.5687131179432297e-05,0.018253934518208038,4.6760616350971274e-06
8.30689060396871e-07,0.6458906204105591,154.0,0.0,0.0,0.0,0.006620832918255542,1.0,18.979333103334895,0.0039907518666252341,0.011031716327479348,4.4414633916076873e-06,3.0721746205411426e-07,2.186336550038324e-09,1.2450383004455378e-07,0.12352533430559311,1.1651033126716981e-10,0.67571923161456959,1.3923061130661538e-05,2.8243487155713405e-15,0.044274284442534943,9.0625412423775441e-14,8.0755856558178608e-09,0.031101070513452955,0.07344690938803132,6.2033899270196674e-06,3.6599225986188646e-06,0.05886177414948985,5.6186649767911494e-05,0.0014964373923768792,0.010479727733471368,0.0024024186644236141,0.0042299883769152495,0.014010393776994723,6.9250021065355384e-11,8.7618084013953035e-05,1.5640844128504075e-05,0.018271272010820443,4.6807012643289752e-06
8.333152073266754e-07,0.6458906411003987,154.0,0.0,0.0,0.0,0.0065541469392805208,1.0,18.979314648753864,0.0039581081154172878,0.010970024077035099,4.3523028504905081e-06,3.0104992018290352e-07,2.1741077947613078e-09,1.2400830435105309e-07,0.12316054028207296,1.1533682467630217e-10,0.67618526284481018,1.3845185798918913e-05,2.7676514928761183e-15,0.044276001355824553,9.0118520719967133e-14,7.9202515202648214e-09,0.031094606058336246,0.073447165400758227,6.2020943029764894e-06,3.6591581956985778e-06,0.05891974934837834,5.6163149546796513e-05,0.0014956706903867148,0.010475260774245519,0.0024024102821914913,0.0042302776658411307,0.014028653566394586,6.931815773610768e-11,8.7678556449521887e-05,1.5594658832010015e-05,0.0182885088615653,4.6853129683225843e-06
8.359413542564799e-07,0.6458906617231177,154.0,0.0,0.0,0.0,0.0064882896110487163,1.0,18.979296297328563,0.0039257208281641507,0.010908720883915471,4.2652521795580244e-06,2.9502833261111182e-07,2.1619561837872032e-09,1.2351581227992116e-07,0.12279655298770764,1.1417790045697194e-10,0.67664939129915658,1.3767801727214802e-05,2.7122946678058896e-15,0.044277691298928945,8.9614826639177993e-14,7.7685916588621315e-09,0.031088211445622932,0.07344741628569075,6.2008126466108957e-06,3.6584020334943336e-06,0.058977376011675596,5.6139908633529148e-05,0.0014949131420812218,0.010470796879765907,0.002402401827011345,0.0042305640861049505,0.014046812482176362,6.9385884616247535e-11,8.7738781903590586e-05,1.5548575595061293e-05,0.018305645764426431,4.6898969462136356e-06
8.385675011862843e-07,0.6458906822783103,154.0,0.0,0.0,0.0,0.0064232486873176285,1.0,18.979278048409171,0.0038935882472448625,0.010847803819511739,4.1802561341081093e-06,2.8914887718434642e-07,2.1498811441243214e-09,1.2302631939694179e-07,0.12243337473794683,1.1303334392036018e-10,0.67711162858516416,1.3690905221718795e-05,2.65823762607665e-15,0.044279354738527343,8.9114306154177859e-14,7.6205098769121766e-09,0.031081885635239833,0.073447662163995175,6.1995447504399045e-06,3.657653989371739e-06,0.059034656620011401,5.6116923078668023e-05,0.0014941646032067986,0.01046633643518061,0.0024023933007673633,0.004230847673355664,0.014064871144465521,6.9453204624710572e-11,8.7798761883915388e-05,1.5502594712252858e-05,0.018322683407083411,4.6944533953537592e-06
8.411936481160888e-07,0.6458907027655871,154.0,0.0,0.0,0.0,0.0063590121277099154,1.0,18.979259901350805,0.0038617086215387811,0.010787269982298038,4.097261040939904e-06,2.8340784117612793e-07,2.137882077976044e-09,1.2253979750533267e-07,0.12207100776691307,1.1190294097424277e-10,0.67757198618493808,1.3614492602186408e-05,2.6054616196503311e-15,0.044280992132341483,8.8616935265341363e-14,7.4759127168061086e-09,0.031075627604594088,0.073447903153669059,6.1982904095598149e-06,3.6569139430556246e-06,0.059091593631849078,5.6094189001280313e-05,0.0014934249320097154,0.010461879815854573,0.0024023847052900837,0.0042311284626972171,0.014082830168948493,6.9520120652013461e-11,8.7858497881945495e-05,1.5456716467858267e-05,0.018339622470991277,4.6989825113308867e-06
8.438197950458932e-07,0.6458907231845709,154.0,0.0,0.0,0.0,0.0062955680939420907,1.0,18.979241855513362,0.0038300802065371008,0.010727116497489331,4.0162147515282881e-06,2.7780161691066566e-07,2.1259584273174419e-09,1.2205621246728636e-07,0.12170945422891305,1.1078648447227373e-10,0.67803047545711215,1.3538560245277033e-05,2.5539250435805357e-15,0.044282603929324316,8.8122690412896603e-14,7.3347093750297847e-09,0.031069436348276875,0.073448139369631252,6.19704942353377e-06,3.6561817759560998e-06,0.059148189483737533,5.6071702587719881e-05,0.0014926939891928399,0.010457427387567476,0.002402376042358051,0.0042314064886983466,0.014100690166910346,6.9586635565533063e-11,8.7917991373079486e-05,1.5410941136020807e-05,0.018356463631458892,4.7034844879893066e-06
8.464459419756976e-07,0.6458907435348995,154.0,0.0,0.0,0.0,0.0062329049461260656,1.0,18.979223910261574,0.0037987012644501387,0.010667340516767383,3.9370665956694059e-06,2.7232669855487015e-07,2.1141096424006877e-09,1.2157552998822308e-07,0.12134871619991437,1.0968377112877335e-10,0.67848710763877751,1.3463104563623386e-05,2.5035851383181503e-15,0.044284190569844561,8.7631548277318359e-14,7.1968116216304969e-09,0.03106331087777366,0.073448370923809209,6.1958215953916542e-06,3.6554573714383938e-06,0.05920444659055997,5.6049460090426652e-05,0.0014919716378730555,0.010452979506707894,0.0024023673136994174,0.0042316817854022,0.014118451745272084,6.9652752207371025e-11,8.7977243816916501e-05,1.5365268980941269e-05,0.018373207557726035,4.7079595174494569e-06
8.490720889055021e-07,0.6458907638162255,154.0,0.0,0.0,0.0,0.0061710112391423584,1.0,18.979206064964924,0.0037675700643104598,0.010607939218022973,3.8597673353394058e-06,2.6697968029285013e-07,2.1023351335048238e-09,1.2109772480102555e-07,0.12098879567899481,1.0859459657509408e-10,0.67894189384737724,1.3388121972217926e-05,2.4544312885328896e-15,0.044285752485866935,8.7143485463392931e-14,7.0621337215475109e-09,0.031057250221179417,0.073448597925223652,6.19460673011745e-06,3.6547406152723816e-06,0.059260367345778844,5.6027457826747119e-05,0.0014912577435393633,0.010448536520463764,0.0024023585209934912,0.0042319543863357425,0.014136115506627578,6.9718473390933089e-11,8.8036256657503202e-05,1.5319700257062287e-05,0.018389854913039187,4.7124077901274078e-06
8.516982358353065e-07,0.6458907840282142,154.0,0.0,0.0,0.0,0.0061098757190841237,1.0,18.979188318997615,0.0037366848820719694,0.010548909805010397,3.7842691224980468e-06,2.6175725209988744e-07,2.0906343568032234e-09,1.2062276452360535e-07,0.12062969458977309,1.0751876379089332e-10,0.67939484508257997,1.3313608945894433e-05,2.4064255844346991e-15,0.044287290101128363,8.6658479047571565e-14,6.9305923592413272e-09,0.031051253422915526,0.073448820480070828,6.1934046371789752e-06,3.6540313947520689e-06,0.059315954121677714,5.6005692177775373e-05,0.0014905521740116562,0.010444098767009248,0.0024023496658722326,0.0042322243245189687,0.014153682049280152,6.9783801907837631e-11,8.8095031323576372e-05,1.5274235209249152e-05,0.018406406354726085,4.7168294947541244e-06
8.540617680721305e-07,0.645890802159454,154.0,0.0,0.0,0.0,0.0060554928508239035,1.0,18.979172432040137,0.0037090971440917595,0.010496099005133992,3.7178221672281948e-06,2.5716093006142153e-07,2.0801662638773609e-09,1.2019770421003639e-07,0.12030720575374486,1.0656176244960649e-10,0.67980094128977364,1.3246945820558355e-05,2.364164239604504e-15,0.044288653521437758,8.6224567788218787e-14,6.8148199047545231e-09,0.031045910126502596,0.073449017063176442,6.1923335193081973e-06,3.6533994475237427e-06,0.059365698611482255,5.598630245871951e-05,0.001489924171745205,0.010440109535317769,0.0024023416442098041,0.0042324650191220012,0.014169409306745342,6.9842264131265087e-11,8.8147726052535322e-05,1.5233405504057644e-05,0.018421221184663706,4.7207864678775794e-06
8.564253003089545e-07,0.6458908202340456,154.0,0.0,0.0,0.0,0.006001707208513834,1.0,18.979156624586619,0.0036817060429311225,0.010443585185923367,3.6527633863686431e-06,2.5266063651308308e-07,2.0697570487981913e-09,1.1977490298250225e-07,0.11998538345440277,1.0561527021826339e-10,0.68020556784090447,1.3180657677032665e-05,2.3227899250242102e-15,0.044289997892497338,8.5793097278785991e-14,6.7014649840032965e-09,0.031040617120137823,0.073449210201958132,6.1912724602926549e-06,3.652773435071057e-06,0.059415176182672273,5.5967098966271479e-05,0.0014893027142023057,0.010436125043159656,0.0024023335744016148,0.0042327036066159849,0.014185058728433998,6.9900412534975227e-11,8.8200230025674617e-05,1.5192660132584314e-05,0.018435959323268549,4.7247222076518194e-06
8.587888325457785e-07,0.645890838251773,154.0,0.0,0.0,0.0,0.0059485109716048562,1.0,18.979140896190483,0.0036545103365100491,0.010391366361596936,3.5890606212492732e-06,2.482541473548225e-07,2.0594063073342702e-09,1.1935434169071277e-07,0.11966422894279122,1.0467914836173317e-10,0.68060873251723308,1.3114741999377163e-05,2.2822893459095089e-15,0.044291323506793046,8.5364051122127152e-14,6.5904716011012499e-09,0.031035373740035344,0.073449399968275819,6.1902213272369977e-06,3.652153279281544e-06,0.05946438852158125,5.5948079190208949e-05,0.0014886877097065505,0.010432145519058,0.0024023254575446496,0.0042329401100547172,0.014200630741738418,6.9958249101964745e-11,8.8252544253671815e-05,1.5151999254137039e-05,0.0184506212377245,4.7286368482355308e-06
8.611523647826024e-07,0.6458908562124269,154.0,0.0,0.0,0.0,0.0058958964365410822,1.0,18.979125246408078,0.0036275087875135186,0.010339440562627603,3.5266825262420312e-06,2.4393929315069836e-07,2.0491136903234577e-09,1.1893599154872862e-07,0.11934374342384829,1.0375326548554545e-10,0.68101044302719915,1.3049196328226274e-05,2.2426138751471569e-15,0.04429263065182841,8.4937413393830761e-14,6.481785173687517e-09,0.031030179332445559,0.073449586432326464,6.1891799908167757e-06,3.6515389027029425e-06,0.059513337301230089,5.5929240659364994e-05,0.0014880790680120077,0.010428171186066974,0.0024023172947082779,0.004233174552181247,0.014216125771324997,7.0015775803547162e-11,8.8304669737738358e-05,1.5111423022171543e-05,0.018465207391510762,4.7325305227281701e-06
8.635158970194264e-07,0.6458908741158088,154.0,0.0,0.0,0.0,0.0058438560148363445,1.0,18.979109674798785,0.0036007001634399275,0.010287805835669283,3.46559854411126e-06,2.3971396010332244e-07,2.0388787758476648e-09,1.1851983831722825e-07,0.1190239280571716,1.0283748471553505e-10,0.68141070700741979,1.2984018173489306e-05,2.2037679061244367e-15,0.044293919610218384,8.4513167816383305e-14,6.3753524940135755e-09,0.031025033253503212,0.073449769662686459,6.1881483213947177e-06,3.6509302297957963e-06,0.059562024181461073,5.5910580940996872e-05,0.0014874767002806212,0.010424202261873071,0.0024023090869350135,0.0042334069554328529,0.014231544239154891,7.0072994589668307e-11,8.8356607469750791e-05,1.5070931584389748e-05,0.018479718244442733,4.7364033631806405e-06
8.65643076032568e-07,0.6458908901797266,154.0,0.0,0.0,0.0,0.0057975043215876881,1.0,18.979095726826579,0.0035767363378351597,0.010241581846390763,3.4117047901360573e-06,2.3598599714591132e-07,2.0297163707519838e-09,1.1814716209794763e-07,0.1187366681298237,1.0202181044658846e-10,0.68176971406126585,1.2925670036955489e-05,2.1695001359183187e-15,0.044295064352901314,8.4133378912563207e-14,6.2814471383621408e-09,0.031020442579137893,0.073449931860609316,6.1872279794669072e-06,3.6503872390399471e-06,0.059605619811010563,5.5893938098946704e-05,0.0014869398612532717,0.010420635030290431,0.0024023016623586075,0.0042336143934230477,0.014245355746486868,7.012422983090819e-11,8.8403191712921146e-05,1.5034561906927995e-05,0.01849271400696768,4.7398712147869005e-06
8.675575371443954e-07,0.6458909045973451,154.0,0.0,0.0,0.0,0.0057561757799378579,1.0,18.979083227225082,0.003555300917749507,0.010200179337556931,3.3640584811323702e-06,2.3269018795156117e-07,2.0215096922387147e-09,1.1781324508687457e-07,0.1184785997291464,1.0129453245714002e-10,0.68209182837547355,1.2873408092342774e-05,2.1391954210645498e-15,0.044296082383364202,8.3793205151468071e-14,6.1984266898363216e-09,0.031016343626221732,0.073450075685166524,6.1864062042294305e-06,3.6499024010838424e-06,0.059644676624794286,5.5879080296480082e-05,0.0014864609386532636,0.01041742853998626,0.0024022949504211382,0.004233799704096982,0.014257733621772,7.0170130803258238e-11,8.8444988771735884e-05,1.5001888102329352e-05,0.018504358632467535,4.7429780217251279e-06
