Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254)
3.49821923696637e-09,0.8720336017791976,154.0,0.0,0.0,0.0,0.81012162640806573,1.0,18.999735953618298,0.0028285088959126067,0.0094577495703977756,0.0080702322131605119,0.00022807396133029154,1.0454936770311683e-09,1.6155388193065448e-05,0.053398074188127718,2.2497428139551484e-07,0.11450733268428144,6.4880379708568194e-06,1.6418871378142466e-12,0.00018230188157353596,3.4099912219068994e-14,2.7553066858084907e-05,0.0011391903204240421,0.001139523274859437,1.3499167753346833e-07,7.6185347712538771e-08,1.5541280028316557e-05,1.1429264971295992e-08,2.4209874763167678e-08,2.5249565339899543e-08,6.1312776872741563e-07,2.860562029116965e-05,5.3410158271152568e-08,2.1169398298166773e-14
3.519982022284359e-09,0.8720336608699767,154.0,0.0,0.0,0.0,0.80907130312367737,1.0,18.999734638151416,0.0028441108204152231,0.0095049026205978639,0.0081035362737381031,0.00022901950459510925,1.0507059888360569e-09,1.6135492337264768e-05,0.05369314889458722,2.2468260124397724e-07,0.11515044633974782,6.5203897629609972e-06,1.6486940321354496e-12,0.00018425546901540863,3.4269946957789648e-14,2.7669086650167377e-05,0.0011520347591060262,0.0011523735823913324,1.3651373999532352e-07,7.7044421312394556e-08,1.5729676345334215e-05,1.171896801848954e-08,2.491819676141418e-08,2.5995397219109152e-08,6.2299112753917999e-07,2.8929722564210237e-05,5.4629995950718199e-08,2.1422356624826762e-14
3.541744807602348e-09,0.8720337202532167,154.0,0.0,0.0,0.0,0.80802245963282349,1.0,18.999733326084606,0.002859689950553719,0.00955193154660792,0.0081366681913264283,0.00022996016402859941,1.0559045815217499e-09,1.6115624488477224e-05,0.053987798881359232,2.2439133204066798e-07,0.11579276746203016,6.5526563809230606e-06,1.6554657680956018e-12,0.00018621611820848381,3.4439534102271776e-14,2.7784508963067933e-05,0.0011649329694033541,0.0011652777467938704,1.3804217425056337e-07,7.7907091611204929e-08,1.5919126216600354e-05,1.2013811975689096e-08,2.5642224419994389e-08,2.6758025931427702e-08,6.3294127114167802e-07,2.9255277638146489e-05,5.5869228276805552e-08,2.1676712030030752e-14
3.563507592920337e-09,0.8720337799274469,154.0,0.0,0.0,0.0,0.80697509356809582,1.0,18.999732017406405,0.002875246318548459,0.0095988366813750114,0.0081696285599398115,0.00023089595648315538,1.061089506709891e-09,1.6095784601665882e-05,0.054282024747850433,2.2410047312813753e-07,0.11643429716656463,6.5848380532127441e-06,1.6622024668908533e-12,0.00018818378263533395,3.4608675120990042e-14,2.789933585702914e-05,0.0011778846727001882,0.0011782354904778917,1.3957694727872421e-07,7.8773339970204017e-08,1.6109628026931849e-05,1.231384580509661e-08,2.6382190832924401e-08,2.7537708589128674e-08,6.429782097503729e-07,2.9582279766761741e-05,5.7128021858230455e-08,2.1932471055802387e-14
3.6070331635563147e-09,0.8720339001430201,154.0,0.0,0.0,0.0,0.80488478426970977,1.0,18.99972941017019,0.0029062908967335444,0.0096922769043036854,0.008235037017078381,0.00023275300760340544,1.0714184254856999e-09,1.6056188534251284e-05,0.054869206512874337,2.2351998355181488e-07,0.11771498677517803,6.6489474714534895e-06,1.6755712370089366e-12,0.00019213997217964538,3.4945622197333036e-14,2.8127211597126814e-05,0.0012039474485713141,0.0012043106101112999,1.4266537813404006e-07,8.0516496630973653e-08,1.6493780995694744e-05,1.2929678651107643e-08,2.7910880148696841e-08,2.9149273810371256e-08,6.6331249489724175e-07,3.024060229122175e-05,5.9704958998136237e-08,2.2448146679696425e-14
3.6505587341922926e-09,0.8720340215050303,154.0,0.0,0.0,0.0,0.80280035637848834,1.0,18.99972681635187,0.002937244811715672,0.0097852259343175312,0.0082997663604207229,0.00023459079172947106,1.0816930405693949e-09,1.6016703776433398e-05,0.055454698965953904,2.2294112728019571e-07,0.11899252405327411,6.7127198326510499e-06,1.6888013054909519e-12,0.0001961236697394378,3.5280797779999679e-14,2.8352730224614478e-05,0.0012302208767435892,0.0012305967396700034,1.4577877064370085e-07,8.2273743452428507e-08,1.6882122296905271e-05,1.3566857122227889e-08,2.9506160812793627e-08,3.0832188224078233e-08,6.839939931087989e-07,3.0904644519806138e-05,6.2362139306178178e-08,2.296936827931452e-14
3.6940843048282705e-09,0.8720341440018906,154.0,0.0,0.0,0.0,0.80072179111547825,1.0,18.999724235861152,0.0029681083194288103,0.0098776864015219182,0.0083638212759308602,0.00023640944180351137,1.0919136419081019e-09,1.5977329970985079e-05,0.056038506868272726,2.2236389909820555e-07,0.1202669178600024,6.7761569416002414e-06,1.7018936293843026e-12,0.00020013451076173082,3.5614211339658646e-14,2.8575907992025131e-05,0.0012567027623102977,0.0012570916927130702,1.4891686467618653e-07,8.4044933600446308e-08,1.7274638950382239e-05,1.4225770774124456e-08,3.1169953743371853e-08,3.2588577730277511e-08,7.0502265838968932e-07,3.1574361114886318e-05,6.5100893752149115e-08,2.349611840413973e-14
3.737609875464248e-09,0.8720342676220939,154.0,0.0,0.0,0.0,0.7986490697724683,1.0,18.999721668608366,0.0029988816749988668,0.0099696609212859399,0.0084272064204569085,0.00023820908994153889,1.1020805186493437e-09,1.5938066762033221e-05,0.056620634965962202,2.217882938104158e-07,0.12153817702608968,6.8392605929859253e-06,1.714849159782138e-12,0.00020417213401916791,3.594587230883727e-14,2.8796761050919357e-05,0.0012833909253360969,0.0012837932978812139,1.5207940187444616e-07,8.5829921242519866e-08,1.767131795168289e-05,1.4906808043248646e-08,3.2904204382974129e-08,3.4420598573650951e-08,7.2639838983646878e-07,3.2249707017486531e-05,6.7922552110974083e-08,2.4028380032205664e-14
3.781135446100226e-09,0.8720343923542123,154.0,0.0,0.0,0.0,0.79658217371166407,1.0,18.999719114504433,0.0030295651327467963,0.01006115209433223,0.0084899264219136707,0.00023998986743860036,1.112193958321795e-09,1.5898913795052453e-05,0.057201087990159404,2.2121430624095322e-07,0.12280631035395119,6.9020325714446057e-06,1.7276688418675368e-12,0.00020823618158051513,3.6275790067250656e-14,2.9015305452518438e-05,0.0013102832007616401,0.0013106993988001826,1.5526612564459584e-07,8.762856154137758e-08,1.8072146273264916e-05,1.5610356142799385e-08,3.4710882408560381e-08,3.6330437126737012e-08,7.4812103281342251e-07,3.2930637445812455e-05,7.0828442743004827e-08,2.4566136111106699e-14
3.824661016736204e-09,0.8720345181868953,154.0,0.0,0.0,0.0,0.79452108436537383,1.0,18.999716573460898,0.0030601589461915699,0.010152162506823088,0.0085519858794577165,0.00024175190477374652,1.1222542468447246e-09,1.5859870716859106e-05,0.057779870657062637,2.2064193123341294e-07,0.12407132661779742,6.9644746516234955e-06,1.7403536149492848e-12,0.00021232629878242657,3.6603973942112081e-14,2.9231557148311629e-05,0.0013373774383121254,0.001337807853988088,1.5847678114508184e-07,8.9440710648866658e-08,1.847711086559206e-05,1.6336800965135537e-08,3.6591981445427884e-08,3.8320309673736271e-08,7.7019038007056482e-07,3.3617107893836098e-05,7.3819892386592826e-08,2.5109369556325968e-14
3.9117121580081595e-09,0.8720347731089447,154.0,0.0,0.0,0.0,0.79041625189429221,1.0,18.999711530204092,0.0031210786502546472,0.010332751322477591,0.0086741414166420418,0.0002452202768228751,1.1422165061263647e-09,1.5782112820774176e-05,0.058932443709403738,2.195019983753244e-07,0.126592042909872,7.0883761661212188e-06,1.7653221621696607e-12,0.00022058333963344325,3.7255177089293716e-14,2.9657245733243579e-05,0.001392163272089556,0.0013926233351759243,1.6496887667065178e-07,9.3104964807811153e-08,1.9299396560590558e-05,1.7859917201305737e-08,4.0585535099591088e-08,4.2549170143745978e-08,8.1536810164582786e-07,3.5006492195582695e-05,8.0064766397392331e-08,2.6212200056909089e-14
3.998763299280115e-09,0.8720350322989925,154.0,0.0,0.0,0.0,0.78633442520800378,1.0,18.999706538142078,0.0031816427994118446,0.010511447769563828,0.008793709256649759,0.00024861523378735454,1.1619695520163321e-09,1.5704790274917389e-05,0.060078391555878387,2.1836845437101665e-07,0.12910039553590413,7.2109791360803188e-06,1.7897621997662812e-12,0.00022894048357079995,3.7899555329663356e-14,3.0073952445715068e-05,0.0014477315167392951,0.0014482229039682838,1.7155368435985659e-07,9.6821552487631926e-08,2.0138070241279484e-05,1.9479213931940063e-08,4.4901282187153951e-08,4.7125499951416904e-08,8.6192888549530857e-07,3.6417509336620488e-05,8.6667748051285004e-08,2.7336734275677949e-14
4.085814440552071e-09,0.8720352956690046,154.0,0.0,0.0,0.0,0.7822754582571253,1.0,18.999701596588309,0.0032418533932435721,0.010688272021861532,0.0089107251750312789,0.00025193779062305312,1.1815156148861556e-09,1.5627900301513907e-05,0.061217751393873969,2.1724125866134812e-07,0.13159645368496403,7.3322974049968277e-06,1.8136810343294282e-12,0.00023739500810957405,3.8537181422042568e-14,3.0481801368314204e-05,0.0015040654931192977,0.0015045899553203824,1.7822922747542501e-07,1.005893578968372e-07,2.099302682851192e-05,2.1197721342934619e-08,4.9556003627456095e-08,5.2068082885926285e-08,9.0986928962679956e-07,3.7849813053205487e-05,9.3639372748204367e-08,2.8482834536271042e-14
4.172865581824027e-09,0.8720355631321646,154.0,0.0,0.0,0.0,0.77823920608435171,1.0,18.999696704865457,0.0033017124187799032,0.010863244028281871,0.0090252245036698819,0.00025518894969716617,1.2008569002513496e-09,1.5551440143687326e-05,0.062350560187008082,2.161203709904596e-07,0.13408028610493683,7.4523446620896536e-06,1.837085881824481e-12,0.00024594424041880661,3.9168127314401247e-14,3.0880915045024631e-05,0.0015611487500445174,0.0015617081137475285,1.8499355629873825e-07,1.0440728049485915e-07,2.1864160991946888e-05,2.3018439921655441e-08,5.4566834486757358e-08,5.7396158699960682e-08,9.591851320342569e-07,3.9303061359439441e-05,1.0099013151456987e-07,2.9650362788301637e-14
4.2599167230959825e-09,0.872035834602837,154.0,0.0,0.0,0.0,0.7742255248147849,1.0,18.999691862305252,0.0033612218505929166,0.011036383515504417,0.0091372421361456489,0.00025836970094044424,1.2199955890627323e-09,1.5475407065273619e-05,0.06347685466685174,2.1500575140308743e-07,0.13655196110583293,7.5711344441087406e-06,1.8599838686877978e-12,0.00025458555647263532,3.9792464153360989e-14,3.1271414499830237e-05,0.0016189650614880345,0.001619561230483894,1.9184474779814762e-07,1.082742348048325e-07,2.2751367181638392e-05,2.4944337895663885e-08,5.9951253795131146e-08,6.3129414937177862e-08,1.0098715226359003e-06,4.077691650298382e-05,1.0873046540187705e-07,3.0839180650116958e-14
4.346967864367938e-09,0.8720361099965701,154.0,0.0,0.0,0.0,0.77023427164632718,1.0,18.999687068248384,0.0034203836508885023,0.011207709990589601,0.0092468125330504199,0.00026148102199802914,1.2389338379950376e-09,1.5399798350636294e-05,0.064596671334642447,2.1389736024189684e-07,0.1390115465630794,7.6886801371264434e-06,1.8823820329125729e-12,0.00026331638021323599,4.0410262293610203e-14,3.1653419255149867e-05,0.0016774984238083954,0.0016781333806667367,1.9878090530039455e-07,1.1218915022812432e-07,2.3654539658769238e-05,2.6978348800990364e-08,6.5727074133678059e-08,6.9287978471702343e-08,1.0619228943503949e-06,4.2271044920949612e-05,1.1687076012151863e-07,3.204914945040608e-14
4.434019005639894e-09,0.8720363892300729,154.0,0.0,0.0,0.0,0.76626530484017419,1.0,18.999682322044325,0.003479199769597402,0.011377242743560303,0.0093539697272405509,0.00026452387837852564,1.2576737797321144e-09,1.5324611304483515e-05,0.065710046462983548,2.1279515814484071e-07,0.14145910992078337,7.8049949783077373e-06,1.9042873251219868e-12,0.00027213418272755536,4.102159130720801e-14,3.2027047350056293e-05,0.0017367330530100073,0.0017374088605530628,2.058001581659441e-07,1.1615097086107318e-07,2.4573572525466878e-05,2.9123369185542895e-08,7.1912431033748179e-08,7.5892406794669231e-08,1.1153330332483056e-06,4.3785117196077619e-05,1.2542134092454402e-07,3.3280130268572176e-14
4.52107014691185e-09,0.8720366722212027,154.0,0.0,0.0,0.0,0.76231848371141386,1.0,18.999677623051255,0.0035376721444653316,0.011545000849947584,0.009458747329017466,0.00026749922360102364,1.2762175232481847e-09,1.5249843251687233e-05,0.066817016097525633,2.1169910604254949e-07,0.14389471819496177,7.9200920576559187e-06,1.9257066096276181e-12,0.00028103648143946856,4.1626519992759308e-14,3.2392415358244317e-05,0.0017966533820418275,0.0017973721847740879,2.1290066146885595e-07,1.2015865531428922e-07,2.5508359753638856e-05,3.1382256453015883e-08,7.8525772216112825e-08,8.2963679069351869e-08,1.1700951077174316e-06,4.5318808013292873e-05,1.343924677370687e-07,3.4531983973788312e-14
4.608121288183806e-09,0.8720369588889497,154.0,0.0,0.0,0.0,0.75839366861973379,1.0,18.999672970635874,0.0035958027011422302,0.011711003173302271,0.0095611785312393546,0.00027040799934016641,1.294567154085312e-09,1.5175491537104428e-05,0.067917616058632155,2.1060916515575e-07,0.14631843797673907,8.0339843197348401e-06,1.9466466654737689e-12,0.00029002083931676761,4.2225116384466549e-14,3.274963840576023e-05,0.0018572440581325412,0.0018580080836257356,2.2008059568097448e-07,1.2421117653439237e-07,2.6458795212859405e-05,3.3757826841356842e-08,8.5585846681779208e-08,9.0523186966210121e-08,1.2262016966758986e-06,4.6871796116610812e-05,1.4379433054295151e-07,3.5804571262777198e-14
4.695172429455761e-09,0.8720372491534253,154.0,0.0,0.0,0.0,0.75449072096021896,1.0,18.999668364173314,0.0036535933532707604,0.011875268367676016,0.0096612961143714617,0.00027325113556947466,1.312724734627518e-09,1.5101553525400115e-05,0.069011881943030942,2.0952529699271021e-07,0.14873033543551809,8.1466845653702814e-06,1.9671141874692486e-12,0.00029908486409160548,4.2817447761071771e-14,3.3098830188518374e-05,0.001918489940158215,0.0019193015003911675,2.2733816635996631e-07,1.283075216279222e-07,2.7424772697378782e-05,3.6252853525304724e-08,9.3111693665546892e-08,9.8592725291193288e-08,1.2836448169068305e-06,4.8443764266344645e-05,1.5363704499623006e-07,3.709775269641154e-14
4.782223570727717e-09,0.8720375429358455,154.0,0.0,0.0,0.0,0.75060950315423791,1.0,18.999663803047039,0.0037110460025740898,0.012037814880073152,0.0097591324514775899,0.00027602955070300312,1.3306923043716688e-09,1.5028026600871995e-05,0.070099849125452043,2.0844746334670792e-07,0.15113047632212465,8.2582054533313273e-06,1.9871157872071495e-12,0.00030822620749383276,4.3403580654693679e-14,3.3440102989613519e-05,0.0019803760960410686,0.0019812375886940638,2.3467160384104338e-07,1.3244669168732805e-07,2.8406185952295373e-05,3.8870064836804916e-08,1.0112263147059019e-07,1.0719448242595708e-07,1.3424159495562719e-06,5.0034399196604215e-05,1.639306482518409e-07,3.84113887351885e-14
4.869274711999673e-09,0.8720378401585187,154.0,0.0,0.0,0.0,0.74674987864042341,1.0,18.99965928664864,0.0037681625389429135,0.012198660952872474,0.0098547195131508808,0.0002787441517352731,1.3484718801950402e-09,1.495490816727701e-05,0.07118155276025169,2.0737562629352618e-07,0.15351892597192396,8.368559501991099e-06,2.0066579940722076e-12,0.00031744256449740588,4.3983580859556068e-14,3.377356769642261e-05,0.0020428878001802812,0.0020438017098836441,2.4207916293247844e-07,1.3662770161910011e-07,2.9402928698896754e-05,4.1612142601425396e-08,1.0963824620487808e-07,1.1635103059918987e-07,1.4025060658013275e-06,5.1643391573108973e-05,1.7468509501059078e-07,3.974533977358623e-14
4.956325853271629e-09,0.872038140744832,154.0,0.0,0.0,0.0,0.74291171186574312,1.0,18.999654814377831,0.0038249448405217111,0.012357824626218327,0.0099480888723828421,0.0002813958343794512,1.3660654566195046e-09,1.4882195647659582e-05,0.072257027783021829,2.063097481889733e-07,0.15589574930790953,8.4777590909665103e-06,2.0257472562355435e-12,0.00032673167257996798,4.4557513440606111e-14,3.4099333817492217e-05,0.0021060105309153986,0.0021069794304520491,2.4955912261498373e-07,1.4084957997408088e-07,3.0414894659175852e-05,4.4481720588534464e-08,1.1867838043689447e-07,1.2608531600509547e-07,1.4639056516960171e-06,5.3270435951330364e-05,1.8591025377472105e-07,4.1099466173311281e-14
5.0433769945435844e-09,0.8720384446192375,154.0,0.0,0.0,0.0,0.73909486827666504,1.0,18.999650385642241,0.0038813947737942199,0.012515323740381758,0.010039271709371802,0.00028398548320381078,1.3834750060723998e-09,1.4809886484181721e-05,0.073326308912184973,2.0524979166642969e-07,0.15826101084376368,8.5858164627374707e-06,2.0443899416370363e-12,0.00033609131099529891,4.5125442742024567e-14,3.4417509499215928e-05,0.002169729968021629,0.0021707565194834309,2.5710978574486486e-07,1.4511136877990746e-07,3.1441977579545125e-05,4.7481383070709847e-08,1.2826312178466412e-07,1.3642064878280929e-07,1.5266047322192491e-06,5.4915230734960176e-05,1.9761590330707139e-07,4.2473628295467187e-14
5.217479277087496e-09,0.872039061935379,154.0,0.0,0.0,0.0,0.73152461738654029,1.0,18.999641656446297,0.0039933049435575815,0.012825398666767567,0.010215200601738217,0.00028898216274455028,1.4177498048347033e-09,1.4666468088877593e-05,0.075446427286973955,2.0314749527426848e-07,0.16295710454136142,8.7985528484252029e-06,2.0803606585374537e-12,0.00035501350047394104,4.6243545328917062e-14,3.5031515417555556e-05,0.0022989026728929478,0.0023000528772195552,2.7241655140377037e-07,1.537509122529772e-07,3.3541069543191047e-05,5.3881043440146055e-08,1.4914793259980584e-07,1.5898945543552497e-07,1.6558593086425966e-06,5.8256884128159484e-05,2.2250732164989336e-07,4.5281501331554564e-14
5.374171331377016e-09,0.8720396280286253,154.0,0.0,0.0,0.0,0.72478298719607848,1.0,18.9996339432765,0.0040929058855360143,0.013098948271240259,0.010366363622994222,0.00029327566920079099,1.4479870955365969e-09,1.453874573638228e-05,0.077333694612566284,2.0127531106765818e-07,0.16714468644030187,8.9862292775742331e-06,2.1112692857555489e-12,0.0003722632365475087,4.7229937479239099e-14,3.5559219054859643e-05,0.0024170592200529455,0.0024183307342939379,2.8641789909335949e-07,1.6165365486494707e-07,3.5480887672238163e-05,6.0110493646233042e-08,1.7001294874442494e-07,1.8159790112611994e-07,1.776523995841092e-06,6.1322130294212695e-05,2.4664902570669792e-07,4.7875709442956268e-14
5.530863385666536e-09,0.8720402036476578,154.0,0.0,0.0,0.0,0.71810839631794421,1.0,18.999626362299647,0.004191458457679955,0.013367373264042526,0.010510909769813849,0.00029738144757956092,1.4776578311026114e-09,1.4412291334460949e-05,0.079201423903684093,1.9942174409349975e-07,0.17129579303376546,9.1703892171000698e-06,2.1408264727884384e-12,0.00038970878895137022,4.8197847618917991e-14,3.6063951023783071e-05,0.0025369353361325837,0.0025383382223418023,3.0062299260620031e-07,1.6967140763507619e-07,3.746803575809151e-05,6.6799215038696211e-08,1.9296487934559738e-07,2.0653181010416871e-07,1.901225222866067e-06,6.4440368909815808e-05,2.7249516376590949e-07,5.0532664787315464e-14
5.687555439956056e-09,0.8720407883887002,154.0,0.0,0.0,0.0,0.71150009504396816,1.0,18.999618910333766,0.0042889731346914513,0.013630770763297311,0.010649007295025983,0.0003013042710889092,1.5067727490574211e-09,1.4287090635288087e-05,0.081049809990962035,1.9758658615176823e-07,0.17541078615927286,9.3510993127530243e-06,2.169066581598678e-12,0.00040733862540517159,4.9147626025530987e-14,3.6546294905796667e-05,0.0026584544701219251,0.0026599993468959006,3.1502275969045772e-07,1.777990496239514e-07,3.9501897865663092e-05,7.3960335760288799e-08,2.1812821948184277e-07,2.3393892708803667e-07,2.0298910430333283e-06,6.7609974853528288e-05,3.0009912226858016e-07,5.325155684177034e-14
5.844247494245576e-09,0.8720413818581122,154.0,0.0,0.0,0.0,0.70495734348382577,1.0,18.999611584271634,0.0043854602754324103,0.013889235967469809,0.010780820691818774,0.00030504880626494992,1.5353423747126723e-09,1.4163129578756319e-05,0.082879045547854482,1.9576963176895601e-07,0.17949002359261859,9.5284248931136478e-06,2.196023206225659e-12,0.00042514159830598562,5.0079616053858304e-14,3.7006821244605412e-05,0.0027815419962097378,0.0027832400471263061,3.2960835628416252e-07,1.8603158869599297e-07,4.1581859954124465e-05,8.1606382895888596e-08,2.4562911822773146e-07,2.63969984669704e-07,2.1624463367160001e-06,7.0829360199063754e-05,3.295131262666149e-07,5.6031577301820172e-14
6.000939548535096e-09,0.87204198367222,154.0,0.0,0.0,0.0,0.69847941141258774,1.0,18.999604381078893,0.0044809301244199077,0.014142862195299423,0.010906510775131186,0.00030861961528163965,1.5633770255794139e-09,1.4040394289545362e-05,0.084689321118533348,1.9397067815573691e-07,0.18353385910133327,9.7024299969800828e-06,2.2217291894135236e-12,0.00044310693294952224,5.0994154279825462e-14,3.7446087828432346e-05,0.0029061251714166073,0.0029079881526065323,3.443711614937699e-07,1.9436415868505841e-07,4.3707310207026651e-05,8.9749270452635486e-08,2.75595162854908e-07,2.9677850156499433e-07,2.2988131493814071e-06,7.4096973485034273e-05,3.6078820145046692e-07,5.8871920530437369e-14
6.157631602824616e-09,0.8720425934570533,154.0,0.0,0.0,0.0,0.69206557812105274,1.0,18.999597297792249,0.0045753928132982701,0.014391740924840227,0.01102623476123956,0.00031202115820931235,1.59088681568218e-09,1.3918871074244851e-05,0.086480825145351423,1.9218952516540314e-07,0.18754264249730113,9.8731774001448858e-06,2.2462166388701776e-12,0.00046122421611692366,5.1891570641236677e-14,3.7864639966038708e-05,0.0030321330941686583,0.003034173341028107,3.5930277268413659e-07,2.027920166229356e-07,4.5877639341507241e-05,9.8400289818569077e-08,3.0815516493541666e-07,3.3252058031683839e-07,2.4389110092033905e-06,7.7411298995820041e-05,3.9397414108711656e-07,6.1771783978968544e-14
6.314323657114136e-09,0.8720432108481521,154.0,0.0,0.0,0.0,0.68571513226874636,1.0,18.999590331517613,0.0046688583622888661,0.014635961831651613,0.011140146345619838,0.00031525779522428892,1.6178816597791545e-09,1.3798546418528516e-05,0.088253743995889519,1.9042597525303842e-07,0.19151671968856562,1.0040728641588918e-05,2.2695169431741032e-12,0.00047948338500688347,5.2772188575446183e-14,3.826301075676322e-05,0.0031594966637692799,0.0031617270968230999,3.7439500067490483e-07,2.1131054002789796e-07,4.8092240898131209e-05,1.0757010256010553e-07,3.4343894890352931e-07,3.7135470509465664e-07,2.5826572258169696e-06,8.0770856053359737e-05,4.2911947742716912e-07,6.4730368582021591e-14
6.471015711403656e-09,0.8720438354903436,154.0,0.0,0.0,0.0,0.67942737173960188,1.0,18.999583479428402,0.0047613366816174063,0.014875612826135538,0.011248395779078532,0.00031833378876934434,1.6443712774881272e-09,1.3679406984380064e-05,0.090008261989582991,1.8867983343543891e-07,0.19545643273031676,1.0205144049090664e-05,2.2916607873274133e-12,0.00049787471651227576,5.3636325153955493e-14,3.864172135455691e-05,0.0032881485407711018,0.0032905826706981648,3.8963986504352672e-07,2.1991522425345718e-07,5.0350511511637779e-05,1.1726873540839778e-07,3.8157714349130136e-07,4.1344153998258919e-07,2.7299671705322855e-06,8.4174198320063019e-05,4.662714574623748e-07,6.7746879126652567e-14
6.6277077656931765e-09,0.8720444670375417,154.0,0.0,0.0,0.0,0.67320160350022473,1.0,18.999576738763867,0.0048528375729195465,0.0151107800900554,0.01135112994222187,0.00032125330566698898,1.6703651973221928e-09,1.3561439607369134e-05,0.091744561423942925,1.8695090725175532e-07,0.19936211987508937,1.0366482764275096e-05,2.3126781679691824e-12,0.00051638881682399712,5.4484291214064818e-14,3.9001281226251455e-05,0.0034180231082108297,0.0034206750400443586,4.0502958953049929e-07,2.2860167989480595e-07,5.2651851163907207e-05,1.2750557721336596e-07,4.2270097652093478e-07,4.5894372831736538e-07,2.8807545393503192e-06,8.7619913112653945e-05,5.0547602265308201e-07,7.0820524597517343e-14
6.7843998199826965e-09,0.8720451051525382,154.0,0.0,0.0,0.0,0.66703714346068221,1.0,18.999570106827409,0.0049433707306252113,0.015341548112256723,0.011448492418303494,0.00032402041918674305,1.6958727606372072e-09,1.344463129397584e-05,0.093462822600379691,1.852390067248278e-07,0.20323411562218732,1.0524802767114914e-05,2.3325984082576042e-12,0.00053501661135120873,5.5316391487648231e-14,3.9342188404202033e-05,0.0035490564336846976,0.0035519408702018493,4.2055659754422242e-07,2.373656302514954e-07,5.4995663420027889e-05,1.3828937769373043e-07,4.6694207345785548e-07,5.0802569352591881e-07,3.0349315996918492e-06,9.1106620726885167e-05,5.4677779235874515e-07,7.3950518499330107e-14
6.9410918742722166e-09,0.8720457495068094,154.0,0.0,0.0,0.0,0.6609333163377602,1.0,18.999563580985019,0.0050329457433220893,0.015567999723611085,0.011540623564492683,0.00032663911106758621,1.7209031254934663e-09,1.3328969218962853e-05,0.095163223849637019,1.835439443232107e-07,0.20707275076635051,1.068016089989954e-05,2.3514501724294681e-12,0.00055374933494685636,5.6132924727129858e-14,3.96649297334519e-05,0.0036811862322418472,0.0036843184765580853,4.3621350776275701e-07,2.4620290884481084e-07,5.73813556483536e-05,1.4962824785514026e-07,5.1443226008287733e-07,5.6085344187724437e-07,3.1924094217503195e-06,9.4632973773050121e-05,5.9022005070782422e-07,7.713607915777976e-14
7.097783928561737e-09,0.8720463997803201,154.0,0.0,0.0,0.0,0.65488945552065048,1.0,18.999557158663741,0.0051215720950985727,0.01579021613119768,0.011627660581591604,0.00032911327349635996,1.7454652704333481e-09,1.3214440722794552e-05,0.096845941556842133,1.818655349238775e-07,0.21087835244567418,1.0832612890682257e-05,2.3692614800425112e-12,0.00057257852243045135,5.6934183828716583e-14,3.9969981113516333e-05,0.003814351830080128,0.0038177477874650227,4.5199312983062807e-07,2.5510945698879391e-07,5.980833922522449e-05,1.6152966196638241e-07,5.6530336958083617e-07,6.1759436749012114e-07,3.353098095161387e-06,9.8197656522274962e-05,6.3584473670237198e-07,8.037642999965369e-14
7.254475982851257e-09,0.8720470556613343,154.0,0.0,0.0,0.0,0.64890490293902037,1.0,18.99955083735011,0.0052092591668664529,0.016008276951739054,0.011709737582233821,0.0003314467110430763,1.7695679981764594e-09,1.3101033309102188e-05,0.098511150186177801,1.802035957755772e-07,0.21465124418879369,1.0982213376215386e-05,2.3860597199075537e-12,0.00059149599939939152,5.7720455952942414e-14,4.0257807734897567e-05,0.0039484941290269544,0.0039521703079589288,4.6788846014868405e-07,2.6408132141378994e-07,6.2276029725056114e-05,1.7400046097319874e-07,6.1968705431422129e-07,6.7841705991826131e-07,3.5169069317087565e-06,0.00010179938426354192,6.8369243734787601e-07,8.367079981331919e-14
7.411168037140777e-09,0.8720477168462296,154.0,0.0,0.0,0.0,0.64297900893341886,1.0,18.999544614588757,0.0052960162376637834,0.01622226024430801,0.011786985657598018,0.00033364314255409836,1.793219939234268e-09,1.2988734642193775e-05,0.10015902230518325,1.7855794646284249e-07,0.21839174596134736,1.1129015924385889e-05,2.4018716637173848e-12,0.00061049387331988064,5.8492022642585836e-14,4.0528864310449256e-05,0.0040835555717868679,0.0040875290842652809,4.8389267775480265e-07,2.731146519412809e-07,6.4783847096500671e-05,1.8704685722273293e-07,6.7771460252312036e-07,7.4349111461215538e-07,3.683744654783876e-06,0.00010543690267137471,7.3380238360150333e-07,8.7018422990497714e-14
