Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363)
7.16899534184503e-20,1.0629482397926386,154.0,0.0,0.0,0.0,0.99999999999953693,1.0,19.0,1.980442011334039e-14,5.3192364150974638e-14,5.3192120578320791e-14,5.1091462469810901e-24,5.1058441462252344e-24,3.3563323488966982e-13,1.2916631841921938e-20,1.1969204334794018e-15,2.2612408593101419e-20,2.9341435166860428e-24,1.3786362409775332e-34,1.1836297057572035e-25,1.5758613362845269e-34,4.6422160847140366e-26,2.2274141786668189e-35,2.2274141787789735e-35,9.8325074871148322e-46,1.3829348455441419e-46,9.1327693248040016e-28,2.3997616987629897e-82,2.233352966283894e-82,2.2333529662852037e-82,8.6277064446142777e-40,2.4357554009696903e-19,2.8690324160836803e-35,9.8232367648733165e-40,2.5606713623138796e-34,1.4627035027653291e-34,1.0315119079617306e-51,2.0684236819367942e-41,1.0552327709615424e-65,4.221853412691049e-53,3.5531272768824849e-50,1.8427167790204837e-59,4.3809166917288952e-70,6.7518929619652404e-81,3.4579347444740909e-81,1.8473075609326545e-62,1.6785408794115801e-92,1.0017851590684096e-96,8.0689615487200791e-93,7.8062054576461686e-87,6.8204501810501585e-84,4.9646636421537786e-34,4.0882583877076147e-44,7.9369896727280112e-44,2.9955093499881738e-44,7.3759462020751387e-48,1.5827295964565438e-59
1.4344219176602176e-19,1.0629482397926386,154.0,0.0,0.0,0.0,0.99999999999907352,1.0,19.0,3.9626046499566864e-14,1.064309423293727e-13,1.0643045497820728e-13,2.0449899768721412e-23,2.0423385389869215e-23,6.7155799883875108e-13,5.1700184306823192e-20,2.394880593014396e-15,9.0508555650732118e-20,1.1744219975740574e-23,1.1008525862662908e-33,4.7376031937250678e-25,1.2523396933885026e-33,1.8580962292500949e-25,1.7832857050702909e-34,1.783285705249884e-34,1.5744817443334502e-44,2.2144974056567396e-45,3.6554877987588006e-27,3.0779328027564586e-80,2.864497070160867e-80,2.8644970701642259e-80,6.9074111999145274e-39,4.8736270464944783e-19,1.1483606691016473e-34,7.8644776543115632e-39,2.050093910766323e-33,1.1710520875117251e-33,1.6517630149085997e-50,1.6559966354033865e-40,3.3795862125319651e-64,6.7604632115117027e-52,2.8480427188020218e-49,5.9016529270398935e-58,2.8061827631445928e-68,8.6498673199488614e-79,4.4299690359423458e-79,2.9615009438135003e-61,4.300780593101292e-90,2.566787780990657e-94,2.0674330547720908e-90,1.0000549951836437e-84,8.7376961538004572e-82,1.9871592847265509e-33,3.2730925395996291e-43,6.3544165271136568e-43,2.3982243059232165e-43,5.9505354128252985e-47,2.5405352356762326e-58
2.8694666846116467e-19,1.0629482397926386,154.0,0.0,0.0,0.0,0.9999999999981467,1.0,19.0,7.9269299271963867e-14,2.1290809863778278e-13,2.1290712374680368e-13,8.1826235994085571e-23,8.1613923988857578e-23,1.3434073095597295e-12,2.0686804162406685e-19,4.7908004016713923e-15,3.6215204856090161e-19,4.699217193869902e-23,8.7641850487448244e-33,1.8956581729444951e-24,9.876693600466408e-33,7.434805190919892e-25,1.4271705393207056e-33,1.4271705396081718e-33,2.5201944534387484e-43,3.5446374601086053e-44,1.4626712692080564e-26,3.9437511309742889e-78,3.6702762160489824e-78,3.6702762160575891e-78,5.5280282784820338e-38,9.7493704472752986e-19,4.5949385754130378e-34,6.2938367217724492e-38,1.6406979108611702e-32,9.3719741490448747e-33,2.6438965317525444e-49,1.3253005990330629e-39,1.0819224468806438e-62,1.0821134453882363e-50,2.2847105183285051e-48,1.8893216217523441e-56,1.7967229898460222e-66,1.1076590156497576e-76,5.672798165628881e-77,4.7512209491732435e-60,1.1014750417066915e-87,6.5738129185176097e-92,5.294875089429888e-88,1.280620771435119e-82,1.1189059409422277e-79,7.9512255271788288e-33,2.6194687806178049e-42,5.0854624729194818e-42,1.9193009961383548e-42,4.8347336468950594e-46,4.0860570913476341e-57
5.739556218514505e-19,1.0629482397926386,154.0,0.0,0.0,0.0,0.99999999999629297,1.0,19.0,1.58555804816534e-13,4.2586241106161328e-13,4.258604611592902e-13,3.2735822355122161e-22,3.2566202557827275e-22,2.6871050622935116e-12,8.2760656513098921e-19,9.5826379773342862e-15,1.448843478246792e-18,1.8799924306067728e-22,6.9401997281523568e-32,7.5838654224732281e-24,7.6790814659336245e-32,2.9744061950072489e-24,1.1419532658934466e-32,1.1419532663534855e-32,4.0331261449222868e-42,5.6725721354032269e-43,5.8516375141009857e-26,5.0505611863429941e-76,4.700335793445833e-76,4.700335793467881e-76,4.4232625353351501e-37,1.9500857687761924e-18,1.838274706580953e-33,5.0358086804377498e-37,1.3128071549509096e-31,7.4990006614408742e-32,4.2310952371267743e-48,1.0604418379639775e-38,3.4628798021130993e-61,1.7317307997031451e-49,1.8367744102445593e-47,6.0470900377391281e-55,1.150146438563888e-64,1.4181064576197307e-74,7.262733037579051e-75,7.638357941446234e-59,2.8203809639556859e-85,1.68325711438925e-89,1.3557593648862037e-85,1.6395449374000279e-80,1.4325056012714176e-77,3.1810079583383019e-32,2.095972996260702e-41,4.0691394602114864e-41,1.5357206950637965e-41,3.9845371519479762e-45,6.6015815151688418e-56
1.1479735286320222e-18,1.0629482397926386,154.0,0.0,0.0,0.0,0.9999999999925856,1.0,19.0,3.17128815904779e-13,8.5177103514171485e-13,8.5176713548543825e-13,1.3095394461289176e-21,1.2960280381511699e-21,5.3744970929328723e-12,3.3106932422180161e-18,1.9166304962062626e-14,5.7958413025717622e-18,7.5205782224460833e-22,5.4401225817947805e-31,3.0337917438858542e-23,5.8137387616790379e-31,1.1898593045453644e-23,9.1364935255490156e-32,9.136493532910366e-32,6.4536407608768587e-41,9.0770328837221686e-42,2.3408455083990825e-25,1.1320207647100196e-73,1.0535220787928205e-73,1.0535220788026867e-73,3.5389460382639136e-36,3.9003833924435102e-18,7.3536978537492585e-33,4.0286823593130633e-36,1.0503447212773951e-30,5.999766020284778e-31,6.7704411116334316e-47,8.4843402155052298e-38,1.1082380299807929e-59,2.7710414932327597e-48,1.4834145563683131e-46,1.9352655909294597e-53,7.3616984246715129e-63,1.8153655339879785e-72,9.2972676488331678e-73,1.2334171559053806e-57,7.2209312463640286e-83,4.3095894670200801e-87,3.4710079498911582e-83,2.0988366793624261e-78,1.833798368659989e-75,1.2725067370612251e-31,1.6769375821735016e-40,3.255615580024436e-40,1.2286744725969232e-40,3.3735709768153085e-44,1.0763812431956663e-54
2.2960093421931656e-18,1.0629482397926386,154.0,0.0,0.0,0.0,0.99999999998517086,1.0,19.0,6.3427483807768786e-13,1.7035882802662367e-12,1.7035804821424344e-12,5.2383707775412379e-21,5.1312832952060758e-21,1.0749267254934718e-11,1.3243292273385546e-17,3.8333606265185224e-14,2.3184274327020496e-17,3.0083508739193946e-21,4.1824082195896209e-30,1.2135650232356803e-22,4.1979172845845589e-30,4.759630845513533e-23,7.3095417471179036e-31,7.3095417588966054e-31,1.0326294254996241e-39,1.4523972530054342e-40,9.3637630662701232e-25,1.453979007865454e-71,1.3531544960238296e-71,1.3531544960492163e-71,2.8312912563744031e-35,7.8009793420581233e-18,2.9415992968278307e-32,3.222543627464767e-35,8.4031450793585804e-30,4.8000340543021999e-30,1.0833256854215583e-45,6.787794379392446e-37,3.5465481118401888e-58,4.4338609710649033e-47,1.2089578437915427e-45,6.1931328616812574e-52,4.7117065213640201e-61,2.3237771804782564e-70,1.1901062441285612e-70,2.0092674156307974e-56,1.8486457769218238e-80,1.1033070871165259e-84,8.8856913357655793e-81,2.686638175808119e-76,2.3473723417019521e-73,5.0902340380173533e-31,1.3416137103471857e-39,2.6046079731736403e-39,9.8295626008123774e-40,2.9960075869313816e-43,1.786364363373932e-53
4.592080969315453e-18,1.0629482397926386,154.0,0.0,0.0,0.0,0.99999999997034139,1.0,19.0,1.2685668824091809e-12,3.4072227586392909e-12,3.4072071674752284e-12,2.0953908158013275e-20,2.0113168542973535e-20,2.1498751982118459e-11,5.2974090297831894e-17,7.6668078206539394e-14,9.2738710007931641e-17,1.2033625718415057e-20,3.102887157632669e-29,4.8543504176672261e-22,2.8068375909433977e-29,1.9038910382425786e-22,5.8477720901293393e-30,5.8477721089755558e-30,1.652231121101143e-38,2.3238886868080847e-39,3.7455814447761443e-24,1.8612306485925946e-69,1.7321657384365698e-69,1.7321657385015665e-69,2.2650868003262177e-34,1.5602174050407286e-17,1.1766640266880098e-31,2.5772080924387103e-34,6.7226570691766027e-29,3.8401077882651267e-29,1.7333652018509959e-44,5.4303643651994302e-36,1.1349252323975311e-56,7.0942589770620994e-46,1.0026618508852289e-44,1.9818273791962739e-50,3.0155316076261605e-59,2.9744744255069436e-68,1.5233563150709721e-68,3.3291512082143729e-55,4.7325969388148541e-78,2.8245043658291507e-82,2.2745070418358022e-78,3.4389448963312314e-74,3.0046766933619672e-71,2.0361350139836032e-30,1.0733163742878043e-38,2.0837228202359506e-38,7.8633570575589974e-39,2.8720684330900255e-42,3.0632562154536246e-52
9.184224223560026e-18,1.0629482397926386,154.0,0.0,0.0,0.0,0.99999999994068245,1.0,19.0,2.5371509710148681e-12,6.8144916698702105e-12,6.8144605062160288e-12,8.3816475187447058e-20,7.733378417923795e-20,4.2997499051506512e-11,2.1189726423677111e-16,1.5333649943324681e-13,3.709564209432415e-16,4.8134811750147364e-20,2.1656297576348667e-28,1.9417531695518297e-21,1.6852597446234385e-28,7.6156413447837158e-22,4.6782730187104385e-29,4.6782730488641747e-29,2.6435458792942032e-37,3.7182499233420172e-38,1.4982478292604109e-23,2.3824325326794544e-67,2.2172254768340363e-67,2.2172254770004314e-67,1.8120909965795069e-33,3.1204574703585517e-17,4.7067069348131997e-31,2.0603715364451628e-33,5.3781597831141635e-28,3.0721057246025214e-28,2.7734196644683602e-43,4.344342996295011e-35,3.6318085410834582e-55,1.1350641924958674e-44,8.5889586643169598e-44,6.3417567567821764e-49,1.9299134030156136e-57,3.8072750209719689e-66,1.9498693886412586e-66,5.6922873984196549e-54,1.2115283516868308e-75,7.2306338085265037e-80,5.8213251928845427e-76,4.4017947176112531e-72,3.8459335445147258e-69,8.1446226968147804e-30,8.5866317813104866e-38,1.6669772125593051e-37,6.2899929483330534e-38,3.0578851086218187e-41,5.5571649518065922e-51
1.37763674778046e-17,1.0629482397926389,154.0,0.0,0.0,0.0,0.99999999991102351,1.0,19.0,3.8057350595632551e-12,1.0221760537439488e-11,1.0221713813032047e-11,1.7811052789614245e-19,1.5995781688060942e-19,6.4496023738215485e-11,4.5028119411586055e-16,2.3000439800751607e-13,7.8828153251235631e-16,1.0228651552575453e-19,5.7463027684841969e-28,4.1262279165113267e-21,4.1548747031229628e-28,1.6183285867658271e-21,1.3376977399488014e-28,1.337697751047305e-28,9.7299301001522513e-37,1.368563361734543e-37,3.1837861770953428e-23,1.2292481107863286e-66,1.1440073086957456e-66,1.1440073087979034e-66,5.1814666263612324e-33,4.6806986593243829e-17,1.0001786713683377e-30,5.889063116826675e-33,1.5378173718830842e-27,8.7843012139679085e-28,1.0208055226505325e-42,1.2422143526696293e-34,1.6581584796288409e-54,4.1777475648372798e-44,2.5491407705318498e-43,2.8953959261276688e-48,1.0603459288036582e-56,2.4562034248761952e-65,1.2579274913876952e-65,2.1598516443599708e-53,8.9969808678981971e-75,5.3695716501758118e-79,4.3227355994725874e-75,2.8397495697376339e-71,2.4811433910226329e-68,1.7307374706281082e-29,2.4552473252167987e-37,4.7664932860119973e-37,1.7984243137382332e-37,9.99219109197564e-41,2.1614867073953032e-50
1.8368510732049174e-17,1.0629482397926389,154.0,0.0,0.0,0.0,0.99999999988136457,1.0,19.0,5.0743191480543448e-12,1.3629029363074639e-11,1.362896708792329e-11,3.0383605970465067e-19,2.6625786912719753e-19,8.5994326044545687e-11,7.6812505799370625e-16,3.0667177393291026e-13,1.3447126057904777e-15,1.7448861846282295e-19,1.1361449499752879e-27,7.0388548529908017e-21,7.7621702163786273e-28,2.7606824424041024e-21,2.8215966588266184e-28,2.8215966869746316e-28,2.4677016832664268e-36,3.4709709396577234e-37,5.4311731932812355e-23,6.7060085996346459e-66,6.2409881156621181e-66,6.2409881162308107e-66,1.0929238333295849e-32,6.2409409719382376e-17,1.7061905519930061e-30,1.2417305893586481e-32,3.2436983537301779e-27,1.8528613283534385e-27,2.5889881909573148e-42,2.6201942386760679e-34,4.9425076503374313e-54,1.0595565911689905e-43,5.5552590679669075e-43,8.6302824446274877e-48,3.6456625021521966e-56,9.5920677270546788e-65,4.9125107788011944e-65,5.6262440916945245e-53,3.9401053920977254e-74,2.3515366302555434e-78,1.8929757364182047e-74,1.1089915981759751e-70,9.6894644262680036e-68,2.9524390908100011e-29,5.1788360765718708e-37,1.0053866306890531e-36,3.793163029434754e-37,2.3465014090867056e-40,5.7481656377649714e-50
2.755279724053832e-17,1.0629482397926386,154.0,0.0,0.0,0.0,0.99999999982204668,1.0,19.0,7.6114873249020453e-12,2.0443566920833213e-11,2.0443473562780308e-11,6.2905486001059256e-19,5.2951941817708285e-19,1.2899040875120784e-10,1.5902978362881215e-15,4.6000529916983993e-13,2.7840434642410917e-15,3.6125563824307847e-19,2.8048999906799624e-27,1.4573023593295856e-20,1.7750763592520788e-27,5.71565094156848e-21,7.7066686196107913e-28,7.7066687180445109e-28,8.6295499546889468e-36,1.2138129100228667e-36,1.1244571665716862e-22,9.3135256296082862e-65,8.6676898679115709e-65,8.667689868809945e-65,2.9851225254818863e-32,9.3614282342991116e-17,3.5324589078880646e-30,3.3895323644357521e-32,8.8595190394719769e-27,5.0607234162699466e-27,9.0538341403217752e-42,7.1565753637790551e-34,2.1634361158694772e-53,3.7052546638353448e-43,1.5984582519056367e-42,3.777586660837409e-47,1.9606804018796545e-55,6.238960860018075e-64,3.1952404661259349e-64,2.0551057164927261e-52,3.0569752903203208e-73,1.8244887210659338e-77,1.46853575370722e-73,7.2132254690569641e-70,6.3023106402639088e-67,6.1126593964452979e-29,1.4145030315170715e-36,2.7459976662454871e-36,1.0359225918339036e-36,7.4954282728291054e-40,2.1672341085816061e-49
