Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398),S(1815),S(1443),C7H15(32),C7H15(31),S(1930),S(1932),C4H9(23),C3H6(1916),S(1984),S(87),S(2214),S(2218),S(2260),S(2221)
2.83913555255972e-07,0.5037289749403782,154.0,0.0,0.0,0.0,0.95669314185133991,0.99995647750154959,18.992475197716416,0.0036811420734259486,0.01396311620690849,0.007720903573297631,0.0043184257991525365,9.0515371286914877e-09,7.3680580291104012e-09,0.0014303927307299129,4.0380741536002636e-12,0.0015997613313245755,6.0212915226419857e-05,9.1160955570330952e-11,0.0050515290046400964,8.2245500522154384e-13,1.6959119352488586e-06,0.00072666015453063109,0.00076763283225919502,3.7627516127543669e-07,2.5333898674566649e-07,0.0022249725565213364,7.8315593060414062e-07,1.5744395080583242e-06,1.6076038549999989e-06,0.0021259939703044948,0.00045120981743546453,0.00016760652324719307,9.7377174040991153e-13,6.4719489977727973e-08,5.6351552697566529e-08,3.2411292291316427e-05,2.2721390506606095e-08,1.1595431152869941e-09,1.2147511963304471e-11,7.0250625011631317e-05,1.0445566260313612e-07,1.3571329795886851e-06,5.4917893982949779e-07,1.0039017386540363e-07,0.00026865374147949081,1.6199770478918222e-07,1.2717882257581876e-07,3.1346496579653409e-14,3.1360791059601495e-07,1.0635636781798967e-07,9.3758321640619208e-08,5.2401797734916907e-08,1.1758843118847584e-11,5.0820610051050326e-11,2.4205395072622488e-07,3.524485681985944e-14,1.0486446404415392e-10,4.5199275342730407e-12,1.5462181336779077e-08,1.6642681781586883e-11,1.2520064891923689e-11,3.9895116232727243e-11,1.6103959376500254e-15,2.635014566307334e-17,1.7842112439409141e-11,1.0297044624019135e-20,3.4171328296380918e-15,1.0657939298857541e-10,9.1166072783233879e-16,1.0307213041906699e-07,1.1478458435147279e-12,1.9750892797489091e-08,1.5068943356689355e-05,2.768390681959834e-06,1.9830747078132882e-05,5.6889138798179991e-06,1.0380370647132911e-07,1.6550345407344533e-07,6.1699747602116175e-08,2.3913953968123473e-06,6.4370893973039379e-10,5.3492789166888766e-06,0.00033609685182773544,1.373369399354027e-05
2.876717930434353e-07,0.5037287444569287,154.0,0.0,0.0,0.0,0.95612568842080115,0.99995531590504028,18.992355529695764,0.0037232636719095333,0.014086767348013332,0.0077694806543879748,0.0043455835118346832,9.1316401532024436e-09,7.3640767944812357e-09,0.0014488584345207459,4.0356790081816449e-12,0.0016205060855569136,6.0745784511318222e-05,9.1734248514555635e-11,0.005171795279373682,8.2973352692860578e-13,1.7066119112984362e-06,0.00074212816123302768,0.00078506967083690556,3.842824819341227e-07,2.5873018907680025e-07,0.0022968105102111206,8.2268933432549976e-07,1.6677624203233463e-06,1.7034202069738853e-06,0.0021943770370180331,0.00045839446337972846,0.00017473053141688188,1.0051921130300126e-12,6.5567120143480505e-08,5.708613179138924e-08,3.3909313305147868e-05,2.3456102468675474e-08,1.2137161674055457e-09,1.2538394805816267e-11,7.0872952602218917e-05,1.0787134242482792e-07,1.4160938386822935e-06,5.7308078794776225e-07,1.0497195474566604e-07,0.00027610624341675119,1.6960237549870584e-07,1.3599899445260324e-07,3.2777142437887623e-14,3.3531969010510504e-07,1.1296683097069024e-07,9.781036096586931e-08,5.4667933007219618e-08,1.2267037372240986e-11,5.3142220269941661e-11,2.5311875415399547e-07,3.6850801495513994e-14,1.0933337982836078e-10,4.7125585834563896e-12,1.6322091890935732e-08,1.7568143153323556e-11,1.3216277026182136e-11,4.2113579360653237e-11,1.6800381101706031e-15,2.7815408384740862e-17,1.8830490234281402e-11,1.0867457476968736e-20,3.6064275896834153e-15,1.1299415290236352e-10,9.5108583578605217e-16,1.0914380337237468e-07,1.21546204168599e-12,2.144649827342323e-08,1.5288568322109659e-05,2.8349752096851592e-06,2.038186171484244e-05,6.0061875724496343e-06,1.0750802806826122e-07,1.7250214067969799e-07,6.4994112611436757e-08,2.4075408639812321e-06,6.4805767963210857e-10,5.3860920280112582e-06,0.00034403651141461149,1.3844783804103724e-05
2.9143003083089857e-07,0.5037285134373456,154.0,0.0,0.0,0.0,0.95555873654106138,0.99995414456316978,18.992235416346563,0.0037652262871346156,0.014208774872385345,0.0078168413748298596,0.0043720600310518153,9.210676578893102e-09,7.3600991640938436e-09,0.0014673120480866704,4.0332859797765227e-12,0.0016412396896481401,6.1271558484403312e-05,9.2293161624777796e-11,0.005293042731237472,8.3691513297240223e-13,1.7170442133730507e-06,0.00075764232707491673,0.00080261480099072535,3.9231360192690046e-07,2.6413741543603332e-07,0.0023697676095627675,8.6345754726295219e-07,1.7650193804438673e-06,1.8033171803144792e-06,0.0022637255401676019,0.00046551209709643789,0.0001820233088057229,1.0371014736783768e-12,6.6414294618992086e-08,5.7820229857879953e-08,3.5450925825682958e-05,2.4202285273036682e-08,1.2694864161306136e-09,1.293480018732365e-11,7.1481955516703577e-05,1.1133669383336698e-07,1.4765296969783058e-06,5.9758179657067366e-07,1.0967675902748112e-07,0.00028363018203833085,1.7741904422862908e-07,1.4527198104157909e-07,3.4246201947253442e-14,3.5814396575968938e-07,1.1987646954588099e-07,1.0195877921585844e-07,5.6988005382154557e-08,1.2787319222731286e-11,5.552366496868297e-11,2.6446897936256858e-07,3.8498138340464258e-14,1.1391544195685521e-10,4.9100671163382661e-12,1.7218254627169248e-08,1.853261291960468e-11,1.394183465254856e-11,4.4425550444894994e-11,1.7513378611485536e-15,2.9342431755443156e-17,1.9860318718488956e-11,1.146179236264838e-20,3.8036610133488027e-15,1.1968515188583765e-10,9.9144931494873715e-16,1.1545259137930855e-07,1.2857188335566687e-12,2.3254904035088361e-08,1.550499195976938e-05,2.9015499619609444e-06,2.0934518602175028e-05,6.3347091550132154e-06,1.1126374727390656e-07,1.7966715150414303e-07,6.8403404230236436e-08,2.4232935400622362e-06,6.5230064783675407e-10,5.4220160282293698e-06,0.00035202996375765968,1.395336361679177e-05
2.9518826861836185e-07,0.5037282818850027,154.0,0.0,0.0,0.0,0.95499229084521098,0.9999529636974458,18.992114864902963,0.0038070304280158288,0.014329149472518614,0.0078630022017590531,0.0043978645913026262,9.2886533539209991e-09,7.3561251736193161e-09,0.0014857535819141933,4.030895087898931e-12,0.0016619621529156213,6.1790283365933274e-05,9.2837889838871158e-11,0.0054152561303701706,8.440004546792444e-13,1.7272124595837969e-06,0.00077319915504090841,0.0008202654977847953,4.0036670966618798e-07,2.6955944610478628e-07,0.0024438346892092736,9.0546854062647919e-07,1.8663012321614943e-06,1.9073917370120115e-06,0.0023340261886594118,0.00047256110571548203,0.00018948457331338363,1.0694958029497467e-12,6.7261013781974918e-08,5.8553847311353671e-08,3.7036513382018438e-05,2.4959845300027491e-08,1.3268683795896154e-09,1.333665215726961e-11,7.2077814307228385e-05,1.148510610107516e-07,1.5384422075109678e-06,6.2268265303936941e-07,1.145049303299063e-07,0.00029122413039086182,1.8544848382508094e-07,1.5501208685917919e-07,3.5753782401725573e-14,3.8211579366751937e-07,1.2709331418534628e-07,1.0620335864434485e-07,5.9361892997822293e-08,1.3319661362162247e-11,5.7964917548315895e-11,2.7610450490820288e-07,4.0186850735223188e-14,1.1861066449519993e-10,5.1124537469703365e-12,1.8151569822030481e-08,1.9537059335924318e-11,1.4697466176718316e-11,4.6833350484885439e-11,1.8242914455615037e-15,3.0932748761647373e-17,2.0932618942434141e-11,1.2080638549936862e-20,4.0090286529091989e-15,1.2665905893098513e-10,1.0327490452270328e-15,1.2200214098413176e-07,1.3586568282963006e-12,2.5181270185347864e-08,1.5718197612451651e-05,2.9680851120400293e-06,2.1488428160215085e-05,6.6745932450654794e-06,1.1506932930099881e-07,1.8699842471164309e-07,7.1929095410644255e-08,2.4386584376393273e-06,6.564391934741848e-10,5.4570620926332502e-06,0.00036007590198628976,1.4059460237736638e-05
2.989465064058251e-07,0.50372804980368,154.0,0.0,0.0,0.0,0.95442635567222556,0.99995177352605424,18.991993882658889,0.0038486766021782978,0.014447902193900481,0.0079079797329193978,0.0044230064998207683,9.3655776553552809e-09,7.3521548565155908e-09,0.0015041830465761939,4.0285063508174807e-12,0.001682673484765154,6.2302006899126169e-05,9.3368629629994998e-11,0.0055384203671350078,8.5099014417666331e-13,1.7371202970353582e-06,0.00078879520374124362,0.00083801907351805434,4.0844002241976332e-07,2.7499508079232045e-07,0.0025190023238935819,9.4872947173471711e-07,1.9716984372061143e-06,2.0157405960777309e-06,0.0024052655148669271,0.00047953998689705471,0.00019711395917863009,1.1023709679104969e-12,6.8107278013914758e-08,5.9286984569726095e-08,3.8666443942501567e-05,2.5728686254284949e-08,1.3858760020000962e-09,1.3743873752841816e-11,7.2660711701231991e-05,1.1841377817755624e-07,1.6018323277817696e-06,6.4838376144647061e-07,1.1945675022108312e-07,0.00029888667513732761,1.9369135659555978e-07,1.6523370344777686e-07,3.7299971720083924e-14,4.0727044099234259e-07,1.3462541875626382e-07,1.1054383316219092e-07,6.1789446890276826e-08,1.3864030419344378e-11,6.0465918762623969e-11,2.8802505348160188e-07,4.1916899463474338e-14,1.2341900015920447e-10,5.3197164445610971e-12,1.9122937237986763e-08,2.058245007810517e-11,1.5483899568309751e-11,4.9339299089740854e-11,1.8988942854953455e-15,3.2587891471534896e-17,2.2048411172302615e-11,1.2724584855125578e-20,4.2227259104463381e-15,1.3392252889655227e-10,1.074982435019487e-15,1.2879597943207536e-07,1.4343153065199505e-12,2.7230864938868958e-08,1.5928172394952657e-05,3.0345516164524413e-06,2.2043306739769644e-05,7.0259473697899998e-06,1.1892321698067642e-07,1.9449582493478939e-07,7.5572607954112988e-08,2.4536406244616703e-06,6.6047468055899652e-10,5.4912415289009363e-06,0.00036817303585933586,1.4163101046403497e-05
3.027047441932884e-07,0.5037278171975424,154.0,0.0,0.0,0.0,0.95386093507822012,0.99995057426383305,18.991872476960353,0.0038901653159454713,0.014565044416478323,0.0079517906788607318,0.0044474951266119658,9.4414568772300885e-09,7.3481882442542656e-09,0.0015226004527263211,4.0261197857493822e-12,0.0017033736946858236,6.2806778270130126e-05,9.3885578797404623e-11,0.00566252045478754,8.5788487330797052e-13,1.746771397904188e-06,0.00080442708789358404,0.00085587287800119977,4.1653178656123398e-07,2.8044313880325076e-07,0.0025952608430851267,9.93246683890917e-07,2.0813010167381517e-06,2.1284601743302808e-06,0.0024774298921061569,0.00048644734626951213,0.00020491101955795628,1.1357227285051594e-12,6.89530876998546e-08,6.0019642054284624e-08,4.0341069945281255e-05,2.6508709314684442e-08,1.446522654387728e-09,1.4156387098935349e-11,7.3230832282613652e-05,1.2202417049634743e-07,1.6667003356161933e-06,6.7468524907834762e-07,1.2453243936349625e-07,0.00030661641705067021,2.0214821612219113e-07,1.7595129996476969e-07,3.8884838803519323e-14,4.3364336294141744e-07,1.4248085608234229e-07,1.1497988981245984e-07,6.4270491822192303e-08,1.4420387144894067e-11,6.3026577569017785e-11,3.0023019596354572e-07,4.368822329936059e-14,1.2834034186894243e-10,5.531850600460076e-12,2.0133255633534869e-08,2.1669751714446008e-11,1.6301861963763512e-11,5.1945713213815848e-11,1.9751409956103517e-15,3.4309390199855675e-17,2.3208714338385724e-11,1.339421932352785e-20,4.4449479321864236e-15,1.4148219839113533e-10,1.1181464356330547e-15,1.3583751256262602e-07,1.5127321968271184e-12,2.9409061948606999e-08,1.6134907001674949e-05,3.1009212259725794e-06,2.2598876829758824e-05,7.3888719643400931e-06,1.2282383334213015e-07,2.0215914524466311e-07,7.9335311902532973e-08,2.4682452174477306e-06,6.6440848636266162e-10,5.5245657633857896e-06,0.00037632009195068668,1.4264313953091224e-05
3.064629819807517e-07,0.5037275840711206,154.0,0.0,0.0,0.0,0.95329603284751285,0.99994936612225083,18.991750655197944,0.0039314970743276204,0.014680587836440865,0.0079944518456958932,0.0044713398948021165,9.516298618640955e-09,7.3442253659936589e-09,0.0015410058110936109,4.0237354086293612e-12,0.0017240627922450664,6.3304648029481803e-05,9.4388936260894991e-11,0.0057875415319769662,8.6468533254758128e-13,1.7561694556389846e-06,0.00082009147874189151,0.00087382429879407698,4.2464027778483751e-07,2.8590245918437378e-07,0.0026726003453356626,1.0390257074811608e-06,2.1951984940922999e-06,2.2456465283941926e-06,0.0025505055515977963,0.00049328189480427878,0.00021287522914118569,1.1695467438281839e-12,6.9798443228186659e-08,6.0751820189468177e-08,4.206072834478129e-05,2.7299813281623535e-08,1.5088211359087116e-09,1.457411350521846e-11,7.3788362192685002e-05,1.2568155494994877e-07,1.7330458454482521e-06,7.0158697303252411e-07,1.297321587114563e-07,0.00031441197146871749,2.1081950917990252e-07,1.8717941385083054e-07,4.0508433909538392e-14,4.6127017995045081e-07,1.5066771374443907e-07,1.1951117026151721e-07,6.6804827119885671e-08,1.498868659845491e-11,6.5646771997136855e-11,3.1271935556543764e-07,4.550073960712876e-14,1.3337452433768491e-10,5.7488490966518451e-12,2.1183422286234777e-08,2.2799929192988726e-11,1.7152079280627151e-11,5.465490592634888e-11,2.0530254088646317e-15,3.6098772695298981e-17,2.4414545498185641e-11,1.4090128919638794e-20,4.6758895056826546e-15,1.4934468173728945e-10,1.1622375558456851e-15,1.4313002295406195e-07,1.5939440551386444e-12,3.1721337514621698e-08,1.6338395520883127e-05,3.167166494643043e-06,2.3154867241580573e-05,7.7634603831693128e-06,1.2676958413504944e-07,2.0998810914654759e-07,8.3218525011498085e-08,2.4824773768687742e-06,6.6824199987160624e-10,5.5570463278055566e-06,0.00038451581381492765,1.4363127357575086e-05
3.1022121976821495e-07,0.5037273504292903,154.0,0.0,0.0,0.0,0.95273165250348857,0.99994814930938991,18.991628424799643,0.0039726723810109728,0.014794544448329965,0.0080359801184211911,0.0044945502712979311,9.5901106721127462e-09,7.3402662488949706e-09,0.0015593991324773175,4.0213532342493756e-12,0.0017447407870839387,6.3795668014773809e-05,9.4878901864050862e-11,0.0059134688650843781,8.7139222994698087e-13,1.7653181812842916e-06,0.0008357851044142609,0.0008918707614047587,4.3276380129004318e-07,2.9137190084818121e-07,0.0027510107123627447,1.0860712622545523e-06,2.3134798388693543e-06,2.3673952979591303e-06,0.0026244785989115896,0.00050004244613682889,0.00022100598679639053,1.2038385782870478e-12,7.0643344990453105e-08,6.1483519402655573e-08,4.3825740673383799e-05,2.8101894721528951e-08,1.5727836757502536e-09,1.4996973560210345e-11,7.4333488849672366e-05,1.2938524119423767e-07,1.8008678249800162e-06,7.2908852698870432e-07,1.3505601075596147e-07,0.00032227196871222931,2.1970557775077387e-07,1.9893264159231462e-07,4.2170789040669524e-14,4.9018665510238697e-07,1.5919408995510042e-07,1.2413727230570425e-07,6.9392227513765379e-08,1.5568878337652069e-11,6.8326350032728562e-11,3.2549181204298469e-07,4.7354344951380788e-14,1.385213256911622e-10,5.9707023755544733e-12,2.2274332528926443e-08,2.3973945342362322e-11,1.8035275842045157e-11,5.7469185215193929e-11,2.1325406023424779e-15,3.795756335037099e-17,2.5666919314594402e-11,1.4812899225977058e-20,4.9157449598725015e-15,1.5751656702017497e-10,1.2072518765278547e-15,1.5067666831345585e-07,1.6779860467672188e-12,3.4173267683282506e-08,1.6538635255526063e-05,3.2332607869431152e-06,2.3711013271402817e-05,8.1497989237496029e-06,1.3075886029209702e-07,2.1798237259584673e-07,8.7223512303749672e-08,2.4963423007123787e-06,6.7197662025985354e-10,5.588694846334659e-06,0.00039275896213359393,1.4459570108881302e-05
3.177376953431415e-07,0.503726881620529,154.0,0.0,0.0,0.0,0.95160447032752649,0.99994569048518511,18.991382767953365,0.004054555647346858,0.015017746613777609,0.0081157058211911073,0.0045391058827175829,9.7346777854529129e-09,7.3323593980986132e-09,0.0015961497078130289,4.016595548275916e-12,0.0017860635075063801,6.4757371999580557e-05,9.5819460369986201e-11,0.0061679840157616017,8.8452825322523917e-13,1.7828825475832752e-06,0.00086724725875497656,0.00092823870469988792,4.4904931429819119e-07,3.023366835538916e-07,0.0029110025652498974,1.1839768153982705e-06,2.5635469182328191e-06,2.6249602296858188e-06,0.0027750607447536491,0.00051333730857040002,0.00023776437875120828,1.2738075246626309e-12,7.2331788797588882e-08,6.2945482786065912e-08,4.7493036643928141e-05,2.9738565955538883e-08,1.7057470138796536e-09,1.5857773900843118e-11,7.5387286939943148e-05,1.3692872591562875e-07,1.9409339331919085e-06,7.8588822436960084e-07,1.4607623844051641e-07,0.00033817989005371706,2.3812289828416735e-07,2.240730654519255e-07,4.5611818567288073e-14,5.5203221254470955e-07,1.7729782003126514e-07,1.3367212212557584e-07,7.4725204649103252e-08,1.6764710535056135e-11,7.3862904070120036e-11,3.5188304321323258e-07,5.1184308752676016e-14,1.4915162456731296e-10,6.4289232822201618e-12,2.4581952737703128e-08,2.6457331511163619e-11,1.9903493867624698e-11,6.3422203216017478e-11,2.2964320161875506e-15,4.1889445404003023e-17,2.8315338611420045e-11,1.6341355667170698e-20,5.4229719614155157e-15,1.7481474168358635e-10,1.3000323922657924e-15,1.6654436300714256e-07,1.8546940557626001e-12,3.9518876399746133e-08,1.6929372642203424e-05,3.3648939790269518e-06,2.4822746569591471e-05,8.9580365276493283e-06,1.3886149251592904e-07,2.344650964364763e-07,9.5603603920547217e-08,2.5229913900879205e-06,6.7915482058457737e-10,5.6495426310976833e-06,0.00040938266719610502,1.4645461063636932e-05
3.245025233605754e-07,0.5037264579852858,154.0,0.0,0.0,0.0,0.95059182159745403,0.99994344990549611,18.9911603542993,0.0041277205477628425,0.015213327504651082,0.0081837549039270804,0.0045771318699418563,9.8613483937268111e-09,7.3252563310805274e-09,0.0016291841687362074,4.0123212927151277e-12,0.0018232160826533569,6.5600023101952042e-05,9.6622180040744361e-11,0.006400001927746978,8.9603811974429322e-13,1.7978752281551808e-06,0.00089563153129981169,0.00096126985128486199,4.6374129308548386e-07,3.1222856535118449e-07,0.0030585521255979222,1.2764542459403594e-06,2.8044794265471944e-06,2.8733211204668541e-06,0.0029135123321043662,0.00052503971760071945,0.00025340903755002609,1.3383332921319815e-12,7.3849840329931792e-08,6.4259616258562383e-08,5.0951626311148405e-05,3.124803457876997e-08,1.8312162094418757e-09,1.6649243019129729e-11,7.6295183471855425e-05,1.4386916740351848e-07,2.0720199657884353e-06,8.390501475723455e-07,1.5641885470174e-07,0.00035270399267051198,2.5543438022879796e-07,2.486426572199134e-07,4.8841266184585585e-14,6.1246475899491634e-07,1.9483364824408718e-07,1.4257289730663933e-07,7.9703633297598464e-08,1.7881019161883964e-11,7.9046786437382057e-11,3.7659401618347726e-07,5.4770359207975297e-14,1.5910072432857724e-10,6.8577821518736387e-12,2.680708054919801e-08,2.8851906205318343e-11,2.1704900222519099e-11,6.9162324909349045e-11,2.449427554934398e-15,4.5680712534278125e-17,3.0868204376865435e-11,1.7814666229201447e-20,5.9118984901645074e-15,1.9150667343023182e-10,1.3866446476459303e-15,1.8172350800088166e-07,2.0237341444222689e-12,4.4865415938860234e-08,1.7269958242811983e-05,3.4825970523666766e-06,2.582132056144835e-05,9.7263585375538651e-06,1.4628635610955983e-07,2.4986010988636594e-07,1.0357375377680612e-07,2.5457723543875618e-06,6.8529118045668342e-10,5.7015781141390055e-06,0.00042449412215154569,1.4804952543140518e-05
3.3126735137800926e-07,0.5037260327697827,154.0,0.0,0.0,0.0,0.94958090775203308,0.99994118431148327,18.990936733184085,0.0042003863164713088,0.015403965497103591,0.0082483979671623114,0.0046132507387269582,9.9848116674946566e-09,7.3181657910455164e-09,0.0016621798004890309,4.0080543596822264e-12,0.0018603328378301841,6.6421338101676152e-05,9.7384640887384634e-11,0.0066347330235771943,9.0725655402090258e-13,1.8121182289361576e-06,0.00092406226599482742,0.00099457064268270606,4.7845698069272182e-07,3.2213641075644817e-07,0.0032094054449104993,1.3730720644905487e-06,3.0609684039635388e-06,3.1379268560098172e-06,0.0030546512541187627,0.00053648832620397779,0.00026958078095767614,1.404302108366509e-12,7.5366427874101607e-08,6.5572204784144151e-08,5.456146780224059e-05,3.2791374156734804e-08,1.9622414056817093e-09,1.7456086501931105e-11,7.7165840420807894e-05,1.5094864023010383e-07,2.2078459685539165e-06,8.9413790192757275e-07,1.67162722635597e-07,0.0003674163105821033,2.7344249388397802e-07,2.7514236988564979e-07,5.2196003314128093e-14,6.7763618041303003e-07,2.1359552701760453e-07,1.5177279462998029e-07,8.4849455259132701e-08,1.9034842947358063e-11,8.4419430210889476e-11,4.0220556994511636e-07,5.8487045029596844e-14,1.6940884830965498e-10,7.3021179623699493e-12,2.9178006784001163e-08,3.140334556315255e-11,2.3624313762760333e-11,7.527846964613329e-11,2.607567373520349e-15,4.9720337431472847e-17,3.3587487074019502e-11,1.9384019374640525e-20,6.4326973011963473e-15,2.0930192762728962e-10,1.4761691296365138e-15,1.9776933133358218e-07,2.2024258576405966e-12,5.0755387106549592e-08,1.7600105176514668e-05,3.5994341643956098e-06,2.6816591294845215e-05,1.0533775409573617e-05,1.5382678707782641e-07,2.6578247157945212e-07,1.1195568450162573e-07,2.5674454808228573e-06,6.9112920173559039e-10,5.7511014950127901e-06,0.00043974075929759077,1.4957228285507828e-05
3.3803217939544313e-07,0.5037256060126094,154.0,0.0,0.0,0.0,0.948571741255816,0.99993889479371834,18.990711948419431,0.0042725558418880158,0.015589739105083942,0.0083097343438305223,0.0046475181679806006,1.0105118604111073e-08,7.3110878756307752e-09,0.0016951366679844699,4.0037948023087885e-12,0.0018974138313721601,6.7221656242775411e-05,9.8108018282100853e-11,0.0068720962471052575,9.1818818985076785e-13,1.8256333897584782e-06,0.00095252246460426307,0.0010281274499337886,4.9318757356969786e-07,3.3205429244116569e-07,0.0033634974216122265,1.4738291812731015e-06,3.3335058563082412e-06,3.4193131487691553e-06,0.0031983939116143061,0.00054767956199883411,0.00028627371489648812,1.4716854466780026e-12,7.6881553804113066e-08,6.6883250936685572e-08,5.8323891742080145e-05,3.4367918634781712e-08,2.0988737534665408e-09,1.8277826455075649e-11,7.8000365881429943e-05,1.5816295631539358e-07,2.3483848270233039e-06,9.5114052438930833e-07,1.7830650348907961e-07,0.00038230944059340735,2.921457380430274e-07,3.0365829345114897e-07,5.5675611934978396e-14,7.4775734194558545e-07,2.3363055607409838e-07,1.6126808208426934e-07,9.0160579524286055e-08,2.0225713835956599e-11,8.9978982644248292e-11,4.2870888979575291e-07,6.2333093881888965e-14,1.8007287727800812e-10,7.7617962832643338e-12,3.1699826558997279e-08,3.4117127732822088e-11,2.5665855626211294e-11,8.1783769030860479e-11,2.7707872116861301e-15,5.4016993329917331e-17,3.6478954539209473e-11,2.105274383868253e-20,6.9864730544881408e-15,2.2823748994713547e-10,1.5685694598822576e-15,2.1469560554136232e-07,2.390922571137722e-12,5.7224500642274469e-08,1.7919892633142626e-05,3.7152796219239248e-06,2.7807263634010645e-05,1.1380542390816696e-05,1.6147316633074945e-07,2.8222800192072053e-07,1.2075483558997114e-07,2.5880417706499209e-06,6.9667723013218551e-10,5.7981823554611945e-06,0.00045511598291570702,1.5102467888734366e-05
3.44797007412877e-07,0.5037251777545092,154.0,0.0,0.0,0.0,0.94756433262228412,0.99993658240735483,18.990486043719834,0.0043442319978719088,0.015770728675375587,0.0083678630595991725,0.0046799896608626067,1.0222321388507123e-08,7.3040226662451764e-09,0.0017280548365294242,3.9995426645862518e-12,0.0019344591220753606,6.8001324671958753e-05,9.8793483881024787e-11,0.0071120120170412218,9.2883776893315147e-13,1.8384424848774442e-06,0.00098099573548339242,0.0010619270464221457,5.0792458273875954e-07,3.4197649488091472e-07,0.0035207616969931206,1.5787165418472786e-06,3.6225740255506696e-06,3.7180072890965549e-06,0.0033446565168744869,0.00055861070685839893,0.00030348136298501751,1.540454232339242e-12,7.8395220513863535e-08,6.8192757306835752e-08,6.2240076289824732e-05,3.5976988967894326e-08,2.2411587440059339e-09,1.9113983883219974e-11,7.8799864291058294e-05,1.6550790968462705e-07,2.4936040438121366e-06,1.0100448585217136e-06,1.8984835557078203e-07,0.00039737615908600436,3.1154169645652636e-07,3.3427644774206008e-07,5.9279516985312287e-14,8.2303892051054873e-07,2.5498564730481293e-07,1.7105468791676819e-07,9.5634724606053927e-08,2.1453121163110675e-11,9.5723348964366553e-11,4.560940049619764e-07,6.6307065763779333e-14,1.9108923305227016e-10,8.2366628976109503e-12,3.4377582348146831e-08,3.6998673934340838e-11,2.7833604124487243e-11,8.8691218196422423e-11,2.9390169554750113e-15,5.8579263326433615e-17,3.9548313282594479e-11,2.2824132963989281e-20,7.5743186648198895e-15,2.4834978794189773e-10,1.6638059461940004e-15,2.3251474179085587e-07,2.5893624999593284e-12,6.4309253836107177e-08,1.8229421399125309e-05,3.830016261990778e-06,2.879211684202648e-05,1.2266846166765864e-05,1.6921589256877723e-07,2.9919197538251673e-07,1.299760828137395e-07,2.6075922337431942e-06,7.0194361400173965e-10,5.8428903582968609e-06,0.00047061338267162756,1.5240852844288761e-05
3.515618354303109e-07,0.5037247480382521,154.0,0.0,0.0,0.0,0.9465586905793435,0.9999342481724296,18.99025906260735,0.0044154176436169189,0.01594701611433013,0.0084228826118796299,0.0047107204211503479,1.0336473216128469e-08,7.2969702307276243e-09,0.0017609343717593568,3.9952979830119153e-12,0.0019714687691375402,6.8760697258496396e-05,9.9442203020552911e-11,0.0073544022467430525,9.3921012479234017e-13,1.8505671742312045e-06,0.0010094662916338832,0.0010959566062324088,5.2265983277872077e-07,3.5189751366380844e-07,0.0036811308686720873,1.6877173330004985e-06,3.9286445889995738e-06,4.0345273158604654e-06,0.0034933553166801496,0.00056927984369540803,0.00032119671601678513,1.6105789360159481e-12,7.9907430414628504e-08,6.9500726499326392e-08,6.6311050290775202e-05,3.7617895312845534e-08,2.3891363207642161e-09,1.9964079966293037e-11,7.9565433459910978e-05,1.7297928820379691e-07,2.6434660779994064e-06,1.0708356925782722e-06,2.017859621089138e-07,0.00041260942496482714,3.3162708543161922e-07,3.670826338854506e-07,6.3006995061008476e-14,9.0369104218561725e-07,2.7770746208628806e-07,1.8112822865918175e-07,1.0126943424711917e-07,2.2716515169401011e-11,1.0165020986599137e-10,4.8434987205634943e-07,7.0407365100043391e-14,2.0245391085177171e-10,8.7265451964799841e-12,3.7216257566633337e-08,4.0053341555575706e-11,3.0131589549140855e-11,9.6013659259430593e-11,3.1121811199427037e-15,6.3415629452807164e-17,4.280120130151541e-11,2.4701440553084517e-20,8.1973139253512095e-15,2.696746328498954e-10,1.7618358558144602e-15,2.512377951260787e-07,2.7978687569071994e-12,7.204686396313205e-08,1.8528811471949599e-05,3.9435353453206361e-06,2.9770004704981631e-05,1.3192806889619407e-05,1.7704541715444411e-07,3.1666915862812486e-07,1.3962374147368078e-07,2.6261278121662025e-06,7.0693668366521345e-10,5.8852950712523157e-06,0.00048622673360522456,1.5372565963511433e-05
