Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128)
3.810660534285769e-12,0.978707481130088,154.0,0.0,0.0,0.0,0.99997381701449917,1.0,18.999999985256419,1.085842749899892e-06,3.1750807969220649e-06,3.164742468556603e-06,1.2483822368537721e-08,4.3212110131216701e-13,2.2041679297310322e-06,5.989367431679416e-06,1.2186642440697558e-08,1.0536633741801017e-05,2.2593345862979191e-09,1.1869625250141755e-16,1.058781138752527e-10,1.5148501827570649e-17,1.1256505657357278e-10,1.7075442011474546e-12,1.7075442011474546e-12
3.877431512782762e-12,0.9787074811274232,154.0,0.0,0.0,0.0,0.99997335910823149,1.0,18.999999984779887,1.1048686735464618e-06,3.2307049988606409e-06,3.2199824366897049e-06,1.2912187653297912e-08,4.3969154933861518e-13,2.2042224621113484e-06,6.1080507879665174e-06,1.2190569501548862e-08,1.0745424817406042e-05,2.3074927462093186e-09,1.2276916777173403e-16,1.0859519043312965e-10,1.5471395623074643e-17,1.165083804851136e-10,1.798467613584028e-12,1.798467613584028e-12
3.944202491279755e-12,0.9787074811247208,154.0,0.0,0.0,0.0,0.99997290120271454,1.0,18.999999984296547,1.1238945841235044e-06,3.286329132503005e-06,3.2752154979631139e-06,1.3347339010598334e-08,4.4726198806840661e-13,2.204269215015668e-06,6.2267368528901388e-06,1.2194123595839901e-08,1.0954220680605682e-05,2.3556682157237971e-09,1.2690660556769724e-16,1.113333102957521e-10,1.5794405477916569e-17,1.205183479022663e-10,1.8925479891917783e-12,1.8925479891917783e-12
4.0109734697767484e-12,0.9787074811219801,154.0,0.0,0.0,0.0,0.99997244329789359,1.0,18.999999983806429,1.1429204816310374e-06,3.3419531994427125e-06,3.330441673387262e-06,1.3789255438900411e-08,4.5483241772158072e-13,2.204309279750966e-06,6.3454252377010758e-06,1.2197340095053214e-08,1.1163020647505711e-05,2.4038594013858756e-09,1.3110836620502657e-16,1.1409242878899277e-10,1.6117520708131441e-17,1.2459489715185804e-10,1.9898382100901495e-12,1.9898382100901495e-12
4.077744448273742e-12,0.9787074811192019,154.0,0.0,0.0,0.0,0.9999719853937209,1.0,18.999999983309557,1.1619463660690759e-06,3.3975772011270042e-06,3.3856609839076077e-06,1.4237916001607959e-08,4.6240283849163118e-13,2.2043435945402696e-06,6.4641156081822353e-06,1.2200251016114209e-08,1.1371824130145715e-05,2.4520648560527645e-09,1.3537425061687386e-16,1.1687250547193417e-10,1.6440731610731997e-17,1.2873796663624529e-10,2.0903911094677931e-12,2.0903911094677931e-12
4.144515426770735e-12,0.9787074811163861,154.0,0.0,0.0,0.0,0.99997152749015339,1.0,18.999999982805953,1.1809722374376348e-06,3.4532011388702369e-06,3.440873450404836e-06,1.4693299826866364e-08,4.6997325055703114e-13,2.2043729659926888e-06,6.5828076770004952e-06,1.2202885339522597e-08,1.1580630623044374e-05,2.5002832654600584e-09,1.3970406035190756e-16,1.1967350373541144e-10,1.6764029373704326e-17,1.3294749483316979e-10,2.1942594716424716e-12,2.1942594716424716e-12
4.278057383764721e-12,0.9787074811106418,154.0,0.0,0.0,0.0,0.99997061168468737,1.0,18.999999981778611,1.2190239409663705e-06,3.5644488271958377e-06,3.5512779345300105e-06,1.5624154100126108e-08,4.8511404921748497e-13,2.2044195490475398e-06,6.8201959584743786e-06,1.2207426566035929e-08,1.1998250966296233e-05,2.5967542865232222e-09,1.4855466505301327e-16,1.2533813566562691e-10,1.7410854222680317e-17,1.4156568165166198e-10,2.4121534776578686e-12,2.4121534776578686e-12
4.398245145059309e-12,0.9787074811053444,154.0,0.0,0.0,0.0,0.99996978746149789,1.0,18.999999980831184,1.2532704294447473e-06,3.6645715388828386e-06,3.6506187718395255e-06,1.6484708436018016e-08,4.9874073972648988e-13,2.2044505637290363e-06,7.0338490841463885e-06,1.2210805868513433e-08,1.2374115812677242e-05,2.6836116391410241e-09,1.5673685556241225e-16,1.3050755528447534e-10,1.7993220756455359e-17,1.4954872293228116e-10,2.6201254996228286e-12,2.6201254996228286e-12
4.518432906353897e-12,0.9787074810999267,154.0,0.0,0.0,0.0,0.99996896323979068,1.0,18.999999979862267,1.2875168755782127e-06,3.7646940589455827e-06,3.7499377563112114e-06,1.736672448144247e-08,5.1236740414909058e-13,2.2044737918511086e-06,7.2475047807641428e-06,1.2213628625000341e-08,1.2749985254858591e-05,2.7704954215877717e-09,1.6512310573894407e-16,1.3574433164653374e-10,1.8575764499861686e-17,1.5774613707774584e-10,2.8396582953963395e-12,2.8396582953963395e-12
4.638620667648485e-12,0.9787074810943899,154.0,0.0,0.0,0.0,0.99996813901944148,1.0,18.99999997887199,1.3217632793668318e-06,3.8648163916163347e-06,3.8492350074054408e-06,1.8270082826452449e-08,5.2599404307483652e-13,2.2044910932455223e-06,7.4611623858120116e-06,1.221598626868312e-08,1.3125858127331445e-05,2.8574014020107988e-09,1.7371228022345126e-16,1.4104834914909273e-10,1.915845707873572e-17,1.6615756799724587e-10,3.0710579438803293e-12,3.0710579438803293e-12
4.7588084289430725e-12,0.9787074810887345,154.0,0.0,0.0,0.0,0.99996731480035084,1.0,18.999999977860472,1.3560096408106671e-06,3.9649385404521915e-06,3.9485106439184685e-06,1.9194664724924935e-08,5.3962065697591364e-13,2.2045038806483719e-06,7.6748213960403669e-06,1.2217955181878079e-08,1.3501733544770428e-05,2.9443260237017536e-09,1.8250324996802935e-16,1.4641951118263058e-10,1.9741274645627667e-17,1.7478266038002407e-10,3.3146300156894703e-12,3.3146300156894703e-12
4.87899619023766e-12,0.9787074810829604,154.0,0.0,0.0,0.0,0.99996649058243614,1.0,18.999999976827826,1.3902559599097774e-06,4.0650605084432758e-06,4.0477647839861262e-06,2.0140352090870201e-08,5.5324724625257397e-13,2.2045132280994149e-06,7.8884814288511943e-06,1.221959918494341e-08,1.3877610834102523e-05,3.0312662969123152e-09,1.9149489220136417e-16,1.5185773698998637e-10,2.0324197154545942e-17,1.8362105969274275e-10,3.5706795742640355e-12,3.5706795742640355e-12
4.999183951532248e-12,0.9787074810770693,154.0,0.0,0.0,0.0,0.99996566636563022,1.0,18.999999975774184,1.4245022366642199e-06,4.1651822981036018e-06,4.1469975450874995e-06,2.1107027494761858e-08,5.6687381126795928e-13,2.2045199536628775e-06,8.1021421928309771e-06,1.2220971614559477e-08,1.4253489482668062e-05,3.1182197079824066e-09,2.0068609039442764e-16,1.5736295904371931e-10,2.090720775167387e-17,1.9267241217686467e-10,3.8395111769789702e-12,3.8395111769789702e-12
5.119371712826836e-12,0.9787074810710613,154.0,0.0,0.0,0.0,0.99996484214987791,1.0,18.999999974699662,1.4587484710740488e-06,4.265303911547428e-06,4.2462090440485836e-06,2.2094574159887236e-08,5.805003522979964e-13,2.2045246816934331e-06,8.3158034655701119e-06,1.2222117058804501e-08,1.4629369099200202e-05,3.2051841429984782e-09,2.1007573422466363e-16,1.629351208565652e-10,2.1490292263361957e-17,2.0193636484604953e-10,4.1214288762492401e-12,4.1214288762492401e-12
5.239559474121424e-12,0.9787074810649373,154.0,0.0,0.0,0.0,0.9999640179351339,1.0,18.999999973604368,1.492994663139317e-06,4.3654253505527225e-06,4.3453993970459102e-06,2.310287595871826e-08,5.9412686957104413e-13,2.2045278883484882e-06,8.5294650774503357e-06,1.2223072789419648e-08,1.5005249385303552e-05,3.2921578243319603e-09,2.1966271954183287e-16,1.6857417517401743e-10,2.2073438770759316e-17,2.1141256548356335e-10,4.4167362206314224e-12,4.4167362206314224e-12
5.359747235416012e-12,0.9787074810586983,154.0,0.0,0.0,0.0,0.99996319372136055,1.0,18.999999972488435,1.5272408128600756e-06,4.4655466166144212e-06,4.4445687196101614e-06,2.4131817409302604e-08,6.0775336331845274e-13,2.204529936092407e-06,8.7431268993535241e-06,1.2223869956787763e-08,1.5381130113831239e-05,3.3791392573653284e-09,2.2944594833470827e-16,1.7428008246634509e-10,2.2656637252659799e-17,2.2110066263970206e-10,4.7257362559216005e-12,4.7257362559216005e-12
5.4799349967106e-12,0.9787074810523446,154.0,0.0,0.0,0.0,0.99996236950852757,1.0,18.999999971351968,1.5614869202363741e-06,4.5656677109894159e-06,4.5437171266297646e-06,2.518128367167481e-08,6.2137983370041596e-13,2.2045311006196355e-06,8.9567888330710449e-06,1.2224534592871952e-08,1.5757011112012899e-05,3.4661271855332272e-09,2.3942432869553227e-16,1.800528096629523e-10,2.3239879283849424e-17,2.3100030562922737e-10,5.0487315262495913e-12,5.0487315262495913e-12
5.6001227580051875e-12,0.9787074810458763,154.0,0.0,0.0,0.0,0.9999615452966093,1.0,18.999999970195088,1.5957329852682627e-06,4.6657886347345304e-06,4.6428447323544654e-06,2.6251160544287347e-08,6.3500628083721518e-13,2.2045315919045119e-06,9.1704508038053048e-06,1.2225088454395134e-08,1.6132892248263257e-05,3.5531205523205812e-09,2.4959677478624852e-16,1.858923290883414e-10,2.3823157780458611e-17,2.4111114452881527e-10,5.3860240751695309e-12,5.3860240751695309e-12
5.720310519299775e-12,0.9787074810392945,154.0,0.0,0.0,0.0,0.9999607210855852,1.0,18.999999969017896,1.6299790079557893e-06,4.7659093887384867e-06,4.7419516503988681e-06,2.7341334460461474e-08,6.4863270488613899e-13,2.2045315701424521e-06,9.3841127544911368e-06,1.222554972738865e-08,1.6508773422192242e-05,3.6401184693157794e-09,2.5996220680633275e-16,1.9179861757301851e-10,2.4406466785866274e-17,2.5143283017451673e-10,5.7379154467468146e-12,5.7379154467468146e-12
5.840498280594363e-12,0.9787074810326,154.0,0.0,0.0,0.0,0.99995989687543774,1.0,18.999999967820528,1.6642249882990021e-06,4.8660299737486652e-06,4.8410379937459827e-06,2.8451692484857905e-08,6.6225910594193918e-13,2.2045311575654433e-06,9.5977746415868359e-06,1.2225933613618538e-08,1.6884654557200464e-05,3.7271201894463718e-09,2.7051955095748188e-16,1.9777165571346146e-10,2.4989801290959047e-17,2.6196501415923072e-10,6.1047066866414239e-12,6.1047066866414239e-12
5.960686041888951e-12,0.9787074810257936,154.0,0.0,0.0,0.0,0.99995907266615269,1.0,18.999999966603077,1.6984709262979478e-06,4.966150390393544e-06,4.9401038747507259e-06,2.9582122309967051e-08,6.7588548405249648e-13,2.204530447296901e-06,9.8114364319198544e-06,1.222625281921767e-08,1.7260535594930159e-05,3.8141250845362427e-09,2.8126773941003824e-16,2.038114272554968e-10,2.5573157083809938e-17,2.7270734883018946e-10,6.4866983431876398e-12,6.4866983431876398e-12
6.080873803183539e-12,0.9787074810188753,154.0,0.0,0.0,0.0,0.99995824845771797,1.0,18.999999965365667,1.7327168219526735e-06,5.0662706392015871e-06,5.0391494051434189e-06,3.073251225261882e-08,6.8951183933515806e-13,2.2045295101956764e-06,1.0025098100248812e-05,1.2226517963557348e-08,1.7636416490976163e-05,3.9011326264169374e-09,2.9220571027215263e-16,2.0991791857832905e-10,2.6156530623231459e-17,2.8365948728645446e-10,6.8841904684701783e-12,6.8841904684701783e-12
6.201061564478127e-12,0.9787074810118463,154.0,0.0,0.0,0.0,0.99995742425012435,1.0,18.999999964108408,1.7669626752632254e-06,5.16639072061718e-06,5.1381746960332536e-06,3.1902751250511782e-08,7.0313817185173083e-13,2.204528400204577e-06,1.0238759627358207e-05,1.2226737922032391e-08,1.8012297211534199e-05,3.9881423710036144e-09,3.0333240755472304e-16,2.16091118261967e-10,2.6739918931618661e-17,2.9482108337642561e-10,7.2974826193967496e-12,7.2974826193967496e-12
6.321249325772715e-12,0.9787074810047072,154.0,0.0,0.0,0.0,0.99995660004336329,1.0,18.999999962831399,1.8012084862296498e-06,5.2665106350140244e-06,5.2371798579117561e-06,3.3092728858761644e-08,7.1676448159614099e-13,2.2045271584507506e-06,1.0452420998597787e-05,1.2226920112950601e-08,1.838817773083122e-05,4.0751539448896843e-09,3.1464678113773073e-16,2.2233101672518641e-10,2.7323319505204198e-17,3.0619179169536086e-10,7.7268738587670728e-12,7.7268738587670728e-12
6.4414370870673025e-12,0.978707480997458,154.0,0.0,0.0,0.0,0.99995577583742823,1.0,18.999999961534773,1.8354542548519929e-06,5.3666303827064016e-06,5.3361650006562074e-06,3.4302335246468922e-08,7.3039076866537567e-13,2.2045258163120316e-06,1.0666082202790223e-05,1.2227070736989433e-08,1.8764058029203799e-05,4.1621670340880458e-09,3.261477867409596e-16,2.2863760592334977e-10,2.7906730238909166e-17,3.1777126758290799e-10,8.1726627563383538e-12,8.1726627563383538e-12
6.681812609656478e-12,0.9787074809826332,154.0,0.0,0.0,0.0,0.99995412742801471,1.0,18.999999958883048,1.9039456650646157e-06,5.5668693789892376e-06,5.5340756652013383e-06,3.6779998086168796e-08,7.5764327488705417e-13,2.2045229194293835e-06,1.1093404078491083e-05,1.2227297083217792e-08,1.9515817907685121e-05,4.3361967481030869e-09,3.4970554587896517e-16,2.4145083066065463e-10,2.9073575412319033e-17,3.4155514712967331e-10,9.1146253462594481e-12,9.1146253462594481e-12
6.898150579986736e-12,0.9787074809689221,154.0,0.0,0.0,0.0,0.99995264386232041,1.0,18.999999956430457,1.9655877894396736e-06,5.7470839077540395e-06,5.7121278876866083e-06,3.9075935694763668e-08,7.8217045317469177e-13,2.2045201545923499e-06,1.14779931291813e-05,1.2227436502050239e-08,2.0192400926402628e-05,4.4928264364823296e-09,3.7153545276624731e-16,2.5321075792953743e-10,3.0123755819478968e-17,3.6367118132806218e-10,1.002145686276226e-11,1.002145686276226e-11
7.113344785241098e-12,0.9787074809549395,154.0,0.0,0.0,0.0,0.99995116814273577,1.0,18.999999953929404,2.0269038797195971e-06,5.926345120945363e-06,5.8891760775974409e-06,4.142116260465471e-08,8.0656788531559337e-13,2.204517318370356e-06,1.1860548260793148e-05,1.2227532238806138e-08,2.0865406035335882e-05,4.6486298955942287e-09,3.9383400659218681e-16,2.6512280138771891e-10,3.1168396473771226e-17,3.8633606089615239e-10,1.0980783182909219e-11,1.0980783182909219e-11
7.328538990495461e-12,0.9787074809406188,154.0,0.0,0.0,0.0,0.9999496924257244,1.0,18.999999951367695,2.0882198342524979e-06,6.1056058033351841e-06,6.0661623622114932e-06,4.3827044360373139e-08,8.3096524520133637e-13,2.2045144292645766e-06,1.2243102761083896e-05,1.222759689954416e-08,2.1538410267494998e-05,4.8044345937904957e-09,4.1670927158997711e-16,2.77248550953692e-10,3.2213045436018002e-17,4.0966299162922713e-10,1.1998946226327604e-11,1.1998946226327604e-11
7.543733195749824e-12,0.9787074809259622,154.0,0.0,0.0,0.0,0.99994821671127787,1.0,18.999999948745927,2.1495356530386348e-06,6.2848659553706879e-06,6.2430873447635056e-06,4.6292977982156777e-08,8.5536253289760085e-13,2.2045115059136995e-06,1.2625656623415138e-05,1.2227638855292411e-08,2.2211413611201188e-05,4.9602400855363614e-09,4.4015551457943015e-16,2.8958799480268624e-10,3.3257699718965903e-17,4.3365002880047735e-10,1.3077637397332286e-11,1.3077637397332286e-11
7.758927401004186e-12,0.9787074809109738,154.0,0.0,0.0,0.0,0.99994674099938918,1.0,18.999999946064708,2.2108513360782633e-06,6.4641255773835759e-06,6.4199516224983091e-06,4.8818366477700237e-08,8.7975974844938414e-13,2.2045085605776192e-06,1.3008209843420736e-05,1.2227664249533144e-08,2.2884416058773056e-05,5.1160460407857505e-09,4.6416705930950339e-16,3.021411239210102e-10,3.4302357109685613e-17,4.5829523510021808e-10,1.421854313441762e-11,1.421854313441762e-11
7.974121606258549e-12,0.9787074808956564,154.0,0.0,0.0,0.0,0.99994526529005412,1.0,18.999999943324624,2.2721668833716415e-06,6.6433846696222532e-06,6.596755786731061e-06,5.1402618781945802e-08,9.0415689189030682e-13,2.2045056018999832e-06,1.3390762418022738e-05,1.2227677639128102e-08,2.3557417604795432e-05,5.2718522127747458e-09,4.8873828588590366e-16,3.1490793129723394e-10,3.5347015953647217e-17,4.8359668059212779e-10,1.5423344929411847e-11,1.5423344929411847e-11
8.189315811512912e-12,0.9787074808800129,154.0,0.0,0.0,0.0,0.99994378958326924,1.0,18.999999940526259,2.3334822949190254e-06,6.8226432322708606e-06,6.7735004229049874e-06,5.4045149699356356e-08,9.2855396324525902e-13,2.2045026355011193e-06,1.3773314345220179e-05,1.2227682362199118e-08,2.4230418245747762e-05,5.4276584190099126e-09,5.138636302222142e-16,3.2788841145793855e-10,3.6391675027248641e-17,5.0955244267120182e-10,1.6693719345932406e-11,1.6693719345932406e-11
8.404510016767275e-12,0.9787074808640476,154.0,0.0,0.0,0.0,0.99994231387903176,1.0,18.9999999376702,2.3947975707206715e-06,7.0019012654629048e-06,6.950186110643788e-06,5.6745379851544365e-08,9.5295096253223727e-13,2.2044996645417333e-06,1.4155865623888254e-05,1.2227680801053581e-08,2.4903417979650906e-05,5.583464527627621e-09,5.3953758354194536e-16,3.4108256013591488e-10,3.7436333446356053e-17,5.3616060602554188e-10,1.8031338036193473e-11,1.8031338036193473e-11
8.619704222021637e-12,0.9787074808477635,154.0,0.0,0.0,0.0,0.99994083817734036,1.0,18.99999993475701,2.4561127107768366e-06,7.1811587692968086e-06,7.1268134238189032e-06,5.9502735610018893e-08,9.7734788976446495e-13,2.2044966907379748e-06,1.4538416253416754e-05,1.2227674683565793e-08,2.5576416805430953e-05,5.7392704418462775e-09,5.6575469173908914e-16,3.5449037388983263e-10,3.848099056205757e-17,5.63419262587218e-10,1.9437867762659232e-11,1.9437867762659232e-11
9.050092632530361e-12,0.9787074808142497,154.0,0.0,0.0,0.0,0.99993788678159023,1.0,18.999999928761532,2.5787425836537468e-06,7.539672189154336e-06,7.4798951935152273e-06,6.5186557868848143e-08,1.0261415280999563e-12,2.2044907379505188e-06,1.5303515563865023e-05,1.2227653305078064e-08,2.6922411730526711e-05,6.0508814295154596e-09,6.197968267227256e-16,3.8194698587123922e-10,4.0570299156252656e-17,6.1988045905155876e-10,2.2464303026744101e-11,2.2464303026744101e-11
9.416060578545827e-12,0.9787074807847774,154.0,0.0,0.0,0.0,0.99993537715825909,1.0,18.999999923488826,2.6830168107469392e-06,7.8445217157233925e-06,7.7799491876464196e-06,7.0194254610975884e-08,1.0676315162325794e-12,2.2044856739683182e-06,1.5954092893868423e-05,1.2227629412580806e-08,2.8066935501053534e-05,6.3158494334766488e-09,6.6741032156564985e-16,4.0596622054205731e-10,4.2346872992781615e-17,6.6992019798503048e-10,2.5269707941154652e-11,2.5269707941154652e-11
9.782028524561293e-12,0.9787074807544246,154.0,0.0,0.0,0.0,0.99993286754228028,1.0,18.999999918058482,2.787290645243579e-06,8.149369711911738e-06,8.0798419333831999e-06,7.5359590753595475e-08,1.1091212960518055e-12,2.2044806097979644e-06,1.6604668343596692e-05,1.2227602717980342e-08,2.9211456640111095e-05,6.5808162804700619e-09,7.1652266455773526e-16,4.3060338231665869e-10,4.4123439072010001e-17,7.2181561884222334e-10,2.829688547092646e-11,2.829688547092646e-11
1e-11,0.9787074807232061,154.0,0.0,0.0,0.0,0.99993137281186695,1.0,18.999999914750344,2.8493962299834645e-06,8.3309372566108283e-06,8.2583833184863877e-06,7.8509890670961933e-08,1.1338326195370007e-12,2.2044775936644463e-06,1.6992151906585285e-05,1.2227586023809802e-08,2.9893135203542847e-05,6.738630652734955e-09,7.4647591686346971e-16,4.455709597405098e-10,4.5181562621286135e-17,7.53602663875323e-10,3.0208573662923224e-11,3.0208573662923224e-11
1.014799647057676e-11,0.9787074807232061,154.0,0.0,0.0,0.0,0.99993035793365292,1.0,18.999999912473154,2.8915640871449259e-06,8.4542161778023342e-06,8.3795760879839969e-06,8.0679910165538292e-08,1.1506108675681744e-12,2.2044755457834796e-06,1.7255241912932791e-05,1.2227574474884736e-08,3.0355975147491527e-05,6.8457818955891649e-09,7.6710860098936924e-16,4.5585846341190318e-10,4.5899996891696196e-17,7.7555754799515336e-10,3.1553890050908624e-11,3.1553890050908624e-11
1.0513964416592226e-11,0.9787074806911366,154.0,0.0,0.0,0.0,0.99992784833237602,1.0,18.999999906735454,2.9958371364522396e-06,8.7590611134402263e-06,8.6791542639647642e-06,8.6152601439808993e-08,1.1921002307870417e-12,2.2044704815112269e-06,1.7905813602029554e-05,1.2227545268859912e-08,3.1500491023461759e-05,7.1107462418306163e-09,8.1914330139198573e-16,4.8173145688775811e-10,4.7676546203736043e-17,8.3113686992512558e-10,3.5048736320915832e-11,3.5048736320915832e-11
1.0879932362607692e-11,0.9787074806582311,154.0,0.0,0.0,0.0,0.99992533873844958,1.0,18.999999900847953,3.1001097931667783e-06,9.0639045188552079e-06,8.9785790298749435e-06,9.177509711791422e-08,1.2335893857116945e-12,2.204465416814637e-06,1.8556383410951822e-05,1.2227515437299483e-08,3.2645004268133898e-05,7.3757092974461272e-09,8.7260235416292548e-16,5.082223561174364e-10,4.9453086862309379e-17,8.8854452664683213e-10,3.8789399384619887e-11,3.8789399384619887e-11
1.1245900308623158e-11,0.9787074806245032,154.0,0.0,0.0,0.0,0.99992282915187303,1.0,18.999999894813179,3.2043820572898028e-06,9.3687463940705775e-06,9.2778529110345485e-06,9.7544872953091137e-08,1.2750783323446288e-12,2.2044603519327422e-06,1.9206951339619937e-05,1.2227485225180554e-08,3.378951488136586e-05,7.6406710471764675e-09,9.2746175856015665e-16,5.3533115459083659e-10,5.1229618765104415e-17,9.4777151715902841e-10,4.2783815057757949e-11,4.2783815057757949e-11
1.1611868254638624e-11,0.9787074805899671,154.0,0.0,0.0,0.0,0.99992031957264615,1.0,18.999999888633607,3.3086539288225714e-06,9.6735867391056355e-06,9.5769783902653514e-06,1.0345944717940384e-07,1.3165670706877621e-12,2.2044552871387067e-06,1.985751738794209e-05,1.2227454818893869e-08,3.4934022862994173e-05,7.9056314797555236e-09,9.8369791775277368e-16,5.6305784587184737e-10,5.3006141836582661e-17,1.008808896897924e-09,4.7039880116021046e-11,4.7039880116021046e-11
1.197783620065409e-11,0.9787074805546364,154.0,0.0,0.0,0.0,0.99991781000076896,1.0,18.99999988231167,3.4129254077663437e-06,9.9784255539746256e-06,9.875957908598052e-06,1.0951637980489545e-07,1.3580556007422703e-12,2.2044502224560505e-06,2.050808155591542e-05,1.2227424317416993e-08,3.6078528213011839e-05,8.1705905889698271e-09,1.0412876321002343e-15,5.9140242363472423e-10,5.4782656035083532e-17,1.0716477772065016e-09,5.1565452536844632e-11,5.1565452536844632e-11
1.2343804146669556e-11,0.9787074805185242,154.0,0.0,0.0,0.0,0.99991530043624099,1.0,18.999999875849777,3.5171964941223786e-06,1.0283262838688005e-05,1.0174793865976472e-05,1.1571327190765474e-07,1.3995439225089752e-12,2.2044451577604622e-06,2.1158643843589679e-05,1.2227393753120525e-08,3.7223030931504441e-05,8.4355483723941277e-09,1.1002080924593203e-15,6.2036488163783223e-10,5.6559161344346166e-17,1.1362793248044511e-09,5.636835174177298e-11,5.636835174177298e-11
1.2709772092685022e-11,0.9787074804816445,154.0,0.0,0.0,0.0,0.99991279087906293,1.0,18.999999869250281,3.6214671878919355e-06,1.0588098593254713e-05,1.047348862194829e-05,1.2204776494536016e-07,1.4410320359884792e-12,2.2044400929923319e-06,2.1809204250991619e-05,1.2227363135158084e-08,3.8367531018517055e-05,8.7005048291037003e-09,1.1604368736192007e-15,6.499452136688902e-10,5.833565775816985e-17,1.2026947612664197e-09,6.1456358836008999e-11,6.1456358836008999e-11
1.3441707984715954e-11,0.9787074804056325,154.0,0.0,0.0,0.0,0.99990777178675494,1.0,18.999999855647737,3.8300073976766533e-06,1.119776551198295e-05,1.1070463769939394e-05,1.3512031749875401e-07,1.5240076380877419e-12,2.2044299632283901e-06,2.3110319425004094e-05,1.2227301774129792e-08,4.0656523298139554e-05,9.2304137596335995e-09,1.2847315785998202e-15,7.1095947496690443e-10,6.1888623881095994e-17,1.3408424582750783e-09,7.2518630954684891e-11,7.2518630954684891e-11
1.4173643876746886e-11,0.9787074803267023,154.0,0.0,0.0,0.0,0.99990275272384477,1.0,18.999999841522122,4.0385460371305672e-06,1.1807426310231651e-05,1.1666901446613849e-05,1.487159511451153e-07,1.6069824070450545e-12,2.204419833772557e-06,2.4411427077780117e-05,1.2227240376256219e-08,4.2945505051559808e-05,9.7603173723516134e-09,1.4139997808515688e-15,7.7444515774489244e-10,6.5441554348828739e-17,1.4860217184930713e-09,8.4813760391266706e-11,8.4813760391266706e-11
1.490557976877782e-11,0.9787074802449515,154.0,0.0,0.0,0.0,0.99989773369033208,1.0,18.999999826890903,4.2470831062637558e-06,1.2417080988070332e-05,1.2262819142084313e-05,1.6281718324695208e-07,1.689956342865121e-12,2.2044097046924033e-06,2.5712527209339618e-05,1.2227179036743611e-08,4.5234476278797218e-05,1.02902156617869e-08,1.5480752540455741e-15,8.4040221227878512e-10,6.8994449124686584e-17,1.6381642375415364e-09,9.8402640575454032e-11,9.8402640575454032e-11
1.5637515660808752e-11,0.978707480160475,154.0,0.0,0.0,0.0,0.99989271468621632,1.0,18.999999811771001,4.4556186050862904e-06,1.3026729545561461e-05,1.2858233762673469e-05,1.7740711471761249e-07,1.772929445551945e-12,2.204399575537413e-06,2.7013619819887043e-05,1.2227117717532972e-08,4.7523436980195842e-05,1.0820108629472e-08,1.6867973203014713e-15,9.0883058901353676e-10,7.2547308218945058e-17,1.7972025408894054e-09,1.1334557415255956e-10,1.1334557415255956e-10
1.6369451552839684e-11,0.9787074800733648,154.0,0.0,0.0,0.0,0.99988769571149805,1.0,18.999999796178734,4.6641525336082398e-06,1.3636371982765767e-05,1.3453161650370168e-05,1.9246941057311722e-07,1.8559017151095036e-12,2.2043894461905579e-06,2.8314704909508064e-05,1.2227056356620171e-08,4.981238715589071e-05,1.1349996278605074e-08,1.8300106652726534e-15,9.7973023842516818e-10,7.610013165304757e-17,1.9630699687551722e-09,1.2970228013249415e-10,1.2970228013249415e-10
1.7101387444870617e-11,0.97870747998371,154.0,0.0,0.0,0.0,0.99988267676617659,1.0,18.999999780129894,4.8726848918396844e-06,1.4246008299747453e-05,1.4047618601662514e-05,2.0798828110675366e-07,1.9388731515424531e-12,2.2043793169250133e-06,2.9615782478149356e-05,1.2226994964664347e-08,5.21013268057724e-05,1.1879878608879665e-08,1.9775651591527934e-15,1.0531011108988519e-09,7.9652919424939322e-17,2.1357006613868366e-09,1.4753190091497226e-10,1.4753190091497226e-10
1.783332333690155e-11,0.9787074798915949,154.0,0.0,0.0,0.0,0.99987765785025151,1.0,18.99999976363975,5.0812156797906929e-06,1.4855638496572494e-05,1.4641619885761936e-05,2.2394846367243685e-07,2.0218437548558914e-12,2.2043691878642457e-06,3.0916852525810926e-05,1.2226933584866772e-08,5.4390255929825238e-05,1.2409755618143919e-08,2.1293156834705656e-15,1.1289431567795388e-09,8.3205671520192357e-17,2.3150295447129042e-09,1.6689300919234648e-10,1.6689300919234648e-10
1.856525922893248e-11,0.9787074797971037,154.0,0.0,0.0,0.0,0.99987263896372325,1.0,18.999999746723052,5.28974489747134e-06,1.5465262573305142e-05,1.5235180262213633e-05,2.4033520508150534e-07,2.1048135250548619e-12,2.2043590588656308e-06,3.2217915052587549e-05,1.2226872223935915e-08,5.6679174528200327e-05,1.2939627305935814e-08,2.2851219637169654e-15,1.2072563264590809e-09,8.6758387935708793e-17,2.500992316368527e-09,1.8784361472788223e-10,1.8784361472788223e-10
