Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506)
1.5447140762999134e-07,0.34912072679285944,154.0,0.0,0.0,0.0,0.96893779925819457,1.0,18.993561610065335,0.0020483342331579029,0.011072509651261728,0.0057046368061796455,0.0047036708599970459,1.0475419312761666e-08,6.9478664043416742e-09,0.00072971677002253764,3.7112717942592058e-12,0.00081002681832769688,6.9708969980931626e-05,1.0031701669902219e-10,0.0030438939417300006,9.6099300916670472e-13,1.2217500058597951e-06,0.00027125699746830223,0.00027946613121510033,2.0439781902529479e-07,1.3782704811898891e-07,0.0012930874494248366,1.1260441546648508e-07,1.6574060526110405e-07,1.675015510201524e-07,0.0013049732626637211,0.00029674979069006059,6.1759229804005987e-05,8.0570050139804578e-13,3.2054867438472361e-08,2.8125847446901879e-08,6.9749767200333421e-06,1.285434412996711e-08,2.3901612513162721e-10,7.1802662580151692e-12,3.9283394833127404e-07,5.9501362581432963e-08,3.8880752717931383e-07,2.3111952783724657e-07,2.369908314202693e-08,4.6752838403677205e-07,5.2738631683917832e-08,3.0547459835183128e-08,7.3355676855384771e-15,5.1411679096283179e-08,2.2086622202435203e-08,5.6524293095533408e-10,4.6468149212567024e-10,6.9313096063991193e-14,2.7391261491236592e-13,1.3134078176103587e-09,2.9856448139628054e-16,7.5862884384805078e-12,3.2910224510382533e-13,1.2548511497825524e-09,1.9719263596568223e-12,1.4868290748550444e-12,4.7172734235468316e-12
1.5734772488098914e-07,0.3491205052484082,154.0,0.0,0.0,0.0,0.96835714694053121,1.0,18.993428873971581,0.0020835069403683432,0.011225723179953602,0.0057721505861964093,0.004759366314913493,1.0620303248635703e-08,6.943968605078673e-09,0.00074306870411674738,3.7090477520387956e-12,0.00082488358854540924,7.0673120625528777e-05,1.0150485531586956e-10,0.0031489591855825131,9.7428458455258744e-13,1.2362680279352466e-06,0.00028015732322919082,0.00028893720063488405,2.1110307052918889e-07,1.423484854789959e-07,0.0013545715579602339,1.2171671089889141e-07,1.804839840758066e-07,1.8244035817639206e-07,0.0013687593319368495,0.00030490863178805612,6.579578168825536e-05,8.4397364718773867e-13,3.2653870496379797e-08,2.8649939388350212e-08,7.4568878986310163e-06,1.346716791900532e-08,2.5584475190693548e-10,7.5314378734560553e-12,4.153588697027365e-07,6.2483898536277397e-08,4.1478070386184143e-07,2.4661265908346696e-07,2.5427118916735038e-08,5.0590036522637913e-07,5.6771147249391993e-08,3.375883494623123e-08,7.8704459546796198e-15,5.6800391396558824e-08,2.4134654287212689e-08,6.1193549196200472e-10,5.030983005957536e-10,7.5038806447940114e-14,2.9789617283890148e-13,1.4284948013644664e-09,3.1654628676054059e-16,7.7302478085052355e-12,3.3534755102525789e-13,1.3009344120844325e-09,2.0443307597551167e-12,1.5414218732975421e-12,4.890497947245198e-12
1.6022404213198694e-07,0.3491202832291314,154.0,0.0,0.0,0.0,0.96777688104423187,1.0,18.993295640831015,0.0021185757318261918,0.011376784733322962,0.0058381833692924085,0.0048138382264279007,1.0763149172217587e-08,6.940073405514205e-09,0.00075641204585115461,3.7068251898882238e-12,0.00083973210363943247,7.1623709119110764e-05,1.0266659894698309e-10,0.0032553948768883436,9.8738919501385467e-13,1.2504680432665693e-06,0.00028914119911723954,0.00029851892053113803,2.1787118768680311e-07,1.4691231459675463e-07,0.0014175942604691624,1.3133774314234709e-07,1.9619448367859144e-07,1.9836347290259395e-07,0.0014341274798538479,0.00031305228480954793,6.9995432873006194e-05,8.8320354732972511e-13,3.325254071552179e-08,2.9173694061866696e-08,7.9608730510179885e-06,1.4095380829421465e-08,2.734611500455455e-10,7.8913271814294431e-12,4.3859556571503073e-07,6.5543157370530017e-08,4.4184744190562665e-07,2.6276061208500352e-07,2.7237393915559707e-08,5.4650315388953048e-07,6.1007129689401283e-08,3.7227387160363951e-08,8.4307797030013761e-15,6.2619285659198416e-08,2.6324568677751547e-08,6.6167072018964083e-10,5.4402046848998787e-10,8.1137627520157892e-14,3.2354264631021499e-13,1.5515674064964049e-09,3.3564619008026757e-16,7.8759437113176618e-12,3.4166816868389149e-13,1.3478822424974905e-09,2.1180927938449558e-12,1.5970383255742302e-12,5.0669706799046343e-12
1.6310035938298473e-07,0.34912006073378216,154.0,0.0,0.0,0.0,0.96719701478133846,1.0,18.993161915306775,0.0021535408601855086,0.011525701644257482,0.0059027466672270101,0.0048670961370710919,1.090396405186775e-08,6.9361809003066381e-09,0.00076974680102537599,3.704604158413881e-12,0.00085457236855900401,7.2560781829363711e-05,1.0380245110962593e-10,0.0033631791270555414,1.0003074797655432e-12,1.2643525077804484e-06,0.00029820555666547241,0.00030820884967617125,2.2469985672857931e-07,1.5151697525843037e-07,0.001482149425435319,1.4148155106996395e-07,2.1291182617371214e-07,2.1531173074742866e-07,0.0015010661839023247,0.00032117624347573908,7.4359865235425662e-05,9.2338636165793648e-13,3.3850878288741181e-08,2.9697111687784205e-08,8.4873740810531705e-06,1.4738922555314533e-08,2.9188167654366646e-10,8.2598708689393912e-12,4.6254317607010684e-07,6.8678644948851385e-08,4.7002224912936112e-07,2.7957214047748178e-07,2.9131425500433548e-08,5.8940947943317159e-07,6.5450806995381536e-08,4.0966953761966911e-08,9.0170385991312896e-15,6.8891421533471352e-08,2.8662724733088085e-08,7.1459334743938987e-10,5.8756727148823534e-10,8.7627307265445056e-14,3.5093741713610079e-13,1.6830360053649907e-09,3.5592280702958214e-16,8.0235390977842152e-12,3.4807116666184178e-13,1.3957054043225658e-09,2.1932293444229391e-12,1.6536911610543491e-12,5.2467319953177887e-12
1.6597667663398253e-07,0.34911983776176814,154.0,0.0,0.0,0.0,0.96661756066020088,1.0,18.993027702344097,0.0021884025780541483,0.011672482231373472,0.0059658526867171708,0.0049191501624452089,1.1042755788901597e-08,6.9322911790820745e-09,0.00078307297561643736,3.702384705526868e-12,0.00086940438840764779,7.3484391332552128e-05,1.0491262754317651e-10,0.0034722901600241106,1.0130401636128348e-12,1.2779240272669989e-06,0.00030734735503017244,0.0003180045663504992,2.3158678475902332e-07,1.5616092132561889e-07,0.0015482301217580735,1.5216192947555857e-07,2.3067619390228425e-07,2.3332647250587934e-07,0.0015695630329358829,0.0003292761652590703,7.889062492613879e-05,9.6451775267726469e-13,3.444888341544178e-08,3.0220192493768695e-08,9.0368233001254581e-06,1.5397724757967954e-08,3.1112234940030846e-10,8.6370007205304589e-12,4.8720030557962138e-07,7.1889821937129966e-08,4.993188484923199e-07,2.9705552680279068e-07,3.1110673540557023e-08,6.3469206214114188e-07,7.0106266940123011e-08,4.4991692575578745e-08,9.6296745159910555e-15,7.5640389117476815e-08,3.1155584702382065e-08,7.7085201003249046e-10,6.3386120704770103e-10,9.4526072470603445e-14,3.8016851303306296e-13,1.8233237052609477e-09,3.7743658092221641e-16,8.1732025255237691e-12,3.5456385679077953e-13,1.4444156633463732e-09,2.2697588687632524e-12,1.7113942964867401e-12,5.4298260345444863e-12
1.6885299388498033e-07,0.34911961431312644,154.0,0.0,0.0,0.0,0.96603853050616262,1.0,18.992893007155246,0.0022231611379653583,0.011817135759704346,0.0060275142920239071,0.0049700109603142686,1.1179533180363381e-08,6.9284043265821288e-09,0.0007963905757691857,3.7001668765221579e-12,0.00088422816843489996,7.4394596165795407e-05,1.0599735554991063e-10,0.0035827063211338211,1.0255880535359905e-12,1.2911853493450028e-06,0.00031656358255241355,0.00032790366946671172,2.3852970093366941e-07,1.6084262152900686e-07,0.0016158286508126153,1.6339240901751477e-07,2.4952819615982596e-07,2.5244951143166651e-07,0.001639604772412708,0.00033734787184782272,8.358912299816088e-05,1.0065929055323226e-12,3.5046556301243152e-08,3.0742936714432559e-08,9.6096431597804611e-06,1.6071711386303448e-08,3.3119883710697428e-10,9.022643867508261e-12,5.1256504478587549e-07,7.5176105975843333e-08,5.297501763290652e-07,3.1521858136004298e-07,3.3176539323073906e-08,6.8242355304383154e-07,7.4977453297029652e-08,4.9316071058602923e-08,1.0269121193618038e-14,8.2890290745527632e-08,3.380970902946099e-08,8.3059921907722217e-10,6.83027969935074e-10,1.0185262507846041e-13,4.1132660372388395e-13,1.9728663303712569e-09,4.0024977979004628e-16,8.3251081297509163e-12,3.611537928880729e-13,1.4940258214695238e-09,2.3477014517135004e-12,1.770162875807814e-12,5.6163008322409447e-12
1.7172931113597812e-07,0.34911939038849843,154.0,0.0,0.0,0.0,0.96545993548241993,1.0,18.992757835204543,0.0022578167923502819,0.011959672401404617,0.0060877449679029296,0.005019689699999207,1.1314305881815107e-08,6.9245204228130003e-09,0.00080969960778699043,3.6979507141584535e-12,0.00089904371402833698,7.5291460579441524e-05,1.0705687334227652e-10,0.0036944060855908152,1.0379520352766116e-12,1.304139355504116e-06,0.00032585125823307175,0.0003379037796317079,2.4552635757073294e-07,1.6556056021798364e-07,0.0016849365785174834,1.7518623702713005e-07,2.6950883573329891e-07,2.7272310023138689e-07,0.0017111773492274923,0.00034538734923524441,8.8456636327332035e-05,1.0496065479792158e-12,3.564389715764755e-08,3.126534459095917e-08,1.0206246008414723e-05,1.6760798997501484e-08,3.5212644902627422e-10,9.4167230349362252e-12,5.3863499071819807e-07,7.8536873839731946e-08,5.6132838225607952e-07,3.340686420651854e-07,3.5330364624202874e-08,7.3267647570359341e-07,8.0068162494576521e-08,5.3954854961437673e-08,1.0935793951652913e-14,9.0665722065465492e-08,3.6631751588180509e-08,8.9399132613311009e-10,7.3519642395636339e-10,1.0962613797748183e-13,4.4450499360655275e-13,2.1321123872174816e-09,4.2442649110331671e-16,8.4794355876972862e-12,3.6784876921428136e-13,1.5445497501278e-09,2.4270788581610551e-12,1.8300133097011222e-12,5.8062084422020893e-12
1.7460562838697592e-07,0.3491191659891038,154.0,0.0,0.0,0.0,0.96488178611099407,1.0,18.992622192193625,0.0022923697935114001,0.01210010319655477,0.0061465587829912871,0.0050681980321342296,1.1447084370220003e-08,6.9206395431954862e-09,0.00082300007812273089,3.6957362587386397e-12,0.00091385103070589424,7.6175054290072134e-05,1.0809142939787801e-10,0.003807368066535333,1.0501330699326409e-12,1.3167890532389338e-06,0.00033520743312212694,0.00034800254014794669,2.5257453119808666e-07,1.70313238066651e-07,0.0017555447673380483,1.8755635920630871e-07,2.9065947532825225e-07,2.9418989791081306e-07,0.0017842659560510913,0.00035339074745207384,9.3494308807516542e-05,1.0935529703176155e-12,3.6240906201718742e-08,3.1787416370738551e-08,1.0827033871537765e-05,1.7464897077078997e-08,3.7392012664275069e-10,9.8191567859353278e-12,5.6540726771535058e-07,8.197146357934106e-08,5.9406483066995241e-07,3.5361257527104109e-07,3.7573430936297382e-08,7.8552316996516283e-07,8.5382040696567089e-08,5.8923096597823819e-08,1.1630089450091411e-14,9.8991752476969167e-08,3.9628454861354681e-08,9.6118848444233348e-10,7.9049857003119096e-10,1.1786625024781795e-13,4.7979961106658134e-13,2.3015230139224637e-09,4.5003261418388085e-16,8.6363700767962723e-12,3.7465681866004514e-13,1.5960024234684106e-09,2.5079145851132024e-12,1.8909633148656915e-12,5.9996050619798154e-12
1.7748194563797371e-07,0.34911894111671554,154.0,0.0,0.0,0.0,0.96430409229376324,1.0,18.992486084047012,0.0023268203935968832,0.012238440014148349,0.0062039703536961709,0.0051155480588385089,1.1577879906999969e-08,6.9167617587152413e-09,0.00083629199337007757,3.6935235481902611e-12,0.00092865012410847929,7.7045452234665696e-05,1.0910128182331516e-10,0.0039215710227136187,1.062132190569305e-12,1.329137568289575e-06,0.00034462919162325144,0.00035819761795448228,2.5967202353638348e-07,1.7509917273677622e-07,0.0018276434081578208,2.0051540223576344e-07,3.1302180395457967e-07,3.1689293654178079e-07,0.0018588550750977659,0.00036135437996167219,9.8703152803618872e-05,1.1384260452394162e-12,3.6837583655772807e-08,3.2309152307014507e-08,1.1472398255057955e-05,1.8183908357716337e-08,3.9659443566742317e-10,1.022985976284485e-11,5.9287854824868705e-07,8.5479176640261045e-08,6.279701037554935e-07,3.7385677749853325e-07,3.9906958845976764e-08,8.4103573771217568e-07,9.0922581297733962e-08,6.4236122768106787e-08,1.2352385496797195e-14,1.0789390500171179e-07,4.2806645075734218e-08,1.0323546059239742e-09,8.4906951074567234e-10,1.2659306188771241e-13,5.1730899451614602e-13,2.481571913704761e-09,4.7713585036920037e-16,8.7961022268341528e-12,3.8158621067118159e-13,1.6483999512439897e-09,2.5902339133323224e-12,1.9530319529488582e-12,6.1965511564373923e-12
1.803582628889715e-07,0.34911871577363507,154.0,0.0,0.0,0.0,0.96372686333349078,1.0,18.992349516897789,0.0023611688445758757,0.012374695513338068,0.0062599948086450655,0.0051617523043551829,1.170670450133889e-08,6.912887136073052e-09,0.00084957536025506339,3.691312618145995e-12,0.00094344099999287261,7.7902734326393096e-05,1.1008669772798849e-10,0.004036993865757856,1.0739504988525437e-12,1.3411881370020388e-06,0.0003541136527148413,0.00036848670450865607,2.6681666241910652e-07,1.7991689949819901e-07,0.0019012220519532426,2.1407565731116527e-07,3.3663780333682657e-07,3.408755880156059e-07,0.0019349285212458607,0.00036927472273710844,0.00010408405084543092,1.1842192475530872e-12,3.7433929747080542e-08,3.2830552658543117e-08,1.2142719971011251e-05,1.8917729136190124e-08,4.2016355897615938e-10,1.0648742924835111e-11,6.2104507368552652e-07,8.9059279956177983e-08,6.6305400592148341e-07,3.9480717802959121e-07,4.2332107558197693e-08,8.9928599066258561e-07,9.6693122823282762e-08,6.9909522377616415e-08,1.3103040900187915e-14,1.1739813565537262e-07,4.6173227305128461e-08,1.1076573141076704e-09,9.1104741154617946e-10,1.3582712804198189e-13,5.5713427525152653e-13,2.6727452730398252e-09,5.0580569099045719e-16,8.9588280662832872e-12,3.8864544892133645e-13,1.7017596113883704e-09,2.6740639584656595e-12,2.0162396690980664e-12,6.3971115800963479e-12
1.832345801399693e-07,0.34911848996266676,154.0,0.0,0.0,0.0,0.96315010795480804,1.0,18.992212497073666,0.0023954153982146953,0.01250888310501274,0.0063146477537541759,0.0052068236862024397,1.1833570873797831e-08,6.9090157378349634e-09,0.00086285018562794495,3.689103502024191e-12,0.00095822366422491261,7.8746985212490943e-05,1.1104795260882883e-10,0.0041536156670786079,1.0855891617111259e-12,1.3529440988199259e-06,0.00036365797108879047,0.00037886751660941921,2.740063026505279e-07,1.8476497180738394e-07,0.0019762696412117206,2.2824906462101138e-07,3.6154971441209685e-07,3.6618153084614521e-07,0.0020124694844439617,0.00037714841303951096,0.00010963775754543149,1.2309256737487106e-12,3.8029944707581651e-08,3.3351617689262652e-08,1.2838368985121969e-05,1.9666249587822987e-08,4.4464129036078567e-10,1.1075713781596055e-11,6.4990267493712578e-07,9.2711008012137669e-08,6.9932556958180959e-07,4.1646924231241479e-07,4.4849974560915746e-08,9.6034540022768572e-07,1.0269684722017627e-07,7.5959133791566839e-08,1.3882395365437719e-14,1.2753081239014106e-07,4.9735180553310415e-08,1.1872678931876187e-09,9.7657345873991584e-10,1.4558945275477362e-13,5.9937915722696345e-13,2.8755416649590712e-09,5.3611340323264e-16,9.1247489630408268e-12,3.9584326874187837e-13,1.7560998822395758e-09,2.7594337216195768e-12,2.0806083300937711e-12,6.6013556981537821e-12
1.861108973909671e-07,0.3491182636870943,154.0,0.0,0.0,0.0,0.96257383432509858,1.0,18.992075031083289,0.0024295603060539503,0.012641016913771992,0.0063679452379667599,0.0052507754868774898,1.1958492420308459e-08,6.9051476225815265e-09,0.00087611647645535274,3.6868962311087731e-12,0.00097299812277296062,7.9578294034652992e-05,1.1198532974681807e-10,0.0042714156643748431,1.0970494080334621e-12,1.3644088889186816e-06,0.00037325933820843443,0.0003893377971633391,2.8123882680277042e-07,1.8964196184491218e-07,0.0020527745410366272,2.4304719877645413e-07,3.8780000397569808e-07,3.9285471708278634e-07,0.002091460571340611,0.00038497224791688914,0.0001153649017238245,1.2785380613672943e-12,3.8625628773610231e-08,3.3872347667974783e-08,1.3559704285558177e-05,2.0429354077867703e-08,4.7004102907072193e-10,1.1510676622759969e-11,6.7944679294029331e-07,9.6433564874718228e-08,7.3679306220030753e-07,4.3884797612984783e-07,4.7461595424805868e-08,1.024285049451906e-06,1.0893677852725995e-07,8.240103196696211e-08,1.4690769432484426e-14,1.3831869367479937e-07,5.3499552827877964e-08,1.2713612334091117e-09,1.0457918144443035e-09,1.5590148227253122e-13,6.4414989384888693e-13,3.0904719379853081e-09,5.6813201394835381e-16,9.2940715598051283e-12,4.0318863431912355e-13,1.8114404743769269e-09,2.8463741393270042e-12,2.1461612620247841e-12,6.8093575060482309e-12
1.889872146419649e-07,0.34911803695065674,154.0,0.0,0.0,0.0,0.9619980500752382,1.0,18.991937125602899,0.0024636038193865673,0.012771111740361153,0.0064199037197050744,0.0052936213261534741,1.2081483176603234e-08,6.9012828450559523e-09,0.00088937423981273311,3.6846908346285679e-12,0.00098776438170163961,8.0396754192323726e-05,1.1289911961615069e-10,0.0043903732677672168,1.1083325254043835e-12,1.3755860309926575e-06,0.00038291498328722116,0.00039989531589442698,2.885121459530292e-07,1.9454646101260044e-07,0.0021307245698868786,2.584812551999989e-07,4.1543133153186884e-07,4.209393393909093e-07,0.0021718838460814136,0.00039274318244248736,0.0001212659887242981,1.3270488081401146e-12,3.9220982185631583e-08,3.4392742868037293e-08,1.4307073772219482e-05,2.1206921469290068e-08,4.9637577512189343e-10,1.1953532742748725e-11,7.0967249892591473e-07,1.0022612618608969e-07,7.7546399451815882e-07,4.6194793048194702e-07,5.0167943732355937e-08,1.0911755870436305e-06,1.1541578191072672e-07,8.9251515401014737e-08,1.5528464454082123e-14,1.4978890677782236e-07,5.747345621578987e-08,1.3601157729785122e-09,1.1188495686532969e-09,1.6678509792064607e-13,6.9155526189969177e-13,3.31805909122917e-09,6.0193629150079008e-16,9.4670077043306301e-12,4.1069073566932073e-13,1.8678023620406242e-09,2.9349181328525571e-12,2.2129232874643094e-12,7.021195747443175e-12
1.918635318929627e-07,0.34911780975752416,154.0,0.0,0.0,0.0,0.96142276232015511,1.0,18.991798787463207,0.0024975461892367103,0.012899183024624072,0.0064705400340781391,0.005335375134002434,1.2202557783134133e-08,6.8974214563112913e-09,0.00090262348287706968,3.6824873398362719e-12,0.0010025224471658432,8.1202463109244759e-05,1.1378961930675432e-10,0.004510468065560819,1.1194398568868344e-12,1.3864791302035315e-06,0.0003926221741897726,0.00041053786999899574,2.9582420036218684e-07,1.9947708039111792e-07,0.0022101070299024284,2.7456203747679646e-07,4.4448651640416123e-07,4.5047979835466932e-07,0.0022537208702228654,0.0004004583277115348,0.00012734140290422672,1.3764499908711611e-12,3.9816005187990078e-08,3.4912803567067849e-08,1.5080814165873247e-05,2.1998825426477467e-08,5.2365812534876122e-10,1.2404180660764483e-11,7.4057451443163521e-07,1.0408784111921142e-07,8.1534512988332594e-07,4.8577320713442463e-07,5.2969931130522329e-08,1.1610871835008302e-06,1.2213656305089575e-07,9.6527092934523117e-08,1.6395762612099309e-14,1.6196892581714434e-07,6.1664061970836009e-08,1.4537134366794621e-09,1.1958966886002926e-09,1.7826260857625236e-13,7.4170653270501483e-13,3.5588381361945379e-09,6.3760272571456958e-16,9.6437743748069037e-12,4.1835898540205688e-13,1.9252078141035936e-09,3.0251006567927733e-12,2.2809207621144393e-12,7.2369540305230842e-12
1.947398491439605e-07,0.3491175821122749,154.0,0.0,0.0,0.0,0.96084797767916386,1.0,18.991660023636719,0.0025313876663395989,0.013025246809027301,0.0065198713608838098,0.0053760511241730102,1.2321731450533926e-08,6.8935635038557744e-09,0.00091586421291989489,3.6802857720862569e-12,0.0010172723254050092,8.1995522003614654e-05,1.1465713196077244e-10,0.0046316798296440415,1.130372797853352e-12,1.3970918662979896e-06,0.00040237821825710228,0.00042126328474682693,3.0317296009631974e-07,2.0443245115910218e-07,0.002290908736770693,2.9129994566921149e-07,4.7500850515722609e-07,4.8152067005417123e-07,0.0023369527417175895,0.00040811494861497081,0.00013359141028334665,1.4267333840334378e-12,4.041069802866781e-08,3.5432530046659226e-08,1.5881250936437908e-05,2.2804934714414925e-08,5.5190027017457863e-10,1.2862516335673429e-11,7.7214723101984344e-07,1.0801783429168118e-07,8.5644249460268422e-07,5.1032746478519499e-07,5.5868407501041622e-08,1.234089489329185e-06,1.2910166786584401e-07,1.0424447044746469e-07,1.7292926970234979e-14,1.7488654963824216e-07,6.6078595622818752e-08,1.5523395714150955e-09,1.2770859655623559e-09,1.9035674276399079e-13,7.9471744066257432e-13,3.8133559458597022e-09,6.7520950601582237e-16,9.8245936006124758e-12,4.2620301528296442e-13,1.9836804245668664e-09,3.1169587469286689e-12,2.350181610886859e-12,7.4567209425003491e-12
1.976161663949583e-07,0.3491173540198721,154.0,0.0,0.0,0.0,0.96027370229604558,1.0,18.99152084122532,0.0025651285011221944,0.013149319702804431,0.0065679151934351027,0.005415663768451956,1.243901992566655e-08,6.8897090317961832e-09,0.00092909643730057436,3.6780861549113024e-12,0.0010320140227376474,8.2776035662163132e-05,1.1550196622362515e-10,0.0047539885205307008,1.1411327928714538e-12,1.4074279869021555e-06,0.00041218046305784695,0.00043206941402997826,3.1055642559236481e-07,2.0941122497459149e-07,0.0023731160490927006,3.0870496559243561e-07,5.0704033937884806e-07,5.1410667396627342e-07,0.0024215601329309958,0.00041571046140837257,0.00014001616133530866,1.4778904780506475e-12,4.1005060959054002e-08,3.5951922592105443e-08,1.6708698249698102e-05,2.3625113492897718e-08,5.8111399107437037e-10,1.3328433375562755e-11,8.0438472966593641e-07,1.1201520763601034e-07,8.987613892389932e-07,5.3561392580201994e-07,5.8864161242429775e-08,1.3102515953445917e-06,1.3631348255708268e-07,1.12420537482736e-07,1.8220201561306141e-14,1.8856987957997136e-07,7.0724332117720088e-08,1.6561828788756659e-09,1.3625729592704496e-09,2.0309064039926521e-13,8.5070414925374584e-13,4.0821710916170023e-09,7.1483649784510321e-16,1.0009692378698448e-11,4.3423267260678821e-13,2.0432451425513648e-09,3.2105315672797692e-12,2.420735363381576e-12,7.6805901622148818e-12
2.0049248364595609e-07,0.3491171254856425,154.0,0.0,0.0,0.0,0.95969994185883511,1.0,18.991381247448253,0.0025987689436847562,0.013271418846765129,0.0066146893082391122,0.005454227771632382,1.2554439458304054e-08,6.8858580809795805e-09,0.00094232016345987104,3.6758885100986502e-12,0.0010467475455561248,8.3544112218396371e-05,1.163244357101496e-10,0.0048773742920529507,1.1517213326466133e-12,1.4174913009986912e-06,0.0004220262970674436,0.00044295414086061659,3.1797262816933309e-07,2.1441207431975701e-07,0.0024567148972114059,3.2678665904614512e-07,5.4062512386816677e-07,5.4828264123539695e-07,0.0025075233276545144,0.00042324243109389311,0.00014661569390692951,1.5299124972452516e-12,4.1599094233724538e-08,3.6470981492138861e-08,1.7563458931725844e-05,2.4459221605413036e-08,6.1131065870464237e-10,1.3801823241776656e-11,8.3728079978552462e-07,1.160790422243539e-07,9.423064007763672e-07,5.6163538348537907e-07,6.1957919657671137e-08,1.3896419950465646e-06,1.4377423396221235e-07,1.2107235383255437e-07,1.9177811507248776e-14,2.0304729718521879e-07,7.5608590997616526e-08,1.7654353455072893e-09,1.4525159401128793e-09,2.1648784420062225e-13,9.0978521466152651e-13,4.3658536686662161e-09,7.5656521742848528e-16,1.019930258585891e-11,4.424580163919515e-13,2.1039283017605051e-09,3.3058604563247297e-12,2.4926131887372041e-12,7.9086605707382636e-12
2.0336880089695388e-07,0.349116896515254,154.0,0.0,0.0,0.0,0.95912670161929137,1.0,18.991241249630448,0.0026323092437832425,0.013391561878808949,0.0066602117355550987,0.0054917580472059035,1.2668006768472451e-08,6.8820106891324946e-09,0.00095553539891378013,3.6736928577645492e-12,0.00106147290032169,8.4299862935298712e-05,1.1712485848618045e-10,0.0050018174957128202,1.1621399510266498e-12,1.4272856725914439e-06,0.00043191315027725155,0.000453915377819306,3.2541963048681227e-07,2.1943369281010938e-07,0.002541690811468171,3.4555415499461362e-07,5.7580599527313562e-07,5.8409348335787769e-07,0.0025948222570854672,0.0004307085686325547,0.0001533899362504226,1.5827904174309704e-12,4.2192798110231976e-08,3.6989707038678117e-08,1.8445824450274672e-05,2.5307114862352391e-08,6.4250123167345225e-10,1.4282575447265307e-11,8.7082895787271509e-07,1.2020840004597153e-07,9.8708141557973653e-07,5.8839420981176462e-07,6.5150349441592203e-08,1.4723285490440948e-06,1.5148599019930998e-07,1.3021713612057058e-07,2.0165963169973895e-14,2.1834744191098597e-07,8.0738731628589062e-08,1.8802921699994945e-09,1.5470758292753307e-09,2.3057229079777791e-13,9.7208154712051231e-13,4.6649851104652659e-09,8.004788049933406e-16,1.0393660887145438e-11,4.5088931340780095e-13,2.1657576493895852e-09,3.4029889723557456e-12,2.5658479298280432e-12,8.1410363599041446e-12
2.0624511814795168e-07,0.3491166671146941,154.0,0.0,0.0,0.0,0.95855398641201839,1.0,18.991100855191174,0.0026657496508125512,0.013509766900180027,0.0067045007308492947,0.0055282696937976831,1.2779739014501994e-08,6.8781668909973789e-09,0.00096874215124763017,3.6714992164271993e-12,0.0010761900935597414,8.5043401992714526e-05,1.1790355656596443e-10,0.0051272986847005521,1.1723902220705592e-12,1.4368150145624682e-06,0.00044183849473568065,0.0004649510674552133,3.328955269521753e-07,2.2447479546907441e-07,0.0026280289498568461,3.650161416852468e-07,6.12626091217424e-07,6.2158416132060858e-07,0.0026834365347482925,0.00043810672800374416,0.00016033871015437391,1.6365149831261907e-12,4.2786172848905101e-08,3.7508099526586721e-08,1.9356074912408957e-05,2.6168645318230229e-08,6.7469625592420313e-10,1.4770577749108949e-11,9.0502246572486664e-07,1.2440232573593072e-07,1.0330896330758896e-06,6.1589236361365349e-07,6.8442057261932439e-08,1.5583784515110019e-06,1.5945066158769351e-07,1.3987224441122108e-07,2.1184844331226809e-14,2.3449918888998306e-07,8.6122148484365947e-08,2.0009516884954785e-09,1.6464161369705434e-09,2.4536830156035786e-13,1.0377163701258005e-12,4.9801579928487354e-09,8.4666199651623461e-16,1.0593008640683546e-11,4.5953703404571606e-13,2.2287623744595479e-09,3.5019629379202835e-12,2.6404741367731529e-12,8.3778271386594479e-12
