Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95)
6.074083061299242e-17,0.3558500208577605,154.0,0.0,0.0,0.0,0.99999999991086419,1.0,19.0,4.6164472412718707e-12,3.2322813978945708e-11,3.2322816566707927e-11,6.6401905588905723e-18,5.0991696368039123e-18,1.9847232314676378e-11,5.4164555245008714e-16,2.5121707625535866e-14,7.7513754933993834e-16,4.1287831848468986e-18,4.1832795168463592e-26
9.111134890111801e-17,0.3558500208577605,154.0,0.0,0.0,0.0,0.99999999986629617,1.0,19.0,6.9246786884416946e-12,4.8484271283008583e-11,4.8484275861652055e-11,1.3747689237446788e-17,9.7782749115125413e-18,2.9770116425506748e-11,1.1213909963707812e-15,3.7681975514173954e-14,1.604799051425739e-15,8.5480579072392194e-18,1.0102126570836115e-25
1.2148186718924362e-16,0.35585002085776063,154.0,0.0,0.0,0.0,0.99999999982172816,1.0,19.0,9.2329101354019066e-12,6.4645725984165223e-11,6.4645732629225625e-11,2.3381234090835804e-17,1.5488397993982424e-17,3.9692489876651289e-11,1.9071632132592094e-15,5.0241824222557536e-14,2.729301131777303e-15,1.4537896692851164e-17,1.9053953076896033e-25
1.5185238547736922e-16,0.3558500208577605,154.0,0.0,0.0,0.0,0.99999999977716014,1.0,19.0,1.1541141582137533e-11,8.0807178142571612e-11,8.0807186688903848e-11,3.5721255282075847e-17,2.2057147138196949e-17,4.9614316218397596e-11,2.9136679197056774e-15,6.2801223823069393e-14,4.1696888318777938e-15,2.2210440695442871e-17,3.1442580782602743e-25
2.1259342205362044e-16,0.35585002085776046,154.0,0.0,0.0,0.0,0.99999999968802411,1.0,19.0,1.615760447492092e-11,1.1313007575295112e-10,1.1313008651449158e-10,6.8690720235076254e-17,3.6743203605367995e-17,6.9456293383510114e-11,5.6026689066872829e-15,8.7918647583848947e-14,8.0178615452557891e-15,4.2709057737650552e-17,6.7201510921552876e-25
2.7333445862987165e-16,0.35585002085776063,154.0,0.0,0.0,0.0,0.9999999995988883,1.0,19.0,2.0774067366792148e-11,1.4545296502462188e-10,1.4545297534190677e-10,1.1265259436523187e-16,5.2928481182846792e-17,8.9296048839507424e-11,9.1880233205761406e-15,1.1303424748827456e-13,1.3148786781141359e-14,7.0041399248532317e-17,1.1760619106344012e-24
3.9481653178237403e-16,0.3558500208577605,154.0,0.0,0.0,0.0,0.99999999942061657,1.0,19.0,3.0006993147798503e-11,2.1009872124769829e-10,2.1009872000694042e-10,2.3354885189057234e-16,8.7105792613354683e-17,1.2896889684367465e-10,1.9046896959123527e-14,1.6325997717995414e-13,2.7257613332342871e-14,1.45202303991141e-16,2.6264942227186927e-24
6.377806780873789e-16,0.3558500208577605,154.0,0.0,0.0,0.0,0.99999999906407377,1.0,19.0,4.8472844698866904e-11,3.3939014914145327e-10,3.3939007737939183e-10,6.0722983317222115e-16,1.5797271666831397e-16,2.0828794966847589e-10,4.951389520248206e-14,2.63689560652714e-13,7.0858293239949221e-14,3.7749506238819644e-16,7.2967225274131662e-24
1.1237089706973886e-15,0.35585002085776046,154.0,0.0,0.0,0.0,0.99999999835099007,1.0,19.0,8.5404547757226922e-11,5.9797267533357483e-10,5.9797226430255648e-10,1.8821369390345412e-15,3.0125172505268265e-16,3.6681955003026012e-10,1.5341768416656209e-13,4.6446126012886713e-13,2.1955281863740364e-13,1.1698542193170329e-15,2.3714276666024779e-23
1.6096372633073983e-15,0.35585002085776046,154.0,0.0,0.0,0.0,0.99999999763790937,1.0,18.999999999999993,1.2233625075721799e-10,8.565547640287868e-10,8.5655374746932504e-10,3.8604316488829824e-15,4.4476726709901177e-16,5.2520922996201615e-10,3.1457958254712231e-13,6.6511638246697153e-13,4.5018821925416316e-13,2.3991049693947687e-15,4.9567497313310803e-23
2.095565555917408e-15,0.35585002085776046,154.0,0.0,0.0,0.0,0.99999999692483155,1.0,18.999999999999989,1.5926795369884029e-10,1.1151364159671958e-09,1.1151345268882125e-09,6.5421054489047614e-15,5.8797488741271745e-16,6.8345711050208321e-10,5.3295075711730432e-13,8.6565499218761426e-13,7.6269461089730191e-13,4.0650516629616881e-15,8.4856216714170073e-23
2.5814938485274177e-15,0.3558500208577604,154.0,0.0,0.0,0.0,0.99999999621175639,1.0,18.999999999999986,1.9619965658209389e-10,1.3737176311574104e-09,1.3737146025676303e-09,9.9271499299564711e-15,7.3106790053402703e-16,8.4156331659280732e-10,8.0848079956848179e-13,1.0660771558884171e-12,1.156999855307863e-12,6.1674923786710927e-15,1.2958033024372152e-22
3.553350433747437e-15,0.3558500208577604,154.0,0.0,0.0,0.0,0.99999999478561474,1.0,18.999999999999968,2.7006306217349541e-10,1.8908787517330662e-09,1.8908726427386555e-09,1.8807320339957749e-14,1.0172181393613634e-15,1.1573511679963154e-09,1.5308308630305733e-12,1.466572391867094e-12,2.1907398272416727e-12,1.1681108037427387e-14,2.4733433834766532e-22
4.5252070189674566e-15,0.3558500208577604,154.0,0.0,0.0,0.0,0.99999999335948442,1.0,18.99999999999995,3.4392646753142325e-10,2.40803812724295e-09,2.4080278680486096e-09,3.0500876682158174e-14,1.3033479470731911e-15,1.4725737841636267e-09,2.4812263239759494e-12,1.8666026236972714e-12,3.5508307678286391e-12,1.8938334797052575e-14,4.0282863173500333e-22
5.497063604187476e-15,0.3558500208577604,154.0,0.0,0.0,0.0,0.99999999193336542,1.0,18.999999999999929,4.1778987265587858e-10,2.9251957592602233e-09,2.9251802785670445e-09,4.5007749416995431e-14,1.5895851871746047e-15,1.7872322161658334e-09,3.6592431250888438e-12,2.2661684122227848e-12,5.2366658176582863e-12,2.7937471646583328e-14,5.9606229157601335e-22
7.440776774627515e-15,0.3558500208577603,154.0,0.0,0.0,0.0,0.99999998908116083,1.0,18.999999999999865,5.6551668220437463e-10,3.9595057998687827e-09,3.959476655499281e-09,8.2461174184122192e-14,2.1619368886410983e-15,2.4148606025524633e-09,6.6964967280724975e-12,3.0639088366459297e-12,9.5832155233356818e-12,5.115486888919364e-14,1.0957440456039211e-21
9.384489945067554e-15,0.35585002085776013,154.0,0.0,0.0,0.0,0.99999998622900155,1.0,18.999999999999787,7.1324349081899002e-10,4.9938088866923127e-09,4.9937617740732662e-09,1.3116705683754893e-13,2.7342832583473661e-15,3.0402444302374802e-09,1.0639322463149869e-11,3.8597979961504992e-12,1.5225710449007932e-11,8.1320156278833525e-14,1.7463723940094172e-21
1.1328203115507593e-14,0.3558500208577599,154.0,0.0,0.0,0.0,0.99999998337688667,1.0,18.999999999999691,8.6097029849973132e-10,6.0281050327638348e-09,6.0280356348233617e-09,1.9112486310533735e-13,3.3066251743680443e-15,3.6633917210683244e-09,1.5484483895488174e-11,4.6538401837110204e-12,2.2159519001582243e-11,1.184203000067803e-13,2.5479401672154218e-21
1.3271916285947631e-14,0.35585002085775974,154.0,0.0,0.0,0.0,0.99999998052481653,1.0,18.999999999999577,1.0086971052466056e-09,7.0623942510822663e-09,7.0622982382835315e-09,2.6233405911603418e-13,3.8789630963027403e-15,4.2843104616054857e-09,2.1228758826864175e-11,5.4460396789711304e-12,3.0380029961675107e-11,1.6244230078617088e-13,3.5004402033013877e-21
1.715934262682771e-14,0.3558500208577592,154.0,0.0,0.0,0.0,0.99999997482080938,1.0,18.999999999999289,1.3041507159387777e-09,9.130951956350907e-09,9.1307896754723064e-09,4.385044825217333e-13,5.0236274467966414e-15,5.5194940805159774e-09,3.5401823947597089e-11,7.0249276633432423e-12,5.0662805177318578e-11,2.7119998233531542e-13,5.8582083862039516e-21
2.1046768967707787e-14,0.35585002085775835,154.0,0.0,0.0,0.0,0.99999996911697875,1.0,18.999999999998927,1.5996043228955593e-09,1.1199482106140716e-08,1.119923608991615e-08,6.5967405123364888e-13,6.1682765746312154e-15,6.7458586969770363e-09,5.3132934895673806e-11,8.5964960331836473e-12,7.603742490909317e-11,4.0748955891425506e-13,8.819619584598948e-21
2.4934195308587864e-14,0.3558500208577575,154.0,0.0,0.0,0.0,0.9999999634133232,1.0,18.999999999998497,1.895057926117002e-09,1.3267984803745203e-08,1.3267637485892543e-08,9.2583848849629821e-13,7.3129104986826582e-15,7.9634672966771096e-09,7.4396679934259413e-11,1.0160778728002577e-11,1.0646752296058781e-10,5.7120773772284516e-13,1.2384616427767885e-20
2.882162164946794e-14,0.3558500208577565,154.0,0.0,0.0,0.0,0.99999995770984174,1.0,18.999999999997996,2.1905115256031575e-09,1.5336460152069437e-08,1.5335993867678879e-08,1.2369935176340976e-12,8.4575292839315259e-15,9.1723824099712641e-09,9.9167831031932196e-11,1.1717809528960375e-11,1.4191699603230333e-10,7.6225161435437963e-13,1.6553141546054678e-20
3.2709047990348017e-14,0.35585002085775524,154.0,0.0,0.0,0.0,0.99999995200653302,1.0,18.999999999997417,2.4859651213540761e-09,1.740490825362466e-08,1.7404305239552117e-08,1.5931348624138943e-12,9.6021329907699053e-15,1.0372666111991385e-08,1.2742134381822945e-10,1.3267622057489444e-11,1.8235000365803474e-10,9.8051867821067306e-13,2.1325137575741535e-20
4.048390067210817e-14,0.3558500208577525,154.0,0.0,0.0,0.0,0.99999994060042929,1.0,18.999999999996049,3.0768723016504105e-09,2.1541723124632858e-08,2.1540792970664749e-08,2.4403593962823797e-12,1.1891295394140675e-14,1.2747585470559824e-08,1.9427612913813563e-10,1.6345726038123525e-11,2.7802448021949495e-10,1.4983141654681467e-12,3.2679312945505636e-20
4.825875335386833e-14,0.3558500208577491,154.0,0.0,0.0,0.0,0.99999992919500214,1.0,18.999999999994394,3.6677794670064063e-09,2.5678430229130537e-08,2.5677100713436854e-08,3.4674778893320674e-12,1.4180398157566773e-14,1.5088713102451624e-08,2.7476425995216491e-10,1.9395356512479845e-11,3.9320935077747598e-10,2.1237818439408858e-12,4.6446683749329938e-20
5.603360603562848e-14,0.3558500208577452,154.0,0.0,0.0,0.0,0.99999991779024222,1.0,18.99999999999245,4.2586866174224615e-09,2.9815030373346622e-08,2.9813228502067977e-08,4.6744561475737157e-12,1.6469441727437306e-14,1.7396529743186055e-08,3.6869178228753052e-10,2.2416776844570552e-11,5.2762705192437227e-10,2.8561154898250128e-12,6.2626791290440534e-20
6.380845871738864e-14,0.3558500208577406,154.0,0.0,0.0,0.0,0.99999990638614011,1.0,18.999999999990219,4.8495937528989677e-09,3.3951524357498751e-08,3.3949176370751137e-08,6.0612599834740744e-12,1.8758426546678903e-14,1.9671509318399213e-08,4.758674896362035e-10,2.5410247972779655e-11,6.8100395209099124e-10,3.6945148905182607e-12,8.121917695866781e-20
7.158331139914879e-14,0.3558500208577355,154.0,0.0,0.0,0.0,0.9999998949826866,1.0,18.999999999987711,5.4405008734363108e-09,3.8087912975846265e-08,3.8084944353672872e-08,7.6278552159014162e-12,2.1047353054778109e-14,2.1914119050129638e-08,5.9610288007370629e-10,2.837602843551198e-11,8.5307029018016922e-10,4.6381857916630284e-12,1.0222338222971566e-19
7.935816408090894e-14,0.3558500208577299,154.0,0.0,0.0,0.0,0.99999988357987257,1.0,18.999999999984915,6.031407979034873e-09,4.2224197016712636e-08,4.2220532485013184e-08,9.3742076701879953e-12,2.3336221688005585e-14,2.4124819526610215e-08,7.2921212810138659e-10,3.1314374384442308e-11,1.0435601352708495e-09,5.6863398746632435e-12,1.2563894866599932e-19
8.713301676266909e-14,0.3558500208577236,154.0,0.0,0.0,0.0,0.99999987217768904,1.0,18.999999999981835,6.622315069695029e-09,4.6360377262512124e-08,4.6355940798945473e-08,1.1300283178171361e-11,2.5625032879377332e-14,2.6304064771833236e-08,8.7501205658023459e-10,3.4225539598971438e-11,1.252211346453163e-09,6.8381947301073587e-12,1.5146541791719962e-19
1.026827221261894e-13,0.35585002085770934,154.0,0.0,0.0,0.0,0.99999984937517883,1.0,18.999999999974829,7.8041292062015962e-09,5.4632429469332628e-08,5.4626218111246838e-08,1.5691466715090575e-11,3.0202484652302015e-14,3.0569973500960931e-08,1.2039642227875379e-09,3.9967331235640611e-11,1.722967873778039e-09,9.4499063549862879e-12,2.1034923189920607e-19
1.1667745695335768e-13,0.3558500208576946,154.0,0.0,0.0,0.0,0.99999982885498873,1.0,18.99999999996756,8.8677618779718169e-09,6.2076929206183782e-08,6.2068853059475736e-08,2.0257842100172643e-11,3.4321999074566186e-14,3.4306138341628922e-08,1.5416384757094006e-09,4.5044483762053759e-11,2.206206396992335e-09,1.2147373664613497e-11,2.715853557266763e-19
1.3067219178052597e-13,0.355850020857678,154.0,0.0,0.0,0.0,0.99999980833670798,1.0,18.999999999959385,9.9313945013472023e-09,6.9521104549892186e-08,6.9510905930467154e-08,2.5405989093180637e-11,3.8441333972461659e-14,3.7947159408598817e-08,1.9176986852168797e-09,5.0037411466756514e-11,2.7443782566321967e-09,1.5168928674763382e-11,3.4062568039725955e-19
1.4466692660769425e-13,0.3558500208576595,154.0,0.0,0.0,0.0,0.99999978782028875,1.0,18.999999999950308,1.0995027076329761e-08,7.6964959855771864e-08,7.6952376923283105e-08,3.113570866023683e-11,4.2560491756161911e-14,4.149545958170208e-08,2.3311673342552609e-09,5.494751154865803e-11,3.3360845488195505e-09,1.8510216097208674e-11,4.1746753596224184e-19
1.5866166143486254e-13,0.3558500208576392,154.0,0.0,0.0,0.0,0.99999976730568441,1.0,18.999999999940339,1.2058659602921449e-08,8.4408499420631632e-08,8.4393266236916855e-08,3.7446801835494119e-11,4.6679474803686198e-14,4.4953400075173149e-08,2.7810917849124243e-09,5.9776158039147968e-11,3.9799619736884412e-09,2.2166939148020788e-11,5.0210825338550965e-19
1.7913280081944606e-13,0.3558500208576063,154.0,0.0,0.0,0.0,0.99999973730062164,1.0,18.999999999924146,1.3614513912056944e-08,9.5296158373103811e-08,9.5276561064829237e-08,4.7725287984743694e-11,5.2704307753506248e-14,4.985359717842684e-08,3.5029709767403291e-09,6.6695464698659924e-11,5.0130281153675424e-09,2.8075276042360428e-11,6.3996061268765036e-19
1.9960394020402957e-13,0.35585002085756956,154.0,0.0,0.0,0.0,0.9999997072992074,1.0,18.999999999906056,1.5170368117659918e-08,1.0618316383948571e-07,1.0615861231662502e-07,5.9246696549102661e-11,5.8728779053316324e-14,5.45723402171762e-08,4.2980581846630079e-09,7.3447514259827462e-11,6.1508607139348172e-09,3.4636445703869903e-11,7.9448620943859607e-19
2.2007507958861309e-13,0.3558500208575289,154.0,0.0,0.0,0.0,0.99999967730130823,1.0,18.999999999886089,1.6726222219735955e-08,1.1706952861297723e-07,1.1703942061434089e-07,7.2010405570016596e-11,6.4752895783309437e-14,5.9116348339551662e-08,5.1636425512102473e-09,8.0036349718739594e-11,7.3895803188889238e-09,4.1837655003585322e-11,9.6567670034794097e-19
2.405462189731966e-13,0.35585002085748446,154.0,0.0,0.0,0.0,0.99999964730679647,1.0,18.999999999864251,1.8282076218290415e-08,1.2795526523616662e-07,1.2791898657969958e-07,8.601579339994755e-11,7.077666488549755e-14,6.3492092029129622e-08,6.0971135432611231e-09,8.6465916382120253e-11,8.7254510517722107e-09,4.9666361421511253e-11,1.153523746297423e-18
2.610173583577801e-13,0.3558500208574364,154.0,0.0,0.0,0.0,0.99999961731554898,1.0,18.999999999840558,1.9837930113328495e-08,1.3884038600576794e-07,1.3879731083410983e-07,1.0126223870256227e-10,7.6800093163898084e-14,6.7705802042448203e-08,7.0959573461804314e-09,9.2740064151988731e-11,1.0154875445896008e-08,5.81102683093051e-11,1.3580190123434537e-18
2.8148849774236363e-13,0.3558500208573844,154.0,0.0,0.0,0.0,0.99999958732744632,1.0,18.999999999815017,2.1393783904855171e-08,1.4972490297764396e-07,1.4967439399866727e-07,1.1774912045215255e-10,8.2823187289480027e-14,7.1763478581419594e-08,8.1577531631855097e-09,9.8862549920607767e-11,1.1674389150443155e-08,6.7157319867350094e-11,1.5791541677093326e-18
3.0195963712694715e-13,0.35585002085732875,154.0,0.0,0.0,0.0,0.99999955734237478,1.0,18.999999999787644,2.2949637592875249e-08,1.6060882797128054e-07,1.6055023669415396e-07,1.3547581793400521e-10,8.884595380647002e-14,7.5670899474476286e-08,9.2801699146419213e-09,1.0483703971232484e-10,1.3280656206900203e-08,7.6795696670493934e-11,1.8169208857902135e-18
3.2243077651153066e-13,0.35585002085726936,154.0,0.0,0.0,0.0,0.99999952736022368,1.0,18.999999999758458,2.4505491177393363e-08,1.7149217257467257e-07,1.7142483954103903e-07,1.5444171074370982e-10,9.4868399127910017e-14,7.9433628779981868e-08,1.0460962766995386e-08,1.106671109901314e-10,1.4970464081685717e-08,8.7013810782376227e-11,2.0713108441438295e-18
3.429019158961142e-13,0.35585002085720635,154.0,0.0,0.0,0.0,0.99999949738088656,1.0,18.999999999727457,2.6061344658413988e-08,1.8237494814857293e-07,1.8229820315947873e-07,1.7464617878762152e-10,1.008905295343171e-13,8.3057024296053018e-08,1.1697970102914889e-08,1.1635625467264277e-10,1.6740719330186437e-08,9.7800301506212059e-11,2.3423157244966934e-18
3.633730552806977e-13,0.3558500208571397,154.0,0.0,0.0,0.0,0.99999946740426171,1.0,18.999999999694662,2.761719803594141e-08,1.9325716583127378e-07,1.9317032816931694e-07,1.960886022819882e-10,1.0691235119395364e-13,8.6546245661286286e-08,1.2989110253033831e-08,1.2190787736725395e-10,1.8588442919621566e-08,1.0914403060391471e-10,2.6299272127323657e-18
3.838441946652812e-13,0.3558500208570694,154.0,0.0,0.0,0.0,0.9999994374302501,1.0,18.999999999660091,2.9173051309979793e-08,2.0413883654261032e-07,2.0404121519008497e-07,2.1876836175357753e-10,1.1293387016172251e-13,8.990626119548294e-08,1.4332378736042081e-08,1.2732530325542606e-10,2.0510766279397109e-08,1.210340782922354e-10,2.9341369988998989e-18
4.0431533404986473e-13,0.3558500208569955,154.0,0.0,0.0,0.0,0.99999940745875693,1.0,18.999999999623743,3.0728904480533119e-08,2.1501997098864087e-07,2.1491086484100257e-07,2.4268483803863238e-10,1.1895509234619402e-13,9.3141855534052584e-08,1.5725845178566369e-08,1.32611776255894e-10,2.2504926893212226e-08,1.3345973856291713e-10,3.2549367771998575e-18
4.2478647343444824e-13,0.35585002085691786,154.0,0.0,0.0,0.0,0.99999937748969026,1.0,18.999999999585633,3.2284757547605245e-08,2.2590057966538892e-07,2.2577927774097696e-07,2.6783741228372472e-10,1.2497602354143836e-13,9.6257635818523182e-08,1.7167650817593198e-08,1.3777046177389302e-10,2.456826472482976e-08,1.464105154405106e-10,3.592318245995674e-18
4.4525761281903176e-13,0.3558500208568369,154.0,0.0,0.0,0.0,0.9999993475229626,1.0,18.999999999545771,3.3840610511199882e-08,2.3678067286345309e-07,2.3664645450860445e-07,2.942254659444744e-10,1.3099666948667077e-13,9.9258038937538477e-08,1.8656005579069919e-08,1.4280444880938421e-10,2.6698218037324297e-08,1.5987611837267293e-10,3.9462731077964695e-18
4.657287522036153e-13,0.3558500208567523,154.0,0.0,0.0,0.0,0.99999931755848859,1.0,18.999999999504169,3.539646337132059e-08,2.4766026067148116e-07,2.4751239576216938e-07,3.2184838078666515e-10,1.3701703576815379e-13,1.0214733709380828e-07,2.0189185831904495e-08,1.47716751569822e-10,2.8892320178878947e-08,1.7384645875591718e-10,4.3167930692722068e-18
4.861998915881987e-13,0.3558500208566642,154.0,0.0,0.0,0.0,0.9999992875961865,1.0,18.999999999460844,3.6952316127970837e-08,2.5853935298074315e-07,2.5837710211964551e-07,3.5070553888465655e-10,1.4303712776334256e-13,1.0492964471734347e-07,2.1765531598803077e-08,1.5251031153858268e-10,3.1148195591274401e-08,1.883116453632238e-10,4.703869841232285e-18
5.066710309727822e-13,0.35585002085657264,154.0,0.0,0.0,0.0,0.9999992576359773,1.0,18.999999999415795,3.8508168781153938e-08,2.6941795948831534e-07,2.6924057419869504e-07,3.8079632262283774e-10,1.4905695089374326e-13,1.0760892341206633e-07,2.3383444560547552e-08,1.5718799894431921e-10,3.346355695385284e-08,2.0326198115919999e-10,5.1074951386446916e-18
5.271421703573657e-13,0.3558500208564775,154.0,0.0,0.0,0.0,0.99999922767778537,1.0,18.999999999369038,4.0064021330873083e-08,2.8029608970164762e-07,2.8010281261667028e-07,4.1212011469365879e-10,1.5507651059234439e-13,1.101889886024795e-07,2.5041385374379906e-08,1.6175261480406997e-10,3.5836201345914828e-08,2.1868795873343227e-10,5.5276606806100373e-18
5.476133097419491e-13,0.35585002085637896,154.0,0.0,0.0,0.0,0.99999919772153711,1.0,18.999999999320583,4.1619873777131375e-08,2.9117375294143158e-07,2.90963817990612e-07,4.4467629809951953e-10,1.6109581179057307e-13,1.126735138575756e-07,2.6737871929509848e-08,1.6620689223995778e-10,3.8264007750213392e-08,2.345802574324913e-10,5.9643581903873787e-18
