Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002)
9.999999999999997e-07,0.5046528979713849,154.0,0.0,0.0,0.0,0.94790436239076148,1.0,18.986922202000017,0.0043862508373386008,0.011050405939921633,0.0043802139224285172,0.0043458896716814764,9.6543533787990119e-09,1.1734519963987018e-09,0.00076066095898157137,3.1360017042625646e-13,0.00073730850792111673,6.4793208145429265e-05,1.2039495408084841e-10,0.010610194041963039,1.1308285520860547e-12,5.0880624935708062e-07,0.00054302812809958073,0.00063960824985068198,3.508511361650604e-07,2.4587894791148323e-07,0.007590401519733188,1.517664462603171e-06,3.798373411367075e-06,3.895391116366343e-06,0.0075191644369914414,0.00048405082887138112,0.00064848090353348132,2.3011460188422457e-12,2.1032537758307965e-08,2.1108506158962192e-08,7.7558581847282911e-05,4.1146324992689045e-08,1.9518390680569018e-09,1.6272518743817892e-11,1.3637551661613352e-06,1.1279736186252461e-07,2.9795794348194705e-06,2.2627484037353854e-06,1.7780096510962107e-07,8.7879193372580345e-06,7.2186273702454432e-07,1.6803597149702547e-06,4.4245661235176897e-14,2.2081037837198221e-06
1.0059728650841224e-06,0.5046528979713849,154.0,0.0,0.0,0.0,0.94760315939335493,1.0,18.98683542280607,0.004405461971816833,0.011065961149518421,0.0043799284111062558,0.0043455884238435896,9.667903204270654e-09,1.1731086601421327e-09,0.00076507314973809823,3.1350052185632465e-13,0.00074160420417726763,6.4884145667935245e-05,1.2038660855852589e-10,0.010704476553977013,1.1324156744075265e-12,5.0877389254452271e-07,0.00054659821904040498,0.0006448184246051745,3.5315630824480043e-07,2.4749443234702245e-07,0.0076719564615829175,1.5422800708126398e-06,3.8798798598242272e-06,3.9797282913115908e-06,0.0075961576259520368,0.00048523729374610005,0.00065701982487032862,2.3258571634399986e-12,2.1155704340131118e-08,2.1231557336922825e-08,7.8813794752503099e-05,4.1588730472397219e-08,1.9836277770776422e-09,1.6439167227694793e-11,1.3789276682348613e-06,1.1396198580406167e-07,3.0221631710508012e-06,2.295118566880988e-06,1.8048882981908407e-07,8.9560273660767309e-06,7.3303067755560937e-07,1.7206257673939974e-06,4.4914534733710016e-14,2.2609641224155879e-06
1.024502320347041e-06,0.5046522552700738,154.0,0.0,0.0,0.0,0.94666980991256766,1.0,18.986566208689634,0.0044646219930353252,0.0111125797403461,0.0043785602240831003,0.0043441750671427744,9.708506773727552e-09,1.1720447884837435e-09,0.00077875133147067518,3.131917369444385e-13,0.00075492263781785896,6.5156650141660259e-05,1.2034745408684106e-10,0.010997603075346507,1.1371716642457322e-12,5.0861733588941422e-07,0.00055758196058654718,0.00066097900113344535,3.6024824158455251e-07,2.5246452034115317e-07,0.0079258948289408649,1.6194773973102057e-06,4.1393875563533371e-06,4.2484055635903309e-06,0.0078354335186772046,0.00048878587078180521,0.00068369271507586231,2.4027991801038184e-12,2.1537571600903043e-08,2.161302683322922e-08,8.276770297469495e-05,4.2966262259306398e-08,2.0837757690983028e-09,1.6957070873724431e-11,1.4261628010490534e-06,1.175818032573917e-07,3.1555891341198273e-06,2.3965439466208385e-06,1.8892070613013954e-07,9.4892752745468909e-06,7.6808119024161282e-07,1.8494590135248952e-06,4.701280202729087e-14,2.4300875504268421e-06
1.0430317756099598e-06,0.5046516128082474,154.0,0.0,0.0,0.0,0.94573807028847479,1.0,18.986297015343126,0.0045231243005897466,0.01115681397808172,0.0043765112906026171,0.0043420861480283155,9.747026234137143e-09,1.1709828091724401e-09,0.00079241495734670047,3.1288348462985914e-13,0.00076822900674462227,6.5415167450609568e-05,1.2028958438950611e-10,0.011291641161425553,1.1416835376750269e-12,5.0838151010588688e-07,0.00056842604047925072,0.00067713332599797515,3.6724975909578919e-07,2.5737124423611022e-07,0.0081811687190726252,1.6978741661195504e-06,4.4089963398953376e-06,4.5277883873200645e-06,0.0080752797713115367,0.00049214202953576651,0.00071063051895140601,2.4801438807719772e-12,2.1919092875171668e-08,2.1994090317657473e-08,8.6811160516165158e-05,4.4351052972750604e-08,2.1862125571586514e-09,1.7476210728478501e-11,1.4736343772308523e-06,1.2121091317544772e-07,3.2909534404915946e-06,2.499444492491306e-06,1.9748994490752718e-07,1.0040315395505e-05,8.0372694713978717e-07,1.9842848539631008e-06,4.9145251888232281e-14,2.6070687765179829e-06
1.0615612308728786e-06,0.5046509706452862,154.0,0.0,0.0,0.0,0.94480794103142585,1.0,18.986027870851082,0.0045809752750640273,0.011198778838821704,0.004373841196031839,0.0043393808422084465,9.7835621258253061e-09,1.169922722992223e-09,0.00080606405181437028,3.1257576508141819e-13,0.00078152333060824272,6.5660372355345252e-05,1.2021463882168645e-10,0.011586527554988664,1.1459630712153802e-12,5.080733500960791e-07,0.00057912934857949714,0.00069327899235046675,3.7416014755947052e-07,2.6221410419394257e-07,0.0084376852995624203,1.7773925965542867e-06,4.6887493611744688e-06,4.8179429825852696e-06,0.0083156134871268991,0.00049531515693242829,0.00073781876458254507,2.5578631218670918e-12,2.2300268725000024e-08,2.237474847182217e-08,9.0942808734948013e-05,4.5742598259519148e-08,2.2909036396409355e-09,1.7996407302042645e-11,1.5213246600383357e-06,1.2484803670991526e-07,3.4281831132268228e-06,2.6037646034809978e-06,2.0619160050160688e-07,1.0609205401902651e-05,8.3994680678864533e-07,2.1251880324442474e-06,5.1310653594601882e-14,2.7920187198471163e-06
1.0800906861357973e-06,0.5046503288371719,154.0,0.0,0.0,0.0,0.94387942303189987,1.0,18.985758801576676,0.0046381812368777682,0.011238583422561323,0.004370605351388261,0.0043361141781475248,9.8182098498328257e-09,1.1688645311958148e-09,0.00081969863933021377,3.1226857859370766e-13,0.00079480562921599082,6.5892905124960983e-05,1.2012414184671314e-10,0.011882202139632847,1.150021439411054e-12,5.0769930508158658e-07,0.00058969103592828036,0.00070941380591959429,3.8097886253832593e-07,2.6699271866095341e-07,0.0086953566906327277,1.8579554725025471e-06,4.9786806504457055e-06,5.1189265323395979e-06,0.0085563573818969244,0.00049831431592253881,0.00076524360283797049,2.6359302623445315e-12,2.2681099716968777e-08,2.2755001977529356e-08,9.5161275285395315e-05,4.7140420667503942e-08,2.3978141431409097e-09,1.8517493254208989e-11,1.5692170141389505e-06,1.2849198056647408e-07,3.567206835429756e-06,2.7094499403414929e-06,2.1502081844598342e-07,1.1195995834061851e-05,8.7671998439276195e-07,2.2722491878965148e-06,5.3507799115361425e-14,2.9850429300582118e-06
1.098620141398716e-06,0.5046496874365533,154.0,0.0,0.0,0.0,0.94295251753031706,1.0,18.985489832251908,0.0046947484468937281,0.011276331213412904,0.0043668552365656796,0.0043323372788374361,9.8510598955837779e-09,1.1678082354674737e-09,0.00083331874436439011,3.119619255770935e-13,0.00080807592252786985,6.6113373065034155e-05,1.2001950973391901e-10,0.012178607776230727,1.1538692414977796e-12,5.0726536688618402e-07,0.00060011049459517964,0.00072553577001969712,3.8770551534411206e-07,2.7170681523421142e-07,0.0089540997412119998,1.9394863629170581e-06,5.2788154358198842e-06,5.4307874801765548e-06,0.0087974394687656398,0.00050114823864210042,0.00079289179531576723,2.7143200957102265e-12,2.3061586422066418e-08,2.313485151692736e-08,9.9465177627197819e-05,4.8544068430465998e-08,2.5069089138633254e-09,1.9039312712458161e-11,1.6172958503014228e-06,1.3214163226612079e-07,3.7079550151372993e-06,2.8164474753905578e-06,2.2397284234607222e-07,1.1800730565821831e-05,9.1402608517298798e-07,2.4255449669947048e-06,5.5735504824582407e-14,3.1862417348441158e-06
1.1171495966616348e-06,0.5046490464929572,154.0,0.0,0.0,0.0,0.94202722608566125,1.0,18.985220986065016,0.0047506831070168497,0.011312120336713145,0.0043626386351456525,0.0043280975951824228,9.882198065817063e-09,1.1667538378843395e-09,0.00084692439140554826,3.1165580654733448e-13,0.00082133423065267953,6.6322352027211397e-05,1.1990205702414004e-10,0.012475690146696229,1.1575165277493821e-12,5.067770972424439e-07,0.00061038733870810962,0.00074164307141015291,3.9433986077006861e-07,2.7635622206432032e-07,0.009213835808002337,2.0219098208818182e-06,5.5891704651507665e-06,5.7535658323742064e-06,0.0090387927531041003,0.00050382532259590426,0.00082075070038342527,2.7930087829574082e-12,2.3441729415577084e-08,2.3514297772645505e-08,0.0001038531262297938,4.9953114268886315e-08,2.6181526011170529e-09,1.956172061153925e-11,1.665546571166776e-06,1.3579595554940958e-07,3.8503598370013395e-06,2.9247055322246186e-06,2.3304301967680325e-07,1.2423447247134446e-05,9.5184513274340796e-07,2.5851481396669752e-06,5.7992612944201335e-14,3.3957103913143505e-06
1.1356790519245535e-06,0.5046484060529268,154.0,0.0,0.0,0.0,0.94110355054342554,1.0,18.984952284744903,0.0048059913607833415,0.011346043811384371,0.0043579998596934314,0.0043234391299195006,9.9117056973607183e-09,1.1657013408769413e-09,0.00086051560496521536,3.113502221149773e-13,0.00083458057384400977,6.6520387890894528e-05,1.1977300273302265e-10,0.012773397605474168,1.1609728253374805e-12,5.0623965399401008e-07,0.00062052138670061539,0.000757734067034301,4.0088178561063081e-07,2.8094085980990682e-07,0.0094744905389276754,2.1051515608082374e-06,5.9097543295540184e-06,6.087293462348706e-06,0.0092803549388509581,0.00050635362963694758,0.00084880825756539376,2.871973786835978e-12,2.3821529276966226e-08,2.3893341427919954e-08,0.00010832372747310988,5.1367154214440097e-08,2.7315097329425958e-09,2.0084582057888964e-11,1.7139555184002748e-06,1.3945398594760884e-07,3.9943553012526638e-06,3.0341738157172083e-06,2.4222680652055837e-07,1.306417772196786e-05,9.9015759264593776e-07,2.7511277167354643e-06,6.0277992723052656e-14,3.6135392400992958e-06
1.1542085071874723e-06,0.5046477661601786,154.0,0.0,0.0,0.0,0.94018149300336906,1.0,18.984683748642247,0.0048606792939400257,0.01137818979654791,0.0043529799672533511,0.0043184026517870218,9.9396598768691655e-09,1.164650747189471e-09,0.00087409240958171677,3.1104517297468989e-13,0.00084781497249616672,6.6707998011122241e-05,1.1963347628417332e-10,0.013071681038564821,1.1642471636012015e-12,5.0565781615970749e-07,0.00063051264472621909,0.00077380727160372156,4.0733129793636229e-07,2.8546073412137276e-07,0.0097359936617871009,2.1891386148316576e-06,6.2405677872876187e-06,6.431994416244605e-06,0.0095220681468213449,0.00050874088736956491,0.00087705297059396947,2.9511938077063804e-12,2.4200986589764439e-08,2.4271983166706287e-08,0.00011287558626393214,5.2785806462593245e-08,2.8469447843757783e-09,2.0607771719941221e-11,1.7625099214214232e-06,1.4311482652918037e-07,4.1398772511378772e-06,3.1448034332106482e-06,2.5151977133656889e-07,1.3722948422173127e-05,1.0289443914513239e-06,2.9235490689286075e-06,6.2590541374881304e-14,3.839813861198693e-06
1.172737962450391e-06,0.504647126855748,154.0,0.0,0.0,0.0,0.93926105578759866,1.0,18.984415396807393,0.0049147529350149514,0.011408641831630994,0.0043476169651439191,0.0043130259000432238,9.9661336508623309e-09,1.1636020598404526e-09,0.00088765482982362386,3.1074065989470118e-13,0.00086103744714002785,6.6885672628210326e-05,1.1948452317497227e-10,0.013370493729587984,1.1673480986494707e-12,5.0503600787102536e-07,0.00064036129114314376,0.00078986134596022541,4.1368851706138386e-07,2.8991592860995773e-07,0.0099982787787192638,2.2737994702541312e-06,6.5816040868277634e-06,6.7876852184631913e-06,0.009763878644991458,0.00051099449251031462,0.00090547388948955,3.0306487211607029e-12,2.4580101941449127e-08,2.4650223673779102e-08,0.00011750730839808048,5.4208710256632275e-08,2.9644222391175431e-09,2.1131173244344788e-11,1.8111978478412492e-06,1.4677764382233537e-07,4.2868633904512127e-06,3.2565469081375154e-06,2.6091759788953886e-07,1.4399780738927487e-05,1.0681869319991644e-06,3.1024740464752994e-06,6.4929184807128869e-14,4.0746152305481424e-06
1.1912674177133097e-06,0.5046464881781336,154.0,0.0,0.0,0.0,0.93834224140938671,1.0,18.984147247064982,0.0049682182558796707,0.011437479069232778,0.0043419460070586282,0.0043073437793426841,9.9911962294247397e-09,1.1625552820843167e-09,0.00090120289029275167,3.1043668370648528e-13,0.00087424801843883585,6.7053876234842723e-05,1.1932711037527069e-10,0.013669791232541579,1.1702837372207018e-12,5.043783211833061e-07,0.00065006766199688368,0.0008058950861651225,4.1995366415636451e-07,2.9430659826921686e-07,0.01026128316706959,2.3590641894533846e-06,6.9328492878760308e-06,7.1543751758486964e-06,0.01000573659086902,0.00051312151582156716,0.00093406059198007229,3.1103195175901235e-12,2.4958875923324399e-08,2.5028063634818839e-08,0.00012221750269281097,5.5635524806361413e-08,3.0839066452351329e-09,2.1654678698329406e-11,1.8600081557061305e-06,1.5044166391611694e-07,4.4352532924969374e-06,3.3693581870918602e-06,2.7041608744167956e-07,1.509469137294399e-05,1.1078671052436133e-06,3.2879610985680421e-06,6.7292878166420251e-14,4.3180198763771386e-06
1.2097968729762285e-06,0.5046458501634346,154.0,0.0,0.0,0.0,0.93742505254300879,1.0,18.983879316085179,0.0050210811723030244,0.011464776500115735,0.0043359995793701067,0.0043013885448699562,1.0014913183011129e-08,1.1615104173742304e-09,0.00091473661562670931,3.1013324529478253e-13,0.00088744670718394027,6.7213048896898827e-05,1.1916213145618065e-10,0.013969531251109495,1.1730617597350428e-12,5.0368853774847174e-07,0.00065963223746184321,0.00082190741328930954,4.2612705348196807e-07,2.9863296333132109e-07,0.010524947587177551,2.4448645131159656e-06,7.2942825791112927e-06,7.5320666793502017e-06,0.010247595786165832,0.00051512870835833705,0.00096280316447829625,3.190188243855227e-12,2.5337309130399372e-08,2.5405503736486151e-08,0.00012700478290483239,5.7065928244292885e-08,3.2053626652955442e-09,2.2178188038690451e-11,1.9089304476275257e-06,1.5410616874407855e-07,4.5849884013716288e-06,3.4831926410283136e-06,2.8001116027671005e-07,1.5807692664028988e-05,1.1479672990117218e-06,3.4800653921361705e-06,6.9680606217810205e-14,4.5701000346318294e-06
1.2283263282391472e-06,0.5046452128454827,154.0,0.0,0.0,0.0,0.93650949199478062,1.0,18.983611619451562,0.0050733475444964147,0.011490605169904414,0.0043298076776444776,0.0042951899777383604,1.0037346631993755e-08,1.1604674693264019e-09,0.00092825603050102231,3.0983034558801743e-13,0.00090063353429049994,6.7363607525567964e-05,1.1899041144917885e-10,0.014269673524368707,1.1756894424964487e-12,5.0297014934989387e-07,0.00066905562920582676,0.00083789736387920063,4.3220908421929751e-07,3.0289530354174009e-07,0.010789216097421298,2.5311339476433023e-06,7.6658765917376438e-06,7.9207555022121692e-06,0.010489413443830106,0.00051702250882010097,0.00099169218278853492,3.2702379471611554e-12,2.5715402161265241e-08,2.5782544666484136e-08,0.00013186776944730495,5.8499616621177373e-08,3.328755121278493e-09,2.2701608607518294e-11,1.9579550268517063e-06,1.5777049255195436e-07,4.7360120263119346e-06,3.5980070611577402e-06,2.896988566148035e-07,1.6538792900563728e-05,1.1884704039395307e-06,3.6788389294905366e-06,7.209138357246752e-14,4.8309238028924122e-06
1.246855783502066e-06,0.5046445762559704,154.0,0.0,0.0,0.0,0.93559556267544508,1.0,18.983344171725616,0.0051250231776507728,0.011515032387271657,0.0043233979735613458,0.0042887755508491908,1.0058555428759506e-08,1.1594264416860491e-09,0.00094176115963084137,3.0952798554916338e-13,0.00091380852079315199,6.7505947099464025e-05,1.188127114409342e-10,0.014570179718634139,1.1781736790221097e-12,5.0222637732194156e-07,0.00067833856862615973,0.00085386408106244199,4.3820023286418196e-07,3.0709395282907158e-07,0.011054035876686677,2.6178078378597521e-06,8.0475977080856769e-06,8.3204310939391275e-06,0.010731149967251392,0.00051880905179279083,0.0010207186927075837,3.3504526211878566e-12,2.6093155617971446e-08,2.6159187113608949e-08,0.00013680509092178487,5.993630294179436e-08,3.4540490346794899e-09,2.3224854654268353e-11,2.0070728552946736e-06,1.614340185469156e-07,4.8882693299273896e-06,3.7137596501650184e-06,2.9947533698489375e-07,1.7287996609815472e-05,1.229359816886594e-06,3.8843306644569621e-06,7.4524254780323094e-14,5.1005552922884985e-06
1.2653852387649847e-06,0.5046439404245715,154.0,0.0,0.0,0.0,0.93468326757402909,1.0,18.983076986508024,0.0051761138224656472,0.011538121923500668,0.0043167959725283686,0.0042821705854994094,1.0078595332260051e-08,1.1583873382951736e-09,0.00095525202777226319,3.0922616616709344e-13,0.00092697168784165924,6.7640441836089887e-05,1.1862973291183806e-10,0.014871013325130506,1.1805210004878864e-12,5.0146019088766172e-07,0.00068748189589996303,0.00086980680625269936,4.441010461481072e-07,3.1122929434394868e-07,0.011319357054334922,2.7048234262565099e-06,8.4394063646272896e-06,8.7310768693766052e-06,0.010972768741328161,0.00052049417666987267,0.0010498741906755861,3.4308171544977111e-12,2.6470570105901003e-08,2.6535431767789409e-08,0.0001418153854820609,6.1375716241417422e-08,3.5812096622407599e-09,2.3747846883502083e-11,2.0562755135419928e-06,1.6509617572421448e-07,5.0417073111566497e-06,3.8304100093890549e-06,3.0933688212236064e-07,1.8055304830135986e-05,1.270619442137768e-06,4.0965866166529976e-06,7.6978294304609306e-14,5.3790547769644505e-06
1.2839146940279034e-06,0.5046433053790574,154.0,0.0,0.0,0.0,0.93377260973325349,1.0,18.982810076496712,0.0052266251756706737,0.011559934203369487,0.0043100251622783933,0.0042753983990247357,1.0097519174968571e-08,1.1573501630622535e-09,0.00096872865972328129,3.0892488844844512e-13,0.00094012305669653946,6.7767446312340211e-05,1.1844212182618728e-10,0.015172139563213081,1.1827375952843224e-12,5.0067432444795481e-07,0.00069648654979767273,0.00088572487141737116,4.4991213445284424e-07,3.1530175584393544e-07,0.011585132547696168,2.7921198998769398e-06,8.8412573488264181e-06,9.1526704923152383e-06,0.011214235935080348,0.00052208343707556043,0.0010791506046054138,3.5113172812284249e-12,2.6847646233645363e-08,2.6911279320116172e-08,0.00014689730204483654,6.2817600703111017e-08,3.7102025276981914e-09,2.4270512027612622e-11,2.1055551627953516e-06,1.6875643586684322e-07,5.1962747836761739e-06,3.9479191225215881e-06,3.1927989245110488e-07,1.8840715366006028e-05,1.3122336906597626e-06,4.3156499836172968e-06,7.9452606392974546e-14,5.6664788407179055e-06
1.3024441492908222e-06,0.5046426711454078,154.0,0.0,0.0,0.0,0.93286359222653203,1.0,18.982543453541837,0.0052765628805395842,0.011580526487369352,0.0043031071527324782,0.0042684804437603859,1.0115377022253727e-08,1.1563149199338858e-09,0.00098219108032439524,3.086241534100109e-13,0.00095326264872469329,6.7887296534114222e-05,1.1825047248183818e-10,0.015473525288898376,1.1848293276844708e-12,4.9987129385508889e-07,0.0007053535582165493,0.00090161769187741307,4.5563416569078176e-07,3.1931180540479392e-07,0.01185131790706379,2.8796384258054981e-06,9.2531000893308013e-06,9.5851841531103266e-06,0.011455520315484137,0.00052358211065181885,0.0011085402749885589,3.5919395340633823e-12,2.7224384612879023e-08,2.7286730462861165e-08,0.00015204950135982458,6.426171481573216e-08,3.8409934498699588e-09,2.4792782443837082e-11,2.1549045087360896e-06,1.7241431071363744e-07,5.3519223503604171e-06,4.0662493362822334e-06,3.293008871988781e-07,1.9644223026758662e-05,1.3541874776341813e-06,4.541561250565218e-06,8.1946324857333716e-14,5.9628805205182298e-06
1.320973604553741e-06,0.5046420377479146,154.0,0.0,0.0,0.0,0.9319562181365737,1.0,18.982277128697703,0.0053259325273970082,0.011599953045345821,0.0042960618074433755,0.0042614364376326649,1.0132216324249027e-08,1.1552816128684091e-09,0.00099563931445889359,3.0832396207165868e-13,0.00096639048539503072,6.80003109555625e-05,1.1805533112800876e-10,0.015775138908467372,1.1868017556326958e-12,4.9905341170704879e-07,0.00071408402939272678,0.00091748475960957249,4.6126785962413963e-07,3.2325994743932297e-07,0.012117871168100499,2.9673221761874068e-06,9.6748789391100442e-06,1.0028584839908006e-05,0.01169659307215881,0.000524995209092976,0.0011380359363555906,3.6726711994521934e-12,2.7600785858234248e-08,2.7661785889487804e-08,0.0001572706569508034,6.5707830572159586e-08,3.9735485673857273e-09,2.5314595734755129e-11,2.2043167672670332e-06,1.7606934929049086e-07,5.50860237432499e-06,4.1853643384756681e-06,3.3939650318991506e-07,2.0465819849797516e-05,1.3964662184679897e-06,4.7743582975963758e-06,8.4458612773415587e-14,6.2683094466794436e-06
1.3395030598166596e-06,0.5046414052092817,154.0,0.0,0.0,0.0,0.93105049053556999,1.0,18.982011112271838,0.0053747396541182352,0.01161826532171599,0.0042889073669728234,0.0042542844867331118,1.0148082060352049e-08,1.1542502458114784e-09,0.0010090733870528415,3.0802431544977751e-13,0.00097950658827411366,6.8106791448870608e-05,1.1785719936097186e-10,0.016076950296889631,1.1886601476701981e-12,4.9822280170373569e-07,0.00072267914374923707,0.00093332563702039676,4.6681398259551877e-07,3.2714671900446701e-07,0.012384752711512619,3.0551163437206724e-06,1.010653345123405e-05,1.048283460315512e-05,0.011937427652481283,0.00052632748832230581,0.0011676306991579826,3.7535002750376531e-12,2.7976850587175946e-08,2.8036446294652729e-08,0.00016255945593897906,6.71557327069778e-08,4.1078343603508514e-09,2.5835894391355891e-11,2.2537856320851877e-06,1.7972113539853206e-07,5.6662689470593012e-06,4.3052291338178802e-06,3.4956349335723697e-07,2.1305495309162571e-05,1.4390558234753437e-06,5.0140765042149315e-06,8.6988662110550404e-14,6.5828119795079803e-06
1.3580325150795784e-06,0.5046407735507197,154.0,0.0,0.0,0.0,0.9301464124669514,1.0,18.981745413871206,0.0054229897466222697,0.011635512092456262,0.0042816605645718967,0.0042470412002425465,1.0163016876523972e-08,1.1532208226735669e-09,0.00102249332307479,3.0772521455124162e-13,0.00099261097902181403,6.8207024225723145e-05,1.1765653730781649e-10,0.016378930720815192,1.1904094990172205e-12,4.9738141210791137e-07,0.00073114014633818693,0.00094913995116180903,4.7227334264272127e-07,3.3097268637772429e-07,0.012651925129815085,3.1429681485381864e-06,1.0547998647053558e-05,1.0947890813136103e-05,0.012177999606679877,0.00052758345871665167,0.0011973180321273268,3.834415429235079e-12,2.8352579419877118e-08,2.841071237419971e-08,0.00016791459975947623,6.8605217972656633e-08,4.2438176692267326e-09,2.6356625457703218e-11,2.3033052440297029e-06,1.8336928525269958e-07,5.8248778541217485e-06,4.4258100178929085e-06,3.597987250142398e-07,2.2163236510295101e-05,1.4819426914120365e-06,5.2607488510519652e-06,8.9535693301555727e-14,6.9064313422827244e-06
1.3765619703424971e-06,0.5046401427920348,154.0,0.0,0.0,0.0,0.92924398692867083,1.0,18.981480042445806,0.005470688239358386,0.011651739614081415,0.0042743367345295805,0.0042397217980683563,1.0177061215582849e-08,1.152193347309356e-09,0.0010358991475352332,3.074266603678801e-13,0.0010057036793869997,6.8301280711746744e-05,1.1745376660834301e-10,0.016681052765894891,1.1920545468346045e-12,4.965310283533015e-07,0.00073946833983825602,0.00096492738836012355,4.7764678497272128e-07,3.3473844188525377e-07,0.012919353100988311,3.2308268373293377e-06,1.0999205276599669e-05,1.1423706410335769e-05,0.012418286442459209,0.00052876739530119247,0.0012270917451550011,3.9154059629035364e-12,2.8727972979094951e-08,2.8784584825146346e-08,0.00017333480478076856,7.0056094453151111e-08,4.3814657111818755e-09,2.6876740216229565e-11,2.3528701621436144e-06,1.8701344526411759e-07,5.9843865388162568e-06,4.5470745495601632e-06,3.7009917792067907e-07,2.3039028371806255e-05,1.5251137020232576e-06,5.5144060187087587e-06,9.209895476145789e-14,7.2392077504630429e-06
1.3950914256054159e-06,0.504639512951713,154.0,0.0,0.0,0.0,0.92834321685796428,1.0,18.98121500632972,0.0055178405157863698,0.01166699176485957,0.0042669499135487435,0.0042323402115522699,1.0190253440704789e-08,1.151167823498941e-09,0.0010492908854858325,3.0712865387143499e-13,0.0010187847112032536,6.8389818375368705e-05,1.1724927320498799e-10,0.016983290268203804,1.1935997846897671e-12,4.9567328484159589e-07,0.00074766507807172856,0.00098068768923247236,4.8293518777162798e-07,3.3844460096544737e-07,0.013187003268809335,3.3186436754815806e-06,1.146008007107141e-05,1.1910230148479272e-05,0.012658267488711536,0.00052988334785177167,0.00125694597272307,3.9964617730427852e-12,2.9103031890047857e-08,2.915806434566401e-08,0.00017881880283584755,7.1508180913743712e-08,4.5207460941420464e-09,2.739619389269682e-11,2.40247533638467e-06,1.9065328995969891e-07,6.1447540642145986e-06,4.6689915220908545e-06,3.8046194217385728e-07,2.3932853795003566e-05,1.5685562077459891e-06,5.7750764836685457e-06,9.4677722362715316e-14,7.5811785370578861e-06
1.4136208808683346e-06,0.5046388840470001,154.0,0.0,0.0,0.0,0.92744410511753383,1.0,18.980950313279664,0.005564451908850708,0.011681310178529081,0.0042595129355075621,0.0042249091776046686,1.0202629952365946e-08,1.1501442549307902e-09,0.001062668562018433,3.0683119600899032e-13,0.0010318540963846288,6.8472881512655464e-05,1.1704340995064423e-10,0.017285618249550098,1.1950494762543951e-12,4.9480967596995856e-07,0.00075573176000713984,0.00099642064406587814,4.8813945832869359e-07,3.4209179945259059e-07,0.013454844129622164,3.4063719329754791e-06,1.1930545987330074e-05,1.2407406830149909e-05,0.012897923767867647,0.00053093515085324446,0.0012868751579080274,4.0775733184444841e-12,2.9477756780293477e-08,2.9531151635051934e-08,0.00018436534167321663,7.2961306185855134e-08,4.6616268287498136e-09,2.7914945379856687e-11,2.4521160819188046e-06,1.9428852003235608e-07,6.3059410738490559e-06,4.7915309332816224e-06,3.9088421595277062e-07,2.4844693821899352e-05,1.6122580246937755e-06,6.0427866112481085e-06,9.7271298873850903e-14,7.9323782741199181e-06
1.4321503361312533e-06,0.5046382560939757,154.0,0.0,0.0,0.0,0.92654665448308515,1.0,18.980685970511267,0.0056105277014488709,0.011694734370799199,0.0042520375199626096,0.0042174403266197671,1.0214225298972166e-08,1.1491226451863708e-09,0.0010760322022638866,3.065342876988489e-13,0.0010449118569214532,6.8550701989785948e-05,1.1683649904419038e-10,0.0175880128564565,1.1964076682627531e-12,4.9394156643045564e-07,0.00076366982421497624,0.0010121260885351403,4.9326052945330596e-07,3.4568069106584726e-07,0.013722845925299588,3.493966864729815e-06,1.2410522444363168e-05,1.2915177534929036e-05,0.013137237876440184,0.00053192643327040713,0.0013168740369722143,4.1587315872223792e-12,2.9852148279608066e-08,2.9903847393705813e-08,0.00018997318533526153,7.4415308585480847e-08,4.8040763384298574e-09,2.843295697884347e-11,2.5017880549285476e-06,1.9791886051516579e-07,6.4679097513708063e-06,4.9146639547712676e-06,4.0136330314063162e-07,2.5774527782403035e-05,1.6562074230410519e-06,6.3175607455786375e-06,9.9879013367818142e-14,8.2928388903521572e-06
