Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39)
2.1820929134845862e-07,0.8171344475563775,154.0,0.0,0.0,0.0,0.97543213704186482,1.0,18.997593053370014,0.0031644660902611539,0.0083494243692567808,0.0058971580743390189,0.0019382552438636763,3.2545549092007866e-09,8.7573350534844325e-09,0.0013013975091639956,5.104952555816561e-12,0.0014722766457458047,2.1633117358573354e-05,3.9998678124761729e-11,0.0014117043652175239,2.8952064781591015e-13,1.3660258346866935e-06,0.00044401068025421201,0.00044556032824251478,1.3914140052178401e-07,9.3364349559035442e-08,0.00030757019018255049,1.4383777305373603e-07,2.5520360923283276e-07,2.5952973682436681e-07,0.00025703894138510628,0.00018978352677609717
2.2195374894205696e-07,0.8171343287932649,154.0,0.0,0.0,0.0,0.97501060637123838,1.0,18.997546830460401,0.0032131494179517216,0.0084776273441025535,0.0059796926219727051,0.0019653946560974555,3.3045200902668822e-09,8.7540516072270936e-09,0.0013234025958369479,5.102746462864776e-12,0.0014972635901676018,2.1965240337199375e-05,4.0558738838408551e-11,0.0014586980815041539,2.939655208479341e-13,1.3851836380208334e-06,0.00045850390764071191,0.00046017100012769879,1.4368287704364817e-07,9.6411709403890144e-08,0.00032108186961449144,1.5478234496242837e-07,2.7696899802819724e-07,2.8174760727902493e-07,0.00026954992288315472,0.00019601628032186406
2.256982065356553e-07,0.8171342103564442,154.0,0.0,0.0,0.0,0.97458921467520498,1.0,18.997500391617386,0.0032616549638685827,0.0086052133256619128,0.0060615277022846772,0.0019923037615312369,3.3542445040779222e-09,8.7507691604406391e-09,0.0013453966867403235,5.1005410972146173e-12,0.001522241190080854,2.2295762922112298e-05,4.1114046840779879e-11,0.0015063857579359088,2.9838897546767776e-13,1.4041792055490502e-06,0.00047319268914270421,0.00047498428892236847,1.482856124764914e-07,9.9500174605829351e-08,0.00033494358691932356,1.6632710242072437e-07,3.0015529794906103e-07,3.054245959212417e-07,0.00028242196719476469,0.0002023357095181596
2.2944266412925363e-07,0.8171340922272483,154.0,0.0,0.0,0.0,0.97416796735748168,1.0,18.997453735474647,0.0033099832932760179,0.0087321788978689634,0.0061426621893828966,0.0020189821930953981,3.4037268188185843e-09,8.7474877615545829e-09,0.0013673797858077476,5.0983364871381217e-12,0.0015472094485117387,2.2624676260485431e-05,4.1664594556865928e-11,0.001554763336638968,3.0279089319586914e-13,1.4230122737278473e-06,0.00048807500005831097,0.00048999847006296702,1.5294897174204867e-07,1.026293190223527e-07,0.00034915756712849163,1.7849163623440902e-07,3.2482677929461573e-07,3.3062744141679455e-07,0.00029565757392987607,0.00020874105807670547
2.3318712172285196e-07,0.8171339743873046,154.0,0.0,0.0,0.0,0.97374686972567681,1.0,18.997406860737119,0.0033581349699898675,0.0088585207715385344,0.0062230951005772823,0.0020454296308265113,3.4529657521653973e-09,8.7442074584610662e-09,0.0013893518970939027,5.0961326604878068e-12,0.0015721683686152805,2.2951971828493697e-05,4.2210375383741887e-11,0.001603826745982199,3.0717115995659643e-13,1.4416826122574454e-06,0.00050314880643505863,0.00050521181636374666,1.5767231686456226e-07,1.0579871456670026e-07,0.00036372594792253833,1.9129565359381801e-07,3.5104925731475275e-07,3.5742453771973239e-07,0.00030925912618504352,0.00021523156752476465
2.369315793164503e-07,0.817133856818535,154.0,0.0,0.0,0.0,0.97332592699155573,1.0,18.997359766180359,0.003406110556376307,0.0089842357836279023,0.0063028255947805154,0.0020716458013403031,3.5019600709865149e-09,8.7409282976006127e-09,0.0014113130247723476,5.0939296444766764e-12,0.0015971179536729981,2.32776414292533e-05,4.2751383679752708e-11,0.0016535719013227974,3.1152966604893672e-13,1.4601900237364279e-06,0.00051841206546440657,0.00052062259836787585,1.6245500709400169e-07,1.0900793129054909e-07,0.00037865078017463119,2.047589656707905e-07,3.7889008620204321e-07,3.8588593066964215e-07,0.00032322889150960806,0.00022180647739498911
2.4067603691004863e-07,0.8171337395031567,154.0,0.0,0.0,0.0,0.97290514427134778,1.0,18.997312450649943,0.0034539106133506326,0.0091093208964565884,0.0063818529708674328,0.0020976304772911546,3.5507085910520238e-09,8.7376503247567576e-09,0.0014332631731333405,5.0917274658512313e-12,0.0016220582070905574,2.3601677190945081e-05,4.3287614753298797e-11,0.0017039947057456686,3.1586630612258504e-13,1.4785343432405432e-06,0.0005338627258761017,0.00053622908469462755,1.6729639903024856e-07,1.1225653746730348e-07,0.00039393402852287425,2.1890147524157725e-07,4.0841815213948115e-07,4.1608331363313966e-07,0.00033756902291026317,0.00022846502541314578
2.4442049450364696e-07,0.8171336224236789,154.0,0.0,0.0,0.0,0.97248452658608975,1.0,18.997264913060736,0.0035015357003760797,0.0092337731968857167,0.0064601766659950315,0.0021233834768185247,3.5992101767163866e-09,8.7343735854017716e-09,0.0014552023465816714,5.0895261509955779e-12,0.0016469891323954407,2.3924071564734851e-05,4.3819064851396874e-11,0.0017550910507963301,3.2018097915026544e-13,1.496715437937257e-06,0.00054949872833208924,0.00055202954238243855,1.7219584674694837e-07,1.155440996752209e-07,0.00040957757197052921,2.3374316434517489e-07,4.3970386541721756e-07,4.4809002220121946e-07,0.00035228155989260485,0.00023520644768366126
2.481649520972453e-07,0.8171335055629043,154.0,0.0,0.0,0.0,0.97206407886200819,1.0,18.997217152396264,0.0035489863754626571,0.0093575898954584517,0.0065377962538849133,0.0021489046629809697,3.6474637405645854e-09,8.7310981233938179e-09,0.0014771305496345021,5.0873257256231411e-12,0.0016719107332346221,2.4244817322331173e-05,4.4345731148089013e-11,0.0018068568172071311,3.2447358839389435e-13,1.5147332067257567e-06,0.00056531800581981575,0.00056802223722775475,1.7715270191411999e-07,1.1887018287971167e-07,0.0004255832045132664,2.4930408198622674e-07,4.7281915163191677e-07,4.8198102795452545e-07,0.00036736842953825438,0.00024202997887292726
2.5190940969084363e-07,0.8171333889039281,154.0,0.0,0.0,0.0,0.97164380593093891,1.0,18.997169167707927,0.0035962631951660172,0.0094807683255020772,0.006614711443069755,0.0021741939431785479,3.6954682430788662e-09,8.7278239818461192e-09,0.0014990477869192174,5.0851262149587669e-12,0.0016968230133722598,2.4563907553820474e-05,4.4867611732454422e-11,0.0018592878756166014,3.2874404137644348e-13,1.5325875798016579e-06,0.00058131848404487086,0.0005842054341196755,1.821663139218306e-07,1.2223435051627387e-07,0.00044195263579255843,2.6560433189139543e-07,5.0783744198282631e-07,5.1783293130908514e-07,0.00038283144761614937,0.00024893485239031103
2.5565386728444196e-07,0.8171332724301359,154.0,0.0,0.0,0.0,0.97122371253077999,1.0,18.997120958114341,0.0036433667145863531,0.0096033059421933888,0.0066909220751059364,0.0021992512685639998,3.7432226922819415e-09,8.7245512038781532e-09,0.0015209540631712835,5.0829276439438289e-12,0.0017217259766873964,2.4881335665356439e-05,4.5384705596417072e-11,0.0019123800872817356,3.3299224985160334e-13,1.5502785182257161e-06,0.00059749808182272472,0.00060057739737022617,1.8723603000362792e-07,1.256361645733348e-07,0.00045868749177433338,2.8266406032781411e-07,5.4483366267903157e-07,5.557239534554584e-07,0.00039867231972659159,0.00025592030056681853
2.6314278247163863e-07,0.8171330399730989,154.0,0.0,0.0,0.0,0.9703840828081417,1.0,18.997023861017151,0.003737056065695112,0.0098464491595331698,0.006841229688050436,0.002248670074640283,3.8379776981177163e-09,8.7180099032440458e-09,0.0015647337520470013,5.0785334173257238e-12,0.0017715039689271208,2.5511180716814702e-05,4.6404533570630302e-11,0.0020205313727033364,3.414216012175373e-13,1.5851700873243834e-06,0.00063038627918789451,0.00063388067924874348,1.9754115327035609e-07,1.3255097315682221e-07,0.00049325956763324273,3.191426781484788e-07,6.2506700314737357e-07,6.3794428591502808e-07,0.0004314939047629118,0.00027012984587844745
2.6988280614011565e-07,0.81713283123435,154.0,0.0,0.0,0.0,0.96962907567875101,1.0,18.996935696960122,0.0038207893336534081,0.010063063403545522,0.0069740980233173816,0.0022923540990096151,3.9223930288916187e-09,8.7121278042705134e-09,0.001604098034947555,5.074582065477649e-12,0.0018162723395963002,2.6072297039894919e-05,4.7306016095514381e-11,0.002120086986526569,3.4893114127573084e-13,1.6160137798560144e-06,0.00066057723995823219,0.00066448180106630755,2.0700105174748684e-07,1.3889863077259928e-07,0.00052563881225467643,3.5477340264386071e-07,7.0482337575883087e-07,7.1973393437497993e-07,0.00046234048926072064,0.00028318628483611373
2.766228298085927e-07,0.8171326228504153,154.0,0.0,0.0,0.0,0.96887471967491712,1.0,18.996846793492026,0.003903969674980726,0.010277567298250219,0.0071046870137012963,0.0023352877654450304,4.0059848905517294e-09,8.7062507462006271e-09,0.0016434268824643663,5.0706341214831779e-12,0.0018610105890985889,2.662793971009844e-05,4.8192013907688133e-11,0.0022217200161113344,3.5636742626468186e-13,1.6463287051570779e-06,0.00069131590774779551,0.00069566754004635276,2.1663248992288803e-07,1.4536139334355338e-07,0.00055922357230028287,3.9317882503623332e-07,7.9222052128283025e-07,8.0941986132637659e-07,0.00049443293841404704,0.00029649181598419706
2.833628534770697e-07,0.8171324147347668,154.0,0.0,0.0,0.0,0.96812103910318414,1.0,18.996757147799045,0.0039866002742614181,0.010489950272608456,0.0072330002986452143,0.0023774722899193852,4.0887491635776657e-09,8.7003789449615976e-09,0.0016827203258449519,5.066689712051252e-12,0.0019057187439133053,2.7178081343743935e-05,4.9062552100665331e-11,0.0023254060762363492,3.6373008970060144e-13,1.6761156959641645e-06,0.00072258994712571633,0.00072742779465808185,2.2643159892078511e-07,1.5193666482217935e-07,0.00059402040274614937,4.3447640064282577e-07,8.8774775845255997e-07,9.0751547521586699e-07,0.00052777737732076925,0.00031004194593465802
2.901028771455467e-07,0.8171322068038448,154.0,0.0,0.0,0.0,0.96736805733120768,1.0,18.996666757708489,0.004068684300725451,0.010700202948780284,0.007359042761624756,0.0024189092975084201,4.1706821939734278e-09,8.6945126117391682e-09,0.0017219783973049909,5.0627489597701883e-12,0.0019503968315478836,2.7722697651763172e-05,4.99176642101093e-11,0.0024311207373788717,3.71018806518986e-13,1.7053758738650369e-06,0.00075438698110638961,0.00075975248206128318,2.3639449688035852e-07,1.586218404475229e-07,0.00063003504211042683,4.7878308997939448e-07,9.9190896295502423e-07,1.0145502558484905e-06,0.0005623788756771767,0.00032383218336577436
2.9684290081402374e-07,0.8171319989769915,154.0,0.0,0.0,0.0,0.96661579680134646,1.0,18.996575621672505,0.0041502249082341373,0.010908317119317057,0.0074828204921472061,0.0024596008098763445,4.2517807843192887e-09,8.6886519499624195e-09,0.001761201129990194,5.0588119825190377e-12,0.0019950448804972772,2.8261767380039215e-05,5.0757391955826741e-11,0.0025388395378415874,3.7823329227313851e-13,1.7341106405529705e-06,0.0007866945982760576,0.00079263154354882598,2.4651729119025459e-07,1.6541430824473721e-07,0.00066727242879574306,5.2621514563918962e-07,1.1052222302306257e-06,1.1310694607969214e-06,0.00059824147375650951,0.00033785804196426064
3.0358292448250077e-07,0.8171317911764391,154.0,0.0,0.0,0.0,0.96586427904508243,1.0,18.996483738751326,0.0042312252352674877,0.011114285723526674,0.0076043407471958115,0.0024995492325793874,4.3320421844654742e-09,8.6827971497064234e-09,0.0018003885579387625,5.0548788922474566e-12,0.0020396629202040538,2.8795272247177745e-05,5.1581784980173244e-11,0.0026485379955841224,3.8537330229611271e-13,1.7623216689670699e-06,0.00081950035983943074,0.00082605494981676105,2.5679608069637204e-07,1.7231145050673884e-07,0.00070573671799175816,5.768879038217508e-07,1.2282195134043118e-06,1.2576338058376872e-06,0.00063536820903455126,0.00035211504327311443
3.103229481509778e-07,0.8171315833272577,154.0,0.0,0.0,0.0,0.96511352469816958,1.0,18.996391108596232,0.0043116884049132333,0.011318102823108116,0.0077236119122391185,0.0025387573422278498,4.411464082197871e-09,8.6769483973315309e-09,0.0018395407160444442,5.0509497971422278e-12,0.0020842509810191684,2.9323196883050153e-05,5.2390900582410013e-11,0.0027601916197604118,3.9243863088709956e-13,1.7900108941180886e-06,0.00085279180658091142,0.00086001270606415566,2.6722695789168372e-07,1.7931064526316847e-07,0.0007454312990681619,6.3091558083320931e-07,1.3614462380955373e-06,1.3948191211158974e-06,0.00067376114336093157,0.00036659871944600661
3.170629718194548e-07,0.81713137535732,154.0,0.0,0.0,0.0,0.96436355351648273,1.0,18.996297731432268,0.004391617524857571,0.011519763577102745,0.0078406434618741652,0.0025772282735274884,4.490044593428434e-09,8.6711058734914879e-09,0.0018786576400202305,5.0470248012898755e-12,0.0021288090941634905,2.9845528763476187e-05,5.3184803451463428e-11,0.0028737759219507799,3.9942911043513766e-13,1.8171805039797673e-06,0.00088655646573256584,0.00089449485691701642,2.7780601107019527e-07,1.8640926772587897e-07,0.00078635881342747774,6.8841107490328513e-07,1.5054608945394781e-06,1.5432159833844888e-06,0.00071342139062621909,0.00038130461590530837
3.2380299548793183e-07,0.817131167197257,154.0,0.0,0.0,0.0,0.96361438439247671,1.0,18.996203608040716,0.0044710156873777364,0.011719264216251513,0.0079554459202134699,0.0026149655062367625,4.5677822520406323e-09,8.6652697438372804e-09,0.001917739366362723,5.0431040026432351e-12,0.002173337291690074,3.036225814212391e-05,5.3963565397460087e-11,0.0029892664270877037,4.0634461049902965e-13,1.8438329304290822e-06,0.00092078185774287973,0.0009294914911771164,2.8852932644535668e-07,1.936046917107777e-07,0.00082852117275462433,7.4948577359736008e-07,1.6608346086009229e-06,1.7034293258420673e-06,0.00075434914483302857,0.00039622829390408378
3.3054301915640886e-07,0.8171309587804131,154.0,0.0,0.0,0.0,0.96286603537220061,1.0,18.996108739741359,0.0045498859693363968,0.011916602016823857,0.0080680308211052605,0.0026519728520711361,4.6446759998922611e-09,8.659440171056017e-09,0.0019567859323171774,5.0391874957070665e-12,0.0022178356064472015,3.0873377984786158e-05,5.4727265080579934e-11,0.0031066386840710833,4.1318503693889825e-13,1.8699708398987063e-06,0.00095545550294040722,0.00096499274639498393,2.9939299024780619e-07,2.0089429104487519e-07,0.00087191957761349368,8.142493670998815e-07,1.8281506928597734e-06,1.8760780266824746e-06,0.00079654370849742623,0.00041136533299141983
3.372830428248859e-07,0.8171307500428006,154.0,0.0,0.0,0.0,0.9621185236727976,1.0,18.996013128374674,0.0046282314321779601,0.012111775273995309,0.0081784106682770887,0.002688254441582071,4.720725176420917e-09,8.6536173148520127e-09,0.0019957973758432555,5.0352753716612414e-12,0.0022623040720422265,3.1378883900306677e-05,5.5475987740326437e-11,0.0032258682760707915,4.1995033099138346e-13,1.8955971240933111e-06,0.00099056492808652797,0.0010009888132666274,3.1039309078152755e-07,2.0827544094608954e-07,0.00091655453634055734,8.8280966762208023e-07,2.0080041790162195e-06,2.0617944775478199e-06,0.00084000352130749628,0.00042671133338099368
3.440230664933629e-07,0.817130540923048,154.0,0.0,0.0,0.0,0.96137186570044031,1.0,18.995916776283895,0.0047060551219268096,0.012304783274835286,0.0082865988954802204,0.0027238147110359287,4.7959295078687932e-09,8.6478013177111548e-09,0.0020347737355815207,5.0313677152418696e-12,0.0023067427228062299,3.1878774068047035e-05,5.6209824925814599e-11,0.0033469308305134468,4.2664046828561887e-13,1.9207148909056092e-06,0.0010260976728119417,0.0010374699398532654,3.2152572043506845e-07,2.1574551937338044e-07,0.00096242588419254355,9.5527243516919806e-07,2.2010013326876797e-06,2.2612241329007589e-06,0.00088472618897594249,0.00044226191822254086
3.507630901618399e-07,0.8171303313623555,154.0,0.0,0.0,0.0,0.96062607706864289,1.0,18.995819686296972,0.0047833600691875129,0.012495626270959643,0.0083926098267089449,0.0027586583893197845,4.8702890968711871e-09,8.6419923194422679e-09,0.0020737150508206527,5.0274646079588591e-12,0.0023511515937594913,3.2373049169550555e-05,5.692887422445944e-11,0.0034698020287516067,4.3325545794222182e-13,1.9453274550996725e-06,0.0010620412959324956,0.0010744264356245853,3.3278697767145101e-07,2.2330190836129553e-07,0.0010095328027046357,1.0317412098759967e-06,2.4077591517426482e-06,2.4750250414098709e-06,0.00093070851222362488,0.0004580127357762793
3.5750311383031695e-07,0.8171301213044398,154.0,0.0,0.0,0.0,0.95988117261689887,1.0,18.995721861708621,0.0048601492891470156,0.012684305450916408,0.0084964586365704389,0.0027927904848968599,4.9438044117325007e-09,8.6361904608206514e-09,0.0021126213614654299,5.0235661290554205e-12,0.0023955307205778039,3.2861712317517717e-05,5.7633238992560636e-11,0.0035944576154142076,4.3979534162570577e-13,1.969438329013482e-06,0.0010983833816396154,0.0011118486753257653,3.4417296897269448e-07,2.3094199532474141e-07,0.0010578738392161774,1.1123171510961314e-06,2.6289048493508788e-06,2.7038673604791926e-06,0.00097794651583229587,0.00047395946149057772
3.6424313749879397e-07,0.8171299106954831,154.0,0.0,0.0,0.0,0.95913716642958635,1.0,18.995623306262264,0.004936425781578861,0.012870822912367831,0.0085981613108775841,0.0028262162728343678,5.0164762752208565e-09,8.6303958627385548e-09,0.0021514927080054928,5.0196723509392958e-12,0.0024398801395596431,3.3344768980006758e-05,5.8323028089161477e-11,0.003720873407437967,4.4626019251055575e-13,1.9930512135925279e-06,0.0011351115455609094,0.0011497271026688956,3.5567981072916373e-07,2.3866317432764428e-07,0.0011074469265213386,1.1970988834090015e-06,2.8650753229640573e-06,2.9484328550918132e-06,0.0010264354777060765,0.00049009779998343149
3.70983161167271e-07,0.8171296994840821,154.0,0.0,0.0,0.0,0.95839407185509662,1.0,18.995524024132109,0.0050121925308494386,0.013055181634115686,0.0086977346075292495,0.0028589412819284045,5.0883058539507748e-09,8.6246086427996323e-09,0.0021903291314848677,5.0157833428196601e-12,0.0024841998875941755,3.3822226910836084e-05,5.8998355609090777e-11,0.0038490253027798835,4.526501143653556e-13,2.0161699892810508e-06,0.0011722134406875607,0.0011880522338504629,3.6730363110859455e-07,2.4646284733623847e-07,0.0011582494026043714,1.2861823496885293e-06,3.1169166104200645e-06,3.2094143821199674e-06,0.001076169957884785,0.00050642348692844493
3.77723184835748e-07,0.8171294876211912,154.0,0.0,0.0,0.0,0.95765190152512758,1.0,18.995424019905258,0.0050874525059262697,0.013237385448032404,0.008795196017741827,0.0028909712819449596,5.159294647580661e-09,8.6188289250562894e-09,0.002229130673472282,5.0118991730411975e-12,0.0025284900021301264,3.4294096078429569e-05,5.965934061899728e-11,0.0039788892888115001,4.5896524060904354e-13,2.0387987068608532e-06,0.0012096767631650117,0.0012268146608962068,3.7904057187862436e-07,2.5433842544175054e-07,0.0012102780304212863,1.3796606713588132e-06,3.3850833343423105e-06,3.4875153612360645e-06,0.0011271438274558312,0.00052293229084615829
3.8446320850422504e-07,0.8171292750600705,154.0,0.0,0.0,0.0,0.95691066737410724,1.0,18.99532329856396,0.0051622086603883375,0.013417439010955592,0.0088905637276919143,0.0029223122709944437,5.229444477345889e-09,8.6130568106678099e-09,0.0022678973760322874,5.0080199026605617e-12,0.0025727505211455364,3.4760388587763454e-05,6.0306106899005039e-11,0.0041104414503960263,4.6520573323884981e-13,2.0609415787158134e-06,0.0012474892579433783,0.0012660050548345422,3.9088679016241558e-07,2.6228733003973278e-07,0.0012635290176916914,1.4776240159408412e-06,3.6702381359914978e-06,3.7834492335485206e-06,0.0011793502973144968,0.00053962001480170184
3.9120323217270206e-07,0.8171290617562299,154.0,0.0,0.0,0.0,0.95617038065869508,1.0,18.995221865467972,0.0052364639324384678,0.013595347776580847,0.0089838565806215371,0.0029529704630610197,5.2987574754115439e-09,8.6072923954070444e-09,0.002306629281697161,5.0041455892344375e-12,0.0026169814831183496,3.5221118610596199e-05,6.0938782684012237e-11,0.0042436579776499684,4.7137178191313062e-13,2.0826029700809596e-06,0.0012856387242851488,0.0013056141687008973,4.0283846017628571e-07,2.7030699399506798e-07,0.0013179980366659705,1.5801594719744396e-06,3.9730510997256818e-06,4.0979389090882902e-06,0.0012327819467249951,0.00055648249800992211
3.979432558411791e-07,0.817128847667373,154.0,0.0,0.0,0.0,0.95543105197732237,1.0,18.99511972633708,0.0053102212449177349,0.013771117967409005,0.0090750940394582133,0.0029829522757025217,5.3672360742336062e-09,8.601535788906857e-09,0.0023453264334396106,5.0002762912814671e-12,0.0026611829269978749,3.5676302316005544e-05,6.1557500408497778e-11,0.0043785151733914318,4.7746360303902878e-13,2.103787390153323e-06,0.0013241130211278378,0.0013456328403752848,4.148917749233268e-07,2.783948627777726e-07,0.0013736802438344925,1.6873509313810491e-06,4.2941991692203964e-06,4.4317162042714726e-06,0.001287430751637293,0.00057351561734927145
4.046832795096561e-07,0.8171286327533437,154.0,0.0,0.0,0.0,0.95469269128973222,1.0,18.995016887233895,0.0053834835053219151,0.013944756546803714,0.0091642961500001431,0.0030122643179337008,5.4348829949702053e-09,8.5957870748532954e-09,0.0023839888746462947,4.9964120595849211e-12,0.0027053548921771322,3.6125957790900455e-05,6.2162396459470779e-11,0.0045149894602776585,4.8348143867133853e-13,2.1244994836711123e-06,0.0013629000722988451,0.0013860519952549088,4.2704294780621669e-07,2.8654839554702201e-07,0.0014305702995472446,1.7992789793140347e-06,4.6343655565874682e-06,4.785521270453745e-06,0.0013432881127174346,0.00059071528878589115
4.114233031781331e-07,0.8171284169760689,154.0,0.0,0.0,0.0,0.9539553079364792,1.0,18.994913354546735,0.0054562536058199518,0.014116271191182287,0.0092514835047064186,0.0030409133783110115,5.5017012369367735e-09,8.5900463271538524e-09,0.0024226166490921236,4.9925529406155954e-12,0.0027494974184660305,3.6570104970807285e-05,6.2753610929303523e-11,0.0046530573876348152,4.8942555560176821e-13,2.144744022638126e-06,0.00140198787158085,0.0014268626487647267,4.3928821422501419e-07,2.9476506622227895e-07,0.0014886623875140855,1.9160207915252816e-06,4.9942391455123291e-06,5.1601020146770256e-06,0.0014003448830520501,0.00060807746870941888
4.1816332684661015e-07,0.817128200299502,154.0,0.0,0.0,0.0,0.95321891065835695,1.0,18.994809134972801,0.0055285344232744024,0.014285670262387381,0.0093366772071323059,0.0030689064132318764,5.5676940673700309e-09,8.5843136433102868e-09,0.0024612098009153529,4.9886989841357629e-12,0.0027936105460654027,3.7008765573970221e-05,6.3331287371861257e-11,0.0047926956379834244,4.9529624450737248e-13,2.1645258978306662e-06,0.0014413644876265109,0.0014680559087091075,4.5162383313827177e-07,3.0304236452959167e-07,0.0015479502341575798,2.0376500392603975e-06,5.3745138895107234e-06,5.5562135136932868e-06,0.0014585913954906526,0.00062559815518215889
4.2490335051508717e-07,0.8171279826895691,154.0,0.0,0.0,0.0,0.95248350761571676,1.0,18.994704235501683,0.0056003288192638867,0.014452962780295406,0.0094198988370503139,0.0030962505354560155,5.6328650098343328e-09,8.5785890923477356e-09,0.0024997683745934998,4.9848502318561506e-12,0.0028376943155419094,3.7441963021112713e-05,6.3895572569560714e-11,0.004933881033263132,5.0109381882774157e-13,2.1838501107517888e-06,0.0014810180687205628,0.0015096229774668717,4.6404608852662561e-07,3.1137779698613066e-07,0.0016084271277921388,2.1642368016775145e-06,5.7758882063862875e-06,5.9746174223343445e-06,0.0015180174895920101,0.00064327338910335065
4.316433741835642e-07,0.8171277641141131,154.0,0.0,0.0,0.0,0.95174910640764687,1.0,18.994598663398985,0.0056716396401074705,0.014618158395671255,0.0095011704162858372,0.0031229530028638987,5.6972178338586949e-09,8.5728727257533775e-09,0.0025382924149200264,4.9810067196126241e-12,0.0028817487678037793,3.7869722367054228e-05,6.4446616300458332e-11,0.0050765905407609046,5.0681861386081072e-13,2.2027217659133926e-06,0.0015209368473882148,0.0015515551540329266,4.765512908438564e-07,3.1976888787295268e-07,0.0016700859376048061,2.2958474857677984e-06,6.1990643699501316e-06,6.4160813772793701e-06,0.0015786125381435103,0.00066109925529035738
4.383833978520412e-07,0.8171275445428375,154.0,0.0,0.0,0.0,0.95101571409098751,1.0,18.994492426190387,0.005742469716890985,0.014781267363307048,0.0095805143752957372,0.0031490212074632914,5.7607565453421679e-09,8.5671646309973322e-09,0.0025767819669817809,4.9771684894286663e-12,0.002925773944077335,3.8292070240322577e-05,6.4984571107475551e-11,0.0052208012787470486,5.124709860037987e-13,2.2211460628502367e-06,0.0015611091448496362,0.0015938438359103498,4.8913577844511304e-07,3.282131801912486e-07,0.0017329191324146061,2.432544753741336e-06,6.6447479000427775e-06,6.8813783972543582e-06,0.00164036547322506,0.00067907188347867786
4.4512342152051824e-07,0.8171273239472521,154.0,0.0,0.0,0.0,0.95028333719914715,1.0,18.994385531645893,0.0058128218654952451,0.014942300515503949,0.0096579535205223044,0.0031744626646464137,5.823485375055933e-09,8.5614648660269567e-09,0.0026152370761372665,4.9733355753047859e-12,0.0029697698858844159,3.8709034762788444e-05,6.5509592081686786e-11,0.0053664905218237047,5.1805131161584616e-13,2.23912828849234e-06,0.0016015233753194533,0.0016364805208556529,5.0179591889756801e-07,3.3670823654501272e-07,0.0017969187991891604,2.5743874578271891e-06,7.1136469518745561e-06,7.3712862806766356e-06,0.0017032648117916351,0.00069718744924275437
4.5186344518899526e-07,0.8171271023006188,154.0,0.0,0.0,0.0,0.94955198176070221,1.0,18.994277987764512,0.0058826988866261054,0.015101269235893494,0.0097335110025415887,0.003199285002709557,5.8854087684771981e-09,8.5557734587492519e-09,0.0026536577879956507,4.9695080027513953e-12,0.0030137366350205782,3.9120645481814047e-05,6.6021836645923739e-11,0.0055136357059907314,5.2355998611065114e-13,2.2566738100507182e-06,0.0016421680501506046,0.0016794568084805516,5.1452811027874321e-07,3.4525164001165831e-07,0.0018620766612988126,2.7214305824208806e-06,7.6064717056735251e-06,7.8865870017335743e-06,0.0017672986807510335,0.00071544217483960238
4.586034688574723e-07,0.8171268795778974,154.0,0.0,0.0,0.0,0.94882165331775392,1.0,18.994169802759185,0.0059521035658463787,0.01525818543362289,0.0098072102850228927,0.0032234959526449983,5.946531377077973e-09,8.5500904882518478e-09,0.0026920441483964897,4.9656858069517495e-12,0.0030576742335340491,3.9526933317432434e-05,6.6521464338133506e-11,0.005662214433434158,5.2899742332454637e-13,2.2737880676349992e-06,0.0016830317818231748,0.0017227644017145912,5.2732878247447697e-07,3.5384099500960345e-07,0.0019283840964900028,2.8737251935001606e-06,8.1239337576042138e-06,8.4280661058618645e-06,0.001832454841515885,0.0007338323299773469
4.653434925259493e-07,0.8171266557556921,154.0,0.0,0.0,0.0,0.94809235694402028,1.0,18.994060985042069,0.0060210386736095182,0.015413061517970689,0.0098790751145245246,0.0032471033382028892,6.0068580470204167e-09,8.5444160060462789e-09,0.0027303962033902699,4.9618690157748945e-12,0.0031015827237055524,3.9927930482552091e-05,6.7008636612325396e-11,0.0058122044770425787,5.3436405437390325e-13,2.290476567077186e-06,0.0017241032877780384,0.0017663951081318143,5.4019439833580773e-07,3.6247392807858565e-07,0.0019958321545613528,3.0313183952175829e-06,8.6667455128934752e-06,8.9965121055696775e-06,0.0018987207140113138,0.00075235423251078894
4.7208351619442633e-07,0.8171264308121998,154.0,0.0,0.0,0.0,0.94736409726264692,1.0,18.993951543210208,0.0060895069652950485,0.015565910373376733,0.0099491294911367399,0.0032701150662313612,6.0663938091238594e-09,8.538750014663076e-09,0.0027687139992196609,4.9580576445619012e-12,0.0031454621480288781,4.0323670414620086e-05,6.7483516640611353e-11,0.0059635837846570023,5.3966032672226327e-13,2.3067448734317576e-06,0.0017653713940949483,0.0018103408411447113,5.5312145481869699e-07,3.7114808864458311e-07,0.0020644115747273377,3.1942532935643869e-06,9.2356195820693748e-06,9.5927158775163059e-06,0.0019660834001217855,0.0007710042490661601
