Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39)
2.1562407214135764e-12,0.8171427229289814,154.0,0.0,0.0,0.0,0.99999975969141708,1.0,18.999999999686157,3.4652451947719131e-08,8.8758348362293023e-08,8.8644783274619468e-08,2.1360991811754629e-10,3.4598783341136029e-14,8.5722564373395049e-09,9.101952145442506e-09,4.5223731210123925e-12,1.0260277397045079e-08,1.001245689437267e-10,4.407719306345204e-18,1.481860885501936e-13,1.3399535380562578e-18,6.2965722748746794e-14,1.284472381048854e-16,1.2848738382915107e-16,3.0784133750617761e-20,9.3615905151009726e-21,1.0607331067574367e-14,1.5559821678916351e-37,1.4850324529645533e-37,1.4850326354616978e-37,1.8038410573816566e-19,7.245430653052763e-14
2.2329889146466625e-12,0.8171427229288816,154.0,0.0,0.0,0.0,0.999999751143826,1.0,18.999999999664777,3.5885853317792532e-08,9.1915180199981902e-08,9.1792138685064541e-08,2.2903383826617637e-10,3.5829328010748746e-14,8.6123723434570014e-09,9.5478041949798286e-09,4.5711426873611098e-12,1.0762869120606505e-08,1.0607722285261754e-10,4.7259989540695705e-18,1.5888676980305269e-13,1.4196185806505799e-18,6.751906450105566e-14,1.4264242041038156e-16,1.4268755400073727e-16,3.4483091889326783e-20,1.0650498466445807e-20,1.1375633172458618e-14,1.9872480740899984e-37,1.8966338797651153e-37,1.8966341211448654e-37,2.003998362633564e-19,7.581463890489128e-14
2.3097371078797485e-12,0.8171427229287787,154.0,0.0,0.0,0.0,0.99999974259633084,1.0,18.99999999964276,3.7119254598029651e-08,9.5071913002044785e-08,9.4938959997341363e-08,2.449916163422466e-10,3.7059952933580219e-14,8.648208497532733e-09,9.9956246226055227e-09,4.6165677279553882e-12,1.1267679721588272e-08,1.1212883139056175e-10,5.0552955366401619e-18,1.6995894004525343e-13,1.5006079810262197e-18,7.2230724886243519e-14,1.5784567468219677e-16,1.5789620470574456e-16,3.8469225300616729e-20,1.206079824719785e-20,1.2170783532967142e-14,2.5171333917743166e-37,2.4023580779728568e-37,2.4023583942287585e-37,2.2184841396910743e-19,7.9228652244123682e-14
2.3864853011128346e-12,0.817142722928673,154.0,0.0,0.0,0.0,0.99999973404892117,1.0,18.999999999620123,3.8352655788430614e-08,9.8228551175616517e-08,9.8085247582865093e-08,2.6148288096048709e-10,3.8290663609488849e-14,8.6802214803493337e-09,1.0445203433512125e-08,4.6588776038535775e-12,1.1774472481005946e-08,1.1827498741870217e-10,5.3956013899827195e-18,1.814025174044674e-13,1.5828627563069076e-18,7.7100642311291662e-14,1.7409144248224611e-16,1.7414779465866337e-16,4.2753339459619805e-20,1.3598836957604978e-20,1.2992781343020753e-14,3.1637492261117272e-37,3.019490391642323e-37,3.0194908023550608e-37,2.4477996282877783e-19,8.269634349296626e-14
2.4632334943459206e-12,0.8171427229285644,154.0,0.0,0.0,0.0,0.99999972550158811,1.0,18.999999999596856,3.9586056888995515e-08,1.0138509893194717e-07,1.0123100181279247e-07,2.7850726099396504e-10,3.9521072008288399e-14,8.7088191711679256e-09,1.0896353032141157e-08,4.6982859475881472e-12,1.2283035929677882e-08,1.2451148007630686e-10,5.7469088553574227e-18,1.9321742534881974e-13,1.6663265505017823e-18,8.2128755216959837e-14,1.9141415191092106e-16,1.9147676916850037e-16,4.7346235653463393e-20,1.5271021925920551e-20,1.3841625833225081e-14,3.9477733539477737e-37,3.7677658177696636e-37,3.7677663467536873e-37,2.6924466427355443e-19,8.6217709634352134e-14
2.5399816875790067e-12,0.817142722928453,154.0,0.0,0.0,0.0,0.99999971695432366,1.0,18.999999999572967,4.0819457899724451e-08,1.0454156029397646e-07,1.0437622305802196e-07,2.9606438557390825e-10,4.0751561043781149e-14,8.7343659341805983e-09,1.134890583678248e-08,4.7349917410791192e-12,1.2793181159255775e-08,1.3083428604201406e-10,6.1092102793422944e-18,2.05403592333029e-13,1.7509455175502336e-18,8.7315002077601526e-14,2.0984821761764687e-16,2.099175601450863e-16,5.225871097415296e-20,1.7083816465360269e-20,1.4717316269238867e-14,4.8927135288749441e-37,4.6696203079803891e-37,4.6696209840205629e-37,2.9529275711384875e-19,8.9792747687772892e-14
2.6167298808120927e-12,0.8171427229283384,154.0,0.0,0.0,0.0,0.99999970840712027,1.0,18.999999999548471,4.2052858820617504e-08,1.0769793910573583e-07,1.0752091168919404e-07,3.1415388408952275e-10,4.1982233665742466e-14,8.7571872556696725e-09,1.180271214680964e-08,4.7691803199583199e-12,1.3304739418041946e-08,1.3723956118264156e-10,6.4824980138446778e-18,2.1796095146817582e-13,1.8366682095539086e-18,9.265932140099781e-14,2.2942804081307082e-16,2.2950458610730541e-16,5.7501558318616317e-20,1.9043735916025071e-20,1.5619851950215375e-14,6.0251881334334687e-37,5.7504586266892378e-37,5.7504594843765876e-37,3.229745374636115e-19,9.3421454707719289e-14
2.6934780740451788e-12,0.8171427229282213,154.0,0.0,0.0,0.0,0.99999969985997184,1.0,18.999999999523361,4.3286259651674772e-08,1.1085423904071669e-07,1.1066506807669124e-07,3.3277538618780963e-10,4.3212526304452718e-14,8.7775738944165366e-09,1.2257638233785873e-08,4.8010243096591889e-12,1.3817559959167361e-08,1.43723632571447e-10,6.8667644160982647e-18,2.3088944021339901e-13,1.923445469953373e-18,9.8161651728206167e-14,2.5018800928107802e-16,2.5027225219141518e-16,6.3085566386232569e-20,2.1157343951074621e-20,1.6549232207312755e-14,7.3752246945670315e-37,7.0389392583450027e-37,7.0389403390212184e-37,3.5234035866499847e-19,9.7103827782190862e-14
2.770226267278265e-12,0.8171427229281013,154.0,0.0,0.0,0.0,0.99999969131287247,1.0,18.999999999497643,4.4519660392896307e-08,1.1401046360783825e-07,1.1380869259063854e-07,3.519285217733854e-10,4.4442867330947779e-14,8.7957855908265498e-09,1.2713564635529479e-08,4.8306844973897536e-12,1.4331508117557826e-08,1.5028299086184752e-10,7.2620018486399509e-18,2.4418900008821295e-13,2.0112303314617094e-18,1.0382193163342315e-13,2.7216249738966081e-16,2.7225495015846616e-16,6.9021519674084958e-20,2.3431249131294085e-20,1.7505456402270547e-14,8.9765768441971527e-37,8.5672769191183691e-37,8.5672782719393296e-37,3.8344063121196264e-19,1.0083986403127137e-13
2.846974460511351e-12,0.8171427229279783,154.0,0.0,0.0,0.0,0.99999968276581697,1.0,18.999999999471321,4.5753061044282177e-08,1.1716661615988115e-07,1.1695178560090333e-07,3.7161292100830406e-10,4.5673529110035587e-14,8.8120543774136685e-09,1.317038463352547e-08,4.8583106440684305e-12,1.48464635935793e-08,1.5691428300182717e-10,7.6682026793242447e-18,2.578595764041527e-13,2.0999779185578949e-18,1.0964009972385934e-13,2.9538586610090707e-16,2.9548705840107403e-16,7.5320198474481811e-20,2.5872101692568951e-20,1.8488523926049417e-14,1.0867060281581804e-36,1.0371563204342082e-36,1.0371564887471289e-36,4.1632582267312979e-19,1.0462956060576734e-13
2.923722653744437e-12,0.8171427229278527,154.0,0.0,0.0,0.0,0.99999967421880054,1.0,18.999999999444398,4.698646160583244e-08,1.2032269990134674e-07,1.2009434747709571e-07,3.9182821431187904e-10,4.690372896330838e-14,8.8265875333220109e-09,1.3628002894054997e-08,4.8840422403637772e-12,1.5362318921235943e-08,1.6361430527360892e-10,8.0853592813255945e-18,2.7190111801444072e-13,2.1896453543336049e-18,1.1561609463962551e-13,3.1989246298081369e-16,3.200029419502406e-16,8.1992378876349549e-20,2.8486590550625e-20,1.9498434197531698e-14,1.3088908281299731e-36,1.2492105890774442e-36,1.2492107972717952e-36,4.5104645761494631e-19,1.0847291468590744e-13
3.000470846977523e-12,0.8171427229277242,154.0,0.0,0.0,0.0,0.99999966567181964,1.0,18.999999999416886,4.8219862077547137e-08,1.2347871789283358e-07,1.2323637858856868e-07,4.125740323605046e-10,4.8133903233818338e-14,8.8395702235854111e-09,1.4086334254322989e-08,4.908009210890652e-12,1.5878978099818941e-08,1.7037999664321188e-10,8.5134640331067874e-18,2.8631357708039045e-13,2.2801916714868641e-18,1.2174985505362883e-13,3.4571662220922616e-16,3.4583695248250225e-16,8.9048832768457434e-20,3.1281440507627188e-20,2.0535186662279949e-14,1.5689147277551899e-36,1.4973787400207363e-36,1.4973789961302328e-36,4.876531175254494e-19,1.1236992348009986e-13
3.077219040210609e-12,0.8171427229275928,154.0,0.0,0.0,0.0,0.99999965712486982,1.0,18.999999999388777,4.9453262459426313e-08,1.2663467305851653e-07,1.2637787930441827e-07,4.3385000608747587e-10,4.9364582557939362e-14,8.851167858187848e-09,1.4545302637457479e-08,4.9303325702212273e-12,1.6396355370827491e-08,1.7720843240575727e-10,8.952509318435244e-18,3.0109690885338274e-13,2.3715777272740469e-18,1.2804131967147843e-13,3.7289266458975066e-16,3.730234283272395e-16,9.6500327842154869e-20,3.4263409646621939e-20,2.1598780791350714e-14,1.8719993062061276e-36,1.7866442937230551e-36,1.7866446071300338e-36,5.261964407384186e-19,1.1632058422374531e-13
3.153967233443695e-12,0.8171427229274589,154.0,0.0,0.0,0.0,0.99999964857794843,1.0,18.999999999360078,5.0686662751470036e-08,1.2979056819388944e-07,1.2951884999348377e-07,4.5565576668281036e-10,5.0594721715155981e-14,8.861528200320743e-09,1.500484008286066e-08,4.9511250339735078e-12,1.6914374124921149e-08,1.8409681811356823e-10,9.4024875263937819e-18,3.1625107147138115e-13,2.4637661222470366e-18,1.3449042723139819e-13,4.0145489755940231e-16,4.0159669447389674e-16,1.043576275932524e-19,3.7439286901282856e-20,2.2689216080161055e-14,2.2239268138728818e-36,2.1225258819572698e-36,2.1225262635762127e-36,5.6672712235759849e-19,1.2032489417810225e-13
3.230715426676781e-12,0.8171427229273223,154.0,0.0,0.0,0.0,0.99999964003105213,1.0,18.999999999330793,5.192006295367833e-08,1.3294640596856718e-07,1.326592910243478e-07,4.7799094559306895e-10,5.1824698236180001e-14,8.8707832495223942e-09,1.5464885880098185e-08,4.970491587975493e-12,1.7432965925586952e-08,1.9104248377478905e-10,9.8633910513383952e-18,3.3177602576903008e-13,2.5567211226102591e-18,1.4109711650414726e-13,4.3143761519793718e-16,4.3159106257905065e-16,1.126314913239634e-19,4.0815889789453548e-20,2.3806492047405617e-14,2.631084077989064e-36,2.5111191521052049e-36,2.5111196145856988e-36,6.0929591418084078e-19,1.2438285062920301e-13
3.307463619909867e-12,0.8171427229271828,154.0,0.0,0.0,0.0,0.99999963148417814,1.0,18.999999999300925,5.3153463066051224e-08,1.3610218893272238e-07,1.3579920276533673e-07,5.0085517452117852e-10,5.3055419193853961e-14,8.8790509233472267e-09,1.5925385795450463e-08,4.9885300183538105e-12,1.7952069637260758e-08,1.980428783105482e-10,1.0335212292914653e-17,3.4767173510043019e-13,2.6504085860380559e-18,1.4786132629294673e-13,4.6287509823696888e-16,4.63040830973414e-16,1.2133267414551051e-19,4.4400062299572845e-20,2.4950608234021821e-14,3.1005086325401161e-36,2.9591407943713963e-36,2.9591413523220413e-36,6.5395362462428252e-19,1.28494450886818e-13
3.3842118131429532e-12,0.8171427229270405,154.0,0.0,0.0,0.0,0.99999962293732447,1.0,18.999999999270472,5.4386863088588749e-08,1.3925791952515877e-07,1.389385855845205e-07,5.2424808542625173e-10,5.4285543209994895e-14,8.8864365593894962e-09,1.6386291381088165e-08,5.0053314052521942e-12,1.8471630646587629e-08,2.0509556425903716e-10,1.0817943656081391e-17,3.6393816517372942e-13,2.7447958907972899e-18,1.5478299543341169e-13,4.9580161406896328e-16,4.9598028466886387e-16,1.3047192698115791e-19,4.8198672919605929e-20,2.6121564202201237e-14,3.6399371262524473e-36,3.4739747432639572e-36,3.4739754134987914e-36,7.0075111864675582e-19,1.3265969228346569e-13
3.4609600063760393e-12,0.8171427229268958,154.0,0.0,0.0,0.0,0.99999961439048901,1.0,18.999999999239442,5.5620263021290959e-08,1.4241360007457384e-07,1.4207743984971329e-07,5.4816931052341198e-10,5.5515278217302469e-14,8.8930342572199161e-09,1.684755935787651e-08,5.0209805827036031e-12,1.8991600166681079e-08,2.1219821271540083e-10,1.1311577551055737e-17,3.8057528389672712e-13,2.8398518680251507e-18,1.618620627934889e-13,5.3025141675613614e-16,5.3044369536550403e-16,1.4005999656916444e-19,5.2218612798775035e-20,2.7319359534444961e-14,4.2578560623560651e-36,4.0637206045903231e-36,4.0637214063994278e-36,7.4973931767436441e-19,1.3687857217346738e-13
3.5377081996091253e-12,0.8171427229267483,154.0,0.0,0.0,0.0,0.99999960584366931,1.0,18.999999999207837,5.6853662864157841e-08,1.4556923280471835e-07,1.4521576592847309e-07,5.7261848228361198e-10,5.6746056797834105e-14,8.8989280773753639e-09,1.730915106392492e-08,5.0355565669814703e-12,1.9511934615494564e-08,2.1934859849692692e-10,1.1816106393326269e-17,3.9758306123274785e-13,2.9355467370222372e-18,1.6909846727339883e-13,5.6625874703922357e-16,5.6646532145872211e-16,1.5010762546548014e-19,5.646679403312254e-20,2.8543993832661086e-14,4.9635549238589013e-36,4.7372443592591207e-36,4.7372453147051249e-36,8.0096919952513259e-19,1.4115108793204332e-13
3.6144563928422114e-12,0.8171427229265978,154.0,0.0,0.0,0.0,0.99999959729686427,1.0,18.99999999917566,5.8087062617189461e-08,1.4872481984332097e-07,1.4835356418810247e-07,5.9759523343345781e-10,5.7976230803663817e-14,8.904193112484303e-09,1.7771031961945236e-08,5.0491329555791587e-12,2.0032595060485545e-08,2.2654459552355218e-10,1.2331522603695436e-17,4.149614690660959e-13,3.0318520434282877e-18,1.7649214780558123e-13,6.0385783234610478e-16,6.040794080462176e-16,1.6062555204634722e-19,6.0950148066609287e-20,2.9795466717302315e-14,5.7671817380803409e-36,5.5042313951884502e-36,5.5042325294307688e-36,8.5449179833382856e-19,1.4547723695444939e-13
3.691204586075298e-12,0.8171427229264452,154.0,0.0,0.0,0.0,0.99999958875007222,1.0,18.999999999142915,5.9320462280385818e-08,1.5188036322190604e-07,1.5149083499564839e-07,6.230991969550304e-10,5.9205667522261385e-14,8.9088964440362989e-09,1.8233171199205546e-08,5.061778298822038e-12,2.0553546722568484e-08,2.3378417240413454e-10,1.2857818608210226e-17,4.3271048107645682e-13,3.1287406001508481e-18,1.8404304335464556e-13,6.4308288680029069e-16,6.4332018693500168e-16,1.7162451051097618e-19,6.5675624200005002e-20,3.1073777826541984e-14,6.6798011341107715e-36,6.3752419185439006e-36,6.3752432601925844e-36,9.1035820447686589e-19,1.4985701665515202e-13
3.767952779308384e-12,0.8171427229262895,154.0,0.0,0.0,0.0,0.99999958020329149,1.0,18.999999999109594,6.055386185374694e-08,1.5503586487925551e-07,1.5462757871790236e-07,6.4913000608570767e-10,6.0436504915055291e-14,8.9130979970037053e-09,1.8695541214464739e-08,5.0735564459894976e-12,2.1074758533027561e-08,2.4106538821931802e-10,1.3394986838166541e-17,4.5083007262163748e-13,3.2261864309247741e-18,1.9175109291732318e-13,6.8396811122930137e-16,6.8422187664838576e-16,1.8311523088429689e-19,7.0650188200313258e-20,3.2378926815486905e-14,7.7134549467422381e-36,7.3617687954135239e-36,7.3617703769146949e-36,9.6861956449720204e-19,1.5429042446704003e-13
3.844700972541471e-12,0.8171427229261311,154.0,0.0,0.0,0.0,0.99999957165652142,1.0,18.999999999075712,6.1787261337272826e-08,1.5819132667176889e-07,1.5776379572140103e-07,6.7568729431798784e-10,6.1666820790683334e-14,8.9168513032869679e-09,1.9158117386841799e-08,5.0845268677003631e-12,2.159620273770054e-08,2.4838638849221255e-10,1.3943019730177785e-17,4.69320220628086e-13,3.3241647163867422e-18,1.9961623552242367e-13,7.2654769317294575e-16,7.2681868243296929e-16,1.9510843901968326e-19,7.5880821003941208e-20,3.3710913355424962e-14,8.8812254203162696e-36,8.4762978749325956e-36,8.4762997329875883e-36,1.0293270810294867e-18,1.5877745784067105e-13
3.921449165774557e-12,0.8171427229259705,154.0,0.0,0.0,0.0,0.99999956310976046,1.0,18.999999999041268,6.3020660730963523e-08,1.6134675037205495e-07,1.6089948637242586e-07,7.0277069539931093e-10,6.2895890995571351e-14,8.9202041837507089e-09,1.9620877722127498e-08,5.0947449561925061e-12,2.2117854543370236e-08,2.5574540133852056e-10,1.4501909726090653e-17,4.8818090348867277e-13,3.4226517425503346e-18,2.0763841023079292e-13,7.7085580689151237e-16,7.7114479626562129e-16,2.0761485660159612e-19,8.1374517507289974e-20,3.5069737133106608e-14,1.0197301065869989e-35,9.7323708448090469e-36,9.7323730208293195e-36,1.0925320127253305e-18,1.6331811424355234e-13
3.998197359007644e-12,0.8171427229258068,154.0,0.0,0.0,0.0,0.99999955456300771,1.0,18.999999999006256,6.425406003481903e-08,1.6450213767003612e-07,1.6403465103700351e-07,7.3037984333188147e-10,6.4126763804517569e-14,8.9231993575211312e-09,2.0083802572550799e-08,5.1042623050116664e-12,2.2639691801868006e-08,2.631407337881164e-10,1.5071649272972157e-17,5.0741210096723976e-13,3.5216248515751042e-18,2.1581755613527419e-13,8.1692661337386655e-16,8.1723439686045347e-16,2.2064520114816745e-19,8.7138285438880364e-20,3.6455397850058089e-14,1.1677045224906151e-35,1.1144650670147688e-35,1.1144653210747817e-35,1.1582856741784924e-18,1.6791239115945249e-13
4.07494555224073e-12,0.817142722925641,154.0,0.0,0.0,0.0,0.99999954601626262,1.0,18.999999998970683,6.5487459248839361e-08,1.6765749018537407e-07,1.6716929008090618e-07,7.5851437237249258e-10,6.5357348299223735e-14,8.9258749862752835e-09,2.0546874386444318e-08,5.1131269695193948e-12,2.3161694727881432e-08,2.7057076827045105e-10,1.5652230823213392e-17,5.2701379410946729e-13,3.6210623947300988e-18,2.2415361236067073e-13,8.6479426034546114e-16,8.6512164967578245e-16,2.3421018601376887e-19,9.3179144307531045e-20,3.7867895221925285e-14,1.3337067393046309e-35,1.2728989666407806e-35,1.2728992623938889e-35,1.2266394358503345e-18,1.7256028608774459e-13
4.1516937454738165e-12,0.8171427229254721,154.0,0.0,0.0,0.0,0.99999953746952408,1.0,18.999999998934555,6.6720858373024568e-08,1.7081280946526604e-07,1.7030340386965153e-07,7.8717391703234694e-10,6.6585976743146329e-14,8.9282651604473126e-09,2.1010077484623951e-08,5.1213837095347621e-12,2.3683845646875669e-08,2.7803395925649277e-10,1.6243646834432042e-17,5.4698596515963787e-13,3.7209436874513365e-18,2.3264651806371043e-13,9.1449288227626768e-16,9.1484070692108098e-16,2.4832052039157674e-19,9.9504124421470724e-20,3.930722897784686e-14,1.5195297356747552e-35,1.4502500257253984e-35,1.4502503690379837e-35,1.2976447239954487e-18,1.7726179654277816e-13
4.228441938706903e-12,0.8171427229253008,154.0,0.0,0.0,0.0,0.99999952892279154,1.0,18.999999998897874,6.79542574073746e-08,1.7396809698223425e-07,1.7343699276850295e-07,8.1635811207688179e-10,6.781682319343525e-14,8.9304003335576634e-09,2.1473397860628161e-08,5.129074215335635e-12,2.420612876991105e-08,2.8552883005022791e-10,1.6845889769429568e-17,5.6732859748290239e-13,3.8212489663995907e-18,2.4129621243301228e-13,9.660566003886329e-16,9.6642570756392277e-16,2.6298690931611524e-19,1.0612026597360562e-19,4.0773398859855326e-14,1.7271062196183755e-35,1.6483628467983786e-35,1.6483632442302519e-35,1.3713530205870717e-18,1.8201692005327933e-13
4.3051901319399894e-12,0.817142722925127,154.0,0.0,0.0,0.0,0.99999952037606421,1.0,18.999999998860631,6.9187656351889521e-08,1.7712335414924901e-07,1.765700571424698e-07,8.4606659252559e-10,6.9047846383211907e-14,8.9323077102105428e-09,2.1936823002266709e-08,5.1362373181615246e-12,2.4728529992481803e-08,2.9305396972305237e-10,1.7458952096340373e-17,5.8804167549267152e-13,3.9219593484331477e-18,2.5010263468905431e-13,1.0195195226650701e-15,1.0199107773369242e-15,2.7822005366576697e-19,1.130346181884838e-19,4.2266404622304629e-14,1.9585166207317419e-35,1.8692230205144963e-35,1.8692234793858482e-35,1.4478158632428225e-18,1.8682565416177708e-13
4.381938325173076e-12,0.8171427229249508,154.0,0.0,0.0,0.0,0.99999951182934155,1.0,18.99999999882284,7.0421055206569306e-08,1.8027858231748739e-07,1.797025973563075e-07,8.7629899365184556e-10,7.0275959702940176e-14,8.9340115927041458e-09,2.2400341732204431e-08,5.1429091862809925e-12,2.5251036714812461e-08,3.0060803018469772e-10,1.8082826288526314e-17,6.0912518458280318e-13,4.023056791406935e-18,2.5906572408414216e-13,1.0749157438559826e-15,1.0753300287446747e-15,2.9403065016524928e-19,1.2025423852680135e-19,4.3786246031323385e-14,2.2159973796117705e-35,2.1149650372887342e-35,2.1149655657521584e-35,1.5270848451507134e-18,1.9168799642405595e-13
4.458686518406162e-12,0.8171427229247714,154.0,0.0,0.0,0.0,0.99999950328262333,1.0,18.999999998784489,7.1654453971414008e-08,1.8343378276950246e-07,1.828346137745178e-07,9.0705495098272542e-10,7.1506661013673652e-14,8.9355336906643867e-09,2.2863944065551709e-08,5.1491235076132356e-12,2.5773637681325046e-08,3.0818972338461058e-10,1.8717504824486329e-17,6.3057911106425833e-13,4.1245240567153194e-18,2.6818541990238045e-13,1.1322793454873313e-15,1.132717561070663e-15,3.1042939138806998e-19,1.2778619194357602e-19,4.5332922864292497e-14,2.5019495397809433e-35,2.3878804876527361e-35,2.3878810947705969e-35,1.6092116149947797e-18,1.9660394440863211e-13
4.6121829048723344e-12,0.8171427229244058,154.0,0.0,0.0,0.0,0.99999948618919765,1.0,18.999999998706159,7.4121251231598107e-08,1.8974410540142871e-07,1.8909707668079521e-07,9.7013607763412328e-10,7.3966893350429417e-14,8.9381079651697703e-09,2.3791364849014867e-08,5.1603028397395371e-12,2.6819083238306913e-08,3.2343114036833613e-10,2.0019244868317991e-17,6.7459816568901302e-13,4.3285029084714041e-18,2.8689438810354908e-13,1.2530449500984274e-15,1.2535337995473001e-15,3.4503405755628769e-19,1.4381539131641617e-19,4.8506781964948769e-14,3.1697497445142537e-35,3.0252355603065737e-35,3.0252363559812601e-35,1.7822453902648202e-18,2.0659664787947649e-13
4.750329652691889e-12,0.8171427229240681,154.0,0.0,0.0,0.0,0.99999947080512497,1.0,18.999999998633786,7.6341368458527846e-08,1.9542331277462342e-07,1.9473150556689152e-07,1.02869600263602e-09,7.6180388913356917e-14,8.9399769713414793e-09,2.4626249513490353e-08,5.1690923638037642e-12,2.7760216414043129e-08,3.3723113524081463e-10,2.1227686415706303e-17,7.1548202177036221e-13,4.5131909513954013e-18,3.0426744499997165e-13,1.368804070728484e-15,1.3693417484790383e-15,3.7829689505125794e-19,1.5938085550307418e-19,5.1455030285353905e-14,3.8959213416896562e-35,3.7183011754754293e-35,3.7183021827619559e-35,1.9482686959824692e-18,2.1577338842432446e-13
4.888476400511444e-12,0.8171427229237218,154.0,0.0,0.0,0.0,0.99999945542106039,1.0,18.999999998559652,7.856148539439201e-08,2.0110244790723187e-07,2.0036424301230738e-07,1.0889465930350197e-09,7.8400215196238735e-14,8.9415024352502275e-09,2.546129216817669e-08,5.1768267756365264e-12,2.8701527690240646e-08,3.5110310226615881e-10,2.2471017302598707e-17,7.5756585336665013e-13,4.6988422325386237e-18,3.2214696390422821e-13,1.491466936245234e-15,1.4920566360953273e-15,4.1363142287547314e-19,1.7606842721756687e-19,5.4490222381010661e-14,4.7601798405030544e-35,4.5431586983517923e-35,4.5431599649273929e-35,2.1243570036145054e-18,2.2512377422632156e-13
5.026623148330998e-12,0.8171427229233675,154.0,0.0,0.0,0.0,0.99999944003700236,1.0,18.999999998483762,8.0781602039190614e-08,2.0678151648270999e-07,2.0599529113366565e-07,1.1508857323753144e-09,8.0609843057755908e-14,8.9427475499836839e-09,2.6296463748731321e-08,5.1836327518325598e-12,2.9642984303795743e-08,3.6504137451893997e-10,2.3749193853115095e-17,8.008496068493341e-13,4.8853809086907633e-18,3.4053259186742411e-13,1.6212318329246925e-15,1.6218768522742288e-15,4.5109985033378774e-19,1.9391949920254249e-19,5.7612357299613656e-14,5.7837276055691709e-35,5.5200440133542635e-35,5.5200455958168135e-35,2.3108135252031122e-18,2.3464779150442749e-13
5.164769896150553e-12,0.8171427229230052,154.0,0.0,0.0,0.0,0.99999942465294966,1.0,18.999999998406125,8.3001718392923748e-08,2.1246052371270252e-07,2.1162465204493976e-07,1.2145113068503252e-09,8.281822935960197e-14,8.9437638523794584e-09,2.7131740551860753e-08,5.1896217476543073e-12,3.0584559534906965e-08,3.7904073139862279e-10,2.5062172445622429e-17,8.4533323441851144e-13,5.0727371100237228e-18,3.5942397627240131e-13,1.7582969088123852e-15,1.7590006486544582e-15,4.9076434334319626e-19,2.1297549872972978e-19,6.0821434172637584e-14,6.9902916588018889e-35,6.671602592846848e-35,6.6716045580637844e-35,2.5079420494864104e-18,2.4434542657683253e-13
5.302916643970108e-12,0.8171427229226345,154.0,0.0,0.0,0.0,0.99999940926890118,1.0,18.999999998326746,8.5221834455591415e-08,2.1813947439183235e-07,2.1725232785745692e-07,1.279821205299388e-09,8.504024278261852e-14,8.9445933848353155e-09,2.7967103241041067e-08,5.1948918314636395e-12,3.1526231586262484e-08,3.9309636341475065e-10,2.6409909513032081e-17,8.910166934483113e-13,5.2608464687937752e-18,3.7882076483329766e-13,1.9028601738607424e-15,1.9036261387652919e-15,5.326870244765088e-19,2.3327788007345974e-19,6.4117452208762459e-14,8.4063417942054331e-35,8.0230976726177769e-35,8.0231000992329788e-35,2.7160469405122459e-18,2.5421666585436334e-13
5.441063391789662e-12,0.8171427229222559,154.0,0.0,0.0,0.0,0.99999939388485648,1.0,18.999999998245634,8.7441950227193692e-08,2.2381837297490395e-07,2.2287832067990169e-07,1.3468133192044406e-09,8.7251869084716005e-14,8.9452704588206514e-09,2.8802536035427597e-08,5.1995292969398075e-12,3.2467982668729452e-08,4.0720383977794956e-10,2.7792361543395907e-17,9.3789994590781396e-13,5.4496496855988839e-18,3.9872260559511982e-13,2.0551195000654173e-15,2.0559512981563062e-15,5.7692997300563596e-19,2.5486811788332962e-19,6.7500410687822747e-14,1.0061320999763391e-34,9.602630173858325e-35,9.6026331539706403e-35,2.9354331362568957e-18,2.6426149583441263e-13
5.579210139609217e-12,0.8171427229218691,154.0,0.0,0.0,0.0,0.99999937850081433,1.0,18.999999998162796,8.9662065707730607e-08,2.2949722353897331e-07,2.2850263261831884e-07,1.4154855426867157e-09,8.9458013860647275e-14,8.9458230905737601e-09,2.9638026049535902e-08,5.2036100822002069e-12,3.3409798257002132e-08,4.2135907852764975e-10,2.920948507873504e-17,9.8598295784789009e-13,5.6390921295821299e-18,4.1912914693332635e-13,2.2152726216006656e-15,2.21617396452695e-15,6.2355522494452058e-19,2.7778770133972538e-19,7.0970308955230693e-14,1.1987888262337677e-34,1.1441370444112344e-34,1.1441374085139881e-34,3.1664061472462379e-18,2.7447990309534393e-13
5.717356887428772e-12,0.8171427229214743,154.0,0.0,0.0,0.0,0.99999936311677451,1.0,18.999999998078238,9.1882180897202172e-08,2.3517602982093243e-07,2.341252657761172e-07,1.4858357725034362e-09,9.1682370961826405e-14,8.9462741529045521e-09,3.0473562763494156e-08,5.2072010114996972e-12,3.4351666492437885e-08,4.3555831907870304e-10,3.0661236715217858e-17,1.0352656989487912e-12,5.8291234710078265e-18,4.4004003755342099e-13,2.383517134953831e-15,2.3844918378559525e-15,6.7262477309173406e-19,3.0207812903001848e-19,7.4527146416850632e-14,1.4222174293713465e-34,1.3573802330838767e-34,1.3573806757584032e-34,3.409272055178038e-18,2.8487187429134628e-13
