Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398),S(1815),S(1443),C7H15(32),C7H15(31),S(1930)
3.3324394434677746e-10,0.31627843011653606,154.0,0.0,0.0,0.0,0.99999764687295578,0.99999999999996703,18.999999477293393,2.2602154280357742e-07,1.0408465333814424e-06,5.5739647922365946e-07,5.0307055981319656e-07,2.9055576087979251e-12,1.9034659634836801e-11,3.5207359548024658e-09,1.0434448373867576e-15,2.4674011784412086e-09,1.9616286722014402e-08,2.6216374967441e-14,1.535723431582524e-10,6.0694847118230431e-16,1.7281872692571944e-12,1.3077552276419315e-13,1.3117019838665737e-13,2.2526550525604224e-16,1.6940839938884707e-16,1.0027128279929835e-11,7.0547602784725755e-29,6.924732481515679e-29,6.9247345515958036e-29,7.6852918613287151e-14,1.673648307577948e-11,1.4986680651613273e-18,3.0303187892441735e-20,2.7637310456228591e-16,3.9428690888023572e-16,1.7178188266932072e-21,1.384953229174689e-18,7.7010169273398831e-29,1.8185859968096945e-23,1.051591178409439e-21,1.0238718575989556e-21,1.0903560702047864e-23,7.4978637958061509e-25,9.2707330505775296e-28,2.1218689306136203e-24,2.0222550861482475e-29,4.5909773263522267e-32,1.4021398672575452e-34,2.8777164679778845e-31,8.8893737428308808e-28,1.6131733388322948e-22,8.6671938207819486e-23,2.8299221965362818e-27,9.7568834252285623e-28,7.356375724385545e-24,2.5765304560951992e-24,5.7355684057719123e-19,3.2509424336590922e-20,3.7161484391502947e-20,1.7573312766634539e-22,1.6127309118983206e-22,2.6137996972690845e-22,6.8623934141937134e-30,1.4603164792740712e-27,7.1533186820486911e-22,5.0035351617668555e-31,8.7886050184757456e-26,4.1954632412291018e-36,3.8108525317286826e-30,7.1231731559477925e-27,3.5400271149149813e-32,6.643546975862935e-33,1.8847223851727834e-15,3.0466657697295224e-14,1.9231831491592424e-15
3.4668766745941084e-10,0.31627843005832623,154.0,0.0,0.0,0.0,0.99999755193740758,0.99999999999996481,18.999999445084057,2.3513939598340075e-07,1.0828247177296287e-06,5.6877202675797518e-07,5.3447601627701626e-07,3.0227412975219418e-12,1.9034657892401201e-11,3.6632088551376505e-09,1.0434447383266643e-15,2.5672490042990374e-09,2.0418756307457572e-08,2.7853004763692959e-14,1.6620972245359531e-10,6.3177774388172192e-16,1.8380562057490912e-12,1.452375482470048e-13,1.4567609247260943e-13,2.5021276112792118e-16,1.8832945131310199e-16,1.0853452911448578e-11,9.078273517618991e-29,8.9109600758405647e-29,8.9109628535350755e-29,8.615177553089114e-14,1.8014016101467369e-11,1.7068964921237006e-18,3.1633654486845648e-20,2.9912266038387991e-16,4.2673944070234866e-16,2.0131629290493381e-21,1.5541991619523716e-18,9.3923361330239395e-29,2.0397001218947749e-23,1.2277408837064641e-21,1.1957474023640387e-21,1.322645342856195e-23,9.4685826701269098e-25,1.1701700070781335e-27,2.5793248635262285e-24,2.6581687030368856e-29,6.1062984216697709e-32,1.769824109254235e-34,3.7466641874584853e-31,1.1231256135753545e-27,1.7342405859970839e-22,9.6700229663884772e-23,3.0436133189454314e-27,1.0858280705563248e-27,8.2608458575775649e-24,2.780953532794579e-24,6.1891448904341361e-19,3.5451917400237923e-20,4.1735736736102154e-20,1.9744429720525061e-22,1.8123623086239275e-22,2.9717632862508528e-22,7.6564016121924684e-30,1.6603107976148549e-27,8.0218497234415034e-22,5.6110469762277007e-31,9.8557615854933946e-26,5.6288687854414742e-36,4.2517846863759879e-30,8.3254022172093974e-27,4.1375953843797582e-32,8.089137501691895e-33,2.0615513677455439e-15,3.2447290880060955e-14,2.1146691918256804e-15
3.601313905720442e-10,0.316278429999418,154.0,0.0,0.0,0.0,0.9999974570014093,0.99999999999996236,18.999999412488243,2.4425722549961114e-07,1.1248028621188269e-06,5.797611155587506e-07,5.6626791052794911e-07,3.1399248742878235e-12,1.9034656149957144e-11,3.8056817403110579e-09,1.0434446392660288e-15,2.6670968201657545e-09,2.1221225122771233e-08,2.9509773094481285e-14,1.7934670138185106e-10,6.56606992752497e-16,1.9494910840324228e-12,1.6059713673737507e-13,1.610822868658886e-13,2.7671065717193296e-16,2.0843712651679031e-16,1.1712605853958475e-11,1.156270329531769e-28,1.1349614562872532e-28,1.1349618246246007e-28,9.6136953057062216e-14,1.9333656992760913e-11,1.9347564858526775e-18,3.2971281182384009e-20,3.2276617970635734e-16,4.6046686045837398e-16,2.3448239663696881e-21,1.7362901498806434e-18,1.1367794226581001e-28,2.2772146292483451e-23,1.4247197607907849e-21,1.3879492993827609e-21,1.5922105641490957e-23,1.1848288176865013e-24,1.4635479942362462e-27,3.1117275886534633e-24,3.4569630873794374e-29,8.0338272627626501e-32,2.2135620723080763e-34,4.8281845393348115e-31,1.4060764992833251e-27,1.859394869141763e-22,1.0742585413983447e-22,3.264550032439105e-27,1.2037924597292091e-27,9.2350496309328194e-24,2.9926428186821529e-24,6.6587898713306022e-19,3.8517385069655658e-20,4.6664053424988049e-20,2.2084205782157297e-22,2.0275310683923617e-22,3.3608947147545165e-22,8.5056225320896744e-30,1.8777187564929967e-27,8.9557176798561823e-22,6.2642600333268423e-31,1.1003202604347495e-25,7.4632179335777973e-36,4.7233778316297931e-30,9.672328290693497e-27,4.8070960785339126e-32,9.7754169679104342e-33,2.2480862685926285e-15,3.4499022809374801e-14,2.3184291245407246e-15
3.735751136846776e-10,0.3162784299398634,154.0,0.0,0.0,0.0,0.99999736206496037,0.99999999999995981,18.999999379534653,2.5337503135226362e-07,1.1667809665334533e-06,5.9039244037495638e-07,5.9841754815618756e-07,3.2571083390500766e-12,1.9034654407504599e-11,3.9481546103235578e-09,1.0434445402048698e-15,2.7669446260425575e-09,2.2023693171196788e-08,3.1185184600443965e-14,1.9298327937575e-10,6.8143621789492869e-16,2.0623972982630639e-12,1.7686660077647987e-13,1.774011319901734e-13,3.0478051629078125e-16,2.2974798178957731e-16,1.2604601047699417e-11,1.4587617722730905e-28,1.4318799364899771e-28,1.4318804196077036e-28,1.0682815837055321e-13,2.0695127553620857e-11,2.1833045360079149e-18,3.4316071014240517e-20,3.4730302700853669e-16,4.9546823427413799e-16,2.7156121743827043e-21,1.9316374608471696e-18,1.366153105173032e-28,2.5316031004832558e-23,1.6440287822942841e-21,1.6019345785162472e-21,1.9031995374884911e-23,1.4700841911237065e-24,1.8150176751236665e-27,3.7277504811399254e-24,4.4515725365973123e-29,1.0463679525699228e-31,2.745167993166063e-34,6.1630285216159946e-31,1.7454434282425986e-27,1.9886618278804264e-22,1.1886800992005358e-22,3.4927764230376731e-27,1.3298357368190389e-27,1.0281382683109477e-23,3.2115447673201842e-24,7.1443849393539173e-19,4.1704937891580928e-20,5.1958718096036316e-20,2.4598513910285368e-22,2.2587792801403679e-22,3.7824349405222314e-22,9.4115762383112999e-30,2.1132336925298687e-27,9.9569774901757018e-22,6.9646117021325264e-31,1.2233453326254726e-25,9.7876157957666796e-36,5.2264760972172758e-30,1.1174880297295131e-26,5.5539630194958621e-32,1.1731130401180375e-32,2.4444409898763131e-15,3.6622400441479022e-14,2.5348974015896812e-15
3.8701883679731096e-10,0.31627842987971005,154.0,0.0,0.0,0.0,0.99999726712806092,0.99999999999995715,18.99999934624983,2.6249281354141335e-07,1.2087590309590944e-06,6.0069256516021919e-07,6.3089836552083576e-07,3.3742916917667708e-12,1.9034652665043575e-11,4.0906274651760225e-09,1.0434444411432918e-15,2.8667924219306112e-09,2.2826160454514329e-08,3.2877854963542467e-14,2.071194558678611e-10,7.062654193640992e-16,2.1766870912919668e-12,1.9405751364692791e-13,1.9464423673299709e-13,3.3444238061608891e-16,2.5227757701678653e-16,1.3529452490462035e-11,1.8242167252239668e-28,1.79060240433719e-28,1.790603031596998e-28,1.1824475043613908e-13,2.2098170243435264e-11,2.4536172732172417e-18,3.5668027028000535e-20,3.7273256722097677e-16,5.3174262895945022e-16,3.1284349930925644e-21,2.1406467479633844e-18,1.6310263919816104e-28,2.8033307230475337e-23,1.8872106612513667e-21,1.8391993473028258e-21,2.2600268551696121e-23,1.8096993759972949e-24,2.2332240718457014e-27,4.4366787036602587e-24,5.6799348277679591e-29,1.3501223209478995e-31,3.377718619776823e-34,7.7977572844630504e-31,2.1497129719117578e-27,2.1220721521868146e-22,1.3104586792502719e-22,3.7283456295320539e-27,1.4642110595661649e-27,1.1402224311805448e-23,3.4376062455860986e-24,7.645812598395255e-19,4.5013688892250345e-20,5.7631925370898084e-20,2.7293184502496858e-22,2.5066451042323368e-22,4.2376155851057155e-22,1.0375780628556504e-29,2.3675437261204856e-27,1.1027654140333716e-21,7.7135184005094317e-31,1.3549002194365959e-25,1.2706174778768133e-35,5.7619224096081915e-30,1.2844354999315414e-26,6.3838129455002922e-32,1.3987205464645794e-32,2.6507209533593772e-15,3.8817894785209905e-14,2.7645115671465999e-15
4.0046255990994434e-10,0.3162784298190027,154.0,0.0,0.0,0.0,0.99999717219071016,0.99999999999995437,18.999999312658382,2.7161057206711523e-07,1.2507370553852484e-06,6.106860815144327e-07,6.6368577131026938e-07,3.4914749324071559e-12,1.9034650922574044e-11,4.2331003048693189e-09,1.0434443420812524e-15,2.9666402078310476e-09,2.3628626970330222e-08,3.4586502650254825e-14,2.2175523029057846e-10,7.3109459708594266e-16,2.292279046849216e-12,2.1218076291481843e-13,2.1282252215280254e-13,3.657151042756653e-16,2.7604054741029778e-16,1.4487174228896452e-11,2.2625753742621545e-28,2.2208861092865448e-28,2.2208869160299939e-28,1.3040576090627365e-13,2.3542546641120425e-11,2.7467915646194334e-18,3.7027152273883802e-20,3.9905416572565464e-16,5.6928911200760228e-16,3.5862965433017907e-21,2.3637181306729447e-18,1.935337386584284e-28,3.092854793405967e-23,2.1558491016326705e-21,2.1012779651159067e-21,2.667378448590341e-23,2.2114805606082262e-24,2.7276970084551732e-27,5.2484258432330792e-24,7.1855140667441913e-29,1.7268961070781537e-31,4.1256291342053735e-34,9.7853039242340131e-31,2.6282572727519845e-27,2.259661252658299e-22,1.4397860412127629e-22,3.9713192520311318e-27,1.6071705146956556e-27,1.2599937855516929e-23,3.6707745253680426e-24,8.1629562472545489e-19,4.8442754666149054e-20,6.3695781528698876e-20,3.0174005717711985e-22,2.7716628022478e-22,4.7276589945578837e-22,1.1399753999931993e-29,2.6413317953420656e-27,1.2169743004094986e-21,8.5123758334845159e-31,1.495230126254135e-25,1.6339775750755261e-35,6.3305599170548238e-30,1.4692414510623992e-26,7.3024442727047318e-32,1.6576830322917764e-32,2.8670237308368985e-15,4.108590676481355e-14,3.007711810146313e-15
4.139062830225777e-10,0.3162784297577824,154.0,0.0,0.0,0.0,0.99999707725290832,0.99999999999995148,18.999999278783076,2.8072830692942447e-07,1.2927150398001471e-06,6.2039575520559912e-07,6.9675700002211584e-07,3.6086580609371773e-12,1.9034649180095992e-11,4.3755731294043163e-09,1.0434442430187148e-15,3.0664879837449658e-09,2.4431092717276968e-08,3.6309941275939181e-14,2.3689060207614112e-10,7.5592375101814489e-16,2.4090976199199056e-12,2.3124659995551497e-13,2.3194627115733717e-13,3.9861643920209299e-16,3.0105067032104036e-16,1.5477780350808538e-11,2.7848711266577193e-28,2.7335614265982256e-28,2.733562455070798e-28,1.4332991409565955e-13,2.5028036024771478e-11,3.0639446157385302e-18,3.839344981254063e-20,4.2626718835564448e-16,6.0810675159486793e-16,4.0922971524419481e-21,2.6012462745361959e-18,2.2832991363575477e-28,3.4006251980850129e-23,2.4515680937859541e-21,2.3897422640039622e-21,3.1302158935246347e-23,2.6840081008875063e-24,3.3089018846695735e-27,6.1735502514848914e-24,9.0178542629173419e-29,2.1908565005804486e-31,5.0047299610274352e-34,1.2185565287413185e-30,3.191387306265933e-27,2.4014689540083308e-22,1.5768542945473155e-22,4.2217668021211269e-27,1.7589651168990546e-27,1.3876871056237703e-23,3.91099727696434e-24,8.6957001652329466e-19,5.1991256111395865e-20,7.0162305165248378e-20,3.3246723791629907e-22,3.0543627661115623e-22,5.2537783044668456e-22,1.2485017418998685e-29,2.935275692288924e-27,1.3385210178496228e-21,9.3625592278779956e-31,1.6445766607562679e-25,2.0827948631012984e-35,6.9332333057394171e-30,1.6731083865096443e-26,8.3158358859790004e-32,1.9535531389406612e-32,3.0934396271407872e-15,4.3426772640366995e-14,3.264940553970419e-15
4.273500061352111e-10,0.31627842969608727,154.0,0.0,0.0,0.0,0.99999698231465506,0.99999999999994871,18.999999244644968,2.8984601812839598e-07,1.3346929841893808e-06,6.2984266165215274e-07,7.3009097648261268e-07,3.7258410773156118e-12,1.903464743760942e-11,4.51804593878188e-09,1.0434441439557106e-15,3.166335749673439e-09,2.5233557696410277e-08,3.8047072544495251e-14,2.5252557065663724e-10,7.8075288119337348e-16,2.5270727024915411e-12,2.5126468575960685e-13,2.5202517445077149e-13,4.3316311449630738e-16,3.2732092703305325e-16,1.650128497834212e-11,3.40329977892864e-28,3.3405997574025262e-28,3.3406010577771653e-28,1.5703564600852504e-13,2.6554434058326717e-11,3.4062140765680864e-18,3.9766922715562625e-20,4.5437100139479694e-16,6.4819461658000225e-16,4.6496329272778086e-21,2.8536204697132344e-18,2.6794081529725809e-28,3.7270848720369312e-23,2.7760312529190536e-21,2.7062008142783504e-21,3.653780484330223e-23,3.2366800368269307e-24,3.9882909724263291e-27,7.2232711033102177e-24,1.123316390535697e-28,2.7583068331438768e-31,6.0323443667330354e-34,1.5066024050847046e-30,3.850406953086634e-27,2.5475392103836801e-22,1.7218561748042975e-22,4.4797651921290781e-27,1.9198448087792133e-27,1.5235356404834864e-23,4.1582225635694957e-24,9.2439295000741868e-19,5.5658318941477153e-20,7.7043427841345119e-20,3.6517043346882921e-22,3.3552715467314152e-22,5.8171775066725668e-22,1.3633096909419283e-29,3.2500481003475888e-27,1.4675992814642683e-21,1.0265423563685758e-30,1.8031778735637813e-25,2.6330874150766992e-35,7.5707900146307541e-30,1.8972748640800354e-26,9.4301459574208033e-32,2.2901250952463817e-32,3.3300522192194976e-15,4.5840769018486214e-14,3.5366420783648529e-15
4.4079372924784447e-10,0.3162784296339525,154.0,0.0,0.0,0.0,0.99999688737595016,0.99999999999994571,18.999999210263592,2.9896370566408497e-07,1.3766708885390473e-06,6.3904631135897776e-07,7.6366819041214972e-07,3.8430239815028366e-12,1.9034645695114323e-11,4.6605187330028793e-09,1.0434440448922466e-15,3.2661835056175104e-09,2.6036021908077469e-08,3.9796879711565327e-14,2.6866013546398945e-10,8.055819876223758e-16,2.6461392214907345e-12,2.7224413335364825e-13,2.730683730851629e-13,4.6937090992588317e-16,3.5486355999051519e-16,1.7557702261943831e-11,4.1312897072231973e-28,4.0551824329687983e-28,4.0551840644750855e-28,1.7154112242155039e-13,2.8121551575617326e-11,3.7747581499484864e-18,4.114757405967238e-20,4.8336497157741871e-16,6.8955177650374156e-16,5.261595370427719e-21,3.1212247082070909e-18,3.1284528883564427e-28,4.0726702343703068e-23,3.1309411981281993e-21,3.0522982322402593e-21,4.2435970941539763e-23,3.8797561215164794e-24,4.7783551894006902e-27,8.4094841971056165e-24,1.3894931824496241e-28,3.4479222040092837e-31,7.2273667807346241e-34,1.8502401402389854e-30,4.6176678411094599e-27,2.6979198408359159e-22,1.8749852988626527e-22,4.745398260494578e-27,2.0900584617376063e-27,1.6677711470933716e-23,4.4123988363638448e-24,9.8075302572115074e-19,5.9443074074697077e-20,8.4350994723211797e-20,3.9990627699386508e-22,3.6749118822825892e-22,6.4190515159052094e-22,1.4845525472862578e-29,3.5863166314281868e-27,1.6043999444546347e-21,1.1222303802693069e-30,1.9712682984040538e-25,3.3031508481947374e-35,8.2440813577439488e-30,2.143015263620718e-26,1.0651710790745767e-31,2.6714424707798678e-32,3.5769388552447334e-15,4.8328117490187607e-14,3.8232621706838605e-15
4.5423745236047784e-10,0.3162784295714107,154.0,0.0,0.0,0.0,0.9999967924367934,0.9999999999999426,18.999999175656995,3.0808136953654633e-07,1.4186487528364735e-06,6.4802476612751502e-07,7.9747058021660336e-07,3.960206773462818e-12,1.9034643952610677e-11,4.8029915120681778e-09,1.0434439458283057e-15,3.3660312515782037e-09,2.6838485351216872e-08,4.1558421528521303e-14,2.8529429592995119e-10,8.304110702723013e-16,2.7662367662806317e-12,2.9419354711205011e-13,2.9508449789349204e-13,5.0725472403688164e-16,3.8369012583060127e-16,1.8647046375028383e-11,4.9835730233804073e-28,4.8917705673843838e-28,4.8917725995495853e-28,1.8686425603540674e-13,2.9729213453851773e-11,4.1707557007430843e-18,4.25354069245668e-20,5.132484660879509e-16,7.3217730158830476e-16,5.9315710376372796e-21,3.4044377599164918e-18,3.6355221718376744e-28,4.4378116017422643e-23,3.5180389696458397e-21,3.4297145276224231e-21,4.9054778357683771e-23,4.6244023319625539e-24,5.6926763098057734e-27,9.7447775164595543e-24,1.7074574635283337e-28,4.2810021226094032e-31,8.6103417779474391e-34,2.2579340659131535e-30,5.5066249235821947e-27,2.8526622835382119e-22,2.0364364007730094e-22,5.0187563307294745e-27,2.2698538777574464e-27,1.8206239218577991e-23,4.6734749300718581e-24,1.0386389290028096e-18,6.3344657929726613e-20,9.2096765215963514e-20,4.3673099161325944e-22,4.0138027261801191e-22,7.0605862363702615e-22,1.612384495634797e-29,3.9447438631661279e-27,1.7491110304256336e-21,1.2234515114494714e-30,2.149078991819364e-25,4.1137832454456029e-35,8.9539635611245486e-30,2.4116395595511348e-26,1.1987043690100273e-31,3.1018059219431244e-32,3.8341711170094294e-15,5.0888988926355149e-14,4.1252478040604139e-15
4.676811754731112e-10,0.3162784295084922,154.0,0.0,0.0,0.0,0.99999669749718489,0.99999999999993938,18.999999140841904,3.1719900974583518e-07,1.4606265770683477e-06,6.5679474666679027e-07,8.3148142537764452e-07,4.0773894531578783e-12,1.9034642210098485e-11,4.9454642759786433e-09,1.0434438467638898e-15,3.4658789875565162e-09,2.764094802523854e-08,4.3330826634572409e-14,3.0242805148611316e-10,8.5524012912489534e-16,2.8873092437107282e-12,3.1712105917125535e-13,3.180817060160526e-13,5.4682863724506737e-16,4.1381154450701102e-16,1.9769331509278719e-11,5.9762576379788275e-28,5.8661758010447329e-28,5.8661783150530372e-28,2.0302272271017596e-13,3.1377257570458439e-11,4.5954063646966338e-18,4.3930424394595891e-20,5.4402085256065064e-16,7.7607026273689361e-16,6.6630412330784766e-21,3.7036332475208209e-18,4.2060136115933713e-28,4.8229335797538688e-23,3.9391034823898997e-21,3.8401644887583119e-21,5.6455255342545302e-23,5.4827358288244378e-24,6.7459795704104597e-27,1.1242446566741315e-23,2.0852116029162623e-28,5.2817407877683805e-31,1.0203543659304606e-33,2.7391122120139891e-30,6.5318927565411095e-27,3.011821367653022e-22,2.2064055495031491e-22,5.2999358020133843e-27,2.4594777920321836e-27,1.9823228308513823e-23,4.9414000589901568e-24,1.0980394291133292e-18,6.73622126270344e-20,1.0029241359005765e-19,4.7570039340754468e-22,4.3724592747367701e-22,7.7429586287471747e-22,1.7469607776297572e-29,4.3259873763548577e-27,1.9019177653286933e-21,1.3303353099925485e-30,2.3368375724202079e-25,5.088522699437628e-35,9.7012987202587414e-30,2.7044930981280263e-26,1.3442833852413592e-31,3.5857809313105974e-32,4.101815248111053e-15,5.3523507454084602e-14,4.4430468406657632e-15
4.811248985857445e-10,0.316278429445225,154.0,0.0,0.0,0.0,0.99999660255712419,0.99999999999993605,18.999999105833798,3.2631662629200647e-07,1.5026043612203978e-06,6.6537173218145507e-07,8.6568524686593468e-07,4.1945720205477859e-12,1.9034640467577739e-11,5.0879370247351392e-09,1.0434437476990057e-15,3.5657267135534247e-09,2.8443409930363539e-08,4.5113288366971774e-14,3.2006140156390273e-10,8.8006916418699943e-16,3.0093045588733198e-12,3.410343631402271e-13,3.4206771471482215e-13,5.8810597024267328e-16,4.4523814476593378e-16,2.0924571870519994e-11,7.126900173263724e-28,6.9956318789057452e-28,6.9956349690821266e-28,2.2003397680371145e-13,3.3065533837700911e-11,5.0499306560797394e-18,4.5332629558346583e-20,5.756814990792698e-16,8.2122973153319444e-16,7.4595817401923708e-21,4.0191797202129516e-18,4.8456419626838243e-28,5.2284554327880772e-23,4.395951014015498e-21,4.2853971036183652e-21,6.4701370218021146e-23,6.4678703310977278e-24,7.9541866285847726e-27,1.2916509498124935e-23,2.5316898135827706e-28,6.4775156171366339e-31,1.2031056564866212e-33,3.3042409412888513e-30,7.7093024374470226e-27,3.1754551018169332e-22,2.385090349784383e-22,5.589038769578187e-27,2.6591758763975458e-27,2.1530953387953944e-23,5.2161238134047363e-24,1.1589433784480909e-18,7.1494886113086032e-20,1.0894952960114052e-19,5.1686989438007237e-22,4.7513929945256983e-22,8.4673367774223924e-22,1.8884378508785732e-29,4.7306997925096077e-27,2.0630026090423355e-21,1.4430094011956987e-30,2.5347682596934582e-25,6.2538976250086642e-35,1.0486955683179546e-29,3.0229563792904522e-26,1.502594528252791e-31,4.128205540053374e-32,4.3799325502124652e-15,5.6231754135292861e-14,4.7771077583681793e-15
4.945686216983778e-10,0.3162784293816349,154.0,0.0,0.0,0.0,0.9999965076166113,0.99999999999993261,18.999999070647007,3.3543421917511542e-07,1.5445821052785286e-06,6.7377005253653958e-07,9.0006771497751462e-07,4.311754475592909e-12,1.9034638725048432e-11,5.2304097583385276e-09,1.0434436486336501e-15,3.6655744295698858e-09,2.9245871066498004e-08,4.6905059958069713e-14,3.381943455945791e-10,9.0489817545570927e-16,3.1321743196451745e-12,3.6594074530924917e-13,3.6704983267843499e-13,6.310993380707003e-16,4.7797970624697273e-16,2.2112781675107258e-11,8.4545796760672322e-28,8.2988670145400649e-28,8.2988707899652254e-28,2.3791526563860552e-13,3.4793903309252705e-11,5.535570073353561e-18,4.6742025506241068e-20,6.0822977417673556e-16,8.6765478024087861e-16,8.3248625856227526e-21,4.3514407263044468e-18,5.5604474646234491e-28,5.6547914328962667e-23,4.8904347255627144e-21,4.7671950147363605e-21,7.3860062655126582e-23,7.5939618744620561e-24,9.3344688327299863e-27,1.478172202818118e-23,3.0568325143095357e-28,7.8991946387594827e-31,1.4118855059548241e-33,3.9649027582336589e-30,9.0559591698606101e-27,3.3436244781386158e-22,2.5726901273054e-22,5.8861726729048677e-27,2.8691927435282533e-27,2.3331675368792371e-23,5.4975961562514813e-24,1.2213397118014264e-18,7.5741832238001934e-20,1.1807961910416672e-19,5.6029450539360919e-22,5.1511116494880545e-22,9.2348799574004561e-22,2.0369735355855939e-29,5.1595288112512931e-27,2.2325452866096619e-21,1.5615994974194645e-30,2.7430919123889082e-25,7.6396899740132909e-35,1.1311810864750045e-29,3.3684448429008188e-26,1.6743415730190973e-31,4.7341980739263717e-32,4.6685797497663984e-15,5.9013770369856308e-14,5.1278793990335453e-15
5.080123448110111e-10,0.31627842931774586,154.0,0.0,0.0,0.0,0.99999641267564587,0.99999999999992906,18.999999035294785,3.4455178839521686e-07,1.58655980922899e-06,6.8200297358378779e-07,9.3461556400852723e-07,4.4289368182546746e-12,1.9034636982510548e-11,5.3728824767896736e-09,1.043443549567821e-15,3.765422135606838e-09,3.0048331433077962e-08,4.8705450088735139e-14,3.5682688300923127e-10,9.2972716291357447e-16,3.2558735631405088e-12,3.9184711355405321e-13,3.9303498901538049e-13,6.7582070019810622e-16,5.1204549847482168e-16,2.3333975146770794e-11,9.9799720879767094e-28,9.7961769980475682e-28,9.7961815843104939e-28,2.5668364312891515e-13,3.6562237353062211e-11,6.0535872022174126e-18,4.8158615329632309e-20,6.4166504683483134e-16,9.1534448180310626e-16,9.2626478337538615e-21,4.7007748847333404e-18,6.3568041518814538e-28,6.1023511884714827e-23,5.4244442127494634e-21,5.2873740059999475e-21,8.4001273391260905e-23,8.8762549257769235e-24,1.0905300770254679e-26,1.6853592177962471e-23,3.6716639347432035e-28,9.5814633588981598e-31,1.6494885138764589e-33,4.733877317096626e-30,1.0590300423330845e-26,3.5163932906128006e-22,2.7694060994758252e-22,6.1914499697681596e-27,3.0897719518559152e-27,2.5227641695187345e-23,5.7857674199222925e-24,1.2852174456626845e-18,8.0102210807205125e-20,1.2769410466241923e-19,6.0602883908246688e-22,5.5721193278143144e-22,1.0046738700626468e-21,2.1927271497582407e-29,5.6131172473615273e-27,2.4107228191487988e-21,1.6862294197087114e-30,2.9620260665039125e-25,9.2792114787226687e-35,1.2176748997497763e-29,3.7424086591881803e-26,1.8602455647947752e-31,5.4091648638033713e-32,4.967809337530739e-15,6.1869561044988917e-14,5.4958107367552797e-15
5.214560679236445e-10,0.3162784292535802,154.0,0.0,0.0,0.0,0.99999631773422815,0.99999999999992539,18.999998999789433,3.5366933395236603e-07,1.6285374730577175e-06,6.9008277616925789e-07,9.6931651324859914e-07,4.5461190484937092e-12,1.9034635239964092e-11,5.51535518008944e-09,1.0434434505015195e-15,3.8652698316652044e-09,3.0850791029741748e-08,5.051381877106268e-14,3.7595901323878009e-10,9.5455612654940445e-16,3.3803605024102187e-12,4.1876002411033064e-13,4.2002976011102282e-13,7.2228140691118724e-16,5.4744431697787169e-16,2.4588166513870718e-11,1.1725425433862699e-27,1.1509499009654994e-27,1.1509504550749802e-27,2.7635598260008851e-13,3.8370416885470428e-11,6.605265815546978e-18,4.9582402121171956e-20,6.759866864838779e-16,9.6429790984202734e-16,1.0276795409435222e-20,5.0675359555010346e-18,7.2414281403136657e-28,6.5715399535030872e-23,5.9999050860642363e-21,5.8477825193907067e-21,9.519797248612754e-23,1.0331128828429651e-23,1.2686514061114552e-26,1.9148394834212945e-23,4.3883729794054727e-28,1.1563171721944743e-30,1.9189145605597102e-33,5.6252256528226821e-30,1.2332154660204831e-26,3.6938279669581126e-22,2.9754415328578046e-22,6.5049878343529395e-27,3.3211560111610892e-27,2.7221086601269189e-23,6.0805883031954963e-24,1.3505656775392487e-18,8.4575187611485135e-20,1.378043261515917e-19,6.5412711274094761e-22,6.0149164686066303e-22,1.0904054861826851e-21,2.3558596338572613e-29,6.0921030675685071e-27,2.5977095544426282e-21,1.8170211191892444e-30,3.1917849728739119e-25,1.1209593045384563e-34,1.3082663823829385e-29,4.1463325232258881e-26,2.0610447169095826e-31,6.158807961590659e-32,5.2776698829423151e-15,6.4799097450152334e-14,5.8813506644918985e-15
