Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398),S(1815),S(1443),C7H15(32),C7H15(31),S(1930)
1.1728648494800831e-05,0.31622609208771957,154.0,0.0,0.0,0.0,0.91023397829155384,0.99998992951452581,18.96891300472306,0.0030360189581533107,0.0026030581774426466,0.00041338692883613812,0.0024461570726452392,7.2558473024250718e-09,1.737974284839129e-11,0.00011838713056067587,9.4978113851583159e-16,8.3246069622398594e-05,4.9687760882180376e-05,1.2747649126266095e-10,0.025759591034650853,1.5373928019290732e-12,1.1165860070144103e-08,3.9562694190969721e-05,7.7292151513238118e-05,6.8279072781208371e-08,5.239220109998296e-08,0.028641989270067222,1.7585828766597025e-07,6.2030774266266864e-07,6.3722477182776282e-07,0.026512965468544338,0.00018807093524838056,0.0018395870023839433,6.2177910364814043e-12,1.0658900994625712e-09,1.4711807784657198e-09,3.4741596463876803e-05,3.6346386282609814e-08,3.8140780738078775e-10,6.4075114130237891e-12,1.4514862745692056e-07,2.5282998743479621e-08,5.3202565937385616e-07,2.6999835055668867e-06,1.6763380449243049e-08,2.365910046161042e-05,8.5676902160337022e-07,1.2805045874547901e-05,2.5359214646704176e-15,2.5188208422284824e-06,4.3376078600252771e-06,7.7004988538612333e-09,4.5609807498705316e-08,1.3661254308746078e-13,7.3446941487669605e-13,6.9175897540879789e-09,2.6151659444252386e-16,4.3127350400725536e-13,3.2155242910962421e-14,1.108762336054521e-09,5.2899624784457691e-12,4.8811309712802249e-12,1.0578199485285514e-11,3.6112517381045977e-15,5.9101498238849752e-17,4.5280238849904735e-12,3.1672189974958055e-21,5.5642161499564932e-16,1.3286195107116486e-11,2.005418189674776e-15,7.0925111088179095e-08,3.5267991264011343e-13,2.5963345711931581e-07,1.7906551561807238e-07,2.8714791384277062e-08,9.8627051682009803e-06
1.178199299675203e-05,0.3162258768215074,154.0,0.0,0.0,0.0,0.90986982474962463,0.99998986247121235,18.968784089415347,0.0030388108513430441,0.002601834639944105,0.00041323806990567838,0.0024452624880882449,7.2523924341383762e-09,1.7373044013218992e-11,0.00011890041251989384,9.4940125037970476e-16,8.3608023170746846e-05,4.9664101253586866e-05,1.2742987180155559e-10,0.025871469729484509,1.5366607483467748e-12,1.1161841982484947e-08,3.9639117431709442e-05,7.7652547906714893e-05,6.8410549086196053e-08,5.2493086140247632e-08,0.028772143627398807,1.7678471823125597e-07,6.2651708085893754e-07,6.4369997860982508e-07,0.02663311558022325,0.00018807466970548599,0.0018488141375846315,6.2460069918170785e-12,1.0705323751375328e-09,1.4775696971219001e-09,3.4998112212476405e-05,3.6511566257909704e-08,3.8422900357538223e-10,6.4365488304935001e-12,1.4583826960288246e-07,2.5397659567371835e-08,5.3490773279787809e-07,2.7146040744547677e-06,1.6867203106786717e-08,2.3887172345665873e-05,8.6214171841665688e-07,1.2938081607392655e-05,2.5516274916838513e-15,2.5449846199893624e-06,4.3839533522637204e-06,7.7615705029963351e-09,4.5971290390820037e-08,1.3769599952721382e-13,7.4031047389045179e-13,6.9726057333693434e-09,2.6359592450533957e-16,4.3458699952265979e-13,3.2402294188217349e-14,1.1219502737770599e-09,5.3528500821276734e-12,4.9391583479668894e-12,1.0703953893962059e-11,3.6398729008351229e-15,5.9804101170119581e-17,4.5818249179567433e-12,3.2048512313374941e-21,5.6303290028528235e-16,1.3421449479319385e-11,2.0213122354275142e-15,7.1568138780394596e-08,3.5587741135154814e-13,2.6318539862146977e-07,1.798718192550153e-07,2.8896078578606732e-08,9.9287608907558083e-06
1.1835337498703227e-05,0.316225661732837,154.0,0.0,0.0,0.0,0.90950600831089368,0.99998979525635479,18.968655275405219,0.0030415620774161102,0.0026006129192643842,0.0004130892503888969,0.0024443681833066647,7.2489426848212771e-09,1.7366351790555247e-11,0.00011941348354901759,9.4902153954739964e-16,8.3969837164562521e-05,4.9640478330886123e-05,1.2738326694011226e-10,0.025983251143296283,1.5359298288941189e-12,1.1157825080249933e-08,3.9714950928439967e-05,7.8012814605344399e-05,6.854100631545745e-08,5.2593189194292024e-08,0.02890219556578481,1.7770679394244153e-07,6.3274858953058151e-07,6.5020000600188386e-07,0.026753166195187361,0.00018807840407025731,0.0018580372618782889,6.2742004018519349e-12,1.0751728605859016e-09,1.4839559898366346e-09,3.5255004533640303e-05,3.667661625100015e-08,3.8705435701077157e-10,6.4655622021220384e-12,1.4652761605463657e-07,2.5512225508440268e-08,5.3778950746950434e-07,2.7292230054714615e-06,1.6971023537003057e-08,2.411627850185575e-05,8.6751427945848557e-07,1.3071775149024198e-05,2.5673331817527764e-15,2.5712777997135176e-06,4.4305471663409218e-06,7.8228376756867906e-09,4.6333927410857298e-08,1.3878292470171714e-13,7.4617031124913299e-13,7.0277985927092537e-09,2.6568194117270993e-16,4.3791146197779507e-13,3.2650163154919042e-14,1.1352386295722748e-09,5.4162160370386427e-12,4.9976271067649568e-12,1.0830664841563447e-11,3.6685854440533582e-15,6.0512048383518369e-17,4.6360349606332016e-12,3.2427695554002214e-21,5.6969444631863995e-16,1.3557223767016295e-11,2.0372570270451397e-15,7.2213850970855743e-08,3.5908825891223833e-13,2.6676785777853758e-07,1.8067782511960793e-07,2.9077816225283657e-08,9.9949880048679107e-06
1.1888682000654425e-05,0.31622544682116543,154.0,0.0,0.0,0.0,0.90914252813418317,0.99998972787002804,18.968526562561046,0.0030442730499745767,0.0025993930007806444,0.0004129404797656907,0.0024434741609141225,7.2454980567823339e-09,1.7359665579178532e-11,0.00011992634384050239,9.4864235534583163e-16,8.4331511735374619e-05,4.9616888815062329e-05,1.2733667677491026e-10,0.02609493543689587,1.5351999446885908e-12,1.1153809370591501e-08,3.9790199414393029e-05,7.8372951647515755e-05,6.8670452648150714e-08,5.269251658664938e-08,0.029032145230229192,1.7862450735458211e-07,6.3900211337378133e-07,6.5672470806380376e-07,0.026873117441417162,0.00018808213866019458,0.0018672563807584891,6.3023712922806115e-12,1.0798115574958858e-09,1.490339659007157e-09,3.5512269335451194e-05,3.684153644599083e-08,3.898838225577728e-10,6.4945515588399149e-12,1.4721666705788363e-07,2.5626696688674765e-08,5.4067098123106852e-07,2.7438402877909035e-06,1.707484139834748e-08,2.4346418074130078e-05,8.7288668584455233e-07,1.3206125849321739e-05,2.5830384832094385e-15,2.5977002544522051e-06,4.4773892558787291e-06,7.8843000025049587e-09,4.6697716337330925e-08,1.3987331205619444e-13,7.520488913918998e-13,7.0831679971378685e-09,2.6777463179213032e-16,4.412468729545823e-13,3.2898848436788373e-14,1.1486277266601419e-09,5.4800618755181207e-12,5.0565386617496501e-12,1.0958335398381131e-11,3.697389191869079e-15,6.1225357033302033e-17,4.6906553237902773e-12,3.2809748865159594e-21,5.7640641416674732e-16,1.3693514915704542e-11,2.0532524668511252e-15,7.286224631223445e-08,3.6231244862246372e-13,2.7038094166835097e-07,1.8148353349050213e-07,2.9260004142603827e-08,1.0061386435511903e-05
1.1942026502605623e-05,0.31622523208653885,154.0,0.0,0.0,0.0,0.9087793833841773,0.99998966031230641,18.968397950730431,0.0030469441785071073,0.0025981748642119489,0.00041279175211560853,0.0024425804385699644,7.2420584496345078e-09,1.7352985953017406e-11,0.00012043899358632705,9.4826334406206602e-16,8.469304701438354e-05,4.959333535779264e-05,1.2729010226615899e-10,0.026206522770055252,1.5344711745588356e-12,1.114979493904267e-08,3.9864867583550882e-05,7.8732959073110227e-05,6.8798896214894389e-08,5.2791074507321003e-08,0.029161992765243644,1.7953785171304334e-07,6.4527749760774994e-07,6.6327393931201388e-07,0.026992969446734096,0.00018808587375027696,0.0018764714997081373,6.3305197018659791e-12,1.0844484675514733e-09,1.496720707024765e-09,3.5769902563576289e-05,3.7006327026220291e-08,3.9271735547540496e-10,6.5235169315371113e-12,1.4790542278808993e-07,2.5741073229852133e-08,5.4355215170680351e-07,2.7584559094858907e-06,1.7178656359005972e-08,2.4577590207609974e-05,8.7825891926486516e-07,1.3341133059856888e-05,2.5987433458576152e-15,2.6242518575875514e-06,4.5244795743115983e-06,7.9459571078791071e-09,4.706265494605612e-08,1.4096715492860137e-13,7.5794617880415974e-13,7.1387136121998114e-09,2.6987398373104023e-16,4.4459321406567868e-13,3.3148348663916556e-14,1.1621178876438443e-09,5.5443891306113403e-12,5.1158944273232014e-12,1.1086968623809103e-11,3.7262839681772213e-15,6.1944044212401667e-17,4.7456873159750037e-12,3.3194681399880547e-21,5.8316896463075921e-16,1.3830319880358345e-11,2.0692984570502347e-15,7.351332341712185e-08,3.6554997358328051e-13,2.7402475720369238e-07,1.8228894463959694e-07,2.9442642143963456e-08,1.0127956107841971e-05
1.1995371004556821e-05,0.316225017528421,154.0,0.0,0.0,0.0,0.90841657323136049,0.99998959258326481,18.968269439782642,0.0030495758684297722,0.002596958495680314,0.00041264307661017282,0.0024416870185854024,7.2386238685889118e-09,1.7346312302149785e-11,0.00012095143297799844,9.4788486032841112e-16,8.5054443132463899e-05,4.9569814631159214e-05,1.2724354349406743e-10,0.026318013301596725,1.5337434187772964e-12,1.1145781791351378e-08,3.9938960095510645e-05,7.909283692348621e-05,6.8926345066806189e-08,5.2888869183317219e-08,0.029291738314680859,1.8044682093765421e-07,6.5157458798054479e-07,6.6984755472554561e-07,0.027112722338672911,0.00018808960962591004,0.001885682624154685,6.3586456558971456e-12,1.0890835924324604e-09,1.5030991362748606e-09,3.6027900196255272e-05,3.7170988174335268e-08,3.9555491140822128e-10,6.5524583510364355e-12,1.4859388349107909e-07,2.585535525354173e-08,5.4643301689502084e-07,2.773069860524211e-06,1.7282468097869915e-08,2.4809794048445098e-05,8.8363096196572457e-07,1.3476796130868612e-05,2.6144477211210586e-15,2.6509324822366265e-06,4.5718180749343978e-06,8.0078086237047396e-09,4.7428741022679579e-08,1.4206444678759724e-13,7.6386213804114895e-13,7.1944351040172212e-09,2.7197998437819187e-16,4.4795046695641979e-13,3.3398662466744577e-14,1.1757094345151127e-09,5.6091993286784362e-12,5.175695812046238e-12,1.1216567576259705e-11,3.7552695976523342e-15,6.2668127008706766e-17,4.8011322429060408e-12,3.3582502291147107e-21,5.8998225816089363e-16,1.3967635625598235e-11,2.0853949002795688e-15,7.4167080942957791e-08,3.688008271186761e-13,2.7769941104768704e-07,1.8309405884307718e-07,2.9625730048294864e-08,1.0194696947186572e-05
1.204871550650802e-05,0.3162248031468545,154.0,0.0,0.0,0.0,0.90805409685195382,0.99998952468297797,18.968141029566478,0.0030521685211264693,0.0025957438755509579,0.00041249444746083467,0.0024407939178934701,7.2351942142314396e-09,1.7339645209713253e-11,0.00012146366220655362,9.4750654511089424e-16,8.5415700220166092e-05,4.9546329342638525e-05,1.2719700138161019e-10,0.026429407189338408,1.5330167578495139e-12,1.1141770009765957e-08,4.001248157114314e-05,7.9452585241418598e-05,6.9052807208380816e-08,5.2985906707130221e-08,0.029421382021913734,1.8135140961105025e-07,6.5789323077855032e-07,6.7644540975574712e-07,0.027232376244605873,0.00018809334653212812,0.001894889759514822,6.3867491930386434e-12,1.0937169338144797e-09,1.5094749491369928e-09,3.6286258248704611e-05,3.7335520072230314e-08,3.9839644638259075e-10,6.5813758481193136e-12,1.492820493429319e-07,2.5969542881098713e-08,5.4931357457282041e-07,2.7876821297563088e-06,1.7386276302970986e-08,2.5043028743951884e-05,8.89002796734948e-07,1.3613114414317435e-05,2.6301515618057492e-15,2.6777420018530986e-06,4.6194047108685761e-06,8.0698541755322195e-09,4.7795972350655663e-08,1.4316518099108283e-13,7.6979673370431934e-13,7.2503321392288234e-09,2.7409262114236767e-16,4.513186133025991e-13,3.3649788480079152e-14,1.1894026886506435e-09,5.6744939969317733e-12,5.2359442249362805e-12,1.1347135303384916e-11,3.7843459047941886e-15,6.3397622449541179e-17,4.8569914080880039e-12,3.397322065672462e-21,5.9684645493869907e-16,1.4105459125854311e-11,2.1015416990797751e-15,7.4823517506884636e-08,3.7206500235233939e-13,2.8140500969930614e-07,1.8389887637044636e-07,2.98092676696575e-08,1.0261608879047744e-05
1.2102060008459218e-05,0.3162245889413099,154.0,0.0,0.0,0.0,0.90769195342785125,0.99998945661151939,18.968012719952053,0.0030547225339889296,0.002594530990659425,0.00041234587353981546,0.0024399011385213758,7.2317694946045689e-09,1.7332984056944377e-11,0.00012197568146256426,9.4712875842695722e-16,8.5776818407719225e-05,4.952287613420443e-05,1.2715047599357576e-10,0.026540704590183158,1.5322910911663241e-12,1.1137759598720088e-08,4.0085436597399943e-05,7.9812204071085091e-05,6.9178290564408644e-08,5.3082193209572955e-08,0.029550924029673208,1.8225161296320347e-07,6.6423327283178945e-07,6.8306736033182764e-07,0.027351931291619846,0.00018809708472550794,0.0019040929111504797,6.4148303381782168e-12,1.098348493369029e-09,1.515848147984897e-09,3.6544972768165981e-05,3.7499922901126655e-08,4.0124191680406898e-10,6.6102694535003359e-12,1.4996992058954741e-07,2.6083636233669596e-08,5.5219382288514246e-07,2.8022927078961682e-06,1.7490080672467294e-08,2.5277293442472001e-05,8.9437440688479323e-07,1.3750087260876351e-05,2.6458548222500629e-15,2.7046802896344443e-06,4.6672394351082804e-06,8.1320933965683548e-09,4.8164346722745571e-08,1.4426935103094205e-13,7.7574993046455067e-13,7.3064043850447524e-09,2.762118814534255e-16,4.546976348125457e-13,3.3901725339049891e-14,1.2031979708181811e-09,5.7402746557717081e-12,5.2966410690574385e-12,1.1478674851758628e-11,3.8135127148406487e-15,6.4132547556655106e-17,4.9132661122055983e-12,3.4366845594381976e-21,6.0376171479577423e-16,1.4243787365524963e-11,2.117738756400775e-15,7.5482631770776808e-08,3.7534249263030756e-13,2.8514165940865836e-07,1.847033974954914e-07,2.9993254827600374e-08,1.0328691829095976e-05
1.2155404510410416e-05,0.3162243749118268,154.0,0.0,0.0,0.0,0.90733014214656116,0.99998938836896401,18.967884510789361,0.0030572383004563376,0.0025933198219853294,0.00041219734918927341,0.0024390086967039076,7.2283496111620116e-09,1.7326329436322044e-11,0.00012248749093613851,9.4675113584072185e-16,8.6137797825032621e-05,4.9499457769136984e-05,1.2710396821717606e-10,0.026651905660061665,1.5315665009095304e-12,1.1133750637298898e-08,4.0157829723026317e-05,8.0171693458007788e-05,6.9302803014974757e-08,5.3177734686932745e-08,0.029680364480222245,1.8314742686011228e-07,6.70594561522888e-07,6.8971326287005782e-07,0.027471387606635891,0.00018810082442421986,0.0019132920844128277,6.4428891298906437e-12,1.1029782727634994e-09,1.522218735186534e-09,3.6804039838259314e-05,3.7664196841511505e-08,4.0409127945373547e-10,6.6391391978518805e-12,1.5065749740756121e-07,2.6197635432185595e-08,5.5507375975281841e-07,2.8169015845253797e-06,1.7593880913100194e-08,2.5512587293509494e-05,8.9974577623808441e-07,1.3887714022967001e-05,2.6615574580903278e-15,2.7317472191200626e-06,4.7153222004874036e-06,8.1945259134888352e-09,4.8533861930008766e-08,1.4537695028507933e-13,7.817216930389283e-13,7.3626515091938744e-09,2.7833775276134016e-16,4.5808751322478339e-13,3.4154471683148825e-14,1.2170956011721721e-09,5.8065428265998279e-12,5.3577877480628446e-12,1.1611189257333361e-11,3.8427698528936254e-15,6.4872919292002957e-17,4.9699576537387601e-12,3.4763386186740482e-21,6.1072819729624196e-16,1.438261733912965e-11,2.1339859751176011e-15,7.6144422356004062e-08,3.7863329109729186e-13,2.8890946626258199e-07,1.8550762248538702e-07,3.0177691336826018e-08,1.0395945723169581e-05
1.2208749012361614e-05,0.3162241610578817,154.0,0.0,0.0,0.0,0.90696866220114336,0.99998931995538487,18.967756401949345,0.0030597162100545511,0.0025921103570479215,0.0004120488829909618,0.0024381165942017973,7.224934574710991e-09,1.7319680720098768e-11,0.00012299909081692564,9.4637404283572352e-16,8.6498638601698564e-05,4.947607085811616e-05,1.270574781026829e-10,0.026763010554022325,1.5308428855524495e-12,1.1129743128707697e-08,4.0229665463312375e-05,8.0531053449040528e-05,6.9426352360246443e-08,5.3272537175144078e-08,0.029809703515198342,1.8403884778870618e-07,6.7697694479190417e-07,6.9638297427883867e-07,0.027590745316291007,0.0001881045658589451,0.00192248728459903,6.4709255926661788e-12,1.1076062736612031e-09,1.5285867131041318e-09,3.7063455574090267e-05,3.7828342073216518e-08,4.0694449148560225e-10,6.6679851117798417e-12,1.5134478004290307e-07,2.6311540597368173e-08,5.5795338345860596e-07,2.8315087510592186e-06,1.7697676741190992e-08,2.574890944759031e-05,9.0511688911202549e-07,1.4025994051766132e-05,2.6772594264126067e-15,2.7589426636015402e-06,4.7636529597240335e-06,8.2571513608005471e-09,4.8904515772304856e-08,1.4648797226840264e-13,7.8771198621357988e-13,7.4190731799706804e-09,2.8047022253693679e-16,4.6148823031024242e-13,3.4408026152164879e-14,1.2310958992606064e-09,5.873300023876116e-12,5.4193856595380451e-12,1.1744681554884976e-11,3.872117144753025e-15,6.5618754611421524e-17,5.0270673283559464e-12,3.5162851496479774e-21,6.1774606165525821e-16,1.4521946051457301e-11,2.1502832584922881e-15,7.6808887928567886e-08,3.8193739111985029e-13,2.9270853609982857e-07,1.8631155161158888e-07,3.0362577017481244e-08,1.0463370487269747e-05
1.2262093514312812e-05,0.3162239473795116,154.0,0.0,0.0,0.0,0.90660751279015217,0.99998925137085659,18.967628393283153,0.0030621566484349341,0.0025909025774109224,0.00041190046941646911,0.0024372248465786279,7.2215242874717001e-09,1.7313038510229283e-11,0.00012351048129411761,9.4599710949210168e-16,8.6859340866993854e-05,4.9452718220266321e-05,1.2701100650296434e-10,0.026874019426171895,1.5301203289536306e-12,1.1125737148985504e-08,4.0300948295858319e-05,8.0890284092312724e-05,6.9548946357603942e-08,5.3366606575586242e-08,0.029938941275782283,1.849258728458794e-07,6.8338027114479329e-07,7.0307635196740974e-07,0.027710004547053212,0.00018810830922375615,0.0019316785169955655,6.4989397649982285e-12,1.1122324977214003e-09,1.5349520840942234e-09,3.7323216126553586e-05,3.7992358775356823e-08,4.0980151042300773e-10,6.6968072258471012e-12,1.5203176867270531e-07,2.6425351849722538e-08,5.6083269205845268e-07,2.8461141977665702e-06,1.7801467881118637e-08,2.5986259056398422e-05,9.1048773030517704e-07,1.4164926700224321e-05,2.6929606855213946e-15,2.7862664967173339e-06,4.8122316653884225e-06,8.3199693663078959e-09,4.9276306048266759e-08,1.4760241037888157e-13,7.937207748208515e-13,7.475669066190573e-09,2.8260927827124584e-16,4.6489976786980181e-13,3.4662387390247515e-14,1.2451991840198927e-09,5.9405477632133561e-12,5.4814362017920201e-12,1.1879154768708858e-11,3.9015544161203912e-15,6.6370070411732089e-17,5.0845964295300586e-12,3.5565250571200504e-21,6.2481546682168739e-16,1.4661770517709034e-11,2.1666305097328654e-15,7.7476027113765647e-08,3.8525478586222579e-13,2.96538974596754e-07,1.8711518513900674e-07,3.0547911684892463e-08,1.0530966047560007e-05
1.231543801626401e-05,0.31622373387619923,154.0,0.0,0.0,0.0,0.90624669311757433,0.99998918261545189,18.967500484662548,0.0030645599974128044,0.002589696471248913,0.00041175211676568044,0.0024363334553453224,7.2181187629538084e-09,1.7306402169837312e-11,0.00012402166255645361,9.4562070684167629e-16,8.7219904749882577e-05,4.942939643380684e-05,1.2696455345463447e-10,0.026984932429766413,1.5293987286335548e-12,1.1121732700191025e-08,4.0371682665271246e-05,8.1249385437217754e-05,6.9670592684285749e-08,5.3459948830626621e-08,0.030068077902545329,1.858084997237666e-07,6.8980438965777813e-07,7.0979325385046211e-07,0.027829165425107827,0.00018811205472607411,0.0019408657868357116,6.5269316709831303e-12,1.1168569465993278e-09,1.5413148505076832e-09,3.7583317677497896e-05,3.815624712640899e-08,4.1266229415606183e-10,6.7256055705504213e-12,1.5271846354288638e-07,2.6539069309543101e-08,5.6371168396463228e-07,2.8607179167216896e-06,1.7905254066326242e-08,2.6224635272636306e-05,9.1585828508211028e-07,1.430451132008749e-05,2.7086611950929025e-15,2.8137185918660006e-06,4.8610582699457581e-06,8.3829795658072054e-09,4.9649230564838267e-08,1.4872025815425822e-13,7.9974802376176098e-13,7.5324388372291181e-09,2.8475490747593476e-16,4.6832210773663114e-13,3.4917554041817873e-14,1.2594057737824733e-09,6.008287553150402e-12,5.5439407669495531e-12,1.2014611921822951e-11,3.9310814933565445e-15,6.7126883583082283e-17,5.1425462479308965e-12,3.5970592438616056e-21,6.319365713964041e-16,1.4802087763636688e-11,2.1830276324128501e-15,7.8145838581442364e-08,3.8858546871008699e-13,3.0040088718238467e-07,1.8791852333682887e-07,3.0733695159786361e-08,1.0598732330361411e-05
1.2368782518215208e-05,0.31622352054797837,154.0,0.0,0.0,0.0,0.9058862023927744,0.99998911368924503,18.967372675939792,0.0030669266350054985,0.0025884920206808103,0.00041160381963826039,0.0024354424354203143,7.2147179040461927e-09,1.72997723104902e-11,0.00012453263479222189,9.4524445939729601e-16,8.7580330379017477e-05,4.9406108373782293e-05,1.2691811977758503e-10,0.027095749717149412,1.5286781701290769e-12,1.1117729855430038e-08,4.0441872978981016e-05,8.1608357534358763e-05,6.9791298976662037e-08,5.355256974802559e-08,0.03019711353561276,1.8668672669911735e-07,6.962491499853333e-07,7.1653353835637222e-07,0.027948228076468126,0.00018811580253835753,0.0019500490993421993,6.5549013490411295e-12,1.1214796219462239e-09,1.5476750146897694e-09,3.7843756443980801e-05,3.8320007304149991e-08,4.1552680093809512e-10,6.754380176342785e-12,1.5340486483101894e-07,2.6652693096907132e-08,5.66590357360085e-07,2.8753198988394094e-06,1.8009035037818569e-08,2.6464037250160126e-05,9.2122853916118692e-07,1.4444747264898817e-05,2.7243609159467295e-15,2.841298822797573e-06,4.9101327257250922e-06,8.4461815882350928e-09,5.0023287128196239e-08,1.4984150901263033e-13,8.0579369798357505e-13,7.589382162984965e-09,2.8690709768296459e-16,4.7175523177361661e-13,3.517352475565703e-14,1.2737159862709078e-09,6.0765209035331353e-12,5.6069007479956282e-12,1.2151056026907635e-11,3.9606982027603302e-15,6.7889210957395601e-17,5.2009180720418702e-12,3.637888611142921e-21,6.3910953371517064e-16,1.4942894825675847e-11,2.1994745300719735e-15,7.8818320960545825e-08,3.9192943284583027e-13,3.0429437912421668e-07,1.8872156646776127e-07,3.0919927258094719e-08,1.0666669262152134e-05
1.2422127020166406e-05,0.3162233073943377,154.0,0.0,0.0,0.0,0.905526039830434,0.99998904459230864,18.967244966987458,0.0030692569354700602,0.0025872892145095273,0.0004114555860605945,0.0024345517880805588,7.2113217269028889e-09,1.7293148286036168e-11,0.00012504339818926387,9.4486874382251401e-16,8.7940617882742761e-05,4.93828505848026e-05,1.2687170549558807e-10,0.027206471439843938,1.5279585499730902e-12,1.1113728615692325e-08,4.0511523611884142e-05,8.1967200435538131e-05,6.9911072790726094e-08,5.3644475177886749e-08,0.030326048314515727,1.8756055261893879e-07,7.0271440236411332e-07,7.232970644313787e-07,0.028067192626866178,0.00018811955284713436,0.0019592284596854012,6.5828488228779389e-12,1.1261005254093574e-09,1.5540325789801593e-09,3.8104528673489643e-05,3.8483639485734461e-08,4.183949893831408e-10,6.7831310736114338e-12,1.5409097278297018e-07,2.6766223331680193e-08,5.6946871077877819e-07,2.8899201368131023e-06,1.8112810545177765e-08,2.6704464143841109e-05,9.2659847870000786e-07,1.4585633887034796e-05,2.7400598102005642e-15,2.8690070630296443e-06,4.9594549849604717e-06,8.5095750706672143e-09,5.0398473552356267e-08,1.509661565143939e-13,8.1185776250187555e-13,7.6464987139117614e-09,2.8906583644473139e-16,4.7519912187583125e-13,3.5430298180793153e-14,1.2881301386062741e-09,6.1452493169983882e-12,5.6703175316119509e-12,1.228849009526283e-11,3.9904043712525e-15,6.865706935935345e-17,5.2597131875516223e-12,3.67901405825095e-21,6.4633451176673088e-16,1.5084188751074906e-11,2.215971106594692e-15,7.9493472924503442e-08,3.9528667167293682e-13,3.082195554431576e-07,1.8952431479878597e-07,3.1106607801107038e-08,1.0734776769562733e-05
1.2475471522117604e-05,0.31622309441530866,154.0,0.0,0.0,0.0,0.90516620465049991,0.9999889753247162,18.96711735765891,0.0030715512693405521,0.0025860880353815981,0.00041130741075899856,0.002433661527624423,7.2079301349870135e-09,1.7286530717794225e-11,0.00012555395293497603,9.4449317897832939e-16,8.8300767389095375e-05,4.9359625997942373e-05,1.268253113968762e-10,0.027317097748488343,1.5272399553833524e-12,1.1109729051259188e-08,4.0580638902208863e-05,8.2325914193705433e-05,7.0029921643522472e-08,5.3735670835632479e-08,0.030454882378349625,1.8842997689020727e-07,7.0919999762047738e-07,7.3008369154736162e-07,0.028186059201858994,0.00018812330580547936,0.0019684038730253418,6.6107741308486642e-12,1.1307196586320512e-09,1.5603875457129864e-09,3.8365630648149651e-05,3.8647143847633716e-08,4.2126681846243914e-10,6.8118582926990764e-12,1.5477678757669881e-07,2.6879660133509913e-08,5.7234674252298445e-07,2.9045186221645619e-06,1.821658034507964e-08,2.6945915109699816e-05,9.3196809028395065e-07,1.4727170540690949e-05,2.7557578410446783e-15,2.8968431864355665e-06,5.0090249997608232e-06,8.5731596431759689e-09,5.0774787651011502e-08,1.520941940978392e-13,8.1794018237853876e-13,7.7037881609883915e-09,2.912311113340124e-16,4.7865375996784478e-13,3.5687872970614927e-14,1.30264854730145e-09,6.2144742976469474e-12,5.7341925054795829e-12,1.2426917127995836e-11,4.0201998257270073e-15,6.9430475556215694e-17,5.3189328779715295e-12,3.7204364829783925e-21,6.5361166327589063e-16,1.5225966598018802e-11,2.2325172658512211e-15,8.0171293105657263e-08,3.9865717839068232e-13,3.1217652099944309e-07,1.9032676859046414e-07,3.1293736605342813e-08,1.0803054779375888e-05
