Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328)
4.7897321455330384e-20,0.36147131972872887,154.0,0.0,0.0,0.0,0.99999999999944666,1.0,19.0,1.5117451733372932e-14,1.21003831591579e-13,1.2100321877721338e-13,2.299965286026752e-23,2.2989300128596582e-23,2.9507432776880009e-13,7.6491846361323842e-21,1.1716288611440144e-15,1.3675226850044543e-20,1.3099993680463124e-23,4.3928474338447056e-34,1.3653233747939574e-25,4.9865654262270523e-34,8.2479076744840296e-26,2.8278666978157372e-35,2.8278666980954062e-35,2.4499779856506627e-45,3.467129539471384e-46,4.3661824809279855e-27,7.5993286369387592e-82,7.0640246627096585e-82,7.0640246627129251e-82,8.226874672700605e-39,6.1282738151100277e-19,1.5279323180746891e-34,9.7040728293832891e-39,1.1821103473401378e-34,6.6120879793989265e-35,2.8149880484685877e-51,7.5484078228491404e-41,2.1981991704743102e-65,3.2714391169862948e-52,1.5796223410741856e-49,1.0149314515576965e-58,1.6633452169727548e-69,5.0532384890256374e-80,9.8194868124590651e-81,1.6437833176685008e-61,9.3647270080839644e-92,1.5881296396793923e-95,1.5919703064594734e-92,6.3740032958665452e-86,5.0877017145312956e-83,9.8612018156906772e-34,1.606947474440951e-43,1.2045013651827114e-43,4.3119854257410786e-44,1.2162059594450548e-47
9.583625656961414e-20,0.361471319728729,154.0,0.0,0.0,0.0,0.99999999999889277,1.0,19.0,3.0248037655900076e-14,2.4211279241710604e-13,2.421115662819508e-13,9.2058550130403761e-23,9.1975234596817423e-23,5.904049755630791e-13,3.0616670964947518e-20,2.3442755310915953e-15,5.4736542619338669e-20,5.243411214066503e-23,3.510194947511387e-33,5.4648515085482068e-25,3.9707495844224534e-33,3.3013125348743055e-25,2.2640128209604023e-34,2.2640128214082375e-34,3.9231559466960049e-44,5.5519242882984763e-45,1.7476108522435809e-26,9.7468939949153472e-80,9.0603134639090558e-80,9.0603134639174319e-80,6.5865020812858601e-38,1.2261872108936775e-18,6.1157112969469468e-34,7.7691014605874291e-38,9.4640699582740951e-34,5.2936905042747875e-34,4.5076485448036523e-50,6.0433160117455717e-40,7.0401562777534546e-64,5.2385633762989835e-51,1.2672777989600295e-48,3.2505125068042448e-57,1.0654508169983815e-67,6.473717553780817e-78,1.2579771231373588e-78,2.6374714672603608e-60,2.3994435729666483e-89,4.0691282442476495e-93,4.0789589889484171e-90,8.1657532697309373e-84,6.5178684885358291e-81,3.9470506274386851e-33,1.2865350701910954e-42,9.643333477882354e-43,3.4522057595005043e-43,9.7811471955350223e-47
1.9171412679818166e-19,0.3614713197287289,154.0,0.0,0.0,0.0,0.99999999999778511,1.0,19.0,6.0509209500910377e-14,4.8433071385115604e-13,4.8432826115218949e-13,3.6835411124895584e-22,3.6768603719263989e-22,1.1810661408298266e-12,1.225065484750789e-19,4.6895685295834283e-15,2.1901744051245874e-19,2.0980472995135886e-22,2.7984722690922642e-32,2.1866523324353517e-24,3.1438721111858594e-32,1.3209550284659214e-24,1.8118983343906145e-33,1.8118983351074423e-33,6.2796015206220405e-43,8.8866935318224951e-44,6.9927197765570527e-26,1.248868207344506e-77,1.1608967369391487e-77,1.1608967369412955e-77,5.2712034835319882e-37,2.4529069221199836e-18,2.4470812215830879e-33,6.2175506527204419e-37,7.5741313984593421e-33,4.2365607649562849e-33,7.215173285777072e-49,4.8364894938741242e-39,2.2537975491482427e-62,8.3851078703501158e-50,1.0184001000384474e-47,1.0406008618406785e-55,6.821795377702963e-66,8.2899230144630095e-76,1.6109033836488669e-76,4.2385635581916805e-59,6.1452283259453128e-87,1.0421467210525452e-90,1.0446594423503853e-87,1.045666125288132e-81,8.3464605288093356e-79,1.5793343763695764e-32,1.029619056870621e-41,7.7175954633540841e-42,2.7628066761981738e-42,7.8984841394678029e-46
3.8346986725531665e-19,0.3614713197287289,154.0,0.0,0.0,0.0,0.99999999999556966,1.0,19.0,1.2103155319075501e-13,9.6876655585299102e-13,9.6876165033572279e-13,1.4736562940908969e-21,1.4683123088364795e-21,2.3623879500763127e-12,4.9010584179042279e-19,9.3801531609541787e-15,8.7621215669952851e-19,8.393553987824885e-22,2.2221887104353101e-31,8.7480323852505451e-24,2.4629208639240195e-31,5.2846802572801545e-24,1.4497939548702021e-32,1.4497939560173595e-32,1.0049397494593563e-41,1.4221599699792079e-42,2.7975432484140653e-25,1.5993618982952804e-75,1.4867013173267643e-75,1.4867013173322633e-75,4.2177637263427051e-36,4.9063465544164236e-18,9.789919086196258e-33,4.9748384370613761e-36,6.0604544663124421e-32,3.3898914949959549e-32,1.1546626386170674e-47,3.8699264227433506e-38,7.2136686573917505e-61,1.3418886081521832e-48,8.2158441965168229e-47,3.3306188995508003e-54,4.3668766168560288e-64,1.0613373881805191e-73,2.0623979128145039e-74,6.837145660339444e-58,1.5735166950230657e-84,2.6684692777573188e-88,2.6748774588710373e-85,1.3387394963976872e-79,1.0685757417516346e-76,6.3183658922020696e-32,8.2385167494360839e-41,6.1752455428564424e-41,2.2106537022798143e-41,6.4329578812684831e-45
7.669813481695867e-19,0.3614713197287289,154.0,0.0,0.0,0.0,0.99999999999113887,1.0,19.0,2.4207624056974047e-13,1.9376382364055193e-12,1.9376284264750117e-12,5.8951048565440548e-21,5.8524637352922253e-21,4.7250294834230818e-12,1.9605819326826191e-18,1.8761316961247202e-14,3.5051321105396302e-18,3.357693746537924e-21,1.7512865346778889e-30,3.4994971012267709e-23,1.89119673070319e-30,2.1140441373409695e-23,1.1599452865832274e-31,1.159945288418862e-31,1.6080641675616234e-40,2.2756864139034508e-41,1.1191083729432438e-24,3.5847716969182613e-73,3.3322569522498857e-73,3.3322569522744936e-73,3.3745314566987907e-35,9.8132266583846126e-18,3.9162869509813354e-32,3.9800138444853715e-35,4.8488216475221397e-31,2.7121694181259248e-31,1.8476481921823091e-46,3.0962350955982696e-37,2.3086166623963423e-59,2.1472349222149381e-47,6.6806633845464646e-46,1.0659075121698508e-52,2.795092869659273e-62,1.3586548736224679e-71,2.6401472470126842e-72,1.1113568396448754e-56,4.0286285421251119e-82,6.8320037180045272e-86,6.8482784794412437e-83,1.7137675140537113e-77,1.3679209465276298e-74,2.5275520404519112e-31,6.5914391159738237e-40,4.9406600720319364e-40,1.7686726352430774e-40,5.3276222363203997e-44
1.5340043099981269e-18,0.36147131972872887,154.0,0.0,0.0,0.0,0.99999999998227729,1.0,19.0,4.8416561532489584e-13,3.8753815838159772e-12,3.8753619698424821e-12,2.3581378403571566e-20,2.324240618074672e-20,9.4503042095465494e-12,7.8426389401716931e-18,3.752362271206479e-14,1.4021084823001208e-17,1.3431312701394619e-20,1.3602836431742086e-29,1.3998552845538592e-22,1.3999010278786312e-29,8.4565205784249664e-23,9.2800027426183344e-31,9.2800027719898848e-31,2.5730239089999076e-39,3.6412801767025235e-40,4.4766156416697618e-24,4.6043173051285572e-71,4.2799847943558563e-71,4.2799847944191745e-71,2.6997534674293765e-34,1.962699022382223e-17,1.5665790090297705e-31,3.1837865994369658e-34,3.879237815689665e-30,2.1698364951118516e-30,2.95638754647929e-45,2.4771056576235186e-36,7.3879617783338569e-58,3.435733742973958e-46,5.5165749082293429e-45,3.4110668207448895e-51,1.7889463915376823e-60,1.7391635321385595e-69,3.3795542390634581e-70,1.8336313891488033e-55,1.0313797217778991e-79,1.7490792583725594e-83,1.7531782656195568e-80,2.1937314429293456e-75,1.751024699851206e-72,1.0110619476453559e-30,5.2734014836845459e-39,3.9527069928816074e-39,1.4149760794680999e-39,4.5515328316521e-43
3.068050233655207e-18,0.361471319728729,154.0,0.0,0.0,0.0,0.99999999996455402,1.0,19.0,9.6834436482394514e-13,7.7508682247162999e-12,7.7508290209329891e-12,9.4327428269972957e-20,9.1651080988194333e-20,1.8900820299630938e-11,3.1371130727384314e-17,7.5048146814829675e-14,5.6085367218652153e-17,5.3726273412642402e-20,1.0281902854976832e-28,5.5995309294771591e-22,9.7343149301786719e-29,3.382676996768661e-22,7.4241782758628738e-30,7.4241783228582288e-30,4.1169121402971901e-38,5.8261859257060562e-39,1.7906826842788696e-23,5.8939616338545146e-69,5.4787853468219982e-69,5.4787853469841071e-69,2.1598542641796661e-33,3.925453078470237e-17,6.2664474002002613e-31,2.5464889149631814e-33,3.1034580664778542e-29,1.7359071274549088e-29,4.7303405998714369e-44,1.9817315468360232e-35,2.3642100048426969e-56,5.4972597669934866e-45,4.6882360081202626e-44,1.0915595100908537e-49,1.144945275745449e-58,2.2261679286206097e-67,4.3259044974902937e-68,3.1110733661785324e-54,2.6403782323085068e-77,4.4777218238010517e-81,4.4878697148601116e-78,2.8080286259274621e-73,2.2413505190759565e-70,4.0443300016187052e-30,4.2188210918667351e-38,3.1622267229602873e-38,1.1319610126508271e-38,4.1040682705498269e-42
6.136142080969368e-18,0.36147131972872887,154.0,0.0,0.0,0.0,0.9999999999291076,1.0,19.0,1.9367018637769967e-12,1.5501841297364042e-11,1.5501762980536303e-11,3.7731351580865223e-19,3.5645451632301048e-19,3.7801719032091756e-11,1.2548529314841929e-16,1.5009684542650674e-13,2.2434284590987749e-16,2.1490671629952566e-19,7.4042564421629508e-28,2.2398318514820585e-21,6.1593244882974489e-28,1.3530845185987534e-21,5.9394128896698253e-29,5.9394129648623294e-29,6.5870445841269329e-37,9.3219823392795107e-38,7.1628035685197201e-23,7.544452359345638e-67,7.013013935859963e-67,7.0130139362749685e-67,1.7279042767800235e-32,7.850966562648215e-17,2.5066075567542124e-30,2.0362546394114159e-32,2.4827865598153303e-28,1.3887369483883192e-28,7.5686419275112452e-43,1.5854040251857805e-34,7.5655721084172314e-55,8.7955545927477185e-44,4.1904327934744744e-43,3.4929687600917087e-48,7.3276069524130944e-57,2.8494787440396182e-65,5.5371263937812755e-66,5.5447913600662617e-53,6.759330571437892e-75,1.1462907340932491e-78,1.1487115975456473e-75,3.5942656234168434e-71,2.8689124324507445e-68,1.617748400863119e-29,3.3750965584409868e-37,2.5297891153306639e-37,9.0550481376741293e-38,4.0236225451861196e-41
9.204233928283528e-18,0.3614713197287289,154.0,0.0,0.0,0.0,0.99999999989366117,1.0,19.0,2.9050593626850019e-12,2.3252814167071403e-11,2.3252696797561937e-11,8.0179356790673112e-19,7.4303187044405696e-19,5.6702484317786811e-11,2.6665630217608159e-16,2.2514519444595955e-13,4.7672864452223212e-16,4.5667731102095287e-19,1.9972994030731304e-27,4.7596520709965882e-21,1.5561840733411461e-27,2.8753131395127072e-21,1.6983060136052813e-28,1.6983060412810136e-28,2.424459255392597e-36,3.4311123132503904e-37,1.5221003075240489e-22,3.8926616741939585e-66,3.6184588726037e-66,3.6184588728584922e-66,4.9407454487316131e-32,1.1776485418828129e-16,5.3265617941063499e-30,5.8208562081933603e-32,7.0992240854695598e-28,3.9709232164256225e-28,2.7857708898730557e-42,4.5332784065634337e-34,3.4541793152062976e-54,3.2373284315948923e-43,1.2704463324295453e-42,1.5947571016845056e-47,4.0259943437015216e-56,1.8383008153529913e-64,3.5721986189994096e-65,2.1412161153738141e-52,5.0195853483576803e-74,8.5125372646484158e-78,8.5301651528541214e-75,2.3187914141537874e-70,1.8508382001369326e-67,3.4377255551547063e-29,9.6506955305598092e-37,7.2336011939801262e-37,2.5890629580252588e-37,1.2721018230779429e-40
1.534041762291185e-17,0.361471319728729,154.0,0.0,0.0,0.0,0.99999999982276822,1.0,19.0,4.8417743603208258e-12,3.8754759139823854e-11,3.8754563861302672e-11,2.2167293447738122e-18,1.9581859928342633e-18,9.4503481109651149e-11,7.3722304877558712e-16,3.7524049412899595e-13,1.3180087696682046e-15,1.2625761520443259e-18,7.8637813982377225e-27,1.3159041009986217e-20,5.3651320055555371e-27,7.9494173561322624e-21,7.8048102985058287e-28,7.8048105114411131e-28,1.8653586412307968e-35,2.6399205297284617e-36,4.2081716400390259e-22,2.6240972742987794e-64,2.4392533629562812e-64,2.4392533632463957e-64,2.2705928742584455e-31,1.9627544619195563e-16,1.4726452216736151e-29,2.6728711632529366e-31,3.2625297110492353e-27,1.8248832288726618e-27,2.1434043719555137e-41,2.083333562939342e-33,4.4965812541566001e-53,2.4907547701873102e-42,6.8416567867829236e-42,2.0759547191091467e-46,8.9764492060303493e-55,7.1106123705393511e-63,1.3817390757713506e-63,1.9231130971789176e-51,3.4104760048165988e-72,5.7837430867993239e-76,5.7941147003635085e-73,8.9692287382036745e-69,7.1591077790445496e-66,9.5043265946312867e-29,4.4351158064719346e-36,3.32425517328646e-36,1.189670881349138e-36,7.5342313766962336e-40
2.086298294807734e-17,0.36147131972872887,154.0,0.0,0.0,0.0,0.99999999975896459,1.0,19.0,6.5848178580475204e-12,5.2706509025748587e-11,5.2706243757997579e-11,3.9473417880473306e-18,3.3791308371529842e-18,1.2852394706400206e-10,1.3127709099918612e-15,5.1032513432241347e-13,2.3469743313301129e-15,2.2482693895852184e-18,1.6298677942066705e-26,2.3432336395704629e-20,1.043144058080286e-26,1.4155570977728334e-20,1.7568568398632346e-27,1.7568568985058848e-27,5.1372159421595622e-35,7.2704317896829561e-36,7.493514511534404e-22,1.5006504868381428e-63,1.3949432377205963e-63,1.3949432379014109e-63,5.1110915355003483e-31,2.6693515256598239e-16,2.6223515952187524e-29,6.0138824646290295e-31,7.3439030689352663e-27,4.1077834473835829e-27,5.9030269492488399e-41,4.6895680329401295e-33,1.4700546748232153e-52,6.8595408867795633e-42,1.6653611377339618e-41,6.7867783254299063e-46,3.3885112738581653e-54,3.0223777773305355e-62,5.8731052935077844e-63,5.6436021520575988e-51,1.5956453765572959e-71,2.7060360633479399e-75,2.7107370390521964e-72,3.8124024308365555e-68,3.0429908688514969e-65,1.6924406352116632e-28,9.9834111328727335e-36,7.4828097950999926e-36,2.6777273019967466e-36,1.9067934566958066e-39
