Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328)
4.795411869867798e-11,0.3614713013192233,154.0,0.0,0.0,0.0,0.99945226390480968,1.0,18.99999106994095,1.5129922870934808e-05,0.00012080600519867247,0.00011236738848053804,8.6511852368420182e-06,4.3229807128768919e-11,2.6757147413335108e-06,0.00010319914204980779,1.6102570848333848e-08,0.00018450775557463209,2.7162525636930044e-07,8.0182584446485371e-14,4.7389140553340234e-08,1.7807126444662883e-15,4.8225165435672501e-08,1.02233133949684e-08,1.0229080536625203e-08,3.6510057491739218e-12,2.1148317009372933e-12,3.2816169550876314e-09,5.1556167452024104e-20,4.8108994211367977e-20,4.8114731457423329e-20,9.4627820881041046e-12,7.1899978962400352e-09,6.4706134012428951e-15,3.2229788614819966e-17,1.331408162503364e-09,7.4399412883771107e-10,1.3039075737085246e-15,3.0108880011926526e-14,3.5570325885584156e-21,1.1680342734081155e-18,1.6322519012815005e-16,1.6114039454934629e-16,9.63988659706152e-19,8.2660376298024101e-21,1.7621893963940092e-21,5.9771272890709001e-20,4.4949848336243115e-24,3.7068508554532569e-27,1.1849511346625839e-27,4.042515290274762e-25,9.3694824376585055e-24,6.8622553631307665e-16,4.0735537959930091e-17,5.6624498238142426e-19,2.8754235241785939e-20,1.7540102884182044e-17
4.9859890090375535e-11,0.3614713002698732,154.0,0.0,0.0,0.0,0.99943050570089509,1.0,18.999990560167266,1.5730984248808581e-05,0.00012560400041531364,0.00011667337417584021,9.1494556800901323e-06,4.4946746099095267e-11,2.6756598565481656e-06,0.00010733662098546031,1.6102220292571227e-08,0.00019190541355554956,2.8256688078676468e-07,8.4800752305087758e-14,5.1166512159566648e-08,1.8524434221776268e-15,5.1688244214838463e-08,1.1414309882814755e-08,1.1420752452720556e-08,4.0773602660716032e-12,2.3636573052252435e-12,3.5480443710673065e-09,6.6907572741919075e-20,6.2443770114502734e-20,6.2451521656105939e-20,1.07598945747845e-11,7.7479276657415451e-09,7.4841429583834304e-15,3.3807044647235717e-17,1.4381146536758886e-09,8.0359126214993613e-10,1.5519465051970959e-15,3.3722963354261141e-14,4.3946714652305736e-21,1.3284612393893678e-18,1.9315768294105898e-16,1.9070053488161281e-16,1.1864558980464783e-18,1.0540137025053264e-20,2.2549543293295505e-21,7.3584356369310412e-20,5.9783697282043448e-24,5.072588619256563e-27,1.516378919166001e-27,5.3712866440879147e-25,1.2001263071672583e-23,7.4043692698691118e-16,4.497077736378665e-17,6.111566322789139e-19,3.1330588858210994e-20,1.9681780383375763e-17
5.176566148207309e-11,0.3614712992128041,154.0,0.0,0.0,0.0,0.99940874805038926,1.0,18.999990046551407,1.6332028405423008e-05,0.00013040177623662959,0.00012097514323749147,9.6515478012099921e-06,4.6663606469236075e-11,2.6756049731611688e-06,0.00011147399817389905,1.6101869745239789e-08,0.00019930291577579544,2.9350800431156619e-07,8.9454341015412835e-14,5.508849299764074e-08,1.9241709161516569e-15,5.5242484856858379e-08,1.2688972122053404e-08,1.2696137834801726e-08,4.5337378359275353e-12,2.6301389975903911e-12,3.8249057022256842e-09,8.5953776872974714e-20,8.0231906898493523e-20,8.0242258953581983e-20,1.2173393030158364e-11,8.3266768802386058e-09,8.6119814184802947e-15,3.5405931743950874e-17,1.5487605318288444e-09,8.6538505981818318e-10,1.8354165632125642e-15,3.7605911939797646e-14,5.3874808917949179e-21,1.5033138838262239e-18,2.2710414595434511e-16,2.2422220265500212e-16,1.4487297317017476e-18,1.3314706342774548e-20,2.8586166942006077e-21,8.9876174084056998e-20,7.8658755262456186e-24,6.8604377979615968e-27,1.9224118270222548e-27,7.060690884418828e-25,1.5228956191354933e-23,7.966372369912824e-16,4.9440651147147294e-17,6.5772238165110318e-19,3.4036482542755101e-20,2.1989038354184787e-17
5.367143287377064e-11,0.3614712981487875,154.0,0.0,0.0,0.0,0.99938699095328587,1.0,18.999989529465704,1.6933055341229404e-05,0.00013519933266481637,0.00012527306814149464,1.0157089291425249e-05,4.8380388239895105e-11,2.6755500911703186e-06,0.00011561127362825302,1.610151920791006e-08,0.00020670026225788683,3.0444862694764754e-07,9.413989986960486e-14,5.9155070172860179e-08,1.9958951264142407e-15,5.8885573326845538e-08,1.4049446053471167e-08,1.405738385781196e-08,5.0209107390618498e-12,2.9147351448071376e-12,4.1122051156290366e-09,1.0938814824591847e-19,1.0212236088467227e-19,1.0213603772598974e-19,1.3708447976406115e-11,8.9262453656676772e-09,9.8623870545621667e-15,3.7026458552681634e-17,1.6633272499303713e-09,9.2936491791263907e-10,2.1578230750280029e-15,4.1766060330610234e-14,6.5569983785941741e-21,1.6932349592278905e-18,2.6541694056782799e-16,2.6205213170284412e-16,1.7560079900780435e-18,1.6674198763111808e-20,3.5925159949382673e-21,1.0897223650085236e-19,1.0246071844288866e-23,9.1776863214247434e-27,2.4160631773299387e-27,9.1895008238622229e-25,1.9157408270845513e-23,8.5482134461600954e-16,5.4146522303251163e-17,7.0593795534578522e-19,3.6874138625738582e-20,2.4467805644574099e-17
5.55772042654682e-11,0.3614712970785234,154.0,0.0,0.0,0.0,0.99936523440957925,1.0,18.999989009246576,1.7534065056679077e-05,0.00013999666970204941,0.00012956748548809504,1.0665743703336916e-05,5.0097091411807177e-11,2.6754952105797147e-06,0.00011974844736159801,1.6101168679646942e-08,0.00021409745302424746,3.1538874869985656e-07,9.8854310537512816e-14,6.3366230791261929e-08,2.067616052997149e-15,6.261526445490054e-08,1.5497823267885741e-08,1.5506583315742487e-08,5.5396316912837459e-12,3.2178924921374156e-12,4.4099467801052002e-09,1.3799969805916513e-19,1.2885380714636902e-19,1.2887169648126976e-19,1.5370222502505395e-11,9.5466328412203139e-09,1.1243904816517951e-14,3.8668633724849248e-17,1.7817963478433719e-09,9.9552028340487072e-10,2.5228739459555283e-15,4.6211620239512413e-14,7.9268192720175381e-21,1.8988663578600101e-18,3.0846371736211575e-16,3.045519190574427e-16,2.1139300918080751e-18,2.0713228591966914e-20,4.4784477212323927e-21,1.3122605139751243e-19,1.3222548219005901e-23,1.2153411261493765e-26,3.0119992513137917e-27,1.1849816235942846e-24,2.3904970890439327e-23,9.1498432285814003e-16,5.9089582135889038e-17,7.5579924159728806e-19,3.9845778673754562e-20,2.7123993867220844e-17
5.748297565716575e-11,0.361471296002644,154.0,0.0,0.0,0.0,0.99934347841926296,1.0,18.999988486198074,1.8135057552223321e-05,0.00014479378735048643,0.00013385869946606221,1.1177206988027062e-05,5.1813715985727237e-11,2.675440331389609e-06,0.00012388551938696048,1.6100818159565785e-08,0.0002214944880972148,3.2632836957323124e-07,1.0359475497117098e-13,6.7721961959618376e-08,2.1393336959334024e-15,6.6429378934468559e-08,1.7036142613564525e-08,1.7045776229978995e-08,6.0906344229824536e-12,3.540046508209846e-12,4.7181348652487524e-09,1.7268173169708552e-19,1.6126279113774533e-19,1.6128597291867209e-19,1.7163871439264633e-11,1.0187838929459841e-08,1.2765366326108395e-14,4.0332465913552285e-17,1.904149451918385e-09,1.0638406539234784e-09,2.9344832956165959e-15,5.0950682416105476e-14,9.5227092374667179e-21,2.1208490080115503e-18,3.5662739178108637e-16,3.5209798287320937e-16,2.5285951259080845e-18,2.553731872832534e-20,5.5408648156045331e-21,1.5702031460642599e-19,1.6915759972651677e-23,1.5941856774522731e-26,3.7266749163406024e-27,1.5148702514781135e-24,2.9604638985155867e-23,9.7712142202631519e-16,6.4270867082955603e-17,8.0730227741832051e-19,4.2953623167109383e-20,2.9963497967785047e-17
5.93887470488633e-11,0.361471294921721,154.0,0.0,0.0,0.0,0.99932172298233113,1.0,18.999987960594957,1.873603282831344e-05,0.00014959068561227093,0.00013814698497219901,1.1691204376797721e-05,5.3530261962429235e-11,2.6753854535968667e-06,0.00012802248971731763,1.6100467648395759e-08,0.00022889136749903999,3.3726748957248098e-07,1.0835868650349882e-13,7.2222250785434624e-08,2.2110480552538936e-15,7.0325800530250824e-08,1.8666391732665413e-08,1.8676951386629052e-08,6.6746342326105199e-12,3.8816217145769592e-12,5.0367735406038648e-09,2.1444088161564728e-19,2.0029224473905924e-19,2.0032202371248086e-19,1.9094540765156787e-11,1.0849863165435218e-08,1.443588987000649e-14,4.201796377175255e-17,2.0303682745883947e-09,1.1343155775109408e-09,3.3967749753235163e-15,5.5991218502278471e-14,1.137271836856301e-20,2.3598227989721942e-18,4.1030611751367669e-16,4.0508151807403519e-16,3.0065798497781315e-18,3.1263667867586164e-20,6.8070869962587535e-21,1.867680990411686e-19,2.146502055024692e-23,2.0726184722554592e-26,4.5784745395984511e-27,1.9209960680724867e-24,3.6405237069787862e-23,1.0412280540761385e-15,6.9691273859578459e-17,8.6044323544544478e-19,4.6199891211271352e-20,3.2992196741389525e-17
6.129451844056085e-11,0.361471293836271,154.0,0.0,0.0,0.0,0.99929996809877741,1.0,18.999987432685533,1.9336990885400711e-05,0.00015438736448953344,0.00014243259042928924,1.2207487564349615e-05,5.5246729342706675e-11,2.6753305772024039e-06,0.0001321593583655949,1.6100117146626366e-08,0.00023628809125188354,3.4820610870245563e-07,1.1314380374086473e-13,7.6867084376950609e-08,2.2827591309904072e-15,7.4302473471818165e-08,2.0390508533188039e-08,2.0402047809322671e-08,7.2923285169026165e-12,4.2430320013568091e-12,5.3658669749954605e-09,2.6440651149448943e-19,2.4700035752575751e-19,2.4703829983753904e-19,2.1167367199321316e-11,1.1532705004917633e-08,1.6264880390036687e-14,4.3725135950868534e-17,2.1604346139655446e-09,1.2069346523816237e-09,3.9140859722410659e-15,6.1341082858345693e-14,1.3507296812647484e-20,2.6164265295493906e-18,4.6991325836372053e-16,4.6390845052119908e-16,3.5549566028328211e-18,3.8021936266259432e-20,8.3075177549076127e-21,2.2091404182590523e-19,2.7030643890838165e-23,2.6722619682128075e-26,5.5878580697013794e-27,2.4176032315271163e-24,4.4472652657082952e-23,1.1072997784593563e-15,7.5351573132068459e-17,9.1521841205578676e-19,4.9586800278057765e-20,3.621595330379813e-17
6.320028983225841e-11,0.3614712927467617,154.0,0.0,0.0,0.0,0.99927821376859538,1.0,18.999986902694179,1.9937931723936426e-05,0.00015918382398439306,0.00014671574033427751,1.2725832161621786e-05,5.6963118127361115e-11,2.675275702208261e-06,0.00013629612534466748,1.6099766653716302e-08,0.00024368465937781817,3.5914422696838625e-07,1.1794802695497664e-13,8.1656449843141719e-08,2.3544669231772236e-15,7.8357400015533764e-08,2.2210382601053958e-08,2.2222956172107138e-08,7.9443972794980466e-12,4.6246809299605183e-12,5.7054193359855919e-09,3.2384048667773834e-19,3.0256979905386634e-19,3.0261777324244298e-19,2.3387477947456228e-11,1.2236363831852209e-08,1.8262029470545887e-14,4.5453991099811872e-17,2.2943303534397288e-09,1.2816875266809561e-09,4.4909697040192958e-15,6.7008014360491966e-14,1.5959411833484115e-20,2.8912978756892636e-18,5.3587735919422367e-16,5.2899939029451671e-16,4.1813111346389362e-18,4.5955049246070434e-20,1.0075868960760877e-20,2.599355294022721e-19,3.3796241986439018e-23,3.4185013117313818e-26,6.7775122398877569e-27,3.0210044281218721e-24,5.3991116744286185e-23,1.1753322893268901e-15,8.1252421878092467e-17,9.716242166207313e-19,5.311656597341695e-20,3.9640615522064303e-17
6.510606122395596e-11,0.36147129165361563,154.0,0.0,0.0,0.0,0.99925645999177903,1.0,18.999986370823674,2.0538855344371844e-05,0.00016398006409895974,0.00015099663756389079,1.3246035391091589e-05,5.8679428317202301e-11,2.6752208286130113e-06,0.00014043279066736186,1.6099416169409936e-08,0.00025108107189883151,3.7008184437551332e-07,1.2276947672199396e-13,8.6590334293716672e-08,2.4261714318487222e-15,8.2488638159775311e-08,2.4127856556391405e-08,2.4141520156514293e-08,8.631503619438648e-12,5.0269620237891822e-12,6.0554347894361003e-09,3.9414730462943041e-19,3.6831728670761307e-19,3.6837750942845654e-19,2.5759990572876707e-11,1.2960838965103919e-08,2.0437315322609473e-14,4.7204537863979095e-17,2.4320374612790686e-09,1.3585638982457529e-09,5.1321992076016082e-15,7.2999638170192885e-14,1.8764666234092281e-20,3.1850733735781685e-18,6.0864211637265474e-16,6.0078958451758525e-16,4.8937603477546302e-18,5.522001762172173e-20,1.2149392985011627e-20,3.0434388056302577e-19,4.1971182196256952e-23,4.3409851429955954e-26,8.172506835130922e-27,3.7497997789083329e-24,6.5164531127098337e-23,1.2453214039489699e-15,8.739437456599776e-17,1.0296571617816999e-18,5.6791401829109173e-20,4.3272016408734134e-17
6.701183261565352e-11,0.36147129055721516,154.0,0.0,0.0,0.0,0.99923470676832171,1.0,18.999985837257256,2.1139761747158249e-05,0.00016877608483533549,0.0001552754654582798,1.3767914003966853e-05,6.039565991305318e-11,2.675165956415581e-06,0.00014456935434645508,1.6099065694094156e-08,0.00025847732883682459,3.8101896092894007e-07,1.2760645461822435e-13,9.1668724839116805e-08,2.4978726570383519e-15,8.6694299502142527e-08,2.6144727357070487e-08,2.6159537755847616e-08,9.3542942006421338e-12,5.4502590475604171e-12,6.4159174991631839e-09,4.7688458118340861e-19,4.457034955961707e-19,4.4577858243415352e-19,2.8290012971932322e-11,1.370612966455754e-08,2.2801002765113167e-14,4.8976784884409397e-17,2.5735379902322542e-09,1.4375535143656884e-09,5.8427702249631744e-15,7.9323467476034905e-14,2.1961418078192028e-20,3.4983884159527454e-18,6.886663479995848e-16,6.7972887001192936e-16,5.700969955732568e-18,6.5988774412081451e-20,1.4569122308058305e-20,3.5468552740060117e-19,5.1793209414420826e-23,5.4741733867366854e-26,9.8004559977353806e-27,4.6251106823958619e-24,7.8217842574339854e-23,1.3172630522489153e-15,9.3777893253765151e-17,1.0893138546611069e-18,6.0613519116250054e-20,4.7115974482690194e-17
6.891760400735107e-11,0.36147128945790546,154.0,0.0,0.0,0.0,0.99921295409821698,1.0,18.999985302160511,2.1740650932746888e-05,0.00017357188619561561,0.00015955238970282487,1.4291302399132357e-05,6.2111812915737411e-11,2.6751110856173992e-06,0.00014870581639467385,1.6098715227889079e-08,0.00026587343021361074,3.9195557663386458e-07,1.3245742578576011e-13,9.689160859051684e-08,2.5695705987801678e-15,9.0972547227503667e-08,2.8262747552540878e-08,2.8278762529743145e-08,1.011339970345317e-11,5.8949462759260246e-12,6.7868716266710867e-09,5.7377388722433286e-19,5.3634330590246922e-19,5.3643632764120871e-19,3.0982643435936203e-11,1.4472235136630119e-08,2.5363643202690608e-14,5.0770740797440827e-17,2.7188140771327542e-09,1.5186461715459224e-09,6.6279041887000672e-15,8.5986905208416499e-14,2.5590901645956404e-20,3.8318772592962762e-18,7.7642396417238392e-16,7.66281626034002e-16,6.6121720570834572e-18,7.8449027162292724e-20,1.7380116554376397e-20,4.1154319417218428e-19,6.3531237878714231e-23,6.8579346277071396e-26,1.1691684534325835e-26,5.6708290713928448e-24,9.3398463790546285e-23,1.3911532673493145e-15,1.0040335670594416e-16,1.1505909889235384e-18,6.458512667873187e-20,5.1178294099658306e-17
7.082337539904862e-11,0.36147128835599973,154.0,0.0,0.0,0.0,0.99919120198145839,1.0,18.999984765683113,2.2341522901589024e-05,0.00017836746818188941,0.00016382756002780203,1.4816050924163053e-05,6.3827887326079098e-11,2.6750562162187611e-06,0.00015284217682469631,1.6098364770525599e-08,0.00027326937605091819,4.0289169149562706e-07,1.3732100318558562e-13,1.02258972659825e-07,2.6412652571092094e-15,9.5321594215944175e-08,3.0483626490993477e-08,3.0500904812027404e-08,1.090943525936309e-11,6.3613887520354175e-12,7.1683013309528729e-09,6.8671192989427551e-19,6.4201638257718419e-19,6.4213092730675004e-19,3.3842970782974289e-11,1.5259154539253306e-08,2.813607460059513e-14,5.2586414234252195e-17,2.8678479425048813e-09,1.6018317152708536e-09,7.4930511104687312e-15,9.2997245727635838e-14,2.9697349558612719e-20,4.1861730395650007e-18,8.7240393752163354e-16,8.6092672733487955e-16,7.6371826261254417e-18,9.2805125193878265e-20,2.0631716893132097e-20,4.7553707408826636e-19,7.7488317325817125e-23,8.5381956964720254e-26,1.3879399182543241e-26,6.9138825541746193e-24,1.1097774105319012e-22,1.4669881770315816e-15,1.0727106862471239e-16,1.2134853376039967e-18,6.8708430784566819e-20,5.5464765755331215e-17
7.272914679074618e-11,0.3614712872517805,154.0,0.0,0.0,0.0,0.99916945041803973,1.0,18.999984227960272,2.2942377654135887e-05,0.0001831628307962417,0.00016810111174448393,1.5342024339837806e-05,6.5543883144912892e-11,2.6750013482184621e-06,0.00015697843564915241,1.6098014321957846e-08,0.00028066516637039146,4.1382730551953355e-07,1.4219593336607065e-13,1.0777080415968187e-07,2.7129566320602598e-15,9.9739701260250336e-08,3.2809031482750711e-08,3.2827632874778593e-08,1.1743000869947024e-11,6.8499425366740194e-12,7.5602107683474695e-09,8.1778207180101798e-19,7.6467808168334605e-19,7.6481832313964126e-19,3.6876074544840574e-11,1.6066886986379387e-08,3.1129421456558858e-14,5.4423813820368318e-17,3.0206218901716981e-09,1.687100039769025e-09,8.4438923753268176e-15,1.0036167648588777e-13,3.432811600604455e-20,4.5619077949379838e-18,9.7711027422785345e-16,9.64157497751318e-16,8.7864189219343553e-18,1.0927894109533155e-19,2.4377807734727019e-20,5.4732600404660577e-19,9.4004778025146517e-23,1.0567646114355674e-25,1.6399864790440016e-26,8.3845158995443605e-24,1.3125246836097328e-22,1.5447639960155627e-15,1.1438126508569979e-16,1.2779937466247415e-18,7.2985634993312942e-20,5.9981166363894766e-17
7.463491818244373e-11,0.36147128614550356,154.0,0.0,0.0,0.0,0.99914769940795434,1.0,18.999983689114206,2.3543215190838735e-05,0.00018795797404075329,0.00017237316713381341,1.5869100432021091e-05,6.7259800373070033e-11,2.6749464816166776e-06,0.00016111459288062295,1.6097663882368076e-08,0.00028806080119358883,4.2476241871082924e-07,1.4708108359732914e-13,1.1342709020346022e-07,2.7846447236676673e-15,1.0422517538387542e-07,3.5240588922451919e-08,3.5260574051159133e-08,1.2614681810945369e-11,7.3609549485324843e-12,7.9626040924436648e-09,9.6926618178187467e-19,9.0647067776539279e-19,9.066414503063259e-19,4.0087025196688023e-11,1.6895431552058116e-08,3.4355094769739697e-14,5.6282948175693877e-17,3.1771183068647712e-09,1.7744410877791388e-09,9.4863434448484855e-15,1.0808727966364861e-13,3.9533801015271265e-20,4.9597124940701048e-18,1.0910619856721415e-15,1.0764816644825638e-15,1.0070916816861989e-17,1.2811076580755636e-19,2.8677085659394277e-20,6.2760863735257104e-19,1.1346155920354114e-22,1.3006500089800297e-25,1.9292585365559753e-26,1.0116589328270516e-23,1.5454644795899081e-22,1.6244770189780962e-15,1.2173412125730178e-16,1.3441131289327177e-18,7.7418940037997864e-20,6.473325951437598e-17
7.654068957414129e-11,0.36147128503740034,154.0,0.0,0.0,0.0,0.99912594895119566,1.0,18.999983149255353,2.4144035512148785e-05,0.00019275289791750169,0.00017664383670159417,1.639716875697377e-05,6.8975639011375853e-11,2.6748916164142356e-06,0.00016525064853164015,1.6097313451763754e-08,0.00029545628054198427,4.3569703107480259e-07,1.5197543024225537e-13,1.1922781790526539e-07,2.8563295319661456e-15,1.0877636825152346e-07,3.7779885372295694e-08,3.7801315819282613e-08,1.3525049022305898e-11,7.8947647960963462e-12,8.3754854540234518e-09,1.1436568108340166e-18,1.0697349066640312e-18,1.0699417872992642e-18,4.3480884419371427e-11,1.774478727412467e-08,3.7824792006877149e-14,5.8163825914395244e-17,3.3373196618357383e-09,1.8638448503172088e-09,1.0626556471711162e-14,1.1618103378088533e-13,4.5368375701244217e-20,5.3802170682041199e-18,1.2147930608263732e-15,1.1984213131592692e-15,1.1502348046276906e-17,1.4956021669913886e-19,3.3593335519289969e-20,7.1712461448171844e-19,1.3628372533300033e-22,1.592331879652845e-25,2.2600489954271245e-26,1.2147894074654216e-23,1.8121209713188817e-22,1.7061236142404894e-15,1.2932975747146852e-16,1.4118404591987635e-18,8.2010543720154614e-20,6.9726795706903162e-17
7.844646096583884e-11,0.36147128392767996,154.0,0.0,0.0,0.0,0.99910419904775694,1.0,18.99998260848351,2.4744838618517266e-05,0.0001975476024285618,0.00018091322031267971,1.6926129507618361e-05,7.0691399060666373e-11,2.6748367526106973e-06,0.00016938660261468859,1.6096963030024042e-08,0.00030285160443696844,4.4663114261678063e-07,1.568780482486133e-13,1.2517297437993506e-07,2.928011056990617e-15,1.1339167466527484e-07,4.0428468608399725e-08,4.0451406849176887e-08,1.4474659484930467e-11,8.451702601602195e-12,8.7988590010381642e-09,1.3436696867827075e-18,1.257021818155563e-18,1.2572712160580921e-18,4.7062705386123458e-11,1.8614953157535227e-08,4.1550497065811758e-14,6.0066455644572408e-17,3.5012085064697076e-09,1.9553013664448221e-09,1.1870922828342116e-14,1.2464981528350315e-13,5.1889308443752272e-20,5.8240504463948415e-18,1.3488524394584434e-15,1.3305128437797096e-15,1.3093037381259113e-17,1.7390715805471872e-19,3.9195713658196498e-20,8.1665573194732156e-19,1.6294417470570965e-22,1.9395895694876566e-25,2.6370123313725824e-26,1.4520485680976746e-23,2.1163210116724552e-22,1.7897002180622289e-15,1.3716824470679402e-16,1.4811727690258739e-18,8.6762640816729294e-20,7.4967512570747368e-17
8.03522323575364e-11,0.36147128281653235,154.0,0.0,0.0,0.0,0.99908244969763194,1.0,18.999982066888872,2.5345624510395402e-05,0.00020234208757600653,0.0001851814082157291,1.7455892489192842e-05,7.2407080521772353e-11,2.6747818902055651e-06,0.00017352245514220502,1.6096612617158738e-08,0.00031024677289984886,4.5756475334205203e-07,1.617881016549807e-13,1.3126254674303861e-07,2.9996892987757022e-15,1.1806953113965894e-07,4.3187848632223394e-08,4.3212358014789955e-08,1.5464056584828709e-11,9.0320908174813218e-12,9.232728878611621e-09,1.5722565210654924e-18,1.4711049326064447e-18,1.4714041865455346e-18,5.0837533066430571e-11,1.9505928177383575e-08,4.5544480236529147e-14,6.1990845968541781e-17,3.6687674739004602e-09,2.0488007230385153e-09,1.3226075552170695e-14,1.3350040010544346e-13,5.9157691935362596e-20,6.2918405931376325e-18,1.4938039862117075e-15,1.4733069275720698e-15,1.4855979726015403e-17,2.0145263341458289e-19,4.5559038192036938e-20,9.2702710933821328e-19,1.9396754463850487e-22,2.3512207681794474e-25,3.0651841338189197e-26,1.7281035483344005e-23,2.4622111238221976e-22,1.8752033294828228e-15,1.4524960954028597e-16,1.552107142617775e-18,9.1677422997731822e-20,8.046113506587935e-17
8.225800374923395e-11,0.3614712817041282,154.0,0.0,0.0,0.0,0.99906070090081389,1.0,18.99998152455294,2.5946393188234394e-05,0.00020713635336190703,0.00018944848196921,1.7986376193617748e-05,7.4122683395512936e-11,2.6747270291993269e-06,0.00017765820612657815,1.6096262213245847e-08,0.00031764178595184903,4.6849786325587227e-07,1.6670483501161244e-13,1.3749652211087748e-07,3.0713642573559042e-15,1.2280841454955118e-07,4.605949864888364e-08,4.6085643372869537e-08,1.6493770465339373e-11,9.6362440356867785e-12,9.6770992290653199e-09,1.8326181208498401e-18,1.7149926956765785e-18,1.7153501798225669e-18,5.4810404541004565e-11,2.041771128163001e-08,4.9819298159888994e-14,6.3937005482950057e-17,3.8399792786274595e-09,2.1443330545602586e-09,1.4698891709987989e-14,1.4273946520683836e-13,6.7238371046526037e-20,6.7842145471571839e-18,1.6502264656033073e-15,1.6273684648276074e-15,1.6804857141812918e-17,2.3251980921898919e-19,5.276408629276927e-20,1.0491083545947948e-18,2.2993431757034952e-22,2.8371434878729365e-25,3.5500011201074898e-26,2.0481200743790542e-23,2.8542749509899795e-22,1.9626295056581457e-15,1.535738386198432e-16,1.6246407128628167e-18,9.6757078753567751e-20,8.6213375669640673e-17
8.41637751409315e-11,0.36147128059062317,154.0,0.0,0.0,0.0,0.99903895265729592,1.0,18.999980981549378,2.6547144652485453e-05,0.00021193039978833326,0.00019371451527829014,1.8517506962939909e-05,7.5838207682719592e-11,2.6746721695921668e-06,0.00018179385558014945,1.6095911818269103e-08,0.00032503664361411048,4.7943047236350675e-07,1.7162756562690049e-13,1.4387488760048479e-07,3.1430359327657568e-15,1.2760684084533103e-07,4.9044856014054031e-08,4.9072701110408263e-08,1.7564318368029137e-11,1.0264469190269472e-11,1.0131974191961273e-08,2.1282177996259948e-18,1.9919412250267211e-18,1.9923664635890006e-18,5.8986349322777197e-11,2.1350301393570381e-08,5.4387793784193268e-14,6.5904942778461089e-17,4.0148267161346575e-09,2.2418885428290434e-09,1.6296494683844653e-14,1.5237359008861809e-13,7.6200071455679501e-20,7.3017984609223968e-18,1.8187135179694622e-15,1.7932765437320158e-15,1.895405579926185e-17,2.674549292313709e-19,6.0897898419065097e-20,1.18381472759439e-18,2.7148513224805003e-22,3.4085051891357303e-25,4.0973216174568679e-26,2.4178013881246077e-23,3.2973511645536441e-22,2.0519753576429021e-15,1.6214088270438506e-16,1.6987706577924849e-18,1.0200379333108707e-19,9.2229934549973462e-17
8.606954653262906e-11,0.3614712794761575,154.0,0.0,0.0,0.0,0.99901720496707191,1.0,18.999980437944721,2.714787890359977e-05,0.00021672422685735425,0.00019797957475120142,1.9049218233270617e-05,7.7553653384219063e-11,2.6746173113836335e-06,0.00018592940351521347,1.6095561432179096e-08,0.00033243134590769257,4.903625806702181e-07,1.7655567655988435e-13,1.5039763032962557e-07,3.2147043250396856e-15,1.3246336383030479e-07,5.2145323150992055e-08,5.2174934462199378e-08,1.8676204962826707e-11,1.0917065753537206e-11,1.0597357904158917e-08,2.4627950794068017e-18,2.3054673429688627e-18,2.3059711341389231e-18,6.3370389679779659e-11,2.2303697414070337e-08,5.9263096319747756e-14,6.7894666440194922e-17,4.1932926625110759e-09,2.3414574167935613e-09,1.8026256380832679e-14,1.6240925828395229e-13,8.6115528994157637e-20,7.8452176407327181e-18,1.999873636369321e-15,1.9716244002055321e-15,2.1318682860793436e-17,3.066282792382908e-19,7.0054089439039677e-20,1.3321083021197895e-18,3.1932530413763465e-22,4.0777993399608145e-25,4.7134465089987356e-26,2.8434291252658357e-23,3.7966518294334423e-22,2.143237546576106e-15,1.7095066031342871e-16,1.7744941973783309e-18,1.0741974867752001e-19,9.8516499726493195e-17
8.797531792432661e-11,0.36147127836085824,154.0,0.0,0.0,0.0,0.99899545783013477,1.0,18.999979893799146,2.774859594202854e-05,0.00022151783457103848,0.00020224372058276892,1.9581449851530393e-05,7.926902050081997e-11,2.6745624545737223e-06,0.00019006484994401736,1.6095211054992404e-08,0.00033982589285357274,5.0129418818123642e-07,1.8148861028756911e-13,1.5706473741679639e-07,3.2863694342120304e-15,1.3737657399588322e-07,5.536226843911388e-08,5.5393712599923718e-08,1.9829922667904547e-11,1.1594325926103574e-11,1.1073254499882963e-08,2.8403796776605226e-18,2.6593618889858165e-18,2.6599564386675866e-18,6.7967540956546866e-11,2.327789822358716e-08,6.4458621191572296e-14,6.9906185048044965e-17,4.3753600740731852e-09,2.4430299523059798e-09,1.9895799369020159e-14,1.7285285882689296e-13,9.7061619657547494e-20,8.4150965864321646e-18,2.1943301444463221e-15,2.1630193787504379e-15,2.3914583295166043e-17,3.5043516154601201e-19,8.0333166591915945e-20,1.4949991262856688e-18,3.7422955914107029e-22,4.858989695878892e-25,5.4051406403103423e-26,3.3319061934034291e-23,4.3577812257432299e-22,2.2364127802310095e-15,1.8000306102353441e-16,1.8518085906350013e-18,1.1300712339153749e-19,1.0507874722055611e-16
