Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550)
1.5466105825372801e-07,0.3715645712013417,154.0,0.0,0.0,0.0,0.60874287976305053,1.0,18.970278396280523,0.014498538322032177,0.059788551266544476,0.027739077802665258,0.005325481211711564,2.5971189296305716e-08,3.9804146650290681e-07,0.056350950015053886,1.2441044005959526e-09,0.094318638934523399,0.00016791192685141509,5.9995070873915927e-11,0.052170796299638354,1.307999078961417e-12,2.8320735157391129e-05,0.022914233636701749,0.034966874162962583,9.482382632562909e-06,5.7898475633312533e-06,0.029745620221486541,0.00012719920393127626,0.0014377974399971051,0.0018581020650674936,0.015655207545581015,0.0026391231181502411,0.00539081239482122,4.3882750791515188e-11,9.0474251510306883e-06,5.2740908344690831e-06,0.0051907057491926752,1.3973359653508617e-06,4.6512888051272164e-07,9.4936932952186739e-10,0.00013823314189507935,1.4583974347464985e-05,0.00017396854639347879,2.1084139379755801e-05,2.6028738188327812e-05,0.00033948866388696953,7.2410208994638999e-06,2.2892555786483761e-05,1.4386018785220887e-11,0.0001863060890801244,2.2822927690920647e-05,1.1393358335446993e-06,2.1870844334895483e-07,5.9125795645793465e-10,2.1524005766348273e-09,6.2359099496199454e-06,2.7612973947859725e-12,1.1616583449376191e-08,3.3386501395841002e-10,2.4625615511010395e-06,1.7243084011725925e-09,1.128176664108149e-09,4.5581882650684744e-09,3.4794816188476253e-15,6.5848855868545041e-16
1.5611697423238246e-07,0.3715648438911327,154.0,0.0,0.0,0.0,0.60624877378784703,1.0,18.970029706979755,0.014576150403386251,0.059759407521954799,0.027596365533937475,0.0052980225277666528,2.5958170255410094e-08,3.9661300215991208e-07,0.056744654107453683,1.2390071198666103e-09,0.095028583187212384,0.00016782776131937354,5.968573096549124e-11,0.052715946498970351,1.3073434386069386e-12,2.8175129526638645e-05,0.023012984240187009,0.035317221380184956,9.5231159301632625e-06,5.8147191488965293e-06,0.030179124574456626,0.00012839211979170164,0.001468164279844633,0.0019033899179977483,0.015826548635383398,0.0026438655828449581,0.005478069339767193,4.452148993837704e-11,9.1158693048100615e-06,5.3111351475597138e-06,0.0052885327135035621,1.4177349400603216e-06,4.7395614716756455e-07,9.5979256553376683e-10,0.00014043629846594049,1.4752875408855466e-05,0.00017711259308925034,2.1465396079678626e-05,2.6506881662271941e-05,0.00034891518279911573,7.3749897610161963e-06,2.3606731644596468e-05,1.4650287522086818e-11,0.00019210648909535514,2.3549665032034197e-05,1.1795413166620285e-06,2.2642578067615524e-07,6.1212262965506143e-10,2.2326731180303996e-09,6.4686172084317665e-06,2.8625340851725899e-12,1.2005043909750795e-08,3.4502978824153969e-10,2.5562248203930949e-06,1.7898675574576532e-09,1.1710705563508902e-09,4.7314976692988402e-09,3.6022584671931467e-15,6.8352531748335517e-16
1.5742729861317146e-07,0.37156508807479705,154.0,0.0,0.0,0.0,0.60401735719759875,1.0,18.96980719257019,0.014645309405697483,0.059729949672873199,0.027467624275174837,0.0052732529747203825,2.5945053124685965e-08,3.9533513414431977e-07,0.0570972935486391,1.2344467095743476e-09,0.095665354995561072,0.00016774296008514541,5.9406685255738381e-11,0.053204425350851681,1.3066828618645196e-12,2.8043774161558653e-05,0.023099535651680322,0.035630987959987148,9.5588139038150625e-06,5.8365161788920832e-06,0.030568948141843272,0.00012944288270385224,0.0014955245800041515,0.0019444373687356909,0.015979553661339491,0.0026479955381913905,0.0055565836049541722,4.5095855409534235e-11,9.1772588042154024e-06,5.3443155405668343e-06,0.0053767653970427376,1.4360786839717748e-06,4.8191829398897742e-07,9.6910087472335085e-10,0.00014241959757594879,1.4903847950847514e-05,0.00017994858334440482,2.1809297814398641e-05,2.6938235149881895e-05,0.00035750676074526735,7.4958543599434031e-06,2.4259248858389427e-05,1.4888695547336247e-11,0.00019740576878643235,2.421471177434366e-05,1.216445866414376e-06,2.3350945832808135e-07,6.3127428159036689e-10,2.3064678146313112e-09,6.6825489446305962e-06,2.9556108820310557e-12,1.2362366208957123e-08,3.5529962718741584e-10,2.6431593759700908e-06,1.8507162160476238e-09,1.2108824748983517e-09,4.8923548779295779e-09,3.7149542818189304e-15,7.067631972992626e-16
1.5873762299396045e-07,0.3715653311034591,154.0,0.0,0.0,0.0,0.60179841444620563,1.0,18.969585914944773,0.01471381764191795,0.059697517472761932,0.027338642758254789,0.0052484381437465878,2.5930646095475504e-08,3.940645310261632e-07,0.057448337026927344,1.2299117960642396e-09,0.096300075589972833,0.00016764981925978235,5.912712958091581e-11,0.053690847976233434,1.305957318488667e-12,2.7912170044745137e-05,0.023183925842906246,0.03594328684432202,9.5936173146617901e-06,5.8577669967279793e-06,0.030958423558202195,0.00013047212031400856,0.0015229058274007644,0.0019857502909086744,0.016131415397655481,0.0026519991591216628,0.0056350742998174013,4.5669695661965639e-11,9.2384503063715507e-06,5.3773456973915158e-06,0.0054651632439535348,1.4544062395837523e-06,4.8989590394166402e-07,9.7834011619330145e-10,0.00014440316512729856,1.5053830464016448e-05,0.00018279029107700669,2.2153893689160249e-05,2.7370512324170904e-05,0.00036619976427668962,7.616982860245987e-06,2.4920970391219862e-05,1.5127614092164505e-11,0.0002027794732005046,2.4890163616620802e-05,1.2540339094879912e-06,2.4072427693881855e-07,6.5078063416946872e-10,2.3817359703351464e-09,6.9007555873041246e-06,3.050555803915156e-12,1.272703330934679e-08,3.6578057252503573e-10,2.7326446690096376e-06,1.9133494823379002e-09,1.2518620219790622e-09,5.0579300767434777e-09,3.82973644733579e-15,7.3068265113661948e-16
1.6004794737474945e-07,0.3715655729935972,154.0,0.0,0.0,0.0,0.59959184452284253,1.0,18.969365873333608,0.014781679600006451,0.059662190160340883,0.027209461806314856,0.0052235858677788134,2.5914983391361437e-08,3.9280111350384144e-07,0.057797793254545385,1.2254021584371957e-09,0.096932756608405266,0.00016754856082575053,5.8847152830011631e-11,0.05417520231423973,1.3051685219782643e-12,2.7780358976954938e-05,0.023266193702271787,0.036254115491591958,9.6275422572316144e-06,5.8784814363815965e-06,0.031347517971926947,0.00013147997425311698,0.0015503008253313431,0.0020273212970954575,0.016282130001322871,0.0026558807781429448,0.0057135344671348067,4.624296237594282e-11,9.2994449361245687e-06,5.4102264391239652e-06,0.0055537136844370184,1.4727160551838989e-06,4.9788782970737514e-07,9.8751005026063639e-10,0.00014638684689563511,1.5202817497828432e-05,0.00018563743847347964,2.2499149987147494e-05,2.7803669379200812e-05,0.00037499359065761712,7.738362782079955e-06,2.5591855300913206e-05,1.5367018945175515e-11,0.00020822726178160904,2.5576019175628276e-05,1.2923069828622988e-06,2.4807052915038428e-07,6.7064248499394036e-10,2.4584826269189035e-09,7.1232518140425422e-06,3.1473758373085629e-12,1.3099084690263461e-08,3.7647375913829271e-10,2.8247309894736099e-06,1.9778025147763292e-09,1.2940322008027254e-09,5.2283162247897026e-09,3.9466096194477016e-15,7.5529710827237617e-16
1.6135827175553845e-07,0.37156581376162984,154.0,0.0,0.0,0.0,0.59739754762809383,1.0,18.969147066644084,0.014848899734141819,0.059624045104037578,0.027080120591183896,0.0051987036621276676,2.5898099190137105e-08,3.9154485997695326e-07,0.058145670875520063,1.2209176057633909e-09,0.097563409592819186,0.00016743940388677778,5.8566838040954961e-11,0.054657477104677249,1.3043182187047809e-12,2.7648381068780752e-05,0.023346377848075018,0.036563471817346399,9.660604839743715e-06,5.8986693103288925e-06,0.031736199557783708,0.00013246659847723769,0.0015777025171554531,0.0020691430713438348,0.01643169417874606,0.0026596445833943802,0.0057919573902957865,4.6815608829520446e-11,9.3602438090272039e-06,5.4429585804164991e-06,0.0056424044282189509,1.4910066274855801e-06,5.0589294930741435e-07,9.966104708523707e-10,0.00014837049385540253,1.5350804157856282e-05,0.00018848975555427715,2.2845033942607608e-05,2.8237663733092119e-05,0.00038388762950609077,7.8599819937567303e-06,2.6271861334129939e-05,1.5606886571405172e-11,0.00021374878333819199,2.6272275745927138e-05,1.3312664765747305e-06,2.5554847940528072e-07,6.9086055550093688e-10,2.5367124840276689e-09,7.3500513090893717e-06,3.2460775411044509e-12,1.3478558296263795e-08,3.8738027775527347e-10,2.9194688087037744e-06,2.0441105982376384e-09,1.3374160979095456e-09,5.403606612637908e-09,4.0655780052391507e-15,7.8062004531480879e-16
1.6266859613632744e-07,0.3715660534240381,154.0,0.0,0.0,0.0,0.59521542515404668,1.0,18.96892949347912,0.014915482465064134,0.059583157846444794,0.026950656689567944,0.0051737987355942342,2.5880026077705419e-08,3.9029569663216027e-07,0.058491978466519982,1.2164579446625339e-09,0.098192045990409454,0.00016732256026107575,5.8286267370472906e-11,0.055137661861871724,1.3034080356602615e-12,2.751627479848222e-05,0.023424516604303228,0.036871354175557931,9.6928209072774197e-06,5.9183403108876241e-06,0.032124437493853977,0.00013343215845320019,0.0016051039880102453,0.0021112083723432398,0.016580105163520285,0.0026632946228427718,0.005870336586351806,4.7387589688060002e-11,9.4208480314519606e-06,5.4755429295592574e-06,0.0057312234622572643,1.5092765005421172e-06,5.1391016590469598e-07,1.0056412038912369e-09,0.00015035396203294982,1.5497786084310533e-05,0.00019134698000782048,2.3191513720716769e-05,2.8672454002732533e-05,0.00039288126330371074,7.9818287046141915e-06,2.6960944987049948e-05,1.5847194098496949e-11,0.00021934367653702599,2.6978929344877284e-05,1.3709136358979471e-06,2.6315836429240909e-07,7.1143549192756248e-10,2.6164299033141688e-09,7.5811667753181623e-06,3.34666705271159e-12,1.3865490552929631e-08,3.9850117545920253e-10,3.0169087673610173e-06,2.1123091344567629e-09,1.3820368755383276e-09,5.5838948418193799e-09,4.1866453686499367e-15,8.0666498445038559e-16
1.6384788807903753e-07,0.37156626818846883,154.0,0.0,0.0,0.0,0.59326184350171762,1.0,18.968734730902973,0.014974865570217145,0.059544075727694892,0.026834064097286833,0.0051513705949741547,2.5862770174099173e-08,3.8917745295012698e-07,0.058802319957753597,1.2124653522196763e-09,0.098756103952155339,0.00016721099987111127,5.8033599632476354e-11,0.055568033102065456,1.3025390006409968e-12,2.739729993788787e-05,0.023493124096375356,0.037147187033953921,9.721104615216745e-06,5.9356102325140357e-06,0.032473447631237426,0.00013428329789155915,0.0016297595230384797,0.0021492694361104556,0.016712687191048466,0.0026664856246569951,0.0059408353007112912,4.7901767092365775e-11,9.4752263125854405e-06,5.5047431444853802e-06,0.0058112605735325439,1.5257005223650067e-06,5.2113511731122562e-07,1.0137091617247611e-09,0.00015213881549355892,1.5629207581479189e-05,0.00019392246706171387,2.3503829371493763e-05,2.9064412495400001e-05,0.00040106017167060526,8.091675780135143e-06,2.7588844723904545e-05,1.6063828606550754e-11,0.00022444150674611309,2.7623802758419833e-05,1.4071849476206913e-06,2.701202383323112e-07,7.302585295067984e-10,2.6894507823989245e-09,7.7928705686300472e-06,3.4388164252064688e-12,1.4220135625642352e-08,4.0869410815925639e-10,3.1069570405678184e-06,2.1753335018488194e-09,1.4232723097448828e-09,5.7505049980888495e-09,4.2974033823258398e-15,8.3073395118930856e-16
1.6502718002174763e-07,0.37156648208259635,154.0,0.0,0.0,0.0,0.5913179739579929,1.0,18.968540964688724,0.015033739109087946,0.059502884746022007,0.026717426580258715,0.0051289344953329681,2.5844600119027312e-08,3.880648620084913e-07,0.059111402777018589,1.2084926046409672e-09,0.099318545888840926,0.00016709352892801922,5.7780842095830626e-11,0.05599669692216383,1.3016239269355941e-12,2.7278276863717189e-05,0.023560133086331772,0.037421824365648892,9.7487268186007988e-06,5.9524762397953174e-06,0.032822053135803317,0.00013511765319548631,0.0016544045553917922,0.0021875167859239783,0.01684433198192558,0.0026695904072051384,0.0060112891172600753,4.841533883696856e-11,9.5294486094984071e-06,5.5338248778323833e-06,0.0058913837190018711,1.542105638943518e-06,5.2836823434122602e-07,1.0217204722461272e-09,0.0001539233133507612,1.5759809660104244e-05,0.00019650154190778153,2.381658065013732e-05,2.9456954575314183e-05,0.00040931878718004878,8.2016897194706541e-06,2.8224027778708881e-05,1.6280785662007567e-11,0.00022959819079885937,2.8277088931503153e-05,1.4440148699941411e-06,2.7718928318270882e-07,7.4937145960072039e-10,2.7636825623881671e-09,8.0080877082938174e-06,3.5325034459702112e-12,1.4580874944258487e-08,4.1906220397101854e-10,3.1992723231254893e-06,2.2399438559239437e-09,1.4655454192748096e-09,5.9213080850111948e-09,4.4098664004353162e-15,8.5540864031737815e-16
1.6620647196445772e-07,0.37156669511826534,154.0,0.0,0.0,0.0,0.58938374703691321,1.0,18.968348193230259,0.01509210623622298,0.059459636326255103,0.026600768426541729,0.0051064950949818591,2.5825538302360958e-08,3.8695788790282635e-07,0.059419233039750378,1.2045395734411657e-09,0.099879379952927616,0.00016697029226668984,5.7528047265374382e-11,0.056423647190497611,1.3006639421192232e-12,2.7159230448465156e-05,0.023625570818511979,0.037695265813130131,9.775698815722032e-06,5.968945235287962e-06,0.033170233534192163,0.00013593536589942052,0.0016790343433305409,0.0022259453084076579,0.016975038532811345,0.0026726116462304612,0.0060816937691891004,4.8928274841238694e-11,9.5835157100923124e-06,5.562788705913018e-06,0.0059715847065232057,1.558490883067577e-06,5.3560876870700458e-07,1.0296750703531849e-09,0.0001557073605910019,1.588959017325793e-05,0.00019908402860225092,2.4129746204228286e-05,2.9850052465444824e-05,0.0004176566466954347,8.311862607721005e-06,2.886646006481268e-05,1.6498049912533683e-11,0.00023481344604956762,2.8938782476366846e-05,1.4814040184427463e-06,2.84365615208121e-07,7.6877460161092457e-10,2.8391277377140038e-09,8.2268254651279266e-06,3.6277317328053535e-12,1.4947731973419424e-08,4.2960613740037968e-10,3.2938918376870308e-06,2.3061662165783945e-09,1.5088732283069152e-09,6.0963728981946033e-09,4.5240362742469549e-15,8.8069899025700475e-16
1.6738576390716781e-07,0.3715669073073542,154.0,0.0,0.0,0.0,0.58745909398588048,1.0,18.968156414752421,0.015149970085054294,0.059414380791556698,0.02648411300848099,0.0050840568763550293,2.5805606461866747e-08,3.8585647788115331e-07,0.059725816819108365,1.2006061079242015e-09,0.10043861423749015,0.00016684143083334891,5.7275266009068706e-11,0.056848878222758421,1.2996601351347067e-12,2.7040184627572218e-05,0.023689464294166341,0.037967511263685153,9.8020317816823057e-06,5.9850240458204371e-06,0.033517968955016138,0.00013673658321767336,0.0017036442407384112,0.0022645499455008302,0.017104806134868953,0.0026755519356283148,0.0061520451264613406,4.9440545898624225e-11,9.6374283965171919e-06,5.5916352010479227e-06,0.0060518555187894915,1.5748553159335641e-06,5.4285598799765841e-07,1.0375729088563373e-09,0.00015749086516753439,1.6018547274920045e-05,0.00020166975581943018,2.4443305241986245e-05,3.0243679111945581e-05,0.00042607328356126454,8.4221867358390262e-06,2.9516106816846255e-05,1.6715606405561034e-11,0.00024008698435217386,2.9608877273911682e-05,1.519352918870246e-06,2.916493336227768e-07,7.8846822844543382e-10,2.9157885920753528e-09,8.4490904980467259e-06,3.7245046399366568e-12,1.5320729224192556e-08,4.4032655557218128e-10,3.3908528887073968e-06,2.3740266603603194e-09,1.5532727980430787e-09,6.2757683845483994e-09,4.6399145821802444e-15,9.0661496135732083e-16
1.685650558498779e-07,0.37156711866160586,154.0,0.0,0.0,0.0,0.58554394677523736,1.0,18.967965627316321,0.015207333768076496,0.059367167382963819,0.02636748280994386,0.0050616241511343314,2.5784826058569112e-08,3.8476059214111171e-07,0.060031160146375565,1.1966920584232004e-09,0.10099625677679666,0.00016670708302546418,5.7022546627694741e-11,0.057272384769391657,1.2986135907448525e-12,2.6921162427154394e-05,0.023751840262364706,0.038238560840603134,9.8277368212781339e-06,6.0007194447261205e-06,0.033865240116694846,0.00013752145763962581,0.0017282296974010368,0.0023033256955708901,0.017233634363135065,0.0026784137896065487,0.0062223391923147027,4.9952123695570694e-11,9.6911874452297015e-06,5.6203649316045422e-06,0.0061321883115738052,1.5911980265707591e-06,5.5010917552364547e-07,1.0454139579031094e-09,0.00015927373792720673,1.614667940963473e-05,0.00020425855676149156,2.4757237521311569e-05,3.0637808170339297e-05,0.00043456822784122427,8.5326545967227746e-06,3.0172932620264075e-05,1.693344058057922e-11,0.00024541851230073451,3.0287366496166497e-05,1.5578620088848942e-06,2.9904052072023242e-07,8.0845256720749864e-10,2.9936672009775095e-09,8.674888861425002e-06,3.8228252610454609e-12,1.5699888264130184e-08,4.512240784893249e-10,3.4901928561523693e-06,2.4435513162188557e-09,1.5987612241641476e-09,6.4595636292808142e-09,4.7575026334638417e-15,9.3316653378111225e-16
1.69744347792588e-07,0.37156732919271473,154.0,0.0,0.0,0.0,0.5836382380864048,1.0,18.967775828826589,0.015264200377049583,0.059318044282990375,0.026250899456976222,0.0050392010660450697,2.5763218183669123e-08,3.8367020461917811e-07,0.060335269011428633,1.1927973053125919e-09,0.10155231554699155,0.00016656738490397377,5.6769935530590089e-11,0.057694162001302861,1.2975253762575766e-12,2.6802185995243453e-05,0.023812725210162256,0.038508414893310881,9.8528249357050798e-06,6.0160381489073692e-06,0.034212028313581201,0.0001382901465233842,0.0017527862592504391,0.0023422676146315218,0.017361523064575227,0.0026811996451296949,0.0062925720993070007,5.0462980770643406e-11,9.7447936270594695e-06,5.6489784620416296e-06,0.0062125754116232031,1.6075181311876492e-06,5.5736763012968397e-07,1.0531982042521175e-09,0.00016105589252714554,1.6273985300861277e-05,0.00020685026905477652,2.507152333716974e-05,3.1032413989562998e-05,0.00044314100658482115,8.6432588806981727e-06,3.0836901444650595e-05,1.7151538260255529e-11,0.00025080773150056181,3.0974242631791149e-05,1.5969316392902763e-06,3.0653924209165933e-07,8.2872779998646062e-10,3.0727654347295549e-09,8.9042260137778884e-06,3.9226964333465765e-12,1.6085229729169998e-08,4.6229929934421284e-10,3.5919491882862412e-06,2.5147663601640869e-09,1.6453556330785398e-09,6.6478278406344278e-09,4.8768014716036379e-15,9.6036370547951621e-16
1.709236397352981e-07,0.37156753891228134,154.0,0.0,0.0,0.0,0.5817419013020052,1.0,18.967587017038834,0.015320572983167385,0.059267058636958816,0.02613438374253264,0.0050167916077949104,2.5740803191761382e-08,3.825852674238641e-07,0.060638149363140888,1.1889217156996738e-09,0.1021067984666832,0.00016642246866090444,5.6517478122194177e-11,0.058114205498237821,1.2963965094432312e-12,2.6683276627301291e-05,0.023872145355493656,0.038777073989390329,9.8773069688705992e-06,6.0309867884093535e-06,0.034558315404390132,0.00013904281174047548,0.0017773095684011605,0.0023813708172015285,0.017488472348369942,0.0026839118639427973,0.0063627401060588149,5.09730904650517e-11,9.7982477072640329e-06,5.6774763529461214e-06,0.0062930093147870467,1.6238147726267049e-06,5.6463066602843196e-07,1.0609256505989235e-09,0.00016283724536602772,1.6400463941490848e-05,0.00020944473466243002,2.5386143510994169e-05,3.1427471598555342e-05,0.00045179114404297893,8.7539924717308504e-06,3.1507976670970662e-05,1.7369885643141303e-11,0.00025625433879005848,3.1669497507032212e-05,1.6365620752640785e-06,3.141455468943583e-07,8.4929406439760301e-10,3.1530849610013164e-09,9.1371068251858863e-06,4.0241207406004858e-12,1.6476773333782438e-08,4.7355278486212986e-10,3.696159395681613e-06,2.5876980110749321e-09,1.6930731790409256e-09,6.8406303414521681e-09,4.9978118786510466e-15,9.8821649115191555e-16
1.721029316780082e-07,0.37156774783183244,154.0,0.0,0.0,0.0,0.57985487049518625,1.0,18.967399189565256,0.015376454637240525,0.059214256573677543,0.026017955653153641,0.0049943996082352678,2.5717601037188142e-08,3.8150572906121311e-07,0.060939807109797982,1.185065131942219e-09,0.10265971339754656,0.00016627246336162148,5.6265217678420181e-11,0.058532511236260784,1.2952279931224767e-12,2.6564454793553347e-05,0.02393012663956548,0.039044538906034126,9.9011936667728657e-06,6.0455719205089312e-06,0.034904083799680415,0.0001397796193172996,0.001801795363146964,0.0024206304772041213,0.017614482575512288,0.0026865527347471143,0.0064328395937500778,5.1482426946073496e-11,9.851550445588435e-06,5.7058591610731195e-06,0.0063734826839319933,1.64008711977392e-06,5.7189761261490748e-07,1.0685963149884408e-09,0.00016461771551027081,1.6526114583672836e-05,0.00021204179979001462,2.5701079379239401e-05,3.1822956691673657e-05,0.00046051816189812423,8.8648484432957313e-06,3.2186121120760224e-05,1.7588469295621496e-11,0.0002617580264783659,3.2373122308302053e-05,1.6767534976677171e-06,3.2185946816067307e-07,8.7015145427997113e-10,3.234627247648036e-09,9.373535585498904e-06,4.1271005161686768e-12,1.6874537882247752e-08,4.8498507563415748e-10,3.8028610447164931e-06,2.6623725265136241e-09,1.7419310417976058e-09,7.0380405580445188e-09,5.1205343801251563e-15,1.0167349203254173e-15
1.7328222362071828e-07,0.37156795596275927,154.0,0.0,0.0,0.0,0.57797708041960183,1.0,18.967212343879087,0.015431848369867983,0.059159683223927728,0.025901634393785695,0.0049720287489224309,2.5693631555578495e-08,3.8043156699992535e-07,0.061240248119480832,1.1812274290650094e-09,0.10321106814487797,0.00016611749652489734,5.6013195037080166e-11,0.05894907557620957,1.2940208361451053e-12,2.6445740164131583e-05,0.023986694720451271,0.039310810622189614,9.9244957020515397e-06,6.0598000536374796e-06,0.03524931645010343,0.0001405007390906277,0.001826239477840272,0.0024600418287011342,0.017739554349219144,0.0026891244752301918,0.0065028670628609914,5.199096520585737e-11,9.9047025963209602e-06,5.7341274393833256e-06,0.0064539883469043159,1.6563343670047874e-06,5.7916781428477229e-07,1.0762102303072924e-09,0.00016639722462555724,1.6650936729424407e-05,0.00021464131479679161,2.6016312782580028e-05,3.22188456149579e-05,0.00046932157947519952,8.9758200544799981e-06,3.2871297083111134e-05,1.7807276144175744e-11,0.00026731848256504901,3.3085107603130479e-05,1.71750600440078e-06,3.2968102298454401e-07,8.9130002047498872e-10,3.3173935654218012e-09,9.6135160121848256e-06,4.2316378467124198e-12,1.7278541279552879e-08,4.9659668636472377e-10,3.9120917514917624e-06,2.7388161982919335e-09,1.7919464236467049e-09,7.2401280054141131e-09,5.2449692479808946e-15,1.045929035174014e-15
1.7446151556342837e-07,0.3715681633163579,154.0,0.0,0.0,0.0,0.57610846650083236,1.0,18.967026477321426,0.015486757191584469,0.059103382739348426,0.025785438408666421,0.0049496825652121856,2.5668913891900949e-08,3.7936274568816343e-07,0.061539478220420878,1.1774084975403637e-09,0.10376087045811304,0.00016595769243210704,5.5761450387580006e-11,0.05936389525386164,1.2927759977911438e-12,2.6327151630529608e-05,0.024041874968023364,0.039575890311890231,9.9472235751750206e-06,6.0736776109847104e-06,0.035593996836329765,0.00014120634441697446,0.0018506378427484631,0.0024996001664884782,0.017863688506792177,0.0026916292337974225,0.0065728191303923295,5.2498680982750726e-11,9.9577049083409587e-06,5.7622817370751411e-06,0.0065345192947425983,1.6725557337097947e-06,5.8644063027492605e-07,1.0837674436879625e-09,0.00016817569691879899,1.6774930122650018e-05,0.00021724313412003395,2.6331826056706002e-05,3.261511535436841e-05,0.00047820091392008731,9.0869007466395693e-06,3.3563466337563146e-05,1.802629346894746e-11,0.00027293539092646934,3.3805443358027177e-05,1.758819611559838e-06,3.3761021271321497e-07,9.1273977136170183e-10,3.4013849903341609e-09,9.8570512571753474e-06,4.3377345754256658e-12,1.7688800540832757e-08,5.0838810616797062e-10,4.0238891766076032e-06,2.8170553484581506e-09,1.8431365463339033e-09,7.4469622784089011e-09,5.3711165036488929e-15,1.0758088896737416e-15
1.7564080750613847e-07,0.37156836990383796,154.0,0.0,0.0,0.0,0.57424896482198939,1.0,18.966841587109656,0.015541184093108435,0.059045398321656693,0.025669385415914708,0.0049273644531290291,2.5643466694702036e-08,3.7829921155377372e-07,0.06183750320157208,1.1736081788857056e-09,0.10430912803165705,0.00016579317175501675,5.5510022150103002e-11,0.059776967363569425,1.2914944141886855e-12,2.6208707341250019e-05,0.024095692455743334,0.039839779333226064,9.9693876673545731e-06,6.0872109266876594e-06,0.035938108952137927,0.00014189661171405498,0.0018749864837109655,0.0025393008470079282,0.017986886106130008,0.0026940690924597381,0.0066426925252331221,5.300555077596196e-11,1.001055812519917e-05,5.7903225996386321e-06,0.006615068678588419,1.6887504634966207e-06,5.9371543438673185e-07,1.0912680156805209e-09,0.00016995305904099158,1.6898094735907825e-05,0.00021984711614711261,2.6647602016836255e-05,3.3011743515979178e-05,0.00048715568049437002,9.1980841377756082e-06,3.4262590192150155e-05,1.8245508892936227e-11,0.00027860843162554608,3.4534118968294023e-05,1.800694255233571e-06,3.4564702341784519e-07,9.3447067374599583e-10,3.4866024076943901e-09,1.0104143918608701e-05,4.4453923061517228e-12,1.8105331807583439e-08,5.2035979910166561e-10,4.1382910163782174e-06,2.8971163237621115e-09,1.8955186479551533e-09,7.6586130395955709e-09,5.4989759255320875e-15,1.1063845474917558e-15
1.7682009944884856e-07,0.3715685757362638,154.0,0.0,0.0,0.0,0.57239851211511683,1.0,18.96665767034056,0.015595132045491702,0.05898577223798792,0.02555349242794339,0.0049050776730341968,2.561730840465201e-08,3.772409316429114e-07,0.062134328812938296,1.1698263442322877e-09,0.10485584850535816,0.00016562405345253167,5.525894682860212e-11,0.060188289348680479,1.2901770175102858e-12,2.6090424722389724e-05,0.024148171956653839,0.040102479222002226,9.990998259628508e-06,6.1004062747131456e-06,0.036281637294297509,0.00014257172021687477,0.0018992815217752819,0.0025791392887558186,0.018109148417924475,0.0026964460685309937,0.0067124840854423913,5.3511551841681627e-11,1.0063262985165895e-05,5.8182505688879058e-06,0.0066956298077032938,1.7049178237131089e-06,6.0099161480783228e-07,1.0987120198668596e-09,0.00017172924002902684,1.7020430762741049e-05,0.00022245312313721606,2.6963623948188187e-05,3.3408708313950491e-05,0.00049618539274474364,9.3093640191333639e-06,3.4968629505643889e-05,1.8464910375153399e-11,0.00028433728109286422,3.5271123275612329e-05,1.8431297927242535e-06,3.5379142603633632e-07,9.5649265359015131e-10,3.5730465146546894e-09,1.0354796048193349e-05,4.5546124071049708e-12,1.8528150358028982e-08,5.325122043773841e-10,4.2553349975677903e-06,2.9790254916601318e-09,1.949109980197654e-09,7.8751500048502455e-09,5.6285470512764078e-15,1.1376660799198726e-15
