Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122)
3.842260009936225e-12,0.36495218851101585,154.0,0.0,0.0,0.0,0.99999792062395776,1.0,18.999999989088355,1.3507257295232414e-07,8.441343035608595e-07,8.3835927648488652e-07,8.3420205241285601e-09,5.7688044245671615e-13,4.0329484193227544e-08,9.2712627629351781e-08,4.2445771328113805e-11,1.1780275157802315e-07,2.5690707239166874e-09,1.3817090723060602e-16,8.2577107876048868e-12,2.8222934358051263e-17,2.6398362627347053e-12,1.4154430678966366e-14,1.4164714827429965e-14,7.2665854971786048e-18,3.017562966429102e-18,2.2837093132274846e-17,7.550285281741147e-33,7.1563557315500503e-33,7.1563599557048472e-33,4.5475818865787176e-17
3.950609695911693e-12,0.36495218850981986,154.0,0.0,0.0,0.0,0.99999786201060492,1.0,18.999999988514894,1.3888153428956871e-07,8.6790925666360584e-07,8.6176380299667925e-07,8.813892179468162e-09,5.931287703265271e-13,4.0341382583562621e-08,9.5812588685203557e-08,4.252731606357397e-11,1.2174163247591109e-07,2.6706508249102972e-09,1.4598675775084105e-16,8.7284682999041081e-12,2.9338865905856984e-17,2.7898819567740063e-12,1.5382000734254684e-14,1.539324766901196e-14,7.9243769164648144e-18,3.3225578408157842e-18,2.4876435715745906e-17,9.1687119105140342e-33,8.6903485604868757e-33,8.6903538350160771e-33,4.951950937849515e-17
4.05895938188716e-12,0.3649521885085966,154.0,0.0,0.0,0.0,0.99999780339729427,1.0,18.999999987928298,1.4269049489822606e-07,8.9168377014587217e-07,8.8515563334972879e-07,9.2984530303273567e-09,6.0937679771916633e-13,4.0351338979609224e-08,9.8913387373752886e-08,4.2600069753641227e-11,1.256815777288192e-07,2.7726677476619039e-09,1.540127892455726e-16,9.2122433347067381e-12,3.0459596336691664e-17,2.9440225786788745e-12,1.6678346057032437e-14,1.6690614786904542e-14,8.62066882385968e-18,3.6480610482501947e-18,2.7036666695923167e-17,1.1075566973433074e-32,1.0497723900422913e-32,1.0497730446988395e-32,5.3800885516696301e-17
4.167309067862628e-12,0.364952188507346,154.0,0.0,0.0,0.0,0.99999774478401804,1.0,18.999999987328628,1.4649945477829638e-07,9.1545787859260654e-07,9.0853479041040266e-07,9.7956802125931427e-09,6.2562454827289718e-13,4.0359670443686624e-08,1.0201488690510858e-07,4.2664980201359339e-11,1.296224135284699e-07,2.8750869071998732e-09,1.6224862299879461e-16,9.7090352297583008e-12,3.158474570328739e-17,3.1022540146574869e-12,1.8045317208600622e-14,1.8058668527034898e-14,9.3565450038956947e-18,3.9947734303821842e-18,2.9321584462791941e-17,1.331241266573139e-32,1.2617876144901977e-32,1.2617884224073983e-32,5.83272461947544e-17
4.2756587538380955e-12,0.36495218850606836,154.0,0.0,0.0,0.0,0.99999768617077034,1.0,18.999999986715956,1.5030841392977995e-07,9.3923161384980682e-07,9.3190129700387228e-07,1.0305550903344479e-08,6.4187204375420652e-13,4.0366642172293773e-08,1.051169728658002e-07,4.2722892958952039e-11,1.3356399449856369e-07,2.9778764575046662e-09,1.706938809767824e-16,1.0218843387338233e-11,3.271396414824891e-17,3.2645721568537893e-12,1.9484762890747952e-14,1.9499259374859145e-14,1.0133088151200964e-17,4.3633959599908429e-18,3.1735012673727858e-17,1.5925459937586231e-32,1.5094606022808339e-32,1.5094615939591988e-32,6.3105930261672013e-17
4.384008439813563e-12,0.36495218850476363,154.0,0.0,0.0,0.0,0.99999762755754573,1.0,18.999999986090316,1.5411737235267694e-07,9.6300500524181814e-07,9.5525517591418605e-07,1.0828042320778039e-08,6.5811930420611408e-13,4.0372476019109095e-08,1.0821954954170877e-07,4.2774562387496243e-11,1.3750619902261262e-07,3.0810070742101858e-09,1.793481858268737e-16,1.0741667267803741e-11,3.3846929516829693e-17,3.4309729033365674e-12,2.0998529948532122e-14,2.1014235958046378e-14,1.0951379872144582e-17,4.7546296421135983e-18,3.4280800195993592e-17,1.8965945791296666e-32,1.7976478227390388e-32,1.7976490337360627e-32,6.8144316371423722e-17
4.492358125789031e-12,0.3649521885034319,154.0,0.0,0.0,0.0,0.99999756894434,1.0,18.999999985451765,1.579263300469875e-07,9.8677807977122352e-07,9.7859644988434557e-07,1.1363131724134152e-08,6.7436634808433411e-13,4.0377357620342852e-08,1.1132253684398271e-07,4.2820661512318449e-11,1.4144892533794092e-07,3.1844517547140674e-09,1.8821116087626292e-16,1.1277506383795138e-11,3.498334516096213e-17,3.6014521580886763e-12,2.2588463373044216e-14,2.2605445049157735e-14,1.181250068647034e-17,5.1691754270523856e-18,3.6962821048809178e-17,2.2490530527886262e-32,2.1317197955506822e-32,2.1317212671601476e-32,7.3449822853690493e-17
4.600707811764498e-12,0.3649521885020735,154.0,0.0,0.0,0.0,0.99999751033114936,1.0,18.99999998480035,1.6173528701271181e-07,1.0105508623030008e-06,1.0019251416163778e-06,1.191079641362287e-08,6.9061319238385543e-13,4.0381442350969992e-08,1.1442586773934609e-07,4.2861790819795338e-11,1.453920882705778e-07,3.2881856340203693e-09,1.9728243013074295e-16,1.1826360295025514e-11,3.6122937916124075e-17,3.7760058309964279e-12,2.4256406304157965e-14,2.4274731568320602e-14,1.2717530028920049e-17,5.607734133721913e-18,3.9784974345073366e-17,2.6561715022075336e-32,2.5176006431978822e-32,2.5176024232000548e-32,7.9029907584982128e-17
4.709057497739966e-12,0.36495218850068833,154.0,0.0,0.0,0.0,0.99999745171797016,1.0,18.999999984136114,1.6554424324985002e-07,1.0343233757336838e-06,1.0252412737714093e-06,1.2471013730350136e-08,7.068598527544461e-13,4.0384860248490008e-08,1.1752948612584565e-07,4.2898486070682584e-11,1.4933561653613376e-07,3.3921858155783958e-09,2.0656161827348867e-16,1.2388228603615849e-11,3.7265456242948716e-17,3.9546298378390891e-12,2.6004200033264691e-14,2.6023938585898051e-14,1.3667546250847016e-17,6.0710063825194946e-18,4.2751184232774734e-17,3.1248278863154897e-32,2.9618096213009194e-32,2.961811764789082e-32,8.4892067860156845e-17
4.8174071837154336e-12,0.3649521884992764,154.0,0.0,0.0,0.0,0.99999739310480007,1.0,18.999999983459109,1.693531987584023e-07,1.0580956411470928e-06,1.0485448689697408e-06,1.3043761056244115e-08,7.2310634360634709e-13,4.0387720126106524e-08,1.2063334505830559e-07,4.2931225267380482e-11,1.5327945048502461e-07,3.4964312155511693e-09,2.1604835066387098e-16,1.2963110949902762e-11,3.8410668516371855e-17,4.137320100278505e-12,2.7833684005995355e-14,2.7854907325153435e-14,1.4663626621820803e-17,6.5596925362639077e-18,4.5865399836155411e-17,3.6625739597155248e-32,3.471504649186519e-32,3.4715072194754804e-32,9.1043840264328894e-17
4.925756869690901e-12,0.36495218849783795,154.0,0.0,0.0,0.0,0.99999733449163697,1.0,18.999999982769364,1.7316215353836874e-07,1.0818676779577915e-06,1.0718359497909188e-06,1.3629015813981645e-08,7.3935267820919431e-13,4.0390113028747934e-08,1.2373740525730016e-07,4.2960434875746278e-11,1.5722354020793857e-07,3.6009024193611199e-09,2.2574225333619718e-16,1.3551007008665732e-11,3.9558361449658465e-17,4.3240725458487929e-12,2.9746695824931041e-14,2.9769477164910415e-14,1.5706847331224079e-17,7.0744926481466915e-18,4.9131595196677931e-17,4.2776833542146234e-32,4.0545278854150752e-32,4.0545309550375839e-32,9.7492800545163501e-17
5.034106555666369e-12,0.3649521884963732,154.0,0.0,0.0,0.0,0.99999727587847853,1.0,18.999999982066935,1.7697110758974946e-07,1.1056395040432846e-06,1.0951145387738119e-06,1.4226755466914832e-08,7.5559886878243057e-13,4.0392115141748372e-08,1.2684163385426384e-07,4.2986495385324379e-11,1.6116784394134548e-07,3.705581549488596e-09,2.3564295299849396e-16,1.4151916485728957e-11,4.0708338642048123e-17,4.5148831079461179e-12,3.1745071252302647e-14,3.176948564220831e-14,1.6798283489842321e-17,7.6161064158359999e-18,5.255376921383892e-17,4.9792018603035724e-32,4.7194533886892389e-32,4.7194570404864943e-32,1.0424656348555643e-16
5.1424562416418364e-12,0.36495218849488187,154.0,0.0,0.0,0.0,0.99999721726532331,1.0,18.999999981351841,1.8078006091254458e-07,1.1294111358657591e-06,1.1183806584166825e-06,1.4836957518997763e-08,7.7184492657739323e-13,4.0393790224288055e-08,1.2994600334163486e-07,4.3009746270336936e-11,1.6511232673352558e-07,3.8104521437334096e-09,2.4575007703134517e-16,1.4765839114904266e-11,4.1860419241346393e-17,4.7097477258185442e-12,3.3830644212680311e-14,3.3856768454952835e-14,1.7939009131446672e-17,8.1852331411047883e-18,5.6135945585864772e-17,5.7769999603610474e-32,5.4756369132281344e-32,5.4756412415408561e-32,1.1131278277669843e-16
5.250805927617304e-12,0.3649521884933642,154.0,0.0,0.0,0.0,0.99999715865216998,1.0,18.999999980624136,1.845890135067542e-07,1.1531825885841437e-06,1.1416343311772587e-06,1.5459599514713357e-08,7.8809086195493879e-13,4.0395191637536775e-08,1.3305049069785519e-07,4.3030490412010576e-11,1.6905695933277536e-07,3.915499043154523e-09,2.5606325348663107e-16,1.5392774655242547e-11,4.3014436712843691e-17,4.9086623445559374e-12,3.6005246795653547e-14,3.6033159464562293e-14,1.9130097214370513e-17,8.7825716943759624e-18,5.9882172750320247e-17,6.6818276614252986e-32,6.3332678839655802e-32,6.3332729959324162e-32,1.1869915089152427e-16
5.359155613592772e-12,0.36495218849182043,154.0,0.0,0.0,0.0,0.99999710003901721,1.0,18.999999979883853,1.8839796537237842e-07,1.176953876157264e-06,1.1648755794728097e-06,1.6094659039000348e-08,8.043366844563029e-13,4.0396364036762676e-08,1.3615507665734537e-07,4.3048998041270347e-11,1.7300171725982117e-07,4.0207082889145313e-09,2.6658211108630367e-16,1.603272288856163e-11,4.4170237706056945e-17,5.1116229150799344e-12,3.8270709258502419e-14,3.8300490698609088e-14,2.0372619623080267e-17,9.408820483593396e-18,6.3796523824659836e-17,7.7053716740048682e-32,7.3034235956304948e-32,7.3034296126008279e-32,1.2641339895854465e-16
5.467505299568239e-12,0.36495218849025046,154.0,0.0,0.0,0.0,0.9999970414258641,1.0,18.999999979131019,1.9220691650941735e-07,1.2007250114388346e-06,1.1881044256802174e-06,1.6742113717180419e-08,8.2058240286641861e-13,4.0397344788902835e-08,1.3925974509892362e-07,4.3065510256870179e-11,1.7694658003073101e-07,4.1260670272871737e-09,2.77306279221255e-16,1.6685683617220917e-11,4.5327681011148911e-17,5.3186253941339393e-12,4.062886002886029e-14,4.0660592353456898e-14,2.1667647169740696e-17,1.0064677426872396e-17,6.7883096546748496e-17,8.8603149816260296e-32,8.3981256780867984e-32,8.3981327371552888e-32,1.3446329663606068e-16
5.575854985543707e-12,0.36495218848865435,154.0,0.0,0.0,0.0,0.99999698281270988,1.0,18.999999978365679,1.9601586691787104e-07,1.2244960062649504e-06,1.2113208921360497e-06,1.7401941214885397e-08,8.3682802527485959e-13,4.0398165162349798e-08,1.423644825324975e-07,4.3080242165954486e-11,1.8089153050469335e-07,4.2315634221674197e-09,2.8823538795005572e-16,1.7351656662116912e-11,4.6486636597775851e-17,5.5296657442731856e-12,4.3081525707368931e-14,4.3115292796893181e-14,2.3016249595775152e-17,1.0750839928471243e-17,7.2146013215375827e-17,1.0160398846672969e-31,9.6303988711238082e-32,9.6304071267943447e-32,1.4285665198675963e-16
5.6842046715191745e-12,0.36495218848703226,154.0,0.0,0.0,0.0,0.99999692419955344,1.0,18.999999977587866,1.9982481659773961e-07,1.2482668715346586e-06,1.2345250011366321e-06,1.8074119237984708e-08,8.530735591317518e-13,4.0398851323905074e-08,1.4546927766894905e-07,4.309338568687803e-11,1.8483655433750393e-07,4.3371865744984611e-09,2.9936906799771625e-16,1.8030641860877821e-11,4.7646984729919019e-17,5.7447399338548218e-12,4.5630531070326119e-14,4.5666418570757226e-14,2.4419495573421029e-17,1.1468004857702327e-17,7.6589420630784048e-17,1.162048729868741e-31,1.1014332152467247e-31,1.1014341778454274e-31,1.5160131135269053e-16
5.792554357494642e-12,0.3649521884853843,154.0,0.0,0.0,0.0,0.99999686558639445,1.0,18.9999999767976,2.0363376554902318e-07,1.2720376172841485e-06,1.2577167749381219e-06,1.8758625532512798e-08,8.6931901129625916e-13,4.0399425171955242e-08,1.4857412106067827e-07,4.3105112049466327e-11,1.8878163952483217e-07,4.442926448081339e-09,3.1070695075458922e-16,1.8722639066237627e-11,4.880861515083248e-17,5.9638439370280337e-12,4.8277699072326082e-14,4.8315794393563813e-14,2.5878452707280687e-17,1.2216868530449676e-17,8.1217490035227385e-17,1.3256634151417458e-31,1.2565142262898045e-31,1.2565153454073533e-31,1.607051592306202e-16
5.90090404347011e-12,0.36495218848371036,154.0,0.0,0.0,0.0,0.99999680697323257,1.0,18.999999975994925,2.074427137717218e-07,1.2958082527550611e-06,1.2808962357565788e-06,1.9455437884596865e-08,8.8556438808442514e-13,4.0399905032376071e-08,1.5167900480137033e-07,4.3115574025084394e-11,1.927267760207385e-07,4.5487738012651725e-09,3.2224866827511407e-16,1.9427648144571746e-11,4.9971426332603244e-17,6.1869737337242016e-12,5.1024850848893363e-14,5.1065243163122206e-14,2.7394187535868089e-17,1.2998126692988186e-17,8.6034417053579382e-17,1.5086152594362643e-31,1.4299239671851636e-31,1.4299252646346328e-31,1.701761181477681e-16
6.009253729445577e-12,0.36495218848201055,154.0,0.0,0.0,0.0,0.99999674836006702,1.0,18.999999975179868,2.1125166126583555e-07,1.319578786457391e-06,1.3040634057680385e-06,2.016453412038452e-08,9.0180969531374789e-13,4.0400306240693964e-08,1.5478392227483371e-07,4.3124907916117596e-11,1.9667195541854296e-07,4.6547201240477487e-09,3.3399385327655021e-16,2.0145668974577625e-11,5.1135324785143799e-17,6.4141253096470896e-12,5.3873805719110012e-14,5.3916585959150979e-14,2.8967765533151348e-17,1.3812474507827742e-17,9.1044421634001602e-17,1.7127687404098045e-31,1.6234297026431089e-31,1.6234312027898953e-31,1.8002214853791975e-16
6.225953101396513e-12,0.3649521884785339,154.0,0.0,0.0,0.0,0.99999663113372395,1.0,18.999999973512722,2.1886955406830884e-07,1.3671195792695977e-06,1.3503609618744194e-06,2.1619489747331422e-08,9.3430012208613011e-13,4.0400921744309824e-08,1.6099383726137558e-07,4.3140664296456576e-11,2.04562416035133e-07,4.8668789650804664e-09,3.5809315989876764e-16,2.1620745459276273e-11,5.3466046088768959e-17,6.8804777707913496e-12,5.9884392950312874e-14,5.9932228874685847e-14,3.2292707616167117e-17,1.5543216756835017e-17,1.0166066453480006e-16,2.1928501889878114e-31,2.078472787467356e-31,2.0784747775533398e-31,2.0087145426547421e-16
6.442652473347448e-12,0.3649521884749547,154.0,0.0,0.0,0.0,0.99999651390736299,1.0,18.999999971796392,2.2648744395644369e-07,1.414660051254098e-06,1.3966096198677954e-06,2.3123315820207704e-08,9.6679032956942986e-13,4.0401351224094843e-08,1.6720383170388066e-07,4.3153205000600762e-11,2.1245297777139182e-07,5.079347437789103e-09,3.8300194557218823e-16,2.314786775404978e-11,5.580016897706959e-17,7.362869321167348e-12,6.6323979089188133e-14,6.6377255515173944e-14,3.5861781515526857e-17,1.7414644470316912e-17,1.1310046253911421e-16,2.7837785147732128e-31,2.6385825121840596e-31,2.6385851267480573e-31,2.2331751333149978e-16
6.659351845298383e-12,0.36495218847127314,154.0,0.0,0.0,0.0,0.99999639668098184,1.0,18.999999970031109,2.3410533093024062e-07,1.4622002495112495e-06,1.4428095557229071e-06,2.4675836381593802e-08,9.9928034995605821e-13,4.040165060201413e-08,1.7341388147598941e-07,4.3163186308344033e-11,2.2034360997183027e-07,5.2920784417591773e-09,4.0871729577777421e-16,2.4727035224532028e-11,5.8137176009291911e-17,7.8612680532159273e-12,7.3207053563066818e-14,7.3266169332775358e-14,3.968347285579985e-17,1.9432296852769608e-17,1.2539844483817981e-16,3.5060621874274641e-31,3.3231981468258383e-31,3.3232015508633241e-31,2.4742536129296591e-16
6.876051217249318e-12,0.3649521884674901,154.0,0.0,0.0,0.0,0.99999627945457958,1.0,18.999999968217082,2.4172321498970044e-07,1.5097402139831558e-06,1.4889609447809947e-06,2.627687610750801e-08,1.0317702105458422e-12,4.0401859069435352e-08,1.7962396966940748e-07,4.3171130774365167e-11,2.2823429115239383e-07,5.5050320348348824e-09,4.3523630648861018e-16,2.6358247344488813e-11,6.0476628384643523e-17,8.3756421508025583e-12,8.0548076986408085e-14,8.0613444939694084e-14,4.3766250375651629e-17,2.1601702910366146e-17,1.3858962413126894e-16,4.3831274768307037e-31,4.1545246945755543e-31,4.1545290890667143e-31,2.7326062844776304e-16
7.0927505892002536e-12,0.36495218846360594,154.0,0.0,0.0,0.0,0.99999616222815524,1.0,18.999999966354522,2.4934109613482354e-07,1.5572799785312564e-06,1.5350639617520765e-06,2.7926260305126399e-08,1.0642599344825175e-12,4.0402003909292719e-08,1.8583408451348472e-07,4.3177454042816022e-11,2.3612500635703254e-07,5.7181743555284695e-09,4.6255608413213574e-16,2.8041503676509654e-11,6.2818154103983202e-17,8.905959888908948e-12,8.8361481243510601e-14,8.8433528190782076e-14,4.8118565976363262e-17,2.3928381295148762e-17,1.5270939475197753e-16,5.4416176502598182e-31,5.1578165045570361e-31,5.1578221327693077e-31,3.008895359612336e-16
7.309449961151189e-12,0.36495218845962096,154.0,0.0,0.0,0.0,0.99999604500170802,1.0,18.999999964443631,2.5695897436561068e-07,1.604819571860464e-06,1.5811187807172213e-06,2.9623814910510733e-08,1.0967495413853928e-12,4.0402104105655297e-08,1.9204421781794241e-07,4.3182486670224306e-11,2.4401574517899607e-07,5.9314766988804003e-09,4.9067374555251173e-16,2.9776803855981015e-11,6.5161437817307042e-17,9.452189633325909e-12,9.6661669570915636e-14,9.674083626587243e-14,5.2748854770164362e-17,2.6417840186644608e-17,1.6779353080251667e-16,6.711711087031129e-31,6.3616788179063394e-31,6.361685972547896e-31,3.3037889201583668e-16
7.526149333102124e-12,0.3649521884555355,154.0,0.0,0.0,0.0,0.99999592777523749,1.0,18.999999962484605,2.6457684968206238e-07,1.6523590183097784e-06,1.627125575130814e-06,3.1369366486344413e-08,1.1292390478897193e-12,4.0402172974640991e-08,1.9825436383782037e-07,4.3186491778919346e-11,2.5190650031861043e-07,6.1449147258475304e-09,5.1958641797311882e-16,3.1564147577835898e-11,6.7506212138160722e-17,1.0014299840347336e-11,1.0546301663950904e-13,1.055497577518418e-13,5.766553512838504e-17,2.9075577204360913e-17,1.8387818429658925e-16,8.2274588700651664e-31,7.7983877775798156e-31,7.7983968088852283e-31,3.6179608798391203e-16
7.74284870505306e-12,0.3649521884513501,154.0,0.0,0.0,0.0,0.99999581054874298,1.0,18.999999960477648,2.7219472208417939e-07,1.6998983385198622e-06,1.6730845178228116e-06,3.316274221967654e-08,1.161728468102974e-12,4.040221991102176e-08,2.0446451851994114e-07,4.3189678956401466e-11,2.5979726662581787e-07,6.3584677957255227e-09,5.4929123895918912e-16,3.3403534585822112e-11,6.9852250309694619e-17,1.0592259056465385e-11,1.1477986863631824e-13,1.1487465272439559e-13,6.2877008729425048e-17,3.1907079347939691e-17,2.0099988331131705e-16,1.0027142862922589e-30,9.5042298580810474e-31,9.5042411829167523e-31,3.9520909462410288e-16
7.959548077003995e-12,0.3649521884470652,154.0,0.0,0.0,0.0,0.99999569332222427,1.0,18.999999958422936,2.7981259157196211e-07,1.7474375499939429e-06,1.7189957810009894e-06,3.5003769919674244e-08,1.1942178139882256e-12,4.040225150974952e-08,2.106746790190508e-07,4.3192215091849787e-11,2.6768804048537584e-07,6.5721184052470785e-09,5.7978535638057921e-16,3.5294964663866827e-11,7.2199360042649259e-17,1.1186035918066844e-11,1.2462654334600779e-13,1.2472985282957362e-13,6.8391660606543043e-17,3.4917822959350044e-17,2.1919553014834503e-16,1.2153655026577557e-30,1.1519861430257606e-30,1.1519875542340856e-30,4.3068645830158015e-16
8.17624744895493e-12,0.36495218844268107,154.0,0.0,0.0,0.0,0.99999557609568146,1.0,18.999999956320661,2.8743045814541115e-07,1.7949766675725658e-06,1.7648595362531837e-06,3.6892278015383197e-08,1.2267070956886315e-12,4.0402272360311385e-08,2.1688484335511114e-07,4.3194232982539641e-11,2.7557881938140347e-07,6.7858517138273796e-09,6.1106592837467293e-16,3.7238437629024109e-11,7.4547378299746202e-17,1.1795599151130565e-11,1.3501733023208427e-13,1.3512966136498012e-13,7.4217859195472925e-17,3.8113273700412216e-17,2.385023995041349e-16,1.4654898378145869e-30,1.3890688842603156e-30,1.3890706323933091e-30,4.6829729723172865e-16
8.392946820905865e-12,0.3649521884381981,154.0,0.0,0.0,0.0,0.99999545886911412,1.0,18.999999954171003,2.9504832180452718e-07,1.8425157038384026e-06,1.8106759545495195e-06,3.8828095553495991e-08,1.2591963218041144e-12,4.0402285660242914e-08,2.2309501014861239e-07,4.3195838293350768e-11,2.8346960156106501e-07,6.9996551387567517e-09,6.4313012330941866e-16,3.9233953325633132e-11,7.6896166848512395e-17,1.2420917570926032e-11,1.4596649051781837e-13,1.4608835336074145e-13,8.0363956381873092e-17,4.1498886541184701e-17,2.5895813664946749e-16,1.7584209967878948e-30,1.6667269375945322e-30,1.666729090954976e-30,5.0811129774694162e-16
8.6096461928568e-12,0.36495218843361665,154.0,0.0,0.0,0.0,0.9999953416425218,1.0,18.999999951974154,3.0266618254931073e-07,1.8900546694608127e-06,1.8564452062446384e-06,4.0811052196128709e-08,1.2916854996268696e-12,4.0402293661077998e-08,2.2930517842817726e-07,4.3197115148567052e-11,2.9136038579010699e-07,7.2135180106390427e-09,6.759751197465016e-16,4.1281511620496526e-11,7.9245608475958419e-17,1.3061960081712976e-11,1.5748825726688704e-13,1.5762017566019296e-13,8.6838287548610087e-17,4.5080105757306466e-17,2.8060075561815883e-16,2.1000806413967043e-30,1.9905733583137983e-30,1.9905759967245098e-30,5.501987105864092e-16
8.826345564807735e-12,0.3649521884289373,154.0,0.0,0.0,0.0,0.99999522441590505,1.0,18.999999949730281,3.1028404037976239e-07,1.9375935734873406e-06,1.9021674610799116e-06,4.2840978218605412e-08,1.3241746353405962e-12,4.0402297955304165e-08,2.3551534750676032e-07,4.3198130545135039e-11,2.9925117119555407e-07,7.427431281892259e-09,7.0959810640464452e-16,4.3381112398944833e-11,8.1595603786193715e-17,1.3718695676442087e-11,1.6959683546373646e-13,1.697393470002944e-13,9.364917162287752e-17,4.8862364935043726e-17,3.0346863740496206e-16,2.4970252613478256e-30,2.3668229600066293e-30,2.3668261763816369e-30,5.9463034720888932e-16
9.04304493675867e-12,0.36495218842416005,154.0,0.0,0.0,0.0,0.99999510718926332,1.0,18.999999947439562,3.1790189529588274e-07,1.985132423589924e-06,1.9478428881856501e-06,4.4917704507250561e-08,1.3566637341887834e-12,4.0402299658749189e-08,2.4172551690296075e-07,4.3198937822721195e-11,3.0714195716572775e-07,7.6413872805426604e-09,7.4399628212304404e-16,4.5532755561629493e-11,8.3946068495631462e-17,1.4391093436456801e-11,1.8230640209366822e-13,1.8246005809177377e-13,1.0080491112315155e-16,5.2851086982325746e-17,3.276005281726112e-16,2.9564954195483956e-30,2.8023389964726277e-30,2.802342898554479e-30,6.4147757612837773e-16
9.259744308709606e-12,0.36495218841928573,154.0,0.0,0.0,0.0,0.99999498996259684,1.0,18.999999945102182,3.2551974729767247e-07,2.032671226273615e-06,1.9934716560833003e-06,4.7041062557189526e-08,1.3891528006173663e-12,4.0402299545312121e-08,2.479356862828962e-07,4.3199579429117106e-11,3.1503274327638932e-07,7.8553795015021931e-09,7.7916685582493726e-16,4.7736441021883828e-11,8.6296931139981948e-17,1.5079122531196114e-11,1.956311062226517e-13,1.9579647169900172e-13,1.0831379220598549e-16,5.7051684144016032e-17,3.5303553746793722e-16,3.4864674217080919e-30,3.3046821419208874e-30,3.3046868541968009e-30,6.9081231927251578e-16
9.693143052611476e-12,0.3649521884092462,154.0,0.0,0.0,0.0,0.99999475550918915,1.0,18.999999940288102,3.4075544255826197e-07,2.1277487105405479e-06,2.0845898853089434e-06,5.1427002952333339e-08,1.4541308506749825e-12,4.0402295809883583e-08,2.603560241560959e-07,4.3200492767970181e-11,3.3081431485455308e-07,8.2834514539764256e-09,8.5181408307501569e-16,5.229993854005108e-11,9.0999617811492311e-17,1.6501951841309626e-11,2.2418238412126156e-13,2.243729182630705e-13,1.2442404221516934e-16,6.6110099593714285e-17,4.0797315613059833e-16,4.7938348161214675e-30,4.5438961014599592e-30,4.5439028853491576e-30,7.972347813805597e-16
1e-11,0.3649521883988219,154.0,0.0,0.0,0.0,0.9999945895103618,1.0,18.999999936767914,3.5154268167668739e-07,2.1950658203347242e-06,2.148992111131407e-06,5.4644006863836987e-08,1.5001368484237864e-12,4.0402291442134559e-08,2.6914992700509045e-07,4.3200925192265908e-11,3.4198805372710482e-07,8.5865923312505379e-09,9.0509945612892598e-16,5.5656878245679782e-11,9.4329844328077259e-17,1.7546948562505463e-11,2.4598082370851181e-13,2.4619063704655947e-13,1.3674062548607789e-16,7.3072712561574071e-17,4.5029228035062506e-16,5.9551465573039374e-30,5.6446713773710488e-30,5.6446800726785875e-30,8.7909619700612823e-16
1.0126541796513347e-11,0.3649521883988219,154.0,0.0,0.0,0.0,0.99999452105568132,1.0,18.99999993528942,3.5599112616153576e-07,2.2228260610956848e-06,2.1755234848342667e-06,5.5997463457982913e-08,1.5191088093024474e-12,4.0402289433371334e-08,2.7277635996825068e-07,4.3201066502766992e-11,3.465958844585263e-07,8.7116123314822983e-09,9.2751765984556229e-16,5.7071604439599254e-11,9.5703281405126916e-17,1.7986938712981877e-11,2.5536330631612479e-13,2.5558143289829583e-13,1.4204588543234916e-16,7.6080696738662396e-17,4.6860157023324652e-16,6.4997777578034252e-30,6.1609130591562215e-30,6.1609226703362066e-30,9.1448404029568684e-16
1.0559940540415217e-11,0.36495218838801524,154.0,0.0,0.0,0.0,0.99999428660207335,1.0,18.999999930107478,3.7122679810749828e-07,2.3179033030416305e-06,2.2662737811343889e-06,6.0751117729431449e-08,1.5840866936555518e-12,4.0402281842456687e-08,2.8519669310384752e-07,4.3201426120561767e-11,3.6237745130622429e-07,9.1398370311255413e-09,1.0062556168618085e-15,6.2051438303027612e-11,1.0040764614283427e-16,1.9533839643096778e-11,2.8928606831783541e-13,2.8953431973647028e-13,1.6124502681729021e-16,8.7006391817649533e-17,5.3524655806271746e-16,8.7004451291164343e-30,8.2468727100463994e-30,8.2468861285980494e-30,1.0431550280487958e-15
1.0993339284317088e-11,0.36495218837682925,154.0,0.0,0.0,0.0,0.99999405214836556,1.0,18.999999924743609,3.864624583961543e-07,2.4129804544388012e-06,2.3568420911511191e-06,6.5686648954323823e-08,1.6490645160768348e-12,4.0402273732707234e-08,2.9761702326279747e-07,4.3201651186784555e-11,3.7815901501634701e-07,9.5681074921966424e-09,1.0880061427407111e-15,6.7239439780388464e-11,1.0511251361134691e-16,2.1142412509898752e-11,3.260624264975363e-13,3.2634344334421154e-13,1.8208691397713212e-16,9.8929932698043542e-17,6.0823954381496682e-16,1.1509597177912274e-29,1.0909609093077037e-29,1.090962757626865e-29,1.1838511893504634e-15
