Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159)
2.8451456113558967e-11,0.4632033979356355,154.0,0.0,0.0,0.0,0.99991575350221884,1.0,18.999998891554199,4.0575483870724315e-06,2.3355843639963877e-05,2.2247414279991055e-05,1.1084375813899917e-06,8.221417168533963e-12,5.9021592077708647e-07,1.275473215702776e-05,1.8912273705919891e-09,2.0130406366358507e-05
2.949830332119404e-11,0.46320339774636615,154.0,0.0,0.0,0.0,0.99991265440412647,1.0,18.999998820047523,4.2068305621946691e-06,2.4215127052318154e-05,2.3035191613556452e-05,1.1799439626533412e-06,8.5238916366092764e-12,5.9021424084001122e-07,1.3232278517924137e-05,1.8912215083847937e-09,2.0884110178786717e-05
3.054515052882912e-11,0.46320339755306933,154.0,0.0,0.0,0.0,0.99990955532135273,1.0,18.999998747019252,4.3561118943043362e-06,2.5074405137867872e-05,2.382144203685543e-05,1.2529719273766669e-06,8.8263642269479093e-12,5.9021256095356768e-07,1.37098232033707e-05,1.8912156443927592e-09,2.1637811844765811e-05
3.15919977364642e-11,0.46320339735588095,154.0,0.0,0.0,0.0,0.99990645625389729,1.0,18.999998672520746,4.5053923834058703e-06,2.5933677896638974e-05,2.4606216898903441e-05,1.3274701265704786e-06,9.1288349395162576e-12,5.902108810509132e-07,1.4187366213400892e-05,1.8912097825039253e-09,2.2391511364346832e-05
3.263884494409928e-11,0.4632033971549325,154.0,0.0,0.0,0.0,0.99990335720176016,1.0,18.999998596601628,4.6546720295037057e-06,2.6792945328657192e-05,2.5389565816654848e-05,1.4033889433061283e-06,9.4313037742830159e-12,5.9020920112953432e-07,1.4664907548023676e-05,1.8912039223201237e-09,2.3145208737542184e-05
3.473253935936943e-11,0.46320339674225813,154.0,0.0,0.0,0.0,0.99989715914344057,1.0,18.999998440691691,4.9532287927060144e-06,2.8511464212536956e-05,2.6952175971711488e-05,1.5592982770612854e-06,1.0036235810294714e-11,5.9020584125078188e-07,1.5619985191071353e-05,1.8911922057396659e-09,2.4652597044807254e-05
3.661686433311257e-11,0.4632033963592203,154.0,0.0,0.0,0.0,0.99989158094334085,1.0,18.99999829597856,5.2219269965599295e-06,3.0058112990788146e-05,2.8354112699253453e-05,1.7040108722029173e-06,1.0580668220345142e-11,5.9020281753378527e-07,1.6479549339910596e-05,1.8911816527886684e-09,2.6009239180672983e-05
3.8501189306855706e-11,0.46320339596584836,154.0,0.0,0.0,0.0,0.99988600279287154,1.0,18.999998147361076,5.4906224691508257e-06,3.1604744510751665e-05,2.9752127829805737e-05,1.8526278060404735e-06,1.1125094545912876e-11,5.9019979386867005e-07,1.7339108060511424e-05,1.8911710951480407e-09,2.7365874362350704e-05
4.038551428059884e-11,0.46320339556276124,154.0,0.0,0.0,0.0,0.99988042469203187,1.0,18.999997995073258,5.7593152105045673e-06,3.3151358772571068e-05,3.1146455364795583e-05,2.0049150772902791e-06,1.1669514786876779e-11,5.9019677015001834e-07,1.8198661352960637e-05,1.8911605460524357e-09,2.872250258996723e-05
4.226983925434198e-11,0.4632033951505415,154.0,0.0,0.0,0.0,0.99987484664082149,1.0,18.999997839335073,6.0280052206470142e-06,3.4697955776388247e-05,3.253731526677062e-05,2.1606527235465595e-06,1.221392894313487e-11,5.9019374642868131e-07,1.9058209217285538e-05,1.8911500007668221e-09,3.0079123863555464e-05
4.415416422808511e-11,0.46320339472973626,154.0,0.0,0.0,0.0,0.99986926863924031,1.0,18.999997680353278,6.2966924996040296e-06,3.6244535522343478e-05,3.3924914312576661e-05,2.3196339681038418e-06,1.2758337014585258e-11,5.9019072277223569e-07,1.9917751653507054e-05,1.8911394484289495e-09,3.1435738183138232e-05
4.603848920182825e-11,0.46320339430086027,154.0,0.0,0.0,0.0,0.99986369068728753,1.0,18.99999751832231,6.5653770474014743e-06,3.7791098010575592e-05,3.5309446917065852e-05,2.481664396248729e-06,1.3302739001178921e-11,5.9018769915801033e-07,2.077728866168048e-05,1.8911288944626527e-09,3.279234554879263e-05
4.792281417557138e-11,0.46320339386439735,154.0,0.0,0.0,0.0,0.99985811278496284,1.0,18.999997353424952,6.8340588640652099e-06,3.9337643241221938e-05,3.6691095877083465e-05,2.6465612112733708e-06,1.3847134902766179e-11,5.9018467555184946e-07,2.1636820241865481e-05,1.8911183470094967e-09,3.4148945960602641e-05
4.980713914931452e-11,0.46320339342080247,154.0,0.0,0.0,0.0,0.99985253493226611,1.0,18.999997185833042,7.1027379496210997e-06,4.0884171214418548e-05,3.8070033026632766e-05,2.8141525793105004e-06,1.439152471953196e-11,5.9018165196526881e-07,2.2496346394104345e-05,1.8911078000240836e-09,3.5505539418624771e-05
5.169146412305765e-11,0.46320339297050234,154.0,0.0,0.0,0.0,0.99984695712919658,1.0,18.999997015708072,7.3714143040950029e-06,4.2430681930300191e-05,3.9446419867985386e-05,2.9842769982232539e-06,1.4935908450740618e-11,5.9017862841652417e-07,2.3355867118436779e-05,1.8910972475762849e-09,3.686212592291153e-05
5.357578909680079e-11,0.4632033925138997,154.0,0.0,0.0,0.0,0.9998413793757539,1.0,18.999996843201892,7.6400879275127809e-06,4.3977175389000384e-05,4.0820408228781676e-05,3.1567826405047962e-06,1.5480286098334793e-11,5.9017560489984757e-07,2.4215382414911625e-05,1.8910866958302811e-09,3.8218705473529826e-05
5.5460114070543923e-11,0.4632033920513723,154.0,0.0,0.0,0.0,0.99983580167193797,1.0,18.999996668457264,7.9087588199002895e-06,4.5523651590651556e-05,4.2192140893147686e-05,3.3315267221615325e-06,1.6024657656604852e-11,5.9017258140547185e-07,2.5074892283579276e-05,1.8910761488221577e-09,3.9575278070548981e-05
5.734443904428706e-11,0.46320339158327556,154.0,0.0,0.0,0.0,0.99983022401774801,1.0,18.999996491608449,8.1774269812833971e-06,4.7070110535385026e-05,4.3561752120855951e-05,3.5083749835521966e-06,1.6569023141836103e-11,5.9016955793622465e-07,2.5934396724485317e-05,1.8910656006160068e-09,4.0931843714030747e-05
5.92287640180302e-11,0.463203391109943,154.0,0.0,0.0,0.0,0.99982464641318369,1.0,18.999996312781644,8.4460924116879585e-06,4.8616552223331126e-05,4.4929368080551901e-05,3.6872012561617193e-06,1.7113382507215452e-11,5.9016653449730842e-07,2.6793895737674411e-05,1.8910550487571507e-09,4.2288402404035453e-05
6.111308899177333e-11,0.4632033906316885,154.0,0.0,0.0,0.0,0.9998190688582449,1.0,18.999996132095362,8.7147551111398387e-06,5.0162976654619061e-05,4.6295107323374027e-05,3.867886988980907e-06,1.7657735887052367e-11,5.9016351108734092e-07,2.7653389323193761e-05,1.8910444987205711e-09,4.3644954140627372e-05
6.299741396551646e-11,0.46320339014880735,154.0,0.0,0.0,0.0,0.99981349135293085,1.0,18.999995949661102,8.9834150796648925e-06,5.1709383829377633e-05,4.7659081331967324e-05,4.0503206994931957e-06,1.8202082895844034e-11,5.9016048770355446e-07,2.8512877481091071e-05,1.891033951686217e-09,4.500149892387163e-05
6.48817389392596e-11,0.4632033896615777,154.0,0.0,0.0,0.0,0.99980791389724155,1.0,18.999995765583773,9.2520723172889782e-06,5.3255773747733302e-05,4.9021395005343867e-05,4.2343974888140586e-06,1.8746424640011389e-11,5.9015746434662171e-07,2.9372360211412746e-05,1.8910234027845515e-09,4.635803675383126e-05
6.676606391300273e-11,0.4632033891702601,154.0,0.0,0.0,0.0,0.99980233649117634,1.0,18.999995579961979,9.520726824037959e-06,5.4802146409815981e-05,5.0382146966694856e-05,4.4200187338790628e-06,1.929075794405901e-11,5.9015444101801384e-07,3.0231837514204885e-05,1.8910128518222927e-09,4.7714567630568828e-05
6.865038888674587e-11,0.4632033886750989,154.0,0.0,0.0,0.0,0.99979675913473487,1.0,18.999995392888341,9.7893785999376932e-06,5.6348501815742521e-05,5.1741429816767361e-05,4.6070918340670758e-06,1.9835091921939877e-11,5.9015141771740634e-07,3.1091309389514263e-05,1.8910023029875999e-09,4.9071091554147982e-05
7.0534713860489e-11,0.4632033881763248,154.0,0.0,0.0,0.0,0.99979118182791671,1.0,18.999995204449824,1.0058027645014041e-05,5.7894839965664282e-05,5.3099330541914729e-05,4.795529803149973e-06,2.0379400415955288e-11,5.9014839444401708e-07,3.1950775837387841e-05,1.8909917557456673e-09,5.0427608524632651e-05
7.241903883423214e-11,0.4632033876741556,154.0,0.0,0.0,0.0,0.99978560457072185,1.0,18.999995014728331,1.0326673959292855e-05,5.9441160859630753e-05,5.4455931030451661e-05,4.9852507529375905e-06,2.0923758500789788e-11,5.9014537119800085e-07,3.2810236857872209e-05,1.8909812066115314e-09,5.1784118542086179e-05
7.430336380797528e-11,0.4632033871687953,154.0,0.0,0.0,0.0,0.9997800273631493,1.0,18.999994823800982,1.0595317542799995e-05,6.0987464497981295e-05,5.5811308409971218e-05,5.1761775559607756e-06,2.1467950706373469e-11,5.9014234797977249e-07,3.3669692451013893e-05,1.8909706566238691e-09,5.3140621606571767e-05
7.618768878171841e-11,0.46320338666043365,154.0,0.0,0.0,0.0,0.99977445020519917,1.0,18.999994631740172,1.0863958395561325e-05,6.2533750880523347e-05,5.716553506876066e-05,5.3682378240555244e-06,2.2012292842390036e-11,5.9013932478925948e-07,3.4529142616859533e-05,1.8909601082654632e-09,5.4497117718152883e-05
