Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119)
8.290524880975043e-07,0.3626909588274933,154.0,0.0,0.0,0.0,0.97793075100099069,1.0,18.993173938850315,0.0016649956132069805,0.0055480055898179757,0.0015111621539729769,0.003644190599118208,9.0416270970161836e-09,2.0628170095419154e-10,0.000103707491821483,2.7988585064195931e-14,8.7420609425812576e-05,6.1188386530665098e-05,1.3173130345071679e-10,0.0038103527832819653,1.3585466256829759e-12,9.4675000599032823e-08,5.1777229941882547e-05,5.5477745306403898e-05,5.7884221516088101e-08,4.2158007269045403e-08,0.0028115116394643283,2.6277342575021052e-08,3.5616379128165215e-08,3.5832042793735053e-08,0.002770400722041935,0.00022287559067469422,0.00012608957591515166,8.410939155317225e-13,1.7628644353722475e-09,2.0328861500751196e-09,3.4049625908026603e-06,8.2353951785046869e-09,5.9015939703349201e-11,2.3592435120730576e-12,1.0299046087938038e-07,1.2824729441577094e-08,2.1314223453123518e-07,4.1271219018772653e-07,6.2562816107916211e-09,6.1684497146017928e-07,7.4639211570118946e-08
8.420842707415423e-07,0.362690747525096,154.0,0.0,0.0,0.0,0.97757648395487606,1.0,18.993061897962825,0.0016873516180522013,0.0055788093389250457,0.0015166119473274432,0.0036573277364113036,9.0917798664467789e-09,2.0621039674592462e-10,0.00010531812765122201,2.7978445865253811e-14,8.8780065919091122e-05,6.1527794202282399e-05,1.3220618866101057e-10,0.0039069248306309225,1.3660823881615635e-12,9.5017679755185483e-08,5.295315059013275e-05,5.6837264236627497e-05,5.9198525003496681e-08,4.3115238437807709e-08,0.0029029534742881103,2.7873177094119625e-08,3.7987976387580361e-08,3.822224870739528e-08,0.0028601995231610907,0.0002260697965026353,0.0001315945360828667,8.6843788119949328e-13,1.7905746818918637e-09,2.0647899479116132e-09,3.5735711040855615e-06,8.5035391750712165e-09,6.1974589684109024e-11,2.4357242599251585e-12,1.06558432953554e-07,1.3244259768544781e-08,2.2418134294161774e-07,4.3414316239526541e-07,6.6292626096896461e-09,6.5123201252558255e-07,7.9314812735708279e-08
8.551160533855802e-07,0.36269053621504826,154.0,0.0,0.0,0.0,0.97722234751680215,1.0,18.992949808380736,0.0017096003682593379,0.0056085347148399425,0.0015217515567572881,0.0036697159745290339,9.1401746643675099e-09,2.0613911878141999e-10,0.00010692815623870848,2.7968310406765225e-14,9.0139058618253723e-05,6.185530485118566e-05,1.3265400243938999e-10,0.0040039871971598359,1.3733540047566142e-12,9.5340875325610109e-08,5.4128641049349184e-05,5.8201554442246076e-05,6.051233344267883e-08,4.4072109084903715e-08,0.0029952579625855346,2.9528770648342896e-08,4.0466853390193539e-08,4.0720960476624147e-08,0.0029507664547079805,0.00022919773661838938,0.00013720505341918059,8.9603946187902867e-13,1.8182754786652041e-09,2.0966817175076317e-09,3.746830765183685e-06,8.7742184725610888e-09,6.5016155289223904e-11,2.51285943225484e-12,1.1016321999897562e-07,1.3667470190421133e-08,2.3556193702347802e-07,4.5623903827358113e-07,7.0165757145285974e-09,6.8679830743660634e-07,8.4181358363196895e-08
8.681478360296181e-07,0.36269032490180697,154.0,0.0,0.0,0.0,0.97686834653616883,1.0,18.992837674140702,0.0017317423310599588,0.0056372166635152449,0.0015265932886731448,0.0036813850341986397,9.1868684711924418e-09,2.0606786810575962e-10,0.00010853757781208573,2.7958178824166462e-14,9.1497587413748443e-05,6.2171304090503373e-05,1.3307581913717973e-10,0.0041015211112443552,1.380370037125277e-12,9.5645359856731646e-08,5.5303415655475827e-05,5.9570342214558395e-05,6.182532749077005e-08,4.5028386625597579e-08,0.0030883940063342634,3.1244627218385538e-08,4.3055307736465719e-08,4.3330530492990991e-08,0.003042068973713943,0.00023225974308647721,0.00014291917847657649,9.2388935533535296e-13,1.8459668232472645e-09,2.1285614632738028e-09,3.9247437733732529e-06,9.04734173158203e-09,6.8140697272623277e-11,2.5906213096264627e-12,1.138034814444553e-07,1.4094207447368735e-08,2.4728639368596516e-07,4.7900447286329165e-07,7.4184243343603839e-09,7.235553414396617e-07,8.9241897478495817e-08
8.81179618673656e-07,0.3626901135897461,154.0,0.0,0.0,0.0,0.97651448560718179,1.0,18.992725499168348,0.0017537779718103954,0.0056648893054314,0.0015311491046728449,0.0036923638029972717,9.2319169207914274e-09,2.0599664569521719e-10,0.00011014639260727658,2.7948051247776528e-14,9.2855652211136245e-05,6.2476168420642398e-05,1.3347268299009064e-10,0.0041995084207398477,1.3871388445883567e-12,9.59318842818346e-08,5.647720179777865e-05,6.0943364763541965e-05,6.3137202405075901e-08,4.5983849108847656e-08,0.0031823312533797283,3.302120373603735e-08,4.5755605056068253e-08,4.6053280328078458e-08,0.0031340754309921999,0.00023525622855051476,0.00014873494148113359,9.519784826124548e-13,1.8736487135054987e-09,2.1604291897805275e-09,4.1073103877682827e-06,9.3228197992780192e-09,7.1348240733753855e-11,2.6689829337720237e-12,1.1747790887046983e-07,1.4524322430987754e-08,2.593569721766846e-07,5.0244389064028673e-07,7.8350059337239821e-09,7.6151413483836289e-07,9.4499396590068455e-08
8.942114013176939e-07,0.36268990228315295,154.0,0.0,0.0,0.0,0.97616076908613936,1.0,18.992613287278644,0.0017757077539923951,0.0056915859242929875,0.0015354306201584371,0.0037026803320480664,9.2753742819766499e-09,2.0592545243275139e-10,0.00011175460086757687,2.7937927807531267e-14,9.4213252930756567e-05,6.2770265102229188e-05,1.3384560800281961e-10,0.004297931577681686,1.3936685813074107e-12,9.620117783082154e-08,5.7649739514785234e-05,6.2320369907313601e-05,6.4447667590946861e-08,4.693828488814846e-08,0.0032770401070722449,3.485891054984075e-08,4.8569978020893395e-08,4.8891499729988023e-08,0.0032267550759285269,0.00023818767952349959,0.00015465035725069587,9.8029799090093312e-13,1.9013211476130903e-09,2.1922849017495434e-09,4.2945290246709496e-06,9.6005657381201354e-09,7.4638776877308111e-11,2.7479181116853018e-12,1.2118522658180571e-07,1.4957670212887866e-08,2.7177581814906185e-07,5.265614934613053e-07,8.2665120669511671e-09,8.006852544993707e-07,9.9956739693900791e-08
9.072431839617318e-07,0.3626896909862248,154.0,0.0,0.0,0.0,0.97580720110753516,1.0,18.992501042176603,0.0017975321392142711,0.0057173389592070772,0.0015394491041719296,0.0037123618356684819,9.3172934463282859e-09,2.0585428921553381e-10,0.0001133622028432766,2.7927808618019878e-14,9.5570389507387818e-05,6.3053952077616595e-05,1.341955779240145e-10,0.0043967736228465483,1.39996719457594e-12,9.6453948016818654e-08,5.8820781091362613e-05,6.3701115760857597e-05,6.5756446150849249e-08,4.7891492292583682e-08,0.0033724917327994496,3.6758111972514085e-08,5.1500625453736189e-08,5.1847445715044052e-08,0.0033200780580018843,0.00024105464999938238,0.00016066342979900654,1.0088392554170414e-12,1.9289841240421134e-09,2.2241286040460562e-09,4.4863963525042313e-06,9.8804948455094693e-09,7.8012264731732602e-11,2.8274014169351941e-12,1.249241920269394e-07,1.5394110057449044e-08,2.8454496768753537e-07,5.5136126843030907e-07,8.713128422316732e-09,8.4107882555428516e-07,1.0561672844798207e-07
9.202749666057697e-07,0.36268947970306725,154.0,0.0,0.0,0.0,0.97545378559903528,1.0,18.99238876745822,0.0018192515872125252,0.0057421800000654437,0.0015432154803435606,0.0037214346936760784,9.35772592031865e-09,2.0578315689008465e-10,0.0001149691987913065,2.7917693788900615e-14,9.6927061889903998e-05,6.3327577915893646e-05,1.3452354633681924e-10,0.0044960181702331115,1.4060424235673172e-12,9.669088069254142e-08,5.9990090658153409e-05,6.5085370425070301e-05,6.7063274436267083e-08,4.8843279300823495e-08,0.0034686580616820786,3.8719126903552086e-08,5.4549711528640428e-08,5.4923341750736817e-08,0.0034140154253450767,0.00024385775538336246,0.00016677215663349218,1.0375938805667208e-12,1.9566376415565908e-09,2.2559603016714142e-09,4.6829073841811187e-06,1.0162524664934592e-08,8.146863282358278e-11,2.9074081884480033e-12,1.2869359607719979e-07,1.5833505420246793e-08,2.9766635128051761e-07,5.7684699566500973e-07,9.1750348752279216e-09,8.8270454324253698e-07,1.114820825043678e-07
9.333067492498076e-07,0.3626892684376914,154.0,0.0,0.0,0.0,0.97510052629540422,1.0,18.992276466611621,0.0018408665558538881,0.0057661397858340827,0.0015467403288297096,0.0037299244560958268,9.3967218222717523e-09,2.0571205619466892e-10,0.00011657558897490861,2.7907583434351949e-14,9.8283270040928564e-05,6.3591481789180432e-05,1.348304368370395e-10,0.0045956493915151426,1.4119017987975537e-12,9.6912640169207557e-08,6.1157443794461979e-05,6.6472911677068063e-05,6.8367901603409111e-08,4.9793463217832601e-08,0.0035655117916881139,4.0742229520596976e-08,5.7719365058879109e-08,5.812137702591971e-08,0.0035085391206385098,0.00024659766673673547,0.00017297453275541636,1.0665537002809565e-12,1.9842816992054746e-09,2.2877799997562627e-09,4.8840555667932653e-06,1.0446574989633669e-08,8.5007780805316921e-11,2.9879145270191674e-12,1.3249226317810919e-07,1.6275723933536644e-08,3.111417977320546e-07,6.0302225594574207e-07,9.652405549677979e-09,9.255716848449545e-07,1.1755543998718872e-07
9.463385318938456e-07,0.3626890571940136,154.0,0.0,0.0,0.0,0.97474742675143478,1.0,18.992164143018403,0.0018623775011377699,0.0057892482054639656,0.0015500338891340699,0.003737855850019288,9.4343298846304461e-09,2.0564098790485577e-10,0.00011818137366332892,2.7897477652312234e-14,9.9639013936486784e-05,6.384599349308955e-05,1.3511714326440294e-10,0.0046956520005151303,1.4175526426284698e-12,9.7119869391310441e-08,6.2322627135563103e-05,6.7863526662608378e-05,6.9670089173716683e-08,5.0741870354054025e-08,0.0036630263864067415,4.2827650033376578e-08,6.1011678868542013e-08,6.1443705804277311e-08,0.0036036219746128535,0.00024927510533084542,0.00017926855437187293,1.0957107775449333e-12,2.0119162963155951e-09,2.3195877035541754e-09,5.0898328685241103e-06,1.0732567859358084e-08,8.8629581034602625e-11,3.0688972897963948e-12,1.3631905138471698e-07,1.6720637380114229e-08,3.2497303800419174e-07,6.2989043823135533e-07,1.0145408887219056e-08,9.6968912166209245e-07,1.2383935810529822e-07
9.593703145378835e-07,0.3626888459758534,154.0,0.0,0.0,0.0,0.97439449035395109,1.0,18.99205179995516,0.0018837848771990641,0.0058115343011967014,0.0015531060637304253,0.0037452527883632303,9.4705974589889593e-09,2.0556995276959338e-10,0.0001197865531315306,2.788737653453304e-14,0.00010099429356565703,6.4091433479559776e-05,1.3538453002579371e-10,0.0047960112377419123,1.4230020699619511e-12,9.7313190161417818e-08,6.3485437985283925e-05,6.9257011591382047e-05,7.0969610600516655e-08,5.1688335710146418e-08,0.0037611760717100227,4.4975575494221879e-08,6.4428709243725542e-08,6.4892446857100119e-08,0.0036992376974193369,0.0002518908375034584,0.00018565222232981427,1.1250574034706143e-12,2.0395414324845579e-09,2.3513834184356982e-09,5.3002298627172554e-06,1.1020427550783693e-08,9.2333880103646361e-11,3.1503340829344791e-12,1.401728522920332e-07,1.716812165678779e-08,3.3916170898357299e-07,6.5745474702856504e-07,1.065420772273794e-08,1.0150653309957193e-06,1.3033631388860904e-07
9.724020971819214e-07,0.3626886347869342,154.0,0.0,0.0,0.0,0.97404172033293646,1.0,18.991939440595161,0.0019050891363112978,0.0058330262740152765,0.0015559664223828186,0.003752138380319443,9.505570524473493e-09,2.0549895140410142e-10,0.00012139112765992613,2.7877280183207162e-14,0.00010234910893022285,6.4328112908493357e-05,1.3563343248690492e-10,0.004896712855031295,1.4282569893607954e-12,9.7493203409176014e-08,6.4645683934606352e-05,7.0653171435849853e-05,7.2266250842379494e-08,5.2632702666793743e-08,0.0038599358305171408,4.7186150659402707e-08,6.7972475459359385e-08,6.8469682971440264e-08,0.003795360868109931,0.00025444566980987695,0.00019212354528285786,1.1545860957607432e-12,2.0671571075736624e-09,2.3831671498828039e-09,5.5152358090536256e-06,1.1310080562426119e-08,9.6120500317454759e-11,3.2322032526394313e-12,1.4405259087098725e-07,1.761805672862063e-08,3.5370935716661991e-07,6.8571820960341954e-07,1.1178959366351331e-08,1.0617084080959173e-06,1.3704870503755113e-07
9.984656624699972e-07,0.36268821251122335,154.0,0.0,0.0,0.0,0.97333669161515923,1.0,18.991714685172521,0.001947390103497592,0.0058737364987895358,0.0015610883388800011,0.0037644640195683109,9.5718102696693503e-09,2.0535705266695413e-10,0.00012459846304475254,2.7857102112411485e-14,0.00010505734693412204,6.4776388891622319e-05,1.3607898342216951e-10,0.0050990887030570716,1.438209920939277e-12,9.7815608659998399e-08,6.6957760708796142e-05,7.3452777810065597e-05,7.4850082643984424e-08,5.4514554988228812e-08,0.0040591892385106699,5.1795623236179545e-08,7.5448105294685805e-08,7.6017789336547778e-08,0.0039890321354454743,0.00025937603573163311,0.00020532124642754366,1.2141608685069929e-12,2.1223600752334561e-09,2.4466986849288464e-09,5.9590254880220857e-06,1.1894483513190658e-08,1.0393988034130056e-10,3.3971557401323722e-12,1.5188574604274212e-07,1.8524819110219455e-08,3.838873404516481e-07,7.4435386059404151e-07,1.2276923235442194e-08,1.1588257072611301e-06,1.5112899362458968e-07
9.999999999999997e-07,0.36268783259844545,154.0,0.0,0.0,0.0,0.97329520886465681,1.0,18.991701452888865,0.001949867598908298,0.0058760419931188678,0.0015613661214609249,0.0037651323096364732,9.5755612757113451e-09,2.0534870362718866e-10,0.00012478720052484771,2.7855914866635407e-14,0.00010521672048070724,6.4801773740884777e-05,1.3610314097315682e-10,0.0051110410944430161,1.4387735328173471e-12,9.7833096803556815e-08,6.7093498715068214e-05,7.3617867983345907e-05,7.5001773067532265e-08,5.4625033921617648e-08,0.0040709881316226349,5.2074811261876141e-08,7.5904567031018646e-08,7.647875630736558e-08,0.0040004895518895855,0.00025965894493825748,0.00020610852749693663,1.2176885763569482e-12,2.1256086425050518e-09,2.450437234242266e-09,5.9857217816889709e-06,1.1929089696267916e-08,1.0441039904377636e-10,3.4069142008782752e-12,1.5234980873042751e-07,1.8578471394854583e-08,3.8570905789058156e-07,7.4789366048313833e-07,1.2343591976038422e-08,1.1647030616098608e-06,1.5198541515606613e-07
1.0219228712292653e-06,0.36268783259844545,154.0,0.0,0.0,0.0,0.97270276431650471,1.0,18.99151237934181,0.0019851128132254889,0.005907925785293866,0.0015650630307909297,0.0037740241155666916,9.6274324813606707e-09,2.0522946564520803e-10,0.00012748299891314209,2.7838958977932127e-14,0.00010749317361847517,6.5152810962888303e-05,1.3642456466260993e-10,0.0052822649035822403,1.4465675025671192e-12,9.8065874422916436e-08,6.9028125140925417e-05,7.5979784263292897e-05,7.7163741242913672e-08,5.61996352473776e-08,0.0042403680082966225,5.6159029677962338e-08,8.262909562405374e-08,8.327068258649537e-08,0.004164834053154493,0.00026361384713333326,0.00021747923771673128,1.2683303228618131e-12,2.1720103929916121e-09,2.5038361402250978e-09,6.3740668734701229e-06,1.2425886642027148e-08,1.1125663004377062e-10,3.5468892349263237e-12,1.590141807822148e-07,1.9348164019321842e-08,4.122890163858769e-07,7.9954403809232236e-07,1.3321117531024689e-08,1.2506377710210329e-06,1.6456050746975036e-07
1.0453800799885334e-06,0.3626874528338642,154.0,0.0,0.0,0.0,0.97206942015370812,1.0,18.991310065538592,0.0020225083731158192,0.0059399431917908641,0.0015684856350942863,0.0037822514972583815,9.6795143978306398e-09,2.051019973590636e-10,0.00013036557936183036,2.7820832544605332e-14,0.00010992749665748556,6.5505274168144897e-05,1.367219705520917e-10,0.0054663506096215616,1.4543931329466809e-12,9.8281451295950003e-08,7.1087618327633973e-05,7.8512794016718731e-05,7.946520291585519e-08,5.787583231313574e-08,0.0044231680692304841,6.0725839068950635e-08,9.0250386853956847e-08,9.0970609275820449e-08,0.0043419230380457551,0.00026766827144923563,0.00022989090080429391,1.3229833959232899e-12,2.2216300660005189e-09,2.5609348590287716e-09,6.8038221470864346e-06,1.2962056017067535e-08,1.1883637188129837e-10,3.6977194766316608e-12,1.6621142640939039e-07,2.0177762261954178e-08,4.4187406877187811e-07,8.5703917841789137e-07,1.4419202611514687e-08,1.3466641650022335e-06,1.7872380513090948e-07
1.0688372887478015e-06,0.3626870732357398,154.0,0.0,0.0,0.0,0.97143667348747187,1.0,18.991107758792168,0.0020595793540401012,0.0059699240855192823,0.0015714006890986004,0.0037892537066061189,9.7282767166740653e-09,2.0497465104515979e-10,0.00013324620619378538,2.7802723193018607e-14,0.00011236031647582122,6.583527207783053e-05,1.3697508852748512e-10,0.0056512792546581569,1.4617199734441348e-12,9.846513645284833e-08,7.3135442520063152e-05,8.1050948567333925e-05,8.1753576311914499e-08,5.9542496992474696e-08,0.0046074696737819351,6.5495493830160256e-08,9.8322379119744092e-08,9.9128374550678386e-08,0.0045201803563530187,0.00027154492760982432,0.00024254523383404272,1.3780842753127001e-12,2.2712191020619847e-09,2.6179948767297594e-09,7.2481908015980217e-06,1.3502639757491087e-08,1.2667736716493905e-10,3.8495453248078776e-12,1.7347237194940551e-07,2.1013052355743314e-08,4.7264870097098683e-07,9.1685141397413394e-07,1.5571908640508635e-08,1.4469398223406801e-06,1.9363014647993106e-07
1.0922944975070697e-06,0.362686693821305,154.0,0.0,0.0,0.0,0.97080453767534591,1.0,18.990905473212809,0.0020963283076712888,0.0059979959541164984,0.0015738497405997246,0.0037951310649906749,9.7739272848696675e-09,2.0484742940834361e-10,0.0001361248812530548,2.7784631322115039e-14,0.000114791633604665,6.6144211288197559e-05,1.3718754504820019e-10,0.0058369884827640869,1.4685792542221727e-12,9.861953941826352e-08,7.5170880197763851e-05,8.3593459144316802e-05,8.4028059799476195e-08,6.1199045438567239e-08,0.004793160146453047,7.0467073025816603e-08,1.0685506835124052e-07,1.07754388591589e-07,0.0046994951237951171,0.00027524956206056848,0.00025543148924062824,1.4335992647603008e-12,2.3207775111950793e-09,2.6750162295538003e-09,7.7070640036554682e-06,1.4047306751213111e-08,1.3477772212835236e-10,4.0022723249284535e-12,1.8079222074815191e-07,2.1853509743188548e-08,5.0461842925832625e-07,9.7899152929435554e-07,1.6779915776532663e-08,1.5514965750110551e-06,2.0929005512400685e-07
1.1157517062663378e-06,0.36268631460689277,154.0,0.0,0.0,0.0,0.97017302517691595,1.0,18.990703222034753,0.002132757766581039,0.0060242787091394504,0.0015758714879871173,0.0037999770118561991,9.816661595407681e-09,2.0472033489367827e-10,0.00013900160642193668,2.776655731564657e-14,0.00011722144867575769,6.6433414787272528e-05,1.3736271781222089e-10,0.0060234198978195604,1.4750003490986569e-12,9.8747090846749284e-08,7.7193288254077553e-05,8.6139601977514707e-05,8.6287934961370044e-08,6.2844954411862276e-08,0.0049801336078209007,7.5639313083169719e-08,1.158580469961943e-07,1.168586669683168e-07,0.0048797639459343713,0.000278787998878435,0.00026853919799320477,1.4894967011948523e-12,2.3703053055133304e-09,2.7319989545040974e-09,8.1803256445613462e-06,1.4595745846693976e-08,1.4313540720258354e-10,4.1558124021324575e-12,1.8816647842003801e-07,2.2698645128156243e-08,5.3778813628986189e-07,1.0434690658319375e-06,1.8043856272148291e-08,1.6603633521110838e-06,2.2571334588284289e-07
1.1392089150256059e-06,0.36268593560789014,154.0,0.0,0.0,0.0,0.96954214764469659,1.0,18.990501017659362,0.002168870244341552,0.006048885005280405,0.0015775019232249963,0.0038038784502971005,9.8566633110583265e-09,2.0459337026302861e-10,0.00014187638361844317,2.774850146265021e-14,0.00011964976241564341,6.6704125516440602e-05,1.3750374818610557e-10,0.0062105188234318712,1.4810108548437015e-12,9.8850051486809556e-08,7.9202092498739508e-05,8.8688713799742406e-05,8.8532560444901456e-08,6.4479756798066681e-08,0.005168290684946529,8.101062871301739e-08,1.2534050612464706e-07,1.2645083237713178e-07,0.0050608905498296221,0.00028216609654398958,0.00028185818856114761,1.5457468675906777e-12,2.4198024991058618e-09,2.7889430893090428e-09,8.6678533010556318e-06,1.5147665004356413e-08,1.5174827466777318e-10,4.3100835475597911e-12,1.9559094008347696e-07,2.3548002764911899e-08,5.7216212118934778e-07,1.1102924201454794e-06,1.9364316603627236e-08,1.7735663698405389e-06,2.4290915324523588e-07
1.162666123784874e-06,0.362685556838819,154.0,0.0,0.0,0.0,0.96891191600319815,1.0,18.99029887169818,0.0022046682356312427,0.0060719205687644155,0.001578774475554329,0.00380691609414792,9.8941047953230624e-09,2.044665377563281e-10,0.00014474921479401605,2.773046408540182e-14,0.00012207657564013456,6.6957509940687281e-05,1.3761355384421795e-10,0.006398234073506758,1.4866366700769172e-12,9.8930521187398903e-08,8.1196782467146726e-05,9.12401875779698e-05,9.0761366156647116e-08,6.6103037384529779e-08,0.0053575382140354753,8.6579133836951763e-08,1.3531123869734076e-07,1.3654011754457877e-07,0.0052427854129719256,0.00028538971057809678,0.00029537860133979876,1.6023219047605612e-12,2.4692691079229053e-09,2.8458486723751947e-09,9.1695191130493467e-06,1.570279042441291e-08,1.6061407479480007e-10,4.4650095022852204e-12,2.0306167714992043e-07,2.4401158730733817e-08,6.0774414642569226e-07,1.1794689358090176e-06,2.0741839611964248e-08,1.8911293130776034e-06,2.6088596046225093e-07
1.1861233325441421e-06,0.3626851783133476,154.0,0.0,0.0,0.0,0.96828234051705953,1.0,18.990096795015361,0.0022401542163437574,0.00609348453139934,0.0015797201546533222,0.0038091648139001039,9.9291476581560296e-09,2.0433983924526911e-10,0.00014762010193147075,2.7712445521166849e-14,0.00012450188924900275,6.7194661742805959e-05,1.3769484126056123e-10,0.0065865177338412821,1.4919020773767277e-12,9.8990447876402341e-08,8.3176906539181143e-05,9.3793468477980368e-05,9.2973847802251305e-08,6.7714428882703157e-08,0.0055477889383567609,9.2342662400897266e-08,1.4577864390101872e-07,1.4713536920152615e-07,0.0054253653925831697,0.00028846466169499447,0.00030909089889609535,1.6591957207313819e-12,2.518705149665891e-09,2.9027157427450213e-09,9.6851905806368953e-06,1.626086566081719e-08,1.6973047051739487e-10,4.6205194416109978e-12,2.1057502382519784e-07,2.5257719196278088e-08,6.4453748149728229e-07,1.2510049890788492e-06,2.2176926640816761e-08,2.013073508197921e-06,2.7965162903404673e-07
1.2095805413034102e-06,0.36268480004433334,154.0,0.0,0.0,0.0,0.96765343085016398,1.0,18.989894797769097,0.0022753306436996308,0.0061136697649794829,0.0015803676915325461,0.0038106939772222896,9.9619433062845943e-09,2.0421327714633769e-10,0.0001504890470431298,2.7694445991304416e-14,0.00012692570422090266,6.741660557430795e-05,1.3775011791808533e-10,0.0067753249547351131,1.4968298269256388e-12,9.903163640210892e-08,8.5142067358227956e-05,9.6348050058566253e-05,9.5169561761502267e-08,6.9313608190907927e-08,0.0057389612061318519,9.8298788914696372e-08,1.5675073237019695e-07,1.5824505294807e-07,0.005608553359973221,0.00029139670877501424,0.00032298587268774604,1.7163438995650514e-12,2.5681106436822347e-09,2.9595443400586204e-09,1.0214731286869197e-05,1.6821650735108824e-08,1.7909505075260827e-10,4.7765476636957483e-12,2.1812756355157145e-07,2.6117318715200832e-08,6.825449435780065e-07,1.3249060686125177e-06,2.3670039653285703e-08,2.1394180870379995e-06,2.9921342826780163e-07
1.2330377500626783e-06,0.3626844220438595,154.0,0.0,0.0,0.0,0.96702519611703319,1.0,18.98969288945208,0.0023101999563600326,0.0061325632125806516,0.0015807436761082229,0.0038115677811516049,9.9926334776654083e-09,2.0408685337571857e-10,0.0001533560521691191,2.7676465757797902e-14,0.00012934802160853253,6.7624300644791575e-05,1.3778170443036955e-10,0.0069646137546109654,1.5014412157374839e-12,9.9055757160624356e-08,8.7091917542945495e-05,9.8903470691949838e-05,9.734812029324162e-08,7.090029290745282e-08,0.0059309786716236143,1.0444484859503311e-07,1.6823513215945226e-07,1.6987725887417161e-07,0.0057922778431098538,0.0002941915261318859,0.00033705464674754385,1.7737436129132574e-12,2.6174856108648979e-09,3.0163345045188152e-09,1.0758001551203891e-05,1.7384921258821731e-08,1.8870534245717422e-10,4.9330332850633742e-12,2.257161155539289e-07,2.6979618549753852e-08,7.2176893524709527e-07,1.401176849477917e-06,2.5221603313411784e-08,2.2701801419503499e-06,3.1957806465572883e-07
1.2564949588219465e-06,0.3626840443232747,154.0,0.0,0.0,0.0,0.96639764492769009,1.0,18.989491078930488,0.0023447645745421838,0.0061502462137086973,0.00158087269045479,0.0038118455739885844,1.0021350771548837e-08,2.0396056929888964e-10,0.00015622111937580398,2.7658505133746687e-14,0.00013176884253403165,6.7818644303667487e-05,1.3779174618778479e-10,0.0071543448344197061,1.5057561671949629e-12,9.9064354456608721e-08,8.9026155680262299e-05,0.00010145931020342106,9.9509187053420738e-08,7.2474238066600395e-08,0.0061237700019499903,1.1077795701310309e-07,1.802390953413128e-07,1.8203970781174339e-07,0.0059764726797689955,0.00029685468457413348,0.00035128867878203807,1.8313735322247539e-12,2.6668300735567791e-09,3.0730862768591631e-09,1.1314859018884888e-05,1.7950467572789992e-08,1.985588215111204e-10,5.089919945180375e-12,2.3333772161139216e-07,2.7844305044403703e-08,7.6221147945633795e-07,1.4798212617534086e-06,2.6832007021932671e-08,2.4053748720885384e-06,3.4075171087726296e-07
1.2799521675812146e-06,0.3626836668932237,154.0,0.0,0.0,0.0,0.96577078542682304,1.0,18.989289374481377,0.0023790269001361616,0.0061667948214713464,0.0015807774372239229,0.0038115821656967037,1.0048219173129315e-08,2.0383442709217218e-10,0.00015908425075434793,2.764056428535881e-14,0.0001341881681846098,6.8000475629790205e-05,1.37782224428667e-10,0.0073444814025644305,1.5097933113073934e-12,9.9058854567382929e-08,9.0944522588450312e-05,0.00010401518672290352,1.0165247291399659e-07,7.4035233086393204e-08,0.0063172685912068005,1.1729502917560455e-07,1.9276950513198375e-07,1.9473975812088833e-07,0.0061610766826491479,0.00029939163586252212,0.00036567975903379376,1.8892137420284927e-12,2.7161440554599125e-09,3.1297996983145628e-09,1.1885159190673341e-05,1.8518093908226724e-08,2.0865292250918735e-10,5.2471555212916078e-12,2.4098963313396714e-07,2.8711088053162203e-08,8.0387425187835445e-07,1.5608425539948324e-06,2.8501606898910399e-08,2.54501572111632e-06,3.6274003428185365e-07
1.3034093763404827e-06,0.3626832897636884,154.0,0.0,0.0,0.0,0.96514462532802592,1.0,18.989087783828719,0.0024129893168227967,0.0061822801105222399,0.0015804788630008862,0.0038108281256864387,1.0073354548707727e-08,2.0370842849137556e-10,0.00016194544841938385,2.7622643417610733e-14,0.00013660599980840936,6.8170578750688534e-05,1.3775496713810284e-10,0.007534989010020289,1.5135700578403285e-12,9.9040573481208079e-08,9.2846797837922585e-05,0.00010657075374021041,1.0377773207329398e-07,7.558309894229474e-08,0.0065114122832311194,1.239927979795185e-07,2.0583288345322045e-07,2.07984412919015e-07,0.0063460333175528677,0.00030180770017778513,0.00038022000723993528,1.9472456582110093e-12,2.7654275815493664e-09,3.1864748105941442e-09,1.2468755897521183e-05,1.9087617572332809e-08,2.1898504754405207e-10,5.4046918542344744e-12,2.486692986104377e-07,2.9579699426364424e-08,8.4675861078413808e-07,1.6442433518598808e-06,3.0230727706879471e-08,2.6891145065869143e-06,3.8554822472700062e-07
