Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345)
2.7599882894723314e-12,0.5668282846493683,154.0,0.0,0.0,0.0,0.99999898788988184,1.0,18.999999997640725,9.3488653805149652e-08,3.7511881533716658e-07,3.7403157272215462e-07,1.7223669968847745e-09,1.6690564864374311e-13,3.7206393945639433e-08,5.737679261472776e-08,3.6907485179534292e-11,7.2489682686589959e-08,6.3613893135206758e-10,2.8823253627613758e-17,1.6871601443996342e-12,7.0532493126814929e-18,8.1002951745774169e-13,3.0599393420938438e-15,3.0612635619771194e-15,9.6968917729651474e-19,3.5452946441689103e-19,1.2064257866375966e-13,1.6303821584118881e-34,1.5458146434408528e-34,1.545815232206335e-34,4.0671201637484526e-18,6.0962331298047357e-13,1.1533230544080421e-21,7.8437811510710799e-21,2.8364902340722069e-15,2.2451006363695805e-15,1.2415617082590369e-24,7.5011845336430784e-21,2.3136882243924399e-32,4.1568242451731833e-26,1.5973840786406034e-25,1.1814643831872567e-25,2.4571249009354343e-29,8.0667226638851421e-33,4.0211238718435196e-34,1.7272185199332535e-30,3.7884295118907861e-38,7.7449876564406153e-42,1.4994075876819399e-40,3.6627323018784158e-39,8.5955544283784821e-36,1.5095189831707245e-21,4.6437738750151838e-24,2.3034755028451436e-25,2.0079545232137109e-26,2.2126993574552105e-23,7.5963962255725274e-23,3.6567828952417866e-18,1.5736616501438659e-20,1.0368596295067314e-20,5.4314094168636457e-24,3.9613777302285218e-24,1.0223881049748063e-24,1.1187695165366027e-31,3.8791260172515728e-31,2.6443989314602541e-23,1.4641500847985514e-32,5.6359233875499464e-27,3.6158449995525928e-42,6.3646243917079994e-32
2.8042679250489387e-12,0.5668282846491389,154.0,0.0,0.0,0.0,0.99999897166428098,1.0,18.999999997569905,9.4988527710245169e-08,3.8113173578266249e-07,3.8000459677807876e-07,1.7776976956247442e-09,1.6969304279155538e-13,3.7235199123685918e-08,5.854317949843858e-08,3.7006036639330483e-11,7.3963292819740182e-08,6.5160261930225577e-10,2.9749216813408288e-17,1.7413767869207986e-12,7.2247059378485227e-18,8.3613760624193059e-13,3.2093198472367341e-15,3.2107149039141633e-15,1.0198275016372117e-18,3.7522785222875146e-19,1.2454313210587436e-13,1.8222617879592348e-34,1.7277420067388967e-34,1.7277426753646476e-34,4.2678967047841445e-18,6.2333202001578171e-13,1.1975253839004873e-21,8.0354124334872553e-21,2.9462431140378139e-15,2.3319702393526571e-15,1.3235618955262683e-24,7.8676223727272147e-21,2.5059368918646551e-32,4.3772924330962541e-26,1.7029895370528674e-25,1.2650022135185579e-25,2.6747840512488941e-29,8.9271298415064195e-33,4.4501046985371183e-34,1.8708438101511071e-30,4.2620439350270086e-38,8.7191693519984081e-42,1.6600328877489077e-40,4.0741709039991012e-39,9.5125926418074131e-36,1.5582425225770638e-21,4.870039491822731e-24,2.3892395944296537e-25,2.0831458498919829e-26,2.3242827287316738e-23,7.8496751838077739e-23,3.774603145324543e-18,1.6480921589456788e-20,1.0874600944503175e-20,5.7241319860041335e-24,4.1737859895156614e-24,1.0887644393823258e-24,1.1732820087691292e-31,4.1309641884472321e-31,2.7733736677050721e-23,1.5355607824221726e-32,5.9122611336260176e-27,4.106283550749911e-42,6.6747434303477023e-32
2.848547560625546e-12,0.5668282846489067,154.0,0.0,0.0,0.0,0.99999895543872541,1.0,18.999999997498172,9.6488401511141009e-08,3.8714458480512844e-07,3.8597675744971458e-07,1.8338911051379938e-09,1.7223647090632487e-13,3.7261992252979913e-08,5.9710437134067522e-08,3.7100126196276177e-11,7.5438003064215184e-08,6.6713771659181788e-10,3.0689616204699404e-17,1.796445438892041e-12,7.3969543491381079e-18,8.6265687178690031e-13,3.3634759269810975e-15,3.3649443509843322e-15,1.0716685890719956e-18,3.9675400459023943e-19,1.2850571371504701e-13,2.0331719123012933e-34,1.927712869454019e-34,1.927713627259148e-34,4.4752339192422679e-18,6.3716466200993007e-13,1.2427719889190047e-21,8.2279562988795346e-21,3.0582040789409443e-15,2.4205875156721677e-15,1.4095710612745124e-24,8.2457911833819537e-21,2.7107778025302406e-32,4.6055353300482856e-26,1.8137662491136419e-25,1.3529323764796239e-25,2.9076991292415429e-29,9.8630698158100027e-33,4.9167546708516894e-34,2.0238868229000129e-30,4.7857428010040639e-38,9.797199883063501e-42,1.8348210416673234e-40,4.5242580843938869e-39,1.0510162673817676e-35,1.6077370526270246e-21,5.1035113490078005e-24,2.4766195001827988e-25,2.1600107329585818e-26,2.4395532658548206e-23,8.1070842350945071e-23,3.8942782914175444e-18,1.7247549247949164e-20,1.1396774570568697e-20,6.0273033909137279e-24,4.3937271883431204e-24,1.1582948788684831e-24,1.2295306781363596e-31,4.3947689783132239e-31,2.906464546355366e-23,1.6092505046992108e-32,6.1974643870965472e-27,4.6539503843963215e-42,6.9947395054564556e-32
2.8883992326444923e-12,0.5668282846486952,154.0,0.0,0.0,0.0,0.99999894083576157,1.0,18.999999997432798,9.78382878428566e-08,3.9255608938833503e-07,3.9135096431830278e-07,1.8852023337824553e-09,1.7471989200462876e-13,3.7284502140524155e-08,6.0761663135117816e-08,3.7181159027152809e-11,7.6766119249814827e-08,6.8117842653420697e-10,3.1548313677438797e-17,1.8467356110773893e-12,7.5526334557177545e-18,8.8687565538016463e-13,3.5063611758262358e-15,3.5078978321732866e-15,1.1198048743453478e-18,4.1684998219011867e-19,1.3212507069610475e-13,2.2405381392690137e-34,2.1243237053982e-34,2.1243245521886314e-34,4.6675370029044584e-18,6.4972000012148486e-13,1.2843962020898138e-21,8.4020022422228077e-21,3.1608581287621074e-15,2.5018383282933357e-15,1.490514041730944e-24,8.5963252319740466e-21,2.9064052562846368e-32,4.8177171273540196e-26,1.9180252178591728e-25,1.4359518299004749e-25,3.1310231792391663e-29,1.0774326942238921e-32,5.371107354288935e-34,2.1700554905862418e-30,5.3034913667075679e-38,1.0863759650926884e-41,2.0050552823588209e-40,4.9648118458098493e-39,1.1481449979317163e-35,1.6529412227717213e-21,5.3198893676989091e-24,2.5566429559699761e-25,2.2306321527426164e-26,2.546498529095182e-23,8.3422825699880231e-23,4.0035713961199534e-18,1.7956834454302103e-20,1.188076395858456e-20,6.3092445702849747e-24,4.598224372880423e-24,1.2236486186546181e-24,1.2816610805131654e-31,4.6427266777496635e-31,3.0298185459527767e-23,1.677549114384449e-32,6.4618418749671214e-27,5.2004231839568081e-42,7.2913069549191773e-32
2.9282509046634386e-12,0.5668282846484809,154.0,0.0,0.0,0.0,0.99999892623283004,1.0,18.999999997366686,9.9188174090170532e-08,3.9796753953322003e-07,3.9672447269759843e-07,1.9372115062724066e-09,1.7713512200929853e-13,3.7305591904731689e-08,6.1813503718782945e-08,3.7258882405061489e-11,7.8095011902071281e-08,6.9527343428934941e-10,3.24186910594806e-17,1.8977157601394928e-12,7.7089146126528214e-18,9.1142728452323035e-13,3.6532294391350358e-15,3.6548364486024989e-15,1.1693640456168883e-18,4.3764384693980626e-19,1.3579466948520323e-13,2.4657661613125751e-34,2.3378699663259175e-34,2.3378709111110149e-34,4.8653223395121826e-18,6.6237571798446181e-13,1.3268838298841058e-21,8.5767437472391858e-21,3.265303009981929e-15,2.5845065611047099e-15,1.5749051625390282e-24,8.9566446358615698e-21,3.11318546862717e-32,5.0364122500713227e-26,2.0267327981629811e-25,1.5227672698936421e-25,3.3679470782921604e-29,1.175502423232892e-32,5.8600924167611176e-34,2.3245665811071094e-30,5.8687228507243963e-38,1.2028939903990732e-41,2.1883171002454088e-40,5.4413224693812541e-39,1.2526777893277634e-35,1.698769702138757e-21,5.5422757204054577e-24,2.637975238186352e-25,2.3026317451470169e-26,2.6565220961472415e-23,8.5808243465365091e-23,4.1143661065959621e-18,1.8684636300320443e-20,1.2378238681973006e-20,6.599934462945516e-24,4.8090269987950884e-24,1.2917063280216253e-24,1.3352390529040001e-31,4.9009431666316627e-31,3.1566051176734081e-23,1.7477482697055799e-32,6.7336136826083853e-27,5.8022216177811444e-42,7.596109567577318e-32
2.968102576682385e-12,0.5668282846482644,154.0,0.0,0.0,0.0,0.9999989116299286,1.0,18.999999997299813,1.0053806025308289e-07,4.0337893676095148e-07,4.0209728299080628e-07,1.9899182194499832e-09,1.7956245265416898e-13,3.7325351123787878e-08,6.2865920117371148e-08,3.7333431483097523e-11,7.9424632041996648e-08,7.0942113839834241e-10,3.330074219666455e-17,1.9493858190681889e-12,7.865780060350869e-18,9.3631166093215652e-13,3.8041350702334796e-15,3.8058145872723968e-15,1.2203667686236034e-18,4.5914860745090832e-19,1.3951450962901425e-13,2.7101190572330222e-34,2.5695492297925963e-34,2.5695502823520782e-34,5.0686697320122923e-18,6.7513181204201801e-13,1.370243219941621e-21,8.7521610967463726e-21,3.3715396936678242e-15,2.6685929818084282e-15,1.6628417524650556e-24,9.3268835409331693e-21,3.3315901485220152e-32,5.2617231499286024e-26,2.140014943272126e-25,1.6134943459984112e-25,3.6190879565187923e-29,1.2809356805789714e-32,6.3858029772294332e-34,2.4877735741081557e-30,6.4850292152334563e-38,1.3300285569829905e-41,2.3853969782857627e-40,5.9561762374241998e-39,1.3650621804697296e-35,1.7452223995953469e-21,5.7707514639662433e-24,2.7206163286293535e-25,2.3760202073646214e-26,2.7696673849745437e-23,8.8227086549665317e-23,4.2266620181797441e-18,1.943115911675283e-20,1.2889382670951819e-20,6.8995080872363648e-24,5.0262315430554416e-24,1.3625400137480127e-24,1.3902841244331291e-31,5.1696916259185113e-31,3.2868708896174954e-23,1.8198737876953483e-32,7.0128807660697497e-27,6.4640761056862638e-42,7.9092584438326243e-32
3.0079542487013312e-12,0.5668282846480452,154.0,0.0,0.0,0.0,0.99999889702705547,1.0,18.999999997232198,1.0188794633159366e-07,4.0879028268689381e-07,4.0746939560089884e-07,2.0433220703901731e-09,1.8194069877119046e-13,3.7343863714922032e-08,6.3918876013141999e-08,3.740493588732644e-11,8.0754933785864456e-08,7.2361998468270837e-10,3.419445989009575e-17,2.0017457235143186e-12,8.0232125684142269e-18,9.6152868636474176e-13,3.9591324063767371e-15,3.9608866191246162e-15,1.2728337029887366e-18,4.8137729046783155e-19,1.4328459068879489e-13,2.9749301935967713e-34,2.8206257166159138e-34,2.8206268875538566e-34,5.2776590937941534e-18,6.8798827875373329e-13,1.4144827414915261e-21,8.9282351557350028e-21,3.4795690867483682e-15,2.7540983073392008e-15,1.754422536281665e-24,9.7071760715106857e-21,3.5621042186075426e-32,5.4937524225272048e-26,2.2579994277671139e-25,1.7082505129296808e-25,3.8850815930104686e-29,1.394170842148755e-32,6.9504263381402177e-34,2.6600398846986295e-30,7.1562176181192497e-38,1.4685801108571292e-41,2.5971211085810765e-40,6.5118825567391064e-39,1.485765851801608e-35,1.7922992242449512e-21,6.0053976070682916e-24,2.8045661944077824e-25,2.4508082338779039e-26,2.8859778017050811e-23,9.0679345893931237e-23,4.3404587279016385e-18,2.0196606035400516e-20,1.3414379805430153e-20,7.2081004257120807e-24,5.2499344563695763e-24,1.4362225471373347e-24,1.4468158126218832e-31,5.4492485162318512e-31,3.420662471905716e-23,1.8939514754347376e-32,7.2997440424306063e-27,7.191048646794485e-42,8.2308646180772838e-32
3.0478059207202776e-12,0.5668282846478239,154.0,0.0,0.0,0.0,0.99999888242420887,1.0,18.99999999716383,1.0323783232570296e-07,4.1420157872337741e-07,4.1284081093061536e-07,2.0974226564006644e-09,1.8436592329029668e-13,3.7361208318092542e-08,6.4972337372255111e-08,3.7473519959094779e-11,8.2085874135420601e-08,7.3786846474996982e-10,3.5099838089485671e-17,2.0547954116756562e-12,8.1811954087535445e-18,9.8707826262047784e-13,4.1182757687574813e-15,4.1201068990492652e-15,1.3267855022242e-18,5.0434293981078575e-19,1.4710491223993418e-13,3.2616062909543558e-34,3.0924331981442213e-34,3.0924344989462224e-34,5.4923704485996198e-18,7.0094511459515142e-13,1.459610785359293e-21,9.104947352897749e-21,3.5893920363605336e-15,2.8410232073052582e-15,1.8497476365516135e-24,1.0097656330394261e-20,3.8052260157414228e-32,5.7326028071750809e-26,2.3808158502447956e-25,1.8071550332481672e-25,4.1665827236598838e-29,1.5156657487078319e-32,7.5562469898627367e-34,2.8417390156153749e-30,7.8863206112678825e-38,1.6193972872669813e-41,2.8243525359326891e-40,7.1110788653259937e-39,1.6152772680576402e-35,1.8400000854213872e-21,6.2462951103031382e-24,2.8898247893189965e-25,2.527006516466491e-26,3.0054967406841395e-23,9.3165012477690097e-23,4.455755834466717e-18,2.098117899647447e-20,1.3953413915232792e-20,7.5258464250312858e-24,5.4802321631889424e-24,1.5128276608099827e-24,1.5048536234056895e-31,5.7398935656844071e-31,3.5580264567429867e-23,1.9700071300817375e-32,7.5943043899390016e-27,7.9885522226011799e-42,8.561039058792763e-32
3.087657592739224e-12,0.5668282846476002,154.0,0.0,0.0,0.0,0.99999886782138747,1.0,18.999999997094722,1.0458771823541078e-07,4.1961282641166057e-07,4.1821152938246256e-07,2.1522195750217177e-09,1.8676081769396995e-13,3.737745862462894e-08,6.6026272302540084e-08,3.7539302969226457e-11,8.3417412798190894e-08,7.5216511465099177e-10,3.601686949427026e-17,2.1085348241957168e-12,8.3397123519191443e-18,1.0129602915405044e-12,4.2816194625136063e-15,4.2835297658917059e-15,1.3822428137323127e-18,5.2805861544647466e-19,1.5097547387153586e-13,3.5716303887378328e-34,3.3863778074585456e-34,3.3863792505519956e-34,5.7128839303993539e-18,7.1400231605735718e-13,1.5056357639605073e-21,9.2822796640914227e-21,3.7010093335732739e-15,2.9293683069356651e-15,1.9489185752845555e-24,1.0498458398902967e-20,4.0614674788080948e-32,5.9783771867274001e-26,2.5085956358238821e-25,1.9103289798543769e-25,4.464265329507666e-29,1.6458982791226316e-32,8.2056494766478761e-34,3.0332546997614377e-30,8.6796060462934386e-38,1.7833790852161166e-41,3.0679922487739599e-40,7.7565353559581468e-39,1.7541062913956805e-35,1.8883248926833333e-21,6.4935248862184411e-24,2.9763920549985014e-25,2.6046257442140006e-26,3.1282675845229102e-23,9.5684077318393128e-23,4.5725529382347346e-18,2.1785078755419874e-20,1.4506668780306534e-20,7.8528809958744948e-24,5.7172210617155356e-24,1.5924299457172964e-24,1.5644170511427185e-31,6.0419097585533381e-31,3.6990094184772424e-23,2.0480665389109976e-32,7.8966626481393917e-27,8.8623698976068158e-42,8.8998926685968686e-32
3.1275092647581702e-12,0.566828284647374,154.0,0.0,0.0,0.0,0.99999885321858939,1.0,18.999999997024872,1.0593760406071716e-07,4.2502402711441073e-07,4.2358155135871496e-07,2.2077124240260295e-09,1.8918349119090118e-13,3.7392683677478144e-08,6.7080650923555893e-08,3.7602399318204394e-11,8.4749512023313845e-08,7.6650851360971761e-10,3.6945547807647472e-17,2.1629639040693879e-12,8.4987476424362782e-18,1.0391746750075698e-12,4.449217776735728e-15,4.451209542459199e-15,1.4392262788084485e-18,5.5253739262310255e-19,1.5489627518603301e-13,3.9065648296723367e-34,3.7039408690793525e-34,3.703942467896893e-34,5.9392797832888516e-18,7.2715987964658696e-13,1.5525661113000257e-21,9.4602145967213453e-21,3.814421716789392e-15,3.0191341897729688e-15,2.0520382755606535e-24,1.0909716336913321e-20,4.3313543326107247e-32,6.2311785874374883e-26,2.6414720385922385e-25,2.017895238423895e-25,4.7788229191367467e-29,1.7853669203302978e-32,8.9011212465112504e-34,3.2349810398056956e-30,9.540587079328033e-38,1.9614770677230127e-41,3.3289802640505449e-40,8.4511597201981671e-39,1.9027847911022663e-35,1.9372735558093597e-21,6.7471677993676732e-24,3.0642679219493811e-25,2.6836766035145121e-26,3.2543337041453694e-23,9.8236531470976653e-23,4.690849641201554e-18,2.2608504889544736e-20,1.5074328130919404e-20,8.1893390128893976e-24,5.9609975239218864e-24,1.6751048482332192e-24,1.6255255786294206e-31,6.3555833242465304e-31,3.8436579136562398e-23,2.1281554793385614e-32,8.2069196179960975e-27,9.8186743390171119e-42,9.2475362843341314e-32
3.1673609367771165e-12,0.5668282846471453,154.0,0.0,0.0,0.0,0.99999883861581329,1.0,18.999999996954273,1.0728748980162215e-07,4.3043518226460364e-07,4.2895087726141432e-07,2.2639008014186047e-09,1.9157982791766403e-13,3.7406948160001402e-08,6.8135445241605197e-08,3.7662918732213118e-11,8.6082136443634465e-08,7.8089728276712165e-10,3.7885865896202117e-17,2.2180825965502235e-12,8.6582859936046587e-18,1.0657213149459892e-12,4.6211249844747302e-15,4.6232005355276136e-15,1.4977565326443168e-18,5.777923610259075e-19,1.5886731579879853e-13,4.2680543589802499e-34,4.046681837517119e-34,4.0466836065634308e-34,6.1716383613633482e-18,7.404178018838335e-13,1.6004102829649996e-21,9.6387351742798689e-21,3.929629875017661e-15,3.1103214002631819e-15,2.1592110631715364e-24,1.1331564182897485e-20,4.6154262746040633e-32,6.4911101788104213e-26,2.77958014408706e-25,2.1299785098748763e-25,5.1109688154770962e-29,1.9345913531319076e-32,9.6452555803866057e-34,3.4473226499654536e-30,1.0474032582779878e-37,2.1546976555154097e-41,3.6082967423306444e-40,9.1980020663930236e-39,2.0618672702658567e-35,1.9868459847928124e-21,7.0073046663599154e-24,3.1534523105129773e-25,2.7641697780792007e-26,3.3837384588353953e-23,1.0082236602741941e-22,4.810645546980158e-18,2.3451655804708253e-20,1.5656575647860613e-20,8.5353553146599551e-24,6.2116578955847739e-24,1.7609286672132694e-24,1.6881986771096028e-31,6.681203726145991e-31,3.9920184810846262e-23,2.2102997189590318e-32,8.5251760620173245e-27,1.0864048325894699e-41,9.604080677125814e-32
3.207212608796063e-12,0.5668282846469143,154.0,0.0,0.0,0.0,0.99999882401305784,1.0,18.999999996882945,1.0863737545812578e-07,4.3584629315169368e-07,4.3431950749237056e-07,2.3207843054366186e-09,1.9399855744097878e-13,3.7420312672865318e-08,6.9190629029901287e-08,3.7720966454960997e-11,8.7415252924307492e-08,7.9533008393986325e-10,3.8837817404149608e-17,2.2738908490598828e-12,8.8183125660352301e-18,1.0926001133216065e-12,4.7973953427494038e-15,4.7995570358482337e-15,1.5578542043311788e-18,6.0383662395368063e-19,1.6288859533776735e-13,4.6578293414976564e-34,4.4162413476247754e-34,4.4162433025468848e-34,6.4100401286160934e-18,7.5377607930446343e-13,1.6491767561255866e-21,9.8178249210574378e-21,4.0466344510100749e-15,3.2029304462389756e-15,2.2705426682908546e-24,1.1764135953961082e-20,4.9142371645303022e-32,6.7582752734547494e-26,2.9230568718087022e-25,2.2467053128689335e-25,5.461436447116688e-29,2.0941130541854474e-32,1.0440754602437863e-33,3.6706948000197115e-30,1.1484977975899295e-37,2.3641045164518512e-41,3.9069631338654934e-40,1.000026001430486e-38,2.2319315098225994e-35,2.0370420898369356e-21,7.2740162559097498e-24,3.2439451317781813e-25,2.8461159489431686e-26,3.516525196284034e-23,1.0344157211630137e-22,4.9319402607821315e-18,2.4314728742070221e-20,1.625359496264139e-20,8.8910647036954555e-24,6.4692984963287127e-24,1.8499785510201279e-24,1.7524558062890173e-31,7.0190636503236732e-31,4.14413764188132e-23,2.2945250155724161e-32,8.8515327043798611e-27,1.2005506283109043e-41,9.969636552454335e-32
3.247064280815009e-12,0.566828284646681,154.0,0.0,0.0,0.0,0.99999880941032182,1.0,18.999999996810875,1.0998726103022805e-07,4.412573611159364e-07,4.3968744245316138e-07,2.3783625345492844e-09,1.9639814006135125e-13,3.7432833993916446e-08,7.0246177716099361e-08,3.7776643432099938e-11,8.8748830420704763e-08,8.0980561841256601e-10,3.9801395294027844e-17,2.3303886111008213e-12,8.978812961248621e-18,1.1198109721417543e-12,4.9780830925540445e-15,4.9803333181545786e-15,1.6195399168628051e-18,6.3068329753023727e-19,1.6696011344306273e-13,5.0777090663474715e-34,4.8143443479702903e-34,4.8143465056315174e-34,6.6545656588185857e-18,7.6723470845783931e-13,1.6988740295301231e-21,9.9974678472712432e-21,4.1654360442062797e-15,3.2969618012502809e-15,2.3861402271425925e-24,1.220756564588007e-20,5.2283552146670125e-32,7.0327773269331204e-26,3.0720409777372184e-25,2.36820398631476e-25,5.830979640605286e-29,2.2644959078681963e-32,1.1290432339896435e-33,3.9055235598166965e-30,1.2578736378909727e-37,2.5908210296264341e-41,4.2260433435639403e-40,1.0861283914278728e-38,2.4135792232080475e-35,2.0878617813499814e-21,7.5473832888866284e-24,3.3357462884129412e-25,2.9295257944723344e-26,3.6527372526363302e-23,1.0609414090237344e-22,5.054733389399143e-18,2.5197919784814289e-20,1.6865569657693951e-20,9.2566019464367872e-24,6.7340156196761427e-24,1.9423324945534033e-24,1.8183164143449316e-31,7.3694589942739824e-31,4.3000618995363938e-23,2.3808571172200986e-32,9.1860902310527132e-27,1.3250516681704213e-41,1.0344314550216418e-31
3.2869159528339555e-12,0.5668282846464452,154.0,0.0,0.0,0.0,0.99999879480760412,1.0,18.999999996738065,1.1133714651792902e-07,4.4666838738171639e-07,4.4505468254513237e-07,2.4366350874577152e-09,1.988146052967351e-13,3.7444565319760945e-08,7.1302068277745671e-08,3.7830046487055003e-11,9.0082839846325805e-08,8.2432262577193913e-10,4.077659312839857e-17,2.3875758341731517e-12,9.1397732025712288e-18,1.1473537934552157e-12,5.1632424588659906e-15,5.1655836411691991e-15,1.6828342871383106e-18,6.5834550995580656e-19,1.7108186976664108e-13,5.529605124789324e-34,5.2428033035950705e-34,5.2428056821527608e-34,6.9052956354162394e-18,7.8079368590695965e-13,1.7495106235048295e-21,1.0177648434712689e-20,4.2860352134707227e-15,3.3924159067308061e-15,2.5061122836663142e-24,1.2661987233136488e-20,5.5583631795941099e-32,7.3147199376136184e-26,3.2266730568368918e-25,2.4946046918597311e-25,6.220372912074317e-29,2.4463268249336608e-32,1.2197217817060387e-33,4.1522459434468912e-30,1.3760910046146789e-37,2.8360328146980864e-41,4.5666449090350676e-40,1.1784582168680787e-38,2.6074367183286495e-35,2.1393049699406158e-21,7.827486438363317e-24,3.4288556754170389e-25,3.0144099903702544e-26,3.792417952537392e-23,1.0878006358613886e-22,5.1790245411852002e-18,2.6101423864804164e-20,1.7492683266567385e-20,9.6321017732781281e-24,7.0059055331032879e-24,2.0380693363013415e-24,1.8857999379398449e-31,7.7326888557287868e-31,4.4598377399671404e-23,2.4693217622119164e-32,9.5289492899189231e-27,1.460702523833194e-41,1.0728225244802257e-31
3.326767624852902e-12,0.566828284646207,154.0,0.0,0.0,0.0,0.99999878020490329,1.0,18.999999996664528,1.1268703192122873e-07,4.5207937320399117e-07,4.5042122816939752e-07,2.4956015630947964e-09,2.0121623499782113e-13,3.745555649109609e-08,7.2358279144758432e-08,3.7881268489052822e-11,9.1417253949592658e-08,8.3887988277890022e-10,4.176340394792746e-17,2.4454524716949922e-12,9.3011797280708021e-18,1.17522847935219e-12,5.3529276506530873e-15,5.3553622476104187e-15,1.747757925965024e-18,6.8683640079457759e-19,1.7525386397194341e-13,6.0155248655623737e-34,5.7035214722507274e-34,5.7035240912378933e-34,7.1623108514091569e-18,7.9445300822810503e-13,1.8010950799488423e-21,1.0358351622861491e-20,4.4084324796457148e-15,3.4892931740188481e-15,2.6305687911733531e-24,1.3127534668953073e-20,5.9048585457357324e-32,7.6042068465222414e-26,3.3870955455522134e-25,2.6260394163728712e-25,6.6304117585648886e-29,2.6402163686475815e-32,1.3164158186881291e-33,4.411310053275265e-30,1.5037402092874531e-37,3.1009903300346363e-41,4.9299201930021584e-40,1.2773826662565221e-38,2.814155567586114e-35,2.191371566413379e-21,8.1144063296636171e-24,3.5232731808067102e-25,3.100779209684925e-26,3.9356106091778121e-23,1.1149933140344447e-22,5.3048133260390589e-18,2.7025434769183085e-20,1.813511927412073e-20,1.0017698878602338e-23,7.2850644781014436e-24,2.1372687554101628e-24,1.9549258022311945e-31,8.1090555215399463e-31,4.6235116315734084e-23,2.5599446791603042e-32,9.8802104908958164e-27,1.6083478953146723e-41,1.1121479145149761e-31
3.366619296871848e-12,0.5668282846459666,154.0,0.0,0.0,0.0,0.99999876560221868,1.0,18.999999996590251,1.1403691724012716e-07,4.5749031974223331e-07,4.5578707972683905e-07,2.5552615606250463e-09,2.036307171055793e-13,3.7465854204016706e-08,7.3414790107978389e-08,3.7930398514364624e-11,9.2752047198312959e-08,8.5347620227366107e-10,4.276182126247458e-17,2.5040184789260985e-12,9.4630193735820495e-18,1.203434931964255e-12,5.5471928608811344e-15,5.5497233641991129e-15,1.814331438061392e-18,7.1616912029369373e-19,1.7947609573356114e-13,6.5375749353124954e-34,6.1984962613121491e-34,6.1984991417231815e-34,7.4256922092463055e-18,8.0821267201050048e-13,1.8536359623332619e-21,1.0539562795404975e-20,4.5326283279455758e-15,3.5875939862523171e-15,2.7596211140061311e-24,1.3604341885327012e-20,6.2684537211545886e-32,7.9013419371960934e-26,3.5534527243017544e-25,2.7626419744255988e-25,7.0619129497960302e-29,2.8467993897352906e-32,1.4194421906802233e-33,4.683175224194576e-30,1.641442854089409e-37,3.3870115454957582e-41,5.3170675926235039e-40,1.3832858316616651e-38,3.0344132873803605e-35,2.2440614817643639e-21,8.4082235404094508e-24,3.6189986862412388e-25,3.1886441228155996e-26,4.0823585243385677e-23,1.1425193562507964e-22,5.4320993553872222e-18,2.7970145146934975e-20,1.8793061116714079e-20,1.0413527920828306e-23,7.5715886702431805e-24,2.2400112687631486e-24,2.0257134208842835e-31,8.4988644565982718e-31,4.7911300252923911e-23,2.652751587007503e-32,1.0239974406054046e-26,1.7688851044773215e-41,1.1524186694818939e-31
3.4064709688907945e-12,0.5668282846457237,154.0,0.0,0.0,0.0,0.99999875099954927,1.0,18.99999999651525,1.1538680247462439e-07,4.6290122817268244e-07,4.6115223761810783e-07,2.6156146794444858e-09,2.0603395710007653e-13,3.7475502208422169e-08,7.4471582233302268e-08,3.7977522001210229e-11,9.408719567119622e-08,8.6811043211160533e-10,4.3771838176050107e-17,2.5632738128943459e-12,9.6252793652002334e-18,1.2319730534643344e-12,5.7460922665212858e-15,5.7487212016654611e-15,1.8825754220598846e-18,7.4635682873156879e-19,1.8374856473690757e-13,7.0979649069762838e-34,6.7298226680905743e-34,6.729825832471156e-34,7.695520720708321e-18,8.2207267385598193e-13,1.9071418556967566e-21,1.072126776713631e-20,4.6586232102046346e-15,3.6873187001480845e-15,2.8933820291948226e-24,1.4092542793062807e-20,6.6497762257293926e-32,8.2062292355368031e-26,3.725890719971714e-25,2.9045480107720585e-25,7.5157148205732445e-29,3.0667356705246503e-32,1.5291301960772418e-33,4.9683121681986506e-30,1.7898530693318311e-37,3.6954846922796101e-41,5.7293327664528722e-40,1.4965692765810822e-38,3.2689140275032464e-35,2.2973746271769439e-21,8.7090186005674205e-24,3.7160320675971303e-25,3.278015397519629e-26,4.2327049884354635e-23,1.1703786755638324e-22,5.5608822421670426e-18,2.8935746515412632e-20,1.9466692182397684e-20,1.0819723522468691e-23,7.86557429925267e-24,2.3463782280673006e-24,2.0981821960821001e-31,8.9024242927817102e-31,4.9627393546529062e-23,2.7477681950583998e-32,1.0608341569735548e-26,1.9432666814897474e-41,1.1936458272047033e-31
