Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997)
6.353934521337769e-08,0.7033549202848994,154.0,0.0,0.0,0.0,0.977338171610586,1.0,18.998506337093023,0.0022578754660349037,0.0074728402498846803,0.0058085369109224577,0.0013317748864450603,2.5992454978432332e-09,4.46217767334142e-08,0.0020324589735544667,4.9928929995487315e-11,0.0026158049119634004,1.7123986997962478e-05,2.1682502035170556e-11,0.00064172595259925447,1.8523902855413127e-13,2.367972376937639e-06,0.00033141826093752191,0.00033310947710477474,9.9107276401575512e-08,6.4153996991152657e-08,9.4075347322763523e-05,3.0443503897229484e-08,4.7159717752616149e-08,4.7830509161526555e-08,5.3768208067955048e-05,8.8129074405595057e-05,2.6366468515344233e-06,4.2600005316606518e-14,1.4738310409066201e-07,1.1165262533161916e-07,1.2770253522200234e-06,1.7701981039890489e-09,6.2080017265080416e-11,7.9361612089756058e-13,5.7983881323530822e-08,7.8272023925467134e-09,4.0180055288013689e-08,6.2561351060154749e-09,3.6831640458175465e-09
6.492739515307298e-08,0.7033548570538365,154.0,0.0,0.0,0.0,0.97684456635166628,1.0,18.99847241161223,0.0023046146080216972,0.0076280351606695714,0.0059226506379462598,0.0013579716124255542,2.6532217689540048e-09,4.4602020284425555e-08,0.0020762547507671512,4.99037133622373e-11,0.0026723624732055487,1.7479593698752998e-05,2.2109008474626184e-11,0.00066942608389329106,1.8908581025461718e-13,2.4146845966861301e-06,0.00034557048835632181,0.00034740829623231066,1.0333919347748742e-07,6.6893427339603543e-08,9.9213046768152597e-05,3.3532917146131279e-08,5.2412378096964032e-08,5.3174555354249698e-08,5.7225680222955682e-05,9.1802241831907431e-05,2.8664444655337617e-06,4.4919976746291854e-14,1.5064990108554567e-07,1.1411766316696204e-07,1.3892678931073168e-06,1.8672352300137733e-09,6.7660869670529969e-11,8.447127125354798e-13,6.3098205519821899e-08,8.3516301342939508e-09,4.3843304150886454e-08,6.8290062353413775e-09,4.0328123517436498e-09
6.631544509276826e-08,0.7033547949226141,154.0,0.0,0.0,0.0,0.97635109520514907,1.0,18.998438405074804,0.0023512463380022629,0.0077828266169782667,0.0060361834149607564,0.0013840347597513327,2.7070575098623235e-09,4.4582268344200614e-08,0.0021200247645833939,4.9878503580196594e-11,0.0027288950054288118,1.7834274567181747e-05,2.2533340132529909e-11,0.00069768067963347125,1.9292257674734965e-13,2.4611592470991392e-06,0.00035999182527514292,0.00036198571631070064,1.0765157025182174e-07,6.9684942009466155e-08,0.00010452244705501291,3.6852691530860592e-08,5.8115349678627005e-08,5.8978965765099451e-08,6.0821299698245908e-05,9.5538074811769808e-05,3.1104951236255422e-06,4.731732372189e-14,1.5391525273141756e-07,1.1658125135510954e-07,1.5085869075080809e-06,1.9675271272422584e-09,7.3601839143812928e-11,8.9785401138747898e-13,6.8537661416905199e-08,8.8980221373671646e-09,4.7747526823003211e-08,7.4397265763615948e-09,4.4064518995478978e-09
6.770349503246355e-08,0.703354733878336,154.0,0.0,0.0,0.0,0.97585776235653998,1.0,18.998404316102839,0.0023977708510460553,0.0079372113206675858,0.0061491336126136067,0.0014099639560244148,2.7607515730202479e-09,4.4562521103805055e-08,0.002163769023225388,4.9853300863189923e-11,0.0027854025147809494,1.8188022042907473e-05,2.2955490945904801e-11,0.00072648768921381465,1.9674924624820709e-13,2.5073956588835075e-06,0.00037468044412771828,0.00037684031480648533,1.1204385971747994e-07,7.2528186906601385e-08,0.00011000582255271403,4.0413775462205066e-08,6.4295962681696196e-08,6.5271921617090271e-08,6.4557165578508273e-05,9.9335692696040986e-05,3.3693247642845829e-06,4.979307045964644e-14,1.5717915936783928e-07,1.1904339034703299e-07,1.6352553954462317e-06,2.0711170894170981e-09,7.9917174741630341e-11,9.5307117122094395e-13,7.4315090922906701e-08,9.4667401286575147e-09,5.1902595411541345e-08,8.0898537379311971e-09,4.8051116084966767e-09
6.909154497215883e-08,0.703354673908181,154.0,0.0,0.0,0.0,0.97536457196054938,1.0,18.998370143344946,0.0024441883420974471,0.0080911860110366596,0.0062614996545071067,0.0014357588410062107,2.8143028239078682e-09,4.4542778752911923e-08,0.0022074875351022804,4.9828105423468784e-11,0.0028418850076463212,1.8540828651419186e-05,2.3375455049739732e-11,0.0007558450525783656,2.005657379015366e-13,2.5533931844123372e-06,0.00038963450546388676,0.00039197066524900042,1.1651551131371669e-07,7.5422805636459637e-08,0.00011566542582133082,4.4227317752089542e-08,7.0982519222267702e-08,7.2082627026563901e-08,6.8435339786654953e-05,0.00010319420811683946,3.6434642291921275e-06,5.2348231337234675e-14,1.6044162134814693e-07,1.21504080604303e-07,1.7695499188424386e-06,2.1780479967270872e-09,8.6621319318880853e-11,1.0103947961566214e-12,8.0443528344370321e-08,1.0058140052437364e-08,5.6318537482131376e-08,8.7809700004074507e-09,5.2298376665731367e-09
7.047959491185412e-08,0.7033546149994032,154.0,0.0,0.0,0.0,0.97487152814079781,1.0,18.998335885476219,0.0024904990059743349,0.008244747465107961,0.0063732800171658645,0.0014614190666099596,2.8677101411317647e-09,4.4523041479793962e-08,0.0022511803088087656,4.9802917471695462e-11,0.0028983424906440852,1.8892687004684276e-05,2.3793226776867556e-11,0.00078575070039038132,2.0437197178716342e-13,2.5991511977122958e-06,0.00040485215815562134,0.00040737533735989232,1.210659709877935e-07,7.8368439543994835e-08,0.00012150348736345969,4.8304661692052092e-08,7.8204300730848991e-08,7.9441318167700114e-08,7.2457847093768517e-05,0.00010711272732739955,3.9334489835695075e-06,5.4983810781959462e-14,1.6370263903933648e-07,1.2396332259900525e-07,1.9117505036537605e-06,2.2883623110727713e-09,9.3728904351661733e-11,1.0698549407985206e-12,8.6936196971058888e-08,1.0672572066287424e-08,6.100553335858495e-08,9.5146818879689631e-09,5.6816932402839215e-09
7.18676448515494e-08,0.7033545571393344,154.0,0.0,0.0,0.0,0.9743786349895307,1.0,18.998301541198128,0.0025367030373667503,0.0083978924979000186,0.0064844732299938375,0.0014869442968907188,2.9209724165197477e-09,4.450330947130604e-08,0.0022948473531236619,4.9777737216930333e-11,0.0029547749706263994,1.9243589801774645e-05,2.4208800657799913e-11,0.00081620255420201428,2.0816786892717262e-13,2.6446690944465737e-06,0.00042033153960529846,0.00042305289718254455,1.256946812573137e-07,8.1364727754012083e-08,0.0001275222153813671,5.2657339048894056e-08,8.5991574788690228e-08,8.7379271903597366e-08,7.6626675136475339e-05,0.00011109035054104409,4.239818837266403e-06,5.7700803161364348e-14,1.6696221282196557e-07,1.2642111681366569e-07,2.0621405420077055e-06,2.4021020714330599e-09,1.0125474475851802e-10,1.1314811104739125e-12,9.3806505661595192e-08,1.1310380538235591e-08,6.5973913422759472e-08,1.0292619740941681e-08,6.1617581843685379e-09
7.325569479124469e-08,0.7033545003153816,154.0,0.0,0.0,0.0,0.97388589656734048,1.0,18.99826710923849,0.0025828006308354396,0.0085506179626917266,0.0065950778752207704,0.0015123342080329289,2.9740885552132053e-09,4.4483582912869657e-08,0.0023384886770084798,4.9752564866616988e-11,0.0030111824546765844,1.9593529829473853e-05,2.4622171420525305e-11,0.00084719852662445841,2.119533512924705e-13,2.6899462918934992e-06,0.00043607077595613349,0.00043900190721138843,1.3040108127320511e-07,8.4411307211937029e-08,0.00013372379553954413,5.729706398463749e-08,9.4375601419898233e-08,9.5928813884776148e-08,8.094377444169674e-05,0.00011512617226910005,4.5631176667542345e-06,6.0500192676280695e-14,1.702203430900581e-07,1.2887746374117689e-07,2.2210066943575232e-06,2.5193088893343064e-09,1.0921383372136539e-10,1.1953022615826303e-12,1.0106804543062788e-07,1.1971904045100169e-08,7.1234155415103525e-08,1.111643728821802e-08,6.6711287514705413e-09
7.464374473093998e-08,0.7033544445150305,154.0,0.0,0.0,0.0,0.97339331690289721,1.0,18.99823258835135,0.0026287919808104456,0.0087029207512782335,0.0067050925878381394,0.0015375884883355531,3.0270574757569663e-09,4.446386198846886e-08,0.0023821042896059784,4.9727400626566848e-11,0.0030675649501072924,1.9942499962868099e-05,2.5033333990269379e-11,0.0008787365214985186,2.1572834180917327e-13,2.7349822289208502e-06,0.00045206798230471316,0.00045522092652107448,1.3518460688332071e-07,8.7507812724991975e-08,0.00014011039073273687,6.2235726907573358e-08,1.0338863884138408e-07,1.0512332611615474e-07,8.5411058458721424e-05,0.0001192192816575869,4.9038931381726152e-06,6.3382953256344714e-14,1.7347703025099967e-07,1.3133236388471667e-07,2.3886387916853582e-06,2.6400239444232209e-09,1.1762133750750552e-10,1.2613468020548282e-12,1.087345860381991e-07,1.2657475372029763e-08,7.6796881736423455e-08,1.1987811219854888e-08,7.2109173018292745e-09
7.603179467063526e-08,0.7033543897258433,154.0,0.0,0.0,0.0,0.97290089999268792,1.0,18.998197977316956,0.0026746772815896712,0.0088547977942182738,0.0068145160555245889,0.0015627068381948194,3.0798781101851085e-09,4.4444146880633432e-08,0.0024256942002387053,4.970224470094826e-11,0.003123922464458649,2.0290493165914096e-05,2.5442283489211114e-11,0.00091081443406557355,2.1949276436476261e-13,2.779776365955876e-06,0.00046832126291555088,0.0004717085108954762,1.4004469069665918e-07,9.0653877003763436e-08,0.00014668414085952051,6.7485388260856518e-08,1.1306394867288592e-07,1.1499725399374284e-07,9.0030403598538478e-05,0.00012336876282251037,5.2626964315741993e-06,6.6350048458013317e-14,1.7673227472542645e-07,1.3378581775766324e-07,2.5653297377797701e-06,2.7642879801448756e-09,1.2649259029414362e-10,1.3296425919163052e-12,1.1682007258198783e-07,1.3367421513231603e-08,8.2672856751406947e-08,1.2908440759935678e-08,7.7822520130506162e-09
7.741984461033055e-08,0.7033543359354607,154.0,0.0,0.0,0.0,0.97240864980076425,1.0,18.998163274941636,0.0027204567273374377,0.0090062460610729929,0.0069233470185609859,0.0015876889700845731,3.132549404104283e-09,4.4424437770422065e-08,0.0024692584184075324,4.9677097292273188e-11,0.0031802550054963849,2.0637502491986957e-05,2.5849015236162989e-11,0.00094343015113889782,2.2324654381400447e-13,2.8243281849510519e-06,0.00048482871143759403,0.00048846321295650276,1.4498076214816973e-07,9.3849130704149848e-08,0.00015344716260148159,7.3058272254801234e-08,1.2343580060949665e-07,1.2558611281249045e-07,9.4803649280369656e-05,0.00012757369518359796,5.6400819665103259e-06,6.940243136511388e-14,1.7998607694711605e-07,1.3623782588351257e-07,2.7513754116138997e-06,2.8921412995270656e-09,1.3584308899680983e-10,1.4002169439604909e-12,1.2533862209309603e-07,1.4102063673879709e-08,8.8872984094436166e-08,1.3880047239780528e-08,8.386276590014716e-09
7.880789455002583e-08,0.7033542831316016,154.0,0.0,0.0,0.0,0.9719165702584982,1.0,18.99812848005773,0.0027661305120830256,0.0091572625606361358,0.0070315842697351331,0.0016125346085342483,3.1850703167748892e-09,4.4404734837422128e-08,0.0025127969537901717,4.9651958601382287e-11,0.0032365625812099562,2.0983521084412889e-05,2.6253524746215795e-11,0.00097658155127530212,2.2698960598470474e-13,2.868637189345612e-06,0.00050158841112261108,0.00050548358229269338,1.4999224756410518e-07,9.7093202469673919e-08,0.00016040154920806933,7.8966760548754488e-08,1.3453947655931514e-07,1.3692649374692366e-07,9.9732597985336121e-05,0.00013183315379631491,6.0366071290972257e-06,7.254104449194877e-14,1.8323843736288124e-07,1.3868838879579715e-07,2.9470745698504093e-06,3.0236237610721933e-09,1.4568848810307647e-10,1.4730966245261498e-12,1.3430452013603986e-07,1.4861717273193795e-08,9.540830397821796e-08,1.4904373671588719e-08,9.0241499749784003e-09
8.019594448972112e-08,0.7033542313020631,154.0,0.0,0.0,0.0,0.97142466526434768,1.0,18.998093591523478,0.0028116988297192131,0.0093078443411556046,0.0071392266542362245,0.0016372434901044946,3.2374398211877854e-09,4.4385038259734622e-08,0.002556309816239691,4.9626828827435699e-11,0.0032928451998106515,2.1328542176978077e-05,2.6655807730338337e-11,0.0010102665049470684,2.3072187768323004e-13,2.9127029040228797e-06,0.00051859843504538676,0.00052276816558756965,1.55078570227933e-07,1.0038571897414461e-07,0.00016754937028717448,8.5223385888165716e-08,1.464112742490272e-07,1.4905606930639071e-07,0.00010481901531719289,0.00013614620968200366,6.4528320006994395e-06,7.5766819688980462e-14,1.8648935643246402e-07,1.411375070380044e-07,3.1527287494991052e-06,3.1587747747577748e-09,1.5604459451295237e-10,1.5483078543797968e-12,1.4373221741360179e-07,1.5646691948679566e-08,1.022899905057542e-07,1.5983184322596168e-08,9.6970460579293382e-09
8.15839944294164e-08,0.7033541804347228,154.0,0.0,0.0,0.0,0.9709329386836284,1.0,18.998058608222951,0.0028571618740007988,0.0094579884905463315,0.0072462730695390986,0.0016618153633604531,3.2896569041383604e-09,4.4365348213954453e-08,0.0025997970157830091,4.9601708167901844e-11,0.0033491028697296829,2.1672559094415846e-05,2.7055860094941538e-11,0.0010444828747141355,2.344432866997705e-13,2.9565248752634083e-06,0.00053585684632565433,0.00054031550674772015,1.6023915044677031e-07,1.0372630496465732e-07,0.00017489267160149114,9.1840825702235228e-08,1.590885103004046e-07,1.6201359826693222e-07,0.00011006463007006173,0.0001405119301559919,6.8893190883642894e-06,7.908067805113055e-14,1.8973883462842606e-07,1.4358518116349236e-07,3.3686421707529391e-06,3.2976332981466631e-09,1.6692736238732709e-10,1.625876309701817e-12,1.5363632637719402e-07,1.6457291561520666e-08,1.095293489861714e-07,1.7118264289830355e-08,1.0406153387248642e-08
8.297204436911169e-08,0.7033541305175367,154.0,0.0,0.0,0.0,0.97044139434829579,1.0,18.998023529065939,0.0029025198385431166,0.0096076921365944087,0.0073527224652784051,0.0016862499888427203,3.3417205662989546e-09,4.4345664875174708e-08,0.0026432585626193876,4.9576596818542273e-11,0.0034053355996162705,2.2015565252880379e-05,2.7453677941410739e-11,0.0010792285153965028,2.3815376181345145e-13,3.0001026706940004e-06,0.00055336169835169347,0.00055812414703059301,1.6547340561829551e-07,1.0711458330491828e-07,0.00018243347487071368,9.8831895667297741e-08,1.7260952278089836e-07,1.7583893008197844e-07,0.00011547113430309136,0.00014492937915352059,7.3466330571380681e-06,8.2483529828708978e-14,1.9298687243603747e-07,1.4603141173540441e-07,3.5951216400278808e-06,3.4402378326079658e-09,1.7835288800582392e-10,1.7058271231752513e-12,1.6403161784337682e-07,1.7293814203111952e-08,1.1713781325492265e-07,1.8311419075544151e-08,1.115267488073809e-08
8.436009430880698e-08,0.70335408153854,154.0,0.0,0.0,0.0,0.9699500360567358,1.0,18.997988352987829,0.0029477729168205496,0.0097569524471525122,0.0074585738431127303,0.0017105471390360086,3.3936298222864137e-09,4.4325988416974334e-08,0.0026866944671189111,4.9551494973404518e-11,0.0034615433983357096,2.2357554160396207e-05,2.7849257565591555e-11,0.0011145012742468266,2.4185323279721707e-13,3.0434358792326141e-06,0.00057111103500552215,0.00057619262517196975,1.7078075029815697e-07,1.1055017501887587e-07,0.00019017377757961704,1.0620954324089149e-07,1.8701367323167692e-07,1.9057300877426315e-07,0.00012104018342197167,0.00014939761755334243,7.8253404643915839e-06,8.5976274340992149e-14,1.9623347035316538e-07,1.4847619932658445e-07,3.8324764532318754e-06,3.5866264196496012e-09,1.903374046354109e-10,1.788184885176136e-12,1.7493301761716933e-07,1.8156552202723781e-08,1.2512694299887118e-07,1.9564474163409462e-08,1.1937827537067702e-08
8.574814424850226e-08,0.703354033485849,154.0,0.0,0.0,0.0,0.96945886757356226,1.0,18.997953078949514,0.0029929213021650252,0.0099057666303264853,0.0075638262565788069,0.001734706598335523,3.4453837007266284e-09,4.4306319011393942e-08,0.0027301047398209564,4.9526402824813079e-11,0.0035177262749674382,2.2698519417283292e-05,2.8242595457240052e-11,0.00115029899112316,2.4554163042242379e-13,3.0865241110292069e-06,0.00058910289088961207,0.00059451947751309889,1.7616059626784585e-07,1.1403269933464854e-07,0.00019811555279206701,1.1398684117126929e-07,2.0234134817664366e-07,2.0625787631152751e-07,0.00012677339626722555,0.00015391570349884909,8.3260094962794778e-06,8.9559799892481929e-14,1.9947862889016361e-07,1.5091954451949152e-07,4.0810182992879293e-06,3.7368366373633659e-09,2.0289727741110545e-10,1.8729736450642912e-12,1.8635560312278293e-07,1.9045792136286152e-08,1.3350842108675902e-07,2.0879274595550426e-08,1.2762842147698767e-08
8.713619418819755e-08,0.7033539863476597,154.0,0.0,0.0,0.0,0.96896789262942529,1.0,18.997917705937301,0.0030379651877645093,0.010054131934653199,0.007668478810935876,0.0017587281630110801,3.4969812443182246e-09,4.4286656828944957e-08,0.0027734893914326598,4.9501320563353989e-11,0.0035738842388030778,2.3038454716571385e-05,2.8633688299445833e-11,0.0011866194986618166,2.4921888646330074e-13,3.1293669974025406e-06,0.00060733529155505535,0.00061310323812746505,1.816123526029751e-07,1.1756177372873686e-07,0.00020626074897100289,1.2217698098692828e-07,2.1863396011614136e-07,2.2293667546877325e-07,0.00013267235520920132,0.00015848269271658764,8.8492097064545325e-06,9.3234983691858961e-14,2.0272234856976142e-07,1.5336144790611477e-07,4.3410611639360151e-06,3.8909055969833736e-09,2.1604899823009553e-10,1.9602169125734318e-12,1.983146000424019e-07,1.9961814836281569e-08,1.422940509055587e-07,2.225768455049536e-08,1.362896300933699e-08
8.852424412789283e-08,0.7033539401122485,154.0,0.0,0.0,0.0,0.96847711492082555,1.0,18.997882232962741,0.0030829047666614861,0.010202045649269516,0.0077725306630002881,0.0017826116411689952,3.5484215098909258e-09,4.4267002038601531e-08,0.0028168484328273654,4.947624837786928e-11,0.0036300172993444782,2.3377353844389814e-05,2.9022532968007228e-11,0.0012234606224503109,2.528849337011946e-13,3.1719641907729902e-06,0.00062580625373111307,0.00063194243894716402,1.8713542574199059e-07,1.2113701397049994e-07,0.00021461128980443194,1.3079326647056681e-07,2.3593394800922546e-07,2.4065365218000264e-07,0.00013873860624968577,0.00016309763883202898,9.3955117571548658e-06,9.7002691773638999e-14,2.0596462992695028e-07,1.5580191008788631e-07,4.6129212338383184e-06,4.0488699395585805e-09,2.2980918066058773e-10,2.0499376592993849e-12,2.1082537896362696e-07,2.0904895402735024e-08,1.5149575370320103e-07,2.3701586922125806e-08,1.4537447636969865e-08
8.991229406758812e-08,0.7033538947679735,154.0,0.0,0.0,0.0,0.96798653810993984,1.0,18.997846659062542,0.0031277402317514474,0.010349505104072471,0.0078759810209704986,0.0018063568527117437,3.599703568460321e-09,4.424735480777017e-08,0.0028601818750430734,4.9451186455451081e-11,0.0036861254663017482,2.3715210680329721e-05,2.9409126530769918e-11,0.0012608201812003578,2.5653970592848636e-13,3.2143153645914167e-06,0.00064451378555607428,0.0006510356098888689,1.9272921955529389e-07,1.247580341668868e-07,0.00022316907403747193,1.398491071217191e-07,2.542847772485617e-07,2.5945415738256365e-07,0.00014497365913005602,0.00016775959368245749,9.9654871627787049e-06,1.0086377892256492e-13,2.0920547350887084e-07,1.5824093167559433e-07,4.8969168010119888e-06,4.2107658327401149e-09,2.4419455486667657e-10,2.1421583202852305e-12,2.2390345203619207e-07,2.187530321528906e-08,1.6112556593816604e-07,2.5212882899699746e-08,1.5489566477541647e-08
9.268839394697869e-08,0.7033538067066659,154.0,0.0,0.0,0.0,0.96700600165741823,1.0,18.997775204757072,0.0032170995913480931,0.010643050758504182,0.0080810743431918696,0.0018534318142796782,3.7017894198971734e-09,4.4208083686498364e-08,0.0029467720069033944,4.9401094139348698e-11,0.0037982671593337126,2.4387773464298765e-05,3.0175549566284967e-11,0.0013370858450909313,2.6381516559802299e-13,3.2982784520641695e-06,0.00068263054914776875,0.00068997797247940152,2.0412657226413811e-07,1.3213586280993837e-07,0.00024091384201856722,1.5933358122467224e-07,2.94317948574633e-07,3.0049268830167319e-07,0.00015795602878407468,0.00017722072984497077,1.1178746843553354e-05,1.0886945288442824e-13,2.1568284959553181e-07,1.6311465555822765e-07,5.5025975520047917e-06,4.5464945563612243e-09,2.7490835195930175e-10,2.3341864528639769e-12,2.518242170816663e-07,2.3899149577977328e-08,1.8171822477612674e-07,2.8445349397988803e-08,1.7529851533899287e-08
9.51868838384302e-08,0.7033537303840376,154.0,0.0,0.0,0.0,0.96612424195078284,1.0,18.997710541563219,0.003297168877828759,0.010905662332149157,0.0082635943253147794,0.001895324841095639,3.7931165909469321e-09,4.4172767178343657e-08,0.0030246156904346166,4.9356047995224885e-11,0.003899109648610369,2.4989455857258067e-05,3.0857606007966555e-11,0.0014074759728157308,2.7032387539908533e-13,3.3730009958268173e-06,0.00071772455456063893,0.000725879891915555,2.1462002392083692e-07,1.3892857231285077e-07,0.00025761143756274432,1.7850934371766449e-07,3.3439871069444744e-07,3.4161065455965213e-07,0.00017023187127616568,0.00018588698457035302,1.2357385396494258e-05,1.1640225821368831e-13,2.2150757661574139e-07,1.6749608653678974e-07,6.092446481767969e-06,4.8624493451392014e-09,3.0485897103881077e-10,2.5157756232672573e-12,2.790514502810023e-07,2.5816656269961343e-08,2.0183876734837842e-07,3.1604487915264279e-08,1.9528336908104962e-08
9.768537372988172e-08,0.7033536567713425,154.0,0.0,0.0,0.0,0.96524318852130142,1.0,18.997645537525219,0.0033769038286045289,0.011166762456569362,0.0084441554803970104,0.0019367676176240789,3.8839173774367789e-09,4.4137477694903319e-08,0.0031023766116487564,4.9311037932047094e-11,0.0039998716429945347,2.5587670346550947e-05,3.1532331966930336e-11,0.0014795116104464848,2.7679507109165393e-13,3.446922310610193e-06,0.00075355370020928282,0.00076258173291599745,2.2533322956219028e-07,1.4586353625739952e-07,0.00027500887452221461,1.9932194926962236e-07,3.7860697689937483e-07,3.8699514360849197e-07,0.00018307646672374248,0.00019469075245888572,1.3621626221186482e-05,1.2425038374931735e-13,2.2732765429643024e-07,1.7187285990790996e-07,6.7266507011447123e-06,5.1916828853496273e-09,3.3710019537602322e-10,2.7057890900325958e-12,3.083640803856907e-07,2.7826632681794316e-08,2.2353856268509245e-07,3.5012341066179348e-08,2.1688516068791209e-08
9.999999999999998e-08,0.7033535858036288,154.0,0.0,0.0,0.0,0.96442761945160704,1.0,18.997585008867294,0.0034504737313556626,0.011407287285181724,0.0086096788181707733,0.0019747583055213119,3.9675621717874581e-09,4.4104810076259153e-08,0.0031743413247440067,4.9269373244721108e-11,0.0040931468004360904,2.6138739693599615e-05,3.215085479456657e-11,0.0015477032102009299,2.8275627338404327e-13,3.5146877996733157e-06,0.00078739181125740795,0.00079728896579306765,2.3545104436300225e-07,1.5241308796071377e-07,0.00029175936109186094,2.201341882115573e-07,4.2349764821827414e-07,4.3311177212292488e-07,0.00019548988408324509,0.00020296452340568899,1.4872116206222643e-05,1.3180631325850661e-13,2.3271528747520995e-07,1.759233942579758e-07,7.3554340854714499e-06,5.5087055483927661e-09,3.691007592295078e-10,2.8894339782671623e-12,3.3746324531242961e-07,2.9772398072117061e-08,2.4511508554788899e-07,3.8401521013594407e-08,2.3840832766655285e-08
1.0018386362133323e-07,0.7033535858036288,154.0,0.0,0.0,0.0,0.9643628614655857,1.0,18.997580187917286,0.003456305563124045,0.011426337051420465,0.0086227550220415658,0.0019777595139620213,3.974186880765454e-09,4.4102216155486704e-08,0.0031800548406657621,4.9266064976480197e-11,0.004100553206383248,2.6182384658739056e-05,3.2199717187796722e-11,0.0015531798108819423,2.8322840355718963e-13,3.5200412416247873e-06,0.00079010608976643045,0.00080007486551122748,2.3626262893677683e-07,1.5293844998230811e-07,0.00029311630458461155,2.21852562279901e-07,4.2723316646309588e-07,4.3695065776551974e-07,0.00019649732539252319,0.00020362647924633949,1.4974800408125083e-05,1.3241839886615557e-13,2.3314308625272952e-07,1.7624497956040039e-07,7.4071301597118054e-06,5.5343886084858829e-09,3.7173314924818365e-10,2.9043385367266161e-12,3.3985725616749502e-07,2.9930444973215829e-08,2.4689162683348289e-07,3.8680603222525418e-08,2.4018228401665284e-08
1.0268235351278475e-07,0.7033535174168116,154.0,0.0,0.0,0.0,0.96348328050883258,1.0,18.997514488266745,0.0035353751991695982,0.011684372473941515,0.0087993906860420763,0.0020183000200776776,4.0639203546509101e-09,4.4066983462577257e-08,0.0032576504492077565,4.9221130136231476e-11,0.004201154404699918,2.6773567523909739e-05,3.2859753366779073e-11,0.0016284675686227535,2.8962353453290436e-13,3.5923568478502139e-06,0.00082736975551527209,0.00083835064845434065,2.4740464046084178e-07,1.6015099501693465e-07,0.00031194360633368987,2.4618293579849643e-07,4.8057830022745128e-07,4.9179327382075783e-07,0.00021050158770759397,0.00021268861572020306,1.6420228520210596e-05,1.4091074977475227e-13,2.3895387621811854e-07,1.8061244947421615e-07,8.1358194241146377e-06,5.8907547607575815e-09,4.0885978300037152e-10,3.1115301731551189e-12,3.7362734961913742e-07,3.2129400580273226e-08,2.7197297674067892e-07,4.2621127765456242e-08,2.6525426483845629e-08
1.0518084340423626e-07,0.7033534515476698,154.0,0.0,0.0,0.0,0.96260446500292562,1.0,18.997448434351153,0.0036141138528276249,0.011940855520485179,0.0089740607255382673,0.0020583887446954385,4.153113205669288e-09,4.4031780501746216e-08,0.0033351635105686559,4.917623439993883e-11,0.0043016753058559435,2.7361188679208516e-05,3.351243413354584e-11,0.001705361823020195,2.9598013664988107e-13,3.663868400061032e-06,0.00086533266287342544,0.00087740043151161233,2.5875566257252181e-07,1.6749883995791849e-07,0.0003315003831212869,2.7239528931540319e-07,5.3895391818181823e-07,5.5185059516116326e-07,0.00022509602732875218,0.00022187162304322864,1.7961216256282443e-05,1.4973175856427878e-13,2.4476002804221498e-07,1.8497527371875191e-07,8.9146659475587417e-06,6.2609643622434187e-09,4.4858278092557188e-10,3.3274647806121304e-12,4.0977189484967022e-07,3.4424748616027883e-08,2.9885858173382308e-07,4.684591939508016e-08,2.9218170825509551e-08
1.0767933329568778e-07,0.7033533881338507,154.0,0.0,0.0,0.0,0.96172643392481894,1.0,18.997382022195254,0.0036925226384591386,0.012195773427745842,0.0091467639058807979,0.0020980254141141417,4.2417609936919868e-09,4.3996608141624783e-08,0.0034125940995836422,4.91313787370627e-11,0.0044021159797121836,2.7945218871690324e-05,3.4157755032011351e-11,0.0017838494615148258,3.0229789346379165e-13,3.7345753787334175e-06,0.00090398271493726565,0.00091721555773083459,2.7031207509214125e-07,1.7497964134978773e-07,0.00035179596115456562,3.0057218741663533e-07,6.0268198129698736e-07,6.1746168783050665e-07,0.00024028705441904414,0.00023116997793864042,1.9601050234220088e-05,1.5888562234255984e-13,2.5056154568855688e-07,1.8933345645112991e-07,9.7456283585688877e-06,6.6451951701337749e-09,4.9100547012358908e-10,3.5522377599941978e-12,4.4838952750245977e-07,3.681768030385784e-08,3.2762531539926293e-07,5.1367126502915701e-08,3.2104624651449527e-08
