Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997)
1.034136161457004e-11,0.7033592201634711,154.0,0.0,0.0,0.0,0.99999631283289081,1.0,18.999999980461048,3.8685293637790429e-07,1.2644892111452567e-06,1.2500131065745391e-06,1.6999164489828818e-08,4.3984824480024825e-13,4.5527312904237266e-08,3.1569288808702976e-07,5.1085596313774505e-11,4.0497473605213798e-07,2.5354165594122649e-09,2.7675878205212921e-16,1.7924786319233654e-11,2.7426854706416563e-17,1.1294909923175429e-11,1.6865050147939658e-13,1.687244145704893e-13,4.8058805594417568e-17,2.5854054109460234e-17,1.2910564983683363e-12,1.500163201542991e-30,1.4211789267890019e-30,1.4211813731063856e-30,1.3940329495239338e-16,3.9144397321953896e-12,2.3878979527117557e-20,2.7450126564465131e-20,7.389383661660494e-14,5.7599792814568609e-14,2.3138889114152436e-22,3.2965713872750942e-19,1.7722776725150198e-29,1.8733990304115495e-24,2.3562942821392516e-23,2.1671565334802433e-23,1.7886201365703843e-26,1.8312073014276313e-29,1.231463481409453e-30
1.0677200155124012e-11,0.7033592201586993,154.0,0.0,0.0,0.0,0.99999619312270938,1.0,18.9999999792736,3.9941598250245957e-07,1.3055419285199373e-06,1.2900659203294833e-06,1.8092339384632979e-08,4.5412846811811437e-13,4.5527308867051698e-08,3.2657960638467123e-07,5.1085847541028215e-11,4.1894035993647772e-07,2.6294698627178241e-09,2.9455656934835925e-16,1.9100423810548039e-11,2.844427795417169e-17,1.2031192694646138e-11,1.8551320023838444e-13,1.8559478333068996e-13,5.2944179824906914e-17,2.8638649086832512e-17,1.3762570964611699e-12,1.8743595143888818e-30,1.775677858697284e-30,1.7756810148294694e-30,1.5378924325341984e-16,4.1279507609010765e-12,2.6060599509259368e-20,2.8485810813076487e-20,7.9052727922195068e-14,6.1620999420992659e-14,2.6339378467728996e-22,3.6270407576669412e-19,2.0822969699523908e-29,2.0707249412785216e-24,2.6827875620781946e-23,2.473596165083991e-23,2.1083576146060772e-26,2.2290075356361655e-29,1.4992259327638674e-30
1.1013038695677985e-11,0.7033592201537979,154.0,0.0,0.0,0.0,0.99999607341252306,1.0,18.999999978053889,4.1197902179815021e-07,1.3465946270488105e-06,1.3300864555427216e-06,1.9217756521802146e-08,4.684086848779386e-13,4.5527304589699003e-08,3.3746632313223547e-07,5.1086022122439228e-11,4.3290598231331141e-07,2.7235294384025074e-09,3.128792900130343e-16,2.0313347026818735e-11,2.9461769054512645e-17,1.2790134943830167e-11,2.0345697546261257e-13,2.0354674010799532e-13,5.8147930753560103e-17,3.1616415989984495e-17,1.4641799119487577e-12,2.3257258036004092e-30,2.203285768612094e-30,2.2032898084020382e-30,1.6915447310604718e-16,4.3468885850024266e-12,2.8375353230809484e-20,2.9522790124984617e-20,8.4385931373046e-14,6.5778065376364225e-14,2.9863917883327335e-22,3.9788090894680406e-19,2.4344596577083653e-29,2.2817536714941696e-24,3.0424228151900443e-23,2.8117629118571768e-23,2.4725160738165244e-26,2.6965717874058164e-29,1.8140073225569284e-30
1.1348877236231958e-11,0.7033592201487676,154.0,0.0,0.0,0.0,0.99999595370233185,1.0,18.99999997680208,4.2454205426497912e-07,1.3876473081746632e-06,1.3700748700147082e-06,2.0375258120664573e-08,4.82688895581577e-13,4.5527300149826534e-08,3.4835303829642868e-07,5.1086142998000185e-11,4.4687160313992939e-07,2.8175938436640905e-09,3.3172437523166059e-16,2.1563555932055228e-11,3.0479312399668459e-17,1.3571684759306796e-11,2.2251455520084007e-13,2.226130291233604e-13,6.3679857439496767e-17,3.4793727739437861e-17,1.5548249633026823e-12,2.867055975935155e-30,2.7161235674503338e-30,2.7161286999663872e-30,1.8553385054900343e-16,4.5712525448377679e-12,3.0827832932101218e-20,3.0561049149058841e-20,8.989340902108376e-14,7.0070960319742871e-14,3.3734137851806249e-22,4.3525317868760492e-19,2.8329614595974937e-29,2.5069823736420344e-24,3.4374210557294166e-23,3.1838235366866705e-23,2.8856166152926875e-26,3.2434090120062239e-29,2.182228612956188e-30
1.1684715776785931e-11,0.7033592201436091,154.0,0.0,0.0,0.0,0.99999583399213554,1.0,18.999999975518339,4.371050799029491e-07,1.4286999730057998e-06,1.4100313207738192e-06,2.1564687172529991e-08,4.9696910061452667e-13,4.5527295560557887e-08,3.5923975187164945e-07,5.1086225881011601e-11,4.6083722240914537e-07,2.9116619701844759e-09,3.5108926875831512e-16,2.2851050494813496e-11,3.1496896000210058e-17,1.4375790398153193e-11,2.4271859255918364e-13,2.4282631961803415e-13,6.9549736492532501e-17,3.8176942633724909e-17,1.6481922692511155e-12,3.5127791726200779e-30,3.327861435158616e-30,3.3278679104355726e-30,2.0296246587765206e-16,4.8010419840441677e-12,3.3422690275114719e-20,3.160057609499671e-20,9.5575122925690914e-14,7.4499653896344381e-14,3.7972422917904627e-22,4.7488633926998356e-19,3.2822735291511894e-29,2.746911431454578e-24,3.8700812413812144e-23,3.5920221180049103e-23,3.3524839311050054e-26,3.8799769704497223e-29,2.6109534483566043e-30
1.2356392857893875e-11,0.7033592201329094,154.0,0.0,0.0,0.0,0.9999955945717276,1.0,18.999999972855672,4.6223111069232358e-07,1.5108052569754542e-06,1.4898489554292169e-06,2.4038703437726301e-08,5.2552949477843874e-13,4.5527286019504012e-08,3.8101317421852626e-07,5.1086317689798458e-11,4.8876845622835946e-07,3.0998061954086057e-09,3.9136831822543954e-16,2.5537896482129539e-11,3.3532149441824513e-17,1.6051463012544401e-11,2.8669627930866173e-13,2.8682420857366978e-13,8.2342346330548572e-17,4.5586442212134072e-17,1.8430937210116575e-12,5.1842316175749097e-30,4.9113496240952227e-30,4.911359732132697e-30,2.4110888092423771e-16,5.2768946914078375e-12,3.9058441344374455e-20,3.3683399810466999e-20,1.0746110778383377e-13,8.3764315564296162e-14,4.764652584557325e-22,5.6119672011002881e-19,4.3526472589937002e-29,3.272888136003877e-24,4.8579759787402673e-23,4.526198976514698e-23,4.4683999400028718e-26,5.4692623154359605e-29,3.6816422341240306e-30
1.3028069939001821e-11,0.7033592201217039,154.0,0.0,0.0,0.0,0.99999535515129956,1.0,18.99999997006713,4.8735711416629613e-07,1.5929104837324078e-06,1.5695406004376444e-06,2.6638564544219838e-08,5.5408986903021e-13,4.5527276386869464e-08,4.027865899927154e-07,5.1086354273017246e-11,5.1669968353985166e-07,3.2879573393154696e-09,4.3369623748567588e-16,2.8373884783752129e-11,3.5567477727542986e-17,1.7816742186999641e-11,3.3564977093504485e-13,3.3580027054317484e-13,9.6603526925575229e-17,5.3895490398654756e-17,2.0488844214891201e-12,7.494178665414945e-30,7.0997420154784422e-30,7.09975742534458e-30,2.8387885169343321e-16,5.7744415209060382e-12,4.5321006286238603e-20,3.577121051070806e-20,1.2004358259153853e-13,9.3571807680560156e-14,5.9080567592128834e-22,6.5733396749105936e-19,5.687219346332572e-29,3.8637504129470799e-24,6.0260763824852437e-23,5.6338109478415664e-23,5.8653403356728829e-26,7.5694928719859455e-29,5.0970908593693044e-30
1.3699747020109767e-11,0.7033592201099977,154.0,0.0,0.0,0.0,0.99999511573085131,1.0,18.999999967153951,5.1248309032489e-07,1.6750156561800082e-06,1.6491074846146739e-06,2.9363041830473095e-08,5.8265022437940308e-13,4.5527266949367332e-08,4.2455999907141105e-07,5.1086366593846718e-11,5.4463090418608247e-07,3.4761124984284076e-09,4.7805302279883303e-16,3.1359015213243791e-11,3.7602849448488515e-17,1.9671219972936064e-11,3.8983761905214142e-13,3.9001318489919031e-13,1.1241069038355409e-16,6.3154431852726307e-17,2.2655645280975677e-12,1.0633426904947244e-29,1.0073812111439421e-29,1.0073835109079818e-29,3.3156097601320021e-16,6.2936773372445381e-12,5.2249732552306273e-20,3.7863977357332721e-20,1.3332224412321945e-13,1.0392188765258147e-13,7.2481261673402609e-22,7.6381862684789058e-19,7.3326455311609405e-29,4.5236148089031673e-24,7.3956303359230304e-23,6.9356434592122907e-23,7.5939272970165658e-26,1.0305121833382109e-28,6.9414689219856965e-30
1.4371424101217713e-11,0.7033592200977953,154.0,0.0,0.0,0.0,0.99999487631038264,1.0,18.99999996411735,5.3760903916812695e-07,1.7571207760390216e-06,1.7285508247809112e-06,3.2210918628405052e-08,6.1121056142418154e-13,4.5527257573172876e-08,4.4633340151228892e-07,5.1086368693398119e-11,5.7256211824103682e-07,3.6642699518459377e-09,5.2441886568922448e-16,3.449328759620715e-11,3.9638245988502086e-17,2.1614491051247611e-11,4.4951719929668866e-13,4.4972045445562183e-13,1.2984089654596608e-16,7.3413381708572931e-17,2.4931342011972558e-12,1.4835637315869705e-29,1.4054936115435049e-29,1.405496978233542e-29,3.8444725574542289e-16,6.8345970553547035e-12,5.9884913666668639e-20,3.9961682102540106e-20,1.4729678928002043e-13,1.1481431299208379e-13,8.8067846139699852e-22,8.8116987679526258e-19,9.3409091224497014e-29,5.2566469213259354e-24,8.9891795467169098e-23,8.4537649352567553e-23,9.7106788517184468e-26,1.3822294325086207e-28,9.3136721373886931e-30
1.5043101182325658e-11,0.7033592200851019,154.0,0.0,0.0,0.0,0.99999463688989387,1.0,18.999999960958526,5.6273496069603038e-07,1.8392258442804859e-06,1.8078718258790168e-06,3.5180990146386205e-08,6.3977088050189391e-13,4.5527248059731811e-08,4.6810679740080429e-07,5.1086364720524212e-11,6.0049332581433477e-07,3.8524287283934813e-09,5.7277415104072169e-16,3.77767017654868e-11,4.1673656841729331e-17,2.3646152710566518e-11,5.1494471889730552e-13,5.1517841304033567e-13,1.4897085525816119e-16,8.4722227049379631e-17,2.7315936039504891e-12,2.0384110306570254e-29,1.9311521924909897e-29,1.9311570355886601e-29,4.4283303741723467e-16,7.3971956397960324e-12,6.8267787720331059e-20,4.2064314481034556e-20,1.6196691509417638e-13,1.2624884131846556e-13,1.0607223433504919e-21,1.009905532878997e-18,1.176963505720919e-28,6.0670605445813686e-24,1.0830574571710916e-22,1.0211541551590119e-22,1.2278362830539713e-25,1.8291292556959137e-28,1.2328994409907718e-29
1.5714778263433604e-11,0.7033592200719223,154.0,0.0,0.0,0.0,0.99999439746938468,1.0,18.999999957678682,5.8786085490862251e-07,1.9213308614574213e-06,1.8870716810896461e-06,3.8272063353312838e-08,6.6833118180447497e-13,4.5527238449096191e-08,4.8988018672001017e-07,5.1086356248139997e-11,6.2842452688423381e-07,4.0405882749064346e-09,6.2309945520937493e-16,4.1209257556590722e-11,4.3709076024213383e-17,2.5765804825714299e-11,5.8637522418460938e-13,5.8664223300898987e-13,1.6987692862005185e-16,9.7130628368502796e-17,2.9809429022033835e-12,2.7619215870165256e-29,2.61660494832105e-29,2.6166118049256949e-29,5.0701695375332028e-16,7.9814681041889432e-12,7.7440535889511546e-20,4.417186867874667e-20,1.773323187327227e-13,1.382252303616878e-13,1.26739164578414e-21,1.1505420513143319e-18,1.4682407556930886e-28,6.9591168289845679e-24,1.2944989591040524e-22,1.2233651732381121e-22,1.5366354679449928e-25,2.3909117928691267e-28,1.6120895412952808e-29
1.638645534454155e-11,0.703359220058261,154.0,0.0,0.0,0.0,0.99999415804885516,1.0,18.999999954278994,6.1298672180592612e-07,2.003435827916348e-06,1.9661515719462951e-06,4.1482956863772761e-08,6.9689146545202576e-13,4.5527228880367083e-08,5.1165356941045124e-07,5.1086345466189925e-11,6.5635572137446106e-07,4.2287482447158389e-09,6.7537554415380651e-16,4.4790954805458697e-11,4.5744499785800902e-17,2.7973049836344737e-11,6.6406260804158646e-13,6.6436593269909411e-13,1.9263513321889621e-16,1.1068802102467365e-16,3.2411822643983628e-12,3.6946494446056872e-29,3.5002746751800321e-29,3.5002842414453251e-29,5.7730086610721556e-16,8.5874095106827615e-12,8.7446280977776327e-20,4.6284341081033399e-20,1.933926974957047e-13,1.5074323796087523e-13,1.5032634875375732e-21,1.3035945327103589e-18,1.8149091313318239e-28,7.9371234527688418e-24,1.5358936932041791e-22,1.4546100392533763e-22,1.9050999015997753e-25,3.0902211193197032e-28,2.0842864622966583e-29
1.7058132425649496e-11,0.7033592200441228,154.0,0.0,0.0,0.0,0.99999391862830533,1.0,18.999999950760635,6.3811256138796387e-07,2.0855407438833798e-06,2.0451126684490189e-06,4.4812500824347405e-08,7.2545173152276644e-13,4.55272193706212e-08,5.334269454650399e-07,5.1086334228037421e-11,6.8428690927592215e-07,4.4169084115566021e-09,7.2958337158410468e-16,4.8521793348607694e-11,4.7779925678828846e-17,3.0267492725786812e-11,7.4825961729153878e-13,7.4860238382161872e-13,2.1732114234336872e-16,1.2544361668983999e-16,3.5123118615187237e-12,4.8845468568660147e-29,4.6275939299780346e-29,4.6276070984140442e-29,6.5398980781680263e-16,9.2150149694603993e-12,9.8329085982658525e-20,4.8401729356191173e-20,2.1014774881337501e-13,1.6380262206212742e-13,1.7710461976149304e-21,1.4695767257794862e-18,2.2246156226324907e-28,9.0054338073486406e-24,1.8100281336113429e-22,1.7176232917608072e-22,2.3415974917683771e-25,3.9529315223211037e-28,2.6670385140606494e-29
1.7729809506757442e-11,0.7033592200295125,154.0,0.0,0.0,0.0,0.99999367920773541,1.0,18.999999947124763,6.632383736547584e-07,2.1676456094910783e-06,2.1239561291769989e-06,4.8259536801051136e-08,7.5401198006237631e-13,4.5527209844752634e-08,5.5520031491625139e-07,5.1086322928079985e-11,7.1221809063027384e-07,4.6050686427115198e-09,7.8570407712923072e-16,5.2401773023562709e-11,4.9815352267605183e-17,3.2648741000087806e-11,8.392178600235292e-13,8.396033187900734e-13,2.4401028817889527e-16,1.4144640478384466e-16,3.7943318670485562e-12,6.3879197944556797e-29,6.0519104459307457e-29,6.0519283493513521e-29,7.3739192848053476e-16,9.8642796382628684e-12,1.1013395268670433e-19,5.0524032169524366e-20,2.2759717024650684e-13,1.7740314071875929e-13,2.0735807783338102e-21,1.6490010310334852e-18,2.7057005708676836e-28,1.016844619582172e-23,2.1198253969670143e-22,2.0152748882645164e-22,2.8552664917967066e-25,5.0084483098191292e-28,3.3802999379671502e-29
1.8401486587865387e-11,0.7033592200144347,154.0,0.0,0.0,0.0,0.99999343978714506,1.0,18.999999943372519,6.8836415860633218e-07,2.2497504248072683e-06,2.2026831014000207e-06,5.1822917667873902e-08,7.8257221109402038e-13,4.5527200277150317e-08,5.7697367777531896e-07,5.1086311188904004e-11,7.4014926545192321e-07,4.7932288701931931e-09,8.4371898452239276e-16,5.6430893668434918e-11,5.1850778816664067e-17,3.5116404667250653e-11,9.3718781285727065e-13,9.3761933798899281e-13,2.7277756398483641e-16,1.5874515389446055e-16,4.0872424569325919e-12,8.2704599214189879e-29,7.8354650208512831e-29,7.8354890838083994e-29,8.2781843912464355e-16,1.0535198721917891e-11,1.2290682027222446e-19,5.2651248876524855e-20,2.4574065948809594e-13,1.9154455209262492e-13,2.4138423575162663e-21,1.8423785044681536e-18,3.2672308518325057e-28,1.1430603044282315e-23,2.4683466187545886e-22,2.3505715518381322e-22,3.4560527626581517e-25,6.2900231581338392e-28,4.2466476876936292e-29
1.9744840750081276e-11,0.7033592199828942,154.0,0.0,0.0,0.0,0.99999296094590329,1.0,18.999999935523469,7.386156465639087e-07,2.4139599047055966e-06,2.3597921135218451e-06,5.9294181449289538e-08,8.3969262068058939e-13,4.5527181012980439e-08,6.2052038371960315e-07,5.1086286459086122e-11,7.9601159550041543e-07,5.1695491729970441e-09,9.6535760958712441e-16,6.4936557220092269e-11,5.5921630268824945e-17,4.0309430599191064e-11,1.1551591409847948e-12,1.1556934135154975e-12,3.3684479680832073e-16,1.9742451376699967e-16,4.7057361056033157e-12,1.3489688177048675e-28,1.2780303987707805e-28,1.2780346121416837e-28,1.0310044609004287e-15,1.1941981185739556e-11,1.5154499372500705e-19,5.6920422791504484e-20,2.8410863282755142e-13,2.2144908618043678e-13,3.2201262609865186e-21,2.2730304792840938e-18,4.6717300137691539e-28,1.427033582763773e-23,3.2945036021859449e-22,3.1468186457395258e-22,4.96302553027435e-25,9.6856178219302762e-28,6.5434229473063597e-29
2.1088194912297168e-11,0.7033592199495378,154.0,0.0,0.0,0.0,0.99999248210458025,1.0,18.99999992722244,7.8886702526087482e-07,2.5781691837449818e-06,2.5164486609515603e-06,6.7217337153792534e-08,8.9681296033710767e-13,4.5527161934750207e-08,6.6406706314676569e-07,5.1086260952737622e-11,8.5187389922750937e-07,5.5458691519786426e-09,1.0943534508987688e-15,7.4038782707929026e-11,5.9992478218054969e-17,4.5843499847929621e-11,1.4041550575123761e-12,1.4048070453003878e-12,4.1011608996180613e-16,2.4186748161216105e-16,5.3677942628460023e-12,2.1299849401352463e-28,2.0179944569015229e-28,2.0180015658154551e-28,1.2660967616140599e-15,1.3435324923701305e-11,1.8462981662781616e-19,6.1209249968475483e-20,3.2524925301266603e-13,2.5351429178518993e-13,4.2164359406761483e-21,2.7655943471659609e-18,6.5264620147765767e-28,1.7561024851971024e-23,4.3157993100359276e-22,4.1332032741842287e-22,6.9596731912019802e-25,1.4495581083156534e-27,9.7993353946462142e-29
2.243154907451306e-11,0.7033592199144004,154.0,0.0,0.0,0.0,0.99999200326317594,1.0,18.99999991847822,8.3911829469741137e-07,2.7423782620439029e-06,2.6726615258328116e-06,7.5583603738117798e-08,9.5393323010155141e-13,4.5527142997427869e-08,7.0761371607806235e-07,5.1086236785169673e-11,9.0773617666044901e-07,5.922188687215351e-09,1.2305635449944659e-15,8.3737568835889705e-11,6.4063321367069552e-17,5.1715580473455058e-11,1.686139369983823e-12,1.6869250112200355e-12,4.9317940619696357e-16,2.9245639846597175e-16,6.0734184210582207e-12,3.268825309623776e-28,3.0969865112456247e-28,3.0969981215490376e-28,1.5356898444545115e-15,1.5015193222753484e-11,2.2256241276464238e-19,6.5517729803209616e-20,3.6916010632144179e-13,2.8773823808849027e-13,5.4315466307549322e-21,3.3241105267375361e-18,8.9335809773970888e-28,2.133972033448156e-23,5.5618264336086464e-22,5.3388345687711932e-22,9.5585166538338064e-25,2.1159931225033165e-27,1.4313906477346843e-28
2.377490323672895e-11,0.7033592198775172,154.0,0.0,0.0,0.0,0.99999152442169004,1.0,18.999999909299412,8.893694548736994e-07,2.9065871396454508e-06,2.8284393196948473e-06,8.4384370751934244e-08,1.0110534299857564e-12,4.5527123933495117e-08,7.5116034263023087e-07,5.1086213468700956e-11,9.6359842794896392e-07,6.2985077341105686e-09,1.373847705821266e-15,9.4032914309387495e-11,6.8134159233437037e-17,5.7922678638123385e-11,2.0030584597837958e-12,2.0039946543733104e-12,5.8661748843915154e-16,3.4957020455575963e-16,6.8226101087443781e-12,4.8919822570081131e-28,4.6348602375601581e-28,4.6348786618168142e-28,1.8424222213636436e-15,1.6681550079961201e-11,2.6575877904791482e-19,6.9845862509600227e-20,4.1583878112935399e-13,3.2411899599411688e-13,6.8965153900693926e-21,3.9525982742075024e-18,1.2010168500567112e-27,2.564410691532003e-23,7.0645100394860638e-22,6.7951309671530062e-22,1.2888692462365584e-24,3.0215549995346542e-27,2.045299642722617e-28
2.5118257398944842e-11,0.7033592198389216,154.0,0.0,0.0,0.0,0.99999104558012286,1.0,18.999999899694462,9.396205057899204e-07,3.0707958165192735e-06,2.9837904867646557e-06,9.3611195026126185e-08,1.0681735599760929e-12,4.5527104755148932e-08,7.9470694279996319e-07,5.1086189381984018e-11,1.0194606530887865e-06,6.6748263214426923e-09,1.5240684708183032e-15,1.0492481783461068e-10,7.220499212847285e-17,6.4461837987142696e-11,2.3568415005864233e-12,2.3579461016384366e-12,6.9100792525230339e-16,4.1358448202962782e-16,7.615370889557383e-12,7.1591058199981274e-28,6.7828891723446013e-28,6.7829176707179087e-28,2.1889748588278423e-15,1.8434360188715774e-11,3.146497465304808e-19,7.4193649098611387e-20,4.6528286791376024e-13,3.6265463813134315e-13,8.6447250748214042e-21,4.6550557985475667e-18,1.5889377500414679e-27,3.0512481302119918e-23,8.858146044190685e-22,8.5358576238541887e-22,1.7097225334057558e-24,4.2309882155771485e-27,2.8658296314256733e-28
2.6461611561160734e-11,0.7033592197986467,154.0,0.0,0.0,0.0,0.99999056673847431,1.0,18.999999889671642,9.8987144744625541e-07,3.2350042926376471e-06,3.1387233072167118e-06,1.0325579742345771e-07,1.1252936200599276e-12,4.552708563533504e-08,8.3825351651496017e-07,5.1086164483980743e-11,1.0753228519871486e-06,7.0511444753028026e-09,1.6810910480146228e-15,1.1641327811698804e-10,7.6275820334421956e-17,7.1330139040054344e-11,2.7494006733608741e-12,2.7506924787850941e-12,8.0692321527173272e-16,4.8487149701220998e-16,8.4517023613445262e-12,1.0269009341447591e-27,9.7294582876950713e-28,9.7295013698936726e-28,2.578069671289329e-15,2.0273588925186951e-11,3.6968094268961353e-19,7.8561090567894078e-20,5.174899592505979e-13,4.0334323885224666e-13,1.0711927708569528e-20,5.4354603759901968e-18,2.0721596277129132e-27,3.5983730599470178e-23,1.0979438369927613e-21,1.0597162475714009e-21,2.2350319276586529e-24,5.8215592448073113e-27,3.9457504337129503e-28
2.7804965723376626e-11,0.7033592197567258,154.0,0.0,0.0,0.0,0.99999008789674404,1.0,18.999999879239081,1.0401222798428853e-06,3.3992125680126613e-06,3.2932459003613067e-06,1.1331005965064128e-07,1.1824136102385565e-12,4.5527066582837398e-08,8.8180006377337505e-07,5.1086139802299397e-11,1.131185024641656e-06,7.4274621819080291e-09,1.8447832641267248e-15,1.284982938612981e-10,8.0346643702185663e-17,7.8524698593041158e-11,3.1826313779842893e-12,3.1841301221922091e-12,9.3493083061996898e-16,5.6380024100121375e-16,9.3316061552256181e-12,1.4466311088243467e-27,1.3706358502973942e-27,1.3706422301802073e-27,3.0124680608515889e-15,2.2199202335040724e-11,4.3131275494869043e-19,8.2948187505652933e-20,5.7245764980852417e-13,4.4618287422702705e-13,1.3136287262689484e-20,6.2977684638471361e-18,2.6675632563370429e-27,4.2097311304349873e-23,1.3467534816893663e-21,1.3017610998259035e-21,2.8834666645290165e-24,7.8846191455579652e-27,5.3475196952787686e-28
2.914831988559252e-11,0.7033592197131904,154.0,0.0,0.0,0.0,0.99998960905493239,1.0,18.999999868404728,1.0903730029799916e-06,3.563420642664132e-06,3.447366227770663e-06,1.237660211326224e-07,1.2395335305160421e-12,4.5527047496868249e-08,9.2534658462038319e-07,5.1086115598622558e-11,1.1870471711102362e-06,7.8037794196849373e-09,2.0150155136690431e-15,1.4117986377263888e-10,8.4417461998389518e-17,8.6042669132209328e-11,3.6584124414140161e-12,3.6601387871233346e-12,1.0755932792912217e-15,6.5073647159028437e-16,1.025508393471121e-11,2.0048751526189924e-27,1.8995721731545729e-27,1.8995814459836849e-27,3.4949695034023813e-15,2.4211167120433899e-11,5.0002029544042112e-19,8.7354940431788514e-20,6.3018353634777161e-13,4.9117162204299808e-13,1.5958421842442069e-20,7.2459158136328352e-18,3.3939917876536264e-27,4.8893228969070342e-23,1.6364061647702e-21,1.5838219648566366e-21,3.6758775074183348e-24,1.0527266568402337e-26,7.1444422346121572e-28
3.049167404780841e-11,0.703359219668072,154.0,0.0,0.0,0.0,0.99998913021303926,1.0,18.999999857176405,1.1406236168577552e-06,3.7276285165893136e-06,3.6010920963432574e-06,1.3461587594863687e-07,1.2966533808886748e-12,4.5527028368535383e-08,9.6889307906172005e-07,5.1086091324137438e-11,1.2429092914002226e-06,8.1800961895668226e-09,2.1916607090701393e-15,1.5445798655655456e-10,8.8488275233129634e-17,9.3881238257769726e-11,4.1786063224398134e-12,4.1805818525803085e-12,1.229468166510668e-15,7.4604275251865615e-16,1.1222137394842756e-11,2.7375217693640115e-27,2.5937626300381151e-27,2.5937758804336642e-27,4.0284101803287541e-15,2.6309450627265308e-11,5.7629336699043477e-19,9.1781350119993536e-20,6.9066521772082878e-13,5.3830756180500437e-13,1.9221445285554319e-20,8.2838175834921343e-18,4.2723732103466985e-27,5.6412018519760364e-23,1.9713156908020276e-21,1.9102488019301827e-21,4.6354311792510044e-24,1.3874113183475934e-26,9.4219033161518139e-28
3.3178382372240186e-11,0.7033592195732088,154.0,0.0,0.0,0.0,0.99998817252900818,1.0,18.999999833568275,1.2411245168359797e-06,4.0560436622563062e-06,3.9073909290196805e-06,1.5746679735708013e-07,1.4108928719071591e-12,4.5526990019045726e-08,1.0559859887203415e-06,5.1086042579118308e-11,1.3546334534352858e-06,8.9327283226153519e-09,2.5636938867039247e-15,1.8280388556317164e-10,9.6629886485439062e-17,1.1050909488507703e-10,5.3596017285204598e-12,5.3621440172833515e-12,1.5790615223350661e-15,9.6319998518588655e-16,1.3286978289835754e-11,4.9056687105053944e-27,4.6481405240159411e-27,4.6481663854526162e-27,5.259629697257039e-15,3.0764846333350955e-11,7.5356857508198527e-19,1.0069314287401401e-19,8.1988637082385628e-13,6.3901334376118484e-13,2.725533695083411e-20,1.0644442717208436e-17,6.579884397527664e-27,7.3782887746688163e-23,2.7958352318372151e-21,2.7148599249104785e-21,7.1610357680902872e-24,2.3277995131963709e-26,1.5828500389337027e-27
3.559641986422879e-11,0.7033592194827211,154.0,0.0,0.0,0.0,0.99998731061310109,1.0,18.999999811048802,1.331574953151247e-06,4.3516166067841368e-06,4.1817860860951778e-06,1.7930449436198969e-07,1.5137081746922359e-12,4.5526955717588535e-08,1.1343695169712938e-06,5.1085998133903563e-11,1.4551851095633779e-06,9.6100957113743542e-09,2.9192309234525978e-15,2.1035539250490576e-10,1.0395732005107124e-16,1.2654309820339459e-10,6.5927455386759507e-12,6.5958807931572474e-12,1.944377709576664e-15,1.1908402929313472e-15,1.5294381543830975e-11,7.971343078439808e-27,7.553010591035739e-27,7.5530557143980619e-27,6.5710976401589139e-15,3.5069597653502625e-11,9.442037273525122e-19,1.0878099115522868e-19,9.4558618139194753e-13,7.369727126671245e-13,3.6478734568531785e-20,1.3114824620038148e-17,9.4334016914178401e-27,9.2305716663551267e-23,3.7422142160366143e-21,3.6395711446061019e-21,1.0290380858076062e-23,3.5826904313949414e-26,2.4389739725192216e-27
3.8014457356217396e-11,0.7033592193875654,154.0,0.0,0.0,0.0,0.9999864486969291,1.0,18.999999787367479,1.4220250354690616e-06,4.6471889008764861e-06,4.4550178514617763e-06,2.0230376520249858e-07,1.616523250917384e-12,4.5526921480338805e-08,1.2127529596111768e-06,5.1085953894841878e-11,1.555736680799705e-06,1.0287461635735332e-08,3.2936794508897495e-15,2.3983971061781114e-10,1.112847377755566e-16,1.4357364873639872e-10,7.9980246751249133e-12,8.001836775591033e-12,2.3609562698590348e-15,1.4510962767074138e-15,1.7442997718077789e-11,1.2540468260971054e-26,1.1882557214091027e-26,1.1882633085468589e-26,8.0932590091398547e-15,3.9653541920189197e-11,1.1676367062762544e-18,1.1693254038251512e-19,1.0801775199631427e-12,8.4185919423898759e-13,4.7919467800269116e-20,1.5935969894643729e-17,1.3213368970541992e-26,1.1382329401615431e-22,4.9156764844689699e-21,4.7873425443515278e-21,1.44419607797997e-23,5.3604457449482831e-26,3.6534355593241167e-27
