Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571)
1.8228472114624404e-14,0.35569010484544417,154.0,0.0,0.0,0.0,0.99999997426576936,1.0,18.999999999999204,1.3449484303520895e-09,9.3903346883497277e-09,9.3901412947944155e-09,4.7851643525335618e-13,5.2167837336974609e-15,5.510282588136297e-09,3.7488157686386492e-11,6.8512211989893459e-12,5.3402778517726476e-11,2.9639973843807692e-13,6.4450380466537107e-21,6.9467530244532369e-16,2.7123734607891749e-21,3.3374124027891489e-16,1.2252990952181946e-20,1.2253208271288498e-20,1.9141464458703311e-25,2.5904376774132816e-26,4.7107381829930515e-17,3.0171003432229403e-47,2.8408996949447866e-47,2.840899716983534e-47,1.7309212701573955e-23,1.6254102471710571e-14,5.3016706375331697e-25,6.3134678228959509e-24,2.4019593667300472e-20,1.6861486129016673e-20,8.5183983835904963e-32,4.2261113566414719e-26,2.359782213748353e-41,1.4154272688000213e-32,1.4504748597899305e-32,3.3975364030617305e-34,5.2697096722355826e-40,1.8644648151589768e-45,1.0903878305892478e-46,1.8657598801373107e-39,1.1499240306702983e-52,2.9050167436349335e-56,1.0217731131364182e-53,9.3575068554003615e-52,1.946056059614968e-48,1.1854698908291921e-24,4.0297137920980867e-29,7.3097172730971303e-30,3.9186592577811888e-30,2.0702674982383006e-29,7.9003835331499376e-27,2.7263080633677476e-21,1.0756515761760135e-25,7.1548135031219776e-26,1.1304402524983709e-30,9.050634996283145e-31,8.0292710589450231e-32,7.726234921892398e-37,1.8141573645504355e-38,2.1543536385370372e-28,1.1518951960528017e-37,1.403945656680445e-32,1.093459746960036e-56
2.113984776275333e-14,0.35569010484544367,154.0,0.0,0.0,0.0,0.99999997015594477,1.0,18.999999999998934,1.5597579850013702e-09,1.0890065247493324e-08,1.0889806823135601e-08,6.4355895138666948e-13,6.0545437588350284e-15,6.3734173647406647e-09,5.0330106748728592e-11,7.931769016638194e-12,7.1696442557587183e-11,3.9826980359327128e-13,8.6726769328532689e-21,9.3421562876211732e-16,3.645264817925489e-21,4.4885550587119391e-16,1.9107119314227527e-20,1.9107510580587201e-20,3.4449879606121985e-25,4.6767409675763594e-26,6.3356206508890616e-17,8.3928073818778766e-47,7.9026622758566868e-47,7.9026623463925998e-47,2.6994329298634722e-23,1.8867590092127412e-14,7.1358908152558576e-25,9.0028023025702031e-24,3.740628405365443e-20,2.6258792571954707e-20,1.53929699072013e-31,6.5901653039490176e-26,4.9332606415500966e-41,2.5483603246856609e-32,2.6208410144475091e-32,7.0807741964730946e-34,1.2683260381901461e-39,5.1694419444447205e-45,3.0232310790345377e-46,3.900076956559512e-39,3.663938467213258e-52,9.2569806769309664e-56,3.1662188574937535e-53,2.5971460358485522e-51,5.3956770809396032e-48,1.5943655411571245e-24,6.2838114657092989e-29,1.1373738630909334e-29,5.941098136825465e-30,3.7034940209816e-29,1.2176272143415966e-26,3.666657584331646e-21,1.6771098088237294e-25,1.1157057176364427e-25,2.0380629349473566e-30,1.6310946644887881e-30,1.4507382458126486e-31,1.2056138821097116e-36,3.2792069536606098e-38,3.3594303279281079e-28,1.7962290822151789e-37,2.4466890446069516e-32,3.4996610032899098e-56
2.4051223410882257e-14,0.355690104845443,154.0,0.0,0.0,0.0,0.99999996604621222,1.0,18.999999999998625,1.7745675376676381e-09,1.2389780887071119e-08,1.2389447915825154e-08,8.3300536255990976e-13,6.8923004100073864e-15,7.2319532500456999e-09,6.5032416491876029e-11,9.0085789983772673e-12,9.2640234956044219e-11,5.1504470724211508e-13,1.1230307657013091e-20,1.209150694056396e-15,4.7147350349699847e-21,5.8099343581315158e-16,2.8134981069727884e-20,2.8135633371673138e-20,5.7412228727921647e-25,7.8179400422815032e-26,8.2008214363542413e-17,2.0400365425162639e-46,1.9208972377581748e-46,1.9208972569251023e-46,3.9752619847550882e-23,2.1485884090903223e-14,9.2438229343926256e-25,1.2199261526706051e-23,5.500795015519932e-20,3.8614964364408697e-20,2.5754872972693485e-31,9.7039817226665446e-26,9.355840712505045e-41,4.2484948773979429e-32,4.3848429871899636e-32,1.3388334965787423e-33,2.7104979680810781e-39,1.2437290187693234e-44,7.2736812842944708e-46,7.3958858936255637e-39,9.8827615327870108e-52,2.4971691955779236e-55,8.3302870386407116e-53,6.2553703595910751e-51,1.2981626616195693e-47,2.0637318302526235e-24,9.2527412584126433e-29,1.6711319664905446e-29,8.5108854490079094e-30,6.1357745542250328e-29,1.7723162964721931e-26,4.746066020109406e-21,2.4691646407466739e-25,1.6428553382548568e-25,3.4023343434047483e-30,2.7218981543408652e-30,2.4270306363904134e-31,1.7761374475214057e-36,5.487714847288431e-38,4.9466688870259834e-28,2.6448985077612744e-37,3.9535909188818665e-32,9.5097263591294122e-56
2.6962599059011183e-14,0.35569010484544233,154.0,0.0,0.0,0.0,0.99999996193657137,1.0,18.999999999998277,1.989377088350913e-09,1.3889481648576068e-08,1.3889064574573919e-08,1.0468539584983231e-12,7.7300503767564132e-15,8.085914734973555e-09,8.1585179747384633e-11,1.0081664067028146e-11,1.1622004271636385e-10,6.4668296003044705e-13,1.4117907091949262e-20,1.5194717286200518e-15,5.9204039287565787e-21,7.3015444951598772e-16,3.9635664259289677e-20,3.9636689497412769e-20,9.0203256236279305e-25,1.2320515448096379e-25,1.0306338217442763e-16,4.480937371293569e-46,4.2192482310935525e-46,4.219248277458558e-46,5.6007593541603719e-23,2.4108984424865001e-14,1.1626092672965622e-24,1.590306046493145e-23,7.7392041625410453e-20,5.4328344627664322e-20,4.0623840936186104e-31,1.3670730480312222e-25,1.648227793201503e-40,6.6774204793350348e-32,6.9160629000690912e-32,2.3516822317730606e-33,5.3026034325777312e-39,2.6992998713715564e-44,1.5786302777684138e-45,1.30287071884224e-38,2.369610104147981e-51,5.9881996761585645e-55,1.9510340775517917e-52,1.3591228733416412e-50,2.8174453896154189e-47,2.5935669981828048e-24,1.3034842738294286e-28,2.3491452141316184e-29,1.1671109259391183e-29,9.5845925083558364e-29,2.4683275398723745e-26,5.9645274780903826e-21,3.4779782297597817e-25,2.31439295690251e-25,5.3546278996419568e-30,4.2821234759186436e-30,3.827774540054912e-31,2.5031412772347948e-36,8.6570424985276823e-38,6.9686453292325005e-28,3.7260150001095333e-37,6.0291745502341218e-32,2.300412234912325e-55
2.987397470714011e-14,0.3556901048454415,154.0,0.0,0.0,0.0,0.99999995782702156,1.0,18.99999999999789,2.204186637051214e-09,1.5389167573400591e-08,1.5388656801093304e-08,1.285103028363927e-12,8.5677884298163475e-15,8.9353261871080792e-09,9.9978539240126076e-11,1.1151037104707859e-11,1.4242182391602579e-10,7.9314317506396221e-13,1.7335452102619539e-20,1.8651699900009438e-15,7.2618922549989037e-21,8.9633796617038743e-16,5.3908344657459855e-20,5.3909882541965497e-20,1.3525815420086023e-24,1.8530235209562289e-25,1.2652168677084485e-16,9.0902684774367607e-46,8.5593922819483143e-46,8.5593923845461559e-46,7.6183047340884051e-23,2.67368910508725e-14,1.4283326256100332e-24,2.0113455578141273e-23,1.0512314819482695e-19,7.3795268818644291e-20,6.1152857949759097e-31,1.8593613787287722e-25,2.7400348308763593e-40,1.0016240018777673e-31,1.0410771685720162e-31,3.8980380272538209e-33,9.6819728024393243e-39,5.4096128330124208e-44,3.1637070342885059e-45,2.1658219747491142e-38,5.1923282798992414e-51,1.3122986964323612e-54,4.1797126799128229e-52,2.7268545743008181e-50,5.646399048017668e-47,3.1838692874543029e-24,1.7728480463111769e-28,3.1881682096079656e-29,1.5459632755013472e-29,1.4290106526274994e-28,3.3191955728196955e-26,7.3220360753666249e-21,4.7297050778359267e-25,3.147786166511638e-25,8.0426652617758677e-30,6.429332455577242e-30,5.7614494844765663e-31,3.4055772748122058e-36,1.3032900139538149e-37,9.4779500329303866e-28,5.0676977673965851e-37,8.7827952282197592e-32,5.0904178936140672e-55
3.569672600339796e-14,0.3556901048454398,154.0,0.0,0.0,0.0,0.99999994960819372,1.0,18.999999999996994,2.6338057285029729e-09,1.8388495078032316e-08,1.8387767964289916e-08,1.8347957461769507e-12,1.0243240080568909e-14,1.062059587351549e-08,1.4224785643201129e-10,1.3278698415474475e-11,2.0263547882784843e-10,1.1303644577868852e-12,2.476028631223006e-20,2.6626633582413142e-15,1.0350814933083614e-20,1.2797701850277041e-15,9.1966502205816874e-20,9.1969609198623508e-20,2.730649665773932e-24,3.7634189670097959e-25,1.806476139319023e-16,3.1211183422832049e-45,2.9388437242532414e-45,2.9388437654683618e-45,1.299914823242229e-22,3.2007123006759536e-14,2.0425191754362259e-24,3.0050689185992031e-23,1.7887109186421493e-19,1.2556549189524021e-19,1.244177492375578e-30,3.1720637579603778e-25,6.6239406651361738e-40,2.0235491613240492e-31,2.1180433993912565e-31,9.3686776207695012e-33,2.7554479179400018e-38,1.8143353235942513e-43,1.061082660012596e-44,5.235524887183767e-38,2.0427167786378628e-50,5.1640480975597904e-54,1.5723059183334559e-51,9.1672763964229596e-50,1.8937602178750273e-46,4.5458682142206646e-24,3.0243838521828804e-28,5.4155861126957178e-29,2.5053335587328932e-29,2.8528496351403594e-28,5.5366840659806948e-26,1.0454171207586832e-20,8.0664547126023092e-25,5.3700144334068632e-25,1.6290969715461367e-29,1.3013306250386952e-29,1.1719171859651714e-30,5.8125564017458199e-36,2.6517718229961719e-37,1.6168919419096043e-27,8.6452462742121924e-37,1.6777133613921416e-31,2.0448971302430048e-54
4.1519477299655816e-14,0.35569010484543756,154.0,0.0,0.0,0.0,0.99999994138972459,1.0,18.999999999995943,3.0634248120230711e-09,2.1387763729883612e-08,2.1386781419107979e-08,2.4820698275593017e-12,1.1918647927966722e-14,1.2287954739917482e-08,1.917625252306187e-10,1.5391665135222798e-11,2.7317031072164316e-10,1.5263796478514236e-12,3.3504625187742357e-20,3.601561432978935e-15,1.3978489160720442e-20,1.7312854454167923e-15,1.4470328395784549e-19,1.4470892304501276e-19,4.9524647485502738e-24,6.8662014483210395e-25,2.4438581170638569e-16,8.8726726433278544e-45,8.3545055062352798e-45,8.3545056396174502e-45,2.0457211654199787e-22,3.7296579614641239e-14,2.767443729060447e-24,4.2001407155987709e-23,2.8071030792620931e-19,1.9705546716847604e-19,2.2739343094612607e-30,4.991085742361595e-25,1.4019582378263706e-39,3.6725938564067983e-31,3.8710195454924809e-31,1.9715376623413381e-32,6.6923702896661726e-38,5.0571163471515251e-43,2.9575773670764254e-44,1.1080674588867705e-37,6.4919628176639933e-50,1.6415655720467155e-53,4.8000802094822662e-51,2.5609007957593517e-49,5.2785218823731042e-46,6.1497146101476752e-24,4.7585794956272738e-28,8.4845502733399365e-29,3.7513759054801966e-29,5.1177908343203089e-28,8.5206423726436537e-26,1.4142424569172041e-20,1.268838510645725e-24,8.4493003084317279e-25,2.964373707569518e-29,2.3661979270782745e-29,2.1413727177250659e-30,9.1487022063310662e-36,4.8464639552744874e-37,2.5440356753834732e-27,1.3602527999827748e-36,2.8874783624758805e-31,6.6177807138343299e-54
4.734222859591367e-14,0.3556901048454351,154.0,0.0,0.0,0.0,0.99999993317161096,1.0,18.999999999994735,3.4930438876116607e-09,2.4386973855917542e-08,2.4385697179239663e-08,3.2269115848667979e-12,1.3594063594221705e-14,1.3937593083139917e-08,2.4844556598216158e-10,1.7490038735241108e-11,3.539166602524041e-10,1.9808617328800229e-12,4.3568283654276068e-20,4.681795342158686e-15,1.8141918395696964e-20,2.2508791007206755e-15,2.1451248642816416e-19,2.1452194661434225e-19,8.302298597541619e-24,1.1578837391146696e-24,3.1773609701444258e-16,2.2001916988852447e-44,2.0716999075573248e-44,2.0716999445956652e-44,3.0332181090047297e-22,4.2605260531661809e-14,3.6036086719796389e-24,5.5954973575587483e-23,4.1504985411507617e-19,2.9136030101170377e-19,3.8413991260149365e-30,7.3990099682257033e-25,2.6925049875823521e-39,6.1610174098958992e-31,6.5393920685117731e-31,3.7648694491661689e-32,1.4485975355216992e-37,1.2340142233702181e-42,7.2169685071282194e-44,2.1280481919130873e-37,1.7748274106876165e-49,4.4888395510032632e-53,1.2635940593701044e-50,6.2625020839298663e-49,1.288046236345122e-45,7.995394526854983e-24,7.054125323221706e-28,1.2523814100035034e-28,5.3009262974736426e-29,8.4876573569930124e-28,1.2357351803324356e-25,1.8386749493285694e-20,1.8804209988718457e-24,1.2525397537955055e-24,4.9857922844052722e-29,3.9767711466799168e-29,3.6166237161115127e-30,1.3565627412712386e-35,8.1866572920599851e-37,3.7713022417050046e-27,2.0164516581279929e-36,4.6048769556980253e-31,1.8376627912254419e-53
5.898773118842938e-14,0.35569010484542934,154.0,0.0,0.0,0.0,0.99999991673643429,1.0,18.999999999991854,4.3522820149949246e-09,3.0385219829855944e-08,3.0383235670194385e-08,5.009243394690209e-12,1.694472653255307e-14,1.7184459605419391e-08,3.8301280175546453e-10,2.1643409039686031e-11,5.4561091172310724e-10,3.063927466101815e-12,6.7652819220259246e-20,7.2659974829537727e-15,2.8064137527588541e-20,3.4942830167841165e-15,4.1492104627662099e-19,4.1494351781831558e-19,1.969213976380141e-23,2.7793926766440051e-24,4.9327220309754145e-16,1.0491361631500127e-43,9.8786653518692708e-44,9.8786655796144445e-44,5.8692506996797252e-22,5.3280293927263798e-14,5.6116715818312366e-24,8.983105663020734e-23,7.9863940207588379e-19,5.6063578065978686e-19,9.2540362614930791e-30,1.4311831625301708e-24,8.0830492460133409e-39,1.4633755596131973e-30,1.5754012032625606e-30,1.1165962603465306e-31,5.3833216120687604e-37,5.793879622679361e-42,3.3885037013435773e-43,6.3885427287249249e-37,1.0668132308736366e-48,2.6997097284891504e-52,6.8704779058891115e-50,2.9555633744873927e-48,6.0476371243717289e-45,1.241219937970513e-23,1.3643923209998318e-27,2.4017445333849659e-28,9.3649511404680781e-29,1.9711419750764174e-27,2.2898718882493371e-25,2.8543428159464934e-20,3.6351025126263222e-24,2.4226887214818895e-24,1.1903996362867477e-28,9.4806899816766776e-29,8.7084329197467021e-30,2.624806326065882e-35,1.9717060214190615e-36,7.2944625393465245e-27,3.9002265656338609e-36,9.9562021786021117e-31,1.1299587588090909e-52
6.911391573517555e-14,0.35569010484542324,154.0,0.0,0.0,0.0,0.99999990244657522,1.0,18.999999999988848,5.0994205328966676e-09,3.5600723835566692e-08,3.559799421275584e-08,6.8761333026673598e-12,1.9858152543229992e-14,1.9951877375980832e-08,5.2261642787297477e-10,2.5208416083714632e-11,7.4447962219367963e-10,4.1927205943818417e-12,9.2882887830275705e-20,9.9719303932707375e-15,3.8405679341583645e-20,4.796764015307929e-15,6.6735575025995917e-19,6.6739759196168495e-19,3.6619795291575121e-23,5.221888993681926e-24,6.771568420077869e-16,3.1738430954958006e-43,2.9884909004221927e-43,2.9884909809039204e-43,9.443198985498553e-22,6.2625120467667367e-14,7.7241936437220214e-24,1.2570024944553095e-22,1.2787265001490326e-18,8.9765140617181604e-19,1.7440427047123634e-29,2.301943572804079e-24,1.7844337318797424e-38,2.724585042824912e-30,2.96916418422807e-30,2.4398911171440721e-31,1.3791121749630426e-36,1.7368895232477157e-41,1.0158126570236615e-42,1.4103802085180746e-36,3.7299522256956234e-48,9.4429823858965452e-52,2.2469617160921644e-49,8.8949308794143865e-48,1.8129767205120993e-44,1.7038902554451068e-23,2.1944036365464579e-27,3.8343488362278604e-28,1.3990088057346427e-28,3.6014330465050457e-27,3.5514168633251674e-25,3.9182519857688879e-20,5.8437241156252068e-24,3.8965809667704687e-24,2.2262090810203064e-28,1.7707445966108194e-28,1.6405454796954276e-29,4.2225090543341542e-35,3.714914265444746e-36,1.1732125557545264e-26,6.2729709597202411e-36,1.720486541490278e-30,3.9930992196924104e-52
7.924010028192173e-14,0.35569010484541613,154.0,0.0,0.0,0.0,0.99999988815773821,1.0,18.999999999985373,5.8465590268127173e-09,4.0816055449716745e-08,4.0812457486396499e-08,9.0379080684065372e-12,2.277152531208616e-14,2.2668346818559315e-08,6.8282986011477649e-10,2.8730713733297741e-11,9.7270749563340192e-10,5.4937271889865739e-12,1.2210041811386588e-19,1.3104347671009411e-14,5.0325280448306568e-20,6.3050728406434249e-15,1.0057217165026983e-18,1.0057931656227476e-18,6.2452841189392907e-23,8.9962487209243015e-24,8.9010942711639872e-16,8.2309446802088515e-43,7.7502593434302963e-43,7.7502595817584536e-43,1.4235870532773388e-21,7.2028083599155971e-14,1.0180369909161854e-23,1.6747355534695875e-22,1.9183914619114101e-18,1.3466888182313885e-18,3.0139338534194075e-29,3.46914568978122e-24,3.5339060715123102e-38,4.6521164507552747e-30,5.1313495597963994e-30,4.7834175619015472e-31,3.0996504514413944e-36,4.4668344285132266e-41,2.6124271559845354e-42,2.7932157116016405e-36,1.0951773037581119e-47,2.7736968123886413e-51,6.195810456077718e-49,2.2962525622415979e-47,4.6625514607674408e-44,2.2396802378167857e-23,3.3069084515930845e-27,5.7358451582435505e-28,1.9665272432812913e-28,6.0384469350483374e-27,5.1652318983049347e-25,5.1502716414052941e-20,8.8021975986543207e-24,5.8721659479442215e-24,3.8178004898732544e-28,3.0328661038435399e-28,2.8339213874838944e-29,6.3642579695213121e-35,6.4178752388503646e-36,1.7680284916387231e-26,9.4533527059879176e-36,2.7429264056371765e-30,1.182462991775713e-51
8.93662848286679e-14,0.35569010484540814,154.0,0.0,0.0,0.0,0.99999987386990463,1.0,18.999999999981434,6.5936974967438272e-09,4.6031216334962851e-08,4.6026625563062871e-08,1.1494495768449733e-11,2.5684738202908217e-14,2.5334805884463425e-08,8.6327367456416266e-10,3.2210813653790142e-11,1.2297540336620007e-09,6.965284711175878e-12,1.5530443749142783e-19,1.6662901924588902e-14,6.3807706355566499e-20,8.0191850808218023e-15,1.4426019017168108e-18,1.4427161506192315e-18,9.9737448412195816e-23,1.4511405241789461e-23,1.1321290281806879e-15,1.9007788890582532e-42,1.7897740941901546e-42,1.7897741558349385e-42,2.0426645321622452e-21,8.1489181552400244e-14,1.2982859603503882e-23,2.1509431679098649e-22,2.7393651876494485e-18,1.9230028363306659e-18,4.8766228267618433e-29,4.9762087017336486e-24,6.4446780264200471e-38,7.4381200291444196e-30,8.3030988166715672e-30,8.636968625790028e-31,6.3083929619953452e-36,1.0221992787476536e-40,5.9783694294205565e-42,5.0940976415661137e-36,2.8100640073247326e-47,7.1197474850353332e-51,1.5006134192974714e-48,5.274818923200581e-47,1.0669965580667537e-43,2.8485827052394776e-23,4.7432500607043753e-27,8.167047770933961e-28,2.6413679777014082e-28,9.4865190222700429e-27,7.1563225017393483e-25,6.5503777149324097e-20,1.2619459362334873e-23,8.4228921160724243e-24,6.1304496829702489e-28,4.8639532240625618e-28,4.5834944458484292e-29,9.1297092143358364e-35,1.0380850656610593e-35,2.5360078345937934e-26,1.3559610502266885e-35,4.1165701828041279e-30,3.0584962602133161e-51
9.949246937541407e-14,0.3556901048453993,154.0,0.0,0.0,0.0,0.99999985958305648,1.0,18.999999999977028,7.3408359426907426e-09,5.1246208137765119e-08,5.124049851468316e-08,1.4245824497453398e-11,2.8597852716979232e-14,2.795217529491887e-08,1.0635754172883326e-09,3.5649221390639525e-11,1.5150886668068095e-09,8.605746650504477e-12,1.9249397366573971e-19,2.0647249886913945e-14,7.8837869444698484e-20,9.9390763310490419e-15,1.990577371371223e-18,1.9907508755315942e-18,1.5127546121586422e-22,2.2228624225696562e-23,1.4032147240591772e-15,4.012627310433925e-42,3.7782918972124098e-42,3.7782920411075605e-42,2.8195111263179079e-21,9.1008412567497476e-14,1.6134326816181318e-23,2.6850683254722695e-22,3.762979135905953e-18,2.641567872350376e-18,7.4930125372170359e-29,6.8665479253449734e-24,1.1018189449871594e-37,1.1294664878039735e-29,1.2758578696883144e-29,1.4621398645281315e-30,1.1884483701502613e-35,2.1380433003356201e-40,1.2504504686205082e-41,8.7095332084787347e-36,6.5074344128074433e-47,1.6494294718291991e-50,3.291793543740744e-48,1.1074921006085234e-46,2.2317604525030115e-43,3.5305905204492395e-23,6.5447596805478209e-27,1.1186931709749081e-27,3.4253118940406446e-28,1.4162372672305096e-26,9.5458198722507059e-25,8.1185462540587386e-20,1.7404209046594376e-23,1.162219337994282e-23,9.3484848029108788e-28,7.4080098034272486e-28,7.0397573187330173e-29,1.2598495660866616e-34,1.5944819473806456e-35,3.4992600720909206e-26,1.870996013233604e-35,5.8950999983937854e-30,7.1393258807503449e-51
1.0961865392216025e-13,0.3556901048453893,154.0,0.0,0.0,0.0,0.99999984529717556,1.0,18.999999999972157,8.0879743646541931e-09,5.6461032488664142e-08,5.6454076413167844e-08,1.7291822367623835e-11,3.1510937364940672e-14,3.0521358802576722e-08,1.2833694985520168e-09,3.9046436426267761e-11,1.8281906038075583e-09,1.0413482408871097e-11,2.3366805457768693e-19,2.5057052377190589e-14,9.5400827908064329e-20,1.2064722193442754e-14,2.6622274042465087e-18,2.6624801740941415e-18,2.2010882295613719e-22,3.2660914242003983e-23,1.7033656026387655e-15,7.8821765613320323e-42,7.4218625173948392e-42,7.4218628269672122e-42,3.7721065986264626e-21,1.0058577489388359e-13,1.9637440533109352e-23,3.2765556117636502e-22,5.0101713855135403e-18,3.517082186098133e-18,1.1043431468259391e-28,9.1835751265751733e-24,1.7883450917347193e-37,1.6452655302279418e-29,1.8805108949496998e-29,2.3500736729410975e-30,2.1042938564191206e-35,4.1616011417087442e-40,2.4339590230365646e-41,1.413696112742624e-35,1.3888850757611467e-46,3.5218270540951907e-50,6.6738281763625842e-48,2.1639133242923774e-46,4.3440534212906521e-43,4.2856965880552346e-23,8.7527567450733509e-27,1.4852680974908111e-27,4.319749313302907e-28,2.0293350054523009e-26,1.2351530809486983e-24,9.8547534162447847e-20,2.3264910213392628e-23,1.5543489782116069e-23,1.3674648416248191e-27,1.0822948840493432e-27,1.0371200812394204e-28,1.6850227479308274e-34,2.3491542639029715e-35,4.6798905686144762e-26,2.5022595335043553e-35,8.1322740907527947e-30,1.5359344415386307e-50
1.1974483846890642e-13,0.3556901048453785,154.0,0.0,0.0,0.0,0.99999983101224443,1.0,18.999999999966832,8.8351127626348941e-09,6.1675691002613527e-08,6.1667359330409657e-08,2.0632417508689959e-11,3.4423898023607728e-14,3.3043243515644622e-08,1.5222970616985709e-09,4.2402952256432906e-11,2.1685486448343868e-09,1.2386877137542342e-11,2.7882570836885114e-19,2.9891974249761129e-14,1.1348178425564188e-19,1.4396098276976999e-14,3.4701295143079762e-18,3.4704853897743842e-18,3.0950307825065993e-22,4.6372230881388902e-23,2.0325807607426718e-15,1.4593625549965336e-41,1.3741369232711839e-41,1.374136985580174e-41,4.918451670511963e-21,1.1022126679023994e-13,2.349487463525949e-23,3.9248527091974834e-22,6.501494149895731e-18,4.5639731603385904e-18,1.5727641664380504e-28,1.1970698548104324e-23,2.7811721374530478e-37,2.3160671065567528e-29,2.6783187619836773e-29,3.6194036488405891e-30,3.5408424388329468e-35,7.6369681597717582e-40,4.4665953057322615e-41,2.1986384861959011e-35,2.773495204184894e-46,7.0357084740460317e-50,1.2688398381927584e-47,3.9861626885301381e-46,7.9718535621530782e-43,5.1138938537379567e-23,1.1408548948095227e-26,1.9219744175856875e-27,5.3258054919580936e-28,2.8115732742044718e-26,1.5588459578310202e-24,1.1758975463035905e-19,3.0309791032605379e-23,2.0260187707257284e-23,1.9329376052422175e-27,1.5279954657985914e-27,1.4764284324813255e-28,2.1964492220006823e-34,3.3443495362680563e-35,6.1000005901606753e-26,3.2615687935297092e-35,1.0881908425132857e-29,3.0914386431831469e-50
1.298710230156526e-13,0.3556901048453668,154.0,0.0,0.0,0.0,0.99999981672824612,1.0,18.999999999961048,9.5822511366335496e-09,6.6890185278845068e-08,6.6880347338283746e-08,2.4267538067810109e-11,3.7336745119796885e-14,3.5518700159582932e-08,1.7800058772876018e-09,4.5719256452090938e-11,2.5356610306843718e-09,1.4524331604946668e-11,3.2796596344130609e-19,3.5151684352636097e-14,1.3306608410356373e-19,1.693318019740866e-14,4.426859478265334e-18,4.4273463899094247e-18,4.2293459018984845e-22,6.3976836253729865e-23,2.3908593040542734e-15,2.5694441793531317e-41,2.4193910032962002e-41,2.4193911217006459e-41,6.2765680302667069e-21,1.1991488652441469e-13,2.7709307900672733e-23,4.6294137779342171e-22,8.2571198438688222e-18,5.7964015596807112e-18,2.1764849384421188e-28,1.5271322967989788e-23,4.1728716271882105e-37,3.1684064847769749e-29,3.7066518909310996e-29,5.3784679498617857e-30,5.7080832906288738e-35,1.3331450440092085e-39,7.7971487598375377e-41,3.2990051766790944e-35,5.2304161109600225e-46,1.3273782660143493e-49,2.2843118432841093e-47,6.9847592217812671e-46,1.3916157396327265e-42,6.015175303599642e-23,1.4553432310849182e-26,2.4341879092326247e-27,6.4444240199449607e-28,3.7873549764019322e-26,1.9269178556681622e-24,1.3831188755956434e-19,3.8646844891852874e-23,2.5845680108239394e-23,2.6550222656824421e-27,2.0962978579843122e-27,2.0423415134605717e-28,2.8020854943623144e-34,4.6263819573859098e-35,7.7816873438452106e-26,4.1607388055839412e-35,1.4197842103377395e-29,5.8745874969165262e-50
1.3999720756239877e-13,0.3556901048453541,154.0,0.0,0.0,0.0,0.9999998024451634,1.0,18.999999999954809,1.0329389486650853e-08,7.2104516901102595e-08,7.2093040508647608e-08,2.8197112209593654e-11,4.0249563761377567e-14,3.7948583478714243e-08,2.0561501806342111e-09,4.8995830754874101e-11,2.9290352113523237e-09,1.6824261992519733e-11,3.8108784844877998e-19,4.0835855463518538e-14,1.5413921430336954e-19,1.9675943577227958e-14,5.5449913513410965e-18,5.5456415617685382e-18,5.6407182929148796e-22,8.6138304212604724e-23,2.7782003470019842e-15,4.3377129251213168e-41,4.0843950834867493e-41,4.0843952981665568e-41,7.8644983023555191e-21,1.2966663237330685e-13,3.2283424000608092e-23,5.3896998509610594e-22,1.0296850394127901e-17,7.2282680665277375e-18,2.9393715590420577e-28,1.9128849700774981e-23,6.0733476709594189e-37,4.2303634776061502e-29,5.0062045950636764e-29,7.7533976818388677e-30,8.8742563071880549e-35,2.2319351787674568e-39,1.3053975915078535e-40,4.8017418145455532e-35,9.4122746703669615e-46,2.3896346071438906e-49,3.9303883452676505e-47,1.1738026661986402e-45,2.3298455352811652e-42,6.9895339631895252e-23,1.8228691203308422e-26,3.0271220229634862e-27,7.676468784752595e-28,4.9816968152856666e-26,2.3404328884761823e-24,1.607136975090657e-19,4.8383831178548955e-23,3.237334669887709e-23,3.5590998566256849e-27,2.8067984321464635e-27,2.7570910810337018e-28,3.5098858262205827e-34,6.2456237831669849e-35,9.7470439922058936e-26,5.2115824193722182e-35,1.8133898192169234e-29,1.0651235933125656e-49
