Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73)
1.5587212759656965e-18,1.0168345563132986,154.0,0.0,0.0,0.0,0.99999999999959321,1.0,19.0,5.4978344201677312e-14,1.2373775776052773e-13,1.2373775791631064e-13,2.4189206332250446e-22,2.4024808829062191e-22,1.0425251741251891e-13,7.6891966347012139e-20,7.1570195123107709e-17,9.7750457284716784e-20,1.576390009652253e-22,5.8357898737283618e-32,2.6922140598213678e-25,7.4029003838186466e-32,2.1210642523780049e-25
3.1187967841433525e-18,1.0168345563132986,154.0,0.0,0.0,0.0,0.9999999999991861,1.0,19.0,1.1000445412360295e-13,2.4758301929894825e-13,2.4758301991598687e-13,9.6819863048361619e-22,9.551198649503831e-22,2.0859525356564276e-13,3.0776780032966959e-19,1.4320241424573853e-16,3.9125600045092577e-19,6.3096639425035354e-22,4.6093653962004518e-31,1.0775870988344312e-24,5.6983518070700476e-31,8.4897846477725212e-25
6.238947800498665e-18,1.0168345563132986,154.0,0.0,0.0,0.0,0.99999999999837186,1.0,19.0,2.2005667396694343e-13,4.9527354004249571e-13,4.9527354246041775e-13,3.8740555653612308e-21,3.7706906313823875e-21,4.1727965483033428e-13,1.2314684758353348e-18,2.8646638164110073e-16,1.5655290450160956e-18,2.5246840184439521e-21,3.5921797797671388e-30,4.3117509267982622e-24,4.2329097770406607e-30,3.3970196929979202e-24
1.247924983320929e-17,1.0168345563132986,154.0,0.0,0.0,0.0,0.99999999999674338,1.0,19.0,4.4016111365158142e-13,9.9065457244976445e-13,9.9065458172959476e-13,1.5498744146329835e-20,1.4691811894339857e-20,8.346441732374678e-13,4.9266468901267511e-18,5.7299243304460711e-16,6.2630988550498369e-18,1.010035260749961e-20,2.7307513063718109e-29,1.7249802627054772e-23,2.9592576508458225e-29,1.3590290684184051e-23
2.495985389863054e-17,1.0168345563132986,154.0,0.0,0.0,0.0,0.99999999999348632,1.0,19.0,8.8036999301268552e-13,1.9814166027946349e-12,1.9814166369892111e-12,6.2000016236233715e-20,5.5844479273629573e-20,1.6693560739145319e-12,1.9707960239894396e-17,1.1460370024017852e-15,2.5054140466470083e-17,4.0404479121925538e-20,1.9855947810216773e-28,6.9004756449735575e-23,1.8863988969556255e-28,5.4365586310957649e-23
4.992106202947304e-17,1.0168345563132986,154.0,0.0,0.0,0.0,0.9999999999869722,1.0,19.0,1.7607877517022068e-12,3.9629405380242144e-12,3.9629406543935258e-12,2.4801010891931544e-19,2.0297415457733832e-19,3.3387113335340878e-12,7.8833199218521952e-17,2.2920960081090805e-15,1.0021828857999156e-16,1.6162273784759454e-19,1.3419364176166561e-27,2.7602970031503411e-22,1.0688387657711287e-27,2.1747118818549341e-22
9.984347829115804e-17,1.0168345563132986,154.0,0.0,0.0,0.0,0.99999999997394395,1.0,19.0,3.5216232689504978e-12,7.9259879784748826e-12,7.9259883167427346e-12,9.9206023973723206e-19,6.8470792686368536e-19,6.6771477083469983e-12,3.1532441664430375e-16,4.5840934938333245e-15,4.0086250078554356e-16,6.4649007037758958e-19,8.1696508930680049e-27,1.1041368158397988e-21,5.3722871129392822e-27,8.699024027656738e-22
1.4976589455284304e-16,1.0168345563132986,154.0,0.0,0.0,0.0,0.99999999996091571,1.0,19.0,5.2824587860680403e-12,1.1889035040854925e-11,1.1889035606632765e-11,2.1081400680514797e-18,1.3019874575262361e-18,1.0015309961243944e-11,6.7004666468803719e-16,6.8759704602047831e-15,8.5181028639893228e-16,1.3737790140140531e-18,2.0270038750408409e-26,2.3462982469313131e-21,1.2302987397212618e-26,1.8485535965255682e-21
1.9968831081452803e-16,1.0168345563132986,154.0,0.0,0.0,0.0,0.99999999994788746,1.0,19.0,7.0432943030548313e-12,1.5852081762718455e-11,1.5852082524063872e-11,3.5962493462382028e-18,2.0172678332884902e-18,1.3353198114733302e-11,1.1429902352963496e-15,9.1677269135606824e-15,1.4530493038629439e-15,2.3434803674909136e-18,3.8043410318067924e-26,4.0025110849184835e-21,2.1884951453863686e-26,3.1534247378138713e-21
2.99533143337898e-16,1.0168345563132986,154.0,0.0,0.0,0.0,0.9999999999218312,1.0,19.0,1.0564965336721553e-11,2.3778174485370607e-11,2.3778175484788547e-11,7.4455974766538252e-18,3.5997626165636817e-18,2.0028331196998721e-11,2.3663054708774946e-15,1.3750957003260355e-14,3.0082133783968865e-15,4.8517816236173531e-18,8.7502684844085238e-26,8.2866810496504496e-21,4.7288294912095443e-26,6.5287851664109511e-21
3.99377975861268e-16,1.0168345563132986,154.0,0.0,0.0,0.0,0.99999999989577482,1.0,19.0,1.408663636990746e-11,3.1704266138427956e-11,3.1704267075850962e-11,1.266302852614969e-17,5.3601120145748893e-18,2.6702456504935498e-11,4.0242820398247163e-15,1.8333743976259137e-14,5.115949407067404e-15,8.2514433588950203e-18,1.5910582008452711e-25,1.4093441582049606e-20,8.2473275275708905e-26,1.110377242776079e-20
4.99222808384638e-16,1.0168345563132986,154.0,0.0,0.0,0.0,0.99999999986971844,1.0,19.0,1.7608307402578209e-11,3.9630356732056485e-11,3.9630357199419748e-11,1.9346261050373899e-17,7.2245158002892864e-18,3.3375502205071244e-11,6.1479023079232368e-15,2.2916056223715688e-14,7.8156443449440912e-15,1.2606072710487162e-17,2.5481426577683009e-25,2.1531529751542538e-20,1.2814066678896106e-25,1.6964073941214867e-20
5.99067640908008e-16,1.0168345563132986,154.0,0.0,0.0,0.0,0.99999999984366228,1.0,19.0,2.1129978434724412e-11,4.7556446304933572e-11,4.7556445828756047e-11,2.7522003071893287e-17,9.136959846023093e-18,4.0047448801320452e-11,8.7455750967314311e-15,2.7497885144874764e-14,1.1117988075405747e-14,1.7932999002403869e-17,3.752085823791188e-25,3.0630648982273273e-20,1.8448095298766393e-25,2.4133110567704971e-20
7.98757305954748e-16,1.0168345563132986,154.0,0.0,0.0,0.0,0.99999999979154985,1.0,19.0,2.8173320497444176e-11,6.340862250255182e-11,6.3408618607569337e-11,4.8348180718455082e-17,1.2994114650492555e-17,5.3388047799306803e-11,1.536173378510814e-14,3.666009421493481e-14,1.9528912753298829e-14,3.1501478862508734e-17,6.9008740454494029e-25,5.3808704569314742e-20,3.2915532465194274e-25,4.2394911877170713e-20
1.198136636048228e-15,1.0168345563132986,154.0,0.0,0.0,0.0,0.99999999968732489,1.0,19.0,4.2260004616605878e-11,9.5112963210902059e-11,9.5112946282104509e-11,1.0786300647020671e-16,2.075780498058407e-17,8.0056101459277208e-11,3.4263311083901921e-14,5.4978730622753239e-14,4.3557922703657006e-14,7.0270986442237897e-17,1.6154700131506406e-24,1.20043009937428e-19,7.461928989471666e-25,9.4581640298483766e-20
1.5975159661417078e-15,1.0168345563132986,154.0,0.0,0.0,0.0,0.9999999995831006,1.0,19.0,5.6346688727397349e-11,1.268172883927537e-10,1.2681725011323292e-10,1.9119374511798167e-16,2.8534960141607175e-17,1.0670663770254805e-10,6.0720293874977906e-14,7.3289660483654616e-14,7.7191893705405458e-14,1.2454691778865363e-16,2.9349809201025159e-24,2.1277985722248074e-19,1.3334421132774808e-24,1.676519751431551e-19
2.396274626328668e-15,1.0168345563132986,154.0,0.0,0.0,0.0,0.99999999937465289,1.0,19.0,8.4520056923875638e-11,1.9022589226532e-10,1.902257862628832e-10,4.2928536718340627e-16,4.4076510573141417e-17,1.5995522947948741e-10,1.3626961992623802e-13,1.0988842269599626e-13,1.7323549254507909e-13,2.7958285211591036e-16,6.7560598225453627e-24,4.7773470470021512e-19,3.0181890127955368e-24,3.7642852356816077e-19
3.1950332865156278e-15,1.0168345563132986,154.0,0.0,0.0,0.0,0.99999999916620663,1.0,19.0,1.1269342508688105e-10,2.5363443416111472e-10,2.5363422706306665e-10,7.6261650719038826e-16,5.9614704019413268e-17,2.1313390821526419e-10,2.4197301401381837e-13,1.4645640549357469e-13,3.0761305630022041e-13,4.9657248150310922e-16,1.2153211630998478e-23,8.4865652279603666e-19,5.3829920869739274e-24,6.6871949055328711e-19
3.993791946702588e-15,1.0168345563132986,154.0,0.0,0.0,0.0,0.99999999895776182,1.0,19.0,1.4086679321641429e-10,3.1704291411503858e-10,3.1704257251664081e-10,1.191184310166114e-15,7.515195909916717e-17,2.6624276343148468e-10,3.7779186472742009e-13,1.8299363434049675e-13,4.8027549944241138e-13,7.7547848714856346e-16,1.9126389765171237e-23,1.3255318433688629e-18,8.4274416946358375e-24,1.0445231008169191e-18
4.7925506068895475e-15,1.0168345563132986,154.0,0.0,0.0,0.0,0.99999999874931844,1.0,19.0,1.6904016131247562e-10,3.8045133216366847e-10,3.804508226252334e-10,1.7149871493998098e-15,9.0689176009521103e-17,3.1928188604893836e-10,5.4368695717748377e-13,2.1950013496060447e-13,6.9117296925817079e-13,1.1162633925931886e-15,2.7675567540016051e-23,1.9083482902203514e-18,1.2151126462346873e-23,1.5038386761876126e-18
6.390067927263467e-15,1.0168345563132986,154.0,0.0,0.0,0.0,0.99999999833243614,1.0,19.0,2.2538689740418283e-10,5.0726798268209751e-10,5.0726703681153213e-10,3.0482938796907596e-15,1.217636730070588e-16,4.2515126773600661e-10,9.6556170315660296e-13,2.9242104592456198e-13,1.2274897173733395e-12,1.9833326742272048e-15,4.9501854919110947e-23,3.3917610164875316e-18,2.163469514002519e-23,2.6730049324982422e-18
7.987585247637387e-15,1.0168345563132986,154.0,0.0,0.0,0.0,0.9999999979155596,1.0,18.999999999999993,2.8173363336200333e-10,6.3408438601326713e-10,6.3408286963080035e-10,4.7625278641070837e-15,1.5283809768545534e-16,5.3074277572625623e-10,1.5072856533732501e-12,3.6521934250225152e-13,1.91616717471506e-12,3.0974835600409732e-15,7.763192746651637e-23,5.2988004910537816e-18,3.3830440561374021e-23,4.1762165001250497e-18
9.585102568011307e-15,1.0168345563132986,154.0,0.0,0.0,0.0,0.99999999749868884,1.0,18.999999999999989,3.3808036918593757e-10,7.6090054246871232e-10,7.6089832109183011e-10,6.857680313568861e-15,1.839125963092946e-16,6.3605716823980761e-10,2.1685317812085544e-12,4.3789523904032537e-13,2.7567896021467455e-12,4.4584043706754503e-15,1.1206563994736457e-22,7.6293682702025885e-18,4.873494146978295e-23,6.0134719734049669e-18
1.2780137208759146e-14,1.0168345563132986,154.0,0.0,0.0,0.0,0.99999999666496453,1.0,18.999999999999979,4.5077384043214813e-10,1.0145321159608379e-09,1.0145280799707742e-09,1.2190709016298556e-14,2.4606119944744699e-16,8.4585753810117218e-10,3.848326291135632e-12,5.8288066207935919e-13,4.8922621277985257e-12,7.9193479781981801e-15,1.9984346128668589e-22,1.3560710010816334e-17,8.6656952043309948e-23,1.069011145226002e-17
1.5975171849506986e-14,1.0168345563132986,154.0,0.0,0.0,0.0,0.99999999583126309,1.0,18.999999999999972,5.6346731114281715e-10,1.2681627055626293e-09,1.26815631351354e-09,1.9047314832035644e-14,3.0820958548494071e-16,1.0545582063974915e-09,6.0024311035716929e-12,7.2737896675694405e-13,7.6307111570370474e-12,1.2363759250166438e-14,3.1283424084143396e-22,2.1185030438398481e-17,1.3537433581518812e-22,1.6702915038492629e-17
1.9170206490254825e-14,1.0168345563132986,154.0,0.0,0.0,0.0,0.99999999499758441,1.0,18.999999999999957,6.7616078131794711e-10,1.5217923136569491e-09,1.5217830217848166e-09,2.7427433091423486e-14,3.7035773760040097e-16,1.2621649340974054e-09,8.6283614650192325e-12,8.7139178855766048e-13,1.0968977897231813e-11,1.7789255352157553e-14,4.510369083802224e-22,3.05015812333315e-17,1.9486093677873864e-22,2.4051874510419628e-17
2.2365241131002665e-14,1.0168345563132983,154.0,0.0,0.0,0.0,0.9999999941639286,1.0,18.99999999999994,7.888542509575409e-10,1.7754209426190181e-09,1.7754082048492713e-09,3.733099914676872e-14,4.32505648163171e-16,1.4686834469715528e-09,1.1723647803169785e-11,1.0149207561482571e-12,1.4903922855142837e-11,2.4193461082887733e-14,6.1445039407376442e-22,4.1509617163867672e-17,2.65090682715012e-22,3.2736981629768522e-17
2.8755310412498347e-14,1.0168345563132979,154.0,0.0,0.0,0.0,0.99999999249668425,1.0,18.999999999999901,1.0142411886301289e-09,2.2826752726191479e-09,2.2826539956168264e-09,6.1708215610697814e-14,5.568007516256427e-16,1.8784785537403381e-09,1.93124867141285e-11,1.3005336137106139e-12,2.455138682253305e-11,3.992852872281044e-14,1.016905533288953e-21,6.859717688352104e-17,4.3767562905053617e-22,5.4115605687908515e-17
3.5145379693994026e-14,1.0168345563132977,154.0,0.0,0.0,0.0,0.99999999082952917,1.0,18.999999999999851,1.2396281241606013e-09,2.7899257144750478e-09,2.7898936863344185e-09,9.2178446167026511e-14,6.8109490198328486e-16,2.2839888010712797e-09,2.8749420626726706e-11,1.5842304774126327e-12,3.654827870289902e-11,5.9550050224393213e-14,1.5201910854110373e-21,1.0244178916739432e-16,6.5292158130607514e-22,8.0838720999060394e-17
4.1535448975489705e-14,1.0168345563132974,154.0,0.0,0.0,0.0,0.99999998916246247,1.0,18.99999999999979,1.4650150575489781e-09,3.2971722870148129e-09,3.2971272775204286e-09,1.2874117258918063e-13,8.053881043374942e-16,2.6852590132207466e-09,4.0015116467873045e-11,1.8660242041418829e-12,5.0870020940009424e-11,8.3039197576025897e-14,2.1242984745532811e-21,1.4303757055447014e-16,9.1062186729578901e-22,1.1290626130504356e-16
4.7925518256985384e-14,1.016834556313297,154.0,0.0,0.0,0.0,0.99999998749548302,1.0,18.999999999999719,1.6904019887952795e-09,3.8044150089746983e-09,3.8043547696932425e-09,1.7139587664502083e-13,9.2968036308034257e-16,3.0823335381528892e-09,5.3090446593256708e-11,2.1459275635262332e-12,6.7492297133083065e-11,1.1037723460463899e-13,2.8292191247366754e-21,1.9037867741869311e-16,1.2105708229313651e-21,1.5031816035703665e-16
5.431558753848106e-14,1.0168345563132963,154.0,0.0,0.0,0.0,0.99999998582859018,1.0,18.999999999999638,1.9157889178995252e-09,4.3116538989984039e-09,4.311576163371194e-09,2.201420401537738e-13,1.0539716827641845e-15,3.4752562510256633e-09,6.7956487283793918e-11,2.4239532378447031e-12,8.6391050125366431e-11,1.4154551769413447e-13,3.6349444608323054e-21,2.4445930602409278e-16,1.552563800108122e-21,1.9307435193262072e-16
6.709572610147243e-14,1.0168345563132954,154.0,0.0,0.0,0.0,0.99999998249506017,1.0,18.999999999999449,2.3665627696819258e-09,5.3261202573806343e-09,5.3260006573155674e-09,3.3590667307804461e-13,1.3025515231438663e-15,4.2488195606842222e-09,1.0298594596926776e-10,2.9744218547783938e-12,1.3092295349128156e-10,2.1529867902238787e-13,5.548774894731244e-21,3.7281609875712797e-16,2.3618679624182248e-21,2.946193478919207e-16
7.987586466446378e-14,1.0168345563132941,154.0,0.0,0.0,0.0,0.999999979161866,1.0,18.999999999999222,2.8173366128963329e-09,6.3405715094988055e-09,6.3404007634991587e-09,4.7603092695698116e-13,1.5511276616019653e-15,5.0062907910896794e-09,1.4495605026479726e-10,3.517529809505929e-12,1.8427829211345434e-10,3.0415134489676418e-13,7.8657211924486819e-21,5.2806229689083138e-16,3.3369170623400385e-21,4.1754071990851604e-16
9.265600322745514e-14,1.0168345563132923,154.0,0.0,0.0,0.0,0.99999997582899991,1.0,18.999999999998948,3.2681104475428959e-09,7.3550078012551576e-09,7.3547764860668137e-09,6.4051065813212442e-13,1.799700133880789e-15,5.7480046221747702e-09,1.9372244994294396e-10,4.053375512182494e-12,2.4627355787524422e-10,4.0795761370454031e-13,1.0585714782537544e-20,7.1015286250757572e-16,4.4761095603247579e-21,5.6183793907509604e-16
1.054361417904465e-13,1.0168345563132908,154.0,0.0,0.0,0.0,0.99999997249645534,1.0,18.999999999998639,3.7188842736217628e-09,8.3694292771481065e-09,8.3691278291626741e-09,8.2934172364227387e-13,2.0482689753939511e-15,6.4742888034658942e-09,2.4914378391793168e-10,4.5820560628671439e-12,3.1672904266619374e-10,5.2657298764169795e-13,1.3708687105089364e-20,9.1904335596810492e-16,5.777859326215687e-21,7.2751047682795764e-16
1.1821628035343787e-13,1.0168345563132883,154.0,0.0,0.0,0.0,0.99999996916422607,1.0,18.999999999998291,4.1696580911330751e-09,9.3838360802876761e-09,9.3834547969301687e-09,1.0425199812166164e-12,2.2968342212127931e-15,7.1854643086024379e-09,3.1108161360018389e-10,5.1036672708314429e-12,3.9546875365765003e-10,6.5985435728483945e-13,1.7234569611620577e-20,1.1546899271060638e-15,7.2405954698965302e-21,9.1455780494009273e-16
1.3099641891642923e-13,1.0168345563132863,154.0,0.0,0.0,0.0,0.9999999658323051,1.0,18.999999999997904,4.6204319000769747e-09,1.039822835240373e-08,1.0397757393512017e-08,1.2800412892846543e-12,2.5453959060692685e-15,7.8818454493460693e-09,3.7940037372317245e-10,5.6183036669138908e-12,4.8232035079041177e-10,8.076599933622183e-13,2.1163293765236793e-20,1.4170493096006768e-15,8.8627622509632663e-21,1.1229793955201994e-15
1.4377655747942059e-13,1.0168345563132837,154.0,0.0,0.0,0.0,0.99999996250068646,1.0,18.999999999997478,5.0712057004535992e-09,1.1412606233854796e-08,1.141203562305022e-08,1.5419015069823563e-12,2.7939540643595708e-15,8.5637399844316069e-09,4.5396732539513064e-10,6.1260585159499585e-12,5.7711508709077943e-10,9.6984953791467688e-13,2.5494791040734608e-20,1.7060788153122046e-15,1.0642818981699123e-20,1.3527747210103015e-15
1.693368346054033e-13,1.0168345563132781,154.0,0.0,0.0,0.0,0.99999995583833079,1.0,18.999999999996515,5.9727532755055599e-09,1.3441319379433246e-08,1.3440518997560093e-08,2.1386221113370221e-12,3.291059937169029e-15,9.8852684625152303e-09,6.2132856775803138e-10,7.1212904214816831e-12,7.8987643104685309e-10,1.3368256834109613e-12,3.5365830914918061e-20,2.3639802803429606e-15,1.4670513775556156e-20,1.876484468116722e-15
1.9234108401878776e-13,1.0168345563132724,154.0,0.0,0.0,0.0,0.99999994984318263,1.0,18.99999999999552,6.7841460637535684e-09,1.5267113374876437e-08,1.5266070740867537e-08,2.7588681994982597e-12,3.7384435001448911e-15,1.1028058274267012e-08,7.9204653027493056e-10,7.9943745931004928e-12,1.006905073253043e-09,1.7149166900330274e-12,4.562656367291231e-20,3.0468867210456054e-15,1.8820269277248702e-20,2.4209161280703857e-15
2.153453334321722e-13,1.0168345563132661,154.0,0.0,0.0,0.0,0.99999994384892033,1.0,18.999999999994397,7.5955388242456242e-09,1.7092862866198893e-08,1.7091543599337122e-08,3.4579079883909537e-12,4.1858161569724731e-15,1.2128413057652008e-08,9.8106706726868206e-10,8.8465569966899771e-12,1.2472012315327614e-09,2.1374899346979269e-12,5.7191216175509101e-20,3.8155660561216913e-15,2.3458299460188309e-20,3.0345904992110923e-15
2.3834958284555663e-13,1.0168345563132588,154.0,0.0,0.0,0.0,0.99999993785551156,1.0,18.99999999999315,8.4069315569824277e-09,1.8918568624158631e-08,1.8916937597099077e-08,4.2357173539715713e-12,4.6331780965331192e-15,1.3187908528778569e-08,1.1877105593287089e-09,9.6783380210690521e-12,1.5099009261037745e-09,2.6037746623264756e-12,7.0059389205304152e-20,4.669789210735488e-15,2.8576143864488899e-20,3.7175045161819078e-15
2.6135383225894106e-13,1.0168345563132508,154.0,0.0,0.0,0.0,0.99999993186292424,1.0,18.99999999999179,9.2183242619646648e-09,2.0744231406164743e-08,2.0742252758276129e-08,5.0922721795730172e-12,5.0805295044370742e-15,1.4208061933161746e-08,1.4113226058956815e-09,1.049020608216877e-11,1.7941722371534015e-09,3.1130134666458166e-12,8.4230683666962364e-20,5.609332578944461e-15,3.416548855805711e-20,4.4696551167276403e-15
2.914698796354391e-13,1.0168345563132393,154.0,0.0,0.0,0.0,0.99999992401891147,1.0,18.999999999989814,1.0280560188033884e-08,2.3134236836409652e-08,2.3131747697274277e-08,6.3326169181495228e-12,5.6661646512114076e-15,1.5486559856499199e-08,1.7286653563923432e-09,1.1523758979958654e-11,2.1976005910853465e-09,3.8433706618987778e-12,1.0475207674351534e-19,6.9679366910897766e-15,4.2181863915970841e-20,5.5589811991391998e-15
3.2158592701193717e-13,1.0168345563132264,154.0,0.0,0.0,0.0,0.99999991617619066,1.0,18.999999999987637,1.1342796066537696e-08,2.5524171522071036e-08,2.5521107615432151e-08,7.7078263433658069e-12,6.2517824613679711e-15,1.6703266636457942e-08,2.0726591306987015e-09,1.2525039546423462e-11,2.6349095957596048e-09,4.6444349567705426e-12,1.2750528183202857e-19,8.4719193948336134e-15,5.0974380224685183e-20,6.766958213422029e-15
3.5170197438843523e-13,1.016834556313213,154.0,0.0,0.0,0.0,0.99999990833469965,1.0,18.999999999985253,1.2405031897477444e-08,2.7914037062757776e-08,2.7910332566816303e-08,9.217846401427611e-12,6.8373833269061838e-15,1.7861168660911834e-08,2.4420158749858715e-09,1.3495055465858803e-11,3.1044617869583168e-09,5.5146067479104648e-12,1.5248940442178674e-19,1.0120819264836517e-14,6.0525478884396899e-20,8.0935793114817973e-15
3.818180217649333e-13,1.0168345563131977,154.0,0.0,0.0,0.0,0.99999990049437959,1.0,18.999999999982673,1.3467267680854405e-08,3.0303835021902434e-08,3.0299422605471374e-08,1.086262306018223e-11,7.4229676309604228e-15,1.8963108042163732e-08,2.8355097626739098e-09,1.443478296921377e-11,3.6046988080996791e-09,6.4523226080298267e-12,1.7970355036021059e-19,1.191418924545027e-14,7.0817998394367303e-20,9.5388376533068724e-15
4.1193406914143134e-13,1.0168345563131815,154.0,0.0,0.0,0.0,0.99999989265517419,1.0,18.999999999979888,1.4529503416669793e-08,3.2693566927556097e-08,3.2688377785420028e-08,1.2642102309153249e-11,8.0085357479923464e-15,2.001178951001479e-08,3.251974221393909e-09,1.534516779581412e-11,4.1341376307039857e-09,7.4560544910464142e-12,2.0914682585343159e-19,1.3851596212101262e-14,8.1835165627915858e-20,1.110272640672298e-14
4.420501165179294e-13,1.0168345563131642,154.0,0.0,0.0,0.0,0.99999988481703039,1.0,18.999999999976904,1.5591739104924768e-08,3.5083234273223393e-08,3.5077198160663046e-08,1.4556230159465417e-11,8.5940880439978843e-15,2.1009787139919598e-08,3.6902990310789628e-09,1.6227126173934599e-11,4.691366865283668e-09,8.5243088970834801e-12,2.4081833746504805e-19,1.5932620523993942e-14,9.3560586666742488e-20,1.2785238747121149e-14
4.721661638944275e-13,1.0168345563131462,154.0,0.0,0.0,0.0,0.99999987697989723,1.0,18.999999999973721,1.6653974745620425e-08,3.7472838518591954e-08,3.7465883785179331e-08,1.6604952643934935e-11,9.1796248766912331e-15,2.1959550500281533e-08,4.1494276725847582e-09,1.7081545697751802e-11,5.2750433907241454e-09,9.6556261430341512e-12,2.7471719211762004e-19,1.8156855624157486e-14,1.0597823879402707e-19,1.4586367857256504e-14
5.022822112709255e-13,1.0168345563131262,154.0,0.0,0.0,0.0,0.99999986914372652,1.0,18.999999999970345,1.7716210338757823e-08,3.9862381090364634e-08,3.9854434712925933e-08,1.8788215816929652e-11,9.7651465957006374e-15,2.286341086775613e-08,4.6283546469777474e-09,1.7909286277689793e-11,5.8838889463752326e-09,1.0848579530348556e-11,3.1084249709035768e-19,2.0523907605867763e-14,1.190724613593558e-19,1.6506106926975945e-14
