Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268)
1e-12,0.001653275553615514,3.7857160897735946e-33,1.0035806446327138e-38,3.7738938216938256e-35,8.1308501796412291e-40,4.2349216535363962e-42,0.0,0.0,2.3939499953191153e-25,2.98964128073583e-36,2.2788669697292387e-45,2.2257293927608976e-49,7.6591831964834021e-52,1.7529008897304902e-70,1.1219082998523228e-59,3.5386237616973669e-45,2.2974457677981282e-25,3.7738865839045754e-35,2.3815464380686235e-96,1.1153868960763221e-94,3.1834573182268663e-62,3.5731385700944325e-60,7.3212759360308334e-43,7.8569490477434567e-48,9.9573183174790062e-39,1.7085564919467439e-64,1.2727910993209152e-56,5.088894359994877e-33,5.7862233697493776e-38,1.5424026291301974e-27,7.9482634454811381e-48,4.4775292795114799e-64,2.6702485430239057e-61,1.6219856237546346e-46,2.0554482955500932e-78,7.154451662761117e-63,9.4888348496221672e-30,4.1343819835556232e-40,4.3331891965902948e-44,4.248837973136814e-50,1.6503688438833741e-31,2.0191965167344753e-73,1.7984467032315717e-64,3.2287591729705111e-59,9.4722306493001783e-50,2.2439184194590391e-44,1.5963981353589438e-60,5.3735182143057446e-63,4.0531940777973813e-62,2.2196392067468979e-94,2.8883826046498465e-88,3.63259265830323e-134,9.294506212176576e-117,3.1860452280327684e-59,1.064543336060659e-57,5.3879901589339227e-63,3.638230200247731e-74,2.0874224535337344e-57,3.7224931207835742e-68,5.1310520109683662e-79,1.6767832916002766e-40,2.6722933116250567e-45,3.9634310082090215e-55,6.6085380470954991e-54,1.7534221572179733e-82,1.9566957746731907e-91,3.7320382740958782e-83,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.3806949912504648e-27,1.5425085142459538e-27,1.3807083211865046e-27,5.7496168839042381e-32,4.4167947559389071e-32,6.4234556605127748e-32,8.4843044272563024e-40,9.6377049260707337e-27,4.7150620426898887e-40,3.2276607403477062e-30,2.2933254112227293e-43,1.2744911443856257e-43
1.023e-12,0.001653275553615514,3.8727572711223424e-33,1.0385818449936503e-38,3.9055217272913549e-35,8.4143513101903363e-40,4.408224208463742e-42,0.0,0.0,2.4489951186376175e-25,3.0939162487143456e-36,2.358258004161826e-45,2.3167671518000119e-49,7.9726115117674334e-52,1.8245912006757312e-70,1.1610378206908789e-59,3.6618971984641215e-45,2.3502707994842558e-25,3.9055142396228981e-35,2.4886243819150904e-96,1.1645888197866803e-94,3.3146695812899841e-62,3.7193504360057696e-60,7.4889268583189111e-43,8.1784731363821711e-48,1.0304615028099924e-38,1.785994222827371e-64,1.3248749786183548e-56,5.2663857395336873e-33,5.9880363152679612e-38,1.577865734861134e-27,8.273521219026116e-48,4.6810638329751594e-64,2.7876573110014676e-61,1.6931621711462106e-46,2.150524750048251e-78,7.4484261707116923e-63,9.819791559276805e-30,4.3035702295149259e-40,4.5101162797325394e-44,4.4232000052153594e-50,1.7079307069825864e-31,2.0896224187011773e-73,1.8803258743730667e-64,3.3709078076767622e-59,9.888722269641754e-50,2.3357442135672502e-44,1.6665905263093171e-60,5.6095552504908329e-63,4.2314099439492917e-62,2.3223538795210302e-94,3.0198537489148394e-88,3.8016244752868535e-134,9.7236867909568797e-117,3.3263141337873616e-59,1.1114106238021973e-57,5.6332932036435638e-63,3.8037693862876645e-74,2.1823540410032409e-57,3.8946413897217069e-68,5.3642917959835454e-79,1.7454007654241295e-40,2.7811689834784874e-45,4.1377020816063852e-55,6.8988167266284517e-54,1.8345235392041445e-82,2.0479564109142583e-91,3.9060775715957408e-83,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.412441222138495e-27,1.5779753130341356e-27,1.4124550170010016e-27,5.950155117955851e-32,4.5708463246497528e-32,6.6474964065674144e-32,8.8314942114810184e-40,9.8592704700394378e-27,4.9080091084436579e-40,3.3402318984430765e-30,2.3941616284926946e-43,1.3305298011550588e-43
2.047e-12,0.001653275553615514,7.7472737784427213e-33,4.1559742721560872e-38,1.5629727385511483e-34,3.3656453770411078e-39,3.5286243261999954e-41,0.0,0.0,4.8996998183919847e-25,1.2382162906108229e-35,9.3744732160459962e-45,1.8425032606062873e-48,6.3810329402933207e-51,1.4490173978695118e-69,4.6457317703872573e-59,1.4553292114878166e-44,4.7019856381106677e-25,1.5629699187913629e-34,8.8592047316612229e-95,2.0375263988866442e-93,2.9103436242493064e-61,2.9747319370860357e-59,1.4864010628512493e-42,6.5465712559202867e-47,4.1238611084798157e-38,5.2862751400452273e-63,1.0600744208010644e-55,2.1074588049047927e-32,2.3962428714231732e-37,3.1564805813440299e-27,6.6218021076234331e-47,1.420863516139361e-62,4.4612536185434887e-60,2.5676266984528049e-45,1.3391089832327457e-76,6.2907585648190397e-62,3.9298381338787263e-29,3.44485295307258e-39,3.5059349486931587e-43,3.6749675417376667e-49,6.8346559013845455e-31,8.3620786304600621e-73,6.2376610648217903e-63,5.5943172004786105e-58,1.5830919057616753e-48,1.8695655231527811e-43,2.667140365954044e-59,8.7334186441137832e-62,6.7718291273422183e-61,1.5219643316220687e-92,9.8970971021509497e-87,4.3179366706596541e-132,5.8059607503454832e-115,5.5212173889143764e-58,1.8444131735198707e-56,1.8688214608957964e-61,1.2176691271316488e-72,6.7936389574225552e-56,2.3653367203908545e-66,1.6275170947163205e-77,1.3970524220318317e-39,2.1048625667028872e-44,6.6240738643713927e-54,1.0732827657800305e-52,1.1347031083550923e-80,2.4879310548415332e-89,4.6547157243661956e-81,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.8257492921639384e-27,3.1569190663791221e-27,2.8258044970591503e-27,2.3812256183947206e-31,1.8292477189612646e-31,2.660298519429514e-31,7.0673440138078089e-39,1.9718742145351508e-26,3.9276101252471502e-39,1.3364061231233187e-29,3.8320312936545482e-42,2.1296151312597884e-42
4.095e-12,0.001653275553615514,1.549347477962439e-32,1.6626278175430632e-37,6.253079822802117e-34,1.3460276608316263e-38,2.8235737013434703e-40,0.0,0.0,9.8011095336565758e-25,4.9541632358917817e-35,3.7009076093316614e-44,1.4555239086019461e-47,5.1048381702926694e-50,1.141433616942635e-68,1.8580934996069833e-58,5.7427709573020635e-44,9.404825622667112e-25,6.2530699559575234e-34,4.3351038720913669e-93,3.8121475398716885e-92,2.7397400009317815e-60,2.3764038749321108e-58,2.926646655610086e-42,5.2385059570242696e-46,1.6498574650164085e-37,1.562742716660727e-61,8.4755841449650025e-55,8.4304321752665733e-32,9.5856493757452069e-37,6.3126534456883747e-27,5.2973424623581885e-46,4.1184516856707369e-61,7.1341691656886963e-59,3.715910070286238e-44,8.1222620879228469e-75,5.559577584785667e-61,1.5722345253021318e-28,2.7565411694849832e-38,2.6518511865321508e-42,3.1556533610961474e-48,2.734055700926996e-30,3.3450683151849217e-72,2.1352286358461375e-61,9.58496384002321e-57,2.5333158228007409e-47,1.4958282262309202e-42,4.2651200580019718e-58,1.324537269069116e-60,1.0829256282364287e-59,1.0232321736921823e-90,3.3282599436209949e-85,5.6900442610504697e-130,3.5188975749740989e-113,9.4628293493071939e-57,3.1598654463419873e-55,6.397697862920638e-60,3.8955288476131244e-71,2.0597725276826843e-54,1.3722876234579792e-64,4.713484687063198e-76,1.1177842840150377e-38,1.5179498093218439e-43,1.0600061228850275e-52,1.6256062323426019e-51,6.7916417067817266e-79,2.8862447218245228e-87,5.2179155042480445e-79,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,5.6520081176061737e-27,6.3144073831632434e-27,5.652228966840317e-27,9.5267099526507852e-31,7.3185021562939501e-31,1.0643213535024601e-30,5.6521101522510485e-38,3.941765916449967e-26,3.141121173611287e-38,5.3439219413466006e-29,6.1295924545560369e-41,3.4064776872958235e-41
8.191e-12,0.001653275553615514,3.0974557007811141e-32,6.6502616533485392e-37,2.5011998401673355e-33,5.3819633663482883e-38,2.2589010268123324e-39,0.0,0.0,1.9603930226363428e-24,1.9819248538734704e-34,1.4421296613364267e-43,1.1353856113719187e-46,4.082015941597038e-49,8.8534681008476018e-68,7.4278616430883284e-58,2.2357050242339104e-43,1.8808147412405095e-24,2.5011970248171556e-33,2.3777309751244304e-91,7.8474590505223869e-91,2.8476984196590366e-59,1.8948667645532762e-57,5.6744604298714358e-42,4.1908796872601461e-45,6.5993399249977767e-37,4.4711189994272401e-60,6.7693586741598397e-54,3.3713251763717809e-31,3.8332952049457683e-36,1.2620774689021544e-26,4.2357712610858564e-45,1.1080655190900302e-59,1.1396809291215905e-57,4.9868515360712224e-43,4.7028423951374678e-73,5.2888089150539717e-60,6.2888602169206626e-28,2.205274918913266e-37,1.9112473193753901e-41,2.8684016768157625e-47,1.093347161021704e-29,1.33769097398833e-71,7.7188577886392444e-60,1.7355169562431237e-55,4.0524916186914665e-46,1.1963947260875048e-41,6.8134804848443745e-57,1.9176013886648981e-59,1.730011077015997e-58,7.2898410440915595e-89,1.1865888049854535e-83,8.6894736435608666e-128,2.112723721986898e-111,1.7145297299135941e-55,5.7205944201801335e-54,2.3131196269559173e-58,1.2452889056670734e-69,5.9603956180112425e-53,7.3942040733957222e-63,1.2662326211680426e-74,8.9404481983828332e-38,1.0126388136388679e-42,1.6956693240018702e-51,2.3481897378689746e-50,3.8312716716536255e-77,3.1086259150940479e-85,5.2690833434577699e-77,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.1303096871367169e-26,1.2627787660769189e-26,1.1303980158280654e-26,3.8106320591496705e-30,2.9274591864598113e-30,4.2572275244380694e-30,4.5167954111826009e-37,7.8735550448251359e-26,2.5102001718100245e-37,2.1353696143392743e-28,9.797232294699155e-40,5.4447894684218983e-40
1e-11,0.001653275553615514,3.7801798861302242e-32,1.1054506675987252e-36,4.1576933052530376e-33,8.9434603356148253e-38,5.749891128149782e-39,0.0,0.0,2.3933350927914665e-24,3.295016473956036e-34,2.3344780836114156e-43,2.7944124119481458e-46,1.0383705206071198e-48,2.1623246269164891e-67,1.2339393781364621e-57,3.6156007367347355e-43,2.2959046216594408e-24,4.1576906233143727e-33,3.0383114148887535e-90,4.5959370714504058e-90,9.5542460601509294e-59,4.8012383042660264e-57,6.7811614776031383e-42,1.0667610801444883e-44,1.0969938379072673e-36,2.9876822130334299e-59,1.7191460875163233e-53,5.6026655250330564e-31,6.3703931383951898e-36,1.5403032400295237e-26,1.0774195251508604e-44,6.7944480324412373e-59,4.9011791166100265e-57,1.7185311802075365e-42,5.9425128525687258e-72,1.6432128878207067e-59,1.045384856409329e-27,5.6133924582294085e-37,4.3026181068968345e-41,8.5149596793997543e-47,1.8169879505179009e-29,2.2230531648624648e-71,7.3027018269375472e-59,8.9054044160643701e-55,1.7466617196959086e-45,3.0443239573308975e-41,2.9301036234660874e-56,7.1770037677345281e-59,7.4400956412344759e-58,1.3608218006573591e-87,1.1555737047281156e-82,3.4413998275268386e-126,2.8595318084759075e-110,8.807536135106099e-55,2.9346403372164876e-53,2.1890079258907123e-57,9.7497405927631399e-69,3.9955425402719649e-52,8.5082096760245793e-62,7.7462588080373415e-74,2.2750319364980357e-37,2.1272606812803829e-42,7.3084930856163733e-51,8.7657796171938814e-50,4.6188979288022981e-76,6.9055391949023767e-84,1.0450497244167697e-75,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.3797640918946934e-26,1.5414685176817287e-26,1.3799109014447724e-26,6.3343303231322773e-30,4.8664247860397012e-30,7.0766964042543249e-30,1.1479694629415577e-36,9.6029985030176013e-26,6.3798961712965152e-37,3.5457577797097531e-28,4.2169628898955196e-39,2.343600429788532e-39
1.6383e-11,0.001653275553615514,6.1891508507976481e-32,2.6594747681793148e-36,1.0002578760002639e-32,2.1510091156415419e-37,1.8067740667584234e-38,0.0,0.0,3.9209576653730869e-24,7.9282192439875499e-34,5.4831016211356004e-43,8.6482366618530912e-46,3.2619018956838771e-48,6.6681009701099193e-67,2.9669581530738612e-57,8.4845196603902134e-43,3.7605363003294438e-24,1.0002576548802337e-32,1.2919923399307206e-89,1.8043606068199712e-89,3.321808994586665e-58,1.5056279508238639e-56,1.0686121559234676e-41,3.3520554251882213e-44,2.6391458518575174e-36,1.1952005213839385e-58,5.3965522980749e-53,1.3475880254444284e-30,1.5322463956088745e-35,2.522014183703376e-26,3.384482008891511e-44,2.6858671129578189e-58,1.8173507989323498e-56,6.0227197859512841e-42,2.5251100601120363e-71,5.5750985331941825e-59,2.5149879863155135e-27,1.7638828750907641e-36,1.2740495241639437e-40,2.8438663234122575e-46,4.3703318749812614e-29,5.3470260030877829e-71,3.0346482277381949e-58,3.4204128382918432e-54,6.4797940340177511e-45,9.5646845339072198e-41,1.0864767435023775e-55,2.5734640796812152e-58,2.7587950684576937e-57,5.9052192576786722e-87,4.8142952763463266e-82,1.5277666271106333e-125,1.2203832517020666e-109,3.3834987701907497e-54,1.1270933236084287e-52,9.0966769878445208e-57,3.975743275347854e-68,1.5990582624063761e-51,3.5920139970118748e-61,3.0610828819528058e-73,7.1478018456407632e-37,6.0601691285749042e-42,2.7113166424690649e-50,3.1410045067570244e-49,1.9564682766573741e-75,3.0174649620251913e-83,4.5465570771748294e-75,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.2599561679423233e-26,2.524816601978853e-26,2.2603093253759174e-26,1.5239120825620376e-29,1.1708004344977473e-29,1.7025104286989067e-29,3.6048067050632308e-36,1.570528573001733e-25,2.003399764433258e-36,8.5222683709534004e-28,1.5639461923890337e-38,8.6917443908977049e-39
3.2767e-11,0.001653275553615514,1.2354508726349341e-31,1.0632004463530729e-35,3.9988640172371947e-32,8.5897395522191314e-37,1.4446994448083962e-37,0.0,0.0,7.8420889622369357e-24,3.1713923443110704e-33,1.9942370406115607e-42,6.3092918259753609e-45,2.6033030462625764e-47,4.7574364693289152e-66,1.1833294299606987e-56,3.0743120575461304e-42,7.5162120024117728e-24,3.9988703670457853e-32,6.5973929237979257e-88,4.5784089783572442e-88,4.3096965123617325e-57,1.1882339949440544e-55,1.9086984001854828e-41,2.6803008941036072e-43,1.0550830787195069e-35,2.8832048532887759e-57,4.2867169692387259e-52,5.3823035638450867e-30,6.1198297435800213e-35,5.0351555117493733e-26,2.7006808020025015e-43,5.7731834429835804e-57,2.8879282227294982e-55,6.4469438029107172e-41,1.2188844466645914e-69,6.6067106356924747e-58,1.0054519965447061e-26,1.4104059128781533e-35,7.6182468863339562e-40,3.1514536372157999e-45,1.7455212353127002e-28,2.135616862794979e-70,1.3297858587059521e-56,7.5187083240554694e-53,1.0353011111992e-43,7.6405367511425673e-40,1.7264745259210263e-54,3.1011755801142597e-57,4.3841333972845967e-56,6.1040608119519407e-85,2.4949293089329895e-80,3.0162851022030033e-123,6.4941796202263908e-108,7.4571437004401097e-53,2.4760798052198745e-51,3.9885127327542952e-55,1.266233687662079e-66,3.8564371887265134e-50,1.5483162137500828e-59,6.5489783390074884e-72,5.7103118739131539e-36,3.2059628602852463e-41,4.3319727725428895e-49,3.7710835657730465e-48,8.6019159945362078e-74,2.5982301593645336e-81,3.2014121357426569e-73,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,4.516966358654256e-26,5.0463419748219273e-26,4.5183775925204795e-26,6.0923267081245742e-29,4.6812773186481224e-29,6.8063315585947299e-29,2.8697977620878244e-35,3.1242384695016896e-25,1.5949689648918096e-35,3.393305279235615e-27,2.4905260318811317e-37,1.3841751203635016e-37
6.5535e-11,0.001653275553615514,2.461351438756454e-31,4.2479222644474257e-35,1.597736014791632e-31,3.4244875896779477e-36,1.1545435669566852e-36,0.0,0.0,1.5684359558626843e-23,1.2685784206240728e-32,6.7385314781980241e-42,4.2824748192559224e-44,2.0726317528787943e-46,3.0914075169490857e-65,4.7056469236895807e-56,1.0309538461767965e-41,1.5012523916367798e-23,1.5977443325852194e-31,3.1389634276241177e-86,1.2352282827378885e-86,6.036513241519368e-56,9.2541222668740173e-55,3.1207411947652138e-41,2.1419719225498901e-42,4.2155307589936782e-35,6.1461891489042999e-56,3.3811775218622692e-51,2.1464047035172732e-29,2.4405186813107981e-34,1.0034653264029309e-25,2.1494427328455924e-42,1.1102043847535459e-55,4.5580098880054713e-54,6.1818774194761449e-40,5.1928198992370943e-68,8.7084288792645527e-57,4.0172722618727813e-26,1.1271413288044721e-34,4.0276859745743114e-39,3.9165518187704511e-44,6.9609402739931312e-28,8.516610081241242e-70,6.5182707368876993e-55,1.849460591966172e-51,1.6517085540360563e-42,6.09421722958271e-39,2.7247915145568976e-53,3.2919046877546079e-56,6.9196182105384593e-55,8.7246430109563877e-83,1.7878448913022188e-78,6.391332705419176e-121,2.9799756540610642e-106,1.8439584794960153e-51,6.0834825772943322e-50,1.957330156925004e-53,4.0136908562833416e-65,8.2142518786443979e-49,5.971617818843095e-58,1.2487142254469785e-70,4.5553536936339951e-35,1.5186484102990688e-40,6.9111840087632233e-48,3.9932483562561431e-47,3.1103957808971258e-72,2.0019307226138417e-79,1.8058203181720032e-71,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,9.0218740902882937e-26,1.0079212119133912e-25,9.0275076061658432e-26,2.4341582488461904e-28,1.8708815139810974e-28,2.719435866986443e-28,2.273518428512603e-34,6.1819224412184373e-25,1.2636583480451807e-34,1.3449342303241328e-26,3.9473516133027077e-36,2.1939919878176634e-36
9.999999999999999e-11,0.001653275553615514,3.7358290738079852e-31,1.0929154142909434e-34,4.1107850261580582e-31,8.7796646572764491e-36,5.3943789229438418e-36,0.0,0.0,2.3932784908867845e-23,3.270017295818965e-32,1.3966874461534386e-41,1.5778430636493539e-43,9.619015904686857e-46,1.0597022698114485e-64,1.2014605979810412e-55,2.111628247958652e-41,2.2865547025522522e-23,4.1108306964301039e-31,7.6730372565315438e-85,1.8300280185467606e-85,4.9155364443948821e-55,4.1343044978054255e-54,3.8400356799599915e-41,1.0007837076688786e-41,1.0845946499845725e-34,6.3922269909635718e-55,1.5435869388311152e-50,5.5054553043832449e-29,6.2598329974199906e-34,1.5237319893711954e-25,9.9695854972520029e-42,1.0831137381034512e-54,3.9492578776116565e-53,3.1652481404165854e-39,1.0549887996751629e-66,6.9377288817729495e-56,1.0336024062975862e-25,5.2663785491602147e-34,1.1942805453373922e-38,2.9963423323033627e-43,1.7854532226645395e-27,2.1844816157130589e-69,1.8680804974259417e-53,2.7046593345206398e-50,1.4600966905972043e-41,2.8375898765274904e-38,2.3607091466317007e-52,1.7806637021940696e-55,5.9952993750173544e-54,8.5788132052746773e-81,8.8464784926305183e-77,7.2503272652383079e-119,5.8194291383193047e-105,2.7239170054297842e-50,8.8765220474725932e-49,5.6220747153822584e-52,6.8186153823815372e-64,8.5583804490251901e-48,1.1395302335552725e-56,1.199794577214459e-69,2.1216626993328476e-34,4.2128313363926454e-40,6.1094294595029077e-47,2.1625710707118783e-46,4.8898504971657013e-71,7.5404700525559857e-78,4.4527983514186538e-70,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.3740991554443054e-25,1.5351396823237158e-25,1.3755464842079349e-25,6.2627353206923111e-28,4.8156039528565017e-28,6.996715679698496e-28,1.0459570744524587e-33,9.2966325527521488e-25,5.8143079295305152e-34,3.4159410031871414e-26,3.4469376028574363e-35,1.9160934747817668e-35
1.31071e-10,0.001653275553615514,4.8848003373706187e-31,1.695244025042991e-34,6.3763572249732705e-31,1.3607481476291482e-35,9.2166892187766285e-36,0.0,0.0,3.1368932422500176e-23,5.0743610442936643e-32,2.0483393969302974e-41,2.6142302483218917e-43,1.6422256931259563e-45,1.7363509548368083e-64,1.8603802754298456e-55,3.0858813841189319e-41,2.9945230212075444e-23,6.3764365693743799e-31,1.4307474144148571e-84,3.3684821826834652e-85,8.8028012803463864e-55,7.0271955976431791e-54,4.4884964067694204e-41,1.7099097665815428e-41,1.6823420676082896e-34,1.1600875200209725e-54,2.630345479328528e-50,8.5337176348491293e-29,9.7030337841842101e-34,1.9927645001817847e-25,1.7019626287412215e-41,1.9594784824163657e-54,7.0986906062421516e-53,5.4614823966425946e-39,1.9592712869467442e-66,1.2407167869581001e-55,1.6032525940592979e-25,8.9979972833448468e-34,1.9078469963044106e-38,5.3445284472285375e-43,2.7675359023710781e-27,3.38605042750461e-69,3.4934348347206779e-53,4.9762395224676216e-50,2.6275024827138536e-41,4.846335348732604e-38,4.2432971106564753e-52,3.089200618937131e-55,1.0776381665433726e-53,1.623415837490054e-80,1.6660606459633501e-76,1.3729046762505644e-118,1.0797128265027156e-104,5.0133544603570085e-50,1.6330473239148491e-48,1.0514048107259832e-51,1.2603912341221488e-63,1.5533425768030724e-47,2.1130077473896889e-56,2.1688628301883215e-69,3.6237152822279803e-34,6.6416999769454841e-40,1.0994163041472638e-46,3.7521786079341423e-46,9.0177551559966918e-71,1.4157900664908624e-77,8.304300839924002e-70,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.7995385830629116e-25,2.0104394094126233e-25,1.8017828378335508e-25,9.7142866974319274e-28,7.4703397978673163e-28,1.0852783025143913e-27,1.7839487515475073e-33,1.210461624274095e-24,9.916824486801106e-34,5.2830018312627698e-26,6.1985691728760233e-35,3.4457028712592379e-35
2.62143e-10,0.001653275553615514,9.6208828948509399e-31,6.7497169316235542e-34,2.5389166091002393e-30,5.3719320769869839e-35,7.3419853348687557e-35,0.0,0.0,6.27382021751715e-23,2.0297573390994256e-31,5.5073577118815473e-41,1.4007813048038048e-42,1.2889319643998426e-44,7.9903246648158995e-64,7.2711336997261671e-55,8.0419767255681202e-41,5.9572880790477232e-23,2.538984968941495e-30,6.5105366051145837e-83,8.7620601593382554e-84,1.2902041974475872e-53,5.0940066291631507e-53,5.5639618823460619e-41,1.3620760618728704e-40,6.6985214096379419e-34,1.9685956350072235e-53,1.9926058597582908e-49,3.3726213934526077e-28,3.8347263355998088e-33,3.9298509550453324e-25,1.3340925107895251e-40,3.2524188802627438e-53,1.0776184395120946e-51,4.5698387925640514e-38,6.6488930642769127e-65,1.8515050714435258e-54,6.3838678540438033e-25,7.1678705840093826e-33,8.3523195180975597e-38,7.7467814070960627e-42,1.0937548552008001e-26,1.3382052933737084e-68,1.9692107436169687e-51,1.4100607325764328e-48,4.1559816748139447e-40,3.8313086819788797e-37,6.4404780016762267e-51,2.6052172331629595e-54,1.6356924160815887e-52,3.4386713701018535e-78,1.7656589604578465e-74,2.8022911995184009e-116,2.830562337219023e-103,1.4500183694843629e-48,4.6066351849830897e-47,5.9527002735854047e-50,3.8861963352637979e-62,2.6565570859706793e-46,7.0275667357848637e-55,3.4920542982147643e-68,2.8665574029473043e-33,2.7588807710719334e-39,1.7389722911235389e-45,3.1895848354709589e-45,2.0987300292313046e-69,9.4188508198890533e-76,3.2461447800893759e-68,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,3.5798359998150695e-25,3.999382698757222e-25,3.5887403231170101e-25,3.8679049753197264e-27,2.977602511022975e-27,4.3212200547175514e-27,1.3740692920252802e-32,2.3226396096703193e-24,7.6403205016538258e-33,2.0395686237832521e-25,9.5605127601293381e-34,5.3158973184323238e-34
5.24287e-10,0.001653275553615514,1.8669608494749659e-30,2.6751943072289192e-33,1.0063769788623932e-29,2.0939556600055661e-34,5.8239747041358341e-34,0.0,0.0,1.254772173790338e-22,8.1190817335101278e-31,1.331242241661158e-40,6.5782310379684991e-42,9.9314018130736104e-44,2.8996087377852856e-63,2.7792668625464823e-54,1.8272097101699861e-40,1.1789215768034525e-22,1.0064332479184201e-29,3.0094568300537512e-81,2.0371258032456993e-82,1.8327600669364274e-52,3.4105948642688563e-52,6.0915344787138074e-41,1.0804048325588667e-39,2.6550266586839844e-33,3.0272466162193701e-52,1.4368188721373502e-48,1.3174223672301477e-27,1.4979140155604415e-32,7.6448007065969247e-25,1.0253905350582342e-39,5.1343850059570697e-52,1.5600730433424569e-50,3.6811380035121786e-37,2.0438359701432666e-63,2.8193544689759203e-53,2.5305121950744194e-24,5.6860095085267863e-32,3.478878301371112e-37,1.1545225904879327e-40,4.2724038451117766e-26,5.2273332217451597e-68,1.1174710807669971e-49,4.0346030725553976e-47,6.5006751595889524e-39,2.9941462189258786e-36,9.3202376989716035e-50,1.9897663794199435e-53,2.367113025632708e-51,7.4306139821495514e-76,1.9078823280475778e-72,5.044729435067422e-114,5.1301814913646272e-102,4.3175532617926681e-47,1.3070489174460735e-45,3.4058384370687246e-48,1.1570998756627579e-60,4.159034728543463e-45,2.222355351391119e-53,5.2112103578294656e-67,2.2430161222878068e-32,1.1053355249648298e-38,2.7200538541865006e-44,2.4824382978404799e-44,4.0022530117810223e-68,5.9653929892918171e-74,1.1246987835240747e-66,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,7.0837287211171758e-25,7.9139220226206706e-25,7.1187740995105791e-25,1.5330863257370617e-26,1.1826897859525895e-26,1.7127657233820033e-26,1.0220937560442719e-31,4.2908852451851677e-24,5.6859038270667961e-32,7.6233948691063066e-25,1.4256850536084783e-32,7.930819934340583e-33
