Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161)
1e-12,0.0023647719070602354,4.5172001326004353e-33,3.0963585281509815e-36,3.7834563635316115e-33,6.9595869945259176e-39,2.3849332218706688e-40,0.0,0.0,1.178433256659883e-23,4.3066514632178772e-37,1.5040096003590518e-41,1.1329785556967902e-45,1.1074061934395838e-48,1.6082544073512493e-64,1.6801434720124482e-54,2.3877310331538232e-41,1.1784042310431801e-23,3.7834563817961835e-33,2.5671607563507969e-88,3.654924203616813e-91,1.1326740790769301e-56,1.1887156832292042e-54,6.9136743801506113e-39,4.8978486452233888e-46,3.085560371234357e-36,8.9655911609918043e-60,3.76750070818716e-52,2.2236765238131607e-30,9.1856056001219046e-37,9.9614216956772302e-25,1.9629629751340487e-44,5.1680657113947225e-59,6.1612243922049008e-57,1.1939828060428471e-42,1.095460172004068e-72,4.2735942469343487e-58,2.8806296106209442e-28,3.1928667384274848e-42,3.8307914359330204e-41,1.8115196545221958e-45,6.7482216061267117e-29,2.7672206936005075e-66,7.2232992917798646e-61,6.2981299046183171e-54,6.7233870849490383e-46,6.426828341667176e-41,2.6892639978843682e-56,1.8007197204317236e-58,1.1276854362542655e-57,2.4154414770087778e-90,2.4383408157769347e-84,1.1319069473033467e-128,1.8216208861358732e-107,4.4394515408949456e-55,6.8860869007901821e-63,5.6183710597187038e-58,1.9586539088387291e-68,3.484793572332873e-53,2.7036159027390996e-63,1.9259490910339707e-73,2.0916760630231833e-42,2.6004758800618625e-41,1.4314314028492873e-50,3.5444196170376556e-50,2.4912471496249651e-76,8.7447047695013767e-85,1.3175981953606588e-76,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,9.7634861887016668e-25,9.9618203013228972e-25,9.7635578499498036e-25,2.9213042175180057e-29,2.2056036484227111e-29,2.9806471694260034e-29
1.023e-12,0.0023647719070602354,4.6212987867584542e-33,3.2042293796413345e-36,3.9154181301175496e-33,7.1196942426169019e-39,2.482530172805785e-40,0.0,0.0,1.2055294824006564e-23,4.4568621113717046e-37,1.556424099806746e-41,1.1793266809013412e-45,1.1527235192221607e-48,1.6740400981182306e-64,1.7387432755538224e-54,2.4709405440475756e-41,1.2054994444049678e-23,3.9154181504511819e-33,2.6800318813090902e-88,3.8212488064017004e-91,1.1790563454281796e-56,1.2373585550396979e-54,7.0721812362694661e-39,5.0982798696733295e-46,3.1931804786563441e-36,9.3720445560279285e-60,3.9216723763342866e-52,2.3012347886819309e-30,9.5059847453272782e-37,1.0190460671754227e-24,2.0432912190014471e-44,5.4030431858391308e-59,6.4321307089448203e-57,1.2464024942101589e-42,1.1461337759782195e-72,4.4485436157428229e-58,2.9811020197122544e-28,3.3235261869592637e-42,3.9872773848260886e-41,1.8856506864388471e-45,6.9835887186310673e-29,2.8637369059280644e-66,7.5519571385596115e-61,6.5750560569579227e-54,7.0190129920883365e-46,6.689827979419061e-41,2.8075094761560226e-56,1.8797736729032995e-58,1.1772691722805925e-57,2.5281231886665845e-90,2.5511546505989029e-84,1.1849275756950957e-128,1.9054402137706503e-107,4.6346529925254306e-55,7.1888767619801092e-63,5.8740069388666448e-58,2.0477719179570576e-68,3.6432886346360915e-53,2.8286596089246851e-63,2.0133978147095811e-73,2.1772720230024124e-42,2.7065371115426872e-41,1.4943711386740918e-50,3.7001363247510575e-50,2.6064807672477054e-76,9.1525818193434745e-85,1.3790467773276131e-76,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,9.9879787563460898e-25,1.019087318006134e-24,9.9880529170297621e-25,3.0231952176565063e-29,2.2825320994056697e-29,3.084607968510077e-29
2.047e-12,0.0023647719070602354,9.2863731802290044e-33,1.2801692307923391e-35,1.5669562268867431e-32,1.4258812400278634e-38,1.987202982354074e-39,0.0,0.0,2.4119009181900712e-23,1.7836811406430648e-36,6.1991896346038837e-41,9.3967270909504729e-45,9.2264891495874417e-48,1.33246182864471e-63,6.9575838534059116e-54,9.8399400565609635e-41,2.4117807047886486e-23,1.5669563330755328e-32,4.3044215423920659e-87,1.2336319799593793e-89,9.5220324096874073e-56,9.8989704000029004e-54,1.4069332902076341e-38,4.0810439183552364e-45,1.277915317199934e-35,2.755904494587384e-58,3.13834395269971e-51,9.2092170097826427e-30,3.8041595084269927e-36,2.0386591666962265e-24,1.6354073727671785e-43,1.6602041123493166e-57,1.0295943211598748e-55,1.9137411721602432e-41,7.1721511755201075e-71,3.5785159675170127e-57,1.1930415717949093e-27,2.6603992747862811e-41,3.1178178517425506e-40,1.5092740333629086e-44,2.7947325727811659e-28,1.1460271137084383e-65,2.416862742038262e-59,1.0524901394671824e-52,1.1237059794268058e-44,5.3547772907347053e-40,4.4936969232506804e-55,2.8828710946319258e-57,1.8843558874412325e-56,3.2360359267823668e-88,1.6327452124762424e-82,3.0460011113363617e-126,1.0130809221646733e-105,7.4195055047770936e-54,1.1510455566035872e-61,1.8805895145506693e-56,6.5527937385196272e-67,1.1397819543352189e-51,1.7389201982355533e-61,5.7743874904839689e-72,1.742787409999112e-41,2.0748288225081487e-40,2.3924072884003554e-49,5.7855253401731414e-49,1.620934542314529e-74,1.1255216618971946e-82,1.6525287283813678e-74,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.9982324239879324e-24,2.0388242423504274e-24,1.9982621024832057e-24,1.2098815813884788e-28,9.1347430261749697e-29,1.2344589331927758e-28
4.095e-12,0.0023647719070602354,1.8738160610121706e-32,5.1174672077793186e-35,6.2692007768790888e-32,2.8581087256583454e-38,1.5901856389640285e-38,0.0,0.0,4.8246451572359077e-23,7.1365965181878706e-36,2.4568195759131474e-40,7.4506928863474439e-44,7.3819199746525694e-47,1.0543106871239731e-62,2.7829302256626467e-53,3.898316076506638e-40,4.8241641964771264e-23,6.2692019769773789e-32,7.0655384720159854e-86,4.0113146987565827e-88,7.7539370383438891e-55,7.9120590056601568e-53,2.7828266802999279e-38,3.2657028636100389e-44,5.1127808113104353e-35,7.9669110198433232e-57,2.5099743081978982e-50,3.6842080041938869e-29,1.5218779061833767e-35,4.0774524383278973e-24,1.3083608498600292e-42,4.9164343452083971e-56,1.6471752314338996e-54,2.8304385910681809e-40,4.3899509858022715e-69,2.8916905058851748e-56,4.7732142914155031e-27,2.1288862576821915e-40,2.3842722238890844e-39,1.2075135713194475e-43,1.1180503013705842e-27,4.5847570548989079e-65,7.7282469478962873e-58,1.6838620080858488e-51,1.7982798883975563e-43,4.284543410998621e-39,7.1882014954766795e-54,4.2547652113260967e-56,3.0143075434826043e-55,4.1382453697574633e-86,1.0439702209522071e-80,7.9011395562066292e-124,5.7541875781597374e-104,1.1872486144524613e-52,1.841726701541042e-60,6.0175535353284708e-55,2.0947088357341583e-65,3.4873999832280382e-50,1.0305438507358392e-59,1.5284741114550867e-70,1.3944985507206137e-40,1.5302677909580019e-39,3.8285975069250467e-48,8.8444436138203373e-48,9.7998226193931945e-73,1.3338778297783578e-80,1.865231752267455e-72,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,3.9969199172609137e-24,4.0781127995559659e-24,3.9970386515247307e-24,4.8405430966168046e-28,3.6547114572221312e-28,4.9388730956895927e-28
8.191e-12,0.0023647719070602354,3.8127918783389389e-32,2.0462159957196116e-34,2.5077953195128452e-31,5.7406411943073826e-38,1.272241875301058e-37,0.0,0.0,9.6501391028742375e-23,2.8550141479832264e-35,9.6454676610930313e-40,5.8538955534409769e-43,5.9039917921209061e-46,8.2491305368307512e-62,1.1126521304402846e-52,1.5293931686559887e-39,9.6482151698773034e-23,2.5077964083293531e-31,1.2538385638784264e-84,1.3232419671948974e-86,6.4180735759423923e-54,6.3153964530398346e-52,5.4435810705400734e-38,2.6127516227519131e-43,2.0452040730751032e-34,2.1850811918816201e-55,2.0059388661863481e-49,1.4735209073619821e-28,6.0868316550692422e-35,8.1533080072201275e-24,1.0462644011453866e-41,1.3681248731732674e-54,2.6336191471284383e-53,3.9304983997002029e-39,2.5816600126371716e-67,2.3585046033006969e-55,1.9093736253491567e-26,1.7032343061217956e-39,1.7515684457364954e-38,9.6571849422791205e-43,4.4717015144966886e-27,1.8337008572957709e-64,2.468787522143484e-56,2.6924635145776087e-50,2.8769534250701192e-42,3.4272161265923364e-38,1.148999355945199e-52,5.8872026515182822e-55,4.8183705610807579e-54,5.2856653575196325e-84,6.6671075359920628e-79,2.080223087188366e-121,3.3657494305878223e-102,1.8990719610667955e-51,2.9448686925993645e-59,1.9244255179545982e-53,6.6857354136528691e-64,1.0250181387587084e-48,5.741783206285921e-58,3.6296644533359292e-69,1.1155166312661811e-39,1.0574925803159366e-38,6.1251292307842069e-47,1.2979808866437121e-46,5.6251484443221947e-71,1.4857075352676052e-78,1.8975767388641185e-70,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,7.9935686221094181e-24,8.1559488827864003e-24,7.9940435347337726e-24,1.9362695700208844e-27,1.4619613499344298e-27,1.9756025825637544e-27
1e-11,0.0023647719070602354,4.7120204041668551e-32,3.4012165535453288e-34,4.168916784791446e-31,7.0304946700969929e-38,3.2386581560305984e-37,0.0,0.0,1.1781325214314758e-22,4.7465595715832586e-35,1.5728996516011095e-39,1.4542261193388803e-42,1.502240351627077e-45,2.0376315827305818e-61,1.8486469583844478e-52,2.4921518946947901e-39,1.1778126902304977e-22,4.1689196445429083e-31,6.881175261572691e-84,1.0930796522754714e-85,1.7092931928394971e-53,1.6025009233458454e-51,6.5434463743035141e-38,6.6510924995747676e-43,3.3999092137348022e-34,1.3809651543625099e-54,5.0986716996892147e-49,2.449150557632395e-28,1.0116953341207835e-34,9.9518835381622748e-24,2.6616349948740641e-41,8.7267308479914307e-54,1.1341725785899975e-52,1.4033125356168996e-38,3.3342869872538707e-66,6.1627603312550259e-55,3.1741111847437411e-26,4.3358067933302143e-39,4.0213046714007217e-38,2.4570805476927932e-42,7.4324371902861088e-27,3.0478084530530554e-64,1.9316622345079998e-55,1.1596480715913954e-49,1.2401936057142863e-41,8.7220607985195853e-38,4.9460820160196248e-52,2.0928508213860278e-54,2.0742277022826395e-53,1.5294669099677903e-82,9.9056288344476094e-78,1.2576420331903636e-119,4.578093527738933e-101,8.1841565200692751e-51,1.2682384249023006e-58,1.5077972698400667e-52,5.2198404309081541e-63,7.0142860092795993e-48,6.888913554227515e-57,1.9709814566790254e-68,2.8391141754299178e-39,2.2884796200428249e-38,2.6404133061842605e-46,4.9370224571986418e-46,6.9529774044063222e-70,3.4465971476733408e-77,3.7738671647348335e-69,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,9.7580487917782156e-24,9.9562724663947947e-24,9.7588381969216282e-24,3.2187575419218705e-27,2.4303571094557335e-27,3.284142683174722e-27
1.6383e-11,0.0023647719070602354,7.8849201721931598e-32,8.182293701473213e-34,1.0030131993676634e-30,1.1581702373781389e-37,1.017709658604533e-36,0.0,0.0,1.9301148845782331e-22,1.1420818520637436e-34,3.7194538075404111e-39,4.5198887992607681e-42,4.7196434492085323e-45,6.3166710359700679e-61,4.4455817216611691e-52,5.889215989943913e-39,1.9293453927228034e-22,1.0030141102116775e-30,2.6737057042325859e-83,4.4830752701935618e-85,5.4758836220105713e-53,5.0285074671497147e-51,1.0424286746841953e-37,2.090025215505308e-42,8.1799439914190771e-34,5.4826584962739842e-54,1.6011282908229168e-48,5.8916293070387219e-28,2.4337111839064457e-34,1.6298101124676222e-23,8.3614196824197482e-41,3.4691342200818577e-53,4.2068008082903129e-52,4.9679929039496955e-38,1.418828381067849e-65,1.9585957850067881e-54,7.6366981618668072e-26,1.3624756592031882e-38,1.2029998053608983e-37,7.7193049740423385e-42,1.7879300550465127e-26,7.3317491847936552e-64,7.8763681314015171e-55,4.3014027314106245e-49,4.6010539783245849e-41,2.7404754850985924e-37,1.8343969588852695e-51,7.4001285109619794e-54,7.6929283626100205e-53,6.7396400810865959e-82,4.2504862726131044e-77,5.6217926457933776e-119,1.9544159379598183e-100,3.0360881086190232e-50,4.7040903760715667e-58,6.1489853103479249e-52,2.1278843502191785e-62,2.8147230629254628e-47,2.9170259599590643e-56,7.6448122015203128e-68,8.9207742773631021e-39,6.6319789426391321e-38,9.7957964711176842e-46,1.7777266981716117e-45,2.9501524955713492e-69,1.5083580273067258e-76,1.6420285561686437e-68,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.5983961960930202e-23,1.6308658002145135e-23,1.5985861043104642e-23,7.7439762951800167e-27,5.8473113012879487e-27,7.9012855589070599e-27
3.2767e-11,0.0023647719070602354,1.6803515502381689e-31,3.2715813294401395e-33,4.0108203847971931e-30,2.3597142985843077e-37,8.1394048190636689e-36,0.0,0.0,3.8603255589934497e-22,4.5684886237342006e-34,1.3873358173653012e-38,3.3787043151771538e-41,3.7696145038014278e-44,4.6447727353070771e-60,1.7740488038053933e-51,2.1903752257445673e-38,3.8572485483751459e-22,4.0108277403855438e-30,7.2675974479100507e-82,1.5891713812229674e-83,4.9222480016160395e-52,3.9847340373037039e-50,1.918662760525064e-37,1.6715471570715118e-41,3.2709590849570592e-33,1.2259176270834623e-52,1.2749929652358143e-47,2.3544598475231691e-27,9.7257294747332861e-34,3.2560062215770459e-23,6.6744975091248019e-40,7.8298431303113792e-52,6.7077751042913856e-51,5.5843798303206118e-37,7.0407542559827599e-64,1.6814643579114628e-53,3.0537428130498669e-25,1.0896769722334001e-37,7.4820412878883711e-37,6.164449053561993e-41,7.1450227177732908e-26,2.9299720278051832e-63,2.5083646480914927e-53,6.8605431302888529e-48,7.3541637902493628e-40,2.1900564748281916e-36,2.9219415207270161e-50,8.2534597169574012e-53,1.2254338145796679e-51,8.570847026195006e-80,2.7026298123050896e-75,1.5871572572566157e-116,1.0797987917154261e-98,4.8493939634224531e-49,7.5006833219752639e-57,1.9615718062057044e-50,6.7355384337865262e-61,6.9773374283050952e-46,1.3199982800901459e-54,1.4474893059261394e-66,7.1304358968430453e-38,3.6875570341426154e-37,1.5657258535180732e-44,2.194403977722869e-44,1.3412836528522491e-67,1.3635379551482087e-74,1.1456246346413154e-66,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,3.1953140796237586e-23,3.2602232667151538e-23,3.1960731836609837e-23,3.096405570145605e-26,2.3382679612952285e-26,3.1593048844404673e-26
6.5535e-11,0.0023647719070602354,3.7719204558664587e-31,1.3077083452933714e-32,1.6032646511301792e-29,4.91936979672195e-37,6.5075194438590708e-35,0.0,0.0,7.7207816930079579e-22,1.8274347505970101e-33,4.8834178346546359e-38,2.3864271277281825e-40,3.0057986067597677e-43,3.1761876866186054e-59,7.0625727367434988e-51,7.6657740308314605e-38,7.7084819096496019e-22,1.603270512330444e-29,2.3132115572140525e-80,6.021188162213832e-82,4.7905671672548947e-51,3.1282057269743903e-49,3.2945920585863511e-37,1.3364050997327351e-40,1.3075054504387001e-32,2.4357304135605815e-51,1.0105879868705703e-46,9.3998905461809194e-27,3.8828288141165261e-33,6.4973858050923541e-23,5.3160043695012013e-39,1.5711317014732199e-50,1.0658691604945348e-49,5.583260052156492e-36,3.0633964946494311e-62,1.5280831956758533e-52,1.2206887875796677e-24,8.7120646813398207e-37,4.1229201481124404e-36,4.9137551650714285e-40,2.8525256318965645e-25,1.1697551943306118e-62,7.9648879330552428e-52,1.0907195376294435e-46,1.1741933675969242e-38,1.748236894685682e-35,4.6333890092475842e-49,8.1612271103524937e-52,1.9432773071643356e-50,1.0849126713042151e-77,1.7104547576204321e-73,4.7768318258784105e-114,5.3536473527708722e-97,7.7319487796316953e-48,1.1917915835134251e-55,6.2378172297308368e-49,2.109440754069236e-59,1.5167373309453052e-44,5.3123333914185336e-53,2.5327164004860931e-65,5.6941550607298045e-37,1.8210343558791288e-36,2.4998966075527885e-43,2.3710330213214538e-43,4.9979122714787035e-66,1.0961141138758062e-72,6.3194938182200417e-65,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,6.384513452880963e-23,6.5142076519787899e-23,6.3875454960126358e-23,1.2375546548803989e-25,9.3473653949829248e-26,1.2626936572293768e-25
9.999999999999999e-11,0.0023647719070602354,6.6115329391514471e-31,3.3671267737459504e-32,4.1281591489941252e-29,8.0370725049493452e-37,3.0428973959866146e-34,0.0,0.0,1.1781237083123261e-21,4.7106174198131089e-33,1.0576051513483876e-37,9.2365720139262381e-40,1.3987990466040524e-42,1.1638836153930495e-58,1.8064895140676491e-50,1.6451134463521722e-37,1.1749567468782987e-21,4.128186418600423e-29,4.1585771417669784e-79,1.3242269479510683e-80,2.9381079014414523e-50,1.416638426936176e-48,4.2299543438943098e-37,6.2489048013906172e-40,3.3665788887688864e-32,2.4193237357609686e-50,4.6533247677648558e-46,2.4154343230304092e-26,9.9772718912250658e-33,9.88362148376792e-23,2.4688659836556729e-38,1.5798041186472153e-49,9.3526828803023541e-49,2.9375055039784254e-35,6.2138816194889333e-61,8.6862127523028512e-52,3.1430908653259062e-24,4.0737441844060979e-36,1.2583361147956282e-35,2.2853343602982714e-39,7.3298135564187236e-25,3.0058507937424924e-62,1.3601779483052907e-50,9.5787178239274468e-46,1.0395020599865666e-37,8.1518698159121693e-35,4.0495687271990047e-48,4.2268107106622039e-51,1.6984664393269235e-49,7.2079523367653168e-76,5.7221022655493859e-72,8.1563781922632699e-112,1.1803786269302617e-95,6.8270551479808657e-47,1.0454822023187965e-54,1.0662467573538486e-47,3.5038287635650363e-58,1.5751603331438079e-43,1.0457876062084491e-51,2.3270754809304767e-64,2.6569808015477307e-36,5.1745281821417795e-36,2.2131343445648774e-42,1.2786932640950794e-42,7.9312434633177657e-65,4.2592928462825604e-71,1.5190842913759112e-63,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,9.7291514132696428e-23,9.9267882534157744e-23,9.7369485601211458e-23,3.1857300354117856e-25,2.4070092580702001e-25,3.2504421249795411e-25
1.31071e-10,0.0023647719070602354,9.1715097117656328e-31,5.2237404395068699e-32,6.404410329702982e-29,1.0847754090538595e-36,5.1994722204951194e-34,0.0,0.0,1.5441832162951276e-21,7.3098737295538147e-33,1.5708093325029019e-37,1.5412137130974255e-39,2.3888692141935275e-42,1.9268110795678581e-58,2.7983744971304728e-50,2.4371341456242429e-37,1.5392700194964142e-21,6.4044568994858011e-29,7.6990898573457405e-79,2.4637659621946836e-80,5.1549998022193348e-50,2.4117559243698569e-48,5.0732052235346286e-37,1.0677637667492812e-39,5.2228815379015497e-32,4.3808136480155745e-50,7.9373367950147146e-46,3.7455825874969443e-26,1.5471554231246525e-32,1.2936391794869866e-22,4.2153559822539108e-38,2.8623931353551856e-49,1.6823438402952837e-48,5.0823912200979158e-35,1.1539668259576428e-60,1.5139433221009004e-51,4.8761811005690052e-24,6.9609065050876874e-36,2.0210645706382167e-35,3.9026300293954481e-39,1.1366192871748132e-24,4.6611337291647055e-62,2.5146047204542568e-50,1.7230845917749159e-45,1.8707811052029374e-37,1.3924893999734256e-34,7.2826384191231933e-48,7.301625358461686e-51,3.0544825082442763e-49,1.3608281798382202e-75,1.0726509215077388e-71,1.5466478798536112e-111,2.1962530661692212e-95,1.2284751142459901e-46,1.8805659649508227e-54,1.9712576613518691e-47,6.4724409830851514e-58,2.8584666482498899e-43,1.9406975613645519e-51,4.1966579309534138e-64,4.5389695233146245e-36,8.1977809509160962e-36,3.9829549878449603e-42,2.2177108676972944e-42,1.4630870691811454e-64,8.0003272830625399e-71,2.8316024429233309e-63,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.2744420412754241e-22,1.300330912581527e-22,1.275651341156219e-22,4.9420555032339453e-25,3.7342973949843953e-25,5.0424436523686424e-25
2.62143e-10,0.0023647719070602354,2.4719071908637654e-30,2.083899561417293e-31,2.5548405994234894e-28,2.7361468343124725e-36,4.1490881512510907e-33,0.0,0.0,3.0884478500638363e-21,2.9240207771555821e-32,4.4934782841991874e-37,8.8189080742213304e-39,1.8862393244902806e-41,9.807456502269617e-58,1.0985007597220072e-49,6.8083495725970661e-37,3.0688488278885274e-21,2.5548776087893062e-28,2.5598867665183004e-77,1.0660036218945397e-78,6.1148352029295956e-49,1.7972699294554817e-47,6.7722967677728133e-37,8.5203029217129341e-39,2.0834364645059757e-31,7.2939607021127324e-49,6.1242538302292853e-45,1.4868389312891038e-25,6.1412503665668392e-32,2.564173805511358e-22,3.3136460820947397e-37,4.864884659344344e-48,2.6217650104606248e-47,4.3407617261286477e-34,3.763484419181514e-59,1.6738326646646966e-50,1.94520923984359e-23,5.5547045791688601e-35,9.0596696535530596e-35,3.0773709386976108e-38,4.5116708729878652e-24,1.8502742712459791e-61,7.8457786552178451e-49,2.6880460032788494e-44,2.9681026769491525e-36,1.104320654047398e-33,1.125146231513636e-46,6.0487470200097955e-50,4.7191777169828753e-48,1.6757583214754491e-73,6.6034608820151771e-70,5.2630883333540668e-109,6.7842850014323436e-94,1.9383180798282852e-45,2.9271609098575388e-53,6.1528701924032651e-46,1.9118666605656709e-56,4.6811541432705965e-42,6.6102500109890806e-50,6.6636328791886864e-63,3.6052284387978432e-35,3.4723394642719567e-35,6.3191889672275308e-41,1.800566476150346e-41,3.3065393919195008e-63,5.447317874152686e-69,1.0870177350284468e-61,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.5390695005675261e-22,2.5906479500156376e-22,2.54387867436133e-22,1.9702977538506749e-24,1.4899946735614555e-24,2.0103188631673373e-24
5.24287e-10,0.0023647719070602354,7.3901825983123689e-30,8.2912607796808562e-31,1.0164329561262202e-27,8.9808090710894343e-36,3.3025864535026858e-32,0.0,0.0,6.1771895057217147e-21,1.1696571642731836e-31,1.1419257954195561e-36,4.409156153932442e-38,1.4704556673880455e-40,3.9904373166146474e-57,4.234615206232105e-49,1.6498944798556344e-36,6.0992206591119501e-21,1.0164623503096533e-27,8.7313432742078875e-76,4.583985815290908e-77,7.7238422876551725e-48,1.2607824027045104e-46,7.8405760437198115e-37,6.7815566515201187e-38,8.28831029560017e-31,1.1353824965153281e-47,4.5682227397065558e-44,5.8580917839843222e-25,2.4193904727135722e-31,5.0380046681263719e-22,2.5611142928926372e-36,7.852874743269999e-47,3.9930241916282317e-46,3.5560633919226929e-33,1.0587880414098546e-57,2.0677356937206872e-49,7.7390010122805773e-23,4.4214625455052656e-34,3.8342425207714396e-34,2.3925087297573112e-37,1.7774018601651752e-23,7.2900139204120367e-61,2.3906936245909428e-47,4.0911620769577843e-43,4.6701419673626517e-35,8.683059799692854e-33,1.6824113910302794e-45,4.6825529454218556e-49,7.056599711152163e-47,1.9895906592965379e-71,3.9188778813815987e-68,1.7596731448181924e-106,1.4667415032331512e-92,3.0167502806573851e-44,4.4367639235201966e-52,1.8744165003885812e-44,5.2850827051714927e-55,6.6632198732128845e-41,2.1374891997395274e-48,1.010389733900482e-61,2.8434974627792666e-34,1.414290306646913e-34,9.9428869551863443e-40,1.2689325444944962e-40,5.8002955118749566e-62,3.5238080223810292e-67,3.7522420144264139e-60,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,5.039247007823182e-22,5.1416142680253335e-22,5.0582621103196896e-22,7.8294276100767795e-24,5.9303554605976895e-24,7.9884478610259225e-24
9.999999999999999e-10,0.0023647719070602354,2.2268115873642507e-29,3.0543457504474153e-30,3.7438535997444553e-27,3.8085271237426592e-35,2.4040015599475038e-31,0.0,0.0,1.1783063436579411e-20,4.3538520470218311e-31,2.522748180038915e-36,1.8027586922504657e-37,1.0284232662840909e-39,1.1834991019775197e-56,1.4702247108030442e-48,3.3379034318012053e-36,1.1495913526741879e-20,3.7440674371287836e-27,3.14859301330618e-74,1.6295647641604007e-75,8.9734920043311827e-47,7.391115384505148e-46,8.2069648239865406e-37,4.9357846422411556e-37,3.052454211878738e-30,1.494942924942399e-46,2.9497370389784587e-43,2.1182762111265327e-24,8.7468068234685821e-31,9.2958171802283385e-22,1.7630621105619676e-35,1.1018481893791342e-45,5.3544752447032127e-45,2.5924702479622296e-32,2.3086888857678507e-56,2.5450577666540018e-48,2.8505728640716435e-22,3.2184980625080563e-33,1.4565871663441339e-33,1.6641068933918253e-36,6.4258022271803093e-23,2.6360568655840368e-60,6.334939205472179e-46,5.4251718244466692e-42,6.6036473005102021e-34,6.1724570868927753e-32,2.1665333351021228e-44,3.0805969549823979e-48,9.0872861067579615e-46,1.999955669503424e-69,1.9702473831654051e-66,4.7422489120240316e-104,1.9979923558236563e-91,4.1764205040841358e-43,5.8428550556047134e-51,4.9617726543609123e-43,1.1988625843701174e-53,7.491273165221781e-40,5.9881117852366776e-47,1.3102596429647931e-60,2.0336691092735827e-33,5.1976375432329282e-34,1.405938366389178e-38,7.1072807143834933e-40,7.3609366732357789e-61,1.973742455602533e-65,1.0876426724781864e-58,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,9.4731881586905783e-22,9.6656286369165319e-22,9.5423933420140719e-22,2.8772541933289371e-23,2.1860962509120354e-23,2.9356839225385125e-23
1.0485750000000002e-09,0.0023647719070602354,2.3787299938087176e-29,3.281562676599705e-30,4.0223502095990455e-27,4.1057124539164902e-35,2.615751211684079e-31,0.0,0.0,1.2355478582247944e-20,4.6789898221709585e-31,2.6637437957418407e-36,1.9418163330093686e-37,1.1184206423394281e-39,1.2635997500848926e-56,1.5771095803840432e-48,3.5102658327462222e-36,1.2046969217978247e-20,4.0225828804575138e-27,3.4611799210129325e-74,1.7912787331066234e-75,9.8109061809420922e-47,8.0170829838580516e-46,8.2443767404182047e-37,5.3705306499435028e-37,3.2795081206033948e-30,1.6359979982791677e-46,3.2042882803997673e-43,2.2747562444970061e-24,9.392898583075586e-31,9.7305819286698455e-22,1.9169366722048535e-35,1.2063392205104013e-45,5.8604473749595359e-45,2.8208761657498486e-32,2.5336175711622496e-56,2.7838196984972994e-48,3.0626216822774271e-22,3.5019910279547391e-33,1.5661677087310762e-33,1.8095987786077271e-36,6.9004498567968259e-23,2.8307860817865451e-60,6.95738777766668e-46,5.9373606895474261e-42,7.2302582045969547e-34,6.7140633495318257e-32,2.3705787225955417e-44,3.3473428630317559e-48,9.9431329924618396e-46,2.2021393453402756e-69,2.1674275563084117e-66,5.2246826055986734e-104,2.1870302459636769e-91,4.5720703213008086e-43,6.3941645711477015e-51,5.449279046944141e-43,1.3158817137858403e-53,8.1881681491018068e-40,6.5777313167191863e-47,1.4337330271787912e-60,2.2122919092759255e-33,5.5839546966787391e-34,1.5393459016233908e-38,7.7034337780003376e-40,8.0533343236121568e-61,2.1716829155731919e-65,1.194870331291632e-58,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,9.9259373822841857e-22,1.0127575226496577e-21,1.0000267469018286e-21,3.0911040940569096e-23,2.3487634972101174e-23,3.1538763222677098e-23
