Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161)
4.294967295e-06,0.0023647719070602354,4.4201834573374376e-27,5.7985322790797157e-25,5.7775798332839795e-22,4.0366055709980056e-29,1.8196098847739136e-22,0.0,0.0,5.0749440488651322e-17,7.871804951720002e-24,1.0903473314769473e-30,7.8830930525189809e-33,2.4083986579525941e-33,1.367413936318006e-55,2.1059197228709635e-40,2.2587184116383694e-35,3.5552134344531951e-19,7.3545502751310258e-22,6.2331452836049965e-57,4.9725752199209027e-42,1.2012852225276016e-37,1.6321019396431791e-40,8.4214344116004938e-37,1.9261505539397011e-28,2.1825730637008663e-25,1.4562946992651238e-35,1.0384868233151989e-37,1.5435850751054276e-19,5.8373235658728336e-26,1.0144136611574769e-20,1.0899345626697323e-29,5.2477356885062385e-36,1.2665275011835893e-32,8.1657710666055388e-24,6.1173536538325353e-46,5.0129511821645736e-38,5.0244119149759444e-17,2.7322768742775269e-24,2.652826303287296e-28,4.0061971083805029e-30,4.1179154204334488e-18,1.9208911540452555e-55,8.9238276549825099e-34,1.5740004828205227e-34,1.6457168786279605e-23,3.0086804852710647e-25,3.7251803916148345e-35,1.1063855820923109e-42,1.6692618095067164e-36,1.1976405588121962e-52,2.7474057789544099e-53,4.784538825990776e-63,-5.2603914095361575e-76,5.3141941181578558e-33,7.6128200173814084e-44,5.7797711051456488e-32,7.6451501285337918e-43,1.2866831177912983e-30,1.2203452024057235e-33,2.4238870159453243e-51,6.2740452908212881e-25,3.3886357980893911e-29,3.5033411517492101e-28,2.4206930978982535e-34,1.4519774958581032e-51,3.3409834827206459e-47,2.2963074228546012e-45,0.88168480800000004,0.0,0.0094599999999999927,0.10884999999999989,0.0009999999999999495,2.3739164811465591e-20,2.5277833027335871e-20,3.0213592587357897e-20,4.1673726505973072e-18,4.162007674719753e-18,4.250960243830475e-18
8.589934591e-06,0.0023647719070602354,5.119109386193056e-27,1.2393652612601915e-24,1.0530272749779724e-21,9.0392233618982248e-29,6.7211149577083408e-22,0.0,0.0,1.0153062831377247e-16,3.1495729472938469e-23,4.8999409481285609e-30,1.5797208707809953e-32,5.3361961612517846e-33,1.3676093489393806e-55,4.7919900380021133e-41,2.259132108519495e-35,3.8632521912036734e-19,1.6272305518701328e-21,9.6936878797723869e-56,3.7233807143711271e-41,8.4315805634363173e-37,2.7122569281117529e-40,8.4228542527208336e-37,5.2941717254880134e-28,2.8703633236272138e-25,1.2217685527260956e-34,2.2945643431638345e-37,3.4088247688115416e-19,1.2107253222752882e-25,1.0679727835632932e-20,1.4339366527809393e-29,2.1882240279208219e-35,5.890995084662171e-32,3.2611606494145857e-23,2.4623768725434988e-45,1.9737059398799132e-37,1.0081319856335039e-16,1.0979570967212541e-23,5.3228242076450304e-28,1.240948060203127e-29,8.2137538570794084e-18,4.2420605465500232e-55,9.0981540684332044e-33,5.0483732304439422e-34,6.6243008326366855e-23,6.0331798210102229e-25,1.5822160623834864e-34,2.4464177223496846e-42,7.5411017489889627e-36,2.4476927873711141e-51,2.8224164970856981e-52,6.0244765679319866e-63,4.3671868891511611e-76,3.2948591211236331e-32,1.4929098930499245e-43,3.0912739120330902e-31,3.1118804844720471e-42,5.1720361824568625e-30,9.6291531051149532e-33,1.095022460071454e-50,2.5033731005436634e-24,6.7591138155253422e-29,1.4099770705361668e-27,4.8573617946122619e-34,5.8514954566384852e-51,1.105406323723959e-45,1.8119134099502121e-44,0.88168480800000004,0.0,0.009459999999999984,0.10884999999999977,0.00099999999999989897,2.5495600243210056e-20,2.8137381157222572e-20,3.1294906373317353e-20,8.3565999050828098e-18,8.3532747939970619e-18,8.524137916791353e-18
9.999999999999997e-06,0.002364771907060235,5.339807188078946e-27,1.4883444603839113e-24,1.185051262483513e-21,1.1112675024019944e-28,9.5593694706068666e-22,0.0,0.0,1.1821770311993134e-16,4.7017042355982917e-23,8.0397413531921053e-30,1.8397062572785896e-32,6.544459785539123e-33,1.3677030166536321e-55,5.066421617582808e-41,2.2592823574681398e-35,3.9643831043010674e-19,1.9948253881665635e-21,3.2912332564161842e-55,3.2598557794186747e-41,1.5525290478943637e-36,3.3767238269211215e-40,8.4233465424524035e-37,6.7795538535714044e-28,3.0308127425358787e-25,2.7764708184313174e-34,2.8114659721274436e-37,4.1759906569080189e-19,1.4369834786953131e-25,1.0853571924880357e-20,1.5141296334083503e-29,3.3710122490108687e-35,9.0980604959859649e-32,4.855076570037064e-23,3.6800992347893981e-45,2.9457756666097139e-37,1.1741544119344461e-16,1.6401068493775352e-23,6.1994063709785485e-28,1.7293878625504616e-29,9.543189714981306e-18,5.1967485618474928e-55,2.3385264454002839e-32,7.1691209167490566e-34,9.8789982524280795e-23,7.0148781803497472e-25,2.4690670231770521e-34,2.9988042011727267e-42,1.2418085638901415e-35,1.0617459284595184e-50,7.3116828393494244e-52,6.3522644327876527e-63,6.0665733759183756e-76,6.4040443481372182e-32,1.7503007185426024e-43,5.3284653680563088e-31,4.6824744270795173e-42,7.7274111685069404e-30,2.0292012863068738e-32,1.8031961056691026e-50,3.723935574843965e-24,7.8531106623139831e-29,2.10250130674064e-27,5.6573400695853469e-34,8.7592567940133756e-51,7.2580123706433061e-45,3.8183466271680925e-44,0.88168480800000004,0.0,0.0094599999999999806,0.10884999999999972,0.00099999999999988228,2.6072224079285773e-20,2.9076125030218064e-20,3.1649924964196246e-20,9.7318900701530352e-18,9.7293588757168287e-18,9.9269537691519052e-18
1.7179869183e-05,0.002364771907060235,6.4635716151774795e-27,2.7561140741808978e-24,1.85730019026911e-21,2.1670420499008684e-28,2.4011391327609134e-21,0.0,0.0,2.0318611195433028e-16,1.2604954349910676e-22,2.4027195569996255e-29,3.1635179419211066e-32,1.2696780596750917e-32,1.3681799604398588e-55,6.4637914335481688e-41,2.2600474055214205e-35,4.4793285258128121e-19,3.8665703583707658e-21,1.5113864346891726e-54,8.9964725662581445e-42,5.1645536313222285e-36,6.7601026258297169e-40,8.4258532175684959e-37,1.4342925948464718e-27,3.8478002602068285e-25,1.0692812014400061e-33,5.4434616602355062e-37,8.0822993168013513e-19,2.5890605059834386e-25,1.1738763357183814e-20,1.9224618331947421e-29,9.3936156292628813e-35,2.5428019352971864e-31,1.2971088583186473e-22,9.8805827062191336e-45,7.8954279523318365e-37,2.019518956498653e-16,4.4006626908462464e-23,1.0662848435945779e-27,4.216459641093926e-29,1.6312503738289174e-17,1.0057895439618854e-54,9.6133367426203998e-32,1.7967691579239982e-33,2.6451493085077283e-22,1.2013558207698407e-24,6.9847964657079549e-34,5.8114841173619594e-42,3.7251051623084318e-35,5.2216844909780114e-50,3.0170441631225119e-51,8.0213174954449561e-63,1.4719627757983988e-75,2.2235610070684306e-31,3.0609012368918987e-43,1.6719952521098047e-30,1.2679733969479842e-41,2.0739047363711319e-29,7.458590425997723e-32,5.4091239596438055e-50,9.9388805264898171e-24,1.3423599943465446e-28,5.6287444088470684e-27,9.730725124553928e-34,2.3565198337209474e-50,3.8586280030754242e-44,1.4034842920249085e-43,0.88168480800000004,0.0,0.0094599999999999667,0.10884999999999953,0.00099999999999979771,2.9008317457932227e-20,3.385608641458418e-20,3.3457633332740053e-20,1.6734688245929508e-17,1.673619957154204e-17,1.7069909155122541e-17
3.4359738367e-05,0.0023647719070602345,9.1314674319708541e-27,6.4136344795852757e-24,3.2569328653020445e-21,5.7354523698698114e-28,8.4651313356523356e-21,0.0,0.0,4.0686115333034755e-16,5.0471996299529246e-22,1.3161565380817395e-28,6.3367872581858541e-32,3.3437034157556592e-32,1.3695945329295246e-55,-2.8067355084524527e-39,2.26246068813631e-35,5.7114856790719004e-19,1.0168444204178048e-20,2.4350993691578828e-53,3.4313979287119431e-46,3.3890044849900627e-35,2.4896111010116636e-39,8.4331117337259443e-37,4.1475007137447293e-27,5.7386435554435564e-25,9.901538952315066e-33,1.4234231432749675e-36,2.1117650612949892e-18,5.8319747771490148e-25,1.3809340743941862e-20,2.8673129155067434e-29,4.2109823404555558e-34,1.0473467195821997e-30,5.1241684096092683e-22,3.9584965771727338e-44,3.3526562882442766e-36,4.0423105329176019e-16,1.7609892366089816e-22,2.1342990002004658e-27,1.5197797511658103e-28,3.2146665294012939e-17,2.6279541756475092e-54,9.841377870228034e-31,6.814048693268894e-33,1.0470036719251269e-21,2.3706014257372533e-24,3.230260653009847e-33,1.5230354355006949e-41,2.0870446747880962e-34,1.0903584520441875e-48,3.1466469921050055e-50,1.1364247558149158e-63,4.0856696833136243e-74,1.5864285055376128e-30,7.3047629788253207e-43,8.6166798661532575e-30,5.207466036175622e-41,8.3058561812046973e-29,5.5911171155979013e-31,3.0305416293370199e-49,3.9120296142999401e-23,2.645358007414879e-28,2.226834784236013e-26,1.9477536758113971e-33,9.5071822401388608e-50,1.4377585945282794e-42,1.0520854085499971e-42,0.88168480800000004,0.0,0.009459999999999932,0.10884999999999906,0.0009999999999995954,3.6033137840642884e-20,4.5291933636950728e-20,3.7783489231672124e-20,3.3489400382648377e-17,3.3503610886536213e-17,3.4159115520267969e-17
6.8719476735e-05,0.002364771907060233,1.4462928275339393e-26,1.5354608124166096e-23,5.8584613708596197e-21,1.7037578876605224e-27,3.0280542058199346e-20,0.0,0.0,8.1560361546723711e-16,2.0229044536488642e-21,8.0804424675567638e-28,1.2715887992913713e-31,9.8990929596798548e-32,1.3733476575242513e-55,-1.0925776384045304e-38,2.2690829699815894e-35,8.1758325617065882e-19,3.0066419011185528e-20,4.2056439921355866e-52,6.5440749141322515e-51,2.3485736174394596e-34,6.6779176342298729e-39,8.4537710765449567e-37,1.3592982712698755e-26,9.8810799448949506e-25,9.6963718295195165e-32,4.1375013267205909e-36,6.1302781058277708e-18,1.4177483765627216e-24,1.7768887806402255e-20,4.9372384057432451e-29,1.9771435053879022e-33,4.1694036945034179e-30,1.9987969690970709e-21,1.5846802000147722e-43,1.5767988273901152e-35,8.0879568671033449e-16,7.0370434901729634e-22,4.2703606725481823e-27,5.6144629880524029e-28,6.2425644637163975e-17,7.6287321660322601e-54,9.2980418272676566e-30,2.6307055469438333e-32,4.0880324551665769e-21,4.6064989827224684e-24,1.5418577992587302e-32,4.4415517901121905e-41,1.3435205017477321e-33,2.1349642407929991e-47,3.0703332396345673e-49,4.0695670215149442e-64,1.2536875618562508e-72,1.1621762375187496e-29,2.3347395328906252e-42,4.0543899753759306e-29,2.1760150890367414e-40,3.3244150721123269e-28,3.9528918514264551e-30,1.9508905941662993e-48,1.5149211350348591e-22,5.1370245085369087e-28,8.6858076186815344e-26,3.8971464467256692e-33,3.8559767162670433e-49,5.7083149608197989e-41,7.4382354744094587e-42,0.88168480800000004,0.0,0.0094599999999998644,0.10884999999999811,0.00099999999999919056,5.0080322851042306e-20,6.8157376624057456e-20,4.6436808174873925e-20,6.6992967500144337e-17,6.7044677424877118e-17,6.8328186358580244e-17
9.999999999999998e-05,0.002364771907060232,1.9322897767225053e-26,2.4922672589744228e-23,8.1452474054094415e-21,3.4920751217404422e-27,6.7171733939027993e-20,0.0,0.0,1.1900379021474272e-15,4.798999480129635e-21,2.9162878971455095e-27,1.8629272470013622e-31,2.0249356316524244e-31,1.3792065994972315e-55,-5.9527847850377835e-39,2.2785508109606192e-35,1.0419396163876651e-18,6.1467504493926386e-20,3.7064398311785654e-51,3.5652959325093732e-51,8.9074054257057162e-34,1.1721104565066663e-38,8.4841817712889041e-37,3.1087143430097885e-26,1.4363497093104122e-24,4.9476119184283077e-31,8.2107626106040191e-36,1.2145448343372965e-17,2.4876737054378605e-24,2.1070824926319214e-20,7.1770504826590791e-29,5.3872167110396389e-33,9.5633015235148734e-30,4.5544485388202e-21,3.7499649740620383e-43,4.5866719753546616e-35,1.1771153710463914e-15,1.6610039880135889e-21,6.2150525607981279e-27,1.2421797242834803e-27,8.7674869188693476e-17,1.5114220236194793e-53,4.1259884229600809e-29,5.9571939743856475e-32,9.3182512041228057e-21,6.4709831709901615e-24,4.1414089865485919e-32,8.8401705476571329e-41,5.1064670609751142e-33,1.8849109916485213e-46,1.4338046790675656e-48,2.2172677936895194e-64,1.9725458113221259e-71,4.4927528645222357e-29,6.0414237608741401e-42,1.0021929184084699e-28,5.4499465142183143e-40,7.8661172852609334e-28,1.368101029535895e-29,7.4149680924729116e-48,3.4141446569646475e-22,7.2147909444855469e-28,1.9767529909939121e-25,5.6718931028296125e-33,9.2999500877414069e-49,1.3042382391780433e-39,2.5744073944141912e-41,0.88168480800000004,0.0,0.0094599999999998036,0.10884999999999725,0.00099999999999882193,6.286417213172122e-20,8.8962312030494438e-20,5.4317566330680563e-20,9.7483386191012682e-17,9.7591253037471133e-17,9.941812903276718e-17
0.000137438953471,0.002364771907060232,2.5139685745346075e-26,3.6374473357256375e-23,1.0882250083412546e-20,5.6324717241534031e-27,1.1132597025455267e-19,0.0,0.0,1.6381898629764214e-15,8.1216450652749695e-21,5.4395972185337499e-27,2.5706869107982695e-31,3.2637353312184276e-31,1.3862190351287394e-55,-7.231935605462152e-43,2.2898826564953555e-35,1.3104666886469029e-18,9.9050756166785814e-20,7.6392300970782301e-51,6.2488407912642654e-56,1.6757523430878269e-33,1.7757181367541916e-38,8.520579646602368e-37,5.2025510207540679e-26,1.9728401178234546e-24,9.7087602460508549e-31,1.308595726098154e-35,1.9344870064542783e-17,3.7682432235961667e-24,2.5022839064620384e-20,9.8578310892054896e-29,9.4686564937925594e-33,1.6019136297661449e-29,7.6132503176897527e-21,6.3415455310831451e-43,8.1891213265246525e-35,1.6179489021062837e-15,2.806774355681616e-21,8.5426104632928544e-27,2.0569342226889047e-27,1.1789509712910176e-16,2.4073432241452812e-53,7.9514293224327935e-29,9.9385930194637417e-32,1.5578182175431776e-20,8.7025422846471247e-24,7.2527532285205631e-32,1.4104778227179373e-40,9.6102530095435037e-33,3.885389426611035e-46,2.7824119251426221e-48,2.9258462966651745e-68,4.1833904073053994e-71,8.4790449835387984e-29,1.0477870592901408e-41,1.7164342400081007e-28,9.3684412675258788e-40,1.3301978328783301e-27,2.532437606316513e-29,1.3954799331483343e-47,5.6872824963216378e-22,9.701622774633532e-28,3.3030993622681995e-25,7.7960473862406513e-33,1.5815719150340299e-48,2.7969300645021586e-39,4.7653919534314641e-41,0.88168480800000004,0.0,0.009459999999999729,0.10884999999999623,0.00099999999999838087,7.8164873285117217e-20,1.1386327043358766e-19,6.3749868195067201e-20,1.3397668130017714e-16,1.3415176110089952e-16,1.3662898088885884e-16
0.000274877906943,0.0023647719070602267,4.6650784499644075e-26,8.2384816278794352e-23,2.057673791544589e-20,2.0212329157723787e-26,4.1781599261312564e-19,0.0,0.0,3.3006049432887875e-15,3.269704248630461e-20,3.8762687689130179e-26,5.3393009103531801e-31,1.1661297505427805e-30,2.4683921741544819e-50,2.1874325259738939e-45,2.3627770274254025e-35,2.296287703757178e-18,3.5385630820357043e-19,1.3829623820475625e-49,-1.7759268640104784e-50,1.1896475930364974e-32,5.8124756750729413e-38,8.7531903916278148e-37,2.3456364711542178e-25,4.561746575950024e-24,9.294367634873682e-30,4.3007264043173645e-35,6.3321499295496047e-17,1.0772750503118813e-23,3.7284177165793684e-20,2.2794331208627771e-28,4.3493486883054425e-32,5.850725851075667e-29,2.7772922489908594e-20,2.537463246077452e-42,4.4286231873913653e-34,3.2363459409388854e-15,1.1158263127669351e-20,1.7087588446375059e-26,7.2014038654024218e-27,2.1164723834990501e-16,7.8799488582488612e-53,6.1089781482477649e-28,3.5437719466877226e-31,5.6839541429164183e-20,1.5625502473143609e-23,3.1640852614177438e-31,4.6543587787051994e-40,7.1097469546279188e-32,6.6610378680089224e-45,2.3765227369877672e-47,-3.2698833992334149e-61,-3.9935733040999854e-62,5.9397152062331648e-28,5.9534156081027622e-41,6.5028559112791059e-28,4.2034066518705196e-39,5.3217839793827314e-27,1.3982228246874672e-28,1.0323886090034839e-46,2.0160356698190852e-21,1.7416515242988052e-27,1.2002226765630166e-24,1.5594285871419116e-32,6.6305631103311731e-48,1.1045632728146137e-37,2.6311528965943461e-40,0.88168480800000004,0.0,0.0094599999999994584,0.10884999999999245,0.00099999999999676129,1.3429472325403218e-19,2.0517519860100611e-19,9.8401625254265333e-20,2.6785049262509181e-16,2.6846553083015947e-16,2.7308134455810807e-16
0.000549755813887,0.0023647719070602176,9.0876580036712507e-26,1.7730995100094614e-22,3.8991807239542919e-20,7.701420685709409e-26,1.579380078063563e-18,0.0,0.0,6.6759178274761486e-15,1.3211165667495875e-19,2.8293110870874867e-25,1.2088739629674482e-30,4.385231230138401e-30,7.5009679920536639e-50,4.1122652718710263e-45,2.6224068278719133e-35,4.2681302268195656e-18,1.3313808570857357e-18,2.2280607120987438e-48,3.6007152078773298e-49,8.0400240224729102e-32,1.8631819690421556e-37,9.5931201536549611e-37,1.238256909646263e-24,1.2163528422373606e-23,7.9015675383881569e-29,1.3885785044786651e-34,2.0297577477077573e-16,3.1528704026065129e-23,5.5240668591491893e-20,6.0779756451904655e-28,1.7799739504777632e-31,1.9741060517998641e-28,9.4251364557135401e-20,1.0154762661902902e-41,2.309466173985168e-33,6.473473877672652e-15,4.4081900239497553e-20,3.4179307155763849e-26,2.295778958627627e-26,3.4891864912878808e-16,2.5259016916779537e-52,4.1385058182979141e-27,1.1410406034035463e-30,1.928963230273519e-19,2.5762064579057132e-23,1.220437963486051e-30,1.5075571325347936e-39,5.0457827641410663e-31,1.0786756100912921e-43,1.917254791462854e-46,-7.9491582634057328e-60,5.242089490603886e-61,3.8153650496409988e-27,3.7242228835410889e-40,2.1597678226118363e-27,1.9564346310681707e-38,2.129007383625287e-26,6.3558947426117951e-28,7.3268646579764284e-46,6.4673780547526614e-21,2.8712621756565558e-27,4.0393313435400812e-24,3.119237162553188e-32,2.8829216654858765e-47,3.7733254544563809e-36,1.1961002347996348e-39,0.88168480800000004,0.0,0.0094599999999989172,0.10884999999998489,0.0009999999999935217,2.4639763886953842e-19,3.8740048887930085e-19,1.6780727635501405e-19,5.3522417316036768e-16,5.3748988366569572e-16,5.4539047303468932e-16
