Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779)
1e-12,0.0026510330930784175,1.8271618331875753e-29,3.0732765286593499e-36,2.8856877527802259e-33,1.2833016615452661e-35,9.4036125504736508e-39,0.0,0.0,1.1475226095970268e-23,7.7977754011416638e-34,1.2479697946230014e-41,8.3791964924800266e-46,7.3524375573423603e-49,1.1413601490285343e-64,1.2994042087137995e-54,1.9809351651111194e-41,1.0157238985454394e-23,2.8849646969789212e-33,1.8708358140243956e-88,1.1257258939264637e-86,9.0670541138408577e-57,9.5684501189362791e-55,6.4317279922943674e-39,5.1937773741303135e-45,2.3320348041569264e-36,6.1401462458294145e-60,2.7498709665786985e-52,1.8869195770328827e-30,1.7978867249534618e-34,9.4624708511963867e-25,1.4591706638779479e-44,3.3291037241404359e-59,4.007849754367303e-57,8.8398701324869275e-43,6.6944938018256028e-73,3.0937604962379406e-58,2.1339063439253511e-28,5.2114972269322505e-38,2.769765509461699e-41,1.5236986249601779e-45,5.7228380717492797e-29,2.4234255075503579e-66,3.449373081403345e-59,5.226727152601602e-54,5.1408400276262618e-46,5.1394004081690093e-41,1.6676496364888345e-56,1.2413697112614583e-58,7.7571932128917638e-58,1.517404832341643e-87,1.7137534156588716e-81,1.3154402418975679e-122,9.1288111650020604e-108,1.514028129816737e-54,2.2893405926040567e-52,4.0512296556621178e-58,1.2870012642896727e-68,2.4610919826457014e-53,1.5551531956198781e-63,1.1496696632459968e-73,2.2782947818229801e-37,2.1608676548628887e-41,1.1217739565288344e-50,2.5260051617219646e-50,1.5107524802935488e-76,4.8883474192728702e-85,7.3482999589780697e-77,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,9.2677336184779448e-25,9.4628091270814305e-25,9.2677942659772422e-25,2.47310827889759e-29,1.8674854337394097e-29,2.5251645410425211e-29,1.6319010223075699e-36,5.6999234838371324e-25,7.3320132419035293e-37,1.19043501298316e-28,2.7508807348314211e-40,1.2359503911700493e-40,4.8625380903895508e-25,1.7285161595613872e-36,2.4312690351170979e-25,1.0155462144601625e-28,5.0777291379967001e-29,2.086867813502549e-35,3.5178316359262317e-39,2.3039965317161817e-47,5.6527513177744038e-51,1.8145210605985136e-26,1.1930436655144137e-48,5.5870735550718406e-46,4.8420741724075791e-31,7.0223789425584327e-39,1.9466708150478144e-36,1.4745769496938735e-36
1.023e-12,0.0026510330930784175,1.8691735983466147e-29,3.180363624651162e-36,2.9863365778719408e-33,1.3280536504090539e-35,9.7884299906767347e-39,0.0,0.0,1.1739080931258286e-23,8.069752110409424e-34,1.2914652390263254e-41,8.72198721838577e-46,7.653314600522151e-49,1.1880496540497079e-64,1.3447247757584195e-54,2.0499747445435439e-41,1.0390786217024722e-23,2.9855883597752379e-33,1.9533704632029498e-88,1.1752349126572681e-86,9.4383009275262856e-57,9.9599980314399396e-55,6.5792318740494582e-39,5.4063187266595221e-45,2.4133730169683275e-36,6.4185334851990124e-60,2.862400007436942e-52,1.9527323743064556e-30,1.8605941916947874e-34,9.6800384941556455e-25,1.5188828221217057e-44,3.480480466331895e-59,4.1840733898850211e-57,9.2280318607266539e-43,7.0041728007450127e-73,3.220404533648178e-58,2.2083341080274122e-28,5.4247637206518518e-38,2.8829309558581406e-41,1.5861845603388506e-45,5.9224416798681126e-29,2.5079507907632394e-66,3.6063919094348238e-59,5.4567666992830475e-54,5.3668817260743866e-46,5.3497158297376085e-41,1.7409753678359159e-56,1.2958678578033045e-58,8.0982732889703087e-58,1.5876444682451448e-87,1.7918067281892287e-81,1.3763147941020239e-122,9.5485815219637512e-108,1.5806639508774952e-54,2.3900992481773279e-52,4.2356457542810018e-58,1.3455593447448422e-68,2.5730318298227097e-53,1.6270825961319642e-63,1.2018680947828684e-73,2.3715276300124311e-37,2.2490309785571278e-41,1.1710981309917199e-50,2.6369896971086674e-50,1.5806344355973422e-76,5.1163576608451838e-85,7.6910078217970295e-77,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,9.4808276666269837e-25,9.6803885685254855e-25,9.4808904294207725e-25,2.559366873060988e-29,1.9326208056921489e-29,2.6132387860599119e-29,1.6986812717837315e-36,5.8309701262389395e-25,7.6320521858321635e-37,1.2319546063770331e-28,2.871835843872387e-40,1.2902946370617833e-40,4.9743324543532078e-25,1.7992502292927502e-36,2.48716621674746e-25,1.0509660956476858e-28,5.2548284647792128e-29,2.1722650408953513e-35,3.6725083939116899e-39,2.4088278115628752e-47,5.914285558863146e-51,1.8562426150314772e-26,1.2455085135129601e-48,5.8413029278156169e-46,5.0109590973394907e-31,7.3097508498541563e-39,2.0263319574206924e-36,1.5349193590078746e-36
2.047e-12,0.0026510330930784175,3.7394858081532855e-29,1.2709831420454359e-35,1.1951361019349774e-32,5.3134779600444329e-35,7.8353903367423216e-38,0.0,0.0,2.3486359974579314e-23,3.229596067200824e-33,5.1465156620628742e-41,6.9530347753680276e-45,6.1258453698196191e-48,9.4621333986883203e-64,5.381009914800968e-54,8.1679039261348131e-41,2.0788383501282799e-23,1.1948405860517266e-32,3.6993744794031059e-87,1.8936000816313988e-85,7.6105256026503979e-56,7.9685992042873229e-54,1.3096640240704396e-38,4.3276333674183283e-44,9.6583817873714933e-36,1.890204211430658e-58,2.2907304781478687e-51,7.814610321589212e-30,7.4458810172247732e-34,1.9365610289299713e-24,1.2157013012961097e-43,1.0740082870037632e-57,6.6977414251956099e-56,1.423003900306014e-41,4.3933835418143674e-71,2.5888890421210878e-57,8.8378130766954908e-28,4.3423992379479293e-37,2.259909456008138e-40,1.3060828125084138e-44,2.3700920777890722e-28,1.0036530553628103e-65,1.1862081831680647e-57,8.9781809821235589e-53,8.5921422921894123e-45,4.2821320864812457e-40,2.7866931352402068e-55,1.9877584481734272e-57,1.2962628065943248e-56,1.0785406961054748e-85,6.0888161612009518e-80,9.0377716133260154e-121,4.9590264703790289e-106,2.6009120613246932e-53,3.9323117291641561e-51,1.3932586327774059e-56,4.305790427570142e-67,8.0687826224273295e-52,1.004475690500966e-61,3.4378865406616523e-72,1.898289940398601e-36,1.7318028780757638e-40,1.8748767520720892e-49,4.1331854958231777e-49,9.8542428042616253e-75,6.3184288515144277e-83,9.2556700025687613e-75,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.8967760887035344e-24,1.9367011213664414e-24,1.8968012059807407e-24,1.0242604602630799e-28,7.7344067992926379e-29,1.0458200711006446e-28,1.3595069645471807e-35,1.1663544949828164e-24,6.1081977556433184e-36,4.9295107114714206e-28,4.5970690451115558e-39,2.0654390066396333e-39,9.9500347803783811e-25,1.4400391363391525e-35,4.9750173484713726e-25,4.2053085290405642e-28,2.1026526530894111e-28,1.7382399957354863e-34,5.8777874035252674e-38,7.7095219879557962e-46,3.7858251645391175e-49,3.7136921780785897e-26,1.9954702763127303e-47,1.8718247116134051e-44,2.0053948647211087e-30,5.8512758465095721e-38,1.6217253175825647e-35,1.2284807008355254e-35
4.095e-12,0.0026510330930784175,7.4796117375154135e-29,5.0814278945803396e-35,4.7815914781502876e-32,2.1255215950208657e-34,6.2699783208295627e-37,0.0,0.0,4.698092965232037e-23,1.2921773155576917e-32,2.0417072375574677e-40,5.5185164239738196e-44,4.9012761389700521e-47,7.4959861528570139e-63,2.1523973898381442e-53,3.2393193645545043e-40,4.1582251617065914e-23,4.7804405319869226e-32,9.2818248520544831e-86,3.0690093891457343e-84,6.1786361351676795e-55,6.3699781501268345e-53,2.5935562804850962e-38,3.4630462905562836e-43,3.8642220932204394e-35,5.4699307786869954e-57,1.8321945847006029e-50,3.1263270517382314e-29,2.978810225581239e-33,3.8733082384094551e-24,9.7261804696183235e-43,3.2047929188710609e-56,1.0716122436311652e-54,2.1209339655410661e-40,2.7011394510765787e-69,2.0893242554790865e-56,3.5359226301267423e-27,3.4748639189874013e-36,1.7363325636187186e-39,1.103356303158907e-43,9.4818253566182109e-28,4.0152324538204017e-65,3.9979089756578198e-56,1.5142793712905999e-51,1.3750282994360737e-43,3.4263281975662497e-39,4.4579330807854131e-54,2.9347080061268427e-56,2.0736943416722247e-55,7.7560826192494504e-84,2.1911275144687692e-78,6.072815176293464e-119,2.7758353211498848e-104,4.387424437310522e-52,6.6316823604351946e-50,4.6962469578290971e-55,1.3764494855209369e-65,2.4799058007123101e-50,5.9979660677941067e-60,9.0647900508483648e-71,1.518942976621589e-35,1.2874962789320552e-39,3.0004258591759106e-48,6.3473334407039628e-48,5.9857057343876918e-73,7.5450415404547365e-81,1.0527299108621087e-72,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,3.7940089846378131e-24,3.8738686683333389e-24,3.794109471901577e-24,4.0979250755674629e-28,3.0944652415394431e-28,4.1841823707246581e-28,1.0875037367741758e-34,2.3321300884521807e-24,4.8861505875027294e-35,1.9716051686143101e-27,7.3548732873236997e-38,3.3045374325789118e-38,1.9895134706429322e-24,1.151993405678721e-34,9.94756718646383e-25,1.6819539293899876e-27,8.4097567567501566e-28,1.3899970395544556e-33,9.400856132554288e-37,2.4653458078256285e-44,2.4212902262405175e-47,7.4283248934263688e-26,3.1931746578334891e-46,5.9908672436070477e-43,8.0233522036164871e-30,4.6822734506215765e-37,1.2972418315072507e-34,9.827524341468444e-35
8.191e-12,0.0026510330930784175,1.4957870161509544e-28,2.0319287003940229e-34,1.9127224494227455e-31,8.501375267625896e-34,5.0163462896606808e-36,0.0,0.0,9.3970115354626617e-23,5.1693887959273224e-32,8.0316764700033455e-40,4.344169889206237e-43,3.9201812213895495e-46,5.8789493032085121e-62,8.6061541191169049e-53,1.2734799468575869e-39,8.3164682714989212e-23,1.912287143580656e-31,3.3242827463172343e-84,5.0329147865282618e-83,5.0847981198558535e-54,5.0858281458266296e-52,5.0853040733987237e-38,2.7706689037235127e-42,1.5457767692696565e-34,1.501629798298272e-55,1.4644605575368346e-49,1.2504256101744648e-28,1.1914219901407582e-32,7.7453346158826753e-24,7.7782862886210663e-42,9.0295546046643629e-55,1.7136498635936492e-53,2.9825260187664115e-39,1.6011783413436128e-67,1.6998395665611076e-55,1.4144510198164279e-26,2.7801265596831142e-35,1.2862624378530452e-38,9.7584855471549469e-43,3.7924049620619153e-27,1.6059578566526361e-64,1.4078836321899782e-54,2.6703752319062378e-50,2.1998766905842985e-42,2.7408005656383763e-38,7.1267068259489543e-53,4.0630487229134936e-55,3.3152156201147208e-54,6.2086376966852905e-82,8.7824070224879482e-77,4.2622723181909681e-117,1.6138164151184081e-102,7.7394255971518274e-51,1.1692475367162791e-48,1.6541542868648254e-53,4.3934552544140151e-64,7.3473930336071688e-49,3.3832497689620366e-58,2.1424713676898312e-69,1.2150943185351581e-34,9.0135984079066863e-39,4.8003135000573011e-47,9.3910338871898784e-47,3.4648173426965808e-71,8.508412696786569e-79,1.0844756235833687e-70,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,7.5878598836222459e-24,7.74757593585282e-24,7.5882618199151461e-24,1.6392322973244393e-27,1.2378615731810288e-27,1.673736734559772e-27,8.6944120041905767e-34,4.6607275463318006e-24,3.9064761009468583e-34,7.8817315361543711e-27,1.1760614670999544e-36,5.284133231412592e-37,3.9760147649658778e-24,9.2111146679195682e-34,1.9880073159047936e-24,6.7238185110221217e-27,3.3618989500729714e-27,1.1105372427808678e-32,1.5022462329473365e-35,7.874237256806725e-43,1.5467343103219096e-45,1.4856524580619776e-25,5.1039729498207223e-45,1.9152315571508835e-41,3.2094975133211506e-29,3.746104006794528e-36,1.0370962045263018e-33,7.8579001844049819e-34
1e-11,0.0026510330930784175,1.8258886042440976e-28,3.3774987373486446e-34,3.1796743537099279e-31,1.4131299895646943e-33,1.2769749898824854e-35,0.0,0.0,1.1472294848236768e-22,8.5942865472778737e-32,1.3123334792458401e-39,1.0819100056118084e-42,9.9753543138562256e-46,1.4567239366897953e-61,1.4299968349139251e-52,2.079420893413961e-39,1.0152489482002756e-22,3.1789950135923732e-31,3.4366580338062817e-83,2.2554926532607554e-82,1.344236240439058e-53,1.2909655197326395e-51,6.1224864468419926e-38,7.0532009268702246e-42,2.5697033818491013e-34,9.4989880523080128e-55,3.7230326770543437e-49,2.0783995029636472e-28,1.9803231466479216e-32,9.4541208385549061e-24,1.9789250808866866e-41,5.8487837115692857e-54,7.3818439870147945e-53,1.0797054394972957e-38,2.0931589891534389e-66,4.4269728903514119e-55,2.351389770149411e-26,7.077286728969538e-35,2.9795157918447387e-38,2.8127274330425878e-42,6.30354903404537e-27,2.6693487272762447e-64,1.2855595165989616e-53,1.3259148456258807e-49,9.4836008393717165e-42,6.9754309303142909e-38,3.0684682777894001e-52,1.4453784196352742e-54,1.4274393576059122e-53,1.3644162873551229e-80,1.0011858033722755e-75,7.4654124843057639e-116,2.1988619437595945e-101,3.8448225847608294e-50,5.803760786469949e-48,1.5109882798120479e-52,3.4304481530105467e-63,5.0858352591854068e-48,4.1256581622815954e-57,1.1589420016300904e-68,3.0926545605595097e-34,1.9735446967925375e-38,2.069400404373281e-46,3.6095235025405348e-46,4.338135237377815e-70,2.0073350660482568e-77,2.1937801786989381e-69,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,9.2628726558494976e-24,9.4578458839907912e-24,9.2635407728827447e-24,2.7250093823005499e-27,2.0578332853171574e-27,2.7823688663884432e-27,2.2110705273847437e-33,5.6865511104349317e-24,9.9348159523998127e-34,1.3093553929640833e-26,5.065537208759059e-36,2.2760549802203205e-36,4.8511347138921208e-24,2.3428672655242119e-33,2.4255672464880635e-24,1.116997224269569e-26,5.5849599138664612e-27,2.8215870849732894e-32,6.4636329525151962e-35,6.1554697059893267e-42,2.2977903416009048e-44,1.8136250325815902e-25,2.1962904946875593e-44,1.4991268909018808e-40,5.3354311461456671e-29,9.5362338775874426e-36,2.6373370445727277e-33,1.998675357522592e-33
1.6383e-11,0.0026510330930784175,2.9906417478585406e-28,8.1253005869237383e-34,7.6500745776265007e-31,3.399631310773004e-33,4.0127392373835859e-35,0.0,0.0,1.8794867200606646e-22,2.0678931294027758e-31,3.1089092156875551e-39,3.3665688920351514e-42,3.1340843451067262e-45,4.5223599497649566e-61,3.4390414026437534e-52,4.9231583516059636e-39,1.6630832979319491e-22,7.6485341701898224e-31,1.4389835785498479e-82,8.438079771846939e-82,4.2931766952862163e-53,4.0515784589102506e-51,9.782152057504451e-38,2.2163981415397279e-41,6.1825964543170904e-34,3.7717416872288198e-54,1.1692333859409377e-48,4.9998795237891578e-28,4.7639362378503646e-32,1.5483519655203247e-23,6.2169563983399161e-41,2.3299984223890712e-53,2.7381889918356503e-52,3.8370373701399917e-38,8.9138343304949315e-66,1.4049577647539641e-54,5.6573488875487608e-26,2.2239682174273703e-34,8.9541073664876241e-38,9.2940971844863826e-42,1.5164042462166089e-26,6.4214902016767349e-64,5.3248487769772371e-53,5.0621304062141838e-49,3.5183994007812879e-41,2.1917191913026472e-37,1.1380826514454137e-51,5.111716978339678e-54,5.2943510708614734e-53,5.9596467008478375e-80,4.2239541520067823e-75,3.2302957794765901e-115,9.3880475541782845e-101,1.4680326841182249e-49,2.2156496039746719e-47,6.2588000591014224e-52,1.3984460354101676e-62,2.0438541442728232e-47,1.7489145018177082e-56,4.4922683268973346e-68,9.7175672332192254e-34,5.7567154739400929e-38,7.6774394723821679e-46,1.3032017469662108e-45,1.8422559952877728e-69,8.7899374674579465e-77,9.5518111848360552e-69,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.5173102907439635e-23,1.5492479979604201e-23,1.517471023490164e-23,6.5561399148613635e-27,4.9510778616382763e-27,6.6941427179431157e-27,6.9449677048429922e-33,9.3061375171072809e-24,3.1205624836769162e-33,3.1483306465640875e-26,1.8789430884275942e-35,8.4425539836120532e-36,7.9389681212974313e-24,7.3594881960427211e-33,3.9694837953620323e-24,2.6858086819407899e-26,1.3428961092359469e-26,8.8589730123996148e-32,2.3969731034882046e-34,2.5096452288803105e-41,9.8597114251609368e-44,2.9708660182967299e-25,8.1449119948092375e-44,6.1129658304802618e-40,1.2836721570865882e-28,2.996652628514473e-35,8.2837368687940233e-33,6.278303394759187e-33
3.2767e-11,0.0026510330930784175,5.9771667618150505e-28,3.2487348130885844e-33,3.0590778811975548e-30,1.3590481767143987e-32,3.2092837880058947e-34,0.0,0.0,3.7590652517420535e-22,8.2718616547158148e-31,1.167657036018139e-38,2.5335976835946601e-41,2.5036896385064359e-44,3.3537580079688504e-60,1.3727526922959467e-51,1.8443600088263119e-38,3.3251080679236921e-22,3.0586222814072365e-30,6.2633395259782752e-81,1.470331741611029e-80,3.7921777279536555e-52,3.2138678301176969e-50,1.8154018876154339e-37,1.7726964355088454e-40,2.4723876200619724e-33,8.4444073108879654e-53,9.315626655041367e-48,1.9982991205661464e-27,1.9039879518130156e-31,3.0936454419953331e-23,4.9639430172179144e-40,5.3658095208162541e-52,4.368915103624822e-51,4.4012914078569321e-37,4.5035980904050675e-64,1.1959169488216067e-53,2.2623535330067881e-25,1.7787581223837303e-33,5.6737716644744285e-37,9.8084554256480489e-41,6.0605656797884664e-26,2.5664734843654731e-63,2.2255588924543894e-51,1.0614343953542494e-47,5.6242635553735969e-40,1.751702480194081e-36,1.813734857415464e-50,5.70810564591251e-53,8.4378268433320194e-52,7.3545581217784511e-78,2.6124008810294918e-73,2.765911146634993e-113,5.2421822257929402e-99,3.0819680514548276e-48,4.6422648022313336e-46,2.617924574120152e-50,4.4274204232052778e-61,5.1584064976374941e-46,8.0742971643584803e-55,8.4786964302569561e-67,7.7680705029439504e-33,3.2678038522792709e-37,1.2272609811048656e-44,1.6382850590160834e-44,8.540222984752232e-68,8.1072056007659899e-75,6.8023052989760484e-67,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,3.0333760233413916e-23,3.097225261269006e-23,3.0340185573108599e-23,2.621567602172245e-26,1.9799422127010143e-26,2.6767513572701709e-26,5.5385110038469975e-32,1.8550056235303741e-23,2.4888053514993644e-32,1.255733536781146e-25,2.997160361034302e-34,1.3467997701569522e-34,1.5824881121979046e-23,5.8719313379429182e-32,7.9124395080954977e-24,1.0712553621332548e-25,5.3562111652246702e-26,7.0461069947600368e-31,3.8136336304242863e-33,7.9657357978599929e-40,6.2594494673879029e-42,5.9395870012322968e-25,1.2959558416365205e-42,1.9454786187768895e-38,5.1331692874729406e-28,2.3966783607949507e-34,6.6054646315314974e-32,5.0092924072058006e-32
6.5535e-11,0.0026510330930784175,1.1937505839253152e-27,1.2984957792384956e-32,1.2228103885317401e-29,5.4296291297036312e-32,2.5658294647890477e-33,0.0,0.0,7.5182518202226519e-22,3.3088136198704207e-30,4.1583332300580153e-38,1.8101266168429777e-40,1.997133460952707e-43,2.3276829326186436e-59,5.4679503573812504e-51,6.5346288022291809e-38,6.6457683831484311e-22,1.2227564068375829e-29,2.5617159776523098e-79,2.7191344009633956e-79,3.5977785141919778e-51,2.5280917827628092e-49,3.161263411165113e-37,1.4174012268891161e-39,9.8838621442874943e-33,1.6805688809491118e-51,7.3915071055774249e-47,7.9796153421440517e-27,7.6029171170123623e-31,6.1748866222602349e-23,3.9556096854296898e-39,1.0968261164119193e-50,6.9512317111040209e-50,4.4818002019879092e-36,2.0001884988990273e-62,1.071593795955225e-52,9.0442860716471522e-25,1.422259292397524e-32,3.1921859680012717e-36,1.1624698886860909e-39,2.4200762590468115e-25,1.0248451285571258e-62,1.0424125191629004e-49,2.4961048092934985e-46,8.9817487309607386e-39,1.3986118114445343e-35,2.8789948652788189e-49,5.6536311511696084e-52,1.3394100205308638e-50,1.1748715577404868e-75,2.0904992944968397e-71,2.7979939445966404e-111,2.6577070387929457e-97,7.2654586520471846e-47,1.0900402133574206e-44,1.2280206395528267e-48,1.3870912032891567e-59,1.1444890366753515e-44,3.3101795848242842e-53,1.4814806892496148e-65,6.2045503956026369e-32,1.643696311109396e-36,1.9598921071062695e-43,1.8071076565731826e-43,3.2557588013879371e-66,6.6388516980223547e-73,3.8244455788152951e-65,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,6.0615810932212139e-23,6.1891708079564409e-23,6.0641479313217956e-23,1.0478656780016653e-25,7.9154721249437245e-26,1.069924218865907e-25,4.4028475368403696e-31,3.6852178011394054e-23,1.9787982787376494e-31,4.9941311144876997e-25,4.76612789115461e-33,2.1420218236167174e-33,3.1438341658216053e-23,4.6724181193511121e-31,1.571916668283625e-23,4.2604649349046278e-25,2.1301802844926083e-25,5.5716813510276403e-30,6.0334244190840979e-32,2.5079497747770373e-38,3.9419870990918437e-40,1.187019954081518e-24,2.0503552372386061e-41,6.1570731822005931e-37,2.0519506760736283e-27,1.9162022354266738e-33,5.2499095253007121e-31,3.9860115691379487e-31
9.999999999999999e-11,0.0026510330930784175,1.8179894948029137e-27,3.3430345889063174e-32,3.1485075806692345e-29,1.3968192394723459e-31,1.1997587188086992e-32,0.0,0.0,1.147218207557581e-21,8.5291900569035988e-30,9.1272070352719452e-38,7.1125403879147002e-40,9.3002548430438957e-43,8.7065106697754952e-59,1.3998343639623012e-50,1.4226716772735476e-37,1.0131285190260245e-21,3.1489062598868627e-29,5.3543584946964048e-78,2.9779925806403539e-78,2.1456631022881205e-50,1.1488168114270142e-48,4.1125284982889505e-37,6.6287015204036621e-39,2.5453056468339075e-32,1.6731195302317328e-50,3.4097645406042703e-46,2.0511641304379096e-26,1.954294092204988e-30,9.3961591539826181e-23,1.8387267765546827e-38,1.1177617657401218e-49,6.1142442386519848e-49,2.3870534849862866e-35,4.1333416850839932e-61,5.9792056882543719e-52,2.3291292395435723e-24,6.651515992957171e-32,9.8932867021452155e-36,8.5890795574504482e-39,6.220688221932221e-25,2.6343695489319853e-62,2.8914390907789265e-48,3.5382573943105318e-45,7.9545238435006385e-38,6.5240682417078208e-35,2.5209778973142249e-48,2.9347028532455391e-51,1.1728774430787272e-49,1.2009478189410542e-73,1.0745722879057872e-69,1.8055642102498623e-109,6.0785316108944445e-96,1.0347707254879952e-45,1.540682312318756e-43,3.4160809497809364e-47,2.3055877464363795e-58,1.2098653286266288e-43,6.6069505963574906e-52,1.3619774574241299e-64,2.8961400640184382e-31,4.7218619407604369e-36,1.7357431096318036e-42,9.9130618839745744e-43,5.2776645259292752e-65,2.6158424215731314e-71,9.3259495445195921e-64,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,9.2383737463111958e-23,9.4328316828668697e-23,9.2449762714560794e-23,2.6978144918415521e-25,2.0385117231544558e-25,2.75461045181523e-25,2.0378940157261215e-30,5.5719258781883841e-23,9.16163853596355e-31,1.2753783232021195e-24,4.1876521988958276e-32,1.8825656672963677e-32,4.7533899388333875e-23,2.1664080917515961e-30,2.3766939273771728e-23,1.0880241453582296e-24,5.4398792049691472e-25,2.5546866294340832e-29,5.2503409739841814e-31,4.2059438804409453e-37,1.3038179797469757e-38,1.8093563127913431e-24,1.7842650263241892e-40,1.042777972862971e-35,5.2836242058443566e-27,8.9604017816615233e-33,2.4290233409065341e-30,1.848160351952017e-30
1.31071e-10,0.0026510330930784175,2.3807554080446917e-27,5.1862339318684212e-32,4.884568438261114e-29,2.1665905994242717e-31,2.0500536389322753e-32,0.0,0.0,1.5036742266032158e-21,1.3235480968699856e-29,1.3606762468372252e-37,1.1892789866544312e-39,1.5884188818466946e-42,1.4457172402582707e-58,2.1688691809433946e-50,2.1161313184503968e-37,1.3273559750358062e-21,4.8853752018306952e-29,9.9504926909693943e-78,5.4175859355175663e-78,3.7556802393764222e-50,1.9565885557945303e-48,4.9701161240549382e-37,1.1326810077484485e-38,3.9489047672244691e-32,3.0299685467363957e-50,5.817385092276277e-46,3.1809554511186151e-26,3.0307150399674164e-30,1.2300211347023275e-22,3.1397743558592519e-38,2.0265685957708158e-49,1.0999708062519229e-48,4.1349930591749506e-35,7.6793238064336413e-61,1.0403532080409511e-51,3.6135300330628959e-24,1.1365812669094958e-31,1.5934485045699154e-35,1.5284341098671324e-38,9.6470284017904133e-25,4.0853932908576285e-62,5.4041628409980181e-48,6.503049161194813e-45,1.431598674381807e-37,1.1144786557236925e-34,4.5341500807334182e-48,5.0707177960394776e-51,2.1095028357700865e-49,2.2730385005198142e-73,2.0244778884201529e-69,3.4080978205254421e-109,1.1318870915750613e-95,1.9021408271522903e-45,2.8313736275409598e-43,6.3850485476770319e-47,4.2590792825392389e-58,2.1974087419417027e-43,1.2264850001302105e-51,2.4562729145562257e-64,4.9477231017361218e-31,7.4968999294123327e-36,3.1238671018958371e-42,1.7220768362999345e-42,9.7420877469754408e-65,4.9142344793014432e-71,1.7388727534939767e-63,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.2102326293073384e-22,1.2357067488592738e-22,1.2112567084057627e-22,4.1852817657373633e-25,3.1626792644490869e-25,4.2733943178813387e-25,3.478175964976364e-30,7.2728371406862457e-23,1.5637136276635711e-30,1.9749290295531521e-24,7.5332406364784714e-32,3.3866341959604027e-32,6.204441945891246e-23,3.6982460572289793e-30,3.1022193652792659e-23,1.6848124123300385e-24,8.4236498464351753e-25,4.3554960632761967e-29,9.4397183536483729e-31,7.7716027100933753e-37,2.443702315657594e-38,2.3704070309539133e-24,3.2079771944743365e-40,1.9273591475730783e-35,8.1970531408075465e-27,1.5310911693196793e-32,4.1455528734539043e-30,3.1549717185277491e-30
