Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779)
0.1757770840838969,0.002651026238876212,5.6296892359300302e-16,9.6802434281947751e-17,4.0228555799971539e-12,1.0518422025981387e-11,4.0522457712314113e-07,0.0,0.0,1.2336204627105448e-09,2.2440854258490393e-09,4.227712733408526e-13,-1.7934664525650485e-15,3.2970132436139861e-19,-2.4054391153894531e-37,3.5765474802931623e-36,4.2227765266084757e-23,5.5352658535238368e-13,3.5061133706386528e-09,2.5357324785448747e-28,1.7682461288495842e-35,1.3533475557967915e-18,3.7389967756134171e-31,1.5641636768536738e-24,2.9150456076084295e-11,3.9614065969683737e-13,8.8510634857547169e-17,3.9668935979014409e-22,3.7945759261228215e-10,2.1857215075880578e-17,3.155276674859138e-20,2.1876090351714111e-17,2.7066498568858517e-21,1.1744680582698416e-20,4.2775980559009623e-15,5.7263546840404532e-25,5.4006521830647998e-20,8.0777637586870266e-10,2.5780782800675981e-09,4.7490975907672257e-21,8.809562996950506e-21,1.3460737935544045e-16,9.5271551595931563e-46,1.385842350333728e-15,1.519693473018007e-20,3.7284173160170062e-17,2.430795291369097e-23,3.5977072965213713e-18,4.088497133046067e-27,4.0042054806652429e-17,2.3130915382919508e-23,2.2607562915501234e-27,8.5494315536484758e-48,4.9707998419315488e-40,3.1956844993244336e-18,1.0186342017756706e-23,2.6550328994101696e-17,6.1051323640568294e-29,5.5421981961691898e-16,1.316807534519322e-17,1.5599319945820936e-30,2.6087416205853789e-15,2.3338274612897456e-27,1.0925013960957845e-20,3.3411491814905772e-23,1.1910823500285082e-29,-5.9339291630196664e-17,-1.0190525934246581e-25,0.88168480800000004,0.0,0.0094574150052712993,0.10884700284773212,0.0009999930778689008,1.5350814860532104e-17,8.682248485947114e-16,8.5610477379860823e-17,3.3236603428700298e-14,3.0089989449017453e-13,4.5522978204503572e-13,2.2633529980933025e-16,4.5623548600431696e-12,2.2772998196263511e-16,2.1937865239275776e-09,1.1266429839338294e-13,7.9766489104779287e-14,3.1828090112889875e-12,9.8435862278450041e-07,1.5350620687641867e-13,1.7820752979359917e-09,4.7728056358791551e-11,2.2018534031913874e-13,7.4005361710152394e-11,4.4593863915501775e-17,3.786442644986413e-10,1.2047905699384639e-12,2.5150256051839366e-20,4.013142309478407e-07,8.7977454135087539e-10,3.9433118256535416e-07,8.6673174320716492e-13,7.9962360645687116e-07
0.1760884258344578,0.0026510261191627876,5.7278793702980543e-16,9.8491566123145423e-17,4.0928446345896296e-12,1.0702353133866717e-11,4.12302318076022e-07,0.0,0.0,1.2549700197765106e-09,2.283246842638577e-09,4.371813247782416e-13,-1.7956743576306486e-15,3.4110430675904398e-19,-1.408259625132113e-37,1.5884022411555263e-35,4.3709461005670209e-23,5.631508345474451e-13,3.5674252743642733e-09,2.6922728395214718e-28,1.8504713809646232e-35,1.4010275141177353e-18,3.8048986357293667e-31,1.6190467623120948e-24,2.969407749443683e-11,4.0304977301766863e-13,9.1339232739763929e-17,4.1063842981130943e-22,3.8608366698041361e-10,2.2578048031365355e-17,3.1563180094260117e-20,2.2257650169483257e-17,1.4413707093758248e-21,1.2157519029054376e-20,4.2880553668916638e-15,6.0248779950537873e-25,5.5901682002035194e-20,8.2182076011370863e-10,2.6230271241771436e-09,4.8332035592401918e-21,8.8127686296943167e-21,1.3465478795721952e-16,9.7762098337254107e-46,1.4346265304281687e-15,1.5731303875821693e-20,3.762218354139063e-17,2.4810128685937931e-23,3.7242139450546145e-18,4.2322619127817409e-27,4.1452725677787949e-17,2.4362211122067914e-23,2.3810574585788496e-27,8.5842295708707233e-48,5.5337095213683347e-40,3.2125341321641391e-18,1.0191195454932711e-23,2.7483906409993087e-17,6.2676578804963041e-29,5.7375475131319243e-16,7.0125224358060595e-18,1.6420956532051672e-30,2.6095968346750274e-15,2.3538581368115552e-27,1.1482072441574491e-20,3.4587142854367005e-23,1.2545179315723581e-29,-1.0940426255119441e-16,-1.8793681986113566e-25,0.88168480800000004,0.0,0.0094573698564326108,0.1088469505004028,0.00099999295699118866,1.5375082419247881e-17,8.8332904227222112e-16,8.6522923008472822e-17,3.3289211954371401e-14,3.0409987399583668e-13,4.6314909739389002e-13,2.2669362263413365e-16,4.6417524489136807e-12,2.3169173903839947e-16,2.2319640064793953e-09,1.128426155748632e-13,8.1154130433539527e-14,3.2381991328067565e-12,1.0015515128051217e-06,1.5617683713694474e-13,1.8130882717885414e-09,4.8558389725209172e-11,2.2401601007429738e-13,7.5292836133465865e-11,4.536963190165618e-17,3.8525512455766141e-10,1.2257501996351639e-12,2.5587796125399818e-20,4.0832364406666592e-07,8.9508191053471189e-10,4.0121794146650375e-07,8.8181524723138909e-13,8.1358996647536172e-07
0.1763997675850187,0.0026510259973669325,5.8277745021234749e-16,1.0021004380465902e-16,4.1640428645083539e-12,1.088949126630138e-11,4.1950318446270554e-07,0.0,0.0,1.2766846074580387e-09,2.3230887838447814e-09,4.5203722559135308e-13,-1.7978487494515366e-15,3.5290406898791882e-19,6.8836559295104663e-36,-5.3204750330523847e-35,4.5242947407464598e-23,5.7294111846181351e-13,3.6298063464213106e-09,2.6390840163535328e-28,1.9413058358775399e-35,1.450383952032406e-18,3.8721597328261177e-31,1.6758481804658112e-24,3.0248366516888672e-11,4.1007885182096612e-13,9.1762070446569618e-17,4.2507664324413348e-22,3.9282499326050484e-10,2.332406695431957e-17,3.1573673281623301e-20,2.2645835785737503e-17,-6.1062879758797509e-21,1.2584832344008338e-20,4.2985930332752019e-15,6.336918401684588e-25,5.7863104867010781e-20,8.3610742143727233e-10,2.6687558874717496e-09,4.9188144823414567e-21,8.8160069784142367e-21,1.3470264107003582e-16,1.0032509526735796e-45,1.4851259714615051e-15,1.628441171510661e-20,3.7970043274153791e-17,2.5329603531074925e-23,3.8551566380479126e-18,4.3810669980630028e-27,4.2912994258759781e-17,2.5659023640407088e-23,2.5077514809581176e-27,9.3531746163859039e-48,5.0947993237406543e-40,3.2296192804153183e-18,1.0196127170375381e-23,2.8450220992869915e-17,6.4356467687997054e-29,5.9397702756986476e-16,-2.9713949189418608e-17,1.728594860598774e-30,2.6104584163935257e-15,2.3742341261550856e-27,1.2067994633996239e-20,3.5804060058060158e-23,1.3213265095588146e-29,-7.5836501266899722e-17,-1.3035155668694407e-25,0.88168480800000004,0.0,0.0094573239222218563,0.10884689724248521,0.00099999283401065102,1.5399340620833844e-17,8.9869417220054333e-16,8.7450341932818262e-17,3.3341799894979589e-14,3.0735234430028492e-13,4.712052194468064e-13,2.2705180525622043e-16,4.7225225505345653e-12,2.3572193915529125e-16,2.2708014306337275e-09,1.1302086195406366e-13,8.2565743333283974e-14,3.2945467757980529e-12,1.0190434873967786e-06,1.5889360520878121e-13,1.8446373516885427e-09,4.9403067320206202e-11,2.2791285801431765e-13,7.6602551671832919e-11,4.615880131726095e-17,3.9198098218458627e-10,1.2470719009649619e-12,2.603289470182478e-20,4.1545499287830576e-07,9.1065378097665136e-10,4.0822447798586988e-07,8.9715949259969822e-13,8.2779928526891093e-07
0.17671110933557962,0.0026510258734526856,5.9294039598499012e-16,1.0195840505529522e-16,4.2364708669776483e-12,1.107989207679375e-11,4.2682930311248823e-07,0.0,0.0,1.2987702348305853e-09,2.3636230552192966e-09,4.6734151990634647e-13,-1.7979009260959165e-15,3.6511443574747705e-19,-2.2001850398754284e-37,1.6538015645672041e-35,4.6830039778099501e-23,5.8290027176923238e-13,3.6932751449557058e-09,2.7592788271383913e-28,2.0466820590949422e-35,1.5014756577367508e-18,3.9402449845924235e-31,1.7346351692975809e-24,3.0813549870038386e-11,4.1722995947323109e-13,8.907813536023157e-17,4.4002109212959584e-22,3.9968356183585519e-10,2.4096151793968037e-17,3.1584249219596376e-20,2.3040761185419852e-17,-2.6842227234413183e-21,1.3027127098139496e-20,4.3092137931481906e-15,6.6670215181778761e-25,5.989309202749641e-20,8.5064047280553214e-10,2.7152779648206669e-09,5.0059578165612569e-21,8.8192792303069916e-21,1.3475095470787585e-16,1.0296281952974296e-45,1.5374008236154842e-15,1.6856913020100731e-20,3.8328094981192955e-17,2.586697249075792e-23,3.990690287305416e-18,4.5350882804548832e-27,4.4424599604550142e-17,2.7024835094773198e-23,2.6411778914604711e-27,1.0083397729102577e-47,5.6525779069561465e-40,3.2469452028437597e-18,1.0201139960687757e-23,2.9450416448052025e-17,6.6093275394173428e-29,6.1491077579752962e-16,-1.3061066541297584e-17,1.8196587661504804e-30,2.6113266003596437e-15,2.3949614787307895e-27,1.2684283689435031e-20,3.7063687657115874e-23,1.3916873832434404e-29,-2.9255669559952923e-17,-5.0303063523834751e-26,0.88168480800000004,0.0,0.0094572771890743118,0.10884684305825197,0.00099999270889096189,1.5423589470891193e-17,9.1432468271374579e-16,8.8392993538516039e-17,3.3394367257196669e-14,3.1065821471980984e-13,4.7940047817290199e-13,2.2740984772111102e-16,4.8046885678562115e-12,2.3982174809720537e-16,2.3103100485709608e-09,1.1319903753486159e-13,8.4001736066704953e-14,3.3518682674663546e-12,1.0368397126530635e-06,1.6165729681410147e-13,1.8767316786596572e-09,5.0262333402605075e-11,2.3187701112706149e-13,7.7934887041932389e-11,4.6961600403664598e-17,3.9882382378082501e-10,1.2687618400074092e-12,2.6485680485592235e-20,4.22710383620692e-07,9.2649465974362814e-10,4.1535286022575611e-07,9.127689251617495e-13,8.4225575955253811e-07
0.17702245108614054,0.00265102574738346,6.0327975702563758e-16,1.0373714339683078e-16,4.3101495754131597e-12,1.1273612173994226e-11,4.3428283702863492e-07,0.0,0.0,1.3212331044782743e-09,2.4048615662356095e-09,4.8315627129182333e-13,-1.7949167011429389e-15,3.777496944027814e-19,1.9052964328234258e-37,1.3650915288753355e-35,4.847258875734463e-23,5.9303118199470522e-13,3.7578505498856059e-09,2.71205526282804e-28,2.1758668494454039e-35,1.5543634679374828e-18,4.0097202477395806e-31,1.7954762744705425e-24,3.1389859618574577e-11,4.2450519439276172e-13,8.5390437347139773e-17,4.5548944267512699e-22,4.0666139692766395e-10,2.4895212985922609e-17,3.1594910918097313e-20,2.3442542290219825e-17,-2.9920895695748098e-21,1.3484925520684737e-20,4.3199204851679888e-15,7.0127302431895324e-25,6.1994025856351027e-20,8.6542414726977146e-10,2.7626069789117182e-09,5.0946618360593534e-21,8.8225866079221614e-21,1.3479974541669777e-16,1.0567762305465476e-45,1.5915133332070114e-15,1.7449484632533938e-20,3.8696693141190054e-17,2.6422856284372048e-23,4.130975187966301e-18,4.6945085882239402e-27,4.5989341359065793e-17,2.846331175375978e-23,2.7816931600920057e-27,1.0695901634817151e-47,5.8821553554203319e-40,3.2645173041716892e-18,1.0206236691787107e-23,3.0485675483679217e-17,6.7889389478736728e-29,6.3658096542189495e-16,-1.4565114803673426e-17,1.9155279295221972e-30,2.6122016293646347e-15,2.416046349517545e-27,1.3332520936777526e-20,3.8367518208501979e-23,1.4657887122943571e-29,5.4688526276356732e-17,9.3952657628578203e-26,0.88168480800000004,0.0,0.0094572296431946219,0.10884678793170841,0.00099999258159517643,1.5447828975056411e-17,9.3022509089200312e-16,8.9351141619709355e-17,3.3446914047672063e-14,3.1401841002611615e-13,4.8773724165717522e-13,2.2776775007417399e-16,4.8882742950958289e-12,2.4399235072269709e-16,2.3505013005853842e-09,1.1337714232071913e-13,8.5462523575022451e-14,3.4101802083029317e-12,1.0549454425220522e-06,1.6446871077585823e-13,1.9093805467266421e-09,5.113643630353531e-11,2.3590961519441501e-13,7.9290227275233066e-11,4.7778261135880863e-17,4.0578566953266911e-10,1.2908262837703837e-12,2.6946284327221656e-20,4.3009195835237573e-07,9.4260912767667648e-10,4.2260519143233411e-07,9.2864806518146769e-13,8.5696365741302777e-07
0.17733379283670145,0.00265102561912206,6.1379856823537327e-16,1.0554677204237593e-16,4.3851002757098439e-12,1.1470709138127327e-11,4.4186598598976485e-07,0.0,0.0,1.3440794274073998e-09,2.4468165169207861e-09,4.995414822538529e-13,-1.7897450179037442e-15,3.9082463985549147e-19,5.5151129710356369e-38,1.7258358734666463e-35,5.0172527014225304e-23,6.0333679243889863e-13,3.8235517651662062e-09,2.6594907678086679e-28,2.2991269100239365e-35,1.6091103395000362e-18,4.0804321609694035e-31,1.8584430807972927e-24,3.1977533309959413e-11,4.3190669173936645e-13,8.2674401130469026e-17,4.7149998718373352e-22,4.1376055715704056e-10,2.572219256408011e-17,3.1605661487365408e-20,2.3851297052693152e-17,-2.5861689830035388e-21,1.3958769137687023e-20,4.3307160465116084e-15,7.3765277966247117e-25,6.4168373488568008e-20,8.8046273402531495e-10,2.8107567898038642e-09,5.1849552752373134e-21,8.8259303802339306e-21,1.3484903030337876e-16,1.0847193509499183e-45,1.6475279159269498e-15,1.8062827299686992e-20,3.9076204490762655e-17,2.6997893343954637e-23,4.2761771970968271e-18,4.8595171528002836e-27,4.7609081874262961e-17,2.9978313823406411e-23,2.929673277734977e-27,1.1482373711942514e-47,5.8110001677541511e-40,3.2823411403071441e-18,1.0211420347795145e-23,3.1557222095736411e-17,6.9747315832678266e-29,6.5901343741484809e-16,-1.2584364436473948e-17,2.0164560292178444e-30,2.6130837546238202e-15,2.4374950012444136e-27,1.401436996691881e-20,3.9717097491569067e-23,1.5438290311371348e-29,1.1172240491668155e-16,1.9189042539483369e-25,0.88168480800000004,0.0,0.009457181270552905,0.10884673184658784,0.00099999245208572357,1.5472059139003248e-17,9.4639998928824823e-16,9.0325054452987673e-17,3.3499440273033508e-14,3.1743387070287437e-13,4.9621791743739431e-13,2.2812551236063297e-16,4.9733039240881942e-12,2.4823495162438805e-16,2.3913868181290265e-09,1.1355517631467546e-13,8.6948527707060325e-14,3.4694994762974282e-12,1.0733660202751929e-06,1.6732865921510422e-13,1.9425934052700052e-09,5.2025628487215342e-11,2.4001183507065688e-13,8.0668963810682476e-11,4.8609019350653429e-17,4.1286857397206152e-10,1.3132716041222954e-12,2.7414839254773915e-20,4.3760189555177075e-07,9.5900184208570926e-10,4.2998361057807083e-07,9.4480150848229212e-13,8.7192731950296961e-07
0.17764513458726236,0.0026510254886306533,6.2449991732159172e-16,1.0738784685812816e-16,4.4613446077040531e-12,1.1671241538972522e-11,4.4958098720087282e-07,0.0,0.0,1.3673155225977577e-09,2.4895003034362214e-09,5.1655478234351418e-13,-1.7850956792796471e-15,4.0435457765361954e-19,1.4913203988208721e-37,1.532178652295157e-35,5.1931849159932574e-23,6.1382008546674043e-13,3.8903983247865225e-09,2.6488051975618422e-28,2.4320881002356881e-35,1.6657814270874707e-18,4.1523965819128749e-31,1.9236094665666272e-24,3.2576814129864637e-11,4.3943662380233735e-13,8.2761859209193972e-17,4.8807164969181985e-22,4.2098313615317589e-10,2.6578065327272073e-17,3.1616504146582889e-20,2.4267145477370786e-17,2.1023128543858687e-21,1.4449218205491869e-20,4.3416035164795516e-15,7.7598257295132358e-25,6.6418687763471637e-20,8.9576058002682342e-10,2.8597414978549783e-09,5.2768673391245789e-21,8.8293118592021521e-21,1.3489882707173873e-16,1.1134826497412828e-45,1.7055112363006285e-15,1.8697666024428423e-20,3.9467008463629328e-17,2.7592744708870539e-23,4.4264679241715865e-18,5.0303096643841206e-27,4.9285748506574162e-17,3.1573906195628202e-23,3.0855139479265322e-27,1.2253090283284933e-47,5.9002937562954996e-40,3.3004224240523624e-18,1.0216694011620801e-23,3.2666322936891124e-17,7.1669679351293517e-29,6.8223493629131101e-16,1.0229072929782344e-17,2.1227100035576053e-30,2.6139732360581638e-15,2.4593138064641425e-27,1.4731581108328071e-20,4.1114024746381313e-23,1.6260172757885461e-29,8.6888571936066244e-17,1.4928127168985375e-25,0.88168480800000004,0.0,0.0094571320568806547,0.10884667478634699,0.00099999232032439126,1.5496279968442803e-17,9.6285404728841973e-16,9.1315004876636647e-17,3.3551945939886385e-14,3.2090555322355496e-13,5.0484495344371044e-13,2.2848313462555938e-16,5.0598020494795559e-12,2.5255077562009397e-16,2.4329784262930487e-09,1.1373313951933958e-13,8.846017739462779e-14,3.5298432302741158e-12,1.0921068800887465e-06,1.7023796775225272e-13,1.9763798608711179e-09,5.2930166613424796e-11,2.4418485497025491e-13,8.2071494591308591e-11,4.9454114844506524e-17,4.2007462658400781e-10,1.3361042793003985e-12,2.7891480506680582e-20,4.4524241076175144e-07,9.7567753847394574e-10,4.3749029299253948e-07,9.612339273444855e-13,8.871511603258248e-07
0.17795647633782327,0.0026510253558707625,6.3538694294030263e-16,1.0926090367714496e-16,4.5389045631262244e-12,1.1875268952754894e-11,4.5743011592002626e-07,0.0,0.0,1.3909479221870017e-09,2.5329254150537682e-09,5.3419623111872237e-13,-1.78184402001863e-15,4.1835534273559591e-19,4.5833155809354712e-36,-3.2838901223564974e-35,5.3752617550864375e-23,6.2448404936620102e-13,3.9584100955281249e-09,2.7280702384027473e-28,2.579161160098506e-35,1.7244441610142148e-18,4.2257470168794593e-31,1.9910518190143955e-24,3.318795105498929e-11,4.4709719871017373e-13,8.4712925275156524e-17,5.0522400867050871e-22,4.2833126313979489e-10,2.7463840007388412e-17,3.1627442225520944e-20,2.469020954963803e-17,2.9317677506338775e-21,1.4956851836009504e-20,4.3525860353484942e-15,8.1640939471562649e-25,6.8747609485390339e-20,9.1132205475381747e-10,2.9095754353573245e-09,5.3704275050240649e-21,8.8327324020862893e-21,1.3494915403170872e-16,1.1430920483834197e-45,1.7655322873887784e-15,1.935475088422998e-20,3.9869497630635944e-17,2.8208094102615859e-23,4.5820249335574754e-18,5.2070875539968251e-27,5.1021335918982551e-17,3.3254369475014136e-23,3.2496316796516467e-27,1.3284716188720987e-47,5.7048619922869946e-40,3.3187670308728141e-18,1.0222060872192368e-23,3.3814288474723788e-17,7.365923024771062e-29,7.0627314220134235e-16,1.4251383254730636e-17,2.2345707807673632e-30,2.6148703426001279e-15,2.4815092493284919e-27,1.5485995952626065e-20,4.2559954649305091e-23,1.7125733758501945e-29,4.1387282304474565e-17,7.1236079061898599e-26,0.88168480800000004,0.0,0.0094570819876666923,0.10884661673416117,0.00099999218627231691,1.5520491469124299e-17,9.7959201035110941e-16,9.232127036631913e-17,3.360443105481337e-14,3.2443443031937399e-13,5.1362083751022714e-13,2.2884061691387149e-16,5.1477936690818304e-12,2.5694106750195672e-16,2.4752881439995974e-09,1.1391103193688303e-13,8.9997908563435501e-14,3.5912289103446771e-12,1.1111735485663112e-06,1.7319747548509785e-13,2.0107496775882235e-09,5.3850311531160723e-11,2.4842987844166731e-13,8.3498224056010653e-11,5.03137913239413e-17,4.2740595239398759e-10,1.3593308930033656e-12,2.8376345528954181e-20,4.5301575720939981e-07,9.9264102959118711e-10,4.4512745097185885e-07,9.7795007063948785e-13,9.0263966947259891e-07
0.17826781808838418,0.0026510252208032576,6.4646283594292538e-16,1.1116646022348894e-16,4.6178024963817236e-12,1.2082851979108357e-11,4.6541568608087155e-07,0.0,0.0,1.4149832125460756e-09,2.5771046002020599e-09,5.5245857954506639e-13,-1.7803904020636491e-15,4.3284332434920556e-19,9.2312212480156185e-38,1.862712260699505e-35,5.5636965926681767e-23,6.3533172880097546e-13,4.0276072852382261e-09,2.8813748491190346e-28,2.6884582518949241e-35,1.7851683246992668e-18,4.3001790527289515e-31,2.0608491714787789e-24,3.3811198997235858e-11,4.5489066132194423e-13,8.7207106765010881e-17,5.2297732777831883e-22,4.3580710351654969e-10,2.8380560267727906e-17,3.1638479173183535e-20,2.5120613285003024e-17,2.9627161706129241e-21,1.548226979846388e-20,4.3636668523074362e-15,8.5902365780348929e-25,7.1157866377164207e-20,9.2715159525747839e-10,2.9602731724900238e-09,5.4656657876639689e-21,8.836193413437173e-21,1.3500003014948926e-16,1.173574323948235e-45,1.8276624700419735e-15,2.0034858118885796e-20,4.0284078166166309e-17,2.8844649566063846e-23,4.7430319394671628e-18,5.3900591743296476e-27,5.2817908371631114e-17,3.5024211132562393e-23,3.4224654041209857e-27,1.420856840253353e-47,6.6441642368048415e-40,3.3373810046935792e-18,1.02275242298122e-23,3.5002474425234311e-17,7.5718853541526531e-29,7.3115670281770499e-16,1.4416516210507577e-17,2.3523343667944837e-30,2.6157753525321975e-15,2.5040879278855112e-27,1.6279552123065892e-20,4.4056599894877481e-23,1.8037291021148425e-29,-1.0246267276865911e-17,-1.758664080436856e-26,0.88168480800000004,0.0,0.0094570310481532655,0.10884655767291981,0.00099999204988997963,1.5544693646836162e-17,9.9661870146229632e-16,9.3344133110982841e-17,3.3656895624374334e-14,3.2802149124487216e-13,5.2254809795286364e-13,2.2919795927033603e-16,5.2373041921979282e-12,2.6140709230842269e-16,2.5183281880041219e-09,1.1408885356903253e-13,9.1562164225411897e-14,3.6536742439117388e-12,1.1305716462465669e-06,1.7620803526135395e-13,2.0457127803235359e-09,5.4786328363085972e-11,2.5274812875614001e-13,8.4949563269832534e-11,5.1188296457043581e-17,4.3486471254905723e-10,1.3829581367155914e-12,2.8869574019460832e-20,4.6092422642109518e-07,1.009897206642613e-09,4.5289733438188544e-07,9.9495476546759207e-13,9.1839741284657968e-07
0.1785791598389451,0.002651025083388343,6.5773084021308226e-16,1.1310511486092271e-16,4.6980611276902839e-12,1.2294052257288886e-11,4.7354005090843443e-07,0.0,0.0,1.4394280869057678e-09,2.6220508191981162e-09,5.7134493460583205e-13,-1.7804296659852948e-15,4.4783547097878869e-19,-1.8479572110525675e-37,2.3284966262222068e-35,5.758709609449383e-23,6.463662248634696e-13,4.0980104491711805e-09,3.0160907959097983e-28,2.824138497697305e-35,1.8480261349119694e-18,4.37604423791999e-31,2.1330830746189258e-24,3.4446818956898824e-11,4.6281929376447216e-13,8.9382843087656696e-17,5.4135256235218796e-22,4.4341285943363765e-10,2.9329305884742254e-17,3.1649618556909018e-20,2.5558482758784127e-17,2.2320085873335071e-21,1.6026092401326454e-20,4.3748493307351795e-15,9.0384608152266e-25,7.3652279295871006e-20,9.4325372508636052e-10,3.0118495202763863e-09,5.5626128521187909e-21,8.8396963454367631e-21,1.3505147504066398e-16,1.2049571374482854e-45,1.8919756749801436e-15,2.0738790598912701e-20,4.071117030796721e-17,2.9503143310360756e-23,4.9096790210304775e-18,5.5794401744092805e-27,5.4677602094264415e-17,3.6888177379096796e-23,3.6044766084355394e-27,1.5036692863802717e-47,7.0697622692892415e-40,3.3562705639652065e-18,1.0233087493729877e-23,3.6232283714499479e-17,7.7851569654554965e-29,7.5691526641397356e-16,1.085903275954468e-17,2.476311934400252e-30,2.6166885538251457e-15,2.5270565556909855e-27,1.7114288215712516e-20,4.5605731755269297e-23,1.8997281350398544e-29,-4.9481730395112141e-17,-8.4982463544648459e-26,0.88168480800000004,0.0,0.0094569792233320793,0.10884649758522194,0.000999991911137185,1.5568886507406037e-17,1.013939023118455e-15,9.4383880087903383e-17,3.370933965510581e-14,3.3166774204004269e-13,5.3162930489434279e-13,2.2955516173955821e-16,5.3283594449339144e-12,2.6595013601116357e-16,2.562110975415589e-09,1.1426660441706279e-13,9.3153394723115793e-14,3.7171972490240509e-12,1.1503068890966673e-06,1.7927051390777173e-13,2.0812792566630551e-09,5.5738486576058141e-11,2.5714084922958581e-13,8.6425930031250388e-11,5.2077882010126862e-17,4.4245310489131652e-10,1.4069928119802917e-12,2.9371307964381074e-20,4.6897014883126533e-07,1.0274510418109191e-09,4.608022312537033e-07,1.0122529180526162e-12,9.3442903387687082e-07
0.178890501589506,0.0026510249435855514,6.6919425355580114e-16,1.1507742265330115e-16,4.7797035493240581e-12,1.250893248318287e-11,4.8180560355925899e-07,0.0,0.0,1.4642893434859964e-09,2.6677772504737843e-09,5.9086053701315814e-13,-1.7808061800685131e-15,4.6334932436209669e-19,2.6111489585577751e-41,2.2267961695602059e-35,5.9605290872301326e-23,6.5759069210676202e-13,4.1696404952422398e-09,3.1335397820554629e-28,2.9795502063376005e-35,1.9130923262046207e-18,4.4532565652922235e-31,2.2078380820956775e-24,3.5095078186268022e-11,4.7088541611369159e-13,9.044501000139581e-17,5.6037140051796924e-22,4.5115077039031929e-10,3.0311194043494388e-17,3.1660864065146865e-20,2.6003946143937708e-17,2.559253695505327e-23,1.658896147742205e-20,4.3861369514170763e-15,9.5099502625267864e-25,7.623376795181534e-20,9.596330469204205e-10,3.0643195353438699e-09,5.6612999782423337e-21,8.8432427018894456e-21,1.3510350898397018e-16,1.2372690636388693e-45,1.9585483692257623e-15,2.1467379191948648e-20,4.1151208832863877e-17,3.0184332286719052e-23,5.0821628419336834e-18,5.7754537774152422e-27,5.6602627782785932e-17,3.8851265826334465e-23,3.7961515729111614e-27,1.6190748586648705e-47,7.4719344297065166e-40,3.3754421080966111e-18,1.0238754197128748e-23,3.7505167767384718e-17,8.0060547573385356e-29,7.8357951668223345e-16,1.2226259393879815e-19,2.606831320958221e-30,2.6176102444552492e-15,2.550421963807912e-27,1.7992349037592654e-20,4.7209183629230528e-23,2.0008272695308992e-29,-5.6509445306399314e-17,-9.7075526702433845e-26,0.88168480800000004,0.0,0.0094569264979402472,0.10884643645337129,0.00099999176997305731,1.5593070056702296e-17,1.0315579580543333e-15,9.5440803140535784e-17,3.3761763153520982e-14,3.3537420580364177e-13,5.4086707051747486e-13,2.2991222436598876e-16,5.420985677996777e-12,2.705715056346738e-16,2.606649127466026e-09,1.1444428448178899e-13,9.4772057770210907e-14,3.7818162399374209e-12,1.1703850900670191e-06,1.8238579245675831e-13,2.1174593600101105e-09,5.6707060052389335e-11,2.6160930355618727e-13,8.7927748985208472e-11,5.2982803870358943e-17,4.501733645565826e-10,1.4314418316207739e-12,2.9881691676624588e-20,4.7715589441663153e-07,1.0453075887005512e-09,4.688444684048707e-07,1.0298495152660532e-12,9.5073925478152834e-07
