Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194)
1.0485750000000002e-09,0.002280942759401671,2.8408710049675649e-30,4.4440626925414738e-33,1.7382545900872895e-29,1.716185044415961e-36,1.4351841838429125e-33,0.0,0.0,1.5589916028260416e-22,1.3981658558114463e-30,2.0610624037953434e-40,1.4203586853736618e-41,2.1762498486307194e-43,4.2905475191275531e-63,4.4015380105547239e-54,2.6796545671345853e-40,1.4553992824085464e-22,1.7383938731380574e-29,3.6989668907549668e-82,1.6297947854976557e-83,6.8730449563697145e-52,1.0722555558867422e-51,6.160953095203564e-41,2.5344469907696603e-39,4.4012474148362281e-33,1.4294349001929526e-51,3.7409763627401931e-48,2.9683274687672457e-27,3.2517798338033017e-32,1.1816937185954002e-24,3.07469047464088e-39,2.6598316571075702e-51,5.8950641992122986e-50,1.4994420940226671e-36,1.6638270354338231e-62,1.0622104402687444e-52,4.1408203502542783e-24,1.2872259718504038e-31,7.1163563470969151e-37,6.0324037312939733e-40,9.6421307801177325e-26,1.1265523327278766e-67,1.6085308645306369e-48,3.8866116938991973e-46,4.3846587340534773e-38,1.1295080577601707e-35,3.1418549952064503e-49,4.7542145280921106e-53,1.0742735633665686e-50,1.7794687407815025e-74,3.2203757946148855e-71,9.2529770828265103e-115,1.2699419944091026e-101,4.1931987583288123e-47,1.2214672891406433e-44,4.5069606111593859e-47,8.7754549539188517e-60,2.7227600226807985e-44,1.6750405640852402e-52,1.4560468599660618e-66,7.0996555663539314e-32,3.1097271000601111e-38,1.875340159124308e-43,8.4197916510593808e-44,1.905946069273124e-67,5.5564612452531781e-73,7.8383687580887987e-66,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.1081772949382371e-24,1.2421016031639336e-24,1.11606174364715e-24,3.477407268304071e-26,2.6891450020292062e-26,3.8976808214900878e-26,4.9962787003851029e-31,6.2154351570503985e-24,2.8042732826886461e-31
2.0971510000000003e-09,0.002280942759401671,5.3325571623174463e-30,1.7357588819614342e-32,6.7906608404485869e-29,6.5014280339702081e-36,1.1231106674864629e-32,0.0,0.0,3.118036065796222e-22,5.5927470398038541e-30,4.6023127996731983e-40,5.5946674421599321e-41,1.574745128013466e-42,1.0611010037415909e-62,1.5614952320580128e-53,5.0951293725339148e-40,2.8318358254778022e-22,6.7917676850139885e-29,3.3165429560363457e-80,5.4227354525467816e-82,8.5287436940260312e-51,5.8529337175650286e-51,6.2232675116767243e-41,1.9830665162646495e-38,1.7191314310217356e-32,1.8229945178080378e-50,2.3231155658913966e-47,1.1124127153700852e-26,1.2185901369791074e-31,2.1897160905161171e-24,2.2127279694632651e-38,3.8087649823751607e-50,7.4162944212286107e-49,1.1404018429250944e-35,4.0710596054572677e-61,1.6041711937665891e-51,1.6177821036477739e-23,1.007400753275789e-30,2.8296273914242173e-36,8.8261149217093626e-39,3.6133404672659012e-25,4.2218763011912015e-67,8.3048050406841947e-47,1.0302099003810117e-44,6.586039886704815e-37,8.4649682016218254e-35,3.9364337086506231e-48,2.998048769432844e-52,1.3459666952296542e-49,3.3380519754316157e-72,3.0187103291479433e-69,2.2442446425920376e-112,1.3677699871055165e-100,1.2277596987491608e-45,3.1471094782062101e-43,2.3920277005386115e-45,2.2513460355431006e-58,3.514810359565331e-43,4.8085770024500752e-51,1.8377884566657432e-65,5.3444745141059513e-31,1.1757252730870655e-37,2.816881729040283e-42,5.3839102971673113e-43,2.6284755653996081e-66,3.2075194105014783e-71,2.3085289273263176e-64,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.1503578085032466e-24,2.4102310044618788e-24,2.1804767242827567e-24,1.3554089321677118e-25,1.0543101595199835e-25,1.5192313987036664e-25,3.8844359688669905e-30,1.2431041556452166e-23,2.1850285934955013e-30
4.194303e-09,0.002280942759401671,9.4707982572231943e-30,6.6295991263891856e-32,2.5945139810395255e-28,2.3498060289041925e-35,8.6085847468896604e-32,0.0,0.0,6.2362450016387434e-22,2.2371536887396462e-29,1.0218405391322011e-39,1.9697975266805584e-40,1.0477599728023964e-41,2.0756853434800693e-62,5.0221083528896849e-53,8.6071948777388601e-40,5.3690142640542597e-22,2.5953687981670987e-28,2.5810151295496805e-78,1.3570744949077096e-80,9.0697586357444458e-50,2.677493983636392e-50,6.2370237293471102e-41,1.519584072819738e-37,6.5663184871502726e-32,1.9725984952357162e-49,1.2237631931812109e-46,3.945843797703324e-26,4.322133273512398e-31,3.8033276781873778e-24,1.459138033969404e-37,4.895786842183537e-49,8.0280195173921379e-48,8.1975809336282354e-35,8.2154787988656998e-60,2.3326194349267605e-50,6.1820750137236219e-23,7.7228344799365159e-30,1.0908899010697334e-35,1.2234861745247488e-37,1.2815868682434917e-24,1.4975435094864036e-66,3.7312877069629025e-45,2.4043478141392383e-43,9.373446639417048e-36,5.9999981912469785e-34,4.2098686984230833e-47,1.5915181122832697e-51,1.4394698778016095e-48,5.0718275561319078e-70,2.2904267338634112e-67,3.7914120722662273e-110,1.1028780802625475e-99,3.410377076244078e-44,7.043145916858575e-42,1.1193819621912053e-43,4.9574721333297676e-57,3.9251741530084133e-42,1.2412101692656889e-49,1.9727298723708354e-64,3.8220013180475687e-30,4.1886121491713095e-37,4.0090693306984177e-41,2.9668834701028498e-42,3.0381365420903617e-65,1.6752131565388101e-69,6.0370111112116821e-63,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,4.0561003788389108e-24,4.5462864889488548e-24,4.1662551483261173e-24,5.1566903313035793e-25,4.0556315378738574e-25,5.7800329199246933e-25,2.9396892071237853e-29,2.4862715492119445e-23,1.660841490665349e-29
8.388607e-09,0.002280942759401671,1.5346537524439286e-29,2.4307729606577352e-31,9.5171674346856385e-28,7.8579235501895331e-35,6.3524850868099523e-31,0.0,0.0,1.2472983054795366e-21,8.9489349415103596e-29,1.5394546272955481e-38,-3.3296793994646606e-39,-1.460816102479627e-39,-1.260877221393352e-62,1.3861919753993345e-52,-6.2093729378447347e-40,9.7059768368368379e-22,9.5234985350366968e-28,2.5932777580246795e-65,1.4400064571570319e-39,-4.5986798918105831e-41,-1.6602705446551729e-39,6.2998457977049343e-41,1.1207091412381677e-36,2.4071878252077045e-31,1.7466724900558694e-48,5.2246868508009786e-46,1.2822459970324387e-25,1.4043298347993811e-30,5.9565429840634637e-24,8.3840344937553167e-37,5.3312937524090067e-48,7.294763349086702e-47,5.4158754383059689e-34,1.3047897674030044e-58,3.1363926884440485e-49,2.2684418432659846e-22,5.7005868722767596e-29,4.0206470511644611e-35,1.535593064629259e-36,4.1640534988375462e-24,4.8664605331234731e-66,1.3599653138641886e-43,4.5832556021889117e-42,1.2221119820130962e-34,3.8843289110775572e-33,3.6795437525578064e-46,6.8207012134798486e-51,1.2581488824347713e-47,5.5979179740913897e-68,1.2606380419022946e-65,-1.4832746525113817e-68,-1.6280724417711846e-93,8.5935309022158818e-43,1.2753045228743196e-40,4.2881682063459677e-42,8.8894442415661587e-56,3.7287324424836938e-41,2.7226276978329253e-48,1.7274096679049763e-63,2.5185437556192207e-29,1.3639437338786218e-36,5.2270331643253854e-40,1.3848644655060681e-41,2.936900613233458e-64,7.5381448763493809e-68,1.3329604229258429e-61,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,7.2659032975538752e-24,8.1440080203340871e-24,7.6376658136701882e-24,1.877458695688549e-24,1.5059780813267449e-24,2.104460285707381e-24,2.1169363077570564e-28,4.9727670357728345e-23,1.2063585196288335e-28
9.999999999999999e-09,0.002280942759401671,1.6588531160218019e-29,3.5615722370254762e-31,1.3946763736128546e-27,1.0865549295007625e-34,1.3574251164684797e-30,0.0,0.0,1.4869173724633976e-21,1.410631446881449e-28,1.0343147392059305e-38,-6.4671228568077205e-39,-3.9292036764801079e-39,-3.2354769483815731e-62,1.717003193473119e-52,-1.365889805095031e-39,1.0949369859457437e-21,1.3960306681926223e-27,5.2014502647829928e-65,1.1007370384147502e-39,-1.2952106578791982e-40,-1.9835878550198152e-39,6.2696482297732435e-41,2.3931056453878627e-36,3.52563291061344e-31,3.8254812885090663e-48,7.6352007697816147e-46,1.7468359751552647e-25,1.9129746383798221e-30,6.3706668006890398e-24,1.4430427276309689e-36,1.3228561794982835e-47,1.7055028500380271e-46,1.0516667946153001e-33,4.0827979737356114e-58,9.5770574653249388e-49,3.3252353484022158e-22,1.2185845633162927e-28,5.8995844431163619e-35,4.4259920011160923e-36,5.6722337052861183e-24,6.6296318385146496e-66,8.4074837687002547e-43,1.6526150188643669e-41,3.6897456948717977e-34,7.3854699593049025e-33,7.9382045698154416e-46,9.9757939068591817e-51,2.7143450691613889e-47,8.652758333437161e-67,1.0216501928822947e-64,2.1207754824328918e-69,3.0518228216269229e-92,4.2830802055740891e-42,4.4236431504073785e-40,2.7655049752781838e-41,3.1346624787069622e-55,8.7811393369931132e-41,1.1419214311208192e-47,3.7288475484424045e-63,4.8868232561500741e-29,1.8587714071830173e-36,1.5781224042697615e-39,2.1674699436856269e-41,6.9561167079245795e-64,6.0198790502348766e-67,5.6055641192059514e-61,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,8.1628157015071538e-24,9.1493230739626733e-24,8.6730012452510147e-24,2.7367203318718056e-24,2.2270761762691224e-24,3.0676805643642903e-24,4.3987365906624664e-28,5.9281399039368098e-23,2.5325334120274647e-28
1.6777215e-08,0.002280942759401671,2.1812122114320586e-29,8.3175006901021674e-31,3.2576810222667469e-27,2.3515055847516765e-34,4.3947637042285518e-30,0.0,0.0,2.4947099687133685e-21,3.5797279921152029e-28,-1.0902083452677407e-38,-1.9662618220606166e-38,-1.431077619934057e-38,-1.1540270930197622e-61,3.108332775578743e-52,-4.4990195468412013e-39,1.6178846370649739e-21,3.2620684830039057e-27,1.6170931847109626e-64,-3.2616614022725467e-40,-4.808504351249513e-40,-3.3433994748809629e-39,6.1426429552373806e-41,7.7445653289479143e-36,8.229601966882169e-31,1.2568558967888959e-47,1.7773367616369857e-45,3.7008137872617424e-25,4.0522387362736475e-30,8.1123934569995168e-24,3.9860414785141653e-36,4.6442981515778466e-47,5.8104862642221588e-46,3.1969639068696379e-33,1.5766576472264814e-57,3.6665278610538367e-48,7.7699094874309023e-22,3.9461620663313376e-28,1.3802040688611611e-34,1.658246471034509e-35,1.2015355164698175e-23,1.4045197760959813e-65,3.8048017012230458e-42,6.6755712024111536e-41,1.4068147619971206e-33,2.2110608785874283e-32,2.5849328653531041e-45,2.3245518628240511e-50,8.8388315473988184e-47,4.2690249002980366e-66,4.7883176087390739e-64,7.3424091093445135e-68,1.6571950500857359e-91,1.8682630633107124e-41,1.766496154486267e-39,1.2593174582861723e-40,1.2579729005041288e-54,3.0030609696844924e-40,4.7995417164867176e-47,1.2146517741589876e-62,1.4847360105441484e-28,3.9399232614691243e-36,6.0170160033959517e-39,5.4589609615817501e-41,2.3860181455122897e-63,2.8167953259705064e-66,2.3575329322036695e-60,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.1935060087425571e-23,1.3377488556360491e-23,1.3027426774554583e-23,6.3506126906357528e-24,5.2598787424431798e-24,7.1188033635931539e-24,1.3995558163246438e-27,9.9462579748940034e-23,8.1101748523138475e-28
3.3554431e-08,0.002280942759401671,2.6717970342974016e-29,2.5677944515760101e-30,1.0054217001144507e-26,6.1871155896639489e-34,2.7600830433781783e-29,0.0,0.0,4.9896185114590663e-21,1.4319493398999505e-27,4.0555658909798774e-38,-4.6967288690300995e-38,1.8061275802491916e-39,-5.4012015693664789e-61,2.3480315009816245e-39,-2.0430591446801921e-38,2.388443793762066e-21,1.0081791015529901e-26,3.1907650493872991e-64,1.5512352361920816e-39,-6.256008925787418e-40,-3.0932200690533398e-40,6.1319916658737369e-41,4.8529962570269246e-35,2.5336267181043966e-30,7.6074383655778052e-47,4.9257609676498796e-45,9.3987708043677665e-25,1.0287889618031922e-29,9.5520758629851332e-24,1.5164864302958539e-35,3.166392918069179e-46,4.7458468347224019e-45,1.6688104624219005e-32,1.4311547609269722e-56,3.4469873331640776e-47,2.4012849086788097e-21,2.4813807477975609e-27,4.2701799510217244e-34,1.4770733006290328e-34,3.0503968193966532e-23,3.5670299426600134e-65,7.989988899442995e-41,7.1893787046837969e-40,1.3928723423984424e-32,1.0776360562925528e-31,1.48731322656891e-44,6.4478970848354592e-50,5.0858436773926509e-46,2.2116091845311544e-64,1.2324711170578915e-62,-3.6129735057990099e-67,5.1722174456640777e-85,3.3620200357751763e-40,1.8295277729028971e-38,2.7455720581627303e-39,1.4048181362567007e-53,2.0526356130271561e-39,6.6530592838609627e-46,6.992163859466222e-62,7.7446884993172087e-28,1.0007677525280048e-35,5.9573834847652111e-38,1.8184820664094916e-40,1.637915212106414e-62,8.9726439139854563e-65,3.2733349851462157e-59,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.7271985271510183e-23,1.9359596179874326e-23,1.9865959668182816e-23,1.9293862123490288e-23,1.6708682721258596e-23,2.162957026489866e-23,8.1053959391357491e-27,1.9894555293127279e-22,4.8476426982464528e-27
6.7108863e-08,0.002280942759401671,2.9014802626486633e-29,6.9850592475189446e-30,2.7298050377154265e-26,1.4517572268203199e-33,1.5361370216686972e-28,0.0,0.0,9.9795023401933949e-21,5.7279697175152394e-27,-1.7753385985720301e-37,-1.1434714899790873e-37,-1.2014482105540631e-38,-1.0295819504611238e-60,4.1070067833648209e-38,-3.8298998271968899e-38,3.0415127591967387e-21,2.7451536208313418e-26,-2.9063778908760162e-63,-2.3259938077793381e-39,-2.0716683364708947e-39,-2.2042526598394611e-39,6.0913095289064011e-41,2.6890123364055026e-34,6.8448336389385873e-30,4.157560159355859e-46,1.1746023528224488e-44,2.1489180399863021e-24,2.3512944877092955e-29,1.0129394149400605e-23,4.6156131551866365e-35,1.7463570613105252e-45,4.6949012756554245e-44,7.8387761630512837e-32,9.9323213386501268e-56,2.4566031573425159e-46,6.5378931541414495e-21,1.3844499341229201e-26,1.1632462581022168e-33,1.0657853756184216e-33,6.9712933723314131e-23,8.1556314154950119e-65,1.2751744116970674e-39,5.7812851227777072e-39,1.1756810434273276e-31,4.4596050308579446e-31,7.3476380254004723e-44,1.5381729996341102e-49,2.51268772393001e-45,7.966237487666819e-63,2.2005280323008452e-61,3.8556444561111073e-67,1.5263972464874872e-84,4.9183356685042072e-39,1.4346427288240181e-37,4.4860939953636033e-38,1.2653578536208796e-52,1.1960798089973507e-38,7.4743318506366439e-45,3.4552483252957464e-61,3.6357327252600412e-27,2.2876786772978138e-35,5.0284454448338771e-37,5.1411037736565618e-40,9.5644783207227896e-62,2.7848198747396601e-63,3.6803759799253601e-58,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.1542803002842628e-23,2.4147221966478823e-23,2.621993423169903e-23,5.15654520163117e-23,4.6929377125546199e-23,5.7815582508743031e-23,3.9271690855870474e-26,3.979408199731776e-22,2.4844890849440293e-26
9.999999999999998e-08,0.002280942759401671,2.9314421838355347e-29,1.1811739025585958e-29,4.5997821378096013e-26,2.2856558358362525e-33,4.4977881898630664e-28,0.0,0.0,1.4870758647610365e-20,1.4150286885683623e-26,-3.8396282525466906e-37,-1.3929425932746849e-37,-1.1216397525770984e-38,1.4657571323923693e-61,-2.7001556602089534e-38,5.6343915386559018e-39,3.2137385354916198e-21,4.6447158027704905e-26,-3.7918258503905905e-63,-1.2345152465998836e-39,-1.9700733280897287e-39,-1.0417679909553412e-39,6.3299473848089339e-41,7.8182013612045953e-34,1.145581871962425e-29,1.3066678085617343e-45,1.8549298593566018e-44,3.3497275579206441e-24,3.6642019735444028e-29,1.0192754849356984e-23,8.0574642882295564e-35,4.9712448526902596e-45,2.8364477616826853e-43,2.078807250316935e-31,3.2236810455861104e-55,7.8690205790343247e-46,1.1060636383655738e-20,4.0704406343552167e-26,1.9682954770269185e-33,3.6349129991140685e-33,1.0863089742503066e-22,1.2712962068771257e-64,8.5312476951836451e-39,2.0704344486496097e-38,4.7430999154130121e-31,9.9491866066893233e-31,1.9879871025928543e-43,2.4293661655662497e-49,6.7991340806444672e-45,1.0966804016431817e-61,1.5569711098997819e-60,-1.6693766945752852e-66,2.4122492089521695e-83,3.1500797773343665e-38,5.0758246903730787e-37,3.0336669120417516e-37,5.2566421841670552e-52,3.5806323540964923e-38,3.9293846770484881e-44,9.3503993158200513e-61,9.6350920430293702e-27,3.5650624757702062e-35,2.0286469544463509e-36,8.8077965573169871e-40,2.865762691917347e-61,5.1576056630923408e-62,1.9355283799496511e-57,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.2590469257595399e-23,2.5322339482006924e-23,2.8104760807148975e-23,8.6311731745382558e-23,8.089619930384907e-23,9.6783367537016121e-23,9.5831296694410764e-26,5.9303527725060624e-22,6.5134644769443418e-26
1.34217727e-07,0.002280942759401671,2.9626125516938396e-29,1.6833092071615286e-29,6.5451805564557622e-26,3.1531878688269926e-33,7.5788908936858669e-28,0.0,0.0,1.9959292771992328e-20,2.2912299265121867e-26,-5.9871763846963787e-37,-1.6524755521674579e-37,-1.038612400030826e-38,1.3701710497414928e-60,-9.7818696836208106e-38,5.1339735769368965e-38,3.3929106509347951e-21,6.6208925509661573e-26,-4.7129863609371492e-63,-9.9014353675706994e-41,-1.8643807136523056e-39,1.6760288125142572e-40,6.5782101616517711e-41,1.3154264683733451e-33,1.6252777508004694e-29,2.2335125236338281e-45,2.5626968450091927e-44,4.5989690257263626e-24,5.0300626285458426e-29,1.0258671060573284e-23,1.1638134741947937e-34,8.3262012365654907e-45,5.2988713058972372e-43,3.4259649572951393e-31,5.544090095255623e-55,1.3499735678530411e-45,1.5765794284357634e-20,6.8647647255256641e-26,2.8058145446933453e-33,6.3076606043103534e-33,1.491185296203314e-22,1.7454102399144708e-64,1.6079978367107137e-38,3.6229291870118327e-38,8.4544026002747188e-31,1.5660178102849162e-30,3.2917563444784751e-43,3.3565036025034916e-49,1.1258464605892046e-44,2.1547175620482873e-61,2.9478110081655682e-60,-3.8071992616688742e-66,4.76299495728265e-83,5.9155403671924883e-38,8.8638655330356597e-37,5.7229869024759129e-37,9.4089059870877928e-52,6.0613604604358297e-38,7.2396730225070078e-44,1.54833179564113e-60,1.5876422019257842e-26,4.8939666754137569e-35,3.6159891712889861e-36,1.2622377143696919e-39,4.8520854703370129e-61,1.0233517813272686e-61,3.5662403754645877e-57,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.3680390773298641e-23,2.6544852718300913e-23,3.006560762132543e-23,1.2245942448203019e-22,1.1623299682333628e-22,1.3732283048997325e-22,1.5467210696529863e-25,7.9599843046517065e-22,1.0704939525471393e-25
2.68435455e-07,0.002280942759401671,2.9719369177561125e-29,3.7150057101389147e-29,1.4286219810754342e-25,6.5666578096875548e-33,3.3958028743107595e-27,0.0,0.0,3.9918849537463638e-20,9.1650072029831387e-26,-9.5818045325120433e-37,-3.2524795305074706e-37,7.9264603975698841e-39,8.7002662271926048e-61,-7.9969539939466882e-38,3.2177794462625356e-38,3.5028090354394557e-21,1.4625331711985506e-25,2.0092260552760506e-63,1.2673135658663955e-40,-6.3050112134138893e-40,5.4186003032938578e-40,6.2302669739483528e-41,5.8041498116651907e-33,3.4855445948976137e-29,1.2669576522344548e-44,5.3463487817839949e-44,9.5097216954532226e-24,1.0396327684362206e-28,1.0275385015709159e-23,2.5668395126043894e-34,3.6510849938765329e-44,5.7033954428151894e-42,1.436659078131452e-30,2.6649920757673527e-54,6.2559440368716451e-45,3.4814347612209767e-20,3.10682423479404e-25,6.1965712804731703e-33,3.1867516841444371e-32,3.081352892738865e-22,3.609170501328386e-64,1.6955461160289178e-37,1.8837073877736568e-37,5.1838095909832793e-30,4.6670033925669517e-30,1.3959244879578713e-42,7.0029660905591448e-49,4.775677648875151e-44,4.7307341531133271e-60,3.2071758795620626e-59,1.2862145326170738e-66,-2.1795708223177008e-82,6.0718756353926564e-37,4.574655791812902e-36,6.0484365522586736e-36,5.8671298560109871e-51,2.7726687122077122e-37,6.4168288524786154e-43,6.568121062413441e-60,6.6464143705779765e-26,1.0113301482747752e-34,2.2171402908870192e-35,2.8104023555534709e-39,2.2207247826977891e-60,4.8323582793389302e-60,3.1615227767626051e-56,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.429544522576678e-23,2.7237938581964523e-23,3.1438715982220687e-23,2.6779891696233239e-22,2.6115841714232778e-22,3.0032502464304929e-22,4.9393875968191494e-25,1.5923195247013155e-21,3.8582755596577182e-25
