Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779),S(1065),S(1245)
1e-12,0.001343759486788747,5.6605005923725362e-34,1.2167506450856427e-39,7.1785503918615211e-36,2.9024321489530437e-40,3.5068164958115111e-41,0.0,0.0,5.7354586155829292e-26,1.3251115303374856e-36,7.7471531713908366e-47,8.9584107538444858e-51,5.502300967390793e-53,9.2054432747421534e-73,1.1511725813141825e-61,1.1926432366362693e-46,5.2781009678518838e-26,7.1785765361650351e-36,7.7973867369360978e-99,9.2421466051278304e-98,2.6434690450393413e-64,2.6037141049284919e-62,2.0224298843054795e-44,2.0963741422843461e-48,1.2077590160958342e-39,2.6845646801685584e-66,2.562015240780756e-58,5.0078952429266235e-34,1.1141699472642219e-38,1.2104982462088237e-28,4.2947015535908006e-49,5.6262079248087978e-66,6.3516522403471487e-63,5.5759911158144899e-48,1.449845393301825e-80,1.2003901706765867e-64,2.8949060264738995e-30,2.2093949576474629e-40,3.5259009279656086e-45,7.4667366769948979e-52,1.6522597586413005e-32,3.2023171442267986e-76,1.6497867463767162e-66,3.2129986729521332e-61,3.1016010491176353e-51,1.0663184956515591e-45,4.2150624517085318e-62,1.0006165804721166e-64,8.2209443769983531e-64,4.918957642494424e-97,6.5758368657715491e-91,4.5264113051397386e-138,3.1234792816758027e-120,5.1662360679689663e-61,9.2396567930972276e-60,7.2491876671984861e-65,2.330987118832694e-76,5.3636284720837366e-59,5.9059199382431673e-70,3.9925284963793618e-81,3.3407238955853404e-41,7.6981373055756693e-47,6.9898242235616916e-57,2.6508678200168217e-55,8.4253770872825206e-85,6.9182807621320274e-94,1.2896792967806917e-85,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.0456390933826737e-28,1.2106072784075616e-28,1.0456510984581742e-28,5.2860165812220091e-33,4.0855672675714238e-33,6.1199798388281202e-33,4.3276340386538697e-41,1.9745422633719402e-27,2.6159560561324049e-41,8.1359638420853361e-31,1.4392114040731663e-44,8.6997039796651844e-45,1.7060415088857326e-27,7.7979144125385832e-39,8.5302075408347309e-28,7.0296251665261795e-31,3.5148124224413265e-31,1.9939860298766378e-38,6.6313229896116461e-42,2.239395367395202e-52,1.738057299866679e-56,3.5207285829035924e-29,3.3936620611369646e-52,1.0936404187697369e-49,1.7798326262184455e-33,1.7031268790492773e-41,1.2464513191395038e-39,6.737544118333811e-39,2.0766648049879504e-51,5.2539637601893196e-55
1.023e-12,0.001343759486788747,5.7906424909453998e-34,1.2591882375146475e-39,7.4289270331105683e-36,3.0036601497569932e-40,3.6503231792940921e-41,0.0,0.0,5.8673364849438195e-26,1.3713297716448043e-36,8.0169773117331287e-47,9.3247918826342656e-51,5.7274649369713483e-53,9.5818792693618987e-73,1.1913225476587105e-61,1.2341796062693442e-46,5.3994591746159487e-26,7.428954301237638e-36,8.1577844233793372e-99,9.6520301007156784e-98,2.7537014749605785e-64,2.710255792929701e-62,2.0686992023076035e-44,2.1821624337585558e-48,1.2498837999590105e-39,2.8062058139366959e-66,2.6668545640885954e-58,5.1825607284145505e-34,1.1530299921664299e-38,1.2383297303003719e-28,4.4704484441912814e-49,5.8819123527247281e-66,6.6309283948698229e-63,5.8205875344741778e-48,1.5169065577384192e-80,1.2500360789890799e-64,2.9958759189393125e-30,2.2998083143838976e-40,3.6698111739670105e-45,7.7752058379441877e-52,1.7098873122676693e-32,3.3140076352515426e-76,1.7250074608948027e-66,3.3548852054262474e-61,3.2379775683802255e-51,1.1099543846701353e-45,4.4003947727221447e-62,1.0445764998271246e-64,8.5824116654556669e-64,5.1465736056323418e-97,6.8751218526308104e-91,4.7373397646927588e-138,3.2678242962665011e-120,5.3943794606897553e-61,9.6476811920995694e-60,7.5797087426288658e-65,2.4370469384674532e-76,5.6075355189901513e-59,6.179017989752474e-70,4.1740625910561136e-81,3.4774330443960183e-41,8.0115190219509469e-47,7.2971648140408757e-57,2.7672871052863619e-55,8.8150611711244504e-85,7.2409366549974897e-94,1.3498172574749692e-85,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.0696812948991157e-28,1.2384425652979073e-28,1.069693718691104e-28,5.470384869079274e-33,4.2280659380933794e-33,6.3334355077651861e-33,4.5047260670325574e-41,2.0199340954275047e-27,2.7230041602480153e-41,8.4197186701783287e-31,1.5024925671659669e-44,9.0822241667318085e-45,1.7452609026742786e-27,8.1170155673654728e-39,8.7263045096521308e-28,7.2747946542916099e-31,3.6373971597430076e-31,2.0755805309436095e-38,6.9228948763262971e-42,2.3412873728230257e-52,1.8184715279454901e-56,3.6016801589856978e-29,3.5429085474942241e-52,1.1434058444656896e-49,1.8419105185971071e-33,1.7728226440771453e-41,1.2974577315732808e-39,7.0132534937046798e-39,2.161771696528676e-51,5.4851338075720389e-55
2.047e-12,0.001343759486788747,1.1583161757579438e-33,5.0390147576246749e-39,2.9729749480233709e-35,1.201860500672198e-39,2.9219067788222248e-40,0.0,0.0,1.1738768659292806e-25,5.4881991240460352e-36,3.1821098815843064e-46,7.4052509884209653e-50,4.5839138267384808e-52,7.5963625281125656e-72,4.7667577125024131e-61,4.8973759584084872e-46,1.0802087780736338e-25,2.9730004717891325e-35,7.6579739664900486e-97,1.9278871540422131e-96,2.7675383110592622e-63,2.1672242042767094e-61,4.0986964703436309e-44,1.7467227054257387e-47,5.0019204322028597e-39,8.295858674607432e-65,2.1335905267982858e-57,2.0738598058376966e-33,4.6139787405132828e-38,2.477171353618627e-28,3.5778862118287135e-48,1.7686811516432213e-64,1.0610674222086688e-61,8.7431244451044138e-47,9.4037261747571946e-79,1.1440808764978362e-63,1.1989225067831184e-29,1.8408935299748812e-39,2.8390500939833173e-44,7.022617929154628e-51,6.8423057010570387e-32,1.3261373269223022e-75,6.2014318733141062e-65,6.039753032865727e-60,5.1835835403842755e-50,8.8840406081574567e-45,7.0414239366235065e-61,1.6332298335973514e-63,1.3733527413297404e-62,3.3598717666854092e-95,2.2445245831042786e-89,6.4291940093556791e-136,1.9971085856657735e-118,9.7135204857410639e-60,1.7368174201231225e-58,2.7249851583785898e-63,7.8019103792255889e-75,1.7378435677682923e-57,3.7179209503441431e-68,1.2844792142763256e-79,2.7833361174047358e-40,6.0039840156421186e-46,1.1681817623104124e-55,4.2857209526186467e-54,5.4261826343660442e-83,8.7147106283253212e-92,1.5952568437801694e-83,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.1399997854053692e-28,2.4776228557090954e-28,2.1400495028000095e-28,2.1892067974080598e-32,1.6920569876527646e-32,2.5345931684855054e-32,3.6046298467651584e-40,4.039594242048871e-27,2.1789200078340162e-40,3.3684521479909732e-30,2.4046901600920931e-43,1.4535824523941665e-43,3.4902851902580196e-27,6.4954297130102675e-38,1.7451425936418609e-27,2.9104058146215154e-30,1.4552027733534448e-30,1.6603561095525115e-37,1.1076641720509972e-40,7.4936309536154407e-51,1.1640738362605083e-54,7.2055168766958624e-29,5.6771475803479084e-51,3.6646817332547224e-48,7.371196788050014e-33,1.4190717772761471e-40,1.0382420152984758e-38,5.6121730469364155e-38,1.7647076592722455e-50,8.9502022875959919e-54
4.095e-12,0.001343759486788747,2.3161706367110592e-33,2.0159107218748237e-38,1.1893767488447899e-34,4.807077962202789e-39,2.3380115049437337e-39,0.0,0.0,2.3481633318201527e-25,2.1958549525831924e-35,1.2525644646874985e-45,5.8334353695243065e-49,3.6668630418009208e-51,5.963503034789987e-71,1.9063753882116937e-60,1.9266781749793143e-45,2.1605546025474055e-25,1.1893986509905102e-34,8.3084242634657468e-95,4.3030175794644397e-95,3.1146651808218108e-62,1.7306222369353191e-60,8.0421618566282994e-44,1.3976806574704292e-46,2.0011006793808716e-38,2.4643808773742248e-63,1.7054736825913696e-56,8.2955899913600651e-33,1.8456249569782183e-37,4.9537972476013651e-28,2.862118588380286e-47,5.0453943992283376e-63,1.6964138340638758e-60,1.2450065495678901e-45,5.6575319157114638e-77,1.1450499492043932e-62,4.7964903585986793e-29,1.4730345822924309e-38,2.128583346655588e-43,6.8975696363692169e-50,2.736971888222807e-31,5.3046457168524813e-75,2.4185083389220646e-63,1.1804192085137861e-58,8.29457141393093e-49,7.1077405135497196e-44,1.1257702011469641e-59,2.4966967002462028e-62,2.1957286000500497e-61,2.2574662383809112e-93,7.5437012167794982e-88,1.0411937134078847e-133,1.2208044865982416e-116,1.8992529230714299e-58,3.3943040476199908e-57,1.0627731334446436e-61,2.496214805421398e-73,5.2261207295284305e-56,2.1230974857654449e-66,3.8135371339966331e-78,2.2268431789678564e-39,4.2580613189505516e-45,1.8692796163964434e-54,6.4375410625646908e-53,3.2191413752851685e-81,9.950419029326675e-90,1.7675863475490664e-81,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,4.2803082827118336e-28,4.9556031303331509e-28,4.2805071734799238e-28,8.7583536990290202e-32,6.7695427250030539e-32,1.0140140095802728e-31,2.8824089321983219e-39,8.073868213094322e-27,1.7423588047022316e-39,1.3467717805411085e-29,3.8459545727761603e-42,2.3248022396872176e-42,6.9759738931815096e-27,5.1944700492776742e-37,3.4879869406511176e-27,1.1636361174884829e-29,5.8181795162084597e-30,1.3268903445194162e-36,1.7705182978499098e-39,2.3964834795149215e-49,7.445576286618428e-53,1.4412117491126836e-28,9.0812937819112888e-50,1.1724880313233035e-46,2.9490004588662037e-32,1.1355145792236179e-39,8.3027068444315913e-38,4.4881196767704769e-37,1.4669351198913079e-49,1.4863034421350131e-52
8.191e-12,0.001343759486788747,4.6292848998802381e-33,8.0630773589143631e-38,4.757131078471843e-34,1.9218349548278853e-38,1.870328490858289e-38,0.0,0.0,4.6967363875800496e-25,8.7845698856538047e-35,4.8533465206460875e-45,4.5257163101216295e-48,2.9317163465730564e-50,4.5951161742869111e-70,7.6198868140882616e-60,7.4571150638787663e-45,4.3205269040648619e-25,4.7573122029109599e-34,9.2257401242774877e-93,1.0736869498280325e-93,3.9275441710519274e-61,1.3788411404917804e-59,1.5488988913473868e-43,1.1181153336958788e-45,8.0039164222598956e-38,7.1359949740547502e-62,1.3615218188142719e-55,3.317052837827521e-32,7.379866845263865e-37,9.9028232332325728e-28,2.2883401935421644e-46,1.3252792599699129e-61,2.7087988938256007e-59,1.6307697288431624e-44,3.2308788774029418e-75,1.2832307912597831e-61,1.9184822527653268e-28,1.1783984307221987e-37,1.511291905595635e-42,7.5621691776535281e-49,1.0943982864769815e-30,2.121101711521948e-74,1.0508635129511171e-61,2.5716716035274223e-57,1.3267467918654398e-47,5.6843962754494234e-43,1.7976105331146898e-58,3.6646918832299155e-61,3.5062055983601484e-60,1.6443306339373556e-91,2.7506230433767073e-86,1.9641464221942703e-131,7.3060643416812504e-115,4.1413678905621229e-57,7.3941651490660478e-56,4.6182773273621775e-60,7.9812934518893846e-72,1.491512003974677e-54,1.1170518387174842e-64,1.0653003228172741e-76,1.7809360052504746e-38,2.7703537085727129e-44,2.9899805672714488e-53,9.1692589520781527e-52,1.7886173109213732e-79,1.046408572906365e-87,1.7572719971342601e-79,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,8.5596117456923375e-28,9.9100429215891596e-28,8.5604071655666011e-28,3.5031855982462864e-31,2.7078045197451315e-31,4.055875626619292e-31,2.3028022836693272e-38,1.612228124465652e-26,1.3920070014542872e-38,5.3801094302078225e-29,6.1455545228368148e-41,3.7148867272739108e-41,1.3929955331973552e-26,4.1506791684060656e-36,6.964977642308672e-27,4.6485159877066982e-29,2.3242571379367408e-29,1.0588010275330724e-35,2.8258717430594547e-38,7.6554105845119977e-48,4.7569664227770097e-51,2.8821028382842012e-28,1.4499814353325697e-48,3.7443722358148072e-45,1.1795538898302352e-31,9.0840618360593937e-39,6.6339640327977992e-37,3.5862650229211037e-36,1.2611707342140584e-48,2.5503788068707979e-51
1e-11,0.001343759486788747,5.6485859843166083e-33,1.3402345860607033e-37,7.9071257065299093e-34,3.1929360501028529e-38,4.7603960644184429e-38,0.0,0.0,5.7339847043905566e-25,1.460464108862651e-34,7.8139928357424786e-45,1.1062213365097926e-47,7.4560514225982781e-50,1.1128665459119143e-69,1.2656656379358733e-59,1.1992385226493848e-44,5.2738445375672765e-25,7.9075919304375724e-34,2.2484324662638606e-91,7.2891436502323425e-93,1.5038091363813497e-60,3.489901254261383e-59,1.8430235329080624e-43,2.8459159787060051e-45,1.3304069259104188e-37,4.85446850799314e-61,3.4555406188426683e-55,5.5118572139442381e-32,1.2262924480639177e-36,1.2084836202023906e-27,5.8198988345369277e-46,7.9162241458225752e-61,1.1640620897919138e-58,5.4901206083504218e-44,4.0046607717327144e-74,4.5624477389986998e-61,3.1888961814346298e-28,2.9993587145749097e-37,3.3528119041872709e-42,2.6462206046226744e-48,1.8185319174242556e-30,3.5245774914515168e-74,1.2140834753781252e-60,1.5895700476887027e-56,5.7175688484645804e-47,1.4462564518697144e-42,7.7249648694588053e-58,1.3950014202923483e-60,1.5067979122398235e-59,3.3695225843798243e-90,2.9323609669091502e-85,9.2966946358881713e-130,9.7402319523113319e-114,2.5637744148311647e-56,4.5696433351449925e-55,5.3365041082310033e-59,6.251059945459885e-71,9.8185047721205983e-54,1.2500603412027758e-63,6.8212202778023846e-76,4.5312441350191078e-38,5.7076791474368784e-44,1.288521657163293e-52,3.3669489674815433e-51,2.1102678365855773e-78,2.2583165557093353e-86,3.432136846223685e-78,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.0448408260045639e-27,1.2096830728148651e-27,1.0449730235435825e-27,5.8230778740177554e-31,4.5011671736844375e-31,6.7417724088162103e-31,5.8504922075416452e-38,1.9659169376930708e-26,3.536559738180768e-38,8.9310920468811482e-29,2.6440512871378441e-40,1.598301377338479e-40,1.6985894582619365e-26,1.0547789743818955e-35,8.4929472520905648e-27,7.7166325776292239e-29,3.8583141139549865e-29,2.685519920924867e-35,1.213490055892594e-37,5.9859767020200859e-47,7.0687662701712634e-50,3.5180941523408638e-28,6.227486831690286e-48,2.9248118423764354e-44,1.9606932344710698e-31,2.3122119183992018e-38,1.6857043982790482e-36,9.1134900631783913e-36,3.5187556403871256e-48,1.2209706226120251e-50
1.6383e-11,0.001343759486788747,9.2451580251996066e-33,3.224178800892339e-37,1.9021783368715985e-33,7.6779765648292844e-38,1.4957909233038921e-37,0.0,0.0,9.393882994164714e-25,3.5140580551630797e-34,1.8260540889507126e-44,3.4126039070965066e-47,2.3420026431038833e-49,3.4182090050099865e-69,3.0428740478375539e-59,2.7994944346434174e-44,8.6375960326728056e-25,1.9023255557193994e-33,9.8564288399673355e-91,2.9220188491957428e-92,5.4241310120804676e-60,1.0938710931536875e-58,2.8808331443407811e-43,8.9424065907013747e-45,3.2005493005691853e-37,1.9465395481227545e-60,1.084422055282898e-54,1.3256155905349987e-31,2.9492640835863382e-36,1.978400081219255e-27,1.8280893199086157e-45,3.1172167322382837e-60,4.3156275874220405e-58,1.9107719648646062e-43,1.6994975707345544e-73,1.6133062320213455e-60,7.671512050255057e-28,9.4245602025969369e-37,9.8505577035296712e-42,9.3150395837328313e-48,4.3736148175549612e-30,8.4766979465595489e-74,5.1271451907025412e-60,6.2909120210803177e-56,2.1210447337835669e-46,4.543605699887967e-42,2.8639449517819479e-57,5.024145276931595e-60,5.5863335896270569e-59,1.4678580855498784e-89,1.2308556303113544e-84,4.140674836700345e-129,4.1530414197921105e-113,1.01487036383367e-55,1.8084479041934165e-54,2.2536647449736368e-58,2.5491555258632583e-70,3.9200038679846066e-53,5.2667109599114242e-63,2.7130804065900746e-75,1.4235620471289522e-37,1.6071940217790646e-43,4.7800247757834883e-52,1.2011778857101888e-50,8.9251739567429138e-78,9.8574939924183143e-86,1.4922276577387294e-77,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.7112967768678645e-27,1.9812843204251039e-27,1.7116147678761002e-27,1.4008745312519292e-30,1.0828991286506205e-30,1.6218875316921745e-30,1.83684052999004e-37,3.2138968685004849e-26,1.1103547089493717e-37,2.1460623302948493e-28,9.8050639537349188e-40,5.9270716888545494e-40,2.7768680783212094e-26,3.3119794609966241e-35,1.3884340297550933e-26,1.8542386139528326e-28,9.271186241055294e-29,8.4253467293935304e-35,4.4981517989371332e-37,2.440612082192068e-46,3.0332206532661364e-49,5.7621696402478146e-28,2.308476540822499e-47,1.192372902964464e-43,4.7169190149257091e-31,7.2654966089383873e-38,5.2928862291692235e-36,2.8616130987425065e-35,1.1484573471289654e-47,4.6292341337822434e-50
3.2767e-11,0.001343759486788747,1.8435667712801728e-32,1.2887108960138847e-36,7.6025801645632464e-33,3.0634460392518981e-37,1.1957415874402047e-36,0.0,0.0,1.8788178180834723e-24,1.4056693615685833e-33,6.5221245125136324e-44,2.4462925431301579e-46,1.868014651353386e-48,2.3855359479159091e-68,1.2129821586897178e-58,9.9543269224768532e-44,1.7260247694143241e-24,7.6037664882843285e-33,9.6614055882557445e-89,8.3540450125858068e-91,7.9431496394941375e-59,8.6059588937734095e-58,5.0353907526339027e-43,7.1490850137816766e-44,1.2792812196078468e-36,4.8234382916258708e-59,8.5984932777742647e-54,5.2923247860495444e-31,1.1774497785880168e-35,3.9479088152468443e-27,1.4581862844669471e-44,6.5005514298710897e-59,6.845747654104595e-57,1.9846699963432271e-42,7.9994650789324854e-72,2.2271773795030772e-59,3.0663723703905002e-27,7.5345860861662094e-36,5.7280357278152869e-41,1.2661460510448718e-46,1.7461005384478533e-29,3.3841966680799908e-73,2.7601264238670353e-58,1.6972542465625248e-54,3.3876699525047348e-45,3.6282273960946011e-41,4.543028016135364e-56,6.2238355638729597e-59,8.8620709635136481e-58,1.8752680745392825e-87,7.8892577325679188e-83,9.2925640792543766e-127,2.1369303619404036e-111,2.7477933857108956e-54,4.8772826432958393e-53,1.2136700512031458e-56,8.1253087110629358e-69,9.2196538132511133e-52,2.2026863609827367e-61,6.1364052566853118e-74,1.1368256382802208e-36,8.2470100240562614e-43,7.6345142783344312e-51,1.4059926246539923e-49,3.8096895057030988e-76,8.2356342469105358e-84,1.0405414266863243e-75,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,3.4198701959567826e-27,3.9594156390506542e-27,3.4211406215534803e-27,5.5997540326119303e-30,4.3293915502985387e-30,6.4832157379162213e-30,1.4607306627814956e-36,6.3854965439551903e-26,8.8302171345279215e-37,8.5359388105463862e-28,1.5597839268042271e-38,9.4289777240739032e-39,5.5171926054212544e-26,2.6356845708738658e-34,2.7585962656112225e-26,7.375215597928563e-28,3.6876023661769485e-28,6.6682530840595617e-34,7.1226416097039073e-36,7.7511071707665331e-45,1.9267499911857716e-47,1.1515447822726145e-27,3.6557217838436619e-46,3.7771473358842653e-42,1.8855459970185944e-30,5.8089292250705647e-37,4.2111460232004452e-35,2.2772821563261158e-34,1.1404056421714642e-46,9.1499724240908611e-49
6.5535e-11,0.001343759486788747,3.665320799605261e-32,5.1469365427822904e-36,3.0359870599538049e-32,1.2191709583502038e-36,9.5511570621764312e-36,0.0,0.0,3.7576776394473902e-24,5.622770724491564e-33,2.1432394849268817e-43,1.6156151363980165e-45,1.4854505962451615e-47,1.4954546953156012e-67,4.8186180042388014e-58,3.2415755884474716e-43,3.4459726724514288e-24,3.0369384192605082e-32,8.4055174652571081e-87,2.4112557313873132e-89,1.1972623080494791e-57,6.662207974992476e-57,7.961306670497007e-43,5.7112125988344371e-43,5.1093821334554261e-36,1.0566292931242097e-57,6.7580228017605159e-53,2.108760367024908e-30,4.6916199526386442e-35,7.8602017104773298e-27,1.1596742832696878e-43,1.2194373492064719e-57,1.0766902226322032e-55,1.8579007021736417e-41,3.3276269335613371e-70,3.2732205422038994e-58,1.2247066935296949e-26,6.0192416518550238e-35,2.9464225010374781e-40,1.8417069610093314e-45,6.9574428195726238e-29,1.3484546199198775e-72,1.5874454859343236e-56,4.8902012739461882e-53,5.4008347648603639e-44,2.8918208557360334e-40,7.1453411829686086e-55,6.7917376486017342e-58,1.3939363094855654e-56,3.4012886295119249e-85,7.1713018859134011e-81,2.1173748007478906e-124,9.2560570019633497e-110,7.9732282118279066e-53,1.4042315430415371e-51,6.9852541036926151e-55,2.5796412892642217e-67,1.9183770625207256e-50,8.2867035125149438e-60,1.2248708771497382e-72,9.0618724117334798e-36,3.8150706084696863e-42,1.217141891177747e-49,1.4542915452948212e-48,1.3361646858134729e-74,6.1904908619238656e-82,5.8695892829801247e-74,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,6.8286464470783579e-27,7.9059871225017501e-27,6.8337156251738439e-27,2.2368024598146851e-29,1.7299104471185946e-29,2.5896985152664469e-29,1.1547488235845391e-35,1.260423587089034e-25,6.9808828117095069e-36,3.3761679011284003e-27,2.4670602659505487e-37,1.4914216891744054e-37,1.0890311590565039e-25,2.0865275817543956e-33,5.4451556509671217e-26,2.9170759301975776e-27,1.4585336666304344e-27,5.2217210221179104e-33,1.1162858568189866e-34,2.44317065303154e-43,1.2147798764729901e-45,2.2994631426116617e-27,5.729646267391339e-45,1.1843866633758207e-40,7.532055252681197e-30,4.6413362900823675e-36,3.3322289982022332e-34,1.8028010040584528e-33,1.2621376918131354e-45,2.0143643159229809e-47
9.999999999999999e-11,0.001343759486788747,5.5476377187622624e-32,1.3233800098412945e-35,7.8045203382710829e-32,3.1168300551572613e-36,4.4586483552170872e-35,0.0,0.0,5.7338421003882898e-24,1.4493819956791118e-32,4.3226811924364465e-43,5.7686604741401549e-45,6.879271282351094e-47,4.9045230046980868e-67,1.2282694789423259e-57,6.4466051947261775e-43,5.2454054070284769e-24,7.8089692248164118e-32,3.4168493727060963e-85,3.6574464983937534e-88,1.0094871197891466e-56,2.9464819271925547e-56,9.5433121337822534e-43,2.6667477975994974e-42,1.3137665194787154e-35,1.1193595192339695e-56,3.0661416058828273e-52,5.4016066132625566e-30,1.2017608250726095e-34,1.1919646216142847e-26,5.3715554904578941e-43,1.1692988449763424e-56,9.2691615299090545e-55,9.3711022816552096e-41,6.6557464618863782e-69,2.7756278301126836e-57,3.149124203049551e-26,2.8106289154306796e-34,8.5817631657677545e-40,1.5516900323408094e-44,1.7821522797541449e-28,3.4540773368763193e-72,5.0370501693237019e-55,7.8895635490032951e-52,4.7679724249702617e-43,1.3447415702568619e-39,6.1515822673849529e-54,3.738640912057953e-57,1.2001388067124642e-55,3.9128612365068347e-83,4.1457655420006938e-79,2.4652111298505532e-122,1.6647466715077885e-108,1.303960884327466e-51,2.262346438535094e-50,2.2195258541660527e-53,4.3956869051573087e-66,1.9706524594889322e-49,1.5533350270595647e-58,1.2083592283020752e-71,4.2147340403912378e-35,1.0445246013539741e-41,1.0745188895692852e-48,7.7723455295313313e-48,2.0519373583377231e-73,2.2906025514427126e-80,1.4557764187515057e-72,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.0396435411594183e-26,1.2036658499462376e-26,1.0409449465930195e-26,5.7526637890011364e-29,4.4513271590232107e-29,6.6602519207904842e-29,5.2926730977466771e-35,1.8893299660152579e-25,3.1998931166003293e-35,8.5467213175026988e-27,2.1460864007329833e-36,1.2974946442447044e-36,1.6324203756989643e-25,9.5875669768531858e-33,8.1621015228273552e-26,7.3845436409072933e-27,3.6922520880026512e-27,2.3536607697494292e-32,9.5464227368535362e-34,4.1062264554939582e-42,4.0267031737405312e-44,3.501092989568603e-27,4.9000742249154793e-44,1.9709182110824116e-39,1.9372368411729869e-29,2.1678013411480286e-35,1.5299144741575273e-33,8.2838553410889092e-33,8.7734939318797087e-45,2.6923779485526044e-46
1.31071e-10,0.001343759486788747,7.2445902501746285e-32,2.052429589231981e-35,1.210346412154676e-31,4.8276139169559592e-36,7.6171646162663188e-35,0.0,0.0,7.51540037591113e-24,2.249127739757973e-32,6.2874986389482622e-43,9.5127275476636149e-45,1.1741926223247584e-46,7.9778774640285166e-67,1.901173380849961e-57,9.3360140122710984e-43,6.8676359161259239e-24,1.2111066110335855e-31,6.4214409446695697e-85,6.7373393598067481e-88,1.8116272788382704e-56,5.0021904303319947e-56,1.0969526895126688e-42,4.556003916948853e-42,2.0375349309066518e-35,2.0332305984578905e-56,5.2210881658432294e-52,8.3701841764962726e-30,1.8622157283364284e-34,1.5579329960101453e-26,9.1686644702502872e-43,2.1135138638227234e-56,1.6654865170947766e-54,1.6144428446636261e-40,1.2356063556678292e-68,4.9828324946346478e-57,4.8840313969648707e-26,4.8018276763437197e-34,1.3662153991063983e-39,2.784540555953437e-44,2.7615743862258394e-28,5.3523452445668342e-72,9.4349562752778665e-55,1.456132576147401e-51,8.5795127562731318e-43,2.2963530238646825e-39,1.1053207772689353e-53,6.496821783393576e-57,2.1564252815756699e-55,7.4097333412341888e-83,7.81861875385421e-79,4.6685677377497609e-122,3.082109049553298e-108,2.4076314747595465e-51,4.17530968717399e-50,4.1575064000019764e-53,8.1259403327003213e-66,3.574295378328987e-49,2.878996160887919e-58,2.1872982470219895e-71,7.197466017716034e-35,1.6422503521473347e-41,1.9334945125992835e-48,1.3468218308994922e-47,3.7813483075795734e-73,4.299825370539425e-80,2.715277043179572e-72,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.3612880237257065e-26,1.5760554926375002e-26,1.3633056782516314e-26,8.9222946423060041e-29,6.9047476916095556e-29,1.0329950596636629e-28,9.0231081803664888e-35,2.4563037103824914e-25,5.4553284289933733e-35,1.3208095616071273e-26,3.8584220341245281e-36,2.3327611395556991e-36,2.1222984070437454e-25,1.6349928649422882e-32,1.0611491489012452e-25,1.1412069804826099e-26,5.7060012558673296e-27,4.0047904488169465e-32,1.7146387425655323e-33,7.5878276933473899e-42,7.5473546101862838e-44,4.5843902759402593e-27,8.8010642822181729e-44,3.6409716547141143e-39,3.0046686420283515e-29,3.7036974526784362e-35,2.6087597927774136e-33,1.4126676733976575e-32,1.5545156480410352e-44,4.9380197263989326e-46
