Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779),S(1065),S(1245)
0.23145354327045298,0.0013423939583843496,2.3685531459335483e-15,6.492234102265918e-15,1.6660243466958468e-09,1.5774237371075576e-11,0.0001672030793027473,0.0,0.0,1.477268019935041e-08,1.4598956786232561e-08,1.2827588881136886e-08,1.5457281679268164e-11,9.8757328899159211e-15,1.1902634535663957e-34,1.802704400765087e-30,2.625563312635568e-19,6.9958255694701263e-12,2.9667461156301467e-07,2.1218344958841086e-24,8.2066958107313124e-31,1.2503298793239022e-15,4.0439609109669533e-32,8.8943851209614284e-21,6.4102317563444111e-07,4.6618638523417976e-11,2.6978480457284032e-15,4.2969270323652727e-19,1.9771893890081722e-09,6.8099503809775486e-15,3.8365902316352678e-22,4.1302876867572886e-15,3.0140704479932498e-21,1.2558040092077969e-17,7.5071079751196486e-14,1.4508961708442096e-17,3.5478789351268774e-15,3.8530197067059216e-07,8.2600508879338351e-07,1.4024463700146377e-17,5.6142958487076551e-20,4.5037403684242644e-17,2.942800600122863e-47,3.6687500413141053e-12,1.8631517607300892e-17,1.5885286094267457e-16,2.1577425922819596e-21,3.1783616806889069e-14,6.9075285927480525e-24,2.0817967156428584e-14,8.9809747412971815e-18,1.5824421522741125e-21,5.7259268357892391e-41,1.4052036190429245e-33,4.525868351623276e-15,3.3786680161326187e-23,5.7161957646370508e-13,6.5500957619291299e-25,1.0757427280714113e-11,4.5349839101857988e-17,1.8433087388298306e-24,1.0188902441418343e-15,8.5428459183063893e-27,6.1124141422219482e-13,5.6873006826327668e-18,1.4327258043379346e-22,2.2445388023428993e-15,6.4015103244361821e-25,0.88168480800000004,0.0,0.0084373372166543729,0.10766555286620158,0.00099783817220382804,4.8080216000752577e-24,2.5282355457502843e-15,9.86369322125374e-20,4.195305050064988e-19,1.6459016039549775e-14,2.2269865463567416e-11,9.4790074237999246e-22,1.3976897528931643e-10,4.7251049184821903e-16,2.1888386809922409e-06,2.3652921011342937e-17,5.1162853113399809e-12,1.0999884150605262e-10,0.00037112843251095828,2.761981572731807e-11,1.8829189600945562e-06,1.480712342139245e-07,3.9761987929494269e-11,4.3287756326860627e-07,1.0839578462244933e-15,1.9970079344621898e-09,1.9453573178735205e-10,2.2219679030913867e-17,0.00015996609466390949,9.3130054288480918e-07,0.0001589473487920985,2.2204876566299341e-10,0.00031913319600119421,2.165497058986031e-09,7.89878075029418e-06
0.23157154218938386,0.0013423803783602546,2.3905679451343889e-15,6.5949716525315671e-15,1.679984404542488e-09,1.5968363680607884e-11,0.00016888525677692949,0.0,0.0,1.4803693437333278e-08,1.4745196783501278e-08,1.3137375654739414e-08,1.5992112118291547e-11,1.0089539982442113e-14,-2.2704485939828215e-34,1.8416043896264414e-30,2.6627614083214532e-19,7.0350579267040899e-12,3.0053783666953629e-07,2.1893633894941221e-24,8.4380919710406024e-31,1.2749303973703254e-15,4.1979206002705409e-32,9.0197747720487798e-21,6.5081740995835862e-07,4.7040516921713515e-11,2.7587876646478884e-15,4.3737542910622995e-19,1.9956407898867837e-09,6.9074176358022007e-15,3.8954737941212543e-22,4.2276196613639625e-15,2.6341887070601206e-21,1.2801380532909979e-17,7.6522812788181813e-14,1.4985487187885627e-17,3.5993422673414167e-15,3.8689765824104163e-07,8.320242913005877e-07,1.424508313942036e-17,5.7189949467793589e-20,4.5655623161063853e-17,3.0006995477622843e-47,3.7409695754047625e-12,1.8964960769770883e-17,1.6123450836366401e-16,2.1824789903732453e-21,3.2378844498568198e-14,7.030354481163516e-24,2.1228148461879944e-14,9.2496045794812266e-18,1.6272170783385585e-21,5.9334320569774532e-41,1.4623774214952902e-33,4.6602733797179653e-15,3.4858988649577429e-23,5.8180703129860557e-13,6.7040745268105763e-25,1.1017041148018553e-11,-6.8720772836381008e-17,1.8954347736125535e-24,1.034421294901131e-15,8.7454189906036545e-27,6.2309663647336609e-13,5.8096666937847562e-18,1.4796543787193242e-22,2.4271860524171395e-15,-7.400791467649837e-25,0.88168480800000004,0.0,0.0084271601072811054,0.10765375443046594,0.00099781659047371929,4.808855784543739e-24,2.5474920657110113e-15,9.9555200781847216e-20,4.1975159334240559e-19,1.661821947649041e-14,2.2437983321776875e-11,9.4842657476409675e-22,1.4109448954094234e-10,4.7612616610452084e-16,2.2105572560346034e-06,2.366369443506691e-17,5.154947194698e-12,1.1103717550830553e-10,0.00037485581098824358,2.7857129027800973e-11,1.9016142883710571e-06,1.4932961140429681e-07,4.010376021168661e-11,4.36556437052675e-07,1.0921489176243152e-15,2.0161803844996437e-09,1.9599699765751099e-10,2.2408516248671286e-17,0.00016157412979610357,9.3946929148080656e-07,0.00016044499448786281,2.2425476168069983e-10,0.0003223392037881123,2.1886539399976459e-09,7.9832539820144474e-06
0.23168954110831474,0.001342366685908166,2.4126660302545585e-15,6.6991450162334891e-15,1.6940211896906628e-09,1.6164074004198716e-11,0.00017058174712049947,0.0,0.0,1.4834266456063846e-08,1.4892500222090185e-08,1.3453821546726608e-08,1.6544280713115848e-11,1.0307278807933247e-14,3.6421721475294999e-34,1.885114275812577e-30,2.7003653330819712e-19,7.0743530815476372e-12,3.0443759394349777e-07,2.2587663621473032e-24,8.6793570378670069e-31,1.2999692633448829e-15,4.1910466611682094e-32,9.1465163121843474e-21,6.6073121552355946e-07,4.7463680297050059e-11,2.8210143300320921e-15,4.451756840701955e-19,2.0142209523424183e-09,7.0059801042410546e-15,3.9551121625559595e-22,4.3269780674271699e-15,2.8674680056564742e-21,1.3048995966166049e-17,7.7999654159718479e-14,1.54763640881327e-17,3.6513648057364468e-15,3.8848891726663713e-07,8.3806549950437346e-07,1.4468455833986126e-17,5.8252565488167995e-20,4.6280527106536088e-17,3.0596301634765393e-47,3.8144765148960213e-12,1.9303513623828064e-17,1.6364317192661889e-16,2.2073764679549976e-21,3.2984008320721265e-14,7.1550398108975345e-24,2.1645658640965531e-14,9.5257866686211912e-18,1.6731611560331642e-21,6.1569447427420102e-41,1.5214535648839063e-33,4.7984243123757394e-15,3.5965692132773835e-23,5.9214931361110426e-13,6.861146158974996e-25,1.1282227578987529e-11,-3.1159607422614576e-17,1.9489213309527686e-24,1.0501390806806031e-15,8.9521645123175521e-27,6.3515774543928194e-13,5.9342562778594952e-18,1.5279904520627249e-22,2.4618516543423007e-15,-2.8463881711989331e-25,0.88168480800000004,0.0,0.008416898637671491,0.1076418579310259,0.00099779482840926239,4.8096822958155532e-24,2.566815953738623e-15,1.0048001830869245e-19,4.1997276893762783e-19,1.677864982314822e-14,2.2606656552255657e-11,9.489527596150551e-22,1.4243066098011508e-10,4.7975476734775723e-16,2.2324694254352811e-06,2.3674454445562699e-17,5.1937374162035022e-12,1.1208376095971596e-10,0.00037861475157227749,2.8095860543549095e-11,1.9204764968120953e-06,1.5059523608579948e-07,4.0447576761418451e-11,4.4025648828337685e-07,1.1003671793120497e-15,2.0354974088817259e-09,1.9746296897084843e-10,2.2598440508370376e-17,0.00016319581245571798,9.4769075980842676e-07,0.0001619533895825712,2.2648046957323033e-10,0.00032557237576729368,2.2120287193101797e-09,8.0685221955686294e-06
0.23180754002724563,0.001342352880434356,2.4348463967524635e-15,6.8044714049271073e-15,1.7081345167682459e-09,1.6361369245660765e-11,0.00017229263323009168,0.0,0.0,1.4864400062719481e-08,1.5040870906962971e-08,1.3777047697669194e-08,1.7114301333313699e-11,1.0529004557122013e-14,-3.4673037208240767e-34,1.9212867169839008e-30,2.7383773760566571e-19,7.11371011547799e-12,3.0837403087480018e-07,2.3301844022079686e-24,8.9247530281220643e-31,1.325453152045289e-15,4.7596325172488705e-32,9.2746169561358975e-21,6.7076551388608693e-07,4.7888102080195799e-11,2.8844699746739757e-15,4.5309478378211891e-19,2.0329300880465556e-09,7.1056455539525787e-15,4.0155127384310829e-22,4.4283974188941208e-15,2.4039925231620265e-21,1.3300950361373201e-17,7.9501964286249124e-14,1.5981975924047519e-17,3.7039491568736645e-15,3.9007568238942045e-07,8.4412857047797961e-07,1.4694601545797847e-17,5.9330963500212522e-20,4.6912168720560332e-17,3.1196081565372889e-47,3.8892904600083997e-12,1.9647233600127997e-17,1.6607902083237344e-16,2.2324344099167215e-21,3.3599245404126134e-14,7.2816048452863115e-24,2.2070609953495528e-14,9.8097168417506741e-18,1.7203015194654977e-21,6.3880209393382717e-41,1.5826807203639292e-33,4.9404171576539029e-15,3.7107873369278425e-23,6.0264812564623454e-13,7.0213590503967412e-25,1.1553087616809401e-11,-1.670465009609349e-16,2.0037999904816788e-24,1.0660449825243485e-15,9.1631510586597328e-27,6.474277129990077e-13,6.0610997638982036e-18,1.5777713838129398e-22,2.6773736823589778e-15,-1.9436039244598988e-24,0.88168480800000004,0.0,0.0084065523625405959,0.10762986284449877,0.00099777288502841065,4.8105010904216927e-24,2.5862061409833634e-15,1.0141140092676782e-19,4.2019403198124316e-19,1.6940311615416834e-14,2.2775875172516722e-11,9.4947929815551611e-22,1.437775532134463e-10,4.8339609899713349e-16,2.2545767007436278e-06,2.3685200932284151e-17,5.2326536892587573e-12,1.1313864526606804e-10,0.00038240543372585319,2.8336009453681847e-11,1.9395068924790279e-06,1.5186809804827837e-07,4.0793436413094484e-11,4.4397768660856512e-07,1.1086121468396732e-15,2.0549594815364341e-09,1.9893355718491892e-10,2.2789450252030283e-17,0.00016483122091173372,9.5596502329277218e-07,0.0001634725582900114,2.2872604396153518e-10,0.00032883286673024621,2.2356229566006195e-09,8.1545910831510495e-06
0.2319255389461765,0.001342338961355976,2.4571080534040738e-15,6.9114165744725751e-15,1.7223241871647726e-09,1.6560250207506668e-11,0.00017401799793162839,0.0,0.0,1.4894094220219061e-08,1.5190313527115015e-08,1.4107176333893261e-08,1.7702710584174247e-11,1.0754772830915253e-14,-7.1659270339423071e-35,1.9710016415233109e-30,2.7767997752643712e-19,7.1531281032967513e-12,3.1234729391599095e-07,2.4038793706755532e-24,9.174184538549379e-31,1.3513887864656875e-15,4.4573437650495341e-32,9.4040837358807609e-21,6.8092122545634211e-07,4.8313755864783935e-11,2.9494573347224311e-15,4.611340434207786e-19,2.0517684010361278e-09,7.2064217508612726e-15,4.0766829518304768e-22,4.5319127115382498e-15,3.3582367803358555e-21,1.3557308517101864e-17,8.1030105784289737e-14,1.650271914791251e-17,3.757097892388154e-15,3.9165788877411926e-07,8.5021336017110775e-07,1.4923539738844643e-17,6.0425300790212856e-20,4.7550601415995051e-17,3.1806493496468606e-47,3.9654311520847846e-12,1.9996178123705891e-17,1.6854222373185168e-16,2.2576521633317928e-21,3.4224693777270392e-14,7.4100698124778355e-24,2.2503115483341924e-14,1.0101593887843237e-17,1.7686660607617284e-21,6.6166690045479054e-41,1.6466164170408119e-33,5.0863493454228693e-15,3.8286666289577552e-23,6.1330516964680947e-13,7.1847620753652488e-25,1.1829723200665664e-11,4.8378494267752495e-17,2.0601032160432847e-24,1.082140379966036e-15,9.3784480413655943e-27,6.5990952913966545e-13,6.1902276585720737e-18,1.6290357740717718e-22,2.5372203919682377e-15,6.9189122825947181e-25,0.88168480800000004,0.0,0.0083961208376226899,0.10761776864860483,0.00099775075935082565,4.8113121249082221e-24,2.6056615309802634e-15,1.0234936438809058e-19,4.2041538265765977e-19,1.7103209347113718e-14,2.2945629025997753e-11,9.5000619159944119e-22,1.4513522970337585e-10,4.8704996085685628e-16,2.2768806012794764e-06,2.3695933784309687e-17,5.271693689629796e-12,1.1420187566333603e-10,0.00038622803669813934,2.8577574643934143e-11,1.9587067892097537e-06,1.5314818558457052e-07,4.1141337652174711e-11,4.4771999822966423e-07,1.1168833277854583e-15,2.0745670707474861e-09,2.0040867154616228e-10,2.2981543744764366e-17,0.00016648043335385453,9.6429215385608438e-07,0.00016500252426248228,2.3099164026919359e-10,0.00033212083128928181,2.2594382138099388e-09,8.2414663452396883e-06
0.2320435378651074,0.001342324928078711,2.4794499666104734e-15,7.0194021192537471e-15,1.7365899892244274e-09,1.6760717484087332e-11,0.00017575792391452829,0.0,0.0,1.4923350184970992e-08,1.5340831490287211e-08,1.4444331660422622e-08,1.831004318944423e-11,1.0984639577239848e-14,-1.1699819689735846e-34,2.0174019782489136e-30,2.8156347651626852e-19,7.1926061070628342e-12,3.163575275794242e-07,2.479967362007488e-24,9.4310048969903774e-31,1.3777829775917638e-15,4.5395713982870024e-32,9.5349236641488483e-21,6.9119926849376096e-07,4.874061434689833e-11,3.0157982650059477e-15,4.6929478565612498e-19,2.0707360813205597e-09,7.3083164573721886e-15,4.1386302714459975e-22,4.6375591737356868e-15,2.933492285171792e-21,1.3818135649150408e-17,8.2584445274955324e-14,1.7038992063260384e-17,3.810813520151228e-15,3.9323547246839035e-07,8.563197225131832e-07,1.515528991381625e-17,6.153573495471043e-20,4.8195878969991941e-17,3.2427697725964088e-47,4.04291858973779e-12,2.0350404937081845e-17,1.7103294826729237e-16,2.2830290652108995e-21,3.4860492922219705e-14,7.5404550531160213e-24,2.2943289820297204e-14,1.0401621999572327e-17,1.8182828186549915e-21,6.8595583743588632e-41,1.7130106619255725e-33,5.2363209084579036e-15,3.9503206956870904e-23,6.2412215198967603e-13,7.3514044292312525e-25,1.2112237906304927e-11,-7.9020012950610462e-17,2.1178636411389664e-24,1.0984266497717522e-15,9.5981253226178174e-27,6.7260621703305319e-13,6.3216706552030643e-18,1.681822404498781e-22,2.7445299109307368e-15,-8.6386679034688458e-25,0.88168480800000004,0.0,0.0083856036205298412,0.10760557482309896,0.00099772845039938426,4.8121153559098575e-24,2.6251810024166943e-15,1.0329392390080576e-19,4.206368211402317e-19,1.7267347434463092e-14,2.3115907676225834e-11,9.5053344112590027e-22,1.4650375431778971e-10,4.9071614688707353e-16,2.2993826572181314e-06,2.3706652890038626e-17,5.3108550280567254e-12,1.1527349968809091e-10,0.00039008273934740116,2.8820554957412181e-11,1.9780775103075057e-06,1.5443548642630047e-07,4.1491278763612569e-11,4.5148338612269539e-07,1.1251802159509888e-15,2.0943206343624475e-09,2.0188821942013118e-10,2.3174719086125487e-17,0.0001681435278200262,9.7267221768109531e-07,0.00016654331011950056,2.332774150386068e-10,0.00033543642372888769,2.283476056892997e-09,8.3291536970001439e-06
0.23214973689214521,0.0013423122000077582,2.49962547883913e-15,7.1178879683365674e-15,1.7494941203921881e-09,1.6942494677010435e-11,0.00017733637542224038,0.0,0.0,1.4949305856884124e-08,1.5477221023060324e-08,1.4753883465599266e-08,1.8873290626421662e-11,1.1195070393571678e-14,2.3454144568430658e-36,2.0558737541891608e-30,2.8509408308485437e-19,7.2281868520434155e-12,3.1999846571642549e-07,2.550200281949593e-24,9.6701167009330435e-31,1.4019355127414173e-15,4.6762342471617222e-32,9.6538593058248556e-21,7.0055485776962446e-07,4.9125794853477167e-11,3.076873550881115e-15,4.7674441322415139e-19,2.0879177486795779e-09,7.4009844311764896e-15,4.1950534804817638e-22,4.7344926402428331e-15,3.4968549593329894e-21,1.4056755608848149e-17,8.4006056185483492e-14,1.7535256009757614e-17,3.8596443005375903e-15,3.946512932281536e-07,8.6183377095944994e-07,1.5366285192088439e-17,6.2549018974436904e-20,4.8782525818359375e-17,3.2996143031265817e-47,4.1138254784202269e-12,2.0673773115343335e-17,1.7329826909436563e-16,2.3060037691631311e-21,3.5441678416038576e-14,7.6594603726018345e-24,2.3346099424712237e-14,1.0678789462728942e-17,1.8640323710293864e-21,7.0867601401817376e-41,1.7747832457448404e-33,5.3748336969514399e-15,4.0631352854764212e-23,6.3399559557978128e-13,7.5041932073067495e-25,1.2371614663133004e-11,4.0599247350224301e-17,2.1711216622061634e-24,1.1132486240301039e-15,9.7996384371395461e-27,6.842194756197896e-13,6.4419742629779598e-18,1.7306650197892277e-22,2.6927270445316399e-15,6.0621069081750884e-25,0.88168480800000004,0.0,0.0083760644942173033,0.10759451476848728,0.0009977082148389623,4.8128315560294985e-24,2.6428023692774104e-15,1.0414967924005391e-19,4.2083619098299819e-19,1.7416135806005047e-14,2.3269598338004026e-11,9.510082711029702e-22,1.4774475438060761e-10,4.9402607686851416e-16,2.3198052030691583e-06,2.3716288239352592e-17,5.346201954278823e-12,1.1624517708625406e-10,0.00039357956445787906,2.9040445996935725e-11,1.9956583147643528e-06,1.5560021347270116e-07,4.1807968222078807e-11,4.5488842273817435e-07,1.1326689664988287e-15,2.1122240199147868e-09,2.0322352506743007e-10,2.3349500195391494e-17,0.00016965224634177506,9.8025958415677001e-07,0.00016793928627674215,2.3535199511755587e-10,0.0003384442060063825,2.3053017238255206e-09,8.4087713847225176e-06
0.23225593591918303,0.0013422993785390804,2.5198644254267243e-15,7.2173139402257679e-15,1.7624595679107995e-09,1.7125557299337714e-11,0.0001789267485113741,0.0,0.0,1.4974907464336818e-08,1.561448797959363e-08,1.5069322094260114e-08,1.9452733790246929e-11,1.1408907923591658e-14,2.6441900746506347e-35,2.0998905886403609e-30,2.8865844435436341e-19,7.2638147622468268e-12,3.2366956851693331e-07,2.6225907571482144e-24,9.9134373443835062e-31,1.426470139820931e-15,4.7220321136779789e-32,9.7739176643877463e-21,7.1001094380470605e-07,4.9511909263064705e-11,3.1390447928375774e-15,4.8429447661703878e-19,2.1052044668528495e-09,7.4945703342099493e-15,4.2521177051267165e-22,4.8332075551126114e-15,3.2496207823826146e-21,1.4299097567379055e-17,8.5449459776337499e-14,1.8044739183032963e-17,3.9089379895555608e-15,3.960632730016159e-07,8.673650643969377e-07,1.5579587621816134e-17,6.3575584575361306e-20,4.9374800434256884e-17,3.3573581006977528e-47,4.1858545320103672e-12,2.1001508822266477e-17,1.7558613828734927e-16,2.3291062849804642e-21,3.6031465491005885e-14,7.7800523517101531e-24,2.3755300181904088e-14,1.0962884792196063e-17,1.9108409564418455e-21,7.3190639270576489e-41,1.8388547237189657e-33,5.5167777420544353e-15,4.1791932363695291e-23,6.4400121892173083e-13,7.6596825390333341e-25,1.2635916257908978e-11,-4.1487938618417272e-17,2.2256120903303305e-24,1.1282273173749331e-15,1.0004808828690988e-26,6.9601149998208186e-13,6.5642007096027945e-18,1.7808029428508203e-22,2.8484779495107296e-15,-4.0189830738179624e-25,0.88168480800000004,0.0,0.0083664552804801444,0.10758337321766007,0.00099768782932997007,4.8135413687036455e-24,2.660473860322531e-15,1.0501079965906328e-19,4.2103563219150552e-19,1.7565935499422574e-14,2.3423697508227539e-11,9.514833912628306e-22,1.4899463972604966e-10,4.9734566123507453e-16,2.3403906308687066e-06,2.37259122810442e-17,5.3816433650558055e-12,1.1722372637326094e-10,0.00039710266468690695,2.9261480961679397e-11,2.0133795419357671e-06,1.5677076175391428e-07,4.2126306719083397e-11,4.5831046795694053e-07,1.1401777349655042e-15,2.1302463274749263e-09,2.045622750090805e-10,2.3525154359160382e-17,0.00017117232905804577,9.878899191669888e-07,0.00016934405920017727,2.3744316284805851e-10,0.00034147460356904493,2.3273101030122158e-09,8.4890556888712945e-06
0.23236213494622085,0.0013422864632495262,2.5401660600220115e-15,7.3179451599481748e-15,1.7754861520042823e-09,1.730990543356359e-11,0.00018052910316546379,0.0,0.0,1.5000155115657553e-08,1.5752635732463885e-08,1.5390741665881983e-08,2.0048806597156506e-11,1.1626193716150127e-14,1.5416558401231257e-35,2.1405033026139842e-30,2.922567156718729e-19,7.2994891443219277e-12,3.2737093784355176e-07,2.6967506294280949e-24,1.0162087638540924e-30,1.4513919811804514e-15,4.8393399666656507e-32,9.8951035779217411e-21,7.1956819138142146e-07,4.9898937632773604e-11,3.2025294367025217e-15,4.9194594191857033e-19,2.1225963484622367e-09,7.5890798150573564e-15,4.3098284508750019e-22,4.9337304294160423e-15,3.6638706033427289e-21,1.4545210540879133e-17,8.6914930372765216e-14,1.8567753061679186e-17,3.9586962957209645e-15,3.9747136677135326e-07,8.7291349281536404e-07,1.5795210984773286e-17,6.4615547159391105e-20,4.9972742602991431e-17,3.4160132208615898e-47,4.2590207889715695e-12,2.1333654254257555e-17,1.7789667610476563e-16,2.3523360659227013e-21,3.6629958266806016e-14,7.902245802801866e-24,2.4170978321957461e-14,1.1254066869884139e-17,1.9587302616803437e-21,7.5588116758610088e-41,1.9050975018011935e-33,5.6622307867779706e-15,4.2985856711933486e-23,6.5414026764403572e-13,7.8179091478386462e-25,1.2905221147005404e-11,4.0167224725171684e-17,2.2813601711395259e-24,1.1433637274678457e-15,1.021368888482002e-26,7.0798455254691433e-13,6.6883727136600235e-18,1.832266473560403e-22,2.8378641168933273e-15,6.1066091852432928e-25,0.88168480800000004,0.0,0.0083567756605309775,0.10757214979540441,0.00099766729316654143,4.8142447624428592e-24,2.6781946047563329e-15,1.0587729520427616e-19,4.2123514487120346e-19,1.7716749588548848e-14,2.357819712275992e-11,9.5195880241186289e-22,1.5025345702016165e-10,5.0067474012850815e-16,2.3611400753703278e-06,2.3735524932559101e-17,5.4171774135069755e-12,1.1820918219228946e-10,0.00040065216959833287,2.9483658565303803e-11,2.0312421732922125e-06,1.5794711993646855e-07,4.2446292413564998e-11,4.6174948832169847e-07,1.1477061300632611e-15,2.1483878712700892e-09,2.0590439757572001e-10,2.3701679860063475e-17,0.00017270383253578526,9.9556326232212703e-07,0.00017075764346351108,2.3955103433494536e-10,0.00034452772819693864,2.3495023425528112e-09,8.5700107996636207e-06
0.23246833397325867,0.0013422734537175884,2.5605296128486622e-15,7.419537502684348e-15,1.7885736844095847e-09,1.749553904620442e-11,0.00018214349926324924,0.0,0.0,1.5025049647795578e-08,1.5891666915675555e-08,1.5718237375354552e-08,2.0661937598072921e-11,1.1846969557794939e-14,4.2428869539280753e-35,2.1834066002616051e-30,2.9588904982605761e-19,7.3352092959580314e-12,3.3110267447798784e-07,2.7730900106632028e-24,1.0416539105494506e-30,1.4767062060793329e-15,4.9473509719497872e-32,1.0017421793757221e-20,7.2922726366642853e-07,5.0286859479814733e-11,3.2671579826770271e-15,4.9969977554288052e-19,2.1400934981471548e-09,7.6845185179970214e-15,4.3681912417406277e-22,5.0360880329371687e-15,3.4286899540408129e-21,1.4795143983073312e-17,8.8402744378297571e-14,1.910461585412008e-17,4.008920889938242e-15,3.9887552999260336e-07,8.7847894518481507e-07,1.6013168919985042e-17,6.5669022294385846e-20,5.0576392304578061e-17,3.4755918295709241e-47,4.3333394248117274e-12,2.1670251628944269e-17,1.8023000218540991e-16,2.3756925455879179e-21,3.7237261616815979e-14,8.0260555292226346e-24,2.4593220880060518e-14,1.1552497680022878e-17,2.0077223681916937e-21,7.8064317635822507e-41,1.9735879259627453e-33,5.8112720632181777e-15,4.4214063841165492e-23,6.6441398763628242e-13,7.9789100225504776e-25,1.3179608675250422e-11,-3.986062356320445e-17,2.3383916104806015e-24,1.1586588498757256e-15,1.0426331446215245e-26,7.2014091293795591e-13,6.8145130994896421e-18,1.8850865551259638e-22,2.9947475577063223e-15,-3.7908040090626905e-25,0.88168480800000004,0.0,0.0083470253167979864,0.1075608441278382,0.00099764660564495328,4.8149417058047764e-24,2.6959637141108913e-15,1.0674917558791712e-19,4.2143472912145821e-19,1.7868581101688573e-14,2.3733088961921598e-11,9.5243450534014091e-22,1.5152125296051218e-10,5.0401315042144973e-16,2.38205467756603e-06,2.3745126110989039e-17,5.4528022176588553e-12,1.1920157918076934e-10,0.00040422820847223011,2.9706977378314148e-11,2.0492471957483058e-06,1.5912927595352414e-07,4.2767923276584531e-11,4.6520544821742438e-07,1.1552537530694585e-15,2.1666489594619079e-09,2.072498197357332e-10,2.3879074869975535e-17,0.00017424681322988599,1.0032796497689183e-06,0.00017218005304833642,2.4167572632696595e-10,0.00034760369143066743,2.3718795923179949e-09,8.6516409138017607e-06
0.23257453300029649,0.0013422603495235083,2.5809543266405623e-15,7.5223581481443772e-15,1.801721968518183e-09,1.7682457999286218e-11,0.00018376999656897569,0.0,0.0,1.5049591255559142e-08,1.6031584843895902e-08,1.6051905538064015e-08,2.1292580039142576e-11,1.2071277462624915e-14,-1.2237106048206495e-35,2.2282669523707945e-30,2.9955559745340833e-19,7.3709745132382888e-12,3.3486487810461205e-07,2.8513387932278654e-24,1.0676848739105655e-30,1.5024180323524101e-15,5.0446396133255607e-32,1.0140876977439163e-20,7.389888220693785e-07,5.0675654525161143e-11,3.3331385657967951e-15,5.0755694457707083e-19,2.1576960121886665e-09,7.7808920824616497e-15,4.4272116204399401e-22,5.140307379011479e-15,3.8446450229237198e-21,1.5048947830241214e-17,8.9913180339841493e-14,1.9655651830351535e-17,4.0596134034992622e-15,4.0027571862344739e-07,8.8406130941779961e-07,1.6233474942267884e-17,6.6736125672754266e-20,5.1185789698628695e-17,3.5361062071013282e-47,4.4088257569121691e-12,2.2011343198349295e-17,1.8258623550454776e-16,2.3991751386649465e-21,3.7853481197576729e-14,8.1514963316119619e-24,2.5022115725452649e-14,1.1858342458554228e-17,2.0578397153692004e-21,8.0612662262456845e-41,2.0444875437077048e-33,5.9639823637832806e-15,4.5477515603261171e-23,6.7482362487586022e-13,8.1427224052384823e-25,1.345915911033953e-11,4.1237924187885999e-17,2.3967325318657038e-24,1.1741136778632616e-15,1.0642789779118367e-26,7.3248287849137323e-13,6.9426447937480638e-18,1.9392947119232141e-22,2.988254181793852e-15,6.3241297072263016e-25,0.88168480800000004,0.0,0.0083372039330067375,0.1075494558425016,0.00099762576606377885,4.8156321674003667e-24,2.7137802827088249e-15,1.0762645017975478e-19,4.2163438503505822e-19,1.8021433019236899e-14,2.3888364644947344e-11,9.5291050081983033e-22,1.5279807430151309e-10,5.0736072555608362e-16,2.403135584714323e-06,2.3754715733060798e-17,5.4885158579064901e-12,1.2020095199259026e-10,0.0004078309102815779,2.9931435839067535e-11,2.0673956016861623e-06,1.6031721696581228e-07,4.3091197085946757e-11,4.6867830990362692e-07,1.1628201972886736e-15,2.1850298938390511e-09,2.0859846714113426e-10,2.4057337451670719e-17,0.00017580132747337015,1.0110391143327393e-06,0.00017361130131516285,2.4381735621944909e-10,0.00035070260455151463,2.394443003950689e-09,8.7339502344787467e-06
